fragment_smiles,occurences,example_ligands
C1CCNCC1,422879,64:06400:0:Z1421286956;64:06400:0:Z4346028422;64:06400:0:Z4335232012;
Cc1cccs1,15043,64:06400:0:Z3132852501;64:06400:0:Z3206170268;64:06400:0:Z1354924554;
c1cscn1,161147,64:06400:0:Z1195745041;64:06400:0:Z4066189982;64:06400:0:Z1708107222;
c1ccoc1,85077,64:06400:0:Z1195745041;64:06400:0:Z1594517486;64:06400:0:Z4179085091;
CC1OCCO1,3128,64:06400:0:Z3049809074;64:06400:0:Z3850931122;64:06400:0:Z3207480999;
CC1CCCN1,19142,64:06400:0:Z1903031241;64:06400:0:Z4421918885;64:06400:0:Z2827368449;
Cn1cccn1,141764,64:06400:0:Z1903031241;64:06400:0:Z1833524808;64:06400:0:Z2027558387;
CC1CCC(C)N1,1200,64:06400:0:Z2783410331;64:06400:0:Z1461258484;64:06400:2:Z1127142507;
Cc1ccn2ncnc2n1,1261,64:06400:0:Z3833195236;64:06400:1:Z3831437269;64:06400:1:Z359324902;
CN1CCCN(C)CC1,933,64:06400:0:Z3833195236;64:06400:2:Z3538565999;64:06400:2:Z3787456470;
CC1CCCO1,12140,64:06400:0:Z4194543674;64:06400:0:Z4194583737;64:06400:0:Z4277609842;
c1ccc2occc2c1,12535,64:06400:0:Z4483974406;64:06400:0:Z2621667683;64:06400:0:Z4392197786;
Cc1cnoc1,4582,64:06400:0:Z4346028422;64:06400:0:Z4344594867;64:06400:0:Z4460188420;
C1CCCCC1,144191,64:06400:0:Z4005956870;64:06400:0:Z3296228708;64:06400:0:Z4577382496;
OC1CCC2CNCCC2C1,300,64:06400:0:Z2297709956;64:06400:0:Z2778415766;64:06400:3:Z2265889394;
Cn1ncc2c1NCCC2,97,64:06400:0:Z4335232012;64:06400:1:Z4335228540;64:06400:3:Z4335228632;
C1CC2CC(C2)O1,1625,64:06400:0:Z4906511325;64:06400:0:Z4906246402;64:06400:0:Z3344503356;
C1CCNC1,319615,64:06400:0:Z3585004856;64:06400:0:Z3948002392;64:06400:0:Z1872426922;
Clc1cccc2c1CCC2,888,64:06400:0:Z3585004856;64:06400:0:Z4227904983;64:06400:0:Z2368833450;
Cc1ccc2cnccc2c1,386,64:06400:0:Z3086487599;64:06400:7:Z2980867480;64:06400:9:Z3599914921;
c1cn[nH]c1,243544,64:06400:0:Z3086487599;64:06400:0:Z2773684548;64:06400:0:Z3503490180;
CC1CN(C)C(=O)CN1,462,64:06400:0:Z3702976446;64:06400:3:Z4879640909;64:06400:4:Z1781433635;
CN1CCNCC1,17010,64:06400:0:Z4226584171;64:06400:0:Z3206170268;64:06400:0:Z3175885372;
Clc1ccccc1,176411,64:06400:0:Z4469847763;64:06400:0:Z2229915166;64:06400:0:Z1565647757;
C1CCOCC1,151137,64:06400:0:Z4469847763;64:06400:0:Z4869980322;64:06400:0:Z2496076260;
c1ccc2c(c1)CCCN2,10263,64:06400:0:Z3808585966;64:06400:0:Z3310083800;64:06400:0:Z4124861773;
C1CC2(C1)CNCCO2,2456,64:06400:0:Z3807548124;64:06400:0:Z3831741310;64:06400:0:Z3907294010;
O=c1ccc2c([nH]1)CCSC2,231,64:06400:0:Z3948002392;64:06400:0:Z3942013096;64:06400:6:Z4227832190;
c1c[nH]cn1,71347,64:06400:0:Z3948002392;64:06400:0:Z1522048102;64:06400:0:Z3530814017;
Cc1ccnn1C,9708,64:06400:0:Z2615590029;64:06400:0:Z3343730191;64:06400:0:Z4573729498;
Cc1coc2c1C(=O)CCC2,297,64:06400:0:Z3138303694;64:06401:1:Z2755682220;64:06401:1:Z2850141856;
NC1CCC12CCC2,561,64:06400:0:Z3138303694;64:06400:1:Z3138319799;64:06400:3:Z4421625170;
Fc1cccnc1,27739,64:06400:0:Z2356572040;64:06400:0:Z4610974101;64:06400:0:Z5046521294;
Fc1cc(Cl)c2c(c1)CCCN2,57,64:06400:0:Z2356572040;64:06401:7:Z4384156845;64:06402:9:Z4384156840;
CC1CCCOC1,4582,64:06400:0:Z1872426922;64:06400:0:Z4307498648;64:06400:0:Z4126573658;
Clc1ccccc1Cl,12482,64:06400:0:Z3709465834;64:06400:0:Z911884172;64:06400:0:Z2296202423;
C1CC2COCC2O1,2017,64:06400:0:Z3709465834;64:06400:0:Z3402776986;64:06400:0:Z3656383272;
O=S1(=O)CCCCC1,8993,64:06400:0:Z3546823581;64:06400:0:Z2068044930;64:06400:0:Z2288765445;
Cc1ccoc1,7063,64:06400:0:Z2715375483;64:06400:0:Z4264148828;64:06400:0:Z2826118826;
Cc1cccnc1,23032,64:06400:0:Z3494551360;64:06400:0:Z2132062615;64:06400:0:Z2263386455;
c1cocn1,51639,64:06400:0:Z3494551360;64:06400:0:Z3539424038;64:06400:0:Z4026880902;
Cc1cncnc1C,1781,64:06400:0:Z4486323999;64:06400:0:Z3698982458;64:06400:0:Z3698997396;
Cn1cncn1,13264,64:06400:0:Z4247898220;64:06400:0:Z3440019189;64:06400:0:Z1362267744;
Cn1ccccc1=O,4681,64:06400:0:Z4247898220;64:06400:0:Z3646515948;64:06400:0:Z4013768645;
Cc1cncs1,11459,64:06400:0:Z2789594172;64:06400:0:Z2157833171;64:06400:0:Z339641500;
Cc1cc(Cl)[nH]n1,1947,64:06400:0:Z4399185267;64:06400:0:Z4399301852;64:06400:0:Z1412038576;
C1CC2OC1C1CCC21,118,64:06400:0:Z4399185267;64:06400:0:Z4399301852;64:06400:5:Z4314159715;
CN1CCCCC1=O,3844,64:06400:0:Z1603801390;64:06400:0:Z4211799222;64:06400:0:Z2904337970;
FC1(F)CCNCC1,3271,64:06400:0:Z2191056776;64:06400:0:Z2883406138;64:06400:0:Z4414705986;
Fc1cc2c(cc1F)NCC2,238,64:06400:0:Z1019342698;64:06400:3:Z727976848;64:06400:3:Z1279783684;
c1ccc2sncc2c1,2320,64:06400:0:Z3669522186;64:06400:0:Z2614457362;64:06400:0:Z4255534412;
C1CNCCNC1,18334,64:06400:0:Z3669522186;64:06400:0:Z1562773408;64:06400:0:Z2219903274;
CC1CCCS1,1228,64:06400:0:Z2458279345;64:06400:1:Z2435787157;64:06400:1:Z1433903807;
C1CCCC1,132440,64:06400:0:Z2773684548;64:06400:0:Z2656190256;64:06400:0:Z1420278801;
c1ccc2c(c1)CCC2,19735,64:06400:0:Z3570672808;64:06400:0:Z3569214672;64:06400:0:Z1602054154;
FC1(F)C2CCCC21,3695,64:06400:0:Z3184394429;64:06400:0:Z4493543559;64:06400:0:Z4471246428;
C1CNCCN1,114018,64:06400:0:Z3184394429;64:06400:0:Z4493543559;64:06400:0:Z4259888927;
O=c1[nH]ccc2ccccc12,1735,64:06400:0:Z2656190256;64:06400:0:Z3203260599;64:06400:0:Z3627220336;
CC1(C)CCNC1,7346,64:06400:0:Z2413172099;64:06400:0:Z3805651673;64:06400:0:Z4005799871;
Cc1cc(C)on1,9617,64:06400:0:Z2208722449;64:06400:0:Z3595606818;64:06400:0:Z3868289645;
Oc1ccc(F)cn1,170,64:06400:0:Z2655353276;64:06400:4:Z3639207912;64:06401:2:Z2800622854;
C1CCSC1,9084,64:06400:0:Z1277262046;64:06400:0:Z3700092726;64:06400:0:Z3708243402;
FC1(F)CCCNC1,3703,64:06400:0:Z4232367780;64:06400:0:Z2355446436;64:06400:0:Z3624398762;
CC1(C)CCCNC1=O,960,64:06400:0:Z4017866156;64:06400:2:Z2772223800;64:06400:2:Z3836165467;
Nc1nccs1,1577,64:06400:0:Z1594517486;64:06400:1:Z4288672794;64:06400:2:Z4274108192;
NC1CCCCC1,6259,64:06400:0:Z1309649472;64:06400:0:Z3105196593;64:06400:0:Z4064026701;
c1cc2c(s1)OCCC2,28,64:06400:0:Z3092970491;64:06403:5:Z3177410345;64:06405:0:Z3092970623;
Oc1ccccc1,37375,64:06400:0:Z820138552;64:06400:0:Z2817827336;64:06400:0:Z3637752180;
Cc1ccncn1,17856,64:06400:0:Z3598794260;64:06400:0:Z3878695982;64:06400:0:Z4423817163;
CC1(C)CNCC2CCOC2C1,272,64:06400:0:Z3598794260;64:06400:3:Z3396002874;64:06400:4:Z3560612781;
CC1CCC(=O)CN1,305,64:06400:0:Z2962582833;64:06400:1:Z2952292872;64:06400:3:Z2962579742;
OC1CNCCC1(F)F,408,64:06400:0:Z1817754013;64:06400:0:Z3008909678;64:06400:2:Z2872205777;
FC1CNC1,4461,64:06400:0:Z4344527234;64:06400:0:Z4961042983;64:06400:0:Z1657514763;
c1ccnnc1,19068,64:06400:0:Z4344527234;64:06400:0:Z3391890126;64:06400:0:Z3832448991;
OC1CCOCC1,6131,64:06400:0:Z2913280954;64:06400:0:Z2496076260;64:06400:0:Z2414163760;
O=C1CCCN1,63242,64:06400:0:Z3494768558;64:06400:0:Z1927533066;64:06400:0:Z2928119157;
FC1CCCCNC1,305,64:06400:0:Z3047023172;64:06400:0:Z3365393886;64:06400:5:Z3365392313;
Cc1ncc2n1CCCC2,1417,64:06400:0:Z4048853693;64:06400:0:Z4387063877;64:06400:1:Z4602299111;
c1ccc2nnccc2c1,657,64:06400:0:Z4048853693;64:06400:7:Z4991874711;64:06400:9:Z3898619826;
CN1CCNCC12CC2,410,64:06400:0:Z4318514730;64:06400:0:Z4318514660;64:06400:0:Z4313828379;
Fc1ccc2c(c1)CCC2,2259,64:06400:0:Z4318514730;64:06400:0:Z4318514660;64:06400:0:Z4313828379;
C1OC2CC1C2,5936,64:06400:0:Z2817827336;64:06400:0:Z4294996124;64:06400:0:Z4476828205;
c1[nH]nc2c1CCCN2,134,64:06400:0:Z4180712017;64:06400:2:Z4180712296;64:06400:2:Z4180713448;
Cc1c(Cl)ccc2[nH]ccc12,119,64:06400:0:Z3134025246;64:06400:4:Z3805082156;64:06402:8:Z5038035343;
CC1CC2CNCC2N1,188,64:06400:0:Z3134025246;64:06400:1:Z2789488330;64:06400:2:Z4054856418;
Fc1ccc2cnoc2c1,515,64:06400:0:Z5050043739;64:06400:0:Z5050043735;64:06400:0:Z3131969404;
c1ccn2ccnc2c1,8882,64:06400:0:Z4389813851;64:06400:0:Z3670692137;64:06400:0:Z1715399317;
OC1CCCNC1,10138,64:06400:0:Z5065787740;64:06400:0:Z4266482718;64:06400:0:Z4307673465;
Cc1cnc2ccccn12,1076,64:06400:0:Z5065787740;64:06400:0:Z3623865910;64:06400:1:Z4168607016;
Cc1ncon1,11701,64:06400:0:Z2659332918;64:06400:0:Z3176174579;64:06400:0:Z2954937274;
CC1CNCCOC1,936,64:06400:0:Z2659332918;64:06400:0:Z4959668467;64:06400:3:Z3008793667;
Clc1cccc(Cl)c1,17670,64:06400:0:Z3469050511;64:06400:0:Z4325635306;64:06400:0:Z2027558387;
Cc1ccc(Cl)cc1C,506,64:06400:0:Z1635092060;64:06400:1:Z2617391783;64:06400:3:Z2721574329;
c1ccc2[nH]cnc2c1,13719,64:06400:0:Z1273868034;64:06400:0:Z2640603406;64:06400:0:Z1676474061;
C1COCCN1,117983,64:06400:0:Z1907580362;64:06400:0:Z3665593945;64:06400:0:Z3795342524;
Cn1ncc2c(c1=O)CCNC2,318,64:06400:0:Z4274733474;64:06400:0:Z5013070974;64:06400:0:Z3868206343;
O=C1CCC1,2815,64:06400:0:Z4274733474;64:06400:0:Z4267111140;64:06400:0:Z3381711173;
CC1CCOC1,6607,64:06400:0:Z2600084057;64:06400:0:Z3821033143;64:06400:0:Z3540816021;
Clc1ccc2c(c1)OCCO2,1111,64:06400:0:Z5046521294;64:06400:1:Z3404040152;64:06400:2:Z2904242634;
O=C1NCCCC12CNC2,339,64:06400:0:Z3855428352;64:06401:3:Z3777229556;64:06401:6:Z3781853575;
CC1CCCNC1,18819,64:06400:0:Z813139074;64:06400:0:Z1263522653;64:06400:0:Z2290992699;
Fc1cccc(Cl)c1,17327,64:06400:0:Z813139074;64:06400:0:Z333653948;64:06400:0:Z2994883253;
O=C1CCCC1,2705,64:06400:0:Z4021489729;64:06400:0:Z4021820302;64:06400:0:Z3054407611;
NC1CCCC2CC12,252,64:06400:0:Z4064574388;64:06400:1:Z4064312211;64:06401:1:Z3549663601;
C1CC2(CCN1)CC2,3455,64:06400:0:Z2909675969;64:06400:0:Z3706621869;64:06400:0:Z3706621866;
c1cn[nH]n1,9315,64:06400:0:Z2229915166;64:06400:0:Z3714050487;64:06400:0:Z2904231504;
Cc1cnc(C)o1,1183,64:06400:0:Z2356979435;64:06400:0:Z2846877582;64:06400:2:Z1576059230;
c1ccn2cnnc2c1,5202,64:06400:0:Z2356979435;64:06400:0:Z3503708567;64:06400:0:Z2924337310;
Cc1cccc2ncoc12,134,64:06400:0:Z1769353820;64:06401:6:Z2272346711;64:06401:9:Z4908073844;
C1CSCS1,1846,64:06400:0:Z1769353820;64:06400:0:Z4638950270;64:06400:0:Z2613302705;
Cc1cn(C)cn1,900,64:06400:0:Z2032804064;64:06400:0:Z3362107725;64:06400:3:Z5060093854;
O=S1(=O)CCCCc2ccccc21,147,64:06400:0:Z2032804064;64:06400:5:Z4455000316;64:06403:0:Z4454998708;
Cc1cscn1,35682,64:06400:0:Z5042871929;64:06400:0:Z1652341588;64:06400:0:Z2073557418;
CC12CCC(CO1)C2,2085,64:06400:0:Z5042871929;64:06400:0:Z3696858981;64:06400:1:Z5045749221;
C1CC2(C1)CC2,7094,64:06400:0:Z3383059311;64:06400:0:Z4385498994;64:06400:0:Z1416436155;
Cc1coc2c(F)cccc12,170,64:06400:0:Z1953000382;64:06400:1:Z1608411801;64:06400:6:Z738597652;
c1nnco1,25999,64:06400:0:Z1953000382;64:06400:0:Z1420278801;64:06400:0:Z3535331041;
Cc1cn[nH]c1,11969,64:06400:0:Z1565647757;64:06400:0:Z1568689652;64:06400:0:Z3383221291;
CC1CC(C)OC(C)C1,271,64:06400:0:Z3665593945;64:06400:6:Z3666360628;64:06400:6:Z3629094833;
CC1(C)CCCNC1,5176,64:06400:0:Z1420278801;64:06400:0:Z2284846837;64:06400:0:Z4317731691;
Cn1nc2c(c1O)CCNC2,206,64:06400:0:Z4227904983;64:06400:4:Z4227898010;64:06400:4:Z4273744902;
Cn1cnc2cc(F)ccc21,440,64:06400:0:Z1276057453;64:06400:4:Z1495851372;64:06400:6:Z4628312697;
C1CCCOCC1,1800,64:06400:0:Z1602054154;64:06400:0:Z4001669716;64:06400:1:Z3809487588;
OC1CCNCC1,16682,64:06400:0:Z3627795608;64:06400:0:Z3105805932;64:06400:0:Z3707114410;
C1CCC2(C1)CCNCC2,965,64:06400:0:Z3798122109;64:06400:0:Z4265229791;64:06400:0:Z4056125851;
Cc1nn(C)cc1Cl,765,64:06400:0:Z3175885372;64:06400:1:Z3351284771;64:06400:5:Z3357367510;
c1ccc2[nH]ccc2c1,23579,64:06400:0:Z3795342524;64:06400:0:Z3805090244;64:06400:0:Z967912880;
c1ccc2c(c1)OCCO2,11269,64:06400:0:Z4259888927;64:06400:0:Z3314029459;64:06400:0:Z3627627729;
c1noc2c1CCCC2,1688,64:06400:0:Z2132062615;64:06400:0:Z1159166319;64:06400:1:Z1159159228;
CC1(C)OC2CCC1CC2,221,64:06400:0:Z5045230841;64:06400:9:Z4203417329;64:06401:5:Z4215511243;
CC1(C)CCCCO1,5200,64:06400:0:Z3611201072;64:06400:0:Z4141954332;64:06400:0:Z4264565903;
O=C1CCNc2ccccc2N1,485,64:06400:0:Z3092676442;64:06400:0:Z4492720704;64:06400:0:Z4503768290;
FC1(F)CCCCC1,10176,64:06400:0:Z4477055864;64:06400:0:Z4347163029;64:06400:0:Z3645649823;
Fc1cccc(F)c1,46532,64:06400:0:Z4484274348;64:06400:0:Z3627790104;64:06400:0:Z1568689652;
OC1CCOC2(CCNCC2)C1,251,64:06400:0:Z4193597118;64:06400:7:Z2963106310;64:06401:2:Z2963107446;
Cc1cc(C)[nH]n1,21147,64:06400:0:Z4245428884;64:06400:0:Z1038212814;64:06400:0:Z5000741075;
C1CC2(C1)CC21CC1,350,64:06400:0:Z4245428884;64:06400:3:Z4475888485;64:06400:4:Z4281819563;
CC1CNCC1F,335,64:06400:0:Z4325635306;64:06400:0:Z3593159970;64:06400:0:Z3256132506;
c1cnc2oncc2c1,1098,64:06400:0:Z3340725496;64:06400:1:Z1228001224;64:06400:2:Z908575280;
Cc1ccccc1,173726,64:06400:0:Z3362107725;64:06400:0:Z4001852513;64:06400:0:Z5054048248;
CC1CCCCN1,14830,64:06400:0:Z3362107725;64:06400:0:Z3899292174;64:06400:0:Z2444298702;
C1CCC2(C1)CCOC2,1373,64:06400:0:Z3843373283;64:06400:2:Z4638731629;64:06400:3:Z3621613753;
c1ccc2c(c1)OCO2,11891,64:06400:0:Z1708107222;64:06400:0:Z3100931936;64:06400:0:Z4211407359;
Fc1ccccc1Cl,16135,64:06400:0:Z2274678548;64:06400:0:Z2928119157;64:06400:0:Z3138872533;
CN1CCCC12CCNC2,255,64:06400:0:Z3314029459;64:06400:1:Z3366459905;64:06402:1:Z4129099655;
c1cnc2nccn2c1,2167,64:06400:0:Z3671942323;64:06400:0:Z3789160664;64:06400:1:Z4472468243;
c1cnccn1,30128,64:06400:0:Z3671942323;64:06400:0:Z1958375898;64:06400:0:Z4602571893;
Cn1ncc2c1CNC2,440,64:06400:0:Z4205829109;64:06400:1:Z4298440672;64:06400:3:Z3790627108;
Clc1ccon1,454,64:06400:0:Z4485908841;64:06400:5:Z4491035817;64:06400:5:Z4490653652;
Fc1ccc2c(c1)CNCCO2,285,64:06400:0:Z4485908841;64:06400:4:Z2776209470;64:06400:6:Z3558433367;
c1cncnc1,85523,64:06400:0:Z4272453272;64:06400:0:Z4344995517;64:06400:0:Z3695359897;
CC1(C)CCC1,10008,64:06400:0:Z3495774541;64:06400:0:Z1779580707;64:06400:0:Z1375459492;
Oc1cccc(F)c1,1704,64:06400:0:Z4641485943;64:06400:0:Z4642093564;64:06400:0:Z4602691936;
Cc1cc[nH]n1,27859,64:06400:0:Z1176770653;64:06400:0:Z2494313335;64:06400:0:Z3608389363;
OC1CNC1,9248,64:06400:0:Z4525092798;64:06400:0:Z4478518297;64:06400:0:Z2640603406;
C1CCN2CCCC2C1,3506,64:06400:0:Z3594489546;64:06400:0:Z4353346349;64:06400:0:Z2880328303;
Cc1ccn(C)n1,12821,64:06400:0:Z4109795857;64:06400:0:Z5042836475;64:06400:0:Z2669231266;
Cc1ccccc1F,12527,64:06400:0:Z4109795857;64:06400:0:Z2722679447;64:06400:0:Z3357133641;
NC1CCNCC1,3001,64:06400:0:Z4152410958;64:06400:0:Z2873002321;64:06400:0:Z3134808412;
FC1CC12CCC2,1449,64:06400:0:Z4152410958;64:06400:0:Z3645754356;64:06400:0:Z3645740182;
Cc1cc(C)n2nc(N)nc2n1,89,64:06400:0:Z2230358636;64:06401:8:Z344085320;64:06402:9:Z1934687835;
c1nnn[nH]1,24442,64:06400:0:Z2938352513;64:06400:0:Z2863622518;64:06400:0:Z2697619089;
c1cc2c(o1)CCCNC2,522,64:06400:0:Z2938352513;64:06400:1:Z4123667416;64:06400:5:Z3383550641;
c1ccc2ncccc2c1,18497,64:06400:0:Z4113567085;64:06400:0:Z4115551481;64:06400:0:Z4125560201;
Cc1cccn1C,1695,64:06400:0:Z164808302;64:06400:0:Z3640431834;64:06400:0:Z3818038475;
Cc1ccc(F)cc1,5815,64:06400:0:Z4643619323;64:06400:0:Z1183955985;64:06400:0:Z2622925816;
c1ccc2[nH]ncc2c1,8185,64:06400:0:Z1550663912;64:06400:0:Z3389246603;64:06400:0:Z4594754628;
O=c1cc[nH]c(=O)[nH]1,2766,64:06400:0:Z1550663912;64:06400:0:Z3367537374;64:06400:1:Z3367534714;
O=c1cccc[nH]1,21387,64:06400:0:Z4610302309;64:06400:0:Z4590367711;64:06400:0:Z3056981633;
c1ncc2c(n1)CCCC2,1409,64:06400:0:Z4610302309;64:06400:0:Z2474673918;64:06400:0:Z4654057134;
O=C1CSc2ccccc2N1,1715,64:06400:0:Z1181735992;64:06400:0:Z16384699;64:06400:0:Z1630000552;
OC1CCC2(CC1)CC2,286,64:06400:0:Z3637752180;64:06400:3:Z3505056958;64:06400:4:Z3637747610;
c1ccc2ccccc2c1,10422,64:06400:0:Z108560112;64:06400:0:Z2202309956;64:06400:0:Z4307498648;
O=C1CCCCC1,4229,64:06400:0:Z1833524808;64:06400:0:Z4645050369;64:06400:0:Z1312730213;
CC1CNCCS1=O,529,64:06400:0:Z2090830262;64:06400:1:Z2070616817;64:06400:2:Z1384255964;
Cc1ccc2[nH]ncc2c1,465,64:06400:0:Z4096973553;64:06400:1:Z2801121064;64:06400:2:Z2330819398;
O=C1NCCC12CCC2,493,64:06400:0:Z4096973553;64:06400:3:Z4028658505;64:06400:6:Z4081902663;
CC1CCNC1,20796,64:06400:0:Z3134541646;64:06400:0:Z3684876270;64:06400:0:Z2899139597;
O=c1[nH]nc2n1CCCCC2,370,64:06400:0:Z3134541646;64:06400:3:Z4317744518;64:06400:6:Z4201113153;
Clc1ccc2cccnc2c1,977,64:06400:0:Z3830122629;64:06400:1:Z4085068161;64:06400:1:Z4451576756;
CC1(C)COc2ccccc21,803,64:06400:0:Z4347689096;64:06400:0:Z4171668699;64:06400:2:Z2373716631;
O=S1(=O)CCCC1,13676,64:06400:0:Z4347689096;64:06400:0:Z2644355434;64:06400:0:Z3539045490;
Cn1c(=O)[nH]c2ncn(C)c2c1=O,10,64:06400:0:Z4216477772;64:06422:6:Z4216476404;64:06430:6:Z4216477297;
OC1CCCCC1,18349,64:06400:0:Z3315816891;64:06400:0:Z3831218965;64:06400:0:Z3996763946;
CC1(C)CNCCOC1,399,64:06400:0:Z3315816891;64:06400:4:Z4022799406;64:06400:6:Z3695709341;
C1CC2CNCC2O1,3794,64:06400:0:Z3828581322;64:06400:0:Z4188479941;64:06400:0:Z3707934683;
Clc1ccncn1,1778,64:06400:0:Z3828581322;64:06400:0:Z1317596097;64:06400:0:Z4232774155;
Cc1cccn2ccnc12,2178,64:06400:0:Z2494313335;64:06400:0:Z1373517418;64:06400:0:Z1819759129;
CN1CCCC1,10504,64:06400:0:Z3342685064;64:06400:0:Z4154211341;64:06400:0:Z4387852253;
O=S1(=O)C2CCNCC1CC2,333,64:06400:0:Z2710745232;64:06400:2:Z4666334324;64:06400:6:Z2812036856;
CN1CCc2ccccc2C1,924,64:06400:0:Z4295031948;64:06400:0:Z4295031916;64:06400:2:Z3612676714;
CC1(C)CCCN1,8551,64:06400:0:Z4115551481;64:06400:0:Z4172433862;64:06400:0:Z4477330702;
O=C1CCNC(=O)N1,11689,64:06400:0:Z3539424038;64:06400:0:Z3528888968;64:06400:0:Z4006811791;
FC1CCC1,11088,64:06400:0:Z3539424038;64:06400:0:Z3186664975;64:06400:0:Z3699947697;
c1ccc2c(c1)CCN2,15026,64:06400:0:Z3009656981;64:06400:0:Z4141954332;64:06400:0:Z2145508596;
Cc1csnn1,1653,64:06400:0:Z4315070340;64:06400:0:Z4132419371;64:06400:0:Z2841960090;
O=S1(=O)CCCNC1,216,64:06400:0:Z3346558166;64:06400:0:Z4212292399;64:06400:4:Z4212295699;
Cc1ccn[nH]1,30672,64:06400:0:Z339641500;64:06400:0:Z3641125841;64:06400:0:Z3591538646;
Cc1ccsc1,9228,64:06400:0:Z1438648929;64:06400:0:Z998083552;64:06400:0:Z1369385023;
Cc1cc(C)n2[nH]c(=O)cc2n1,127,64:06400:0:Z4099130497;64:06400:0:Z3048930718;64:06401:2:Z1282018121;
c1n[nH]c2c1CNC2,447,64:06400:0:Z4026880902;64:06400:0:Z4025731832;64:06400:0:Z2386264924;
Cc1ccc2cccnc2c1C,273,64:06400:0:Z1275433047;64:06400:5:Z4255855652;64:06400:5:Z4255856359;
C1COCCO1,8351,64:06400:0:Z4267919921;64:06400:0:Z1817156992;64:06400:0:Z3751987094;
Fc1ccc2c(c1F)CCNC2,398,64:06400:0:Z4267919921;64:06400:1:Z3519483407;64:06400:2:Z4145199779;
C1=NCCS1,810,64:06400:0:Z2891765992;64:06400:0:Z4039436762;64:06400:0:Z4032341059;
Clc1cccnc1,21036,64:06400:0:Z2443979205;64:06400:0:Z3599176198;64:06400:0:Z1723118880;
FC1COc2ccccc2C1,266,64:06400:0:Z3138409912;64:06400:2:Z3367076064;64:06400:4:Z4258712229;
C1CC2COCC12,869,64:06400:0:Z3138409912;64:06400:0:Z3574264090;64:06400:2:Z3295512087;
c1ccc2c(c1)CCO2,12730,64:06400:0:Z1884295374;64:06400:0:Z1043827478;64:06400:0:Z2498686244;
CC1CCCNCC1,937,64:06400:0:Z2166297410;64:06400:7:Z4132976016;64:06400:7:Z1308615071;
Cn1cnnc1,22466,64:06400:0:Z2166297410;64:06400:0:Z3391890126;64:06400:0:Z3256132506;
Cc1cc2c(cn1)CCN2,261,64:06400:0:Z3627627729;64:06400:3:Z3627626166;64:06400:4:Z3627627917;
Cc1ccno1,13725,64:06400:0:Z2803304884;64:06400:0:Z2717900160;64:06400:0:Z2796170997;
