fragment_smiles,occurences,example_ligands
C1CNCCN1,114508,42:04200:0:Z3047116227;42:04200:0:Z4122870228;42:04200:0:Z3773662270;
c1ccsc1,125540,42:04200:0:Z3588404845;42:04200:0:Z1339673944;42:04200:0:Z3615625475;
C1COC2(C1)CCOC2,1723,42:04200:0:Z3588404845;42:04200:0:Z3572175310;42:04200:0:Z4051993988;
C1CC2CNCC2C1,5922,42:04200:0:Z4277952084;42:04200:0:Z4054465669;42:04200:0:Z4304731956;
CC1CCCCN1,14942,42:04200:0:Z3045908477;42:04200:0:Z4079699120;42:04200:0:Z2435721660;
C1CCC23CNCC2(C1)CNC3,157,42:04200:0:Z3045908477;42:04200:5:Z3139571424;42:04201:6:Z3045478411;
O=C1NCCCCCCNC2CCCC12,41,42:04200:0:Z3555523837;42:04200:7:Z2605521665;42:04207:9:Z2605386532;
FC1CC2CC12,360,42:04200:0:Z3555523837;42:04200:5:Z3544910762;42:04200:6:Z3403242052;
Clc1ccccc1Cl,12678,42:04200:0:Z4597556155;42:04200:0:Z4579237069;42:04200:0:Z4414669429;
O=C1NCCN1,5920,42:04200:0:Z2860592621;42:04200:0:Z2452659082;42:04200:0:Z4398782399;
Cc1ccc2c(c1)CNCCO2,258,42:04200:0:Z2091491071;42:04200:1:Z2600826201;42:04200:3:Z2294264769;
CC1CCn2ccnc2C1,739,42:04200:0:Z4141637340;42:04200:0:Z4424364280;42:04200:0:Z4424370285;
OC1CNCC2(CCC2)C1,372,42:04200:0:Z4141637340;42:04200:3:Z3209765321;42:04200:8:Z3209760814;
Cc1cccn2ccnc12,2178,42:04200:0:Z4079699120;42:04200:0:Z3538051747;42:04200:0:Z3789031966;
c1cocn1,51529,42:04200:0:Z1952824980;42:04200:0:Z2836169142;42:04200:0:Z1510992743;
C1CC2(C1)CNC2,5439,42:04200:0:Z4350940048;42:04200:0:Z2650079846;42:04200:0:Z3492859738;
Clc1cccc2c1OCO2,762,42:04200:0:Z4350940048;42:04200:0:Z3596624280;42:04200:0:Z193977300;
C1CCCCC1,144184,42:04200:0:Z1378027432;42:04200:0:Z1334617950;42:04200:0:Z3336521924;
CC1Cc2ccccc2O1,3487,42:04200:0:Z2151895403;42:04200:0:Z5000945464;42:04200:0:Z4106831186;
NC1CCOC1,1413,42:04200:0:Z4056464229;42:04200:0:Z5038019107;42:04200:0:Z3183260235;
c1cc2c(nn1)CCOC2,335,42:04200:0:Z4020802276;42:04200:2:Z4045256719;42:04200:3:Z4023153188;
O=C1CCCCCN1,4778,42:04200:0:Z2273682056;42:04200:0:Z1983992240;42:04200:0:Z2500805708;
c1nnco1,26097,42:04200:0:Z2273682056;42:04200:0:Z1751580566;42:04200:0:Z3058484204;
C1CNC2CCCC2C1,1443,42:04200:0:Z3549435386;42:04200:1:Z4858847576;42:04200:1:Z4212663241;
CN1CCCNCC1=O,502,42:04200:0:Z1804102306;42:04200:0:Z1801951727;42:04200:1:Z3008555730;
Clc1ccc2c(c1)OCCCO2,240,42:04200:0:Z2447725382;42:04200:0:Z2290994573;42:04200:0:Z4010865497;
FC1CCNC1,12093,42:04200:0:Z4028011670;42:04200:0:Z1445616785;42:04200:0:Z4062102621;
Cc1ccc[nH]1,3820,42:04200:0:Z4913393625;42:04200:0:Z2796562491;42:04200:0:Z2780810598;
Cc1cc2[nH]ccc2o1,141,42:04200:0:Z3609461883;42:04201:3:Z3910063807;42:04202:0:Z3741156711;
O=C1CNCCN1,14316,42:04200:0:Z3549657193;42:04200:0:Z2732756393;42:04200:0:Z4256523086;
OC1CC2CNC1C2,766,42:04200:0:Z3549657193;42:04200:0:Z3613080657;42:04200:5:Z3909552672;
Cc1cn2ccsc2n1,1231,42:04200:0:Z2700740117;42:04200:3:Z1637315612;42:04200:5:Z4179096349;
CC1CCCNC1,19110,42:04200:0:Z2700740117;42:04200:0:Z3047073547;42:04200:0:Z3019467443;
Cc1cccc(C)c1,24907,42:04200:0:Z3347603314;42:04200:0:Z2212344958;42:04200:0:Z104825594;
Fc1cccc2c1OCCC2,853,42:04200:0:Z2835435723;42:04200:2:Z3357303267;42:04200:2:Z4255213262;
CC1CCCN1,19428,42:04200:0:Z3019614422;42:04200:0:Z2069236351;42:04200:0:Z4469607627;
O=C1CCCN1,63164,42:04200:0:Z2484819933;42:04200:0:Z4153007860;42:04200:0:Z4153486510;
Clc1ccncn1,1750,42:04200:0:Z4025891115;42:04200:0:Z3395124310;42:04200:0:Z3395121915;
Cc1cccnc1,22595,42:04200:0:Z4059708537;42:04200:0:Z3019644439;42:04200:0:Z1273680853;
c1ccc2c(c1)CC2,1994,42:04200:0:Z4274225944;42:04200:0:Z3472747379;42:04200:0:Z2851550140;
c1ccc2[nH]cnc2c1,13750,42:04200:0:Z2261554255;42:04200:0:Z2454361703;42:04200:0:Z4029128086;
CN1CCCCC12CCNCC2,255,42:04200:0:Z4241441085;42:04200:4:Z5060216958;42:04200:6:Z5059740816;
c1nnn[nH]1,24226,42:04200:0:Z2070267368;42:04200:0:Z291405418;42:04200:0:Z2289388391;
CN1CCCCC1=O,3855,42:04200:0:Z1334617950;42:04200:1:Z4240868883;42:04200:1:Z1673810555;
Cc1nc[nH]c1C,2964,42:04200:0:Z4467089026;42:04200:0:Z4394286568;42:04200:0:Z3517980003;
Cc1[nH]nc2ncccc12,236,42:04200:0:Z4467089026;42:04200:1:Z1727030341;42:04200:9:Z3586571842;
NC1CCSCC1,181,42:04200:0:Z3697702151;42:04200:0:Z4058913641;42:04200:0:Z3696866156;
O=C1CCCCN1,25727,42:04200:0:Z4051698786;42:04200:0:Z1214757164;42:04200:0:Z2277233707;
CC1(C)CNc2cccnc21,248,42:04200:0:Z4051698786;42:04200:3:Z4132316083;42:04200:9:Z4132314637;
C1CC2CCC(C1)O2,2776,42:04200:0:Z3887617259;42:04200:0:Z3917911937;42:04200:0:Z3917915510;
Cn1ncc2c(=O)[nH]cnc21,1103,42:04200:0:Z1272575623;42:04200:1:Z3367670776;42:04200:3:Z444787270;
Cn1nccc1F,612,42:04200:0:Z3353138833;42:04200:1:Z3297889254;42:04200:1:Z3353672146;
C1CNCCNC1,18126,42:04200:0:Z3353138833;42:04200:0:Z1562971684;42:04200:0:Z1863746849;
Clc1cccnc1,20910,42:04200:0:Z4170381019;42:04200:0:Z2873237337;42:04200:0:Z2925358459;
CN1CCC2(CCCNC2)C1,224,42:04200:0:Z3356071704;42:04200:0:Z4062842465;42:04200:5:Z4062841001;
Cc1cnc(C)s1,1792,42:04200:0:Z3508946324;42:04200:0:Z1495389208;42:04200:0:Z2219953134;
Cn1cnc2ccccc21,4976,42:04200:0:Z4307807300;42:04200:0:Z3712066365;42:04200:0:Z3543223568;
ClC1=CCCNC1,283,42:04200:0:Z4307807300;42:04200:2:Z3570010906;42:04200:2:Z2836690987;
C1CCC2(CCC2)NC1,2417,42:04200:0:Z3808628180;42:04200:1:Z4002698335;42:04200:1:Z4308265039;
CN1CCc2[nH]ncc2C1,251,42:04200:0:Z4492526608;42:04200:2:Z4489939260;42:04201:8:Z4484487283;
NC1CCCCCNC1,236,42:04200:0:Z3336521924;42:04200:0:Z2776728397;42:04200:1:Z3133327430;
O=C1NCCc2ccccc21,2097,42:04200:0:Z2898458802;42:04200:0:Z2457809980;42:04200:0:Z1801970299;
CC1CCNC1,20691,42:04200:0:Z3578540284;42:04200:0:Z5021479351;42:04200:0:Z2497450125;
Clc1ccc2c(c1)COCO2,190,42:04200:0:Z1126755286;42:04202:3:Z1560002851;42:04202:8:Z1578092324;
O=C1CCNC(=O)N1,11712,42:04200:0:Z4888036623;42:04200:0:Z3463414924;42:04200:0:Z3211369017;
Cc1ccsc1,9322,42:04200:0:Z4888036623;42:04200:0:Z3653706814;42:04200:0:Z1445593528;
OC1CCNC1,24322,42:04200:0:Z3524035063;42:04200:0:Z5037708709;42:04200:0:Z4601323089;
CC1(C)CC2(CC2)C1,448,42:04200:0:Z3524035063;42:04200:6:Z3597385359;42:04200:6:Z3701943154;
CC1CNC1,9207,42:04200:0:Z4485571722;42:04200:0:Z2452659082;42:04200:0:Z3620864066;
C1COCCOC1,1258,42:04200:0:Z4485571722;42:04200:1:Z2770591727;42:04200:1:Z2203203525;
c1cc2n(n1)CCNC2,4301,42:04200:0:Z5017586284;42:04200:0:Z4077308750;42:04200:0:Z2761849550;
c1ccn2ccnc2c1,8958,42:04200:0:Z2999177092;42:04200:0:Z4153007860;42:04200:0:Z4153486510;
O=S1(=O)CCNCC1,4836,42:04200:0:Z1116844651;42:04200:0:Z4394038789;42:04200:0:Z3085705038;
Cn1cn[nH]c1=O,2359,42:04200:0:Z2153568511;42:04200:0:Z3660681659;42:04200:1:Z1619612934;
CN1CCOc2ccccc21,1232,42:04200:0:Z3598923521;42:04200:0:Z2718184086;42:04200:0:Z1801878940;
CN1CCOCC1,4038,42:04200:0:Z3876112242;42:04200:0:Z2782526547;42:04200:0:Z4225025541;
CC1CC2CC2C1,573,42:04200:0:Z4471481952;42:04200:1:Z2219021309;42:04200:2:Z3637868742;
c1ncc2c(n1)CNC2,630,42:04200:0:Z4471481952;42:04200:3:Z4471445028;42:04200:3:Z2499946874;
CC1(C)CCCNC1,5226,42:04200:0:Z4059795825;42:04200:0:Z4182915845;42:04200:0:Z2364235651;
CC1CCCO1,11945,42:04200:0:Z4467902999;42:04200:0:Z2435721660;42:04200:0:Z4437180669;
Fc1ccc2c(c1)COCO2,713,42:04200:0:Z4467902999;42:04200:0:Z2045159306;42:04200:3:Z2415731848;
C1CCC2(C1)CCC2,2619,42:04200:0:Z4018194688;42:04200:0:Z3783246013;42:04200:0:Z3843148755;
Cc1ccnc2ccccc12,1285,42:04200:0:Z2715187353;42:04200:0:Z1680912158;42:04200:0:Z3845838468;
Cc1cc2n(n1)C(C)CCC2,342,42:04200:0:Z4141924364;42:04200:1:Z4138425375;42:04200:3:Z4138423326;
CC1(C)CCNC1,7132,42:04200:0:Z4996896077;42:04200:0:Z4251497137;42:04200:0:Z2415810178;
Fc1cccc2c1NCCO2,142,42:04200:0:Z4996896077;42:04200:0:Z1883932977;42:04201:2:Z1962872368;
OC1COC2(CCNCC2)C1,271,42:04200:0:Z4612106526;42:04200:3:Z4620679367;42:04200:7:Z3814659804;
CC1CCCS1(=O)=O,705,42:04200:0:Z4352619942;42:04200:0:Z2780806409;42:04200:4:Z2906369563;
c1ccc2[nH]ccc2c1,23841,42:04200:0:Z4352619942;42:04200:0:Z2002259306;42:04200:0:Z3551179565;
O=c1ccnc2ccccn12,782,42:04200:0:Z3561147173;42:04200:2:Z2481329757;42:04200:2:Z2962327893;
C1CCC2COCCC2C1,1032,42:04200:0:Z3561147173;42:04200:0:Z2926933692;42:04200:0:Z4204071849;
c1cnncn1,491,42:04200:0:Z1863925486;42:04200:7:Z1863822991;42:04201:1:Z4653287920;
Cn1nccc1N,572,42:04200:0:Z3368755038;42:04200:0:Z1671868846;42:04200:2:Z4220941700;
Cc1cc[nH]n1,28138,42:04200:0:Z3504245920;42:04200:0:Z3579134478;42:04200:0:Z4619027463;
O=C1NCCCC1(F)F,514,42:04200:0:Z3504245920;42:04200:2:Z3695547972;42:04200:8:Z3504246071;
Cc1ccncc1,14597,42:04200:0:Z3351426565;42:04200:0:Z2044315679;42:04200:0:Z2305616621;
Fc1ccc2c(c1)CCNC2,807,42:04200:0:Z3351426565;42:04200:1:Z3288967210;42:04200:3:Z4621816682;
Fc1cccc(Cl)c1,17359,42:04200:0:Z4630136030;42:04200:0:Z4492222754;42:04200:0:Z2045656462;
Cn1c(=O)[nH]c2ccccc21,1259,42:04200:0:Z2851747775;42:04200:0:Z2884744876;42:04200:0:Z1498151487;
C1COC2(C1)CCC2,4597,42:04200:0:Z2851747775;42:04200:0:Z5058438068;42:04200:0:Z3297025776;
c1ncc2nc[nH]c2n1,5463,42:04200:0:Z3079134820;42:04200:0:Z4770309729;42:04200:0:Z4770309244;
C1CCCNCC1,23540,42:04200:0:Z2364134403;42:04200:0:Z4484136397;42:04200:0:Z2984333106;
OC1CCOC1,5839,42:04200:0:Z3552126431;42:04200:0:Z2620871261;42:04200:0:Z2815577840;
O=c1cccc2n1CC1CNCC2C1,109,42:04200:0:Z3552126431;42:04200:5:Z4062896516;42:04201:0:Z2283166359;
Cc1ccc2cn[nH]c2n1,713,42:04200:0:Z4082784110;42:04200:2:Z1996355260;42:04200:4:Z4076322697;
O=C1CC2CCC2N1,114,42:04200:0:Z4082784110;42:04203:1:Z3384793930;42:04203:1:Z3384797468;
Cn1ccnn1,13972,42:04200:0:Z2601547093;42:04200:0:Z4066169082;42:04200:0:Z2289694270;
CC1(C)CCCN1,8637,42:04200:0:Z3712066365;42:04200:0:Z3712071266;42:04200:0:Z4396118586;
Cc1nccs1,14650,42:04200:0:Z4514368053;42:04200:0:Z4095446341;42:04200:0:Z2442136056;
C1CC2CCC(C1)N2,8366,42:04200:0:Z4514368053;42:04200:0:Z2712431216;42:04200:0:Z3674360511;
Clc1ccc2ccccc2c1,792,42:04200:0:Z4396176384;42:04200:0:Z4914790764;42:04200:1:Z3950508725;
c1ccc2c(c1)CCCC2,11675,42:04200:0:Z1508399653;42:04200:0:Z1181663062;42:04200:0:Z2171431435;
c1cnn2cnnc2c1,2528,42:04200:0:Z1639037734;42:04200:0:Z1744039490;42:04200:0:Z4138853375;
c1ccc2sccc2c1,8151,42:04200:0:Z1639037734;42:04200:0:Z1480136793;42:04200:0:Z3354205506;
c1ccc2cnccc2c1,9793,42:04200:0:Z4328345120;42:04200:0:Z4231799101;42:04200:0:Z4483769863;
CC1(C)CNCCCO1,448,42:04200:0:Z4328345120;42:04200:2:Z4385634246;42:04200:3:Z2221659906;
NC1CCCC1,2995,42:04200:0:Z2488622222;42:04200:1:Z2364604073;42:04200:2:Z2873618836;
C1CC2CNCC12,6483,42:04200:0:Z3346086035;42:04200:0:Z4352781379;42:04200:0:Z4576284227;
C1CCC2OCCC2C1,2328,42:04200:0:Z4132835505;42:04200:0:Z5047087022;42:04200:2:Z2592178487;
CN1CCNCC1,17063,42:04200:0:Z1668760996;42:04200:0:Z4392019531;42:04200:0:Z3659064417;
CC1(C)CC1,6137,42:04200:0:Z3053141197;42:04200:0:Z3059620194;42:04200:0:Z2774254529;
Cn1ncnc1O,153,42:04200:0:Z4769027034;42:04200:1:Z4769035794;42:04201:3:Z4771287324;
Fc1cccc(F)c1,46284,42:04200:0:Z4769027034;42:04200:0:Z5036588100;42:04200:0:Z4059350691;
C1CNCCOC1,13723,42:04200:0:Z2812367859;42:04200:0:Z4013570938;42:04200:0:Z4643054621;
CC1COCCCN1,348,42:04200:0:Z1478806603;42:04200:0:Z1480136793;42:04200:6:Z1479580600;
CC1CCC1,7253,42:04200:0:Z4032023428;42:04200:0:Z2684630539;42:04200:0:Z2012732177;
CN1CCC1,1539,42:04200:0:Z4032023428;42:04200:0:Z4188110317;42:04200:0:Z3535474339;
Cc1cn2c(n1)CCCC2,1737,42:04200:0:Z4268207493;42:04200:0:Z4294194427;42:04200:0:Z2626326513;
Fc1ccncc1,447,42:04200:0:Z4268207493;42:04200:2:Z2904470868;42:04200:2:Z4481983406;
C1CC2CC2C1,10031,42:04200:0:Z4071400370;42:04200:0:Z4959813062;42:04200:0:Z5021479351;
c1cc2c(cn1)OCO2,471,42:04200:0:Z1696897752;42:04200:2:Z1696306182;42:04200:9:Z5023822284;
Clc1cscn1,2879,42:04200:0:Z2288046762;42:04200:0:Z2911041307;42:04200:0:Z4230840866;
c1cn2c(n1)CCC2,3652,42:04200:0:Z2288046762;42:04200:0:Z2790406145;42:04200:0:Z5054376039;
Cc1cncs1,11514,42:04200:0:Z4066169082;42:04200:0:Z1593864449;42:04200:0:Z2709490091;
c1nc2c([nH]1)CCNC2,1059,42:04200:0:Z4030396597;42:04200:2:Z2955083864;42:04200:2:Z4402296779;
FC1CCOC1,2260,42:04200:0:Z4030396597;42:04200:1:Z2101642751;42:04200:1:Z3819882373;
Cc1csc(C)n1,3446,42:04200:0:Z4387434101;42:04200:0:Z453493328;42:04200:1:Z3472476115;
Cn1cnnc1,22461,42:04200:0:Z4387434101;42:04200:0:Z4198701834;42:04200:0:Z3314183830;
CC1CCCC1O,755,42:04200:0:Z4142553170;42:04200:0:Z4612197002;42:04200:1:Z2973540423;
OC1C2CCC(C2)C1O,984,42:04200:0:Z4961236102;42:04200:0:Z4279132608;42:04200:1:Z4095169728;
Cc1ccc2[nH]ccc2c1,1389,42:04200:0:Z4350216965;42:04200:0:Z3938342521;42:04200:2:Z1314739729;
C1CC2(CCN1)COC2,554,42:04200:0:Z4116630326;42:04200:1:Z3583290129;42:04200:1:Z4034568912;
C1CC2CCC1C2,12851,42:04200:0:Z4116630326;42:04200:0:Z2967647368;42:04200:0:Z4343025443;
Clc1cnccn1,1114,42:04200:0:Z2668356641;42:04200:1:Z2119985576;42:04200:2:Z4267660239;
c1ncc2scnc2n1,457,42:04200:0:Z3828793836;42:04200:0:Z1373458905;42:04200:4:Z3827955863;
Fc1ccccc1F,21685,42:04200:0:Z2782526547;42:04200:0:Z808408624;42:04200:0:Z2061175427;
c1cnn2ccnc2c1,1065,42:04200:0:Z4230213140;42:04200:0:Z4896717602;42:04200:1:Z4216662438;
CC1CNCC(C)(C)CO1,373,42:04200:0:Z4230213140;42:04200:5:Z3060651859;42:04200:7:Z4141584452;
Cc1ccco1,22688,42:04200:0:Z3604128772;42:04200:0:Z4484136397;42:04200:0:Z3699907531;
O=C1CCC1,2811,42:04200:0:Z4263434817;42:04200:0:Z3646720394;42:04200:0:Z4014008864;
Clc1cnc2[nH]cnc2c1,18,42:04200:0:Z2095285948;42:04207:2:Z1381392039;42:04211:2:Z1154995713;
O=c1[nH]cnc2ccccc12,2860,42:04200:0:Z291405418;42:04200:0:Z1356052982;42:04200:0:Z2234609062;
Fc1cccc2ccoc12,1100,42:04200:0:Z4200759555;42:04200:0:Z3629772410;42:04200:0:Z3629798725;
Cn1ccc2ccccc21,5373,42:04200:0:Z1823451713;42:04200:0:Z4597962939;42:04200:0:Z3471359263;
Cc1n[nH]c2ccncc12,283,42:04200:0:Z4122936610;42:04200:1:Z4096204176;42:04200:6:Z4123013280;
CN1CCN(C)CC1,939,42:04200:0:Z4122936610;42:04200:0:Z3559549169;42:04200:1:Z3189523974;
CC1CCOC1C,645,42:04200:0:Z1856031774;42:04200:1:Z1856030945;42:04200:3:Z1856026517;
c1cnsc1,12447,42:04200:0:Z4281345546;42:04200:0:Z3817151729;42:04200:0:Z2595290366;
C1CC2CC(C2)O1,1629,42:04200:0:Z4906168056;42:04200:0:Z4316269390;42:04200:1:Z5018250610;
Cc1ccn[nH]1,30739,42:04200:0:Z1549788552;42:04200:0:Z4310850643;42:04200:0:Z1556139707;
CC1OCCO1,3045,42:04200:0:Z1549788552;42:04200:0:Z1676383193;42:04200:0:Z2698386540;
CC1CS(=O)(=O)C1,1042,42:04200:0:Z4514878431;42:04200:0:Z4267698154;42:04200:0:Z3684211201;
OC1CNCC12CC2,354,42:04200:0:Z3134426556;42:04200:0:Z2835356762;42:04200:0:Z3608546220;
FC1(F)CCCC2CC21,452,42:04200:0:Z3912669189;42:04200:2:Z3839825366;42:04200:3:Z4019207519;
CC12CC3CC(C)(C1)CC(F)(C3)C2,14,42:04200:0:Z3666914853;42:04202:6:Z4906867092;42:04206:9:Z3844526852;
Nc1ccc(Cl)cn1,210,42:04200:0:Z2968169877;42:04200:1:Z1514004121;42:04201:2:Z2178789747;
Cc1cnn2c1OCCC2,350,42:04200:0:Z2498489607;42:04200:0:Z2320295363;42:04200:3:Z4096878956;
c1cnccn1,30495,42:04200:0:Z3660926232;42:04200:0:Z4523925818;42:04200:0:Z3103922086;
Cc1cc2cccnn2n1,213,42:04200:0:Z4351070775;42:04200:4:Z4348717123;42:04200:6:Z4350370882;
C1=Cc2ccccc2CC1,710,42:04200:0:Z3434872593;42:04200:0:Z3379016216;42:04200:1:Z3506652984;
