fragment_smiles,occurences,example_ligands
Nc1cncs1,798,248:24800:0:PV-005535362215;248:24800:3:PV-005535467685;248:24800:3:PV-005535468687;
FC1(F)CC2CNCC21,4,248:24809:1:PV-005538242851;248:24822:6:PV-004036288889;248:24885:5:PV-005562705953;
Cc1ccc(O)c2c1CCCN2,12,248:24809:1:PV-005538269958;248:24831:0:PV-002891250013;248:24832:7:PV-005545800202;
C1=NCCCS1,15,248:24809:1:PV-005538271426;248:24809:1:PV-005538271427;248:24815:2:PV-005540269665;
CC1(C)CCCC(=O)C1,3,248:24809:1:PV-005538282653;248:24835:6:PV-005546742678;248:24885:7:PV-005562790916;
C1CC2(CCO1)CCO2,5,248:24809:1:PV-005538290463;248:24809:3:PV-005538385424;248:24846:4:PV-005550170581;
O=S1(=O)CCCC2CNCC21,28,248:24809:2:PV-005538298541;248:24815:1:PV-005540228689;248:24818:0:PV-005541107218;
NC1CC12CCCCC2,8,248:24809:2:PV-005538302116;248:24823:5:PV-003513977463;248:24831:1:PV-003514812120;
c1cnc2nncn2c1,14,248:24809:2:PV-005538303652;248:24816:6:PV-005540711154;248:24816:6:PV-005540711155;
Cn1cccc(Cl)c1=O,3,248:24809:2:PV-005538310905;248:24813:6:PV-005539735137;248:24850:8:PV-005551587130;
Cn1ccc(=O)c2cnn(C)c21,35,248:24809:2:PV-005538319750;248:24814:7:PV-004036056693;248:24828:1:PV-002891136695;
C1CC2(CCSCC2)CN1,41,248:24809:2:PV-005538331484;248:24810:8:PV-005538858124;248:24812:2:PV-005539284227;
NC1CCC2CC12,8,248:24809:2:PV-005538331970;248:24809:6:PV-005538429793;248:24845:0:PV-005549775089;
NC1CCC12CCC2,20,248:24809:2:PV-005538332591;248:24809:2:PV-005538332592;248:24814:8:PV-003513037916;
Cc1ccc2c(C)cc(O)nc2c1,18,248:24809:2:PV-005538339857;248:24811:4:PV-002890440055;248:24811:5:PV-002890445011;
N=S1(=O)CCC2(CC1)CNCCO2,7,248:24809:2:PV-005538344251;248:24814:2:PV-005539959407;248:24826:2:PV-005543735458;
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,5,248:24809:2:PV-005538348310;248:24817:0:PV-005540832247;248:24819:2:PV-003513505310;
Cc1cc(Cl)cc(Cl)c1,4,248:24809:3:PV-005538352367;248:24822:8:PV-005542657270;248:24826:8:PV-005543935290;
CC1COC2(CCC2)CN1,13,248:24809:3:PV-005538361138;248:24820:8:PV-002890833603;248:24834:9:PV-003515221087;
c1cc2n(n1)NCCC2,18,248:24809:3:PV-005538376349;248:24814:8:PV-003513054667;248:24815:1:PV-005540240677;
O=C1NCCCC1(F)F,10,248:24809:3:PV-005538381124;248:24811:8:PV-002475215091;248:24828:1:PV-002216569380;
C1CCCOCCC1,1,248:24809:3:PV-005538381509;
c1cc2c(cn1)OCCNC2,5,248:24809:3:PV-005538382372;248:24814:2:PV-005539955270;248:24849:8:PV-005551283672;
CC1(C)CC(C)(C)c2ccccc21,8,248:24809:3:PV-005538385160;248:24811:8:PV-002475214786;248:24823:1:PV-003513943925;
CC1CNc2cc(Cl)ccc2O1,5,248:24809:3:PV-005538389905;248:24852:2:PV-005552034651;248:24861:1:PV-005554878236;
c1cnc2scnc2n1,6,248:24809:3:PV-005538391277;248:24832:8:PV-005545849702;248:24838:0:PV-005547492253;
c1ncc2c(n1)CNCC2,10,248:24809:4:PV-003512456371;248:24813:7:PV-005539776512;248:24860:7:PV-005554786808;
O=c1[nH]c2c(c(=O)[nH]1)CCNC2,25,248:24809:4:PV-002890348906;248:24809:4:PV-003512469060;248:24811:9:PV-002890461084;
OC1CC2CN=CN2C1,3,248:24809:4:PV-002890349020;248:24891:7:PV-005564727343;248:24892:4:PV-005564911056;
Cc1ccc2c(O)ccnc2c1C,21,248:24809:4:PV-003512460086;248:24822:2:PV-003513839501;248:24822:4:PV-005542532869;
Cc1cc2c(o1)CC(C)(C)CC2,14,248:24809:4:PV-002578697293;248:24815:8:PV-004036093794;248:24828:6:PV-002268324306;
c1ccc2nc3c(cc2c1)CCCC3,6,248:24809:4:PV-003512461450;248:24826:0:PV-003514244332;248:24890:2:PV-003521165630;
N=S1(=O)CCOc2ccccc21,12,248:24809:4:PV-002423452406;248:24821:0:PV-005542095653;248:24837:6:PV-005547372061;
c1nc2n(n1)CCNC2,5,248:24809:4:PV-002319951486;248:24811:8:PV-002423467817;248:24822:6:PV-002423536849;
CN1CCCNCC1=O,14,248:24809:4:PV-002890351395;248:24813:3:PV-003512880478;248:24823:4:PV-005542870754;
FC1(F)CNCCO1,34,248:24809:4:PV-002475199449;248:24813:6:PV-005539706925;248:24815:1:PV-005540205263;
CN1C=NCC1=O,8,248:24809:5:PV-002526948169;248:24824:5:PV-002216545669;248:24866:3:PV-002165068710;
c1ccc2c(c1)COC21CCNC1,3,248:24809:5:PV-003512482701;248:24821:3:PV-005542163203;248:24836:9:PV-002891494815;
CC1(C)CC2(CNC2)C1,10,248:24809:5:PV-004035907888;248:24813:3:PV-002890517103;248:24817:2:PV-004036132510;
OC1COc2ccccc2C1,41,248:24809:5:PV-003512485465;248:24809:5:PV-003512485466;248:24811:9:PV-004035977419;
O=C1CN=CN1,2,248:24809:5:PV-002578698744;248:24869:1:PV-005557467303;
CC1(F)CCCCNC1,21,248:24809:5:PV-004035908776;248:24820:9:PV-005542071910;248:24822:2:PV-004036278559;
c1nc2c([nH]1)CNCC2,22,248:24809:5:PV-002890360153;248:24818:9:PV-005541422398;248:24830:3:PV-005545042856;
CC1(C)CC(N)CCO1,9,248:24809:5:PV-004035908960;248:24822:1:PV-003513838195;248:24826:2:PV-005543746175;
O=C1CC2(CCCCC2)C1,14,248:24809:5:PV-002890361138;248:24817:4:PV-003513340439;248:24820:4:PV-005541866101;
Fc1cccn2cnnc12,20,248:24809:5:PV-002890364805;248:24816:3:PV-002890642541;248:24828:5:PV-003514506435;
c1ccc2c(c1)ncc1cccn12,4,248:24809:5:PV-002890365222;248:24834:0:PV-003515113754;248:24868:0:PV-005557097246;
CC1CCC(O)CN1,15,248:24809:6:PV-005538401254;248:24809:6:PV-005538401255;248:24811:5:PV-003512699113;
C1=NCC2CCCCN12,6,248:24809:6:PV-005538421516;248:24809:6:PV-005538421517;248:24863:1:PV-005555535450;
c1onc2c1CNCC2,8,248:24809:6:PV-005538422849;248:24814:5:PV-005539998049;248:24820:7:PV-002527020606;
Clc1cc(Cl)c2c(c1)CCNC2,4,248:24809:6:PV-005538429367;248:24839:1:PV-005547858745;248:24875:0:PV-005559377242;
N=S1(=O)CCCCC1,25,248:24809:6:PV-005538437875;248:24820:7:PV-002320024942;248:24825:3:PV-005543443760;
O=C1NC(=O)C2CCCC2N1,5,248:24809:6:PV-005538442644;248:24815:8:PV-003513150812;248:24830:5:PV-003514738036;
OC1CCNCC1(F)F,9,248:24809:6:PV-005538443069;248:24824:5:PV-005543223234;248:24837:6:PV-005547397746;
FC12CNC(C1)C2,2,248:24809:6:PV-005538448973;248:24855:5:PV-004037253970;
FC1(F)CC12CCCNCC2,9,248:24809:6:PV-005538449653;248:24822:9:PV-005542687934;248:24842:6:PV-005548996636;
O=C1CCC2NCCN12,2,248:24809:6:PV-005538454180;248:24862:4:PV-002165044348;
CC1(C)CCCCS1,12,248:24809:7:PV-005538467113;248:24822:3:PV-005542492563;248:24828:8:PV-005544584143;
c1nnn2c1CCCCC2,26,248:24809:7:PV-005538468310;248:24810:6:PV-005538752761;248:24828:9:PV-005544631513;
c1ccc2c(c1)Nc1ccccc1S2,16,248:24809:7:PV-005538469919;248:24821:0:PV-005542095665;248:24834:0:PV-004036627963;
CC1COC2(CCNCC2)O1,2,248:24809:7:PV-005538475691;248:24853:6:PV-003517232240;
Cc1cc2cncnc2s1,4,248:24809:7:PV-005538477177;248:24815:0:PV-005540180289;248:24867:0:PV-005556757594;
CC1(C)CC2(CCCCC2)CO1,16,248:24809:7:PV-005538484513;248:24810:5:PV-002319959572;248:24810:8:PV-003512614566;
CC1(C)CCNCCS1=O,9,248:24809:7:PV-005538499690;248:24810:3:PV-005538684190;248:24855:1:PV-002475494645;
O=c1cnnc2n1CCC2,7,248:24809:8:PV-005538525625;248:24814:7:PV-005540105996;248:24843:5:PV-005549298067;
O=S1(=O)C2CCNCC1CC2,4,248:24809:8:PV-005538525727;248:24834:5:PV-002527109576;248:24865:4:PV-005556267920;
O=S1(=O)CCC2CNCC2C1,23,248:24809:8:PV-005538530611;248:24810:9:PV-002164711597;248:24812:5:PV-005539354588;
Cc1ncsc1F,2,248:24809:8:PV-005538534516;248:24825:6:PV-002371813408;
CC1=Cc2ccccc2S1(=O)=O,33,248:24809:8:PV-005538535791;248:24810:7:PV-005538805420;248:24819:5:PV-005541612863;
O=C1CNc2cc(Cl)ccc2N1,12,248:24809:8:PV-005538544078;248:24813:0:PV-005539525501;248:24820:2:PV-002423521775;
NC1CC2OCCCC12,15,248:24809:8:PV-005538547099;248:24816:6:PV-005540699760;248:24828:9:PV-005544624879;
CC1(C)C=CCN1,2,248:24809:8:PV-004035913728;248:24873:5:PV-005558867524;
Nc1cnccc1Cl,7,248:24809:8:PV-002268202004;248:24818:7:PV-002320011064;248:24828:0:PV-002113073018;
CC1CNc2ccccc2N1,15,248:24809:8:PV-004035914443;248:24809:8:PV-004035914444;248:24809:8:PV-004035914445;
Fc1cccc2ocnc12,25,248:24809:8:PV-002890368528;248:24812:3:PV-002890469724;248:24812:8:PV-002890488885;
Cc1nncc2ccccc12,9,248:24809:8:PV-003512509626;248:24819:3:PV-002578762270;248:24820:2:PV-003513630815;
C1=Cc2ccccc2OC1,12,248:24809:8:PV-002890369012;248:24813:8:PV-004036031603;248:24816:3:PV-002890643335;
Cc1nc2c(F)cccc2cc1O,36,248:24809:9:PV-003512511651;248:24812:9:PV-002890500122;248:24813:9:PV-003512970682;
CC1NCCCC1=O,18,248:24809:9:PV-002216451590;248:24810:9:PV-003512641233;248:24810:9:PV-003512641234;
O=C1CCNC2(CCC2)C1,13,248:24809:9:PV-002112956933;248:24815:8:PV-002216490086;248:24817:7:PV-004036146007;
c1ccc2c(c1)ncc1nccn12,5,248:24809:9:PV-004035918833;248:24825:2:PV-002891018335;248:24852:5:PV-002892148505;
CC1CN(C)C=N1,2,248:24809:9:PV-002890375277;248:24827:3:PV-005544119344;
CC1NCCc2cc(Cl)ccc21,17,248:24809:9:PV-002268203216;248:24824:5:PV-005543249827;248:24840:0:PV-005548114735;
O=c1ccocc1O,7,248:24809:9:PV-002164705749;248:24811:3:PV-005539012199;248:24822:2:PV-004036281235;
OC1CC2CNCCN2C1,2,248:24809:9:PV-002423456487;248:24890:8:PV-002893748747;
CN1C(=O)NCC12CCNCC2,12,248:24809:9:PV-002890377221;248:24823:6:PV-004036319053;248:24829:1:PV-004036482873;
Cc1cnc2c(c1)NCCO2,8,248:24809:9:PV-002890378123;248:24809:9:PV-003512533796;248:24810:0:PV-003512550702;
O=C1CCn2nc3ccccc3c2N1,13,248:24809:9:PV-003512534543;248:24814:0:PV-005539849209;248:24816:3:PV-002890645057;
CN1CCCNCCC1,6,248:24810:0:PV-004035922183;248:24816:5:PV-005540636128;248:24842:3:PV-002891724172;
Fc1cccc2c1OCCNC2,13,248:24810:0:PV-002423457204;248:24821:5:PV-005542275872;248:24823:8:PV-005542952605;
Cc1cc(C)c2cccnc2c1,42,248:24810:0:PV-004035925360;248:24812:8:PV-003512832910;248:24812:8:PV-003512832911;
O=C1CCC2CCCCN12,17,248:24810:0:PV-002319956571;248:24814:2:PV-005539958612;248:24819:2:PV-002423516058;
OC1CNC2(CCC2)CC1O,9,248:24810:0:PV-004035926963;248:24813:4:PV-004036021442;248:24816:2:PV-003513192972;
CC1CC2(CCC2)CO1,5,248:24810:0:PV-005538556938;248:24816:8:PV-002216497510;248:24833:5:PV-002475354591;
Clc1cccc2c1OCCC2,13,248:24810:0:PV-005538557741;248:24821:0:PV-005542134576;248:24821:9:PV-005542385841;
OC1CCCc2cccnc21,8,248:24810:0:PV-005538560758;248:24816:0:PV-005540507012;248:24820:5:PV-005541939978;
CC1CNc2ccccc2SC1,7,248:24810:1:PV-005538567353;248:24817:7:PV-002268253130;248:24820:4:PV-005541897186;
CC1(C)OC2C3CNC(C3)C2O1,23,248:24810:1:PV-005538573061;248:24814:2:PV-003512979451;248:24814:3:PV-004036049102;
CC1(C)C=Cc2ccccc2O1,26,248:24810:1:PV-005538605829;248:24810:1:PV-005538605830;248:24813:2:PV-005539607973;
CC1CCC2(CNC2)CO1,9,248:24810:1:PV-005538615517;248:24821:9:PV-005542379449;248:24836:6:PV-005547057984;
O=C1CCC12CCC(F)(F)CC2,17,248:24810:1:PV-005538616294;248:24814:1:PV-005539873872;248:24821:4:PV-005542229045;
Clc1ccc(Cl)c2ncccc12,2,248:24810:2:PV-005538619527;248:24816:5:PV-005540640405;
FC1(F)C2CCNCCC21,5,248:24810:2:PV-005538624749;248:24810:2:PV-005538627311;248:24813:4:PV-002890521948;
Cc1cccc2c1NCC2,20,248:24810:2:PV-005538633722;248:24811:5:PV-003512700661;248:24813:7:PV-003512925152;
Cc1ccc(Cl)c2c1NCCC2,12,248:24810:2:PV-005538644636;248:24815:7:PV-005540425790;248:24825:5:PV-005543544898;
CN1CCCC2(CCNCC2)C1,19,248:24810:2:PV-005538646752;248:24818:3:PV-004036169511;248:24821:8:PV-003513815170;
CC1(C)CNCCS1=O,4,248:24810:2:PV-005538657171;248:24813:7:PV-005539762466;248:24869:4:PV-005557518596;
Clc1ccc2c(c1Cl)CNCC2,3,248:24810:2:PV-005538664454;248:24854:3:PV-005552753461;248:24869:9:PV-005557722677;
FC1CCCCCC1,13,248:24810:2:PV-005538667145;248:24815:0:PV-005540149371;248:24821:6:PV-002890855508;
CC1NCCc2cccc(F)c21,18,248:24810:2:PV-005538667846;248:24811:3:PV-002660378569;248:24813:2:PV-005539647647;
O=S1(=O)CCC2(CCNC2)C1,5,248:24810:2:PV-005538671155;248:24835:0:PV-005546547780;248:24850:4:PV-005551511275;
OC1CNCC(F)(F)C1,3,248:24810:3:PV-005538679301;248:24846:2:PV-002423690601;248:24859:6:PV-005554386114;
CN1CC2CCCNC2C1,8,248:24810:3:PV-005538681025;248:24827:5:PV-004036434652;248:24851:6:PV-002660908322;
O=C1CCNC2CCCN12,10,248:24810:3:PV-005538686542;248:24823:1:PV-002268288033;248:24826:1:PV-002527054913;
CC1CC2CNCCN2C1=O,5,248:24810:3:PV-003512556572;248:24823:4:PV-005542886097;248:24837:9:PV-002891542749;
CC1CCC2(CCNC2)CC1,11,248:24810:3:PV-002526952804;248:24813:9:PV-002371738341;248:24813:9:PV-002423482946;
C1CNCC2(C1)CCCOC2,9,248:24810:4:PV-002164708101;248:24812:3:PV-002526965802;248:24834:4:PV-002371869434;
c1[nH]nc2c1NCCC2,9,248:24810:4:PV-002112959915;248:24812:3:PV-005539333279;248:24848:3:PV-002371959712;
CC1CNc2cccc(F)c2O1,16,248:24810:4:PV-004035931482;248:24811:0:PV-004035952245;248:24811:5:PV-002526961427;
C1CNCC2(C1)OCC1CC12,11,248:24810:4:PV-004035931685;248:24812:5:PV-005539360594;248:24813:4:PV-003512904346;
CC1(C)CNCCC(=O)C1,5,248:24810:4:PV-002216455191;248:24849:7:PV-003516825104;248:24866:6:PV-005556679456;
CC1CNCc2cn[nH]c2C1,4,248:24810:4:PV-003512573448;248:24861:8:PV-004037438221;248:24882:9:PV-002579171786;
Oc1cnc2c(F)cccc2c1,19,248:24810:4:PV-001871400566;248:24812:9:PV-001878708612;248:24815:4:PV-001834851148;
Cc1nc(N)c2c(C)csc2n1,21,248:24810:4:PV-002216455586;248:24814:6:PV-005540064018;248:24825:4:PV-005543543528;
CN1CCc2c(F)cccc2C1,2,248:24810:4:PV-004035936055;248:24892:8:PV-002893839978;
CC1(C)NCNC1=O,6,248:24810:5:PV-004035938629;248:24814:9:PV-002890587618;248:24828:7:PV-003514558011;
c1cc2c(cn1)CNC2,4,248:24810:5:PV-002890402860;248:24836:3:PV-003515353825;248:24840:3:PV-002578896699;
Oc1cccc2c1OCO2,17,248:24810:5:PV-002423460614;248:24814:9:PV-002526983551;248:24824:5:PV-002164799403;
CC1(C)CC2(CNCCO2)CO1,10,248:24810:5:PV-002319959601;248:24810:8:PV-005538838510;248:24819:2:PV-002216511628;
Fc1ccc2c(c1)CC1CC21,4,248:24810:5:PV-002475207672;248:24848:8:PV-005550967638;248:24856:1:PV-002892306095;
CC1CC(O)CCN1,4,248:24810:5:PV-003512601201;248:24828:9:PV-005544640506;248:24847:5:PV-005550560691;
CN1C(=O)CC2CNCCC21,6,248:24810:5:PV-004035940652;248:24824:0:PV-004036330034;248:24873:0:PV-005558749065;
O=S1(=O)CCNC2CCCC21,5,248:24810:5:PV-002475207865;248:24819:4:PV-005541563940;248:24851:7:PV-002371981595;
FC1(F)CC12CCOCC2,7,248:24810:5:PV-005538723653;248:24815:5:PV-005540344835;248:24818:9:PV-005541394341;
CC1(F)CNC1,2,248:24810:6:PV-005538729759;248:24867:0:PV-005556792836;
Clc1cccc2c1CNC2,9,248:24810:6:PV-005538737756;248:24829:9:PV-005544963436;248:24831:8:PV-005545573304;
C1CC2(C1)CCNCCN2,7,248:24810:6:PV-005538747448;248:24820:2:PV-002216518169;248:24824:5:PV-002527044463;
O=C1CCOCC1,10,248:24810:6:PV-005538752563;248:24811:2:PV-005538955542;248:24813:2:PV-005539637527;
O=S1(=O)NC=Nc2cccc(F)c21,14,248:24810:6:PV-005538756398;248:24821:8:PV-005542320164;248:24823:7:PV-002578790247;
O=C1Cc2cccc3c2N1CCC3,3,248:24810:6:PV-005538761984;248:24859:7:PV-005554475277;248:24892:6:PV-005565020061;
CC1CNc2ccccc2CN1,3,248:24810:6:PV-005538763214;248:24830:1:PV-002891217671;248:24897:5:PV-005566567560;
O=c1[nH]cnc2[nH]c3cccc(Cl)c3c12,5,248:24810:7:PV-005538789548;248:24817:9:PV-005541085904;248:24828:9:PV-005544645361;
Oc1cncnc1,3,248:24810:7:PV-005538794414;248:24815:1:PV-005540228349;248:24878:2:PV-005560366340;
Oc1nc2ccccc2[nH]1,6,248:24810:7:PV-005538799817;248:24852:1:PV-002216724667;248:24855:6:PV-002892282632;
Clc1cnc2ncsc2c1,1,248:24810:7:PV-005538813108;
C1CCOC2(CC1)CCNC2,12,248:24810:7:PV-005538813702;248:24819:9:PV-005541725605;248:24825:0:PV-003514141709;
C1CC2CNCC(CN1)C2,6,248:24810:7:PV-005538822978;248:24811:6:PV-005539045727;248:24855:3:PV-005553080945;
c1[nH]nc2c1COC2,11,248:24810:8:PV-005538846404;248:24813:0:PV-005539519474;248:24825:4:PV-005543499143;
Cc1c(F)cc(Cl)c2c1CCCN2,8,248:24810:8:PV-005538847129;248:24818:6:PV-005541325559;248:24853:8:PV-005552589963;
Fc1ccc2c(c1)CNC2,17,248:24810:8:PV-005538848537;248:24811:2:PV-005538974759;248:24814:1:PV-005539883405;
CC1CNc2ccccc2C1=O,7,248:24810:8:PV-005538853162;248:24827:3:PV-005544105179;248:24830:0:PV-002891205500;
O=S1(=O)CCNCCCCCCN1,7,248:24810:8:PV-005538860227;248:24826:8:PV-005543916684;248:24829:1:PV-002113081341;
Nc1cc[nH]c(=O)n1,5,248:24810:8:PV-005538862145;248:24831:0:PV-002113093061;248:24836:9:PV-002475376286;
O=c1[nH]cnc2c1CCCC2,8,248:24810:8:PV-003512606138;248:24840:3:PV-004036807082;248:24869:2:PV-004037653846;
OC1CC2CCC(N2)C1O,8,248:24810:8:PV-003512609180;248:24816:8:PV-004036124381;248:24820:7:PV-004036232874;
OC1COC2(CNC2)C1O,11,248:24810:8:PV-004035942808;248:24823:2:PV-004036309920;248:24831:5:PV-004036548562;
C1=NC2CNCC2N1,9,248:24810:8:PV-003512611594;248:24829:8:PV-005544882225;248:24832:0:PV-004036567367;
C1=CC2(CCC2)Oc2ccccc21,7,248:24810:8:PV-002319960503;248:24817:6:PV-005541036795;248:24822:2:PV-002113037025;
CC1(C)CC2CC(C)(CN2)C1,6,248:24810:8:PV-002890410115;248:24827:7:PV-005544211895;248:24847:2:PV-004037014708;
CC12CCC(C1)C(C)(C)NC2,12,248:24810:8:PV-003512618775;248:24827:1:PV-003514379028;248:24828:2:PV-003514506044;
CC1(C)CNCC1O,9,248:24810:9:PV-002578706841;248:24811:2:PV-005538948292;248:24818:3:PV-003513423081;
Cc1cc2ncc3ccccc3n2n1,3,248:24810:9:PV-004035945470;248:24834:9:PV-002113117188;248:24896:6:PV-002475761586;
C1CC2CCC1NO2,3,248:24810:9:PV-002890412578;248:24839:9:PV-002320148541;248:24886:9:PV-004038175579;
CN1CCCCc2ccccc21,16,248:24810:9:PV-002890412796;248:24813:8:PV-004036034550;248:24817:2:PV-002890674733;
Cc1ccc2c(c1)CNC2,7,248:24810:9:PV-003512627931;248:24830:5:PV-002891228761;248:24840:3:PV-002475398097;
CC1(O)CCNCC1,17,248:24810:9:PV-002890415156;248:24823:7:PV-002890950151;248:24824:7:PV-005543262513;
c1ccc2nc3c(cc2c1)OCCO3,6,248:24810:9:PV-003512630514;248:24820:7:PV-003513696998;248:24823:8:PV-005542944837;
O=c1[nH]c2ncnn2c2ccccc12,9,248:24810:9:PV-002890416966;248:24812:0:PV-003512759148;248:24823:1:PV-002890917977;
O=C1CCC2CNCC2N1,6,248:24810:9:PV-002890419825;248:24835:9:PV-002268369880;248:24850:2:PV-002892059552;
CC1(C)CCCc2ccc(=O)[nH]c21,29,248:24811:0:PV-003512645999;248:24814:9:PV-003513061777;248:24817:7:PV-003513348643;
Cc1cnc(C)cn1,9,248:24811:0:PV-002890421697;248:24811:0:PV-002890421698;248:24829:0:PV-002891165854;
Oc1ccc2c(c1)CNCCO2,20,248:24811:0:PV-002526958298;248:24818:4:PV-002578756122;248:24822:6:PV-002475283888;
c1ccc2c(c1)CCOC21CCNCC1,3,248:24811:0:PV-003512647872;248:24841:1:PV-005548541430;248:24848:5:PV-005550876452;
Nc1ccc2ccc(O)nc2n1,23,248:24811:0:PV-003512648148;248:24811:0:PV-002890422333;248:24811:0:PV-003512648149;
Cc1cccc2c1CC(C)(C)NC2,4,248:24811:0:PV-002268210602;248:24819:4:PV-005541548041;248:24870:2:PV-002892887922;
NC1CCC2(CC1)CNCCO2,18,248:24811:0:PV-003512651522;248:24811:0:PV-003512651523;248:24811:0:PV-002890423651;
Cc1ccc(C)n1N,7,248:24811:0:PV-003512652325;248:24850:6:PV-003516904787;248:24859:3:PV-003517837949;
C1CNCC2(C1)COCCO2,8,248:24811:0:PV-002423463845;248:24825:1:PV-002423553894;248:24829:1:PV-003514586354;
FC1(F)CCCC2(CC1)OCCO2,13,248:24811:0:PV-002268210874;248:24813:0:PV-005539501751;248:24821:3:PV-005542168545;
O=C1NCC(O)CC12CCNCC2,17,248:24811:0:PV-002475211041;248:24814:8:PV-002526982394;248:24830:6:PV-003514760537;
CC1CNCc2nncn21,5,248:24811:0:PV-005538864200;248:24817:4:PV-005540920520;248:24858:1:PV-005553913931;
CN1CCCCC12CCNCC2,6,248:24811:0:PV-005538864883;248:24816:7:PV-002890655129;248:24835:1:PV-005546601049;
O=C1CNC2(CNC2)C1,10,248:24811:0:PV-005538871697;248:24815:8:PV-004036094112;248:24816:7:PV-004036118871;
Clc1ccc2c(c1)CCCS2,8,248:24811:0:PV-005538872203;248:24831:3:PV-005545400152;248:24838:1:PV-005547570837;
CC1CN=CS1,6,248:24811:0:PV-005538883196;248:24825:2:PV-001886622772;248:24846:6:PV-002216688304;
CC1(C)CCCNc2ccccc21,5,248:24811:1:PV-005538885835;248:24812:5:PV-002423473181;248:24814:5:PV-005540009267;
O=S1(=O)CCC2CNCCN21,14,248:24811:1:PV-005538885835;248:24816:9:PV-005540756145;248:24850:9:PV-005551641098;
OC1COC2CC1C2,3,248:24811:1:PV-005538891751;248:24815:9:PV-004036097806;248:24841:4:PV-004036844404;
C1NCC2CSCC12,6,248:24811:1:PV-005538900662;248:24825:4:PV-005543532452;248:24825:4:PV-005543532453;
C1=NOC2CCCC12,12,248:24811:1:PV-005538913115;248:24826:6:PV-004036410839;248:24836:0:PV-002891463431;
Clc1ccc2[nH]c3ccccc3c2c1,4,248:24811:1:PV-005538926077;248:24814:5:PV-005540005891;248:24819:5:PV-005541638226;
O=C1CCC2Sc3ccc(Cl)cc3N12,3,248:24811:2:PV-005538944108;248:24837:6:PV-005547377668;248:24863:1:PV-005555565603;
CC1CNCC2(CCCOC2)O1,4,248:24811:2:PV-005538969441;248:24830:0:PV-004036507789;248:24881:5:PV-003520234897;
Oc1ccc2c(c1)CNCC2,18,248:24811:2:PV-005538979751;248:24812:4:PV-002423472524;248:24817:9:PV-002890711436;
C1=Nc2ncnn2CC1,2,248:24811:2:PV-005538985932;248:24870:6:PV-002892899795;
O=S1(=O)CCC12CCCC2,7,248:24811:2:PV-005538988900;248:24814:2:PV-005539952415;248:24860:0:PV-005554538525;
O=S1(=O)CCCCc2ccccc21,13,248:24811:2:PV-005538995312;248:24823:0:PV-005542761455;248:24827:8:PV-005544263159;
C1COCC2(C1)CNCCO2,11,248:24811:3:PV-005539001679;248:24813:8:PV-003512944793;248:24813:9:PV-003512956960;
Oc1noc2c1CCNC2,11,248:24811:3:PV-003512659428;248:24812:4:PV-003512801163;248:24827:0:PV-003514353109;
Oc1ccc2c(c1)CCCCN2,7,248:24811:3:PV-002112965728;248:24811:5:PV-002890443485;248:24834:1:PV-002423612722;
Cc1ccc2ccoc2c1C,62,248:24811:3:PV-003512667646;248:24811:5:PV-005539026382;248:24819:7:PV-003513574232;
Cn1c2c(ccc1=O)CCCC2,9,248:24811:3:PV-002319963928;248:24816:4:PV-005540595887;248:24826:5:PV-002527056631;
Cc1ccc2nc(C)cn2c1,17,248:24811:3:PV-004035958930;248:24823:9:PV-005543021796;248:24830:1:PV-003514712316;
O=c1[nH]cnc2c1oc1ccccc12,5,248:24811:3:PV-002890431528;248:24827:7:PV-002578816172;248:24851:6:PV-002892106092;
c1ccc2c(c1)CCC21CCCNC1,13,248:24811:4:PV-003512672616;248:24814:8:PV-003513039805;248:24861:5:PV-003518081702;
O=C1CC2(CCNCC2)CCN1,15,248:24811:4:PV-004035960650;248:24824:4:PV-005543191839;248:24827:9:PV-005544343085;
c1cc2c3c(cccc3c1)CCC2,11,248:24811:4:PV-002268212133;248:24816:8:PV-002578745552;248:24818:2:PV-002890717670;
Cc1cnc2c(c1)NCC2,18,248:24811:4:PV-003512675825;248:24813:7:PV-004036028051;248:24813:7:PV-004036028052;
CC1NCCc2ccc(O)cc21,8,248:24811:4:PV-002371720758;248:24819:8:PV-003513600022;248:24823:0:PV-005542733221;
Cc1ccc2ccc(O)cc2n1,6,248:24811:4:PV-003512685067;248:24819:5:PV-005541639523;248:24831:2:PV-005545335217;
CC1(C)CNC(=O)NC1=O,4,248:24811:4:PV-002890438657;248:24814:1:PV-005539921770;248:24840:3:PV-002891639597;
Cc1cn2c(C)csc2n1,7,248:24811:4:PV-002319965419;248:24852:2:PV-005552043437;248:24852:5:PV-002320229255;
C1CCc2nc3n(c2CC1)CCNC3,9,248:24811:5:PV-002475213446;248:24819:7:PV-002890783817;248:24830:1:PV-002268333073;
OC1CCOCC1O,18,248:24811:5:PV-004035966666;248:24821:6:PV-003513782632;248:24821:7:PV-004036265843;
Nc1cc2n(n1)CCCNC2,3,248:24811:5:PV-002578711666;248:24853:2:PV-005552355424;248:24868:5:PV-005557268919;
C1Cc2nn[nH]c2CN1,7,248:24811:5:PV-002164716288;248:24826:8:PV-005543963970;248:24845:7:PV-003516369938;
O=C1NCC(=O)N2CCCC12,3,248:24811:5:PV-002890443724;248:24840:3:PV-004036810632;248:24879:0:PV-004037938053;
