fragment_smiles,occurences,example_ligands
Cc1nc[nH]c(=O)c1C,62,60:06000:5:Z1838433811;60:06003:6:Z1838425413;60:06005:7:Z1838434982;
Fc1ccc2nn[nH]c2c1,235,60:06000:5:Z1873595243;60:06001:4:Z2093358467;60:06001:5:Z3057752219;
C1CC2CC1C1CNC21,153,60:06000:5:Z1342001826;60:06000:8:Z2850630825;60:06001:5:Z1372594296;
C1CC2(C1)CC1(CNC1)C2,149,60:06000:5:Z4078262389;60:06000:6:Z4078270495;60:06001:5:Z4083650508;
OC1CCc2cc(F)ccc21,185,60:06000:5:Z2444217958;60:06000:8:Z4064358582;60:06001:3:Z2457791627;
Oc1cccc2sccc12,306,60:06000:5:Z4048313850;60:06000:6:Z1903558033;60:06000:7:Z3567148547;
O=C1CC2(CCOC2)C1,108,60:06000:5:Z4275586193;60:06001:2:Z4278284245;60:06001:6:Z4457487328;
NC12CCC(CNC1)C2,193,60:06000:5:Z3832455209;60:06000:5:Z3832457080;60:06001:4:Z3831847715;
NC1CCNCCC1(F)F,227,60:06000:5:Z3520085766;60:06000:9:Z5020223333;60:06001:2:Z3795048092;
Cc1cc2ncccc2[nH]1,299,60:06000:5:Z4207119636;60:06000:8:Z4211154019;60:06000:8:Z4875739674;
FC1CCc2ccccc2C1,245,60:06000:5:Z4324962465;60:06000:6:Z2975962268;60:06000:6:Z2860625921;
O=C1NCC2NCCCC12,353,60:06000:5:Z4124467008;60:06001:5:Z2989251118;60:06002:0:Z2995185853;
Cc1cc2n(n1)CCCC2,387,60:06000:5:Z5055812874;60:06001:4:Z4144741946;60:06001:8:Z4138190648;
Fc1ccc(F)c2c1NCCO2,100,60:06000:5:Z4377110507;60:06001:7:Z4132577336;60:06001:8:Z4377110303;
Clc1ccc2ccoc2c1Cl,53,60:06000:5:Z2774190389;60:06000:7:Z2778222506;60:06001:0:Z2784131654;
O=C1CC2CCNCC2N1,414,60:06000:5:Z3642346040;60:06000:8:Z2989164195;60:06000:9:Z3694899095;
Clc1n[nH]c2ccccc12,139,60:06000:5:Z4998795078;60:06001:3:Z4998795483;60:06002:3:Z4995192220;
C1CC2(C1)CNC1COCC12,211,60:06000:5:Z3173053461;60:06001:1:Z3060595242;60:06001:8:Z3060601078;
CN1C(=O)NS(=O)(=O)c2ccccc21,16,60:06000:5:Z4341481945;60:06007:5:Z3339538012;60:06008:1:Z2613942597;
O=C1NCCNc2ccsc21,17,60:06000:5:Z4264315576;60:06001:5:Z2702310868;60:06003:3:Z1863999865;
C1CCCC2(CC1)OCCO2,317,60:06000:5:Z3202374186;60:06000:6:Z3534750703;60:06000:6:Z3652963935;
C1CC2(CCN1)CCSCC2,259,60:06000:5:Z4022554002;60:06000:5:Z3577113731;60:06001:3:Z3618048686;
CC1CCC2CCC1N2,123,60:06000:5:Z3517695010;60:06001:4:Z2827804681;60:06001:8:Z2827809762;
Nc1cccnn1,167,60:06000:5:Z4098844208;60:06000:7:Z2997668813;60:06001:4:Z4086444940;
O=C1CCNCCN1,773,60:06000:5:Z2347230313;60:06000:6:Z4348570659;60:06000:6:Z4204276769;
Cc1csc2ncncc12,298,60:06000:5:Z3011664076;60:06000:9:Z2465882052;60:06001:3:Z3080120810;
CC1CNc2ccccc2SC1,101,60:06000:5:Z2011221475;60:06001:6:Z2801994676;60:06002:0:Z4131998573;
CC1CCc2sccc2C1,211,60:06000:5:Z2721985118;60:06000:9:Z3908414725;60:06000:9:Z3898960158;
Cc1cc(=O)n2ccccc2n1,52,60:06000:5:Z4031937765;60:06001:4:Z4084246105;60:06011:3:Z3881569811;
CN1CCC2CNCCC21,426,60:06000:5:Z2802887126;60:06000:5:Z2802889186;60:06001:4:Z3987095180;
Nc1ncc2ccsc2n1,91,60:06000:5:Z838516728;60:06001:3:Z296278576;60:06001:6:Z283747606;
Cc1ncc(F)c(C)n1,152,60:06000:5:Z989229788;60:06000:5:Z1744052601;60:06003:7:Z989302900;
CN1CCCNCC1=O,463,60:06000:5:Z1802687698;60:06000:6:Z3659101684;60:06000:7:Z4227161537;
OC1CCC2CNCC12,408,60:06000:5:Z4384012656;60:06000:6:Z2869714019;60:06001:0:Z2884133651;
NC1CCCNC1=O,194,60:06000:5:Z3517544059;60:06000:6:Z5005053310;60:06001:3:Z4448838570;
Cc1coc(=O)c2ccccc12,104,60:06000:5:Z4200666739;60:06000:9:Z2493278044;60:06001:1:Z2496823440;
CC1CCC(F)(F)C1,475,60:06000:5:Z3175296732;60:06001:0:Z3060001428;60:06001:3:Z3051482550;
NC12CCNCC1C2,172,60:06000:5:Z4444726757;60:06000:8:Z4448592870;60:06002:2:Z4448597232;
FC1(F)CC2(C1)CC1(CNC1)C2,176,60:06000:5:Z4478606104;60:06001:3:Z4478587743;60:06002:0:Z4478604823;
Fc1cccc2ncncc12,126,60:06000:5:Z3346225941;60:06001:8:Z1182641953;60:06002:5:Z1182651117;
Cc1ncc2n1CCNC2,442,60:06000:5:Z3583802045;60:06000:5:Z3058395184;60:06000:5:Z3175164879;
CN1CCNc2cccnc21,367,60:06000:5:Z4126269386;60:06000:5:Z4126266014;60:06000:5:Z4126266875;
Cc1ncnc(O)c1C,36,60:06000:5:Z1607494990;60:06001:6:Z1607498384;60:06003:0:Z1607496294;
CC1CC(=O)CCN1,93,60:06000:5:Z3475449935;60:06000:9:Z2919709879;60:06001:1:Z4384198039;
O=C1CCCCC2CCCN12,219,60:06000:5:Z3551624750;60:06000:7:Z3519467934;60:06001:7:Z3551588432;
OC1CCC2(CC1)CNC2,352,60:06000:5:Z4051888240;60:06000:7:Z4043544136;60:06000:7:Z4771721649;
O=C1NCCCC1(F)F,517,60:06000:5:Z2875144058;60:06000:6:Z3434491987;60:06001:7:Z3597752292;
Cc1ccc2ccc(F)cc2n1,360,60:06000:5:Z1619685128;60:06000:8:Z1144337636;60:06001:0:Z4025365358;
O=C1COC2(CNC2)CN1,185,60:06000:5:Z4228465298;60:06000:5:Z4228500414;60:06000:7:Z4228474325;
Clc1ccnc2sccc12,166,60:06000:5:Z4138636162;60:06000:8:Z4305026147;60:06001:4:Z5053166057;
Nc1ncnc2[nH]ncc12,101,60:06000:5:Z2771497738;60:06000:6:Z2610281245;60:06001:3:Z1720688388;
CC1Nc2ncccc2NC1=O,70,60:06000:5:Z4125987354;60:06001:3:Z4125998921;60:06001:8:Z4125992459;
c1ccc2c(c1)COC21CCNC1,187,60:06000:5:Z2018776431;60:06000:9:Z2840265174;60:06001:1:Z4226877643;
CC1(C)CCNc2ccccc21,124,60:06000:5:Z2278835004;60:06001:7:Z2157685537;60:06002:0:Z4323793282;
O=c1ccc2cc(Cl)ccc2[nH]1,159,60:06000:5:Z1520135730;60:06000:6:Z1602135803;60:06000:8:Z1303895591;
CC1CNCC(C)(C)CO1,372,60:06000:5:Z5004503177;60:06000:5:Z4423798927;60:06000:9:Z3187555336;
c1cc2c([nH]1)CCCNC2,202,60:06000:5:Z5004503177;60:06000:5:Z5004541899;60:06000:7:Z5004325287;
Cc1cnc2n1CCNC2,207,60:06000:5:Z4771096531;60:06002:3:Z4325579901;60:06002:5:Z3587698441;
CC1CNc2cnccc2O1,185,60:06000:5:Z4776336792;60:06001:1:Z4556815362;60:06001:6:Z4556812666;
Fc1cccc2cncnc12,277,60:06000:5:Z2185956190;60:06000:6:Z1874231804;60:06001:3:Z4908086045;
C1COC2(C1)COC2,749,60:06000:5:Z3369930113;60:06000:5:Z3345282635;60:06000:5:Z2988916719;
Oc1cnccn1,386,60:06000:5:Z3843241945;60:06000:8:Z4101649794;60:06001:0:Z4100702916;
C1CC2CC1C1CCC21,112,60:06000:5:Z3009494255;60:06001:8:Z2965029975;60:06003:0:Z2965025656;
O=S1(=O)CCNC2CCCN21,196,60:06000:5:Z3590188713;60:06001:2:Z3590181535;60:06001:2:Z3320439214;
CC1(C)Cc2ccccc2N1,174,60:06000:5:Z4204592423;60:06002:1:Z3365318456;60:06003:6:Z3134271483;
O=S1(=O)Cc2ccoc2C1,216,60:06000:5:Z3360664843;60:06000:5:Z3358830764;60:06000:8:Z3351990656;
Nc1ncc2c(n1)CNC2,142,60:06000:5:Z3244591632;60:06001:3:Z4230053627;60:06001:5:Z4275406691;
CN1CCc2[nH]ncc2C1,256,60:06000:5:Z4490859894;60:06000:6:Z4489111662;60:06000:6:Z4490842562;
C1CC2CNCC2CN1,818,60:06000:5:Z4204657033;60:06000:8:Z4029052461;60:06000:8:Z2290175232;
C1CCC2(CC1)CCCNCC2,109,60:06000:5:Z1815665559;60:06001:7:Z1817819124;60:06001:8:Z2637059344;
C1CC2(CCN1)OCC1CC12,220,60:06000:5:Z3907304755;60:06000:6:Z4906674491;60:06000:7:Z3782738847;
Cc1nccc(=O)[nH]1,153,60:06000:5:Z2897947287;60:06001:3:Z3833407148;60:06001:8:Z3648570425;
OC1CCCC1F,323,60:06000:5:Z4640364374;60:06000:5:Z4083885943;60:06001:2:Z4158771583;
Clc1ccc2c(c1)cc1n2CCNC1,90,60:06000:5:Z2277300935;60:06000:7:Z1953378564;60:06001:2:Z1856166165;
Cc1nccnc1C,183,60:06000:5:Z3560085973;60:06000:5:Z3395644414;60:06000:6:Z3389622022;
CN1CCOCC2(COCCN2)C1,162,60:06000:5:Z4271451709;60:06000:8:Z3626976582;60:06001:0:Z4218948702;
c1cc2n(c1)CCC2,340,60:06000:5:Z4020341162;60:06001:0:Z4022698698;60:06001:4:Z4021112876;
Cc1cccc2c1NCCC2,298,60:06000:5:Z3496728776;60:06000:6:Z4457695081;60:06001:5:Z2011333786;
N=S1(=O)CC2CC1C2,79,60:06000:5:Z4248704994;60:06005:4:Z4096019700;60:06007:4:Z4248696674;
Oc1ccnc(O)n1,101,60:06000:5:Z4126984810;60:06000:5:Z1303014488;60:06002:4:Z1498569698;
ClC1=CCCCC1,144,60:06000:5:Z1935073065;60:06000:5:Z293188960;60:06001:1:Z1200192980;
c1ncc2scnc2n1,361,60:06000:5:Z4996394625;60:06000:9:Z3829096861;60:06000:9:Z3832548433;
c1cnc2c(c1)NCCS2,236,60:06000:5:Z4393161013;60:06001:2:Z4112572984;60:06002:3:Z2474023849;
CN1C(=O)NCC12CCNCC2,237,60:06000:5:Z4064253515;60:06000:7:Z2411877756;60:06000:8:Z4954217071;
Cc1nc2ccc(O)cc2c(=O)[nH]1,25,60:06000:5:Z4147199518;60:06004:0:Z4149670903;60:06007:3:Z4032131843;
CC1(C)CC(=O)c2ccccc2O1,158,60:06000:5:Z2843145321;60:06000:5:Z2843148022;60:06000:8:Z2067652158;
Oc1ccnc2ccc(Cl)cc12,49,60:06000:5:Z4188100600;60:06005:9:Z4034315558;60:06008:3:Z4130319182;
Fc1cccc2c1CCCC2,575,60:06000:5:Z2283629837;60:06000:5:Z2767472969;60:06001:0:Z2282535679;
c1cn2c(n1)CCC21CNC1,47,60:06000:5:Z3267810174;60:06003:5:Z4004242395;60:06003:5:Z4004247544;
Nc1cc2ccccn2n1,104,60:06000:5:Z4093862666;60:06001:8:Z3356404825;60:06002:2:Z3299761859;
CC1(C)OC2(CCCNC2)NC1=O,199,60:06000:5:Z3622878244;60:06001:2:Z3651349367;60:06001:4:Z3562197829;
Fc1cccc2c1OCC2,335,60:06000:5:Z4261075695;60:06000:5:Z4267354955;60:06000:5:Z3610705026;
CC1(C)OC(C)(C)C1O,181,60:06000:5:Z4328730874;60:06002:2:Z4328967707;60:06002:2:Z4328951579;
CN1CCC(=O)Nc2ccccc21,125,60:06000:5:Z1344015518;60:06001:1:Z1725326418;60:06002:8:Z2913800079;
C1COCC2(CCOCC2)CN1,322,60:06000:5:Z2971115456;60:06001:9:Z1658909349;60:06002:2:Z1656574677;
O=c1ccc2c([nH]1)CCCC2O,79,60:06000:5:Z2800405403;60:06001:6:Z2802455601;60:06003:7:Z4182159430;
Fc1cc(F)c2c(c1)CCNC2,177,60:06000:5:Z3599961978;60:06001:7:Z3188243312;60:06002:4:Z3588265713;
Cc1ncc2cc[nH]c2n1,349,60:06000:5:Z1708288850;60:06000:8:Z1929713091;60:06001:0:Z3831511388;
c1ccc2nc3c(cc2c1)COCC3,5,60:06000:5:Z4362308770;60:06023:0:Z4362313193;60:06063:0:Z4362307830;
O=S1(=O)CCC(O)CC1,397,60:06000:5:Z1257924023;60:06000:6:Z4961834699;60:06000:9:Z4603279012;
NC12CCC(C1)OC2,307,60:06000:5:Z5060004708;60:06000:6:Z4204157523;60:06001:3:Z4055893298;
NC12CC(C1)C2,101,60:06000:5:Z3864913967;60:06002:8:Z3144296091;60:06003:2:Z3518938861;
C1CNCC2(C1)CCN2,18,60:06000:5:Z1856013371;60:06003:3:Z2716662644;60:06023:4:Z1856012044;
Clc1ccc2ccncc2c1,347,60:06000:5:Z4178303122;60:06000:5:Z4303914919;60:06001:0:Z3298759544;
CN1CCc2ccccc2CC1=O,124,60:06000:5:Z4031299032;60:06000:8:Z4026898938;60:06001:1:Z4004436541;
Clc1cc(Cl)c2[nH]ccc2c1,35,60:06000:5:Z2218220390;60:06004:9:Z2221788071;60:06006:0:Z2909201850;
c1ccc2c(c1)CCC1(CCOC1)O2,78,60:06000:5:Z3508674719;60:06000:5:Z3508671467;60:06000:5:Z3506271847;
CC1(C)CC(=O)c2ccc(=O)oc2C1,54,60:06000:5:Z3475191263;60:06002:0:Z3475389485;60:06003:3:Z3536320383;
Cc1nc(=O)cc[nH]1,222,60:06000:5:Z4640687025;60:06001:6:Z4294106977;60:06001:8:Z4288825399;
C1CC2(C1)CCNCCS2,287,60:06000:5:Z3192556963;60:06000:6:Z2349590620;60:06000:7:Z2334894605;
OC1CC2NCCC12,291,60:06000:5:Z4396221401;60:06000:6:Z4477274517;60:06000:9:Z4601257528;
CC1CCOC(C)CN1,344,60:06000:5:Z3894972584;60:06000:7:Z3175354124;60:06000:8:Z3060675307;
C1CCCCNCCCC1,86,60:06000:5:Z3622612286;60:06002:8:Z4076993696;60:06004:4:Z4247437866;
CC1CNC2CCCCC2O1,192,60:06000:5:Z1851583434;60:06000:7:Z2206637704;60:06000:9:Z3443861381;
Cc1cc(C)n2nnnc2n1,85,60:06000:5:Z1531968193;60:06001:7:Z1767514458;60:06002:8:Z2288689117;
CC1=CCN(C)C(=O)N1C,23,60:06000:5:Z46768029;60:06003:7:Z2598588097;60:06016:1:Z2769283885;
N=S1(=O)CCC2(CCCN2)CC1,106,60:06000:5:Z4211323303;60:06001:8:Z3414893647;60:06003:9:Z3414894172;
FC12CCOCC1CNC2,368,60:06000:5:Z4250364731;60:06001:4:Z4002809528;60:06001:7:Z4001968443;
CN1CCOCC12CNCCOC2,199,60:06000:5:Z3615472976;60:06000:6:Z4517557776;60:06000:6:Z4107422274;
CC1CCC2(CCNC2)CC1,198,60:06000:5:Z1205402571;60:06000:5:Z3189983785;60:06001:5:Z4302881959;
c1nnc2n1CCOCC2,244,60:06000:5:Z3061933129;60:06000:7:Z4147705109;60:06001:1:Z4635409416;
CC1(C)CCNC(=O)C1,548,60:06000:5:Z3189983785;60:06000:7:Z3084496048;60:06000:8:Z3572645032;
Cc1cc(C)c2c(c1)CCCCO2,23,60:06000:5:Z1440157799;60:06010:5:Z4391830468;60:06013:8:Z4043161342;
CN1CC2CCC1CN2,107,60:06000:5:Z4221922899;60:06000:6:Z4221925836;60:06002:0:Z4221902232;
FC1(F)CCCC2CC21,457,60:06000:5:Z3815113216;60:06000:7:Z3912656776;60:06001:1:Z3816073544;
O=c1ccc2c([nH]1)CCNC2,499,60:06000:5:Z3323458623;60:06000:6:Z3394989776;60:06000:6:Z3394988619;
OC1CNCC2(CCCC2)CC1O,172,60:06000:5:Z3711666199;60:06000:6:Z3652798748;60:06000:9:Z3700365281;
C1OCC2CC1N2,123,60:06000:5:Z2712146439;60:06001:9:Z2767893770;60:06002:1:Z4507314002;
Cc1ccc2occc2n1,288,60:06000:5:Z4268807625;60:06000:5:Z4091904822;60:06001:0:Z3874764257;
CC1(C)CCCCS1(=O)=O,183,60:06000:5:Z4541624834;60:06001:9:Z3807438271;60:06002:0:Z4639422572;
FC1(F)CNCCNC1,220,60:06000:5:Z4055386477;60:06000:8:Z3619869419;60:06001:0:Z4055385259;
CC1Nc2ccccc2NC1=O,300,60:06000:5:Z4136304426;60:06000:9:Z4136609185;60:06001:7:Z1882374168;
OC1CC2CCCC(C1)N2,394,60:06000:5:Z3345484419;60:06000:6:Z4129872800;60:06000:8:Z3615097196;
Fc1ccc2[nH]cc(Cl)c2c1,167,60:06000:5:Z4468039916;60:06001:0:Z1891465239;60:06001:1:Z749513284;
c1scc2c1CCC2,657,60:06000:5:Z4352511083;60:06000:6:Z3788321600;60:06000:6:Z3788330865;
Cc1csc(C)c1C,186,60:06000:5:Z2956089247;60:06002:3:Z3497428645;60:06002:4:Z2983305736;
Fc1cc2[nH]cnc2cc1Cl,156,60:06000:5:Z4412768394;60:06001:6:Z4421538226;60:06002:1:Z4352025958;
Cc1c(F)cccc1Cl,66,60:06000:5:Z4351049525;60:06001:0:Z4350581861;60:06002:1:Z4349912438;
O=S1(=O)CC23CCCCC2(CNC3)C1,124,60:06000:5:Z3389413985;60:06000:9:Z3055283202;60:06002:4:Z4100957749;
Cc1ccn2ncnc2c1,161,60:06000:5:Z3175751228;60:06001:8:Z2869090190;60:06002:4:Z3595288118;
CC1CCC(=O)CC1,274,60:06000:5:Z2270489078;60:06001:3:Z3205892040;60:06001:8:Z2272884540;
CN1CC2CCCC(CC1=O)N2,263,60:06000:5:Z4491566259;60:06000:6:Z3568313843;60:06002:0:Z4155879840;
CC1(C)CCC(O)C1,189,60:06000:5:Z4935231653;60:06000:8:Z4930139976;60:06001:4:Z4935230518;
CC1C(O)CC2CCC1N2,309,60:06000:5:Z2784652309;60:06001:0:Z3577373287;60:06001:6:Z2784641795;
CN1Cc2ccccc2CC1=O,151,60:06000:5:Z4100504161;60:06000:6:Z3383296933;60:06001:2:Z4293258975;
c1ncc2sc3ncsc3c2n1,58,60:06000:5:Z3829662938;60:06000:7:Z3830453484;60:06000:8:Z3828992603;
C1CC2(CO1)CC1(C2)OCCO1,112,60:06000:5:Z2991309641;60:06001:5:Z4006379844;60:06002:1:Z3010590723;
NC1CNCC(F)C1,179,60:06000:5:Z3832008229;60:06001:2:Z3836487918;60:06002:6:Z3831982274;
Cc1nc(N)c2c(C)csc2n1,114,60:06000:5:Z2299157580;60:06000:8:Z1908087338;60:06002:3:Z3206566539;
Cc1cccc2nn[nH]c12,153,60:06000:5:Z4156257845;60:06000:7:Z3890015999;60:06001:8:Z4210466503;
OC1CC2CC1CC21OCCO1,22,60:06000:5:Z4265385216;60:06007:1:Z4261743051;60:06010:0:Z4262325359;
OC1CC2CC1C(O)C2O,33,60:06000:5:Z4263762871;60:06004:6:Z4268401264;60:06006:6:Z5053687068;
CC1Cc2ccc(F)cc2O1,249,60:06000:5:Z2777386537;60:06000:7:Z3778801863;60:06000:7:Z2130770104;
Cc1cc(Cl)cs1,132,60:06000:5:Z3436661794;60:06001:2:Z3437477072;60:06001:3:Z5026184588;
Cc1cc(=O)ccn1C,256,60:06000:5:Z3628106114;60:06000:7:Z2028744684;60:06000:8:Z4640031760;
Cc1c[nH]c(=O)c2ccccc12,159,60:06000:5:Z2495536770;60:06001:5:Z2497312577;60:06001:9:Z2497767364;
CC1COC2(CCNCC2)O1,360,60:06000:5:Z1547712102;60:06000:8:Z2955063952;60:06001:1:Z1569267144;
Oc1ccc2c(c1)NCC2,133,60:06000:5:Z4232069851;60:06000:8:Z4232077924;60:06001:0:Z4276401977;
Clc1ccc2cncn2c1,191,60:06000:5:Z3384569666;60:06000:8:Z2474709031;60:06003:2:Z2931612848;
c1ccc2c(c1)C1CNC2C1,129,60:06000:5:Z3787899125;60:06000:8:Z3880893833;60:06001:4:Z4003745522;
O=c1cccco1,350,60:06000:5:Z4352187080;60:06000:6:Z4205605973;60:06000:7:Z4215543560;
CC1CNC(C)C1,289,60:06000:5:Z2854564730;60:06000:6:Z1846138811;60:06001:2:Z3155309932;
c1nc2cc3c(cc2[nH]1)OCO3,32,60:06000:5:Z2351672483;60:06002:3:Z2351674050;60:06003:6:Z3670299214;
OC1CCNC12CCCC2,331,60:06000:5:Z3528399980;60:06001:0:Z2231206834;60:06001:0:Z2231209921;
CC1(C)CNc2cc(F)ccc21,124,60:06000:5:Z3554430131;60:06001:9:Z2923819389;60:06002:0:Z2476055631;
Cc1sc2ncncc2c1C,364,60:06000:5:Z3701451286;60:06000:8:Z1376392823;60:06000:9:Z4034280399;
c1[nH]nc2c1CNC2,368,60:06000:5:Z4217185815;60:06000:7:Z4312238769;60:06000:8:Z4091799877;
c1ccc2c(c1)CCCCNC2,107,60:06000:5:Z4418347082;60:06002:1:Z3881850667;60:06002:2:Z3822131145;
CC1=CC(C)=NS(=O)(=O)N1,171,60:06000:5:Z3807324520;60:06000:6:Z3843228180;60:06002:8:Z3983499752;
Clc1ccc2c(c1)NCCS2,77,60:06000:5:Z2315833126;60:06000:9:Z1346198909;60:06002:8:Z1656396387;
O=C1NCC2(CNC2)N1,288,60:06000:5:Z3855374509;60:06000:8:Z3783459937;60:06000:9:Z3778097531;
CC1(C)CCC(=O)c2ccccc21,91,60:06000:5:Z3551261645;60:06000:7:Z3543586440;60:06000:7:Z3518352387;
Cc1ccc2[nH]cc(Cl)c2c1,165,60:06000:5:Z2483986054;60:06001:7:Z1638060672;60:06002:1:Z1550677423;
Cn1ncc2c1CNCCC2,224,60:06000:5:Z4263779781;60:06000:6:Z4603145737;60:06000:7:Z4232131693;
Clc1cccc2occc12,103,60:06000:5:Z4011714077;60:06001:2:Z3352246086;60:06001:8:Z2270830628;
c1ccc2c(c1)CCC21CNCCO1,121,60:06000:5:Z1506268197;60:06000:6:Z2015392184;60:06001:0:Z2612298952;
CC1CCc2ccccc2O1,312,60:06000:5:Z4062926142;60:06000:7:Z4116119719;60:06000:8:Z2264858437;
N=S1(=O)CCc2ccccc21,88,60:06000:5:Z4166201473;60:06000:8:Z4065875673;60:06001:4:Z4733747125;
Cc1ccc2c(O)ccnc2n1,87,60:06000:5:Z4615540869;60:06000:7:Z1178286514;60:06001:6:Z2333795136;
O=C1CC2(C1)CC1(CCC1)C2,166,60:06000:5:Z5045133212;60:06000:7:Z5044256263;60:06000:9:Z5044219496;
c1nn2cnnc2s1,4,60:06000:5:Z4065405563;60:06057:9:Z4065404266;60:06084:5:Z4065404674;
c1ccc2c(c1)cc1n2CCCNC1,99,60:06000:5:Z2143647770;60:06000:8:Z4251478790;60:06002:1:Z2099729140;
CC1(C)CNCC2CCOC2C1,237,60:06000:5:Z3678904253;60:06001:7:Z3679578599;60:06001:7:Z3613161107;
O=C1CC2CCCC(C1)N2,163,60:06000:5:Z3626930654;60:06001:3:Z4389304432;60:06001:4:Z3626933322;
C1CCC2(C1)COC2,90,60:06000:5:Z4170939764;60:06000:7:Z5026173619;60:06001:1:Z4170935654;
C1CC2CC3CC1CC2C3,53,60:06000:5:Z3577948868;60:06000:9:Z2777453509;60:06005:8:Z4579989232;
N=S1(=O)CCC(N)C1,74,60:06000:5:Z4055759897;60:06002:0:Z3521828934;60:06002:2:Z3521833135;
c1nn2cnnc2[nH]1,70,60:06000:5:Z4303856070;60:06000:7:Z4323811210;60:06004:4:Z2919090326;
CC1(C)CC(O)CCN1,309,60:06000:5:Z3653025111;60:06001:1:Z4230351766;60:06001:8:Z3653022166;
Cc1nc2ccc(Cl)cc2[nH]1,144,60:06000:5:Z4350788985;60:06001:0:Z4349144277;60:06001:4:Z4348857804;
CC12CNCC1(C)CNC2,258,60:06000:5:Z2722540389;60:06001:2:Z4054692031;60:06001:5:Z2712058610;
FC1(F)CNc2ccccc2O1,25,60:06000:5:Z4131995009;60:06002:2:Z4131995802;60:06004:2:Z4131995439;
CC1CCCC(=O)C1,405,60:06000:5:Z2495053629;60:06000:6:Z5065829260;60:06000:6:Z5065832520;
C=C1CCS(=O)(=O)CC1,19,60:06000:5:Z4223353703;60:06000:7:Z4223350067;60:06001:1:Z4223354054;
O=C1NNCc2ccccc21,12,60:06000:5:Z3345191590;60:06010:4:Z3345190081;60:06012:2:Z3345190223;
Cc1cc(F)c2c(c1)CCNC2,184,60:06000:5:Z3060364644;60:06001:2:Z3316777100;60:06001:3:Z3316776673;
Cn1ccc2ccc(F)cc21,128,60:06000:5:Z4059112750;60:06001:6:Z1715959564;60:06002:8:Z1716571314;
Cn1cnc2cc(Cl)ccc21,639,60:06000:5:Z1175458333;60:06000:6:Z428796288;60:06000:7:Z428525458;
Clc1ncc2c(n1)OCC2,103,60:06000:5:Z4641571743;60:06000:6:Z4641593819;60:06001:5:Z4641612280;
CC1(C)CC(O)CN1,278,60:06000:5:Z3408415133;60:06000:7:Z3571028151;60:06003:0:Z4503822167;
C1CC2OC1C1CCC21,123,60:06000:5:Z4399304967;60:06000:5:Z4399181040;60:06000:8:Z4399316295;
Cc1cnc2n1CCC2,371,60:06000:5:Z2875398749;60:06000:6:Z4251551946;60:06000:6:Z4231828608;
C1NOC2COCC12,253,60:06000:5:Z3609923864;60:06001:8:Z3609935191;60:06002:6:Z3609927439;
Cc1cc(Cl)ccn1,133,60:06000:5:Z4008278691;60:06000:5:Z4002959026;60:06000:5:Z4008278628;
CC1(C)NCCS1,140,60:06000:5:Z4595146355;60:06000:9:Z4578642123;60:06002:1:Z4595146703;
Cc1nscc1Cl,146,60:06000:5:Z1721297691;60:06001:7:Z2109676905;60:06002:3:Z3890624067;
CC1CNCC(C)C1N,193,60:06000:5:Z3511221684;60:06000:8:Z3522703916;60:06002:1:Z3522698605;
c1ccc2c3c(oc2c1)CCNC3,102,60:06000:5:Z3637170226;60:06001:3:Z3520074489;60:06001:6:Z3637172601;
Cc1cc2cnccc2[nH]1,126,60:06000:5:Z4205155539;60:06001:6:Z4208557793;60:06003:3:Z4217023901;
C1CCN2CCSCC2C1,326,60:06000:5:Z2921593542;60:06001:8:Z3191278311;60:06002:7:Z4468147627;
O=C1NCCCc2sccc21,282,60:06000:5:Z3433862856;60:06000:7:Z4184929614;60:06000:8:Z3575715775;
CC1(C)CNC1(C)C,210,60:06000:5:Z1328103283;60:06000:8:Z1557037170;60:06001:0:Z4138464621;
NC1CCCCCC1(F)F,211,60:06000:5:Z4064627916;60:06002:3:Z3512236362;60:06002:5:Z3518787679;
c1cnc2[nH]ncc2n1,17,60:06000:5:Z4337456314;60:06001:7:Z4664547300;60:06008:9:Z4337454580;
C1COC2(CCN1)CCOCC2,295,60:06000:5:Z1708906898;60:06001:2:Z4226874043;60:06001:3:Z4349859690;
Clc1ccn2ncnc2c1,224,60:06000:5:Z2171586922;60:06000:6:Z3595158170;60:06000:8:Z4048918345;
Cc1ccc2c(C)n[nH]c2n1,242,60:06000:5:Z1040292112;60:06001:1:Z2719720851;60:06001:8:Z1260540938;
O=C1NCCc2ncccc21,173,60:06000:5:Z4638084634;60:06000:6:Z4640300334;60:06000:8:Z4642801882;
CN1CC2(CNC2)C1,128,60:06000:5:Z4217976307;60:06001:8:Z4218005066;60:06002:1:Z4217991564;
Cc1ccc(O)c2c1CCCN2,72,60:06000:5:Z4295294017;60:06001:1:Z4295293952;60:06004:0:Z3500313500;
Cc1c(Cl)ccc2c1CNCC2,125,60:06000:6:Z2830269249;60:06001:2:Z2803730752;60:06001:9:Z2803731121;
CC1CCc2nncn2C1,245,60:06000:6:Z4320545652;60:06000:8:Z4326089171;60:06001:3:Z4325480994;
CC1CC2(CCCO2)CO1,284,60:06000:6:Z2872201866;60:06000:9:Z2976009088;60:06001:0:Z2863433859;
C1CC2(CCOC2)N1,373,60:06000:6:Z2872201866;60:06000:9:Z2957289511;60:06001:3:Z2373790866;
Oc1ccc2c(c1)CCCO2,465,60:06000:6:Z3627678970;60:06000:6:Z3627472024;60:06000:7:Z3622229394;
