fragment_smiles,occurences,example_ligands
C1=NOC2OCCCC12,110,60:06000:4:Z4644011175;60:06001:0:Z4644117250;60:06002:1:Z4644083702;
Fc1ccnnc1,78,60:06000:4:Z4312964466;60:06000:8:Z4313126052;60:06001:7:Z4312954874;
O=c1[nH]nc2n1CCCCC2,357,60:06000:4:Z2374413489;60:06000:8:Z2410819115;60:06000:9:Z1720930603;
Cc1c[nH]c2ncccc12,206,60:06000:4:Z2998169502;60:06000:4:Z3637768156;60:06000:7:Z3524161243;
C1=CCOCC1,448,60:06000:4:Z4141596279;60:06000:5:Z4570889107;60:06000:7:Z4224084489;
CN1CCC=N1,104,60:06000:4:Z4468660124;60:06000:6:Z4468677511;60:06003:8:Z4468677843;
CC1CNCC(=O)C1,175,60:06000:4:Z3060324532;60:06000:4:Z3619125029;60:06000:4:Z3583910891;
C1CC2(C1)OCCO2,653,60:06000:4:Z2962101675;60:06000:4:Z2962107652;60:06000:7:Z3360710305;
Cc1cn2ncsc2n1,152,60:06000:4:Z645531702;60:06001:2:Z642372972;60:06002:2:Z3394814017;
CC1(C)CNc2cccnc21,238,60:06000:4:Z4218253535;60:06000:4:Z4147292621;60:06000:8:Z4051698240;
O=C1CCc2ncccc21,129,60:06000:4:Z3396144074;60:06000:6:Z2142801836;60:06001:0:Z2142636016;
Cc1cc(C)c(Cl)cn1,86,60:06000:4:Z3504613317;60:06003:5:Z3529421474;60:06005:7:Z3504067839;
Cc1n[nH]c(N)n1,173,60:06000:4:Z3411111023;60:06001:2:Z4252105018;60:06002:0:Z3411069623;
O=C1CC2(CCCNC2)CN1,364,60:06000:4:Z3381519353;60:06000:4:Z3537372920;60:06000:5:Z2769865952;
Cn1cnc2ccc(Cl)cc21,411,60:06000:4:Z4143290771;60:06000:5:Z1567323616;60:06000:8:Z3797709539;
Cc1cc(C)n2cccc2n1,221,60:06000:4:Z3050930639;60:06000:4:Z3051324742;60:06001:3:Z3053250437;
Fc1ccc2cncnc2c1,129,60:06000:4:Z4139123700;60:06000:5:Z4233594729;60:06000:8:Z3019938051;
O=S1(=O)CC2(CCOCC2)CN1,68,60:06000:4:Z3800303189;60:06000:4:Z3800302962;60:06000:8:Z3800302547;
O=c1cc[nH]c2ccc(Cl)cc12,31,60:06000:4:Z1614643333;60:06004:9:Z1899438263;60:06006:2:Z1672903506;
Fc1ccc2c(c1)CCN2,300,60:06000:4:Z2013410027;60:06000:7:Z3338517255;60:06001:0:Z2016056148;
O=C1NCCNC12CC2,233,60:06000:4:Z3833200090;60:06001:0:Z4041910810;60:06001:1:Z4041907016;
CC1CNCc2nncn21,387,60:06000:4:Z5050285732;60:06000:6:Z5053445473;60:06000:6:Z5048830154;
OC1CCC(F)(F)CC1,398,60:06000:4:Z4292937943;60:06000:8:Z2928389864;60:06001:6:Z2592203898;
Nc1ccns1,142,60:06000:4:Z4319379801;60:06000:9:Z4320231509;60:06001:5:Z4319330062;
O=c1[nH]cnc2cc(F)c(Cl)cc12,19,60:06000:4:Z2832668713;60:06006:6:Z2720778050;60:06007:2:Z2506179633;
CC1CCOC12CC2(F)F,226,60:06000:4:Z3612931790;60:06000:6:Z3612928759;60:06001:0:Z3621571191;
C1CC2(C1)CNCC1(CCC1)O2,176,60:06000:4:Z3396020748;60:06001:2:Z3621607543;60:06001:3:Z3441901016;
CC1CCNC1C,294,60:06000:4:Z3667832772;60:06001:9:Z1369617648;60:06002:0:Z2182918708;
Nc1nc2cncnc2s1,141,60:06000:4:Z4225726750;60:06001:7:Z4228871213;60:06002:0:Z3830131923;
NC1CCCNCC1,150,60:06000:4:Z3639314709;60:06000:4:Z3699827077;60:06000:6:Z3699837420;
C1NCC12CSC2,234,60:06000:4:Z4394925129;60:06000:6:Z3835608451;60:06000:7:Z3173840886;
N=S1(=O)CCC2(CC1)CNCCO2,333,60:06000:4:Z3416608121;60:06000:5:Z3662521252;60:06000:5:Z3415170444;
c1cc2[nH]ccc2cn1,737,60:06000:4:Z2640931555;60:06000:6:Z2641321381;60:06001:3:Z2960234071;
NC1CCc2nccn2C1,198,60:06000:4:Z3795020115;60:06001:0:Z4999927615;60:06001:4:Z4056550518;
Cc1ccc2[nH]ccc2c1C,274,60:06000:4:Z3775834908;60:06001:3:Z4084554003;60:06001:4:Z1220053627;
O=C1NC2CCC1C2,532,60:06000:4:Z3103472284;60:06000:6:Z4467600655;60:06000:7:Z3364543155;
Cc1coc2c(C)cccc12,262,60:06000:4:Z3817448214;60:06000:9:Z3626604414;60:06001:8:Z4232548312;
C1CC2(CCNC2)CN1,333,60:06000:4:Z2355207145;60:06000:5:Z2825717954;60:06000:7:Z3576791547;
c1ccc2c(c1)NCC1(CC1)O2,151,60:06000:4:Z4974802525;60:06000:8:Z4132771396;60:06001:1:Z4614198929;
c1cnc2ncncc2n1,40,60:06000:4:Z3814868572;60:06004:4:Z1502696984;60:06005:6:Z4379737338;
c1cnc2c(c1)CCOC2,836,60:06000:4:Z5064127013;60:06000:4:Z3705948030;60:06000:6:Z3630160857;
Cc1nc2ccc(F)cc2nc1C,104,60:06000:4:Z2282761705;60:06000:5:Z2227508564;60:06001:9:Z1303533580;
CC1NCCc2ccsc21,213,60:06000:4:Z2854259708;60:06000:5:Z4394791959;60:06000:7:Z4395386824;
O=C1CNC2(CCNCC2)N1,139,60:06000:4:Z3521546433;60:06000:5:Z3498965732;60:06001:3:Z3521559735;
CC1CCCNc2ccccc21,107,60:06000:4:Z4267704595;60:06000:7:Z1840725294;60:06001:4:Z2850740944;
O=S1(=O)CC2(CNC2)C1,317,60:06000:4:Z4156089921;60:06001:2:Z3176069790;60:06002:2:Z3572722380;
c1cc2c(nn1)CCNC2,373,60:06000:4:Z4603153799;60:06000:4:Z4155049741;60:06000:9:Z3649931539;
CC1CCC1(C)C,531,60:06000:4:Z1948768408;60:06000:9:Z2224133867;60:06000:9:Z4003063260;
C1CC2(CCN1)COCCN2,176,60:06000:4:Z3701476901;60:06002:2:Z3639808826;60:06002:4:Z3701460404;
CC1CC2CCC(C1)N2,294,60:06000:4:Z2647964793;60:06000:6:Z2647968317;60:06000:8:Z2613017600;
Clc1cccc2ncoc12,150,60:06000:4:Z1715547713;60:06000:5:Z1845092793;60:06000:8:Z2278751357;
Cc1ccc2c(c1)CCCC2,662,60:06000:4:Z2224415094;60:06001:4:Z3045685072;60:06001:4:Z3045718961;
CC1=CSCCO1,634,60:06000:4:Z4246487514;60:06000:4:Z4424025619;60:06000:6:Z2722934510;
OC12CCNCC1COCC2,376,60:06000:4:Z4448671911;60:06000:5:Z4466350990;60:06000:5:Z4601363327;
CC1CC2(CCCC2)CN1,604,60:06000:4:Z4907156058;60:06000:4:Z4907196601;60:06000:4:Z3613511312;
C1CC2CNCC(CN1)C2,241,60:06000:4:Z5046826392;60:06000:5:Z5038029691;60:06000:7:Z5039762905;
Cc1cc(=O)[nH]c(=O)[nH]1,254,60:06000:4:Z4223090396;60:06000:7:Z1713510630;60:06000:8:Z3202277329;
O=c1ccc2cccnc2[nH]1,222,60:06000:4:Z3558505544;60:06001:0:Z3558848627;60:06001:4:Z3557832512;
Clc1csc2ncccc12,183,60:06000:4:Z2709761422;60:06001:6:Z2709230386;60:06001:8:Z3583755121;
Cc1ccc2c(c1)CC2,253,60:06000:4:Z2774669121;60:06000:8:Z2849886345;60:06001:0:Z2773541966;
NC1CC2(CCCCC2)C1,496,60:06000:4:Z3699973618;60:06000:9:Z4055929879;60:06001:2:Z3514828737;
ClC1=CCCc2ncccc21,48,60:06000:4:Z4225230395;60:06006:5:Z4224942665;60:06010:9:Z4230929606;
Cc1cccnc1N,296,60:06000:4:Z3407248066;60:06000:5:Z3471234278;60:06000:8:Z3408594546;
Clc1cnc2ncccc2c1,102,60:06000:4:Z2983629712;60:06001:4:Z2969787049;60:06003:5:Z2973832546;
Clc1ccc2c(c1)COCO2,156,60:06000:4:Z1538226784;60:06002:1:Z3879989314;60:06002:5:Z4193398159;
CC1(C)CCc2[nH]ncc2C1,180,60:06000:4:Z5033626286;60:06000:8:Z5034895853;60:06001:7:Z5037829857;
Cc1ncsc1Cl,23,60:06000:4:Z4332008799;60:06010:5:Z4332009788;60:06011:7:Z4332011282;
O=c1[nH]cnc2c1COCC2,262,60:06000:4:Z2780026924;60:06000:8:Z2772825243;60:06000:8:Z2770675611;
Cc1cccc2ccnnc12,210,60:06000:4:Z3808721071;60:06000:9:Z3862963141;60:06001:0:Z3950886978;
Cc1cccn2nccc12,223,60:06000:4:Z3894731094;60:06000:4:Z3370563808;60:06000:4:Z3324031894;
c1[nH]cc2c1CCCC2,208,60:06000:4:Z3580484633;60:06000:5:Z3579038528;60:06001:0:Z4352767871;
c1cn2ncncc2n1,4,60:06000:4:Z4025449501;60:06051:6:Z4025828865;60:06051:6:Z4024608149;
C1CCN2CC3CNCC(C3)C2C1,153,60:06000:4:Z4871125508;60:06001:4:Z4869778767;60:06002:0:Z4871545676;
O=C1CCCc2oc(=O)ccc21,154,60:06000:4:Z3517294875;60:06000:5:Z4860167027;60:06001:8:Z3543718727;
c1cc2ncoc2cn1,70,60:06000:4:Z3558318064;60:06000:7:Z3557720425;60:06003:8:Z3560200010;
Oc1ccc2ccoc2c1,159,60:06000:4:Z2959377613;60:06000:6:Z2955936049;60:06001:6:Z2964072933;
c1ccc2c(c1)NCC21CCNCC1,86,60:06000:4:Z3639310708;60:06000:5:Z3699805882;60:06000:6:Z3639307445;
c1cc2c(nn1)CCCC2,346,60:06000:4:Z4018100248;60:06000:9:Z3837315603;60:06001:2:Z4600009372;
O=C1CCCC2CCCN12,299,60:06000:4:Z4418750695;60:06001:2:Z4419286994;60:06001:2:Z4418750048;
CC1CCC(O)CN1,1561,60:06000:4:Z1949064561;60:06000:4:Z2853247534;60:06000:4:Z2374961332;
CC1(C)OC2CCC1C2,273,60:06000:4:Z5043343556;60:06000:5:Z5045199359;60:06001:1:Z5045158159;
Cc1cc(=O)cc[nH]1,1074,60:06000:4:Z2915818783;60:06000:7:Z3056380928;60:06001:0:Z4232569476;
Cc1ccc2c(c1)COCC2,222,60:06000:4:Z5007388624;60:06000:5:Z5013116716;60:06000:6:Z5004945079;
OC1CCC2(CCNCC2)CC1,283,60:06000:4:Z3695768288;60:06000:6:Z3700222996;60:06000:9:Z4350193133;
CC1Cc2cccc(F)c2O1,248,60:06000:4:Z1712106464;60:06001:2:Z2474230453;60:06001:2:Z1443378562;
Cc1n[nH]c2cnccc12,199,60:06000:4:Z3352473992;60:06000:7:Z3384595596;60:06002:3:Z3352519882;
OC1CCC2(CCCN2)CC1,302,60:06000:4:Z4869869741;60:06000:5:Z4871037524;60:06001:1:Z4832050727;
Cc1nc2c(o1)CCNC2,338,60:06000:4:Z4644740007;60:06000:6:Z4644927401;60:06000:6:Z4634766581;
Clc1ccc2c(c1)C=CCO2,89,60:06000:4:Z4644740007;60:06001:1:Z1708374565;60:06001:7:Z1564369643;
Cn1ccc2cc[nH]c(=O)c21,14,60:06000:4:Z1176169001;60:06004:3:Z1176168912;60:06019:2:Z2897939302;
CC1NCCN(C)C1=O,490,60:06000:4:Z2906988196;60:06000:6:Z3545122108;60:06000:6:Z4455754202;
C1CC2(C1)CNC21CCC1,148,60:06000:4:Z4556789942;60:06001:0:Z4526199086;60:06001:3:Z4556799377;
Cc1c[nH]c2c1C(=O)CC(C)(C)C2,78,60:06000:4:Z1428302058;60:06001:2:Z1204969435;60:06009:7:Z2965373278;
Cn1ncc2c1CC(C)(C)CNC2,222,60:06000:4:Z2617036197;60:06000:5:Z3359482383;60:06001:0:Z4324606727;
Oc1cnc2ccc(Cl)cc2c1,2,60:06000:4:Z2440785347;60:06096:5:Z2440279354;
Cc1cnc2ncsc2c1,147,60:06000:4:Z4316842235;60:06000:9:Z4316857059;60:06002:0:Z4316822976;
CC1NCCc2ccc(O)cc21,170,60:06000:4:Z2841215099;60:06000:5:Z2930625093;60:06000:7:Z3601525995;
Cc1ccc2cc(C)ccc2c1,99,60:06000:4:Z3593349177;60:06001:0:Z2904268848;60:06001:3:Z2951349187;
O=S1(=O)CCC2CCC1C2,293,60:06000:4:Z3563523379;60:06000:5:Z3550347516;60:06000:8:Z3583901222;
c1cc2c3c(c1)CNCC3CCC2,103,60:06000:4:Z3601351006;60:06004:3:Z3601344563;60:06006:8:Z3385311059;
OC1CC(O)C12CCCNC2,264,60:06000:4:Z4009863224;60:06001:5:Z4296240760;60:06002:2:Z4027110957;
C1CC2(CCOCC2)C2(CC2)N1,187,60:06000:4:Z3652863211;60:06001:0:Z3634372793;60:06001:4:Z3694200946;
Cc1ncn(C)c1C,300,60:06000:4:Z3801369414;60:06001:0:Z3856845218;60:06001:1:Z3801456377;
CC1(N)CCCCC1,469,60:06000:4:Z4208426065;60:06000:6:Z3139603745;60:06000:9:Z3045298341;
Cc1ccnc(N)c1,233,60:06000:4:Z2997570656;60:06000:6:Z3870473492;60:06001:0:Z4106643072;
CC12COC(OC1)OC2,22,60:06000:4:Z4259814298;60:06007:8:Z4264006806;60:06013:2:Z4259723926;
O=C1NCC2(CCNCC2)N1,311,60:06000:4:Z3865671114;60:06001:1:Z3653502657;60:06001:2:Z3714243461;
Clc1cccc2nccnc12,118,60:06000:4:Z4344468863;60:06000:5:Z3093444170;60:06000:8:Z3685813104;
C1CNC2(C1)CCNC2,490,60:06000:4:Z3137943828;60:06000:6:Z3046087069;60:06001:0:Z4054274960;
Oc1cccc2c1CCCN2,159,60:06000:4:Z4524340511;60:06000:4:Z4353033055;60:06001:3:Z4353032663;
CC1CNCc2c(Cl)cccc21,107,60:06000:4:Z3596311859;60:06001:0:Z3607268558;60:06001:2:Z3344508680;
OC1CCC2(CC1)CC2,296,60:06000:4:Z3637768156;60:06000:9:Z3438681189;60:06000:9:Z4350843789;
C1CC2CSCC1N2,268,60:06000:4:Z4436354944;60:06000:7:Z3408810852;60:06001:3:Z3609519030;
C1CNC2CCCN2C1,236,60:06000:4:Z4220086011;60:06000:9:Z4220079824;60:06001:0:Z4220089678;
O=c1[nH]ccc2ccncc12,122,60:06000:4:Z4305659241;60:06000:6:Z4304672014;60:06001:4:Z4303843856;
CC12CCC(CC1)CC2,89,60:06000:4:Z4483500627;60:06001:3:Z4483457733;60:06001:7:Z4490608330;
Oc1ccc2c(c1)CNCCC2,200,60:06000:4:Z4423895788;60:06000:6:Z3867709470;60:06002:1:Z4047947949;
Cc1nc2ccccc2nc1C,296,60:06000:4:Z3598240759;60:06001:0:Z3829509471;60:06001:2:Z2297454374;
N=c1cc[nH][nH]1,229,60:06000:4:Z2492830435;60:06001:1:Z1917526981;60:06001:1:Z1917526883;
CC1CCN(C)CC1,652,60:06000:4:Z1631618558;60:06000:5:Z1631153054;60:06000:6:Z3594464774;
C1CC2CCOC2O1,107,60:06000:4:Z4013755820;60:06001:9:Z4013746629;60:06002:2:Z4013751981;
O=C1CCNCCCCCN1,332,60:06000:4:Z2965257320;60:06000:6:Z3582657344;60:06001:1:Z3054229079;
CN1c2ccccc2CCS1(=O)=O,103,60:06000:4:Z3517343037;60:06001:8:Z4601625659;60:06002:6:Z3517343156;
CC1COc2ccccc2N1,181,60:06000:4:Z1882404266;60:06000:5:Z4362865449;60:06000:8:Z1666576073;
O=S1(=O)CC2(CCNC2)C1,410,60:06000:4:Z2918889688;60:06000:5:Z2792861794;60:06000:5:Z3696507937;
NC1CC2CCC1O2,186,60:06000:4:Z4079483429;60:06000:6:Z4079455697;60:06001:1:Z5004981779;
Cc1cn(C)nc1C,167,60:06000:4:Z1144428501;60:06001:0:Z1697249175;60:06001:1:Z2704185578;
Cc1sc(C)c2sccc12,91,60:06000:4:Z3583541744;60:06000:4:Z3583318100;60:06001:7:Z4232588028;
Cn1ccc2cc(F)ccc21,278,60:06000:4:Z2335554292;60:06000:9:Z1969562885;60:06001:4:Z2645445367;
CC1CC2CNCC2N1,161,60:06000:4:Z2804989378;60:06000:5:Z2789488434;60:06000:6:Z2828501633;
CC1(O)CNC1,114,60:06000:4:Z1875123862;60:06001:8:Z2957851674;60:06003:1:Z4771716064;
Clc1ccon1,458,60:06000:4:Z4484509161;60:06000:7:Z4491222421;60:06000:7:Z4483312265;
Clc1cc2c(cc1Cl)OCCN2,48,60:06000:4:Z4128901994;60:06003:8:Z1964145057;60:06008:1:Z1964146368;
Cc1cccc(Cl)c1Cl,257,60:06000:4:Z3175202448;60:06000:7:Z2474973581;60:06000:9:Z2949983922;
NC1CC2(CCCCN2)C1,159,60:06000:4:Z3385150673;60:06000:5:Z3698865517;60:06000:5:Z3385148437;
NC1CC2CNCCN2C1=O,225,60:06000:4:Z3517310183;60:06001:4:Z2569760259;60:06002:0:Z2583764880;
O=c1[nH]nc2n1CCNC2,531,60:06000:4:Z2958453368;60:06000:7:Z2949369031;60:06000:7:Z1784255575;
Oc1cccc2ccsc12,140,60:06000:4:Z1885214392;60:06000:7:Z3912656776;60:06000:7:Z1884581799;
CC12CC1C2,307,60:06000:4:Z4962903461;60:06000:7:Z2820034782;60:06000:8:Z4022555024;
O=C1CCNc2ccccc2N1,477,60:06000:4:Z4127302676;60:06000:5:Z4486882764;60:06000:8:Z4503565003;
CC1(C)C2CCC1C(=O)C2,343,60:06000:4:Z4051048352;60:06001:3:Z4272185605;60:06001:3:Z2279042783;
O=c1[nH]c2c([nH]1)CNCC2,308,60:06000:4:Z4027036188;60:06000:5:Z4829168002;60:06000:8:Z4031491051;
Nc1ncc2c(n1)CC1CCC2N1,72,60:06000:4:Z4275770983;60:06000:6:Z4275778349;60:06001:6:Z4248210963;
Nc1ncnc2c1CNCC2,229,60:06000:4:Z4026931914;60:06000:7:Z4009400500;60:06001:0:Z4011940269;
Cn1cc(Cl)nc1Cl,132,60:06000:4:Z2071073529;60:06000:7:Z4252210591;60:06003:1:Z1562680034;
FC1(F)CCC2(CCCCN2)CC1,76,60:06000:4:Z4829039984;60:06001:8:Z4095448523;60:06002:8:Z3831160988;
Clc1ccc2occc2c1,465,60:06000:4:Z1934470948;60:06000:5:Z1232888109;60:06000:5:Z2473353262;
CN1CCn2nccc2C1=O,449,60:06000:4:Z3091340090;60:06000:6:Z4345653606;60:06000:6:Z3784805532;
Clc1ccnc2cnccc12,109,60:06000:4:Z4324364925;60:06001:9:Z4327039084;60:06002:2:Z4325236398;
O=c1[nH]ccc2cccnc12,128,60:06000:4:Z3856209681;60:06001:5:Z3356403141;60:06001:9:Z3348929677;
CC1CNCCC(F)(F)C1,291,60:06000:4:Z4909253192;60:06001:2:Z3562154835;60:06001:3:Z3950793148;
c1cc2c(o1)COC2,298,60:06000:4:Z3510379724;60:06001:2:Z3868521974;60:06001:6:Z3184877807;
CC1(C)CCc2ccsc2C1,77,60:06000:4:Z3626140815;60:06000:5:Z4027574685;60:06002:4:Z4267121968;
C1CC12CNC2,714,60:06000:4:Z3818945037;60:06000:9:Z3844261264;60:06000:9:Z4417454631;
c1ccc2c(c1)OCC1CNCC21,17,60:06000:4:Z4244269876;60:06003:0:Z3369596720;60:06005:2:Z3345500481;
C1CC2CNC2C1,663,60:06000:4:Z3608074375;60:06000:5:Z3896177280;60:06000:5:Z3586330257;
Clc1ccc2nncn2c1,221,60:06000:4:Z4614416979;60:06000:7:Z3697664372;60:06001:2:Z3697664720;
CC1CC2(CCCCC2)CN1,284,60:06000:4:Z4879005894;60:06000:4:Z4879007589;60:06001:3:Z4880417658;
C1CC2(CNC2)CO1,297,60:06000:4:Z2232865310;60:06000:6:Z2291051801;60:06000:8:Z3647916539;
N=S1(=O)CCNCC1,223,60:06000:4:Z3944334606;60:06000:8:Z2640203368;60:06000:9:Z4639262805;
Fc1ccc2c(c1)CNCCO2,273,60:06000:4:Z2972606166;60:06000:6:Z3617244644;60:06000:7:Z4117397875;
c1cn2c(n1)NCCC2,245,60:06000:4:Z4086734582;60:06000:6:Z4360002146;60:06001:2:Z4269577370;
Clc1ccn2nccc2c1,250,60:06000:4:Z4570993304;60:06000:4:Z2172336341;60:06001:0:Z2876997836;
OC1CNc2ccccc2C1,197,60:06000:4:Z2959181531;60:06001:2:Z4060326635;60:06001:5:Z1928924918;
O=C1NCC2(CC2)C(=O)N1,26,60:06000:4:Z3211097554;60:06010:0:Z3210871985;60:06014:4:Z3211104782;
C1CNCC2(C1)OCCO2,388,60:06000:4:Z1681932263;60:06000:6:Z1560248762;60:06001:0:Z3298913848;
c1ccc2c(c1)CCC1CCC21,121,60:06000:4:Z4144535197;60:06000:5:Z2960937362;60:06000:6:Z2601726768;
O=c1[nH]c2c(c(=O)[nH]1)CNCC2,109,60:06000:4:Z4274823546;60:06000:8:Z4274818855;60:06002:0:Z4231515608;
Cc1c(F)cc(F)cc1Cl,128,60:06000:4:Z1630296494;60:06000:5:Z4437140550;60:06000:5:Z1626326902;
Cc1nn2cccnc2c1Cl,139,60:06000:4:Z1462667604;60:06001:7:Z1869473694;60:06002:8:Z1556700583;
FC1(F)C2CCC1CNC2,395,60:06000:4:Z4153058517;60:06000:8:Z4152870803;60:06001:0:Z4183518428;
c1nc2n(n1)CCC2,138,60:06000:4:Z2837502456;60:06000:6:Z2769151081;60:06001:0:Z2769138066;
Nc1ccc(Cl)cn1,239,60:06000:4:Z2278414117;60:06000:5:Z1498545184;60:06000:7:Z1498555496;
OC1CC2CCC(N2)C1O,273,60:06000:4:Z4353667200;60:06000:5:Z4493163727;60:06000:6:Z4344292555;
FC1(F)CC2CC2C1,405,60:06000:4:Z3843542760;60:06000:7:Z3839844937;60:06000:7:Z5008895111;
Clc1cccc2c1NCC2,137,60:06000:4:Z4125150114;60:06000:5:Z1462364552;60:06000:6:Z4125148238;
Cc1[nH]nc2ncccc12,203,60:06000:4:Z4353723668;60:06002:3:Z4269245858;60:06002:3:Z2501021008;
CC1(F)CCCNC1,306,60:06000:4:Z2605175656;60:06001:2:Z2292128149;60:06001:4:Z2278095424;
Cc1cc(C)c2ccc(=O)[nH]c2c1,7,60:06000:4:Z4216995147;60:06018:1:Z4630063101;60:06033:5:Z4216995969;
CC1(C)NCCc2ccccc21,121,60:06000:4:Z2911624081;60:06003:3:Z4290083520;60:06003:9:Z1585118183;
C1CCC2CCC2CC1,486,60:06000:4:Z3797961297;60:06000:7:Z3627752979;60:06001:0:Z3577152661;
FC1(F)C2CC1C2,161,60:06000:4:Z4248481582;60:06000:6:Z4218708023;60:06001:4:Z4245434279;
Oc1cccc2c1CCCNC2,217,60:06000:4:Z4909395173;60:06001:2:Z4909299849;60:06001:4:Z4909301078;
CC1CSc2ccccc2CN1,124,60:06000:4:Z4290566160;60:06001:6:Z1727179879;60:06003:0:Z4268967294;
Cc1c[nH]c2cc(F)cc(F)c12,131,60:06000:4:Z3543208218;60:06001:2:Z3516442334;60:06002:4:Z3436857702;
C1CNC2C3CCC(N3)C2C1,62,60:06000:4:Z4422735117;60:06002:0:Z4474677444;60:06003:6:Z4422730036;
FC1(F)CCC12CNC2,248,60:06000:4:Z2170844203;60:06001:1:Z2171050145;60:06002:0:Z4410346433;
c1ccc2c(c1)CCS2,1273,60:06000:4:Z1780196239;60:06000:4:Z2234376515;60:06000:5:Z3595657510;
C1CC2(C1)CCNCCN2,244,60:06000:4:Z3046505531;60:06000:9:Z2851887186;60:06001:4:Z2873310149;
O=C1C2CCCC1CSC2,255,60:06000:4:Z2932114571;60:06000:5:Z3610287277;60:06001:0:Z2893142396;
CC12CCC(C1)OC2,858,60:06000:4:Z4261454480;60:06000:5:Z4414649935;60:06000:5:Z3433812363;
Nc1ncccc1Cl,272,60:06000:4:Z1149612425;60:06000:6:Z1162657216;60:06001:2:Z1005632484;
O=C1NCOc2ccccc21,13,60:06000:4:Z2830824009;60:06006:8:Z98333969;60:06024:5:Z2830824143;
Fc1cnc2c(c1)NCCC2,207,60:06000:4:Z4648984294;60:06000:8:Z4876219344;60:06001:3:Z4622881664;
Fc1cccc2nn[nH]c12,140,60:06000:4:Z4282338228;60:06001:2:Z4245543178;60:06002:9:Z4299202677;
Cc1ccc2c(c1C)CCCN2,106,60:06000:4:Z4179216629;60:06000:9:Z4215266918;60:06002:8:Z4179219340;
c1n[nH]c2c1CNC2,469,60:06000:4:Z3793314205;60:06000:5:Z4009236152;60:06000:6:Z4004813272;
Cc1cc(C)c2ccsc2n1,233,60:06000:4:Z3186065003;60:06000:5:Z3383639501;60:06000:6:Z905982360;
c1ncc2ncsc2n1,625,60:06000:4:Z4342582221;60:06000:6:Z4192218421;60:06000:9:Z4345439909;
Cc1ccc2cc(Cl)cc(C)c2n1,19,60:06000:4:Z2010709757;60:06005:1:Z1333176784;60:06008:5:Z2376773943;
Oc1ccc2c(c1)OCCO2,219,60:06000:4:Z2706797212;60:06000:5:Z2774724217;60:06001:0:Z2774836161;
Cc1ccc2c(c1)OCCN2,253,60:06000:5:Z1675774756;60:06001:3:Z4288950080;60:06003:1:Z2955488520;
O=C1CCNCCCCCCN1,197,60:06000:5:Z4324783972;60:06001:2:Z2814608847;60:06001:4:Z2775452576;
CC1(C)OC2CC1C2,610,60:06000:5:Z3596734789;60:06000:5:Z3606855798;60:06000:7:Z3384058763;
CC1CC(C)n2ncnc2N1,91,60:06000:5:Z4364794617;60:06000:9:Z3547525700;60:06003:1:Z3547517146;
CC1CCOc2ccccc21,357,60:06000:5:Z2919192932;60:06000:8:Z2963751871;60:06001:0:Z2963752416;
Fc1cccc2ccncc12,377,60:06000:5:Z4387848521;60:06000:5:Z4620848705;60:06001:0:Z4620866408;
O=c1cc[nH]c2ccnn12,301,60:06000:5:Z2234015099;60:06000:9:Z1176717736;60:06001:2:Z3522086974;
Cc1cc2nncn2c2ccccc12,19,60:06000:5:Z1999620042;60:06004:8:Z1439141132;60:06005:1:Z20239615;
FC1Cc2ccccc2C1,310,60:06000:5:Z3503886715;60:06000:5:Z2478010834;60:06000:8:Z2481223003;
CC1NCCCC1O,660,60:06000:5:Z2868779057;60:06000:5:Z2884774065;60:06000:5:Z2284145705;
C1CC12CNOC2,180,60:06000:5:Z3587247043;60:06000:8:Z3185434040;60:06001:3:Z3587243816;
Cc1ccoc(=O)c1,109,60:06000:5:Z4265176658;60:06002:4:Z4259874929;60:06002:6:Z4271265074;
CC1(C)Cc2ccccc2C1,325,60:06000:5:Z4145371735;60:06000:7:Z4171200415;60:06001:2:Z4141926447;
Clc1cnc2nccn2c1,328,60:06000:5:Z4485969321;60:06000:8:Z4124955597;60:06001:4:Z4489773748;
OC1CCCCCCC1,69,60:06000:5:Z3360440642;60:06001:6:Z3359124954;60:06003:6:Z3359937452;
FC1CNCCOC1,267,60:06000:5:Z4204048156;60:06000:9:Z4079986864;60:06000:9:Z4079990102;
Cc1cccc2ocnc12,186,60:06000:5:Z1949461479;60:06001:2:Z1448133716;60:06001:9:Z1287184345;
c1ccc2c(c1)CCC1(CNC1)O2,89,60:06000:5:Z5052372341;60:06000:5:Z5052380362;60:06008:1:Z5052372157;
c1cc2cscc2s1,110,60:06000:5:Z2933008229;60:06001:3:Z4414510356;60:06005:1:Z2582403429;
Fc1ccc2c(c1F)CCC2,264,60:06000:5:Z2506646133;60:06001:1:Z2920947390;60:06001:3:Z5039751943;
CC12CNCC1COC2,447,60:06000:5:Z4435905448;60:06000:6:Z2645900164;60:06000:7:Z2602154495;
FC1(F)C2CNCC1C2,232,60:06000:5:Z3314834436;60:06000:6:Z3176228465;60:06000:7:Z3054836607;
c1onc2c1CCCC2,380,60:06000:5:Z4050541824;60:06000:7:Z2785242939;60:06000:7:Z3363393971;
c1occ2c1CCC2,349,60:06000:5:Z2963196073;60:06000:5:Z2961791610;60:06000:6:Z2100477656;
Cc1nc2n(n1)CCC=N2,112,60:06000:5:Z4224810016;60:06001:9:Z4224804810;60:06002:0:Z4224816512;
