fragment_smiles,occurences,example_ligands
NC1CNCCOC1,490,20:02000:3:Z2899019763;20:02001:0:Z4054783098;20:02001:1:Z2773056954;
Cc1cc(C)c2c(n1)CCCC2,34,20:02000:3:Z2772839046;20:02003:0:Z2772428861;20:02005:8:Z2591499583;
Cc1cccn(C)c1=O,477,20:02000:3:Z3535824309;20:02000:4:Z3440022236;20:02000:7:Z3540886785;
Oc1ccc2ncccc2c1,60,20:02000:3:Z4233137575;20:02004:1:Z4234403690;20:02005:1:Z4223088818;
O=S1(=O)CCNC2CCCCN21,70,20:02000:3:Z3878456651;20:02000:7:Z3323139673;20:02001:7:Z3564914583;
Cn1cncc1N,33,20:02000:3:Z4254692439;20:02007:3:Z4254700110;20:02009:1:Z4254697460;
c1onc2c1CCCC2,275,20:02000:3:Z3642514096;20:02000:5:Z2722177022;20:02000:5:Z2718435551;
Fc1ccn[nH]1,537,20:02000:3:Z4420346106;20:02000:8:Z4863031456;20:02001:2:Z2706466905;
CC1CCCC1(C)C,262,20:02000:3:Z4028373240;20:02000:3:Z4028326314;20:02000:3:Z4027779161;
Cc1nc2ccccc2n(C)c1=O,26,20:02000:3:Z4153246862;20:02001:2:Z4147439795;20:02006:6:Z4241067754;
C1=NOCCC1,149,20:02000:3:Z4242114180;20:02000:4:Z3172203055;20:02002:1:Z3538037801;
CC1(C)NCCCC1O,65,20:02000:3:Z4442418695;20:02002:3:Z4451689818;20:02002:7:Z4451690190;
Oc1nc2c([nH]1)CCCC2,114,20:02000:3:Z4305913137;20:02001:8:Z4304031633;20:02002:1:Z4303801782;
Fc1cccc2ccoc12,688,20:02000:3:Z3300273869;20:02000:4:Z2646383101;20:02000:4:Z2958095241;
Cc1ccc(Cl)c(O)c1,144,20:02000:3:Z3945452773;20:02001:7:Z3840933751;20:02001:7:Z3845804216;
C1CCC2(CCC2)SC1,453,20:02000:3:Z3475514151;20:02000:3:Z3009631946;20:02000:8:Z3807426415;
CC1=CCCO1,693,20:02000:3:Z2842078488;20:02000:5:Z3194751097;20:02000:9:Z3837690998;
Cn1cc(F)cn1,515,20:02000:3:Z4172719254;20:02000:5:Z5047211918;20:02000:6:Z4089134605;
NC1CCC2(CC1)CNCCO2,198,20:02000:3:Z4055052557;20:02000:3:Z4055426893;20:02001:4:Z3383977272;
NC12CCCC(CC1)C2,172,20:02000:3:Z4923526086;20:02000:7:Z4923604112;20:02000:8:Z4923656394;
CC1COC(C)(C)CO1,26,20:02000:3:Z4995454860;20:02012:2:Z4995455188;20:02012:2:Z4995454313;
CC12CCCCC1CN2,282,20:02000:3:Z2809836758;20:02001:2:Z4267585935;20:02001:2:Z2705380399;
NC1CNc2ccccc2C1,108,20:02000:3:Z3550528391;20:02000:9:Z4156564105;20:02001:5:Z3516963297;
CC1(C)CC2CCOC21,739,20:02000:3:Z2825562179;20:02000:4:Z2971139475;20:02000:5:Z1637072080;
CC1(C)Cc2ccsc2C1,132,20:02000:3:Z3836722068;20:02000:9:Z3832230091;20:02001:8:Z3845796619;
c1ccc2c(c1)CCC21CNCCO1,26,20:02000:3:Z3310408494;20:02001:2:Z1506272209;20:02004:5:Z1506266078;
CC1(F)CCNC1,1111,20:02000:3:Z3408719274;20:02000:4:Z1556886449;20:02000:4:Z1554790236;
Clc1ccnn2ccnc12,91,20:02000:3:Z4228392017;20:02000:3:Z4226891768;20:02004:7:Z4225013138;
Cc1cccnc1N,437,20:02000:3:Z3809533362;20:02000:4:Z3532358929;20:02000:7:Z3472507531;
CC1OCCC1O,434,20:02000:3:Z2131164853;20:02000:3:Z3602273638;20:02000:5:Z2769807462;
FC1(F)CCC2(CC1)CC2,619,20:02000:3:Z3608308748;20:02000:3:Z3617156907;20:02000:3:Z4220988635;
NC1CCc2ccccc21,539,20:02000:3:Z3888706517;20:02000:3:Z4910319185;20:02000:5:Z4057172544;
C1CNC2(C1)CCNC2,680,20:02000:3:Z3137939064;20:02000:3:Z4079240635;20:02000:4:Z2354985755;
Cc1cc(C)c2c(c1)NCCC2,70,20:02000:3:Z1559348958;20:02005:3:Z4288188191;20:02005:7:Z2952322540;
FC1(F)CCC2(CCN2)CC1,132,20:02000:3:Z3657647977;20:02002:4:Z4178262974;20:02003:4:Z3696767965;
c1noc2c1CCCC2,1438,20:02000:3:Z2483419066;20:02000:3:Z4019393711;20:02000:5:Z2141917484;
C1NC2CC1C1CC21,411,20:02000:3:Z3644424616;20:02000:4:Z4153706152;20:02000:8:Z3700762464;
OC1COc2ccccc2C1,244,20:02000:3:Z3625554623;20:02000:3:Z3625542224;20:02000:3:Z3625552357;
Cn1nnc2c1CCNC2,372,20:02000:3:Z1336475924;20:02000:4:Z1330104468;20:02000:6:Z4909711208;
O=C1NCCc2ncccc21,101,20:02000:3:Z4629992436;20:02000:3:Z4629992984;20:02000:3:Z4629992884;
Clc1cnns1,623,20:02000:3:Z369767568;20:02000:3:Z3316698825;20:02000:3:Z3322855426;
CC1COCc2ccccc21,90,20:02000:3:Z5006857100;20:02002:0:Z5007758387;20:02002:0:Z5006193296;
Clc1ncc2ccccc2n1,157,20:02000:3:Z4027473043;20:02000:3:Z2770182583;20:02000:3:Z4426238941;
C1NCC2CC1O2,366,20:02000:3:Z3580994150;20:02000:3:Z4917269432;20:02001:6:Z2932558019;
CC1NCCSC1C,563,20:02000:3:Z1228045340;20:02000:4:Z4621580433;20:02000:6:Z5064032418;
c1cc2c(o1)CSCC2,119,20:02000:3:Z4257670187;20:02000:6:Z4257887890;20:02001:8:Z4255935420;
Cn1cnc2cnccc21,480,20:02000:3:Z3648517217;20:02000:4:Z3019453122;20:02000:6:Z3642427302;
Clc1ccc2c(c1Cl)OCC2,103,20:02000:3:Z4879581263;20:02000:8:Z2090434158;20:02000:9:Z1429523861;
c1cc2c(cn1)OCCNC2,85,20:02000:3:Z2331601652;20:02001:9:Z2121379170;20:02001:9:Z1645649833;
FC12CNC(C1)C2,526,20:02000:3:Z4094322756;20:02000:5:Z3821716500;20:02000:5:Z3910079598;
O=C1CCCc2[nH]c(=O)ccc21,25,20:02000:3:Z1866765824;20:02001:1:Z4757229895;20:02001:1:Z2483776561;
O=C1CCCCc2ccccc21,118,20:02000:3:Z2371498491;20:02000:3:Z2371498465;20:02000:3:Z2371497096;
Oc1ccnc2ncnn12,53,20:02000:3:Z4768681094;20:02002:2:Z4769798025;20:02003:4:Z4770627004;
Clc1ncc2sccc2n1,81,20:02000:3:Z3601003008;20:02004:8:Z4641408621;20:02005:4:Z4133167278;
C1CNCC2(C1)OCC1CC12,190,20:02000:3:Z3531311062;20:02000:3:Z3496991235;20:02001:7:Z3517788109;
O=C1NCCC2CCCN12,221,20:02000:3:Z4152664798;20:02000:3:Z4151563408;20:02000:3:Z4152757395;
Cc1nc[nH]c(=O)c1F,52,20:02000:3:Z3799460203;20:02000:6:Z4562200174;20:02002:5:Z3633883272;
Oc1cccc2occc12,225,20:02000:3:Z2880759874;20:02002:3:Z3207832520;20:02002:3:Z2879219748;
OC1CNOCC1O,376,20:02000:3:Z4253702518;20:02000:4:Z4256160541;20:02001:1:Z3594937320;
Fc1ccc2c(c1F)CNCC2,119,20:02000:3:Z1447583965;20:02001:1:Z1447385476;20:02001:5:Z2367641453;
CC1=CC(C)(C)CCC1,107,20:02000:3:Z4999181992;20:02000:7:Z4998806014;20:02001:6:Z4999202772;
Fc1cc2ncsc2cc1F,132,20:02000:3:Z4139149234;20:02001:0:Z1839300887;20:02001:0:Z4348661001;
N=S1(=O)CCOCC1,294,20:02000:3:Z4304548297;20:02000:4:Z4328832060;20:02000:6:Z2966839260;
Cc1noc2ncccc12,669,20:02000:3:Z3646284435;20:02000:5:Z2691155151;20:02000:6:Z3484498228;
CC1(C)C(O)C2CCNC21,650,20:02000:3:Z4110172274;20:02000:6:Z3992313454;20:02000:6:Z4110930848;
O=c1nccc[nH]1,768,20:02000:3:Z3585037880;20:02000:4:Z2650996677;20:02000:5:Z3560138412;
c1cc2n(n1)CC1(CC1)C2,188,20:02000:3:Z3666612356;20:02001:5:Z3696719705;20:02003:4:Z3667714770;
Cc1cccc2c1CCOC2,94,20:02000:3:Z5005997885;20:02004:3:Z5007600837;20:02005:3:Z5006245482;
O=C1CCSCC1,331,20:02000:3:Z4450559025;20:02000:4:Z4469454488;20:02000:4:Z4469464685;
OC1CCC2(CC1)CC2,212,20:02000:3:Z3505061140;20:02000:6:Z3509278568;20:02001:3:Z3637754284;
O=C1CC2CCCC(C1)C2,164,20:02000:3:Z4124427458;20:02000:7:Z4023294204;20:02000:8:Z4005452662;
CC1NCCC1(C)C,404,20:02000:3:Z3058991921;20:02000:5:Z3058991701;20:02000:9:Z3205569316;
CC1CNc2cnccc2O1,68,20:02000:3:Z4651294385;20:02000:4:Z4556566521;20:02001:2:Z4556813157;
CN1C=NCCCC1,92,20:02000:3:Z3795709378;20:02001:1:Z3491056031;20:02001:4:Z3491057363;
O=c1[nH]cnc2cscc12,33,20:02000:3:Z4445992413;20:02001:5:Z4445992711;20:02005:2:Z4445993269;
Clc1cc2cncnc2[nH]1,198,20:02000:3:Z3891938339;20:02000:9:Z4234289667;20:02001:5:Z2770033920;
OC1CCC2(CC1)CNC2,317,20:02000:3:Z4051894465;20:02000:4:Z4051891627;20:02000:6:Z4043543618;
C1CC2CSCC2C1,1442,20:02000:3:Z3642285470;20:02000:3:Z3806266346;20:02000:4:Z3649357931;
CC1CNCC(C)S1(=O)=O,347,20:02000:3:Z2417989953;20:02000:8:Z3354774459;20:02000:8:Z3392395205;
c1n[nH]c2c1CCCN2,736,20:02000:3:Z3353221111;20:02000:3:Z5034662854;20:02000:6:Z4228723818;
Nc1ncc2c(n1)CC1CCC2N1,44,20:02000:3:Z4248203418;20:02001:9:Z4275769122;20:02002:5:Z4275770700;
C1CNCC2(C1)CCNC2,534,20:02000:3:Z2368589826;20:02000:4:Z3516357134;20:02000:5:Z2444027035;
c1ccc2c(c1)COCO2,188,20:02000:3:Z2477196076;20:02001:4:Z2644012065;20:02001:5:Z2852679762;
C1CCC2(CC1)CNCCO2,403,20:02000:3:Z2715904289;20:02000:4:Z3791414559;20:02000:4:Z1289568572;
OC1C2CCCC1CNC2,455,20:02000:3:Z1232324791;20:02000:3:Z4111243157;20:02000:5:Z3695774982;
O=S1(=O)CC2(CCCC2)CN1,59,20:02000:3:Z3796896973;20:02003:1:Z3800320057;20:02005:0:Z3796893137;
Cc1cscc1Cl,642,20:02000:3:Z3907233781;20:02000:4:Z4277595677;20:02000:4:Z4277595698;
O=c1[nH]cnc2c[nH]nc12,4,20:02000:3:Z4208961232;20:02079:8:Z4208962765;20:02079:8:Z4208962762;
CN1CC2CC1C2,215,20:02000:3:Z4312335797;20:02000:4:Z3592250294;20:02000:4:Z3592251749;
OC12CCCCC1(O)CNCC2,133,20:02000:3:Z4398699421;20:02000:5:Z4398708720;20:02003:6:Z4448653576;
NC1CCS(=O)(=O)C1,267,20:02000:3:Z3786660942;20:02000:3:Z3786660943;20:02000:6:Z3829173888;
C1NCC23COCC12COC3,181,20:02000:3:Z3187412990;20:02000:5:Z4294560490;20:02000:5:Z4294560419;
Cc1n[nH]c2ccncc12,314,20:02000:3:Z4122798994;20:02000:4:Z4125420766;20:02000:5:Z4229693754;
O=C1CCC2(CCNCC2)CC1,66,20:02000:3:Z4049665900;20:02003:6:Z4506256940;20:02005:0:Z4049672366;
Cc1cnc2ccccc2n1,320,20:02000:3:Z1333193282;20:02000:8:Z4448137300;20:02002:0:Z2180132918;
OC1CNCC12CCC2,520,20:02000:3:Z3777855503;20:02000:5:Z3797391704;20:02000:5:Z4023237264;
Oc1ncnc2cnccc12,95,20:02000:3:Z3559806504;20:02000:4:Z3558841103;20:02001:1:Z3559473406;
CC1(C)CC(N)CN1,294,20:02000:3:Z3639353050;20:02001:1:Z5004666171;20:02001:7:Z3639700072;
CC1COc2ccccc2O1,225,20:02000:3:Z2716910831;20:02000:4:Z899074918;20:02000:4:Z4250391614;
Cc1ccc(C)c(Cl)c1,418,20:02000:3:Z3627393243;20:02000:6:Z3606649632;20:02000:7:Z3520710863;
NC1CS(=O)(=O)C2CNCC12,86,20:02000:3:Z3364846393;20:02001:1:Z3342564824;20:02001:2:Z3829540402;
FC=C1CCCNC1,235,20:02000:3:Z4274074920;20:02000:7:Z4508422409;20:02000:9:Z4232889711;
CC1(C)Cc2ccccc2N1,120,20:02000:3:Z3313398101;20:02000:3:Z3134271553;20:02003:8:Z4652842032;
Oc1ncnc2c1CNC2,48,20:02000:3:Z3313843133;20:02003:6:Z4401317661;20:02003:8:Z4065715880;
C1CCC2(CC1)CCCNCC2,51,20:02000:3:Z1819349520;20:02000:9:Z4485622270;20:02001:3:Z3546214238;
c1ccc2c(c1)NCCS2,227,20:02000:3:Z1143332015;20:02000:3:Z4146636521;20:02000:7:Z1961518200;
CC1CNCC2(CCOC2C)O1,112,20:02000:3:Z2603902943;20:02000:5:Z4269992415;20:02000:7:Z4251379116;
Cc1cccc2nccc(=O)n12,43,20:02000:3:Z1557133057;20:02004:4:Z4451789222;20:02008:0:Z355698340;
C1CCC2CNC2CC1,362,20:02000:3:Z3869916497;20:02000:4:Z2072419615;20:02000:7:Z1724598170;
FC1(F)CC2CC1CN2,439,20:02000:3:Z3442568288;20:02000:6:Z3622525889;20:02000:7:Z3639269873;
CC1(C)CC2CCCC21,50,20:02000:3:Z2591011854;20:02003:1:Z2928839435;20:02003:1:Z3509812938;
O=c1[nH]nc2n1CCNC2,326,20:02000:3:Z2800916816;20:02000:6:Z2835718396;20:02001:2:Z2619751771;
Cc1cnc2ccccc2c1,411,20:02000:3:Z2994115517;20:02000:5:Z3395282280;20:02000:5:Z1815767732;
Cc1nc2cccnn2n1,157,20:02000:3:Z3831230052;20:02000:8:Z1980951596;20:02001:3:Z2792738959;
CN1CCCNS1(=O)=O,130,20:02000:3:Z3357297407;20:02001:1:Z2613867908;20:02002:5:Z3503907016;
NC12CCNCC1C2,367,20:02000:3:Z4452927623;20:02000:7:Z4448600044;20:02000:9:Z4452927219;
Fc1ccc2cc[nH]c2c1,571,20:02000:3:Z2500583987;20:02000:5:Z971923074;20:02000:9:Z2488725858;
Cc1cc(Cl)n[nH]1,222,20:02000:3:Z2829288330;20:02000:4:Z2827064467;20:02000:7:Z3652197528;
Cc1ccc(Cl)cc1C,628,20:02000:3:Z2378316965;20:02000:3:Z2995513573;20:02000:3:Z2840579164;
c1occ2c1CCCC2,277,20:02000:3:Z2594742025;20:02000:5:Z2638610954;20:02001:1:Z3700719544;
Cn1cc(Cl)ncc1=O,185,20:02000:3:Z3557952551;20:02002:6:Z3557979067;20:02003:7:Z3555697683;
c1nc2c([nH]1)CCOC2,268,20:02000:3:Z3209330808;20:02000:5:Z3591310150;20:02000:7:Z3591304467;
Fc1cccn2cncc12,156,20:02000:3:Z2711079121;20:02000:3:Z4210661638;20:02000:6:Z2707089295;
Cc1cc(=O)nc2[nH]ccn12,14,20:02000:3:Z3339685547;20:02016:1:Z4216199962;20:02020:3:Z3800220669;
CC1C2Cc3ccccc3C12,73,20:02000:3:Z2909094096;20:02001:5:Z2098505495;20:02001:7:Z2098018808;
Cc1n[nH]c2ncncc12,220,20:02000:3:Z4185214494;20:02000:4:Z3560498976;20:02000:6:Z3557960629;
C1CC2COCC2CO1,392,20:02000:3:Z3076965450;20:02000:4:Z3570368804;20:02000:4:Z3655108603;
Cc1nsc2ncccc12,173,20:02000:3:Z2231792010;20:02000:3:Z4351595775;20:02001:7:Z1420104860;
CC1NCCOC1C,660,20:02000:3:Z4138679911;20:02000:4:Z3082736290;20:02000:6:Z3668016001;
CC1CCc2ccsc2C1,136,20:02000:3:Z2783464270;20:02000:3:Z1417185708;20:02001:9:Z3468232832;
O=C1NCCCc2occc21,161,20:02000:3:Z3382444203;20:02000:9:Z3104147605;20:02002:5:Z2906208431;
OC1CNC2COCC12,402,20:02000:3:Z3519982945;20:02000:4:Z3633499963;20:02000:5:Z3633511901;
CC1(C)CCNCCS1=O,360,20:02000:3:Z3695060616;20:02000:5:Z3608997836;20:02000:6:Z2297937534;
OC1CCNCC1(F)F,549,20:02000:3:Z4614845279;20:02000:3:Z3554957708;20:02000:6:Z2780219940;
O=S1(=O)CC2CCN1C2,261,20:02000:3:Z4020316282;20:02000:9:Z4002655405;20:02002:0:Z4022145001;
CC1(C)Oc2ccccc2O1,230,20:02000:3:Z3190889576;20:02001:0:Z2067240758;20:02001:9:Z2804428833;
Cc1ccc2cnn(C)c2n1,224,20:02000:3:Z2792355238;20:02000:8:Z3623576251;20:02001:7:Z3565937711;
C1CCC2(C1)CCCNCC2,150,20:02000:3:Z2581132497;20:02000:7:Z3086208936;20:02001:8:Z2643763425;
Clc1ccc2c(c1)cc1n2CCNC1,22,20:02000:3:Z4059895949;20:02000:3:Z4860012415;20:02000:3:Z4059896038;
Cc1cn2c(n1)C(C)NCC2,206,20:02000:3:Z3471826549;20:02001:5:Z2403359020;20:02003:6:Z3998924109;
Fc1ccc2c(c1)CNCC2,466,20:02000:3:Z3806957005;20:02000:4:Z1492675929;20:02000:8:Z1855948013;
Cc1n[nH]c(=O)s1,100,20:02000:3:Z1899841494;20:02001:5:Z1899843844;20:02002:2:Z2991621664;
Fc1ccco1,541,20:02000:3:Z3586054448;20:02000:6:Z2964746508;20:02001:1:Z3898481200;
Cn1ncc2nccc(Cl)c21,90,20:02000:3:Z3078887227;20:02002:8:Z3649474246;20:02003:4:Z2972321354;
C1CNC2(C1)CCNCC2,466,20:02000:3:Z3364066376;20:02000:4:Z4055122937;20:02000:5:Z4208366605;
C1=NC2CCCCC2S1,127,20:02000:3:Z4225596467;20:02000:7:Z4225601672;20:02000:9:Z4225594402;
Cc1ccc2nncn2n1,129,20:02000:3:Z1864292853;20:02000:3:Z1835838054;20:02000:6:Z1864696743;
CC1(C)NCCC1=O,357,20:02000:3:Z4042234535;20:02001:3:Z4042231749;20:02001:4:Z3892207695;
C1CNCC2(C1)CNCCO2,275,20:02000:3:Z4055376922;20:02000:5:Z3072658151;20:02001:6:Z3144969231;
CC1C(=O)CC2CCC1N2,221,20:02000:3:Z2838876819;20:02000:7:Z2771463644;20:02001:1:Z2783325206;
NC1CNC2(CCC2)C1,244,20:02000:3:Z3498697740;20:02000:9:Z3520172254;20:02001:0:Z3520162314;
Cc1cc2ncncn2n1,209,20:02000:3:Z3833979949;20:02000:4:Z3828938796;20:02001:9:Z3828561056;
C1CNC2CCCN2C1,271,20:02000:3:Z4668024994;20:02000:3:Z4668024993;20:02000:5:Z4233152389;
Clc1ccc2sccc2c1,316,20:02000:3:Z3819894745;20:02002:7:Z3588676480;20:02002:9:Z2335503605;
c1[nH]nc2c1CNCCC2,347,20:02000:3:Z4324606199;20:02000:6:Z2616998184;20:02002:4:Z2630409252;
CC1CNCC(C)NC1,463,20:02000:3:Z3520068327;20:02000:5:Z3520068602;20:02001:0:Z3520066103;
Clc1ccc2cncnc2c1,155,20:02000:3:Z1188150747;20:02000:4:Z1432090484;20:02000:6:Z4130310330;
Clc1cnc2ncsc2c1,160,20:02000:3:Z4026934092;20:02000:3:Z3829433943;20:02000:7:Z3799530131;
c1n[nH]c2c1CCSC2,210,20:02000:3:Z4148676772;20:02000:3:Z4150032927;20:02000:7:Z4200277576;
Cc1ccc(Cl)c2[nH]ccc12,44,20:02000:3:Z5064761969;20:02000:3:Z5064745148;20:02000:3:Z5064170037;
Cc1ccc2cccnc2n1,216,20:02000:3:Z1973641321;20:02000:8:Z4280875329;20:02001:3:Z1973644742;
Cc1nccn2nccc12,184,20:02000:3:Z4994684838;20:02001:7:Z4994700670;20:02001:8:Z4994975519;
CC12CNC(C1)C2,830,20:02000:3:Z4058197372;20:02000:5:Z3551413768;20:02001:0:Z4578056440;
NC12CCCC(C1)C2,287,20:02000:3:Z3135269461;20:02000:3:Z3520258758;20:02000:6:Z2904283816;
O=c1ccc2ncccc2[nH]1,111,20:02000:3:Z2613848848;20:02001:6:Z4232838852;20:02001:9:Z2771619924;
CC1COC(C)(C)OC1,350,20:02000:3:Z4906768269;20:02001:4:Z4907134441;20:02001:5:Z4906770219;
FC1CCCCCC1,432,20:02000:3:Z3806851762;20:02000:5:Z4207200794;20:02000:7:Z4048756763;
Fc1ccc2[nH]ccc2c1F,71,20:02000:3:Z1615813816;20:02000:6:Z2283717945;20:02001:3:Z4042231749;
Cc1cc2ccsc2s1,228,20:02000:3:Z2978360760;20:02000:5:Z2770404045;20:02000:7:Z3009606535;
C1COCC2(COC2)N1,288,20:02000:3:Z4594840588;20:02000:5:Z4960109696;20:02001:0:Z4559959428;
Cc1csc(N)n1,351,20:02000:3:Z3230314611;20:02000:8:Z4058055555;20:02001:1:Z2390938715;
Cc1cc(C)n2nccc2n1,194,20:02000:3:Z2289268902;20:02000:4:Z605739424;20:02000:5:Z850678650;
CC1OCCc2sccc21,139,20:02000:3:Z2697868250;20:02000:5:Z2183980754;20:02000:7:Z2175116764;
CN1CC2CC(C1)N2,206,20:02000:3:Z4221147574;20:02000:7:Z4221149461;20:02001:3:Z4221139652;
CC12CCC(O)C(C1)NC2,159,20:02000:3:Z3591630273;20:02001:4:Z3591624375;20:02001:9:Z3620375708;
Clc1cc[nH]c1Cl,499,20:02000:3:Z3591630273;20:02000:4:Z1428647185;20:02000:5:Z3640915375;
CC1CNc2ccccc2C(=O)N1,25,20:02000:3:Z1884970399;20:02001:4:Z2829097072;20:02001:9:Z3083372714;
CC1CCCCCCN1,258,20:02000:3:Z4194092059;20:02001:3:Z4492683010;20:02001:3:Z4614485642;
O=c1[nH]cnc2cc(F)ccc12,53,20:02000:3:Z2918220086;20:02005:1:Z905302804;20:02007:0:Z1729182581;
CC1NCCc2ccc(F)cc21,117,20:02000:3:Z1796682954;20:02002:2:Z2256544660;20:02002:5:Z3829231648;
CC1(C)CC(=O)c2scnc2C1,31,20:02000:3:Z3753312115;20:02005:7:Z1785956111;20:02005:9:Z57234333;
Clc1cccc2cc[nH]c12,129,20:02000:3:Z5034677980;20:02002:7:Z3053586450;20:02003:3:Z5034476195;
Cc1cccn2ncnc12,141,20:02000:3:Z4224049894;20:02000:5:Z5061173697;20:02000:8:Z4234014104;
O=c1cn[nH]c(=O)[nH]1,362,20:02000:3:Z1128307181;20:02000:4:Z2852145506;20:02000:6:Z3596451181;
O=C1CC2CCCC2C1,266,20:02000:3:Z3189314917;20:02000:4:Z3380002265;20:02000:9:Z3202468213;
O=C1CCOC2(CCNCC2)C1,136,20:02000:3:Z3058530219;20:02000:8:Z3058523775;20:02001:2:Z4230151595;
Cn1cc2c(=O)[nH]cnc2n1,20,20:02000:3:Z3513651616;20:02013:4:Z3513651529;20:02014:0:Z3513659388;
c1onc2c1CNC2,514,20:02000:3:Z4614882472;20:02000:4:Z3302399947;20:02000:6:Z4230863549;
O=c1[nH]c2c([nH]1)CNCC2,351,20:02000:3:Z4019283564;20:02000:4:Z4027034828;20:02000:5:Z4132160978;
c1cc2c(nn1)CCNC2,288,20:02000:3:Z4205649497;20:02000:4:Z4227202961;20:02000:5:Z4273111172;
CC1(C)CNCC(N)C1,337,20:02000:3:Z3140469903;20:02000:5:Z3846444118;20:02000:8:Z3293179401;
O=S1(=O)CCCc2ccccc21,163,20:02000:3:Z4055211066;20:02000:4:Z4285684269;20:02001:8:Z2043978178;
CC1(C)CNCCC(O)C1,383,20:02000:3:Z4228154013;20:02000:4:Z3202132778;20:02000:6:Z2306998397;
O=C1CS(=O)(=O)c2ccccc2N1,7,20:02000:3:Z2844983380;20:02022:6:Z4168575573;20:02028:1:Z2830452797;
c1ccc2c(c1)CCCS2,932,20:02000:3:Z2072476348;20:02000:4:Z2699939307;20:02000:5:Z4329685524;
Cc1ccn2ccnc2c1,672,20:02000:3:Z1172221431;20:02000:4:Z4031993770;20:02000:4:Z3585416661;
CC1CNC1C,889,20:02000:3:Z2869043071;20:02000:5:Z4258495855;20:02000:5:Z2818568966;
CC1CCC1C,238,20:02000:3:Z4775496126;20:02001:0:Z4775725433;20:02001:0:Z4775691468;
O=C1CCCC2CC12,319,20:02000:3:Z4224786137;20:02001:3:Z4325578168;20:02001:4:Z4325346624;
O=S1(=O)CCCC2CNCC21,280,20:02000:3:Z4216398545;20:02000:9:Z2977913244;20:02001:1:Z2989219441;
c1nc2nc3c(cn2n1)CCC3,93,20:02000:3:Z2770606503;20:02002:6:Z4027485675;20:02003:8:Z2769869654;
Clc1ccc2ncsc2c1,117,20:02000:3:Z4297307203;20:02000:3:Z1883466254;20:02002:4:Z2973980022;
CC1(C)CC2(CCC2)CO1,301,20:02000:3:Z2927621784;20:02000:4:Z3570950182;20:02000:7:Z2925255440;
Cc1ccc2[nH]ccc2c1C,157,20:02000:3:Z2304728698;20:02000:8:Z2590944292;20:02000:9:Z2188478642;
FC1(F)CCNC2(CC2)C1,224,20:02000:3:Z3518574321;20:02000:5:Z3518575294;20:02001:6:Z3626517110;
O=S1(=O)CCC(O)CC1,273,20:02000:3:Z2569347443;20:02000:7:Z2444906799;20:02001:4:Z1286059696;
NC1CCCC12CNC2,212,20:02000:3:Z4210661638;20:02000:5:Z3397453204;20:02001:1:Z4210691861;
C1CC2CCNCC2CN1,246,20:02000:3:Z3141350533;20:02001:0:Z3141313481;20:02001:7:Z3510668564;
Oc1ccc2ncoc2c1,75,20:02000:3:Z2493636952;20:02000:8:Z1934626121;20:02003:0:Z2493956722;
FC1CCC2CNCC12,430,20:02000:3:Z1731208197;20:02000:5:Z1987198716;20:02001:0:Z4303253959;
C1C2CC2C2CC12,897,20:02000:3:Z4029166870;20:02000:4:Z3908861483;20:02000:5:Z3832593550;
C1CC2(C1)CC1CCOC12,292,20:02000:3:Z4613140566;20:02001:6:Z1510904607;20:02002:1:Z2773585553;
Cc1cc2cccc(C)c2[nH]1,84,20:02000:3:Z4913203956;20:02000:6:Z4912947070;20:02001:2:Z4913182044;
O=S1(=O)CCCCCN1,141,20:02000:3:Z3800271641;20:02001:0:Z4221958824;20:02001:5:Z4221963350;
O=C1Cc2cc(F)ccc2N1,61,20:02000:3:Z3643791028;20:02005:7:Z4053327665;20:02009:3:Z3669199661;
CN1CNC(=O)C12CCNCC2,141,20:02000:3:Z3395765687;20:02001:8:Z4101302824;20:02001:8:Z3322771286;
Cc1ccc2[nH]cnc2c1,448,20:02000:3:Z4484309437;20:02000:3:Z4328312927;20:02000:4:Z4107039688;
Clc1ccc2[nH]ncc2c1,249,20:02000:3:Z3844544667;20:02001:5:Z2335242291;20:02001:9:Z4066088317;
Clc1cccc2ncccc12,375,20:02000:3:Z1478810840;20:02000:4:Z3870540981;20:02000:4:Z3870536933;
CC1(C)CNc2cccc(Cl)c21,51,20:02000:3:Z941520648;20:02001:5:Z1583357218;20:02003:0:Z2391725762;
c1cc2nccn2cn1,270,20:02000:3:Z3560932900;20:02000:7:Z3077690686;20:02001:6:Z3562241735;
O=c1[nH]cncc1F,40,20:02000:3:Z2285370066;20:02010:0:Z2275120556;20:02011:0:Z4035651999;
Cc1ccnc2c1CNC2,162,20:02000:3:Z4227590886;20:02000:4:Z4227575164;20:02001:8:Z4227586192;
CC1=CS(=O)(=O)CCO1,320,20:02000:3:Z4351643714;20:02000:5:Z2457279941;20:02000:7:Z4601790934;
CC1CNCc2ccccc21,205,20:02000:3:Z3076215194;20:02000:7:Z2873702686;20:02001:8:Z2795271845;
c1ccc2c(c1)NCC21CCC1,115,20:02000:3:Z1844326241;20:02002:4:Z1838753250;20:02003:8:Z1841450161;
Cc1cccc2c1CCCC2,195,20:02000:3:Z2648246845;20:02002:4:Z3132669480;20:02002:5:Z4392026501;
c1ncc2sc3ncsc3c2n1,66,20:02000:3:Z3828449096;20:02000:3:Z3830388840;20:02001:9:Z3829052080;
