fragment_smiles,occurences,example_ligands
Cc1ccc2c(c1)SCC2,141,84:08401:1:PV-002952286660;84:08401:1:PV-002952286661;84:08401:1:PV-002952286662;
O=C1CC2CCC1C2,219,84:08401:1:PV-003672232184;84:08401:1:PV-003672232186;84:08401:2:PV-006013005157;
Cc1cc2n(n1)CCN2,57,84:08401:1:PV-002952286982;84:08401:5:PV-002952338638;84:08402:9:PV-006014767521;
O=C1CCC2(CCNC2)N1,43,84:08401:1:PV-002433012154;84:08402:0:PV-002174278571;84:08403:2:PV-003672953154;
Fc1cc2[nH]ccc2cc1Cl,43,84:08401:1:PV-002952287210;84:08401:7:PV-002536518590;84:08408:1:PV-002953205193;
O=c1cnc2c(F)cccc2[nH]1,11,84:08401:1:PV-002952287499;84:08402:4:PV-002952461167;84:08414:0:PV-002953994420;
O=C1NCCCC12CNC2,39,84:08401:1:PV-002952287634;84:08401:5:PV-006013328585;84:08403:1:PV-002952546629;
Cc1cn(C)nn1,67,84:08401:1:PV-002536506392;84:08403:2:PV-002226051909;84:08403:6:PV-002174309452;
Cc1nc2ccc(F)cc2[nH]1,33,84:08401:1:PV-003672236333;84:08406:8:PV-002953044206;84:08412:8:PV-002953837949;
O=c1ccc2cc(F)ccc2[nH]1,25,84:08401:1:PV-002952288469;84:08403:1:PV-002381310527;84:08408:2:PV-006020049131;
Cc1ncc2cc[nH]c2n1,390,84:08401:1:PV-002952289130;84:08401:6:PV-002952353925;84:08401:6:PV-002952353926;
Cc1cccc2c1CC(C)(C)NC2,48,84:08401:1:PV-002484763748;84:08401:9:PV-002952401306;84:08403:1:PV-002277800895;
CC1CCNC1C,60,84:08401:1:PV-002536506598;84:08401:7:PV-002679797151;84:08402:4:PV-002679823495;
O=C1CCNC1,44,84:08401:1:PV-002952289496;84:08401:4:PV-002952329308;84:08401:8:PV-002952384493;
Clc1cc2c(cc1Cl)OCCN2,50,84:08401:1:PV-002952290184;84:08403:8:PV-002952642769;84:08403:8:PV-002952642770;
Cc1sc2nccn2c1C,142,84:08401:1:PV-002952290224;84:08401:3:PV-006013255136;84:08401:7:PV-002952364200;
Cc1cc(C)c(C)c(C)c1C,272,84:08401:1:PV-003672241603;84:08401:5:PV-003672390640;84:08401:6:PV-002433022901;
O=S1(=O)NCc2cc(Cl)ccc21,44,84:08401:1:PV-002952290337;84:08403:2:PV-003672940645;84:08405:1:PV-003673617461;
c1ccc2c3c(oc2c1)CCNC3,44,84:08401:1:PV-003672241625;84:08403:0:PV-002952544570;84:08406:2:PV-002952958023;
Fc1cc(F)c2[nH]ccc2c1,117,84:08401:1:PV-003672243356;84:08401:1:PV-003672243357;84:08401:2:PV-006013041102;
C1=NCC2CCCCN1C2,46,84:08401:1:PV-003672243786;84:08401:2:PV-003672279391;84:08402:3:PV-003672640414;
Cc1csc2n[nH]c(=O)n12,15,84:08401:1:PV-002952291203;84:08414:1:PV-003676681335;84:08421:8:PV-003679298851;
C1CCCCNCCC1,108,84:08401:1:PV-002122514412;84:08403:7:PV-002381321546;84:08404:4:PV-003673360315;
CC1CCC(=O)N1C,26,84:08401:1:PV-002952291686;84:08405:7:PV-003673808392;84:08408:3:PV-002953237673;
c1ccc2c(c1)ncc1cncn12,54,84:08401:1:PV-002329514418;84:08402:6:PV-002588290644;84:08404:7:PV-002122587521;
Cc1ccc2c(c1)CC2,273,84:08401:1:PV-002433012879;84:08401:2:PV-006013068332;84:08402:6:PV-002122543931;
Cn1c(=O)[nH]c2cc(Cl)c(Cl)cc21,17,84:08401:1:PV-002329514430;84:08408:4:PV-003674739574;84:08416:1:PV-002329820790;
Cc1ccc(Cl)c2scnc12,19,84:08401:1:PV-002277761469;84:08403:7:PV-006015600485;84:08412:6:PV-002329748609;
C1CCC2(CCCC2)OC1,214,84:08401:1:PV-003672246167;84:08401:3:PV-006013112134;84:08402:4:PV-003672666853;
Clc1ncc2c(n1)CCOC2,18,84:08401:1:PV-002952292058;84:08410:4:PV-002953512407;84:08416:6:PV-006028655533;
CC1(C)CC2CC(=O)NC21,46,84:08401:1:PV-003672246486;84:08401:9:PV-003672492430;84:08402:8:PV-003672798873;
C1CC2OCCC2CN1,39,84:08401:1:PV-003672246527;84:08403:0:PV-006014890480;84:08410:1:PV-003675321381;
O=C1NCc2ccccc2N1,271,84:08401:1:PV-002952292211;84:08401:1:PV-002122514819;84:08401:5:PV-003672387049;
C1CCC2(CC1)CNCCS2,75,84:08401:1:PV-002122514528;84:08402:9:PV-002952526987;84:08403:4:PV-006015209416;
O=C1CCCNCC1,22,84:08401:1:PV-002952292409;84:08401:5:PV-002952341072;84:08405:6:PV-004079682207;
Cc1ccn2nc(C)nc2n1,43,84:08401:1:PV-002122514558;84:08401:7:PV-002277773027;84:08402:1:PV-002588279503;
CC1Cn2nccc2CN1,88,84:08401:1:PV-002952292653;84:08401:2:PV-002952306321;84:08402:5:PV-002433041236;
Fc1cccn2cnnc12,94,84:08401:1:PV-002952292799;84:08402:1:PV-002952423176;84:08402:3:PV-003672654437;
Oc1nccc2cncn12,128,84:08401:1:PV-002952292945;84:08401:2:PV-006013021078;84:08402:6:PV-002952488598;
CC1Nc2ccccc2C1(C)C,72,84:08401:1:PV-002381269262;84:08402:1:PV-003672564566;84:08402:8:PV-002329549328;
CC1CCCc2[nH]ncc21,101,84:08401:1:PV-003672250738;84:08401:1:PV-003672250739;84:08401:1:PV-002952293602;
Cc1nnc2cnccn12,18,84:08401:1:PV-003672251001;84:08403:2:PV-002588302388;84:08407:1:PV-002174382231;
C1CC2CCC(CN1)S2,25,84:08401:1:PV-004079267080;84:08404:1:PV-006016063729;84:08404:4:PV-006016281491;
Cc1[nH]ccc(=O)c1O,92,84:08401:1:PV-002952294249;84:08404:0:PV-002952669905;84:08404:3:PV-002952716295;
O=C1NCCC12CCCNC2,36,84:08401:1:PV-002952294249;84:08406:4:PV-002952990106;84:08409:6:PV-006021553056;
Nc1ccn2nccc2c1,49,84:08401:1:PV-003672253509;84:08407:4:PV-003674384774;84:08414:6:PV-003676849158;
CC1CNCCNC1,98,84:08401:1:PV-003672253614;84:08401:6:PV-002952357067;84:08401:8:PV-003672463100;
CC1CCC(=O)CC1,62,84:08401:1:PV-002536507477;84:08402:3:PV-002226033240;84:08407:7:PV-006019674665;
Clc1cccc2[nH]cnc12,101,84:08401:1:PV-003672253704;84:08402:8:PV-003672824258;84:08402:8:PV-003672824259;
CN1C(=O)Cc2ccccc21,402,84:08401:1:PV-003672253875;84:08401:4:PV-003672354422;84:08402:0:PV-002226027467;
Clc1cnc2[nH]ccc2c1,111,84:08401:1:PV-002329514920;84:08402:6:PV-004079398022;84:08403:3:PV-003673001806;
O=C1CCNCCCN1,52,84:08401:1:PV-003672254337;84:08402:2:PV-002329535194;84:08407:4:PV-006019243479;
CC1(C)OC2C3CCC(C3)C2O1,90,84:08401:1:PV-003672254795;84:08401:1:PV-003672254796;84:08401:1:PV-003672254797;
O=c1[nH]nn[nH]1,145,84:08401:1:PV-002484764800;84:08401:4:PV-002952331770;84:08403:6:PV-002952622091;
Clc1cn2ccnc2cn1,101,84:08401:1:PV-002952296324;84:08402:2:PV-002952434126;84:08404:1:PV-002952680088;
Cc1ccc(F)c2occc12,106,84:08401:1:PV-002329515151;84:08401:5:PV-002952337476;84:08403:0:PV-002277800331;
Oc1cccc2[nH]nnc12,34,84:08401:1:PV-003672259012;84:08404:9:PV-003673541315;84:08406:2:PV-002952960708;
O=c1[nH]cnc2c1CCCN2,22,84:08401:1:PV-002588260772;84:08406:5:PV-002381378030;84:08406:9:PV-002588377375;
Cc1ncc2scc(C)c2n1,56,84:08401:1:PV-002122515240;84:08403:4:PV-002329560594;84:08404:8:PV-002536583138;
Fc1ccc2c(c1)OCCC2,300,84:08401:1:PV-002484765005;84:08401:2:PV-002174261418;84:08401:7:PV-002433023903;
O=c1[nH]cnc2ncccc12,220,84:08401:1:PV-003672259937;84:08401:8:PV-002952377927;84:08402:5:PV-003672729961;
Clc1ccn2ncnc2c1,59,84:08401:1:PV-002952297084;84:08406:0:PV-003673907744;84:08406:1:PV-002952951849;
OC1CNc2ccccc2C1,48,84:08401:1:PV-002484765030;84:08401:5:PV-002588267184;84:08401:9:PV-003672516874;
C1CCC2(C1)CCOCC2,266,84:08401:1:PV-002226009736;84:08401:3:PV-002226012782;84:08402:0:PV-002381287130;
CN1OCCC1=O,161,84:08401:2:PV-003672261913;84:08402:0:PV-003672548490;84:08402:9:PV-004079430735;
CC1(C)CC(=O)NO1,201,84:08401:2:PV-002952297931;84:08402:2:PV-003672626723;84:08403:2:PV-003672941341;
CC1NCCCC1(C)C,123,84:08401:2:PV-002952298853;84:08401:7:PV-002952375000;84:08402:9:PV-003672863474;
c1ccc2c(c1)NCCCO2,50,84:08401:2:PV-002952298899;84:08402:9:PV-004079426229;84:08403:2:PV-002952567449;
CC1(C)CC(=O)NCCN1,46,84:08401:2:PV-006012949796;84:08401:5:PV-002952340650;84:08403:8:PV-002952638578;
O=C1CC2(CCC2)CCN1,212,84:08401:2:PV-006012951813;84:08402:1:PV-002952420573;84:08402:4:PV-002952458881;
C1CC2(C1)CCNCCO2,50,84:08401:2:PV-006012967626;84:08403:2:PV-006015038902;84:08406:2:PV-003673988015;
Fc1ccc(F)c2c1CCNC2,57,84:08401:2:PV-006012982719;84:08403:0:PV-002122552382;84:08405:2:PV-002484847353;
O=c1cc2n(c(=O)[nH]1)CCOC2,43,84:08401:2:PV-006012984587;84:08402:3:PV-006014113246;84:08402:3:PV-006014128219;
Oc1cccc(Cl)c1Cl,228,84:08401:2:PV-006012996202;84:08401:2:PV-003672288672;84:08401:2:PV-003672288673;
Cc1cccc2c1OCCC2,266,84:08401:2:PV-006013005680;84:08401:2:PV-006013005681;84:08401:2:PV-006013005682;
CC1(C)CCc2ncccc2C1,96,84:08401:2:PV-006013009913;84:08405:0:PV-003673563715;84:08405:1:PV-006016960923;
c1ccc2c(c1)NCC21CCNCC1,59,84:08401:2:PV-006013012259;84:08401:3:PV-006013156522;84:08401:8:PV-006013706681;
CC1(C)OCCCO1,201,84:08401:2:PV-006013021266;84:08401:8:PV-006013659217;84:08402:2:PV-002536528104;
CC12CCC(C1)C2(C)C,190,84:08401:2:PV-006013036162;84:08401:8:PV-006013598906;84:08402:4:PV-006014203664;
Cc1ccc2[nH]ccc(=O)c2c1,38,84:08401:2:PV-006013040768;84:08405:8:PV-006017704686;84:08407:7:PV-006019631863;
NC1CC2CCCCC12,28,84:08401:2:PV-006013053156;84:08404:8:PV-003673480363;84:08409:2:PV-003674998449;
O=c1cc2c(n[nH]1)CCNC2,84,84:08401:2:PV-006013058977;84:08402:7:PV-006014603456;84:08403:7:PV-002329567431;
Clc1csc2ncccc12,138,84:08401:2:PV-006013060562;84:08401:8:PV-002174274262;84:08402:2:PV-002174282487;
Nc1ncns1,38,84:08401:2:PV-006013072813;84:08402:1:PV-006013911662;84:08403:0:PV-006014918593;
O=S1(=O)CCCc2ccccc21,146,84:08401:2:PV-006013086090;84:08401:4:PV-002952334332;84:08401:8:PV-002952376448;
CC1CNCc2ccccc2O1,52,84:08401:2:PV-006013086896;84:08402:5:PV-002122543234;84:08402:9:PV-003672840727;
Fc1cc(Cl)c2[nH]ccc2c1,47,84:08401:2:PV-006013088333;84:08403:7:PV-006015468926;84:08405:5:PV-006017490940;
OC1CCC2(CCNC2)CC1,28,84:08401:2:PV-006013095211;84:08411:5:PV-002953654134;84:08413:9:PV-006025934968;
CC1(C)Cc2cnc(Cl)nc2C1,56,84:08401:2:PV-006013098326;84:08401:6:PV-006013427906;84:08402:1:PV-006014034446;
Cc1ncncc1F,172,84:08401:2:PV-003672265602;84:08402:2:PV-002536530102;84:08402:8:PV-003672797996;
OC1CC2CCCC(C1)N2,23,84:08401:2:PV-003672265703;84:08403:0:PV-006014900889;84:08407:1:PV-003674273033;
O=c1nc2[nH]cnc2c[nH]1,7,84:08401:2:PV-003672266129;84:08422:5:PV-006034594290;84:08428:2:PV-003681485311;
Cc1ncnc2[nH]ncc12,61,84:08401:2:PV-003672266557;84:08404:2:PV-003673304163;84:08405:3:PV-003673681993;
CC12CCC1CCN2,96,84:08401:2:PV-003672266734;84:08401:5:PV-003672363372;84:08402:4:PV-006014237662;
CC1OC2(CCNCC2)NC1=O,19,84:08401:2:PV-003672267254;84:08403:9:PV-003673171901;84:08405:0:PV-003673554909;
CN1CCn2nccc2C1=O,72,84:08401:2:PV-002952300035;84:08401:7:PV-003672443040;84:08402:6:PV-002952488946;
CC1(C)Oc2ccccc2O1,163,84:08401:2:PV-002952300573;84:08401:6:PV-002484774473;84:08401:9:PV-002277778195;
Oc1ccc2cccnc2c1,173,84:08401:2:PV-002536508423;84:08402:0:PV-002381286107;84:08402:1:PV-002952423611;
Cc1ccc2nc[nH]c2c1,105,84:08401:2:PV-002122515855;84:08402:6:PV-006014452125;84:08402:7:PV-003672768363;
CN1CCc2ccccc2C1=O,139,84:08401:2:PV-002381270641;84:08401:2:PV-002952305677;84:08401:7:PV-002226020019;
C1CCOC2(CC1)CNC2,3,84:08401:2:PV-003672272705;84:08439:3:PV-003685284679;84:08468:0:PV-003695113287;
Nc1ncnc2[nH]cnc12,46,84:08401:2:PV-002952302920;84:08407:4:PV-006019277607;84:08408:5:PV-003674753551;
Cc1cc2nccn2cc1C,134,84:08401:2:PV-003672274600;84:08405:6:PV-003673761440;84:08406:5:PV-003674061220;
CC1(C)CNCc2cccc(F)c21,83,84:08401:2:PV-002952302924;84:08401:5:PV-006013300895;84:08403:7:PV-006015531371;
CC1(C)COCN1,24,84:08401:2:PV-002952303037;84:08407:1:PV-003674279797;84:08408:1:PV-003674612172;
OC1CC(O)C12CCCNC2,39,84:08401:2:PV-002952303236;84:08401:5:PV-003672388805;84:08403:5:PV-002952601677;
Oc1cc(O)ncn1,220,84:08401:2:PV-003672275401;84:08401:2:PV-002952303267;84:08402:0:PV-002952407394;
Cn1c(=O)sc2ccccc21,172,84:08401:2:PV-003672275500;84:08402:5:PV-003672701866;84:08402:6:PV-002433042363;
Clc1cc2cc[nH]c2s1,217,84:08401:2:PV-003672275546;84:08401:4:PV-003672343001;84:08402:2:PV-003672593612;
CC1COCCCN1,45,84:08401:2:PV-003672276028;84:08402:3:PV-003672661177;84:08404:1:PV-003673263657;
Fc1cc(Cl)cc2c1CNCC2,90,84:08401:2:PV-002952303796;84:08401:5:PV-002122523118;84:08403:0:PV-002122551902;
O=C1NCNc2cc(Cl)ccc21,6,84:08401:2:PV-003672277532;84:08412:8:PV-002953836675;84:08421:7:PV-002955005478;
C1CNC2(C1)CCCSC2,46,84:08401:2:PV-002588261943;84:08402:2:PV-002588281406;84:08402:4:PV-002952457874;
CC1CCCCC1O,66,84:08401:2:PV-002952304461;84:08401:3:PV-006013243316;84:08401:7:PV-002952369543;
CC1(C)CN=CO1,65,84:08401:2:PV-002952304697;84:08403:4:PV-003673027056;84:08404:8:PV-002952781926;
CC1Nc2ccccc2C1C,76,84:08401:2:PV-003672279443;84:08401:4:PV-002952327320;84:08401:5:PV-006013320854;
Clc1ccc2cccn2c1,43,84:08401:2:PV-003672280272;84:08401:3:PV-006013150145;84:08401:3:PV-006013150146;
Cc1coc2c(Cl)cccc12,61,84:08401:2:PV-003672281277;84:08401:3:PV-006013197406;84:08403:7:PV-006015486675;
Oc1ccnc2c(F)c(Cl)ccc12,43,84:08401:2:PV-003672281686;84:08404:9:PV-003673543191;84:08408:7:PV-002122668339;
CC1=Cc2ccccc2S1(=O)=O,33,84:08401:2:PV-003672282171;84:08404:0:PV-002952667885;84:08410:6:PV-006022549013;
C1CC2(CCN1)OCCO2,43,84:08401:2:PV-002277763601;84:08402:8:PV-002952514942;84:08407:4:PV-002329642172;
Cc1ccc2c(c1)CNCC2,179,84:08401:2:PV-003672283581;84:08401:8:PV-002329527619;84:08402:5:PV-002174288332;
O=C1NCNc2ccc(F)cc21,8,84:08401:2:PV-002952306639;84:08417:8:PV-002954493257;84:08438:2:PV-002957200398;
Cc1cc2[nH]c(=O)ccn2n1,62,84:08401:2:PV-001978427333;84:08401:6:PV-002952352128;84:08401:6:PV-006013466273;
OC1CC2CC1CN2,26,84:08401:2:PV-003672285470;84:08403:3:PV-003672987014;84:08404:9:PV-006016803099;
CC1(C)CNc2ccccc2S1,21,84:08401:2:PV-002952307217;84:08427:1:PV-002955730966;84:08435:9:PV-003684133161;
C1COCC2(C1)CCOCC2,59,84:08401:2:PV-003672286075;84:08401:3:PV-006013118307;84:08403:5:PV-006015371876;
CN1CCc2[nH]ncc2C1,115,84:08401:2:PV-003672286187;84:08402:7:PV-002952495551;84:08402:9:PV-006014713292;
CN=[SH](C)=O,214,84:08401:2:PV-002952307429;84:08401:8:PV-006013614483;84:08401:8:PV-002588274325;
Nc1ccnnc1,25,84:08401:2:PV-002952307442;84:08405:3:PV-002952847945;84:08406:8:PV-002953045893;
c1cc2c(cn1)NCCC2,185,84:08401:2:PV-003672288703;84:08402:4:PV-006014280818;84:08402:6:PV-006014515000;
c1cc2c(nn1)CCCC2,147,84:08401:3:PV-002952308995;84:08402:0:PV-002952409818;84:08403:3:PV-002952576705;
c1nnc2n1CCOC2,262,84:08401:3:PV-002952309073;84:08401:6:PV-002952359172;84:08402:6:PV-003672742462;
CC1(C)CCNCCO1,89,84:08401:3:PV-002588262687;84:08404:9:PV-006016805393;84:08405:6:PV-002952876239;
Nc1cnn2cccnc12,4,84:08401:3:PV-002952309418;84:08424:8:PV-003680313242;84:08449:6:PV-002958709865;
O=S1(=O)CCC2(CNCCO2)C1,33,84:08401:3:PV-002277764180;84:08401:7:PV-002226019705;84:08408:5:PV-002329665032;
Cc1csc2ncnc(N)c12,36,84:08401:3:PV-003672293522;84:08402:5:PV-003672725795;84:08403:2:PV-003672965513;
Oc1cccc2c1CCNC2,98,84:08401:3:PV-002588262887;84:08402:0:PV-002329532380;84:08402:5:PV-002588287268;
OC1CC2COC(C2)C1O,32,84:08401:3:PV-003672294555;84:08406:3:PV-003673994667;84:08415:1:PV-003677013109;
CC12CCCCC1Nc1ccccc12,35,84:08401:3:PV-003672294727;84:08407:7:PV-003674477055;84:08407:7:PV-003674477056;
Cc1cc2cc(Cl)ccc2cn1,5,84:08401:3:PV-002952310865;84:08418:0:PV-003677998602;84:08441:0:PV-002957576004;
O=C1CC2(CCC2)C1,130,84:08401:3:PV-002952311262;84:08402:3:PV-002952451203;84:08402:4:PV-002952462073;
Cc1cc(Cl)cc2[nH]c(=O)oc12,8,84:08401:3:PV-002952311406;84:08411:5:PV-003675764728;84:08431:3:PV-003682539022;
NC1CCOCC1,212,84:08401:3:PV-003672296989;84:08401:3:PV-003672310114;84:08402:0:PV-002952407027;
Cc1ccc2sc(=O)n(C)c2c1,34,84:08401:3:PV-002484767272;84:08405:6:PV-003673757153;84:08405:6:PV-003673757154;
Clc1ccc2c(c1)CNC2,128,84:08401:3:PV-002952311588;84:08402:3:PV-002952449533;84:08402:5:PV-002226036085;
CC12CCCC(CN1)C2,195,84:08401:3:PV-003672297842;84:08402:8:PV-003672820628;84:08403:2:PV-003672938478;
Cc1c[nH]c2cc(Cl)cc(Cl)c12,74,84:08401:3:PV-003672299399;84:08401:3:PV-003672299400;84:08401:3:PV-006013205678;
CC1NCc2ccccc21,179,84:08401:3:PV-002122517681;84:08402:3:PV-006014125998;84:08402:3:PV-006014125999;
Cc1cccc2c1C(C)CC2,17,84:08401:3:PV-002952312866;84:08405:5:PV-003673723822;84:08407:9:PV-003674552287;
C1=NCC2(CCCC2)N1,58,84:08401:3:PV-002952313246;84:08404:7:PV-002952767242;84:08406:2:PV-002952955568;
O=S1(=O)CCC12CCNCC2,195,84:08401:3:PV-002679778076;84:08401:8:PV-002679800908;84:08401:9:PV-002679802617;
Cc1ncc2c(C)csc2n1,35,84:08401:3:PV-003672301677;84:08401:4:PV-002952324487;84:08403:9:PV-002952651403;
c1cc2c(cn1)CNCCO2,84,84:08401:3:PV-002952313483;84:08404:9:PV-002952792283;84:08405:5:PV-002952874507;
CC1(C)C=Cc2ccccc2O1,102,84:08401:3:PV-002122517818;84:08402:0:PV-006013814391;84:08402:1:PV-002536527804;
Clc1ccc2ccncc2c1,230,84:08401:3:PV-002952313807;84:08401:5:PV-002536514757;84:08401:8:PV-006013685262;
CC1CNCCC(O)C1,39,84:08401:3:PV-002952314749;84:08402:6:PV-002952487782;84:08403:1:PV-002952548236;
CN1CC(C)(C)Nc2ccccc21,14,84:08401:3:PV-002588263554;84:08407:2:PV-002536630528;84:08410:1:PV-002433195189;
O=C1COCc2ncsc21,28,84:08401:3:PV-002952314966;84:08406:7:PV-003674155077;84:08411:9:PV-003675906759;
Fc1ccc(F)c2c1CCC2,34,84:08401:3:PV-002226012466;84:08404:3:PV-003673332269;84:08406:3:PV-006018126913;
c1cc2c(s1)COCC2,54,84:08401:3:PV-000510766572;84:08401:3:PV-000506551314;84:08402:7:PV-003672778553;
NC1CNCc2ccccc21,75,84:08401:3:PV-002952315235;84:08402:2:PV-002952433702;84:08402:4:PV-003672685568;
Cc1ccc2nc(C)ccc2c1,86,84:08401:3:PV-003672307066;84:08401:3:PV-006013227639;84:08401:3:PV-006013227640;
Fc1ccc2c(c1)NCCN2,144,84:08401:3:PV-002174263871;84:08401:8:PV-002588273496;84:08401:8:PV-002433027396;
O=S1(=O)Cc2ccccc2C1,118,84:08401:3:PV-002952315784;84:08401:9:PV-003672495923;84:08402:8:PV-002952517125;
Fc1cc(F)c2c(c1)CCC2,103,84:08401:3:PV-002484767943;84:08404:0:PV-003673221229;84:08406:0:PV-006017843592;
CC1CCNC2(CC2)C1,63,84:08401:3:PV-002952316060;84:08405:0:PV-003673551570;84:08405:7:PV-006017620471;
CC1(C)Cc2ccsc2C1,205,84:08401:3:PV-002952316173;84:08401:4:PV-003672341952;84:08401:7:PV-003672427038;
Cc1cc2cccnn2n1,185,84:08401:3:PV-003672309840;84:08401:7:PV-002952366965;84:08401:8:PV-002952380133;
CC1Oc2ccccc2C1C,144,84:08401:3:PV-002381272937;84:08401:9:PV-002952394832;84:08403:8:PV-002952638703;
CC1(C)CCNCCS1(=O)=O,44,84:08401:3:PV-002381272937;84:08402:0:PV-003672544561;84:08402:8:PV-002381302567;
O=C1COC=NN1,73,84:08401:3:PV-002952317103;84:08402:7:PV-002952494559;84:08402:8:PV-002952520075;
C1CC2(CCO2)CN1,13,84:08401:3:PV-003672311804;84:08404:3:PV-003673328104;84:08409:9:PV-002953449045;
NC1CC(F)(F)C1,16,84:08401:3:PV-002952318203;84:08407:0:PV-003674233943;84:08411:0:PV-002953602029;
Cc1cnc(C)c(N)c1,166,84:08401:3:PV-003672315600;84:08401:3:PV-002952318717;84:08401:6:PV-002952356836;
CC1CCNCC(C)O1,48,84:08401:3:PV-003672316145;84:08401:3:PV-003672318113;84:08401:8:PV-006013627605;
Oc1ncnc2cc(Cl)ccc12,63,84:08401:3:PV-003672316966;84:08401:4:PV-003672332744;84:08401:6:PV-003672406487;
CC1CC(O)CN1C,128,84:08401:3:PV-002952319324;84:08402:0:PV-003672533436;84:08402:6:PV-002952487950;
c1ccc2c(c1)Cn1nncc1CN2,5,84:08401:3:PV-003672317308;84:08408:8:PV-006020674587;84:08431:7:PV-002174884398;
Cc1nc2ncccc2[nH]1,63,84:08401:3:PV-002952319507;84:08401:5:PV-003672380114;84:08403:5:PV-002952604960;
Cc1cnn2ccncc12,49,84:08401:3:PV-003672318144;84:08401:8:PV-002952386782;84:08402:7:PV-002952496948;
Clc1ncc2c(n1)CCC2,54,84:08401:3:PV-006013106744;84:08401:3:PV-006013122843;84:08404:9:PV-006016732874;
FC1CNCC(F)C1,81,84:08401:3:PV-006013112777;84:08401:8:PV-003672491200;84:08405:3:PV-002952842375;
Cc1ccc2c(c1)COCC2,84,84:08401:3:PV-006013113133;84:08401:7:PV-006013555785;84:08408:2:PV-003674640644;
Fc1ccc2[nH]cc(Cl)c2c1,77,84:08401:3:PV-006013128151;84:08401:4:PV-002952325591;84:08402:5:PV-002433041820;
FC1(F)CC2CC1CN2,25,84:08401:3:PV-006013131682;84:08402:5:PV-003672712095;84:08404:9:PV-002952786411;
O=C1CNC(=O)CN1,61,84:08401:3:PV-006013136310;84:08406:7:PV-003674142260;84:08410:9:PV-006022865931;
O=C1NCCCNC12CCC2,25,84:08401:3:PV-006013137277;84:08401:6:PV-002226017638;84:08407:3:PV-002277886077;
C1CN2CCC(C2)N1,43,84:08401:3:PV-006013144777;84:08401:5:PV-003672385159;84:08401:7:PV-002952364678;
CC12CCCCC1CN2,65,84:08401:3:PV-006013148140;84:08401:5:PV-006013385068;84:08402:8:PV-003672800770;
C1OC2C3COC2C1N3,28,84:08401:3:PV-006013155567;84:08402:7:PV-006014632426;84:08403:4:PV-006015257659;
Cc1cnc2n1CCNC2,12,84:08401:3:PV-006013155709;84:08420:8:PV-003678955926;84:08425:1:PV-003680433233;
O=S1(=O)CC2(CCN2)C1,48,84:08401:3:PV-006013158708;84:08403:4:PV-006015204599;84:08403:9:PV-002952657042;
O=C1CCC(F)CC1,29,84:08401:3:PV-006013159855;84:08401:3:PV-006013159856;84:08401:3:PV-006013159857;
Cc1cc(C)c2c(c1)NCCC2,64,84:08401:3:PV-006013162443;84:08405:7:PV-002226102540;84:08406:5:PV-002174370045;
C1COC2CNCC2O1,28,84:08401:3:PV-006013163509;84:08402:6:PV-006014368757;84:08404:4:PV-002952727913;
CC1N=CN2CCCC12,33,84:08401:3:PV-006013169977;84:08404:0:PV-006015828767;84:08407:1:PV-006019032382;
c1nc2c([nH]1)CCNC2,93,84:08401:3:PV-006013177449;84:08401:3:PV-006013177450;84:08401:3:PV-006013177451;
O=S1(=O)CCC2(CCCCO2)CC1,49,84:08401:3:PV-006013178025;84:08406:3:PV-002952976315;84:08409:0:PV-002953337279;
Cc1cc(Cl)c(C)cc1Cl,89,84:08401:3:PV-006013179323;84:08402:8:PV-002329547607;84:08404:0:PV-006015846996;
O=S1(=O)CC2CNCC21,388,84:08401:3:PV-006013179873;84:08401:5:PV-006013399161;84:08401:6:PV-006013458934;
OC1CNCCOC1,24,84:08401:3:PV-006013180133;84:08406:2:PV-002952956651;84:08407:5:PV-002953129818;
O=S1(=O)CC2(CCCC2)CN1,19,84:08401:3:PV-006013182599;84:08402:6:PV-002952487634;84:08404:5:PV-003673393196;
Clc1cc2[nH]ccc2s1,313,84:08401:3:PV-006013184631;84:08401:4:PV-002952329274;84:08401:4:PV-003672343519;
CN1CCn2nccc2C1,42,84:08401:3:PV-006013188521;84:08402:7:PV-002433044938;84:08406:4:PV-002588368594;
FC1(F)CC12CCCNC2,27,84:08401:3:PV-006013190621;84:08405:9:PV-003673876345;84:08413:2:PV-002953889839;
c1ccc2c(c1)nc1n2CCNC1,26,84:08401:3:PV-006013228479;84:08401:8:PV-006013609453;84:08403:2:PV-006015025055;
NC1CCCC1O,126,84:08401:3:PV-006013230620;84:08405:2:PV-003673627394;84:08405:5:PV-003673733843;
Clc1ccnc2[nH]ncc12,255,84:08401:3:PV-006013235761;84:08401:5:PV-006013414853;84:08401:8:PV-003672464128;
Oc1ccc2c(n1)CCNC2,40,84:08401:3:PV-006013239043;84:08403:0:PV-003672870209;84:08404:0:PV-003673237058;
CN1CC2CCCC(CC1=O)N2,17,84:08401:3:PV-006013239401;84:08409:9:PV-006021874148;84:08418:6:PV-002954604927;
c1cc2n(c1)CCNC21CCC1,10,84:08401:3:PV-006013240783;84:08408:7:PV-003674824221;84:08415:0:PV-003676967602;
c1cnc2scnc2n1,115,84:08401:3:PV-006013245665;84:08401:7:PV-002952364930;84:08401:9:PV-006013745955;
CN1CCOCC2(COCCN2)C1,6,84:08401:3:PV-006013250364;84:08433:8:PV-006046072158;84:08438:8:PV-002957287412;
