fragment_smiles,occurences,example_ligands
Nc1nc2ccccc2o1,274,197:19700:3:Z4770054458;197:19700:4:Z3378565822;197:19700:4:Z4121838849;
c1scc2c1OCCO2,325,197:19700:3:Z2493085659;197:19701:3:Z2649933664;197:19701:5:Z2497844187;
OC1CC2CCC2C1O,135,197:19700:3:Z3683052490;197:19700:4:Z3713342595;197:19702:6:Z4490929915;
Nc1nnco1,316,197:19700:3:Z2074212232;197:19700:6:Z2802159356;197:19701:0:Z2802158433;
CN1C(=O)c2cccc3cccc1c23,155,197:19700:3:Z3620492475;197:19700:7:Z2359152659;197:19702:5:Z1675751463;
Cn1cnc2cnccc21,642,197:19700:3:Z4478198405;197:19700:5:Z2803163548;197:19700:6:Z2637046178;
CC1CS(=O)(=O)CCN1,345,197:19700:3:Z3564656215;197:19700:3:Z3564656214;197:19700:3:Z1247596363;
Cc1nnc2n1CCC2C,247,197:19700:3:Z4166408055;197:19700:6:Z4244132256;197:19700:7:Z3837100239;
Cc1cc(F)cc(F)c1,393,197:19700:3:Z2962986010;197:19700:3:Z2409155950;197:19700:4:Z2383905936;
C1CC2CC2CCN1,422,197:19700:3:Z4007724401;197:19700:4:Z3646927903;197:19700:6:Z5035365350;
CC1NCc2ccccc2NC1=O,198,197:19700:3:Z3700022534;197:19700:8:Z3358563958;197:19702:4:Z2691297813;
CC1CC(C)OC(C)C1,189,197:19700:3:Z3672781166;197:19700:5:Z3644115325;197:19700:6:Z3644112995;
c1nc2c(o1)CCCC2,182,197:19700:3:Z4312136111;197:19700:3:Z2834366086;197:19700:5:Z2794664635;
Cc1cccc2ccn(C)c12,120,197:19700:3:Z4771336888;197:19700:6:Z2062454339;197:19700:8:Z3568428527;
Cc1ncnc2c1CCCC2,499,197:19700:3:Z3467025018;197:19700:7:Z3503831265;197:19700:9:Z3468496764;
Cc1cccc2c1NCNC2=O,11,197:19700:3:Z1003784106;197:19713:0:Z355468492;197:19716:3:Z1160821620;
CC1=CCNC(=O)N1,362,197:19700:3:Z727347276;197:19700:4:Z1883053380;197:19701:3:Z1893693519;
Cc1cccc2ccnnc12,166,197:19700:3:Z3840222857;197:19700:6:Z3950722765;197:19701:3:Z3950926825;
C1C2CC3CC1CC(C2)N3,4,197:19700:3:Z3207830400;197:19762:5:Z3207829612;197:19762:5:Z3207820943;
Cc1ccc2cccnc2n1,621,197:19700:3:Z4870365435;197:19700:4:Z4241896176;197:19700:4:Z4076994037;
CC1CCC2(CN1)OCc1ccccc12,120,197:19700:3:Z4150605326;197:19700:7:Z3624975147;197:19701:6:Z4210284952;
FC1(F)CCC2CNCC21,259,197:19700:3:Z2968729158;197:19700:4:Z3696812890;197:19700:8:Z4308158015;
Oc1nc2c(s1)CCCC2,24,197:19700:3:Z3098519889;197:19711:2:Z3136296189;197:19711:7:Z3262647346;
FC1C2CCCCC12,53,197:19700:3:Z4316633976;197:19701:5:Z4318044577;197:19704:3:Z4318838390;
OC1CNC2(CCOCC2)C1,257,197:19700:3:Z3626459891;197:19700:7:Z3626472119;197:19700:8:Z3681647785;
CC1CC2(CCO1)CNCC(C)O2,417,197:19700:3:Z2978821696;197:19700:8:Z2776445024;197:19700:8:Z2959297714;
Cc1cc2ccsc2s1,75,197:19700:3:Z3369376222;197:19701:7:Z3384017491;197:19701:8:Z4173690937;
FC1(F)CCC2(CC1)CNC2,196,197:19700:3:Z3610852385;197:19701:2:Z3610863349;197:19701:5:Z4604086579;
C1CC2CCNC(C1)C2,81,197:19700:3:Z3142786118;197:19701:5:Z3142767949;197:19702:5:Z3142782248;
Fc1cc2nc[nH]c2cc1F,877,197:19700:3:Z4347576252;197:19700:5:Z4869902869;197:19700:5:Z1538544205;
NC1CNCC2(CCC2)C1,63,197:19700:3:Z3342382787;197:19700:8:Z4055333218;197:19701:4:Z3143894974;
c1ncc2c(n1)CC1CCCC2N1,20,197:19700:3:Z4168454331;197:19701:5:Z4168453893;197:19710:1:Z4168452531;
CC1NCN(C)C1=O,195,197:19700:3:Z3650820975;197:19700:8:Z2433282475;197:19701:4:Z2842952707;
Clc1cccc2sccc12,68,197:19700:3:Z3611912677;197:19700:8:Z1204922419;197:19704:6:Z1384661130;
Fc1cc(F)c2c(c1)CNCC2,275,197:19700:3:Z1439638005;197:19700:5:Z1440106254;197:19700:7:Z1442968871;
Cn1ncc2c1CCC(F)C2,48,197:19700:3:Z3506318378;197:19708:0:Z3508270925;197:19708:0:Z3508271936;
Cc1cccc(Cl)c1Cl,47,197:19700:3:Z1534330816;197:19703:6:Z1534333836;197:19704:9:Z1534340451;
Cc1ccc2c(C)noc2n1,379,197:19700:3:Z1195565938;197:19700:6:Z3723936809;197:19700:6:Z3723936811;
Cc1cn2ncccc2n1,443,197:19700:3:Z4273382468;197:19700:7:Z4273405078;197:19700:7:Z3348233136;
O=C1C2CCCC1CC2,272,197:19700:3:Z4574924312;197:19701:1:Z4023157041;197:19701:1:Z4023156971;
Cc1cc2ccccc2n1C,619,197:19700:3:Z3184671488;197:19700:7:Z3621782101;197:19701:1:Z3091789174;
Cc1cccc2cncnc12,72,197:19700:3:Z1449781114;197:19701:4:Z3394126593;197:19702:4:Z1449787553;
CC1(C)CCc2ncncc2C1,61,197:19700:3:Z4403609328;197:19700:5:Z3606127908;197:19702:2:Z3606128552;
Cc1ccc2c(O)ccnc2n1,113,197:19700:3:Z2014302223;197:19700:5:Z1186287778;197:19701:6:Z1635700191;
c1cn2c(n1)NCC2,58,197:19700:3:Z3605644046;197:19700:7:Z2691406794;197:19702:9:Z2851638210;
Fc1c(Cl)ccn2nccc12,95,197:19700:3:Z3298982275;197:19701:3:Z3353608957;197:19703:0:Z3299344389;
CC1CCCN(C)C1,527,197:19700:3:Z1430919961;197:19700:5:Z2771420980;197:19700:7:Z963958900;
Cc1ncn2c1CCC2,210,197:19700:3:Z4504949808;197:19700:5:Z4000053676;197:19700:6:Z4504730197;
C1CNC2COCC2C1,620,197:19700:3:Z3787694195;197:19700:5:Z3154189317;197:19700:9:Z3789996424;
CC1CNCC(=O)N1,165,197:19700:3:Z2297429532;197:19701:2:Z2285256750;197:19702:1:Z2291578794;
C1CC2NC1CC1CC12,197,197:19700:3:Z3583436147;197:19702:0:Z3707857668;197:19702:2:Z3700031895;
O=C1C2CCCCC1CCC2,254,197:19700:3:Z2763759846;197:19700:7:Z3899307873;197:19701:0:Z3590537773;
Nc1ncnc2ccccc12,591,197:19700:3:Z2066544259;197:19700:6:Z638505758;197:19700:7:Z2862641087;
Clc1ccc(Cl)s1,252,197:19700:3:Z166341316;197:19700:8:Z615647404;197:19701:1:Z1431954964;
c1cc2c(o1)CCCC2,552,197:19700:3:Z1389397239;197:19700:4:Z3085309474;197:19700:4:Z4113037730;
Cc1cn2ccncc2n1,345,197:19700:3:Z2298730235;197:19700:5:Z1870351205;197:19700:5:Z1870053594;
CC1CNCC2(CCOC2C)O1,421,197:19700:3:Z4273181553;197:19700:4:Z2907625257;197:19700:6:Z3603190110;
Cc1ncc(F)c(C)n1,48,197:19700:3:Z4138700100;197:19701:2:Z3396197618;197:19708:3:Z1309574156;
O=C1CCC2(CNC2)N1,129,197:19700:3:Z4712776625;197:19701:1:Z3623200321;197:19701:1:Z3623197948;
C1CCC2(CC1)CCCCC2,154,197:19700:3:Z1816212447;197:19702:0:Z4025899807;197:19702:1:Z1816209009;
O=C1CS(=O)(=O)CCN1,114,197:19700:3:Z3646570496;197:19700:3:Z3646570263;197:19701:9:Z2946156421;
Clc1ncc2c(n1)CCOC2,79,197:19700:3:Z3555964764;197:19700:4:Z3558040000;197:19704:3:Z3556471200;
CN1C(=O)NCC12CNC2,240,197:19700:3:Z4010986175;197:19700:8:Z4011178011;197:19701:8:Z4024054482;
C1CNCN1,119,197:19700:3:Z3187849813;197:19700:7:Z3059407471;197:19702:1:Z3139269658;
c1nnn2c1CNCCC2,266,197:19700:3:Z2869711165;197:19701:3:Z4149878361;197:19701:6:Z3086682088;
Fc1ccc2c(c1)CCN2,300,197:19700:3:Z2011955056;197:19700:4:Z3470518829;197:19700:5:Z2907949672;
C1CNC2CCCNC2C1,337,197:19700:3:Z2228795865;197:19700:6:Z4112587529;197:19700:8:Z4111543835;
Cc1cn2c(n1)CNCC2,324,197:19700:3:Z1644506997;197:19700:5:Z2800877106;197:19700:6:Z3876615328;
Cn1cccnc1=O,59,197:19700:3:Z2873752393;197:19701:5:Z4991773902;197:19703:8:Z3554348228;
c1ccc2c3c(oc2c1)CCCC3,78,197:19700:3:Z2873752393;197:19704:2:Z1261354990;197:19704:3:Z2299666796;
Cc1nc2c3ccccc3ncn2n1,101,197:19700:3:Z3860661946;197:19701:5:Z220372402;197:19704:5:Z2615951200;
c1cc2cncnc2cn1,75,197:19700:3:Z2346848194;197:19705:7:Z4991954903;197:19706:7:Z2346754874;
Cn1ccc(=O)cc1,492,197:19700:3:Z5056144252;197:19700:4:Z3354748249;197:19700:7:Z2951992802;
CC1CCN(C)C1=O,64,197:19700:3:Z2783201167;197:19703:0:Z3382090294;197:19704:1:Z3171081042;
Fc1cccn2cncc12,129,197:19700:3:Z3410115516;197:19700:6:Z2707786350;197:19703:1:Z2716027591;
CC1CNC(C)C(C)O1,160,197:19700:3:Z1779674249;197:19700:9:Z1882701664;197:19702:6:Z1779189010;
CN1CC2CCCNC2C1,205,197:19700:3:Z4165260199;197:19700:7:Z2408096317;197:19701:4:Z2408095498;
Cn1cnc2sccc2c1=O,81,197:19700:3:Z3254598781;197:19705:2:Z1646112014;197:19705:3:Z24330665;
CN1CCc2ncsc2C1,454,197:19700:3:Z5047304904;197:19700:5:Z5059844642;197:19701:0:Z5044071793;
NC1CCNCC12CCC2,82,197:19700:3:Z3519707079;197:19700:6:Z3519705520;197:19700:6:Z3510735300;
Cc1cccc2ncncc12,68,197:19700:3:Z1533056999;197:19702:5:Z3394917362;197:19703:1:Z3648689940;
Clc1ccc2ocnc2c1,143,197:19700:3:Z2782039357;197:19700:6:Z3524579410;197:19700:9:Z3278042427;
Clc1cnc2occc2c1,42,197:19700:3:Z2698390781;197:19702:1:Z2629918028;197:19707:4:Z2263525742;
CN1CC2CCCC(CC1=O)N2,308,197:19700:3:Z3657383868;197:19700:7:Z3549210401;197:19700:8:Z3659198451;
CC1(C)CCCC1N,41,197:19700:3:Z4057015209;197:19702:0:Z3103141850;197:19704:2:Z3103778138;
C1CC2COCC(C1)C2,293,197:19700:3:Z4390797108;197:19700:4:Z4960528407;197:19700:5:Z4087611786;
CC1(C)Oc2ccccc2NC1=O,238,197:19700:3:Z3715356727;197:19702:3:Z3588412226;197:19702:7:Z3440294023;
CC1CNc2ccccc2NC1=O,289,197:19700:3:Z4437516919;197:19700:5:Z4109137082;197:19700:7:Z1642672262;
Cc1ccc2c(c1)SCCCN2,87,197:19700:3:Z1745612169;197:19701:1:Z4516785229;197:19702:3:Z1930621405;
CC1CNCC(C)(C)O1,867,197:19700:3:Z2948811277;197:19700:5:Z2982460199;197:19700:5:Z2231711274;
CN1c2ccccc2CCS1(=O)=O,232,197:19700:3:Z3436788820;197:19700:7:Z4141038917;197:19701:0:Z4132466241;
NC1CC2CC2C1,92,197:19700:3:Z2791455463;197:19701:8:Z3789404062;197:19702:0:Z3521219034;
c1ccc2c(c1)COC21CCCNC1,184,197:19700:3:Z1726843872;197:19700:5:Z1727253471;197:19700:7:Z1733387150;
c1ccc2c(c1)COC21CCCCC1,166,197:19700:4:Z4353262602;197:19700:4:Z4353267472;197:19700:8:Z4344143617;
C1CC2(CCN1)COCCN2,239,197:19700:4:Z3634602680;197:19700:5:Z4491883422;197:19700:5:Z4491883419;
O=C1CCNCCCCCCN1,257,197:19700:4:Z3361729760;197:19700:4:Z2814690960;197:19700:7:Z2873622642;
Cc1ccc2c(n1)OCCN2,198,197:19700:4:Z1590877467;197:19701:5:Z1590875690;197:19702:0:Z1885160945;
Cc1ccc2cccc(F)c2n1,196,197:19700:4:Z4116213665;197:19700:9:Z2480329626;197:19701:8:Z2473736697;
Oc1cccc2c1CCCN2,101,197:19700:4:Z4353034525;197:19700:8:Z4829482286;197:19701:4:Z4347082088;
Fc1cc(Cl)cc2c1CCCC2,64,197:19700:4:Z3787800782;197:19701:4:Z2299205205;197:19702:0:Z2310725866;
CC1(C)Cc2cccc(O)c2O1,174,197:19700:4:Z1331722508;197:19701:4:Z2177889031;197:19701:5:Z1178250631;
Oc1cccc2c1CCNC2,277,197:19700:4:Z3136037512;197:19700:5:Z2720645019;197:19700:5:Z2710459668;
CN1C(=O)NC2CNCCC21,339,197:19700:4:Z4867298512;197:19700:6:Z4869559613;197:19700:8:Z4835038019;
Cc1ccc2cccnc2c1Cl,91,197:19700:4:Z3898845616;197:19702:9:Z4154904247;197:19703:3:Z4250056551;
CN1Cc2ccccc2CC1=O,227,197:19700:4:Z3887977736;197:19701:4:Z3196644406;197:19702:1:Z3473301004;
c1ccc2c(c1)CC1CNCCCN21,231,197:19700:4:Z2178345411;197:19700:5:Z2174923920;197:19700:5:Z2978737399;
Fc1cc(Cl)cc(Cl)c1,167,197:19700:4:Z2202348234;197:19701:0:Z1973651876;197:19701:4:Z1973578674;
O=C1COc2ccncc2N1,122,197:19700:4:Z5018229294;197:19703:0:Z5018126742;197:19704:2:Z5018148996;
CN1CCc2[nH]c(=O)ccc2C1,440,197:19700:4:Z3438741503;197:19700:5:Z3438661398;197:19700:5:Z3606689091;
O=C1CNCC2COCCN12,301,197:19700:4:Z3701163543;197:19700:5:Z3658266414;197:19700:5:Z4401519052;
CN1CCOCC12CNCCOC2,448,197:19700:4:Z3615465725;197:19700:5:Z5001350651;197:19700:9:Z3615474496;
Cc1ccnnc1C,619,197:19700:4:Z3873523979;197:19700:4:Z3550136968;197:19700:5:Z3833194324;
O=S1(=O)Nc2ccccc2N1,103,197:19700:4:Z2721983503;197:19701:6:Z1915525700;197:19701:7:Z2273859993;
CN1C(=O)C(C)(C)c2ccccc21,605,197:19700:4:Z3408824033;197:19700:6:Z2673711739;197:19700:6:Z2625725580;
Cn1ccc(O)n1,148,197:19700:4:Z4140904832;197:19701:0:Z3526033395;197:19702:1:Z4140739711;
CC1NC=NNC1=O,190,197:19700:4:Z1752346739;197:19702:1:Z2297092523;197:19702:4:Z4186012370;
O=C1CCNCC1,580,197:19700:4:Z4478082087;197:19700:4:Z2873261086;197:19700:5:Z3347867152;
NC1CCOC2(CCC2)C1,173,197:19700:4:Z3103153859;197:19700:5:Z3134011903;197:19701:4:Z3101395538;
C1CC2(CCN1)CCSCC2,169,197:19700:4:Z2782618832;197:19701:1:Z3181005104;197:19701:6:Z2782622145;
OC1CC2CNCC2C1,444,197:19700:4:Z4154364815;197:19700:4:Z4178896161;197:19701:2:Z4155403389;
Cc1cn2nccc2c(=O)[nH]1,179,197:19700:4:Z3203489326;197:19700:7:Z4154788239;197:19701:2:Z3180184789;
Cc1cnc2ccnn2c1,335,197:19700:4:Z2890484733;197:19700:4:Z3802808117;197:19701:1:Z3611911125;
Clc1cccc2c1CNC2,152,197:19700:4:Z3010044797;197:19700:5:Z3135815808;197:19701:6:Z2115437609;
CC1(C)CCc2ccsc2C1,45,197:19700:4:Z3007285450;197:19700:4:Z4691318772;197:19701:2:Z2870466744;
CC1CNCCc2ccc(O)cc21,160,197:19700:4:Z3649682172;197:19701:5:Z4084198443;197:19701:7:Z3712412347;
CC1CCC(C)C1,129,197:19700:4:Z1673011946;197:19701:9:Z1366260587;197:19703:7:Z1370064020;
Cc1ccnc2c(Cl)cccc12,71,197:19700:4:Z2775517873;197:19703:2:Z4239709187;197:19703:5:Z3385056251;
Cc1cncc(C)n1,189,197:19700:4:Z1959180067;197:19700:6:Z1961203051;197:19701:1:Z1959571124;
c1cc2ccsc2cn1,448,197:19700:4:Z2271739485;197:19700:4:Z2626806634;197:19700:9:Z2709114532;
Cc1ccc(O)cn1,221,197:19700:4:Z4291079827;197:19700:7:Z4907556777;197:19701:0:Z3641566633;
NC1CNC2(CCCOC2)C1,101,197:19700:4:Z3521200625;197:19700:5:Z3498938885;197:19700:8:Z4055719020;
CC1(C)C2CCC1CC2,296,197:19700:4:Z4629280328;197:19700:8:Z3204747987;197:19700:8:Z3054069145;
C1NCC2CC1CN2,557,197:19700:4:Z4245949866;197:19700:7:Z3707277405;197:19700:9:Z4234360236;
OC1CCNC12CCC2,156,197:19700:4:Z3787233396;197:19701:2:Z3899154940;197:19701:8:Z3899154003;
Clc1cc2nc[nH]c2cc1Cl,90,197:19700:4:Z2810196803;197:19700:4:Z4471125327;197:19700:8:Z4407682749;
OC1C2CCC(C2)C1O,650,197:19700:4:Z4231937095;197:19700:4:Z3841108560;197:19700:5:Z4317212202;
c1nc2c(o1)CCSC2,156,197:19700:4:Z4907637328;197:19702:4:Z4909144903;197:19703:0:Z4907645213;
c1ccc2c(c1)CC1CCC2C1,40,197:19700:4:Z4157615370;197:19701:2:Z4153061935;197:19706:4:Z4158361289;
FC1(F)CC12CCCNC2,282,197:19700:4:Z2474668141;197:19700:8:Z2485445873;197:19701:0:Z2477679878;
CC1CC2(CCCC2)CN1,158,197:19700:4:Z3318349197;197:19702:0:Z3319186895;197:19702:1:Z4909543997;
NC1CC12CCC2,92,197:19700:4:Z3045296590;197:19700:5:Z3045221707;197:19701:6:Z3141956529;
C1CCC2(CCCC2)NC1,219,197:19700:4:Z4031904016;197:19700:6:Z4030169879;197:19701:9:Z4455288041;
Cn1c2c(ccc1=O)CCCC2,512,197:19700:4:Z4214780606;197:19700:7:Z3554526685;197:19700:8:Z4133040997;
OC1CC2(CCNCC2)C1,468,197:19700:4:Z4143216710;197:19700:8:Z4137702530;197:19700:8:Z5061668194;
Cc1oc2ncnc(N)c2c1C,153,197:19700:4:Z1450038460;197:19701:7:Z2603738071;197:19702:2:Z1974035799;
C1CC2(CCSC2)CN1,170,197:19700:4:Z3435038482;197:19700:5:Z3602004990;197:19700:5:Z3592302209;
Oc1cccc2c1CCCC2,445,197:19700:4:Z2229470714;197:19700:4:Z2040012419;197:19700:9:Z3055749139;
Fc1cccc2c1CCN2,246,197:19700:4:Z1692056394;197:19700:5:Z4112348375;197:19700:6:Z4194182670;
CC1Cc2cc(F)ccc2CN1,96,197:19700:4:Z3588051089;197:19703:7:Z3603359529;197:19703:8:Z3384602589;
CC1CCC(C)C1(C)C,132,197:19700:4:Z4322087724;197:19702:4:Z2620821413;197:19702:9:Z3723944695;
CC1NCC(=O)Nc2ccccc21,63,197:19700:4:Z4925238084;197:19702:4:Z4925249877;197:19704:7:Z4925249622;
C1COC2(CNC2)CO1,193,197:19700:4:Z3404241955;197:19700:4:Z4505976790;197:19700:7:Z3612221261;
c1cnon1,93,197:19700:4:Z4935100684;197:19700:8:Z3576069208;197:19702:6:Z2599706349;
C1CNCSC1,260,197:19700:4:Z4935100684;197:19700:6:Z4470797009;197:19701:0:Z4935098628;
CC1CNCc2c[nH]nc21,124,197:19700:4:Z2916188610;197:19700:7:Z2916191828;197:19701:5:Z2916191704;
CN=[SH](C)=O,705,197:19700:4:Z3474589903;197:19700:4:Z3554376060;197:19700:9:Z4638104931;
Fc1cc(F)c2c(c1)CCC2,212,197:19700:4:Z3101736930;197:19700:5:Z3054606799;197:19700:5:Z3192140999;
C1COC2(CCSC2)CN1,293,197:19700:4:Z2439030854;197:19700:5:Z4395468527;197:19700:9:Z3094079699;
O=C1CCCCC2CCCN12,292,197:19700:4:Z3466540049;197:19700:4:Z3575907134;197:19700:6:Z3541250098;
O=C1COCCC2(CNC2)N1,139,197:19700:4:Z5045339731;197:19700:7:Z4265356884;197:19701:0:Z5007846407;
CC1(C)CNCC2(CNC2)O1,135,197:19700:4:Z2781219463;197:19700:6:Z4028374818;197:19702:2:Z2838049952;
Cn1ncc2cccc(O)c21,220,197:19700:4:Z3416538672;197:19700:9:Z2175213036;197:19701:6:Z1979109687;
C1NCC2CSCC12,150,197:19700:4:Z2876575384;197:19701:2:Z2859596197;197:19701:7:Z4541556156;
Cc1ccc(=O)n(C)c1,304,197:19700:4:Z1441651672;197:19700:8:Z1441658185;197:19700:9:Z1441648674;
Cc1cccc2c(=O)[nH]cnc12,922,197:19700:4:Z385041518;197:19700:4:Z1009350412;197:19700:6:Z2175161898;
Cc1csc(N)c1,24,197:19700:4:Z3864821813;197:19712:3:Z3865485267;197:19717:5:Z3865208153;
O=C1CCNN1,43,197:19700:4:Z3321519934;197:19703:9:Z3322753366;197:19704:1:Z3321519755;
O=C1CSCCN1,380,197:19700:4:Z3169441586;197:19700:7:Z3056270957;197:19700:8:Z4154696240;
C1CNCCC2(C1)CC2,119,197:19700:4:Z2707788309;197:19700:7:Z2709059883;197:19700:8:Z3576592123;
O=C1CCCn2cccc21,385,197:19700:4:Z1927478653;197:19701:0:Z1920747116;197:19701:8:Z3715668316;
CN1CCC2(CC1)CNC1COCC12,177,197:19700:4:Z3609958481;197:19700:8:Z3609961129;197:19700:9:Z3819330210;
CC1(C)CCCCc2ccccc21,32,197:19700:4:Z3706118744;197:19703:6:Z3795224016;197:19704:8:Z4192024141;
O=c1[nH]ccc2cccn12,74,197:19700:4:Z4327054034;197:19704:4:Z4324162390;197:19704:7:Z4317723573;
O=S1(=O)CCC2(CCNCCO2)C1,326,197:19700:4:Z3809327459;197:19700:6:Z4231227110;197:19700:7:Z3899307873;
O=c1cc2c(n[nH]1)CCOC2,193,197:19700:4:Z4319343625;197:19703:2:Z3513710853;197:19703:7:Z3341036168;
Cc1nn2c(c1Cl)NCCC2,54,197:19700:4:Z3086719874;197:19700:7:Z3086721993;197:19702:3:Z3086723037;
O=C1NCC2CC12,231,197:19700:4:Z3836170531;197:19701:7:Z4198523231;197:19701:7:Z3899624007;
O=c1[nH]c2ccccc2s1,246,197:19700:4:Z1411327771;197:19700:5:Z4316912159;197:19700:6:Z4316911880;
Cc1cncc(F)c1,153,197:19700:4:Z3390049372;197:19701:7:Z4870407115;197:19703:7:Z4870403542;
c1cc2c(cn1)NCCC2,471,197:19700:4:Z4649082809;197:19700:5:Z4228714328;197:19700:5:Z4228723789;
O=S1(=O)C=CCCC1,121,197:19700:4:Z3295554017;197:19701:6:Z3357394018;197:19701:7:Z3356096902;
O=S1(=O)CCC2CCC1C2,293,197:19700:4:Z3557311310;197:19700:5:Z3558492877;197:19700:5:Z3552423548;
CC1(C)CCc2ncsc2C1,308,197:19700:4:Z3573407122;197:19700:5:Z3788050517;197:19700:7:Z5004545178;
OC1CCCC12CCC2,156,197:19700:4:Z3591063004;197:19700:5:Z4136927165;197:19700:5:Z3615329293;
Cc1ccnc2c1CCN2,119,197:19700:4:Z2325332426;197:19700:8:Z4660618062;197:19702:5:Z4656361363;
Cc1cc(C)c2c(c1)CNCC2,182,197:19700:4:Z2175976957;197:19700:6:Z2636524098;197:19700:8:Z1740107826;
NC12CCNCC1C2,45,197:19700:4:Z4448592769;197:19701:7:Z4448607076;197:19706:2:Z4448604701;
Cc1c(Cl)cn2c(=O)ccnc2c1Cl,131,197:19700:4:Z1138004752;197:19702:4:Z1882973674;197:19702:8:Z1103081274;
C1CC2CNC3(CC3)C2C1,35,197:19700:4:Z3661215059;197:19704:0:Z3659594435;197:19706:6:Z3695422624;
O=C1COc2ncccc2N1,527,197:19700:4:Z1575890855;197:19700:5:Z4081816954;197:19700:9:Z4084364828;
C1CCCSCC1,238,197:19700:4:Z3100027742;197:19700:6:Z3197242998;197:19700:8:Z5034816296;
Cc1ccc2ccccc2c1,286,197:19700:4:Z3438576920;197:19700:5:Z4488560684;197:19700:6:Z3584077021;
C1COC2(CC2)CN1,156,197:19700:4:Z4414304502;197:19700:6:Z3778158443;197:19701:1:Z3808148609;
O=c1c2ccccc2nc2n1CCC2,356,197:19700:4:Z3093498826;197:19700:8:Z1533597292;197:19700:9:Z1798850481;
C1CC2(CN1)CNC2,1141,197:19700:4:Z3723936075;197:19700:4:Z3369296799;197:19700:4:Z2965156170;
Clc1cccc2ccoc12,142,197:19700:4:Z3893304437;197:19700:5:Z2959162178;197:19702:0:Z1689846556;
CC12CC(CCO1)C2,175,197:19700:4:Z4013113473;197:19701:2:Z3645270711;197:19701:7:Z3741221548;
c1cc2cncnn2c1,137,197:19700:4:Z4319733320;197:19700:8:Z4319331170;197:19701:0:Z4319111892;
FC1(F)CCC2(CCNCC2)C1,178,197:19700:4:Z3898744584;197:19700:4:Z3782816949;197:19700:8:Z4089451475;
CC1(C)CC2(CCN2)CC(C)(C)O1,167,197:19700:4:Z4413892156;197:19701:3:Z4031752700;197:19702:3:Z4029028305;
Cc1cccc2nccc(=O)n12,267,197:19700:4:Z1366638187;197:19701:0:Z307775908;197:19701:1:Z227593194;
C1CC2CC(C2)N1,65,197:19700:4:Z4423963909;197:19700:5:Z4503802453;197:19700:7:Z5063515912;
Cc1ccsn1,1233,197:19700:4:Z4473088100;197:19700:4:Z2222538129;197:19700:5:Z3723936491;
c1cnc2c(c1)CCO2,166,197:19700:4:Z5035125055;197:19700:6:Z5034336365;197:19700:7:Z5034776203;
Cc1cccc(O)c1C,250,197:19700:4:Z796701168;197:19700:9:Z796702036;197:19702:2:Z3185867473;
O=C1COCc2ccccc2N1,12,197:19700:4:Z3347824387;197:19706:9:Z3790709434;197:19725:4:Z3831661312;
O=c1[nH]c2cc(F)ccc2o1,181,197:19700:4:Z2358732208;197:19703:1:Z2569131883;197:19703:2:Z2358502265;
FC1(F)CCC12CNC2,115,197:19700:4:Z4311381960;197:19700:7:Z2184543021;197:19701:2:Z2184546141;
O=C1Cc2cc(F)ccc2N1,535,197:19700:4:Z2501946064;197:19700:6:Z3646293688;197:19700:7:Z3362889134;
c1ccc2c(c1)CCC1(CCNCC1)C2,106,197:19700:4:Z4076718701;197:19704:5:Z3131980435;197:19704:9:Z4292443683;
CN1CCC2NCCC2C1,286,197:19700:4:Z3840795798;197:19700:6:Z3911170862;197:19700:8:Z3840225429;
Cc1cc(N)no1,128,197:19700:4:Z2166332392;197:19700:9:Z2166578688;197:19703:6:Z2166835718;
Fc1cc2c(cc1F)OCCN2,99,197:19700:4:Z4126988510;197:19700:9:Z2642324250;197:19701:1:Z4126997681;
Cc1ccc2c(c1)NCC(C)O2,164,197:19700:4:Z1330270368;197:19700:4:Z1332864347;197:19700:8:Z1994366369;
c1ccc2n[nH]nc2c1,219,197:19700:4:Z3892887549;197:19700:8:Z4213526864;197:19701:3:Z3892888170;
Cc1nc2c(F)cccc2s1,49,197:19700:4:Z3093451635;197:19700:7:Z4590272352;197:19701:6:Z3695600786;
CC1CCc2sccc2C1,133,197:19700:4:Z1872907009;197:19701:5:Z2477009053;197:19703:8:Z1171533607;
CC1CNC(C)(C)C1,342,197:19700:4:Z4447642024;197:19700:7:Z4447352952;197:19701:7:Z4447620947;
CC1(C)CCNCC2CCOC21,244,197:19700:4:Z3683946239;197:19700:6:Z3611167943;197:19700:7:Z3611164693;
O=C1COc2cc(F)ccc2N1,204,197:19700:4:Z3578312593;197:19701:5:Z3437759252;197:19702:0:Z3437921548;
O=S1(=O)CCC2(CCCO2)CC1,367,197:19700:4:Z3360535840;197:19700:6:Z3132157379;197:19700:7:Z3019231644;
O=c1[nH]cnc2cc(F)c(Cl)cc12,9,197:19700:4:Z2442375808;197:19707:2:Z2442376514;197:19718:5:Z2442375978;
C1CNCC2CCCN2C1,285,197:19700:4:Z1866199248;197:19703:2:Z4769096002;197:19704:0:Z2618900046;
Nc1ccnc(O)c1,24,197:19700:4:Z4288536704;197:19705:9:Z4290036512;197:19708:6:Z4288105626;
Cc1cc(Cl)cn2ccnc12,137,197:19700:4:Z3591219375;197:19700:5:Z3441461067;197:19700:8:Z4141675496;
c1ccc2c(c1)ccc1[nH]ccc12,87,197:19700:4:Z899661118;197:19700:8:Z999548526;197:19701:4:Z4479389652;
