fragment_smiles,occurences,example_ligands
FC1(F)CC12CCCNC2,236,103:10300:5:Z2485444791;103:10301:2:Z4273460072;103:10301:4:Z2485442623;
O=c1[nH]cnc2cnccc12,201,103:10300:5:Z1743841199;103:10302:1:Z4472441300;103:10302:5:Z2784717475;
O=C1CC2CCC2N1,43,103:10300:5:Z3384795801;103:10301:3:Z3384810281;103:10302:0:Z3384812309;
CC1CCC(O)CN1,696,103:10300:5:Z3547325469;103:10300:5:Z4018569429;103:10300:5:Z3547325776;
c1nc2n(n1)CCNC2,180,103:10300:5:Z1721056907;103:10300:8:Z1717505872;103:10300:9:Z2213975992;
N=S1(=O)CCC2(CC1)OCCO2,83,103:10300:5:Z3623209524;103:10302:9:Z3623215523;103:10304:1:Z4124903903;
Clc1ccnn2ccnc12,52,103:10300:5:Z4228819836;103:10300:8:Z4225789231;103:10309:1:Z4229530335;
Cc1cc(F)c2c(c1)CCNC2,114,103:10300:5:Z3100664513;103:10300:8:Z3829401163;103:10301:3:Z3078978065;
O=C1NCC2CCC1N2,322,103:10300:5:Z3816424810;103:10300:5:Z5004241944;103:10300:6:Z5008206890;
CN1CC2CNCC2C1,248,103:10300:5:Z4135469361;103:10300:6:Z3997853826;103:10300:8:Z2970799019;
Cc1nc2n(n1)CCNC2,257,103:10300:5:Z2772145082;103:10301:2:Z1331729847;103:10301:4:Z3701885886;
Oc1cccc2c1NCCC2,79,103:10300:5:Z2197878269;103:10300:7:Z3104955873;103:10302:2:Z1619856232;
O=C1NS(=O)(=O)N2CCCCC12,16,103:10300:5:Z4917145916;103:10300:8:Z3343620773;103:10307:3:Z4917145092;
CC1(C)CC2(CNC2)C1,111,103:10300:5:Z4437269870;103:10300:6:Z4870451372;103:10301:1:Z3897238829;
Clc1cccc2ccccc12,368,103:10300:5:Z1261353289;103:10300:5:Z4178450821;103:10301:1:Z2307354107;
Cc1ccc(O)cc1Cl,82,103:10300:5:Z4065003679;103:10302:6:Z2646833640;103:10302:8:Z2914826722;
CN1CCC2CCNCC21,292,103:10300:5:Z4082322015;103:10300:7:Z4085478037;103:10300:9:Z4081518170;
O=c1[nH]c2ncnn2c2ccccc12,37,103:10300:5:Z4459124532;103:10304:1:Z4507573093;103:10307:2:Z4507064229;
c1cc2c(cn1)OCCNC2,96,103:10300:5:Z4021610901;103:10300:9:Z1645648533;103:10301:3:Z1784214092;
O=C1CC2CNCC2N1,128,103:10300:5:Z4923517178;103:10300:6:Z4923668563;103:10302:0:Z4923646845;
OC1CCNC12CC2,138,103:10300:5:Z3693510361;103:10300:8:Z3657215503;103:10302:0:Z3655164000;
O=S1CCCCC1,1937,103:10300:5:Z1669814097;103:10300:6:Z1325396753;103:10300:7:Z3049160780;
CC1(C)CC(C)(C)O1,484,103:10300:5:Z4515503417;103:10301:5:Z4515962216;103:10305:3:Z4517829404;
Nc1nc[nH]n1,437,103:10300:5:Z2639823511;103:10301:5:Z2776306661;103:10301:6:Z2639828687;
CC1(C)CNC(=O)c2c[nH]nc2C1,6,103:10300:5:Z2789395494;103:10318:4:Z3499997240;103:10334:2:Z2898309427;
Cc1cc(C)c2[nH]ccc2c1,114,103:10300:5:Z5055456433;103:10301:1:Z3860015135;103:10304:3:Z4094471192;
Cc1coc2c1C(=O)CCC2,215,103:10300:5:Z1460509603;103:10300:6:Z1433405399;103:10300:6:Z2454539319;
O=c1nn[nH][nH]1,255,103:10300:5:Z5001458369;103:10302:3:Z5001357924;103:10302:4:Z5001466630;
NC1CCCC2(CCC2)C1,89,103:10300:5:Z4065386260;103:10302:5:Z3794719118;103:10303:0:Z4004214078;
CN1c2ccccc2CCS1(=O)=O,122,103:10300:5:Z3321331368;103:10300:7:Z3393717462;103:10300:9:Z4517352988;
O=C1NCNC12CCNCC2,139,103:10300:5:Z4225671949;103:10301:0:Z4272178581;103:10302:1:Z4225683759;
CC1(C)CCNCCS1=O,169,103:10300:5:Z2278675467;103:10300:8:Z4063243329;103:10301:0:Z2302652330;
C1CC2NC1C1CCC2O1,61,103:10300:5:Z4556739148;103:10300:6:Z4556743578;103:10303:6:Z4590163658;
CC1NCCC1(C)C,77,103:10300:5:Z3185493045;103:10300:9:Z3316423534;103:10301:3:Z3090857180;
Oc1ccc2c(c1)CNCC2,216,103:10300:5:Z648614204;103:10301:3:Z1241326328;103:10301:8:Z2197569184;
CC1NCCC1O,392,103:10300:5:Z3613008643;103:10300:5:Z2297669330;103:10300:5:Z2298359606;
CC1CNCCC1N,92,103:10300:6:Z2447093911;103:10300:6:Z2362248224;103:10303:0:Z2443237404;
Cn1c(=O)c2ccccc2n2cnnc12,59,103:10300:6:Z2447093911;103:10303:0:Z2067037367;103:10303:2:Z1426149449;
Fc1cc(F)c2c(c1)OCCC2,178,103:10300:6:Z5054691820;103:10302:1:Z5054691215;103:10302:2:Z5050606679;
Cn1c2c(ccc1=O)CCCC2,263,103:10300:6:Z2642299528;103:10300:6:Z2913328177;103:10300:8:Z3679668947;
CC1CCc2c(F)cccc2C1,127,103:10300:6:Z1354995049;103:10303:6:Z4112423694;103:10304:0:Z3554683563;
C1CC2(C1)CC1CCOC12,132,103:10300:6:Z1510401647;103:10301:7:Z1510298218;103:10304:0:Z4347817625;
Cc1ccc(Cl)cc1C,520,103:10300:6:Z2691245491;103:10301:5:Z3009117495;103:10301:5:Z3056019512;
CN1CCCC1(C)C,283,103:10300:6:Z4473760678;103:10300:7:Z3359905245;103:10300:8:Z3384286927;
O=C1NCCn2nncc21,143,103:10300:6:Z3842010965;103:10300:8:Z4460117473;103:10301:7:Z3809281927;
CC1CNc2c(F)cccc2C1,58,103:10300:6:Z2823516280;103:10301:5:Z4416222424;103:10307:2:Z3000091691;
C1CCNNC1,50,103:10300:6:Z3651325917;103:10302:0:Z2481739518;103:10302:8:Z2143501961;
c1ncc2c(n1)CNCC2,359,103:10300:6:Z1725401952;103:10300:6:Z1276963858;103:10300:8:Z3139434100;
OC1CCCCc2ccccc21,92,103:10300:6:Z2644600655;103:10301:0:Z3053247946;103:10301:6:Z2644601899;
Cc1cc(=O)[nH]n1C,174,103:10300:6:Z4615101025;103:10300:8:Z1717505872;103:10301:0:Z3838054698;
CC1CN2CCCCC2CN1,188,103:10300:6:Z2770953086;103:10300:9:Z3297609481;103:10301:3:Z2954762519;
Nc1ccc(F)cn1,3,103:10300:6:Z4999855481;103:10315:7:Z4999855740;103:10392:0:PV-004174660078;
CC1(O)CCC1,2453,103:10300:6:Z3436785522;103:10300:8:Z4199089571;103:10300:9:Z4770434219;
NC1CNC2(CCOCC2)C1,93,103:10300:6:Z3364736347;103:10301:1:Z3519188880;103:10301:2:Z4448010182;
c1ccc2c(c1)CCC1CCC21,88,103:10300:6:Z3508139332;103:10301:6:Z5034683141;103:10301:6:Z2602698900;
CC1(C)CC2CCC1C2,113,103:10300:6:Z3137123885;103:10300:7:Z3053213376;103:10301:1:Z3046012572;
c1ccc2c(c1)CCc1ccsc1-2,95,103:10300:6:Z1501051900;103:10301:1:Z1518422096;103:10304:2:Z1268411394;
CC1CNc2cccnc2N1,69,103:10300:6:Z2692059112;103:10301:3:Z2692053052;103:10303:3:Z2692059406;
CC1CCC2(CCN2)CC1,97,103:10300:6:Z4142437755;103:10300:9:Z4142656539;103:10301:2:Z4186528898;
Cc1cc2ccc(F)cc2s1,49,103:10300:6:Z4876886649;103:10300:8:Z4876882453;103:10302:1:Z4876883176;
CC1CCNCC12CCCCC2,84,103:10300:6:Z2800930020;103:10301:5:Z2978188913;103:10302:0:Z1952799347;
Cc1cc(Cl)c2ccccc2n1,39,103:10300:6:Z3819441147;103:10305:4:Z3808084912;103:10305:5:Z4396175287;
C1CCC2(CCNCC2)COC1,201,103:10300:6:Z3822490794;103:10301:0:Z3911427978;103:10301:0:Z3911436631;
Cc1ncc2cnn(C)c2n1,116,103:10300:6:Z2771260704;103:10300:8:Z1205177410;103:10302:9:Z2179872021;
O=C1CCCCc2ccccc21,387,103:10300:6:Z4344705663;103:10301:1:Z2171727194;103:10301:1:Z2176967946;
O=S1(=O)Cc2ccccc2C1,317,103:10300:6:Z3132216344;103:10300:6:Z3132216341;103:10300:6:Z2475306122;
OC12CC3CC(CC(C3)C1)C2,66,103:10300:6:Z3435213746;103:10300:6:Z4407810470;103:10300:6:Z4313806126;
Cc1cc(C)c2c(C)nn(C)c2n1,136,103:10300:6:Z2917026272;103:10300:7:Z1621869451;103:10300:8:Z3092815143;
CC1Cc2cc(F)ccc2C(C)N1,48,103:10300:6:Z4643116156;103:10301:4:Z3083366385;103:10302:5:Z3542730968;
Oc1ccc2c(c1)CCCO2,309,103:10300:6:Z3699385682;103:10300:6:Z3699438456;103:10301:3:Z3699400216;
c1cnc2c(c1)CCCCC2,56,103:10300:6:Z3505853071;103:10303:1:Z2373203557;103:10305:0:Z2373141827;
CC1(C)CC(=O)c2cccnc2C1,35,103:10300:6:Z4961630833;103:10303:6:Z3647877264;103:10305:5:Z3647384191;
CC1COc2ccccc2CN1,173,103:10300:6:Z1644577209;103:10300:7:Z1643375119;103:10301:8:Z2214785091;
Cc1cc2nc(Cl)ccn2n1,60,103:10300:6:Z2612284067;103:10302:0:Z2611574606;103:10302:3:Z2612523998;
C1CCNC2(CC1)CCNCC2,72,103:10300:6:Z4859757225;103:10301:1:Z4056176933;103:10301:9:Z4205508870;
Clc1ccc2occc2c1,382,103:10300:6:Z3726395065;103:10301:3:Z2909461296;103:10301:6:Z4002136458;
NC1CCSCC1,53,103:10300:6:Z3697187687;103:10301:2:Z3697466170;103:10301:2:Z4421545989;
Cc1cc(=O)[nH]c2[nH][nH]c(=O)c12,16,103:10300:6:Z954336626;103:10312:3:Z954336680;103:10326:3:Z2014359791;
CC1Cc2ccc(F)cc2C1,161,103:10300:6:Z1411490402;103:10301:1:Z1378523419;103:10301:1:Z3667897451;
CC1(C)CNC2COCC2O1,226,103:10300:6:Z4614072788;103:10300:8:Z2477158794;103:10301:0:Z2485613687;
c1[nH]nc2c1COCC2,123,103:10300:6:Z2869152514;103:10300:6:Z3177284772;103:10300:6:Z3610498099;
Fc1cc(F)c2c(c1)OCC2,222,103:10300:6:Z1656678397;103:10300:9:Z2917569604;103:10301:2:Z1654102353;
Clc1csnc1Cl,1097,103:10300:6:Z4231380018;103:10300:8:Z3381562672;103:10301:5:Z2288233771;
c1ccc2c(c1)CC1(CCC1)C2,71,103:10300:6:Z4876987822;103:10301:1:Z4879135522;103:10301:2:Z4876988014;
CC1CCNc2c(O)cccc21,54,103:10300:6:Z1704454967;103:10305:6:Z2274736805;103:10306:5:Z4769616837;
CC1CN=CS1,155,103:10300:6:Z3297842475;103:10300:6:Z1303020407;103:10301:2:Z2372980981;
Cc1ccc2cc(C)oc2c1,73,103:10300:6:Z4479084785;103:10306:3:Z4448912929;103:10307:5:Z4476677566;
Cc1cc(F)c2c(c1)CCCN2,83,103:10300:6:Z2144723907;103:10300:6:Z1879408702;103:10301:7:Z1879412859;
c1ccc2nscc2c1,488,103:10300:6:Z3539838068;103:10301:0:Z3524309894;103:10301:0:Z2952274798;
CN1CCc2ccc(F)cc2C1,7,103:10300:6:Z3514302176;103:10309:4:Z3514304020;103:10312:3:Z3500541354;
CN1C2C=CCC1CC2,12,103:10300:6:Z3095936941;103:10304:6:Z3095936356;103:10306:3:Z3095935035;
CN1C(=O)c2ccccc2S1(=O)=O,146,103:10300:6:Z809339488;103:10301:9:Z1712995943;103:10302:0:Z3603402136;
CN1C(=O)CCNc2ccccc21,152,103:10300:6:Z1883693559;103:10300:8:Z3294554310;103:10300:8:Z4112859565;
N=S1(=O)CCOCC1,62,103:10300:6:Z2966837609;103:10301:2:Z3294812840;103:10301:2:Z3582889170;
Nc1noc2ccccc12,81,103:10300:6:Z5046814608;103:10303:7:Z2714635671;103:10305:7:Z2714646848;
O=c1cc[nH]c2cc(F)c(F)cc12,76,103:10300:6:Z2961683320;103:10300:7:Z2958451326;103:10302:4:Z4179100948;
Clc1ccc2c(c1)CC2,270,103:10300:6:Z2766062545;103:10300:7:Z2778832461;103:10301:1:Z3054731930;
Cc1csc2cncn12,266,103:10300:6:Z3843828312;103:10300:6:Z3836756756;103:10301:3:Z5014771074;
CC1(C)CCCCC1O,228,103:10300:6:Z3567839493;103:10300:6:Z3647209551;103:10300:6:Z3647185290;
CC1CNc2ccccc2O1,346,103:10300:6:Z4113018343;103:10300:7:Z1554938714;103:10300:7:Z1173530537;
Fc1ccc2cccnc2c1F,123,103:10300:6:Z2826658250;103:10302:2:Z2615680187;103:10302:3:Z2479779483;
NC1CNCC1N,54,103:10300:6:Z3134160247;103:10300:8:Z2874397206;103:10301:6:Z2899328519;
C1CCC2NCC2C1,208,103:10300:6:Z2613917539;103:10301:1:Z2624338213;103:10301:5:Z2596415264;
Cn1ncc2c1CNCCC2,135,103:10300:6:Z4263812525;103:10300:9:Z4263841833;103:10301:6:Z4263827113;
CN1CC2(CNC2)C(F)(F)C1=O,147,103:10300:6:Z3393003379;103:10300:8:Z3408710668;103:10301:1:Z3596592940;
Clc1ncc2nc[nH]c2n1,89,103:10300:6:Z4026687930;103:10301:1:Z2770741700;103:10301:2:Z2769538048;
Clc1cccc2c1CCC2,541,103:10300:6:Z3254822946;103:10300:6:Z3254831884;103:10300:6:Z2846677253;
Cc1sccc1N,968,103:10300:6:Z4289551722;103:10301:5:Z4600122781;103:10302:8:Z4289066146;
Cc1coc(O)n1,36,103:10300:6:Z3097530788;103:10302:6:Z3097529861;103:10304:0:Z3170463639;
C1CC2(C1)NCCS2,105,103:10300:6:Z4250110831;103:10300:9:Z3610649790;103:10301:1:Z4250094804;
CC1COCc2ccccc21,152,103:10300:6:Z5006509681;103:10301:1:Z5007716833;103:10301:4:Z5005815727;
FC1CC2(CNC2)C1,72,103:10300:6:Z3193837628;103:10301:9:Z1552746616;103:10304:6:Z4076418639;
CC1CNCC2(CCCC2)O1,197,103:10300:6:Z2454634016;103:10300:6:Z2458282249;103:10301:1:Z3947949366;
Fc1cc(F)c2occc2c1,126,103:10300:6:Z3358213877;103:10301:9:Z3653685285;103:10302:0:Z3368741678;
FC1(F)C2CCCC1CCC2,129,103:10300:6:Z4484265699;103:10300:9:Z4490268061;103:10302:4:Z4484837999;
Clc1cccc2cn[nH]c12,225,103:10300:6:Z5038021741;103:10300:9:Z4460490086;103:10303:0:Z4484707459;
CN1CCC2NCCCC21,246,103:10300:6:Z4154938700;103:10300:6:Z4155385562;103:10301:0:Z4156491450;
Oc1ccc(Cl)c(Cl)c1,227,103:10300:6:Z4312906470;103:10306:4:Z4311289985;103:10310:3:Z4236069393;
Clc1ccnc2sccc12,131,103:10300:6:Z4137838100;103:10301:4:Z4140045077;103:10302:8:Z4995446744;
Cc1cc(Cl)cc2scnc12,7,103:10300:6:Z4338602957;103:10301:0:Z4338602870;103:10312:1:Z3294768031;
CC1(C)CCC12CCNC2,100,103:10300:6:Z4174130604;103:10302:5:Z4172229216;103:10302:9:Z4174285078;
O=c1[nH][nH]c(=O)c2ccccc12,220,103:10300:6:Z1985640104;103:10302:4:Z2233184326;103:10302:5:Z2394596979;
CC1CC2(CCC2)CN1,459,103:10300:6:Z3796146286;103:10300:8:Z3807534821;103:10301:7:Z3807066853;
Fc1ccc2c(Cl)n[nH]c2c1,73,103:10300:6:Z4325649370;103:10301:5:Z3595077009;103:10303:3:Z3595077191;
CC1CNCc2c(Cl)cccc21,72,103:10300:6:Z3302629381;103:10301:1:Z3678823913;103:10301:3:Z3607269944;
O=S1CC2(CNC2)C1,134,103:10300:6:Z4466990794;103:10300:7:Z4405137779;103:10301:0:Z4773732857;
CC12CC(C1)C1(CCOCC1)O2,13,103:10300:6:Z3295651427;103:10303:3:Z3353209637;103:10305:4:Z4577684466;
c1ccc2c(c1)COC21CCNCC1,135,103:10300:6:Z4405928406;103:10300:9:Z1993946174;103:10301:6:Z1588174384;
O=S1(=O)CCCCc2ccccc21,161,103:10300:6:Z4491994516;103:10303:2:Z4455000582;103:10303:5:Z1866208112;
Cc1c[nH]c(=O)[nH]c1=O,125,103:10300:6:Z4998951042;103:10301:2:Z4999190144;103:10302:1:Z4999238861;
CC1(C)NCc2cn[nH]c21,130,103:10300:6:Z4204078288;103:10300:7:Z4214279780;103:10303:4:Z4205666480;
Fc1cc2cccnc2cc1F,141,103:10300:6:Z4419746975;103:10301:3:Z4405291441;103:10301:5:Z4406393426;
CC1NCCc2ccncc21,156,103:10300:6:Z3622178229;103:10301:0:Z3695379688;103:10301:0:Z4487616059;
Cn1c(=O)c2c(ncn2C)n(C)c1=O,49,103:10300:6:Z3395796465;103:10302:2:Z4234296596;103:10302:4:Z2973340888;
CC1NCNC1=O,180,103:10300:6:Z4887857364;103:10300:9:Z3845100422;103:10301:2:Z4125816116;
Oc1ncn[nH]1,186,103:10300:6:Z3899400730;103:10301:1:Z3817750752;103:10301:4:Z3899407931;
NC1CCS(=O)(=O)C2(CCC2)C1,38,103:10300:6:Z3101359745;103:10303:9:Z3385809746;103:10304:9:Z4448822043;
Oc1cc(Cl)ccc1Cl,275,103:10300:6:Z3345297893;103:10300:8:Z3356811593;103:10301:7:Z3350826479;
OC1C2CC(NN2)C1O,46,103:10300:6:Z4269329606;103:10301:5:Z4269374472;103:10301:8:Z4269337796;
CC1(C)Cc2ccsc2CN1,58,103:10300:6:Z2299675484;103:10301:4:Z2299675443;103:10302:5:Z4396272218;
c1nc2c([nH]1)C1(CCC1)NCC2,82,103:10300:6:Z3383921541;103:10300:8:Z2961501005;103:10301:2:Z4410514765;
CC1=CCn2ncnc2N1C,83,103:10300:6:Z4393589871;103:10300:9:Z4394108528;103:10300:9:Z4394108179;
CC1(C)OC2C3CCC(C3)C2O1,158,103:10300:6:Z4771756186;103:10301:1:Z3841744176;103:10301:6:Z4336713754;
Oc1ccc(Cl)cc1,980,103:10300:6:Z4771756186;103:10300:9:Z1902942327;103:10301:0:Z2703168174;
O=C1NCCNCC1(F)F,181,103:10300:6:Z3059560556;103:10300:6:Z4126873109;103:10301:0:Z3316582403;
c1cnc2ncsc2c1,129,103:10300:6:Z5023324377;103:10302:0:Z4329299211;103:10302:4:Z4316803287;
CC12CCC(CC1)N2,145,103:10300:6:Z3570120684;103:10300:9:Z3442169631;103:10300:9:Z3697970818;
Fc1cccc2c1CCCCO2,11,103:10300:6:Z4113229066;103:10301:5:Z4113283586;103:10312:8:Z4113258211;
Cc1cc2[nH]ccc2o1,306,103:10300:6:Z3548506621;103:10301:1:Z3442287489;103:10301:4:Z4935144421;
CC1CCO1,491,103:10300:6:Z4155222737;103:10300:9:Z4166962976;103:10300:9:Z4320501116;
CC1(C)CC(O)c2ccccc2O1,68,103:10300:6:Z2962854955;103:10301:2:Z4505563455;103:10303:1:Z2962853876;
C1CC2NCC2CN1,3620,103:10300:6:Z4871002084;103:10300:8:Z4860168196;103:10300:9:Z4860162773;
O=S1(=O)CCNOCC1,111,103:10300:6:Z3186927533;103:10300:7:Z3092235805;103:10300:9:Z4142178569;
C1=CC2=NCCN2C=C1,97,103:10300:6:Z4311445770;103:10300:7:Z4309919465;103:10302:1:Z4312174068;
FC1(F)CNCCCCNC1,102,103:10300:6:Z4213150885;103:10301:8:Z3798033392;103:10303:7:Z3798039408;
C1CC2CNC2CN1,3667,103:10300:6:Z2409406984;103:10300:7:Z2408052517;103:10301:2:Z2408049558;
Nc1cnc(Cl)c(O)n1,44,103:10300:6:Z1558439338;103:10301:0:Z1558452105;103:10302:6:Z4292074127;
CC1(C)OC(C)(C)C1O,115,103:10300:6:Z4328307732;103:10300:9:Z4329002414;103:10301:3:Z4328467677;
OC1CC2NCCC12,162,103:10300:6:Z4477285799;103:10300:7:Z4403714102;103:10301:2:Z4402437074;
c1cc2c(o1)CSC2,469,103:10300:6:Z3573522564;103:10301:3:Z3297698274;103:10301:8:Z4460079387;
C1CCC2SCCNC2C1,85,103:10300:6:Z1679051498;103:10300:7:Z2015287996;103:10304:5:Z1371077013;
Cn1ncnc1N,111,103:10300:6:Z3623086877;103:10300:9:Z3623091108;103:10301:0:Z3623091163;
O=C1CCOCCN1,193,103:10300:6:Z4466203007;103:10300:6:Z4488374472;103:10300:9:Z4488368861;
Cn1ccc(=O)c2cncnc21,24,103:10300:6:Z4365434308;103:10301:1:Z4365435233;103:10309:5:Z4365436593;
O=S1(=O)CCc2c(Cl)cccc21,26,103:10300:6:Z3384091361;103:10300:7:Z3384091545;103:10300:8:Z3384092721;
C1NCC2CNCC1C2,664,103:10300:6:Z4886416400;103:10300:7:Z4887212068;103:10302:5:Z4886422842;
C1NCC2C1C1COCC21,82,103:10300:6:Z2806416756;103:10301:1:Z3529322169;103:10301:9:Z2705630175;
Cc1cnccc1O,710,103:10300:6:Z1614619746;103:10301:7:Z2304959900;103:10302:0:Z1637176397;
Fc1cc(Cl)c2c(c1)CNCC2,103,103:10300:6:Z3312277274;103:10302:2:Z2293099925;103:10302:6:Z3136540006;
Cn1c(Cl)nc2nc(Cl)ncc21,50,103:10300:6:Z4026496131;103:10301:4:Z4026421689;103:10302:2:Z4025619242;
CC1CC2(C1)OCCO2,78,103:10300:6:Z4480916440;103:10302:0:Z4482592050;103:10302:6:Z4482573085;
Oc1ccc2c(n1)CCNC2,108,103:10300:6:Z4145370858;103:10302:1:Z3698737486;103:10303:8:Z3697955973;
C1CC2COCC3(CNCOC3)N2C1,100,103:10300:6:Z3609465255;103:10300:6:Z3599127792;103:10300:9:Z3609478412;
O=S1(=O)CCC2(CCCCO2)C1,118,103:10300:6:Z3937359742;103:10301:1:Z2852889048;103:10301:5:Z1595484459;
Cc1n[nH]cc1Cl,1928,103:10300:6:Z3530084532;103:10300:9:Z4662667806;103:10301:0:Z3668009074;
Cn1ncc2c(O)ccnc21,140,103:10300:6:Z3867175655;103:10301:7:Z1574854868;103:10302:4:Z1635985357;
Cc1ccc2nc[nH]c(=O)c2c1,21,103:10300:6:Z1478222004;103:10300:7:Z3547453241;103:10303:1:Z430327370;
O=S1(=O)CCC(O)C1,332,103:10300:6:Z2951065506;103:10300:8:Z2789930005;103:10300:9:Z3595867292;
C1CNC2(CCOC2)CN1,230,103:10300:6:Z3042547953;103:10300:7:Z4023042968;103:10300:8:Z3518116107;
Oc1cccc2c1CCCN2,116,103:10300:6:Z4347084828;103:10304:0:Z4829482186;103:10305:0:Z4421774893;
c1ncn2c1COCC2,45,103:10300:6:Z2974794809;103:10301:0:Z3166438081;103:10303:4:Z3093564644;
Cc1n[nH]c(=O)c2coc(C)c12,17,103:10300:6:Z1232818155;103:10301:2:Z1629104034;103:10301:3:Z1416751997;
Fc1cc2c(cc1F)NCC2,152,103:10300:6:Z3696045135;103:10301:4:Z4875505227;103:10301:4:Z1324970764;
Cc1cnc2scnc2c1,107,103:10300:6:Z3602883299;103:10302:4:Z3602884682;103:10302:6:Z3604978432;
O=c1ccoc2cc(Cl)ccc12,88,103:10300:6:Z2371080694;103:10302:9:Z3366545054;103:10303:3:Z4096210657;
C1CC2(C1)CC1(CNC1)C2,63,103:10300:6:Z4488593061;103:10303:6:Z4078268398;103:10303:9:Z4078264211;
Clc1cc2[nH]ccc2o1,69,103:10300:6:Z4106504957;103:10300:6:Z4106895023;103:10301:0:Z4995617089;
c1ccc2c(c1)CCC1(CCCC1)O2,72,103:10300:6:Z2331376383;103:10300:6:Z2362506408;103:10300:7:Z1458361968;
O=S1(=O)CCNC1,121,103:10300:6:Z4768810669;103:10300:9:Z4769128103;103:10303:1:Z4768126491;
c1ccc2c(c1)CCC21CCCNC1,60,103:10300:6:Z4277892937;103:10301:0:Z3637174808;103:10306:5:Z3521427131;
Clc1cc[nH]n1,126,103:10300:6:Z4298023793;103:10300:7:Z2275464204;103:10301:0:Z2073204522;
Cc1c(F)ccc2c(=O)cc[nH]c12,83,103:10300:6:Z5001311149;103:10301:8:Z5001439550;103:10302:0:Z5000857542;
Fc1cccc2cc[nH]c12,378,103:10300:6:Z5037955807;103:10301:0:Z5035099886;103:10301:2:Z5034935054;
OC1CCCCC12CCC2,118,103:10300:6:Z3709772936;103:10301:1:Z3597055318;103:10301:6:Z3620584802;
CC1(C)CNCC1F,129,103:10300:6:Z4573176182;103:10300:7:Z4541401529;103:10300:9:Z4573175914;
C1CCC2(C1)CCCNC2,317,103:10300:6:Z1958290938;103:10302:0:Z1784628481;103:10302:1:Z2151192280;
CC1=CCNC(=O)N1,142,103:10300:6:Z46810425;103:10301:0:Z727347234;103:10301:2:Z2143177927;
NC1CCc2ccccc21,471,103:10300:6:Z3046637802;103:10300:7:Z3137001380;103:10300:9:Z3136995553;
Cn1ccc2ccc(F)cc21,119,103:10300:6:Z3352727376;103:10301:6:Z1720714687;103:10303:7:Z1719834113;
Clc1ccnc2c1CCCC2,21,103:10300:6:Z2925557013;103:10304:8:Z3509522693;103:10305:6:Z3340182420;
CC1CCSCCN1,120,103:10300:6:Z2063314142;103:10300:7:Z1850163629;103:10300:9:Z4477170872;
O=C1CC2CCC(C1)S2(=O)=O,113,103:10300:6:Z3168904762;103:10301:0:Z4013140143;103:10302:0:Z3623530566;
Cc1cc2nncn2c2ccccc12,14,103:10300:6:Z1395081590;103:10300:9:Z112456326;103:10307:7:Z2588911945;
CC1CCC1C,165,103:10300:6:Z4775627206;103:10301:9:Z4775460988;103:10304:6:Z4775669401;
Cc1cccc(O)c1C,554,103:10300:6:Z2231022763;103:10300:8:Z1891263828;103:10301:2:Z2850882245;
C1SC2CNC1C2,99,103:10300:6:Z2641472356;103:10301:7:Z2326949036;103:10301:8:Z3153492930;
O=c1cccc2n1CC1CNCC2C1,122,103:10300:6:Z2292171530;103:10301:0:Z4116789861;103:10301:6:Z3471278916;
Nc1cnc[nH]1,75,103:10300:6:Z2638610650;103:10302:3:Z2312459688;103:10303:3:Z2487006110;
Fc1ccc(F)c2[nH]ccc12,169,103:10300:6:Z4250060083;103:10301:8:Z3595349700;103:10302:6:Z1222830439;
Cc1csc2nc3n(c(=O)c12)CCC3,75,103:10300:6:Z2343510654;103:10302:8:Z4876823494;103:10304:4:Z2209296403;
Fc1cc(Cl)cc2c1CNCC2,94,103:10300:6:Z3094215068;103:10301:2:Z3095644547;103:10304:4:Z3175735135;
CC12CCC1(C)CNC2,106,103:10300:6:Z4114046312;103:10302:5:Z4109749393;103:10303:1:Z4111225716;
CC1(C)CCNS1(=O)=O,28,103:10300:6:Z3358001584;103:10302:1:Z3358004301;103:10303:7:Z3357993678;
C1CC2CCC1C21CC1,188,103:10300:6:Z4875565660;103:10300:7:Z4875565698;103:10300:8:Z4508815741;
O=c1[nH]ccc2ncncc12,10,103:10300:6:Z1899649013;103:10310:6:Z1899651518;103:10328:0:Z1899652265;
c1cc2c(s1)CCCN2,90,103:10300:6:Z5059499853;103:10301:6:Z5059631780;103:10302:1:Z5059537836;
Clc1cccc2nc[nH]c12,145,103:10300:6:Z4914746183;103:10301:0:Z3164255333;103:10301:4:Z4913104710;
CC1CCNCC1O,372,103:10300:6:Z3321647411;103:10300:6:Z1580301712;103:10301:0:Z1580290801;
c1cnc2c(c1)NCCN2,70,103:10300:6:Z3053833782;103:10300:8:Z4871565934;103:10301:0:Z3053839826;
Cc1cnc2c(c1)NCCN2,81,103:10300:6:Z2692077711;103:10300:9:Z2692080778;103:10301:7:Z2915671471;
Cc1nccn2nccc12,172,103:10300:6:Z4992001029;103:10300:8:Z4991929661;103:10301:0:Z4997324333;
C1CC2(CCNC2)CN1,1247,103:10300:6:Z3046374193;103:10301:0:Z1693637353;103:10301:3:Z2443605771;
Clc1nc2ccccc2s1,284,103:10300:6:Z5064678616;103:10300:7:Z5064344897;103:10301:1:Z5064623097;
CN1CCNCc2cccnc21,211,103:10300:6:Z2791606292;103:10300:8:Z2791339251;103:10301:0:Z4274984817;
