fragment_smiles,occurences,example_ligands
CC1CCCC(C)(C)N1,21,103:10303:5:Z4330768802;103:10308:3:Z4330779676;103:10316:7:Z4330779528;
Clc1cccc2scnc12,21,103:10303:5:Z1849047142;103:10303:6:Z1913919223;103:10304:1:Z1849050553;
OC1CCNc2ncccc21,64,103:10303:5:Z4224860226;103:10304:4:Z4224876955;103:10305:6:Z4224881930;
Clc1cc2c(cc1Cl)OCCN2,30,103:10303:5:Z4128899833;103:10308:7:Z4128904283;103:10312:4:Z1959659313;
O=c1nc[nH]c2cc(Cl)ccc12,9,103:10303:5:Z4236264662;103:10314:2:Z1673275690;103:10327:1:Z1316733793;
CN1CNC2(CCCC2)C1=O,6,103:10303:5:Z1272848317;103:10306:2:Z1272847221;103:10308:8:Z2492818759;
Cc1cc2scnc2s1,67,103:10303:6:Z1363046687;103:10304:6:Z4465582968;103:10305:7:Z3042874570;
Clc1cc2cncnc2[nH]1,33,103:10303:6:Z3562316975;103:10305:3:Z3560472663;103:10309:4:Z4081337595;
Cc1cc(N)ncn1,32,103:10303:6:Z5057793275;103:10304:3:Z74373036;103:10306:0:Z653611102;
CN1CNC2(CCOCC2)C1=O,9,103:10303:6:Z3254048577;103:10321:8:Z4379756109;103:10323:4:Z2863990952;
c1cc2cscc2s1,413,103:10303:6:Z4580967600;103:10303:6:Z2582403498;103:10306:2:Z2714039108;
Cn1cnnc1N,8,103:10303:6:Z324596262;103:10323:8:Z324594890;103:10324:3:Z2589085977;
Fc1ccc2c(c1Cl)CCC2,9,103:10303:6:Z2480687679;103:10308:4:Z2480550455;103:10325:5:Z2480733598;
O=c1ccn2c(n1)OCC2,11,103:10303:6:Z3809328895;103:10322:7:Z4005695219;103:10325:5:Z3809323434;
Clc1cc(Cl)c2nncn2c1,7,103:10303:6:Z167852040;103:10325:6:Z1929811215;103:10334:2:Z201734848;
Cc1cc(F)cc2c1OCCC2,30,103:10303:6:Z4781041937;103:10303:8:Z4781041691;103:10306:0:Z4781039275;
Cn1cc(F)c(=O)[nH]c1=O,4,103:10303:6:Z4216334323;103:10305:3:Z4216337858;103:10312:1:Z4526227528;
CC1CNc2cc(Cl)ccc2SC1,20,103:10303:6:Z4132161916;103:10314:3:Z4132161543;103:10316:5:Z4382958638;
CC1Nc2ccccc2SC1C,47,103:10303:6:Z2318643372;103:10304:2:Z1355230413;103:10307:6:Z4114418852;
CC1(C)CC(O)c2ccccc21,93,103:10303:6:Z4290597543;103:10304:0:Z2636563322;103:10305:2:Z1953022325;
Clc1cccc2c1NCCN2,39,103:10303:6:Z2372270641;103:10306:6:Z1720584814;103:10307:8:Z1716092011;
CC1(C)NCCCC1O,6,103:10303:6:Z4451687437;103:10304:7:Z4451690563;103:10313:1:Z4451689571;
CC12CC3CC(C1)CC(F)(C3)C2,7,103:10303:6:Z4178734028;103:10306:7:Z4028220080;103:10330:7:Z4021541107;
CN1CCc2c(F)cccc2C1,9,103:10303:7:Z4134195386;103:10318:8:Z4134196338;103:10331:2:Z4134197839;
c1ccc2c(c1)CCC21OCCO1,79,103:10303:7:Z3293282606;103:10304:4:Z4391208914;103:10305:9:Z3362779254;
C=C1CCCNC1,22,103:10303:7:Z4630185303;103:10312:2:Z4504712277;103:10312:2:Z4223460552;
Nc1noc2cccnc12,1,103:10303:7:Z4630185303;
Clc1cc(Cl)c2c(Cl)csc2c1,5,103:10303:7:Z1555896085;103:10320:6:Z1283902005;103:10325:4:Z1670345786;
CC1(C)CC(C)(C)CC2(CCN2)C1,40,103:10303:7:Z4248672613;103:10304:2:Z4248671535;103:10306:1:Z4218030373;
Cn1cc2cncnc2n1,15,103:10303:7:Z1502792435;103:10304:6:Z1502751143;103:10305:3:Z2903918588;
O=C1Cc2ccccc2S(=O)(=O)N1,6,103:10303:7:Z4386645388;103:10321:4:Z4635653349;103:10329:5:Z4238065254;
Nc1ccc(Cl)nn1,20,103:10303:7:Z3389620284;103:10306:4:Z3560951738;103:10308:5:Z3392147876;
Cc1ccc(Cl)c2[nH]ccc12,72,103:10303:7:Z5059903836;103:10304:5:Z5064392380;103:10304:7:Z5064806982;
CC1(C)CCCC(N)C1,13,103:10303:7:Z2927006190;103:10314:8:Z2926774646;103:10318:3:Z2926782192;
Clc1ncc[nH]1,2174,103:10303:7:Z3527275099;103:10304:1:Z3524218357;103:10304:8:Z3550517475;
OC1CNC2(CNC2)CC1O,8,103:10303:7:Z4997718296;103:10315:2:Z4997708693;103:10325:9:Z4997716254;
Fc1cnc2[nH]ccc2c1,55,103:10303:7:Z4199323635;103:10303:7:Z4199324687;103:10303:8:Z4199327022;
Clc1cnc2ncccc2c1,59,103:10303:7:Z2974006778;103:10304:7:Z4328765213;103:10306:7:Z2973825457;
CC1(C)CCC2CCNc3cccc1c32,14,103:10303:7:Z4023780796;103:10306:4:Z4096032079;103:10310:0:Z4003922189;
CN1CC2CC(C1)N2,31,103:10303:8:Z4221135243;103:10304:2:Z4221136350;103:10306:8:Z4221133140;
Cc1cccc2c1NCCCC2,51,103:10303:8:Z4393949062;103:10304:0:Z3620637774;103:10307:1:Z4128432266;
C1CC2CC(C1)C2,288,103:10303:8:Z3625273292;103:10306:2:Z3531661899;103:10307:8:Z4218771859;
O=c1[nH]ncn2c1cc1sccc12,15,103:10303:8:Z3381331974;103:10305:6:Z3539656197;103:10305:6:Z3382195319;
C1CCC2(CNC2)NC1,24,103:10303:8:Z3619678875;103:10308:4:Z3207963083;103:10308:5:Z3207963024;
CC1=NN=C(C)CC1,28,103:10303:8:Z3095709701;103:10309:9:Z3098674433;103:10320:6:Z3098674826;
Clc1nc[nH]n1,11,103:10303:8:Z2346534176;103:10308:1:Z2346536090;103:10313:8:Z3514101678;
Cc1cn(C)c(=O)[nH]c1=O,6,103:10303:8:Z4134138220;103:10315:1:Z2613857476;103:10319:0:Z2613855551;
CC12CC3CC(C)(C1)CC(C)(C3)C2,7,103:10303:8:Z4590972946;103:10321:2:Z2335425374;103:10323:6:Z2177783130;
FC1=CCCCc2ccccc2C1,7,103:10303:8:Z4257055445;103:10327:1:Z4257772918;103:10329:2:Z4258188521;
O=C1NCCc2scnc21,46,103:10303:8:Z3828940726;103:10304:9:Z3829044797;103:10305:4:Z3829229819;
C1CC2CC3CC1CC2C3,12,103:10303:8:Z4924068780;103:10304:8:Z2923879161;103:10307:7:Z3787914077;
CC12CCC(C1)C(C)(C)NC2,45,103:10303:8:Z2876245911;103:10306:5:Z4165714693;103:10307:6:Z4274239465;
c1ncc2c(n1)OCCO2,44,103:10303:8:Z5047749705;103:10303:9:Z5047755984;103:10304:1:Z5047755282;
CC12CC3CC(C)(C1)CC(O)(C3)C2,12,103:10303:8:Z3575953854;103:10326:1:Z3369209188;103:10327:2:Z3436009686;
Cn1cc2c(n1)COCC2,41,103:10303:8:Z4984072306;103:10304:7:Z4984067433;103:10306:1:Z4984075105;
OC1CNCC(O)C1O,55,103:10303:8:Z4233770430;103:10304:3:Z4231835089;103:10307:5:Z4220759793;
O=c1[nH]ccc2cc[nH]c12,30,103:10303:8:Z2000095302;103:10304:4:Z2832390560;103:10304:6:Z1268436192;
CC1CC(C)(C)N1,40,103:10303:9:Z941867314;103:10304:5:Z2878262547;103:10304:5:Z3558556377;
Cc1ccc2cnccc2n1,31,103:10303:9:Z3869653836;103:10305:0:Z3869888020;103:10309:3:Z1870346214;
Nc1nc(N)c2c(n1)CCNC2,16,103:10303:9:Z4329229302;103:10307:1:Z4829437378;103:10308:1:Z4329227319;
O=C1CCS(=O)(=O)c2ccccc21,109,103:10303:9:Z3657239573;103:10305:2:Z4042910905;103:10305:3:Z3537634450;
Cc1ccnnc1Cl,63,103:10303:9:Z4522112574;103:10304:7:Z4522113122;103:10305:0:Z4522116402;
O=C1Nc2ccccc2C1O,65,103:10303:9:Z3475429288;103:10305:9:Z2961486204;103:10306:3:Z2961488095;
CC1(C)CNCc2c(F)cccc21,107,103:10303:9:Z4153025531;103:10304:9:Z4153951831;103:10305:0:Z4153945949;
Cn1cnc2[nH]c(=O)[nH]c(=O)c21,12,103:10303:9:Z1395544755;103:10320:5:Z50145331;103:10322:0:Z1317870570;
CN1C=NC(=O)C1O,27,103:10303:9:Z4219553506;103:10315:6:Z4219549765;103:10324:3:Z4219558240;
Oc1nnc[nH]1,62,103:10303:9:Z2720730038;103:10305:5:Z1134191430;103:10306:5:Z1136169449;
Cc1ccc2c(Cl)cc(Cl)cc2n1,6,103:10303:9:Z19833044;103:10331:4:Z1545599026;103:10335:0:Z19833719;
OC1CCC2CCC1C2,8,103:10303:9:Z4255493595;103:10311:1:Z4258411715;103:10315:4:Z4391350938;
c1ccc2c(c1)nc1n2CCCN1,47,103:10303:9:Z4113225671;103:10304:2:Z4113247280;103:10305:4:Z4113241959;
Clc1csc(Cl)n1,12,103:10304:0:Z3516702305;103:10310:3:Z4961775134;103:10331:4:Z3522280342;
CC1(C)CCOCCN1,70,103:10304:0:Z4181312818;103:10304:0:Z4137761520;103:10306:2:Z4309201296;
Clc1cnc[nH]1,6,103:10304:0:Z2023711082;103:10305:7:Z2023933846;103:10340:5:Z2353803127;
O=c1[nH]cnc2cc(O)ccc12,6,103:10304:0:Z1689189230;103:10310:6:Z1689188349;103:10316:7:Z2043621083;
Cn1ncc2cn[nH]c2c1=O,4,103:10304:0:Z4414665124;103:10317:9:Z1516538183;103:10330:1:Z1516538009;
CC1CSc2ccccc2C1,10,103:10304:0:Z1589796001;103:10316:6:Z2351602444;103:10331:6:Z3815653305;
Nc1cc2ncccc2s1,41,103:10304:0:Z3831129437;103:10304:9:Z3698005709;103:10308:6:Z3697419742;
Cc1cc(C)n2nc(O)cc2n1,45,103:10304:0:Z1082115936;103:10304:6:Z1010296348;103:10305:2:Z2440211357;
Cc1nc2ccc(O)cc2c(=O)[nH]1,46,103:10304:0:Z4148159084;103:10304:9:Z4221264976;103:10305:2:Z4935366258;
Fc1cc(Cl)c2ncccc2c1,27,103:10304:0:Z3395638116;103:10307:7:Z4232532040;103:10310:7:Z3891708207;
O=C1CCCNCC1,69,103:10304:1:Z3633086809;103:10306:1:Z3633072018;103:10306:4:Z3633078503;
NC1CCC(O)C1O,40,103:10304:1:Z4214430615;103:10305:2:Z4205207208;103:10305:4:Z4207537606;
Clc1ccc2c(c1)CCCCN2,39,103:10304:1:Z4129747864;103:10304:1:Z4384920889;103:10304:5:Z4129740206;
Cc1[nH]c2nc[nH]c(=O)c2c1C,12,103:10304:1:Z3500632979;103:10333:0:Z3500636256;103:10340:9:Z3500634502;
Nc1cc(Cl)ccn1,31,103:10304:1:Z4614605758;103:10306:6:Z4614600347;103:10311:3:Z4614613901;
O=c1[nH]cnc2c(F)c(F)ccc12,5,103:10304:1:Z3996163861;103:10318:5:Z4385433510;103:10335:8:Z4000127941;
CC1=CCN(C)C(=O)N1C,23,103:10304:1:Z3358065755;103:10305:1:Z2660649047;103:10305:8:Z605366544;
Cc1ccc(O)c2c1CCCN2,59,103:10304:1:Z3633732173;103:10306:3:Z3521271006;103:10307:5:Z4150680924;
Cc1ccc2ncn(C)c(=O)c2c1,12,103:10304:1:Z2016968121;103:10312:7:Z441398082;103:10323:2:Z441392672;
Clc1cnsc1,27,103:10304:1:Z3362922445;103:10304:5:Z3359957743;103:10305:0:Z3361694046;
Cc1c(F)cc(Cl)c2c1CCCN2,22,103:10304:1:Z2415462755;103:10305:6:Z2415463111;103:10306:5:Z2415464336;
Cn1cc(Cl)nc1F,32,103:10304:1:Z4255635813;103:10304:3:Z4453459178;103:10304:5:Z4255638151;
Cc1cc(C)c(Cl)cn1,32,103:10304:1:Z3503135367;103:10307:3:Z3530341830;103:10307:9:Z3503701545;
NC1CC2CC12,99,103:10304:1:Z4448721813;103:10304:7:Z4057682980;103:10307:2:Z3515986660;
OC1CCC2CCC1N2,5,103:10304:1:Z4251266074;103:10306:9:Z4251140531;103:10348:8:Z4257685925;
Nc1ccsc1,12,103:10304:1:Z4254814926;103:10304:4:Z4254816158;103:10305:4:Z4254810946;
Cc1cc(Cl)c2c(c1)CCCCO2,7,103:10304:1:Z3634900043;103:10314:2:Z2011799839;103:10329:7:Z2927020697;
Cc1ccc2c(=O)cc[nH]c2n1,16,103:10304:2:Z4427255283;103:10304:6:Z1579266132;103:10304:7:Z30279558;
Cc1cc(O)on1,21,103:10304:2:Z3098750105;103:10307:2:Z3135828471;103:10307:3:Z3095607744;
O=c1[nH]c2cccc(F)c2s1,8,103:10304:2:Z2442691612;103:10320:3:Z2851042004;103:10349:9:Z3341454581;
O=C1NCCC1O,6,103:10304:2:Z5057609857;103:10334:7:Z4999841418;103:10335:4:Z2618191441;
O=C1CCOc2c(F)cccc21,8,103:10304:2:Z3343208993;103:10321:4:Z3340098369;103:10331:7:Z3343208194;
C1=COCC1,25,103:10304:2:Z4255502662;103:10307:7:Z4252752787;103:10309:2:Z4257240337;
Clc1ccc[nH]1,101,103:10304:2:Z3185517285;103:10304:2:Z3199565648;103:10304:7:Z3207790488;
CC1Cc2ccccc2NC1=O,6,103:10304:2:Z3366967674;103:10327:8:Z3367059947;103:10340:7:Z3368554715;
Cc1ncc2ncccn12,16,103:10304:2:Z3209815993;103:10311:5:Z3094325524;103:10313:5:Z3094326829;
c1cnc2[nH]cnc2n1,7,103:10304:2:Z2721949554;103:10316:9:Z2918709356;103:10323:7:Z2721949730;
CC1CCNC(=O)c2cccn21,3,103:10304:3:Z4000704419;103:10322:8:Z4000660894;103:10327:5:Z4000691915;
CC12CCC(CC1)CC2,86,103:10304:3:Z4483910799;103:10313:1:Z4481980089;103:10314:5:Z4487284414;
CC1CCC2NCCCC2C1,65,103:10304:3:Z4262329443;103:10304:3:Z826127648;103:10305:5:Z2473577800;
CC1(C)C2CCC13CCNC3C2,48,103:10304:3:Z3609499333;103:10304:7:Z3590472029;103:10305:1:Z3609494084;
Cc1cccc2c1C(=O)CC2,5,103:10304:3:Z4984207292;103:10314:3:Z3256663006;103:10332:9:Z4224114844;
CC1(C)CCC2CCc3cccc1c32,11,103:10304:3:Z4058450483;103:10312:6:Z1940150325;103:10322:0:Z4058449995;
Oc1cc2c(nn1)CNC2,52,103:10304:3:Z4960935953;103:10305:5:Z4960939295;103:10306:6:Z4960945329;
Cn1cnc2cnc(Cl)nc21,47,103:10304:3:Z3718930598;103:10307:2:Z4027526844;103:10307:3:Z3831919103;
O=c1[nH]cnc2ccnn12,18,103:10304:3:Z2898387573;103:10307:9:Z2898388506;103:10320:4:Z2898388265;
O=c1nco[nH]1,20,103:10304:3:Z1939328625;103:10305:8:Z2169549630;103:10306:0:Z2169550397;
Cc1noc2nc[nH]c(=O)c12,7,103:10304:4:Z2769203542;103:10313:8:Z2769202229;103:10326:9:Z2790315497;
Cc1ccc(N)cn1,399,103:10304:4:Z5039754975;103:10324:6:Z4387982717;103:10325:2:Z4387976119;
O=c1[nH]nnc2cc(F)ccc12,11,103:10304:4:Z2851213759;103:10307:5:Z4151369248;103:10309:9:Z2609901142;
Cn1ccc2c(=O)n3ccccc3nc21,37,103:10304:4:Z2282769049;103:10304:4:Z4595296272;103:10307:3:Z2061023585;
O=c1cc[nH]c2ccsc12,13,103:10304:4:Z3513105747;103:10305:3:Z1497971904;103:10308:5:Z1273001476;
Fc1cnc2ccccc2c1,34,103:10304:4:Z4173838888;103:10310:1:Z4173931700;103:10312:7:Z4173653816;
CC1(O)CCOC1,41,103:10304:4:Z4264480592;103:10305:2:Z4261944720;103:10306:0:Z4259694271;
CC1(C)CCc2nc[nH]c2C1,33,103:10304:4:Z4252150730;103:10304:7:Z4251985320;103:10305:7:Z4255401375;
OC1CCCCCCC1O,13,103:10304:4:Z5008111820;103:10304:6:Z5014608216;103:10305:8:Z5022120686;
O=C1CCCCc2ccccc2N1,28,103:10304:4:Z4252593031;103:10304:6:Z4251783004;103:10306:5:Z4256811682;
O=C1NC(=O)C2Cc3ccccc3C2N1,9,103:10304:5:Z3463153933;103:10314:3:Z3463145964;103:10330:6:Z3463136266;
Cc1nn2cnnc2nc1O,13,103:10304:5:Z1143248233;103:10306:4:Z1209501475;103:10308:6:Z2850878045;
Cc1ncc2c3c(sc2n1)CC(C)CC3,26,103:10304:5:Z1408592362;103:10309:2:Z2000216995;103:10311:4:Z4233148214;
Clc1cccc2nsnc12,75,103:10304:5:Z4269022687;103:10305:4:Z3403515042;103:10306:9:Z4269042244;
O=C1CCCc2ocnc21,15,103:10304:5:Z4258181202;103:10304:5:Z4258181030;103:10313:2:Z4258178460;
Cc1ccnc(F)n1,40,103:10304:5:Z3562297330;103:10306:6:Z2861105212;103:10308:3:Z2861074840;
O=c1[nH]cnc2sc3c(c12)CCCCC3,12,103:10304:5:Z3789887559;103:10309:3:Z2896989524;103:10312:3:Z2111602758;
C1=Nc2cncnc2SC1,48,103:10304:5:Z4264588790;103:10305:0:Z4264579759;103:10307:4:Z4350893719;
Fc1cc(Cl)c2[nH]ccc2c1,49,103:10304:5:Z5058865286;103:10305:6:Z5058874267;103:10306:0:Z5063735068;
O=c1[nH]ccc2nccnc12,8,103:10304:5:Z2614154091;103:10330:5:Z2614153208;103:10338:9:Z2614152747;
C1OC2C3COC2C1N3,16,103:10304:5:Z3845053330;103:10305:6:Z3845054136;103:10311:2:Z1524801930;
Cc1ccc2c(c1C)OCCCC2,18,103:10304:5:Z1896169528;103:10306:5:Z4258743899;103:10306:5:Z4258694886;
c1cnc2c(c1)CCC1(CCOCC1)O2,29,103:10304:5:Z4256260186;103:10308:4:Z4255781531;103:10309:7:Z4253605561;
Cc1cccc2c1NC(=O)C2,18,103:10304:5:Z4277717533;103:10306:5:Z4277717545;103:10315:1:Z4277717534;
C=c1[nH]c(=O)c(=C)s1,22,103:10304:6:Z449732880;103:10305:7:Z4151030272;103:10307:9:Z821198288;
O=C1NC(=O)C2CCCC2N1,78,103:10304:6:Z3432557943;103:10304:6:Z3432557746;103:10304:6:Z3211282208;
CC1CCCN(C)C1C,17,103:10304:6:Z4431371122;103:10309:8:Z4420753460;103:10313:5:Z4431348256;
O=c1[nH]c2ccncc2[nH]1,45,103:10304:6:Z4155996965;103:10331:4:Z4153916090;103:10354:4:Z4155996962;
O=c1[nH]nc2cnccn12,14,103:10304:6:Z1679729299;103:10306:3:Z1679735956;103:10311:1:Z1532606080;
Cc1ccc2c(c1)C1CC(NC(=O)N1)O2,8,103:10304:6:Z4212852451;103:10305:3:Z4212866088;103:10315:5:Z3547987602;
O=C1NCNC12CCCCC2,25,103:10304:7:Z1497329199;103:10305:7:Z2863984516;103:10307:0:Z4341212530;
O=C1NC(=O)C2CCCCC2N1,23,103:10304:7:Z3463167238;103:10309:1:Z3211104746;103:10309:4:Z3211139243;
O=S1(=O)CCCNc2ccccc21,75,103:10304:7:Z4269787113;103:10306:8:Z4269778772;103:10306:8:Z4269789303;
C1CC2C3CCC(O3)C2C1,12,103:10304:7:Z3836071208;103:10324:3:Z3833450055;103:10325:4:Z3833324657;
C1C2CC1C1(COC1)O2,22,103:10304:7:Z3611469338;103:10313:5:Z4320959040;103:10316:5:Z4413109200;
Fc1cccc2c1CSCC2,19,103:10304:7:Z3888806884;103:10312:0:Z3889261623;103:10315:5:Z3888849437;
O=C1CCc2c(F)cccc21,15,103:10304:7:Z3484574243;103:10308:4:Z2095603571;103:10312:7:Z2095608134;
Fc1cc(Cl)cc2cncnc12,34,103:10304:7:Z4073709857;103:10310:1:Z4070224630;103:10311:1:Z4073921490;
CC1CNc2ccccc2C1=O,34,103:10304:7:Z4344831520;103:10306:5:Z4344828993;103:10307:2:Z4344830727;
Cc1cccc2c1OCCCC2,40,103:10304:8:Z4960518359;103:10304:8:Z4960513456;103:10305:2:Z1437507054;
O=c1[nH]cnc2cscc12,5,103:10304:8:Z4445993365;103:10336:9:Z4458875899;103:10344:1:Z4458875512;
Cc1cc(=O)n(C)c2ccccc12,11,103:10304:8:Z3633920486;103:10310:6:Z3633924593;103:10310:7:Z3633925014;
Cc1cncn2ccnc12,13,103:10304:8:Z5023302174;103:10320:4:Z4999742414;103:10349:9:Z4782741528;
FC1CCC2CCC1N2,614,103:10304:8:Z4336306170;103:10304:8:Z4336306171;103:10316:0:Z4336300969;
C1CC2CC3(CC3)CC1N2,71,103:10304:8:Z2698452642;103:10304:8:Z2708749767;103:10306:6:Z4419436537;
Cc1cccc2ccncc12,24,103:10304:8:Z2850599761;103:10308:5:Z3561849255;103:10308:9:Z4615122182;
C1=COCCN1,64,103:10304:8:Z3475051429;103:10305:6:Z3495723944;103:10306:9:Z3547549705;
CC12CC(C1)C1(CNC1)O2,42,103:10304:8:Z3532924183;103:10322:3:Z3602781618;103:10332:9:Z3629522152;
Cc1ccc2c(C)ccnc2c1,28,103:10304:8:Z3870408761;103:10306:2:Z2218112752;103:10310:2:Z2434490917;
Cc1cc(Cl)cc2ccoc12,15,103:10304:9:Z2878751217;103:10306:3:Z2616981002;103:10306:8:Z2924054047;
FC1(F)CCc2ccccc2C1,11,103:10304:9:Z4257645490;103:10306:0:Z4254572013;103:10306:0:Z4258467149;
O=C1CNC2(CN1)COC2,26,103:10304:9:Z2918897882;103:10308:0:Z2792756623;103:10308:2:Z2792756205;
Cn1c2ccccc2n2cnnc12,6,103:10305:0:Z3019587029;103:10307:5:Z1507826170;103:10331:1:Z4907044375;
c1nc2cc3c(cc2[nH]1)OCO3,29,103:10305:0:Z2352756154;103:10305:3:Z2351674237;103:10306:1:Z3946238854;
Nc1cnon1,382,103:10305:0:Z851064258;103:10313:6:Z4769435428;103:10317:0:Z3215185793;
CC1(C)CCNC(=O)c2ccccc21,2,103:10305:0:Z5058626002;103:10312:8:Z5058630910;
Cc1cc2c(cc1C)OCCCC2,18,103:10305:0:Z2599314105;103:10310:3:Z3362498927;103:10311:6:Z3508903665;
Fc1ccc2sccc2c1F,82,103:10305:0:Z4537913738;103:10305:5:Z4609036126;103:10306:2:Z4540989333;
Cn1[nH]c2ccccc2c1=O,8,103:10305:0:Z2951458592;103:10317:8:Z2951458610;103:10320:2:Z2951463646;
O=c1[nH]cnc2c1sc1ncccc12,7,103:10305:0:Z2851100979;103:10309:4:Z2851101161;103:10335:7:Z3341523741;
Cn1c(Cl)cc2cc(Cl)c(Cl)cc21,24,103:10305:0:Z3539650130;103:10309:5:Z3516941623;103:10312:2:Z3626581365;
CN1CNC(=O)c2ccccc21,13,103:10305:1:Z355470336;103:10306:2:Z2830819774;103:10317:1:Z355469674;
OC1CCNc2ccccc21,18,103:10305:1:Z2956470980;103:10318:8:Z2956475990;103:10320:9:Z4216328855;
C=C1CNC1,17,103:10305:1:Z3506012078;103:10309:0:Z3506010865;103:10310:5:Z4188596513;
CN1CCc2cc(F)ccc2C1,10,103:10305:1:Z3514535003;103:10309:3:Z4458817248;103:10321:1:Z3500764000;
NC12CCC(CC1)OC2,42,103:10305:1:Z4448090281;103:10305:2:Z3521914396;103:10305:6:Z3511086313;
Cc1cc2cnccc2o1,4,103:10305:1:Z4216653496;103:10335:3:Z4216653117;103:10380:7:PV-002711076196;
CC1NCCc2cc(Cl)cc(Cl)c21,36,103:10305:1:Z2496453067;103:10306:3:Z3835088150;103:10307:6:Z2311035436;
CC1(C)Nc2ccccc2C1N,10,103:10305:1:Z2776460860;103:10307:3:Z2776461295;103:10309:5:Z3333439147;
c1ccc2c(c1)CC1CCCC2C1,6,103:10305:1:Z2925273255;103:10328:4:Z3508776761;103:10334:3:Z2928310759;
O=S1(=O)NC2C(O)C3CC2C1C3,8,103:10305:1:Z2898408524;103:10313:1:Z2898405623;103:10315:6:Z2898408652;
Clc1ccc2c(c1)CCCCO2,9,103:10305:1:Z4080729563;103:10305:3:Z1663551506;103:10311:9:Z3362493929;
Cc1ccc(Cl)c(O)c1,189,103:10305:1:Z4106669372;103:10305:2:Z3863371021;103:10306:6:Z3899381078;
Clc1ccc2nsnc2c1,27,103:10305:2:Z1608061513;103:10316:0:Z1268375379;103:10316:8:Z1268375399;
CN1CCc2nc3ccccc3cc2C1,21,103:10305:2:Z4770736346;103:10305:2:Z3203940575;103:10305:2:Z2914371394;
Cc1ncncc1Cl,25,103:10305:2:Z3503022416;103:10306:1:Z3503009963;103:10306:2:Z4005683730;
c1[nH]nc2c1CCOC2,7,103:10305:2:Z4134201910;103:10310:8:Z4169112969;103:10314:3:Z4134200777;
Cc1cccc2oc(=O)[nH]c12,4,103:10305:3:Z4526173523;103:10329:6:Z4224115063;103:10333:4:Z2618274801;
CC1NCCc2c(Cl)cc(Cl)cc21,21,103:10305:3:Z2957076221;103:10312:9:Z1391591845;103:10315:5:Z1391585002;
O=C1CNc2cc(Cl)ccc2N1,10,103:10305:3:Z4362482717;103:10311:4:Z4132184205;103:10329:8:Z4362484887;
C1=CCCOCC1,9,103:10305:3:Z3368179542;103:10313:1:Z3366905166;103:10314:2:Z4252710848;
O=c1[nH]c(=O)c2cc(F)ccc2[nH]1,20,103:10305:3:Z4414529460;103:10306:7:Z1503723531;103:10310:6:Z1503962157;
Clc1sc2ccccc2c1Cl,31,103:10305:3:Z4578505698;103:10305:8:Z3543776474;103:10306:0:Z3607199036;
CC1(C)CNC(=O)CNC1=O,2,103:10305:3:Z4379911135;103:10332:3:Z4208568582;
c1nc2nc3c(cn2n1)CCC3,27,103:10305:3:Z2770325850;103:10306:5:Z2769502293;103:10308:0:Z3394906364;
Cn1cnc2sccc2c1=O,45,103:10305:3:Z24330261;103:10305:4:Z1695995469;103:10306:4:Z1263938974;
Fc1cccc2occc12,84,103:10305:3:Z3363626881;103:10311:9:Z3533254178;103:10311:9:Z3363509677;
Cc1nccnn1,4,103:10305:3:Z4445959970;103:10315:7:Z4216896547;103:10348:5:Z4216897765;
Cc1ncnc2[nH]ncc12,48,103:10305:4:Z2850394794;103:10309:6:Z2850863667;103:10313:6:Z2850005702;
Cc1ncc2c3c(sc2n1)CCCCC3,32,103:10305:4:Z31248742;103:10306:3:Z2975519989;103:10306:4:Z2970186421;
O=C1CCNc2cc(F)ccc21,6,103:10305:4:Z3494728084;103:10334:5:Z3494728090;103:10336:7:Z2996217521;
Cc1cc(=O)[nH]c2c(C)cccc12,9,103:10305:4:Z2898216117;103:10310:7:Z4027992943;103:10314:1:Z4027994575;
CC1(C)CN=CO1,28,103:10305:4:Z4263105974;103:10306:1:Z4266200772;103:10311:9:Z4264438617;
Cc1nnc2ccc(Cl)nn12,33,103:10305:4:Z4346309805;103:10306:8:Z4346305600;103:10308:8:Z4654888007;
Cn1ccc2ncncc21,27,103:10305:4:Z4783274273;103:10348:2:Z4782741635;103:10357:1:Z4876579138;
CC1C=Cc2ccccc21,5,103:10305:4:Z2155439210;103:10305:7:Z2158012521;103:10327:4:Z2157115550;
NC1CCOc2ccccc21,2,103:10305:4:Z4526175670;103:10381:0:PV-004165062817;
Cn1c(=O)[nH]c2ncn(C)c2c1=O,11,103:10305:4:Z4216476159;103:10315:2:Z4216476649;103:10315:9:Z4216476895;
N=S1(=O)CC2CC1C2,48,103:10305:4:Z4096018006;103:10306:5:Z4096016424;103:10306:5:Z4096015169;
CC12CCCC1C2,7,103:10305:5:Z4171295248;103:10311:8:Z4171303325;103:10318:1:Z4171312773;
N=c1[nH]ccs1,95,103:10305:5:Z1250586654;103:10305:9:Z25103892;103:10306:0:Z2868639799;
Cc1csc2ccncc12,8,103:10305:5:Z4223964957;103:10312:8:Z4227581761;103:10313:7:Z4224803986;
Nc1cnccc1Cl,21,103:10305:5:Z2881861658;103:10305:5:Z2881860598;103:10305:5:Z4298631539;
CC1CCc2[nH]c(=O)sc2C1,7,103:10305:5:Z1252468097;103:10307:8:Z1302471896;103:10312:4:Z1171235355;
CC=C1CCCC1,6,103:10305:5:Z2361196781;103:10306:9:Z3500298651;103:10314:8:Z3501216885;
