fragment_smiles,occurences,example_ligands
Cc1cnc[nH]1,3472,16:01600:0:Z3613159113;16:01600:0:Z2702223024;16:01600:0:Z2791613815;
c1ccc2c(c1)CC1CCC2C1,27,16:01601:2:Z4187186118;16:01604:2:Z4158360537;16:01620:4:Z4153260653;
c1[nH]nc2c1COCC2,169,16:01601:2:Z2862926149;16:01601:8:Z2923139789;16:01602:4:Z2862925330;
OC1COc2ccccc21,40,16:01601:2:Z4033462367;16:01605:0:Z4453222341;16:01606:0:Z4033891567;
C1CC2(CCN1)CNCCO2,255,16:01601:2:Z3364032105;16:01601:3:Z3364451477;16:01601:8:Z3136340500;
Nc1ccnc(N)n1,111,16:01601:2:Z2979267315;16:01605:5:Z3367626756;16:01607:3:Z2829553947;
Cn1c2c(ccc1=O)CCCC2,81,16:01601:2:Z2481411644;16:01601:7:Z2477299909;16:01601:9:Z3517175589;
O=c1cccc2n1CC1CNCC2C1,33,16:01601:2:Z2278457563;16:01606:1:Z4481827915;16:01609:8:Z4266307128;
O=c1[nH]c2c(c(=O)[nH]1)CCNC2,67,16:01601:2:Z5003285469;16:01601:2:Z3867032544;16:01602:8:Z3867034966;
Oc1ccc2ncoc2c1,76,16:01601:2:Z3343059634;16:01601:3:Z3519078312;16:01602:3:Z2492904503;
Cc1csc2ncncc12,267,16:01601:2:Z4436050199;16:01601:2:Z4133769812;16:01601:4:Z3235237774;
Cc1nc2cccnc2n1C,11,16:01601:2:Z4387208026;16:01603:8:Z4154032444;16:01611:9:Z3512075395;
Cc1[nH]c2nc[nH]c(=O)c2c1C,24,16:01601:2:Z3500630829;16:01601:4:Z3500634720;16:01602:2:Z3500632289;
Cc1ncc2cnn(C)c2n1,203,16:01601:2:Z1185871712;16:01603:1:Z1744120923;16:01603:1:Z2975990053;
O=S1(=O)CCNC2CCCN21,128,16:01601:2:Z3590186663;16:01602:2:Z3590187067;16:01603:3:Z4285399122;
Nc1ccc2c(n1)CCCC2,45,16:01601:2:Z5055205879;16:01601:2:Z4181411899;16:01603:3:Z4181179484;
c1ccc2c(c1)NCCCS2,135,16:01601:2:Z2011267326;16:01602:4:Z3524678187;16:01603:2:Z4280012804;
C1=CCCNCC1,33,16:01601:2:Z3341293364;16:01605:3:Z2983326593;16:01605:8:Z2997993844;
FC1(F)CCC2(CC1)CNC2,147,16:01601:2:Z3621345128;16:01601:5:Z3610852054;16:01601:8:Z3610862326;
Cc1cc2c(=O)n(C)cnc2o1,32,16:01601:2:Z4032108078;16:01604:8:Z1334257047;16:01604:9:Z4028627309;
O=C1C=CCCN1,51,16:01601:2:Z4154038777;16:01601:4:Z4082019266;16:01602:6:Z4082019232;
Cn1ncc2c1CCC2,377,16:01601:2:Z4954222503;16:01601:2:Z4960071234;16:01601:2:Z4954259999;
O=c1ccnc2[nH]ccn12,25,16:01601:2:Z4224073405;16:01620:9:Z3339908995;16:01622:1:Z3339907531;
c1ncc2c(n1)NCCCC2,82,16:01601:2:Z3558072802;16:01602:8:Z3556799291;16:01612:1:Z4157943152;
FC1(F)C2(CCNCC2)C12CC2,105,16:01601:2:Z3144444832;16:01602:6:Z3319116174;16:01603:4:Z3209731280;
Cc1ccc2c(c1)NCCN2C,87,16:01601:2:Z4128569091;16:01601:3:Z4048245927;16:01601:6:Z3881643925;
Clc1ccnc2c1CCCN2,87,16:01601:2:Z4132128423;16:01601:4:Z4132129415;16:01602:6:Z4338576723;
O=C1CCc2sccc21,279,16:01601:2:Z5000172550;16:01601:5:Z5001307373;16:01601:5:Z5000783338;
O=c1[nH]nnc2cc(F)ccc12,23,16:01601:2:Z4611482947;16:01603:8:Z3254862362;16:01603:8:Z3254862342;
c1cc2nccnc2cn1,283,16:01601:2:Z2976241968;16:01601:2:Z3829358438;16:01601:8:Z4391148322;
O=C1NS(=O)(=O)c2cccc(F)c21,22,16:01601:2:Z1994021810;16:01601:6:Z1994024506;16:01611:7:Z1994030822;
O=C1CNC2(CCNCC2)N1,113,16:01601:2:Z3511041812;16:01603:5:Z3498971628;16:01604:7:Z4055741213;
O=C1NCN2CCSCC12,27,16:01601:2:Z2351367209;16:01604:0:Z3254038419;16:01606:9:Z2830943440;
O=c1ccc2cc(Cl)ccc2[nH]1,27,16:01601:2:Z1171708395;16:01602:3:Z1177648659;16:01616:7:Z1171320779;
CN1CCC2(CCN2)CC1,254,16:01601:2:Z4974386735;16:01601:3:Z2965143463;16:01601:3:Z4298891859;
Nc1nc2ccccn2n1,57,16:01601:2:Z4302605508;16:01601:6:Z4302956867;16:01606:2:Z4303925816;
Fc1cc2ncsc2cc1F,133,16:01601:2:Z1611089557;16:01602:0:Z1231226587;16:01603:2:Z3391579854;
FC1(F)C2(CCC2)C12CCC2,208,16:01601:2:Z4109487052;16:01601:3:Z4111422416;16:01603:1:Z4109210304;
Cn1cnc2cccc(F)c21,113,16:01601:2:Z3493672168;16:01601:9:Z2614863279;16:01601:9:Z2614845143;
c1cnc2cncnc2c1,201,16:01601:2:Z3559279937;16:01601:4:Z3559889748;16:01601:5:Z3648965363;
C1CCCCCNCCCC1,52,16:01601:2:Z3626785264;16:01601:5:Z3626785337;16:01602:4:Z4205232333;
CC1(C)Cc2ncsc2C(=O)N1,21,16:01601:2:Z3628790869;16:01601:7:Z4066502115;16:01607:3:Z4268536024;
CC1(C)CCCc2ccccc21,146,16:01601:2:Z1519108237;16:01603:3:Z1443707935;16:01604:2:Z4310928522;
CN1CCCC12CCNCC2,174,16:01601:2:Z2699415809;16:01602:0:Z4290047738;16:01602:9:Z3391543401;
Cc1ccc2cc(Cl)ccc2n1,52,16:01601:2:Z3795629937;16:01604:6:Z3055810193;16:01604:8:Z654809778;
FC1(F)CCC2(CCNCC2)C1,108,16:01601:2:Z4350958413;16:01603:6:Z3898744924;16:01604:9:Z3889031248;
N=S1(=O)CCC2(C1)OCCO2,96,16:01601:2:Z3652707164;16:01603:2:Z3652712807;16:01604:1:Z3652719535;
CN1CCNc2cccnc21,197,16:01601:2:Z2169039070;16:01601:3:Z4281642213;16:01601:3:Z4281642098;
O=C1CC2(CCNCC2)CN1,257,16:01601:2:Z2611984590;16:01601:5:Z3630325864;16:01601:5:Z4405818960;
Fc1ccc2cncnc2c1F,49,16:01601:2:Z3648145379;16:01607:2:Z3647759982;16:01611:0:Z3830964610;
Cc1ccc2ccncc2c1,90,16:01601:2:Z3395091761;16:01601:7:Z4879712337;16:01602:2:Z3830095220;
Oc1cc2ccccc2cn1,70,16:01601:2:Z2697274089;16:01603:1:Z2708492009;16:01603:1:Z2849696744;
Cc1ccc2ncoc2c1,33,16:01601:2:Z4335746644;16:01601:4:Z4335748462;16:01601:6:Z4335747211;
Nc1nc2ccccc2o1,316,16:01601:2:Z4612278033;16:01601:6:Z4224040533;16:01602:0:Z4770680325;
OC1CCC(O)C1O,99,16:01601:2:Z4269678763;16:01602:0:Z3665321910;16:01603:5:Z4269690365;
O=S1(=O)CC2(CCNCC2)C1,183,16:01601:2:Z3391631087;16:01601:5:Z4217002879;16:01602:0:Z3079437363;
O=C1Nc2ccccc2C12CC2,61,16:01601:2:Z4424184455;16:01603:0:Z3162633470;16:01603:6:Z3584227266;
Cc1ncnc2c1CCCC2,125,16:01601:2:Z3551618060;16:01601:2:Z3551616495;16:01601:2:Z3467067057;
O=C1NCCC2CNCCN12,163,16:01601:2:Z1547516116;16:01602:6:Z2120468548;16:01602:7:Z4263706600;
Fc1cc(F)c2c(c1)CCNC2,125,16:01601:2:Z3320082946;16:01601:8:Z3588261404;16:01602:6:Z3384625139;
FC1(F)C2C3CCC(C3)C21,82,16:01601:2:Z4666410965;16:01601:9:Z3874826804;16:01603:3:Z4416540405;
Cc1cc(C)c2c(c1)CCCO2,98,16:01601:2:Z3588509600;16:01601:2:Z3588507489;16:01602:2:Z3501404940;
Cc1cc2ccc(Cl)cc2[nH]1,43,16:01601:2:Z4406569016;16:01603:5:Z4406873658;16:01604:0:Z4423919895;
OC1CC2CN=CN2C1,77,16:01601:2:Z4025667573;16:01602:8:Z4025670203;16:01605:4:Z4075845265;
Cc1ccc2occ(C)c2c1,94,16:01601:2:Z2445204228;16:01602:8:Z1144976679;16:01603:3:Z2014096704;
Clc1cc(Cl)c2c(c1)CCC2,127,16:01601:2:Z2863412239;16:01602:7:Z4027507902;16:01603:5:Z4027506902;
Cc1ncc2c(C)c(C)sc2n1,111,16:01601:2:Z214732372;16:01603:2:Z2347921155;16:01603:6:Z1840413111;
Cc1cc2[nH]c(=O)ccn2n1,54,16:01601:2:Z4078879040;16:01601:2:Z3855720978;16:01601:6:Z3608414437;
C1CCC23CNCC2(C1)CNC3,79,16:01601:2:Z4947542263;16:01602:5:Z3139562287;16:01604:1:Z4002917860;
c1ccc2c(c1)cc1n2CCCNC1,30,16:01601:2:Z2141648382;16:01612:7:Z2103758182;16:01613:9:Z2949819858;
CC1(C)OCC2(CCNCC2)CO1,78,16:01601:2:Z4908318042;16:01601:5:Z4908318536;16:01602:0:Z4909131109;
Cc1cc(C)c2cc[nH]c2c1,127,16:01601:2:Z2353175193;16:01602:5:Z293150804;16:01603:4:Z1730113534;
OC1CCCn2nccc21,125,16:01601:2:Z3360561095;16:01602:5:Z3353999382;16:01602:8:Z3363660202;
O=C1CNS(=O)(=O)N1,60,16:01601:2:Z3639042967;16:01601:2:Z3639047799;16:01609:7:Z3860479714;
O=C1NCCC2CCNC=C12,57,16:01601:3:Z4368807831;16:01602:4:Z4368815367;16:01605:1:Z4368816604;
Oc1ccc2cccc(O)c2c1,20,16:01601:3:Z2878442344;16:01604:6:Z2877731504;16:01605:5:Z4265592323;
CC1(C)CNC(C)(C)C1,135,16:01601:3:Z3716059082;16:01601:9:Z3701517724;16:01602:6:Z4023198612;
Cc1cccn2cnnc12,105,16:01601:3:Z4295683348;16:01601:4:Z4295559998;16:01601:9:Z4289327164;
Clc1cnc2ccccc2c1,136,16:01601:3:Z2365401086;16:01601:9:Z2195841642;16:01602:1:Z3076962329;
N=c1cc[nH][nH]1,109,16:01601:3:Z2864013806;16:01602:0:Z1145464727;16:01602:9:Z1334285939;
CC1CNCC2(CCCOC2)O1,120,16:01601:3:Z1959168345;16:01601:3:Z1962186222;16:01603:8:Z1956884328;
c1ccc2c(c1)nc1n2CCN1,45,16:01601:3:Z2453283475;16:01602:1:Z4075904987;16:01602:1:Z3295164129;
Cc1cc2[nH]ncc2c(=O)n1C,6,16:01601:3:Z2911873728;16:01601:5:Z3356748327;16:01603:5:Z2911871423;
O=c1cc2ccccc2c[nH]1,14,16:01601:3:Z2852737670;16:01602:8:Z4216183475;16:01605:2:Z2852735909;
Cc1cc2c(=O)[nH]nnc2s1,41,16:01601:3:Z3633987416;16:01605:3:Z4562201966;16:01612:7:Z3789990902;
Cc1sc(C)c2sccc12,109,16:01601:3:Z3467768962;16:01603:8:Z3538286386;16:01603:9:Z3552086476;
c1ccc2c(c1)CCCNCC2,124,16:01601:3:Z2278543225;16:01601:4:Z2274106901;16:01601:7:Z4063225021;
Cc1ccc2c(c1)CCCO2,114,16:01601:3:Z2962171447;16:01604:1:Z4053370805;16:01604:5:Z1950074619;
Fc1ccc2c(c1)COCO2,180,16:01601:3:Z1171498662;16:01601:3:Z4917468756;16:01601:3:Z1536012429;
O=C1CCc2c(F)cccc21,41,16:01601:3:Z4223907547;16:01601:3:Z2094809318;16:01601:7:Z2351220278;
c1cn2c(n1)NCCC2,61,16:01601:3:Z4168849636;16:01601:6:Z4710932018;16:01605:8:Z4168860244;
O=C1COc2ccc(Cl)cc2N1,120,16:01601:3:Z2278039492;16:01603:4:Z401332676;16:01603:4:Z3208622281;
c1ccn2c(c1)nc1sccc12,26,16:01601:3:Z3651225449;16:01601:3:Z3638501086;16:01601:3:Z1367574769;
Cc1cc(C)n2ccnc2n1,158,16:01601:3:Z3513608500;16:01601:4:Z2590560702;16:01601:4:Z3366218564;
O=C1CCCS(=O)(=O)N1,52,16:01601:3:Z3513608500;16:01607:0:Z3513619871;16:01607:6:Z3513622907;
C1CC2COCC3(CNCOC3)N2C1,16,16:01601:3:Z3620669760;16:01601:3:Z3621227207;16:01646:1:Z3599102698;
C1CC2(C1)CCNCCN2,203,16:01601:3:Z2853810512;16:01602:3:Z2860403012;16:01603:8:Z3047073579;
C1CSC2(C1)CNC2,76,16:01601:3:Z3905190930;16:01601:4:Z3830460064;16:01602:0:Z4312373908;
O=C1NCCCNC12CCC2,151,16:01601:3:Z4269132806;16:01601:4:Z3207341982;16:01603:7:Z3207343617;
CC1CCN2CNC(=O)C2C1,21,16:01601:3:Z3337571477;16:01604:3:Z2351368535;16:01604:6:Z1744320643;
CC1(C)Cc2cnc(Cl)nc2C1,26,16:01601:3:Z4876489523;16:01602:3:Z4491956391;16:01616:6:Z4876490026;
CC1(C)CCc2ccccc2CC1,9,16:01601:3:Z1996799484;16:01612:8:Z2377937881;16:01627:3:Z1974384150;
Fc1cccc2c1NCCC2,120,16:01601:3:Z3875902730;16:01602:2:Z2315160559;16:01602:4:Z4064426540;
c1cn2cncc2cn1,271,16:01601:3:Z4576241679;16:01601:5:Z2967955966;16:01602:1:Z2969847934;
C1CCC2(CC1)CCCNCC2,66,16:01601:3:Z4283938223;16:01602:4:Z2606790446;16:01604:2:Z1817819089;
C1CC2CCNC(C1)C2,161,16:01601:3:Z3891839338;16:01604:2:Z4055273861;16:01606:0:Z4055273858;
Cc1c(Cl)cnc2ccccc12,17,16:01601:3:Z4066576463;16:01601:3:Z4033119522;16:01615:3:Z3319862380;
O=C1CCCCc2ccccc21,105,16:01601:3:Z3727355281;16:01601:3:Z3553646900;16:01601:3:Z2372631027;
Clc1ccc2c(c1)SCCCN2,13,16:01601:3:Z2874923043;16:01618:2:Z4128449791;16:01620:8:Z3000000978;
CC12CC(C1)C1(CCNCC1)O2,18,16:01601:3:Z4205292855;16:01602:8:Z4055769940;16:01614:1:Z3521978109;
CC1(C)CC(C)(C)c2ccccc21,9,16:01601:3:Z2668989377;16:01601:3:Z2668989363;16:01626:2:Z4216098551;
CN1CCNS(=O)(=O)CC1,52,16:01601:3:Z4216370170;16:01603:5:Z3378382408;16:01604:0:Z4076053577;
O=C1CCC2CNCCC2N1,267,16:01601:3:Z1549893349;16:01601:3:Z1495234656;16:01601:3:Z1549894757;
OC1CCCCC12CCCNC2,153,16:01601:3:Z3520693525;16:01601:4:Z3640917594;16:01601:8:Z3640915964;
Clc1ccc2nncn2c1,150,16:01601:3:Z3697659395;16:01601:3:Z3630069493;16:01602:2:Z3715085978;
CC1OCCc2sccc21,139,16:01601:3:Z2227924855;16:01601:6:Z2928022773;16:01601:6:Z2506388393;
Clc1ccc2c(c1)OCO2,574,16:01601:3:Z4395492628;16:01602:4:Z2447721524;16:01602:6:Z3140991444;
c1cnc2[nH]ncc2n1,22,16:01601:3:Z4337455584;16:01606:3:Z4337455272;16:01607:4:Z4337455397;
O=S1(=O)NCCOc2ccccc21,13,16:01601:3:Z3500335141;16:01605:5:Z3831643810;16:01608:0:Z3500336180;
Fc1ccc(F)c2c1CCCN2,34,16:01601:3:Z4660085145;16:01610:9:Z1420921066;16:01612:7:Z4114493973;
CC1NCCc2ccc(F)cc21,134,16:01601:3:Z3935338741;16:01604:0:Z3764924575;16:01605:5:Z4653220504;
O=S1(=O)CCNC1,69,16:01601:3:Z4770860432;16:01602:6:Z4767987812;16:01605:6:Z4769228305;
c1cc2c([nH]1)CCCNC2,136,16:01601:3:Z5004831840;16:01601:3:Z5004361157;16:01601:5:Z5004473350;
Nc1nn2c(=O)ccnc2[nH]1,17,16:01601:3:Z2654717115;16:01606:1:Z2654522231;16:01606:1:Z2654486704;
O=C1CC2(CCOCC2)NCCN1,21,16:01601:3:Z3651035189;16:01602:0:Z2791505662;16:01605:8:Z2791512425;
CC12CCC(C1)C2,71,16:01601:3:Z4436690501;16:01601:3:Z4436690499;16:01603:2:Z4455346266;
O=C1NCNc2cccnc21,22,16:01601:3:Z2007131961;16:01605:5:Z3254032961;16:01606:0:Z1507315621;
Cc1ccc2scnc2c1C,134,16:01601:3:Z2783367079;16:01601:7:Z4313854959;16:01601:8:Z2770581285;
O=S1(=O)CCn2cccc2C1,96,16:01601:3:Z4886988826;16:01601:3:Z4040189180;16:01601:3:Z4045523581;
C1CC2CCNCCC2C1,241,16:01601:3:Z4524427629;16:01601:3:Z4524428286;16:01601:3:Z4422122788;
Cc1nccc2nncn12,158,16:01601:3:Z2347566389;16:01601:3:Z2347568408;16:01601:5:Z2975574878;
O=C1CCCCn2nccc21,103,16:01601:3:Z2960938583;16:01602:3:Z2999206663;16:01602:4:Z2951500550;
C1=NCC2(CCCC2)CN1,46,16:01601:3:Z3795706913;16:01605:9:Z3301828095;16:01608:1:Z3301828191;
OC1C2CCC(CC2)C1O,94,16:01601:3:Z4934468310;16:01601:9:Z4933999295;16:01603:3:Z4934421599;
O=S1(=O)CCCNC1,230,16:01601:3:Z4265680619;16:01601:4:Z4175919608;16:01602:5:Z4265676253;
C1CC2NCC3(CCOCC3)C2C1,52,16:01601:3:Z2265585727;16:01601:5:Z4266398426;16:01606:3:Z2278160673;
Cc1ccc2c(c1)COCC2,76,16:01601:3:Z5006468829;16:01602:3:Z5006149696;16:01603:1:Z5007784213;
Cc1cccc2c1NCCN2,90,16:01601:3:Z5005093504;16:01602:4:Z4989301267;16:01602:7:Z4989296925;
CC1CNc2ccccc2N1,81,16:01601:3:Z4536748548;16:01602:1:Z3242541065;16:01603:1:Z4539242426;
Clc1ccc2c(c1)OCC2,36,16:01601:3:Z1896420574;16:01601:5:Z2594640540;16:01602:5:Z1896418865;
CC1=CCCC(C)(C)C1,171,16:01601:3:Z2288188184;16:01601:9:Z2304569394;16:01602:0:Z2271444518;
Cc1cc(=O)cn[nH]1,335,16:01601:3:Z4769572265;16:01602:0:Z2019989268;16:01602:4:Z4770923972;
Cc1cc(C)c2c(Cl)csc2c1,12,16:01601:3:Z2441409432;16:01601:8:Z1728173106;16:01604:2:Z372504788;
NC12CCCC1(F)CNC2,207,16:01601:3:Z4449110381;16:01601:7:Z4452970992;16:01601:8:Z4449106438;
CC1COc2ccccc2C1,221,16:01601:3:Z5056018295;16:01601:3:Z1658528277;16:01601:3:Z5053254553;
Fc1ccc2oncc2c1,185,16:01601:3:Z2355573803;16:01601:6:Z2873447429;16:01601:8:Z3093811496;
CC1CNc2ccccc2SC1,30,16:01601:3:Z2642735489;16:01602:8:Z1511583373;16:01604:6:Z2642732588;
O=C1CC2CC(O)CC12,112,16:01601:3:Z3513022199;16:01601:7:Z3516410238;16:01602:8:Z3513129342;
O=C1NCCCc2n[nH]cc21,42,16:01601:3:Z2789214583;16:01603:8:Z2789214681;16:01604:4:Z2789214215;
C=C1COC1,59,16:01601:3:Z4169266037;16:01601:3:Z4630189761;16:01601:3:Z4169266036;
O=C1NCNC12CCNCC2,128,16:01601:3:Z4225686206;16:01602:6:Z4272184346;16:01603:3:Z4272193143;
Cc1cc2n(n1)C(C)CCC2,120,16:01601:3:Z4141290254;16:01601:5:Z4139659967;16:01601:9:Z4331483005;
Cc1sc2nc[nH]c(=O)c2c1C,105,16:01601:3:Z2836691278;16:01601:6:Z3045514379;16:01602:6:Z4208951131;
CC1Cc2cc(F)ccc2CN1,71,16:01601:3:Z3320037499;16:01603:2:Z3320038543;16:01608:2:Z4101179345;
O=S1(=O)CC2(CCC2)CN1,103,16:01601:3:Z4415200775;16:01601:5:Z4000690048;16:01601:8:Z3800306673;
c1cnc2c(c1)CCCCN2,91,16:01601:4:Z2791564620;16:01601:6:Z2791566715;16:01604:1:Z4126748549;
c1ccc2c(c1)nc1n2CCCN1,25,16:01601:4:Z4182724974;16:01604:4:Z4109434980;16:01606:7:Z4113243871;
OC1C2CC3CNC1C3C2,237,16:01601:4:Z1995301146;16:01601:9:Z2776628718;16:01602:2:Z2177068339;
Oc1cncc(Cl)c1,96,16:01601:4:Z3368828377;16:01601:9:Z3368831246;16:01602:0:Z3368832522;
Oc1cnncn1,50,16:01601:4:Z3923480794;16:01602:5:Z4236337165;16:01606:5:Z3923477674;
Cc1oc2ncnc(N)c2c1C,32,16:01601:4:Z3768380142;16:01602:7:Z2954393334;16:01609:4:Z1535878766;
Cc1ccc2c(n1)NCCC2,38,16:01601:4:Z4126121035;16:01601:6:Z4126104558;16:01602:6:Z4126110069;
Fc1cc(F)c2[nH]cnc2c1,61,16:01601:4:Z4084179467;16:01602:4:Z4084017616;16:01604:8:Z3239249434;
c1ccc2c(c1)OCC1NCCOC21,33,16:01601:4:Z3639142839;16:01604:1:Z4001856955;16:01604:1:Z3639150090;
Cc1nc(=O)cc[nH]1,88,16:01601:4:Z4294541144;16:01603:6:Z4294956084;16:01606:5:Z4288731153;
CC1(C)CCCC1(C)C,29,16:01601:4:Z3651651874;16:01604:4:Z3639252099;16:01605:1:Z3639398781;
O=C1NC2(CCOCC2)N2CCOCC12,2,16:01601:4:Z2788111691;16:01601:4:Z2830943600;
CC1CNCC2(CCOCC2)O1,141,16:01601:4:Z1934717250;16:01601:8:Z1930090694;16:01603:7:Z1935485670;
O=C1CCCCCCN1,216,16:01601:4:Z2588437761;16:01601:6:Z433067348;16:01601:7:Z4027077535;
O=C1NS(=O)(=O)c2cnccc21,15,16:01601:4:Z3409789544;16:01605:5:Z4237524902;16:01606:7:Z4635649447;
C=C1CCS(=O)(=O)CC1,73,16:01601:4:Z4579091801;16:01601:8:Z4223347961;16:01602:6:Z4223346993;
FC1(F)CCC2(CCCCN2)CC1,47,16:01601:4:Z4095449635;16:01604:4:Z3883007242;16:01605:7:Z3883006458;
Oc1cc2c(nn1)CNC2,122,16:01601:4:Z4960946268;16:01601:6:Z3719273876;16:01601:7:Z4962340785;
CC1(C)CCC(N)C1,199,16:01601:4:Z3101675617;16:01602:8:Z3829890793;16:01603:1:Z3099828834;
CC1(C)CCNS1(=O)=O,148,16:01601:4:Z3357992502;16:01602:7:Z3500104597;16:01602:8:Z3358006231;
Cc1nc2c(F)cccc2o1,74,16:01601:4:Z4273242865;16:01601:5:Z4273232166;16:01603:8:Z4273242817;
c1ccc2c(c1)CC1(CCCC1)C2,16,16:01601:4:Z4352933544;16:01612:4:Z4342577255;16:01614:9:Z4257767011;
C1=NC2CCCCC2S1,111,16:01601:4:Z4225582584;16:01602:1:Z4225582708;16:01602:1:Z4225562890;
CN1Cc2ccccc2C1,375,16:01601:4:Z3680762859;16:01601:4:Z3680762342;16:01601:5:Z3383746638;
O=c1[nH]ncc2ccsc12,26,16:01601:4:Z3500096360;16:01602:9:Z4027990416;16:01604:5:Z3500096514;
Cc1oncc1Cl,7,16:01601:4:Z3339895994;16:01606:1:Z3339895926;16:01630:8:Z3339895485;
CC1CS(=O)CCN1,36,16:01601:4:Z4573063835;16:01606:8:Z4573064296;16:01607:3:Z4395996961;
Cn1cnn(C)c1=O,151,16:01601:4:Z4645979455;16:01601:5:Z4645973183;16:01602:0:Z3347785445;
Cc1ccc(N)cn1,28,16:01601:4:Z3346970137;16:01608:0:Z3777180300;16:01608:1:Z4388070833;
Cc1ccc2c(c1F)CCCN2,36,16:01601:4:Z4363433218;16:01605:1:Z4363433088;16:01606:1:Z4363433336;
CC1(C)CC(O)CO1,214,16:01601:4:Z4309497809;16:01602:6:Z4311723112;16:01602:6:Z4311528673;
CC1(C)CNC2COCC2O1,203,16:01601:4:Z2477207590;16:01601:5:Z4018607092;16:01602:7:Z2477208625;
c1cc2c(nn1)CCCC2,206,16:01601:4:Z3843306807;16:01601:4:Z3840917246;16:01601:9:Z4018380355;
Cn1c(=O)c2ccsc2n(C)c1=O,14,16:01601:4:Z4024436684;16:01601:4:Z4112645089;16:01613:0:Z2287508692;
Cn1cnc2sccc2c1=O,46,16:01601:4:Z4014589149;16:01601:4:Z3996124437;16:01601:4:Z1486321305;
O=S1(=O)CC2(CCCC2)CN1,68,16:01601:4:Z3796893242;16:01602:0:Z3796923040;16:01604:3:Z3796915392;
CC1(C)OCc2ccccc21,154,16:01601:4:Z4635207507;16:01603:3:Z4644663889;16:01603:4:Z4639400660;
Cc1cc(C)n2nc(N)nc2n1,6,16:01601:4:Z2440453094;16:01633:0:Z655142956;16:01665:3:Z758303924;
C1=NCC2CCCCN1C2,34,16:01601:4:Z4133899097;16:01602:7:Z3861908021;16:01603:9:Z3861906508;
O=S1(=O)CCC2CCC1C2,174,16:01601:4:Z3550356342;16:01602:7:Z3876156490;16:01603:6:Z3548217646;
Fc1ccc2c(c1)OCCNC2,121,16:01601:4:Z4229035123;16:01601:7:Z2723308999;16:01601:7:Z2723308874;
Fc1ccc2c(c1)OCCN2,194,16:01601:4:Z3516023671;16:01602:0:Z2595835972;16:01602:1:Z1883256687;
O=c1cc[nH]c2ccsc12,36,16:01601:4:Z2169356604;16:01602:6:Z1892279200;16:01605:8:Z3341050704;
CC1CC(=O)CCN1,78,16:01601:4:Z2919710971;16:01601:7:Z2919710360;16:01604:4:Z2873150262;
Clc1cccc2nsnc12,78,16:01601:4:Z4225371860;16:01603:4:Z4269019169;16:01605:6:Z3510701932;
Cc1cnc2ncccc2n1,110,16:01601:4:Z3391351511;16:01601:7:Z3395466465;16:01612:0:Z3393014356;
CC1(C)COCCC1N,152,16:01601:4:Z4060769447;16:01601:9:Z4216796564;16:01603:9:Z4059533646;
Oc1nccc2cccnc12,78,16:01601:4:Z4125889801;16:01602:2:Z4326071650;16:01603:1:Z4319065651;
OC1Cc2cc(Cl)cc(Cl)c2C1,23,16:01601:4:Z807084758;16:01602:2:Z2967935491;16:01604:2:Z1883746452;
Cc1cnn2ccncc12,174,16:01601:4:Z3829840500;16:01603:4:Z3829225208;16:01603:9:Z3834529783;
Cc1cccc2c1C(=O)NCCN2,42,16:01601:4:Z4244386672;16:01607:8:Z4244379504;16:01608:1:Z4244388036;
C1COC2(CCOCC2)CN1,264,16:01601:4:Z1447404530;16:01601:6:Z3517101338;16:01602:3:Z3391434149;
O=C1NCCN2CCCC12,58,16:01601:4:Z3538560354;16:01604:3:Z3384004677;16:01606:4:Z3384008658;
c1cnc2c(c1)CCNC2,335,16:01601:4:Z4297300210;16:01601:9:Z4275392598;16:01602:2:Z4297300454;
Cc1cc(F)cc2[nH]ccc12,79,16:01601:4:Z3136015048;16:01601:4:Z2827694152;16:01602:2:Z1890726913;
CC12OCC(CO1)CO2,75,16:01601:4:Z4278325112;16:01601:8:Z4264732853;16:01603:3:Z4264690477;
O=c1[nH]cnc2ncsc12,37,16:01601:4:Z1134227212;16:01602:0:Z4216719269;16:01602:4:Z1224529369;
FC1(F)C2(CCC2)C12CCNCC2,60,16:01601:4:Z4436906987;16:01605:4:Z3319137772;16:01606:1:Z4269359727;
Clc1ccc2ocnc2c1,40,16:01601:4:Z2829838354;16:01604:1:Z96596891;16:01604:5:Z990602950;
Cc1ccc2c(c1)CCNC2,207,16:01601:4:Z1953341871;16:01601:7:Z1842314703;16:01602:4:Z4139585955;
Fc1cc2c(cc1Cl)CCC2,44,16:01601:4:Z2699144732;16:01604:0:Z3509451396;16:01611:1:Z2698760478;
CC1CNc2ccccc2N(C)C1=O,15,16:01601:4:Z1491643354;16:01605:6:Z1260611711;16:01638:3:Z2226673333;
O=S1(=O)CCOc2ccccc21,26,16:01601:4:Z2443254800;16:01602:6:Z2444127656;16:01605:9:Z2645535273;
c1ccc2c(c1)NCC21CCOCC1,19,16:01601:4:Z4113046992;16:01604:3:Z2949224414;16:01613:1:Z1845377607;
c1cc2c(s1)CNC2,287,16:01601:4:Z3830567721;16:01602:2:Z2605606626;16:01602:3:Z3385907372;
Cc1c(Cl)ccc2cccnc12,84,16:01601:4:Z1592885945;16:01602:3:Z2368283200;16:01603:9:Z4959595950;
Cc1cc2c(cc1C)OCCCC2,13,16:01601:4:Z2993004531;16:01601:4:Z3350557818;16:01601:4:Z2993011588;
