fragment_smiles,occurences,example_ligands
FC1CNCC12COC2,9,434:43401:5:PV-004840411409;434:43402:5:PV-004840693494;434:43414:9:PV-004843992547;
O=C1CNC2(CCC2)CN1,4,434:43401:5:PV-004840412174;434:43403:1:PV-004840832637;434:43428:3:PV-004847580700;
Cc1nc2cc[nH]c2s1,27,434:43401:5:PV-004840414866;434:43402:9:PV-004840794872;434:43402:9:PV-004840794873;
Cc1nc2ccc(O)cc2c(=O)[nH]1,27,434:43401:5:PV-004840416082;434:43408:9:PV-004842388011;434:43412:1:PV-004843223447;
O=c1[nH]c(=O)c2ccccc2[nH]1,436,434:43401:5:PV-004840418302;434:43401:5:PV-004840418303;434:43401:7:PV-004840461026;
CC1Nc2cccnc2NC1=O,11,434:43401:5:PV-004840420016;434:43403:9:PV-004841036827;434:43404:8:PV-004841301849;
O=S1(=O)CCc2c[nH]cc21,4,434:43401:6:PV-004840422869;434:43431:3:PV-004848361683;434:43437:4:PV-004849982903;
O=c1[nH]cc(F)c(=O)[nH]1,392,434:43401:6:PV-004840429571;434:43401:6:PV-004840435316;434:43401:6:PV-004840435317;
Cc1nnc(N)[nH]1,2,434:43401:6:PV-004840430258;434:43485:9:PV-002461590832;
FC1CNCC1F,32,434:43401:6:PV-004840430735;434:43401:9:PV-004840516106;434:43401:9:PV-004840516107;
O=c1[nH][nH]c(=O)c2ccccc12,233,434:43401:6:PV-004840431691;434:43401:6:PV-004840443764;434:43402:5:PV-004840676653;
O=C1CCSc2ccccc21,13,434:43401:6:PV-004840434734;434:43448:3:PV-004852921022;434:43448:3:PV-004852921023;
O=C1CCNCCN1,43,434:43401:6:PV-004840434828;434:43408:7:PV-004842327170;434:43408:7:PV-004842344966;
Cc1ccc2c(O)ccnc2c1C,158,434:43401:6:PV-004840437022;434:43401:6:PV-004840437023;434:43401:6:PV-004840437024;
O=C1CC2CCNCC2N1,23,434:43401:6:PV-004840437714;434:43413:4:PV-004843577865;434:43418:4:PV-004844931599;
CC12CC(C1)C2,71,434:43401:6:PV-004840439218;434:43401:6:PV-004840439219;434:43401:6:PV-004840439220;
C1CNC2CCOC2C1,15,434:43401:6:PV-004840441254;434:43410:6:PV-004842855338;434:43422:1:PV-004845906217;
c1ccc2c(c1)OCc1ccsc1-2,7,434:43401:6:PV-004840441469;434:43407:8:PV-004842108675;434:43468:7:PV-004858374469;
NC1Cc2ccccc2C1,12,434:43401:6:PV-004840442055;434:43419:7:PV-004845255166;434:43423:2:PV-004846215319;
O=C1CC2OCCC2CN1,534,434:43401:6:PV-004840443374;434:43401:6:PV-004840443375;434:43401:6:PV-004840443376;
C1CCC2(CCNCC2)COC1,7,434:43401:6:PV-004840445382;434:43418:1:PV-004844837100;434:43452:5:PV-004854031421;
Cc1ccc2c(c1)CNCCO2,5,434:43401:6:PV-004840447257;434:43406:4:PV-004841733740;434:43417:3:PV-004844628821;
FC1CCC(F)(F)CC1,98,434:43401:6:PV-004840447899;434:43403:4:PV-004840920387;434:43404:4:PV-004841191939;
OC1CCNCC12CC2,3,434:43401:6:PV-004840449274;434:43405:3:PV-004841437473;434:43469:8:PV-004858645358;
FC1(F)COC1,7,434:43401:6:PV-004840449474;434:43407:6:PV-004842036064;434:43410:6:PV-004842838564;
CC1(C)CNCc2ccccc2O1,27,434:43401:6:PV-004840449653;434:43404:3:PV-002512901394;434:43409:9:PV-004842640390;
FC1(F)C2CCCC1COC2,24,434:43401:6:PV-004840449724;434:43401:6:PV-004840449725;434:43418:0:PV-004844815184;
Oc1n[nH]c2c1CNCC2(F)F,5,434:43401:7:PV-004840451724;434:43417:6:PV-004844710784;434:43418:2:PV-004844865241;
FC1(F)CC2(C1)CC1(CCC1)C2,22,434:43401:7:PV-004840452545;434:43401:7:PV-004840452546;434:43406:3:PV-004841682601;
C1CC2(CCN1)OCCO2,1,434:43401:7:PV-004840453591;
CC1(C)CCCC2(CCN2)C1,6,434:43401:7:PV-004840454472;434:43438:0:PV-004850160505;434:43438:9:PV-004850399458;
Cc1cc2c(=O)[nH]cnc2o1,262,434:43401:7:PV-004840455627;434:43403:1:PV-004840844575;434:43404:4:PV-004841194122;
c1noc2c1CNCC2,135,434:43401:7:PV-004840458224;434:43401:7:PV-004840474783;434:43401:9:PV-004840516789;
FC1(F)C2(CCC2)C12CC2,125,434:43401:7:PV-004840459970;434:43401:7:PV-004840459971;434:43401:7:PV-004840459972;
c1nc2c([nH]1)CCNC2,38,434:43401:7:PV-004840460345;434:43406:1:PV-002305911460;434:43406:3:PV-004841692950;
O=c1cc(O)cc2n1CCCC2,174,434:43401:7:PV-004840462964;434:43401:9:PV-004840517680;434:43401:9:PV-004840535648;
FC1(F)C2(CCC2)C12CCC2,65,434:43401:7:PV-004840463042;434:43403:0:PV-004840815922;434:43403:5:PV-004840948326;
Fc1ccc2cccnc2c1F,400,434:43401:7:PV-004840463373;434:43401:8:PV-004840480583;434:43403:1:PV-004840832355;
O=c1[nH]cnc2c1CCCC2,7,434:43401:7:PV-004840464987;434:43453:0:PV-002409666298;434:43454:8:PV-002461420804;
Cc1cccc2c1C(=O)NCCN2,11,434:43401:7:PV-004840466520;434:43411:4:PV-004843062169;434:43438:3:PV-004850226353;
CC1(C)C(O)C2CCNC21,8,434:43401:7:PV-004840467096;434:43401:7:PV-004840467097;434:43403:6:PV-004840981210;
O=c1nc(O)cc2n1CCC2,110,434:43401:7:PV-004840468948;434:43401:8:PV-004840482019;434:43407:1:PV-004841922279;
CC1CC(=O)N(C)c2ccccc21,100,434:43401:7:PV-004840471402;434:43403:4:PV-004840918027;434:43403:4:PV-004840932157;
CC12CCNCC1C2(F)F,2,434:43401:7:PV-004840474216;434:43440:1:PV-004850708515;
Cc1csc2cncn12,17,434:43401:7:PV-004840475148;434:43408:3:PV-004842223211;434:43408:3:PV-004842223212;
Cc1ccc2c(C)cc(O)nc2c1,14,434:43401:7:PV-004840477072;434:43407:9:PV-002305920298;434:43412:1:PV-004843234102;
c1ncc2c(n1)CNCC2,11,434:43401:7:PV-004840479285;434:43406:4:PV-004841731151;434:43408:7:PV-004842345720;
c1ccc2c(c1)OCc1cn[nH]c1-2,73,434:43401:7:PV-004840479820;434:43402:7:PV-004840737797;434:43403:7:PV-004841006508;
Clc1ccc2cc[nH]c2c1,58,434:43401:8:PV-004840480189;434:43404:4:PV-004841185664;434:43404:9:PV-004841325375;
O=c1cc[nH]cn1,28,434:43401:8:PV-004840480595;434:43402:9:PV-004840780720;434:43404:4:PV-004841190130;
CC12CCC(CC1)C(C)(C)O2,147,434:43401:8:PV-004840480867;434:43404:7:PV-004841270309;434:43405:0:PV-004841342016;
Cc1cc(=O)[nH]c(=O)[nH]1,454,434:43401:8:PV-004840481514;434:43402:0:PV-000239171682;434:43402:8:PV-004840762986;
Cc1ncnc2cccc(F)c12,4,434:43401:8:PV-004840481858;434:43419:2:PV-004845150514;434:43455:7:PV-004854876493;
Cc1c(C)c2c(c(C)c1O)CCC(C)O2,13,434:43401:8:PV-004840483072;434:43404:3:PV-001897810125;434:43407:1:PV-004841915289;
Oc1n[nH]c2ncccc12,54,434:43401:8:PV-004840485378;434:43404:7:PV-004841265791;434:43405:1:PV-004841361139;
O=C1CCNC2CCCN12,5,434:43401:8:PV-004840485390;434:43407:9:PV-002409424307;434:43422:8:PV-004846098715;
Fc1cccc2c1OCCN2,14,434:43401:8:PV-004840485860;434:43409:2:PV-004842451789;434:43415:6:PV-004844174929;
CC1CC(O)C1,5,434:43401:8:PV-004840486050;434:43429:8:PV-004847961585;434:43430:3:PV-004848090381;
Clc1ncc[nH]1,15,434:43401:8:PV-004840487178;434:43401:8:PV-004840487179;434:43405:3:PV-004841415063;
c1cc2c(s1)CCNC2,70,434:43401:8:PV-004840488204;434:43404:1:PV-004841115976;434:43406:6:PV-004841775384;
Cc1cc(F)cc2c1CNCC2,17,434:43401:8:PV-004840488781;434:43405:3:PV-004841441477;434:43407:1:PV-004841897058;
OC1CCC(F)(F)CC1,35,434:43401:8:PV-004840488893;434:43402:0:PV-004840545048;434:43402:3:PV-004840631360;
O=C1NCC(=O)N2CCCCC12,19,434:43401:8:PV-004840489449;434:43402:7:PV-004840720806;434:43410:0:PV-004842668714;
Clc1cncnc1,66,434:43401:8:PV-004840489753;434:43401:8:PV-004840489754;434:43401:8:PV-004840489755;
FC1Cc2ccccc2C1,18,434:43401:8:PV-004840490026;434:43404:1:PV-004841110371;434:43406:5:PV-004841747615;
CC1CCC(C)NC1,26,434:43401:8:PV-004840492461;434:43401:8:PV-004840492462;434:43415:2:PV-004844059015;
Fc1cc(F)c2c(c1)CCCC2,49,434:43401:8:PV-004840493633;434:43401:8:PV-004840493634;434:43406:8:PV-004841821608;
Cc1cnc2ccccn2c1=O,4,434:43401:8:PV-004840494560;434:43402:7:PV-004840735550;434:43471:3:PV-004859044155;
CN1CCC2CCNC2C1,6,434:43401:8:PV-004840495989;434:43430:9:PV-004848247330;434:43434:5:PV-004849215958;
Cc1nc[nH]c(=O)c1C,14,434:43401:8:PV-004840496508;434:43411:7:PV-004843137497;434:43413:0:PV-004843472107;
Fc1cccc2c1CCCC2,99,434:43401:8:PV-004840497418;434:43407:3:PV-004841956926;434:43408:0:PV-004842145626;
Cc1ccc2c(=O)ccn(C)c2n1,100,434:43401:8:PV-004840498686;434:43403:3:PV-004840897576;434:43405:1:PV-004841363265;
O=c1cc[nH]c2cc(F)c(F)cc12,92,434:43401:8:PV-004840499545;434:43404:3:PV-002564649355;434:43404:7:PV-004841269330;
CC1COc2ccccc2C1,117,434:43401:8:PV-004840501983;434:43403:8:PV-004841020228;434:43405:6:PV-004841490947;
c1ccc2c(c1)CCSC2,78,434:43401:8:PV-004840502620;434:43401:8:PV-004840502621;434:43401:8:PV-004840502622;
C1NCC2COCC12,86,434:43401:8:PV-004840505566;434:43402:7:PV-004840727727;434:43403:2:PV-004840859383;
CC1CCCC(O)C1,10,434:43401:8:PV-004840508588;434:43434:5:PV-004849221478;434:43441:7:PV-004851136360;
Cc1cccc2c(=O)[nH]cnc12,167,434:43401:9:PV-004840509219;434:43403:3:PV-004840880654;434:43403:4:PV-004840915353;
C1CNCOC1,24,434:43401:9:PV-004840511892;434:43404:1:PV-004841096473;434:43404:1:PV-004841096474;
C1=CC2(CCNCC2)OC1,1,434:43401:9:PV-004840512961;
c1cc2c(s1)CCC2,71,434:43401:9:PV-004840515183;434:43401:9:PV-004840515184;434:43404:8:PV-004841304451;
c1cc2cnc[nH]c-2n1,6,434:43401:9:PV-004840515342;434:43442:6:PV-004851391672;434:43442:6:PV-004851391673;
C1CSC2(C1)CNC2,17,434:43401:9:PV-004840515826;434:43406:3:PV-004841683651;434:43416:5:PV-004844424834;
c1ccc2snnc2c1,173,434:43401:9:PV-004840516399;434:43402:1:PV-004840574415;434:43402:1:PV-004840574416;
CN1CC2CNCC2(C)C1,15,434:43401:9:PV-004840516441;434:43420:4:PV-004845463011;434:43421:3:PV-004845713447;
CC1(C)CNC1(C)C,8,434:43401:9:PV-004840518831;434:43407:9:PV-004842115436;434:43436:9:PV-004849864277;
CC1(C)OC2C3CNC(C3)C2O1,5,434:43401:9:PV-004840519982;434:43422:1:PV-004845910603;434:43477:8:PV-004860766453;
c1cc2c(o1)CCNC2,24,434:43401:9:PV-004840521035;434:43408:3:PV-004842219555;434:43408:6:PV-004842291290;
O=c1ccoc2cc(F)ccc12,322,434:43401:9:PV-004840521669;434:43401:9:PV-004840521670;434:43402:1:PV-004840582170;
CC1(C)CC(=O)c2ccccc2O1,16,434:43401:9:PV-004840521824;434:43403:2:PV-002409398555;434:43414:9:PV-002409462711;
CC1CC(=O)Nc2ccccc2N1,87,434:43401:9:PV-004840522613;434:43404:2:PV-004841132279;434:43405:7:PV-004841545729;
Clc1ccnc2ccccc12,25,434:43401:9:PV-004840523428;434:43401:9:PV-004840523429;434:43422:2:PV-004845946301;
O=C1COC2CCNCC2N1,8,434:43401:9:PV-004840526127;434:43406:4:PV-004841718989;434:43422:4:PV-004846001460;
Clc1cn[nH]c1,23,434:43401:9:PV-004840526239;434:43410:9:PV-004842903030;434:43412:1:PV-004843236488;
c1cc2c(o1)CSC2,22,434:43401:9:PV-004840526729;434:43406:5:PV-004841743853;434:43406:5:PV-004841743854;
Fc1cccc2c1OCCNC2,10,434:43401:9:PV-004840526964;434:43422:4:PV-004846011850;434:43431:4:PV-002632120482;
CC1(C)CCC(N)C1,2,434:43401:9:PV-004840529003;434:43424:1:PV-004846464106;
CC1CCC(=O)CC1,14,434:43401:9:PV-004840530539;434:43406:5:PV-004841735637;434:43415:7:PV-004844199563;
Cn1c(=O)[nH]c2ccccc2c1=O,25,434:43401:9:PV-004840532144;434:43411:8:PV-004843176923;434:43412:3:PV-004843302606;
Cc1ccc2c(c1)N(C)CCN2,14,434:43401:9:PV-004840534396;434:43401:9:PV-004840534397;434:43405:5:PV-004841485972;
C1CC2(C1)CCN2,65,434:43401:9:PV-004840534396;434:43401:9:PV-004840534397;434:43404:1:PV-004841096258;
CN1CCC(O)C1=O,59,434:43402:0:PV-004840539646;434:43405:9:PV-004841581886;434:43407:8:PV-004842093474;
CC1CNCC(C)N1C,10,434:43402:0:PV-004840542708;434:43407:2:PV-004841932203;434:43436:3:PV-004849694043;
FC1CC1(F)F,237,434:43402:0:PV-004840543148;434:43402:4:PV-004840670011;434:43402:5:PV-004840691937;
Cn1ccc2c1CCNC2,28,434:43402:0:PV-004840544067;434:43404:5:PV-004841210892;434:43411:9:PV-004843180293;
Cc1nc2cnccc2n1C,2,434:43402:0:PV-004840545373;434:43417:1:PV-004844572112;
CN1CCCCCC1,14,434:43402:0:PV-004840545747;434:43402:7:PV-004840741439;434:43405:0:PV-004841340023;
Cc1ccc2c(c1C)NCCC2,4,434:43402:0:PV-004840546280;434:43429:5:PV-004847893884;434:43471:5:PV-004859107505;
c1ccc2c(c1)CNCC1(CCC1)O2,9,434:43402:0:PV-002409391817;434:43407:3:PV-002564665096;434:43414:3:PV-004843825279;
O=C1NCCC2CCCNC12,7,434:43402:0:PV-002409392031;434:43415:8:PV-004844239562;434:43421:7:PV-004845814576;
N=c1[nH]ccs1,18,434:43402:0:PV-002150642524;434:43416:7:PV-002254219002;434:43429:8:PV-004847961341;
Cc1ncnc2ccccc12,20,434:43402:0:PV-002202388423;434:43402:5:PV-004840681787;434:43411:8:PV-004843167287;
Clc1ccc2c(c1)OCCC2,3,434:43402:0:PV-002254141258;434:43445:1:PV-004852060318;434:43499:5:PV-004866561160;
Cn1cnnn1,30,434:43402:0:PV-002254141383;434:43409:6:PV-002202427078;434:43418:4:PV-004844924715;
O=c1[nH]ccn2cnnc12,18,434:43402:0:PV-002254141384;434:43402:0:PV-002357643032;434:43408:7:PV-004842322551;
CC1CCN(C)C1,17,434:43402:0:PV-004840546626;434:43410:1:PV-004842716896;434:43411:6:PV-004843095734;
CN1CC2CC1CN2,4,434:43402:0:PV-004840546988;434:43414:5:PV-004843888940;434:43444:6:PV-004851931755;
C1CCC2(C1)CCCC2,14,434:43402:0:PV-004840547409;434:43403:1:PV-004840832609;434:43412:5:PV-004843346567;
CN1C(=O)CCOc2ccccc21,43,434:43402:0:PV-004840548194;434:43402:0:PV-004840548195;434:43403:9:PV-004841053243;
CC1(C)CNCc2ccccc21,19,434:43402:0:PV-004840550770;434:43408:9:PV-004842388011;434:43410:0:PV-004842669308;
CC1CC(C)(C)CN1,10,434:43402:0:PV-004840553904;434:43407:3:PV-004841956685;434:43410:4:PV-004842796309;
CC1CCOCN1,8,434:43402:0:PV-004840554293;434:43444:6:PV-004851919611;434:43446:4:PV-004852408518;
CC1OC2CC1C2,44,434:43402:1:PV-004840557369;434:43404:1:PV-004841109855;434:43405:0:PV-002098911302;
Clc1cccc2ncccc12,78,434:43402:1:PV-004840557627;434:43404:5:PV-004841217711;434:43406:5:PV-004841764079;
c1ncc2ccsc2n1,111,434:43402:1:PV-004840570278;434:43402:1:PV-004840570279;434:43402:1:PV-004840570280;
O=C1CC2CCCC(CN1)N2,8,434:43402:1:PV-004840572039;434:43408:4:PV-004842270371;434:43442:4:PV-004851344572;
OC1CCCC12CCOCC2,3,434:43402:1:PV-004840572847;434:43462:6:PV-004856738328;434:43483:1:PV-004862198418;
Cc1ccc2c(c1)CCNC2,11,434:43402:1:PV-004840576340;434:43414:3:PV-004843825807;434:43416:2:PV-004844347159;
Fc1cc2cccnc2cc1F,311,434:43402:1:PV-004840576756;434:43402:2:PV-004840599550;434:43402:2:PV-004840599551;
O=C1NC=CCN1,103,434:43402:1:PV-004840576901;434:43402:4:PV-004840645197;434:43403:2:PV-004840869745;
C1CC2CC1C2,66,434:43402:1:PV-004840581479;434:43403:3:PV-004840893354;434:43404:1:PV-004841102736;
CC1CCCC1=O,2,434:43402:1:PV-004840583102;434:43475:9:PV-004860287448;
Cc1ccc(Cl)cc1,95,434:43402:2:PV-004840587359;434:43402:6:PV-000493402137;434:43404:6:PV-004841244373;
CN1CCNc2ccc(F)cc21,15,434:43402:2:PV-004840587812;434:43402:9:PV-004840777614;434:43403:3:PV-004840898750;
Fc1cc(F)c2c(c1)CCCO2,213,434:43402:2:PV-004840589318;434:43402:7:PV-004840735025;434:43402:8:PV-004840762196;
Cc1cnc(C)s1,143,434:43402:2:PV-004840589604;434:43402:2:PV-004840589605;434:43402:2:PV-004840589606;
Cn1ccc2c1CNCC2,5,434:43402:2:PV-004840590639;434:43413:1:PV-004843511573;434:43479:4:PV-004861208134;
Fc1cccc2c1CNCC2,66,434:43402:2:PV-004840590724;434:43402:2:PV-004840590725;434:43402:6:PV-004840700923;
Cc1ccc2ccc(Cl)cc2n1,8,434:43402:2:PV-004840593685;434:43420:7:PV-004845532495;434:43420:7:PV-004845532496;
C1OCC2CC1C2,95,434:43402:2:PV-004840595402;434:43403:7:PV-004840997234;434:43406:3:PV-004841689130;
Oc1cccc2c1CCN2,6,434:43402:2:PV-004840595675;434:43418:4:PV-004844917947;434:43435:3:PV-004849445503;
CC1CC(F)(F)CCN1,8,434:43402:2:PV-004840597945;434:43419:1:PV-004845104228;434:43439:2:PV-004850486792;
c1cnc2c(c1)CCCCN2,3,434:43402:2:PV-004840598045;434:43476:4:PV-004860409567;434:43492:8:PV-004864779293;
Cc1ccc2c(n1)NCC(=O)N2,12,434:43402:2:PV-004840599348;434:43413:2:PV-004843531753;434:43413:2:PV-004843540987;
CC1(C)CNC(=O)CN1,5,434:43402:2:PV-004840600295;434:43416:5:PV-004844411218;434:43417:5:PV-004844682963;
C1NOC2COCC12,2,434:43402:2:PV-004840600896;434:43446:2:PV-004852360098;
Cc1nsc2ncccc12,61,434:43402:2:PV-004840602771;434:43407:6:PV-004842028888;434:43408:7:PV-004842337820;
c1ccc2c(c1)CCCCCNC2,10,434:43402:2:PV-004840605239;434:43447:4:PV-004852669595;434:43451:2:PV-004853697016;
Oc1ccnc2c(F)cc(F)cc12,126,434:43402:2:PV-004840609882;434:43406:0:PV-004841614227;434:43406:1:PV-004841648411;
O=C1NCCC12CCNCC2,6,434:43402:3:PV-004840613358;434:43404:6:PV-004841246002;434:43444:6:PV-004851925937;
Cc1nc2ccccc2cc1O,9,434:43402:3:PV-004840614242;434:43430:0:PV-004848012508;434:43434:5:PV-004849227202;
O=C1COc2ccccc2CN1,19,434:43402:3:PV-004840614438;434:43410:2:PV-002357685697;434:43440:6:PV-004850861757;
CC1=NNCC1,258,434:43402:3:PV-004840618900;434:43402:6:PV-004840713975;434:43402:6:PV-004840713976;
c1cc2n(n1)CCN2,4,434:43402:3:PV-004840619566;434:43457:0:PV-004855239588;434:43464:4:PV-004857202404;
CC1(C)CNCC2(CCCC2)O1,6,434:43402:3:PV-004840620726;434:43411:4:PV-002098946030;434:43438:4:PV-002254336853;
c1cc2c(cn1)CCO2,5,434:43402:3:PV-004840622520;434:43409:9:PV-004842643556;434:43423:5:PV-004846301339;
O=c1[nH]nco1,23,434:43402:3:PV-004840623945;434:43411:1:PV-004842983771;434:43412:6:PV-004843376260;
c1cnc2c(c1)NCCO2,13,434:43402:3:PV-004840626870;434:43417:8:PV-004844762465;434:43441:5:PV-004851087323;
c1cn2cncc2s1,42,434:43402:3:PV-004840629629;434:43402:3:PV-004840629630;434:43402:3:PV-004840629631;
C1=NCCCN1,4,434:43402:3:PV-004840629867;434:43417:4:PV-004844667470;434:43427:0:PV-004847226566;
C1=CNCCC1,130,434:43402:3:PV-004840630244;434:43402:3:PV-004840630245;434:43403:2:PV-002202394194;
FC12CC(C1)C2,22,434:43402:3:PV-004840630737;434:43411:0:PV-004842955930;434:43418:2:PV-004844864946;
CC1CC(=O)c2cccnc2C1,19,434:43402:3:PV-004840632491;434:43416:8:PV-004844483539;434:43416:8:PV-004844483540;
O=C1CCSc2ccccc2N1,6,434:43402:3:PV-004840632491;434:43409:3:PV-004842500744;434:43416:1:PV-002564711073;
CC1(C)NCCc2ccccc21,21,434:43402:3:PV-004840633679;434:43409:8:PV-004842612193;434:43411:4:PV-002357692347;
C1CNC2(C1)COC2,12,434:43402:3:PV-004840637841;434:43406:6:PV-004841770299;434:43406:6:PV-004841770300;
c1ccc2c(c1)C1CCC2C1,20,434:43402:3:PV-004840638149;434:43406:3:PV-004841690854;434:43409:6:PV-004842583045;
CC12CCC(CN1)C2,13,434:43402:3:PV-004840640376;434:43412:1:PV-004843226030;434:43423:8:PV-004846371567;
c1cn2c(n1)NCCC2,7,434:43402:3:PV-004840640669;434:43404:0:PV-004841078720;434:43432:6:PV-004848705841;
CN1CC(=O)Nc2cccnc21,268,434:43402:4:PV-004840646190;434:43402:9:PV-004840784472;434:43403:0:PV-004840812921;
c1ccc2c(c1)cc1n2CCCNC1,2,434:43402:4:PV-004840648412;434:43433:0:PV-004848822178;
C1CCC2CCCC2C1,239,434:43402:4:PV-004840650099;434:43402:4:PV-004840650100;434:43402:8:PV-004840761632;
c1ccc2nc3c(cc2c1)CCC3,68,434:43402:4:PV-004840652051;434:43402:4:PV-004840652052;434:43404:5:PV-004841222185;
O=c1ccc2c([nH]1)CCCC2O,82,434:43402:4:PV-004840658067;434:43405:4:PV-004841462246;434:43409:3:PV-004842482343;
C1=CSCC1,200,434:43402:4:PV-004840658729;434:43404:8:PV-004841285703;434:43405:1:PV-004841383729;
O=C1CCC12CCCCC2,5,434:43402:4:PV-004840658748;434:43430:8:PV-004848239054;434:43444:1:PV-004851785737;
Cc1cc(C)cc(Cl)c1,21,434:43402:4:PV-004840659021;434:43409:0:PV-004842414263;434:43409:0:PV-004842414264;
CC1CNc2ccccc2N1,12,434:43402:4:PV-004840661927;434:43405:8:PV-004841550563;434:43406:9:PV-004841856063;
Oc1ccnc2c(F)ccc(F)c12,91,434:43402:4:PV-004840664702;434:43402:9:PV-004840774263;434:43403:9:PV-004841041361;
OC1COc2ccnn2C1,118,434:43402:4:PV-004840665088;434:43402:5:PV-004840685621;434:43403:6:PV-004840982413;
Clc1cccc2ccncc12,31,434:43402:4:PV-004840665267;434:43404:2:PV-004841133649;434:43409:4:PV-004842524000;
OC1CCC2(CC1)CNC2,9,434:43402:4:PV-004840666292;434:43409:4:PV-004842514750;434:43411:7:PV-004843146400;
Oc1ccc2c(c1)CCNC2,38,434:43402:4:PV-004840668019;434:43402:9:PV-004840792189;434:43405:1:PV-004841372444;
Fc1cc2c(cc1F)OCCN2,10,434:43402:4:PV-004840669095;434:43402:6:PV-004840711808;434:43424:1:PV-004846451845;
O=C1CNCN1,45,434:43402:5:PV-004840672668;434:43402:5:PV-004840673804;434:43404:8:PV-004841301445;
CC1CC(=O)CCN1,6,434:43402:5:PV-004840672789;434:43417:0:PV-004844537658;434:43422:1:PV-004845927099;
Clc1ccc2[nH]ccc2c1,62,434:43402:5:PV-004840674440;434:43405:7:PV-004841527153;434:43405:7:PV-004841527154;
Cc1cc(N)n[nH]1,9,434:43402:5:PV-004840674457;434:43412:0:PV-004843222479;434:43424:8:PV-004846633763;
Clc1cccc2[nH]ccc12,41,434:43402:5:PV-004840679730;434:43413:6:PV-004843648551;434:43415:4:PV-004844132096;
C1CN2CCN(C1)CC2,44,434:43402:5:PV-004840680001;434:43403:2:PV-004840860214;434:43403:4:PV-004840911455;
CC1NCCc2ccncc21,7,434:43402:5:PV-004840680440;434:43411:5:PV-004843074980;434:43423:2:PV-004846196327;
CC1CCOCCN1,9,434:43402:5:PV-004840680613;434:43405:2:PV-004841398446;434:43420:5:PV-004845487611;
Nc1cc[nH]n1,24,434:43402:5:PV-004840680999;434:43415:1:PV-004844028385;434:43421:8:PV-004845831051;
CN1CCCC12CCCC2,11,434:43402:5:PV-004840681214;434:43409:9:PV-004842659169;434:43412:2:PV-004843260717;
OC1CNCCOC1,5,434:43402:5:PV-004840682485;434:43405:4:PV-004841468063;434:43413:0:PV-004843486242;
Fc1cccc2c1NCCC2,25,434:43402:5:PV-004840683547;434:43403:4:PV-004840908768;434:43404:9:PV-004841313666;
Cc1ccc2c(c1)NCCN2C,10,434:43402:5:PV-004840685895;434:43423:9:PV-004846401057;434:43429:5:PV-004847899646;
FC1(F)CCC2(CCOC2)CC1,19,434:43402:5:PV-004840685895;434:43406:4:PV-004841721521;434:43406:4:PV-004841721522;
Cc1n[nH]c2c1NCCC2,7,434:43402:5:PV-004840686450;434:43428:4:PV-002202529126;434:43429:0:PV-002409536034;
C1CC12CNC2,88,434:43402:5:PV-004840687187;434:43403:3:PV-004840876344;434:43403:3:PV-004840876345;
Cc1ncccc1O,8,434:43402:5:PV-004840687506;434:43412:9:PV-004843463914;434:43420:1:PV-004845390128;
C1CNCC2(C1)COC2,3,434:43402:5:PV-004840687696;434:43408:2:PV-004842210849;434:43461:7:PV-004856505165;
FC1(F)CNCCNC1,33,434:43402:5:PV-004840689930;434:43403:2:PV-002409399351;434:43405:2:PV-004841403758;
Oc1cccc2ccsc12,33,434:43402:5:PV-004840690654;434:43414:4:PV-004843859052;434:43427:1:PV-004847262389;
CC1OC2(C)CC1C2,25,434:43402:5:PV-004840693843;434:43404:2:PV-004841144845;434:43405:5:PV-004841480720;
c1cn2cncc2cn1,45,434:43402:5:PV-004840695348;434:43402:7:PV-004840738620;434:43407:3:PV-002150669056;
Cc1[nH]c2cccc(C)c2c1C,3,434:43402:6:PV-004840700461;434:43467:0:PV-004857907111;434:43499:5:PV-004866576298;
Fc1cc2c(cc1F)CNCC2,19,434:43402:6:PV-002098896427;434:43406:4:PV-004841709761;434:43409:4:PV-004842529452;
O=C1CNC=NN1,5,434:43402:6:PV-002461140480;434:43409:6:PV-002409431845;434:43449:5:PV-004853223144;
O=c1ccc2c([nH]1)CCC2,21,434:43402:6:PV-002512891612;434:43402:6:PV-002564639430;434:43402:6:PV-002098897107;
Cn1ncc2c1CC(C)(C)CNC2,3,434:43402:6:PV-002098897303;434:43456:6:PV-002409686893;434:43464:0:PV-004857118452;
C1COC2(C1)COC2,1,434:43402:6:PV-002461141353;
Cc1ccc2nncn2c1,10,434:43402:6:PV-002357645482;434:43412:8:PV-004843423290;434:43421:0:PV-004845615904;
CC1(C)CNCc2cn[nH]c2C1,21,434:43402:6:PV-002409396001;434:43416:1:PV-002202462617;434:43423:1:PV-002409504581;
CC1COCCCN1,3,434:43402:6:PV-002631804545;434:43417:6:PV-004844723280;434:43464:2:PV-002632473200;
CC1(C)CNCc2cccc(F)c21,7,434:43402:6:PV-004840705034;434:43422:1:PV-004845912293;434:43441:9:PV-004851192273;
CC1(C)CCc2ccc(=O)[nH]c2C1,141,434:43402:6:PV-004840705918;434:43402:6:PV-004840705919;434:43402:6:PV-004840705920;
Cc1coc2c1ccc1ccccc12,26,434:43402:6:PV-004840707739;434:43422:3:PV-004845984758;434:43424:0:PV-004846433501;
