fragment_smiles,occurences,example_ligands
Cc1cn2ncsc2n1,75,133:13300:9:Z1161427197;133:13303:6:Z2347902459;133:13304:4:Z354328386;
Cc1cccc(Cl)c1Cl,78,133:13300:9:Z2669115801;133:13303:2:Z2278967701;133:13303:5:Z2150975446;
c1ccc2c(c1)NCC21CCNCC1,82,133:13300:9:Z3795207647;133:13302:4:Z4079449733;133:13302:6:Z4055911434;
Clc1cccc2c1CNCC2,124,133:13300:9:Z2312265485;133:13301:8:Z2304705773;133:13302:6:Z2313411401;
C1CC2(CCN1)OCC1CC12,168,133:13300:9:Z4477586606;133:13301:1:Z3782739426;133:13301:5:Z3907306375;
Nc1nnn[nH]1,109,133:13300:9:Z4185070203;133:13301:6:Z4185055112;133:13302:1:Z4185051640;
O=C1CC(O)c2cc(Cl)ccc2N1,97,133:13300:9:Z4320101299;133:13301:3:Z4326381086;133:13301:5:Z4227226392;
CC1CNc2ccccc2NC1=O,235,133:13300:9:Z1879267152;133:13302:2:Z1879257957;133:13302:2:Z4393003330;
c1ccc2c(c1)OC1(CCCC1)O2,52,133:13300:9:Z2924204548;133:13301:4:Z4426902747;133:13301:8:Z2208208287;
Cc1ccnc2c1CCC2,1,133:13300:9:Z3340171868;
Fc1cc2nccnc2cc1F,103,133:13300:9:Z1203765967;133:13301:7:Z2792704624;133:13304:7:Z3393984158;
Cc1ccc2[nH]nnc2c1,81,133:13300:9:Z4266629386;133:13301:4:Z4266622094;133:13302:5:Z4909168950;
Cc1nccc2ccccc12,241,133:13300:9:Z4109113856;133:13301:2:Z4525011961;133:13301:7:Z3366303708;
OC1CCC2(CC1)CC2,240,133:13300:9:Z4258458485;133:13300:9:Z3622473381;133:13301:1:Z4768520305;
O=S1(=O)c2ccccc2C2CNCC21,30,133:13300:9:Z5017958091;133:13304:1:Z5023749483;133:13305:8:Z5017954947;
CC1COC(C)(C)CN1,290,133:13300:9:Z1849663470;133:13301:9:Z4508780319;133:13302:3:Z1852040403;
CC1(C)CCc2ccccc2C1,126,133:13300:9:Z2601670971;133:13302:8:Z3440845035;133:13304:1:Z1906696783;
CC1CNC(C)(C)O1,201,133:13300:9:Z4211516126;133:13301:1:Z1396671781;133:13301:2:Z4217744008;
Nc1ncc2ccsc2n1,141,133:13300:9:Z2122212840;133:13301:0:Z4024142778;133:13301:5:Z1435579233;
CC1OCCCO1,179,133:13300:9:Z4212467473;133:13301:0:Z1851982554;133:13301:2:Z1851981015;
CC1(C)CCC(O)CN1,143,133:13300:9:Z4094644626;133:13301:1:Z3881817754;133:13302:6:Z3881817354;
O=c1ccc2cc(F)ccc2[nH]1,263,133:13300:9:Z1953216109;133:13301:0:Z1239280139;133:13302:0:Z1874600425;
Cc1ncc2n1CCCN2,60,133:13300:9:Z4364821528;133:13302:3:Z4364823749;133:13302:6:Z4364817339;
FC1(F)CCNC2(CCC2)C1,102,133:13300:9:Z4097480763;133:13302:2:Z4097481690;133:13305:7:Z4097491231;
O=C1NCC2(CCCC2)C(=O)N1,16,133:13300:9:Z3210902181;133:13302:4:Z3211345660;133:13309:3:Z3211533809;
O=c1ccc2c(o1)CCCC2,55,133:13300:9:Z4255875579;133:13300:9:Z4252544662;133:13300:9:Z4255875864;
O=C1CC2CCC(C1)S2(=O)=O,162,133:13300:9:Z3201310825;133:13300:9:Z4346612377;133:13301:0:Z3085443825;
Cc1cc2c(=O)n(C)cnc2o1,272,133:13300:9:Z1538413641;133:13301:2:Z3795849302;133:13301:4:Z2227170245;
O=c1[nH]cnc2c1oc1ccccc12,205,133:13300:9:Z2909245058;133:13301:1:Z2451183999;133:13301:3:Z2144387170;
c1occ2c1CCC2,264,133:13300:9:Z2075857113;133:13302:1:Z3712554376;133:13302:6:Z2067485792;
Cc1cc(C)c(Cl)cn1,40,133:13300:9:Z3653345321;133:13302:3:Z3496285503;133:13306:2:Z5023745745;
C1CC2(CCOCC2)C2(CC2)N1,151,133:13300:9:Z3711521340;133:13301:1:Z3678526088;133:13302:8:Z4116254699;
CC1(C)CNCCc2ccccc21,129,133:13300:9:Z2643660165;133:13302:0:Z2643659247;133:13302:2:Z2595647826;
OC1CNC2(CCC2)C1,184,133:13300:9:Z3694280600;133:13301:1:Z3622306372;133:13302:8:Z3680198706;
C1CC23CNCC2(C1)COC3,126,133:13300:9:Z3593174826;133:13301:1:Z3394778375;133:13301:5:Z3435342452;
O=C1NCCCC12CCC2,83,133:13300:9:Z3180057247;133:13301:7:Z3180061946;133:13302:0:Z3180060203;
Fc1ccc2ccoc2c1F,133,133:13300:9:Z3207333487;133:13302:8:Z2906294046;133:13303:2:Z3868069167;
Clc1ccc2c(c1Cl)OCC2,158,133:13300:9:Z3186925755;133:13301:4:Z1893129195;133:13301:7:Z1411944884;
O=C1CNC2CCCc3cccc(c32)N1,134,133:13300:9:Z2229048254;133:13301:1:Z2229039377;133:13301:4:Z2229043690;
Oc1ccc2c(c1)CNC2,185,133:13300:9:Z3986675153;133:13302:3:Z2717990235;133:13302:6:Z4346010042;
Cn1ncc2cn[nH]c21,151,133:13300:9:Z2892455362;133:13301:4:Z2452544675;133:13301:9:Z1344129839;
CC1(O)CCC1,349,133:13300:9:Z4285168327;133:13301:7:Z4198401689;133:13301:7:Z2360706785;
CC1CNc2c(O)cccc2C1,65,133:13300:9:Z3055276676;133:13301:2:Z4999213641;133:13301:6:Z3055272970;
O=C1CC2CCCC(C1)C2,301,133:13300:9:Z4381273712;133:13302:5:Z4235885886;133:13303:1:Z4242115814;
O=S1CC2CNC(C2)C1,198,133:13300:9:Z5048900320;133:13301:3:Z5048948431;133:13301:5:Z5050266948;
C1=C2OCCC2CC1,36,133:13300:9:Z3094318581;133:13301:4:Z3154834746;133:13302:2:Z3097528640;
C1CCN2CC3CNCC(C3)C2C1,140,133:13300:9:Z4860824005;133:13301:0:Z4860825769;133:13303:1:Z4869783559;
NC1CC2CCCCC12,93,133:13300:9:Z3829319138;133:13301:7:Z3828810959;133:13304:4:Z5005288215;
C1CNC2(CCCC2)COC1,119,133:13300:9:Z4308834840;133:13301:2:Z3652804177;133:13301:2:Z3711392750;
O=c1[nH]ccc2ccncc12,124,133:13300:9:Z2169456882;133:13301:5:Z4302587461;133:13302:1:Z4305297984;
Oc1cccc2sccc12,192,133:13300:9:Z3094033920;133:13301:1:Z4422409813;133:13302:0:Z2642740487;
Cc1cc2[nH]ccc(=O)n2n1,59,133:13300:9:Z1252600436;133:13301:1:Z1668919074;133:13301:2:Z3861427393;
Oc1cc(Cl)ccc1Cl,90,133:13300:9:Z4309644875;133:13302:6:Z5014822262;133:13304:4:Z3348932283;
NC1CCC2(CCC2)CC1,207,133:13300:9:Z3099580445;133:13300:9:Z3135656793;133:13301:1:Z3103477307;
O=S1(=O)CC2CCNC2C1,286,133:13300:9:Z3440748958;133:13300:9:Z3439673081;133:13300:9:Z3441264827;
c1nc2c([nH]1)CCNC21CCCCC1,20,133:13300:9:Z4250851498;133:13304:5:Z4250851489;133:13310:0:Z3516699152;
O=S1(=O)CC2CCCN1C2,187,133:13300:9:Z3835937248;133:13301:0:Z4995641097;133:13301:1:Z3835591023;
O=C1CC2(CCC2)NCCN1,165,133:13300:9:Z5001186191;133:13301:6:Z2842195413;133:13302:0:Z2842195405;
Clc1cccc2c1OCCCC2,166,133:13300:9:Z1593293664;133:13301:3:Z1437457907;133:13301:3:Z2006742998;
CC1(C)CCC(O)C1,121,133:13300:9:Z4935232452;133:13301:5:Z4949435914;133:13303:2:Z4935236707;
c1nn2cnnc2[nH]1,50,133:13300:9:Z2227152669;133:13302:9:Z2227156544;133:13303:5:Z2227151545;
Clc1ccc2c(c1)C1(CCO2)CC1,88,133:13300:9:Z4769969162;133:13302:8:Z4732709642;133:13303:4:Z4769893332;
CN1CCc2[nH]ncc2C1,229,133:13300:9:Z4484200753;133:13301:3:Z4489953154;133:13301:4:Z4490553023;
CN1CCOCC12CNCOC2,187,133:13300:9:Z3611154224;133:13301:3:Z3611148149;133:13301:3:Z3611154008;
Cc1ccn2cncc2c1,170,133:13300:9:Z2620173814;133:13300:9:Z2639471388;133:13301:0:Z4578521886;
CC1CNc2ccccc2N(C)C1,188,133:13300:9:Z1938290330;133:13301:0:Z1265172146;133:13301:2:Z1266805627;
CC1CNc2ccccc2C1=O,63,133:13300:9:Z4344824298;133:13303:6:Z4344817786;133:13304:0:Z3798308749;
Cc1ccc2c(c1)C(=O)NCN2,10,133:13300:9:Z2830964160;133:13306:4:Z2830963616;133:13306:4:Z2830963021;
C1COC2(CCOCC2)N1,160,133:13300:9:Z3583421533;133:13301:1:Z4253472857;133:13301:1:Z4255541573;
CN1CCCNc2cnccc21,182,133:13300:9:Z4346612377;133:13301:3:Z4147305650;133:13301:6:Z4929290616;
O=c1[nH]c(=O)c2cc3c(cc2[nH]1)COC3,14,133:13300:9:Z4080677610;133:13304:0:Z4080730320;133:13311:5:Z4928988561;
Fc1cc2c(cc1F)NCC2,208,133:13300:9:Z756910400;133:13301:3:Z1650963831;133:13302:0:Z1638668103;
Cc1ccc(F)c2occc12,107,133:13300:9:Z3009363411;133:13301:3:Z2960327447;133:13302:0:Z2961220862;
O=c1cnnc2scnn12,15,133:13300:9:Z751586112;133:13301:7:Z96725086;133:13316:7:Z96724832;
FC1(F)C2CCCC1CNC2,109,133:13300:9:Z4914564301;133:13302:2:Z4635281895;133:13302:5:Z4635281706;
CC1(O)CNOC1,67,133:13300:9:Z3587243142;133:13302:5:Z3188702468;133:13304:3:Z3184901571;
Cc1cc(F)cc2cccnc12,25,133:13300:9:Z1646451159;133:13301:3:Z1872354436;133:13303:8:Z1744172763;
O=c1[nH]c2cc(Cl)ccc2o1,32,133:13300:9:Z1801714813;133:13301:5:Z1395470480;133:13303:6:Z1561054789;
CC1NCCC1(C)C,135,133:13300:9:Z3098069926;133:13301:5:Z3181186731;133:13301:6:Z4773356809;
Cc1cc2[nH]ccc2o1,96,133:13300:9:Z3608694385;133:13301:6:Z3555262833;133:13304:7:Z4478107609;
c1cnc2c(n1)NCCO2,110,133:13300:9:Z4416325391;133:13302:9:Z4416308173;133:13303:8:Z4416333694;
O=C1CCC=NN1,258,133:13300:9:Z4254905595;133:13301:7:Z1341782158;133:13302:0:Z1689062211;
Clc1ccn2cncc2c1,133,133:13300:9:Z3802281124;133:13302:2:Z2496850118;133:13302:6:Z3644748582;
Clc1cccn2nccc12,239,133:13300:9:Z2619469120;133:13301:8:Z3203923121;133:13302:4:Z3789184799;
O=S1(=O)CCNC1,136,133:13300:9:Z4771097433;133:13300:9:Z4771097474;133:13301:5:Z4769344042;
Cc1cc2cc[nH]c2cc1Cl,63,133:13300:9:Z3623212170;133:13301:3:Z3186618637;133:13301:8:Z4408449356;
O=C1NCC(O)CC12CCNCC2,287,133:13300:9:Z2922133663;133:13301:4:Z2975808123;133:13302:2:Z2954381457;
Cc1ccc2c(c1)SCC2,215,133:13300:9:Z1635473917;133:13301:1:Z1095781943;133:13301:2:Z4236331946;
CC1CSc2ccccc2CN1,148,133:13300:9:Z4042507131;133:13301:7:Z1727183763;133:13302:0:Z1730656358;
CC1(C)CNC(=O)CN1,78,133:13300:9:Z4148745395;133:13301:2:Z3570027283;133:13306:4:Z2001740114;
Cn1cnc2cn[nH]c2c1=O,83,133:13300:9:Z4241441354;133:13301:0:Z3687346546;133:13301:0:Z3687096939;
Nc1nc[nH]c(=O)n1,11,133:13300:9:Z4261836048;133:13302:5:Z4267046548;133:13305:8:Z4265479320;
c1cnc2c(c1)NCCCC2,138,133:13300:9:Z4126708217;133:13301:8:Z4908767469;133:13302:6:Z4126720011;
c1cnc2c(c1)N1CCC(C1)N2,125,133:13300:9:Z2996227926;133:13303:1:Z4132747142;133:13305:2:Z4132751016;
Cc1ccc2nc[nH]c2c1,321,133:13300:9:Z3501427553;133:13301:1:Z1952285395;133:13301:1:Z2904787001;
O=C1CCCC12CCNCC2,253,133:13300:9:Z2646733619;133:13301:0:Z2646735359;133:13301:0:Z4304212265;
CC1NCCCC12CCC2,110,133:13300:9:Z4267979277;133:13301:9:Z4095830061;133:13303:0:Z4095822377;
CC1(C)CCc2ccc(F)cc2O1,206,133:13300:9:Z3778135176;133:13301:2:Z2353344322;133:13302:0:Z2362511272;
NC1CCNc2cc(F)ccc21,98,133:13300:9:Z4448729058;133:13301:8:Z2773160584;133:13301:9:Z4454643096;
CC1CC(F)CN1,85,133:13301:0:Z4204631391;133:13306:6:Z4206951575;133:13306:8:Z4214749661;
Cc1ccnc(O)n1,43,133:13301:0:Z3098470407;133:13309:2:Z3098469945;133:13310:5:Z3158756728;
Cc1cccc2nc[nH]c12,140,133:13301:0:Z1685242044;133:13301:2:Z3921709074;133:13301:7:Z3950234707;
O=C1NCCc2occc21,215,133:13301:0:Z3050872455;133:13302:3:Z3045190253;133:13303:4:Z3047504520;
C1=CC2=NCCN2C=C1,105,133:13301:0:Z4309436981;133:13301:6:Z4309773862;133:13303:8:Z4310867135;
NC1CCNCCC1(F)F,126,133:13301:0:Z3510810996;133:13301:5:Z3510809657;133:13301:7:Z3520080662;
O=C1Nc2ccccc2N2CCCC12,161,133:13301:0:Z51821652;133:13301:4:Z1275690718;133:13302:0:Z3657208606;
c1cnc2c(c1)NCC21CC1,118,133:13301:0:Z4048112472;133:13301:0:Z4132306977;133:13302:3:Z4218252808;
Cc1coc2c1ccc1ccccc12,85,133:13301:0:Z1851982554;133:13301:0:Z1391765791;133:13302:4:Z1522330023;
c1ccc2c(c1)CCC1(CCOCC1)O2,153,133:13301:0:Z3781026294;133:13301:3:Z4614159401;133:13301:3:Z4489085512;
N=S1(=O)CCC2(CCCN2)C1,96,133:13301:0:Z4429692155;133:13302:1:Z3551597748;133:13302:1:Z4194522650;
CN=S1(=O)CCCC2(CCCN2)C1,297,133:13301:0:Z3416637781;133:13301:1:Z3415773080;133:13301:3:Z3415737261;
Cn1[nH]cnc1=N,126,133:13301:0:Z2142647016;133:13302:1:Z1981811258;133:13304:8:Z4883020161;
C1COCC2(CCOCC2)N1,192,133:13301:0:Z3519933726;133:13302:7:Z3633335628;133:13303:9:Z3633332971;
Cc1cccnc1N,159,133:13301:0:Z4404157694;133:13301:4:Z4216663678;133:13302:1:Z2974941370;
NC1CCc2ncsc2C1,180,133:13301:0:Z4971387014;133:13301:0:Z2825932046;133:13304:5:Z4971368448;
Cc1cc2ccccc2nc1C,137,133:13301:0:Z1652096504;133:13302:4:Z4129977130;133:13303:0:Z4127889534;
Clc1ccnc2c1CCCC2,17,133:13301:0:Z2926973644;133:13304:8:Z2925509317;133:13305:3:Z3836284431;
CC1NCCc2ncccc21,265,133:13301:0:Z3661317254;133:13301:2:Z3648237248;133:13302:0:Z3592094195;
CN1CCC2(CCCCC2)CC1,125,133:13301:0:Z2918052718;133:13301:3:Z2909251807;133:13301:8:Z4613337258;
CC1=CCCCO1,137,133:13301:0:Z1517542849;133:13301:9:Z3650842840;133:13302:5:Z1517263659;
Cc1cncc(=O)[nH]1,100,133:13301:0:Z3094513276;133:13301:7:Z4236503278;133:13303:0:Z3181337538;
FC1CCC2CC12,113,133:13301:0:Z4405764158;133:13301:0:Z4416877941;133:13301:0:Z4406313575;
C1CCC2=C(C1)CCCO2,19,133:13301:0:Z4391535091;133:13303:4:Z4255744123;133:13309:4:Z4252174527;
Cc1ncccc1N,104,133:13301:0:Z4484817801;133:13302:2:Z4492790669;133:13304:7:Z4488535803;
Fc1c(Cl)ccc2cc[nH]c12,67,133:13301:0:Z3050502210;133:13302:7:Z3053279172;133:13302:8:Z3389236700;
CN1C(=O)COC12CCNCC2,384,133:13301:0:Z3041228542;133:13301:1:Z3041340179;133:13301:2:Z3040584069;
C1CNCCC2(C1)CC2,165,133:13301:0:Z2814026545;133:13301:0:Z3133428640;133:13301:0:Z3176273599;
Cc1cn2cccc(C)c2n1,233,133:13301:0:Z3667244746;133:13301:0:Z3670980239;133:13301:1:Z3672102448;
CC1CC(=O)C1,92,133:13301:0:Z4599131176;133:13301:3:Z3643090658;133:13302:0:Z3653411121;
Cc1cccc2c1NCC(O)C2,71,133:13301:0:Z5018859675;133:13303:4:Z5024048737;133:13304:1:Z5018854233;
CC1(C)CC(=O)NCCN1,105,133:13301:0:Z3360368571;133:13301:3:Z4136029263;133:13301:9:Z2918644125;
CC1NCCc2ccsc21,139,133:13301:0:Z2851068650;133:13301:6:Z3153444755;133:13302:3:Z4395386421;
OC1CNCC2(CCCC2)C1,235,133:13301:0:Z3601755731;133:13301:3:Z4022944980;133:13301:6:Z4511215065;
Oc1cccc2cccc(O)c12,96,133:13301:0:Z4310018427;133:13301:6:Z4311722046;133:13301:7:Z4311333058;
C1CC2CNC2CN1,151,133:13301:0:Z3312573477;133:13302:3:Z3870599052;133:13302:4:Z3553780610;
CC1CNCCS(=O)(=O)C1,327,133:13301:0:Z2127531798;133:13301:7:Z2114322654;133:13302:1:Z4954144439;
O=c1cc[nH]c2cnccc12,3,133:13301:0:Z4216688200;133:13373:5:Z4216691228;133:13376:3:Z4216688337;
FC1(F)C2(CCC2)C12CCNCC2,133,133:13301:0:Z3209751840;133:13301:1:Z3895783109;133:13301:1:Z3319137329;
Oc1ccc2c(n1)CCNC2,187,133:13301:0:Z4058502180;133:13301:5:Z3696944251;133:13303:1:Z3698148389;
Cn1ccn2nccc12,285,133:13301:0:Z4106105972;133:13301:4:Z4107282843;133:13301:7:Z4105089632;
OC1CNC2(CNC2)C1,74,133:13301:0:Z4279654225;133:13301:1:Z4493091246;133:13301:5:Z4276757242;
CC1(C)OCc2cnc(Cl)nc21,72,133:13301:0:Z2271511007;133:13301:0:Z5037043205;133:13302:5:Z4174546595;
C1CCN2CCNC(C1)C2,83,133:13301:0:Z4249769390;133:13301:3:Z4249753651;133:13301:3:Z4249765369;
Nc1nn2c(=O)ccnc2[nH]1,69,133:13301:0:Z826560870;133:13301:3:Z5027903586;133:13301:8:Z2654596869;
CC1Cn2nccc2C(=O)N1,275,133:13301:0:Z3045537185;133:13301:5:Z3091644494;133:13302:5:Z3874253516;
Cc1nc2c(s1)NCCCC2,81,133:13301:0:Z3603888209;133:13302:0:Z4338715500;133:13302:4:Z3603889216;
Cc1cccn2cnnc12,150,133:13301:0:Z4296476597;133:13301:1:Z4286261317;133:13301:6:Z4292606761;
c1ccc2c(c1)CCC21CCCCC1,5,133:13301:0:Z4610061791;133:13322:5:Z3639476783;133:13329:8:Z3639941506;
c1ncc2[nH]ncc2n1,100,133:13301:0:Z4875701301;133:13301:6:Z4875752658;133:13301:8:Z4435929245;
C1=NC2c3ccccc3CC2O1,104,133:13301:0:Z4883556316;133:13301:0:Z4883545400;133:13303:6:Z4883551623;
CC1(C)CNc2ccccc21,119,133:13301:0:Z3625702329;133:13303:2:Z3509899637;133:13304:1:Z3509899623;
CC1CCCC(C)NC1,109,133:13301:0:Z1260292107;133:13302:0:Z1260294899;133:13302:1:Z4769028838;
OC1CNc2ccccc2C1,167,133:13301:0:Z3363883941;133:13301:2:Z1921398332;133:13302:9:Z1928910929;
c1ccc2c(c1)CCc1ccsc1-2,147,133:13301:0:Z2224808886;133:13301:9:Z4474266698;133:13301:9:Z4478961331;
OC1CCC2CC1CN2,192,133:13301:0:Z2947066408;133:13301:1:Z2974023303;133:13302:2:Z2945692437;
C1CCC2(CCSCC2)OC1,464,133:13301:0:Z2773292374;133:13301:0:Z1466708674;133:13301:1:Z1465714050;
O=S1(=O)CCC2CNCC2C1,314,133:13301:0:Z3835521961;133:13301:4:Z3176489688;133:13301:7:Z3618456055;
CC1(C)CCC2(CCN2)C1,95,133:13301:0:Z3997048243;133:13302:5:Z4012506167;133:13303:0:Z4000201719;
O=S1(=O)C=CCCC1,174,133:13301:0:Z3297182160;133:13301:3:Z3297606316;133:13302:2:Z5008234671;
c1ccc2c(c1)CC1(CCC1)C2,68,133:13301:0:Z4878935108;133:13302:2:Z4876304225;133:13304:1:Z4879172714;
C1CNC2(CNC2)OC1,54,133:13301:0:Z4091797906;133:13301:3:Z4091794862;133:13301:4:Z3618183658;
CC1CCc2[nH]ncc2C1,265,133:13301:0:Z2691045075;133:13301:7:Z3606605293;133:13301:8:Z3596122594;
OC1C2CC(ON2)C1O,52,133:13301:0:Z4270284904;133:13307:8:Z4270269423;133:13308:4:Z4270240711;
N=S1(=O)CCNc2ccccc21,80,133:13301:0:Z3368765750;133:13305:0:Z3368770221;133:13306:0:Z4091782383;
CN1CCCC(F)(F)C1,26,133:13301:0:Z3874822884;133:13305:3:Z3874820876;133:13311:2:Z3874822995;
Cc1ccc(Cl)c2cccnc12,61,133:13301:0:Z1594220399;133:13302:1:Z2214034868;133:13302:2:Z2199881994;
Clc1cc(Cl)cc(Cl)c1,130,133:13301:0:Z1765731986;133:13301:6:Z1300705717;133:13303:4:Z1438202749;
c1ncc2c3c(sc2n1)CCCC3,72,133:13301:0:Z2351366039;133:13302:0:Z4044223678;133:13305:1:Z16512278;
Nc1ncc2c(n1)CC1CCC2N1,66,133:13301:0:Z4248204841;133:13302:2:Z4275773771;133:13302:3:Z4248213947;
c1cnc2[nH]ncc2n1,7,133:13301:0:Z4337454981;133:13311:0:Z4337456380;133:13331:9:Z4337455488;
O=C1CCC2CC12,212,133:13301:0:Z2905979209;133:13301:3:Z2923223331;133:13301:6:Z2905440350;
O=c1[nH]c2c([nH]1)CNCC2,198,133:13301:0:Z4011628464;133:13302:1:Z3996735185;133:13303:0:Z4299406619;
Cc1cc(F)c2c(c1)NCC2,90,133:13301:0:Z2899487098;133:13301:1:Z4064484627;133:13303:0:Z3102704508;
C1CC2NCC2O1,141,133:13301:0:Z2965242945;133:13301:3:Z3009537468;133:13301:5:Z3582656214;
Cc1cc(C)c2c(=O)[nH]n(C)c2n1,402,133:13301:0:Z1127096701;133:13301:2:Z2878916643;133:13301:3:Z2283497040;
CN1CCCNC1=O,252,133:13301:0:Z4153216767;133:13301:0:Z4157538538;133:13301:2:Z4154531620;
NC1CCC(O)C1,151,133:13301:0:Z3140472364;133:13301:4:Z4055418092;133:13302:6:Z3102143267;
OC1CC2CCCC(C1)C2,316,133:13301:0:Z4600292206;133:13301:1:Z4386168193;133:13301:4:Z4398841892;
C1CCC2CNN=C2C1,20,133:13301:0:Z4254907975;133:13303:9:Z4256788302;133:13313:2:Z4255346828;
O=S1(=O)CCc2ccsc2C1,18,133:13301:0:Z4371799915;133:13301:3:Z2190109562;133:13301:3:Z1504014806;
Fc1cnc2[nH]ccc2c1,77,133:13301:0:Z4199324315;133:13301:0:Z4199323879;133:13302:1:Z4199321581;
Cc1n[nH]c2[nH]c(=O)ccc12,180,133:13301:0:Z4503823780;133:13301:2:Z4493660222;133:13301:7:Z4503796735;
Cc1cc2cncnc2[nH]1,58,133:13301:0:Z4991605579;133:13301:8:Z4991848670;133:13302:4:Z4991795762;
O=c1[nH]nc2n1CCCCC2,562,133:13301:0:Z1953638354;133:13301:3:Z2877479927;133:13301:4:Z1411465624;
CC1CCCC2(C1)OCCO2,44,133:13301:0:Z3639447894;133:13301:1:Z3639238173;133:13301:5:Z3639239338;
C1CCC2(CCOCC2)NC1,435,133:13301:0:Z4268177845;133:13301:1:Z3585716278;133:13301:3:Z4276563816;
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,121,133:13301:0:Z1000718758;133:13301:3:Z925862516;133:13301:5:Z827477100;
Cn1cc[nH]c1=O,290,133:13301:0:Z3642096623;133:13301:4:Z3058546740;133:13301:5:Z3721521235;
O=C1Nc2cccc3cccc1c23,7,133:13301:0:Z1527240609;133:13344:5:Z355426002;133:13348:6:Z431372124;
O=C1CCCS(=O)(=O)N1,7,133:13301:0:Z3513616856;133:13322:5:Z3513617249;133:13337:9:Z3513625145;
c1ccc2c(c1)CCc1scnc1-2,3,133:13301:0:Z3512934214;133:13390:0:Z3517002018;133:13395:3:Z29096261;
CC1Cc2ccc(F)cc2C1,226,133:13301:0:Z3102222402;133:13301:4:Z2477279249;133:13302:4:Z2213268553;
O=C1NCCCC12CNC2,273,133:13301:0:Z3777976975;133:13301:2:Z4113228502;133:13301:4:Z3778980780;
O=S1(=O)CCC2(CCN2)CC1,284,133:13301:0:Z4136929692;133:13301:2:Z3615477552;133:13301:3:Z3615477276;
N=S1(=O)CCC2(CCN2)CC1,111,133:13301:0:Z4212396869;133:13301:3:Z4212394886;133:13305:2:Z3702311271;
C=C1CC2NCCC12,21,133:13301:0:Z4999801487;133:13321:1:Z4999802016;133:13338:7:Z4999803419;
Cc1cc(N)no1,146,133:13301:0:Z2038178772;133:13301:5:Z2166696383;133:13301:5:Z2166677201;
O=C1CC=CC=N1,80,133:13301:0:Z2903060778;133:13301:6:Z2903061324;133:13303:2:Z3631183596;
Cn1cnc2ncnc(O)c21,53,133:13301:0:Z3718852953;133:13303:6:Z3718876601;133:13309:7:Z3718885115;
CC1CCC2OCCC2N1,114,133:13301:0:Z2012626564;133:13301:2:Z3877099868;133:13302:9:Z2012621310;
CN1CCCNc2cc(Cl)ccc21,82,133:13301:0:Z1265141069;133:13304:5:Z1592290008;133:13306:5:Z1497142842;
CC12CCC(CC1)N2,114,133:13301:0:Z3262068789;133:13301:4:Z3598544222;133:13304:2:Z3302787258;
O=S1(=O)CCN2CCNCC2C1,219,133:13301:0:Z2601099289;133:13301:4:Z2700094987;133:13302:1:Z2640835252;
C1CC2(C1)OC1CC2C1,24,133:13301:0:Z3620995703;133:13310:5:Z3760686956;133:13311:4:Z3604381301;
OC1C2CC3CNC1C3C2,97,133:13301:0:Z1995143648;133:13301:7:Z2200706045;133:13302:0:Z1998317068;
CC1CSCCCN1,85,133:13301:0:Z4490259670;133:13303:8:Z2974784260;133:13305:0:Z3609334970;
Clc1ccc2c(c1Cl)CCC2,97,133:13301:0:Z1193721751;133:13303:7:Z1193525617;133:13305:5:Z2295286038;
N=c1cccc[nH]1,91,133:13301:0:Z1424550961;133:13302:2:Z756779092;133:13303:3:Z95785777;
Clc1cccc2c1CC2,142,133:13301:0:Z2694097457;133:13301:7:Z2706537328;133:13302:3:Z4265198061;
CC1(C)CCc2ccsc2C1,53,133:13301:0:Z2968760955;133:13301:1:Z4272820625;133:13301:1:Z4272879545;
O=C1CCC2(CCCC2)N1,67,133:13301:0:Z2444198079;133:13301:8:Z3168219382;133:13305:8:Z2444214332;
CC1(C)CCCc2scnc21,134,133:13301:0:Z2205345962;133:13302:2:Z2172116896;133:13302:7:Z2184389323;
CC12CCC(C1)C2(C)C,14,133:13301:0:Z4921674190;133:13305:0:Z4921913556;133:13311:4:Z5065496664;
C1CC2CCNCCC2C1,98,133:13301:0:Z4466031533;133:13302:7:Z4393676532;133:13303:3:Z4394908191;
Nc1cncnc1Cl,55,133:13301:0:Z4781843332;133:13302:8:Z3349487642;133:13304:3:Z3607652340;
NC1CC2(CCCCN2)C1,76,133:13301:0:Z3364732151;133:13301:3:Z3385148754;133:13301:3:Z3385148442;
CC1CC2CCCCC2N1,144,133:13301:0:Z1984007824;133:13301:2:Z3861427393;133:13302:3:Z1408649815;
CC1(C)NCC(O)C1O,129,133:13301:0:Z4078628109;133:13301:3:Z4078638591;133:13301:5:Z4771734898;
CC1Nc2ccccc2C1(C)C,77,133:13301:0:Z3132467106;133:13302:5:Z3550641591;133:13302:9:Z3670905039;
O=S1(=O)N=C2CCNCC2=CN1,58,133:13301:0:Z3583579356;133:13302:2:Z4906569077;133:13305:8:Z4166449123;
CC1CC(=O)NC(=O)N1,39,133:13301:0:Z3463313558;133:13301:0:Z3463313506;133:13303:6:Z3211397794;
Cc1n[nH]c2c1CNCC2,216,133:13301:0:Z4109281548;133:13301:5:Z4109250572;133:13302:1:Z4770408655;
Cn1cccc(Cl)c1=O,89,133:13301:0:Z1919566190;133:13301:5:Z1421734804;133:13303:0:Z1422121873;
