fragment_smiles,occurences,example_ligands
O=S1(=O)CC2CC2C1,205,133:13300:7:Z4329831902;133:13301:6:Z3835560779;133:13301:7:Z4362612870;
c1cc2c(cn1)N1CCC(C1)N2,94,133:13300:7:Z3294675734;133:13302:4:Z3583212466;133:13303:1:Z3583217402;
Cc1nc2ccccc2cc1O,55,133:13300:7:Z4135660022;133:13301:2:Z4093055632;133:13304:5:Z4135553650;
Nc1ccnc2ncnn12,73,133:13300:7:Z3560532125;133:13301:0:Z3561504069;133:13301:9:Z3558100996;
CC1CN2CCCC2CN1,325,133:13300:7:Z1268970587;133:13300:9:Z1193243300;133:13301:0:Z1348214272;
C1CC2CCNCC2C1,113,133:13300:7:Z4474762624;133:13302:6:Z4474757281;133:13302:8:Z4436076185;
Cc1cccc2nccc(=O)n12,223,133:13300:7:Z3652177566;133:13301:3:Z1304592507;133:13301:7:Z2845302284;
C1CCN2CC3CNCC3C2C1,183,133:13300:7:Z1559728283;133:13300:9:Z1256023830;133:13301:2:Z3097946602;
NC12CCC(C1)OC2,162,133:13300:7:Z3829709399;133:13301:1:Z3699567971;133:13301:9:Z4206275960;
OC1CNCCOC1,251,133:13300:7:Z2307727853;133:13300:7:Z2909341126;133:13301:1:Z3324110281;
OC1CC2CCC(N2)C1O,197,133:13300:7:Z4353663339;133:13301:2:Z4353662600;133:13302:5:Z4353666199;
OC1CC(O)C12CCCNC2,203,133:13300:7:Z4096799626;133:13301:0:Z4012317494;133:13301:1:Z4027111298;
NC1CC2CCCC2C1,67,133:13300:7:Z4387040522;133:13300:7:Z4386848021;133:13301:3:Z4422386305;
c1n[nH]c2c1CCSC2,186,133:13300:7:Z4147096485;133:13300:7:Z4148616800;133:13301:7:Z4144354919;
c1ncc2c(n1)CCC1(C2)OCCO1,7,133:13300:7:Z1673418581;133:13322:8:Z2443785436;133:13353:4:Z1673419048;
Clc1cnc2n1NCCC2,87,133:13300:7:Z4270353469;133:13301:9:Z4270318722;133:13304:9:Z4270383687;
Oc1ccc(F)c2c1CCNC2,186,133:13300:7:Z4413215803;133:13301:7:Z4353386685;133:13302:0:Z4353381818;
O=C1CCNC2CCNCC2N1,188,133:13300:7:Z4145162471;133:13301:4:Z4145163506;133:13301:7:Z4145167335;
Cc1scnc1O,95,133:13300:7:Z3192011560;133:13301:3:Z3136426595;133:13303:3:Z3095074848;
O=c1ccc(Cl)c[nH]1,98,133:13300:7:Z4075887744;133:13301:2:Z4081772430;133:13302:2:Z4081816148;
OC1Cc2cc(Cl)cc(Cl)c2C1,126,133:13300:7:Z4214363772;133:13301:2:Z2296275594;133:13301:4:Z1885911299;
Cc1cnc2n1CCNC2,118,133:13300:7:Z3587699598;133:13301:7:Z3587695037;133:13302:4:Z3587708824;
CC1CCNCCS1,175,133:13300:7:Z1861958881;133:13301:1:Z1862918633;133:13301:3:Z1862914134;
Clc1ccc2c(c1)CNC2,116,133:13300:7:Z2353179588;133:13305:1:Z4557613922;133:13305:7:Z2313621493;
Nc1ccncc1Cl,158,133:13300:7:Z4295161746;133:13301:5:Z4288926621;133:13302:0:Z4104323746;
CC1CNC2CCCCC2O1,169,133:13300:7:Z2221492169;133:13300:8:Z4076292160;133:13300:8:Z1686708107;
CC1CCc2c(O)cccc2N1,116,133:13300:7:Z4598821180;133:13301:2:Z4598823681;133:13303:1:Z4602844404;
Cn1cc(O)cn1,69,133:13300:7:Z3370299139;133:13303:6:Z3370304642;133:13304:1:Z3370305993;
O=c1cc(O)cn[nH]1,142,133:13300:7:Z3993726759;133:13302:1:Z4769028838;133:13303:9:Z3993804849;
c1cc2n(n1)CCO2,531,133:13300:7:Z3702506667;133:13301:0:Z4098099478;133:13301:3:Z4378629381;
N=S1(=O)CC2(CCNCC2)C1,8,133:13300:7:Z4922316384;133:13319:5:Z4922317503;133:13332:5:Z4922317432;
Fc1cc(F)c2[nH]ccc2c1,89,133:13300:7:Z5054367884;133:13301:8:Z3950508528;133:13301:9:Z3844978761;
C1CNCC2(C1)CCNCC2,246,133:13300:7:Z2777006855;133:13301:5:Z2439177077;133:13302:6:Z2606010445;
CC1CNc2cc(F)ccc2C(=O)N1,86,133:13300:7:Z1886739961;133:13301:8:Z1886762172;133:13302:3:Z1886739602;
CC1(C)NCCC1=O,78,133:13300:7:Z3310262230;133:13301:4:Z3310960523;133:13301:5:Z4042234332;
CC1CNCC(O)C1,411,133:13300:7:Z2335303334;133:13300:7:Z4113868931;133:13301:3:Z2350245804;
c1cc2c3c(c1)CNCC3CCC2,79,133:13300:7:Z3302751851;133:13304:5:Z3601327086;133:13306:8:Z4575125983;
NC1CCC(F)(F)C1,167,133:13300:7:Z3793868731;133:13301:4:Z4878793651;133:13303:0:Z4878788826;
CC1=CC(C)n2nnnc2N1C,147,133:13300:7:Z4051228013;133:13300:7:Z2496810354;133:13300:8:Z4051911225;
Oc1cccc2occc12,275,133:13300:7:Z2849965819;133:13300:8:Z1894386662;133:13301:4:Z1892939279;
C1C2CC1C1(CNC1)O2,17,133:13300:7:Z4033824257;133:13300:7:Z4033828416;133:13300:7:Z3466490451;
Fc1cc2[nH]cnc2cc1Cl,133,133:13300:7:Z4412966930;133:13301:4:Z4347567004;133:13302:9:Z4485972234;
Cc1ccc2nc[nH]c2c1F,7,133:13300:7:Z4458426495;133:13302:5:Z4458742893;133:13315:4:Z4458415761;
CC1(O)CNCCNC1,18,133:13300:7:Z4089767936;133:13301:2:Z4089767805;133:13302:4:Z4089767792;
Clc1cccc2c1CC1CC21,224,133:13300:7:Z2703627923;133:13301:5:Z4311784075;133:13301:5:Z2698407255;
O=c1ocnc2c(F)cccc12,3,133:13300:7:Z2111618478;133:13315:4:Z1981530432;133:13332:4:Z3493856264;
O=c1[nH]c(=O)c2cc(Cl)ccc2[nH]1,23,133:13300:7:Z4379744706;133:13302:9:Z4080797180;133:13308:7:Z1503930409;
CC1(C)Oc2ccccc2O1,680,133:13300:7:Z1269770425;133:13300:8:Z4770780799;133:13300:9:Z3389111841;
Oc1ccc2ncccc2c1,20,133:13300:7:Z4232430528;133:13301:1:Z4231678302;133:13301:4:Z4230030327;
Cc1cc(Cl)n[nH]1,26,133:13300:7:Z3532466830;133:13304:0:Z2826218489;133:13312:0:Z2827463402;
c1cc2cnsc2cn1,35,133:13300:7:Z4224759936;133:13301:5:Z3809529593;133:13301:6:Z4233146932;
OC1CCNC12CC2,162,133:13300:7:Z3654116914;133:13301:8:Z3693103360;133:13302:2:Z4380907885;
c1ccn2c(c1)nc1sccc12,127,133:13300:7:Z2136807488;133:13300:7:Z264737300;133:13300:8:Z1192546479;
Clc1ccc2cncnc2c1,77,133:13300:7:Z1567830695;133:13301:5:Z3634653191;133:13303:5:Z4232253919;
O=C1NC2(CNC2)Nc2ccccc21,148,133:13300:7:Z3678942626;133:13301:0:Z3648717432;133:13301:9:Z3703024858;
Fc1cccc2c(Cl)ccnc12,36,133:13300:7:Z4305637272;133:13301:9:Z1173703765;133:13303:8:Z2874274030;
CC12CCC(=O)N1CCS2,306,133:13300:7:Z4110356292;133:13301:0:Z4111746259;133:13301:0:Z4108732472;
CC1CCC1(C)C,433,133:13300:8:Z1451997364;133:13300:8:Z1372849132;133:13301:5:Z2043952745;
CC1CCCNC1C,381,133:13300:8:Z5035746896;133:13300:9:Z5038060532;133:13301:0:Z5048979084;
O=S1(=O)CCC2(CNCCO2)C1,357,133:13300:8:Z4998278368;133:13301:0:Z3870002902;133:13301:2:Z2457693385;
c1c2c(cc3c1OCCO3)CCC2,35,133:13300:8:Z1609334155;133:13302:6:Z2072619697;133:13305:8:Z4113458100;
C1CNC2(C1)CCC1(CC2)OCCO1,100,133:13300:8:Z4640339410;133:13301:7:Z4649163356;133:13302:6:Z4640343637;
Cc1cnnc(Cl)c1,19,133:13300:8:Z4332934395;133:13305:7:Z3999075996;133:13305:9:Z4332935108;
c1ccc2c(c1)nc1n2CCN1,92,133:13300:8:Z3403352362;133:13303:6:Z295740484;133:13304:1:Z333044366;
OC1COC2(CNC2)C1O,157,133:13300:8:Z4186532630;133:13300:9:Z4142353555;133:13301:7:Z4142558529;
O=C1CCNc2ncccc2N1,113,133:13300:8:Z4125670695;133:13301:9:Z4125681611;133:13302:2:Z4125669251;
Cn1c(N)cc(=O)n(C)c1=O,157,133:13300:8:Z4271214058;133:13301:6:Z922092632;133:13303:3:Z1616185207;
Cc1cncnc1Cl,133,133:13300:8:Z2852221331;133:13301:2:Z2770884470;133:13301:3:Z1840371701;
Clc1ccc2c(c1)C1CC1C2,59,133:13300:8:Z4021092823;133:13301:6:Z4021938653;133:13301:9:Z4021144663;
C1CC2CNCC2CCN1,534,133:13300:8:Z2909132439;133:13301:3:Z3313970140;133:13301:4:Z2909127374;
NC12CCC1CNC2,107,133:13300:8:Z4055217693;133:13300:9:Z3278100390;133:13302:2:Z4055218973;
Cn1ccc2cc(Cl)ccc21,203,133:13300:8:Z4239727481;133:13301:4:Z4021123357;133:13301:5:Z4003075089;
O=c1[nH]cnc2cnsc12,34,133:13300:8:Z3493078389;133:13302:7:Z1956678095;133:13303:2:Z1778706145;
O=C1CC2CNCC2N1,136,133:13300:8:Z4923950774;133:13300:9:Z4923667319;133:13302:1:Z4923529809;
c1ccc2c(c1)CN1CCCC1CN2,109,133:13300:8:Z1547108028;133:13302:0:Z1210086624;133:13304:5:Z4146902502;
Cc1cnc[nH]c1=O,55,133:13300:8:Z2589259046;133:13301:3:Z2589262833;133:13303:4:Z2589327334;
c1cnc2c(c1)NCCC2,672,133:13300:8:Z4200144766;133:13300:9:Z2675782308;133:13300:9:Z4394000470;
CC1OCC2(CCCO2)C1C,306,133:13300:8:Z2868704183;133:13300:8:Z4010739127;133:13301:0:Z2860643132;
c1cc2scnc2[nH]1,111,133:13300:8:Z4487071807;133:13301:0:Z4493072770;133:13301:9:Z4638272402;
Cc1cn2cc(Cl)nc2s1,108,133:13300:8:Z4150573139;133:13301:1:Z3843208845;133:13301:7:Z3844569111;
Cc1cc2cnccc2[nH]1,102,133:13300:8:Z4210905588;133:13301:3:Z4213090732;133:13302:0:Z4211046077;
CN1CC2CCC1C2,154,133:13300:8:Z3576603058;133:13301:1:Z4112104455;133:13302:0:Z3621810733;
Cc1nc(O)cs1,72,133:13300:8:Z3137657471;133:13304:5:Z3098502078;133:13304:6:Z3153941358;
CC12CNCC1COC2,294,133:13300:8:Z3137657471;133:13301:3:Z2645897042;133:13301:4:Z2645895951;
CN1C2CNCC1C2,81,133:13300:8:Z4394841481;133:13301:6:Z4394831567;133:13301:7:Z4393609743;
C1CC2CC2O1,32,133:13300:8:Z4013817578;133:13303:2:Z4013816064;133:13308:8:Z4013819242;
CC1=CCCCC1,50,133:13300:8:Z5006114817;133:13302:5:Z5006482016;133:13312:0:Z5005785748;
O=C1COC2(CCNC2)C1,135,133:13300:8:Z4049330124;133:13301:2:Z4049332423;133:13301:9:Z4049332231;
Cn1ccc(N)n1,214,133:13300:8:Z4272941369;133:13301:1:Z4100575739;133:13301:1:Z3019533541;
c1ccc2c(c1)CCC1CCC21,141,133:13300:8:Z2780427664;133:13301:0:Z2648026855;133:13301:2:Z2648023877;
ClC1=CCC1,32,133:13300:8:Z4960844979;133:13300:8:Z4326263571;133:13302:1:Z4318561768;
c1ncn2c1COCC2,128,133:13300:8:Z2988594562;133:13300:8:Z2980370210;133:13300:8:Z2973219124;
c1ccc2c(c1)OC1(CCCCC1)O2,128,133:13300:8:Z3173641259;133:13301:1:Z2796162287;133:13301:5:Z1376655146;
c1cnc2ncoc2c1,191,133:13300:8:Z4290188420;133:13301:3:Z2149202911;133:13302:0:Z2149421010;
FC12CNCC(C1)C2,263,133:13300:8:Z4387970787;133:13301:4:Z4033898750;133:13301:6:Z4031092944;
O=C1NCC2CCC1N2,380,133:13300:8:Z5006927912;133:13300:8:Z3857228034;133:13301:0:Z5006919199;
Clc1cc(Cl)c2ocnc2c1,25,133:13300:8:Z1918465030;133:13304:2:Z1918418131;133:13312:6:Z3649504287;
CN1CCNc2ccc(F)cc21,312,133:13300:8:Z4308142212;133:13301:5:Z4308314464;133:13302:0:Z4307385488;
c1nc2c([nH]1)CCOC2,355,133:13300:8:Z3598465878;133:13300:9:Z4304815348;133:13300:9:Z3591318361;
O=c1[nH]ccc2cc[nH]c12,36,133:13300:8:Z2993587909;133:13304:6:Z1268435847;133:13309:1:Z1176163939;
Nc1cncnc1,73,133:13300:8:Z2984203246;133:13303:2:Z1486424132;133:13303:7:Z3040629732;
FC1(F)CNCCOC1,273,133:13300:8:Z2147350977;133:13301:2:Z2177654751;133:13301:2:Z3550421660;
Cc1cc(Cl)ccc1Cl,44,133:13300:8:Z2292806614;133:13302:5:Z1602404823;133:13304:1:Z1751149550;
CC1(C)Oc2ccccc2NC1=O,286,133:13300:8:Z3468890737;133:13301:1:Z3992749610;133:13301:4:Z3436685550;
FC1(F)C2CC1C2,57,133:13300:8:Z4457555983;133:13302:3:Z4282070234;133:13303:3:Z4491588108;
Cc1n[nH]c2c(F)cccc12,3,133:13300:8:Z4217051893;133:13327:0:Z4217050817;133:13361:6:Z4217050894;
O=c1[nH]c2ccc(Cl)cc2o1,304,133:13300:8:Z3136961206;133:13301:0:Z1391670870;133:13301:6:Z2441292065;
Oc1ccon1,202,133:13300:8:Z3595119143;133:13302:2:Z5045193258;133:13303:0:Z4883260191;
c1ccc2c(c1)CCC1(CCOC1)O2,232,133:13300:8:Z3080099924;133:13300:8:Z3093343556;133:13300:9:Z3585467642;
c1cnc2c(n1)CCCC2,406,133:13300:8:Z3078204782;133:13301:4:Z3201167236;133:13301:7:Z3086821669;
CC1CC(O)CC(C)N1,38,133:13300:8:Z4194150372;133:13300:8:Z1865266731;133:13304:0:Z4194149210;
Oc1cnc2cc(F)ccc2c1,68,133:13300:8:Z4308516409;133:13301:1:Z4308262718;133:13302:5:Z4307069949;
OC1CCCC12CCC2,171,133:13300:8:Z3615320650;133:13301:8:Z3615322054;133:13302:0:Z3615326483;
NC1CNCC(F)(F)C1,183,133:13300:8:Z4422014588;133:13300:8:Z4176447795;133:13300:8:Z4421978127;
CC1CC(=O)NCCN1,297,133:13300:8:Z1535748866;133:13301:0:Z1370156691;133:13301:1:Z4225157079;
Cc1cn[nH]c1C,235,133:13300:8:Z1214817338;133:13301:0:Z4091797906;133:13301:4:Z3367497636;
Cc1n[nH]c(=O)n1C,315,133:13300:8:Z2497027963;133:13300:9:Z3602482147;133:13301:6:Z2500903533;
Cn1c(=O)[nH]c2ccccc2c1=O,109,133:13300:8:Z3358575308;133:13302:7:Z3355909362;133:13303:7:Z3598494003;
Cc1ccc(C)c2c1CCCO2,389,133:13300:8:Z4124659515;133:13300:8:Z4124659767;133:13300:9:Z3200642361;
CC1(F)CCCCNC1,183,133:13300:8:Z3190557886;133:13301:3:Z4135717676;133:13301:7:Z2278580063;
Fc1cc[nH]c1,96,133:13300:8:Z2225774726;133:13301:4:Z2220160663;133:13302:0:Z2220274680;
Cn1ccc2ccc(Cl)cc21,239,133:13300:8:Z4541737613;133:13301:1:Z3092216651;133:13301:8:Z4059467672;
c1ncc2c(n1)COCC2,232,133:13300:8:Z3091025736;133:13302:3:Z4401073153;133:13303:5:Z3091023458;
Cc1cncc2nccn12,246,133:13300:8:Z4603060143;133:13301:4:Z4540647654;133:13301:5:Z4603181475;
Cc1cccc(F)c1Cl,172,133:13300:8:Z2932449890;133:13301:2:Z1919546049;133:13301:3:Z2156259032;
Nc1cncs1,109,133:13300:8:Z4961367168;133:13303:5:Z4260447622;133:13303:7:Z4325715558;
Cc1nc2[nH]ccc(=O)n2n1,86,133:13300:8:Z4126951790;133:13301:0:Z4127408461;133:13301:3:Z4049482187;
OC1CN2CCC1CC2,104,133:13300:8:Z4770116254;133:13301:2:Z4291599932;133:13301:4:Z3209542712;
NC1CC2(C1)CC(F)(F)C2,179,133:13300:8:Z3514908955;133:13301:0:Z3514552859;133:13301:9:Z4056738490;
CC1OC2CC1C2,383,133:13300:8:Z4351857933;133:13301:5:Z3586644163;133:13302:2:Z3651702090;
NC1CNCC12CCC2,103,133:13300:8:Z3044976354;133:13300:9:Z3138964876;133:13301:3:Z3278092083;
CC1CNCc2cccn21,194,133:13300:8:Z4091902778;133:13300:8:Z4268817035;133:13300:8:Z4268802122;
Cc1n[nH]c2ncncc12,54,133:13300:8:Z3557957163;133:13303:3:Z3560197134;133:13303:4:Z4174876651;
C1CC2CSCC1N2,112,133:13300:8:Z3440972802;133:13302:4:Z3402394672;133:13303:2:Z3344535597;
OC1CNCC12CC2,184,133:13300:8:Z3435472997;133:13301:0:Z3051076255;133:13302:1:Z2296030516;
Nc1ccc(Cl)cn1,146,133:13300:8:Z3618841819;133:13301:4:Z1901487896;133:13301:7:Z1498405790;
O=C1CCC2(CC1)NCCNC2=O,124,133:13300:8:Z4278188190;133:13301:4:Z4278187993;133:13302:2:Z4238617632;
Cc1c(Cl)ccc2c1CNCC2,82,133:13300:8:Z2803731306;133:13300:9:Z2777867928;133:13301:3:Z2803731865;
Cn1ccc(N)c1,71,133:13300:8:Z4206211258;133:13302:2:Z4448674833;133:13303:8:Z4210722011;
NC1CCNC2(CCC2)C1,84,133:13300:8:Z3799081186;133:13302:9:Z3776703262;133:13303:8:Z3799085554;
CC1(C)CCCC(=O)C1,278,133:13300:8:Z5000152970;133:13300:9:Z5000245989;133:13301:0:Z5001348604;
Cn1nncc1N,42,133:13300:8:Z4282457466;133:13301:5:Z4280200179;133:13301:6:Z4285193421;
Cc1cc(=O)n2c(n1)NCC2,79,133:13300:8:Z1639470435;133:13300:9:Z1639471914;133:13302:9:Z1592206427;
CC12CCC(CN1)C2,217,133:13300:8:Z5044132728;133:13301:8:Z3174419825;133:13302:3:Z5044121405;
Cc1nc2c(F)cccc2cc1O,62,133:13300:8:Z4348914729;133:13300:9:Z4349974522;133:13302:2:Z4352534851;
CC1=NC(C)CS1,113,133:13300:8:Z4265425920;133:13301:9:Z4265407045;133:13301:9:Z4262500103;
Cc1cc(C)nc(N)c1,57,133:13300:8:Z4304824355;133:13301:5:Z4508268117;133:13301:8:Z3599667717;
c1cc2nccnc2cn1,187,133:13300:8:Z2654592927;133:13301:1:Z3597240155;133:13301:8:Z3597231124;
CC1CCc2ccsc2C1,159,133:13300:8:Z1648039993;133:13301:5:Z1014817692;133:13301:9:Z2230993393;
Fc1ccc2ccsc2c1,149,133:13300:8:Z3723093891;133:13301:9:Z4460325516;133:13304:4:Z1744375232;
O=C1CCC2NCCN12,55,133:13300:8:Z4243970500;133:13300:9:Z4243954285;133:13302:1:Z4243955318;
CC1(C)CCCC1=O,64,133:13300:8:Z3819612877;133:13303:3:Z2346110205;133:13305:3:Z2346670136;
Cc1cccc2c1C(C)CC2,166,133:13300:8:Z3055692797;133:13301:3:Z2231272711;133:13301:8:Z3623382681;
Clc1cccc2scc(Cl)c12,30,133:13300:8:Z2409926574;133:13301:4:Z2907786925;133:13302:8:Z1608375667;
CC1(C)OCC2(CCNCC2)CO1,321,133:13300:8:Z4909462320;133:13301:1:Z4908018507;133:13301:3:Z4909482957;
CC1(C)OCc2cncnc21,111,133:13300:8:Z4362605472;133:13304:3:Z4362603273;133:13304:8:Z4362607603;
Nc1ncc2c(n1)CNC2,59,133:13300:8:Z4230035493;133:13301:6:Z4230030898;133:13302:4:Z4233842306;
Cc1nscc1Cl,84,133:13300:8:Z2109659515;133:13302:2:Z2109660400;133:13304:9:Z2950634582;
C1CC2COCC3(CNCOC3)N2C1,190,133:13300:8:Z3609474777;133:13300:8:Z3599113130;133:13300:9:Z3609469515;
C1CC2(C1)CC1(CCC1)C2,197,133:13300:8:Z4245475394;133:13301:3:Z3700533042;133:13301:5:Z3496486442;
C1CC2(C1)NCCS2,147,133:13300:8:Z3610650737;133:13301:4:Z4250092419;133:13301:8:Z4316480035;
OC12CNCCC1C2,203,133:13300:8:Z3177612293;133:13301:0:Z3319172933;133:13301:7:Z3209780328;
Cc1cc2c([nH]1)CCCC2,136,133:13300:8:Z1494817087;133:13301:1:Z2162144643;133:13301:4:Z1559249633;
CN1C(=O)C(C)(C)Nc2ccccc21,55,133:13300:8:Z2822315934;133:13301:0:Z4707907576;133:13301:0:Z4707907591;
Clc1ccc2c(c1Cl)OCCCC2,7,133:13300:8:Z1071158920;133:13303:8:Z1437549150;133:13304:8:Z3361813271;
CC1=NOC2(CCNCC2)C1,375,133:13300:8:Z3650718536;133:13301:0:Z4023198115;133:13301:5:Z3715984932;
c1ccc2c(c1)ncc1cncn12,26,133:13300:8:Z2699466341;133:13308:0:Z4185156676;133:13318:8:Z2698929682;
C1=NCCO1,120,133:13300:8:Z3095537032;133:13301:6:Z4268499051;133:13302:7:Z3095538044;
CC1=CCCC(C)(C)C1,74,133:13300:8:Z2255556312;133:13303:1:Z2271705956;133:13303:1:Z4243805015;
Nc1cc2n(n1)CCCNC2,95,133:13300:8:Z3433980883;133:13301:0:Z4114014308;133:13301:6:Z4317093198;
Fc1cnc2ccccc2c1,18,133:13300:8:Z4173768396;133:13301:4:Z4173608464;133:13302:3:Z4173966392;
CN1C(=O)c2ccccc2S1(=O)=O,245,133:13300:8:Z608748342;133:13301:3:Z1369803129;133:13301:8:Z1712901302;
NC1CC(F)C1,161,133:13300:8:Z3795874620;133:13300:8:Z3795957628;133:13300:8:Z3701066168;
CN1C=NCC1,126,133:13300:8:Z4268886320;133:13301:4:Z4474908661;133:13301:6:Z4268888776;
CC1CN2CCCCC2CN1,264,133:13300:8:Z3008375063;133:13301:1:Z2010888782;133:13301:5:Z1223260992;
CC1(C)CCc2[nH]ncc2C1,159,133:13300:8:Z5037615642;133:13301:9:Z5036713990;133:13302:1:Z5035030331;
O=C1CCC2CNCC2N1,296,133:13300:8:Z3597601007;133:13301:2:Z4132536856;133:13302:0:Z3570584910;
Cc1cnc2scnc2c1,63,133:13300:8:Z3602882704;133:13304:1:Z3604994924;133:13305:7:Z4266383489;
NC1C2CNC1C(O)C2,59,133:13300:8:Z3799727018;133:13302:2:Z3799734767;133:13303:3:Z3799718273;
C1CC2CC(C1)C2,65,133:13300:8:Z3625273474;133:13302:0:Z2781230228;133:13302:8:Z4121875716;
Oc1ccc2[nH]ncc2c1,70,133:13300:8:Z4245241685;133:13301:7:Z4312236939;133:13304:2:Z4311066067;
FC1CC2CNCCN2C1,154,133:13300:8:Z3354890509;133:13300:9:Z3354875735;133:13300:9:Z3354872691;
C1Cc2[nH]nnc2CN1,504,133:13300:8:Z4117603222;133:13300:9:Z2699818547;133:13301:2:Z2219192327;
O=S1(=O)NCC12CCOCC2,87,133:13300:8:Z4216747704;133:13301:2:Z4221906612;133:13304:3:Z4221933791;
Clc1nc[nH]c1Cl,6,133:13300:8:Z2168973783;133:13301:2:Z1654706594;133:13323:8:Z2168977609;
C1CC2(CC3CCC2C3)N1,44,133:13300:8:Z4465657683;133:13301:6:Z4402733497;133:13303:1:Z4523875982;
CC1(C)CC(O)CN1,138,133:13300:8:Z3626454601;133:13301:7:Z3626456038;133:13304:0:Z4150624705;
CC1CC(C)n2nccc2N1,212,133:13300:8:Z4651441830;133:13300:9:Z4092082880;133:13300:9:Z3205258447;
C1CNCCC2(C1)CCO2,29,133:13300:8:Z4270361763;133:13302:8:Z4270361754;133:13304:8:Z4270362522;
c1nc2c([nH]1)C1(CCOCC1)NCC2,40,133:13300:8:Z2877208372;133:13301:2:Z2951218993;133:13303:0:Z2877207785;
Oc1ccc(F)cc1,215,133:13300:8:Z3365794522;133:13302:1:Z4227707381;133:13302:9:Z2790544339;
C1CC2CNCC(C1)NC2,89,133:13300:8:Z3795291357;133:13301:9:Z4314338909;133:13302:0:Z4212961013;
CC1CNc2cccnc2N1,103,133:13300:8:Z2692059353;133:13301:1:Z4870366901;133:13301:1:Z4870365325;
CC1(C)CCS1(=O)=O,259,133:13300:8:Z2842968144;133:13300:8:Z1872380182;133:13301:2:Z3605558518;
CC1CCC(N)C(C)N1,2,133:13300:8:Z4769847957;133:13321:9:Z4769848022;
CC1CNCC(C)S1,231,133:13300:8:Z3136153609;133:13300:9:Z2021326202;133:13303:6:Z1274879430;
O=C1NC2CCNC1C2,232,133:13300:8:Z3440736194;133:13301:5:Z4139361018;133:13302:3:Z3612654785;
Cn1ncc2c1CCS(=O)(=O)C2,190,133:13300:8:Z5035012280;133:13302:3:Z5034745114;133:13302:3:Z5034301558;
Cc1cccc(Cl)c1F,26,133:13300:8:Z3843780901;133:13303:7:Z3843791483;133:13308:9:Z3797823478;
c1ncn2c1NCCC2,61,133:13300:8:Z4365347939;133:13300:9:Z4365351956;133:13302:3:Z4365351371;
O=C1CCCCc2ccccc2N1,43,133:13300:8:Z4254931664;133:13301:0:Z4256428279;133:13306:5:Z4258125530;
NC1CCCC2CC12,121,133:13300:8:Z3550962030;133:13301:5:Z3513868586;133:13303:4:Z4539214401;
CC1(C)C=Cc2ccccc2O1,155,133:13300:8:Z2843709505;133:13301:0:Z3203768379;133:13301:4:Z4403478556;
Cc1nnc2scc(N)c2c1C,64,133:13300:8:Z3667933698;133:13301:1:Z3674086359;133:13303:1:Z3669028541;
CC1CC(=O)c2cccnc2C1,193,133:13300:8:Z3845576190;133:13301:2:Z3845571324;133:13301:4:Z4313559815;
CC1(C)CCc2occc2C1=O,248,133:13300:8:Z3819548375;133:13300:9:Z4019052130;133:13301:1:Z4705513029;
CC1(C)C2CCC1CC2,485,133:13300:8:Z3551967607;133:13301:3:Z4107727623;133:13301:7:Z3571815831;
Oc1ccnc2ccnn12,116,133:13300:8:Z3659602244;133:13302:4:Z3714119180;133:13303:4:Z3660068248;
O=C1NCCC2CCNC=C12,106,133:13300:8:Z4368814008;133:13301:7:Z4368819816;133:13302:1:Z4368808439;
CC(C)=CF,141,133:13300:8:Z4225777237;133:13301:6:Z4244101380;133:13303:0:Z4258601008;
Cn1nc[nH]c1=O,283,133:13300:8:Z4271910275;133:13301:1:Z4271896892;133:13301:4:Z1635220602;
O=S1(=O)CCNCCC12CCC2,362,133:13300:8:Z2347331120;133:13301:3:Z2348316729;133:13301:7:Z3696248275;
CN1CNCC1=O,369,133:13300:8:Z2995636612;133:13301:3:Z3469913929;133:13301:4:Z2011483906;
NC12CCCC1(F)CNC2,71,133:13300:8:Z4449115194;133:13302:5:Z4449109152;133:13304:0:Z4449105240;
CC1(C)CNCCC1O,299,133:13300:8:Z1784466133;133:13302:4:Z2294480492;133:13302:7:Z2612711956;
Cc1ncc(=O)[nH]c1C,241,133:13300:9:Z1548834936;133:13301:2:Z1752323883;133:13301:7:Z4087136449;
O=S1(=O)CC2CCC(C1)N2,145,133:13300:9:Z3345470770;133:13301:5:Z3615028627;133:13301:7:Z4503813699;
FC1(F)CCC2(CC1)CNC2,190,133:13300:9:Z3682682549;133:13301:2:Z3434872115;133:13301:4:Z4277482661;
O=S1(=O)CCc2cccnc2C1,267,133:13300:9:Z4019089840;133:13301:1:Z4018858516;133:13301:1:Z4019185021;
O=c1ccc2cccnc2[nH]1,274,133:13300:9:Z4436244251;133:13300:9:Z3558925939;133:13301:1:Z3655593315;
Cc1ncc2cnn(C)c2n1,156,133:13300:9:Z3394447915;133:13301:0:Z3561347989;133:13301:5:Z1765575443;
O=C1CCCc2occc2N1,243,133:13300:9:Z3191705373;133:13301:2:Z3188908116;133:13301:4:Z3202671510;
Oc1cccc2cnccc12,17,133:13300:9:Z4234381482;133:13304:5:Z4226718227;133:13305:0:Z4227308073;
C1CNCC2(C1)CCCOC2,401,133:13300:9:Z3667812427;133:13300:9:Z1326229835;133:13301:5:Z1322947108;
Cc1cc2c(cc1C)NCC2,185,133:13300:9:Z2108656412;133:13301:2:Z3984199307;133:13301:3:Z2116879325;
Cc1nc2c(F)cccc2s1,74,133:13300:9:Z3144868513;133:13301:7:Z3842828446;133:13305:4:Z4194830116;
