fragment_smiles,occurences,example_ligands
C1CC2CCOCC2CN1,331,0:00000:5:Z4195701324;0:00001:3:Z4200269171;0:00001:4:Z4200270423;
CC1CCC2(CNC2)CO1,299,0:00000:5:Z4964573020;0:00000:8:Z4960908315;0:00001:1:Z4960920573;
CC1(C)Cc2ccc(Cl)cc2O1,17,0:00000:5:Z4375986035;0:00005:6:Z1971563733;0:00005:8:Z4444998202;
Cn1ncc2nc[nH]c(=O)c21,71,0:00000:5:Z3340229224;0:00005:8:Z3343636182;0:00005:9:Z4889142086;
Cc1ccc2cccnc2c1,485,0:00000:5:Z3829088922;0:00000:9:Z4350873230;0:00000:9:Z4350873053;
OC12CCCCC1CNCC2,220,0:00000:5:Z4314928692;0:00000:8:Z4317569123;0:00000:9:Z4329398525;
C1CCC2(CCOCC2)CNC1,149,0:00000:5:Z3649660313;0:00000:9:Z3712336467;0:00001:3:Z3712335051;
Cc1cnc2[nH]ncc2c1,100,0:00000:5:Z3132681460;0:00007:6:Z3914426665;0:00007:8:Z2986961589;
Oc1nccc2ccncc12,64,0:00000:5:Z3526111470;0:00001:8:Z4032027670;0:00002:8:Z4056142410;
CC1(C)C2CCC13CCNC3C2,37,0:00000:5:Z3609494592;0:00001:6:Z3609496653;0:00001:8:Z3609494318;
Oc1cccc2c1CCNC2,191,0:00000:5:Z2707381387;0:00001:0:Z2698495472;0:00002:0:Z4488631308;
C1CC2(CCN1)CCOCC2,465,0:00000:5:Z3522566764;0:00000:6:Z2949569077;0:00000:6:Z2949569146;
Oc1ncnc2scnc12,20,0:00000:5:Z4263414324;0:00013:1:Z4263413979;0:00014:0:Z4263406135;
OC1COC2(CCNCC2)C1,205,0:00000:5:Z3858084213;0:00000:7:Z4615257745;0:00002:3:Z4621409031;
O=C1CCC2CN1CCO2,41,0:00000:5:Z3564745832;0:00002:4:Z3498525195;0:00002:9:Z3567613229;
O=c1cc(Cl)cc[nH]1,16,0:00000:5:Z2898347687;0:00014:8:Z4134148537;0:00023:7:Z2898348863;
Cc1ccc2ccoc2c1,243,0:00000:5:Z4157147294;0:00000:6:Z3353437158;0:00000:7:Z2108946248;
Clc1c[nH]cn1,262,0:00000:5:Z3363284811;0:00000:6:Z3860566856;0:00000:6:Z3364050878;
CN1CNC(=O)C12CNC2,278,0:00000:5:Z3614840968;0:00001:2:Z3560646898;0:00001:6:Z3614831575;
O=C1COc2ncccc2N1,225,0:00000:5:Z1575571763;0:00001:3:Z2647652997;0:00001:7:Z2780841495;
O=c1[nH]ncs1,185,0:00000:5:Z1738063735;0:00000:9:Z4458694364;0:00000:9:Z3629953302;
Cn1cnc2sccc21,256,0:00000:5:Z4040594005;0:00001:3:Z4469661220;0:00001:3:Z3853929909;
CC1Cc2ccc(F)cc2C1,143,0:00000:5:Z1651680180;0:00001:1:Z4206131216;0:00001:8:Z1582919200;
CC1CNCC(N)C1,391,0:00000:5:Z4215555688;0:00000:8:Z4215551707;0:00000:8:Z4215563425;
O=S1(=O)CCCCCC1,465,0:00000:5:Z3542381863;0:00000:8:Z2877640454;0:00001:0:Z3542759631;
O=C1NCC2CCCCN12,66,0:00000:5:Z3358987802;0:00000:9:Z2647258691;0:00001:1:Z2647257772;
O=C1CC2CCNCC2N1,370,0:00000:5:Z3008597212;0:00001:0:Z2989164113;0:00001:2:Z2989161167;
O=C1CCCc2occc2N1,105,0:00000:5:Z3200837891;0:00001:3:Z3184052979;0:00001:8:Z4089128962;
Cn1ncc2ccsc21,375,0:00000:5:Z4735243253;0:00000:7:Z3354568698;0:00000:8:Z1273685702;
Cc1ncnc2ccccc12,241,0:00000:5:Z1918266381;0:00001:4:Z2202839525;0:00001:7:Z2305506967;
CN1CCC=N1,276,0:00000:5:Z1665549752;0:00000:6:Z4468669873;0:00000:8:Z4468694858;
OC1CCCCCCC1,118,0:00000:5:Z4455360403;0:00000:7:Z3361288248;0:00000:7:Z3359008167;
Fc1cccc2ncsc12,223,0:00000:6:Z4168690326;0:00001:4:Z3505598207;0:00002:6:Z2615200355;
Cc1cc(C)c(C)s1,230,0:00000:6:Z2898726222;0:00001:0:Z4052718520;0:00001:1:Z2918065653;
FC1(F)CCC2(CC1)CNC2,142,0:00000:6:Z3897168557;0:00000:9:Z3870537980;0:00001:4:Z3610852946;
Nc1nc2ccccn2n1,77,0:00000:6:Z4305525790;0:00000:6:Z4304367521;0:00000:6:Z4222809946;
C1CC2(CN1)COCCO2,372,0:00000:6:Z4114644903;0:00000:6:Z3373550746;0:00001:3:Z3618304968;
Clc1cc2c(cc1Cl)OCCN2,29,0:00000:6:Z1964145750;0:00003:9:Z4128903001;0:00008:9:Z4128899269;
C1=NCC2CCCCN1C2,43,0:00000:6:Z3861906736;0:00004:1:Z3861906596;0:00004:1:Z3861905237;
CC12CCCNC1CCOC2,162,0:00000:6:Z3916614686;0:00001:2:Z3883555315;0:00001:9:Z3916631994;
N=S1(=O)CCC(N)C1,200,0:00000:6:Z3521827322;0:00001:4:Z3521825752;0:00001:5:Z3521831337;
C1CCC2(CCCNC2)NC1,243,0:00000:6:Z4204997627;0:00000:9:Z3384992773;0:00001:3:Z4055324470;
Cc1n[nH]c2ccccc12,455,0:00000:6:Z3850757381;0:00000:8:Z3604042783;0:00001:5:Z3663618429;
NC1CCCC1O,201,0:00000:6:Z3815197246;0:00001:1:Z3815198410;0:00001:2:Z3815657970;
Cc1c(F)cccc1F,188,0:00000:6:Z4202543874;0:00000:8:Z4202545865;0:00000:9:Z4232161168;
CC1C2Cc3ccccc3C12,69,0:00000:6:Z2225462177;0:00001:6:Z4029109505;0:00002:0:Z2371011140;
Nc1csc2nccnc12,56,0:00000:6:Z3072256469;0:00005:3:Z3233696071;0:00006:5:Z2683037806;
Cc1ccc(Cl)c(O)c1,150,0:00000:6:Z5060628268;0:00001:4:Z3950850579;0:00001:4:Z3845830123;
c1[nH]nc2c1COCC2,182,0:00000:6:Z3504033476;0:00001:0:Z3385754315;0:00001:0:Z3385754301;
Clc1cc(Cl)c2nccn2c1,212,0:00000:6:Z1997114192;0:00001:2:Z2482781761;0:00001:5:Z4111052778;
C1CC2OCCOC2CN1,404,0:00000:6:Z3061018688;0:00001:2:Z4199000523;0:00001:8:Z3061010393;
CC12CCCNC1COC2,308,0:00000:6:Z3881799446;0:00000:7:Z3881805714;0:00001:3:Z3910730862;
c1cc2c3c(c1)OCCN3CCN2,49,0:00000:6:Z4132133862;0:00002:1:Z2827803125;0:00005:4:Z1578406605;
NC1COc2ccccc2C1,149,0:00000:6:Z4204007897;0:00001:7:Z4059853007;0:00003:4:Z4342124359;
Oc1cc(Cl)ccc1Cl,156,0:00000:6:Z4082421464;0:00001:7:Z3356366974;0:00003:2:Z4313619459;
c1cc2nccnc2cn1,291,0:00000:6:Z3597255102;0:00000:6:Z2654472373;0:00001:1:Z4138822875;
O=C1NCCCc2cc[nH]c21,204,0:00000:6:Z4254332032;0:00000:8:Z3509122502;0:00001:0:Z3532339192;
O=C1CCC2CNCCN12,375,0:00000:6:Z2329254911;0:00001:0:Z2800775589;0:00001:1:Z2659449171;
Oc1nscc1Cl,310,0:00000:6:Z3613746446;0:00000:8:Z2804346261;0:00001:0:Z2027563765;
CC1(N)CCC1,520,0:00000:6:Z3342530648;0:00001:1:Z3402260637;0:00001:3:Z4213096968;
C1CC2COCCC2N1,593,0:00000:6:Z3047231955;0:00000:8:Z2994955892;0:00000:8:Z4276216183;
OC1CNC2COCC12,367,0:00000:6:Z3633504592;0:00000:6:Z4004333470;0:00000:8:Z4121569663;
CC1(C)CNCc2cn[nH]c2C1,130,0:00000:6:Z2606663577;0:00001:9:Z3313219021;0:00002:3:Z2608562970;
Clc1ccc2nccnc2c1,139,0:00000:6:Z2700119881;0:00000:6:Z2699277483;0:00001:0:Z4109546232;
CC1(C)CCNCC2CCOC21,137,0:00000:6:Z3807563165;0:00000:9:Z3611163035;0:00001:7:Z3621381843;
C1CCC2(CCCC2)CNC1,143,0:00000:6:Z3615853777;0:00002:7:Z4101369760;0:00003:2:Z3345680759;
Clc1ccnc2c1NCC2,164,0:00000:6:Z4353300608;0:00002:0:Z4394529748;0:00003:3:Z4353297255;
Cc1cccn2ncnc12,119,0:00000:6:Z4226439897;0:00001:9:Z4230205920;0:00003:4:Z4233813190;
C1CCN2CCSCC2C1,249,0:00000:6:Z2974790977;0:00000:9:Z2931706061;0:00001:3:Z3046217765;
Clc1cnc2occc2c1,124,0:00000:6:Z2979389927;0:00001:5:Z2264934040;0:00001:5:Z2264956599;
Cn1cnc2cccc(Cl)c21,92,0:00000:6:Z2871045964;0:00001:2:Z1699020834;0:00002:5:Z2453764863;
Cc1ccc2c(c1F)NCCC2,39,0:00000:6:Z2326381081;0:00002:9:Z4132420541;0:00005:6:Z2312861311;
Cc1cc(Cl)ccc1F,258,0:00000:6:Z2613735551;0:00001:1:Z1952431593;0:00001:3:Z1934464671;
Fc1cc2nccnc2cc1F,101,0:00000:6:Z3079521006;0:00001:3:Z1232669242;0:00002:8:Z1232620679;
OC1COC2(CCNCC2)C1O,132,0:00000:6:Z4576252784;0:00001:6:Z4600845525;0:00002:7:Z4560221541;
Cc1ncc(C)c(C)n1,270,0:00000:6:Z1317594723;0:00001:1:Z4139030819;0:00001:4:Z3870633699;
Oc1cc[nH]n1,6,0:00000:6:Z4307275168;0:00016:7:Z4307654603;0:00034:3:Z4307712382;
c1cc2c(nn1)CCCC2,208,0:00000:6:Z3840163802;0:00000:8:Z3836451109;0:00001:0:Z4018300479;
CN1CCC2(CCN2)CC1,253,0:00000:6:Z2668667705;0:00000:6:Z3582644980;0:00001:0:Z2947660014;
Fc1cccc2cccnc12,569,0:00000:6:Z2222506409;0:00000:8:Z2368687352;0:00000:9:Z2644621999;
NC1CCOC2(CCC2)C1,63,0:00000:6:Z3135157083;0:00000:6:Z4449032200;0:00000:6:Z3099854010;
C1=NOC2(C1)CCNC2,139,0:00000:6:Z4421834187;0:00000:6:Z4353375203;0:00002:9:Z4353373390;
Cc1ccc2scnc2n1,105,0:00000:6:Z4620917971;0:00001:0:Z4620927876;0:00005:5:Z4620925495;
Clc1c[nH]c2ccccc12,170,0:00000:6:Z1369962898;0:00000:7:Z1728656575;0:00000:8:Z2298221849;
OC1CC2(CCNCC2)C1,410,0:00000:6:Z4138976862;0:00000:6:Z4143200512;0:00001:1:Z4141247003;
Cn1cnc2cc(F)ccc21,215,0:00000:6:Z4389124533;0:00000:6:Z4390004543;0:00000:7:Z4388877575;
CC1COc2ccccc2N1,116,0:00000:6:Z4374272332;0:00001:6:Z2190802411;0:00003:0:Z1300969038;
Cc1cn2ncnc2nc1C,146,0:00000:6:Z2368638771;0:00000:7:Z4914570979;0:00000:7:Z4914572959;
CN1CCC(=O)NC1=O,54,0:00000:6:Z3339651871;0:00003:0:Z3339652583;0:00006:6:Z3339652158;
Clc1cccc2c1CCNC2,285,0:00000:6:Z1248014845;0:00000:7:Z2473058968;0:00000:9:Z4245343254;
c1cc2n(n1)NCCC2,238,0:00000:6:Z4294099407;0:00001:2:Z4295952037;0:00001:5:Z4288053156;
C1CNCC2(C1)CCSC2,371,0:00000:6:Z3670261703;0:00001:0:Z4429799009;0:00001:3:Z3829632363;
O=S1(=O)CCNCC12CCCCC2,62,0:00000:6:Z2606406876;0:00000:6:Z2450119929;0:00004:7:Z1612169490;
OC1CC(O)C12CCNCC2,182,0:00000:6:Z4031780201;0:00000:8:Z4271567073;0:00003:9:Z4031782362;
O=S1(=O)CCCc2ccccc21,144,0:00000:6:Z3712443530;0:00001:1:Z2617888633;0:00001:7:Z3603253903;
CC1Cn2nccc2C(=O)N1,82,0:00000:6:Z4256021842;0:00000:8:Z3047477465;0:00005:8:Z3051710782;
Fc1ccc2c(c1)OCCN2,180,0:00000:6:Z1832202509;0:00000:6:Z4484089326;0:00001:5:Z2455672182;
Cn1ncc2cc(F)ccc21,76,0:00000:6:Z3356137963;0:00001:7:Z4448517620;0:00001:7:Z3383900473;
CN1CC2(CCNCC2)c2ccccc21,9,0:00000:6:Z3814872003;0:00022:7:Z3817747623;0:00036:4:Z4621336370;
CN1CCC(=O)N1,211,0:00000:6:Z4613174561;0:00000:7:Z2273230290;0:00000:8:Z2774173647;
CC1(C)C(=O)Nc2ccccc21,123,0:00000:6:Z2904330344;0:00000:9:Z2220401919;0:00002:9:Z4041677086;
O=C1CC2CCCC(CN1)N2,242,0:00000:6:Z3612847904;0:00001:2:Z3612854966;0:00002:5:Z3612850133;
O=S1CCCNc2ccccc21,23,0:00000:6:Z4147191262;0:00002:4:Z4147191074;0:00002:4:Z4147191075;
O=S1C2CCNCC1CC2,314,0:00000:6:Z2720047446;0:00000:6:Z3053542240;0:00001:2:Z2720041186;
Oc1ccc2c(c1)NCC2,166,0:00000:6:Z4232071398;0:00000:6:Z4276400655;0:00000:8:Z4276403103;
OC1CCOC2(CCNCC2)C1,131,0:00000:6:Z2954746219;0:00002:1:Z2954739260;0:00002:5:Z3559650132;
Clc1cscc1Cl,388,0:00000:6:Z3818864039;0:00000:9:Z3493030467;0:00001:5:Z3497629862;
CN1CC2CCC1C2,310,0:00000:6:Z4121875150;0:00000:7:Z3615765638;0:00001:6:Z3615779230;
CC1(C)OCc2cn[nH]c21,152,0:00000:6:Z3296297222;0:00000:7:Z3297231752;0:00000:7:Z3382064342;
OC1CCC2CNCC2C1,702,0:00000:6:Z4203786138;0:00000:8:Z2869562591;0:00000:8:Z2869564168;
c1cc2c(o1)CNCC2,81,0:00000:6:Z4414912240;0:00001:9:Z4414919381;0:00002:4:Z4414917328;
CC1CNc2ccccc2C1,164,0:00000:6:Z1881995902;0:00001:2:Z1130187859;0:00002:3:Z4513471977;
Fc1ccc2cn[nH]c2c1,53,0:00000:6:Z1907134941;0:00001:1:Z4541015722;0:00002:2:Z1834343035;
O=c1nc[nH]c2ccccc12,76,0:00000:6:Z4065894378;0:00000:6:Z4065893944;0:00000:6:Z4065894353;
CC1(C)OCc2cncnc21,24,0:00000:6:Z4362605733;0:00001:9:Z3293605197;0:00008:8:Z4362603957;
OC1CCc2ccccc2C1,321,0:00000:6:Z2033266136;0:00000:9:Z2032354178;0:00000:9:Z3294306346;
CC1(C)CC(N)CCN1,241,0:00000:6:Z4643296187;0:00000:9:Z4635555627;0:00001:3:Z4622650077;
Cc1ccc(C)c(C)n1,410,0:00000:6:Z4028992587;0:00001:2:Z4021019528;0:00001:2:Z4045489022;
CC1CCS(=O)(=O)CCN1,319,0:00000:6:Z4021833627;0:00000:7:Z4448280359;0:00001:1:Z1873035285;
Cc1cc2ccccc2cn1,319,0:00000:6:Z4101545475;0:00000:6:Z1618193180;0:00000:8:Z3582769407;
O=c1[nH]c(=O)c2cc(Cl)ccc2[nH]1,14,0:00000:6:Z4080772902;0:00007:7:Z4080745680;0:00016:0:Z1503818073;
C1=NOC2(C1)CCNCC2,65,0:00000:6:Z3568035175;0:00000:6:Z3568042457;0:00000:6:Z3494620288;
C1NCC2CNCC1C2,323,0:00000:6:Z2856368109;0:00000:8:Z4886430324;0:00001:0:Z4886427006;
C1CNC2CCCN2C1,266,0:00000:6:Z4220076398;0:00002:3:Z4220088699;0:00002:6:Z4233150813;
Cc1ccc2cnccc2c1,211,0:00000:6:Z4129579461;0:00001:1:Z2980737097;0:00001:2:Z3132519439;
C1CC2CC(C2)N1,159,0:00000:6:Z4380919503;0:00001:2:Z5058822572;0:00001:5:Z5063514077;
Cc1nnc2ccccn12,415,0:00000:6:Z1401393413;0:00000:8:Z4382412041;0:00001:5:Z4773298491;
CC1CCCC(=O)NC1,137,0:00000:6:Z3640008211;0:00001:3:Z4415831922;0:00001:6:Z3639807793;
O=C1NCNC12CCCC2,32,0:00000:6:Z2351369072;0:00007:0:Z2351368790;0:00007:7:Z3292236054;
Cn1nnc2c1CCNC2,374,0:00000:6:Z3525263380;0:00000:9:Z1330106980;0:00002:7:Z4310656199;
CC12CCC(=O)N1CCCN2,88,0:00000:6:Z4523630418;0:00000:8:Z4227048297;0:00001:7:Z4227051878;
Oc1cc(F)cc(F)c1,244,0:00000:6:Z4313456249;0:00000:7:Z4313784203;0:00001:3:Z4311308077;
OC1CCc2cc(F)ccc21,69,0:00000:6:Z2436380268;0:00003:9:Z4214674798;0:00004:1:Z2613843058;
CC1CNCC(=O)C1,294,0:00000:6:Z3205614391;0:00001:2:Z3060328203;0:00001:6:Z3060337629;
OC1CNCC12CCOCC2,233,0:00000:6:Z3882791871;0:00000:6:Z3816206711;0:00000:8:Z3822867457;
Oc1ccc2c(n1)NCCC2,47,0:00000:6:Z4054957387;0:00001:3:Z3546907726;0:00001:3:Z3547136478;
Cc1cc(=O)[nH]nc1C,225,0:00000:6:Z1594636798;0:00000:7:Z2441596376;0:00001:2:Z381173314;
Cc1cc(F)c2c(c1)CCNC2,110,0:00000:6:Z3078978453;0:00001:7:Z3060363228;0:00001:8:Z3672845698;
Cc1cc(C)c2c(c1)CCCO2,146,0:00000:6:Z3366429319;0:00000:6:Z3366433559;0:00000:8:Z3358131646;
Cc1cnc2ncnn2c1,170,0:00000:6:Z2691204012;0:00001:4:Z2931642447;0:00002:0:Z3650491378;
FC1(F)CCC12CNC2,353,0:00000:6:Z4346633142;0:00000:7:Z2184553429;0:00001:1:Z2184540745;
OC1CCNCC1(F)F,599,0:00000:6:Z4064813627;0:00000:7:Z2602794958;0:00000:7:Z2960802436;
Cn1ccc2sccc21,202,0:00000:6:Z3583208287;0:00001:3:Z3541975206;0:00002:1:Z3702699076;
c1c2c(cc3c1CCCCO3)CCCC2,2,0:00000:6:Z2377947961;0:00083:3:Z1582609616;
N=S1(=O)CCCCCC1,205,0:00000:6:Z3623224868;0:00001:0:Z3623228311;0:00001:2:Z3623221247;
FC1(F)CCCCCCC1,87,0:00000:6:Z3611567619;0:00001:2:Z3508385805;0:00003:0:Z3367517933;
O=C1CC2CNC(C1)C2,239,0:00000:6:Z4130523962;0:00000:7:Z4351090242;0:00001:8:Z4180997009;
C1COC2(CCC2)OC1,271,0:00000:6:Z4878817835;0:00000:8:Z4876550445;0:00001:2:Z4876128760;
Fc1cccc2ccsc12,73,0:00000:6:Z1376514031;0:00003:6:Z1920351295;0:00003:7:Z2447943963;
O=C1CCCC2CCCN12,182,0:00000:6:Z4504524373;0:00001:1:Z4418749806;0:00001:7:Z4418752553;
Fc1ccc(F)c2c1NCCO2,31,0:00000:6:Z4132569209;0:00000:6:Z4132571034;0:00005:7:Z4132570531;
Cn1ncc2c1NCCC2,74,0:00000:6:Z4335227263;0:00002:9:Z4335231449;0:00003:6:Z4335233740;
OC1CNC2(CCC2)CC1O,149,0:00000:6:Z3881309287;0:00000:8:Z4094443137;0:00002:0:Z3881308904;
Clc1ccc2c(c1)CC1CC21,148,0:00000:6:Z2708243009;0:00000:9:Z2697697755;0:00001:0:Z2717606819;
CC1CNCC(C)C1=O,211,0:00000:6:Z4051682382;0:00001:2:Z4051692521;0:00001:3:Z4051686348;
CN1CCNCCC1=O,408,0:00000:6:Z2615302423;0:00000:7:Z3516193859;0:00001:1:Z3358574483;
C1CC2CCNCCC2C1,237,0:00000:6:Z4422124015;0:00000:9:Z4387236007;0:00001:5:Z4390872386;
Oc1cccc2c1OCO2,105,0:00000:6:Z3352448421;0:00000:7:Z3353302488;0:00000:8:Z3352291098;
c1cc2nccn2cn1,189,0:00000:6:Z3077972905;0:00001:2:Z3830772173;0:00002:1:Z3076986634;
Cc1cc2c(=O)[nH]ccn2n1,19,0:00000:6:Z3340249733;0:00002:0:Z3340248634;0:00006:9:Z4027999411;
C1CC2C3CCC(C3)C2C1,164,0:00000:6:Z2265057025;0:00001:4:Z1577396174;0:00002:9:Z1721008054;
Cc1ccoc(=O)c1,209,0:00000:6:Z4269952882;0:00001:0:Z4261568547;0:00001:1:Z4268218297;
Oc1cc2cncnc2cc1F,50,0:00000:6:Z4226135621;0:00007:3:Z4390780413;0:00014:0:Z4456074160;
O=S1(=O)CCNCc2ccccc21,86,0:00000:6:Z1733528877;0:00000:7:Z1726420231;0:00000:9:Z4059266346;
O=C1NS(=O)(=O)c2c(Cl)cccc21,16,0:00000:6:Z2851001947;0:00003:7:Z2609892316;0:00004:3:Z1994035827;
Oc1cnnc(O)c1,62,0:00000:6:Z4290452395;0:00001:0:Z5028069612;0:00001:0:Z5028069608;
CC12CNC(C1)C2,825,0:00000:6:Z3550487326;0:00001:0:Z4930792895;0:00001:1:Z4931928055;
Cc1ncccc1O,123,0:00000:6:Z4218609670;0:00002:4:Z4308635959;0:00002:5:Z4218607940;
Cc1ccn2c(=O)ccnc2c1,47,0:00000:6:Z1274966838;0:00015:4:Z1506764078;0:00015:4:Z1497992961;
c1cn2c(n1)NCC2,328,0:00000:6:Z2691409043;0:00001:2:Z4304342656;0:00001:6:Z4106550387;
Oc1ccon1,195,0:00000:6:Z3595119118;0:00000:6:Z3595099763;0:00000:6:Z3595102556;
CC12CCC(CC1)CN2,188,0:00000:6:Z3615288223;0:00001:2:Z4277626278;0:00001:4:Z4490875742;
Cc1nc2cccc(Cl)c2nc1C,10,0:00000:6:Z4266674806;0:00006:6:Z4259668231;0:00010:8:Z4259660644;
C1=CCCC1,643,0:00000:6:Z2305891800;0:00000:7:Z4230024921;0:00000:8:Z3254202049;
C1CC2(CCN1)CCN2,351,0:00000:6:Z3113624696;0:00001:1:Z4130342877;0:00001:1:Z3363857876;
Clc1ccn2ncnc2c1,138,0:00000:6:Z4156877003;0:00000:9:Z4041664809;0:00001:0:Z2356137896;
CC1NCCc2ccccc21,251,0:00000:6:Z3316553770;0:00001:0:Z1144328497;0:00001:3:Z4285285662;
O=C1CCCCc2ncsc21,43,0:00000:6:Z3598355372;0:00001:5:Z3598360555;0:00003:7:Z3598369721;
Cc1ncc2ccccc2n1,147,0:00000:6:Z4232553473;0:00004:0:Z1693025027;0:00004:2:Z1593010679;
CC=C(C)C,32,0:00000:6:Z4387273265;0:00002:3:Z4387275389;0:00007:7:Z3235335395;
O=S1(=O)CCNCCCCN1,221,0:00000:6:Z4278294778;0:00000:8:Z3713493816;0:00001:0:Z3713490612;
Clc1ccc2c(c1)COCO2,91,0:00000:6:Z1127663227;0:00000:8:Z3571447661;0:00000:8:Z3571898665;
Cc1nc2cccnc2[nH]1,354,0:00000:6:Z1663751225;0:00000:8:Z2642883510;0:00001:7:Z3855773445;
C1=NC2CCCCC2S1,125,0:00000:6:Z4225589762;0:00000:7:Z4225612076;0:00000:7:Z4225613122;
C1CCc2c(nc3n2CCNC3)C1,61,0:00000:6:Z3080299394;0:00002:7:Z4983849623;0:00006:7:Z4508244201;
Cc1ccc2occc2n1,186,0:00000:6:Z3358495566;0:00000:9:Z1370375318;0:00000:9:Z1370346466;
Cc1ccc(O)c(C)c1,380,0:00000:6:Z1570738267;0:00001:3:Z3204329839;0:00001:8:Z3050829107;
c1cnc2nn[nH]c2c1,222,0:00000:6:Z2228472812;0:00001:8:Z2230094176;0:00002:1:Z2297375411;
CC1CCNC2(CC2)C1,222,0:00000:6:Z4094115002;0:00000:7:Z3880332641;0:00000:9:Z3880331847;
C1CCN2CCNC(C1)C2,164,0:00000:6:Z4270206521;0:00000:8:Z4249807550;0:00000:8:Z4249770185;
Oc1ccc2ccccc2c1,378,0:00000:6:Z4096173171;0:00000:6:Z4137174564;0:00001:1:Z4036519299;
O=c1[nH]cnc2c1CCCC2,120,0:00000:6:Z3308265837;0:00000:9:Z2381528873;0:00000:9:Z1918206192;
Cc1ccc(Cl)c2c1CCCN2,17,0:00000:6:Z4376726985;0:00006:7:Z2326096091;0:00007:4:Z2816384683;
CC1(C)CCCC(=O)C1,237,0:00000:6:Z5012313472;0:00001:0:Z5001552105;0:00001:5:Z5007332307;
Clc1cc2[nH]ccc2o1,164,0:00000:6:Z3844155591;0:00001:5:Z4467979275;0:00003:3:Z3945830860;
CC1(O)CCS(=N)(=O)CC1,145,0:00000:6:Z4477424388;0:00001:5:Z4477421843;0:00002:1:Z4906736953;
CC1(C)CC(O)c2ccccc2O1,37,0:00000:6:Z4556063887;0:00000:8:Z2922209638;0:00001:9:Z2991517357;
Nc1ncncc1Cl,249,0:00000:6:Z1874288290;0:00000:8:Z4025947664;0:00000:8:Z1874122273;
Cc1ccc2ccsc2c1,135,0:00000:6:Z4220243521;0:00001:1:Z1962772286;0:00002:3:Z1957979670;
O=C1COC2(CCNC2)C1,155,0:00000:6:Z4049333838;0:00000:8:Z4049334818;0:00002:9:Z5064739972;
CC1NCCS(=O)C1C,319,0:00000:6:Z3535752241;0:00001:2:Z2793956561;0:00001:4:Z4170151151;
Fc1cccc2cc[nH]c12,154,0:00000:6:Z5034335861;0:00001:5:Z5034568894;0:00002:4:Z5034083638;
CC1CNC(C)(C)O1,112,0:00000:6:Z4211504301;0:00001:8:Z4211529330;0:00002:2:Z4211517320;
O=C1CNc2ccncc2N1,77,0:00000:6:Z2222313057;0:00002:6:Z3843065404;0:00004:4:Z1367542517;
Clc1cnc2n1CCCC2,231,0:00000:6:Z4646075212;0:00001:9:Z2960305997;0:00002:3:Z4211687483;
CN1C(=O)CNCc2ccccc21,75,0:00000:6:Z4215360932;0:00001:4:Z2691260385;0:00003:9:Z2951340889;
O=C1NCNc2ccccc21,57,0:00000:6:Z48978523;0:00000:7:Z1778451722;0:00001:2:Z3337560116;
NC1COC1,557,0:00000:6:Z4525671543;0:00001:0:Z4860861954;0:00001:2:Z4862459675;
CC12CCC(CC1)CC2,164,0:00000:7:Z4907505217;0:00001:0:Z4460223929;0:00001:4:Z4488261065;
O=C1CCON1,164,0:00000:7:Z4211635950;0:00000:8:Z2600579642;0:00002:3:Z3343521776;
Nc1cnc(Cl)nc1,231,0:00000:7:Z4066774776;0:00000:7:Z4234190091;0:00001:2:Z3391700877;
Cc1nn(C)c2cnc(Cl)nc12,59,0:00000:7:Z4991740534;0:00001:4:Z4989466384;0:00001:4:Z4989459874;
CC1CC(C)(C)N1,368,0:00000:7:Z3469050224;0:00000:9:Z1335088330;0:00001:2:Z2949997712;
Cn1cnc2cnc(N)nc21,73,0:00000:7:Z4229919731;0:00002:0:Z4229857356;0:00002:4:Z4230970036;
CC1=CCNC(=O)N1,30,0:00000:7:Z3860111978;0:00003:7:Z2860385607;0:00011:6:Z1900261749;
Clc1ncc2sccc2n1,99,0:00000:7:Z2049607297;0:00003:3:Z4641644547;0:00003:5:Z4641693702;
C1CC2CC1C1CCC21,238,0:00000:7:Z2978108280;0:00001:1:Z2974227919;0:00001:3:Z2965030438;
O=c1ccc2c([nH]1)CCNC2,253,0:00000:7:Z4101327274;0:00000:8:Z3394990369;0:00001:0:Z3385910536;
CC1COC(C)(C)CN1,488,0:00000:7:Z4212472579;0:00001:1:Z1849515716;0:00001:2:Z3609035691;
O=c1ccc2cccc(F)c2[nH]1,28,0:00000:7:Z3983581764;0:00006:4:Z3834447393;0:00015:7:Z3819715882;
CN1CC23CCCCC2(CNC3)C1,57,0:00000:7:Z3141092343;0:00002:0:Z3059696797;0:00002:7:Z3059697479;
Fc1ccc2c(c1)CCNC2,373,0:00000:7:Z4267975608;0:00000:8:Z3793741112;0:00000:8:Z3793792835;
Clc1ccc2c(c1)NCCCS2,28,0:00000:7:Z1471509548;0:00001:3:Z2177124716;0:00004:4:Z1538016330;
CC1NCCc2cc(O)ccc21,100,0:00000:7:Z3060031888;0:00001:0:Z3316639057;0:00002:3:Z4489878326;
FC1CCCCCC1,423,0:00000:7:Z3797606330;0:00001:1:Z3833527983;0:00001:2:Z3857134779;
Cc1ccc2c(c1)C(C)CCN2,13,0:00000:7:Z4137085885;0:00029:6:Z4135756959;0:00037:1:Z4135511150;
C1CC2(C1)CNCCOC2,399,0:00000:7:Z1676013099;0:00001:0:Z4058881401;0:00001:5:Z2309812522;
