fragment_smiles,occurences,example_ligands
Fc1ccc2sccc2c1,432,0:00000:0:Z4985064227;0:00000:0:Z1630544526;0:00000:1:Z3639224979;
OC1CCC1,28754,0:00000:0:Z2022559477;0:00000:0:Z4068430995;0:00000:0:Z1678175095;
O=C1CNCCCN1,2615,0:00000:0:Z1884384781;0:00000:0:Z3105524292;0:00000:1:Z1495820591;
C1CCC2(C1)CCC2,3785,0:00000:0:Z1864109752;0:00000:0:Z3614411373;0:00000:0:Z3856175276;
FC1(F)C2CCCCCC21,542,0:00000:0:Z3075853741;0:00000:0:Z3082053314;0:00000:1:Z3752045796;
Cc1ncc[nH]1,8137,0:00000:0:Z4108749097;0:00000:0:Z4406427605;0:00000:0:Z2968875836;
Cc1cc(=O)n2nccc2[nH]1,59,0:00000:0:Z2613405944;0:00004:1:Z3593143204;0:00006:8:Z2827376657;
c1scc2c1CCC2,1040,0:00000:0:Z3908974387;0:00000:0:Z3909001656;0:00000:2:Z3842502765;
Fc1ccccc1F,12695,0:00000:0:Z2625009653;0:00000:0:Z3295179256;0:00000:0:Z3645256648;
Cc1coc(C)n1,1671,0:00000:0:Z4423143419;0:00000:0:Z4502047578;0:00000:0:Z3172738710;
Cc1ncccn1,8468,0:00000:0:Z4152122826;0:00000:0:Z1396638288;0:00000:0:Z2067094899;
Cc1ccc(C)s1,4559,0:00000:0:Z1181318808;0:00000:0:Z2869153904;0:00000:0:Z2445172127;
CC1CC1C,6453,0:00000:0:Z4029212584;0:00000:0:Z4029421723;0:00000:0:Z4029422444;
c1ccn2nccc2c1,4210,0:00000:0:Z3504091561;0:00000:0:Z3857468080;0:00000:0:Z3534532523;
C1CC2CNCC12,8437,0:00000:0:Z2974635743;0:00000:0:Z2972873890;0:00000:0:Z3620257827;
C1COCCC2(COC2)N1,206,0:00000:0:Z3881685280;0:00000:1:Z4094576328;0:00001:2:Z4094585296;
FC1(F)CCCCC1,9954,0:00000:0:Z3709215522;0:00000:0:Z4436205544;0:00000:0:Z3504380529;
c1ccc2c(c1)CCC2,11377,0:00000:0:Z2481024856;0:00000:0:Z4170946994;0:00000:0:Z1441339131;
Fc1ccccc1Cl,13128,0:00000:0:Z3614403880;0:00000:0:Z4772050540;0:00000:0:Z2854810330;
Cc1cccc2c1CCCO2,144,0:00000:0:Z3473235912;0:00000:1:Z2698105931;0:00002:1:Z2700406113;
Clc1ccco1,3825,0:00000:0:Z3473235912;0:00000:0:Z1367171951;0:00000:0:Z1367165683;
c1cnc2c(c1)CCCC2,3525,0:00000:0:Z3789141527;0:00000:0:Z3007305487;0:00000:0:Z4252872006;
c1cc2n(n1)CCC2,3431,0:00000:0:Z4455362897;0:00000:0:Z3874861183;0:00000:0:Z3875256089;
c1cnsc1,22100,0:00000:0:Z2867095113;0:00000:0:Z2862085697;0:00000:0:Z2569541136;
O=C1NCCCN1,691,0:00000:0:Z1486492815;0:00000:1:Z4078018531;0:00000:2:Z2774050999;
O=c1[nH]nc2n1CCNC2,347,0:00000:0:Z3870074753;0:00000:0:Z1700511316;0:00000:1:Z1688431259;
Cc1ccc(C)[nH]1,2069,0:00000:0:Z1409782042;0:00000:1:Z2708189463;0:00000:1:Z2711447263;
C1CC2CCC1CNC2,145,0:00000:0:Z3809500662;0:00001:4:Z3822345345;0:00002:5:Z3820681408;
Cc1ccn[nH]1,19458,0:00000:0:Z3542635866;0:00000:0:Z3091845680;0:00000:0:Z1594554580;
C1CC2CC2C1,18485,0:00000:0:Z3542635866;0:00000:0:Z3996052705;0:00000:0:Z4979301838;
C1CC2CNCC(C1)O2,471,0:00000:0:Z3091845680;0:00000:2:Z3079435711;0:00001:0:Z3091845006;
Cc1cc(Cl)cs1,442,0:00000:0:Z4612526800;0:00000:0:Z3555241350;0:00000:0:Z4577298079;
OC1CNCC(F)C1,1410,0:00000:0:Z4612526800;0:00000:0:Z3555241350;0:00000:0:Z4612524511;
Nc1ncnc2ccccc12,269,0:00000:0:Z2994836036;0:00000:2:Z1737962021;0:00000:6:Z1680767746;
C1COC2(C1)CCNC2,808,0:00000:0:Z2994836036;0:00000:1:Z2989214741;0:00000:1:Z3559769717;
OC1CNCC12CC2,680,0:00000:0:Z1748262373;0:00000:0:Z1748054199;0:00000:1:Z2413082408;
Cc1cc(F)ccc1F,820,0:00000:0:Z3857004576;0:00000:0:Z2481424983;0:00000:0:Z4053371162;
CC1CNCC(C)N1,2031,0:00000:0:Z4392665355;0:00000:0:Z2451187908;0:00000:1:Z4064612967;
O=S1CCNCC1,1342,0:00000:0:Z1498471155;0:00000:5:Z4570777081;0:00000:6:Z4488166919;
Cc1ncon1,9907,0:00000:0:Z3554701158;0:00000:0:Z3807660754;0:00000:0:Z2347863403;
CC12CCC(CC1)OC2,461,0:00000:0:Z3554701158;0:00000:5:Z3540436322;0:00000:6:Z3404235358;
Cc1cc2ccccc2[nH]1,941,0:00000:0:Z2078866560;0:00000:0:Z2499281565;0:00000:4:Z4307949289;
C1NCC2CC12,17405,0:00000:0:Z4598768581;0:00000:0:Z4612349679;0:00000:0:Z2713754274;
Cc1ncco1,7971,0:00000:0:Z4993616038;0:00000:0:Z2160489768;0:00000:0:Z4105639956;
FC1CCNCC1,4288,0:00000:0:Z2917755530;0:00000:0:Z3510776058;0:00000:0:Z3656928400;
Fc1cncnc1,2731,0:00000:0:Z1481130242;0:00000:0:Z1874332563;0:00000:0:Z1558804659;
C1CC2COCC2N1,1004,0:00000:0:Z3633645813;0:00000:0:Z4452239008;0:00000:0:Z3520029683;
Cc1csc(C)c1,1543,0:00000:0:Z3633645813;0:00000:0:Z2771435433;0:00000:1:Z2870121981;
CN1CCCC12CCCC2,284,0:00000:0:Z3562091019;0:00000:8:Z4961530324;0:00001:8:Z3505555391;
C1CNCC2(C1)OCC1CC12,215,0:00000:0:Z3531311630;0:00000:9:Z3624317458;0:00000:9:Z4299212061;
O=C1CCNC2CCNCC2N1,79,0:00000:0:Z4860054793;0:00000:1:Z4145161505;0:00000:1:Z4145179633;
C1CC2(C1)CNC2,4489,0:00000:0:Z4860054793;0:00000:0:Z4859995380;0:00000:0:Z2780519404;
Clc1ccc(Cl)cc1,3577,0:00000:0:Z1681925593;0:00000:0:Z2590850553;0:00000:0:Z3693812625;
c1nnc2n1CCC2,1923,0:00000:0:Z1681925593;0:00000:0:Z963098732;0:00000:0:Z3674306049;
c1nnn[nH]1,18602,0:00000:0:Z3638507958;0:00000:0:Z4223405154;0:00000:0:Z4351364397;
CC1(C)COCCO1,4377,0:00000:0:Z3638507958;0:00000:0:Z4505378518;0:00000:0:Z4444682445;
Clc1ccc2c(c1)CCCCO2,20,0:00000:0:Z4907140177;0:00000:3:Z4138710331;0:00009:8:Z2482632437;
c1ncc2cc[nH]c2n1,1563,0:00000:0:Z2620403720;0:00000:0:Z3777074529;0:00000:0:Z3077874923;
CC1NCCNC1=O,1183,0:00000:0:Z1784770571;0:00000:0:Z1517502317;0:00000:0:Z3471174121;
Cc1cccc2[nH]ccc12,518,0:00000:0:Z1118599887;0:00000:2:Z3602133955;0:00000:3:Z1103025723;
CC1NCCOc2ccccc21,108,0:00000:0:Z3472767699;0:00000:9:Z3011678635;0:00003:9:Z2650046095;
C1NCC2CC1O2,374,0:00000:0:Z4139523184;0:00000:0:Z2953568349;0:00000:2:Z2932556543;
CC1CCCC(C)(C)C1,1060,0:00000:0:Z4223405154;0:00000:0:Z3149262486;0:00000:0:Z1337124920;
c1ccc2c(c1)CCCC2,5221,0:00000:0:Z3625559271;0:00000:0:Z3054642143;0:00000:0:Z321213360;
CC1NCCN(C)C1C,493,0:00000:0:Z2958219430;0:00000:1:Z2370651349;0:00000:1:Z1577475239;
O=C1CCOCC1,1005,0:00000:0:Z4100933046;0:00000:0:Z3923814056;0:00000:1:Z3860455861;
c1cnc2[nH]ccc2c1,2995,0:00000:0:Z3838313031;0:00000:0:Z3838199054;0:00000:0:Z3838165165;
FC1CCCCC1,10099,0:00000:0:Z3311622277;0:00000:0:Z2410126611;0:00000:0:Z1962274918;
Cc1ncccc1Cl,836,0:00000:0:Z5000775342;0:00000:0:Z4076465872;0:00000:0:Z3843192467;
c1[nH]nc2c1COC2,363,0:00000:0:Z5000775342;0:00000:0:Z5001052618;0:00000:0:Z5000594808;
CC1(C)CNCCO1,6287,0:00000:0:Z4018587713;0:00000:0:Z4641548198;0:00000:0:Z2948339792;
O=C1NCC2CNCCC12,379,0:00000:0:Z3007238002;0:00001:0:Z3618312481;0:00001:2:Z3007261109;
Cc1cc(C)ncn1,2695,0:00000:0:Z1252364807;0:00000:0:Z3574398235;0:00000:0:Z3175705793;
Clc1cccc2c1CC2,253,0:00000:0:Z2712256215;0:00000:0:Z2707034165;0:00000:3:Z2707429609;
CC1CNCC(C)S1=O,405,0:00000:0:Z2600454608;0:00000:0:Z1842516519;0:00000:0:Z1845899677;
Cc1cnsc1,1476,0:00000:0:Z3836639430;0:00000:0:Z3836293852;0:00000:2:Z3523943569;
NC1CNCCOC1,483,0:00000:0:Z2784297429;0:00000:0:Z2784300088;0:00000:2:Z2784302572;
CC1CNCC2(CCCOC2)O1,110,0:00000:0:Z2949439167;0:00002:7:Z2303436082;0:00003:9:Z4291329802;
Clc1cn[nH]c1,8580,0:00000:0:Z4193713073;0:00000:0:Z4453328352;0:00000:0:Z4571696530;
Nc1nnco1,646,0:00000:0:Z4000062339;0:00000:0:Z2074190882;0:00000:1:Z4423146500;
FC1(F)CCCOC1,1530,0:00000:0:Z3309182309;0:00000:0:Z3579977116;0:00000:1:Z3179952239;
C1CNCCOC1,13989,0:00000:0:Z3596224891;0:00000:0:Z2640283867;0:00000:0:Z4292162295;
CC12CNCC1COC2,601,0:00000:0:Z3578234609;0:00000:0:Z2960857907;0:00000:4:Z3132434723;
C1CC2(C1)CCC2,13743,0:00000:0:Z3578234609;0:00000:0:Z3794527141;0:00000:0:Z3579716433;
c1ccc2scnc2c1,6435,0:00000:0:Z4137972764;0:00000:0:Z1140019631;0:00000:0:Z2094749957;
c1onc2c1CNC2,583,0:00000:0:Z3621119764;0:00000:0:Z4112049118;0:00000:1:Z3621118543;
C1CC2CCC2C1,7011,0:00000:0:Z4477522505;0:00000:0:Z4159126130;0:00000:0:Z2965357686;
c1cc2cn[nH]c2cn1,314,0:00000:0:Z4477522505;0:00000:5:Z4172293781;0:00001:3:Z4286136403;
c1nnn2c1CCC2,31,0:00000:0:Z4943322472;0:00000:9:Z4943334361;0:00003:8:Z4943334138;
Cc1cnccn1,9752,0:00000:0:Z4406427605;0:00000:0:Z4272831402;0:00000:0:Z3093156779;
Cn1cccc1,9924,0:00000:0:Z257464944;0:00000:0:Z1575853296;0:00000:0:Z253953376;
NC1CCCC1,7219,0:00000:0:Z2488670162;0:00000:0:Z4971473674;0:00000:0:Z2684259171;
C1CC2(CCO1)CNC2,1131,0:00000:0:Z5017877532;0:00000:0:Z3137078925;0:00000:0:Z5017870126;
O=C1CCC12CCC2,988,0:00000:0:Z4960850750;0:00000:2:Z4114604875;0:00000:2:Z4432447888;
CC1CCCN1C,3321,0:00000:0:Z4296173866;0:00000:0:Z3987620207;0:00000:0:Z4357167852;
C1CCC2(C1)CCOC2,1103,0:00000:0:Z3617463918;0:00000:0:Z3849633378;0:00000:2:Z4629599652;
CC1CCC(C)C1,1044,0:00000:0:Z1373095921;0:00000:1:Z1712192985;0:00000:2:Z4467209703;
c1cc2c([nH]1)CCOC2,208,0:00000:0:Z3589903741;0:00001:2:Z2963735866;0:00002:8:Z3609552009;
Cc1cccc(C)c1,16358,0:00000:0:Z4860208647;0:00000:0:Z1119361594;0:00000:0:Z3774329013;
OC1CCCNC1,11065,0:00000:0:Z4860208647;0:00000:0:Z4211296942;0:00000:0:Z1768219616;
CC1CCCNC1C,709,0:00000:0:Z2853745636;0:00000:2:Z1272456277;0:00000:2:Z5035734100;
c1ccc2c(c1)CCN2,6979,0:00000:0:Z3133407098;0:00000:0:Z4961317796;0:00000:0:Z3282068372;
c1ccc2[nH]ccc2c1,10729,0:00000:0:Z4101623329;0:00000:0:Z1971683755;0:00000:0:Z2020659281;
Cc1ccccc1Cl,7333,0:00000:0:Z4610397508;0:00000:0:Z4446357531;0:00000:0:Z3777160581;
Cc1cscn1,28984,0:00000:0:Z1231545931;0:00000:0:Z1966736259;0:00000:0:Z3501234466;
Nc1nc(Cl)nc2[nH]cnc12,24,0:00000:0:Z3500111702;0:00000:5:Z4458775270;0:00012:3:Z3500115359;
CC1CCNCCO1,855,0:00000:0:Z2953396105;0:00000:0:Z2919484010;0:00000:1:Z2953380543;
O=C1NCC2CNCCN12,394,0:00000:0:Z2703546406;0:00000:1:Z1570893899;0:00000:2:Z1366622368;
OC1CCC(F)(F)CC1,259,0:00000:0:Z2647727135;0:00000:6:Z2590918449;0:00000:8:Z4284730240;
Fc1cccc(F)c1,24401,0:00000:0:Z4460498659;0:00000:0:Z5064019872;0:00000:0:Z1624951693;
Cc1cnn2c1CNCC2,376,0:00000:0:Z3889034595;0:00000:0:Z4030958156;0:00000:5:Z4213103893;
C1CC2CC2N1,3804,0:00000:0:Z3889034595;0:00000:0:Z4931472762;0:00000:0:Z4518379927;
C1CSCSC1,1233,0:00000:0:Z2354307305;0:00000:1:Z2365469528;0:00000:2:Z2930736527;
CC1CNCC(C)C1O,504,0:00000:0:Z2568538008;0:00000:1:Z2628803878;0:00000:2:Z4273943325;
O=S1(=O)CCCC1,10720,0:00000:0:Z2568538008;0:00000:0:Z4484576543;0:00000:0:Z103707598;
CC1CC(F)(F)CCN1,475,0:00000:0:Z2721522840;0:00000:1:Z2719905368;0:00000:2:Z2719903443;
CC1(O)CCNC1,883,0:00000:0:Z1569698949;0:00000:1:Z1906133881;0:00000:1:Z1898531834;
Fc1cc(F)cc(F)c1,1225,0:00000:0:Z2218073652;0:00000:0:Z4109646120;0:00000:1:Z2232027272;
C1COCOC1,4131,0:00000:0:Z2905422774;0:00000:0:Z4099035799;0:00000:0:Z3318097535;
Cc1ccsc1,13169,0:00000:0:Z729718526;0:00000:0:Z3353562042;0:00000:0:Z1487757499;
c1cc[nH]c1,25697,0:00000:0:Z729718526;0:00000:0:Z3369360892;0:00000:0:Z2067201844;
C1CCC2(CCOC2)OC1,648,0:00000:0:Z4473798581;0:00000:0:Z4602773482;0:00000:0:Z4874518843;
Cn1nccc1O,630,0:00000:0:Z2628692310;0:00000:2:Z2641112015;0:00000:4:Z2635972159;
Cn1cc(Cl)c2ccccc21,109,0:00000:0:Z2298890080;0:00001:0:Z4034323791;0:00001:3:Z2370994330;
C1CCC2(C1)CC2,5874,0:00000:0:Z3474166786;0:00000:0:Z3401143674;0:00000:0:Z4260337906;
CC12CC(CCO1)C2,1126,0:00000:0:Z3819069335;0:00000:1:Z3818639077;0:00000:1:Z4217752848;
C1CC2COCC12,1460,0:00000:0:Z3195695145;0:00000:0:Z3359306602;0:00000:0:Z3058890651;
C1CCc2[nH]nnc2C1,1234,0:00000:0:Z3615488301;0:00000:0:Z2963836160;0:00000:0:Z3796443433;
CC1CCc2ccccc21,1168,0:00000:0:Z3383099307;0:00000:0:Z4207290974;0:00000:0:Z3153010088;
NC1CC(O)C1,1361,0:00000:0:Z3383099307;0:00000:0:Z4207290974;0:00000:2:Z4207332673;
CC1CCNCC1,15354,0:00000:0:Z3501467358;0:00000:0:Z1998020294;0:00000:0:Z3086403718;
NC1CCC(O)C1,854,0:00000:0:Z5004534311;0:00000:1:Z3384898867;0:00000:1:Z4145181422;
Clc1nccs1,3919,0:00000:0:Z5004534311;0:00000:0:Z2979786258;0:00000:1:Z5004678314;
Clc1cnccn1,2037,0:00000:0:Z3392957953;0:00000:1:Z4033050028;0:00000:2:Z2347848496;
C1CC2CC12,3000,0:00000:0:Z3540334601;0:00000:0:Z4144058056;0:00000:0:Z3445943098;
Cn1cc(Cl)cn1,6100,0:00000:0:Z3049266262;0:00000:0:Z2284276130;0:00000:0:Z4403493830;
CC1NCCC1O,1853,0:00000:0:Z2297667767;0:00000:0:Z2298361174;0:00000:0:Z3613013261;
CC1COC2(CCC2)CN1,311,0:00000:0:Z2664098239;0:00000:2:Z2644460205;0:00000:3:Z3559104671;
O=C1NCCN1,3710,0:00000:0:Z2861674288;0:00000:1:Z2154634573;0:00000:1:Z1824244648;
O=C1CCc2ccccc21,1747,0:00000:0:Z4320322959;0:00000:1:Z4187621669;0:00000:2:Z5046359690;
CN1CCOCC1,4148,0:00000:0:Z2793202954;0:00000:0:Z3627522210;0:00000:0:Z2838249756;
C1NCC2COCC12,1486,0:00000:0:Z2793202954;0:00000:0:Z3086594153;0:00000:0:Z2792483930;
C1CNOC1,4278,0:00000:0:Z4859995380;0:00000:0:Z4516921736;0:00000:0:Z4124722876;
CC1(C)CCCCS1,545,0:00000:0:Z3191568309;0:00000:1:Z4042364829;0:00000:4:Z2964886039;
O=S1(=O)CCCN1,3694,0:00000:0:Z3191568309;0:00000:0:Z4908176898;0:00000:0:Z3055904153;
Cc1csnn1,3307,0:00000:0:Z4466267898;0:00000:0:Z3010360384;0:00000:0:Z2814281760;
C1COC2CNCC2C1,329,0:00000:0:Z5053522463;0:00000:1:Z5053807943;0:00000:2:Z4615436251;
C1OC2CNCC2O1,729,0:00000:0:Z3321704075;0:00000:0:Z3321696167;0:00000:0:Z4117366172;
Fc1cncc(F)c1,1719,0:00000:0:Z2187502478;0:00000:0:Z2952289918;0:00000:0:Z4225387818;
C1CSCCN1,11297,0:00000:0:Z2187502478;0:00000:0:Z3046605030;0:00000:0:Z3604641091;
Cn1ncc2nccnc21,103,0:00000:0:Z4313963427;0:00000:1:Z4329293398;0:00000:7:Z4316753043;
CC1CCc2oncc2C1,502,0:00000:0:Z1875852271;0:00000:3:Z4426499563;0:00000:4:Z1874416445;
CC1(C)CC2(CCNC2)CO1,206,0:00000:0:Z3867192607;0:00000:5:Z3867187728;0:00000:5:Z3867195996;
c1ccc2[nH]ncc2c1,5296,0:00000:0:Z1450887000;0:00000:0:Z4918742391;0:00000:0:Z3689317607;
O=C1CSc2ncncc2N1,230,0:00000:0:Z3999438357;0:00000:5:Z4226821708;0:00000:6:Z3870323602;
C1CNC2CCC2C1,1386,0:00000:0:Z3999438357;0:00000:0:Z3832686513;0:00000:1:Z4312884002;
FC1CC12CCC2,2296,0:00000:0:Z3580738752;0:00000:0:Z4032003383;0:00000:1:Z4663444984;
C1CC2CCC(CN1)C2,420,0:00000:0:Z4312011775;0:00001:1:Z3046259968;0:00001:1:Z4141426310;
Fc1cccc(Cl)c1,13472,0:00000:0:Z3469075760;0:00000:0:Z1753352890;0:00000:0:Z4281087535;
C1CC2(CCSCC2)CN1,616,0:00000:0:Z4216339596;0:00000:0:Z4062949086;0:00000:0:Z3789412179;
c1ccc2sncc2c1,2435,0:00000:0:Z4053847860;0:00000:0:Z1824141890;0:00000:1:Z3667933197;
Cc1cncn1C,476,0:00000:0:Z2043469478;0:00000:1:Z2047540531;0:00000:1:Z3388876632;
Cc1cc(C)n(C)n1,4825,0:00000:0:Z3836321641;0:00000:0:Z224188726;0:00000:0:Z4479258709;
CC1CCCN1,24771,0:00000:0:Z4079495151;0:00000:0:Z1574697384;0:00000:0:Z4514159428;
CC1CCC(C)NC1,1176,0:00000:0:Z1962274918;0:00000:1:Z1676371138;0:00000:1:Z3103116911;
CC1(C)CCCC1,4896,0:00000:0:Z3624527740;0:00000:0:Z3209284188;0:00000:0:Z4346977458;
O=C1NC2CCNC1C2,435,0:00000:0:Z3784541337;0:00000:0:Z4035376222;0:00000:0:Z4153492529;
C1CC2CCNC2C1,3750,0:00000:0:Z4210407244;0:00000:0:Z3799338275;0:00000:1:Z2123274480;
O=C1CC2(CCC2)CCN1,453,0:00000:0:Z3299278860;0:00000:0:Z3295321795;0:00000:0:Z3299281199;
CN1CCNCC1,11432,0:00000:0:Z4237938602;0:00000:0:Z3831909682;0:00000:0:Z970376532;
Cn1nccc1N,987,0:00000:0:Z2859484079;0:00000:3:Z4220941339;0:00000:3:Z2094682086;
C1CC2CCC1C2,13234,0:00000:0:Z4171965232;0:00000:0:Z4253312391;0:00000:0:Z3509615319;
C1CNC2CCCC2C1,1275,0:00000:0:Z4212663385;0:00000:0:Z2951486053;0:00000:0:Z2707402746;
CC1CNC(=O)C1,1382,0:00000:0:Z4578079504;0:00000:2:Z2020119703;0:00000:3:Z2312567287;
CC1CCCC(C)N1,2358,0:00000:0:Z4578079504;0:00000:0:Z2907842127;0:00000:1:Z4484311211;
O=c1[nH]cc[nH]1,377,0:00000:0:Z1171361174;0:00001:2:Z4291739774;0:00001:5:Z2233417363;
CN1C(=O)CNC2CC21,559,0:00000:0:Z3650701079;0:00000:3:Z3715942544;0:00000:3:Z3715932703;
NC1CCC1,15789,0:00000:0:Z3347413232;0:00000:0:Z3144005503;0:00000:0:Z3343505761;
c1ccc2c(c1)CCO2,8670,0:00000:0:Z3347413232;0:00000:0:Z3872942319;0:00000:0:Z2957466997;
O=C1CNCCN1,10215,0:00000:0:Z2497337310;0:00000:0:Z1334660636;0:00000:0:Z4206045488;
NC1CCC2CC12,744,0:00000:0:Z3019956665;0:00000:1:Z3999002703;0:00000:2:Z4061621248;
Oc1ncn[nH]1,22,0:00000:0:Z4233426499;0:00005:5:Z4615121308;0:00009:8:Z3882388816;
FC1(F)CC1,15928,0:00000:0:Z2825054062;0:00000:0:Z2877045350;0:00000:0:Z2876339052;
OC1CCNC1,28596,0:00000:0:Z3185383900;0:00000:0:Z3686852584;0:00000:0:Z4311200159;
Cn1cnnc1,15504,0:00000:0:Z3095980138;0:00000:0:Z2769279925;0:00000:0:Z3094454714;
OC1C2CNC(C2)C1O,497,0:00000:0:Z3322696281;0:00000:4:Z3609674275;0:00000:8:Z3609682072;
Cc1cc(N)n(C)n1,380,0:00000:0:Z2032930769;0:00000:3:Z2033209795;0:00000:7:Z2045389639;
Cn1cncn1,14239,0:00000:0:Z2445762335;0:00000:0:Z2491762328;0:00000:0:Z3712168610;
C1NC2CC1C2,9445,0:00000:0:Z4494053148;0:00000:0:Z4178856369;0:00000:0:Z4923770297;
Cc1nc[nH]n1,3470,0:00000:0:Z2769279925;0:00000:0:Z3168185006;0:00000:0:Z4524263799;
c1cc2c(s1)CCOC2,937,0:00000:0:Z3855489815;0:00000:1:Z1101533383;0:00000:2:Z1381663265;
CC1CCC(N)CN1,654,0:00000:0:Z4116284099;0:00000:0:Z4157242890;0:00000:0:Z4116284960;
CC1Cc2ccc(F)cc2CN1,103,0:00000:0:Z4159126130;0:00001:1:Z2391310454;0:00001:4:Z2272248720;
Cc1nnco1,6242,0:00000:0:Z1002929622;0:00000:0:Z4028092667;0:00000:0:Z2801290460;
c1cn[nH]n1,8555,0:00000:0:Z2830958175;0:00000:0:Z3054512471;0:00000:0:Z5000357292;
CN1CNC(=O)C1,36,0:00000:0:Z2830958175;0:00000:4:Z3254044535;0:00001:0:Z2351410424;
c1ccc2cnccc2c1,5141,0:00000:0:Z4045807786;0:00000:0:Z3318670502;0:00000:0:Z2495679621;
c1cc2cncnn2c1,435,0:00000:0:Z4192142236;0:00000:1:Z4027510993;0:00000:1:Z4324343300;
Cc1cc(C)[nH]n1,12152,0:00000:0:Z1691462948;0:00000:0:Z4261637076;0:00000:0:Z4063355834;
c1ncc2c(n1)CCC2,991,0:00000:0:Z2910933484;0:00000:1:Z4432207077;0:00000:4:Z2910938714;
Cn1ncnn1,2971,0:00000:0:Z2862235900;0:00000:0:Z1900977010;0:00000:0:Z4637695331;
C1CC2COCC2C1,1712,0:00000:0:Z2862235900;0:00000:0:Z4351185798;0:00000:1:Z3503560533;
Clc1ccnc2cccnc12,52,0:00000:0:Z3830961093;0:00002:5:Z2611278655;0:00010:3:Z4391296799;
CN1CNCC1=O,912,0:00000:0:Z4320286277;0:00000:0:Z4346358121;0:00000:2:Z2600005074;
Cc1ccsn1,6416,0:00000:0:Z4492332848;0:00000:0:Z3599349329;0:00000:0:Z4260166041;
Cc1cccs1,19092,0:00000:0:Z2843033434;0:00000:0:Z4023248936;0:00000:0:Z1539767088;
Oc1ccccc1F,3510,0:00000:0:Z4171369732;0:00000:0:Z2590163076;0:00000:0:Z3864438430;
c1ccc2c(c1)OCO2,5390,0:00000:0:Z3655838220;0:00000:0:Z2618115809;0:00000:0:Z1673587069;
CC1CCOC(C)C1,736,0:00000:0:Z2776181703;0:00000:3:Z4293637498;0:00000:5:Z2803559673;
Cc1nccn1C,2999,0:00000:0:Z2698220444;0:00000:0:Z4594777853;0:00000:0:Z4040152825;
O=c1[nH]cncc1Cl,298,0:00000:0:Z3078336084;0:00000:0:Z4237942416;0:00001:5:Z3561065875;
c1ccc2oncc2c1,1231,0:00000:0:Z4398689803;0:00000:1:Z1262017753;0:00000:2:Z4423977301;
FC1CCC(F)(F)CC1,291,0:00000:0:Z4669112054;0:00000:1:Z4228388621;0:00001:3:Z3298185387;
FC1CCCNC1,4792,0:00000:0:Z2481424983;0:00000:0:Z2606326533;0:00000:0:Z2957423762;
Cc1cn2c(n1)CCCC2,951,0:00000:0:Z3365923643;0:00000:0:Z3542304709;0:00000:2:Z3092849238;
C1CSCN1,5256,0:00000:0:Z1146402977;0:00000:0:Z4241678838;0:00000:0:Z3083358910;
Fc1cccc2nccnc12,125,0:00000:0:Z4390125594;0:00001:0:Z4389174441;0:00001:1:Z4389098849;
Clc1cccc2cccnc12,273,0:00000:0:Z3828282073;0:00000:0:Z1629085411;0:00000:1:Z3589146558;
O=C1NCCCC12CNC2,286,0:00000:0:Z4876457457;0:00000:1:Z3836699357;0:00000:3:Z3807020639;
c1cnc2ccncc2c1,1045,0:00000:0:Z3849868901;0:00000:0:Z3849882328;0:00000:0:Z3352152210;
CC1(C)OC2CC1C2,670,0:00000:0:Z3385856102;0:00000:2:Z3686372375;0:00000:6:Z4347337297;
CC1(C)Cc2ccccc2N1,131,0:00000:0:Z2853783437;0:00001:8:Z2998289019;0:00003:1:Z2707568589;
Clc1csc(Cl)c1,222,0:00000:0:Z4288941283;0:00000:4:Z4287091811;0:00000:4:Z4288566911;
Cc1ccnc2ncnn12,165,0:00000:0:Z1175141294;0:00000:8:Z3998481358;0:00001:4:Z1183316005;
Cc1n[nH]cc1Cl,865,0:00000:0:Z3530515311;0:00000:0:Z3665274605;0:00000:1:Z2660261135;
C1CC2CC2CN1,1991,0:00000:0:Z3530515311;0:00000:1:Z2646820750;0:00000:1:Z2931728569;
O=C1CCCC2(CCC2)N1,301,0:00000:0:Z2709807446;0:00000:7:Z3632768550;0:00002:3:Z2959481923;
Cc1cnc2ccccc2c1,420,0:00000:0:Z3898546017;0:00000:0:Z3046907370;0:00000:0:Z2358603152;
C1CC2(C1)COC2,1096,0:00000:0:Z5064019872;0:00000:1:Z5064047693;0:00000:3:Z5064042303;
C1CC2(C1)CCOC2,3319,0:00000:0:Z3086488564;0:00000:0:Z3899335621;0:00000:1:Z4205634988;
CC1NCCc2ccsc21,256,0:00000:0:Z2842910823;0:00000:0:Z2952289918;0:00000:3:Z2851064442;
C1CCC2OCCC2C1,2072,0:00000:0:Z1597751643;0:00000:0:Z4018995665;0:00000:1:Z3490082264;
Nc1cnccn1,1367,0:00000:0:Z1302966649;0:00000:1:Z4064612967;0:00000:3:Z3899751116;
Cc1cnn2c1OCCC2,210,0:00000:0:Z2287520577;0:00001:1:Z2720356835;0:00001:1:Z2804552514;
C1CNC2(C1)CCC2,4408,0:00000:0:Z4947668468;0:00000:0:Z3516632007;0:00000:0:Z3795174652;
CC1CCCO1,21263,0:00000:0:Z1390908152;0:00000:0:Z4427445170;0:00000:0:Z4213177826;
CN1CCCC1=O,11296,0:00000:0:Z2931276249;0:00000:0:Z4556794268;0:00000:0:Z1796907587;
