fragment_smiles,occurences,example_ligands
CC1(C)CNCCO1,6308,15:01500:0:Z4005513694;15:01500:0:Z4312523508;15:01500:1:Z3799670833;
Cc1ccc2nc(C)ccc2c1,75,15:01500:5:Z2285191284;15:01501:5:Z3640263294;15:01501:5:Z3209500425;
Fc1cc(F)c2cc[nH]c2c1,37,15:01500:5:Z4303594311;15:01501:4:Z4304135259;15:01501:4:Z4302315889;
Nc1ccc2cncnc2n1,119,15:01500:5:Z3999438659;15:01501:5:Z4109519589;15:01501:8:Z1537072166;
CN1CCNC1=O,521,15:01500:5:Z3597018288;15:01500:7:Z2622137780;15:01500:7:Z5055494390;
Cc1cnc2ncnn2c1,145,15:01500:5:Z2722740866;15:01500:8:Z2648086015;15:01501:0:Z3056781494;
c1nnc2n1CCOC2,734,15:01500:5:Z3639750873;15:01500:7:Z2407498193;15:01500:8:Z4964736495;
Nc1ncsn1,137,15:01500:5:Z1885000044;15:01501:3:Z3408140511;15:01501:4:Z3391318398;
CC12CCCNC1CCOC2,151,15:01500:5:Z3864023248;15:01503:5:Z3871026309;15:01504:0:Z3916612791;
Clc1nc[nH]n1,139,15:01500:5:Z3514103832;15:01501:4:Z3514111693;15:01501:4:Z3514110049;
O=C1CCC=NN1,178,15:01500:5:Z1664542997;15:01502:0:Z4449746644;15:01502:5:Z4208175058;
c1cc2c(o1)CSC2,438,15:01500:5:Z3875935865;15:01500:5:Z3380493213;15:01500:5:Z3876059366;
Clc1sc2ccccc2c1Cl,15,15:01500:5:Z3546275823;15:01530:0:Z3552058070;15:01530:2:Z4029822519;
Cc1c(F)cccc1F,209,15:01500:5:Z2209228586;15:01501:0:Z4209183888;15:01501:0:Z4209182038;
OC1CCC2(CCCN2)CC1,196,15:01500:5:Z4486068432;15:01501:2:Z4832085618;15:01501:4:Z4832135852;
NC1CNCc2ccccc21,145,15:01500:5:Z3499099038;15:01501:9:Z3499104276;15:01503:5:Z3499103746;
Cc1sc2nccn2c1C,200,15:01500:5:Z4219704558;15:01502:1:Z3818473006;15:01502:4:Z3795203452;
Fc1cccc2c(Cl)ccnc12,51,15:01500:5:Z4027300824;15:01500:7:Z3811304856;15:01504:8:Z2368528155;
CN1CC2CCC1CN2,293,15:01500:5:Z4276739109;15:01500:9:Z4221915024;15:01501:2:Z4234419727;
CC1CC(N)C1,1167,15:01500:5:Z4211720034;15:01500:7:Z3522626760;15:01500:7:Z3501715446;
Clc1ccc2cncnc2c1,178,15:01500:5:Z3562205378;15:01500:5:Z2347842126;15:01500:5:Z2274626468;
O=S1(=O)CCc2sccc2C1,95,15:01500:5:Z1426265993;15:01501:1:Z1426950028;15:01501:2:Z2099255390;
Cc1cc2n(n1)CCN2,251,15:01500:5:Z4036110123;15:01501:4:Z4036139666;15:01501:6:Z4036115374;
c1cn2cncc2s1,434,15:01500:6:Z4143466169;15:01500:6:Z4231047847;15:01500:7:Z2086825072;
CC1CCCCCCN1,228,15:01500:6:Z4025886487;15:01500:9:Z4025885213;15:01501:0:Z3997329430;
NC1CCCCCC1(F)F,114,15:01500:6:Z4062706645;15:01501:0:Z3516062186;15:01501:4:Z3519078866;
O=S1(=O)CCNC2CCCN21,148,15:01500:6:Z3590191421;15:01500:8:Z3590177236;15:01501:5:Z3620312301;
Fc1ccc(F)c2c1CCCN2,47,15:01500:6:Z1715956782;15:01508:7:Z4660085173;15:01508:7:Z4662362058;
OC1CC2COCC(C1)N2,351,15:01500:6:Z5023294449;15:01500:6:Z5016842338;15:01500:7:Z5017861375;
Fc1cccc2ocnc12,352,15:01500:6:Z5023294449;15:01500:7:Z4343723438;15:01501:0:Z3561102993;
CC1(C)CCC2(CCN2)CC1,108,15:01500:6:Z3680175053;15:01500:9:Z4101519928;15:01501:9:Z3785985926;
CC12OCC(CO1)CO2,73,15:01500:6:Z4264689048;15:01504:2:Z4264724149;15:01505:2:Z4264732378;
Cc1cn2cc(Cl)nc2s1,185,15:01500:6:Z3915220526;15:01500:6:Z3898636745;15:01501:2:Z3793665182;
NC1CCCc2ccccc21,237,15:01500:6:Z4063578646;15:01501:0:Z4156924592;15:01501:1:Z3831924626;
O=C1CCCCn2nccc21,107,15:01500:6:Z2959396189;15:01502:0:Z4031976363;15:01502:1:Z2955119244;
c1cnc2ncsc2c1,338,15:01500:6:Z4313097975;15:01500:6:Z4272711142;15:01501:4:Z3088534958;
CN1CC2CCC1C2,277,15:01500:6:Z3564891249;15:01500:7:Z3560657093;15:01501:1:Z4601248385;
O=S1(=O)CCC2CCC1C2,170,15:01500:6:Z3549015722;15:01501:4:Z3582998067;15:01502:1:Z3611517421;
NC1CC(O)C1,1385,15:01500:6:Z4210362597;15:01500:6:Z3520529345;15:01500:7:Z4205520725;
Cn1nnc2cncnc21,250,15:01500:6:Z2613324283;15:01500:6:Z3648757425;15:01500:9:Z2613832870;
CC1(C)CCc2scnc21,121,15:01500:6:Z2372447380;15:01501:8:Z2373464837;15:01502:0:Z2500139075;
O=c1[nH]cnc2c1CCNCC2,22,15:01500:6:Z3256627440;15:01506:7:Z2438214318;15:01510:2:Z2438215946;
Fc1ccc2nccnc2c1,295,15:01500:6:Z2407872309;15:01502:2:Z1939454883;15:01503:9:Z1957869585;
Oc1cccc2cccc(O)c12,15,15:01500:6:Z4311412323;15:01505:0:Z4309382808;15:01517:3:Z4311448271;
Cn1ncc2cnc(Cl)nc21,114,15:01500:6:Z3561807519;15:01500:7:Z3830960589;15:01501:2:Z2792397765;
NC1CC(F)C1,1133,15:01500:6:Z4708422967;15:01500:6:Z4708426167;15:01500:6:Z4708426264;
Cc1ccc2nncn2n1,139,15:01500:6:Z3802151143;15:01501:2:Z2000378005;15:01501:3:Z3508107005;
Cc1sc2nn[nH]c(=O)c2c1C,26,15:01500:6:Z1465174645;15:01500:7:Z2144488033;15:01511:8:Z2504512839;
CC1(C)CC(O)CCN1,432,15:01500:6:Z3711813182;15:01500:6:Z3711813207;15:01500:7:Z4230358835;
Cn1ccc(=O)[nH]1,98,15:01500:6:Z2613819256;15:01500:8:Z275096092;15:01502:5:Z3339829672;
c1nc2c(s1)CNC2,225,15:01500:6:Z4876545658;15:01500:7:Z4539320844;15:01500:8:Z4887265606;
C1CC23CNCC12COC3,296,15:01500:6:Z3058008610;15:01500:8:Z3105533784;15:01500:8:Z3103971822;
FC1(F)CC12CC1CCC(C2)N1,103,15:01500:6:Z4228931634;15:01501:6:Z2698006207;15:01502:3:Z2705522657;
CC1NCCOc2ccccc21,105,15:01500:6:Z3828665176;15:01502:8:Z4065068635;15:01502:9:Z2650041710;
CC12CCC(O)C(C1)NC2,152,15:01500:6:Z3439252347;15:01501:6:Z3591623678;15:01503:3:Z3591615323;
Cc1cc(C)n2nccc2n1,191,15:01500:6:Z2964265069;15:01500:8:Z1748510418;15:01501:1:Z4268637650;
Cc1ccc2c(n1)NCC(=O)N2,17,15:01500:6:Z4126330622;15:01502:3:Z4126318715;15:01504:4:Z4126321310;
Cc1ccc2c(c1)CC2,297,15:01500:6:Z2781397764;15:01500:8:Z2765929038;15:01501:1:Z3568423562;
Clc1cc2cncnc2[nH]1,176,15:01500:6:Z2769656856;15:01500:7:Z2770062678;15:01501:4:Z2792975163;
Cc1nn(C)c2c1NCCO2,159,15:01500:6:Z2193859298;15:01502:9:Z1407874211;15:01503:4:Z4216638695;
CC1(C)Oc2ccccc2O1,213,15:01500:6:Z2027485593;15:01500:8:Z2804431249;15:01501:0:Z2291718968;
O=c1cc[nH]c2ncnn12,17,15:01500:6:Z1513959543;15:01515:4:Z3815062715;15:01524:8:Z1513951301;
O=S1(=O)CCCC2CNCC21,257,15:01500:6:Z2994852661;15:01500:8:Z2994853324;15:01500:9:Z2994855805;
CC1CC(C)n2ncnc2N1,63,15:01500:6:Z4364793685;15:01502:2:Z4269812143;15:01502:5:Z4364797581;
CC1CC2NCCC2O1,243,15:01500:6:Z4058492373;15:01500:6:Z4058493290;15:01501:6:Z4576380602;
Nc1cc2n(n1)CCNC2,80,15:01500:6:Z4273586035;15:01500:6:Z4273588002;15:01500:7:Z4273583233;
O=c1cn[nH]c(=O)[nH]1,345,15:01500:6:Z2297701122;15:01500:8:Z3340903362;15:01501:5:Z1817638676;
Cn1cnn(C)c1=O,154,15:01500:6:Z4645971349;15:01501:8:Z4645974354;15:01501:9:Z4645984585;
Cc1nc2[nH]ccc2s1,216,15:01500:6:Z5000732778;15:01500:9:Z5007376009;15:01501:6:Z5000006675;
CN1C(=O)CNCc2ccccc21,62,15:01500:6:Z4114935774;15:01500:7:Z2691234977;15:01502:2:Z2997711355;
C1CCC2(CCC2)CNC1,271,15:01500:6:Z3343472095;15:01501:3:Z3173574766;15:01501:6:Z3078088963;
FC1(F)C2(CCNCC2)C12CC2,111,15:01500:6:Z3080011564;15:01500:9:Z3394216539;15:01501:0:Z3319110673;
CC1CCC(=O)N1C,81,15:01500:6:Z2368757443;15:01502:3:Z3381569827;15:01502:7:Z3873131409;
O=c1[nH]c2ccccc2s1,322,15:01500:6:Z4316890083;15:01500:6:Z3843631254;15:01501:0:Z4289266712;
CS1(=O)=NCc2ccccc21,47,15:01500:6:Z4922795973;15:01501:2:Z4611070942;15:01501:3:Z4623179113;
Oc1cccc2c1CCCNC2,117,15:01500:6:Z4908326488;15:01501:4:Z4908033301;15:01504:9:Z4908328220;
C1CC23CNCC2(C1)COC3,206,15:01500:6:Z3320685992;15:01501:5:Z3593187574;15:01502:6:Z3385005679;
C1CC2CCC1C21CC1,162,15:01500:6:Z4447294595;15:01501:4:Z4456865842;15:01501:9:Z4456804982;
C1CC2CCNCCC2C1,233,15:01500:6:Z4386758980;15:01501:0:Z4390875023;15:01501:2:Z4378649811;
O=c1[nH]c2c(c(=O)[nH]1)CCNC2,71,15:01500:6:Z4274133077;15:01501:1:Z3783092084;15:01503:9:Z3879350222;
C1=NOC2(C1)CNC2,325,15:01500:6:Z3647616099;15:01501:0:Z3647584509;15:01501:1:Z4232982176;
Cc1cn2cccc(Cl)c2n1,3,15:01500:6:Z4223760751;15:01512:2:Z3710790854;15:01548:9:Z3710790879;
NC1C2CNC1C(O)C2,273,15:01500:6:Z3799714132;15:01500:7:Z3788989558;15:01501:1:Z3808407502;
O=C1CCCC2C3CNCC(C3)CN12,28,15:01500:6:Z4401667237;15:01505:8:Z4401667484;15:01508:5:Z4473205077;
OC1CCNC12CCC2,364,15:01500:6:Z3899150795;15:01500:6:Z3842176800;15:01501:3:Z3899145761;
O=c1ccocc1O,350,15:01500:6:Z3879111508;15:01501:1:Z3879858301;15:01501:3:Z3881747378;
NC1CNc2ccccc2C1,105,15:01500:6:Z3363856047;15:01503:7:Z2378789532;15:01503:9:Z3382876457;
CC1CN2CCCC2CN1,369,15:01500:6:Z1478407845;15:01500:7:Z3474328699;15:01501:1:Z1569051780;
CC12CCC(C1)C2(C)C,81,15:01500:6:Z4921689176;15:01500:9:Z4921761631;15:01500:9:Z4921746465;
C1NCC2C1C1COCC21,265,15:01500:6:Z3139136971;15:01500:6:Z4578717013;15:01501:3:Z4106459449;
O=C1NCCC12CCCN2,275,15:01500:6:Z2950021541;15:01501:0:Z3052260482;15:01501:6:Z2493779395;
Fc1ccc(F)c2c1NCCO2,26,15:01500:6:Z2999697119;15:01501:4:Z2790384818;15:01506:8:Z2476745598;
Cn1cnc2cccc(F)c21,115,15:01500:6:Z2368436704;15:01501:6:Z4391365922;15:01504:8:Z2368340907;
C1=CSCCO1,413,15:01500:6:Z4377161782;15:01500:7:Z4488725746;15:01500:9:Z4489099161;
Oc1cc(F)c2c(c1)CCNC2,123,15:01500:6:Z3517957330;15:01501:8:Z4970733034;15:01501:8:Z3517960761;
c1ncc2c(n1)CCCC2,942,15:01500:6:Z4456067874;15:01500:7:Z4435901393;15:01501:1:Z2453729201;
Cc1ccc(F)cn1,181,15:01500:6:Z4611066570;15:01501:0:Z4614907278;15:01501:0:Z4614917697;
Clc1ncc2ccsc2n1,69,15:01500:6:Z2792500164;15:01505:7:Z2792287108;15:01506:4:Z3019923559;
C1COC2(CCC2)OC1,256,15:01500:6:Z4876131984;15:01501:6:Z4876044454;15:01502:0:Z4876552139;
N=S1(=O)CCC2(CC1)OCCO2,45,15:01500:6:Z3623215131;15:01501:6:Z3623216003;15:01501:8:Z4101373577;
Nc1nc2ccccn2n1,86,15:01500:6:Z4303896509;15:01500:6:Z4303839392;15:01500:6:Z4304643358;
CC12CCC(CC1)CC2,143,15:01500:6:Z4492789569;15:01501:1:Z4486517793;15:01501:4:Z4458930583;
O=C1CSCCN1,731,15:01500:6:Z3866630494;15:01500:9:Z2960637327;15:01501:5:Z3104106247;
C1CCC2(CCNC2)OC1,364,15:01500:6:Z3695361608;15:01500:7:Z3707533262;15:01500:8:Z3707529021;
C1CCC2SCCNC2C1,246,15:01500:6:Z1912631297;15:01501:3:Z2331298424;15:01501:8:Z5034149091;
c1cc2cscc2s1,254,15:01500:6:Z4353271746;15:01500:6:Z2698454271;15:01500:6:Z2709163822;
c1cc2sccn2n1,263,15:01500:6:Z3346194628;15:01501:6:Z3379050982;15:01501:8:Z5065849641;
Cc1csc(Cl)n1,363,15:01500:6:Z4577310879;15:01500:7:Z1335240846;15:01500:9:Z4266000335;
O=C1Nc2ccccc2C1(F)F,60,15:01500:6:Z3603173271;15:01502:3:Z3365225030;15:01502:3:Z3530811036;
Cc1c[nH]c(=O)c(C)c1,30,15:01500:6:Z3339780561;15:01507:7:Z3339780036;15:01509:4:Z3339780164;
Clc1cccc2c1CNCCO2,123,15:01500:6:Z5007000880;15:01501:0:Z5017672289;15:01501:0:Z5007002102;
O=C1CCCn2nccc21,178,15:01500:6:Z3874827982;15:01501:9:Z2932626523;15:01502:4:Z4322387348;
Oc1ccc2c(c1)CCNCC2,123,15:01500:6:Z3639949211;15:01500:8:Z1234745873;15:01502:4:Z1489055488;
Fc1cccc2c1CCNC2,394,15:01500:6:Z4427007177;15:01500:7:Z1717324141;15:01501:6:Z1529722497;
FC1CCC2CCC12,291,15:01500:6:Z4610916535;15:01500:8:Z4571036054;15:01501:2:Z4610880767;
CC1(C)CC2CCC1C2,336,15:01500:6:Z3055885552;15:01500:8:Z3047066574;15:01501:7:Z3050779879;
C1CC2N(C1)CCNC21CCC1,86,15:01500:6:Z3519014767;15:01500:7:Z3627587403;15:01502:3:Z3519009703;
Cc1nscc1Cl,288,15:01500:6:Z4465844483;15:01501:0:Z1703734215;15:01501:1:Z2109680437;
CC1OC2(CCNCC2)NC1=O,125,15:01500:6:Z3806310159;15:01503:4:Z3041160641;15:01503:6:Z4276686682;
Cc1cccnc1O,26,15:01500:6:Z3254635197;15:01502:4:Z3347028477;15:01507:7:Z3347028442;
Cc1c(Cl)ccc2cccnc12,63,15:01500:6:Z4970896019;15:01500:7:Z1729708482;15:01501:6:Z1940147270;
CC1(C)CNCc2ccc(F)cc21,40,15:01500:6:Z4421932233;15:01501:7:Z4421932983;15:01501:9:Z4421932629;
CC1CCOC12CC2(F)F,153,15:01500:6:Z3345100500;15:01501:0:Z3612931483;15:01501:1:Z3612933823;
CC1CNC(C)(C)C(=O)N1,221,15:01500:6:Z4196280167;15:01501:2:Z4196192776;15:01502:5:Z4196295062;
FC1(F)CCC2(CCCO2)CC1,22,15:01500:6:Z4451003530;15:01508:0:Z4458735448;15:01524:7:Z4451206914;
Clc1ccc2cc[nH]c2c1,613,15:01500:6:Z3585960263;15:01500:7:Z2904351616;15:01501:2:Z2720775751;
CC1CN=CN1,394,15:01500:6:Z4001755988;15:01501:5:Z3861926744;15:01501:6:Z4001762919;
CC1NCCCC1(C)C,288,15:01500:6:Z3615672461;15:01500:7:Z4879260070;15:01501:3:Z3396175307;
Cn1ccc2ccncc21,160,15:01500:6:Z4000673592;15:01502:6:Z4000740605;15:01503:3:Z4251404432;
c1nc2c([nH]1)CCC1NCCCC21,30,15:01500:6:Z3584503829;15:01502:8:Z3560097437;15:01503:0:Z3584504458;
c1c2c(cc3c1CCNC3)CCCC2,9,15:01500:6:Z3321601315;15:01509:2:Z3321601187;15:01511:7:Z3345560685;
CN1CC2CC1CN2,513,15:01500:6:Z4256640382;15:01501:0:Z4256659542;15:01501:1:Z4256667405;
Cc1cc2c(cc1C)OCC2,226,15:01500:6:Z2378328487;15:01500:6:Z3521480251;15:01501:0:Z1940387675;
c1ccc2c(c1)CCNCC2,450,15:01500:6:Z2435118477;15:01500:7:Z1785836661;15:01501:2:Z1603221427;
C1CC2(C1)CC1(CCC1)C2,325,15:01500:6:Z3897822855;15:01500:7:Z3050277519;15:01501:0:Z3561802065;
c1ncc2c(n1)CC1CCC2N1,180,15:01500:6:Z3203799725;15:01502:0:Z2707053777;15:01502:4:Z3388684693;
Fc1cc(F)c2c(c1)CCCN2,54,15:01500:6:Z1318168177;15:01501:2:Z4109323799;15:01502:9:Z4372671469;
O=C1CCC2CCCCN12,505,15:01500:6:Z4213053503;15:01501:1:Z3354175928;15:01501:2:Z2851349058;
Cc1cc2c(c(=O)[nH]1)CCCN2,86,15:01500:6:Z4273292873;15:01502:7:Z4230439070;15:01503:0:Z4238854657;
Oc1ccc2cn[nH]c2c1,59,15:01500:6:Z4062186725;15:01503:7:Z2233666505;15:01504:8:Z2640149824;
Cn1cnc2ncncc21,196,15:01500:6:Z3829861969;15:01500:8:Z4158189993;15:01501:4:Z3870540201;
Cc1cccc2nc[nH]c12,121,15:01500:6:Z4922120106;15:01500:9:Z5006928290;15:01500:9:Z3857227436;
Cc1nc2c([nH]1)CNCC2,298,15:01500:6:Z4663263802;15:01500:6:Z4663262421;15:01500:7:Z4226483463;
Cc1ccc2c(C)ccnc2c1,47,15:01500:6:Z2347921121;15:01501:4:Z2179410299;15:01505:5:Z1689542181;
Cc1ncc2c(C)c(C)sc2n1,98,15:01500:6:Z3395168156;15:01502:9:Z3394711383;15:01503:7:Z2478117254;
CC1(C)CC2(CNCCO2)CO1,147,15:01500:6:Z3323436110;15:01501:0:Z3612098480;15:01501:1:Z3344610705;
OC1COC2CC1C2,277,15:01500:6:Z5060175060;15:01500:6:Z4457479190;15:01500:9:Z4870499551;
Cc1cc2cnccn2n1,405,15:01500:6:Z4198961102;15:01500:8:Z1730813174;15:01500:8:Z3079394236;
FC12CCC(CC1)CC2,389,15:01500:6:Z2884015137;15:01500:9:Z2307429901;15:01501:2:Z2177029332;
CC12CCC(C1)C(C)(C)NC2,74,15:01500:6:Z3877789404;15:01503:3:Z2914960282;15:01506:7:Z2914963115;
FC1(F)CC12CCOCC2,185,15:01500:6:Z3612042486;15:01500:6:Z3612034976;15:01501:8:Z3612038768;
c1ccc2c(c1)CSCCN2,144,15:01500:6:Z4314865307;15:01500:6:Z4329287599;15:01500:9:Z4314868911;
Fc1cc2c(cc1F)CNC2,176,15:01500:6:Z2495022791;15:01500:8:Z2494240214;15:01501:8:Z2495020185;
OC1CCC2COC1O2,15,15:01500:6:Z4445354605;15:01501:3:Z4445344442;15:01501:5:Z4446528182;
c1[nH]nc2c1COC2,367,15:01500:6:Z5004529784;15:01500:6:Z5001573857;15:01500:8:Z5001401375;
O=c1nc[nH]c2ccccc12,66,15:01500:6:Z4342686289;15:01502:4:Z3366216716;15:01503:5:Z4342681187;
Nc1c(Cl)ncn2cnnc12,11,15:01500:6:Z2613970983;15:01509:1:Z2613969659;15:01513:2:Z2613970936;
O=C1CC2NCCCC2N1,367,15:01500:6:Z3614946903;15:01501:1:Z5006631519;15:01501:2:Z3614938270;
O=C1C2CCCC1CNC2,102,15:01500:6:Z3137335662;15:01501:5:Z2441399606;15:01502:9:Z2860279414;
Fc1ccc2c(c1)CCCC2,650,15:01500:6:Z1589918868;15:01500:7:Z1782530539;15:01500:7:Z1589742575;
Cc1nn(C)c2c1CCCN2,70,15:01500:6:Z4257338178;15:01502:2:Z4256115786;15:01502:6:Z4256943387;
O=C1CCC2CN1CCO2,39,15:01500:6:Z4033024122;15:01506:5:Z4035297979;15:01508:7:Z3799620620;
O=C1CCC2(CCC2)C1,336,15:01500:6:Z3536527350;15:01500:6:Z3554450435;15:01500:6:Z3547942414;
C1CC2CC1NN2,336,15:01500:6:Z2719103015;15:01500:6:Z3360234737;15:01500:8:Z2719104693;
CC1(C)CCc2nc[nH]c2C1,72,15:01500:6:Z4252091420;15:01501:9:Z4252683227;15:01503:7:Z4255325950;
CC1Nc2ccccc2NC1=O,69,15:01500:6:Z4135002999;15:01505:2:Z1457883064;15:01505:6:Z4135903204;
FC1(F)C2CC1C2,89,15:01500:6:Z4445332207;15:01500:6:Z4445332206;15:01500:6:Z4445332209;
OC1CC2CNCC2CC1O,142,15:01500:6:Z3879649024;15:01501:0:Z3867153478;15:01502:1:Z3879655845;
O=C1COCC2COCCN12,61,15:01500:6:Z2802744495;15:01502:5:Z2851990231;15:01504:2:Z2921109296;
Cc1cc(=O)[nH]c(=O)[nH]1,143,15:01500:6:Z4033892276;15:01501:1:Z237857334;15:01502:5:Z3204168098;
Clc1ccc2nccnc2c1,98,15:01500:6:Z2976724253;15:01500:7:Z3078788951;15:01503:5:Z2699949548;
O=S1(=O)CC2CNCC21,582,15:01500:6:Z5053768410;15:01500:8:Z5053789968;15:01500:9:Z5059817263;
O=C1CCC12CCC(F)(F)CC2,45,15:01500:6:Z5033370193;15:01504:0:Z5034562781;15:01504:0:Z5034599929;
Clc1ccc2c(Cl)csc2c1,40,15:01500:6:Z2460809255;15:01506:2:Z1091168514;15:01509:1:Z1640774717;
c1ncc2c(n1)CCOC2,446,15:01500:6:Z4309391029;15:01500:6:Z2479484851;15:01501:0:Z4221474718;
Cc1ccn2ncnc2c1,90,15:01500:6:Z2234894945;15:01502:4:Z2235078598;15:01502:9:Z3580286993;
Cc1ncc2cccnc2n1,10,15:01500:6:Z3831241819;15:01512:2:Z2788752605;15:01523:3:Z3341623121;
O=C1CCCn2cccc21,175,15:01500:6:Z2849743228;15:01501:2:Z2718463710;15:01501:2:Z3647871245;
CC1CN(C)C1,134,15:01500:6:Z3539367865;15:01501:5:Z3539368438;15:01501:5:Z3539367494;
Cc1cnc(=O)[nH]c1,35,15:01500:6:Z2721888782;15:01502:9:Z2234015368;15:01504:3:Z4385285893;
CC12CC(CN1)C2,422,15:01500:6:Z2618001523;15:01500:9:Z2853021275;15:01501:1:Z2611419934;
c1cnc2nncn2c1,284,15:01500:6:Z1766170918;15:01500:9:Z3103966645;15:01501:0:Z3364275243;
Cc1ncncn1,311,15:01500:6:Z1864163808;15:01500:9:Z2186026650;15:01500:9:Z2186032536;
CC1CCNCCS1(=O)=O,328,15:01500:6:Z1864163808;15:01500:9:Z4485810082;15:01501:0:Z4251426977;
Cc1nc2c(o1)CCCC2,259,15:01500:6:Z3053497870;15:01500:9:Z3508812986;15:01501:1:Z3045518450;
OC1C2CNCC(C2)C1O,336,15:01500:6:Z4137689119;15:01500:7:Z4143133664;15:01501:0:Z4120556479;
C1CC2(CCN1)CCNCC2,160,15:01500:6:Z2369544396;15:01500:8:Z2443724664;15:01501:3:Z2443723977;
OC1CNCC2(CCCC2)C1,209,15:01500:6:Z3301780409;15:01501:2:Z4153525506;15:01502:0:Z3393917405;
Cc1ccc2c(c1)NCC2,311,15:01500:6:Z3828378354;15:01500:6:Z4002082538;15:01500:8:Z4111007054;
NC1CCCC2CNCC12,226,15:01500:6:Z2440808025;15:01500:9:Z2368519228;15:01501:2:Z2825707761;
Oc1cc2cncnc2cc1F,47,15:01500:6:Z4228121525;15:01500:9:Z4229473976;15:01501:2:Z4223388355;
Clc1cc2cc[nH]c2s1,196,15:01500:6:Z3602203980;15:01500:9:Z2210200187;15:01501:0:Z4226591698;
NC1CC2CCCC(C1)N2,167,15:01500:6:Z2443445217;15:01501:2:Z2391191671;15:01501:5:Z3363740454;
CC1(C)CNCc2ccoc2C1,106,15:01500:6:Z3320443759;15:01503:6:Z3344276254;15:01503:9:Z3590299147;
OC1CCOc2ccccc21,509,15:01500:6:Z4032412160;15:01500:7:Z2227686117;15:01501:4:Z2177890940;
CN1CCNCC12CCOC2,229,15:01500:6:Z3043533415;15:01500:7:Z3043522885;15:01501:0:Z3043533797;
CN1CCC2(CCNC2)CC1,219,15:01500:6:Z2227051263;15:01501:4:Z3052024611;15:01501:4:Z3354692818;
Oc1ccncc1F,309,15:01500:6:Z1815758507;15:01500:8:Z3505538824;15:01501:3:Z1816213020;
O=c1[nH]cnc2cc(F)ccc12,74,15:01500:6:Z152416756;15:01502:4:Z1997930965;15:01503:3:Z2807063832;
O=C1CCC(F)(F)CN1,108,15:01500:6:Z4256547474;15:01500:6:Z4256094868;15:01500:8:Z4256807614;
C1CSC2(C1)CNC2,91,15:01500:6:Z3393624507;15:01501:0:Z4117760768;15:01501:7:Z3393625448;
Fc1ccc(F)c2c1CCC2,143,15:01500:6:Z1504464226;15:01501:6:Z1651712415;15:01503:3:Z2208481526;
Cn1nnc2c(=O)[nH]cnc21,23,15:01500:6:Z3341474129;15:01505:8:Z4458719470;15:01506:4:Z2442442955;
CC1CC(F)CN1,370,15:01500:6:Z4206629951;15:01500:8:Z4206811548;15:01500:9:Z4214388554;
Cc1cccc2n[nH]cc12,27,15:01500:6:Z4236569353;15:01503:2:Z4236570577;15:01503:2:Z4236569812;
C1CC2(CCOCC2)C2(CC2)N1,99,15:01500:6:Z3700336302;15:01502:2:Z3711520085;15:01502:4:Z3711514512;
Cc1[nH]nc2ncccc12,179,15:01500:6:Z2647910624;15:01500:8:Z729765760;15:01501:5:Z3603243940;
CC1CCOc2ccccc21,140,15:01500:6:Z2921477663;15:01501:5:Z4002839532;15:01502:2:Z3475614171;
Cc1cnc2c(c1)NCCN2,84,15:01500:6:Z3360755584;15:01501:4:Z4293336084;15:01503:9:Z2692081305;
Clc1ccc2c(c1)OCCCO2,49,15:01500:6:Z2390775849;15:01500:7:Z2764068866;15:01509:1:Z1471087275;
CC1CCc2ccsc2S1,95,15:01500:6:Z2351392842;15:01502:0:Z4203466607;15:01502:2:Z1441292442;
Cc1cc2ccccc2nc1C,64,15:01500:7:Z2077579467;15:01502:6:Z2976459694;15:01504:9:Z4126763351;
CN1CC2(CCCNC2)CC1=O,166,15:01500:7:Z3628540583;15:01501:7:Z4231608103;15:01502:0:Z3622305484;
Fc1cc(F)c2c(c1)CCC2,250,15:01500:7:Z1533215570;15:01501:1:Z3138768326;15:01502:7:Z3104419066;
CN1CCC2(CCCNC2)CC1,129,15:01500:7:Z1989897273;15:01501:8:Z3311744048;15:01501:9:Z1987699587;
Clc1ccc2ncnn2c1,44,15:01500:7:Z4048984492;15:01502:8:Z2000176256;15:01504:9:Z2812400617;
O=C1CCCc2ncccc21,316,15:01500:7:Z1670058469;15:01500:8:Z2368255016;15:01500:8:Z2271900345;
c1cn2c(n1)NCC2,365,15:01500:7:Z4488763485;15:01500:7:Z2691355147;15:01500:8:Z4488763504;
CC1CCN(C)CC1,837,15:01500:7:Z4769537279;15:01500:7:Z4162253831;15:01501:1:Z4421990775;
Oc1ccc2cc[nH]c2c1,105,15:01500:7:Z3642502942;15:01501:3:Z2733839896;15:01502:3:Z3671891221;
O=c1ccc2c([nH]1)CCNC2,232,15:01500:7:Z3612128301;15:01501:1:Z3323450293;15:01502:6:Z3323452805;
O=c1cnc2c([nH]1)CCCC2,228,15:01500:7:Z4232906470;15:01502:1:Z4226303185;15:01502:8:Z4229845116;
OC1NCCCC1F,322,15:01500:7:Z4271730627;15:01500:7:Z4271669694;15:01500:9:Z4271679105;
Cc1cccn2cccc12,116,15:01500:7:Z3366318516;15:01502:1:Z4036496730;15:01502:3:Z3336449330;
Oc1ccc2c(c1)CCCN2,84,15:01500:7:Z4421769361;15:01500:7:Z4421769277;15:01502:1:Z4352993964;
CN1CCCNc2ccccc21,98,15:01500:7:Z2069375391;15:01502:5:Z1241259305;15:01502:9:Z4126506767;
