fragment_smiles,occurences,example_ligands
Oc1n[nH]c2c1CNCC2(F)F,76,74:07400:6:PV-004995469489;74:07400:7:PV-004995584304;74:07400:9:PV-004995852331;
O=c1[nH]ccc2ncccc12,252,74:07400:6:PV-004995474102;74:07402:1:PV-004997104637;74:07402:4:PV-004997350172;
Cn1nc2c(c1O)CCNC2,15,74:07400:6:PV-004995478400;74:07411:4:PV-002820918876;74:07415:3:PV-002821438740;
O=c1ccoc2ccc(F)cc12,26,74:07400:6:PV-004995480254;74:07403:8:PV-004998709319;74:07406:5:PV-005001462427;
C1CC2(C1)CC1(CC1)C2,371,74:07400:6:PV-004995482777;74:07400:7:PV-003329722483;74:07400:7:PV-003329722484;
c1occ2c1CCCC2,352,74:07400:6:PV-004995490975;74:07400:6:PV-002638137511;74:07401:1:PV-003329827298;
C1CNCC2(C1)COC2,68,74:07400:6:PV-004995495428;74:07400:9:PV-002819521155;74:07404:3:PV-004999295422;
Clc1cc(Cl)c2c(c1)CCC2,103,74:07400:6:PV-004995496672;74:07401:9:PV-002819656265;74:07404:3:PV-002819980765;
CC1(C)CCCC(=O)C1,85,74:07400:6:PV-004995501518;74:07401:8:PV-004996699821;74:07402:4:PV-004997310519;
Oc1nc(O)c2ccccc2n1,33,74:07400:6:PV-004995505807;74:07407:1:PV-005002070526;74:07411:1:PV-005006100066;
Fc1cccc2c1CCC2,586,74:07400:6:PV-004995505807;74:07401:0:PV-002819533617;74:07401:0:PV-002819533618;
Nc1nc2ccccc2s1,41,74:07400:6:PV-004995507508;74:07403:4:PV-002819859711;74:07405:6:PV-003331387078;
Clc1csc2cccnc12,157,74:07400:6:PV-004995510537;74:07400:6:PV-004995510538;74:07401:1:PV-002819550680;
Fc1cncnc1Cl,79,74:07400:6:PV-004995513221;74:07400:8:PV-004995708867;74:07400:9:PV-004995755743;
CC1(C)OCC2(CCNCC2)CO1,19,74:07400:6:PV-004995513221;74:07403:7:PV-004998679906;74:07414:3:PV-005009379303;
Cc1ccc2c(cnn2C)n1,76,74:07400:6:PV-004995516756;74:07400:9:PV-003329773077;74:07404:7:PV-004999680683;
Cc1cc(C)n2ccncc12,108,74:07400:6:PV-004995520502;74:07401:3:PV-002819578310;74:07401:6:PV-002819613235;
Clc1ccc2c(c1)COCO2,17,74:07400:6:PV-004995520530;74:07409:0:PV-003332555825;74:07410:0:PV-003332898881;
OC12CCNCC1C2,26,74:07400:6:PV-004995522405;74:07401:4:PV-004996338296;74:07404:5:PV-003330991349;
Nc1ncccc1O,403,74:07400:6:PV-004995528687;74:07400:9:PV-004995822987;74:07400:9:PV-004995822988;
CC1(C)NC(=O)C2(CCNCC2)O1,14,74:07400:6:PV-004995533033;74:07402:1:PV-002819690680;74:07409:9:PV-002820714825;
Fc1cc2c(cc1F)CCC2,94,74:07400:6:PV-004995534120;74:07401:4:PV-002819597425;74:07403:5:PV-002819872642;
Cc1cncc(C)n1,63,74:07400:6:PV-004995534662;74:07401:5:PV-003329980068;74:07403:5:PV-003330676500;
FC1(F)CCNC2(CC2)C1,14,74:07400:6:PV-004995535490;74:07409:6:PV-003332777222;74:07415:4:PV-005010508533;
FC1(F)CC2CNCC2C1,33,74:07400:6:PV-004995538965;74:07402:7:PV-004997624781;74:07403:4:PV-003330643786;
Clc1cn2ccsc2n1,154,74:07400:6:PV-004995542856;74:07401:4:PV-004996292848;74:07401:7:PV-002153788524;
Nc1nccn2nccc12,87,74:07400:6:PV-004995543384;74:07400:6:PV-004995543385;74:07402:2:PV-002819696011;
CC1NCCn2nccc21,53,74:07400:6:PV-004995545894;74:07404:0:PV-004998881377;74:07406:0:PV-005001032656;
Oc1ccc2ncsc2c1,103,74:07400:6:PV-004995546372;74:07400:9:PV-004995825096;74:07401:0:PV-003329795584;
Nc1ncc(F)cn1,114,74:07400:6:PV-004995547934;74:07400:8:PV-004995664460;74:07401:5:PV-004996446760;
FC1CC2CNC1C2,153,74:07400:6:PV-004995550750;74:07400:8:PV-003329740046;74:07402:2:PV-003330208201;
C1CC2NCC3(CCOCC3)C2C1,8,74:07400:6:PV-004995558309;74:07419:3:PV-003336071326;74:07429:6:PV-003339600749;
O=C1CCC2(CNC2)CN1,410,74:07400:6:PV-004995559624;74:07400:6:PV-004995559625;74:07400:6:PV-004995559626;
Cc1ccc2n1CCNC2C,19,74:07400:6:PV-004995561919;74:07407:2:PV-002820359913;74:07416:6:PV-005011767585;
Cc1ncn2c1CCC2,44,74:07400:6:PV-004995565909;74:07402:5:PV-002819744605;74:07405:0:PV-002820073786;
O=C1COc2cccnc2N1,368,74:07400:6:PV-004995567556;74:07400:9:PV-004995770143;74:07400:9:PV-004995857680;
CC1(C)C2CCCC1C2,392,74:07400:6:PV-002819487185;74:07400:9:PV-002516014830;74:07401:0:PV-003329790485;
FC12CNCC(C1)C2,531,74:07400:6:PV-003329672157;74:07400:9:PV-003329756719;74:07401:0:PV-003329817497;
Cc1cncc(N)c1,558,74:07400:6:PV-003329672619;74:07400:6:PV-003329672620;74:07400:7:PV-002819492997;
O=C1NC2CCC1C2,52,74:07400:6:PV-003329673221;74:07403:4:PV-003330631661;74:07404:2:PV-002819963961;
CC1(C)COCC(=O)N1,14,74:07400:6:PV-003329673706;74:07405:5:PV-005000559669;74:07417:1:PV-005012237745;
O=S1(=O)NCC2CNCCN21,86,74:07400:6:PV-002205511404;74:07402:1:PV-002205542404;74:07403:3:PV-003330594530;
Oc1cc(Cl)ccc1Cl,271,74:07400:6:PV-002819488469;74:07400:8:PV-003329730700;74:07401:0:PV-003986326957;
Fc1cc(Cl)cc2c1CNCC2,99,74:07400:6:PV-002516009046;74:07400:7:PV-004995579582;74:07402:4:PV-003330300476;
c1ccc2c(c1)COC21CCCCC1,4,74:07400:6:PV-002819488689;74:07401:2:PV-002819566894;74:07415:9:PV-005011026338;
C1CC2COCC2N1,128,74:07400:6:PV-003329675493;74:07401:8:PV-004996707188;74:07402:5:PV-003330311932;
O=c1[nH]c(=O)c2ccccc2[nH]1,303,74:07400:6:PV-002819488758;74:07401:0:PV-002819545643;74:07401:7:PV-004996649880;
Cc1c[nH]nc1C,284,74:07400:6:PV-002309012511;74:07400:7:PV-001987672735;74:07401:0:PV-003329791892;
O=S1(=O)CC2CC1CN2,49,74:07400:6:PV-003329676469;74:07401:6:PV-002819622830;74:07403:2:PV-004998107542;
c1ncc2scnc2n1,37,74:07400:6:PV-002819489287;74:07401:6:PV-002819614074;74:07407:3:PV-002820372833;
C1=NCC2(CC2)N1,23,74:07400:6:PV-002819489376;74:07400:7:PV-002819494991;74:07402:1:PV-002819687023;
c1[nH]nc2c1CCNC2,79,74:07400:6:PV-003329677350;74:07400:7:PV-002819502667;74:07401:3:PV-003329909153;
O=c1[nH]c2cccnc2[nH]1,457,74:07400:6:PV-003329677663;74:07400:7:PV-002257263983;74:07400:7:PV-002819495896;
C1CC2(CCOCC2)N1,20,74:07400:6:PV-002819489610;74:07415:4:PV-005010465399;74:07418:3:PV-002821832439;
Cc1ccc(O)c(C)n1,198,74:07400:6:PV-003329677703;74:07402:9:PV-003330445106;74:07402:9:PV-003330445107;
Cn1cc2c(n1)CCS(=O)(=O)C2,63,74:07400:6:PV-002464260144;74:07404:5:PV-002360845388;74:07405:0:PV-002153856268;
O=C1C2CCCC1COC2,29,74:07400:6:PV-002309012659;74:07410:7:PV-002820819429;74:07411:8:PV-002567987828;
CC1(C)CC(=O)CN1,16,74:07400:6:PV-003329678210;74:07402:1:PV-002819681699;74:07402:3:PV-003330249837;
Fc1cccc2ncccc12,324,74:07400:6:PV-003986296194;74:07401:1:PV-003329836188;74:07401:9:PV-002819661296;
c1ncc2[nH]cnc2n1,441,74:07400:6:PV-003329678452;74:07400:7:PV-003329710125;74:07401:1:PV-004995921584;
Clc1ccc(Cl)c2c1CCCC2,44,74:07400:6:PV-003329678780;74:07401:3:PV-003329895598;74:07409:3:PV-003987106914;
c1cnc2cncnc2c1,98,74:07400:6:PV-002819490121;74:07404:2:PV-002819969583;74:07405:0:PV-002820072811;
Cc1cn2ncnc2nc1C,25,74:07400:6:PV-002309012727;74:07406:4:PV-002257382964;74:07408:5:PV-002820532867;
FC1(F)CNCCO1,158,74:07400:6:PV-002819490221;74:07400:7:PV-004995576357;74:07401:1:PV-002819548835;
NC1CC2CC2C1,232,74:07400:6:PV-003329679302;74:07400:8:PV-004995678291;74:07401:5:PV-004996394429;
Cc1ccc2c(c1)CCCC2,299,74:07400:6:PV-003329679638;74:07400:6:PV-003329679639;74:07401:0:PV-003329786188;
Clc1cnc2ccsc2c1,147,74:07400:6:PV-003329679705;74:07400:6:PV-003329679706;74:07400:6:PV-003329679707;
O=c1[nH]c2ccccc2s1,347,74:07400:6:PV-002819490465;74:07400:7:PV-003329719511;74:07401:1:PV-002819557589;
O=S1(=O)CCNc2ccccc2C1,23,74:07400:6:PV-003329680168;74:07405:3:PV-002820114542;74:07406:9:PV-002820318529;
Cc1ncc2n1CCCC2,327,74:07400:6:PV-002819490704;74:07400:7:PV-003329711370;74:07400:8:PV-004995690093;
C1CCCCNCCCC1,129,74:07400:6:PV-003329680521;74:07400:7:PV-002819492776;74:07402:2:PV-002819698871;
CC1CNc2ncnn2C1,48,74:07400:6:PV-002819491175;74:07400:9:PV-004995804855;74:07401:5:PV-003329976183;
Cc1cnc2ncccc2n1,55,74:07400:6:PV-002102017616;74:07402:2:PV-002205544073;74:07404:1:PV-002153836571;
C1CNCC2(C1)CCSC2,42,74:07400:6:PV-003329681510;74:07401:3:PV-003329910770;74:07404:9:PV-003331156297;
O=c1[nH]ncc2cc(Cl)ccc12,11,74:07400:7:PV-002819491481;74:07410:5:PV-002820802308;74:07410:5:PV-002820807496;
OC1CC2CNCC2C1,43,74:07400:7:PV-002819491504;74:07404:6:PV-002820014409;74:07404:6:PV-002820014410;
Fc1cccc2c1CSCC2,7,74:07400:7:PV-003329682183;74:07401:5:PV-003329973930;74:07420:4:PV-003336441235;
O=C1CSc2ccccc2N1,458,74:07400:7:PV-002309012941;74:07400:7:PV-003329687545;74:07401:0:PV-002153774685;
O=C1CCc2c(Cl)cccc2N1,5,74:07400:7:PV-003329682633;74:07442:2:PV-002825013568;74:07462:3:PV-002827676984;
CC1CNCC2(CCCC2)O1,78,74:07400:7:PV-002412515607;74:07402:4:PV-002819719417;74:07404:5:PV-002464339149;
CC1(C)CCC(F)C1,40,74:07400:7:PV-002819491801;74:07400:7:PV-002819505268;74:07402:1:PV-004997063362;
Clc1cccc2c1CCCN2,14,74:07400:7:PV-003986297709;74:07403:4:PV-003330619581;74:07412:2:PV-001797053122;
OC1COC2(CNC2)CC1O,188,74:07400:7:PV-003329683796;74:07401:5:PV-003329972900;74:07401:6:PV-003330010639;
C1COCC2(C1)CCOCC2,66,74:07400:7:PV-002567759531;74:07401:2:PV-003329873923;74:07401:8:PV-004996676907;
Cn1ccc(=O)[nH]1,34,74:07400:7:PV-002309013082;74:07404:5:PV-002205590369;74:07413:7:PV-002821221486;
O=c1[nH]cnc2ccc(Cl)cc12,43,74:07400:7:PV-002819492585;74:07406:3:PV-003331633574;74:07406:5:PV-003331687441;
O=C1NCCCCNCC1(F)F,68,74:07400:7:PV-002819492602;74:07402:1:PV-002819689441;74:07403:6:PV-002819880594;
Nc1ccc2c(n1)CCC2,138,74:07400:7:PV-003329685389;74:07400:7:PV-003329701748;74:07401:9:PV-003330107268;
OC1CCC12CCOCC2,29,74:07400:7:PV-002257264014;74:07401:2:PV-002102029671;74:07401:9:PV-002819664575;
Cc1cncc2ccsc12,114,74:07400:7:PV-003329686036;74:07401:0:PV-003329800746;74:07401:0:PV-003329800747;
Clc1cccc2c1OCCN2,97,74:07400:7:PV-002412515782;74:07402:0:PV-004996936671;74:07402:3:PV-004997156508;
CC1CCCCCCN1,90,74:07400:7:PV-002819492977;74:07403:9:PV-002819928228;74:07404:3:PV-002819977386;
C1=NCC2CCCCC2N1,44,74:07400:7:PV-002819493252;74:07401:5:PV-002819608957;74:07406:7:PV-002820303373;
CC1CC2(CCNCC2)CN1,258,74:07400:7:PV-001231627691;74:07401:1:PV-004995938736;74:07401:2:PV-003329867478;
c1cc2c(s1)CCCCC2,219,74:07400:7:PV-000545301935;74:07401:1:PV-003329838192;74:07404:3:PV-001139011671;
O=c1[nH]c2ccccc2c2sccc12,17,74:07400:7:PV-002412515858;74:07401:5:PV-003329975149;74:07407:5:PV-002820408614;
NC1CNCC12CCS(=O)(=O)CC2,43,74:07400:7:PV-002819493492;74:07401:3:PV-002819572218;74:07401:3:PV-002819575253;
Clc1cccc2c1OCCCO2,212,74:07400:7:PV-002257264119;74:07401:7:PV-002567781782;74:07402:5:PV-003330313918;
NC1CCC2(CC1)CC2,201,74:07400:7:PV-003329687688;74:07401:0:PV-003329785705;74:07401:0:PV-003329796348;
CC1CNc2ccccc21,249,74:07400:7:PV-002412515889;74:07400:7:PV-003329721616;74:07400:8:PV-002205514759;
Nc1ccn2nccc2n1,47,74:07400:7:PV-003329687956;74:07401:6:PV-002819617355;74:07402:9:PV-004997781558;
O=S1(=O)CCC2(CCCCO2)CC1,57,74:07400:7:PV-003986298945;74:07404:7:PV-003331066242;74:07408:2:PV-002820499485;
Fc1cc(Cl)cc2c1NCCC2,39,74:07400:7:PV-002819494146;74:07401:8:PV-002819644095;74:07401:8:PV-003330091064;
CC12CCC(C1)OC2,264,74:07400:7:PV-002819494229;74:07400:7:PV-002819494230;74:07400:9:PV-002819520362;
CC1(C)CNC2CCCC21,188,74:07400:7:PV-003329689849;74:07400:8:PV-003329754611;74:07401:1:PV-003329830113;
Cc1ccnc2c(Cl)cccc12,76,74:07400:7:PV-003329690185;74:07401:6:PV-002819626878;74:07406:1:PV-002820218978;
N=S1(=O)CCC(N)CC1,20,74:07400:7:PV-002819494666;74:07408:6:PV-003332419799;74:07408:7:PV-005003732451;
Nc1cnsc1,112,74:07400:7:PV-003329690574;74:07401:6:PV-002819625201;74:07402:0:PV-002819678437;
C1CNCC2(C1)CCCO2,210,74:07400:7:PV-003329690973;74:07400:7:PV-003329710173;74:07401:0:PV-003329793344;
Fc1cc(F)c2c(c1)CCN2,87,74:07400:7:PV-003329691087;74:07401:2:PV-003329872793;74:07401:3:PV-002412529374;
Fc1cc(F)c2cccnc2c1,146,74:07400:7:PV-003329691609;74:07400:7:PV-003329710694;74:07401:2:PV-003329861535;
Clc1ccc2c(c1)NCCCS2,36,74:07400:7:PV-002819495068;74:07404:3:PV-002819982536;74:07408:4:PV-002820526659;
C1CCC2(CC1)CCCOC2,114,74:07400:7:PV-003329693191;74:07400:7:PV-002464261819;74:07400:9:PV-002819524018;
O=C1NCCn2cnnc21,139,74:07400:7:PV-002309013577;74:07402:4:PV-002360800981;74:07403:3:PV-003330596015;
CC1(C)CC2CCOC21,46,74:07400:7:PV-003329693418;74:07404:1:PV-004999127977;74:07405:9:PV-003331506823;
CC1COc2ccccc2N1,76,74:07400:7:PV-002412516287;74:07402:2:PV-002360798473;74:07403:3:PV-002309068180;
C1CCC2(CC1)CCOC2,273,74:07400:7:PV-002257264573;74:07401:2:PV-004996167791;74:07401:4:PV-003329944129;
OC1CC2CCC1CC2,71,74:07400:7:PV-002205512640;74:07401:7:PV-002819634510;74:07402:2:PV-002205543700;
Cc1ccc2scnc2c1C,149,74:07400:7:PV-002819496512;74:07402:3:PV-003330268534;74:07402:3:PV-003330268535;
C1=NC2CCCCCC2N1,78,74:07400:7:PV-002819496545;74:07404:7:PV-002820034380;74:07405:1:PV-002820085034;
Cc1cccc2nccc(=O)n12,18,74:07400:7:PV-002464261151;74:07402:8:PV-002309057020;74:07405:4:PV-005000300429;
NC1CNCCOC1,24,74:07400:7:PV-003329695273;74:07401:0:PV-003329791005;74:07401:5:PV-003329980930;
Cc1ccn2cncc2c1,236,74:07400:7:PV-003329695549;74:07401:8:PV-000492971371;74:07402:4:PV-002257301010;
c1ncc2c(n1)CC1CCC2N1,14,74:07400:7:PV-003329696568;74:07410:4:PV-003333007492;74:07416:1:PV-002821537290;
CC1CNCC1O,58,74:07400:7:PV-002819497384;74:07400:7:PV-003329697504;74:07400:7:PV-002819497385;
Cc1ncc2cnn(C)c2n1,23,74:07400:7:PV-002516010384;74:07408:6:PV-002464423959;74:07415:3:PV-002205812075;
Cc1cccc2c1NCCC2C,37,74:07400:7:PV-002819497510;74:07402:8:PV-002205556981;74:07406:1:PV-002820211139;
CC1NCCC1O,399,74:07400:7:PV-003329698265;74:07400:7:PV-003329698266;74:07401:0:PV-003329813369;
CC1CNc2cnccc21,112,74:07400:7:PV-003986301852;74:07403:3:PV-002819846124;74:07403:6:PV-003330694512;
Oc1nc2nc(Cl)ncc2[nH]1,51,74:07400:7:PV-002102018634;74:07403:0:PV-002102067099;74:07403:5:PV-002153824997;
CC1(C)CNc2cnccc21,61,74:07400:7:PV-002819497929;74:07401:7:PV-002819633441;74:07403:4:PV-002819861603;
Clc1ccc2c(c1)CNCC2,282,74:07400:7:PV-002819498190;74:07401:0:PV-002567767002;74:07403:1:PV-004998024586;
Cc1c(F)ccn2ccnc12,155,74:07400:7:PV-003329699964;74:07400:7:PV-003329703522;74:07402:1:PV-003330195287;
Clc1cccc2scc(Cl)c12,47,74:07400:7:PV-002819498466;74:07406:2:PV-005001193700;74:07412:3:PV-005007356337;
Clc1ccnc2sccc12,207,74:07400:7:PV-003329700224;74:07402:2:PV-002819692609;74:07402:5:PV-002819744260;
CC1OCCCO1,27,74:07400:7:PV-002257264906;74:07402:4:PV-002516046649;74:07403:7:PV-003330748986;
Clc1ccnc2c1NCC2,92,74:07400:7:PV-003329700401;74:07402:8:PV-003330429041;74:07403:5:PV-003330660207;
C1CC2OCCC2O1,416,74:07400:7:PV-003329700516;74:07400:9:PV-003329763624;74:07401:0:PV-003329796689;
Fc1ccc2sccc2c1F,88,74:07400:7:PV-003329701154;74:07400:7:PV-003329702439;74:07401:0:PV-003329797918;
Clc1ccc2c(Cl)csc2c1,41,74:07400:7:PV-002819498951;74:07401:7:PV-004996566484;74:07410:2:PV-002464456195;
CC1CCC(=O)CC1,65,74:07400:7:PV-002819499173;74:07401:1:PV-002360775294;74:07405:5:PV-002820140732;
Clc1ccc2c(c1)CC2,370,74:07400:7:PV-003329702092;74:07401:0:PV-002819533378;74:07401:0:PV-002819533379;
O=C1NC2CNCC1COC2,33,74:07400:7:PV-003329702517;74:07402:5:PV-003986475011;74:07405:6:PV-003331397357;
ClC1=CCCc2ncccc21,20,74:07400:7:PV-003329703066;74:07407:5:PV-002820405460;74:07415:2:PV-002821420556;
C1CC23CNCC2(C1)CNC3,136,74:07400:7:PV-002819499815;74:07401:2:PV-002819571080;74:07401:8:PV-004996818894;
Cc1ccnc2[nH]ccc12,158,74:07400:7:PV-002205513184;74:07400:8:PV-002257266895;74:07401:0:PV-002205520557;
c1cc2cnncc2o1,15,74:07400:7:PV-002205513199;74:07410:2:PV-002102212817;74:07418:2:PV-002412875709;
C1CCC2(CCOCC2)OC1,140,74:07400:7:PV-003329704414;74:07401:1:PV-003329842903;74:07401:2:PV-004996084811;
CC1CNc2ccnn2C1,99,74:07400:7:PV-002819500280;74:07401:0:PV-002819535923;74:07401:7:PV-004996550811;
Cc1nc2c(F)cccc2o1,90,74:07400:7:PV-002819500295;74:07400:9:PV-002819527156;74:07408:0:PV-002820467734;
Cc1cnc(N)nc1C,115,74:07400:7:PV-002819500313;74:07401:9:PV-002819657557;74:07402:3:PV-003986453393;
Cc1ccc2c(c1)CCNC2,90,74:07400:7:PV-002309014300;74:07401:1:PV-003329832976;74:07402:2:PV-002309046283;
Cc1cn2nccc2c(=O)[nH]1,116,74:07400:7:PV-003329705575;74:07401:6:PV-002205531086;74:07401:7:PV-002309034734;
C1CC2OCCC2CN1,29,74:07400:7:PV-003329705633;74:07404:0:PV-004998997833;74:07408:3:PV-003332319720;
O=C1CCOc2ccc(Cl)cc21,45,74:07400:7:PV-002102019072;74:07400:8:PV-002153769106;74:07402:1:PV-002153795121;
Cc1n[nH]c2nc(O)ccc12,100,74:07400:7:PV-003329706610;74:07401:2:PV-002819560032;74:07402:7:PV-004997611242;
CC1(C)CCC(N)C1,83,74:07400:7:PV-003329706731;74:07401:6:PV-003330031591;74:07402:8:PV-003330417638;
OC1CC2N=CNC2C1,26,74:07400:7:PV-003329706805;74:07429:3:PV-003339499527;74:07434:4:PV-003341254286;
Clc1cc[nH]n1,199,74:07400:7:PV-003329707892;74:07400:7:PV-002360767423;74:07400:8:PV-004995645959;
Nc1cc(=O)[nH]cn1,108,74:07400:7:PV-002153767576;74:07402:2:PV-002819697008;74:07402:3:PV-003330251769;
c1[nH]nc2c1CCCN2,43,74:07400:7:PV-002819502223;74:07403:8:PV-002819916363;74:07404:0:PV-002819938688;
Fc1cccc2ncsc12,69,74:07400:7:PV-002819502321;74:07403:3:PV-002102072811;74:07403:7:PV-004998588141;
Clc1cccc2c1CCNC2,212,74:07400:7:PV-003329709901;74:07400:9:PV-003329782471;74:07401:6:PV-003329993152;
Clc1ccc2c(c1)C=CCO2,27,74:07400:7:PV-003329710173;74:07404:3:PV-003330935099;74:07408:5:PV-003332399060;
FC1(F)CC2(CCOC2)C1,133,74:07400:7:PV-003329710737;74:07402:1:PV-004997105742;74:07402:9:PV-003330451594;
Nc1ccnc2ncnn12,39,74:07400:7:PV-002819502812;74:07402:2:PV-003330200050;74:07407:2:PV-005002180057;
Clc1ccc2c(c1)CCN2,120,74:07400:7:PV-002819502812;74:07401:1:PV-003329837827;74:07402:8:PV-002205555377;
O=S1(=O)CCC2(CCCN2)CC1,84,74:07400:7:PV-002309014648;74:07401:3:PV-002819573769;74:07404:4:PV-003330959553;
c1ccc2c(c1)Cc1scnc1-2,37,74:07400:7:PV-003329711753;74:07409:9:PV-002820727672;74:07410:9:PV-002360976387;
Cc1ccc2cccc(Cl)c2n1,57,74:07400:7:PV-003329711862;74:07402:1:PV-003330178992;74:07402:2:PV-002205544181;
O=c1[nH]ncc2c1oc1ccccc12,6,74:07400:7:PV-003329712439;74:07436:9:PV-003342108727;74:07440:7:PV-003343394376;
Cc1nc2c(s1)CCCC2,147,74:07400:7:PV-001596633463;74:07400:8:PV-004995694010;74:07400:8:PV-004995694011;
Cc1cnn2c1CCCC2,140,74:07400:7:PV-003329713234;74:07404:5:PV-002820010879;74:07405:3:PV-002820111813;
Nc1cncnc1Cl,116,74:07400:7:PV-003329713656;74:07400:7:PV-003329714567;74:07400:9:PV-004995790028;
Cc1ccc2c(c1)SCC2,94,74:07400:7:PV-002819503997;74:07402:8:PV-002819774863;74:07402:8:PV-002819774866;
Nc1ncnc2c1CNCC2,81,74:07400:7:PV-002819504017;74:07400:9:PV-004995750196;74:07402:2:PV-002819705506;
Fc1ccc2c(c1)NCCC2,170,74:07400:7:PV-003329714715;74:07401:6:PV-002412536477;74:07402:0:PV-002819667082;
O=C1CCC2=C(CCNC2)N1,31,74:07400:7:PV-002205513858;74:07402:4:PV-004997330444;74:07409:3:PV-002820649866;
C1Cc2[nH]nnc2CN1,22,74:07400:7:PV-002102019613;74:07403:5:PV-002205570084;74:07407:1:PV-003331893616;
CC1CCc2n[nH]cc2C1,267,74:07400:7:PV-003329715252;74:07401:3:PV-001628495444;74:07401:3:PV-001637196047;
Cc1cc(F)c2c(c1)CCCN2,37,74:07400:7:PV-002819504597;74:07402:7:PV-002819760374;74:07407:7:PV-002820432454;
FC1=CCCNC1,163,74:07400:7:PV-002638142254;74:07401:2:PV-003329863892;74:07401:2:PV-002257275359;
FC1(F)Cc2ccnn2C1,115,74:07400:7:PV-003329716468;74:07400:7:PV-003329716469;74:07400:7:PV-003329716470;
CC1(C)CCNCC(C)(C)N1,121,74:07400:7:PV-003329716934;74:07401:7:PV-002257286486;74:07401:7:PV-002819638871;
c1ccc2c3c(oc2c1)CCNC3,53,74:07400:7:PV-003329717024;74:07400:7:PV-003329717025;74:07401:9:PV-002819666099;
O=S1(=O)CCC(O)C1,362,74:07400:7:PV-003329717120;74:07400:7:PV-002516011684;74:07401:0:PV-002360773932;
O=C1NCCC2CCCN12,94,74:07400:7:PV-003329717472;74:07401:2:PV-003329871576;74:07401:2:PV-003329871577;
C1NC2CC12,55,74:07400:7:PV-003329718040;74:07402:9:PV-003330443120;74:07407:9:PV-003332168211;
Nc1ncon1,61,74:07400:7:PV-002819505538;74:07406:3:PV-003331615539;74:07410:0:PV-002412708451;
O=C1COCC2COCCN12,26,74:07400:7:PV-002360767588;74:07408:3:PV-002820511390;74:07411:3:PV-002257483915;
CC12CCC(CNC1)C2(C)C,197,74:07400:7:PV-002205514103;74:07400:8:PV-002819507899;74:07401:1:PV-002153775820;
Fc1cccc2[nH]ncc12,4,74:07400:7:PV-002819505867;74:07419:1:PV-005014320219;74:07459:8:PV-002827356230;
Clc1cccc2c1CCC2,446,74:07400:7:PV-002819506076;74:07400:7:PV-002819506077;74:07400:7:PV-002819506078;
Cc1c[nH]cc(C)c1=O,68,74:07400:7:PV-002412517857;74:07404:8:PV-002464347046;74:07406:3:PV-002412632309;
CC1NCCC1N,98,74:07400:7:PV-003329720346;74:07400:8:PV-003329740888;74:07401:8:PV-004996807985;
CC1(C)CCC2(CCN2)C1,85,74:07400:7:PV-003329720347;74:07401:8:PV-002819641968;74:07403:3:PV-002819846541;
C1CC12CNOC2,38,74:07400:7:PV-002309015215;74:07403:4:PV-004998304557;74:07403:6:PV-003330697297;
c1nc2c(o1)CCNC2,81,74:07400:7:PV-002819506431;74:07401:0:PV-003986326434;74:07402:0:PV-003330146429;
C1=NOC2CCCC12,99,74:07400:7:PV-003329720522;74:07402:0:PV-003330142147;74:07402:5:PV-002819734993;
CN1CCc2ccsc2C1,119,74:07400:7:PV-002819506616;74:07401:4:PV-004996283420;74:07401:5:PV-003329978931;
c1cn2c(n1)NCC2,71,74:07400:7:PV-002464262723;74:07405:2:PV-002567853491;74:07407:3:PV-002820382624;
CN1CCn2nccc2S1(=O)=O,73,74:07400:7:PV-002819506800;74:07400:9:PV-003329773489;74:07403:7:PV-003330726999;
FC1(F)C2CCCC1CCC2,30,74:07400:7:PV-002819506924;74:07401:8:PV-002819641572;74:07403:7:PV-003330747241;
C=C1CCCCN1,24,74:07400:7:PV-002819506964;74:07400:7:PV-002819506965;74:07406:7:PV-002820299441;
O=C1CCNc2ccc(O)cc21,61,74:07400:7:PV-003329722536;74:07400:9:PV-002516014923;74:07401:4:PV-002205528320;
CC1CNCC(C)N1C,95,74:07400:7:PV-002205514311;74:07400:9:PV-002819523101;74:07401:3:PV-003329890947;
O=c1nccc(Cl)[nH]1,38,74:07400:7:PV-002309015360;74:07405:3:PV-002516104836;74:07409:6:PV-003332749996;
Fc1cc2cc[nH]c2cc1F,179,74:07400:7:PV-002309015360;74:07400:8:PV-004995644110;74:07402:2:PV-002412547622;
CC1CNCCNC1,96,74:07400:7:PV-004995568872;74:07401:3:PV-003329915614;74:07402:0:PV-004996951476;
C1CCC2(CC1)COCCN2,85,74:07400:7:PV-004995570699;74:07400:8:PV-003329753748;74:07401:2:PV-002360777245;
C1CC2COCC1N2,63,74:07400:7:PV-004995573840;74:07404:3:PV-003330949884;74:07404:4:PV-002205588510;
CC1(C)CNCCc2ccccc21,70,74:07400:7:PV-004995574081;74:07401:1:PV-002257273597;74:07405:9:PV-003331490636;
Cc1ccc2c(c1)CNC2,111,74:07400:7:PV-004995574938;74:07401:3:PV-002819584890;74:07402:7:PV-002257306017;
CC1COCc2ccccc21,42,74:07400:7:PV-004995592759;74:07403:2:PV-004998106231;74:07404:9:PV-004999916320;
Clc1ncc2ccccc2n1,96,74:07400:7:PV-004995592994;74:07401:0:PV-002102025275;74:07401:5:PV-004996475686;
