fragment_smiles,occurences,example_ligands
Nc1nccn2cncc12,5,74:07408:0:PV-005003064513;74:07415:2:PV-002821428004;74:07433:8:PV-002823901673;
Fc1cc2cncnc2cc1Cl,7,74:07408:0:PV-002820468548;74:07408:7:PV-002820569310;74:07415:2:PV-002821422602;
Nc1cnns1,19,74:07408:0:PV-003332205244;74:07409:5:PV-003332721293;74:07418:0:PV-003335629042;
O=C1CCC2(CCNCC2)CC1,8,74:07408:0:PV-002820474740;74:07443:3:PV-002825159071;74:07463:3:PV-005059304543;
c1ccc2c(c1)nc1n2CCCN1,25,74:07408:1:PV-003332227045;74:07408:2:PV-003332269164;74:07410:0:PV-005005058884;
O=C1NCNC12CCCCC2,7,74:07408:1:PV-003332236194;74:07419:5:PV-003336146957;74:07432:3:PV-002823696700;
Cc1[nH]c(Cl)c2cn[nH]c(=O)c12,2,74:07408:1:PV-002820481569;74:07485:5:PV-002830754526;
O=c1[nH][nH]c2c1CCCC2,67,74:07408:1:PV-003332239468;74:07409:8:PV-003332807108;74:07412:4:PV-003333734135;
CC1CC(C)(C)N1,13,74:07408:1:PV-005003103177;74:07410:3:PV-005005355886;74:07411:8:PV-005006858533;
Cc1ccc2c(c1)CC(=O)N2,7,74:07408:1:PV-005003105866;74:07415:0:PV-003334589970;74:07417:9:PV-005013092897;
Cc1c2c(=O)[nH]ncc2c(Cl)n1C,13,74:07408:1:PV-005003113414;74:07419:5:PV-003336140152;74:07421:8:PV-002822294965;
c1nc2c([nH]1)C1(CCNC1)NCC2,6,74:07408:1:PV-005003121107;74:07408:7:PV-002820566070;74:07429:4:PV-002823306711;
CC1CNCCS(=O)C1,37,74:07408:2:PV-003987001930;74:07408:6:PV-002464423742;74:07409:3:PV-002257441716;
CN1CCCNC1=O,30,74:07408:2:PV-002820496993;74:07411:7:PV-002820956766;74:07411:7:PV-003333488967;
C1CNCC2(C1)COCCO2,27,74:07408:2:PV-002516165356;74:07409:1:PV-005004109899;74:07416:5:PV-003335107861;
Oc1ncnc2scnc12,16,74:07408:2:PV-003332288326;74:07435:1:PV-005030543825;74:07435:7:PV-005031257169;
CN1C=NCC1(C)C,64,74:07408:3:PV-002820505760;74:07409:8:PV-002820705817;74:07411:5:PV-002820934917;
Cc1csc2c(C)cccc12,3,74:07408:3:PV-002820508099;74:07460:2:PV-003350095534;74:07476:8:PV-002829602473;
Oc1ccnc2cc(F)cc(F)c12,5,74:07408:3:PV-002820514071;74:07435:9:PV-002824175809;74:07448:0:PV-002825778170;
NC12CC3CC(CC(C3)C1)C2,9,74:07408:4:PV-002820519172;74:07421:5:PV-002822267622;74:07422:4:PV-002822383216;
Cc1c[nH]c2c1C(=O)CCC2,33,74:07408:4:PV-003332341996;74:07410:1:PV-003332940902;74:07414:1:PV-003334306911;
c1cc2nncn2cn1,13,74:07408:4:PV-002820522042;74:07424:5:PV-002822662380;74:07429:9:PV-002823386428;
Cn1ccc2c(O)ncnc21,11,74:07408:4:PV-002820523159;74:07412:7:PV-002821091052;74:07442:4:PV-002825044467;
CC1(C)CNCC2(CCCOC2)O1,15,74:07408:4:PV-002102177052;74:07413:6:PV-003334124771;74:07425:5:PV-003338204071;
C1SC2CNC1C2,42,74:07408:4:PV-002820526179;74:07409:4:PV-003332699938;74:07411:9:PV-003333542093;
CC1CN(C)c2ccccc2CN1,60,74:07408:4:PV-003332357082;74:07409:0:PV-002309185095;74:07409:3:PV-002102196317;
O=c1ccnc2[nH]ccn12,15,74:07408:4:PV-002820527705;74:07414:5:PV-002821331658;74:07421:2:PV-002822222743;
O=C1NCCCNC12CCC2,30,74:07408:4:PV-002360925817;74:07411:5:PV-003333405993;74:07413:2:PV-002568017514;
Cc1cc2c(cc1C)SCCC2,7,74:07408:4:PV-002820528699;74:07413:0:PV-003333911233;74:07420:3:PV-003336395387;
Cc1cnn2cnnc2c1C,3,74:07408:4:PV-002516169962;74:07430:6:PV-002568373755;74:07454:7:PV-003348187932;
Cc1nc[nH]c(=O)c1C,34,74:07408:4:PV-005003427607;74:07408:7:PV-005003735561;74:07421:6:PV-003336858307;
O=C1CCc2c(Cl)cccc21,5,74:07408:4:PV-005003478605;74:07433:0:PV-005028405836;74:07458:1:PV-005053964965;
CC1NCCc2cc(Cl)cc(Cl)c21,20,74:07408:5:PV-003332368341;74:07411:7:PV-003333467286;74:07411:7:PV-003333467287;
c1ccc2c(c1)NCC1(CCOCC1)O2,2,74:07408:5:PV-003332376882;74:07498:1:PV-002311010307;
c1ncc2c3c(sc2n1)CCC3,18,74:07408:5:PV-002153927714;74:07413:7:PV-002154034053;74:07430:9:PV-002309632949;
O=c1nc2[nH]cnc2c[nH]1,5,74:07408:5:PV-003332384646;74:07415:9:PV-003334899609;74:07443:1:PV-003344219147;
Clc1ccnc2c1CCCC2,3,74:07408:5:PV-002820541047;74:07466:3:PV-002828212025;74:07468:5:PV-002828508237;
FC1(F)CCNC2(CCC2)C1,10,74:07408:5:PV-003332394663;74:07430:5:PV-005025920593;74:07435:4:PV-005030886142;
FC1(F)CCCC2(CC1)OCCO2,11,74:07408:5:PV-003332397232;74:07417:6:PV-003335480498;74:07436:1:PV-002824203850;
CC1=CC=CCC1,4,74:07408:5:PV-003332399016;74:07411:3:PV-003333354772;74:07477:0:PV-003355839412;
Fc1ccc2c(c1)COCO2,55,74:07408:5:PV-003332399016;74:07409:2:PV-005004196636;74:07409:7:PV-003332784893;
Cc1cccc2c1C(=O)CO2,5,74:07408:6:PV-002820544996;74:07445:5:PV-002825452449;74:07455:1:PV-002826728558;
Fc1cccc2c1OCCO2,64,74:07408:6:PV-002820547533;74:07409:9:PV-002820718844;74:07409:9:PV-003332849614;
CC1(O)CNC1,18,74:07408:6:PV-002567922653;74:07423:0:PV-002822456432;74:07427:0:PV-002102557893;
OC1CC2(CNC2)n2ccnc21,10,74:07408:6:PV-003332411949;74:07422:3:PV-002822365768;74:07424:2:PV-002822616592;
Cc1oc2ncnc(N)c2c1C,6,74:07408:6:PV-005003715955;74:07408:6:PV-005003715956;74:07430:0:PV-003339723031;
C1CNC2CCC2N1,13,74:07408:6:PV-005003718180;74:07413:9:PV-005008980876;74:07415:9:PV-005011064555;
CN1CCC(=O)NC2CNCCC21,11,74:07408:6:PV-003332423597;74:07409:0:PV-003332539674;74:07435:0:PV-005030426042;
O=c1cc(Cl)[nH]c(=O)[nH]1,14,74:07408:6:PV-003987042655;74:07412:4:PV-003333713570;74:07413:5:PV-003334085712;
O=S1CCCC1,22,74:07408:7:PV-002820557814;74:07422:0:PV-002568197394;74:07422:1:PV-002412955864;
O=C1CCNc2ccc(F)cc21,3,74:07408:7:PV-002820558633;74:07449:3:PV-002825951096;74:07496:1:PV-002832164330;
CC1Cc2ccccc2C(=O)N1,9,74:07408:7:PV-002820560155;74:07420:3:PV-002822102978;74:07429:9:PV-005025329537;
Cc1ccc2c(c1)OC(C)C(=O)N2,6,74:07408:7:PV-003332443106;74:07427:1:PV-003338737743;74:07439:7:PV-003343074645;
CN1CC2(CNC2)C(F)(F)C1=O,43,74:07408:7:PV-002360930993;74:07413:2:PV-005008300213;74:07415:1:PV-003334634401;
C1=NCC2CNCCN12,13,74:07408:7:PV-002820562196;74:07415:3:PV-003334700747;74:07415:3:PV-003334700748;
Clc1cnc2[nH]cnc2c1,7,74:07408:7:PV-002820566411;74:07425:8:PV-002822832575;74:07425:8:PV-002822832576;
CC1(C)NCCC1O,12,74:07408:7:PV-003332463882;74:07412:3:PV-005007327027;74:07418:2:PV-005013357618;
Cc1ccc2c(c1)NCNS2(=O)=O,24,74:07408:7:PV-003332464227;74:07411:6:PV-003333445064;74:07415:0:PV-003334609499;
CN=S1(=O)CCCC2(CCCN2)C1,8,74:07408:7:PV-005003735281;74:07418:8:PV-005013938132;74:07422:6:PV-003337215152;
C1CC2(CCN1)CCO2,15,74:07408:8:PV-005003822019;74:07409:4:PV-005004480197;74:07422:2:PV-005017452147;
O=C1CCc2cc3c(cc21)CCC3,17,74:07408:8:PV-005003854128;74:07417:4:PV-002821714517;74:07424:5:PV-003988512936;
C1CCC2(CCSCC2)OC1,11,74:07408:8:PV-003332478310;74:07436:3:PV-005031857425;74:07437:5:PV-003989727786;
O=C1CC2(CCOC2)C1,21,74:07408:8:PV-002820574376;74:07410:8:PV-002820842390;74:07411:5:PV-002820936045;
CC1CNCCC1O,18,74:07408:8:PV-002820575781;74:07409:6:PV-003332761275;74:07410:1:PV-002257458475;
CC1(C)CC2OCCC2c2nncn2C1,3,74:07408:8:PV-003332484360;74:07435:2:PV-003341534538;74:07452:7:PV-003347523832;
CC1(C)CCc2nncn2C1,2,74:07408:8:PV-002820577201;74:07452:8:PV-002826421452;
Nc1nn[nH]n1,4,74:07408:8:PV-003332486309;74:07452:7:PV-002361832727;74:07477:9:PV-002829751213;
Cn1cnc2c3c(ccc21)NCCC3,21,74:07408:8:PV-003332487008;74:07413:6:PV-002464527371;74:07413:6:PV-002821219526;
CN1CC2CCCN2C1=O,8,74:07408:8:PV-003332498728;74:07431:4:PV-005026802748;74:07434:7:PV-005030123301;
Nc1nccnc1Cl,42,74:07408:8:PV-002820583233;74:07410:2:PV-002820763433;74:07413:5:PV-002821199686;
C1CC2COCCC2N1,17,74:07408:8:PV-002820583325;74:07412:8:PV-002412765017;74:07420:6:PV-005015811495;
Cc1cncn1C,18,74:07408:9:PV-003332504044;74:07410:8:PV-002820843592;74:07413:8:PV-003334180849;
O=c1[nH]ccc2cc(Cl)ccc12,6,74:07408:9:PV-002820584277;74:07424:4:PV-003337808125;74:07426:5:PV-002822925392;
O=S1(=O)CCc2ncsc2C1,36,74:07408:9:PV-002464430199;74:07408:9:PV-003332510762;74:07409:4:PV-002567939251;
CC1(C)CC2(CNCCO2)CO1,26,74:07408:9:PV-002516179092;74:07412:6:PV-005007738216;74:07420:3:PV-003336420941;
CN1CCC2(CCNC2)C1,41,74:07408:9:PV-005003884237;74:07412:8:PV-005007815679;74:07412:8:PV-002464510080;
CN1CCC2(CCNCC2)CC1,47,74:07408:9:PV-005003904352;74:07414:4:PV-002821326895;74:07414:9:PV-003334578011;
CC1(C)OCC2CNCC21,36,74:07408:9:PV-005004001429;74:07409:0:PV-003332539904;74:07415:6:PV-005010746927;
O=c1cnc2ccc(Cl)cc2[nH]1,24,74:07408:9:PV-002205682391;74:07410:3:PV-005005381152;74:07410:7:PV-002412722053;
CC1=CCn2nnnc2N1C,16,74:07408:9:PV-003332531340;74:07417:4:PV-002309355704;74:07418:0:PV-003335612217;
c1cnc2c(c1)N1CCC(C1)N2,8,74:07409:0:PV-002820595577;74:07410:5:PV-002820799162;74:07425:0:PV-005020182949;
N=S1(=O)CCC2(CCN2)CC1,20,74:07409:0:PV-002820595729;74:07409:6:PV-002820681520;74:07413:4:PV-005008535233;
NC12CCC(CC1)OC2,13,74:07409:0:PV-003332540830;74:07415:5:PV-003334749312;74:07427:5:PV-003338871092;
O=c1cc2ccccc2n[nH]1,16,74:07409:0:PV-002820604245;74:07420:3:PV-002822094678;74:07423:3:PV-003337456870;
O=c1[nH]ncc2cccc(F)c12,6,74:07409:0:PV-003332561256;74:07431:2:PV-002823561525;74:07443:5:PV-005039143609;
CN1c2ccccc2NCC1(C)C,2,74:07409:0:PV-002820607393;74:07493:8:PV-002831848832;
O=C1CCCCc2ocnc21,13,74:07409:0:PV-003332565370;74:07411:7:PV-003333468988;74:07416:7:PV-005011865205;
C1CNCC2(C1)CCN2,2,74:07409:0:PV-003332567041;74:07412:1:PV-005007209867;
C1CCC2(CCSC2)OC1,6,74:07409:0:PV-005004036175;74:07414:8:PV-002361056378;74:07463:2:PV-005059096270;
c1cn2c(n1)SCCC2,38,74:07409:1:PV-002820611699;74:07410:6:PV-002820817267;74:07415:2:PV-003334663187;
CN1CCNS1(=O)=O,16,74:07409:1:PV-002820614286;74:07417:0:PV-005012152022;74:07425:0:PV-003338014061;
OC1CC2CC1CN2,37,74:07409:1:PV-003332588312;74:07410:0:PV-003332882448;74:07412:8:PV-003987429645;
O=C1CN=CN1,26,74:07409:1:PV-002360939567;74:07414:5:PV-002361048762;74:07415:0:PV-002821391515;
Cc1cc2cnccc2o1,10,74:07409:1:PV-002820619530;74:07411:6:PV-003333446930;74:07411:9:PV-002820982483;
O=c1cc(O)nc[nH]1,5,74:07409:1:PV-002102191961;74:07438:6:PV-003342679085;74:07440:0:PV-002465067705;
C1COCC2(C1)CNC2,23,74:07409:2:PV-003332610481;74:07409:3:PV-003332633012;74:07414:1:PV-003334308143;
O=S1(=O)CCCC2(CCN2)C1,30,74:07409:2:PV-003332617322;74:07411:7:PV-003333475605;74:07415:0:PV-002821405977;
O=c1[nH]c2c(s1)CCCCC2,9,74:07409:2:PV-002820630021;74:07430:1:PV-002823410135;74:07433:2:PV-003340841197;
O=C1CC2CCCC2CN1,3,74:07409:2:PV-005004222985;74:07497:4:PV-005093985409;74:07498:0:PV-005094566210;
c1n[nH]c2c1C1CCCC(C2)N1,14,74:07409:2:PV-002820632469;74:07410:8:PV-005005879373;74:07424:2:PV-005019553415;
Cc1cc(=O)n(C)c2ccccc12,2,74:07409:2:PV-002820633904;74:07429:5:PV-002823333099;
O=c1cnc(Cl)c[nH]1,4,74:07409:3:PV-002820635843;74:07454:4:PV-002826635244;74:07457:4:PV-002827029235;
Nc1ccnc2c1CNCC2,19,74:07409:3:PV-002464438177;74:07413:9:PV-002464533234;74:07416:2:PV-002154085075;
O=c1[nH]cnc2ccoc12,10,74:07409:3:PV-003332645780;74:07413:9:PV-002821255407;74:07424:9:PV-003337982411;
Cn1c2ccccc2c2nc[nH]c(=O)c21,9,74:07409:3:PV-002820649326;74:07419:2:PV-002821948972;74:07429:4:PV-002823316576;
Cc1nc2nccc(=O)n2[nH]1,6,74:07409:3:PV-003332673190;74:07452:6:PV-003347490476;74:07471:9:PV-005068046476;
c1ccc2c(c1)[nH]c1ncccc12,4,74:07409:3:PV-002820650583;74:07416:2:PV-002821554035;74:07442:6:PV-002825061873;
O=S1(=O)CC2CCCN1C2,45,74:07409:4:PV-005004449015;74:07416:5:PV-003335110656;74:07421:7:PV-002822282346;
Cc1ccc2c(n1)CCCC2=O,24,74:07409:4:PV-002820654332;74:07409:8:PV-003332809055;74:07414:7:PV-002821353984;
Cc1nnc2cccnn12,10,74:07409:4:PV-002820656090;74:07415:9:PV-002821520538;74:07424:4:PV-002822648293;
Cc1cc2nncn2c2ccccc12,7,74:07409:4:PV-002820657277;74:07418:6:PV-003335833146;74:07433:2:PV-002464929207;
C1=NCC2(CCNC2)N1,9,74:07409:4:PV-003332698906;74:07413:3:PV-003334016554;74:07423:3:PV-003337447952;
Nc1ncc2c(n1)CC1CCC2N1,19,74:07409:4:PV-002820661111;74:07412:9:PV-002821121828;74:07422:2:PV-002822349991;
Fc1cccc2nc[nH]c12,5,74:07409:5:PV-002820662658;74:07415:6:PV-005010695864;74:07450:0:PV-002826056364;
c1nc2c([nH]1)C1(CCNCC1)NCC2,4,74:07409:5:PV-002464442571;74:07428:3:PV-002823163542;74:07435:8:PV-003341709822;
O=C1NCCCc2ncsc21,25,74:07409:5:PV-005004529200;74:07414:1:PV-003334274063;74:07415:1:PV-002821408305;
O=C1CC2CCCC(C1)C2,12,74:07409:5:PV-005004553964;74:07409:8:PV-002820709449;74:07414:4:PV-003334410326;
CC1CNCCS1=O,17,74:07409:5:PV-005004615780;74:07411:8:PV-003333491000;74:07413:0:PV-003333936396;
C1CC2COCC3(CNCOC3)N2C1,6,74:07409:5:PV-005004619618;74:07409:5:PV-005004619619;74:07490:9:PV-002362616456;
CC12CC3CC(C)(C1)CC(N)(C3)C2,4,74:07409:6:PV-003332736099;74:07458:6:PV-003349540666;74:07472:7:PV-003354365711;
C1CNC2(CCC2)OC1,13,74:07409:6:PV-002820676719;74:07434:5:PV-002823996731;74:07434:5:PV-002823996732;
O=C1CC2(CCNCC2)CCN1,14,74:07409:6:PV-003332742895;74:07422:4:PV-003337127233;74:07430:1:PV-003339782213;
Oc1ncnc2nc[nH]c12,7,74:07409:6:PV-002820685357;74:07426:3:PV-002822894454;74:07440:0:PV-002824723515;
c1ccc2c(c1)COC21CCNC1,15,74:07409:7:PV-005004718845;74:07418:6:PV-005013824409;74:07429:8:PV-005025190266;
Fc1cc(Cl)c2[nH]ccc2c1,57,74:07409:7:PV-005004738631;74:07412:6:PV-005007680912;74:07413:7:PV-005008745475;
c1nncnn1,15,74:07409:7:PV-002567945233;74:07415:8:PV-002257574190;74:07426:7:PV-002464793944;
O=C1NCCn2cccc21,7,74:07409:7:PV-003332792241;74:07426:3:PV-002822896824;74:07429:4:PV-002823311467;
CN1C2CCNCC1CC2,20,74:07409:7:PV-003332805073;74:07410:4:PV-002102217847;74:07410:8:PV-003333160186;
Cn1cc2nc[nH]c(=O)c2n1,13,74:07409:7:PV-002820701581;74:07418:7:PV-002821884117;74:07420:3:PV-002822096155;
O=c1cc[nH]c2c(F)cccc12,10,74:07409:7:PV-003332806059;74:07413:6:PV-003334127382;74:07422:3:PV-003337093727;
CC1(C)CNc2ccccc2C(=O)N1,17,74:07409:8:PV-002820704310;74:07414:5:PV-002821332479;74:07422:8:PV-002822434946;
O=C1CCCc2cc(Cl)ccc2N1,11,74:07409:8:PV-002464448219;74:07412:5:PV-002102260375;74:07424:6:PV-003337890581;
Cc1cccc2ccncc12,22,74:07409:8:PV-003332820868;74:07412:3:PV-003333674558;74:07414:6:PV-003334446886;
Clc1cc(Cl)c2c(Cl)csc2c1,7,74:07409:8:PV-002516197684;74:07411:5:PV-005006666789;74:07416:6:PV-005011767342;
Cc1cn2ncsc2n1,8,74:07409:8:PV-002567947671;74:07412:2:PV-002567997737;74:07415:4:PV-002821453508;
Cc1cc(=O)[nH]c(=O)n1C,14,74:07409:8:PV-005004828333;74:07419:5:PV-002821992357;74:07423:1:PV-002822468336;
NC1CCNc2cc(F)ccc21,24,74:07409:8:PV-005004842122;74:07411:2:PV-005006238862;74:07411:9:PV-002820989113;
Cc1nn(C)c2c1NCCO2,16,74:07409:8:PV-005004886828;74:07430:7:PV-003339969067;74:07431:0:PV-005026397142;
NC12CCC(CC1)CC2,9,74:07409:9:PV-002820715553;74:07427:5:PV-003338887063;74:07429:1:PV-003339416594;
CC12CC3CC(C1)CC(F)(C3)C2,19,74:07409:9:PV-002820716018;74:07416:9:PV-002821646059;74:07419:0:PV-002821928753;
OC1CCNCC1F,23,74:07409:9:PV-002820718090;74:07412:8:PV-003333847209;74:07413:0:PV-002568014012;
Cc1cc2c(=O)[nH]nnc2s1,6,74:07409:9:PV-003332848277;74:07434:3:PV-002823960127;74:07435:8:PV-003341728475;
Cc1cc(C)c2c(=O)[nH]n(C)c2n1,6,74:07409:9:PV-002820722280;74:07432:0:PV-002309656312;74:07432:7:PV-005028130964;
Cc1ccnc2onc(C)c12,5,74:07409:9:PV-003332858810;74:07429:9:PV-003339693059;74:07446:9:PV-002825633809;
CC1(C)CC2CCCCC21,11,74:07409:9:PV-003332867439;74:07415:7:PV-003334822617;74:07417:3:PV-003335376800;
CC1(C)CNC(=O)CN1,23,74:07409:9:PV-002412706387;74:07411:4:PV-003333376810;74:07421:6:PV-003336869305;
CC12CNCC1(C)COC2,58,74:07409:9:PV-003332870839;74:07414:6:PV-005009817215;74:07414:8:PV-002568049770;
Cc1cn2cccc(Cl)c2n1,30,74:07410:0:PV-003332887388;74:07413:2:PV-003333975296;74:07417:0:PV-003335294553;
Cc1ccnc(F)n1,25,74:07410:0:PV-005005004698;74:07410:0:PV-005005030816;74:07414:2:PV-005009319108;
Cc1cc(=O)n2c(n1)CCCC2,13,74:07410:0:PV-005005016737;74:07426:7:PV-002822950061;74:07433:9:PV-005029359130;
Cc1nc2c3ccccc3ncn2n1,6,74:07410:0:PV-005005061540;74:07415:1:PV-003334632567;74:07425:9:PV-003338319058;
O=C1NCN2CCc3ccccc3C12,3,74:07410:0:PV-003332898304;74:07482:2:PV-002830318070;74:07487:8:PV-002831055191;
Cc1ccc2ccsc2n1,7,74:07410:0:PV-002820741058;74:07430:0:PV-002309614857;74:07453:3:PV-002826490909;
Nc1cnn2cccnc12,4,74:07410:0:PV-002820741473;74:07469:3:PV-002828616239;74:07479:1:PV-005075246952;
CC1CCNCCS1=O,27,74:07410:1:PV-003332909978;74:07419:2:PV-002361146352;74:07420:9:PV-002464676256;
Cc1ccc2c(c1)CNC(C)(C)C2,27,74:07410:1:PV-002567952522;74:07418:7:PV-002154136321;74:07418:8:PV-005013974155;
Oc1cccc2ccsc12,76,74:07410:1:PV-003332911713;74:07410:1:PV-003332911714;74:07410:1:PV-005005190916;
O=c1[nH]c(=O)c2cc(F)c(F)cc2[nH]1,13,74:07410:1:PV-002820743426;74:07414:0:PV-002821260630;74:07417:4:PV-002821720121;
O=C1CC2(CNC2)n2ccnc2N1,15,74:07410:1:PV-002257458567;74:07427:4:PV-002257812574;74:07434:0:PV-002568444093;
Cc1nn2c(ncc3ccccc32)c1Cl,17,74:07410:1:PV-002257458644;74:07422:6:PV-003337202144;74:07427:4:PV-003338832643;
Oc1c(Cl)cnc2ccccc12,5,74:07410:1:PV-003332935662;74:07417:0:PV-002821671161;74:07479:4:PV-005075557137;
c1ccc2nc3c(cc2c1)CCC3,14,74:07410:1:PV-003332936292;74:07411:0:PV-002464472518;74:07414:4:PV-003334405587;
O=c1nc[nH]c2cc(F)ccc12,8,74:07410:1:PV-002257459255;74:07421:8:PV-002257698508;74:07424:1:PV-002154246902;
O=S1(=O)CCC2(CCNCCO2)C1,23,74:07410:1:PV-002820753649;74:07421:2:PV-002822226810;74:07422:9:PV-002822443355;
Cc1cn2c(n1)C(C)NCC2,18,74:07410:1:PV-005005169750;74:07420:6:PV-002822136831;74:07421:9:PV-002822313619;
NC1COc2ccccc21,7,74:07410:1:PV-005005206602;74:07432:7:PV-005028128586;74:07439:9:PV-005035431042;
Cc1ccc2c(c1)C(O)CO2,5,74:07410:2:PV-005005263714;74:07416:8:PV-003335226359;74:07425:5:PV-002822797302;
C1=NOC2(C1)CCNCC2,10,74:07410:2:PV-003332943984;74:07422:2:PV-002822349107;74:07447:2:PV-002825673126;
CN1CNC2(CCCCC2)C1=O,4,74:07410:2:PV-002820763955;74:07422:6:PV-003337204089;74:07433:3:PV-005028754599;
CN1C(=O)COC12CCNCC2,28,74:07410:2:PV-003332966573;74:07411:9:PV-005007010033;74:07415:7:PV-003334834608;
Cc1cc(O)nc(O)n1,27,74:07410:3:PV-002820770382;74:07412:7:PV-002154012765;74:07412:8:PV-005007874807;
Cn1cnc2c1CCNC21CCOCC1,3,74:07410:3:PV-003332993237;74:07411:9:PV-003333558286;74:07439:6:PV-003343022754;
O=S1(=O)Cc2c(Cl)cccc2N1,15,74:07410:3:PV-002820774779;74:07416:4:PV-003335073171;74:07425:4:PV-005020761092;
O=c1cnc2cccnc2[nH]1,15,74:07410:3:PV-002820775558;74:07410:4:PV-002820793881;74:07424:0:PV-003337686552;
O=C1CC2(CCN1)CNC2,17,74:07410:3:PV-003332998297;74:07414:0:PV-003334260809;74:07427:1:PV-005022468959;
Cn1cnc2c(Cl)cccc21,36,74:07410:4:PV-002153965039;74:07410:9:PV-002257474333;74:07413:6:PV-002821220805;
Cc1nn(C)c2c1CCCC2,5,74:07410:4:PV-002820780793;74:07443:0:PV-003344195917;74:07456:8:PV-002826947804;
O=S1(=O)CC2CNCC(C2)C1,21,74:07410:4:PV-002820781396;74:07412:2:PV-003333634156;74:07420:5:PV-002822132310;
C1CC2(CCSCC2)N1,38,74:07410:4:PV-003333023779;74:07410:8:PV-005005898961;74:07410:9:PV-003333206915;
Clc1ccc2c(c1)CCCCC2,4,74:07410:4:PV-003333026646;74:07440:9:PV-003343478646;74:07458:2:PV-003349396472;
O=C1NC2CCC1CC2,20,74:07410:4:PV-003333026673;74:07410:8:PV-003333152250;74:07414:6:PV-003334472562;
Oc1ccnc2cccnc12,23,74:07410:4:PV-003333027902;74:07410:7:PV-003333140224;74:07442:7:PV-003344101452;
CC1NCCn2ccnc21,29,74:07410:4:PV-002820787628;74:07411:1:PV-005006219549;74:07411:6:PV-002820946862;
Nc1ncc2c(n1)CC1CCCC2N1,8,74:07410:4:PV-002820789599;74:07421:1:PV-002822203866;74:07438:3:PV-002824503200;
c1ccc2c(c1)NCC1CCC2C1,7,74:07410:4:PV-002820789991;74:07441:9:PV-002824978671;74:07450:5:PV-002826110309;
Cc1ccn2ncc(C)c2n1,37,74:07410:4:PV-002820790403;74:07415:1:PV-002821407092;74:07417:8:PV-002821774904;
Cc1cc2[nH]ccc(=O)n2n1,10,74:07410:4:PV-003333038152;74:07420:7:PV-003336537290;74:07420:7:PV-003336537291;
c1c2c(cc3c1CCCCO3)CCC2,7,74:07410:4:PV-002820792546;74:07420:1:PV-003336334025;74:07451:6:PV-003347130359;
CC1Cn2cccc2C(=O)N1,12,74:07410:4:PV-002820794054;74:07410:4:PV-002820794055;74:07419:6:PV-003336157713;
Fc1ccc2ncnn2c1,32,74:07410:4:PV-002309214416;74:07420:2:PV-003336362259;74:07424:6:PV-003337877163;
c1ccc2c(c1)CNC1(CC1)C2,9,74:07410:5:PV-005005491597;74:07414:7:PV-002821350903;74:07419:7:PV-002822018576;
OC1CCc2n[nH]cc2C1,1,74:07410:5:PV-005005502572;
C1CC2(CCN1)COC2,21,74:07410:5:PV-005005517831;74:07413:3:PV-005008420298;74:07414:1:PV-002361041666;
CC1CCn2cccc2C(=O)N1,4,74:07410:5:PV-003333092262;74:07413:7:PV-003334152833;74:07418:0:PV-003335609758;
CN1NC2(CCNCC2)NC1=O,2,74:07410:5:PV-002820798824;74:07423:0:PV-005018224277;
C1CNc2nnnn2C1,10,74:07410:5:PV-002412717898;74:07412:2:PV-005007303753;74:07423:6:PV-005018876310;
Clc1ccc2c(c1)OCC=C2,5,74:07410:5:PV-002820802011;74:07472:9:PV-002829089618;74:07491:0:PV-003360607777;
FC1(F)CC2CCCC(C2)C1,19,74:07410:5:PV-003333054375;74:07411:1:PV-003333273675;74:07411:1:PV-003333273677;
O=c1[nH]ncc2cc(O)ccc12,4,74:07410:5:PV-002820805174;74:07411:9:PV-002820983349;74:07433:3:PV-002823829720;
Oc1cc[nH]n1,19,74:07410:6:PV-002820808867;74:07419:2:PV-002821960068;74:07420:9:PV-002822179558;
Cc1nn2c(c1N)NCCC2,11,74:07410:6:PV-003333078699;74:07412:0:PV-002821003614;74:07427:9:PV-005023220776;
C1CC2CCOCC2CN1,38,74:07410:6:PV-002820813472;74:07410:9:PV-005005972099;74:07412:4:PV-002821053151;
CC1(C)NC(=O)C2(CCNCC2)N1,12,74:07410:6:PV-005005624172;74:07413:6:PV-005008704822;74:07419:0:PV-002821932829;
C1OC2CNCC2O1,31,74:07410:6:PV-005005685102;74:07420:4:PV-002568164749;74:07424:6:PV-002822673583;
Cn1ccc(=O)c(O)c1,35,74:07410:6:PV-005005687192;74:07411:1:PV-002820885654;74:07412:0:PV-002205744326;
O=C1COc2cccc(F)c21,8,74:07410:6:PV-005005732704;74:07432:6:PV-005028044634;74:07461:2:PV-005057068173;
Cc1coc2c(Cl)cccc12,69,74:07410:6:PV-003333102803;74:07414:7:PV-003334475807;74:07416:8:PV-005012000666;
c1cnc2ccc3nc[nH]c3c2c1,10,74:07410:7:PV-003333109789;74:07414:6:PV-003334459206;74:07418:1:PV-002821813662;
c1cc2n(c1)CCNC21CCC1,10,74:07410:7:PV-003333128076;74:07416:7:PV-003335168320;74:07417:6:PV-005012750942;
Cc1cc(N)n[nH]1,6,74:07410:7:PV-003333137799;74:07460:7:PV-005056692403;74:07480:4:PV-003357015543;
Cc1nc2ccccc2c(=O)o1,9,74:07410:7:PV-002820831090;74:07427:5:PV-003988792177;74:07428:5:PV-003339233917;
