fragment_smiles,occurences,example_ligands
CC1CCCCN1,16240,24:02400:0:Z3522586121;24:02400:0:Z4511278699;24:02400:0:Z2351604098;
c1cn2c(n1)NCCC2,66,24:02403:3:Z4168837165;24:02405:7:Z4359999062;24:02407:8:Z4359999584;
O=C1CCC(F)(F)CN1,107,24:02403:3:Z4257208842;24:02403:3:Z4257379147;24:02404:2:Z4255951716;
CC12CCCCC1CCC2,23,24:02403:3:Z3360234407;24:02421:4:Z3359564781;24:02421:4:Z3870777454;
Cn1ccc(=O)c2ccccc21,35,24:02403:3:Z2777488214;24:02403:3:Z2777430959;24:02403:3:Z2767747965;
O=C1CCS(=O)(=O)N1,11,24:02403:3:Z2478297469;24:02413:8:Z2918599858;24:02416:0:Z2478297350;
c1ccc2c(c1)CNC1(CC1)C2,13,24:02403:3:Z3654492484;24:02412:2:Z3654497391;24:02429:9:Z4273542808;
O=C1CNc2ccccc2N1,175,24:02403:3:Z1156869710;24:02404:1:Z4270063298;24:02404:7:Z4325518356;
CC1(C)CNCC2(CCCOC2)O1,62,24:02403:3:Z1959137444;24:02405:5:Z2433843122;24:02408:0:Z1958904623;
Fc1cc(F)c2ccoc2c1,74,24:02403:3:Z5052907275;24:02403:3:Z5052880970;24:02403:3:Z3894671627;
CC1CCNc2ccccc2N1,22,24:02403:3:Z1318042784;24:02406:6:Z3363827116;24:02410:9:Z5043260043;
O=c1[nH]cnc2cc3c(cc12)CCCC3,7,24:02403:3:Z3493092092;24:02403:8:Z3493090775;24:02427:0:Z3493092045;
Nc1cc(=O)[nH]cn1,30,24:02403:3:Z4115829273;24:02410:7:Z3390891658;24:02414:6:Z3058755009;
Cn1c(Cl)nc2ccccc21,6,24:02403:3:Z4782254878;24:02407:4:Z4908072271;24:02431:1:Z5061395764;
O=c1[nH]cnc2ccc(Cl)cc12,78,24:02403:3:Z4314958369;24:02404:3:Z3318410522;24:02404:6:Z3798961643;
Fc1cccc2nc[nH]c12,7,24:02403:3:Z1527372196;24:02451:7:Z1816977930;24:02462:5:Z1527372864;
O=C1CNN1,42,24:02403:4:Z4278044129;24:02408:1:Z4278043939;24:02413:0:Z4278044327;
CN1CCC2(CC1)CC(O)CN2,76,24:02403:4:Z4975286583;24:02405:1:Z4599047444;24:02406:0:Z4599192910;
CC1C(=O)Nc2ccccc21,18,24:02403:4:Z3800199079;24:02417:5:Z2993773725;24:02425:3:Z2365355407;
O=S1(=O)CCCc2cc(F)ccc21,34,24:02403:4:Z3622824952;24:02417:0:Z1731217384;24:02419:9:Z1731222626;
Clc1cc2nc[nH]c2cc1Cl,35,24:02403:4:Z4471126712;24:02403:7:Z4488762706;24:02403:7:Z4488762791;
CN=S1(=O)CCC2(CC1)CNCCO2,24,24:02403:4:Z3415729806;24:02408:6:Z3416615901;24:02410:1:Z3415058203;
C=C1CCC(F)(F)CC1,24,24:02403:4:Z4387198588;24:02422:6:Z4387199736;24:02427:9:Z4387202286;
Nc1cncc2ccccc12,58,24:02403:4:Z4128376246;24:02405:6:Z4218491922;24:02405:8:Z4127035142;
CN1C(=O)CSC12CCNCC2,96,24:02403:4:Z1645643303;24:02403:6:Z2835110605;24:02404:9:Z2773911004;
CC1(C)OCc2ccccc2O1,65,24:02403:4:Z1712185116;24:02404:7:Z1704546202;24:02404:7:Z2772353564;
Cc1ccc(F)c(F)c1,17,24:02403:4:Z2169505822;24:02409:4:Z2040890066;24:02423:0:Z2040890367;
Cc1cc(C)c2c(c1)CCCCO2,12,24:02403:4:Z1904990611;24:02414:4:Z2444257934;24:02439:8:Z2699831469;
Cc1cc(C)c2c(c1)CCCN2,31,24:02403:4:Z1324603781;24:02406:0:Z1324604017;24:02407:4:Z1966846918;
O=C1Cc2cccnc2N1,128,24:02403:4:Z3144613676;24:02405:0:Z2590329342;24:02405:1:Z3568286134;
Clc1ccc2cccnc2c1Cl,39,24:02403:4:Z4169459346;24:02405:6:Z2274212469;24:02405:7:Z2368241764;
O=c1[nH]nc(O)c2cc(F)c(F)cc12,3,24:02403:4:Z2790143955;24:02432:6:Z2790084003;24:02448:4:Z2982144726;
CC1NCC2CCCCC21,174,24:02403:4:Z4466657898;24:02403:5:Z4466660235;24:02404:3:Z4466658696;
Cc1nc2c3ccccc3ncn2n1,32,24:02403:4:Z2479788189;24:02412:9:Z1250415459;24:02413:6:Z2093223319;
Oc1cccc2ocnc12,22,24:02403:4:Z3639187927;24:02407:3:Z3639192644;24:02412:5:Z3639192449;
O=S1(=O)CCC2(CC1)CNCCO2,51,24:02403:4:Z4489948429;24:02405:1:Z4269003869;24:02406:3:Z3091561729;
Cc1nsc2cn[nH]c(=O)c12,3,24:02403:4:Z4133776152;24:02443:0:Z3629906029;24:02484:4:Z3629905591;
O=C1NCS(=O)(=O)c2ccccc21,4,24:02403:4:Z4504716562;24:02442:0:Z4169267912;24:02462:8:Z3506186139;
Cc1nn(C)c2c1CCCN2,98,24:02403:5:Z4253825062;24:02404:6:Z4258107319;24:02405:0:Z4253228266;
O=S1(=O)CCCNc2ccc(Cl)cc21,7,24:02403:5:Z2752946622;24:02414:9:Z4267934064;24:02431:6:Z4267934921;
CC1Cc2ccccc2C(=O)N1,6,24:02403:5:Z4863045270;24:02413:2:Z2763570182;24:02421:7:Z3506316869;
O=C1Nc2ccccc2S(=O)(=O)N1,18,24:02403:5:Z1899734792;24:02407:6:Z4306684479;24:02410:6:Z1348312688;
Cn1c(=O)[nH]c2ccsc21,25,24:02403:5:Z4216848739;24:02407:3:Z4216843662;24:02409:9:Z4216846816;
O=S1(=O)CCC2(CCCO2)CC1,71,24:02403:5:Z3078526706;24:02404:9:Z3090242513;24:02405:1:Z3361258591;
NC1CCNc2cc(F)ccc21,51,24:02403:5:Z4204128983;24:02405:5:Z4448724472;24:02408:8:Z4984684531;
O=c1[nH]ccc2cc(Cl)ccc12,4,24:02403:5:Z4000410190;24:02404:1:Z4000408812;24:02426:2:Z4000410236;
OC1CCNc2ncccc21,66,24:02403:5:Z4601671475;24:02403:8:Z4224867843;24:02404:8:Z4224886641;
Cc1nn2cnnc2nc1O,25,24:02403:5:Z3340989813;24:02409:4:Z1143248191;24:02414:4:Z1558669056;
O=c1[nH]ncc2ncsc12,19,24:02403:5:Z3339798166;24:02415:1:Z3339797820;24:02426:9:Z3254911284;
C1=Nc2ccccc2C1,33,24:02403:5:Z1229676826;24:02404:0:Z1229676980;24:02404:9:Z1229676137;
c1ccc2c(c1)nc1n2CCC1,25,24:02403:5:Z4077568163;24:02403:5:Z1677994167;24:02406:0:Z2915124342;
CC1(C)Cc2ccc(F)cc2C1,11,24:02403:5:Z4258494238;24:02414:6:Z4257012873;24:02415:8:Z4256855787;
Cc1ccc2nc(C)cn2c1,48,24:02403:5:Z4485758183;24:02405:7:Z4489607024;24:02405:7:Z4488856099;
Cc1cc2ccc(Cl)cc2c(=O)[nH]1,4,24:02403:5:Z4630071128;24:02412:4:Z4630071305;24:02465:8:Z4630071178;
Oc1ccc2cn[nH]c2c1,57,24:02403:5:Z2233665360;24:02406:2:Z2640146924;24:02407:4:Z2640146859;
CC1CCc2ccc(F)cc2C1,12,24:02403:5:Z3360958990;24:02404:2:Z2772294161;24:02405:7:Z4391607311;
Fc1ccc2cncnc2c1F,72,24:02403:5:Z3647930952;24:02406:9:Z4641800381;24:02406:9:Z3647421153;
Cn1ccc2nc[nH]c(=O)c21,9,24:02403:5:Z3484613079;24:02406:4:Z3505606658;24:02427:0:Z5022191702;
OC1CCCNc2ccc(F)cc21,20,24:02403:5:Z2635917374;24:02409:2:Z1832232518;24:02412:1:Z4282291898;
N=S1(=O)CC2CC1C2,29,24:02403:5:Z4096017480;24:02403:8:Z4096015422;24:02409:3:Z4248698728;
FC12COC(C1)C2,15,24:02403:5:Z5002913440;24:02403:5:Z5002910940;24:02405:2:Z5002914092;
c1nc2c([nH]1)C1(CCNC1)NCC2,26,24:02403:5:Z4033293438;24:02408:9:Z3346881896;24:02421:5:Z3364338178;
O=c1ccnc2[nH]ccn12,29,24:02403:5:Z3633877031;24:02406:2:Z3506243356;24:02411:3:Z4504725060;
Nc1nc2c(s1)CNCC2,10,24:02403:6:Z3828322735;24:02415:4:Z2968078004;24:02436:3:Z2610724016;
O=c1[nH]ccc2ccc(Cl)cc12,27,24:02403:6:Z3500641415;24:02404:1:Z4122181757;24:02405:5:Z4348954314;
O=C1NCCCC12CCC2,55,24:02403:6:Z3180057034;24:02410:3:Z3180062636;24:02410:5:Z3538354363;
NC1C2CC3CC(C2)CC1C3,6,24:02403:6:Z3511472058;24:02409:6:Z3518871437;24:02421:5:Z3512264253;
Nc1c[nH]c(=O)[nH]c1=O,72,24:02403:6:Z1988072064;24:02403:9:Z2500710766;24:02407:1:Z1269834334;
Cc1nc2cccnn2n1,127,24:02403:6:Z2092932333;24:02404:2:Z3395112848;24:02405:3:Z3832691987;
CC1(C)COc2ccnn2C1,25,24:02403:6:Z3620429750;24:02405:9:Z2916902099;24:02405:9:Z3864030407;
O=C1Nc2cc(F)ccc2NC12CCC2,2,24:02403:6:Z3649753657;24:02413:8:Z2873978473;
CC1(C)Cc2cnc(Cl)nc2C1,47,24:02403:6:Z4491957152;24:02406:7:Z4876485270;24:02408:4:Z4876483189;
Cc1nn(C)c(=O)[nH]1,69,24:02403:6:Z4137541921;24:02404:2:Z4134218433;24:02410:6:Z4134218514;
Cc1cc(=O)n2nccc2[nH]1,51,24:02403:6:Z2721758318;24:02403:8:Z4341440729;24:02404:0:Z4907110368;
O=S1(=O)N=CNc2ccccc21,14,24:02403:6:Z4218457655;24:02409:9:Z4066152687;24:02411:1:Z4218457179;
Cc1cncc(N)c1,9,24:02403:6:Z3715480278;24:02432:2:Z4223357901;24:02432:4:Z3511988600;
CC1Cn2nccc2C(=O)N1,88,24:02403:7:Z3053353163;24:02407:0:Z3051360244;24:02407:0:Z3045020276;
OC1CNC2(CNC2)C1,7,24:02403:7:Z4202194280;24:02444:6:Z4202195832;24:02480:0:Z4276755420;
Clc1ccnc2cnccc12,39,24:02403:7:Z4317570473;24:02408:5:Z4325600525;24:02418:4:Z4320699839;
O=C1CCNc2ccc(F)cc21,3,24:02403:7:Z1898012539;24:02406:2:Z1898010809;24:02495:4:Z3547572062;
Cn1[nH]c2ccccc2c1=O,25,24:02403:7:Z4030697528;24:02405:1:Z3345003425;24:02407:2:Z2951464764;
CC1Cc2ccccc2NC1C,27,24:02403:7:Z3208948524;24:02408:6:Z4126604762;24:02408:8:Z3208948578;
Clc1cnc2ccsc2c1,110,24:02403:7:Z2904362346;24:02403:8:Z2645195667;24:02404:5:Z2646052928;
Cc1ccnc2c(Cl)cccc12,29,24:02403:7:Z3594363781;24:02404:0:Z2765550889;24:02409:4:Z2767618931;
Cc1ccc2ccc(F)c(F)c2n1,29,24:02403:7:Z1849666657;24:02410:5:Z2368578686;24:02412:5:Z3795874694;
Cc1ccc(F)c2c1CCNC2,103,24:02403:7:Z3654957945;24:02408:2:Z4107636254;24:02408:3:Z3522899951;
OC1CNc2ncccc21,8,24:02403:7:Z4359356700;24:02424:0:Z4066110450;24:02424:0:Z4066110457;
Cc1nn(C)c(=O)[nH]c1=O,41,24:02403:7:Z4216868271;24:02406:2:Z4216871713;24:02406:6:Z4216868557;
Cc1nnc2scc(N)c2c1C,24,24:02403:7:Z3233699371;24:02404:4:Z3233695427;24:02405:1:Z3668137675;
C1CC2CC(C1)CC1(C2)OCCO1,29,24:02403:7:Z4347413216;24:02403:7:Z4347449815;24:02403:7:Z4214401102;
CC1CC(C)NCCN1,11,24:02403:7:Z3878763490;24:02411:0:Z3819510367;24:02413:9:Z4036170542;
c1ccc2c(c1)[nH]c1nncn12,23,24:02403:7:Z103052388;24:02407:4:Z3340008076;24:02408:3:Z275521654;
O=C1CN2CNC(=O)C2CN1,18,24:02403:7:Z3789005811;24:02404:4:Z3337581266;24:02405:7:Z3493045636;
CC1CCCc2sccc21,49,24:02403:7:Z4258708350;24:02404:5:Z2377917737;24:02406:8:Z4258639722;
Nc1nc[nH]c(=O)n1,70,24:02403:7:Z4262409751;24:02405:9:Z4274729983;24:02407:3:Z4260210678;
O=S1(=O)CCC2(CCNCC2)CC1,73,24:02403:7:Z2229472712;24:02405:5:Z3647904548;24:02406:1:Z2229473048;
Clc1ccc2c(Cl)csc2c1,33,24:02403:7:Z1510980256;24:02407:8:Z1444275645;24:02408:1:Z2440869941;
O=C1CC2CCC(C1)S2(=O)=O,48,24:02403:7:Z3202510527;24:02407:6:Z3202770677;24:02412:8:Z3611727616;
O=c1[nH]cnc2cn[nH]c12,27,24:02403:8:Z2832954728;24:02403:9:Z2769206558;24:02412:6:Z2832955233;
Clc1ccc2c(c1)C1(CCO2)CC1,13,24:02403:8:Z4733190751;24:02413:7:Z4769386604;24:02442:8:Z4734091868;
Nc1ccc(F)cn1,16,24:02403:8:Z4999856610;24:02405:3:Z5022018078;24:02418:0:Z4999856701;
Cc1nc2[nH]ccc(=O)n2n1,34,24:02403:8:Z4130061235;24:02403:8:Z4130099102;24:02403:8:Z4128423691;
CC1(C)CCC(=O)c2ccccc21,14,24:02403:8:Z3510963803;24:02405:4:Z3517649862;24:02405:6:Z3497255616;
CC1CCNC(=O)c2cccn21,19,24:02403:8:Z4453190721;24:02404:2:Z4000670284;24:02404:4:Z4000619977;
Cc1nn(C)c2c1C(=O)CCN2,32,24:02403:8:Z4366613758;24:02405:2:Z4366612691;24:02405:6:Z4366612976;
c1ccc2c(c1)C1CCC2NC1,20,24:02403:8:Z2852103877;24:02406:9:Z4084842265;24:02406:9:Z4084842276;
Cn1ncc2[nH]c(=O)ccc21,50,24:02403:8:Z3590916116;24:02403:8:Z3589366566;24:02403:8:Z3047503076;
Cc1ccc2c(c1)NCCCO2,57,24:02403:8:Z4112944558;24:02405:7:Z1620697375;24:02406:0:Z2362759797;
O=c1nc[nH]c2cc(Cl)ccc12,14,24:02403:8:Z1316733695;24:02429:1:Z2274320222;24:02429:1:Z4930604763;
O=C1NCNc2ccccc21,55,24:02403:8:Z2830804498;24:02404:1:Z2351267702;24:02404:9:Z3253992973;
c1cc2c(s1)C1(CCNCC1)OCC2,31,24:02403:8:Z3050556334;24:02407:4:Z1619956957;24:02408:9:Z2600021188;
CC1NS(=O)(=O)N(C)C1=O,51,24:02403:8:Z3341392823;24:02407:6:Z2274810262;24:02413:7:Z2478265199;
Cc1cn2nncc2cn1,11,24:02403:8:Z3637620423;24:02426:6:Z3637619711;24:02430:6:Z3637621062;
Clc1cc(Cl)c2c(c1)C=CCO2,29,24:02403:8:Z1564444974;24:02405:0:Z2164804199;24:02417:9:Z2977808983;
c1ccc2c(c1)CC1(CCNC1)C2,62,24:02403:8:Z1995400286;24:02405:1:Z1542775215;24:02407:4:Z1541998024;
CC1(C)CNc2ccccc2C1=O,14,24:02403:8:Z4360295307;24:02418:6:Z4360294827;24:02435:4:Z4360293641;
O=C1COc2cccnc2N1,176,24:02403:8:Z3496175669;24:02404:2:Z4217707438;24:02404:9:Z3293567076;
Cc1ncnc(O)c1C,52,24:02403:8:Z2850969933;24:02405:1:Z4151789126;24:02406:4:Z2346371933;
Cc1ccc2nc(C)n(C)c2n1,25,24:02403:8:Z3842422693;24:02410:9:Z3984855057;24:02410:9:Z3983395830;
c1nc2c([nH]1)CCC2,71,24:02403:8:Z2199294077;24:02404:5:Z2199289462;24:02405:2:Z2199299064;
Fc1cccc2c1CCCN2,106,24:02403:9:Z1362079207;24:02404:9:Z1635401526;24:02405:1:Z4112630800;
O=C1COc2ccccc21,45,24:02403:9:Z4223903607;24:02411:0:Z2614133820;24:02412:1:Z4185687232;
Fc1cc2[nH]ccc2cc1Cl,16,24:02403:9:Z3793612418;24:02403:9:Z3133186867;24:02412:2:Z2705384084;
C1CN2C3CCC(C3)C2CN1,71,24:02403:9:Z4251735304;24:02404:6:Z4251746724;24:02404:6:Z4251703466;
Cc1ccc2[nH]c(=O)[nH]c(=O)c2c1,16,24:02403:9:Z1503882091;24:02404:0:Z4080781405;24:02405:9:Z4080769191;
c1ccc2c(c1)ncc1nnnn12,49,24:02403:9:Z3870059237;24:02405:7:Z3870516528;24:02407:1:Z3870135743;
Cc1nc2c([nH]1)C1CCCNC1CC2,16,24:02403:9:Z3255459614;24:02407:8:Z3595939276;24:02410:8:Z3394932298;
CC12CC3CC(C)(C1)CC(O)(C3)C2,8,24:02403:9:Z4066460673;24:02415:9:Z4066460858;24:02430:5:Z3889491809;
Cc1c(N)nc[nH]c1=O,22,24:02403:9:Z2721889542;24:02405:5:Z4000276522;24:02406:0:Z3339517474;
C1CCC2(C1)CCCC1(C2)OCCO1,8,24:02403:9:Z4256169790;24:02403:9:Z4257112190;24:02403:9:Z4253593539;
CN1CC(=O)Nc2ccccc21,77,24:02403:9:Z4638945835;24:02408:2:Z730680316;24:02411:0:Z1824925644;
CC1CC(=O)c2ccccc21,12,24:02403:9:Z2723078282;24:02423:6:Z2492970590;24:02427:3:Z4169264951;
O=C1CC2(CCOCC2)CN1,140,24:02403:9:Z2925269881;24:02404:0:Z4100754655;24:02404:4:Z4314245042;
Cc1n[nH]c(Cl)n1,59,24:02403:9:Z2919011852;24:02404:2:Z2919013109;24:02407:0:Z2919001939;
Cc1ccc2c(n1)NCC(=O)N2,14,24:02403:9:Z4126336780;24:02408:4:Z4126323847;24:02411:9:Z4126327429;
c1cc2cnoc2cn1,3,24:02403:9:Z4341576910;24:02443:6:Z4341577403;24:02452:4:Z4341577322;
Oc1ncnc2[nH]ncc12,3,24:02403:9:Z4453203445;24:02444:8:Z3484546128;24:02481:4:Z3484612559;
Cc1cccc2ocnc12,53,24:02403:9:Z3049291041;24:02404:7:Z2716264690;24:02405:2:Z1725555493;
NC1CC2(C1)CC1(CCC1)C2,70,24:02403:9:Z3799573128;24:02406:7:Z4059852145;24:02407:0:Z3514724147;
Cc1c[nH]c(=O)c(C)c1,33,24:02403:9:Z3339779986;24:02407:1:Z3339778842;24:02408:7:Z3339780132;
OC1CCCNc2ccccc21,20,24:02403:9:Z1665318384;24:02408:2:Z4211246275;24:02413:1:Z1905608728;
O=C1NS(=O)(=O)c2cc(F)ccc21,18,24:02404:0:Z2017013719;24:02411:3:Z2017018383;24:02419:6:Z4236405222;
Cc1cccc2c1C(C)CC2=O,9,24:02404:0:Z1123445350;24:02406:6:Z3512806898;24:02414:2:Z4458596727;
CC1Sc2ccccc2NC1=O,37,24:02404:0:Z2144257012;24:02406:5:Z15377695;24:02406:9:Z2881680347;
CC12CC3CC(C1)CC(C)(C3)C2,29,24:02404:0:Z16881563;24:02407:7:Z3583114015;24:02407:7:Z3727413008;
FC1(F)CCCCCCCC1,7,24:02404:0:Z3781209049;24:02426:9:Z3861200696;24:02426:9:Z3781191194;
Cc1c(Cl)ccc2c1CNCC2,69,24:02404:0:Z3529567412;24:02404:5:Z2803730568;24:02407:9:Z2803732719;
CC1(C)OC2CCC1CC2,162,24:02404:0:Z5042984466;24:02404:8:Z5044777942;24:02405:0:Z5043616098;
C1=CCC2(CC1)CCNCC2,8,24:02404:0:Z4211398354;24:02418:6:Z4211397566;24:02419:2:Z4211406613;
CN1CCOCC2(COCCN2)C1,54,24:02404:0:Z3626970642;24:02417:7:Z4218949372;24:02417:7:Z3626969125;
c1ccc2c(c1)nc1n2CCNC1,49,24:02404:0:Z4238354929;24:02406:2:Z4272845056;24:02407:6:Z4238357284;
Clc1ccc2c(c1)CCCCC2,10,24:02404:0:Z1701777808;24:02404:9:Z2699981159;24:02409:5:Z1438050392;
Fc1cccc2c1OCCO2,98,24:02404:0:Z4043526615;24:02405:3:Z3798367786;24:02406:6:Z3802618709;
Cc1cc(F)cc2c(=O)cc[nH]c12,3,24:02404:0:Z1451406327;24:02422:0:Z1452828562;24:02438:3:Z1451565265;
Cc1ccnc2nc[nH]c12,32,24:02404:0:Z2274744555;24:02409:6:Z1939331603;24:02419:6:Z2274742050;
Cc1csc(C)c1C,120,24:02404:0:Z2234734281;24:02406:7:Z2837641389;24:02407:0:Z4204071366;
CN1CCNc2cc(F)ccc21,56,24:02404:0:Z2355196229;24:02407:5:Z1359927231;24:02409:6:Z1274987461;
Oc1ncnc2nccnc12,52,24:02404:1:Z4230634580;24:02406:3:Z4229492087;24:02406:3:Z4223252776;
Cn1c(=O)[nH]c(=O)c2nc[nH]c21,32,24:02404:1:Z3556955230;24:02407:2:Z3559873711;24:02411:8:Z4109526653;
C=C1NC(=O)c2ccccc21,32,24:02404:1:Z737617282;24:02406:7:Z293257692;24:02411:2:Z2488729780;
Cc1csc2ncnc(N)c12,53,24:02404:1:Z4770234477;24:02409:8:Z4617350349;24:02410:6:Z4769383374;
Nc1ccc2c(n1)CCCC2,43,24:02404:1:Z4129525636;24:02405:2:Z4182100687;24:02408:6:Z4129514324;
c1ccc2c(c1)OCCC21CC1,142,24:02404:1:Z3716550347;24:02404:1:Z4026527338;24:02404:6:Z4502657045;
Cc1cc(F)cc2c1S(=O)(=O)NC2=O,5,24:02404:1:Z2169111037;24:02407:6:Z2095636057;24:02451:1:Z2095635474;
Cc1cc(Cl)cc2scnc12,2,24:02404:1:Z3244323381;24:02493:9:Z4338602956;
O=C1NC(=O)C2CCCC2N1,215,24:02404:1:Z3432726418;24:02404:1:Z3432726233;24:02404:1:Z3211286203;
CC1CCC=CO1,10,24:02404:1:Z3094592160;24:02416:2:Z3094592780;24:02417:7:Z3094592158;
FC1(F)CNCC(F)(F)O1,81,24:02404:1:Z4100819050;24:02405:0:Z3204764790;24:02407:3:Z3581099642;
Cc1cc(=O)c2ccccc2o1,6,24:02404:1:Z3340024592;24:02413:7:Z3340024234;24:02425:5:Z3340024259;
Cc1nc2cc(F)c(F)cc2[nH]1,9,24:02404:1:Z2390323052;24:02426:6:Z4056055482;24:02426:6:Z4055976250;
Cc1ccc2c(=O)ccn(C)c2n1,3,24:02404:1:Z1206235609;24:02467:8:Z1206238179;24:02491:5:Z1900155276;
c1ccc2c(c1)CCC1(CCNCC1)C2,6,24:02404:1:Z2483551106;24:02424:5:Z2479343704;24:02440:3:Z2476161958;
c1ncc2c3c(sc2n1)CCCC3,55,24:02404:1:Z1396670636;24:02408:2:Z914211618;24:02409:6:Z20225904;
Oc1ncnc2nc[nH]c12,5,24:02404:1:Z3810976847;24:02430:9:Z4919318703;24:02468:1:Z3810976841;
Clc1ccc2c(c1)NCCCS2,25,24:02404:1:Z2177124766;24:02407:7:Z1595214143;24:02414:8:Z2352672007;
O=C1CC2(CCN1)CNC2,71,24:02404:1:Z4207468660;24:02405:1:Z4205844818;24:02406:1:Z4207061699;
O=c1cnc2c(F)cccc2[nH]1,14,24:02404:1:Z4386801495;24:02406:8:Z4386797943;24:02408:3:Z4386799641;
Cc1ccc2ncn(C)c(=O)c2c1,14,24:02404:1:Z3340853840;24:02407:9:Z3512946867;24:02413:2:Z441395196;
Fc1ccc2c(Cl)csc2c1,51,24:02404:1:Z2184662874;24:02405:6:Z3385985230;24:02407:1:Z1450911370;
Cc1ccn2c(=O)ccnc2c1,60,24:02404:1:Z1272900844;24:02405:5:Z3385846296;24:02405:9:Z3796044593;
C1=CNCC1,82,24:02404:1:Z3702587786;24:02405:2:Z4404827880;24:02407:9:Z4215331434;
Fc1cccc2c1OCCCC2,80,24:02404:2:Z2368740788;24:02404:2:Z2368740828;24:02404:2:Z2368740574;
CC1(C)CNc2ncccc2O1,16,24:02404:2:Z4127263544;24:02411:4:Z4127254807;24:02416:7:Z4127254194;
Cc1cn(C)c2ccccc12,6,24:02404:2:Z3340024887;24:02419:4:Z3340025440;24:02428:3:Z3340025415;
Cc1ccc2c(c1C)OCCCC2,12,24:02404:2:Z3496150957;24:02424:9:Z3350581910;24:02463:2:Z2378071766;
Cn1nc2c(c1N)CNC2,32,24:02404:2:Z4267732826;24:02408:8:Z4274120918;24:02411:7:Z3392594773;
O=c1cnc2cccc(Cl)c2[nH]1,12,24:02404:2:Z4236543652;24:02405:7:Z4236543385;24:02407:2:Z4236543476;
Cc1nn(C)c2c(=O)[nH]ncc12,3,24:02404:2:Z4122256433;24:02420:9:Z2790005346;24:02427:8:Z2790011585;
CC1(C)CCc2cc(F)ccc2O1,58,24:02404:2:Z3385256163;24:02404:2:Z3385403599;24:02404:2:Z3382993572;
OC1CC2(CNC2)n2ccnc21,47,24:02404:2:Z4262941962;24:02405:7:Z4231834903;24:02405:8:Z4262934758;
c1cc2n[nH]nc2cn1,5,24:02404:2:Z3828189971;24:02424:8:Z3828196096;24:02429:0:Z3828182214;
Cn1ncc2c(=O)[nH]ncc21,23,24:02404:2:Z4341195786;24:02404:3:Z3500088870;24:02431:3:Z3339876742;
O=S1(=O)CCCc2cccc(F)c21,33,24:02404:2:Z2171567403;24:02406:3:Z4455360926;24:02406:6:Z1956543220;
O=C1CNC(=O)C2C3CCC(C3)C2N1,5,24:02404:2:Z4009015607;24:02404:2:Z4009015648;24:02404:2:Z4009015568;
NC1CNC2COCC12,178,24:02404:2:Z3522539429;24:02404:4:Z3494886226;24:02404:5:Z3522543318;
Cc1cc(C)n2nc(N)nc2n1,8,24:02404:2:Z295961172;24:02418:1:Z2656712652;24:02422:2:Z1977214168;
Fc1ccc2c(c1F)CCCN2,63,24:02404:2:Z4200996415;24:02404:5:Z4285936112;24:02409:7:Z4194421803;
Oc1ncn[nH]1,24,24:02404:2:Z3899408141;24:02404:4:Z3882387894;24:02408:5:Z3882386250;
c1cnc2c(c1)CNCC1CCCN21,72,24:02404:2:Z2803283149;24:02404:2:Z2785355079;24:02405:1:Z2839798587;
O=C1CCNC(=O)C2(CCCC2)N1,3,24:02404:2:Z4208565376;24:02408:8:Z4208565035;24:02485:5:Z4208568780;
O=c1[nH][nH]c(=O)c2ccccc12,25,24:02404:3:Z50146452;24:02405:4:Z1302553157;24:02410:6:Z1440429903;
CC1CNc2ccccc2C(=O)N1,24,24:02404:3:Z3050322752;24:02406:9:Z2177124450;24:02406:9:Z1884967067;
Cn1nnc2c(=O)[nH]ncc21,5,24:02404:3:Z4379722600;24:02412:9:Z4379722723;24:02417:9:Z4379722220;
Oc1cnnc2c(F)cccc12,14,24:02404:3:Z4308239982;24:02411:7:Z4308804471;24:02412:2:Z4306380833;
Cc1ncc2c3c(sc2n1)CCC3,41,24:02404:3:Z1103021181;24:02406:6:Z1432091975;24:02407:0:Z4169456884;
O=c1[nH]cnc2c(Cl)cccc12,26,24:02404:3:Z4458700870;24:02406:0:Z2217509928;24:02408:2:Z2790292537;
C1CCC2CCC(C1)N2,60,24:02404:3:Z3829530335;24:02405:1:Z4055523593;24:02406:9:Z3891230141;
CC12CCC(C1)C(C)(C)C2,2,24:02404:3:Z4886991679;24:02455:4:Z4886993705;
Cc1cc2[nH]ncc2c(=O)n1C,10,24:02404:3:Z2911876348;24:02408:7:Z2911869819;24:02425:1:Z2911874217;
O=C1CNc2cccc(F)c2N1,36,24:02404:3:Z4110035623;24:02404:3:Z2319744830;24:02407:4:Z2191568401;
C1CCC2(CC3CCC(C2)N3)NC1,33,24:02404:3:Z3639423086;24:02409:9:Z3700750101;24:02412:7:Z3639734916;
O=C1NCN2CCc3ccccc3C12,5,24:02404:3:Z2351371518;24:02416:1:Z2830948079;24:02436:1:Z2351371931;
Cc1cccc2c1ccn2C,17,24:02404:3:Z3641784545;24:02405:8:Z3509438979;24:02410:9:Z3641783815;
O=c1[nH]cnc2c(F)c(F)ccc12,9,24:02404:3:Z4000129167;24:02406:0:Z4458832080;24:02414:3:Z4312670356;
OC1CC2CNCc3cccnc3N2C1,15,24:02404:3:Z3077635720;24:02404:3:Z3077640452;24:02405:5:Z2652129350;
C1CC2(C1)CC1CCC2C1,75,24:02404:3:Z3505501704;24:02405:6:Z3646367379;24:02405:9:Z3646365755;
