fragment_smiles,occurences,example_ligands
O=c1cc(Cl)[nH]c(=O)[nH]1,42,28:02800:0:Z4216434017;28:02800:0:Z1607792587;28:02802:5:Z1607791653;
C1CNC2CC2C1,2848,28:02800:0:Z3046555246;28:02800:0:Z2168842709;28:02800:0:Z4451305181;
CC1CCNC(C)C1,1082,28:02800:0:Z2394473353;28:02800:0:Z4464759754;28:02800:0:Z3998947326;
C1=NOCC1,7625,28:02800:0:Z4410407143;28:02800:0:Z3625379981;28:02800:0:Z3051097042;
Cn1cc(N)cn1,899,28:02800:0:Z4251896933;28:02800:0:Z3132600900;28:02800:1:Z3518318925;
C1NC2CNC1C2,2987,28:02800:0:Z4473646798;28:02800:0:Z3319004996;28:02800:1:Z4205813490;
c1csnn1,8891,28:02800:0:Z385009146;28:02800:0:Z4458739253;28:02800:0:Z3535117991;
C1NCC2CC12,17568,28:02800:0:Z4560085229;28:02800:0:Z2949910169;28:02800:0:Z4621439278;
Cc1cc(C)cc(C)c1,1870,28:02800:0:Z4013750021;28:02800:0:Z3319405728;28:02800:0:Z2175274663;
C1CC2CCOC2O1,115,28:02800:0:Z4013750021;28:02800:5:Z4013749140;28:02801:0:Z4013740421;
Clc1cccc2[nH]ccc12,347,28:02800:0:Z238046256;28:02800:2:Z3856761389;28:02801:0:Z3850010367;
CC1C(C)(C)C1(C)C,323,28:02800:0:Z4423787567;28:02800:2:Z2957354545;28:02800:4:Z3018685745;
c1cnc2c(c1)COC2,322,28:02800:0:Z4423787567;28:02800:0:Z4419271218;28:02800:1:Z4423007305;
c1cnn2ccnc2c1,1014,28:02800:0:Z4172134085;28:02800:0:Z4393370907;28:02800:1:Z2479924640;
C1CSCCS1,2454,28:02800:0:Z3390573093;28:02800:0:Z1355686207;28:02800:0:Z2297811432;
O=C1CCC2(CC1)CC2,321,28:02800:0:Z3829026800;28:02800:4:Z3829356047;28:02800:6:Z4383886305;
C1OC2CC1C2,9353,28:02800:0:Z3828972554;28:02800:0:Z4930286624;28:02800:0:Z4496783545;
CC1(C)CCNCC1,2399,28:02800:0:Z4277886721;28:02800:0:Z2219980336;28:02800:0:Z3315003897;
NC1CC2CCC1C2,1453,28:02800:0:Z4056130552;28:02800:1:Z3798263772;28:02800:1:Z4001456405;
C1CC2CCC(CN1)S2,537,28:02800:0:Z2700616046;28:02800:0:Z2700057203;28:02800:5:Z2961077459;
CC1OCCC1O,468,28:02800:0:Z2637765070;28:02800:2:Z4486037774;28:02800:3:Z1920580601;
O=C1Cc2cccnc2N1,120,28:02800:0:Z2637765070;28:02800:0:Z2622501334;28:02801:4:Z2633044632;
CC1(C)CC1,10022,28:02800:0:Z4311734805;28:02800:0:Z2349750968;28:02800:0:Z2348730319;
c1cnc2ncnn2c1,2245,28:02800:0:Z3297872600;28:02800:0:Z1212740612;28:02800:0:Z3601726117;
O=C1CCC12CCC2,1006,28:02800:0:Z4122761099;28:02800:3:Z4110046355;28:02800:3:Z4310191484;
c1nn2cnnc2s1,21,28:02800:0:Z4156971016;28:02800:4:Z4065405080;28:02802:3:Z4065404916;
CC1(C)CCS1(=O)=O,887,28:02800:0:Z2842962612;28:02800:0:Z2142324840;28:02800:2:Z4124718276;
c1cc2n(c1)CCCC2,606,28:02800:0:Z4078961156;28:02800:5:Z2438143634;28:02800:5:Z4467185128;
NC1CCCCC1,10562,28:02800:0:Z2874342654;28:02800:0:Z2874572565;28:02800:0:Z3047005751;
Clc1cccc2c1CCN2,229,28:02800:0:Z3298434861;28:02800:0:Z2363795706;28:02800:2:Z3843830254;
Fc1cccnc1,26375,28:02800:0:Z2911495271;28:02800:0:Z2911397155;28:02800:0:Z4453317266;
OC1CCCNC1,10936,28:02800:0:Z3620513652;28:02800:0:Z3517843834;28:02800:0:Z2438438182;
Clc1ccsc1,6803,28:02800:0:Z3620513652;28:02800:0:Z2073088602;28:02800:0:Z3351830693;
FC1(F)C2CCCC21,4137,28:02800:0:Z2974907970;28:02800:0:Z2581128353;28:02800:0:Z4004333486;
O=S1(=O)CC2CNCC2C1,428,28:02800:0:Z2974907970;28:02800:0:Z3100794723;28:02800:0:Z3618150367;
Cc1nncs1,7375,28:02800:0:Z1470604510;28:02800:0:Z1608656752;28:02800:0:Z3555563042;
Cc1cccnn1,6105,28:02800:0:Z3906871685;28:02800:0:Z1505900103;28:02800:0:Z1667029164;
OC1CC2CNC1C2,1018,28:02800:0:Z3548987999;28:02800:0:Z3550014146;28:02800:1:Z3549334902;
c1c2c(cc3c1CCNC3)CCCC2,12,28:02800:0:Z3601579931;28:02820:7:Z3292185890;28:02836:5:Z4269679579;
Fc1ccc(F)cc1,6136,28:02800:0:Z1352983541;28:02800:0:Z3186728636;28:02800:0:Z2435200445;
Cc1cc(C)cc(F)c1,640,28:02800:0:Z4024619764;28:02800:0:Z2640277008;28:02800:1:Z3547161377;
c1ccc2c(c1)CNCC21CC1,182,28:02800:0:Z4058213089;28:02800:0:Z4056469064;28:02800:0:Z3888692361;
c1ccc2c(c1)CCNC2,6759,28:02800:0:Z4217497905;28:02800:0:Z4008817820;28:02800:0:Z3104687589;
Nc1nccc(Cl)n1,438,28:02800:0:Z2610510491;28:02800:0:Z3394644124;28:02800:4:Z2615101713;
CC1CCC(C)NC1,1157,28:02800:0:Z4424061044;28:02800:0:Z4576263999;28:02800:1:Z4341827537;
C1CC2CC1C2,1998,28:02800:0:Z4424061044;28:02800:0:Z4407088940;28:02800:0:Z5008879680;
Cc1ccc(F)cc1F,1391,28:02800:0:Z3618542175;28:02800:0:Z1832942603;28:02800:4:Z2904187709;
Cc1cncnc1,2602,28:02800:0:Z3858788106;28:02800:0:Z4487526306;28:02800:1:Z2379757035;
O=C1NC2CCNC1C2,415,28:02800:0:Z4003162309;28:02800:3:Z4231090391;28:02800:9:Z3612656726;
c1cnc2cc[nH]c2c1,1447,28:02800:0:Z2875020829;28:02800:0:Z2875067011;28:02800:0:Z4186859351;
CN1CCNC1=O,546,28:02800:0:Z2633505809;28:02800:1:Z4182612353;28:02800:3:Z2915979896;
Cc1ncoc1C,1608,28:02800:0:Z1578098863;28:02800:0:Z874424500;28:02800:0:Z1967124980;
O=C1CC2CCNCC2N1,344,28:02800:0:Z3314642512;28:02800:2:Z2977872649;28:02800:7:Z3672158032;
NC1CCCC1,7295,28:02800:0:Z3692557327;28:02800:0:Z2443054323;28:02800:0:Z4145009306;
FC1(F)CCCC2CNCC21,194,28:02800:0:Z4985765906;28:02800:0:Z4985765957;28:02800:0:Z4326624526;
CC1CCCC(C)O1,3026,28:02800:0:Z2465587377;28:02800:2:Z3010455941;28:02800:2:Z1558728513;
Cn1cnnn1,5257,28:02800:0:Z4344727061;28:02800:0:Z4828990105;28:02800:0:Z2273807466;
O=C1NCCCN1,662,28:02800:0:Z1285034391;28:02800:1:Z2458163058;28:02800:2:Z4392388899;
CC1CNCCO1,15683,28:02800:0:Z2723351137;28:02800:0:Z2827469525;28:02800:0:Z3517661857;
Clc1ccc2c(c1)OCCO2,431,28:02800:0:Z367858396;28:02800:1:Z3173637539;28:02800:3:Z5045114349;
Cc1cncs1,12766,28:02800:0:Z1528716326;28:02800:0:Z4028838334;28:02800:0:Z4021006620;
C1CSCCN1,11152,28:02800:0:Z2274635263;28:02800:0:Z1483709372;28:02800:0:Z4275598782;
Cc1cccc2cc[nH]c12,501,28:02800:0:Z1505311117;28:02800:0:Z1786409550;28:02800:0:Z1817911385;
Cc1ncco1,7917,28:02800:0:Z3370797846;28:02800:0:Z3997103695;28:02800:0:Z2716768869;
Cn1nccc1Cl,4944,28:02800:0:Z3370797846;28:02800:0:Z4576263999;28:02800:0:Z1259917922;
CC12CNCC1COC2,555,28:02800:0:Z2607148361;28:02800:0:Z3517348221;28:02800:0:Z2595998156;
CC1NCCSC1C,556,28:02800:0:Z1233092492;28:02800:2:Z1569149780;28:02800:2:Z3181633530;
Fc1cncc(Cl)c1,760,28:02800:0:Z1354376259;28:02800:0:Z3557970311;28:02800:0:Z3558146673;
Fc1cc(Cl)c2cc[nH]c2c1,40,28:02800:0:Z3666623160;28:02800:2:Z3671307059;28:02802:8:Z3670141154;
Clc1ccc2c(c1)CCO2,1460,28:02800:0:Z3136699578;28:02800:2:Z3627200762;28:02800:3:Z1929444864;
c1nc[nH]n1,41036,28:02800:0:Z2114318543;28:02800:0:Z3366343316;28:02800:0:Z3393795888;
Cc1ccccc1C,8616,28:02800:0:Z2762917941;28:02800:0:Z3625284951;28:02800:0:Z1954692793;
Cc1ccno1,14624,28:02800:0:Z3140305766;28:02800:0:Z1901568053;28:02800:0:Z4254832898;
C1CNC2CCC2C1,1370,28:02800:0:Z3140305766;28:02800:0:Z3595823373;28:02800:0:Z5037886775;
c1ccc2[nH]ccc2c1,10811,28:02800:0:Z4124082895;28:02800:0:Z1040285208;28:02800:0:Z1802965872;
C1CC2COC(C1)C2,3197,28:02800:0:Z3520908388;28:02800:0:Z4106898817;28:02800:0:Z2976939824;
OC1CNCC12CC2,732,28:02800:0:Z1750869986;28:02800:1:Z1743857843;28:02800:6:Z4269004355;
c1ccc2cnccc2c1,5234,28:02800:0:Z1478373671;28:02800:0:Z3085778011;28:02800:0:Z3639644906;
c1cc2n(n1)CCC2,3331,28:02800:0:Z2306026782;28:02800:0:Z3055592820;28:02800:0:Z3055591997;
c1nc2c(s1)CCCC2,2873,28:02800:0:Z3103529395;28:02800:0:Z2464989497;28:02800:1:Z3190213988;
C1CC2CNCCN2C1,853,28:02800:0:Z4116818570;28:02800:0:Z1280343655;28:02800:0:Z3188909345;
OC1CNCC1O,1297,28:02800:0:Z2947261513;28:02800:0:Z4267667616;28:02800:0:Z2705684879;
C1COCCO1,9913,28:02800:0:Z2947261513;28:02800:0:Z4267667616;28:02800:0:Z2705684879;
C1COCCOC1,1982,28:02800:0:Z5034561732;28:02800:1:Z2201923340;28:02800:1:Z4460385475;
CC1(C)CCCCC1,5212,28:02800:0:Z3009233679;28:02800:0:Z2922037168;28:02800:0:Z3469880468;
Nc1cn[nH]c1,971,28:02800:0:Z3009233679;28:02800:1:Z3383096748;28:02800:1:Z3865153963;
Cc1nn(C)c2c1NCCO2,145,28:02800:0:Z3843837435;28:02800:1:Z2318791260;28:02800:6:Z2772615913;
C1C2CC1C2,9065,28:02800:0:Z4011529052;28:02800:0:Z4477684191;28:02800:0:Z4502563639;
CN1CCCCC1=O,4404,28:02800:0:Z3090949531;28:02800:0:Z3646118087;28:02800:0:Z4170602526;
Clc1ncccn1,1000,28:02800:0:Z3090949531;28:02800:0:Z3559250862;28:02800:0:Z3294703653;
OC12CCC(CC1)CC2,360,28:02800:0:Z4027661799;28:02800:3:Z4348731549;28:02800:6:Z4350253837;
OC1CC2(CCNCC2)C1,431,28:02800:0:Z4142346593;28:02800:0:Z4142407448;28:02800:0:Z4142172464;
O=c1cccn[nH]1,3349,28:02800:0:Z3557970311;28:02800:0:Z2631290858;28:02800:1:Z3606425604;
C1CC2CC2CO1,3295,28:02800:0:Z4600565334;28:02800:0:Z3081118938;28:02800:0:Z3079876477;
CC1COC(C)(C)CN1,502,28:02800:0:Z1852039798;28:02800:5:Z1852042376;28:02800:5:Z1852042681;
O=S1(=O)CCNCC1,3813,28:02800:0:Z4225823839;28:02800:0:Z2255431041;28:02800:0:Z1537582135;
Nc1ccn[nH]1,1614,28:02800:0:Z3356234945;28:02800:0:Z3356077840;28:02800:0:Z4167040723;
FC1CCCC1,8516,28:02800:0:Z4230835991;28:02800:0:Z4216820034;28:02800:0:Z4216820188;
Cc1cccc(F)c1,9876,28:02800:0:Z4492035788;28:02800:0:Z3363230239;28:02800:0:Z1468150478;
CC1CCCC1(F)F,1187,28:02800:0:Z4492035788;28:02800:0:Z3773993852;28:02800:1:Z4466856495;
Cc1ncon1,9789,28:02800:0:Z2501067463;28:02800:0:Z2707939756;28:02800:0:Z4984236934;
O=C1NCCn2nccc21,298,28:02800:0:Z3203373311;28:02801:8:Z3580902215;28:02802:3:Z3203563763;
CC1CCCCN1,16129,28:02800:0:Z1631738451;28:02800:0:Z4473698811;28:02800:0:Z4473699541;
c1ccn2ccnc2c1,5887,28:02800:0:Z1631738451;28:02800:0:Z3667309961;28:02800:0:Z4984797166;
C1CC2(C1)CCOC2,3343,28:02800:0:Z3053932486;28:02800:0:Z2876637797;28:02800:0:Z3579956783;
CC12CC(CCO1)C2,1075,28:02800:0:Z3670975034;28:02800:1:Z4095388097;28:02800:1:Z3645274802;
FC1(F)CC1,15998,28:02800:0:Z4164714649;28:02800:0:Z3522082163;28:02800:0:Z3522082263;
Cc1cccc(C)c1,16287,28:02800:0:Z1189816093;28:02800:0:Z4451285080;28:02800:0:Z3353852821;
C1CCC2(CC2)NC1,2546,28:02800:0:Z4322315835;28:02800:0:Z3380783447;28:02800:1:Z4215511000;
C1CC2CNCC2O1,3656,28:02800:0:Z5054892705;28:02800:0:Z3687813715;28:02800:0:Z2928936705;
FC1CNC1,5127,28:02800:0:Z3868272773;28:02800:0:Z3392891566;28:02800:0:Z4380371667;
CC1(C)OCCO1,4874,28:02800:0:Z4469191259;28:02800:0:Z4468886171;28:02800:0:Z4310762804;
NC1CCC2CC12,684,28:02800:0:Z4001531051;28:02800:2:Z3981618380;28:02800:6:Z3505518608;
CC1CC1(F)F,5241,28:02800:0:Z3626047597;28:02800:0:Z4886882682;28:02800:0:Z2637812581;
Oc1ccccc1Cl,2232,28:02800:0:Z2040087133;28:02800:0:Z3713341445;28:02800:0:Z1594842799;
C1CSCSC1,1255,28:02800:0:Z2355768458;28:02800:3:Z2357639961;28:02800:3:Z2365475049;
CC1(C)CCCNC1,5730,28:02800:0:Z4029178129;28:02800:0:Z2435232755;28:02800:0:Z3644867457;
Cc1cnc[nH]1,3422,28:02800:0:Z2707023024;28:02800:0:Z3513202999;28:02800:1:Z2883181809;
Clc1cccc2c1CC1CC21,158,28:02800:0:Z2707023024;28:02800:1:Z2911728488;28:02800:2:Z2697335581;
Cn1ccc(Cl)c1Cl,433,28:02800:0:Z3366502893;28:02800:2:Z2232392577;28:02800:3:Z1195581870;
CC1(C)C2CNCC21,644,28:02800:0:Z2631580028;28:02800:0:Z3536574806;28:02800:4:Z1922344295;
FC1(F)CNCCSC1,419,28:02800:0:Z4418952769;28:02800:2:Z4474676328;28:02800:7:Z4474673481;
Cc1n[nH]cc1O,363,28:02800:0:Z3057132520;28:02800:4:Z1641007057;28:02800:7:Z1489342842;
c1ccc2c(c1)CCN2,6956,28:02800:0:Z3317255665;28:02800:0:Z4573649932;28:02800:0:Z3384917003;
O=S1(=O)CCC1,6648,28:02800:0:Z3317255665;28:02800:0:Z2961489954;28:02800:0:Z3490512231;
c1cn2c(n1)CCC2,4414,28:02800:0:Z2590038978;28:02800:0:Z3821031263;28:02800:0:Z3636901835;
C1CC2CNCC2CO1,1296,28:02800:0:Z3105303632;28:02800:0:Z4591711760;28:02800:0:Z4323080086;
C1CCC2(CC1)CC2,5588,28:02800:0:Z2922765890;28:02800:0:Z1432247673;28:02800:0:Z4862388041;
Cc1cc(Cl)n(C)n1,1986,28:02800:0:Z2349750968;28:02800:0:Z4559878211;28:02800:1:Z3836951421;
NC1CC(O)C12CCC2,258,28:02800:0:Z4448130808;28:02800:0:Z4175504555;28:02800:6:Z4175442628;
O=C1CCCCN1,20122,28:02800:0:Z3348018671;28:02800:0:Z2922037168;28:02800:0:Z4995456570;
O=C1COCCC2(CNC2)N1,109,28:02800:0:Z4508421237;28:02801:5:Z4265340799;28:02801:6:Z4265345734;
CC1CCOC1,11679,28:02800:0:Z3821031263;28:02800:0:Z3509988238;28:02800:0:Z3498505242;
Nc1ncn[nH]1,669,28:02800:0:Z5034090390;28:02800:2:Z4192091715;28:02800:2:Z5034845466;
CC1(C)CNCCO1,6422,28:02800:0:Z4203692326;28:02800:0:Z4203692332;28:02800:0:Z401481442;
Fc1ccc2c(c1)CNCCO2,150,28:02800:0:Z4203692326;28:02800:0:Z4203692332;28:02800:1:Z4614826796;
CN1CCCC12CCC2,412,28:02800:0:Z4295167958;28:02800:0:Z3625434242;28:02800:2:Z3561170829;
CC1(C)CCCCO1,5741,28:02800:0:Z3393795888;28:02800:0:Z3363230239;28:02800:0:Z4114989223;
C1CNC2CC2N1,204,28:02800:0:Z3383809391;28:02800:4:Z3383811917;28:02800:5:Z3383813867;
C1CC2(CCN1)COC2,625,28:02800:0:Z3389210744;28:02800:1:Z3389206905;28:02800:1:Z3618404869;
Cc1csc(F)c1,494,28:02800:0:Z3536202600;28:02800:2:Z3536324532;28:02800:2:Z3586021660;
Clc1cn[nH]c1,8389,28:02800:0:Z3365252337;28:02800:0:Z2018443293;28:02800:0:Z4488498975;
C1CC2COCC12,1386,28:02800:0:Z3365252337;28:02800:0:Z4007771719;28:02800:2:Z3296494932;
Cc1ccccc1Cl,7185,28:02800:0:Z2770560291;28:02800:0:Z1900498664;28:02800:0:Z3505869019;
O=S1(=O)CC2NCCNC2C1,112,28:02800:0:Z2996461828;28:02801:3:Z4054992801;28:02802:9:Z3136090761;
Fc1ccc2ncsc2c1,400,28:02800:0:Z1980504694;28:02800:3:Z2851931000;28:02800:6:Z2918816307;
CC1(C)NCCC1N,387,28:02800:0:Z5005147052;28:02800:2:Z2209880390;28:02800:2:Z5005148542;
Oc1ccccc1F,3520,28:02800:0:Z5005147052;28:02800:0:Z1540595186;28:02800:0:Z4009186928;
O=S1(=O)CCNCC12CCCCC2,64,28:02800:0:Z1378524050;28:02801:0:Z1376594857;28:02801:2:Z4225973149;
CC12COC(C1)C2,1069,28:02800:0:Z4275598782;28:02800:1:Z3382079190;28:02800:1:Z4274557242;
Cc1cc(C)sn1,1706,28:02800:0:Z3809030404;28:02800:0:Z2209378813;28:02800:1:Z2872218033;
C1CC2CC2C1,18310,28:02800:0:Z4171390296;28:02800:0:Z4984236934;28:02800:0:Z3546621449;
Cc1noc2ncccc12,686,28:02800:0:Z3602091614;28:02800:0:Z1478672819;28:02800:0:Z4389732888;
C1OC2CNCC2O1,699,28:02800:0:Z3602091614;28:02800:0:Z4909713026;28:02800:1:Z3581562636;
CC1(C)CNCCN1,2903,28:02800:0:Z4316985878;28:02800:0:Z2800455285;28:02800:0:Z3056011869;
Oc1ccncc1Cl,221,28:02800:0:Z2014731862;28:02800:7:Z4142623618;28:02801:2:Z3611445458;
FC1CCCNC1,4755,28:02800:0:Z4064567965;28:02800:0:Z3103438371;28:02800:0:Z4265996207;
CN1C(=O)COC12CCNCC2,106,28:02800:0:Z3041604152;28:02800:1:Z3041607394;28:02801:5:Z4517249462;
Cc1cncc(C)c1,3248,28:02800:0:Z3906881724;28:02800:0:Z4271107499;28:02800:0:Z2920450401;
O=c1cc[nH][nH]1,1229,28:02800:0:Z3906881724;28:02800:0:Z4272516356;28:02800:0:Z4272516154;
Cc1ccc2scnc2c1,310,28:02800:0:Z3392595875;28:02800:3:Z3562214302;28:02800:3:Z4390837682;
C1CC2CCC2C1,7243,28:02800:0:Z4020289645;28:02800:0:Z4349454045;28:02800:0:Z4408202998;
O=C1CCCCC1,4899,28:02800:0:Z3621234755;28:02800:0:Z2156001427;28:02800:0:Z3295429503;
C1CCC2CCCC2CC1,119,28:02800:0:Z3621234755;28:02800:0:Z3359658957;28:02800:3:Z3524162451;
Cc1ccc2c(c1C)NCCC2,29,28:02800:0:Z4128163777;28:02803:0:Z4128162982;28:02806:0:Z2280044571;
CC1(O)CCNCC1,790,28:02800:0:Z1557305882;28:02800:0:Z4451052287;28:02800:2:Z4262526802;
Fc1ccccc1Cl,13516,28:02800:0:Z4414689601;28:02800:0:Z4380854643;28:02800:0:Z3511012313;
C1CC2(C1)OCC1CC12,729,28:02800:0:Z2963780728;28:02800:1:Z2975091534;28:02800:6:Z2920655912;
Nc1ccncn1,4258,28:02800:0:Z1731038164;28:02800:0:Z4236393808;28:02800:0:Z4225301314;
FC1(F)CCC2CNCC21,386,28:02800:0:Z4268589359;28:02800:0:Z4001178141;28:02800:1:Z2965787176;
NC1CCCNC1,2871,28:02800:0:Z2832042097;28:02800:1:Z4213908535;28:02800:1:Z2362547498;
Fc1ccc2ncncc2c1,173,28:02800:0:Z1002228200;28:02801:2:Z1823610706;28:02801:5:Z2851837834;
Cc1ncno1,5309,28:02800:0:Z3346087863;28:02800:0:Z1505900103;28:02800:0:Z3818232110;
C1CCC2NCCC2C1,2200,28:02800:0:Z3346087863;28:02800:1:Z5008654926;28:02800:1:Z3652473427;
CC1CCCC1,16254,28:02800:0:Z2855657817;28:02800:0:Z1656731493;28:02800:0:Z1129777562;
O=C1CCc2ccccc21,1767,28:02800:0:Z1763129632;28:02800:0:Z5055404546;28:02800:1:Z2285848267;
Clc1cnoc1,573,28:02800:0:Z4995456570;28:02800:0:Z4506330307;28:02800:0:Z4504056179;
C1NCC2CSCC1C2,481,28:02800:0:Z3314749156;28:02800:1:Z3054542795;28:02800:1:Z3618367301;
C1CC12CC2,3123,28:02800:0:Z2993743280;28:02800:0:Z2699187266;28:02800:0:Z3189547557;
FC1(F)CC2CCC(C1)N2,350,28:02800:0:Z2826575280;28:02800:0:Z4106457331;28:02800:6:Z2717464952;
Cc1cc[nH]c1,2624,28:02800:0:Z4100844794;28:02800:0:Z1973626741;28:02800:1:Z1729159097;
CC1(C)COCCN1,2364,28:02800:0:Z4921659654;28:02800:0:Z1098686187;28:02800:0:Z3372565799;
Cc1cnc2n1CCCC2,1139,28:02800:0:Z4028838334;28:02800:0:Z4581877728;28:02800:2:Z4298833697;
C1CC2CC2N1,3815,28:02800:0:Z3384875254;28:02800:0:Z3865794354;28:02800:0:Z1535811552;
C1CNCCNC1,9626,28:02800:0:Z1567368870;28:02800:0:Z3776775524;28:02800:0:Z1628969500;
C1CCC2(C1)CCC2,3905,28:02800:0:Z3383271687;28:02800:0:Z4049077833;28:02800:0:Z2276290131;
c1ccc2ccccc2c1,3353,28:02800:0:Z3058818313;28:02800:1:Z18455873;28:02800:1:Z1855873495;
CN1CCCC1=O,11254,28:02800:0:Z4288852522;28:02800:0:Z2622957953;28:02800:0:Z4038174389;
C1CC2(CNC2)N1,409,28:02800:0:Z3392077128;28:02800:1:Z3104127419;28:02800:3:Z4185252916;
FC1(F)CNC1,844,28:02800:0:Z4115438625;28:02800:0:Z1645583997;28:02800:1:Z4277376086;
c1ccc2ncccc2c1,8065,28:02800:0:Z4417464717;28:02800:0:Z3302927048;28:02800:0:Z4342979435;
Cc1cc2ccoc2cc1C,218,28:02800:0:Z2209936235;28:02801:3:Z4525754338;28:02801:3:Z3351498945;
c1cnc2c(c1)CNCC2,724,28:02800:0:Z3517880823;28:02800:4:Z4447910518;28:02800:6:Z2923129345;
C1CCCSCC1,1426,28:02800:0:Z3569027639;28:02800:0:Z3598042117;28:02800:0:Z4508252757;
FC1(F)C2COCC21,435,28:02800:0:Z3668164622;28:02800:1:Z4142748008;28:02800:4:Z3666864630;
Cc1cn2ncsc2n1,337,28:02800:0:Z1702862648;28:02800:5:Z2614628507;28:02800:7:Z2368572187;
Nc1ccccn1,5066,28:02800:0:Z1702862648;28:02800:0:Z2304271480;28:02800:0:Z4947646777;
FC1(F)CC2(CCC2)C1,1774,28:02800:0:Z2965872761;28:02800:2:Z2925148115;28:02800:3:Z2699923493;
Clc1ccccc1Cl,8846,28:02800:0:Z1101808210;28:02800:0:Z3134847387;28:02800:0:Z1870238658;
CC1(C)CCO1,564,28:02800:0:Z4319369912;28:02800:2:Z4320814638;28:02800:2:Z4320484569;
O=C1CC2CCCC2=NN1,15,28:02800:0:Z3827853283;28:02802:8:Z2790140269;28:02810:3:Z3827855828;
C1COCO1,8778,28:02800:0:Z2874647081;28:02800:0:Z3553178521;28:02800:0:Z2827808216;
C1CC2CC1CO2,5377,28:02800:0:Z4886651966;28:02800:0:Z4480757041;28:02800:0:Z4992899448;
Cc1sc2nccn2c1C,163,28:02800:0:Z3873248415;28:02800:4:Z3937782399;28:02800:8:Z3873836333;
Clc1ccc2ccoc2c1Cl,16,28:02800:0:Z2769872567;28:02802:2:Z4421590483;28:02844:2:Z2781917762;
Oc1cccc2ccccc12,312,28:02800:0:Z3009577079;28:02800:0:Z2910705974;28:02802:3:Z1602700676;
C1CC2(C1)CCNC2,5494,28:02800:0:Z4592861318;28:02800:0:Z4465844551;28:02800:0:Z1411799017;
Cc1ccc2c(c1)CNC2,300,28:02800:0:Z3815384486;28:02800:2:Z3629705393;28:02800:2:Z3353879759;
Cc1ccnc2c1CNC2,132,28:02800:0:Z4227595055;28:02800:3:Z4227592789;28:02801:0:Z4491810055;
CC1CCCN1C,3363,28:02800:0:Z4227595055;28:02800:0:Z2457827522;28:02800:0:Z2460339049;
Cc1ccn2ccnc2c1,647,28:02800:0:Z4151320809;28:02800:4:Z2916166248;28:02800:4:Z3384822243;
Cc1cc(=O)[nH]nc1C,210,28:02800:0:Z4219882024;28:02800:3:Z1818710528;28:02801:1:Z739218308;
Clc1nccs1,3926,28:02800:0:Z4219882024;28:02800:0:Z2275452584;28:02800:0:Z5000782812;
Clc1ccon1,812,28:02800:0:Z4637859968;28:02800:0:Z4486496840;28:02800:1:Z4489146939;
CC1CNCCN1,11140,28:02800:0:Z3621479866;28:02800:0:Z3394982957;28:02800:0:Z3321102822;
Cc1ccsn1,6355,28:02800:0:Z1834725579;28:02800:0:Z3504159669;28:02800:0:Z4260138231;
O=C1NCCN1,3484,28:02800:0:Z4311929180;28:02800:0:Z3208915405;28:02800:0:Z4646470706;
Oc1cc(F)cc(F)c1,244,28:02800:0:Z4311929180;28:02800:5:Z3368317355;28:02801:7:Z2931356434;
Clc1ccncc1,4174,28:02800:0:Z963731700;28:02800:0:Z3077717503;28:02800:0:Z4155608736;
Cc1cnco1,9781,28:02800:0:Z3805102554;28:02800:0:Z2089151109;28:02800:0:Z3654263214;
O=C1CSc2ncncc2N1,236,28:02800:0:Z4234100101;28:02800:0:Z4232052458;28:02800:0:Z4232231036;
C1CCC2(CCNCC2)OC1,466,28:02800:0:Z4212038996;28:02800:1:Z2836899054;28:02800:9:Z4421635397;
NC1CCC12CCNCC2,211,28:02800:0:Z4119134723;28:02800:5:Z4116167414;28:02801:1:Z4122297816;
Fc1cccc2ccsc12,76,28:02800:0:Z2720971334;28:02801:2:Z2605428377;28:02804:3:Z5058180358;
Cc1cnoc1,6382,28:02800:0:Z1472499752;28:02800:0:Z2767292046;28:02800:0:Z3597738837;
C1CCC2(CC1)OCCO2,1888,28:02800:0:Z1472499752;28:02800:1:Z2920905540;28:02800:2:Z2957868018;
CC1CC1F,1798,28:02800:0:Z2456068031;28:02800:0:Z2819860758;28:02800:0:Z2453903164;
c1ccc2sccc2c1,5866,28:02800:0:Z4143198415;28:02800:0:Z4446344950;28:02800:0:Z4562682665;
CC1Cc2ccccc2C1,663,28:02800:0:Z3105275400;28:02801:0:Z3362309230;28:02801:0:Z4210801757;
C1CC2CCC1N2,6855,28:02800:0:Z3105275400;28:02800:0:Z3317198977;28:02800:0:Z3317198838;
O=C1NCC2NCCCC12,353,28:02800:0:Z2995330720;28:02800:8:Z3010020726;28:02801:1:Z2989257003;
C1CCC2OCCC2C1,2163,28:02800:0:Z3608360781;28:02800:0:Z2961489954;28:02800:1:Z1840341836;
Cc1cccc(=O)[nH]1,804,28:02800:0:Z3575085495;28:02800:0:Z3652058950;28:02800:1:Z913520508;
Cc1cc2n(n1)CCCN2,178,28:02800:0:Z3370579111;28:02800:0:Z3583329089;28:02800:6:Z4643156243;
C1CNC2CCCC2C1,1234,28:02800:0:Z3498776846;28:02800:0:Z2229094457;28:02800:0:Z1688136852;
CC1(C)CNCCS1,1229,28:02800:0:Z4391714341;28:02800:3:Z4423404653;28:02800:3:Z1360936295;
c1cc2ccsc2s1,435,28:02800:0:Z3357008592;28:02800:0:Z3381167736;28:02800:1:Z4313607545;
