fragment_smiles,occurences,example_ligands
O=C1CCC2SCCN12,291,28:02800:3:Z1620055290;28:02801:0:Z2497499611;28:02801:7:Z1635678371;
Cc1nc2cnccc2n1C,103,28:02800:3:Z4222996640;28:02800:7:Z4234017567;28:02801:0:Z4222955677;
Cc1nc2ncccc2[nH]1,143,28:02800:3:Z4230619297;28:02800:5:Z4228343160;28:02800:6:Z4223723048;
OC1COC2(CCNCC2)C1O,95,28:02800:3:Z4556577758;28:02801:3:Z4600860621;28:02801:9:Z4560223043;
Cc1cccc2[nH]ccc12,501,28:02800:3:Z1654270474;28:02800:5:Z4293973198;28:02801:0:Z3503342241;
CC1CCCC(O)C1,271,28:02800:3:Z3826590461;28:02800:7:Z3843215408;28:02800:8:Z1227189387;
C1CCC2COCCC2C1,517,28:02800:3:Z3650255724;28:02800:7:Z3625343844;28:02800:8:Z3676379673;
O=C1CNS(=O)(=O)N1,88,28:02800:3:Z3639043930;28:02800:3:Z3639048812;28:02800:4:Z3639046350;
FC1(F)CC12CCCNCC2,240,28:02800:3:Z3345531924;28:02800:7:Z3680988190;28:02801:0:Z3396148992;
NC1C2CCCCNC12,207,28:02800:3:Z4055222541;28:02801:3:Z3141629043;28:02802:3:Z4055222742;
Oc1ccc2c(c1)NCCC2,112,28:02800:3:Z3867732246;28:02800:9:Z3881175807;28:02802:5:Z4329079880;
CC1(C)CC(O)c2ccccc2O1,20,28:02800:3:Z2466270724;28:02802:6:Z4223603274;28:02828:5:Z4000760422;
CC1(C)CNc2ccccc2S1,37,28:02800:3:Z4374571341;28:02803:8:Z1391899585;28:02807:2:Z4112548259;
Oc1ccncc1F,329,28:02800:3:Z3702181084;28:02800:4:Z2232007242;28:02800:4:Z1815300661;
Cc1nc2cccc(C)c2[nH]1,5,28:02800:3:Z3484601682;28:02807:3:Z4223803120;28:02812:3:Z3505691044;
Clc1cccc2cc[nH]c12,130,28:02800:3:Z2698701401;28:02801:2:Z5035015252;28:02801:2:Z5034977361;
Cc1ccc2scc(C)c2c1,39,28:02800:3:Z2640612474;28:02802:9:Z2188385593;28:02806:4:Z1892422625;
CC1COCC(C)(C)N1,33,28:02800:3:Z4274252738;28:02801:9:Z4274252789;28:02802:3:Z4274254418;
Cc1ncc(Cl)c(C)c1Cl,37,28:02800:3:Z4338994157;28:02802:9:Z4667025313;28:02806:2:Z4338993758;
Cn1ncc2ncccc21,213,28:02800:3:Z3104731662;28:02801:5:Z3384863795;28:02801:6:Z3598929735;
CC1CCN=CN1,151,28:02800:3:Z3301845845;28:02800:7:Z3301845915;28:02800:9:Z3301842520;
CN1CCNCc2cccnc21,160,28:02800:3:Z3301845845;28:02800:9:Z3133768453;28:02801:0:Z2791334239;
NC1CNCC12CCS(=O)(=O)CC2,20,28:02800:3:Z3385329822;28:02801:5:Z3385330178;28:02815:3:Z3346795114;
CC1CC2(CNC2)CO1,419,28:02800:3:Z3841308748;28:02800:4:Z3898448827;28:02800:9:Z3806987496;
N=c1cc[nH][nH]1,116,28:02800:3:Z1039323490;28:02801:7:Z1823091134;28:02802:5:Z1262981084;
Clc1cnsc1,214,28:02800:3:Z3653285595;28:02800:7:Z3351550204;28:02802:3:Z3364385396;
O=S1(=O)CCNCCCCN1,248,28:02800:3:Z3653285595;28:02800:5:Z3713493382;28:02800:6:Z4230341762;
CC1CCC(=O)N1C,90,28:02800:3:Z3164814916;28:02801:1:Z2443771592;28:02805:6:Z2105190379;
NC1CCNCCC1(F)F,256,28:02800:3:Z3520080684;28:02801:6:Z3498639387;28:02801:7:Z3520092111;
FC1(F)CCC12CNC2,344,28:02800:3:Z2205498789;28:02800:8:Z2184545344;28:02800:9:Z4123683814;
CC1(C)NC(=O)C2(CCNCC2)O1,60,28:02800:3:Z3624739979;28:02802:2:Z3863473861;28:02802:6:Z3561019730;
Cc1cn2cc(Cl)ccc2n1,40,28:02800:4:Z1814696147;28:02800:7:Z2914525703;28:02805:5:Z1963388316;
O=C1CCCC2CC12,312,28:02800:4:Z4320037877;28:02801:7:Z4324068195;28:02801:7:Z4324429933;
OC1CC2CCC(N2)C1O,249,28:02800:4:Z4508566087;28:02800:9:Z4347486664;28:02801:4:Z4328910615;
Cc1nn(C)c2c1CCCC2,72,28:02800:4:Z3359341647;28:02803:0:Z3508877498;28:02803:6:Z3780949410;
Cc1cc(F)cc2c1NCC2,158,28:02800:4:Z4910647235;28:02801:1:Z4907374215;28:02803:2:Z4907371751;
Cc1cccc2c1C(C)CC2,50,28:02800:4:Z1850612332;28:02800:9:Z3363153723;28:02805:2:Z2591578201;
Clc1cc(Cl)c2nncn2c1,23,28:02800:4:Z1172263646;28:02801:8:Z1039059876;28:02804:5:Z4014588828;
CC1(C)CCC(O)CN1,362,28:02800:4:Z3881817482;28:02800:4:Z3822119458;28:02801:1:Z3822120285;
O=C1CC2(CCNC2)Oc2ccccc21,11,28:02800:4:Z2330695915;28:02800:4:Z2330696757;28:02800:4:Z2330696755;
Clc1ccc2nccnc2c1,124,28:02800:4:Z3342580489;28:02800:6:Z3346952108;28:02801:4:Z4192312377;
C1CNCC2(C1)CCNCC2,155,28:02800:4:Z2734233014;28:02800:8:Z2606715253;28:02802:3:Z2995954408;
Cc1cc2[nH]c(=O)ccn2n1,56,28:02800:4:Z2231888198;28:02800:5:Z1033024792;28:02800:6:Z3060642213;
O=C1CNCc2ccccc2N1,111,28:02800:4:Z2500775355;28:02801:2:Z3836574146;28:02803:3:Z2715349236;
CC1CNCCS1=O,733,28:02800:4:Z2094361654;28:02800:5:Z3558604769;28:02800:6:Z2631200452;
O=C1CC2(CCC2)NCCN1,156,28:02800:4:Z2792763180;28:02801:6:Z5044972566;28:02801:8:Z3793820977;
Cc1cc(C)n2ccncc12,102,28:02800:4:Z4389791731;28:02800:6:Z4320472137;28:02802:8:Z4389180345;
CN1CCCCCC1,618,28:02800:4:Z2718665018;28:02800:6:Z4614168558;28:02800:7:Z2844449820;
CC1CNCC2(CCC2)O1,349,28:02800:4:Z2960605530;28:02800:4:Z2438565499;28:02800:8:Z2449525757;
CC1(C)CCCCC1O,470,28:02800:4:Z4451262910;28:02800:4:Z3566062259;28:02800:8:Z3647213143;
Cc1cc(Cl)ccn1,260,28:02800:4:Z4002952822;28:02800:5:Z4043610261;28:02800:8:Z4002760468;
OC1CCOc2ccccc21,496,28:02800:4:Z3080126081;28:02800:7:Z3602824479;28:02800:9:Z4422542388;
Nc1nc[nH]n1,529,28:02800:4:Z2804231066;28:02800:5:Z2233492697;28:02800:8:Z2766614476;
C1CC2NC1C1CCC2O1,213,28:02800:4:Z4576186218;28:02800:5:Z4576187286;28:02800:9:Z4452800232;
OC1C2CNCC1C2,440,28:02800:4:Z4603897635;28:02800:8:Z3317741030;28:02800:8:Z3079451706;
c1ccc2c(c1)OCCS2,492,28:02800:4:Z4284610015;28:02800:7:Z1677993914;28:02800:7:Z4077573770;
C1COCCC2(COC2)N1,197,28:02800:4:Z4094580785;28:02800:4:Z4094580482;28:02800:4:Z4094582547;
Cc1cn2cc(C)sc2n1,337,28:02800:4:Z1639912515;28:02801:5:Z3845709739;28:02801:9:Z2640573819;
O=c1ccoc2ccccc12,190,28:02800:4:Z344880404;28:02800:4:Z1997535581;28:02802:6:Z3860419506;
CN1CC2(CCCNC2)CC1=O,138,28:02800:4:Z3561457205;28:02802:4:Z3628540185;28:02803:3:Z3519338047;
C1CSC2COCCC2N1,251,28:02800:4:Z1940068381;28:02801:4:Z3540871963;28:02801:5:Z4262640362;
CC1CC(O)C1,619,28:02800:4:Z4181287992;28:02800:5:Z4145363498;28:02800:6:Z4251998103;
CC1(C)CC(=O)c2scnc2C1,24,28:02800:4:Z2434742929;28:02809:9:Z3019037772;28:02809:9:Z3789263221;
O=S1(=O)CCC2(CCCN2)CC1,93,28:02800:4:Z3145513957;28:02800:7:Z3587175581;28:02801:3:Z3620127426;
CC1CN2CCN1CC2,229,28:02800:4:Z4288953733;28:02800:9:Z4291992617;28:02801:8:Z3189315613;
CC1Nc2ccccc2NC1=O,82,28:02800:4:Z2322502509;28:02801:0:Z4111895973;28:02801:0:Z4111896016;
CN1CCCNCC1=O,549,28:02800:4:Z1801598943;28:02800:4:Z1817854453;28:02800:5:Z4342517509;
Cc1cccc2cccnc12,421,28:02800:4:Z4447582272;28:02801:1:Z3391243187;28:02802:5:Z2927311636;
CC1(C)CCS1,796,28:02800:4:Z3051779735;28:02800:4:Z3548011415;28:02800:5:Z2021103037;
NC1CCNc2cc(F)ccc21,70,28:02800:4:Z4448729792;28:02803:8:Z4448727655;28:02803:8:Z4910526548;
OC1CCCCC1(F)F,385,28:02800:4:Z4292191187;28:02800:4:Z2348409934;28:02800:7:Z4415806244;
CC1CNc2ccccc2C1,175,28:02800:4:Z1129474197;28:02801:1:Z4483596147;28:02801:1:Z1129474062;
Fc1cccnn1,99,28:02800:4:Z2676797444;28:02801:9:Z4666609122;28:02802:1:Z2676798079;
CC1CC2(CCC2)CO1,555,28:02800:4:Z2978010465;28:02800:4:Z2926123213;28:02800:4:Z2978009190;
CC1CNCCSC1,714,28:02800:4:Z4059851536;28:02800:4:Z1852029847;28:02800:6:Z2637246587;
Cn1cnc2ncncc21,184,28:02800:4:Z4216831123;28:02800:6:Z3829434330;28:02800:8:Z3829743215;
c1cc2c(s1)CCCN2,188,28:02800:4:Z5059704697;28:02800:4:Z5059952896;28:02800:4:Z5059881803;
CC1(C)CCCCS1(=O)=O,150,28:02800:4:Z3550956040;28:02800:8:Z4489464978;28:02801:6:Z3870415377;
C1C2CC3CC1CC(C2)O3,73,28:02800:4:Z4572230828;28:02801:5:Z3665291514;28:02802:9:Z3893266354;
Cc1nc2c([nH]1)CNCC2,300,28:02800:4:Z4226504814;28:02800:6:Z4226471065;28:02800:7:Z4226483937;
Oc1cccc2c1NCCC2,82,28:02800:4:Z3050141758;28:02800:9:Z3194584860;28:02801:2:Z1619850627;
Cc1cc(F)c2c(c1)CCNC2,97,28:02800:4:Z3346226507;28:02801:4:Z3829401160;28:02802:2:Z4203997265;
CN1CCC2(CCNC2)C1,411,28:02800:4:Z2716767828;28:02800:5:Z2777862805;28:02801:3:Z2201274743;
Clc1cccc2cccnc12,311,28:02800:4:Z2904815671;28:02800:7:Z5004349949;28:02800:9:Z5007899736;
OC1CNC2(CCOCC2)C1O,64,28:02800:4:Z4271513376;28:02802:0:Z4231949728;28:02803:4:Z4271510043;
CC12CCC(O)C(C1)NC2,140,28:02800:4:Z3560297074;28:02801:3:Z3596219725;28:02802:8:Z4285404753;
c1ccc2nnccc2c1,383,28:02800:4:Z4229685346;28:02800:7:Z2770436950;28:02801:1:Z2727247179;
CN1C(=O)NCC12CNC2,304,28:02800:4:Z3979619994;28:02800:9:Z3979513661;28:02801:1:Z3979602630;
OC1C2CCC(CC2)C1O,115,28:02800:4:Z4934438167;28:02800:7:Z4934437760;28:02801:8:Z4934546531;
C1CCC2(C1)CC1CCOC12,161,28:02800:4:Z2772230162;28:02800:4:Z2203130906;28:02800:5:Z3526766922;
CC1C(=O)CC2CCC1N2,208,28:02800:4:Z3832561371;28:02800:6:Z2775470270;28:02800:7:Z2839921798;
CC1CCNC2(CC2)C1,244,28:02800:4:Z3807880129;28:02801:9:Z3799698634;28:02802:0:Z4094116377;
CC12CCC(CC1)CC2,177,28:02800:4:Z4460224127;28:02800:7:Z4487279792;28:02802:4:Z4484893649;
C1CCCCCNCCCC1,51,28:02800:4:Z3441920692;28:02801:3:Z3626782380;28:02804:4:Z3626785230;
c1cn2cncc2cn1,300,28:02800:4:Z4217854772;28:02800:4:Z4218037147;28:02800:4:Z4217518614;
C1CCC2(CCC2)CNC1,257,28:02800:4:Z3055188953;28:02800:4:Z3353968880;28:02800:6:Z4022776932;
c1cnc2cnoc2c1,125,28:02800:4:Z4378650770;28:02801:3:Z4646707068;28:02802:3:Z4466063403;
Cc1cc2cc(Cl)ccc2s1,14,28:02800:4:Z2214135111;28:02803:4:Z1378458449;28:02803:4:Z1744910143;
CC1Cc2cnccc2N1,166,28:02800:4:Z4126774760;28:02800:7:Z4126778709;28:02802:5:Z4126784868;
O=C1NCCCCC1(F)F,131,28:02800:4:Z3751148152;28:02800:4:Z3704461874;28:02800:7:Z3642173871;
Clc1ccn2cncc2c1,113,28:02800:4:Z3656857586;28:02801:1:Z2497707324;28:02801:8:Z2497993013;
FC1(F)C2(CCNCC2)C12CC2,140,28:02800:4:Z3209728215;28:02800:7:Z3619947843;28:02802:0:Z3209723158;
Nc1nc2ccccn2n1,58,28:02800:4:Z4302069052;28:02801:3:Z4305066136;28:02805:7:Z4304002900;
CN1C(=O)CCc2ccccc21,320,28:02800:4:Z1730046553;28:02800:8:Z2569259421;28:02800:8:Z771979504;
c1cnc2c(c1)NCCN2,106,28:02800:4:Z3053832968;28:02801:4:Z3053834014;28:02803:3:Z3053838035;
CC1(C)C2CCCC1C2,56,28:02800:4:Z3684075565;28:02800:4:Z3684075304;28:02803:8:Z3363021555;
C1CN2CCC(CC2)N1,358,28:02800:4:Z1819298843;28:02800:4:Z1819301940;28:02801:0:Z2622942431;
Cc1ccc2c(c1)COCC2,80,28:02800:4:Z5006293915;28:02801:7:Z5005796447;28:02803:1:Z5007728315;
CC1(O)CCNCC1(C)O,386,28:02800:4:Z4466235873;28:02800:6:Z4478388328;28:02800:6:Z4478399762;
Cc1cc2c(cc1C)NCC2,160,28:02800:4:Z2748050916;28:02800:5:Z4061344197;28:02800:9:Z2111098145;
CC1(C)CCNCCS1,484,28:02800:4:Z1920352938;28:02800:4:Z2371935954;28:02800:7:Z2774153403;
Cc1csc(N)n1,354,28:02800:4:Z2391840202;28:02800:5:Z2390900358;28:02800:5:Z4145309352;
C1CCC2(CC1)COCCN2,178,28:02800:4:Z3373123223;28:02800:6:Z2298310832;28:02800:9:Z2298309778;
CC1(C)CNC(=O)NC1=O,73,28:02800:4:Z3211445271;28:02802:1:Z3211011270;28:02805:7:Z3211598405;
O=C1CN=CN1,243,28:02800:4:Z2629211672;28:02800:5:Z2770443395;28:02800:5:Z1996747455;
Cc1nccc(Cl)n1,508,28:02800:4:Z1481205630;28:02800:7:Z4496114364;28:02800:7:Z2368353928;
C1CCC2(CC1)CCN2,645,28:02800:4:Z4393459407;28:02800:4:Z3876226872;28:02800:7:Z1997411681;
CC12CCC(CC1)C2(C)C,173,28:02800:4:Z3710003597;28:02800:4:Z1407966435;28:02800:8:Z354737830;
Cc1cc(C)c2ocnc2c1,139,28:02800:4:Z2272379014;28:02802:9:Z3650402845;28:02803:4:Z4130342078;
CC1CCCCC1=O,473,28:02800:4:Z2494950442;28:02800:8:Z2407684757;28:02800:9:Z3086720042;
Cc1cccc(C)c1Cl,261,28:02800:4:Z3841814023;28:02800:4:Z3855619922;28:02800:8:Z1996020286;
Cc1cn2cccc(C)c2n1,92,28:02800:4:Z4422390229;28:02800:8:Z4576865322;28:02800:8:Z3654857358;
C1CCC2(CC1)CNCCS2,184,28:02800:4:Z3298265777;28:02801:4:Z1639783640;28:02802:4:Z1357319256;
Cc1ccc2c(c1)CCN2,281,28:02800:4:Z3820559521;28:02800:6:Z1879297322;28:02800:6:Z3542866963;
Cc1cccnc1O,28,28:02800:4:Z4596512274;28:02800:9:Z3347028210;28:02805:6:Z3990017379;
CC1(C)NCCC1=O,352,28:02800:4:Z4203318528;28:02800:5:Z4003787050;28:02800:5:Z4042234811;
Cc1csc2ccc(Cl)cc12,56,28:02800:4:Z1994340606;28:02800:9:Z2718566288;28:02801:3:Z2907869364;
CC1(C)CC2(CNCCO2)CO1,141,28:02800:4:Z3612105134;28:02801:1:Z3621482407;28:02801:6:Z3612098923;
c1n[nH]c2c1CSCC2,336,28:02800:4:Z4114747433;28:02800:4:Z4111921047;28:02800:4:Z4114980281;
Oc1ccc2cccnc2n1,212,28:02800:4:Z4021285345;28:02801:1:Z4023222930;28:02802:2:Z4222765778;
FC1CCC2CNCC12,437,28:02800:4:Z1583643044;28:02800:4:Z1952548658;28:02801:3:Z2000944826;
Clc1ccc2sccc2c1,243,28:02800:4:Z1357287402;28:02801:1:Z2700196044;28:02801:7:Z2638597409;
c1ccc2c(c1)CCSC2,387,28:02800:4:Z1273310436;28:02800:7:Z1344608479;28:02801:0:Z2440922004;
C1=NCC2(CCCC2)N1,89,28:02800:4:Z3861869169;28:02801:5:Z3861873525;28:02801:8:Z3861876860;
OC1CCNC12CCC2,426,28:02800:4:Z3899151093;28:02800:6:Z3788163202;28:02800:6:Z3788163036;
Nc1ncc2c(n1)CCCC2,181,28:02800:4:Z2763753659;28:02801:7:Z3395091777;28:02801:8:Z2433662413;
Fc1cc[nH]n1,492,28:02800:4:Z4067891836;28:02800:4:Z4067864941;28:02800:5:Z3543662867;
O=S1(=O)CCC2(CCCN2)C1,147,28:02800:4:Z3652859581;28:02800:4:Z3652851092;28:02800:8:Z3652858760;
O=C1C2CCCCC1CCC2,88,28:02800:4:Z2771900633;28:02804:4:Z2777363008;28:02805:5:Z2778203231;
O=C1NCCc2scnc21,146,28:02800:4:Z3829141385;28:02800:7:Z3829654022;28:02801:4:Z3834219942;
c1cn2cncc2s1,421,28:02800:4:Z3857150364;28:02801:3:Z1417679989;28:02801:4:Z2298311396;
O=c1cc2c(n[nH]1)CCNC2,198,28:02800:4:Z1732347057;28:02800:6:Z1732353501;28:02800:7:Z2971266736;
C1CNC2CCC2N1,321,28:02800:4:Z5020269436;28:02800:4:Z5017952151;28:02800:5:Z5020264379;
O=c1ccc2c([nH]1)CCC2,270,28:02800:4:Z1545611025;28:02800:6:Z1959210423;28:02800:7:Z2850547024;
c1ccc2nscc2c1,791,28:02800:4:Z2840960273;28:02800:4:Z3595737542;28:02800:6:Z3599683286;
Fc1ccc2c(c1)OCCC2,332,28:02800:4:Z3053286093;28:02800:6:Z2581335640;28:02800:8:Z4314176589;
OC1CC2(CNC2)n2ccnc21,46,28:02800:4:Z4277930676;28:02801:0:Z4277929414;28:02804:2:Z4262963091;
C1CC2CCC2CN1,31,28:02800:4:Z4176394745;28:02819:2:Z3345505443;28:02825:8:Z3345505454;
C1CC2CCC(CN1)C2,413,28:02800:4:Z4124424242;28:02800:8:Z4274631477;28:02801:0:Z2964705266;
CC1C2CNC1C2,99,28:02800:4:Z4576310185;28:02801:4:Z3861648117;28:02801:6:Z3861651213;
CC1CCCC1N,499,28:02800:4:Z4176815628;28:02800:5:Z3104785025;28:02800:7:Z3521872688;
Fc1ccc2c(c1)OCCNC2,136,28:02800:4:Z3516419971;28:02802:3:Z2717831514;28:02802:5:Z4886286823;
CC1CNc2cnccc21,205,28:02800:4:Z4132950186;28:02801:0:Z4132950903;28:02801:6:Z4132955539;
CC1CCc2[nH]ncc2C1,141,28:02800:4:Z2691008117;28:02801:2:Z3583434731;28:02802:5:Z2859917080;
Cn1nc2c(cc1=O)CNCC2,147,28:02800:4:Z1958093519;28:02800:6:Z3843263545;28:02800:9:Z2497290645;
Cc1ncnnc1C,570,28:02800:4:Z1731187864;28:02800:7:Z1730887315;28:02800:7:Z1725352566;
FC1COc2ccccc2C1,172,28:02800:4:Z2931689259;28:02800:6:Z2772244218;28:02800:6:Z3815790343;
NC1C2CCCC1CC2,202,28:02800:4:Z4003243447;28:02800:6:Z4060442475;28:02801:4:Z4002841886;
OC1CCC2CNCC12,553,28:02800:4:Z4207778110;28:02800:4:Z2869509299;28:02800:5:Z2884123033;
FC1(F)CCC2(CCNCC2)C1,128,28:02800:4:Z3796765058;28:02800:5:Z3808016543;28:02800:5:Z4204281929;
Clc1cccc2scc(Cl)c12,32,28:02800:4:Z1353350181;28:02803:6:Z2378715753;28:02804:9:Z4422395759;
Cc1c[nH]c(=O)[nH]1,422,28:02800:4:Z3603160378;28:02800:5:Z4600229634;28:02800:6:Z2495625286;
Cc1ccc2c(c1)CNCC2,302,28:02800:4:Z2897924625;28:02800:6:Z2602716647;28:02801:7:Z2607159211;
Cc1nc2c(C)cccn2n1,99,28:02800:4:Z3795456244;28:02800:6:Z3644830482;28:02801:6:Z3667865696;
CN1CCC12CCC2,249,28:02800:4:Z4026759677;28:02800:6:Z3979695681;28:02800:7:Z4096212333;
CC1CNC2CCCCC2O1,162,28:02800:4:Z1289511709;28:02800:8:Z1207287549;28:02801:1:Z1726172889;
O=c1[nH]ccn2nccc12,296,28:02800:4:Z3500205061;28:02800:5:Z4198954274;28:02800:6:Z4505514845;
O=c1nc2cccccc-2[nH]1,16,28:02800:4:Z3339813627;28:02800:5:Z3339813497;28:02802:1:Z3339813475;
CC1CCOc2ccccc21,172,28:02800:4:Z3642318115;28:02800:5:Z4562669557;28:02800:5:Z4322569385;
CC1Cc2cccc(Cl)c2C1,92,28:02800:4:Z4022917201;28:02800:4:Z4022913151;28:02800:4:Z4011856681;
c1cnc2oncc2c1,264,28:02800:4:Z4077574688;28:02800:4:Z1677996662;28:02801:5:Z2443912786;
C1CCC2(CC1)CCCCO2,446,28:02800:4:Z2862820592;28:02800:4:Z4231117548;28:02800:6:Z2862881550;
CC1(C)CNC(C)(C)C1O,287,28:02800:4:Z3712716612;28:02801:4:Z3712721132;28:02801:7:Z4326457636;
Cc1[nH]nc2c1CCCC2,215,28:02800:4:Z3832844774;28:02800:8:Z4047607072;28:02801:1:Z3806390973;
Fc1ccc2c(c1)C=CCO2,2,28:02800:4:Z4795939897;28:02845:9:Z2445248796;
NC1CCC(F)(F)C1,432,28:02800:4:Z4878765513;28:02800:4:Z4878767289;28:02800:8:Z4878769530;
Fc1cccc2c1CCNC2,386,28:02800:4:Z1522367893;28:02800:5:Z4313326301;28:02801:4:Z2721880233;
NC1CCc2nccn2C1,145,28:02800:4:Z4061680606;28:02800:4:Z3791028178;28:02801:3:Z3795225930;
c1cnc2c(c1)NCC2,406,28:02800:4:Z5043760751;28:02801:3:Z2870617445;28:02801:6:Z4123072931;
Cc1ccn2nc(C)cc2n1,211,28:02800:4:Z3391874277;28:02800:5:Z3394796405;28:02800:8:Z2998619634;
O=c1[nH]c2cccc(Cl)c2[nH]1,66,28:02800:4:Z4305401358;28:02801:5:Z4109186640;28:02801:5:Z4111210019;
Cc1ncccc1N,297,28:02800:4:Z4491401778;28:02800:4:Z4484969762;28:02800:4:Z4485854225;
O=c1[nH]ccc2c1NCCC2,101,28:02800:4:Z2026719871;28:02804:5:Z3555327782;28:02806:1:Z2960900150;
CC1CCC2(CNC2)CO1,277,28:02800:4:Z4962333424;28:02800:5:Z4964086944;28:02800:6:Z4960912847;
O=c1[nH]cnc2c1SCCC2,52,28:02800:4:Z3638917000;28:02801:0:Z3638919704;28:02802:8:Z3638924030;
Cc1ccc2c(c1)CCNC2,221,28:02800:4:Z4064090492;28:02801:4:Z2358305111;28:02801:4:Z4265120027;
Fc1ccc2c(c1)CCNC2,365,28:02800:4:Z2277193959;28:02801:3:Z4643108802;28:02801:4:Z3795613859;
CC1(O)CC2(CNC2)C1,437,28:02800:4:Z4154831825;28:02800:6:Z4269716918;28:02800:6:Z4147283609;
C1COCC2(C1)CCNC2,403,28:02800:4:Z2044987414;28:02800:6:Z4265707896;28:02801:2:Z2047084713;
O=C1NCC2CCCCN12,62,28:02800:4:Z2647263748;28:02801:6:Z2596269602;28:02802:0:Z2647258518;
O=C1C2CCCC1CC2,386,28:02800:4:Z4020258292;28:02800:4:Z4022187372;28:02800:7:Z4013037091;
CC1CCCC(N)C1,238,28:02800:4:Z3888955510;28:02800:4:Z4065184510;28:02800:6:Z4058314730;
NC1CCCNCC1,406,28:02800:4:Z3639638456;28:02800:6:Z3699818481;28:02800:8:Z3699831544;
c1cc2cscc2s1,273,28:02800:4:Z2715493560;28:02800:9:Z2709328555;28:02801:2:Z3173881775;
CN1CCNCC12CCOC2,239,28:02800:4:Z3042519883;28:02800:6:Z3043532423;28:02800:7:Z3042513083;
Cc1cncnc1O,221,28:02800:4:Z4234118828;28:02800:6:Z4228046705;28:02801:8:Z4223269356;
O=C1NCCC12CCNC2,326,28:02800:4:Z4026770123;28:02800:7:Z4004774924;28:02800:7:Z4031412031;
FC1(F)CCC2(CCCO2)CC1,32,28:02800:4:Z4451296763;28:02800:4:Z4450997544;28:02800:7:Z4458649400;
C1CCC2CC2NC1,311,28:02800:4:Z4429604689;28:02800:6:Z4055187025;28:02800:7:Z3047292124;
CC1CCOC1C,1211,28:02800:4:Z2709600745;28:02800:5:Z3543751282;28:02800:5:Z1653013867;
c1ccc2c(c1)CCCCC2,907,28:02800:4:Z2709600745;28:02800:5:Z3752988701;28:02800:6:Z3815358528;
CC1CNCCC1O,655,28:02800:4:Z3469535729;28:02800:6:Z3051099171;28:02800:6:Z1745535131;
Cc1ccc(N)nc1,191,28:02800:4:Z1958437599;28:02801:6:Z1958458848;28:02801:7:Z3619790019;
CC1CNC(=O)CN1,652,28:02800:4:Z4346782637;28:02800:9:Z4413186911;28:02801:0:Z4066992083;
CC1CCCC(C)NC1,319,28:02800:4:Z4206031635;28:02800:6:Z1274523148;28:02800:8:Z4374151708;
CC1(C)CCC2(CCN2)C1,205,28:02800:4:Z4051065336;28:02800:8:Z3996060241;28:02801:7:Z4026258808;
CC1CC12NC(=O)CNC2=O,10,28:02800:4:Z4208534690;28:02802:0:Z4208581137;28:02804:5:Z4208557548;
Cc1cc(C)c(Cl)cn1,66,28:02800:4:Z4560074335;28:02801:7:Z3529156700;28:02803:6:Z3503451963;
Clc1cccn2ccnc12,415,28:02800:4:Z3843468236;28:02800:8:Z3780582799;28:02800:9:Z4123990347;
CC1CC=CCC1,37,28:02800:4:Z2617365670;28:02801:5:Z3837596011;28:02804:6:Z4453203382;
Cc1cc(O)nnc1C,219,28:02800:4:Z3841585040;28:02800:7:Z4875669080;28:02801:0:Z3189291337;
c1noc2c1CNCC2,409,28:02800:4:Z3832009058;28:02800:6:Z3634652390;28:02800:8:Z4089628475;
CC1(C)CNCc2ccccc2O1,61,28:02800:4:Z2949834269;28:02801:9:Z2227638993;28:02802:1:Z2972300515;
Cc1cc(C)c(C)s1,197,28:02800:4:Z4152760325;28:02800:4:Z3620706266;28:02801:0:Z2918373304;
OC1CC2CNCCN2C1,394,28:02800:4:Z3697531086;28:02800:5:Z2843651447;28:02800:6:Z4113731909;
Oc1ccc2c(c1)CNC2,192,28:02800:4:Z4065184510;28:02800:5:Z4204962378;28:02801:2:Z4165767398;
Cc1cccc2ocnc12,48,28:02800:4:Z2861215097;28:02804:1:Z1287184136;28:02804:1:Z1276398309;
C1COCC2(CC2)CN1,555,28:02800:4:Z1900852715;28:02800:9:Z2870954547;28:02801:6:Z4021616673;
CC1(C)CNCC2(CCCOC2)O1,64,28:02800:4:Z4265473269;28:02801:0:Z4908163128;28:02801:5:Z2600583996;
FC1(F)CCCc2ccccc21,34,28:02800:4:Z3780795746;28:02800:4:Z3780845299;28:02800:4:Z3780845922;
C1CC2OCCC2CO1,341,28:02800:4:Z3625035583;28:02800:5:Z3624118986;28:02800:6:Z3644838373;
Nc1ncncc1Cl,247,28:02800:4:Z1874027153;28:02801:2:Z1874228533;28:02801:4:Z2368167590;
OC12CCNCC1C2,689,28:02800:4:Z3358746352;28:02800:9:Z2645923962;28:02800:9:Z2603783681;
c1[nH]nc2c1COCC2,167,28:02800:4:Z4129052492;28:02800:6:Z2862927480;28:02800:6:Z2883887040;
Fc1ccc2c(c1)NCCC2,250,28:02800:4:Z2733620400;28:02801:2:Z4446352445;28:02801:8:Z1329240974;
O=c1[nH]cnc2c1CNC2,206,28:02800:4:Z4513297575;28:02800:6:Z4513298145;28:02800:7:Z4559998543;
CC1(C)CC2CCNC21,426,28:02800:4:Z4004839239;28:02800:5:Z4027047782;28:02800:6:Z4134521237;
Fc1cccn2cncc12,161,28:02800:4:Z2698395491;28:02800:8:Z2709908292;28:02801:6:Z2715683450;
