fragment_smiles,occurences,example_ligands
CC1COCc2ccccc21,169,199:19900:3:Z5013904485;199:19900:7:Z5007927911;199:19900:8:Z5006685177;
C1CC2CNCC(CN1)C2,179,199:19900:3:Z5038032933;199:19900:6:Z5048903951;199:19900:9:Z5038029203;
CC1(C)CCCS1,131,199:19900:3:Z3200446675;199:19901:6:Z3093556035;199:19904:1:Z3093555090;
CC1CNCCC1=O,178,199:19900:3:Z1915524677;199:19900:7:Z1752231298;199:19901:5:Z1827479302;
FC1(F)CC12CCCNCC2,201,199:19900:3:Z3621767461;199:19900:5:Z3784834271;199:19901:2:Z4114047004;
CN1CCn2cnnc2C1=O,389,199:19900:3:Z4065790273;199:19901:0:Z4124296930;199:19901:0:Z3204296204;
NC1Cc2ccccc2C1,343,199:19900:3:Z4065790273;199:19900:5:Z2825141656;199:19901:0:Z5060515446;
Oc1ccc(Cl)cc1,457,199:19900:3:Z3818992656;199:19900:4:Z2703577414;199:19900:5:Z4769049571;
c1cc2c(s1)CCCCC2,218,199:19900:3:Z2203730527;199:19901:1:Z1645996647;199:19901:5:Z1534186930;
Cc1ccc(Cl)c2c1CCCN2,26,199:19900:3:Z2703715788;199:19901:3:Z2279984384;199:19905:5:Z2326095941;
c1cnc2c(c1)CNCCO2,147,199:19900:3:Z1688409525;199:19902:0:Z4307398491;199:19903:3:Z1688411807;
Cc1sc2ncnc(N)c2c1C,240,199:19900:3:Z1985808370;199:19900:6:Z1886899735;199:19900:9:Z1579437782;
O=C1NCCCc2cc[nH]c21,311,199:19900:3:Z3577541777;199:19900:8:Z3699488039;199:19901:8:Z4129945005;
Oc1ccc2c(n1)NCCC2,75,199:19900:3:Z4471492592;199:19900:3:Z4599508989;199:19900:5:Z4086423961;
c1scc2c1CCC2,189,199:19900:3:Z3788329968;199:19901:1:Z3909005446;199:19901:2:Z3898633276;
Cc1cc(C)c2ncccc2c1,99,199:19900:3:Z2595664468;199:19901:5:Z3606317784;199:19902:6:Z2297768278;
Clc1ncc2cn[nH]c2n1,54,199:19900:3:Z2967612643;199:19901:2:Z4991917074;199:19903:1:Z3830996042;
O=S1(=O)CCNC2CCCC21,206,199:19900:3:Z2279383251;199:19900:8:Z3659523162;199:19901:8:Z2295775601;
O=S1(=O)CCCc2cc(F)ccc21,254,199:19900:3:Z3649126363;199:19900:8:Z1731180112;199:19900:8:Z3598178409;
Fc1cccc2cc[nH]c12,312,199:19900:3:Z4026031042;199:19900:6:Z1950020420;199:19901:4:Z1953354908;
Cc1cccc2c1C(C)CC2=O,288,199:19900:3:Z1928719007;199:19900:8:Z2617143374;199:19901:2:Z1725503201;
Cc1csc2ncccc12,791,199:19900:3:Z3351844801;199:19900:4:Z3809517093;199:19900:6:Z4541662670;
C1CC2CCC1CNC2,150,199:19900:3:Z3911193543;199:19900:4:Z3911193034;199:19901:3:Z4017844885;
Nc1nccs1,746,199:19900:3:Z3097643481;199:19900:4:Z3267856853;199:19900:4:Z3529821357;
c1cc2c(cn1)NCCCC2,125,199:19900:3:Z4870900919;199:19900:5:Z4132762851;199:19900:5:Z4870899071;
c1ncc2ncsc2n1,290,199:19900:3:Z4025717671;199:19900:3:Z4272377568;199:19900:9:Z4025957210;
Cc1cc2cnccn2n1,348,199:19900:3:Z1725295886;199:19900:7:Z1725359013;199:19901:4:Z4198518471;
Cc1cnc2ncnn2c1,228,199:19900:3:Z2633028987;199:19900:6:Z2902396762;199:19901:6:Z2632576480;
O=c1ccc2ncccc2[nH]1,61,199:19900:3:Z2611262252;199:19902:4:Z2610923212;199:19902:6:Z2613534044;
C1CC2CCC(C1)OC2,61,199:19900:3:Z2968166247;199:19900:9:Z2979718639;199:19901:2:Z3176113376;
Clc1cnc2ccccn12,95,199:19900:3:Z4129301529;199:19901:0:Z1666939376;199:19901:1:Z1673579217;
CC1CCCCNC1,129,199:19900:3:Z3544852561;199:19901:4:Z1893157228;199:19902:9:Z4214952076;
Cc1cccc2ocnc12,219,199:19900:3:Z3537566911;199:19900:6:Z1276396852;199:19901:1:Z3656058800;
Fc1cccc2c1CCCN2,120,199:19900:3:Z1361633660;199:19900:3:Z4931124464;199:19900:3:Z4931124465;
O=C1CSc2ncncc2N1,131,199:19900:3:Z4232400053;199:19901:7:Z1900477288;199:19903:1:Z5023171175;
Cc1ccc(C)nn1,627,199:19900:3:Z3135589589;199:19900:3:Z1558427508;199:19900:7:Z1558697048;
O=C1CCCc2[nH]ccc21,178,199:19900:3:Z3898867563;199:19900:8:Z3668393299;199:19901:4:Z3644436292;
NC1CC2CCCCC12,68,199:19900:3:Z4971435532;199:19902:8:Z5017904416;199:19904:8:Z3831585037;
C1CCC2(CC1)CCOC2,239,199:19900:3:Z4922279067;199:19900:5:Z4923010303;199:19901:2:Z4871995836;
Cc1ccc2ccsc2n1,57,199:19900:3:Z4271156422;199:19901:5:Z4271155198;199:19901:5:Z4271155277;
C1CCC2(CCCOC2)NC1,81,199:19900:3:Z3092939727;199:19900:3:Z3092939850;199:19905:6:Z3092940222;
Cn1c(=O)[nH]c(=O)c2nc[nH]c21,37,199:19900:3:Z3561695005;199:19900:5:Z3556803293;199:19904:1:Z3555769816;
CC1Oc2ccccc2O1,174,199:19900:3:Z3694657454;199:19901:1:Z1797727944;199:19901:6:Z1797722605;
CC1(C)CCc2ccccc21,344,199:19900:3:Z4470855157;199:19900:3:Z4470854972;199:19900:8:Z1508044012;
Clc1cccc2nc[nH]c12,210,199:19900:3:Z4913107121;199:19900:4:Z4913160376;199:19900:6:Z4913278343;
O=C1CC2CCCC2C1,128,199:19900:3:Z3573254988;199:19901:9:Z3189156844;199:19902:2:Z3203115716;
Oc1ccon1,172,199:19900:3:Z3595117586;199:19901:2:Z3595121824;199:19901:3:Z3595091772;
OC1CNCC12CC2,145,199:19900:3:Z1745146184;199:19901:3:Z1748043529;199:19901:8:Z1748046701;
c1cc2ccsc2[nH]1,211,199:19900:3:Z2971308844;199:19901:7:Z1471518637;199:19901:8:Z3871077596;
Fc1ccncc1,266,199:19900:3:Z2664169276;199:19900:5:Z2664168359;199:19900:8:Z4268183970;
Cn1cnc2cncnc21,619,199:19900:3:Z4885410256;199:19900:5:Z4886685427;199:19901:0:Z4216705969;
c1nc2c(o1)CCCC2,157,199:19900:3:Z3370931496;199:19900:8:Z2788170907;199:19901:4:Z3337819569;
Oc1nc2ccccc2s1,55,199:19900:3:Z4999262088;199:19900:7:Z4999170655;199:19901:7:Z4998117880;
CC1CSCCCN1,63,199:19900:3:Z2965553394;199:19907:4:Z3369357316;199:19907:6:Z2965552970;
C1COC2CCOCC2N1,131,199:19900:3:Z3350643843;199:19901:6:Z3584190250;199:19902:2:Z3091700396;
CC1OCCC1F,102,199:19900:3:Z3083789610;199:19900:9:Z3190276617;199:19901:1:Z3346859870;
Cc1c[nH]c2c1C(=O)CCC2,327,199:19900:3:Z1616993760;199:19900:5:Z4240847309;199:19900:5:Z1557562135;
O=c1cccc2n1CC1CNCC2C1,230,199:19900:3:Z4271981796;199:19900:4:Z4303935376;199:19901:8:Z3356101175;
CC1CCCS1,436,199:19900:3:Z2602581220;199:19900:6:Z2434051436;199:19901:0:Z1411450747;
c1ccc2c(c1)CC1CCC(C2)C1,134,199:19900:3:Z2099606356;199:19900:4:Z4192848334;199:19902:1:Z2098168140;
Cc1ccnc2[nH]ccc12,90,199:19900:3:Z3368155388;199:19900:6:Z3368156047;199:19900:9:Z3581621547;
Cc1cc2[nH]c(=O)ccn2n1,296,199:19900:3:Z3565030976;199:19900:6:Z1098696854;199:19900:7:Z2861021014;
Cc1ccc2c(Cl)csc2c1,57,199:19900:3:Z2295750921;199:19900:9:Z3898718700;199:19903:0:Z2781414761;
Cc1nnc2n1CCNC2,154,199:19900:3:Z2295750921;199:19901:0:Z3497699463;199:19901:7:Z3009784052;
Cn1nc(O)c2c1CNCC2,258,199:19900:3:Z4139488651;199:19900:7:Z2951127949;199:19900:7:Z2951141524;
C1CC2COCC(C1)N2,228,199:19900:3:Z4213836701;199:19900:6:Z2170170024;199:19901:4:Z4391045103;
Fc1cncc(Cl)c1,164,199:19900:3:Z4474735198;199:19900:3:Z4105719498;199:19900:3:Z4105356300;
N=S1(=O)CCCc2cc(F)ccc21,98,199:19900:3:Z4264027168;199:19903:7:Z4264057557;199:19904:6:Z4264048701;
c1ccc2c(c1)CCC21CCNC1,80,199:19900:3:Z2804592073;199:19903:3:Z2792596834;199:19905:5:Z2804589636;
c1cc2c(cn1)OCCC2,559,199:19900:3:Z1740070861;199:19900:3:Z1643713801;199:19900:3:Z3724631896;
Cc1ccc2c(c1C)OCCCC2,30,199:19900:3:Z1438180767;199:19903:2:Z3634876196;199:19908:7:Z1986576854;
Cc1ccc2c(c1)CCNC2,223,199:19900:3:Z1840721140;199:19900:9:Z4297818782;199:19901:1:Z1841157574;
Cn1ncc2ncncc21,156,199:19900:3:Z4269635973;199:19901:0:Z4362916647;199:19901:9:Z4466711924;
c1[nH]nc2c1CNC2,228,199:19900:3:Z4091800919;199:19900:4:Z3583701288;199:19900:4:Z3381621282;
OC12CCNCC1COCC2,321,199:19900:3:Z4478441379;199:19901:5:Z4478427275;199:19901:9:Z4451554993;
CC1CCOC(C)C1,258,199:19900:3:Z4665107611;199:19900:8:Z4166080476;199:19901:2:Z3835617991;
OC1CNCC1O,232,199:19900:3:Z2717908706;199:19900:5:Z2717911060;199:19900:6:Z4203984280;
CC1=CCCS1(=O)=O,160,199:19900:3:Z4771104091;199:19900:4:Z4771185655;199:19901:1:Z4769194687;
O=S1(=O)CCC2(CC2)C1,205,199:19900:3:Z4404958621;199:19900:4:Z4424031061;199:19901:8:Z4406231849;
O=C1NCC2CCC1N2,352,199:19900:3:Z5004170099;199:19900:3:Z3819177226;199:19900:9:Z5004234724;
c1cnc2sccc2c1,400,199:19900:3:Z4581512289;199:19901:3:Z4083894500;199:19901:5:Z4353619866;
Clc1ccc2c(c1)SCCCN2,20,199:19900:3:Z4128449355;199:19907:7:Z4128449581;199:19912:7:Z4128446802;
CC1CS(=O)(=O)CCCN1,205,199:19900:3:Z2963589044;199:19900:8:Z2963589883;199:19901:5:Z4125264355;
Cn1cnc2[nH]c(=O)[nH]c(=O)c21,118,199:19900:3:Z3582464978;199:19901:9:Z951202964;199:19902:1:Z336013984;
Fc1cc(F)cc(Cl)c1,165,199:19900:3:Z1589867053;199:19901:0:Z4832873399;199:19902:2:Z4832910100;
Cc1ncc2cn[nH]c2n1,288,199:19900:3:Z2143578058;199:19900:4:Z4231289747;199:19900:4:Z2094430944;
C1CCCCNCCC1,100,199:19900:3:Z3155216156;199:19900:4:Z2293007386;199:19901:6:Z2297813086;
C1CC2(C1)CC1(CCC1)C2,139,199:19900:3:Z3048232986;199:19900:9:Z4577600890;199:19901:7:Z3588186610;
OC1CCNC2CCCCC12,157,199:19900:3:Z2833547337;199:19901:8:Z2839505484;199:19902:1:Z4450382655;
CN1CCCC1(C)C,237,199:19900:3:Z4473738898;199:19900:6:Z4218888241;199:19900:9:Z4218884233;
Fc1cc2c(cc1F)NCC2,206,199:19900:3:Z5042990047;199:19900:8:Z422674090;199:19901:4:Z1879467458;
Cn1ccc2cccnc21,460,199:19900:3:Z3360585764;199:19900:4:Z4993740370;199:19900:8:Z3528798657;
O=C1CSc2ccc(Cl)cc2N1,250,199:19900:3:Z1408978149;199:19900:5:Z3614953836;199:19900:6:Z1818010430;
Cn1nc2c(c1O)CCNC2,155,199:19900:3:Z4227900371;199:19903:0:Z4227909707;199:19903:7:Z4227902522;
Cc1nc2n(n1)CCNC2,341,199:19900:3:Z3351975401;199:19900:5:Z1331731231;199:19901:1:Z1369431089;
c1ccc2c(c1)CCC21CC1,340,199:19900:3:Z1522172752;199:19900:5:Z1355107345;199:19900:6:Z1985352877;
Cn1ncc2c(O)ccnc21,201,199:19900:3:Z1635719906;199:19901:0:Z1636224853;199:19901:1:Z1574898943;
O=C1CC2CCC(C1)N2,170,199:19900:3:Z4467373762;199:19900:6:Z2169175548;199:19900:9:Z2234942301;
c1cnc2cn[nH]c2c1,330,199:19900:3:Z3359399387;199:19900:5:Z4477967976;199:19900:7:Z3297109814;
CC1CCn2nccc2C1,345,199:19900:3:Z2455108786;199:19900:4:Z4248402094;199:19900:4:Z4248430340;
NC1CCCC2CC12,83,199:19900:3:Z3549598865;199:19901:0:Z3549744451;199:19901:2:Z3549700597;
Cc1ncc2cc(C)sc2n1,27,199:19900:3:Z4024673746;199:19911:1:Z4025055016;199:19916:1:Z4024854946;
Cc1nc2cnccc2[nH]1,105,199:19900:3:Z4148694160;199:19901:3:Z4961239226;199:19903:0:Z4148596321;
Cc1cc2c(N)ncnc2o1,48,199:19900:3:Z2601006438;199:19900:6:Z89138649;199:19903:7:Z1770128407;
O=C1NC2CCNC1C2,197,199:19900:3:Z3590857925;199:19900:6:Z3612641537;199:19900:7:Z3612654060;
Clc1cc2[nH]ccc2s1,31,199:19900:3:Z3573600652;199:19902:8:Z3686038451;199:19902:8:Z3686069869;
O=C1CCc2ccc(Cl)cc21,159,199:19900:3:Z4639310125;199:19901:4:Z4639062093;199:19901:8:Z4643821162;
c1ccc2c(c1)CCC1(CCNCC1)O2,252,199:19900:3:Z2647483059;199:19901:7:Z3518060620;199:19902:0:Z2779234639;
Cn1ncc2nccnc21,148,199:19900:3:Z4329292073;199:19900:9:Z4998785408;199:19900:9:Z4316733271;
Cc1ccc2ccsc2c1,86,199:19900:3:Z1961085868;199:19902:1:Z1957730160;199:19903:7:Z1961084132;
Cc1cn2c(=O)ccnc2s1,537,199:19900:3:Z2297248268;199:19900:5:Z1698956326;199:19900:6:Z2921997001;
CC1CCc2c(sc3ncnc(N)c23)C1,76,199:19900:3:Z1511658288;199:19901:4:Z3653124191;199:19901:7:Z2016190467;
O=c1[nH]cnc2c1oc1ccccc12,261,199:19900:3:Z2329936199;199:19900:3:Z1250642063;199:19900:4:Z4453480393;
c1cn2c(n1)CCNCCCCCC2,293,199:19900:3:Z4353514511;199:19900:3:Z4353515931;199:19900:7:Z4344619782;
OC12CCCCC1CNCC2,207,199:19900:3:Z4329401706;199:19900:8:Z4316597118;199:19901:1:Z4316178208;
CC1(C)Nc2ccccc2NC1=O,246,199:19900:3:Z3294613262;199:19902:1:Z1337823843;199:19902:4:Z1535407865;
Cc1ccc2nonc2c1,58,199:19900:3:Z4274666654;199:19901:1:Z4185007479;199:19902:8:Z4274657337;
Oc1ncccc1Cl,68,199:19900:3:Z3303101457;199:19903:4:Z1170168087;199:19903:8:Z3687351461;
c1cc2n(n1)CCCCO2,289,199:19900:3:Z5042929627;199:19900:7:Z5042772305;199:19901:1:Z5042784929;
NC1CC2CNCC2C1,181,199:19900:3:Z3134621575;199:19901:6:Z3134623045;199:19902:5:Z4175279864;
C1=NNCC1,831,199:19900:3:Z3322747556;199:19900:3:Z1462423871;199:19900:5:Z4274515530;
CC1(C)OCc2cn[nH]c21,207,199:19900:3:Z3298271819;199:19900:7:Z3302428865;199:19901:0:Z3302792839;
Cc1ccn2cnnc2c1C,83,199:19900:3:Z4151446803;199:19900:3:Z4151463705;199:19901:4:Z4151459873;
c1ncc2c[nH]nc2n1,137,199:19900:3:Z3493113758;199:19900:6:Z3996043182;199:19901:5:Z3493111543;
CN1CNC(=O)C12CNC2,211,199:19900:3:Z3614838398;199:19900:6:Z3614834307;199:19900:7:Z3440334784;
Cn1cnc2c1c(=O)[nH]c(=O)n2C,433,199:19900:3:Z3613663705;199:19900:5:Z4137135618;199:19900:5:Z4137146162;
c1cnc2ccoc2c1,410,199:19900:3:Z4350957572;199:19900:7:Z4491696256;199:19900:8:Z2958970587;
O=C1CCCCn2nccc21,338,199:19900:3:Z3169636914;199:19900:5:Z2958568625;199:19900:7:Z2954322294;
c1ccc2c(c1)OCc1cncn1-2,111,199:19900:3:Z4575736750;199:19901:2:Z3992090512;199:19902:2:Z3818175275;
O=C1NCCc2c(Cl)cccc21,272,199:19900:3:Z1802108797;199:19900:3:Z3442556291;199:19900:7:Z2058371048;
O=C1COc2ccc(F)cc2N1,176,199:19900:3:Z3697818522;199:19900:4:Z3843231602;199:19900:4:Z3715675231;
CC1C(O)CC2CCC1N2,240,199:19900:3:Z2811313205;199:19901:0:Z2871902966;199:19901:8:Z2784645142;
CC1CCN(C)C1,507,199:19900:3:Z1401856526;199:19900:4:Z3539593965;199:19900:5:Z1408323661;
Clc1ccn2nccc2c1,206,199:19900:3:Z2175526490;199:19900:9:Z3641484957;199:19901:4:Z4576461766;
c1cnc2c(c1)CCC1(CCOCC1)O2,54,199:19900:3:Z4252526718;199:19901:0:Z4252538373;199:19901:5:Z4251752383;
NC1CNCC12CCS(=O)(=O)CC2,106,199:19900:3:Z4055489757;199:19900:4:Z3385327707;199:19900:8:Z4055489763;
CN1CCCNC1=O,330,199:19900:3:Z4154533209;199:19900:5:Z4153215740;199:19900:8:Z4154534152;
CC1CNC(C)(C)C1,334,199:19900:3:Z4147195710;199:19900:4:Z4174813349;199:19900:4:Z3791221868;
O=S1(=O)CCn2cccc2C1,324,199:19900:3:Z4021201691;199:19900:6:Z4022627044;199:19901:6:Z4023062031;
c1cnon1,91,199:19900:3:Z3583510548;199:19904:5:Z4267692099;199:19907:6:Z3469638417;
c1cc2cc3c(cc2o1)CCC3,120,199:19900:3:Z27370048;199:19901:4:Z2233411351;199:19902:6:Z729701910;
c1cc2[nH]ccc2cn1,663,199:19900:3:Z3390823383;199:19900:3:Z3724631914;199:19900:4:Z4240168903;
CC1CCNCCC1(F)F,122,199:19900:3:Z4274734565;199:19900:4:Z3626710174;199:19902:1:Z5045254922;
O=S1(=O)NCCN1,698,199:19900:3:Z4274734565;199:19900:7:Z3516893258;199:19900:8:Z3576148385;
O=S1(=O)CCC2CCC1C2,340,199:19900:3:Z4473627749;199:19900:6:Z4690575036;199:19900:9:Z3571836570;
NC1CC2CCC1C2,344,199:19900:3:Z3512414240;199:19900:3:Z3099930042;199:19900:3:Z3513769291;
Oc1ccc2cccc(O)c2c1,75,199:19900:3:Z2878692107;199:19900:6:Z3592789438;199:19902:5:Z4054524268;
Clc1ccc2c(c1)CCCS2,119,199:19900:3:Z1335694343;199:19901:7:Z743392248;199:19903:0:Z169716882;
NC1CCCC2CNCC12,139,199:19900:3:Z2394096600;199:19901:5:Z2355972335;199:19902:0:Z2444804067;
O=C1CC2(CNC2)C(O)CN1,146,199:19900:3:Z3370033609;199:19900:8:Z2989329885;199:19901:0:Z2989329580;
Cc1cccc(F)c1C,50,199:19900:3:Z4348303108;199:19900:9:Z4350902375;199:19902:4:Z4348168429;
OC1CCCC12CCOCC2,337,199:19900:3:Z3831091649;199:19900:7:Z4092640757;199:19900:9:Z4230774490;
CC1(C)CC2CNCC21,71,199:19900:3:Z4025149657;199:19901:8:Z4503900604;199:19902:8:Z4025124708;
Cc1cc(=O)n2nccc2[nH]1,440,199:19900:3:Z1303517765;199:19900:7:Z2454152321;199:19900:7:Z2647514573;
CC1NCNC1=O,323,199:19900:3:Z2869146213;199:19900:4:Z4152870279;199:19900:5:Z2457830250;
OC1CNc2ccc(F)cc2C1,57,199:19900:3:Z5018871860;199:19900:9:Z5018868060;199:19906:4:Z5018869508;
C1=NCCS1,724,199:19900:3:Z2964950319;199:19900:4:Z2802768211;199:19900:4:Z2097019398;
c1ccc2c(c1)CCCC21CC1,271,199:19900:3:Z1285951299;199:19900:4:Z3703764866;199:19900:9:Z3681695811;
Nc1ccc2cncnc2n1,61,199:19900:3:Z3396100273;199:19900:7:Z1983556146;199:19902:0:Z1537128279;
Clc1cc2c(s1)CCNC2,78,199:19900:3:Z2438905384;199:19901:0:Z2437263608;199:19905:4:Z2454137523;
Fc1cc(Cl)cc2ccoc12,44,199:19900:3:Z3633537135;199:19903:6:Z3698867661;199:19903:6:Z3698807336;
Cc1cc2ccccc2s1,144,199:19900:3:Z4154135440;199:19900:9:Z1378450989;199:19901:1:Z1959658454;
CC1CCNCCS1(=O)=O,298,199:19900:3:Z1867245330;199:19900:7:Z4156224451;199:19901:4:Z1864376703;
c1occ2c1CCCC2,113,199:19900:3:Z2624217309;199:19901:4:Z5013350911;199:19901:8:Z2595135105;
Cc1cc(C)c2c(c1)NCCC2,120,199:19900:3:Z1067980564;199:19900:6:Z1556822191;199:19901:3:Z2042319037;
CC1NCCCO1,29,199:19900:3:Z4136539876;199:19904:5:Z4150114704;199:19904:5:Z3055811603;
Cc1ccc2ncsc2c1,146,199:19900:3:Z3953635375;199:19900:8:Z1096049222;199:19901:0:Z2149752753;
CN1CNCC1=O,349,199:19900:3:Z2106235177;199:19900:8:Z1820603984;199:19901:1:Z2018834265;
NC1CCCCNC1,30,199:19900:3:Z3699863737;199:19906:3:Z3699855407;199:19910:1:Z3699863551;
OC1CCC2(CC1)CC2,215,199:19900:3:Z3637763255;199:19902:1:Z3637753352;199:19902:1:Z3637763526;
CC1CNCc2ccccc2O1,304,199:19900:3:Z2214917525;199:19900:6:Z3098094532;199:19900:6:Z2293660356;
CC1(C)CCC(=O)c2ccccc21,157,199:19900:3:Z3437989074;199:19900:8:Z4049307749;199:19902:1:Z3580931294;
Nc1cnsc1,106,199:19900:3:Z4280113511;199:19901:4:Z4241442695;199:19902:5:Z1492965398;
Clc1cccc2c1CC1CC21,177,199:19900:3:Z2697402609;199:19900:6:Z2710594007;199:19900:8:Z2707008754;
Cn1nnc2c1CCNC2,343,199:19900:3:Z4206266239;199:19900:8:Z3177449683;199:19901:2:Z3310252601;
CC12CCCNC1COC2,172,199:19900:3:Z3787652347;199:19901:5:Z3787416937;199:19902:2:Z3841760496;
C1CNCCC2(C1)CCCO2,290,199:19900:3:Z3622721750;199:19900:3:Z3646414626;199:19900:6:Z3549196931;
C1CC2(C1)CC21CC1,77,199:19900:3:Z4388564753;199:19903:3:Z4299371368;199:19903:9:Z4424164516;
C1CCC2(CC1)COCCN2,149,199:19900:3:Z4116542138;199:19900:5:Z3373127130;199:19900:8:Z4135722891;
Nc1cc2ccccn2n1,65,199:19900:3:Z3361681865;199:19900:9:Z3297894050;199:19901:7:Z3361486425;
CC1(C)CCCS1(=N)=O,61,199:19900:3:Z3520596431;199:19902:9:Z3520598693;199:19908:5:Z3829610888;
Fc1cc(F)c2c(c1)OCCC2,202,199:19900:3:Z5048402480;199:19900:5:Z5058727748;199:19900:6:Z5060284876;
Oc1ncc[nH]1,86,199:19900:3:Z3049407540;199:19903:1:Z3049726833;199:19906:3:Z3048340886;
Nc1ccc2ccccc2n1,76,199:19900:3:Z4128113588;199:19901:3:Z5036529640;199:19901:4:Z4128744396;
O=C1CCC2(CCCO2)CC1,78,199:19900:3:Z4193739120;199:19902:8:Z4193754075;199:19904:6:Z4193983955;
O=C1CNc2cc(F)c(F)cc2N1,114,199:19900:3:Z4127052195;199:19900:6:Z4127056336;199:19904:2:Z3000832066;
O=C1CCNC2CCCN12,113,199:19900:3:Z2964503977;199:19900:3:Z2964502446;199:19900:4:Z2964510609;
Cn1cnc2c1CCNC2,242,199:19900:3:Z1919075125;199:19900:5:Z2493102523;199:19900:8:Z1482432951;
Fc1cc2[nH]cnc2cc1Cl,136,199:19900:3:Z4485962901;199:19900:6:Z4413545407;199:19901:6:Z3557501419;
C1CC2CSCC1N2,85,199:19900:3:Z3406338197;199:19901:7:Z3609521918;199:19901:7:Z3741218783;
Fc1ccc2nc[nH]c2c1,451,199:19900:3:Z1907740519;199:19901:0:Z1620276000;199:19901:2:Z4454588444;
c1nn2cncc2s1,68,199:19900:3:Z3831288154;199:19900:7:Z3830952672;199:19900:8:Z5023225961;
CC1(C)CNCCS1,457,199:19900:3:Z3181070928;199:19900:6:Z4024636851;199:19900:8:Z3172016356;
c1cc2c(o1)COC2,145,199:19900:3:Z3084686451;199:19900:4:Z3185545327;199:19901:4:Z3084844926;
Clc1cccc2occc12,71,199:19900:3:Z1473006534;199:19901:8:Z3591285310;199:19902:5:Z1472485729;
C1NCC2COCC1C2,165,199:19900:3:Z3385817705;199:19900:5:Z4257444189;199:19901:1:Z3385816456;
C1COCC2(C1)CCCO2,522,199:19900:3:Z3592785115;199:19900:3:Z3436322932;199:19900:3:Z4132081871;
c1cnc2c(c1)CCCCN2,124,199:19900:3:Z4126757438;199:19901:2:Z4126755980;199:19901:5:Z4126752973;
Fc1cccc2c1NCCC2,295,199:19900:3:Z4132326736;199:19900:5:Z560113430;199:19900:7:Z4996877637;
O=C1NCCCc2occc21,462,199:19900:3:Z2922733629;199:19900:4:Z2907294562;199:19900:5:Z4910615549;
c1cnc2cncn2c1,283,199:19900:3:Z2696210116;199:19901:0:Z2696205669;199:19901:0:Z3707607836;
CN1CCCC12CCNCC2,174,199:19900:3:Z2774124198;199:19901:0:Z1681674606;199:19902:4:Z4058332207;
O=S1(=O)CC2CCN1C2,131,199:19900:3:Z4022629116;199:19901:8:Z4020395664;199:19904:7:Z4271129977;
CC1Cc2cnccc2N1,127,199:19900:3:Z4126774349;199:19901:3:Z2691294157;199:19901:7:Z4917582665;
CN1CC(=O)Nc2cncnc21,33,199:19900:3:Z3556990420;199:19900:5:Z3557606192;199:19901:7:Z3556173463;
O=S1(=O)CC2CNCC(C2)C1,277,199:19900:3:Z4051832634;199:19900:6:Z4503907941;199:19900:9:Z4051836609;
NC12CCCC1(F)CNC2,33,199:19900:3:Z4449111553;199:19901:2:Z4449113657;199:19902:3:Z4449111671;
CC1(C)CC(C)(C)C1O,83,199:19900:3:Z3662366063;199:19901:3:Z4254755980;199:19905:3:Z4257486742;
CC1(C)NCCC1O,174,199:19900:3:Z2189335279;199:19900:4:Z2207149652;199:19901:4:Z2187829163;
Cc1cnc(C)[nH]1,243,199:19900:3:Z3724631845;199:19900:8:Z3367792563;199:19901:4:Z3266903449;
O=S1(=O)CCC2(CCCCO2)C1,354,199:19900:3:Z2615821767;199:19900:9:Z2893626346;199:19900:9:Z1797649208;
Cc1cc(C)[nH]c(=O)n1,589,199:19900:3:Z4429281514;199:19900:4:Z3541445411;199:19900:7:Z4293924067;
C1CC2(C1)COCCO2,641,199:19900:3:Z5013283891;199:19900:5:Z5063365070;199:19900:8:Z5018727786;
Clc1cccc2c1CNCC2,131,199:19900:3:Z2307258865;199:19900:6:Z2306490971;199:19902:5:Z2304710018;
CC1(C)CNC(C)(C)C1O,133,199:19900:3:Z3712724873;199:19900:5:Z3773258146;199:19900:9:Z3655627709;
c1cc2[nH]cnc2cn1,487,199:19900:3:Z3558423830;199:19900:5:Z2878415736;199:19900:6:Z2892844409;
O=C1CCOCC1,216,199:19900:3:Z3935973333;199:19902:5:Z2915611701;199:19902:8:Z3927802668;
CC1(C)CNCc2cn[nH]c21,112,199:19900:3:Z3370683632;199:19900:8:Z4503751768;199:19900:9:Z4066150112;
Cc1cccc2c1OCCCC2,54,199:19900:3:Z1966770108;199:19905:6:Z1438439952;199:19906:1:Z1572383126;
C1CCC2NCCNC2C1,172,199:19900:3:Z3057354957;199:19900:6:Z3596289571;199:19900:8:Z3594636634;
CC1CNCC(C)C1(F)F,177,199:19900:3:Z4477512549;199:19900:7:Z3601457055;199:19900:7:Z3434174283;
Clc1ccc2c(c1Cl)CCNC2,107,199:19900:3:Z2657853168;199:19900:3:Z1360357089;199:19900:6:Z1015876432;
Cc1cncc(F)c1,183,199:19900:3:Z3800994952;199:19900:7:Z3802253103;199:19900:9:Z4825713973;
Fc1ccc2c(c1F)CNCC2,268,199:19900:3:Z1447604494;199:19900:5:Z2017214563;199:19900:7:Z3408277995;
Cc1ccc(C)c2c1CCCO2,321,199:19900:3:Z3571899206;199:19900:3:Z3142774195;199:19900:3:Z3571900404;
Clc1cc(Cl)c2ocnc2c1,20,199:19900:3:Z1217252479;199:19902:5:Z1918418590;199:19905:9:Z1918450870;
