fragment_smiles,occurences,example_ligands
Nc1ccncc1F,169,62:06200:4:Z4312111576;62:06200:7:Z4311975641;62:06200:9:Z4311971321;
C1CN2CCC(C2)N1,362,62:06200:4:Z4118281903;62:06200:7:Z2640795341;62:06200:8:Z2678709726;
C1CNCSC1,336,62:06200:4:Z4947643234;62:06201:7:Z3360440319;62:06202:6:Z4947642784;
CC1CNc2cnccc2NC1=O,94,62:06200:4:Z4132440748;62:06200:4:Z4132434962;62:06200:5:Z3040103152;
FC1(F)CCNC2(CCC2)C1,175,62:06200:4:Z4097485497;62:06201:1:Z4097490292;62:06201:6:Z4097491715;
CC1(C)COC2(CC3CCCC3C2)OC1,28,62:06200:4:Z4209649428;62:06200:4:Z4232388194;62:06206:7:Z4214638534;
CC1NCCC1(F)F,255,62:06200:4:Z3518454265;62:06200:5:Z3443413015;62:06200:5:Z3438337773;
O=C1CCc2c(F)cccc21,39,62:06200:4:Z3506025443;62:06203:1:Z2769194404;62:06203:6:Z2094809622;
c1nnc2n1NCCC2,151,62:06200:4:Z4270735936;62:06200:5:Z4270751995;62:06201:2:Z4270753034;
Clc1cccc2sccc12,117,62:06200:4:Z3857189426;62:06201:2:Z1420813384;62:06201:8:Z3524169325;
Cc1cn2ncnc2nc1C,163,62:06200:4:Z1252348424;62:06201:4:Z3561292834;62:06201:6:Z1432084328;
CC12CNCCC1C2(F)F,407,62:06200:4:Z4272737355;62:06200:6:Z4256090433;62:06200:7:Z4276066727;
Cc1ccc2c(c1)OCCN2,237,62:06200:4:Z1883349301;62:06200:5:Z3842865191;62:06200:9:Z3297820193;
Cc1cnc2ncnn2c1,246,62:06200:4:Z4860671920;62:06200:7:Z2631646423;62:06201:7:Z2636995794;
Clc1cnc2nccn2c1,301,62:06200:4:Z4483033204;62:06200:8:Z4123967380;62:06201:0:Z4124907848;
OC1CCCCCC1O,191,62:06200:4:Z3803248695;62:06201:4:Z2861553882;62:06201:5:Z3204777800;
FC1CCc2ccccc2C1,270,62:06200:4:Z2851996596;62:06200:5:Z3359476403;62:06200:6:Z3997093942;
CC1(O)CCNCC1,533,62:06200:4:Z1417403496;62:06200:7:Z1569092725;62:06201:2:Z3892102985;
CC12CNCC1CNC2,314,62:06200:4:Z2828356279;62:06200:5:Z3133969921;62:06200:5:Z2757677354;
Clc1ccc2ccccc2c1,823,62:06200:4:Z2634277921;62:06200:8:Z4913135525;62:06200:9:Z1496797729;
OC1CCCCCCC1,62,62:06200:4:Z3359834071;62:06201:4:Z3359740870;62:06201:9:Z3359479379;
Cc1ccc(C)n1N,145,62:06200:4:Z3382827673;62:06200:9:Z3384481746;62:06201:4:Z4060445089;
C1SC2CC1C2,182,62:06200:4:Z4330052634;62:06201:3:Z4016497680;62:06203:1:Z4316708879;
C1CC2CC3CC1CC2C3,60,62:06200:4:Z2840454396;62:06200:9:Z2776813420;62:06202:0:Z3131972441;
OC1CC(O)C12CCCNC2,264,62:06200:4:Z4027209788;62:06200:7:Z4994996249;62:06201:0:Z4004924954;
Fc1cc(F)c2c(c1)CCO2,229,62:06200:4:Z4490933234;62:06200:8:Z4490782281;62:06201:3:Z4589970962;
Cc1cnoc1N,112,62:06200:4:Z3793901134;62:06201:4:Z3793340750;62:06202:2:Z3793179033;
O=c1cccc2n1CCCCC2,217,62:06200:4:Z4178012861;62:06200:5:Z4907274796;62:06200:8:Z4177815332;
Cc1cc(F)cc2c1NCC2,139,62:06200:4:Z4907369045;62:06201:2:Z4909149442;62:06202:2:Z4908025214;
CC1(C)Oc2ccccc2NC1=O,110,62:06200:4:Z4453177406;62:06201:0:Z3535754669;62:06201:5:Z4478118270;
OC1CC2(CC2)C1,570,62:06200:4:Z3843906966;62:06200:5:Z4319814458;62:06200:5:Z4323775652;
C1CC2CC(CO2)N1,344,62:06200:4:Z3594260519;62:06200:7:Z3896595125;62:06200:9:Z3408963385;
CC1Cc2cnccc2N1,205,62:06200:4:Z3203731110;62:06200:7:Z4126790380;62:06201:4:Z3203738836;
Cc1ccc2c(c1)CC(C)NC2,133,62:06200:4:Z4453714778;62:06202:6:Z4597681421;62:06202:7:Z4457380565;
NC1CCC2(CC1)CC2,388,62:06200:4:Z4059781067;62:06200:6:Z4064139578;62:06200:6:Z4066205982;
Fc1cc2cccnc2cc1F,132,62:06200:4:Z4562819568;62:06200:4:Z4419440885;62:06200:4:Z4419524643;
O=C1NCC2CCC12,434,62:06200:4:Z4471666762;62:06200:5:Z3540001989;62:06200:8:Z3552471457;
c1cn2c(n1)CNCCC2,731,62:06200:4:Z3551100094;62:06200:5:Z3550225352;62:06200:5:Z3550293806;
FC12CCCC(CC1)C2,238,62:06200:4:Z4921628015;62:06201:4:Z4921960225;62:06202:3:Z4931606196;
Cc1ccc2sc(=O)n(C)c2c1,135,62:06200:4:Z2914134075;62:06202:2:Z2914133768;62:06202:8:Z4216482367;
C1CCCCNCCCC1,81,62:06200:4:Z3589481356;62:06200:6:Z3520765156;62:06201:5:Z3641765163;
O=C1CCCC2CC12,250,62:06200:4:Z4325291892;62:06200:5:Z4323552130;62:06200:5:Z4326646677;
CC1(C)OCC(O)CO1,69,62:06200:4:Z4262422202;62:06205:0:Z5036086656;62:06207:9:Z4264048099;
OC1CC2CNC1C2,740,62:06200:4:Z5043937821;62:06200:5:Z3550242098;62:06200:6:Z4911748431;
c1nc2c(s1)CCNC2,306,62:06200:4:Z2899330402;62:06200:4:Z2860478203;62:06200:5:Z2853824395;
Cc1nnc2n1CCNC2,68,62:06200:4:Z2609920244;62:06203:7:Z3137988241;62:06205:1:Z3523398775;
C1CNCC2(C1)CCNCC2,262,62:06200:4:Z3046293921;62:06200:5:Z2368551604;62:06200:7:Z2362967038;
Cn1ccc(N)c1,151,62:06200:4:Z4211872159;62:06201:0:Z3681247468;62:06201:0:Z4213104228;
CC1(C)COc2ccnn2C1,128,62:06200:4:Z2918152670;62:06203:5:Z2996167842;62:06204:0:Z3808443627;
Clc1ccnc2cnccc12,117,62:06200:4:Z4319510691;62:06200:8:Z4326652770;62:06202:1:Z4316698128;
CC1(C)CNCc2ccccc21,245,62:06200:4:Z3542270756;62:06200:8:Z2142789720;62:06201:1:Z1529025133;
Cc1cnc(Cl)o1,193,62:06200:4:Z4288419665;62:06200:8:Z4292539237;62:06201:8:Z4289405063;
CN1C=NC(=O)C1O,48,62:06200:4:Z4219549658;62:06201:3:Z4219557445;62:06202:2:Z4219561351;
Cc1ccn[nH]c1=O,232,62:06200:4:Z3603206526;62:06200:5:Z3368029301;62:06200:6:Z3360221637;
CC1(C)CNCCS1,834,62:06200:4:Z4405317509;62:06200:7:Z4257037164;62:06201:0:Z4477785119;
OC1C2CCC1CNC2,353,62:06200:4:Z3707167373;62:06200:6:Z3707160700;62:06200:8:Z3657554555;
N=S1(=O)CCc2ccccc21,79,62:06200:4:Z2927315441;62:06200:5:Z2927323546;62:06200:5:Z2927331319;
Cc1nn2ccnc2s1,272,62:06200:4:Z3352685811;62:06200:8:Z4875954386;62:06201:3:Z2899403590;
c1cnncn1,491,62:06200:4:Z3078317909;62:06200:8:Z85872374;62:06201:6:Z1863869730;
CN1C(=O)CNc2ccccc21,176,62:06200:4:Z1884691975;62:06201:4:Z1884708670;62:06202:4:Z4113502961;
O=C1CC2COCC(C1)N2,198,62:06200:4:Z4465620832;62:06201:2:Z4393428969;62:06201:3:Z4465602051;
CC1(C)CCNCC(C)(C)N1,241,62:06200:4:Z3605847070;62:06200:5:Z3207015100;62:06200:6:Z3207011839;
Oc1ncnc2ccccc12,63,62:06200:4:Z2362127515;62:06200:6:Z2221979776;62:06204:3:Z3346546718;
c1nc2c(o1)CCSC2,234,62:06200:4:Z4908084742;62:06200:8:Z4908091014;62:06201:0:Z4907638945;
CC1Cc2cc(Cl)ccc2N1,82,62:06200:4:Z3059975589;62:06201:0:Z4128118121;62:06203:7:Z3872758474;
O=c1ccc2c([nH]1)CCOC2,199,62:06200:4:Z2893233795;62:06200:5:Z2879682910;62:06201:3:Z3874648512;
FC1(F)CC12CCCNC2,416,62:06200:4:Z3357770452;62:06201:5:Z2483658496;62:06201:7:Z2474255313;
C1CNCNC1,73,62:06200:4:Z3208604883;62:06201:4:Z3208603303;62:06202:2:Z5064620759;
c1ncc2c[nH]nc2n1,109,62:06200:4:Z3493092921;62:06202:4:Z3493110849;62:06202:7:Z3493105664;
O=C1CCOc2ccccc2N1,412,62:06200:4:Z3561342560;62:06200:4:Z3396187297;62:06200:6:Z3437339610;
Cc1cc(C)n(C)c(=O)c1,351,62:06200:4:Z4621118898;62:06200:7:Z4172701207;62:06200:7:Z4934836222;
CN1C2CCNCC1CC2,364,62:06200:4:Z2625554577;62:06200:7:Z1303180306;62:06201:3:Z2926960499;
Clc1ccnn2ccnc12,106,62:06200:4:Z4224131080;62:06200:5:Z4313415159;62:06201:9:Z4231090546;
O=S1(=O)CCC2(CCCN2)CC1,261,62:06200:4:Z4116426358;62:06200:5:Z3878346144;62:06200:7:Z3517225988;
CC1(C)CN=CS1,132,62:06200:5:Z1765800612;62:06200:5:Z3190572990;62:06200:9:Z2479330897;
CN1CCNC2(CCOCC2)CC1,143,62:06200:5:Z3375179723;62:06200:8:Z3043679737;62:06202:2:Z3042964328;
CN1CC2(CCNCC2)c2ccccc21,68,62:06200:5:Z3893172067;62:06205:4:Z3817747689;62:06205:6:Z3893171985;
O=C1CCC2CCNC1C2,333,62:06200:5:Z3057274244;62:06200:6:Z3205464869;62:06201:1:Z3618721532;
C1CNCCC2(C1)CC2,283,62:06200:5:Z2722750180;62:06200:9:Z2710349753;62:06200:9:Z2722288520;
Clc1cc(Cl)c2c(c1)CCCN2,16,62:06200:5:Z2812434259;62:06204:0:Z2703078330;62:06204:3:Z4131998355;
CC1NCCCC1(C)C,135,62:06200:5:Z3346204452;62:06200:6:Z3570798661;62:06200:7:Z3615679052;
Cc1cc2scnc2s1,120,62:06200:5:Z4198618359;62:06200:7:Z2173716561;62:06201:2:Z2837188594;
C1CCC2(CC1)CCCNC2,288,62:06200:5:Z4315456081;62:06200:7:Z4055835496;62:06201:0:Z3501748707;
Cn1cnc2cccc(F)c21,108,62:06200:5:Z2976823157;62:06200:8:Z1999967243;62:06201:9:Z1999993134;
C1CCC2CNCC2CC1,256,62:06200:5:Z3621803967;62:06200:5:Z3518414374;62:06200:6:Z3615695156;
Cc1cccc2c1C(=O)NCCN2,143,62:06200:5:Z4244380760;62:06200:9:Z2177126507;62:06201:4:Z2747061691;
CC1CCNC1=O,110,62:06200:5:Z2610783584;62:06200:6:Z2610775848;62:06200:7:Z2610781616;
O=C1CCC2(CCCC2)N1,67,62:06200:5:Z3646127691;62:06201:8:Z3537397792;62:06202:6:Z3537397734;
Cc1nccc2nncn12,122,62:06200:5:Z2346853953;62:06201:2:Z2347243123;62:06201:7:Z3080174608;
Cc1cc(C)c2cc[nH]c2c1,281,62:06200:5:Z3711878742;62:06200:5:Z1918378640;62:06200:7:Z3651936796;
C1COCC2(CCOCC2)N1,192,62:06200:5:Z4906632282;62:06200:5:Z4295289046;62:06201:3:Z3651453174;
O=c1[nH]ccc2nccnc12,11,62:06200:5:Z3800210166;62:06213:9:Z2721906645;62:06218:0:Z2614153186;
O=S1(=O)CC2(CCCC2)CN1,95,62:06200:5:Z4964860441;62:06202:2:Z4000690303;62:06202:9:Z3800319855;
C1=Cc2ccccc2C1,365,62:06200:5:Z5060489440;62:06201:1:Z3093186686;62:06201:9:Z4447886166;
CC1(N)CCC1,75,62:06200:5:Z3385411166;62:06201:4:Z3385415023;62:06201:9:Z3794753682;
O=S1(=O)CC2CCCN1C2,253,62:06200:5:Z3905546040;62:06200:5:Z3898371441;62:06201:1:Z3843311780;
N=S1(=O)CCNc2ccccc21,102,62:06200:5:Z3314446032;62:06200:6:Z4489449146;62:06200:8:Z3651547549;
O=C1CCNC2(CCC2)C1,249,62:06200:5:Z2873278286;62:06200:5:Z2873282839;62:06201:5:Z3471721121;
FC1CC2CC2C1,306,62:06200:5:Z4188521604;62:06200:8:Z4179152521;62:06201:0:Z4172184702;
FC12CCC(CC1)CC2,306,62:06200:5:Z2173845179;62:06200:5:Z2232599406;62:06200:6:Z2295220742;
CN1CCNc2ccccc2C1,224,62:06200:5:Z4132223813;62:06201:0:Z4132223294;62:06201:1:Z1909198348;
c1ccc2c(c1)cc1n2CCCNC1,109,62:06200:5:Z2506381477;62:06200:8:Z4401133219;62:06201:0:Z4061721508;
Cn1cnc2c1CCNC21CCOCC1,37,62:06200:5:Z4285307365;62:06211:4:Z4215018054;62:06215:0:Z3040920403;
CN1CCC2(CCCCC2)CC1,109,62:06200:5:Z2909253083;62:06201:8:Z2960067110;62:06202:0:Z2909251367;
Clc1cc(Cl)c2nccn2c1,593,62:06200:5:Z3202139067;62:06200:6:Z1996626357;62:06200:7:Z2954531347;
Cn1ccc(O)n1,319,62:06200:5:Z3540439647;62:06201:3:Z3551184642;62:06202:0:Z4140823537;
Clc1ncc2c(n1)CCC2,59,62:06200:5:Z4391280689;62:06201:3:Z5061674185;62:06201:3:Z4456393554;
Oc1cccnn1,200,62:06200:5:Z3882293224;62:06200:7:Z4506458205;62:06201:1:Z3600321679;
Cc1cnc2cc(C)c(C)cc2n1,31,62:06200:5:Z2969358597;62:06200:6:Z2973343517;62:06202:0:Z2970081244;
Oc1ccnc(O)n1,100,62:06200:5:Z1303016878;62:06200:8:Z1360656117;62:06201:1:Z5043587408;
C1CC2(CCN1)OC1CC2C1,37,62:06200:5:Z4055632290;62:06200:8:Z4213935625;62:06201:9:Z4203833983;
FC1(F)C2COCC21,365,62:06200:5:Z3654694941;62:06200:5:Z3668798812;62:06200:9:Z3667992808;
C1CN2CC3(CC3)CC2CN1,213,62:06200:5:Z3827975035;62:06201:1:Z4118462286;62:06201:3:Z3834202693;
Cc1cc2[nH]ccc2s1,333,62:06200:5:Z3866927269;62:06201:1:Z3867833642;62:06201:3:Z4018445433;
C1CC23CNCC2(C1)CNC3,94,62:06200:5:Z3365842639;62:06201:4:Z3385122092;62:06202:3:Z4055454325;
CC1(C)CCc2ccccc21,545,62:06200:5:Z3999267359;62:06200:5:Z4151120620;62:06200:5:Z3293618680;
Cc1ccc(O)nc1,183,62:06200:5:Z2952721004;62:06200:6:Z3143882178;62:06202:5:Z3795400133;
Cn1cc(Cl)ncc1=O,101,62:06200:5:Z3560650191;62:06202:1:Z3561695131;62:06202:7:Z4109580014;
Clc1cnn2c1CNCC2,347,62:06200:5:Z4132957912;62:06202:2:Z3530799557;62:06202:7:Z4277435649;
O=C1CCc2ccccc2CN1,245,62:06200:5:Z4356530183;62:06200:8:Z4329419023;62:06201:1:Z4317069004;
Cc1cccc(F)c1F,775,62:06200:5:Z2361748750;62:06200:5:Z2702952113;62:06200:6:Z4195059538;
Clc1ncsc1Cl,108,62:06200:5:Z3797671654;62:06202:1:Z3860805942;62:06203:5:Z4245198227;
CC1(O)CCCNC1,367,62:06200:5:Z1557188203;62:06200:6:Z1997291696;62:06200:7:Z3709702065;
N=S1(=O)CCCc2ncncc21,99,62:06200:5:Z3828453840;62:06202:6:Z3828035077;62:06203:0:Z3829861757;
Cc1nn(C)c2nccc(Cl)c12,92,62:06200:5:Z4390667558;62:06200:5:Z4456132705;62:06200:6:Z3831320302;
CC1CCOc2ccccc21,357,62:06200:5:Z2921657222;62:06200:5:Z3208990486;62:06200:6:Z2918113892;
Cc1nnn[nH]1,1151,62:06200:5:Z2484101442;62:06200:7:Z3539460893;62:06200:7:Z1881785866;
FC1(F)CCCC2CNCC21,263,62:06200:5:Z4978925909;62:06200:8:Z4979127092;62:06201:7:Z4986009675;
Nc1ncc2[nH]cnc2n1,92,62:06200:5:Z1900685931;62:06201:1:Z2615606721;62:06202:3:Z1317599460;
O=S1(=O)CC2(CCNCC2)C1,304,62:06200:5:Z3317719179;62:06201:0:Z3091849927;62:06201:0:Z3317721090;
c1cc2cnncc2o1,166,62:06200:5:Z1699256433;62:06200:8:Z1159100196;62:06200:9:Z1743951047;
Cn1ccc2sccc21,156,62:06200:5:Z3550994824;62:06201:1:Z3553168299;62:06201:4:Z3580881246;
C1CC2CCOC2O1,97,62:06200:5:Z4013740545;62:06200:5:Z4013751265;62:06200:5:Z4013743929;
OC1COC2(CCNCC2)CC1O,161,62:06200:5:Z4451527739;62:06200:8:Z4483048131;62:06200:9:Z4457480869;
Clc1ccnc2c1CNC2,276,62:06200:5:Z4157677714;62:06200:5:Z4154618389;62:06200:8:Z4152977929;
CC12CC(CO1)C2,722,62:06200:5:Z3569012916;62:06200:6:Z3643036377;62:06200:7:Z3704138934;
CC12CCCNC1COC2,309,62:06200:5:Z3870020166;62:06200:5:Z3809359623;62:06200:6:Z3910737332;
FC1CCCCNC1,274,62:06200:5:Z3698601170;62:06200:6:Z3139203238;62:06200:7:Z3047013195;
CC1(C)COC2(CCNCC2)OC1,210,62:06200:5:Z3308858088;62:06200:7:Z3471052823;62:06201:4:Z1366220604;
Cc1cc(N)no1,203,62:06200:5:Z2475284524;62:06200:7:Z2174936271;62:06203:6:Z2166570013;
CN1CC2CNCCN2C1=O,395,62:06200:5:Z1904789922;62:06201:0:Z1900903834;62:06201:0:Z4932976364;
CC1CNc2ccccc2C(=O)N1,113,62:06200:5:Z1884982038;62:06201:0:Z1647853554;62:06202:5:Z1884978265;
c1cnc2nsnc2c1,9,62:06200:5:Z4082170806;62:06205:1:Z4083197284;62:06205:7:Z4083197625;
CC1CNc2ccccc2N(C)C1=O,103,62:06200:5:Z3338381313;62:06200:5:Z2706333842;62:06202:5:Z4265802130;
Nc1ncc2ccsc2n1,103,62:06200:5:Z1835071820;62:06201:0:Z283746974;62:06201:7:Z1435556299;
Cc1cnc[nH]c1=O,83,62:06200:5:Z2589259185;62:06201:0:Z2589324499;62:06201:5:Z2589258660;
Cc1cccc2c(O)ccnc12,69,62:06200:5:Z3905279477;62:06201:8:Z1846906086;62:06201:9:Z1734566032;
O=c1ccc2c([nH]1)CCCC2O,100,62:06200:5:Z3371245353;62:06200:8:Z3699783090;62:06200:9:Z4082691121;
CC1(C)CNCCCO1,424,62:06200:5:Z1222598555;62:06200:5:Z1239342579;62:06201:1:Z2980399124;
C1CC2CCCN(C1)C2,451,62:06200:5:Z2800859994;62:06200:5:Z3203582234;62:06200:7:Z4170318425;
c1ccc2c(c1)NCC1CCCCN21,90,62:06200:5:Z2219802463;62:06201:5:Z2673574267;62:06203:2:Z2774423726;
C1CCC2(CCOC2)NC1,199,62:06200:5:Z3091931183;62:06201:1:Z3091932445;62:06202:1:Z3206882058;
CC1(C)CCC2(CCN2)CC1,131,62:06200:5:Z3494114360;62:06201:4:Z4125780369;62:06201:9:Z3645842250;
C1CC2CNC2CN1,47,62:06200:5:Z2413858038;62:06203:3:Z3870599039;62:06204:1:Z2413858413;
NC12CCCC1(F)CNC2,179,62:06200:5:Z4449105458;62:06200:6:Z4449114479;62:06200:8:Z4449106136;
Cc1ccc2ocnc2n1,29,62:06200:5:Z2346385878;62:06203:6:Z2346385845;62:06204:8:Z1651268989;
CC1(C)OCC2(CCNCC2)CO1,238,62:06200:5:Z4907303452;62:06200:5:Z4909387066;62:06200:9:Z4908316419;
CC1NCCc2cccc(F)c21,176,62:06200:5:Z3381378631;62:06200:5:Z3101594265;62:06200:7:Z1697037454;
CC1CCNc2cc(Cl)ccc2S1,42,62:06200:5:Z1384361352;62:06202:4:Z4372737741;62:06206:7:Z1559447210;
c1cc2n(c1)CCC2,294,62:06200:5:Z4020580394;62:06200:5:Z4008924708;62:06200:6:Z4023256278;
CN1CCC2(CCCNC2)C1,228,62:06200:5:Z2640818110;62:06200:6:Z4770239019;62:06200:9:Z3173351331;
CC1CNC(C)(C)CN1,217,62:06200:5:Z4056039361;62:06200:8:Z4510689347;62:06202:4:Z4056039837;
C1SC2CNC1C2,263,62:06200:5:Z2359048542;62:06200:8:Z3097472149;62:06200:9:Z3356609919;
O=S1(=O)CCNCCC12CCC2,264,62:06200:5:Z2335278898;62:06200:8:Z4205982211;62:06201:1:Z2335280913;
CC1CNCCc2ccc(Cl)cc21,184,62:06200:5:Z4406896331;62:06200:5:Z4406512862;62:06200:7:Z2476209743;
C1CCC2CCNCC2CC1,125,62:06200:5:Z3607311961;62:06200:7:Z3607306840;62:06201:0:Z4209186080;
Fc1cnc2c(c1)NCCC2,183,62:06200:5:Z4648984715;62:06200:6:Z4622895280;62:06200:6:Z4648983603;
CC1(F)CC2(CNC2)C1,299,62:06200:5:Z4478553142;62:06200:7:Z4600765080;62:06200:8:Z4478535866;
NC12CCC(CC1)C2,232,62:06200:5:Z3019763939;62:06200:8:Z4315473897;62:06201:8:Z3547463216;
CC1(C)CCN1,167,62:06200:5:Z2800308199;62:06200:8:Z3684645221;62:06201:2:Z3620854761;
O=S1(=O)CCCNc2ccccc21,77,62:06200:5:Z4217903653;62:06201:7:Z4218250737;62:06202:7:Z4132277977;
O=c1[nH]ccc2nccn12,132,62:06200:5:Z4310185908;62:06202:3:Z4312938655;62:06203:5:Z4309692185;
Cc1ccc2nonc2c1,194,62:06200:5:Z4003461066;62:06202:1:Z4107045890;62:06202:2:Z4274660057;
Nc1ncc2ccccc2n1,98,62:06200:5:Z4305915980;62:06202:3:Z4257813756;62:06203:0:Z4305297709;
OC1CCC(O)C2CCC1N2,97,62:06200:5:Z4350917422;62:06201:5:Z3634485663;62:06202:4:Z4436925262;
Cc1ccc2c(c1)C=CCO2,4,62:06200:5:Z2789545681;62:06227:9:Z2789530182;62:06248:1:Z2902937327;
Cc1ccc2ocnc2c1,129,62:06200:5:Z1207790666;62:06203:1:Z3831901728;62:06204:8:Z1743810287;
C1CC12CNC2,679,62:06200:5:Z3815240738;62:06200:7:Z1828894534;62:06201:0:Z3817823388;
CC1(C)CCCC2(CCN2)C1,103,62:06200:5:Z4051059734;62:06201:8:Z4051059563;62:06202:0:Z4043437437;
C1CC2CCNCC(C1)C2,193,62:06200:5:Z3795079042;62:06201:1:Z3628743650;62:06202:5:Z4389628689;
NC1C2CCCCNC12,116,62:06200:5:Z3045745066;62:06200:7:Z4506458205;62:06201:7:Z3141628643;
OC1CNOC1,165,62:06200:5:Z3587891797;62:06200:8:Z3679100190;62:06201:2:Z3551383755;
O=c1ccc2c([nH]1)CCCCC2,182,62:06200:5:Z1239342579;62:06201:1:Z2457676353;62:06202:7:Z1576553946;
C1CCC2OCCNC2C1,588,62:06200:5:Z2453381680;62:06201:1:Z3836818821;62:06201:1:Z1389636577;
c1cnc2c(c1)CCO2,287,62:06200:5:Z5034007612;62:06200:7:Z5046649582;62:06201:1:Z5043030890;
Nc1ccc(F)cn1,10,62:06200:5:Z5022017948;62:06225:1:Z4999856766;62:06233:0:Z5022018289;
Cc1n[nH]c(=O)n1C,416,62:06200:5:Z4262131868;62:06201:0:Z3501993945;62:06201:3:Z2475720989;
CN1CC(=O)Nc2ccccc21,269,62:06200:5:Z4642615264;62:06200:7:Z4644992976;62:06201:0:Z1247069830;
C1CCC2(C1)CC1CCOC12,230,62:06200:5:Z1514306815;62:06201:1:Z4172721016;62:06201:5:Z2148477703;
Nc1cc2c(cn1)CCC2,197,62:06200:5:Z4612180954;62:06200:7:Z4122105013;62:06201:1:Z4122362133;
CC1=CCn2nnnc2N1C,140,62:06200:5:Z2907315407;62:06201:6:Z4209686188;62:06202:7:Z2298786803;
Cn1c(=O)c2ccccc2n(C)c1=O,65,62:06200:5:Z3340950398;62:06204:4:Z2976078149;62:06204:5:Z2976078689;
Cc1nccnc1C,194,62:06200:5:Z3393117023;62:06200:8:Z3389644614;62:06201:5:Z3395619793;
CC12CCC(CC1)C2(C)C,182,62:06200:5:Z3715200868;62:06202:6:Z1559556236;62:06202:9:Z3715202293;
O=c1[nH]ccc2occc12,177,62:06200:5:Z4025608130;62:06200:7:Z2978224996;62:06202:4:Z3365247068;
Cc1nc2cncnc2s1,128,62:06200:5:Z4192346865;62:06200:6:Z3393887864;62:06202:7:Z3391391876;
CC1CNCO1,294,62:06200:5:Z4265594618;62:06200:5:Z4265538186;62:06200:5:Z4220106061;
CC1NCCNC1C,194,62:06200:5:Z4169514359;62:06202:0:Z3104557345;62:06203:1:Z2451668983;
C1CCNNC1,122,62:06200:5:Z3131936270;62:06202:2:Z2488783208;62:06203:5:Z2959721323;
Cc1ccc2ccccc2c1,371,62:06200:5:Z3365437253;62:06200:9:Z4571684776;62:06201:0:Z3622686584;
CC1(C)C2CCC13CCNC3C2,55,62:06200:5:Z3609495119;62:06200:7:Z4490620140;62:06203:3:Z3591921016;
CC1CNC2(COC2)CO1,192,62:06200:5:Z4883818651;62:06200:8:Z4883809999;62:06201:1:Z4887197536;
Cc1ccc2c(c1)CCCO2,392,62:06200:5:Z2911446140;62:06200:7:Z1953024032;62:06201:0:Z4475025725;
O=S1(=O)CCc2sccc2C1,286,62:06200:5:Z1426097492;62:06200:5:Z4469276963;62:06200:7:Z4220837558;
Cn1cccc(Cl)c1=O,99,62:06200:5:Z3844003598;62:06202:1:Z1421734453;62:06202:2:Z3540077952;
O=S1(=O)CCNOCC1,288,62:06200:5:Z3187903945;62:06200:5:Z3207499687;62:06200:7:Z4517264112;
Cc1ccc2c(c1F)NCCC2,66,62:06200:5:Z4132422396;62:06201:6:Z4132423108;62:06201:7:Z2326381265;
Fc1cccc2c1CCCCO2,23,62:06200:5:Z4113126335;62:06203:5:Z4113118679;62:06215:6:Z4113144789;
c1cc2c(o1)CCCNC2,515,62:06200:5:Z4065666772;62:06200:9:Z2147630184;62:06201:0:Z3384004724;
Nc1ncc2c(n1)CCCC2,242,62:06200:5:Z2433719717;62:06201:2:Z4303854140;62:06201:2:Z4303849534;
OC1CC2CCCC(C2)C1O,181,62:06200:5:Z4319940267;62:06201:8:Z4325225986;62:06204:7:Z4317355458;
Cc1cc2[nH]ccc2o1,158,62:06200:5:Z3537578303;62:06201:5:Z3470043408;62:06201:8:Z5054360764;
Cc1cc2c(=O)[nH]cnc2s1,70,62:06200:5:Z1533160960;62:06204:0:Z1532951521;62:06204:2:Z16735743;
Nc1ncon1,177,62:06200:5:Z1310767718;62:06200:6:Z1659076870;62:06201:1:Z3843024484;
CC1CCc2nncn2C1,266,62:06200:5:Z4324787308;62:06200:7:Z4318208727;62:06201:0:Z4320257575;
FC1(F)CC2CNC1C2,299,62:06200:5:Z3631015038;62:06201:1:Z3631003896;62:06201:4:Z3519552321;
O=C1NCCCC12CCCNC2,274,62:06200:5:Z1767389392;62:06200:5:Z1767828024;62:06200:8:Z2710600851;
C1=NC2CCCCC2S1,136,62:06200:5:Z4225592293;62:06202:1:Z4225600417;62:06202:6:Z4225601206;
Clc1ccn2cc(Cl)nc2c1,348,62:06200:5:Z3908337732;62:06200:5:Z3056800223;62:06200:5:Z3908303368;
Clc1cnc2ncsc2c1,65,62:06200:5:Z3829621884;62:06202:7:Z3830551631;62:06202:8:Z3829384520;
O=C1CCC2CCCCN12,812,62:06200:5:Z2370670161;62:06200:7:Z5000997167;62:06200:7:Z2277722488;
Cc1ccc2ccc(Cl)cc2n1,138,62:06200:5:Z4273178260;62:06201:1:Z2299764636;62:06203:4:Z2646880381;
Cc1nc2cccc(Cl)c2nc1C,51,62:06200:5:Z4259683392;62:06202:8:Z4266677203;62:06202:8:Z4266660671;
CC1CS(=O)CCN1,52,62:06200:5:Z4573062449;62:06201:3:Z4573064068;62:06201:7:Z4573063327;
O=C1CSc2ncncc2N1,214,62:06200:5:Z3870364929;62:06200:8:Z4228765923;62:06201:0:Z1900504645;
Cc1cnnc(Cl)c1C,53,62:06200:5:Z2851925474;62:06204:2:Z3870343309;62:06205:3:Z3394859374;
O=S1(=O)CC2CC2C1,362,62:06200:5:Z3944852360;62:06200:5:Z3843211380;62:06200:7:Z3872604367;
