fragment_smiles,occurences,example_ligands
CC1(C)CNCCC(=O)C1,204,62:06200:5:Z2718594362;62:06200:8:Z3671143719;62:06201:3:Z2718593561;
CC1CNc2c(O)cccc2C1,83,62:06200:5:Z3055272868;62:06202:9:Z3055275715;62:06208:6:Z3055276018;
OC1CNCCC1(F)F,406,62:06200:5:Z2599230550;62:06200:9:Z3353192706;62:06200:9:Z2637056309;
CC1(C)CCC(O)C1,202,62:06200:5:Z4930901810;62:06201:4:Z4935238071;62:06201:4:Z4935227988;
Cc1ccc2c(cnn2C)n1,298,62:06200:5:Z3795121383;62:06200:8:Z3844066048;62:06200:9:Z4248360981;
O=C1NCC2(CCCNCC2)N1,164,62:06200:5:Z4236556397;62:06201:1:Z4271597500;62:06202:6:Z4271609274;
Nc1cnns1,82,62:06200:5:Z2464369288;62:06200:6:Z3386103593;62:06201:1:Z2448434730;
C1=CSCC1,165,62:06200:5:Z3048380344;62:06200:7:Z3048117718;62:06201:0:Z3050724976;
O=c1[nH]cnc2cc(Cl)cc(Cl)c12,12,62:06200:5:Z3790530839;62:06204:7:Z2445908241;62:06210:7:Z4135154927;
O=C1C2CCCC1COC2,316,62:06200:5:Z2927229847;62:06200:7:Z4960487976;62:06200:9:Z1246747072;
CC1CCC(C)C1(C)C,205,62:06200:5:Z2956177289;62:06200:9:Z2620820783;62:06200:9:Z3679894384;
Cc1ccc2c(c1)CNC(C)(C)C2,78,62:06200:5:Z2218816983;62:06201:4:Z4003452919;62:06201:8:Z2669556619;
Fc1cccc2c1NCCN2,61,62:06200:5:Z3648855641;62:06201:4:Z3648852025;62:06201:9:Z3648859449;
Fc1cccc2c1CNCCO2,278,62:06200:5:Z3528021022;62:06201:5:Z2127192552;62:06202:7:Z2364585962;
CC1COc2cc(Cl)ccc2N1,56,62:06200:5:Z4128064078;62:06201:2:Z4128058641;62:06203:6:Z3091729017;
CN1CCCC1(C)C,636,62:06200:5:Z4218895549;62:06200:6:Z3384289251;62:06200:7:Z4233204558;
O=C1NCCCCNCC1(F)F,261,62:06200:5:Z3642650282;62:06201:2:Z3520840149;62:06201:3:Z3522151311;
O=c1[nH]c2cccc(F)c2s1,11,62:06200:5:Z2918566112;62:06213:1:Z3339524499;62:06220:9:Z2442391936;
Cc1cn2ccncc2n1,306,62:06200:5:Z4114231472;62:06201:2:Z1870353349;62:06201:4:Z1869823102;
C1CN2CCN(C1)CC2,232,62:06200:5:Z2638623195;62:06200:8:Z2782857975;62:06201:0:Z2638630968;
CC1(C)CNCc2ccccc2O1,205,62:06200:5:Z2360170706;62:06200:9:Z2372015430;62:06201:7:Z2371258812;
CC1CSCCCN1,245,62:06200:5:Z2965558937;62:06200:7:Z4411360970;62:06200:9:Z2948862236;
CC1CNCc2c[nH]nc21,227,62:06200:5:Z3475444256;62:06201:4:Z3053631219;62:06201:8:Z2973861927;
O=C1CNc2ccncc2N1,101,62:06200:5:Z2504062025;62:06200:5:Z1315673351;62:06200:6:Z1626399486;
Oc1cnnc(O)c1,39,62:06200:5:Z4294659719;62:06200:9:Z4294040394;62:06210:6:Z4287833211;
Cc1cc(C)c2c(=O)[nH]n(C)c2n1,84,62:06200:5:Z1669673439;62:06201:8:Z1350193951;62:06202:9:Z2965240519;
O=c1[nH]ccc2ccncc12,124,62:06200:5:Z4303338846;62:06201:0:Z2169457193;62:06201:6:Z4474754297;
O=C1Cc2cc(Cl)ccc2N1,122,62:06200:5:Z4134568349;62:06201:1:Z4135631798;62:06201:7:Z4218217534;
NC1Cc2cccnc2NC1=O,13,62:06200:5:Z2998076208;62:06207:6:Z3512066037;62:06218:7:Z3347904742;
O=C1NCC(O)CC12CCNCC2,134,62:06200:5:Z3559634836;62:06200:6:Z3046083711;62:06200:6:Z4381011222;
Cc1cnc2ncsc2c1,145,62:06200:5:Z4329306019;62:06200:5:Z4316849162;62:06201:6:Z4329303272;
Cn1ccc2c(c1=O)CCNC2,165,62:06200:5:Z5058707491;62:06200:6:Z5058993916;62:06201:4:Z5063645702;
O=C1CCNc2ccc(O)cc21,49,62:06200:5:Z3555039710;62:06201:3:Z2914322857;62:06202:6:Z3555039399;
Oc1cccc2c1CCCN2,163,62:06200:5:Z4347084040;62:06200:7:Z4421774921;62:06201:0:Z4353030476;
FC1(F)CC2CNCCN2C1,247,62:06200:5:Z2437027988;62:06200:8:Z4191878695;62:06202:0:Z3052898029;
CC1CCC(N)C1,308,62:06200:5:Z4061300155;62:06201:4:Z3518718968;62:06201:4:Z3518906326;
N=c1cc[nH]cn1,94,62:06200:5:Z4261927522;62:06200:5:Z4264157449;62:06204:7:Z4231133207;
Cc1cc2ccc(F)cc2o1,64,62:06200:5:Z4483493713;62:06202:1:Z4455462860;62:06204:3:Z4475288487;
CC1(C)CCC(F)(F)CC1,509,62:06200:5:Z3395998619;62:06200:6:Z3613068967;62:06200:7:Z3613067861;
CC1CCC(F)(F)CN1,276,62:06200:5:Z3094035170;62:06201:0:Z3140727468;62:06201:3:Z5045130019;
CN1CCC2CNCCC21,439,62:06200:5:Z4488835283;62:06200:8:Z2840038095;62:06200:8:Z2784442988;
NC1COC2CC1C2,85,62:06200:5:Z5038053493;62:06200:8:Z5017506620;62:06203:0:Z5017534148;
NC1CC2CCC1NC2,87,62:06200:5:Z2634871569;62:06202:1:Z4152177152;62:06202:8:Z5059770243;
c1ccc2nocc2c1,18,62:06200:5:Z2078788713;62:06206:9:Z216775240;62:06208:4:Z1445240123;
Fc1cc(F)c2ncsc2c1,35,62:06200:5:Z4651680786;62:06204:7:Z1993802490;62:06212:4:Z2670976745;
c1cnc2scnc2n1,100,62:06200:5:Z3598676393;62:06200:7:Z3695496798;62:06201:0:Z3598676867;
C1CNC2(C1)CNC2,43,62:06200:5:Z3093254139;62:06202:8:Z3319310124;62:06205:1:Z3319309963;
C1COCC2(C1)CCN2,366,62:06200:5:Z5018417200;62:06200:9:Z4136678607;62:06201:2:Z3320180364;
c1cc2c(cn1)NCC2,439,62:06200:5:Z4114645103;62:06200:6:Z2635732776;62:06201:0:Z4314801417;
OC1CCCC1F,294,62:06200:5:Z4329647611;62:06200:8:Z4083880194;62:06201:6:Z4088234153;
FC1(F)CCNCC12CCOC2,332,62:06200:5:Z4116094683;62:06201:4:Z4276625061;62:06201:4:Z3060573468;
Fc1ccc2c(c1Cl)CCC2,26,62:06200:5:Z3363580989;62:06201:7:Z2480705147;62:06202:8:Z3361515798;
CN1CCCC12CCC2,398,62:06200:5:Z5018754207;62:06200:8:Z4979127092;62:06200:9:Z3625438103;
C=C1CCCNC1,19,62:06200:5:Z4504712082;62:06200:5:Z4223461457;62:06204:3:Z4223870533;
Fc1cc(Cl)cc2c1CCCC2,72,62:06200:5:Z2299206128;62:06201:7:Z2266496039;62:06202:3:Z2299205430;
c1ccc2c(c1)CC1CCC(C2)C1,122,62:06200:5:Z2105782353;62:06200:6:Z4214582290;62:06200:8:Z2102902540;
Fc1ccc2ncncc2c1,146,62:06200:5:Z1576942727;62:06201:3:Z4576190092;62:06201:3:Z4615076967;
c1cnc2c(c1)CNCC1CCCN21,312,62:06200:5:Z3618050649;62:06200:5:Z3617934563;62:06200:5:Z3617935263;
Cc1c[nH]c2ncccc12,207,62:06200:5:Z4213679799;62:06201:2:Z3577325625;62:06203:0:Z3543070388;
c1ncc2[nH]ccc2n1,119,62:06200:5:Z4342085898;62:06201:5:Z4230958776;62:06202:4:Z4226165943;
CN1CC2CC1CN2,200,62:06200:5:Z4256652357;62:06200:6:Z4930659792;62:06200:7:Z4256686316;
Cc1ccc2[nH]nnc2c1,112,62:06200:5:Z4266658782;62:06201:3:Z4266636611;62:06201:8:Z4266649361;
CC1(C)CCC12CCNC2,188,62:06200:5:Z4266658782;62:06200:7:Z4172580152;62:06201:9:Z4351114003;
CN1CCCC2(CCNC2)C1=O,236,62:06200:5:Z1784220540;62:06200:8:Z1767951788;62:06201:2:Z2860365657;
c1ccc2c(c1)CCc1cnoc1-2,56,62:06200:5:Z3133677910;62:06200:5:Z3018780398;62:06200:5:Z3134135722;
C1COC2CC2O1,118,62:06200:5:Z3874036723;62:06200:7:Z3646687802;62:06200:9:Z3646683943;
O=S1(=O)CCC2(CC1)CNC2,345,62:06200:5:Z3395488450;62:06200:5:Z3615044933;62:06200:5:Z3615044937;
O=S1(=O)NCCn2nccc21,154,62:06200:5:Z3703830256;62:06200:9:Z3052128542;62:06201:7:Z3907019355;
O=C1NCCc2ccncc21,376,62:06200:5:Z3554956572;62:06200:7:Z3580287152;62:06201:2:Z3613171945;
Cc1c[nH]c2cc(Cl)cc(Cl)c12,36,62:06200:5:Z3606089717;62:06202:8:Z3578411112;62:06204:8:Z3582547849;
c1ccc2c(c1)CC1(CCNC1)C2,162,62:06200:5:Z2655666810;62:06200:6:Z2773876768;62:06200:7:Z1541996382;
N=S1(=O)CC2CC1C2,79,62:06200:5:Z4096017364;62:06202:6:Z4000432976;62:06203:9:Z4248695145;
c1cn2c(n1)NCCC2,229,62:06200:5:Z5047542792;62:06200:6:Z4269587055;62:06200:7:Z4269583895;
Cc1ncc2c(C)csc2n1,201,62:06200:5:Z4174911201;62:06200:6:Z2615593786;62:06200:7:Z1744135662;
Clc1cccc2[nH]cnc12,112,62:06200:5:Z1391163630;62:06202:2:Z4623154288;62:06205:6:Z3172541255;
OC1COc2ccnn2C1,169,62:06200:5:Z4311886188;62:06202:1:Z4311860861;62:06202:4:Z4311290536;
c1cc2scnc2cn1,324,62:06200:5:Z4541566628;62:06200:7:Z4341202810;62:06200:7:Z4180953223;
Cc1cc2n(n1)C(C)CCC2,296,62:06200:5:Z4137315568;62:06200:6:Z4449114479;62:06202:1:Z4138856297;
Cc1cccc2ccsc12,262,62:06200:5:Z2162428225;62:06200:7:Z2919892201;62:06201:0:Z2198859188;
CC1(C)CNc2cccnc2N1,106,62:06200:5:Z4870437472;62:06201:3:Z4870419935;62:06205:7:Z4870415601;
Fc1c(Cl)ccn2nccc12,165,62:06200:5:Z3381808878;62:06200:6:Z3371034320;62:06202:8:Z3574877719;
Cc1cc(O)nc(O)n1,70,62:06200:6:Z1375235343;62:06202:7:Z2606781057;62:06202:9:Z1375235317;
Cc1cn[nH]c(=O)c1,251,62:06200:6:Z4641870364;62:06201:0:Z4642812491;62:06201:3:Z4641941876;
CC1CCC(C)(C)CC1,282,62:06200:6:Z2348892620;62:06201:8:Z3553300443;62:06201:8:Z4324137326;
c1ccc2c(c1)CNCC21CCC1,138,62:06200:6:Z4866752677;62:06201:0:Z2085928426;62:06201:1:Z4250877556;
Cc1cc(C)c2c(c1)CCC2,169,62:06200:6:Z4073044648;62:06201:2:Z4051865210;62:06201:4:Z4233449640;
Fc1cc(F)c2c(c1)NCC2,228,62:06200:6:Z2272689075;62:06201:1:Z3789784657;62:06202:0:Z2634954170;
Cc1ncc2c(n1)CNC2,146,62:06200:6:Z3890031567;62:06202:0:Z4059893439;62:06202:7:Z3382475819;
Oc1ccc2c(c1)OCCO2,192,62:06200:6:Z2883231321;62:06201:2:Z4094118904;62:06201:6:Z3637310951;
c1nc2n(n1)CCNC2,404,62:06200:6:Z3201947401;62:06200:7:Z1721040479;62:06201:0:Z1721040890;
c1[nH]nc2c1COCC2,194,62:06200:6:Z3803246093;62:06200:6:Z3504232521;62:06200:8:Z2883888433;
O=c1[nH]nc2n1CCNC2,516,62:06200:6:Z1688431112;62:06200:6:Z3982480519;62:06200:8:Z3196026498;
NC1CCCNC1=O,211,62:06200:6:Z3514729397;62:06201:0:Z4065865605;62:06201:2:Z3700629158;
CC1CCCC(C)N1C,73,62:06200:6:Z3802010257;62:06200:9:Z3802221106;62:06203:1:Z3806811587;
Cc1cccc2nccc(=O)n12,149,62:06200:6:Z3323007354;62:06201:3:Z1732995677;62:06201:4:Z2601012389;
CC1CCC(N)CN1,287,62:06200:6:Z4157236255;62:06200:6:Z4116278326;62:06201:1:Z4116274083;
Clc1cncc2sccc12,169,62:06200:6:Z3054620407;62:06201:0:Z4199421796;62:06203:0:Z3866714199;
Cc1cc2cc(Cl)ccc2s1,53,62:06200:6:Z1615497871;62:06201:6:Z2170239597;62:06205:5:Z1739091356;
CC1NCCc2cc(Cl)c(Cl)cc21,49,62:06200:6:Z1414701663;62:06202:7:Z3381671114;62:06204:8:Z1559913182;
CC12CCCC(CN1)C2,240,62:06200:6:Z3591773630;62:06200:9:Z5059920820;62:06201:0:Z3403586706;
O=c1[nH]cnc2cnccc12,218,62:06200:6:Z1746107430;62:06201:6:Z2720708585;62:06202:1:Z2012656509;
CC1Oc2ccccc2NC1=O,680,62:06200:6:Z4614618624;62:06200:6:Z1961198583;62:06200:6:Z2617931837;
c1cc2c(nn1)CCN2,127,62:06200:6:Z4493822707;62:06200:9:Z3374355094;62:06200:9:Z4117854399;
CN1CCC(=O)NC2CNCCC21,205,62:06200:6:Z4200329001;62:06203:0:Z4200327524;62:06203:4:Z4191124408;
Clc1cnc2c(c1)CCCN2,126,62:06200:6:Z4338745023;62:06200:6:Z4132295662;62:06202:0:Z4338749301;
Cc1cnc(Cl)s1,274,62:06200:6:Z1872500684;62:06200:6:Z2299166565;62:06200:9:Z1870968724;
c1cc2n(c1)CCNC21CCC1,218,62:06200:6:Z3883884302;62:06200:7:Z4214700464;62:06200:8:Z4215190664;
Fc1cccc2ncncc12,135,62:06200:6:Z1182640416;62:06201:6:Z2093476248;62:06201:8:Z2771531559;
Cc1cc2sccc2s1,260,62:06200:6:Z3357761289;62:06201:2:Z3538666759;62:06201:8:Z3203143016;
Cc1cccc2c1C(C)CC2,155,62:06200:6:Z4579009503;62:06204:0:Z4331604639;62:06204:4:Z3872550965;
Cc1ccc2c(C)nn(C)c2n1,505,62:06200:6:Z4643199189;62:06200:6:Z3830326226;62:06200:6:Z3830324548;
OC1CC2COC(C2)C1O,90,62:06200:6:Z4271098101;62:06202:8:Z4271107630;62:06202:9:Z4271106427;
CC1CC(O)C(=O)N1C,254,62:06200:6:Z4160411936;62:06200:8:Z4165577184;62:06201:3:Z4156096376;
c1ncc2c(n1)CCS2,11,62:06200:6:Z3809595440;62:06207:5:Z3079067012;62:06214:9:Z2092099506;
O=c1[nH]cnc2c1CCCN2,100,62:06200:6:Z4385584255;62:06201:4:Z2874990249;62:06203:6:Z1171230629;
Cc1cnn2cnnc2c1C,52,62:06200:6:Z3870636642;62:06200:6:Z3831101937;62:06201:8:Z2615803592;
Clc1ccc2c(c1)COC2,345,62:06200:6:Z2505212964;62:06200:7:Z3391104401;62:06200:9:Z4225852244;
C1CCC2(CCCNC2)NC1,295,62:06200:6:Z3384990436;62:06200:6:Z3143665503;62:06201:0:Z3143666355;
O=S1(=O)CC2CNCC(C2)C1,326,62:06200:6:Z4030055082;62:06201:1:Z4051836925;62:06201:2:Z4051834100;
O=C1CNC2(CCNCC2)N1,138,62:06200:6:Z3498967063;62:06201:0:Z4055741191;62:06201:0:Z3521558435;
Fc1ccc(Cl)c2c1CCCN2,50,62:06200:6:Z2326379985;62:06200:7:Z2326380367;62:06205:0:Z5012857641;
O=S1(=O)CCC2(CCCCN2)CC1,142,62:06200:6:Z4644125263;62:06200:6:Z4644127710;62:06200:7:Z4645080218;
C1CC2COCC(C1)C2,374,62:06200:6:Z3899040695;62:06200:6:Z3899038593;62:06200:8:Z3899039836;
CC1(C)COCCCN1,166,62:06200:6:Z3711369410;62:06201:1:Z4312970911;62:06201:8:Z3711377577;
c1ccc2c(c1)CCc1ccsc1-2,74,62:06200:6:Z1451005796;62:06202:5:Z4221283650;62:06204:1:Z1040245404;
Cc1nscc1Cl,164,62:06200:6:Z1703733471;62:06201:6:Z2109677974;62:06203:9:Z1721299397;
C1CC2CCCC(C1)N2,398,62:06200:6:Z2220151035;62:06200:7:Z4448532978;62:06201:2:Z1081261010;
C1NCC2CNCC1C2,268,62:06200:6:Z4889018723;62:06200:8:Z4888916641;62:06200:9:Z4886424867;
Clc1ccc2c(c1Cl)OCCCC2,15,62:06200:6:Z1440632031;62:06202:7:Z2112924158;62:06210:6:Z3362445185;
CC1(C)Cc2ccccc2C1,308,62:06200:6:Z4169744319;62:06200:9:Z4964356773;62:06201:0:Z4171200241;
Cc1nn2c(=O)ccnc2s1,196,62:06200:6:Z1594839900;62:06200:7:Z3582237400;62:06201:2:Z3579390589;
c1ccc2c(c1)CCC1CCC21,140,62:06200:6:Z3190146716;62:06200:6:Z2700110548;62:06202:8:Z3642174247;
CC1(C)NCc2cn[nH]c21,194,62:06200:6:Z4213006795;62:06200:6:Z4203791904;62:06200:7:Z4207430727;
Clc1ccc2c(c1)NCCCC2,59,62:06200:6:Z2870988195;62:06202:6:Z1886938736;62:06204:4:Z1930229189;
Oc1cc(F)cc(F)c1,318,62:06200:6:Z4170349994;62:06201:0:Z2931358609;62:06201:2:Z4312900490;
CC1CNc2ccccc2S1,107,62:06200:6:Z1393261034;62:06202:0:Z1848154211;62:06202:1:Z1391711170;
Cc1ccc2c(c1)CCCCO2,38,62:06200:6:Z4455400822;62:06202:9:Z1544999906;62:06208:3:Z1437004167;
NC1CC(F)(F)C1,152,62:06200:6:Z3522857395;62:06201:1:Z3517538046;62:06201:2:Z4066308970;
C1COC2(CN1)CNC2,383,62:06200:6:Z3046505713;62:06200:6:Z4210638473;62:06200:6:Z4210601814;
Fc1cc2ncccc2cc1Cl,30,62:06200:6:Z2271522848;62:06204:9:Z3832584976;62:06209:1:Z2271628234;
O=C1CC2(CCOC2)C1,145,62:06200:6:Z4264438279;62:06200:9:Z4272605972;62:06202:3:Z4266724553;
c1cc2c(s1)C1(CCNCC1)OCC2,120,62:06200:6:Z3310818681;62:06200:8:Z4290203583;62:06202:3:Z5039915189;
Cc1ccc(F)cc1Cl,3,62:06200:6:Z3774357372;62:06207:0:Z3774356757;62:06233:0:Z4108823689;
CC1CCCC1=O,349,62:06200:6:Z4948643354;62:06200:9:Z4948584758;62:06201:0:Z4948610405;
C1CCC23CNCC2(C1)CNC3,129,62:06200:6:Z3347168250;62:06200:7:Z3139575788;62:06201:0:Z3342257115;
Cn1ccn2cnnc2c1=O,508,62:06200:6:Z2853518582;62:06200:8:Z3077845158;62:06200:9:Z3474901801;
CC1(C)CCc2occc2C1=O,164,62:06200:6:Z3809192548;62:06201:5:Z4019177858;62:06201:7:Z4018847466;
CC1(C)CCCCS1(=O)=O,212,62:06200:6:Z4345468735;62:06200:8:Z3077997159;62:06200:9:Z2964641337;
Nc1ccnc(Cl)n1,150,62:06200:6:Z4350437512;62:06201:7:Z4349607969;62:06203:7:Z4374644206;
CC1NCCNC1=O,1075,62:06200:6:Z4176525758;62:06200:8:Z1816502998;62:06200:9:Z2277475711;
Clc1cc2c(s1)C1(CCNCC1)OCC2,52,62:06200:6:Z4285742294;62:06207:2:Z3892854435;62:06209:0:Z3892854526;
O=C1NC(=O)C2CCCC2N1,176,62:06200:6:Z3433348388;62:06200:6:Z3433348368;62:06200:6:Z3433348387;
O=c1cccc2n1CC1CNCC2C1,116,62:06200:6:Z2312691570;62:06200:6:Z2276535763;62:06200:6:Z2276554529;
CN1CCCC2NCCC21,369,62:06200:6:Z4418288453;62:06200:6:Z2975479436;62:06200:8:Z4196846505;
CC1CCNC2(CC2)C1,133,62:06200:6:Z3821313140;62:06201:2:Z4094118904;62:06203:3:Z3799698859;
O=C1Nc2ccccc2N2CCCC12,37,62:06200:6:Z2720864903;62:06205:0:Z1370707563;62:06205:0:Z2230222435;
Cc1oc2cc[nH]c2c1C,193,62:06200:6:Z3201165689;62:06202:3:Z4154750628;62:06202:5:Z3623431407;
CC1CCCC(O)C1,353,62:06200:6:Z3712653334;62:06201:0:Z1591284473;62:06201:0:Z2313348574;
Cc1ccc2cccnc2n1,462,62:06200:6:Z4076402564;62:06201:0:Z4076768445;62:06201:0:Z4076682489;
CC1CNCC(=O)N1,335,62:06200:6:Z2621510551;62:06200:6:Z2285254241;62:06200:8:Z2285261228;
Oc1cccc2ccsc12,139,62:06200:6:Z2989243442;62:06200:6:Z1885316595;62:06202:3:Z1885368798;
OC1CCNC12CCCC2,328,62:06200:6:Z2295767098;62:06200:7:Z2231209914;62:06200:8:Z3551463434;
CN1c2ccccc2C(C)(C)S1(=O)=O,62,62:06200:6:Z2709475838;62:06200:6:Z2709477352;62:06206:1:Z2706790009;
OC1CCCCC12CCC2,153,62:06200:6:Z3597056984;62:06200:7:Z4312372846;62:06203:5:Z4294804069;
Oc1ccc2c(c1)CNCC2,316,62:06200:6:Z1352705353;62:06200:6:Z3513952975;62:06200:8:Z4289543408;
Cn1cnc2c1CCC1NCCCC21,106,62:06200:6:Z4294546703;62:06201:4:Z3584462991;62:06202:8:Z3584467982;
OC1CCNCC1(F)F,420,62:06200:6:Z2973343517;62:06200:7:Z2620088022;62:06200:7:Z4423740022;
Fc1cccc2c(Cl)ccnc12,65,62:06200:6:Z2874280149;62:06203:7:Z1365785026;62:06205:9:Z2874279764;
NC1CC2CNCC12,138,62:06200:6:Z3797499162;62:06201:1:Z4056115034;62:06201:1:Z3808276119;
O=c1[nH]cco1,133,62:06200:6:Z4282284284;62:06201:1:Z4284671374;62:06202:5:Z4282507041;
Cc1csc2ccc(Cl)cc12,129,62:06200:6:Z3623658902;62:06200:6:Z1927683517;62:06201:9:Z1994619862;
Clc1ccc2c(c1)NCCS2,83,62:06200:6:Z5012384993;62:06200:8:Z1611953854;62:06202:4:Z1874806158;
Cc1ncncc1F,298,62:06200:6:Z2615275932;62:06200:7:Z4961575240;62:06201:0:Z2973103686;
OC1CCCC1(F)F,402,62:06200:6:Z3699249320;62:06200:6:Z3680284174;62:06200:8:Z3549463888;
O=C1CNC2(CN1)COC2,45,62:06200:6:Z2842157016;62:06201:6:Z3474743940;62:06204:0:Z2842159768;
OC1CCC12CCOCC2,416,62:06200:6:Z2931528002;62:06200:8:Z2955207305;62:06201:0:Z4350550309;
O=c1[nH]ccn2cnnc12,308,62:06200:6:Z2834910717;62:06200:6:Z2834629930;62:06201:0:Z2871826704;
Cn1ccc2cc[nH]c(=O)c21,23,62:06200:6:Z1176168867;62:06208:5:Z1176168353;62:06211:9:Z3800149258;
Fc1ccc2ccsc2c1,194,62:06200:6:Z3713859853;62:06201:1:Z4096515662;62:06201:2:Z113773606;
Cn1c(=O)[nH]c2nc[nH]c2c1=O,40,62:06200:6:Z3078010616;62:06203:4:Z3077442944;62:06209:2:Z3076724132;
N=S1(=O)CCC2(CCCN2)C1,106,62:06200:6:Z4055866048;62:06200:8:Z3468883649;62:06204:2:Z3551608968;
Cc1cnccc1F,58,62:06200:6:Z4228158279;62:06201:2:Z4390971006;62:06202:8:Z4231904313;
C1CCN2CCSCC2C1,386,62:06200:6:Z2898576419;62:06200:6:Z3657859504;62:06200:9:Z3580738900;
C1CC2(C1)CCNCCS2,297,62:06200:6:Z2870779922;62:06201:1:Z2359071540;62:06201:3:Z2334893976;
Fc1cccc2c1CSCC2,35,62:06200:6:Z4391862487;62:06201:9:Z4314288259;62:06204:4:Z4563328710;
CN1CC2CC(C1)N2,92,62:06200:6:Z5001534624;62:06200:7:Z4221141841;62:06202:6:Z4221134643;
Fc1cc2c(cc1Cl)CCC2,20,62:06200:6:Z4347503992;62:06201:6:Z2698967357;62:06205:6:Z2699156012;
NC1CC2(C1)CC1(CCC1)C2,117,62:06200:6:Z3797494199;62:06201:9:Z4448902950;62:06202:2:Z3511799737;
Cn1ncc2c1CCC(F)C2,73,62:06200:6:Z3509211178;62:06200:7:Z4314288855;62:06201:2:Z3507874369;
O=C1CCc2ccc(Cl)cc21,182,62:06200:6:Z4643101857;62:06200:8:Z4643820983;62:06201:6:Z4643172692;
Fc1cc(F)c2c(c1)CCC2,361,62:06200:6:Z3192138339;62:06200:7:Z2492882059;62:06200:9:Z2179305696;
Fc1cc2[nH]ccc2cc1Cl,79,62:06200:6:Z2918710731;62:06203:7:Z3383343561;62:06204:0:Z2722665877;
OC1CNCC2(CCOCC2)CC1O,113,62:06200:6:Z3711653789;62:06201:8:Z3652942108;62:06203:0:Z3711655704;
Cc1cc(C)n2cccc2n1,214,62:06200:6:Z4225817255;62:06200:8:Z3053102552;62:06200:8:Z3051789774;
CN1CCCCCCNCCC1,179,62:06200:6:Z3007839590;62:06201:2:Z3698579538;62:06202:3:Z3618288528;
NC1CCCNCC1,156,62:06200:6:Z3639315739;62:06201:4:Z4055913998;62:06201:6:Z5014178690;
Cc1ccc2nc[nH]c2n1,9,62:06200:6:Z3105123292;62:06205:5:Z3105124003;62:06225:8:Z1527387672;
C1CNC2(CCOCC2)CN1,135,62:06200:6:Z4030222800;62:06200:7:Z4056363397;62:06202:9:Z4030236629;
NC12CCC(CC1)OC2,77,62:06200:6:Z3521926137;62:06201:1:Z3795113823;62:06201:4:Z3461823493;
Cc1nc2cnccc2n1C,97,62:06200:6:Z4223416020;62:06200:8:Z4227363049;62:06201:3:Z4223141628;
OC1CCC2(CC1)CNC2,358,62:06200:6:Z4069986477;62:06201:2:Z4051883661;62:06201:3:Z4195503533;
c1cn2c(n1)CCNCCCCCC2,144,62:06200:6:Z4353515754;62:06201:5:Z4353513268;62:06202:2:Z4353521122;
CC1(C)CNC1(C)C,249,62:06200:6:Z1328225265;62:06200:6:Z4769948776;62:06200:7:Z1341869364;
Oc1ccc2c(c1)C1(CC1)CNC2,179,62:06200:6:Z2189530745;62:06201:4:Z2189497758;62:06201:7:Z2851124127;
CC1(C)CCc2scnc21,193,62:06200:6:Z3946688104;62:06202:2:Z2371441250;62:06202:2:Z4304042642;
c1ccc2c(c1)CC1(CC1)C2,175,62:06200:6:Z5050418730;62:06200:6:Z4109947378;62:06201:8:Z4114217470;
CC1(C)CC1N,214,62:06200:6:Z3790879000;62:06201:2:Z3795199469;62:06201:4:Z3794682278;
O=C1COc2ccncc2N1,135,62:06200:6:Z5020176954;62:06201:3:Z5020332813;62:06202:0:Z5018432182;
Cc1cc2c(F)cccc2[nH]1,11,62:06200:6:Z1715480986;62:06202:9:Z1715480452;62:06208:8:Z1715479951;
c1cc2c(cn1)N1CCC(C1)N2,161,62:06200:6:Z3618328176;62:06201:5:Z4271897797;62:06201:7:Z3618329172;
O=S1(=O)CCC2(CCNCCO2)CC1,105,62:06200:6:Z3562129571;62:06200:9:Z3648043248;62:06201:2:Z3648036812;
CC1(C)CNCc2cn[nH]c2C1,284,62:06200:6:Z2608490843;62:06200:8:Z2775093811;62:06201:0:Z2974686211;
O=C1COCc2ccccc2N1,29,62:06200:6:Z3831665692;62:06203:4:Z4000707637;62:06205:1:Z3347822637;
Oc1cccc2c1CCCNC2,202,62:06200:6:Z4909099023;62:06201:7:Z4909424410;62:06202:7:Z4908327846;
O=C1CCNC2COCCN12,310,62:06200:6:Z3093420040;62:06200:7:Z4255342969;62:06202:2:Z3093422054;
CC1CCN(C)c2ccccc2N1,84,62:06200:6:Z2706254264;62:06203:3:Z1262296705;62:06203:9:Z3475580832;
Oc1ccc2c(c1)NCCC2,147,62:06200:6:Z4113360759;62:06200:6:Z3787977515;62:06201:0:Z4023266802;
Clc1coc2ccccc12,198,62:06200:6:Z2455516408;62:06202:0:Z2482147986;62:06202:4:Z2456506469;
Cc1c(Cl)ccc2[nH]ccc12,124,62:06200:6:Z3190113458;62:06202:1:Z3203103223;62:06202:9:Z4352183724;
Cc1cc2ccccc2cn1,520,62:06200:6:Z3582242464;62:06200:7:Z3795148222;62:06201:1:Z4575878994;
Cc1ccn2nc(C)cc2n1,381,62:06200:6:Z735218526;62:06200:8:Z971049992;62:06200:9:Z2722288520;
Cc1nnc2ccc(Cl)nn12,37,62:06200:6:Z4687158751;62:06202:0:Z4346308273;62:06205:4:Z4346303730;
C1CC2CC(CN2)N1,191,62:06200:6:Z4113587490;62:06201:8:Z4113587746;62:06202:1:Z4029299134;
