fragment_smiles,occurences,example_ligands
Cc1ccc(C)nn1,639,201:20100:4:Z3152148868;201:20100:5:Z1559295325;201:20100:5:Z2995885146;
CC1COC(C)(C)CN1,276,201:20100:4:Z3152148868;201:20100:6:Z1850961453;201:20100:7:Z1849596198;
CC1(O)CCCCC1,1039,201:20100:4:Z1344530463;201:20100:6:Z1911134948;201:20100:6:Z2712498548;
Cc1coc2c(C)cccc12,265,201:20100:4:Z2476654051;201:20100:5:Z2474165224;201:20101:3:Z2654862832;
Nc1nc2ccccc2[nH]1,148,201:20100:4:Z4290513931;201:20101:2:Z4308694368;201:20101:5:Z4308415489;
CC1CCN(C)CC1,425,201:20100:4:Z1631149395;201:20100:5:Z2819844102;201:20100:5:Z1629870771;
C1CCc2nc3n(c2CC1)CCNC3,178,201:20100:4:Z3385442467;201:20100:5:Z4273974357;201:20100:6:Z3604482108;
CC1(C)CCNCCS1=O,242,201:20100:4:Z2310370051;201:20100:5:Z4996551914;201:20100:6:Z2297936485;
CC1Nc2cccnc2NC1=O,96,201:20100:4:Z4733855809;201:20102:1:Z3494773062;201:20102:3:Z4908767705;
CC1(O)CCCNC1,192,201:20100:4:Z1554496761;201:20100:5:Z1557203369;201:20101:3:Z1557639482;
Cc1ccc(O)cc1Cl,130,201:20100:4:Z3176571227;201:20100:5:Z4076761658;201:20100:5:Z2612004484;
C=C1CCn2c1nc1ccccc1c2=O,7,201:20100:4:Z46645725;201:20101:4:Z46645949;201:20103:4:Z995221454;
CC1(C)CNC(=O)NC1=O,19,201:20100:4:Z2898199188;201:20102:2:Z3211515320;201:20102:7:Z3211499892;
Cc1n[nH]cc1O,130,201:20100:4:Z1492393993;201:20100:9:Z3722392262;201:20101:6:Z3642582254;
O=S1(=O)CCC12CCCCC2,77,201:20100:4:Z3627767970;201:20100:9:Z3627771048;201:20101:4:Z3405411395;
O=C1CC2(CNC2)C(O)CN1,127,201:20100:4:Z2995164673;201:20100:4:Z2989330569;201:20101:0:Z2995507978;
Cc1cc2n(n1)CCNC2,614,201:20100:4:Z3056036560;201:20100:9:Z5007139990;201:20101:1:Z3785121496;
O=C1COc2ccc(F)cc2N1,189,201:20100:4:Z3697843027;201:20100:5:Z3697828348;201:20100:5:Z3715678972;
Cc1csc2cc(F)ccc12,117,201:20100:4:Z2147875027;201:20103:2:Z2334869436;201:20103:2:Z2111134323;
CC1(C)CNCC(=O)N1,506,201:20100:4:Z3173694517;201:20100:5:Z3098763233;201:20100:8:Z3181608113;
O=C1COCC2COCCN12,385,201:20100:4:Z3474502876;201:20100:5:Z2772676296;201:20100:6:Z3176520566;
Fc1cccc2c1OCCNC2,297,201:20100:4:Z1918765781;201:20100:5:Z1929775740;201:20101:3:Z2926846831;
C1CCC2(CCC2)CNC1,75,201:20100:4:Z3055191122;201:20101:4:Z3018958657;201:20101:7:Z4172786652;
CC1CNCC1(F)F,277,201:20100:4:Z3647863671;201:20101:3:Z4995423663;201:20102:0:Z4995420352;
Fc1ccc2c(c1F)CCC2,220,201:20100:4:Z4580058773;201:20101:5:Z3658699151;201:20101:8:Z2494601926;
c1cc2n(c1)CCNC21CCC1,304,201:20100:4:Z4213448726;201:20100:4:Z4214798196;201:20101:0:Z4214612413;
Nc1ncnc2sc3c(c12)CCNC3,91,201:20100:4:Z4875841522;201:20101:6:Z3050866935;201:20101:6:Z3050867134;
Cc1nn(C)c2ccccc12,325,201:20100:4:Z2190429619;201:20101:0:Z2356161329;201:20101:5:Z2190421820;
CC1(C)Cc2cccc(O)c2O1,163,201:20100:4:Z3613943430;201:20100:7:Z1121652232;201:20100:8:Z1230801672;
Cc1conc1C,84,201:20100:4:Z3601811117;201:20102:2:Z2961112224;201:20102:5:Z2947042563;
C1CNC2(C1)CCSCC2,417,201:20100:4:Z4295639285;201:20100:4:Z3793508293;201:20100:6:Z3715905314;
Cc1cccc2ccoc12,499,201:20100:4:Z2850505024;201:20100:6:Z3612477166;201:20100:6:Z3055074164;
Cc1ncncc1F,131,201:20100:4:Z989240086;201:20101:1:Z989210994;201:20101:1:Z4232063449;
O=C1CCCc2sccc21,293,201:20100:4:Z3656033847;201:20101:5:Z2877684666;201:20102:1:Z2297756811;
CN1CCNc2cccc(F)c21,92,201:20100:4:Z4218266580;201:20100:8:Z4394004875;201:20100:9:Z4344129510;
CC1CCS(=O)(=O)N1,189,201:20100:4:Z3653300405;201:20100:5:Z2949050443;201:20100:7:Z2954858335;
Fc1cccs1,82,201:20100:4:Z3836135354;201:20103:1:Z3818511154;201:20105:9:Z3837611621;
CC1(C)CC2(CNCCO2)CO1,366,201:20100:4:Z3323438335;201:20100:7:Z3612102638;201:20100:7:Z3612103601;
Nc1nccc2c1CNCC2,100,201:20100:4:Z2692055368;201:20100:7:Z4503702358;201:20101:3:Z2692025527;
c1n[nH]c2c1C1CCCC(C2)N1,59,201:20100:4:Z4277685991;201:20100:8:Z4261549562;201:20105:0:Z4261582075;
c1cc2c(cn1)NCCO2,203,201:20100:4:Z1882829627;201:20100:6:Z1348920463;201:20100:6:Z1882860824;
Cn1ncc(=O)c2ccccc21,423,201:20100:4:Z1984731050;201:20100:6:Z4961083488;201:20100:7:Z1239494889;
Nc1cnns1,16,201:20100:4:Z2464518434;201:20106:5:Z4059193207;201:20112:1:Z2607484774;
CC1(C)CCc2cc(F)ccc2O1,437,201:20100:4:Z3366868087;201:20100:4:Z3367054924;201:20100:4:Z2697956029;
Cc1cnn2cnnc2c1C,159,201:20100:4:Z2792786703;201:20101:2:Z3493694202;201:20102:3:Z1470671208;
Cc1cc2cnccc2[nH]1,72,201:20100:4:Z4203824056;201:20100:8:Z4232071605;201:20102:0:Z5022117338;
c1cnc2c(c1)NCCO2,309,201:20100:4:Z4570222049;201:20101:1:Z1883207624;201:20101:2:Z2862055117;
c1cnc2c(c1)CCCCN2,107,201:20100:4:Z2791532515;201:20100:9:Z2791559735;201:20101:3:Z4126754087;
OC1CNCC1F,90,201:20100:4:Z4772565173;201:20104:4:Z4772565310;201:20104:4:Z4772565308;
C1CCC2(CC1)CNCCS2,176,201:20100:4:Z4025476121;201:20100:5:Z3164112816;201:20101:0:Z1356397869;
Cc1nnc2n1CCC2,553,201:20100:4:Z4366048395;201:20100:5:Z3559424628;201:20100:7:Z3634256488;
CC1(C)CNCC2(CCCOC2)O1,453,201:20100:4:Z1959138699;201:20101:0:Z1959139066;201:20101:0:Z4590673127;
NC1CC2CCC1O2,83,201:20100:4:Z4079231501;201:20101:1:Z4079042358;201:20101:2:Z4079682217;
NC1CCc2nccn2C1,175,201:20100:4:Z3792065530;201:20100:5:Z3791100754;201:20101:4:Z3793391041;
CC1CCS(=O)(=O)CC1,479,201:20100:4:Z3436433003;201:20100:4:Z3435337208;201:20101:5:Z3653747958;
C1CC2COCCC2N1,641,201:20100:4:Z4418258786;201:20100:4:Z2995477767;201:20100:5:Z3549203186;
C1CC2CC(C1)CC1(C2)OCCO1,21,201:20100:4:Z4215773125;201:20102:2:Z4212369385;201:20103:1:Z4207451901;
OC1CCCOC12CNC2,158,201:20100:4:Z4932998059;201:20100:4:Z3819060696;201:20101:5:Z3841894477;
O=C1NCCCc2cc[nH]c21,306,201:20100:4:Z4255041537;201:20100:8:Z3433928337;201:20100:9:Z3627802065;
CN1CCNc2cnccc21,202,201:20100:4:Z1373907768;201:20100:9:Z4147205442;201:20101:6:Z1909484825;
Cc1c[nH]c2c1C(=O)CCC2,334,201:20100:4:Z2648417082;201:20100:9:Z1720810042;201:20101:1:Z2285041470;
O=S1(=O)CC2CNCC(C2)C1,298,201:20100:4:Z4034980602;201:20100:5:Z4035139249;201:20100:8:Z4051834989;
CC1CCNCCS1=O,211,201:20100:4:Z4275990662;201:20100:4:Z4411387055;201:20100:4:Z3844719840;
O=C1NS(=O)(=O)c2cc(F)ccc21,31,201:20100:4:Z2017022255;201:20100:8:Z2017025114;201:20103:3:Z2017021463;
Cc1ncncc1Cl,13,201:20100:4:Z3503014080;201:20119:6:Z3503017642;201:20120:2:Z3809299598;
Cc1cc2ccccc2n(C)c1=O,496,201:20100:4:Z4770185867;201:20100:5:Z2294745875;201:20100:5:Z2294745873;
Cc1cccc2c1NCCN2,137,201:20100:4:Z5005105449;201:20101:4:Z1728955770;201:20103:3:Z1728957455;
Cc1nc2ccccc2n(C)c1=O,512,201:20100:4:Z4242133848;201:20100:6:Z4299445280;201:20100:7:Z4308751821;
CN1CCC2CNCC21,544,201:20100:4:Z3606418210;201:20100:6:Z3191233773;201:20100:7:Z2285179153;
Cc1nc2ccc(O)cc2c(=O)[nH]1,84,201:20100:4:Z4148872701;201:20101:9:Z4149038342;201:20102:0:Z4253774651;
CC1CCn2ncnc2N1,276,201:20100:4:Z4304403789;201:20101:2:Z4305793337;201:20101:4:Z4360927760;
CC1CNCc2cncnc21,167,201:20100:4:Z3363363624;201:20100:5:Z3363377813;201:20100:8:Z4773086357;
O=C1CCOC2(CCNCC2)C1,434,201:20100:4:Z4230151610;201:20100:7:Z3316301526;201:20101:0:Z3819164877;
Nc1cc2n(n1)CCNC2,14,201:20100:4:Z4273570975;201:20105:0:Z4273582409;201:20106:4:Z4273572392;
Clc1cnn2cccnc12,407,201:20100:4:Z3630576555;201:20100:8:Z2841065788;201:20101:6:Z3996927182;
Cc1ccc2cc(C)ccc2c1,85,201:20100:4:Z3587771383;201:20100:5:Z3313803089;201:20100:9:Z2961136644;
O=c1[nH]cnc2c1oc1ccccc12,255,201:20100:4:Z3587945920;201:20101:4:Z1788042363;201:20101:4:Z1384398895;
CC1COc2ccnn2C1,162,201:20100:4:Z5035126181;201:20100:9:Z5008702327;201:20101:0:Z5008596460;
Clc1cccc2[nH]ccc12,357,201:20100:4:Z1214040641;201:20100:9:Z1152769698;201:20101:0:Z2222498184;
CN1C(=O)CCOc2ccccc21,572,201:20100:4:Z4524382168;201:20100:4:Z4524370956;201:20100:6:Z3699092804;
C1NCC12COC2,203,201:20100:4:Z4022833390;201:20101:5:Z4114326975;201:20103:3:Z4390371677;
CC1(C)CNCC1O,223,201:20100:4:Z1934777249;201:20100:7:Z1935584420;201:20101:1:Z1935581117;
O=C1NCCc2ccncc21,398,201:20100:4:Z4264838334;201:20100:5:Z4600961174;201:20101:4:Z3538705198;
C1CC2(C1)CCNCCS2,174,201:20100:4:Z2925661041;201:20101:3:Z2360501412;201:20101:4:Z2349587197;
CC1(C)CNCCS1=O,187,201:20100:4:Z1395729048;201:20100:9:Z3298396244;201:20101:3:Z1430318258;
Cc1cc(=O)[nH]c(=O)[nH]1,350,201:20100:4:Z817165740;201:20100:8:Z1460880421;201:20101:0:Z3627790508;
CC12CCCN1S(=O)(=O)CC2,620,201:20100:4:Z3818006370;201:20100:4:Z3818000387;201:20101:2:Z3546610199;
c1ccc2c(c1)CC1CCCCC1N2,21,201:20100:4:Z1832923804;201:20101:0:Z2149662416;201:20101:7:Z1832923283;
CC1Cc2cc(O)ccc2C(C)N1,64,201:20100:4:Z4253326384;201:20104:8:Z4511228770;201:20105:8:Z4253334532;
O=C1CCCc2scnc21,89,201:20100:4:Z3093264330;201:20102:4:Z3093266880;201:20102:4:Z3392196067;
O=C1CCC2(CCC2)C1,156,201:20100:4:Z4474951191;201:20101:1:Z3591339294;201:20101:3:Z3555163579;
O=c1[nH]ccc2c1CNCC2,282,201:20100:4:Z3788451178;201:20101:7:Z3205934088;201:20102:5:Z3175945976;
c1ccc2c(c1)CNCC21CCC1,102,201:20100:5:Z2358879022;201:20101:1:Z2085925078;201:20101:3:Z4509858711;
C1COCCNN1,100,201:20100:5:Z2640695452;201:20104:7:Z2968187755;201:20105:7:Z2640694692;
Cc1sc2ncn(C)c(=O)c2c1C,30,201:20100:5:Z286714530;201:20108:3:Z16721378;201:20113:0:Z16722514;
C1CNCC2(C1)CCCOC2,405,201:20100:5:Z3138513060;201:20100:5:Z3609961606;201:20100:7:Z1322947122;
Cn1ccc2c(c1=O)CCNC2,196,201:20100:5:Z5063699663;201:20101:1:Z5063677580;201:20101:2:Z5059004182;
CC1Nc2ccccc2SC1C,82,201:20100:5:Z1886436964;201:20100:6:Z4114423022;201:20102:7:Z1355229508;
c1cnc2c(c1)NCC21CC1,74,201:20100:5:Z4048104101;201:20101:4:Z4132304531;201:20103:4:Z4048112171;
CN1CCCCC12CC2,296,201:20100:5:Z3788659574;201:20101:8:Z3788599059;201:20102:2:Z4132636088;
Oc1cnc2ccccc2n1,71,201:20100:5:Z4483413786;201:20102:6:Z4492311738;201:20103:2:Z4489530748;
OC1CCC2(CC1)CNC2,222,201:20100:5:Z4043545330;201:20101:4:Z4051893323;201:20102:6:Z4041333935;
CN1CCC2(CNC2)C1,438,201:20100:5:Z3415380700;201:20100:8:Z4215653285;201:20100:9:Z3414232317;
Cn1nc[nH]c1=O,222,201:20100:5:Z4271912241;201:20101:3:Z4271913042;201:20101:4:Z4905307219;
CC1(C)CC(O)CO1,188,201:20100:5:Z4309536313;201:20100:5:Z4310610742;201:20100:7:Z4309893643;
OC1CC2NCCC12,130,201:20100:5:Z4477283003;201:20100:7:Z4601319452;201:20101:7:Z4402991276;
NC1CCC12CCOCC2,99,201:20100:5:Z3139814393;201:20103:8:Z4055159776;201:20104:4:Z4169645095;
CC1(C)NCCCNC1=O,92,201:20100:5:Z3316853527;201:20103:4:Z3316854785;201:20103:9:Z3060542403;
Cc1cncc(C)n1,157,201:20100:5:Z1959256691;201:20102:2:Z1959165298;201:20105:6:Z1959131461;
Cc1nccnc1C,97,201:20100:5:Z4418454250;201:20101:1:Z3389534228;201:20104:2:Z3394154684;
Cc1cc2cncnc2[nH]1,38,201:20100:5:Z4991598231;201:20103:2:Z4996583675;201:20113:3:Z4991852407;
CC1(C)OCOC1(C)C,178,201:20100:5:Z3696193510;201:20100:5:Z4107688038;201:20101:4:Z3696190497;
N=c1cc[nH]cn1,49,201:20100:5:Z4223501834;201:20101:4:Z4223509790;201:20101:7:Z4223496177;
Cn1cnc2cccc(F)c21,54,201:20100:5:Z1999873792;201:20106:2:Z1999941893;201:20106:2:Z2852544151;
NC1CNCCC1F,83,201:20100:5:Z4054600656;201:20102:0:Z2596029274;201:20104:3:Z2596032938;
CC1(C)CC2CCCOC21,466,201:20100:5:Z1470944590;201:20100:6:Z1435769291;201:20100:6:Z1283902341;
Cc1csc2cncnc12,162,201:20100:5:Z3381743472;201:20101:1:Z3356096248;201:20101:2:Z3893107978;
O=c1ccc2cc(F)ccc2[nH]1,305,201:20100:5:Z1243587819;201:20101:3:Z1550921715;201:20101:3:Z1239342694;
CC1CC(C)n2ncnc2N1,60,201:20100:5:Z4364789127;201:20104:3:Z4364789660;201:20104:9:Z4364795342;
Fc1cc(F)c2cc[nH]c2c1,196,201:20100:5:Z3627434818;201:20100:6:Z4305925001;201:20101:4:Z4304369798;
CC1(C)CC2(CCN2)CC(C)(C)O1,201,201:20100:5:Z4097024535;201:20101:6:Z4035130667;201:20102:1:Z4071269753;
N=S1(=O)CCc2ccccc21,41,201:20100:5:Z4308095919;201:20102:9:Z2927322566;201:20109:0:Z4311937846;
Cc1cc(C)c2c(c1)CCCN2,77,201:20100:5:Z1785858620;201:20101:0:Z1362233906;201:20101:4:Z4113626256;
Cc1nn2cccnc2c1Cl,234,201:20100:5:Z1785858620;201:20101:4:Z2278065112;201:20101:5:Z1554316463;
O=S1(=O)CCC2(CCCN2)CC1,496,201:20100:5:Z3668255439;201:20100:6:Z3174811478;201:20100:7:Z4132859653;
O=S1(=O)CCNOCC1,129,201:20100:5:Z3188511175;201:20100:6:Z3191733887;201:20100:8:Z3207499126;
Cc1cnc(Cl)s1,93,201:20100:5:Z1872506579;201:20100:6:Z3722554371;201:20103:0:Z1872507193;
CC1CSCCCN1,65,201:20100:5:Z2951041570;201:20102:7:Z2965552860;201:20104:6:Z2947693667;
C1CCCC2(CC1)OCCO2,365,201:20100:5:Z3202400459;201:20100:8:Z3202393787;201:20100:9:Z4111890343;
Cn1ccc(N)n1,132,201:20100:5:Z3103406697;201:20100:6:Z3103345393;201:20101:9:Z5035164779;
Cc1ccncc1N,85,201:20100:5:Z4105910846;201:20101:8:Z4103436605;201:20103:0:Z4105272287;
c1cc2c(cn1)NCC2,272,201:20100:5:Z4047841906;201:20102:0:Z1886898575;201:20102:5:Z4641891213;
O=C1NC2CC3CC1C2C3,103,201:20100:5:Z4581902214;201:20100:8:Z2473792637;201:20103:1:Z2474608843;
CC1CNCCC(F)(F)C1,143,201:20100:5:Z3649066316;201:20100:7:Z4773532132;201:20100:7:Z3649060488;
Cc1c[nH]c2ccccc2c1=O,229,201:20100:5:Z3612418663;201:20101:3:Z4995748258;201:20102:2:Z2200670243;
O=C1CCc2ccc(Cl)cc21,149,201:20100:5:Z4639604470;201:20100:5:Z4638962608;201:20100:5:Z4638999236;
Oc1cccc2c1OCO2,77,201:20100:5:Z4934989477;201:20101:1:Z3323401396;201:20105:5:Z4183567867;
OC1CCCc2ccccc21,580,201:20100:5:Z2356695632;201:20100:6:Z3374426151;201:20100:7:Z3578855872;
c1ccc2c(c1)NCC1CCCN21,112,201:20100:5:Z4125061099;201:20102:1:Z1556143029;201:20104:3:Z5043427523;
O=c1[nH]cnc2c1CNCC2,147,201:20100:5:Z3844828352;201:20103:7:Z1494925648;201:20104:5:Z1901235540;
Cc1cnc2n1CCC2,196,201:20100:5:Z4251548568;201:20100:5:Z4251609182;201:20102:7:Z4251570340;
Cn1ccc(=O)[nH]c1=O,694,201:20100:5:Z2903471872;201:20100:5:Z3726592633;201:20100:5:Z442964008;
CC12CCC(CN1)C2,216,201:20100:5:Z5059620636;201:20100:6:Z4150134136;201:20100:9:Z5045691981;
O=C1NCC2(CCNCC2)C1O,278,201:20100:5:Z3395636916;201:20100:5:Z3623159262;201:20101:1:Z3623162659;
O=C1CCc2cc3c(cc21)CCC3,87,201:20100:5:Z2192937128;201:20102:2:Z4271003978;201:20103:6:Z4270985168;
OC1C2CNCC(C2)C1O,162,201:20100:5:Z4141237475;201:20100:7:Z4143135315;201:20101:0:Z4141332664;
CC1CCCCC1(F)F,304,201:20100:5:Z3787478276;201:20100:8:Z4279259717;201:20100:9:Z3899034718;
CC1(O)CCNCC1,419,201:20100:5:Z2613174160;201:20101:1:Z4769743536;201:20101:7:Z3883104937;
CC1NCCCC1O,283,201:20100:5:Z4772828046;201:20100:5:Z4772457647;201:20101:4:Z2863623725;
Fc1ccc2c(c1)CNC2,135,201:20100:5:Z3153022114;201:20103:3:Z2795672673;201:20104:6:Z2793281842;
CC1(C)CNc2ccccc2C(=O)N1,204,201:20100:5:Z4264102727;201:20100:7:Z4264086293;201:20101:3:Z4132960671;
CC1(C)CCN1,70,201:20100:5:Z4996531501;201:20103:2:Z1325347909;201:20103:5:Z1703420015;
CC1(C)CNCc2cn[nH]c21,124,201:20100:5:Z3583407368;201:20100:6:Z3370676012;201:20100:6:Z3370689711;
C1CC2COCC2CO1,332,201:20100:5:Z3052612013;201:20100:5:Z3625220405;201:20100:6:Z3054189106;
Fc1cc(F)c2[nH]ccc2c1,70,201:20100:5:Z3947927860;201:20101:2:Z3837920849;201:20102:9:Z4128664142;
CC1CC2CCC(C1)S2,206,201:20100:5:Z3344289675;201:20100:6:Z4371154365;201:20101:3:Z3591488253;
Cc1csc(C)c1C,184,201:20100:5:Z2954992110;201:20100:5:Z4275344715;201:20101:2:Z1289692080;
OC1CNCC(F)(F)C1,285,201:20100:5:Z1815683312;201:20101:2:Z1816472731;201:20102:1:Z1818503959;
c1cc2c(o1)CNC2,409,201:20100:5:Z4962178469;201:20100:7:Z3586402793;201:20100:9:Z3510240597;
Cc1nc2cc(F)c(F)cc2[nH]1,339,201:20100:5:Z2783514655;201:20100:5:Z2647806606;201:20100:6:Z1952558132;
Cc1cc2c(=O)[nH]cnc2o1,176,201:20100:5:Z2203498898;201:20101:1:Z1430891036;201:20102:1:Z383953680;
C1CNCCC2(C1)CCCO2,266,201:20100:5:Z3681648125;201:20100:7:Z3646407379;201:20100:9:Z4312845938;
Clc1ccc2cncnc2c1,68,201:20100:5:Z1187746515;201:20105:4:Z1272554943;201:20106:6:Z1958105912;
c1ccc2c(c1)COC21CCNCC1,216,201:20100:5:Z3568979956;201:20100:8:Z1417278522;201:20101:3:Z1635282093;
Nc1ccc(Cl)cn1,129,201:20100:5:Z1514019282;201:20102:2:Z1498520798;201:20103:6:Z1498488970;
C1=CNCCC1,462,201:20100:5:Z4471193170;201:20100:6:Z3383394283;201:20100:9:Z3613464473;
Cc1cc(F)cc2c(=O)cc[nH]c12,245,201:20100:5:Z2965851158;201:20100:7:Z3208870188;201:20100:7:Z1452021517;
OC1CCc2ccccc2NC1,62,201:20100:5:Z3715497603;201:20101:2:Z3715496127;201:20101:6:Z3715501295;
O=C1CCNC2CCNCC2N1,196,201:20100:5:Z4145175262;201:20100:8:Z4138931565;201:20102:1:Z4313335694;
Clc1cccc2ccoc12,118,201:20100:5:Z3055071863;201:20100:6:Z1374089565;201:20101:1:Z2961019683;
C1OC2CC3CC1C2C3,76,201:20100:5:Z2776669383;201:20100:6:Z2755618456;201:20105:3:Z2854381870;
Cc1nnc2cnccn12,301,201:20100:5:Z2600385520;201:20100:5:Z3353094411;201:20100:7:Z3515064241;
Cc1cc2[nH]c(=O)ccn2n1,290,201:20100:5:Z2706082894;201:20100:5:Z2229438662;201:20100:9:Z1148558406;
O=c1[nH]ccc2ccsc12,151,201:20100:5:Z2455276628;201:20103:2:Z2455695018;201:20103:5:Z2455847649;
Fc1ccc2c(c1)CC1CC21,150,201:20100:5:Z4488706350;201:20103:5:Z2599693814;201:20104:2:Z2611419924;
Cc1cc2cc[nH]c2cc1Cl,50,201:20100:5:Z3187710514;201:20101:4:Z3106438670;201:20106:2:Z4083705438;
CN1CC(=O)Nc2cccnc21,285,201:20100:5:Z3646859927;201:20100:5:Z2712161847;201:20101:0:Z2706939428;
C1CC2(CNC2)CO1,452,201:20100:5:Z3656824404;201:20100:5:Z3053632787;201:20101:3:Z3870620717;
Cn1cccnc1=O,56,201:20100:5:Z4350309266;201:20101:3:Z3053000598;201:20102:4:Z2873759533;
CC1(O)CCCNCC1,241,201:20100:5:Z2817225963;201:20100:5:Z1941445689;201:20101:2:Z3569413829;
O=c1c2ccccc2nc2n1CCC2,350,201:20100:5:Z2872695393;201:20100:5:Z4352373663;201:20100:7:Z4193108417;
Cc1nc2c([nH]1)CNCC2,141,201:20100:5:Z4226483702;201:20100:6:Z4226492813;201:20101:1:Z4226469636;
C1CNCCC2(C1)CC2,112,201:20100:5:Z2722745427;201:20100:8:Z2809026887;201:20101:8:Z3136595867;
Nc1cc2c(s1)CNCC2,5,201:20100:5:Z4368537621;201:20153:0:Z4368537770;201:20156:8:Z4368537704;
CC1(C)CCNc2ccccc21,183,201:20100:5:Z2916866743;201:20101:6:Z2908860238;201:20102:2:Z4127394527;
Fc1ccc(F)c2c1CCNC2,270,201:20100:5:Z1373318952;201:20100:6:Z3094702314;201:20100:9:Z1632410209;
CC1COC2(CCCC2)CN1,221,201:20100:5:Z2619521269;201:20100:6:Z2631022309;201:20100:8:Z2999849190;
CN1CC2CCC1C2,129,201:20100:5:Z3615783583;201:20101:0:Z3435460452;201:20101:1:Z3615770754;
O=c1cc(O)cco1,48,201:20100:5:Z2027678354;201:20101:6:Z2201178634;201:20102:0:Z2924270715;
O=S1(=O)CCC2(CC1)CNC2,574,201:20100:5:Z3057291407;201:20100:7:Z3405196958;201:20100:9:Z4312134711;
c1ncn2c1COCC2,228,201:20100:5:Z2985343346;201:20100:6:Z2978141383;201:20100:9:Z3011574000;
Clc1ccn2cncc2c1,92,201:20100:5:Z2497895826;201:20101:8:Z2495597825;201:20102:6:Z2498262492;
Cc1c(F)ccn2ccnc12,211,201:20100:5:Z4490095985;201:20103:5:Z4468549460;201:20104:0:Z4477433970;
O=C1CCCNCC1,67,201:20100:5:Z3633077370;201:20101:3:Z3633083191;201:20102:4:Z3633077046;
CN1c2ccccc2CCS1(=O)=O,207,201:20100:5:Z4395205793;201:20100:7:Z3683421115;201:20101:6:Z3682435568;
CN1CCOCC12CCC2,277,201:20100:5:Z2718132634;201:20100:9:Z2780723686;201:20101:4:Z2775131760;
Cc1cc(=O)[nH][nH]1,155,201:20100:5:Z1657499796;201:20101:2:Z2640373266;201:20101:4:Z2640370657;
CC1Oc2ccccc2O1,181,201:20100:5:Z2839084015;201:20100:8:Z1798744014;201:20101:0:Z1797726304;
O=S1(=O)CCCc2cc(F)ccc21,228,201:20100:5:Z2772676296;201:20100:6:Z2020866925;201:20101:0:Z3649117131;
Cc1cc(C)c2cc[nH]c2c1C,142,201:20100:5:Z772103676;201:20103:8:Z1231878139;201:20104:0:Z3509128338;
c1cc2c(cn1)CNC2,89,201:20100:5:Z2502073750;201:20101:2:Z3472021238;201:20101:9:Z2143554534;
CN1CCNC(=O)C1,481,201:20100:5:Z3937684779;201:20100:5:Z1694164324;201:20100:5:Z4110581334;
Cc1c(N)cnn1C,84,201:20100:5:Z4290296549;201:20100:6:Z4289953946;201:20100:6:Z4289792181;
O=C1NCCCC12CCCNC2,410,201:20100:5:Z3602323989;201:20100:5:Z4017812216;201:20100:6:Z1765317816;
FC1(F)CC2(C1)CC1(CCC1)C2,348,201:20100:5:Z4879063188;201:20100:9:Z4876203622;201:20101:0:Z5004956201;
Cc1ccc2[nH]cc(Cl)c2c1,136,201:20100:5:Z2104493146;201:20103:1:Z1843607745;201:20103:6:Z3510265456;
c1ccc2c(c1)CCC1(CCNC1)O2,326,201:20100:5:Z2179900757;201:20100:7:Z2997738079;201:20101:4:Z3137732728;
Cc1nn(C)c2c1CCCN2,53,201:20100:5:Z4256879599;201:20101:5:Z4255744362;201:20102:3:Z4254808485;
C1COCCC2(CNC2)N1,71,201:20100:5:Z3881072095;201:20100:9:Z4492336243;201:20100:9:Z3846317332;
Cc1cnc2c(C)cccc2c1,28,201:20100:5:Z1692995476;201:20100:8:Z1692906897;201:20107:5:Z1692876676;
c1ccc2c(c1)oc1cncnc12,103,201:20100:5:Z3749699902;201:20102:1:Z2820938187;201:20103:5:Z3883378420;
c1ccc2c(c1)CC1(CCNC1)C2,123,201:20100:5:Z1545448579;201:20102:1:Z1542300425;201:20102:6:Z3542424504;
Fc1cn[nH]c1,564,201:20100:5:Z5007073979;201:20100:5:Z5007075600;201:20100:9:Z3266895820;
CC1CCC(C)N1C,120,201:20100:5:Z4318471785;201:20105:6:Z4326449558;201:20107:0:Z4326670861;
O=S1(=O)CCCCCC1,259,201:20100:5:Z3527460914;201:20100:6:Z3707397457;201:20100:9:Z4359438918;
Cc1c[nH]c(=O)[nH]c1=O,124,201:20100:5:Z4999134933;201:20103:5:Z4999309438;201:20104:0:Z4999245348;
CN1CCNCCC12CCOCC2,475,201:20100:5:Z4604071994;201:20100:5:Z3998333294;201:20100:5:Z3043666902;
Cc1cc(Cl)cn2ccnc12,153,201:20100:5:Z3680725023;201:20100:8:Z3528756975;201:20101:7:Z3683962762;
Clc1nc2ccccc2s1,161,201:20100:5:Z5064355847;201:20100:8:Z1416556567;201:20101:0:Z1478242479;
CC1(C)CCc2ccsc2C1,48,201:20100:5:Z4200314183;201:20101:7:Z3646887301;201:20104:4:Z3011536401;
C1CC2CNCC(C1)NC2,76,201:20100:5:Z4315325317;201:20105:7:Z3795284886;201:20107:1:Z3795291288;
CC1CNCC1N,92,201:20100:5:Z2927155285;201:20100:5:Z2354020937;201:20100:5:Z2369552166;
c1ccc2c(c1)NCC1(CC1)O2,159,201:20100:5:Z2966043103;201:20100:7:Z2966040856;201:20101:2:Z3582761650;
O=S1(=O)Nc2ncnn2-c2ccccc21,177,201:20100:5:Z1165358987;201:20100:8:Z1170280145;201:20100:9:Z1170280085;
