fragment_smiles,occurences,example_ligands
Clc1ccc2c(c1)CCCN2,229,201:20100:5:Z3717640125;201:20101:5:Z3668932074;201:20101:7:Z3633033458;
CC1NCCSC1C,207,201:20100:5:Z1228498278;201:20101:2:Z1229326165;201:20101:3:Z1228605005;
Clc1cccc2c1CNCC2,124,201:20100:5:Z2304706028;201:20100:7:Z3136156817;201:20101:1:Z3136338918;
CN1C2C=CCC1CC2,44,201:20100:5:Z3151712884;201:20100:5:Z3151714147;201:20107:0:Z3135033451;
Cc1scnc1O,79,201:20100:5:Z3152784298;201:20104:0:Z3204382279;201:20104:5:Z3095074337;
CC1CCNCCS1(=O)=O,293,201:20100:5:Z1865716778;201:20100:5:Z1865982184;201:20100:7:Z2637320834;
OC12CCCCC1(O)CNCC2,244,201:20100:5:Z4451536092;201:20100:9:Z4478381431;201:20101:4:Z4478383597;
CN1CCOCC12CNCCOC2,441,201:20100:5:Z3694926504;201:20101:0:Z3437569682;201:20101:2:Z4350790022;
CN1CCOCc2ccccc21,5,201:20100:5:Z3494958286;201:20103:3:Z3506596456;201:20118:6:Z3506594562;
C1CCCCCNCCCC1,8,201:20100:5:Z3784812814;201:20111:2:Z3520568146;201:20111:2:Z3520568922;
O=C1NCCNC12CCNCC2,156,201:20100:5:Z4414531464;201:20100:8:Z4422709108;201:20100:8:Z4422708823;
CC1(N)CCNCC1,127,201:20100:5:Z4032906390;201:20101:0:Z2596443108;201:20101:3:Z2451542441;
OC1COC2CC1C2,56,201:20100:5:Z4600845372;201:20104:1:Z4465247522;201:20105:1:Z4457479841;
c1cc2nc[nH]c2cn1,345,201:20100:5:Z4288763717;201:20101:8:Z3582886060;201:20102:0:Z2669496451;
C1CCC2CNC2CC1,141,201:20100:5:Z2632750647;201:20102:9:Z1360996399;201:20103:4:Z1364002151;
Nc1ncnc2c1CNCC2,151,201:20100:5:Z4906718964;201:20100:5:Z4051009468;201:20100:7:Z3996749256;
O=c1[nH]c2ccccc2s1,239,201:20100:5:Z2774181847;201:20100:8:Z4316900686;201:20101:2:Z1824072503;
CC1CCc2ccsc2S1(=O)=O,360,201:20100:5:Z4062017241;201:20101:5:Z2639907924;201:20101:6:Z3787759483;
CC12CCC(C)(CC1)O2,149,201:20100:5:Z4775569718;201:20100:8:Z4419545699;201:20101:3:Z4654310480;
N=S1(=O)CCNc2ccccc21,79,201:20100:5:Z3582295068;201:20102:8:Z3314446189;201:20103:7:Z3368770378;
Fc1ccc2c(c1F)NCC2,109,201:20100:5:Z2404511324;201:20100:5:Z2278768002;201:20100:6:Z2332942543;
Clc1nc2ccccn2n1,128,201:20100:5:Z3667341520;201:20100:8:Z3669936922;201:20100:9:Z4914931197;
O=c1[nH]cnc2cc(F)ccc12,134,201:20100:5:Z216746814;201:20100:6:Z1999594934;201:20101:1:Z1665817127;
O=S1(=O)CCC2(CCCNC2)C1,333,201:20100:5:Z2712491853;201:20100:8:Z2829245784;201:20101:0:Z2770653949;
Clc1cnc2n1NCCC2,51,201:20100:5:Z4217073797;201:20103:1:Z4270339640;201:20105:8:Z4270327120;
N=S1(=O)CC2(CCNCC2)C1,29,201:20100:5:Z4922316285;201:20106:1:Z4922317162;201:20107:5:Z4922317919;
Fc1ccc2ccoc2c1,502,201:20100:5:Z1608304551;201:20100:6:Z1950670756;201:20100:8:Z3655895294;
O=S1(=O)CC2NCCNC2C1,150,201:20100:5:Z3045706338;201:20101:1:Z2927163922;201:20102:2:Z2916726149;
Cn1ncc2nccnc21,131,201:20100:5:Z4316751629;201:20101:9:Z4316764572;201:20102:2:Z4316755766;
C1CC2(CCN1)CCNCC2,328,201:20100:5:Z3725320427;201:20100:7:Z2443725200;201:20101:9:Z3474245074;
O=c1nc[nH]c2sc3c(c12)CCC3,115,201:20100:5:Z4219761957;201:20100:9:Z3597359474;201:20101:1:Z1953657722;
OC1CCSCC1,382,201:20100:5:Z1285018334;201:20100:8:Z4329526467;201:20100:9:Z1497075479;
Clc1cccc2ncsc12,58,201:20100:5:Z2179742707;201:20102:1:Z1865984871;201:20102:5:Z2063277333;
CC1(C)CNCc2ccc(F)cc21,62,201:20100:5:Z4390222891;201:20100:8:Z4424097834;201:20101:5:Z4408511487;
C1COC2CCC2C1,481,201:20100:5:Z3586070033;201:20100:5:Z3093329137;201:20100:7:Z3142731271;
NC1CCNC2(CCC2)C1,65,201:20100:5:Z3808370554;201:20101:3:Z3799089472;201:20102:5:Z3799084253;
c1cc2ccncn2c1,183,201:20100:5:Z4322165908;201:20100:7:Z2960260658;201:20100:8:Z3725321553;
C1CC2N(C1)CCNC21CCC1,171,201:20100:5:Z3627582684;201:20100:9:Z3627585031;201:20102:0:Z3627586857;
Clc1ccn2nccc2c1,214,201:20100:5:Z3898913229;201:20101:1:Z2027413933;201:20101:2:Z4576394426;
O=c1ccc2[nH]ccc2[nH]1,6,201:20100:5:Z3800213398;201:20114:2:Z4385325060;201:20118:7:Z2852745610;
O=S1(=O)Cc2ccccc2N1,177,201:20100:5:Z3983332033;201:20100:6:Z3836669172;201:20101:0:Z3984821571;
c1cnc2[nH]nnc2c1,257,201:20100:5:Z1669207506;201:20100:7:Z1668696957;201:20101:3:Z1668571700;
CC1CNCCC1=O,173,201:20100:5:Z2018793748;201:20100:7:Z4270648747;201:20100:8:Z3196562471;
c1cn2c(n1)CCOCC2,130,201:20100:5:Z3910446631;201:20101:2:Z4094526707;201:20101:4:Z3910446573;
Cc1n[nH]c2nc(O)ccc12,73,201:20100:5:Z2091540691;201:20100:6:Z1827832215;201:20103:1:Z1836079612;
Fc1cccc2ncncc12,75,201:20100:5:Z1182679376;201:20101:2:Z863172294;201:20103:4:Z1470746855;
CC1=Nc2ccccc2C12CCNCC2,154,201:20100:5:Z3948009812;201:20102:2:Z4118458504;201:20102:4:Z4324332200;
Fc1cc(Cl)c2c(c1)CNCC2,99,201:20100:5:Z2291022235;201:20102:7:Z4503619118;201:20103:2:Z4772081391;
Cc1n[nH]c(=O)n1C,316,201:20100:5:Z2506883782;201:20101:0:Z2645956084;201:20101:2:Z2493539350;
O=C1COCCC2(CNC2)N1,142,201:20100:5:Z4265393494;201:20102:7:Z4265366966;201:20102:7:Z4265363263;
CC1CC(C)n2cncc2N1,58,201:20100:5:Z4653115613;201:20105:5:Z4365342013;201:20108:7:Z4365340634;
Oc1cnc2ccccc2c1,11,201:20100:5:Z4252894160;201:20101:4:Z4252900983;201:20110:0:Z3368826088;
CC1Cc2ccc(F)cc2O1,250,201:20100:5:Z2107982148;201:20101:0:Z2105879244;201:20102:3:Z2200547022;
C1CC2COCC1N2,178,201:20100:5:Z2911164723;201:20100:7:Z2604992364;201:20101:4:Z2312771408;
FC1CCCCCC1,50,201:20100:5:Z3822360439;201:20102:9:Z3805845337;201:20102:9:Z3805857092;
CC1CCn2nccc2C1,335,201:20100:5:Z2454774025;201:20100:8:Z2453254827;201:20101:0:Z2437573596;
CC1(C)CNCC(C)(C)C1O,250,201:20100:5:Z4601772076;201:20100:6:Z4599942835;201:20100:7:Z4975330763;
Oc1ccc2c(n1)CCCC2,143,201:20100:5:Z2822387654;201:20100:5:Z2780081637;201:20100:7:Z2777138759;
Oc1cc2ccccc2cn1,110,201:20100:5:Z2709839023;201:20101:2:Z4093816047;201:20101:5:Z2714330661;
NC1CNc2ccccc2C1,72,201:20100:5:Z4175136781;201:20102:4:Z2378790695;201:20103:9:Z4054304602;
Clc1csc2cc3c(cc12)OCCO3,95,201:20100:5:Z3856613842;201:20102:2:Z1147989386;201:20102:3:Z2441291972;
c1ccc2c(c1)CCCCCNC2,52,201:20100:5:Z3596347701;201:20102:1:Z5007800023;201:20103:7:Z4305164735;
C1CNCC2(C1)CCSC2,218,201:20100:5:Z3153165411;201:20100:8:Z2291051488;201:20102:3:Z2305297596;
Clc1ccc2c(c1)C=CCO2,49,201:20100:5:Z1176994394;201:20101:3:Z1473338606;201:20102:3:Z4777952858;
Cc1cccc2cnccc12,141,201:20100:5:Z3196641260;201:20101:5:Z3385368384;201:20101:8:Z2433856884;
O=c1ccoc2cc(Cl)ccc12,106,201:20100:5:Z2371080601;201:20101:3:Z4472697768;201:20102:4:Z3614565019;
CC1OCCCO1,154,201:20100:5:Z1866806984;201:20100:7:Z1851987023;201:20101:6:Z1851982187;
CC1CNc2cc(Cl)ccc2O1,93,201:20100:5:Z4112485720;201:20100:9:Z1883171592;201:20100:9:Z1271453229;
CC1NCCc2ccc(O)cc21,178,201:20100:5:Z2643574620;201:20101:0:Z2643576255;201:20101:1:Z2623615635;
Clc1ccn2ncnc2c1,227,201:20100:5:Z2171604630;201:20100:6:Z2294489740;201:20102:2:Z2171610082;
O=S1(=O)CC2(CNC2)CN1,14,201:20100:5:Z4000385177;201:20103:4:Z4000386878;201:20114:7:Z4000385910;
C1=Cc2ccccc2CCC1,83,201:20100:5:Z2626440322;201:20101:6:Z2626447637;201:20102:8:Z2626433029;
Fc1cccc2c1C1(CCCC1)CN2,78,201:20100:5:Z977443372;201:20102:5:Z1881425896;201:20104:5:Z4288032187;
Fc1cccc2c1NCC2,282,201:20100:5:Z1942273630;201:20100:9:Z3133486821;201:20101:0:Z4005183822;
Cc1ncn2ccccc12,184,201:20100:5:Z3898912078;201:20100:8:Z3060937929;201:20100:8:Z2617988756;
Clc1ncc2c(n1)COCC2,81,201:20100:5:Z3647001719;201:20100:9:Z3647106009;201:20103:2:Z3647090264;
c1cc2c(s1)CSCC2,127,201:20100:5:Z4389888191;201:20101:1:Z396944590;201:20102:4:Z1801925773;
Cn1cnc2c1CCNC21CCNC1,126,201:20100:5:Z3505397403;201:20101:4:Z3505402798;201:20101:5:Z3498157915;
Cn1ncccc1=O,506,201:20100:5:Z3086844219;201:20100:7:Z2873124763;201:20100:8:Z794578446;
O=C1CCNC2CCC12,135,201:20100:5:Z4348093895;201:20101:0:Z4348419007;201:20101:5:Z4348640454;
C1CCN2CCSCC2C1,251,201:20100:5:Z3608080225;201:20100:7:Z3086739691;201:20101:5:Z2931702927;
CC1NCc2ccccc21,379,201:20100:5:Z4109476871;201:20100:5:Z1879573746;201:20101:0:Z2648617287;
C1COC2(CCCC2)OC1,180,201:20100:5:Z4907135700;201:20102:0:Z4909405033;201:20103:1:Z4906807081;
Cc1ccn2ncnc2c1,159,201:20100:5:Z2869106252;201:20100:7:Z3085380520;201:20101:2:Z3175751476;
O=S1(=O)C2CCNCC1CC2,241,201:20100:5:Z2717597984;201:20100:7:Z2709706240;201:20100:8:Z2707178748;
CC1(F)CCCNC1,140,201:20100:5:Z2909265060;201:20102:2:Z2909265036;201:20103:9:Z2306738582;
Cn1c(=O)c2cc[nH]c2n(C)c1=O,307,201:20100:5:Z2087414836;201:20101:5:Z4028059957;201:20102:9:Z2175841905;
Cn1ccn(C)c1=O,209,201:20100:5:Z4875232810;201:20100:5:Z4875232804;201:20100:5:Z4875232780;
C1CC2CCNCC(C1)N2,204,201:20100:5:Z3622341847;201:20101:3:Z3498883570;201:20101:3:Z3407484180;
CC1CS(=O)CCN1,33,201:20100:5:Z4573068237;201:20106:2:Z4395998036;201:20107:0:Z4573062318;
Cc1ccn2ncc(C)c2n1,47,201:20100:5:Z3649085967;201:20104:4:Z3392528196;201:20104:7:Z3390040118;
O=S1(=O)CC2CCN1C2,113,201:20100:5:Z5051901313;201:20102:7:Z4022075857;201:20103:1:Z4256562820;
O=C1CCc2sccc21,139,201:20100:5:Z5000705509;201:20102:0:Z5012861652;201:20102:2:Z5000731311;
CC1(C)CNCCc2ccccc21,138,201:20100:5:Z4876103541;201:20100:7:Z2618352619;201:20101:1:Z2643659653;
CC12CCC(C1)OC2,394,201:20100:5:Z3637597333;201:20100:8:Z3886554936;201:20100:8:Z3637594392;
O=S1(=O)CCc2ncccc2C1,291,201:20100:5:Z4177818830;201:20100:6:Z4175964557;201:20101:2:Z4176279544;
Clc1ccnc2cnccc12,84,201:20100:5:Z4325933454;201:20102:3:Z4324460577;201:20106:1:Z4325420261;
FC1(F)C2CCCC1CNC2,155,201:20100:5:Z4623161148;201:20103:1:Z4623161402;201:20103:8:Z4635300273;
Cc1cc2c(cc1C)OCCCC2,28,201:20100:5:Z1438918465;201:20105:0:Z3781326714;201:20109:8:Z1437458441;
CN1CCNCCC1(C)C,152,201:20100:5:Z2838984996;201:20100:6:Z2784776941;201:20100:9:Z4149746561;
CC1CN(C)CCN1,128,201:20100:5:Z1166178201;201:20101:7:Z1496732784;201:20104:2:Z1166177549;
O=c1cc2c(n[nH]1)CCOC2,181,201:20100:5:Z4319775707;201:20101:4:Z4318641252;201:20101:8:Z3340258771;
CC12CNC(C1)C2,178,201:20100:5:Z3572316879;201:20101:9:Z4578059087;201:20102:0:Z3583621523;
Oc1nnc[nH]1,90,201:20100:5:Z2383470169;201:20101:7:Z1737962875;201:20102:0:Z1895309956;
CC1(C)NCCS1,30,201:20100:5:Z4578635827;201:20101:1:Z4595144668;201:20102:1:Z4322121985;
CC1CCC(O)CN1,799,201:20100:5:Z1949613703;201:20100:5:Z2434021338;201:20100:5:Z2375002980;
Clc1ccc2cnccc2c1,100,201:20100:5:Z3351893915;201:20100:6:Z4211633497;201:20101:8:Z3357473647;
c1cnc2c(c1)CCO2,143,201:20100:5:Z5034523037;201:20100:8:Z5045650132;201:20101:8:Z5034937417;
C1OC2CNC1C2,694,201:20100:5:Z4276241874;201:20100:9:Z3191816249;201:20101:0:Z2722893489;
Clc1cccc2ccsc12,40,201:20100:6:Z3797224428;201:20102:5:Z2455530901;201:20106:2:Z4581973353;
Fc1cc(F)c2[nH]cnc2c1,37,201:20100:6:Z4084047614;201:20105:7:Z4084148245;201:20115:7:Z4271181474;
CC1CC2CCN1CC2,24,201:20100:6:Z4608947106;201:20102:3:Z4608945976;201:20103:4:Z4600835527;
Clc1cccc2c1CCO2,191,201:20100:6:Z2151266573;201:20101:9:Z2145772264;201:20102:2:Z2145978112;
c1ccc2c(c1)NCC21CC1,99,201:20100:6:Z1363178392;201:20102:1:Z1246243071;201:20102:6:Z1249230105;
Cc1ccnc2c1NC(=O)CN2,86,201:20100:6:Z4126308584;201:20101:5:Z4126304150;201:20101:6:Z4126299880;
Clc1cc(Cl)c2nccn2c1,575,201:20100:6:Z3588826754;201:20100:6:Z4178637016;201:20100:6:Z3519070264;
CC1COCCN1C,184,201:20100:6:Z3687117918;201:20102:6:Z3686691299;201:20103:0:Z3687110562;
c1ccc2c(c1)OC1(CCNC1)O2,204,201:20100:6:Z2147517530;201:20101:0:Z2143950295;201:20102:7:Z4128202439;
CC1CCn2ccnc2C1,446,201:20100:6:Z4418705819;201:20100:7:Z4886938696;201:20100:7:Z4886944035;
O=C1CCC12CCC2,322,201:20100:6:Z4415347825;201:20100:6:Z4312446887;201:20100:7:Z4312841945;
C1CCC2(C1)COC2,28,201:20100:6:Z4170937003;201:20112:7:Z4170930799;201:20120:5:Z4170939479;
O=C1Cc2cccc3c2N1CCC3,202,201:20100:6:Z3621627370;201:20101:2:Z2278730194;201:20101:6:Z1692568939;
C1CC2(CO1)CC1(C2)OCCO1,108,201:20100:6:Z3010190624;201:20101:3:Z2950756122;201:20101:3:Z5018007944;
C1CCC2NCC2C1,171,201:20100:6:Z1618538559;201:20100:7:Z2642397625;201:20100:8:Z3725321493;
CC1(C)CCC(N)C1,37,201:20100:6:Z3521663401;201:20101:1:Z4188655397;201:20101:5:Z3100625936;
Nc1ncccc1Cl,164,201:20100:6:Z1867108261;201:20100:7:Z2004545961;201:20100:7:Z1319996076;
O=C1CCCc2[nH]ccc21,226,201:20100:6:Z4178925939;201:20100:8:Z3644436540;201:20101:3:Z3670296560;
Clc1ccnc2c1NCC2,83,201:20100:6:Z4353301269;201:20100:8:Z4394534123;201:20100:9:Z4353298993;
c1ccc2snnc2c1,106,201:20100:6:Z3221621752;201:20100:7:Z4483726349;201:20102:1:Z4484442512;
Cc1[nH]ccc(=O)c1O,199,201:20100:6:Z4291716773;201:20100:6:Z4289991738;201:20101:4:Z4294932091;
Cc1ncc(Cl)cn1,208,201:20100:6:Z1302937370;201:20100:9:Z1251078857;201:20101:0:Z4248488939;
Clc1cnc2ccccc2n1,69,201:20100:6:Z5061601360;201:20100:8:Z4267543682;201:20101:9:Z4267519894;
CC1COC(C)(C)OC1,155,201:20100:6:Z3383984233;201:20101:7:Z4909667242;201:20102:1:Z3646316019;
CC12CCCC(CN1)C2,89,201:20100:6:Z3263206024;201:20101:8:Z3569814577;201:20101:9:Z3435210599;
Cc1ccnc2ccnn12,404,201:20100:6:Z3840835114;201:20101:0:Z3874330870;201:20101:0:Z4122980117;
c1ncc2c(n1)COCC2,187,201:20100:6:Z3091022946;201:20101:9:Z3606294671;201:20102:6:Z3606303941;
O=C1CS(=O)(=O)CCN1,88,201:20100:6:Z2957537592;201:20100:6:Z2957537402;201:20101:8:Z2991874355;
Cc1oc2ccccc2c1C,95,201:20100:6:Z1728074337;201:20102:6:Z1952899553;201:20103:2:Z1728070504;
CC1(C)CNCCC(=O)C1,138,201:20100:6:Z4772904913;201:20101:4:Z2718594102;201:20101:7:Z2718588327;
Cn1ccc2cc(Cl)ccc21,133,201:20100:6:Z4129965378;201:20102:4:Z3644793432;201:20103:2:Z5065441342;
c1ccc2c(c1)CC1(CCOCC1)C2,247,201:20100:6:Z3354755460;201:20100:8:Z4035049016;201:20101:0:Z2639884203;
Fc1ccc(Cl)c2ncccc12,111,201:20100:6:Z4596508118;201:20101:6:Z3048064414;201:20103:0:Z3711222555;
O=C1C2CCCC1CCC2,329,201:20100:6:Z909444056;201:20100:6:Z4248335099;201:20100:6:Z2144626069;
Cn1c(=O)c2ccccc2n2cnnc12,185,201:20100:6:Z2447418473;201:20100:6:Z3317848923;201:20100:7:Z1481023059;
OC1CNc2ccc(F)cc2C1,65,201:20100:6:Z5018025324;201:20102:0:Z5024126596;201:20102:6:Z5018871599;
OC1CCCCCCC1O,50,201:20100:6:Z5014608656;201:20107:4:Z5008113447;201:20108:1:Z5017605660;
Cn1ccn2nccc2c1=O,321,201:20100:6:Z3783128708;201:20100:8:Z3907188846;201:20101:8:Z3783248059;
c1cc2c(cn1)NCCS2,126,201:20100:6:Z1886488201;201:20101:2:Z1886495197;201:20102:3:Z1886490066;
CC1NCCCS1,16,201:20100:6:Z4640076581;201:20121:0:Z4640072089;201:20125:7:Z4640064944;
Cc1cc2cnccn2n1,322,201:20100:6:Z4190983839;201:20101:0:Z4198565547;201:20101:0:Z4198774718;
O=c1ccc2c([nH]1)CCCCC2,374,201:20100:6:Z1246341313;201:20100:7:Z3173511841;201:20101:2:Z3385059267;
Cc1cc(C)c2c(c1)NCC2,145,201:20100:6:Z2292167075;201:20101:1:Z1879468963;201:20101:2:Z1879480210;
c1ccc2c(c1)CCC21CCOCC1,13,201:20100:6:Z4888498363;201:20103:4:Z4888477011;201:20105:5:Z4888499262;
OC1CC2CCC(N2)C1O,172,201:20100:6:Z4353666322;201:20100:7:Z4353667592;201:20100:9:Z4344187876;
FC1(F)CNCCSC1,67,201:20100:6:Z4418976479;201:20100:7:Z4419005274;201:20102:3:Z4404909204;
O=C1CC2(CCNCC2)C(O)CN1,284,201:20100:6:Z3715696592;201:20100:9:Z4491883812;201:20101:0:Z3715697895;
Clc1cc(Cl)c2nc[nH]c2c1,43,201:20100:6:Z3496063444;201:20102:0:Z2219765219;201:20104:7:Z2219729740;
O=c1nc2cc[nH]n2c2ccccc12,165,201:20100:6:Z1100210094;201:20103:8:Z2140827252;201:20104:2:Z2001158566;
OC1CCC2CCCNC2C1,171,201:20100:6:Z4094474202;201:20102:0:Z4094481004;201:20104:3:Z4094475162;
Cc1cc(Cl)ccc1F,109,201:20100:6:Z1918621910;201:20100:6:Z1961024992;201:20100:7:Z1934460919;
O=C1CCC2NCCCN12,11,201:20100:6:Z3495093021;201:20109:9:Z3622549403;201:20113:1:Z4277914571;
FC1(F)CNCCCNC1,77,201:20100:6:Z3594247542;201:20101:6:Z4294775367;201:20101:6:Z3594231395;
OC1CNC2CCCCC2C1,132,201:20100:6:Z4471140500;201:20101:1:Z4489603327;201:20101:4:Z4403053435;
c1ncc2c(n1)CCCCC2,172,201:20100:6:Z1486456875;201:20101:6:Z3075824568;201:20102:4:Z3078734541;
Oc1ccc2cc(O)ccc2c1,86,201:20100:6:Z4311993498;201:20101:1:Z4312968316;201:20101:4:Z4353364772;
Oc1c(F)cccc1F,288,201:20100:6:Z3673187622;201:20100:6:Z4325527920;201:20100:9:Z3576208216;
c1cnc2ncoc2c1,153,201:20100:6:Z2705837540;201:20101:0:Z4295250305;201:20101:7:Z4295391570;
Cc1cc2ccc(F)cc2o1,90,201:20100:6:Z4477608212;201:20102:2:Z4477605202;201:20102:5:Z4457644212;
NC1CC2COCC(C1)C2,91,201:20100:6:Z2826277822;201:20101:3:Z2386159631;201:20101:7:Z2386155034;
Nc1nccn2nccc12,39,201:20100:6:Z4325778645;201:20102:4:Z4319834175;201:20105:5:Z4326933446;
Cc1ccc2nccnc2c1,153,201:20100:6:Z3416065011;201:20100:8:Z4112544280;201:20103:1:Z3195348400;
CC1CN(C)C(=O)CN1,348,201:20100:6:Z3135539049;201:20100:7:Z4116323489;201:20101:3:Z1780033893;
CN1CCN(C)C2(CCNCC2)C1,409,201:20100:6:Z5052023418;201:20100:8:Z5059750056;201:20102:3:Z5052028611;
Cc1cc(=O)[nH]c(=O)n1C,31,201:20100:6:Z3799612794;201:20101:2:Z3799613263;201:20113:3:Z3343390591;
FC1(F)CCC2(CCOC2)CC1,333,201:20100:6:Z4638453052;201:20100:7:Z4638453285;201:20101:4:Z4641935006;
c1ncn2c1CCC2,407,201:20100:6:Z4063054943;201:20100:6:Z3856661106;201:20101:0:Z2834104079;
O=C1CCCc2ncccc21,584,201:20100:6:Z1787234412;201:20100:6:Z4399117519;201:20100:6:Z4200314356;
Cc1nc2cnccc2n1C,51,201:20100:6:Z4233085031;201:20102:5:Z4232393868;201:20103:4:Z4227557900;
Cc1noc2ccccc12,257,201:20100:6:Z4328921567;201:20101:0:Z2841936875;201:20101:4:Z2841930253;
NC1CCC12CCNCC2,116,201:20100:6:Z4116189685;201:20100:7:Z4116195156;201:20101:1:Z4317363818;
C1CCN2CCCCC2C1,714,201:20100:6:Z3666905385;201:20100:8:Z3105613217;201:20100:9:Z2495274075;
c1cc2ccsc2[nH]1,216,201:20100:6:Z1000266820;201:20100:9:Z1276211634;201:20101:2:Z2971265307;
c1ccc2c(c1)ccc1occc12,212,201:20100:6:Z1506132011;201:20100:9:Z1887378318;201:20101:1:Z1518809042;
Cc1cc2cccc(C)c2[nH]1,85,201:20100:6:Z4914753041;201:20100:8:Z4913195401;201:20101:0:Z4913314405;
Cc1cc(C)cc(F)c1,505,201:20100:6:Z3725320726;201:20100:6:Z3725320728;201:20100:6:Z3725320730;
CC1CNCC(C)S1(=O)=O,285,201:20100:6:Z2171349671;201:20100:7:Z2184840991;201:20101:1:Z3609571001;
CC1(C)CNCCS1,413,201:20100:6:Z4572732814;201:20100:8:Z3177397585;201:20101:2:Z3843651798;
FC1(F)C2CCNCCC21,173,201:20100:6:Z3589848523;201:20101:6:Z3561921043;201:20103:0:Z3470125747;
O=C1C2CCCCC1CCC2,280,201:20100:6:Z2773452470;201:20100:7:Z2812947860;201:20100:9:Z2766283666;
CC12CNCC1CSC2,133,201:20100:6:Z3009796348;201:20101:0:Z3607922689;201:20102:3:Z2948898014;
Cc1nc(=O)cc[nH]1,176,201:20100:6:Z4291804895;201:20100:9:Z4291860776;201:20101:0:Z4296313966;
O=c1[nH]ccn2cnnc12,437,201:20100:6:Z4712742640;201:20100:8:Z3010804535;201:20100:8:Z4114661350;
C1CC2OCCC2CN1,258,201:20100:6:Z3138246442;201:20100:8:Z2457464957;201:20101:2:Z2434135511;
Oc1ccnc2ccncc12,11,201:20100:6:Z3095873785;201:20115:9:Z3135184815;201:20135:1:Z3095874242;
CC1CCCC1N,71,201:20100:6:Z2605917870;201:20102:6:Z2605705226;201:20102:7:Z3102926823;
O=C1NCCNCC1(F)F,233,201:20100:6:Z3188500612;201:20100:9:Z4410470687;201:20101:0:Z3059555677;
C1CC2CCNCCC2C1,65,201:20100:6:Z4389405546;201:20104:6:Z4914717909;201:20104:6:Z4771754118;
CN1CC(=O)Nc2cncnc21,34,201:20100:6:Z3870361562;201:20101:6:Z3557830087;201:20101:9:Z4343852939;
OC1CCC12CCNCC2,1520,201:20100:6:Z4262632706;201:20100:6:Z1961262584;201:20100:6:Z4266260688;
O=C1CCNC2CCCCCN12,135,201:20100:6:Z4511255758;201:20102:0:Z3093046306;201:20102:0:Z3093047588;
c1cc2snnc2s1,60,201:20100:6:Z4295307896;201:20101:0:Z4295383560;201:20101:8:Z4293762967;
O=S1(=O)NCNc2ccccc21,298,201:20100:6:Z1347948039;201:20100:9:Z1348265398;201:20101:3:Z1347893668;
Clc1cc(Cl)c2c(c1)CCO2,16,201:20100:6:Z4114174494;201:20106:7:Z4113798944;201:20106:9:Z4110907983;
C1CNc2nnnn2C1,32,201:20100:6:Z2816063830;201:20101:1:Z2324032571;201:20108:1:Z2324038130;
OC1CC2CCCC12,219,201:20100:6:Z3155924136;201:20101:3:Z3403528079;201:20101:3:Z3508961106;
O=C1CCNc2ccc(F)cc2N1,168,201:20100:6:Z1883657285;201:20101:0:Z1883632174;201:20101:8:Z4112823311;
O=c1ccc2ccc(Cl)cc2[nH]1,2,201:20100:6:Z2034636378;201:20108:3:Z4027961108;
Fc1c(Cl)ccn2nccc12,83,201:20100:6:Z3353385763;201:20101:6:Z3365555118;201:20101:8:Z3894782355;
Cc1ccc2c(c1)N(C)CCN2,90,201:20100:6:Z4128590393;201:20101:0:Z3644156401;201:20101:2:Z4556655395;
Fc1cc(Cl)c2c(c1)CCNC2,75,201:20100:6:Z3696618376;201:20104:4:Z3096050222;201:20105:6:Z3060355609;
NC1CCn2nccc2C1,177,201:20100:6:Z4060412671;201:20102:5:Z3133443556;201:20102:9:Z3130528913;
CC1COc2ccccc2CN1,224,201:20100:6:Z1643363624;201:20101:4:Z2175431237;201:20101:6:Z1643369943;
Fc1cccc2c(Cl)ccnc12,20,201:20100:6:Z1541991059;201:20104:3:Z4087520195;201:20110:8:Z2874274589;
CC1CC(N)CCN1,37,201:20100:6:Z3132067569;201:20106:0:Z2490828095;201:20108:7:Z2684229648;
Cc1cc(C)c2c(C)csc2n1,167,201:20100:6:Z1501249639;201:20100:8:Z1256027004;201:20100:9:Z4251087626;
Cc1cc(C)c(F)c(C)c1,30,201:20100:6:Z3622410698;201:20100:6:Z2992226523;201:20102:7:Z2996160591;
FC1(F)CC2CNCCN2C1,163,201:20100:6:Z2456999407;201:20101:1:Z4064278941;201:20101:4:Z2457001699;
c1cc2c(s1)CCCCN2,38,201:20100:6:Z2776475117;201:20101:8:Z1974882588;201:20106:2:Z1974334748;
O=c1ccoc2ccc(Cl)cc12,247,201:20100:6:Z1081986026;201:20100:8:Z2931852470;201:20100:9:Z1211620804;
Fc1cc2cncnc2cc1F,90,201:20100:6:Z1373447474;201:20101:4:Z1272223454;201:20101:6:Z1272313819;
CN1CCC(O)C1=O,245,201:20100:6:Z2797967844;201:20100:8:Z3188825349;201:20101:2:Z3205229872;
OC1CNCC12CCOCC2,258,201:20100:6:Z4095357252;201:20101:1:Z3899484893;201:20101:8:Z3839974554;
c1nc2c[nH]cnc-2n1,80,201:20100:6:Z1839479348;201:20101:1:Z3532821899;201:20101:6:Z3560441972;
Cc1ccc2nonc2c1,67,201:20100:6:Z4185002064;201:20101:7:Z4274673866;201:20101:9:Z4184989356;
C1CSCSC1,472,201:20100:6:Z1355571885;201:20101:2:Z3715816748;201:20101:4:Z2354613658;
