fragment_smiles,occurences,example_ligands
CC1CCN(C)CC1,463,143:14300:0:Z3607004298;143:14300:6:Z1630198055;143:14300:6:Z1631161865;
Cc1n[nH]cc1O,120,143:14300:3:Z3724405492;143:14302:5:Z1733312058;143:14303:3:Z1769501959;
Cc1ccn2ccnc2n1,180,143:14300:3:Z3845128848;143:14301:4:Z1557464494;143:14301:7:Z1557466088;
CC1CNCC(C)C1(F)F,232,143:14300:3:Z3569113268;143:14300:3:Z3405844710;143:14300:5:Z3321577017;
Clc1ccc2[nH]cnc2c1,1009,143:14300:3:Z3514018807;143:14300:3:Z4634278643;143:14300:3:Z1609739404;
N=S1(=O)CCC2(C1)OCCO2,131,143:14300:3:Z3495142631;143:14300:4:Z3652705928;143:14301:6:Z3652718785;
CC1(C)OC2CC1C2,395,143:14300:3:Z3596737202;143:14300:5:Z3521104834;143:14301:0:Z4145437850;
CN1CCNCCC12CCOCC2,383,143:14300:3:Z3043665427;143:14300:5:Z3042681108;143:14300:8:Z3043665065;
O=c1cccc2n1CCCCC2,346,143:14300:3:Z4178211801;143:14300:5:Z4648060597;143:14301:0:Z4178126949;
c1cnncn1,395,143:14300:3:Z4117773089;143:14300:4:Z1863767116;143:14300:6:Z3374286624;
Cc1cnn2c1CCCC2,323,143:14300:3:Z4574629306;143:14300:3:Z4004644082;143:14301:1:Z4005477424;
CC12CCC(CN1)C2,263,143:14300:3:Z3174515341;143:14301:5:Z3056788075;143:14302:1:Z4127422068;
CC1CNCC2(CCCC2)O1,263,143:14300:3:Z2454633953;143:14300:3:Z3052995625;143:14300:5:Z4130003394;
O=C1CCC12CCC(F)(F)CC2,300,143:14300:3:Z5034696771;143:14300:4:Z5033282253;143:14300:4:Z5035076084;
OC1CCCC1(F)F,213,143:14300:3:Z3591753673;143:14300:4:Z5058589370;143:14300:4:Z4772567105;
C1=CSCCO1,219,143:14300:3:Z2797784611;143:14300:5:Z4373883673;143:14300:8:Z2801465996;
c1ccn2nnnc2c1,565,143:14300:3:Z1903355494;143:14300:3:Z1409730703;143:14300:4:Z1670126262;
Cc1cc(=O)[nH][nH]1,89,143:14300:3:Z2233754597;143:14301:9:Z2227693633;143:14305:6:Z2640375726;
Cc1cc2sccc2s1,102,143:14300:3:Z4089506007;143:14301:8:Z2836295822;143:14302:0:Z2837531794;
O=S1(=O)CCCc2cccc(F)c21,67,143:14300:3:Z2699448559;143:14302:6:Z1731245571;143:14303:9:Z1731282111;
C1=NOC2C3CCC(C3)C12,123,143:14300:3:Z4140787939;143:14300:5:Z4145456201;143:14301:4:Z4186802549;
CC1=CCCS1(=O)=O,210,143:14300:3:Z4769053898;143:14301:4:Z4769645219;143:14302:5:Z4769367997;
CN1CC(=O)Nc2cccnc21,217,143:14300:3:Z2708431464;143:14300:4:Z2709257798;143:14300:4:Z2715566520;
Cc1[nH]c2cccc(C)c2c1C,137,143:14300:3:Z4042925186;143:14300:3:Z4042925388;143:14301:9:Z4091519471;
c1ccc2cnncc2c1,716,143:14300:3:Z1852388472;143:14300:4:Z4225624022;143:14300:6:Z1558959119;
N=S1(=O)CCC(N)CC1,17,143:14300:3:Z4421930416;143:14312:8:Z4421929777;143:14318:4:Z4421929861;
Cc1cccc(C)c1O,723,143:14300:3:Z1819311264;143:14300:4:Z1640660098;143:14300:7:Z3540912449;
Cn1c(=O)oc2ccc(F)cc21,175,143:14300:3:Z2360910050;143:14300:5:Z2305322222;143:14301:0:Z3175839884;
Nc1nc2ccccc2o1,329,143:14300:3:Z4124061359;143:14300:7:Z4304524286;143:14300:8:Z4121769648;
CC1CNCCC1=O,211,143:14300:3:Z1952954273;143:14300:5:Z2923835833;143:14300:9:Z2916865437;
CC1CNCc2ccccc21,228,143:14300:3:Z2795938223;143:14300:8:Z3289768716;143:14303:1:Z1395064869;
Fc1ccc2c(c1)OCCO2,187,143:14300:3:Z5045461329;143:14300:4:Z5045240750;143:14300:6:Z5045350175;
Cc1ccc2cccnc2n1,657,143:14300:3:Z4298317289;143:14300:3:Z1973641604;143:14300:5:Z4076769259;
Cc1ccc2c(c1C)OCCC2,406,143:14300:3:Z3201721614;143:14300:3:Z3199893562;143:14300:6:Z3366127691;
CN1CCNCCC1(C)C,211,143:14300:3:Z2837343798;143:14300:7:Z3053678043;143:14300:9:Z2834677339;
Cc1ccc2c(c1Cl)NCCC2,20,143:14300:3:Z3002281477;143:14301:2:Z4132419900;143:14302:1:Z4132419730;
C1=NOC2CCCC12,365,143:14300:3:Z4113277616;143:14300:4:Z4109439874;143:14300:9:Z4110212484;
Clc1cccc2c1CCO2,182,143:14300:3:Z2147257269;143:14300:5:Z2145985315;143:14300:9:Z2150965528;
Cc1ccc2nccc(O)c2c1,127,143:14300:3:Z2091431517;143:14301:5:Z2644425853;143:14302:5:Z2090171877;
Cc1c(Cl)cnc2ccccc12,69,143:14300:3:Z4446498455;143:14307:3:Z909788562;143:14307:3:Z942227968;
O=S1(=O)CCC2(CCCCN2)CC1,211,143:14300:3:Z4651597291;143:14300:5:Z4639775422;143:14301:8:Z4639742629;
Cc1cccc2ncncc12,86,143:14300:3:Z3834333579;143:14301:7:Z1446802982;143:14301:8:Z1340694897;
Oc1cc[nH]n1,124,143:14300:3:Z4308232661;143:14300:4:Z4307503358;143:14301:3:Z4308723438;
CC1CC(C)C(C)O1,428,143:14300:3:Z2712024005;143:14300:6:Z2703479558;143:14300:7:Z2708707924;
CC1CNC(C)C1,189,143:14300:3:Z3475389641;143:14300:4:Z1254692567;143:14301:5:Z1252873679;
c1cc2cnc[nH]c-2n1,103,143:14300:3:Z4278123226;143:14301:2:Z4272773139;143:14302:3:Z4272774582;
Nc1ccncc1Cl,148,143:14300:3:Z4104909241;143:14300:4:Z4288193740;143:14301:9:Z4107246601;
FC1CNCC(F)C1,168,143:14300:3:Z4140015497;143:14300:5:Z4142617528;143:14300:6:Z4141126693;
Cc1ncc2c(n1)CNC2,137,143:14300:3:Z3380963275;143:14300:7:Z3381055729;143:14300:7:Z4059830077;
O=c1[nH]cncc1Cl,55,143:14300:3:Z4237947439;143:14301:5:Z2094517994;143:14301:6:Z2212513404;
C1CC2OCCC2N1,751,143:14300:3:Z3672911907;143:14300:3:Z4096740743;143:14300:5:Z3206124353;
Cc1ccc(Cl)nn1,28,143:14300:3:Z4668833378;143:14302:1:Z4656384959;143:14312:2:Z4656384987;
CN1CCCNC1=O,249,143:14300:3:Z4154532231;143:14300:3:Z4156113619;143:14300:6:Z4156122027;
Cc1ccc2nccc(C)c2c1,199,143:14300:3:Z3368527791;143:14300:3:Z2781033540;143:14300:6:Z2966715188;
Fc1ccc2c(c1)CNCC2,1635,143:14300:3:Z2495230871;143:14300:3:Z3879065154;143:14300:4:Z1467481215;
Cc1cc2c(Cl)ccc(Cl)c2[nH]1,9,143:14300:3:Z4211171931;143:14302:4:Z3640953426;143:14309:1:Z3795117234;
NC12CCC(C1)OC2,143,143:14300:3:Z4211171931;143:14300:8:Z4204744749;143:14300:8:Z3699565014;
CN1CCNCC1(C)C,745,143:14300:3:Z3199147341;143:14300:7:Z4148727979;143:14301:0:Z2602129292;
O=S1(=O)CC2CCCC(C2)C1,15,143:14300:3:Z4258505215;143:14302:5:Z4960511970;143:14305:1:Z1966412616;
CC1(C)CC2(CNCCO2)CO1,436,143:14300:3:Z3612097879;143:14300:5:Z4141768678;143:14301:0:Z3568197182;
FC1(F)CCNC2(CC2)C1,113,143:14300:3:Z3626526676;143:14300:8:Z3626530110;143:14301:1:Z3626529654;
Cc1cccc2ccccc12,471,143:14300:3:Z3538521390;143:14300:4:Z1862493402;143:14300:4:Z3209789513;
C1CNCC2(C1)OCC1CC12,163,143:14300:3:Z3659907786;143:14300:6:Z3573488081;143:14301:7:Z4883294484;
FC1(F)C2(CCC2)C12CCNCC2,142,143:14300:3:Z3209749898;143:14300:8:Z3144450349;143:14300:8:Z3144450342;
O=C1Nc2ccccc2C1(F)F,341,143:14300:3:Z3339879092;143:14300:3:Z3603169260;143:14300:3:Z3603165468;
C1CCC2(CC1)CCCN2,740,143:14300:3:Z3804254230;143:14300:3:Z3793114539;143:14300:3:Z4079477514;
Cn1ccc2c(=O)n3ccccc3nc21,131,143:14300:3:Z1786818656;143:14301:5:Z354887408;143:14301:8:Z1161059914;
c1cnc2c(n1)CCCC2,422,143:14300:3:Z3860284158;143:14300:3:Z3640958689;143:14300:6:Z2772176425;
Cc1ncnc2c1CNCC2,189,143:14300:3:Z4232715335;143:14300:5:Z4227841163;143:14300:7:Z4227840678;
CN1C(=O)CNCc2ccccc21,267,143:14300:3:Z3095330894;143:14300:7:Z5059780371;143:14300:9:Z3529351788;
NC1CC2(CCOCC2)C1,157,143:14300:3:Z4065393262;143:14300:7:Z3380651598;143:14301:2:Z3382091047;
OC1CC2(CNC2)C1,82,143:14300:3:Z3057256846;143:14302:0:Z3057251207;143:14302:1:Z3057257798;
Cc1c(F)ccc2c(=O)cc[nH]c12,164,143:14300:3:Z5001395079;143:14301:1:Z5001159543;143:14301:3:Z5000962852;
OC1CCC12CCNC2,217,143:14300:3:Z4025187581;143:14300:3:Z4025195713;143:14300:3:Z4025194465;
NC1CC2CNCC2C1,160,143:14300:3:Z2927376514;143:14301:3:Z2899078577;143:14302:3:Z4054932836;
Cc1c2ccccc2nn1C,272,143:14300:3:Z2190758131;143:14300:6:Z3347226306;143:14301:5:Z2624097415;
O=C1CCC2(CC1)CC2,332,143:14300:3:Z4574933133;143:14300:9:Z3841810651;143:14301:0:Z3949260730;
CC1CNCc2nncn21,257,143:14300:3:Z5047388526;143:14300:8:Z5049331174;143:14301:2:Z5049231464;
O=C1CCCC2CNCC2N1,378,143:14300:3:Z3613795714;143:14300:4:Z4272143402;143:14300:7:Z4026431410;
c1cc2c(s1)COCC2,426,143:14300:3:Z2638155452;143:14300:5:Z4026445732;143:14300:6:Z2357321083;
O=C1N=CN2CCCC12,69,143:14300:3:Z4336751910;143:14300:4:Z4336754382;143:14300:9:Z4654817040;
NC1CNCC12CCS(=O)(=O)CC2,112,143:14300:3:Z4115297520;143:14300:7:Z3364785145;143:14300:8:Z3385329253;
CC1(O)CCNC1,481,143:14300:3:Z4457236905;143:14300:4:Z2717963759;143:14300:4:Z2717971495;
Fc1cc(F)c2c(c1)CCCN2,130,143:14300:3:Z737388940;143:14300:5:Z5045800153;143:14301:5:Z368162016;
C1CC2(CCSCC2)N1,184,143:14300:3:Z3441543386;143:14300:5:Z3592150874;143:14300:9:Z3615406479;
C1CSC2COCCC2N1,166,143:14300:3:Z2773134569;143:14300:3:Z1449288700;143:14300:6:Z1447376748;
CN1CC23CCCCC2(CNC3)C1,170,143:14300:3:Z4827657576;143:14300:4:Z3619027936;143:14300:9:Z3105247133;
FC1(F)CCCCCC1,707,143:14300:3:Z3359524704;143:14300:4:Z4144112190;143:14300:7:Z4113569645;
CN1CCN(C)C2(CCNCC2)C1,343,143:14300:3:Z5060221701;143:14300:6:Z5059747099;143:14301:1:Z5053689583;
O=S1(=O)CCC2(CCCN2)C1,248,143:14300:3:Z4609945070;143:14300:9:Z3659923230;143:14301:5:Z3692985636;
O=C1NCNc2ccccc21,153,143:14300:3:Z2492818863;143:14300:7:Z1436725477;143:14300:7:Z2472915889;
O=c1ccc2ncccc2[nH]1,64,143:14300:3:Z2977703444;143:14300:8:Z3649057219;143:14300:8:Z4641894016;
Fc1ccc2cnoc2c1,688,143:14300:3:Z4264582749;143:14301:1:Z4265976784;143:14301:3:Z4205864849;
CC1(C)CNCCOC1,295,143:14300:3:Z3131951314;143:14300:3:Z4508150473;143:14300:9:Z3097925835;
CC1(C)CNCCNC1,145,143:14300:3:Z4285849289;143:14301:0:Z4004412433;143:14301:4:Z4024197005;
O=c1ccc2c([nH]1)CCCC2O,178,143:14300:3:Z2797734025;143:14300:8:Z3702828545;143:14301:1:Z4227049743;
CN1CCC2(CC1)CNC2,296,143:14300:3:Z3678724989;143:14300:4:Z3589576542;143:14301:0:Z3589581659;
CN1CCOCC2(COCCN2)C1,280,143:14300:3:Z4491080276;143:14301:9:Z4271448054;143:14302:2:Z4266430414;
CN1CCC2(CNC2)C1,290,143:14300:3:Z3414567122;143:14300:6:Z4000635228;143:14301:2:Z3414729251;
C1=COCCO1,11,143:14300:3:Z1683452368;143:14313:8:Z1890535196;143:14328:6:Z1891546162;
Oc1ccc(F)cn1,114,143:14300:3:Z2656524183;143:14304:9:Z3593846309;143:14305:0:Z4178944562;
c1cnc2occc2c1,189,143:14300:3:Z2256469576;143:14301:3:Z3392174134;143:14303:7:Z4964120780;
c1cc2n(c1)CCNC21COC1,167,143:14300:3:Z4214119859;143:14300:7:Z4091882725;143:14301:7:Z4213141670;
CN1C(=O)NCC12CCNCC2,395,143:14300:3:Z4064251891;143:14300:5:Z4487665243;143:14301:6:Z2408257419;
FC1(F)CCc2[nH]ncc2C1,306,143:14300:3:Z4540053820;143:14300:9:Z4634541932;143:14301:0:Z4541324304;
c1[nH]nc2c1CNC2,244,143:14300:3:Z3381447355;143:14300:7:Z4079819748;143:14301:0:Z3380936549;
CC1CCC(C)(C)CN1,84,143:14300:3:Z4508746083;143:14301:4:Z4042089989;143:14305:9:Z3871112849;
Fc1cc2[nH]ccc2cc1Cl,109,143:14300:3:Z3360978084;143:14300:4:Z3680453292;143:14300:9:Z2698330806;
Nc1ncc2ccsc2n1,141,143:14300:3:Z1933730662;143:14300:7:Z651790648;143:14301:5:Z296609646;
Clc1ccnc2sccc12,80,143:14300:3:Z4139605785;143:14301:0:Z4907293451;143:14303:2:Z4139217966;
Cn1ccc(=O)[nH]1,301,143:14300:3:Z3549161358;143:14300:4:Z4293986541;143:14300:8:Z4909065947;
CC1(C)CC1N,70,143:14300:3:Z3549161358;143:14303:7:Z3550164532;143:14303:7:Z4061037670;
CC1(C)CCc2ccc(=O)[nH]c2C1,224,143:14300:3:Z4466470326;143:14300:6:Z3298200387;143:14300:7:Z3353052993;
CC1CNC(C)(C)CO1,194,143:14300:3:Z1584291771;143:14300:8:Z1651833707;143:14300:9:Z2774157254;
c1n[nH]c2c1CCSC2,176,143:14300:3:Z4147032617;143:14301:1:Z4145961040;143:14301:4:Z4149390365;
c1cc2n(c1)CCSC2,464,143:14300:3:Z4021382301;143:14300:4:Z4242878806;143:14300:8:Z4020595857;
CC1(C)CC(=O)c2ccc(=O)[nH]c2C1,235,143:14300:3:Z3056917547;143:14300:7:Z2611170825;143:14301:4:Z5017668616;
Cc1cnc2c(c1)NCCN2C,171,143:14300:3:Z4341718903;143:14300:8:Z4132815311;143:14300:8:Z4044620557;
CC1COc2cscc2OC1,36,143:14300:3:Z4274143658;143:14306:2:Z4272653815;143:14310:6:Z4269070836;
O=S1(=O)CCNCCCCN1,243,143:14300:3:Z3713488489;143:14300:5:Z3713494482;143:14301:4:Z3656015002;
c1ncc2ncsc2n1,444,143:14300:3:Z3393544860;143:14301:0:Z4274283806;143:14301:2:Z4274272505;
Oc1ccc2c(n1)CNC2,20,143:14300:3:Z2953842893;143:14305:2:Z3591443731;143:14306:0:Z2949570914;
Clc1cccc2c1OCC2,225,143:14300:3:Z1408726792;143:14301:1:Z1409567059;143:14301:1:Z1499943456;
Cc1nc2c(F)cccc2s1,52,143:14300:3:Z3629279339;143:14306:1:Z4194830161;143:14307:5:Z4304724898;
OC1CCCCC12CCC2,156,143:14300:3:Z3395029906;143:14300:4:Z3680346196;143:14300:6:Z3679370671;
Nc1cnnc2ccccc12,185,143:14300:3:Z1315394720;143:14301:0:Z2296626673;143:14301:6:Z3638932848;
Cn1nc(Cl)cc1Cl,149,143:14300:3:Z2818679923;143:14301:1:Z3607642631;143:14301:6:Z2810145561;
C1CCC2(C1)CC1CCOC12,208,143:14300:3:Z2072717713;143:14302:2:Z2627882688;143:14302:2:Z1515530997;
C1=CC2CCC(C1)N2,603,143:14300:3:Z3555418783;143:14300:3:Z3548462877;143:14300:3:Z4213258181;
CC1NCCSC1C,211,143:14300:3:Z1440785040;143:14300:8:Z3105182220;143:14301:7:Z1228045915;
CC1(C)NCC(O)C1O,144,143:14300:3:Z4097520808;143:14302:6:Z4066922016;143:14303:4:Z4070829783;
O=c1[nH]cnc2[nH]nnc12,73,143:14300:3:Z3342225180;143:14300:7:Z3340948850;143:14302:0:Z3342235586;
Cc1cc(C)n2cccc2n1,202,143:14300:3:Z4013206205;143:14300:8:Z3052104941;143:14301:8:Z4054698200;
CC1CC1N,29,143:14300:3:Z4002230061;143:14301:5:Z4002927047;143:14301:8:Z4065153654;
c1ccc2c(c1)cc1n2CCCNC1,181,143:14300:3:Z2614727426;143:14301:2:Z2131418176;143:14302:0:Z2363419154;
O=S1(=O)NCCn2nccc21,179,143:14300:3:Z3353351642;143:14300:7:Z3051469577;143:14300:8:Z3360968531;
Fc1ccc2c(c1)CCN2,301,143:14300:3:Z2010442307;143:14300:8:Z2012542665;143:14301:2:Z2019258700;
CC1(C)Cc2ccc(Cl)cc2O1,99,143:14300:3:Z1966391341;143:14300:3:Z1971546989;143:14300:9:Z4383381058;
CC1Cc2cccc(Cl)c2C1,110,143:14300:3:Z4874519576;143:14300:3:Z4874519479;143:14302:5:Z4600262895;
C1CC2CSCC1N2,88,143:14300:3:Z4076949617;143:14300:6:Z3609535100;143:14302:2:Z3609524921;
CC1CC(=O)C1,96,143:14300:3:Z4029598324;143:14301:7:Z4047252145;143:14304:2:Z2638839936;
CN1C2CNCC1C2,70,143:14300:3:Z5059628371;143:14301:1:Z4394840523;143:14302:1:Z4473606927;
CC1OCCC12CNCCO2,436,143:14300:3:Z4171584406;143:14301:0:Z2843911687;143:14301:1:Z1958521871;
CC1CCNCC1F,178,143:14300:3:Z4773447608;143:14300:9:Z3303134050;143:14301:2:Z3607142570;
c1occ2c1CCCC2,168,143:14300:3:Z2903477987;143:14301:0:Z2588868947;143:14301:1:Z2656090194;
Cc1csc(N)n1,70,143:14300:3:Z3522108685;143:14300:8:Z3141702135;143:14302:9:Z4194909648;
CC1(O)CCCNCC1,278,143:14300:3:Z1940540999;143:14301:3:Z1944177903;143:14301:7:Z3353737951;
c1c2c(cc3c1CCC3)CCC2,144,143:14300:3:Z4667379641;143:14300:4:Z4667492125;143:14302:2:Z2172184423;
Nc1ccc(Cl)cn1,135,143:14300:3:Z1615405276;143:14301:0:Z1498547589;143:14301:6:Z4611194907;
Cc1ccc2c(c1)NCCC2,199,143:14300:3:Z3086795327;143:14301:1:Z1176626549;143:14301:6:Z1176628200;
FC1(F)CCC2CC1CN2,226,143:14300:3:Z3175287136;143:14300:4:Z3704255114;143:14300:6:Z3056452231;
O=C1CCNCC12CCOCC2,385,143:14300:3:Z3615307429;143:14300:4:Z3443816918;143:14300:8:Z3615306841;
NC1Cc2ccccc2C1,434,143:14300:3:Z2825456514;143:14300:6:Z4213280538;143:14300:7:Z3385765227;
O=S1(=O)CCNC2CCOCC21,182,143:14300:3:Z3052562406;143:14300:7:Z2641461538;143:14301:2:Z3818796468;
Cn1c(N)cc(=O)n(C)c1=O,155,143:14300:3:Z1818069078;143:14301:0:Z1367666148;143:14301:1:Z2369527720;
OC1CCCC1O,230,143:14300:3:Z4768591602;143:14300:3:Z4768591610;143:14300:9:Z4271271288;
Fc1cc(F)c2c(c1)CCO2,194,143:14300:3:Z4488945583;143:14301:0:Z4484501137;143:14302:2:Z4489964453;
CN1CCc2nc3ccccc3cc2C1,69,143:14300:3:Z3594933622;143:14301:6:Z1324750172;143:14306:5:Z3607140589;
OC1CNOCC1O,71,143:14300:3:Z3594933622;143:14304:4:Z3594963019;143:14304:8:Z3594939358;
O=C1NCC2CNCCC12,326,143:14300:3:Z5050864163;143:14300:7:Z3898763020;143:14301:4:Z3006715120;
OC1CNc2ccccc2C1,185,143:14300:3:Z1928919847;143:14301:3:Z1928919982;143:14301:4:Z1928926672;
C1CCN2CC3CNCC(C3)C2C1,171,143:14300:3:Z4834711564;143:14300:8:Z4872275225;143:14300:9:Z4840174119;
O=c1[nH]cnc2c1COCC2,310,143:14300:3:Z2822317748;143:14300:4:Z2442810761;143:14300:4:Z2838177920;
C1CCCCCNCCCC1,16,143:14300:3:Z3520569030;143:14306:7:Z4770516607;143:14309:2:Z3626785123;
OC1CNCC2(CC2)C1,223,143:14300:3:Z4390001619;143:14301:1:Z3589004053;143:14301:8:Z3596477663;
Fc1cncc2ccccc12,287,143:14300:3:Z3559682236;143:14300:8:Z4142103796;143:14300:8:Z3552291530;
Fc1ccc2c(c1)OCCCC2,313,143:14300:3:Z2361214335;143:14300:5:Z1607521095;143:14300:8:Z3604225944;
c1cnc2c(c1)N1CCCC1CNC2,222,143:14300:3:Z2950258989;143:14301:0:Z2945630364;143:14301:9:Z4954270621;
Clc1cccc2c1CNCCO2,75,143:14300:3:Z5007003850;143:14301:6:Z5004194781;143:14302:6:Z5004274907;
CC1CCNc2ccccc21,384,143:14300:3:Z1210076789;143:14301:4:Z4393345701;143:14302:0:Z738072120;
c1cc2occc2[nH]1,454,143:14300:3:Z3642257807;143:14300:3:Z2974994354;143:14300:5:Z3351703232;
Oc1ccnc2c(F)c(Cl)ccc12,56,143:14300:3:Z1281193991;143:14300:4:Z3853272420;143:14301:0:Z1418346140;
CC1CN(C)CCN1C,441,143:14300:3:Z2282433040;143:14300:6:Z2290987999;143:14300:6:Z2221793549;
Cn1ncc2c(=O)nc[nH]c21,16,143:14300:3:Z2874743845;143:14300:5:Z2874742681;143:14302:3:Z2999883510;
Cc1cnc(C)cn1,185,143:14300:3:Z1687459487;143:14300:4:Z4271244177;143:14300:8:Z4271300478;
Cn1nc2c(cc1=O)CNCC2,437,143:14300:3:Z2132072978;143:14300:3:Z4132400397;143:14300:4:Z2065880898;
C1COC2(CCSCC2)CN1,348,143:14300:3:Z3060930335;143:14300:7:Z3060930051;143:14300:9:Z3101748172;
C1CCC2(CC3CCC(C2)N3)NC1,80,143:14300:3:Z4055968913;143:14302:1:Z3700744453;143:14302:2:Z3639735222;
FC12CNCCC1CNC2,107,143:14300:3:Z4029843596;143:14302:5:Z4056348366;143:14302:6:Z4033125004;
OC1CNC2(CCC2)C1O,183,143:14300:3:Z4026883361;143:14301:2:Z4011981285;143:14302:2:Z4026886715;
CC1CCNCC1O,428,143:14300:3:Z3302438041;143:14300:9:Z3542849503;143:14300:9:Z3601711216;
CN1CCCc2ccccc2C1,277,143:14300:3:Z4154791601;143:14301:0:Z4154790817;143:14301:3:Z4154788264;
OC1CCNCc2ccccc21,339,143:14300:3:Z1720289529;143:14300:3:Z1648937451;143:14300:3:Z1648947484;
Fc1ccc(F)c2c1CCN2,136,143:14300:3:Z4132400397;143:14300:8:Z2214601752;143:14300:8:Z2214605091;
Cc1cc(C)c2c(c1)CNCC2,203,143:14300:3:Z2186919493;143:14300:8:Z3095196776;143:14301:8:Z2800975612;
Fc1ccc2c(c1)CC2,293,143:14300:3:Z1960602105;143:14300:4:Z2932449861;143:14300:9:Z1952404708;
O=C1NCCC2CNCCN12,202,143:14300:3:Z1547510661;143:14300:5:Z2958133041;143:14300:7:Z1547512116;
C1CC2SCCSC2C1,240,143:14300:3:Z2266145002;143:14300:4:Z3187715073;143:14301:3:Z1542927608;
O=C1CCC2CNCC2N1,313,143:14300:3:Z3597587080;143:14300:7:Z3597592623;143:14300:7:Z3597569838;
c1ncc2c(n1)COC2,126,143:14300:3:Z3076494676;143:14301:6:Z2821713571;143:14302:2:Z3831192174;
C1CC2COCC3(CNCOC3)N2C1,190,143:14300:3:Z4124775300;143:14300:3:Z4124834711;143:14304:5:Z3599113519;
C1CNC2(C1)CCCOC2,280,143:14300:3:Z4215358034;143:14300:3:Z4214735162;143:14300:4:Z2916916717;
C1CC2(CCN1)CNC1COCC12,451,143:14300:3:Z4185292102;143:14300:6:Z3443576651;143:14300:8:Z3595806809;
NC1CCCC12CCNCC2,147,143:14300:3:Z3519740732;143:14300:8:Z4055611169;143:14301:7:Z5026052580;
Cc1n[nH]c2c1CCCC2,765,143:14300:3:Z3841378711;143:14300:3:Z3788099370;143:14300:5:Z3583273984;
FC1(F)C2CNCC21,262,143:14300:3:Z2477139457;143:14300:4:Z2477514084;143:14300:7:Z2477124190;
c1cc2c(cn1)CCCCC2,104,143:14300:3:Z2957919126;143:14301:0:Z2988775671;143:14301:5:Z3582924155;
C1CNC2CCNCC2C1,752,143:14300:3:Z4054780086;143:14300:4:Z1439450053;143:14300:7:Z3313541250;
C1CNC2CCOC2C1,423,143:14300:3:Z2829498241;143:14300:5:Z3663651315;143:14300:7:Z4453844809;
Cc1cc(=O)[nH]nc1C,202,143:14300:3:Z392243416;143:14302:2:Z1530018333;143:14303:4:Z381188140;
CC1COCc2ccccc21,216,143:14300:3:Z5006427964;143:14300:5:Z5006599740;143:14300:8:Z5007595493;
C1C2CC3C1C3C2,14,143:14300:3:Z4193521302;143:14301:3:Z4175639767;143:14310:8:Z4197000081;
O=c1[nH]cnc2ccc(Cl)cc12,163,143:14300:3:Z3519034213;143:14300:5:Z2602372178;143:14300:7:Z2234613664;
O=c1ccc2ccc(F)cc2[nH]1,825,143:14300:3:Z3194401803;143:14300:4:Z3198800159;143:14300:4:Z3363039195;
c1nc2sccc2s1,556,143:14300:3:Z1449288700;143:14300:5:Z3624658465;143:14301:0:Z2297802082;
Cc1cnc(C)o1,945,143:14300:3:Z2213195316;143:14300:4:Z2920167657;143:14300:4:Z1727188327;
C1CNCOC1,143,143:14300:3:Z4164706106;143:14300:6:Z3354426126;143:14301:9:Z3009392282;
Cn1c(=O)[nH]c2ncn(C)c2c1=O,18,143:14300:3:Z4216474127;143:14303:9:Z4216476699;143:14316:2:Z4216475574;
Cn1cnc(N)c1,86,143:14300:3:Z4286523889;143:14300:7:Z4289667992;143:14302:6:Z4295752806;
FC1(F)CC2CCCCC2C1,130,143:14300:3:Z4008524872;143:14301:5:Z3898902087;143:14302:4:Z3356328055;
Fc1ccc2c(c1)CCCN2,596,143:14300:3:Z4080626918;143:14301:1:Z4129543745;143:14301:2:Z4054955958;
c1ccc2c(c1)CN1CCCC1CN2,92,143:14300:3:Z4393751460;143:14300:9:Z1908928176;143:14301:1:Z4146889530;
c1ccc2c(c1)CC1(CCCC1)C2,74,143:14300:3:Z4413714291;143:14300:3:Z4486715705;143:14305:9:Z4352932565;
CC1CCn2ncnc2N1,327,143:14300:3:Z4335520576;143:14300:5:Z4304586673;143:14300:7:Z4335521107;
C1CC2(C1)OCC1CC12,385,143:14300:3:Z4276031401;143:14300:6:Z2921468233;143:14300:7:Z2976292582;
O=C1CCCCc2ccccc21,565,143:14300:3:Z3842192037;143:14300:6:Z2878924348;143:14300:7:Z3670377962;
Nc1cc2ccccn2n1,77,143:14300:3:Z3357749588;143:14302:7:Z3298796647;143:14305:9:Z3300136297;
Cc1nccc2ccccc12,263,143:14300:3:Z4109145394;143:14300:4:Z4109067864;143:14300:5:Z4109061447;
Clc1ccnc2c1NCC2,95,143:14300:3:Z4353298544;143:14300:8:Z4353301251;143:14300:8:Z4353297690;
Fc1cnc2cccnc2c1,329,143:14300:3:Z2179582150;143:14300:6:Z2090080889;143:14300:8:Z2963126577;
C1CCC2CCNC2CC1,264,143:14300:3:Z3323579388;143:14300:4:Z4462821155;143:14301:4:Z3386076666;
Cc1cccnc1C,515,143:14300:3:Z2331358320;143:14300:8:Z3627013592;143:14301:5:Z2652472101;
Nc1nncs1,355,143:14300:3:Z651437644;143:14300:9:Z262439474;143:14300:9:Z4280329921;
Cc1nn[nH]n1,406,143:14300:3:Z1440214954;143:14300:4:Z3438381886;143:14300:4:Z3102477745;
CN1CCC=N1,39,143:14300:3:Z4468680142;143:14302:5:Z4468660821;143:14305:9:Z4468674518;
O=c1[nH]ccc2sccc12,297,143:14300:3:Z4240704942;143:14301:3:Z4294649191;143:14302:3:Z2691211045;
