fragment_smiles,occurences,example_ligands
C1CCNCC1,422390,63:06300:0:Z1893736404;63:06300:0:Z2783390262;63:06300:0:Z2784383479;
CN1CCOCC1,4077,63:06300:0:Z1657237482;63:06300:0:Z2838962150;63:06300:0:Z1650009812;
c1ccn2ccnc2c1,8965,63:06300:0:Z4572270679;63:06300:0:Z3598328182;63:06300:0:Z3313762557;
CC1CCCCN1,15052,63:06300:0:Z4572270679;63:06300:0:Z4060913282;63:06300:0:Z1315373197;
O=c1ccocc1,1224,63:06300:0:Z1999774174;63:06300:0:Z4141135964;63:06300:1:Z3054710839;
O=C1NS(=O)(=O)c2ccc(F)cc21,26,63:06300:0:Z1999774174;63:06302:3:Z4236403594;63:06302:6:Z1999771512;
CC1(C)OCCO1,4521,63:06300:0:Z4109290849;63:06300:0:Z3618281747;63:06300:0:Z3368951533;
CC1(C)CNC2COCC21,394,63:06300:0:Z2370934336;63:06301:3:Z2299251190;63:06301:7:Z2456849887;
CC1CCC1,7240,63:06300:0:Z5045066149;63:06300:0:Z5045066152;63:06300:0:Z5044103691;
c1ccc2c(c1)CCNC2,17672,63:06300:0:Z4226745971;63:06300:0:Z2829915241;63:06300:0:Z4233117726;
CS(C)(=N)=O,4550,63:06300:0:Z4226745971;63:06300:0:Z2726759840;63:06300:0:Z3671683949;
C1CC2CCC2N1,2504,63:06300:0:Z3819166710;63:06300:0:Z4094798623;63:06300:0:Z3822271337;
Cn1cccc1,11601,63:06300:0:Z1339432380;63:06300:0:Z2719519203;63:06300:0:Z3407674667;
O=C1CCCN1,63196,63:06300:0:Z1552908273;63:06300:0:Z2478640622;63:06300:0:Z4233437434;
c1ccc2ncccc2c1,18401,63:06300:0:Z1552908273;63:06300:0:Z2437521822;63:06300:0:Z3319038238;
Cc1nnc2ccccn12,675,63:06300:0:Z981972280;63:06300:0:Z4395886387;63:06300:1:Z1891234537;
C1CCN2CCCC2C1,3443,63:06300:0:Z981972280;63:06300:0:Z3173534533;63:06300:0:Z438031276;
c1ccc2c(c1)CCOC2,10258,63:06300:0:Z2798468508;63:06300:0:Z2798468513;63:06300:0:Z3382692052;
OC1CCCC1F,329,63:06300:0:Z4083881073;63:06300:1:Z4157675183;63:06301:1:Z4166381747;
CC1(C)CC(O)C(O)CN1,245,63:06300:0:Z4327132675;63:06300:0:Z4329910155;63:06300:1:Z4315092943;
c1cnccn1,29979,63:06300:0:Z4467818403;63:06300:0:Z1966929676;63:06300:0:Z2614349251;
Fc1cccc(Cl)c1,16932,63:06300:0:Z1402086214;63:06300:0:Z3638971300;63:06300:0:Z2068575843;
Fc1ccccc1Cl,16284,63:06300:0:Z1933412382;63:06300:0:Z2957409155;63:06300:0:Z3842672119;
CC1(C)CCNC(=O)C1,574,63:06300:0:Z3382692052;63:06300:0:Z3186432374;63:06300:6:Z4254454445;
NC1CC2(CC2)C1,416,63:06300:0:Z3511363289;63:06300:0:Z3445918420;63:06300:6:Z4002864205;
Clc1cccs1,10667,63:06300:0:Z3059972592;63:06300:0:Z4888644278;63:06300:0:Z1764096329;
Cn1cccn1,141435,63:06300:0:Z2874103147;63:06300:0:Z3173322652;63:06300:0:Z4578084029;
Cn1ccnc1Cl,1143,63:06300:0:Z1480984037;63:06300:0:Z2874821436;63:06300:2:Z2504789202;
C1CCC2(CC1)CCC2,4636,63:06300:0:Z3860968515;63:06300:0:Z4173117326;63:06300:0:Z4621856566;
CC1CCCC(C)N1,2692,63:06300:0:Z3173322652;63:06300:0:Z4578084029;63:06300:0:Z4347537615;
Clc1cccc2c1OCCO2,1555,63:06300:0:Z3828144638;63:06300:0:Z4200543184;63:06300:1:Z1413881314;
c1nc[nH]n1,47083,63:06300:0:Z3495921292;63:06300:0:Z3173509066;63:06300:0:Z4118468672;
c1ccc2scnc2c1,11702,63:06300:0:Z3495921292;63:06300:0:Z4482829286;63:06300:0:Z4151014267;
CN1CCC1,1557,63:06300:0:Z2870664714;63:06300:1:Z2918586517;63:06300:1:Z4273171834;
c1cc2n(n1)CCCC2,6770,63:06300:0:Z2870664714;63:06300:0:Z3574583519;63:06300:0:Z4382960088;
O=c1[nH]c2ccccc2[nH]1,3125,63:06300:0:Z3855649089;63:06300:0:Z4209799306;63:06300:0:Z3668699429;
O=S1(=O)CCC1,4275,63:06300:0:Z3855649089;63:06300:0:Z3612041364;63:06300:0:Z2957532925;
c1ccc2c(c1)CCN2,14864,63:06300:0:Z2499440568;63:06300:0:Z3056843256;63:06300:0:Z1302688826;
Cc1ccon1,13232,63:06300:0:Z2483059561;63:06300:0:Z3659684457;63:06300:0:Z232421046;
C1CCCC1,133170,63:06300:0:Z2483059561;63:06300:0:Z5000197857;63:06300:0:Z3776708636;
C1COC2(C1)CCC2,4572,63:06300:0:Z3615819048;63:06300:0:Z3856164041;63:06300:0:Z3907210106;
O=S1(=O)CCc2ncccc2C1,137,63:06300:0:Z4308150508;63:06300:0:Z4306229059;63:06300:2:Z4177939724;
c1ncon1,135690,63:06300:0:Z4252155391;63:06300:0:Z2285847710;63:06300:0:Z1418015250;
CC1(C)CCOC1,3961,63:06300:0:Z4252155391;63:06300:0:Z2790365918;63:06300:0:Z3793866737;
FC1(F)C2CCCC1CC2,495,63:06300:0:Z4908464810;63:06300:2:Z4448460449;63:06300:6:Z4508271344;
CC1NCCOC1C,364,63:06300:0:Z2870559109;63:06300:0:Z4109240137;63:06300:7:Z1440868380;
c1ccc2c(c1)CCCC2,11472,63:06300:0:Z4199307437;63:06300:0:Z4145357287;63:06300:0:Z2636227628;
FC1(F)CC2(CCC2)C1,2529,63:06300:0:Z4267212071;63:06300:0:Z4272646523;63:06300:1:Z3104232859;
C1COC2CCNCC2C1,439,63:06300:0:Z4267212071;63:06300:0:Z3525105544;63:06300:2:Z3352220802;
c1cnsc1,12371,63:06300:0:Z4084606070;63:06300:0:Z3598903759;63:06300:0:Z2819000394;
FC1(F)CCC1,13662,63:06300:0:Z2285847710;63:06300:0:Z2187598665;63:06300:0:Z4206329031;
c1ccc2c(c1)CCC2,19411,63:06300:0:Z1824996694;63:06300:0:Z1870222450;63:06300:0:Z2058579631;
O=c1[nH]c(=O)c2ccccc2[nH]1,577,63:06300:0:Z809525796;63:06300:1:Z2350953046;63:06300:3:Z4026338268;
C1CCCNCC1,23154,63:06300:0:Z2230676475;63:06300:0:Z3346674390;63:06300:0:Z3807973907;
CC1(C)C2CCC1CC2,846,63:06300:0:Z4224784777;63:06300:0:Z4224784985;63:06300:1:Z3353322183;
c1ccc2[nH]nnc2c1,3295,63:06300:0:Z4224784777;63:06300:0:Z4224784985;63:06300:0:Z1471447613;
Fc1ccc2cnoc2c1,461,63:06300:0:Z2789847398;63:06300:0:Z4268020205;63:06300:0:Z4268021071;
Cc1cnoc1,4725,63:06300:0:Z3713825283;63:06300:0:Z4386192462;63:06300:0:Z2788145043;
C1CC2CCC(C1)N2,8531,63:06300:0:Z5053605088;63:06300:0:Z2596253312;63:06300:0:Z1984191072;
CC1CCNC1,20886,63:06300:0:Z1529123608;63:06300:0:Z1967081683;63:06300:0:Z2973868612;
c1cc[nH]c1,27394,63:06300:0:Z3652522058;63:06300:0:Z2646427211;63:06300:0:Z4291231702;
CN1CCNCC1,17057,63:06300:0:Z2636414158;63:06300:0:Z2793900954;63:06300:0:Z5037975229;
CN1CCNC1=O,368,63:06300:0:Z2636414158;63:06300:5:Z2623986746;63:06300:6:Z4095580065;
Cc1cc(C)[nH]n1,20981,63:06300:0:Z2932070427;63:06300:0:Z2613977336;63:06300:0:Z4207539807;
c1nnco1,25841,63:06300:0:Z4526202766;63:06300:0:Z2898306169;63:06300:0:Z2898397178;
CC1NCCCC1O,691,63:06300:0:Z2961649924;63:06300:0:Z2960146574;63:06300:4:Z2859861972;
Cc1cc[nH]n1,27881,63:06300:0:Z3651928719;63:06300:0:Z3863602348;63:06300:0:Z4296202090;
FC1CNC1,4419,63:06300:0:Z3651928719;63:06300:0:Z4278217651;63:06300:1:Z4013771451;
C1COC2(C1)CCNC2,640,63:06300:0:Z3350437877;63:06300:2:Z3132047504;63:06300:4:Z4169175341;
FC1(F)CC12CCCCC2,1921,63:06300:0:Z3659684457;63:06300:0:Z3948606067;63:06300:0:Z3189291264;
Cc1cn[nH]c1,11832,63:06300:0:Z3081306897;63:06300:0:Z2070509805;63:06300:0:Z3008356367;
c1c[nH]cn1,71730,63:06300:0:Z2482984915;63:06300:0:Z3201399904;63:06300:0:Z4437668178;
CC1OCCCO1,293,63:06300:0:Z1853199015;63:06300:1:Z1849469924;63:06300:2:Z3845310004;
O=C1COc2ccccc2N1,3892,63:06300:0:Z2647122084;63:06300:0:Z2294492716;63:06300:0:Z4029544422;
c1cnc2ncnn2c1,3439,63:06300:0:Z4474742591;63:06300:0:Z3168835932;63:06300:1:Z1666040605;
C1CC2(C1)CC2,7089,63:06300:0:Z4474742591;63:06300:0:Z3700371697;63:06300:0:Z3679147286;
O=C1CSc2ccccc2N1,1776,63:06300:0:Z232421046;63:06300:0:Z1704291153;63:06300:0:Z1190686623;
O=c1[nH]c2ccccc2o1,3955,63:06300:0:Z4209539233;63:06300:0:Z4041514630;63:06300:1:Z2872201601;
CC1CCCCS1,1471,63:06300:0:Z3508443439;63:06300:0:Z3622862498;63:06300:0:Z3643049795;
Cc1csc2ccc(Cl)cc12,110,63:06300:0:Z1926388281;63:06301:6:Z2647982218;63:06303:2:Z2190599652;
Cc1ccoc1C,549,63:06300:0:Z3806924727;63:06300:3:Z2002831574;63:06300:4:Z4595435698;
FC1(F)CCCCC1,10266,63:06300:0:Z3806924727;63:06300:0:Z4216754182;63:06300:0:Z2141549965;
OC1CCCOC1,2115,63:06300:0:Z4326625041;63:06300:1:Z3493594023;63:06300:1:Z3195864402;
Clc1ccno1,145,63:06300:0:Z4326625041;63:06300:0:Z4324528746;63:06301:9:Z4325406061;
c1cocn1,51683,63:06300:0:Z4182141595;63:06300:0:Z3539743962;63:06300:0:Z4295227354;
Fc1ccc2c(c1)COCO2,757,63:06300:0:Z2772549711;63:06300:1:Z643359420;63:06300:1:Z3899305001;
c1ccc2sccc2c1,8188,63:06300:0:Z4600245855;63:06300:0:Z4598839644;63:06300:0:Z4600245928;
CC1=CCCCO1,297,63:06300:0:Z1669931020;63:06300:1:Z4263860089;63:06300:4:Z3599556143;
Cn1cnc2ccccc2c1=O,778,63:06300:0:Z1669931020;63:06300:1:Z3630152546;63:06300:1:Z3562900607;
Cc1ccc(C)cc1,7308,63:06300:0:Z2355936799;63:06300:0:Z3991732273;63:06300:0:Z3540595232;
C1NCC2CNCC12,1149,63:06300:0:Z2355936799;63:06300:0:Z3869803900;63:06300:0:Z4053812487;
O=c1[nH]cnc2ccccc12,2865,63:06300:0:Z3520280480;63:06300:0:Z3562131213;63:06300:0:Z3511715257;
Cc1ccc(Cl)c2scnc12,38,63:06300:0:Z2404162213;63:06300:2:Z3244325292;63:06300:4:Z2095685240;
CC1CCC(=O)N1,1718,63:06300:0:Z3358486681;63:06300:0:Z1575808458;63:06300:2:Z2347754240;
CC1Cc2ccccc2O1,3693,63:06300:0:Z3346674390;63:06300:0:Z1579180842;63:06300:0:Z4517222548;
CC1(C)CCCCO1,5170,63:06300:0:Z2640202040;63:06300:0:Z3381327158;63:06300:0:Z3437757553;
N=S1(=O)CCNCC1,219,63:06300:0:Z2640202040;63:06300:1:Z2640201432;63:06300:5:Z2640203438;
O=C1CCNC(=O)N1,11853,63:06300:0:Z3539743962;63:06300:0:Z4888124532;63:06300:0:Z3533695862;
FC1(F)CC1,14231,63:06300:0:Z3539743962;63:06300:0:Z4478242804;63:06300:0:Z3555006858;
Cn1c(=O)sc2ccccc21,497,63:06300:0:Z4405089929;63:06300:3:Z4205477467;63:06300:3:Z1948600845;
OC1CCNCC1,16494,63:06300:0:Z4405089929;63:06300:0:Z4100950750;63:06300:0:Z3524676044;
Cc1ncno1,6598,63:06300:0:Z2254910332;63:06300:0:Z2974549535;63:06300:0:Z1365745990;
c1cncnc1,85211,63:06300:0:Z2254910332;63:06300:0:Z3395087496;63:06300:0:Z3613175399;
OC1CCNC1,24327,63:06300:0:Z3560179793;63:06300:0:Z3542997500;63:06300:0:Z3543001063;
Cc1ccncc1Cl,746,63:06300:0:Z3560179793;63:06300:1:Z4095368871;63:06300:3:Z2992244595;
c1nnn[nH]1,24167,63:06300:0:Z4311922684;63:06300:0:Z4315410934;63:06300:0:Z1588575843;
C1CCN2CCNCC2C1,483,63:06300:0:Z5000197857;63:06300:9:Z908774928;63:06301:1:Z3792043827;
CC1CCS(=O)(=O)CCN1,282,63:06300:0:Z1872416736;63:06300:1:Z1870693014;63:06300:1:Z1872592562;
CC1CNCC1C,2093,63:06300:0:Z2918551381;63:06300:0:Z3510875412;63:06300:1:Z4614122816;
CC1CNCCO1,15809,63:06300:0:Z2504068805;63:06300:0:Z3652816987;63:06300:0:Z4324571504;
OC1CC2CCC(C1)N2,560,63:06300:0:Z2654355815;63:06300:0:Z2207882563;63:06300:1:Z4345621557;
Cc1ccncn1,17852,63:06300:0:Z2297892379;63:06300:0:Z3796455878;63:06300:0:Z1200783734;
Clc1ccc2c(c1)CNCC2,518,63:06300:0:Z5061675663;63:06300:0:Z5061676373;63:06300:0:Z1569675014;
Cc1cc(N)ncn1,104,63:06300:0:Z5061675663;63:06300:0:Z5061676373;63:06301:9:Z2971489266;
CN1C(=O)COc2ccccc21,899,63:06300:0:Z4324969697;63:06300:0:Z3374382153;63:06300:1:Z3984674622;
C1CC2CC1CO2,4674,63:06300:0:Z3651748504;63:06300:0:Z3578439808;63:06300:0:Z5046972491;
c1ccn2nncc2c1,823,63:06300:0:Z3651748504;63:06300:0:Z3536238243;63:06300:1:Z3537642757;
Cc1cnc(C)cn1,352,63:06300:0:Z1687513199;63:06300:2:Z1687435299;63:06301:2:Z1687476312;
OC1CC2CCC1C2,2082,63:06300:0:Z2200898160;63:06300:0:Z3906589961;63:06300:0:Z4256512703;
FC1CCNC1,11987,63:06300:0:Z4060913282;63:06300:0:Z1990374102;63:06300:0:Z3044262127;
Clc1cccc(Cl)c1,17491,63:06300:0:Z2439079067;63:06300:0:Z1537132442;63:06300:0:Z2497130241;
CC1CCC2(CCNC2)C1,267,63:06300:0:Z1639938467;63:06300:1:Z3105391619;63:06300:5:Z4413477337;
O=C1COc2ncccc2N1,454,63:06300:0:Z4152700756;63:06300:0:Z1589190097;63:06300:1:Z4152424336;
CC1(C)CNCc2ccccc2O1,170,63:06300:0:Z3818715109;63:06301:3:Z2371259583;63:06302:5:Z2371644360;
Nc1cccnc1,1948,63:06300:0:Z3818715109;63:06300:0:Z4643453377;63:06300:0:Z4481106036;
Clc1cccc2nonc12,97,63:06300:0:Z2214105503;63:06300:2:Z4417868122;63:06300:3:Z2581383533;
c1cc2sccc2[nH]1,985,63:06300:0:Z1950236371;63:06300:1:Z3347957504;63:06300:2:Z1952205936;
C1CC2CCC1O2,6681,63:06300:0:Z1796147054;63:06300:0:Z4048887802;63:06300:1:Z3644290821;
CC1CCCCC1,17188,63:06300:0:Z1004403972;63:06300:0:Z3837738113;63:06300:0:Z1588220691;
c1ccnnc1,19005,63:06300:0:Z1004403972;63:06300:0:Z4082756318;63:06300:0:Z1683920886;
c1cnc2ccnn2c1,3450,63:06300:0:Z3099193312;63:06300:0:Z3844511325;63:06300:0:Z4876579913;
O=C1Cc2ccccc2N1,2832,63:06300:0:Z2496832498;63:06300:0:Z1735298224;63:06300:0:Z1663222227;
NC12CC(C1)C2,86,63:06300:0:Z4058217631;63:06300:5:Z4204939336;63:06300:6:Z3144310086;
CC1(C)CCCO1,4990,63:06300:0:Z4582637900;63:06300:0:Z2293988107;63:06300:0:Z2703768716;
Cn1nccn1,2399,63:06300:0:Z2276183084;63:06300:0:Z4238773111;63:06300:0:Z2959773919;
CC1CNC1,9250,63:06300:0:Z2276183084;63:06300:0:Z3899531884;63:06300:0:Z1930197273;
C1CNCCNC1,18252,63:06300:0:Z3776503010;63:06300:0:Z4082756318;63:06300:0:Z4453265417;
Cn1cncn1,13425,63:06300:0:Z3359257783;63:06300:0:Z4395886387;63:06300:0:Z3081976010;
Cc1ccccn1,28922,63:06300:0:Z2443939744;63:06300:0:Z1232073781;63:06300:0:Z3881446757;
CC1CCc2ccccc21,1438,63:06300:0:Z2443939744;63:06300:0:Z3555006858;63:06300:2:Z2644666199;
Cc1ccc2cccnc2n1,451,63:06300:0:Z4027206917;63:06300:0:Z4076801500;63:06300:2:Z4029162020;
CC1CNCC(O)C1,758,63:06300:0:Z4112622004;63:06300:1:Z4139594135;63:06300:3:Z4186396514;
CN1CC2(C)CNCC2(C)C1,214,63:06300:0:Z2961160873;63:06300:4:Z2918699387;63:06300:6:Z2915792505;
CC1(C)CNCCN1,3564,63:06300:0:Z1768665909;63:06300:0:Z4310965303;63:06300:0:Z3046375933;
c1cn2c(n1)CCC2,3515,63:06300:0:Z2453736589;63:06300:0:Z3665078567;63:06300:0:Z4257969447;
Nc1cnccn1,677,63:06300:0:Z338747810;63:06300:0:Z1601647449;63:06300:1:Z1149612132;
O=C1CCCCN1,25769,63:06300:0:Z2613977336;63:06300:0:Z3876581488;63:06300:0:Z2437891034;
CN1CCC2CNCC21,760,63:06300:0:Z2278191085;63:06300:2:Z3205915824;63:06300:2:Z3317150206;
Fc1ccc2ncsc2c1,351,63:06300:0:Z2278191085;63:06300:1:Z4169964394;63:06300:1:Z1950816419;
c1cn2c(n1)CCCCC2,943,63:06300:0:Z3800540416;63:06300:0:Z2655538476;63:06300:0:Z3360320053;
Cc1nnco1,6486,63:06300:0:Z1393717051;63:06300:0:Z3342940425;63:06300:0:Z2874972680;
O=C1CNCCN1,14447,63:06300:0:Z5053108007;63:06300:0:Z4297659353;63:06300:0:Z4386192462;
C1CC2CNCC2O1,3872,63:06300:0:Z3991732273;63:06300:0:Z4138824101;63:06300:0:Z5057740262;
CC1(C)OCC2CC21,557,63:06300:0:Z4574675405;63:06300:0:Z2641005445;63:06300:3:Z2718241597;
Cc1cocn1,7873,63:06300:0:Z4418535006;63:06300:0:Z3540595232;63:06300:0:Z2203135458;
C1CCSCC1,10882,63:06300:0:Z4418535006;63:06300:0:Z3101773460;63:06300:0:Z1883372442;
CN1CCCCC1,18952,63:06300:0:Z4888644278;63:06300:0:Z2175113652;63:06300:0:Z4483838729;
c1cn[nH]n1,9133,63:06300:0:Z3091615732;63:06300:0:Z5014698949;63:06300:0:Z2870442875;
c1cc2c(cn1)CNCC2,737,63:06300:0:Z3091615732;63:06300:0:Z3793866737;63:06300:2:Z4066115424;
O=C1CCC2=C(CCNC2)N1,352,63:06300:0:Z3472431002;63:06300:3:Z5014091352;63:06300:6:Z2642928793;
O=c1cccn[nH]1,4674,63:06300:0:Z2299528755;63:06300:0:Z3435988289;63:06300:0:Z4350864979;
O=c1ccnc2scnn12,661,63:06300:0:Z3080216165;63:06300:1:Z729093914;63:06300:3:Z4156440361;
CN1CCCC1,10550,63:06300:0:Z3080216165;63:06300:0:Z4960688006;63:06300:0:Z2960013835;
c1cc2c(s1)CNCC2,1121,63:06300:0:Z3641629578;63:06300:0:Z4573386345;63:06300:2:Z4963933199;
Cn1cnnn1,4327,63:06300:0:Z2650227044;63:06300:0:Z2228186862;63:06300:0:Z4269565289;
O=c1ccnc[nH]1,4268,63:06300:0:Z2650227044;63:06300:0:Z2991821823;63:06300:0:Z3898902873;
c1nnc[nH]1,41700,63:06300:0:Z2495374468;63:06300:0:Z3561929547;63:06300:0:Z1507019847;
Cc1cn2ccsc2n1,1272,63:06300:0:Z3652816987;63:06300:1:Z1885503857;63:06300:1:Z3366265575;
Cc1ccc(F)cc1F,1577,63:06300:0:Z4241131845;63:06300:0:Z3252055522;63:06300:0:Z2077723185;
Cc1ccnn1C,9680,63:06300:0:Z2608616116;63:06300:0:Z4832552974;63:06300:0:Z4110270848;
Cn1ncc2c1CC(C)(C)CNC2,226,63:06300:0:Z2608616116;63:06300:4:Z2608561018;63:06302:0:Z3601925252;
Nc1cnc(Cl)nc1,104,63:06300:0:Z3558769971;63:06300:8:Z3561345702;63:06301:8:Z5061596013;
C1CC2CNCC1O2,1438,63:06300:0:Z3558769971;63:06300:2:Z1311698709;63:06300:2:Z2208573008;
C1CC2CC12,2328,63:06300:0:Z3657296595;63:06300:1:Z3573837336;63:06300:1:Z3997298632;
Clc1ccncc1,2912,63:06300:0:Z2331657779;63:06300:0:Z2213969967;63:06300:1:Z1600407104;
C1CC2(C1)CCC2,14362,63:06300:0:Z2854401634;63:06300:0:Z3518511257;63:06300:0:Z4062664645;
Cn1cnc2cc(Cl)ccc21,619,63:06300:0:Z1742437500;63:06300:4:Z2993329311;63:06300:7:Z1188532821;
c1nc2c([nH]1)CCCC2,2642,63:06300:0:Z3360599020;63:06300:0:Z2183419329;63:06300:0:Z4110125038;
O=S1(=O)CCCCCC1,442,63:06300:0:Z4240338943;63:06300:1:Z3547231030;63:06300:2:Z2829576583;
Cc1c[nH]c2ccccc12,374,63:06300:0:Z960320194;63:06300:3:Z3596738215;63:06300:6:Z2711092707;
Cc1nc2n(n1)CCCC2,831,63:06300:0:Z1503313396;63:06300:0:Z2495626968;63:06300:0:Z1841028620;
Fc1cccnc1,27610,63:06300:0:Z1503313396;63:06300:0:Z2200598127;63:06300:0:Z4137632377;
Cn1ccnn1,14195,63:06300:0:Z4275715761;63:06300:0:Z3167525633;63:06300:0:Z2494567604;
CC1CCO1,693,63:06300:0:Z4275715761;63:06300:0:Z4315785238;63:06300:0:Z4233059216;
O=C1CCNCCN1,824,63:06300:0:Z2255475233;63:06300:2:Z4430198624;63:06300:4:Z1530221321;
