fragment_smiles,occurences,example_ligands
O=C1NCCCC12CCCNC2,251,56:05600:4:Z2493942604;56:05600:5:Z1764620915;56:05600:6:Z1771001974;
Cn1cccc1Cl,74,56:05600:4:Z4206335857;56:05600:4:Z4217149494;56:05601:6:Z4211307698;
O=C1Cc2ccc(Cl)cc2N1,352,56:05600:4:Z4907282512;56:05600:6:Z4405470888;56:05600:7:Z4406347241;
Cn1ncc(=O)c2ccccc21,198,56:05600:4:Z2175907079;56:05601:3:Z1223793804;56:05603:8:Z1581853680;
CC1Cc2ccc(F)cc2CN1,205,56:05600:4:Z2071388367;56:05601:6:Z1241568134;56:05602:7:Z4288865438;
Fc1cccc2c1NCCC2,230,56:05600:4:Z4109030814;56:05600:6:Z4379927516;56:05601:0:Z3192309488;
CC1CCC2CC2C1,211,56:05600:4:Z2960175711;56:05600:5:Z2956521763;56:05600:6:Z2959277358;
C1CNCN1,180,56:05600:4:Z3078884086;56:05600:4:Z4216746295;56:05600:7:Z3175726016;
Cn1c(=O)c2[nH]cnc2n(C)c1=O,228,56:05600:4:Z1778669021;56:05600:4:Z2972398097;56:05600:5:Z3395879402;
Cn1cccnc1=O,154,56:05600:4:Z4991598395;56:05600:4:Z2873758397;56:05600:5:Z4991829850;
OC1CC2CCC1CC2,194,56:05600:4:Z4019173928;56:05601:4:Z4445080328;56:05601:9:Z3370036660;
CC1NC(C)C(C)NC1=O,207,56:05600:4:Z3053003689;56:05600:6:Z2913113766;56:05601:1:Z2913122611;
CC1(C)CCS1,300,56:05600:4:Z3608680319;56:05600:4:Z2017678764;56:05600:6:Z2016995731;
Cc1cc(C)c2c(n1)CNC2,160,56:05600:4:Z4612598958;56:05601:7:Z4615154808;56:05602:0:Z4616867068;
Clc1ccno1,142,56:05600:4:Z4014145566;56:05600:8:Z4266674373;56:05600:9:Z4268328478;
O=C1COc2ncccc2N1,483,56:05600:4:Z2691759558;56:05600:4:Z5052979995;56:05600:8:Z4153473557;
O=C1CC2(CCN1)CCOC2,215,56:05600:4:Z4009806898;56:05600:6:Z4668485324;56:05601:1:Z4035884297;
c1nc2c([nH]1)CCC1NCCCC21,92,56:05600:4:Z4294547654;56:05600:4:Z4294547682;56:05600:5:Z3584498849;
CN1CC23CCCC2(CNC3)C1,186,56:05600:4:Z4295059871;56:05601:1:Z3621647240;56:05601:7:Z3568361937;
Oc1ncnc2c1CCC2,16,56:05600:4:Z1607532901;56:05606:2:Z1607524174;56:05612:5:Z2850970149;
C1CNC2(CC2)COC1,235,56:05600:4:Z2639142985;56:05600:6:Z2409224546;56:05600:8:Z3520639447;
CC1CCc2ccsc2C1,212,56:05600:4:Z2852162808;56:05601:1:Z2850577171;56:05601:1:Z1449323064;
CC1(C)OC2C3CNC(C3)C2O1,195,56:05600:4:Z4024005123;56:05600:4:Z3997154315;56:05601:5:Z4113978948;
Oc1ccc2c(c1)CNC2,159,56:05600:4:Z2710317498;56:05600:5:Z2702042861;56:05602:4:Z2717991601;
CC1CC2NCCC2O1,389,56:05600:4:Z4576380784;56:05600:4:Z3517631627;56:05600:4:Z3866112588;
O=C1COc2ccccc21,31,56:05600:4:Z428315822;56:05601:0:Z3346973682;56:05608:3:Z2445849148;
NC1CNc2ccccc2C1,118,56:05600:4:Z3111255572;56:05600:8:Z2465536225;56:05602:2:Z2395671221;
C1COCC2(CCOCC2)N1,216,56:05600:4:Z4295289207;56:05601:1:Z3633324786;56:05601:3:Z3519937073;
O=c1[nH]c(=O)c2ccccc2[nH]1,544,56:05600:4:Z4285872379;56:05600:5:Z4788679828;56:05600:6:Z4027208716;
Cc1nn(C)c2sccc12,374,56:05600:4:Z1122022886;56:05600:5:Z772329758;56:05600:5:Z4935238159;
c1cc2cnccn2c1,105,56:05600:4:Z4223439353;56:05600:6:Z4228015305;56:05601:0:Z4231928074;
c1nnc2n1CC1CCCC(C2)C1,2,56:05600:4:Z3492794149;56:05675:1:Z3492794259;
Cc1cc(C)n2cccc2n1,233,56:05600:4:Z4054586105;56:05600:9:Z4365113803;56:05601:0:Z3048698765;
Cc1nn(C)c2c1CCCN2,88,56:05600:4:Z4251835641;56:05600:4:Z4253358207;56:05600:5:Z4252937600;
NC1CCC2(CCC2)CC1,200,56:05600:4:Z4029966929;56:05600:4:Z4449004144;56:05600:5:Z3102862943;
Cn1cnc2ccccc2c1=O,814,56:05600:4:Z3484616870;56:05600:4:Z3552267447;56:05600:5:Z3898531312;
C1CC2CNC2CN1,53,56:05600:4:Z2413859027;56:05604:0:Z2413858546;56:05605:4:Z2792579633;
CC1C(=O)Nc2ccccc21,25,56:05600:4:Z2365357924;56:05601:8:Z4216161466;56:05605:2:Z2365356657;
O=C1NS(=O)(=O)c2ncccc21,18,56:05600:4:Z1575092971;56:05608:0:Z1955023325;56:05618:1:Z1575092949;
CN1CCCC2CCCC21,47,56:05600:4:Z3807271648;56:05603:2:Z2188058633;56:05603:6:Z3781298929;
Cc1csc2ncnc(N)c12,119,56:05600:4:Z4770490274;56:05600:7:Z4771489630;56:05600:9:Z4769968503;
Cc1ccc(N)nc1,183,56:05600:4:Z1618171831;56:05600:8:Z1696962749;56:05601:2:Z1556208015;
Cc1nc2ccccc2c(=O)n1C,137,56:05600:4:Z4174542496;56:05600:4:Z4170056860;56:05601:3:Z4170299647;
C1CC2(CNC2)CO1,260,56:05600:4:Z4867079421;56:05600:9:Z2232863053;56:05601:4:Z4307670521;
C1CNc2nnnn2C1,88,56:05600:4:Z2227173803;56:05601:0:Z2324032987;56:05603:4:Z4396042685;
Cc1cccc2c1NCC2,345,56:05600:4:Z3548920905;56:05600:5:Z4578248242;56:05600:8:Z1879494771;
OC1CCNC12CC2,299,56:05600:4:Z3695520699;56:05601:0:Z3693828028;56:05601:9:Z3695357882;
c1cc2c(nn1)CCN2,129,56:05600:4:Z3374360115;56:05601:1:Z3374345765;56:05601:4:Z3374355043;
Cc1cc2n(n1)C(C)CCC2,272,56:05600:4:Z4141798298;56:05601:0:Z4231124485;56:05601:5:Z4718976598;
O=c1ccc2cc(F)ccc2[nH]1,135,56:05600:4:Z1455435940;56:05600:5:Z2210087981;56:05601:0:Z1239159076;
CC12CCC(=O)N1CCN2,268,56:05600:4:Z4263843680;56:05601:7:Z3626920975;56:05601:8:Z3626921659;
O=C1CCNCCCCCCN1,235,56:05600:4:Z2783202509;56:05601:1:Z2838818448;56:05601:3:Z2775452468;
Fc1ccc2c(c1)CCCCO2,252,56:05600:4:Z1786741835;56:05600:8:Z2032640867;56:05600:9:Z2606055754;
CC1CNCCC(F)(F)C1,286,56:05600:4:Z3649071800;56:05600:6:Z4318790305;56:05600:9:Z3622823683;
CN1CCc2ccsc2C1,245,56:05600:4:Z4123614952;56:05601:1:Z4124317978;56:05601:2:Z4123975208;
O=C1NCCc2c(Cl)cccc21,58,56:05600:4:Z1802763948;56:05602:4:Z1802102555;56:05602:4:Z1802108588;
N=S1(=O)CCCc2ncncc21,134,56:05600:4:Z3829002645;56:05601:4:Z3829908668;56:05602:6:Z3830152746;
c1ccc2c(c1)[nH]c1ccccc12,73,56:05600:4:Z3804813087;56:05600:4:Z1420600964;56:05601:9:Z1569138906;
Cc1ccc[nH]c1=O,1003,56:05600:4:Z2474963099;56:05600:4:Z1591154097;56:05600:5:Z1588711758;
c1cn2c(n1)CCOCC2,154,56:05600:4:Z4492368370;56:05600:8:Z3910439551;56:05602:3:Z3910454526;
c1ccc2snnc2c1,223,56:05600:4:Z4492368370;56:05600:5:Z4490654992;56:05600:7:Z4486740051;
c1cc2c(cn1)C1(CCNCC1)OC2,108,56:05600:4:Z4232494848;56:05600:7:Z4278303312;56:05601:3:Z4273356009;
CC1CNCCSC1,340,56:05600:4:Z1850107724;56:05600:6:Z1849387001;56:05600:8:Z1849842743;
OC1CC2CNCc3cccnc3N2C1,140,56:05600:4:Z2651512246;56:05600:4:Z2651594017;56:05600:8:Z2652063266;
c1[nH]nc2c1CCNC2,310,56:05600:4:Z4641054516;56:05600:5:Z4641053276;56:05600:8:Z4644342049;
Cn1ccn2nccc2c1=O,169,56:05600:4:Z3774564010;56:05600:8:Z3820100014;56:05601:1:Z3907189410;
c1cnc2c(c1)NCC21CC1,195,56:05600:4:Z4048111054;56:05600:9:Z3798517732;56:05602:1:Z4132305451;
Nc1cncc2ccccc12,107,56:05600:4:Z4128032676;56:05600:7:Z4126290079;56:05601:8:Z4126989957;
Clc1ccc2c(c1Cl)OCC2,167,56:05600:4:Z2601297416;56:05600:9:Z3439237154;56:05601:2:Z2438297770;
c1ccc2c(c1)CC1(CCOCC1)C2,74,56:05600:4:Z2639884474;56:05601:0:Z2275330651;56:05602:6:Z4205226698;
O=c1[nH]nnc2cc(F)ccc12,11,56:05600:4:Z2832783967;56:05624:4:Z2614233533;56:05632:1:Z2614233508;
C1CC2(C1)CC1(CCC1)C2,379,56:05600:4:Z3523334428;56:05600:8:Z3209210001;56:05601:0:Z3638198975;
CC1CCNCCN1,520,56:05600:4:Z3794705062;56:05600:6:Z4028845689;56:05600:6:Z1520041954;
FC12CCOCC1CNC2,311,56:05600:4:Z4001678055;56:05600:5:Z4002643362;56:05600:6:Z4663264154;
O=S1(=O)CCC2CCC1C2,283,56:05600:4:Z3565714619;56:05600:7:Z3567274524;56:05601:1:Z3577412087;
Cc1c2ccccc2nn1C,252,56:05600:4:Z2190754736;56:05600:5:Z3550990125;56:05601:2:Z2959924473;
O=C1NCCNC12CCNCC2,132,56:05600:4:Z4422705929;56:05601:3:Z4422709464;56:05601:9:Z4422705757;
OC1C2CC(ON2)C1O,132,56:05600:4:Z4270245848;56:05601:3:Z4270302882;56:05603:9:Z4270275098;
Fc1cccc2c1CCCN2,158,56:05600:4:Z4929263906;56:05600:5:Z4382374811;56:05602:2:Z1335398380;
CC1(C)CC(=O)Nc2ccccc21,24,56:05600:4:Z3008819580;56:05606:4:Z3008322988;56:05615:0:Z3365717690;
Cc1cccn2ncnc12,89,56:05600:4:Z4224050785;56:05606:2:Z4418365525;56:05607:0:Z4233885623;
O=C1NCN2CCc3ccccc3C12,14,56:05600:4:Z2351374428;56:05601:2:Z2351375224;56:05606:0:Z3337571874;
Clc1cc(Cl)c2cc[nH]c2c1,139,56:05600:4:Z1838693467;56:05600:7:Z1840471279;56:05601:4:Z1840115506;
NC1COc2ccccc2C1,216,56:05600:4:Z4447559455;56:05600:5:Z3674201391;56:05600:8:Z4065279260;
O=c1cc(O)cc2n1CCCC2,134,56:05600:4:Z4308084183;56:05600:6:Z4307866408;56:05603:9:Z4306774411;
OC1CC2CCC(C1)C2,196,56:05600:4:Z3652121934;56:05600:7:Z3505835078;56:05600:9:Z3502062930;
CC1(C)CNCC1N,242,56:05600:4:Z2927243517;56:05600:8:Z3135003908;56:05601:1:Z3046153743;
CC1(C)CNCC1F,137,56:05600:4:Z4573174365;56:05600:7:Z4573177468;56:05601:5:Z4573179235;
OC1CCc2cc(F)ccc21,212,56:05600:4:Z4487587314;56:05600:4:Z3200075394;56:05600:5:Z4916613257;
NC12CCCC1(F)CNC2,172,56:05600:4:Z4449107157;56:05600:5:Z4452969484;56:05600:8:Z4449110323;
O=C1CCNC2CCNCC2N1,150,56:05600:4:Z4138921500;56:05601:4:Z4139005133;56:05602:0:Z4145176866;
CC1Nc2ncccc2NC1=O,69,56:05600:4:Z4393905652;56:05600:4:Z4125986042;56:05601:5:Z1620714213;
NC1CCC2(CC1)CNCCO2,266,56:05600:4:Z3383970221;56:05600:4:Z3384944102;56:05601:3:Z4055052586;
FC1(F)CCc2oncc2C1,562,56:05600:4:Z3353876547;56:05600:7:Z3782531128;56:05600:8:Z3358230301;
c1ccc2c(c1)CC1CC2C1,53,56:05600:4:Z3787602543;56:05601:4:Z3988983864;56:05608:2:Z3839531519;
O=c1[nH]ncc2c1CCCC2,15,56:05600:4:Z3634036497;56:05604:4:Z4122183039;56:05609:1:Z3634034189;
NC1CNCC12CCC2,230,56:05600:4:Z3138959071;56:05600:6:Z4055119755;56:05600:6:Z3384112895;
CC1CCCC1N,291,56:05600:4:Z4063570733;56:05601:7:Z2607389227;56:05602:1:Z4060127588;
c1ccc2c(c1)NCC1(CC1)O2,165,56:05600:4:Z4132773021;56:05600:4:Z4132765440;56:05600:5:Z4132770413;
c1ncc2c(n1)OCCO2,68,56:05600:4:Z5047750045;56:05602:5:Z5047752992;56:05603:7:Z5047755538;
Cc1noc2ccncc12,176,56:05600:4:Z4223384418;56:05602:3:Z4192079001;56:05602:4:Z4227753863;
FC1(F)C2CCNCCC21,316,56:05600:4:Z4343042345;56:05600:9:Z3472443645;56:05603:2:Z5037854226;
NC1=CCNN1,55,56:05600:4:Z2961658134;56:05605:2:Z3580233834;56:05607:7:Z2961660668;
C1CC2CNCC2CN1,814,56:05600:4:Z3555715118;56:05600:6:Z3555769320;56:05600:6:Z2927447924;
CC1CCC(C)(C)C1,113,56:05600:4:Z4524073983;56:05601:6:Z1878657407;56:05602:3:Z4869945282;
CN1CCC(=O)N1,121,56:05600:4:Z2893606233;56:05600:6:Z4147908716;56:05602:5:Z3542904027;
O=S1(=O)NCCCC12CC2,384,56:05600:4:Z3815136504;56:05600:7:Z3091046598;56:05601:1:Z3086258340;
C1CC2NC1C1CCC2O1,165,56:05600:4:Z4590160372;56:05600:6:Z4556727527;56:05600:9:Z4556732868;
Cn1cnc2ccc(F)cc21,368,56:05600:4:Z3534018544;56:05600:6:Z3382097332;56:05600:8:Z4506621356;
CC1Cc2cc(O)ccc2C(C)N1,70,56:05600:4:Z4253337560;56:05602:5:Z4253334020;56:05603:6:Z4253325005;
c1[nH]nc2c1NCCC2,308,56:05600:4:Z3547140441;56:05600:5:Z1928105245;56:05601:0:Z2917942409;
c1nnc2n1NCCC2,123,56:05600:4:Z4270786279;56:05600:8:Z5007875624;56:05602:8:Z4270711139;
CC1CCc2ccccc2S1,30,56:05600:4:Z1439789897;56:05602:3:Z1438737700;56:05603:8:Z1437262335;
NC1CCc2ncccc2C1,143,56:05600:4:Z2595880469;56:05602:5:Z2595880478;56:05603:1:Z2356715910;
NC1CCCn2nccc21,164,56:05600:4:Z4317724334;56:05600:4:Z3102930581;56:05601:2:Z3145014054;
CN1CCNC(=O)C1,126,56:05600:4:Z1631293682;56:05602:4:Z2657019230;56:05602:7:Z1735950846;
c1cnc2c(c1)CNCC1CCCN21,366,56:05600:4:Z2785356312;56:05600:4:Z2803281958;56:05600:5:Z2785360434;
C1CCC2(CC1)COC2,857,56:05600:4:Z4614159253;56:05600:5:Z3529776504;56:05601:0:Z5034817988;
Cc1ccncc1F,445,56:05600:4:Z4961627956;56:05600:7:Z3595552898;56:05601:2:Z4398916336;
CC1(O)CCNCC1O,70,56:05600:4:Z4961627956;56:05601:5:Z4962483722;56:05601:7:Z4961979666;
C1NOC2COCC12,230,56:05600:4:Z3442972874;56:05600:6:Z3621259460;56:05601:5:Z3437780319;
CC12CCC(CNC1)C2(C)C,157,56:05600:4:Z3594597590;56:05600:7:Z3470191547;56:05600:8:Z3384782161;
CC1CCc2ncccc2C1,228,56:05600:4:Z4395729168;56:05600:6:Z4113872095;56:05600:6:Z4504201241;
c1cnc2c(c1)CCCCN2,163,56:05600:4:Z4126754811;56:05601:2:Z4707954784;56:05601:5:Z2791551303;
CN1CCN(C)C2(CCNCC2)C1,181,56:05600:4:Z5052024595;56:05600:6:Z5054569049;56:05600:9:Z5053688001;
Cc1cnc(O)s1,159,56:05600:4:Z2773321828;56:05600:6:Z3209104645;56:05601:0:Z3135933901;
Nc1nccnn1,43,56:05600:4:Z4165188744;56:05600:5:Z4166154274;56:05602:0:Z4595306034;
C1CC2CC1C1CNC21,136,56:05600:4:Z2705844540;56:05601:8:Z1372339869;56:05601:9:Z2625553922;
Cc1ccn2ncnc2c1,145,56:05600:4:Z4124340660;56:05600:6:Z2869108975;56:05600:7:Z3595287524;
CC1CNC2CCCCC2O1,182,56:05600:4:Z2256538235;56:05600:5:Z2367486765;56:05601:6:Z4205924946;
C1CCC2OCNCC2C1,117,56:05600:4:Z3611140959;56:05600:5:Z4325870439;56:05601:0:Z3611139721;
N=c1cc[nH]cn1,83,56:05600:4:Z4906621282;56:05601:4:Z4263201788;56:05602:1:Z4223511003;
c1cnc2occc2c1,269,56:05600:4:Z4581950712;56:05600:5:Z3300239124;56:05600:5:Z3296832319;
Oc1ccc2cn[nH]c2c1,68,56:05600:4:Z2640148868;56:05602:8:Z4448305826;56:05603:7:Z3670072357;
OC1CCC2NC1CCC2O,336,56:05600:4:Z4254450710;56:05600:5:Z4269639090;56:05600:8:Z4261988516;
OC1CCC12CCOCC2,378,56:05600:4:Z4275851967;56:05600:5:Z4074449558;56:05600:9:Z2921014043;
Cc1cccc2scnc12,245,56:05600:4:Z2684233931;56:05601:5:Z3256588931;56:05601:5:Z1980589263;
CC1(C)CC2CNCC21,241,56:05600:4:Z4004241408;56:05601:1:Z4031193215;56:05601:3:Z4011768891;
Nc1ncc2cn[nH]c2n1,31,56:05600:4:Z3339687910;56:05604:5:Z4342530628;56:05604:6:Z4343180892;
c1n[nH]c2c1CNC2,467,56:05600:4:Z4285855452;56:05600:5:Z4266127733;56:05600:8:Z2227494996;
Cc1ccc2c(n1)OCCN2,192,56:05600:4:Z3542947720;56:05600:6:Z4268151287;56:05600:7:Z4113770171;
C=C1CCCNC1,15,56:05600:4:Z4504712990;56:05606:9:Z4504711062;56:05609:0:Z4504711275;
O=C1CC2(CCCNC2)CN1,356,56:05600:4:Z4021248378;56:05600:5:Z1856758800;56:05600:6:Z2771843661;
OC1CCC2(CCNCC2)CC1,275,56:05600:4:Z3356029979;56:05600:6:Z2282729173;56:05601:1:Z2282725749;
OC1CCCC2CCC1N2,197,56:05600:4:Z3590880575;56:05600:8:Z3590997403;56:05602:5:Z4192005526;
Cc1ccc2c(c1)C(=O)N(C)CN2,18,56:05600:4:Z1569774469;56:05605:3:Z3493031784;56:05606:5:Z1869468267;
Cc1ccc(Cl)c(C)c1,101,56:05600:4:Z4013726981;56:05602:6:Z5008767508;56:05603:6:Z4027636642;
CC1(C)CCc2ncncc2C1,32,56:05600:4:Z3606126882;56:05600:7:Z3606126722;56:05600:8:Z3606129589;
Clc1cc(Cl)c2c(c1)CCC2,109,56:05600:4:Z4027509573;56:05600:4:Z3255242300;56:05600:9:Z1840209617;
C1=NCCCN1,136,56:05600:4:Z4245898795;56:05600:8:Z4232692062;56:05601:4:Z4245915923;
Clc1ccc2c(c1)CNCC2,502,56:05600:4:Z1537676739;56:05601:2:Z2295232022;56:05601:5:Z2668996412;
c1c2c(cc3c1OCCO3)CCC2,51,56:05600:4:Z3362821134;56:05601:7:Z1441207211;56:05601:9:Z1437876345;
CC1CNCc2cn[nH]c2C1,265,56:05600:4:Z3870366607;56:05601:1:Z4065936869;56:05601:4:Z3475285386;
CC1CNCC(C)NC1,336,56:05600:4:Z4055940564;56:05600:5:Z4491715384;56:05600:6:Z3520073677;
NC1CNCC2(CCC2)C1,170,56:05600:4:Z3518907720;56:05601:7:Z3143903182;56:05601:7:Z4115254994;
CN1C(=O)c2ccccc2S1(=O)=O,99,56:05600:4:Z2229913065;56:05600:5:Z2852605143;56:05600:9:Z763052644;
Cc1ccc(C)nn1,1092,56:05600:4:Z3382041029;56:05600:5:Z2931627240;56:05600:6:Z2588700726;
CC1CCCNS1(=O)=O,369,56:05600:4:Z3874490714;56:05600:5:Z3348117889;56:05600:7:Z4031975396;
Cc1nn2cccnc2c1Cl,148,56:05600:4:Z2066060041;56:05600:8:Z1870473832;56:05601:1:Z1919185700;
CC1(C)CNC1(C)C,212,56:05600:4:Z1362102294;56:05600:7:Z4319705907;56:05601:6:Z1558566887;
C1CCCC2(CC1)OCCO2,371,56:05600:4:Z4141314503;56:05600:6:Z3596977815;56:05600:9:Z3589059693;
c1cc2c(cn1)NCCCC2,153,56:05600:4:Z4870918040;56:05600:9:Z4132763055;56:05601:0:Z4870908209;
CN1CCCC1(C)C,656,56:05600:4:Z4473756910;56:05600:8:Z4910127988;56:05601:2:Z4218911006;
Oc1cccc2c1CCN2,108,56:05600:4:Z4269354331;56:05601:4:Z3113237451;56:05602:5:Z3522200988;
Cc1ccc2c(c1)NCCCC2,96,56:05600:4:Z3627590851;56:05601:3:Z3627590491;56:05601:3:Z3627591016;
Cn1nc2c(c1O)CCNC2,203,56:05600:4:Z4227892898;56:05601:2:Z4227905138;56:05601:3:Z4227921386;
C1CCc2nc3n(c2CC1)CCNC3,151,56:05600:4:Z3604456999;56:05600:4:Z4974639364;56:05603:5:Z3438599865;
CC1CSc2ccccc2CN1,133,56:05600:4:Z1726667450;56:05600:5:Z1726383446;56:05602:0:Z4913075523;
Cn1nccc(Cl)c1=O,164,56:05600:4:Z2861824294;56:05601:0:Z4335258016;56:05601:2:Z1116662380;
Cc1ccnc2ncnn12,299,56:05600:4:Z1929658769;56:05601:7:Z1576649735;56:05602:1:Z2078714707;
Clc1n[nH]c2ccccc12,123,56:05600:4:Z1699915624;56:05601:5:Z5004972525;56:05602:2:Z4998794877;
Cc1ncnc2c1CNCC2,211,56:05600:4:Z4278432511;56:05600:6:Z4227835153;56:05600:7:Z4227862866;
CC1(C)CC2(CNC2)C1,219,56:05600:4:Z3612211237;56:05601:1:Z3612215994;56:05602:2:Z4275070745;
Cc1nc2cc(Cl)ccc2[nH]1,101,56:05600:4:Z4455477817;56:05606:2:Z4457659504;56:05606:5:Z4455477738;
CN1CCOCC2(COCCN2)C1,183,56:05600:4:Z3626977522;56:05601:0:Z3626968690;56:05601:1:Z3626968883;
Cc1ccc2ccccc2c1,383,56:05600:4:Z2955843251;56:05600:8:Z3576601885;56:05600:8:Z3506523861;
O=S1(=O)CC2CCCC2C1,805,56:05600:4:Z3843506169;56:05600:8:Z4876834113;56:05600:9:Z4473479769;
OC1CCNCC12CCOCC2,285,56:05600:4:Z3521313988;56:05600:9:Z3622751566;56:05601:1:Z3646942571;
CC1CCNC2C(=O)NCC12,300,56:05600:4:Z4170719156;56:05600:5:Z3822336528;56:05600:7:Z3797425582;
Nc1ccnc2ccnn12,104,56:05600:4:Z4459175231;56:05600:6:Z4489654449;56:05600:6:Z4488128824;
c1ncc2c(n1)CCNCC2,359,56:05600:4:Z3391876216;56:05600:8:Z1787829840;56:05601:5:Z1788125957;
Fc1cc(Cl)c2c(c1)CNCC2,155,56:05600:4:Z2282851606;56:05600:5:Z4062803066;56:05602:1:Z4062802632;
Cc1cnoc1C,268,56:05600:4:Z2371663796;56:05600:6:Z2842072817;56:05601:4:Z2295305209;
c1ccc2c(c1)Cc1scnc1-2,51,56:05600:4:Z809101988;56:05611:1:Z1546142421;56:05614:1:Z3022202453;
CN1CCNC2(CCOCC2)CC1,132,56:05600:4:Z3043678961;56:05601:9:Z3042686850;56:05602:0:Z4101073894;
Fc1cc(F)c2c(c1)CCN2,214,56:05600:4:Z4393650530;56:05601:0:Z2871696566;56:05601:0:Z1461524186;
Fc1ccc2cnoc2c1,490,56:05600:4:Z2613233858;56:05600:5:Z3529554797;56:05600:5:Z2803200572;
Clc1cccc2c1CCN2,216,56:05600:4:Z1400546109;56:05601:3:Z1401989906;56:05602:4:Z2118677427;
C1OC2(CNC2)C2CC12,292,56:05600:4:Z2848141117;56:05600:6:Z3684328527;56:05600:9:Z3597416660;
FC1(F)C2(CCC2)C12CC2,460,56:05600:4:Z4158419890;56:05601:1:Z4152780534;56:05601:1:Z4138377040;
c1cnc2c(c1)CCOC2,766,56:05600:4:Z4023896360;56:05600:4:Z4023877545;56:05600:4:Z3669733457;
C1CCC2(CC1)COCCO2,676,56:05600:4:Z3358882535;56:05600:5:Z3699486977;56:05600:7:Z4175403668;
O=C1NCCCc2ccccc21,217,56:05600:4:Z3054925826;56:05600:6:Z3176257572;56:05601:2:Z3176260796;
CC1(C)NCc2scnc21,140,56:05600:4:Z3386029701;56:05601:7:Z4144705519;56:05602:1:Z3386026253;
Oc1nc2c([nH]1)CCCC2,176,56:05600:4:Z4302316571;56:05600:5:Z4304110210;56:05600:5:Z4303483468;
CC1CCS(=O)(=O)N1C,318,56:05600:4:Z3633161515;56:05601:0:Z3551381406;56:05601:7:Z3622386604;
CC1Cc2ccc(F)cc2O1,250,56:05600:4:Z4246035094;56:05601:3:Z2130758106;56:05602:0:Z2655103188;
NC12CC(C1)C2,110,56:05600:4:Z3889039426;56:05600:9:Z3864392830;56:05600:9:Z3144309833;
CC1(C)C2CCC13CS(=O)(=O)NC3C2,30,56:05600:4:Z4415232939;56:05600:4:Z4415216083;56:05602:7:Z4415223266;
Fc1cccc2c1CCN2,386,56:05600:4:Z1940182536;56:05600:7:Z4194584249;56:05601:0:Z1689891693;
Oc1ccc2cccnc2c1,186,56:05600:4:Z4056235336;56:05601:2:Z4229328514;56:05603:6:Z3191565321;
Cc1ccc2c(c1)CC2,239,56:05600:4:Z2767401631;56:05600:8:Z3611389395;56:05600:8:Z2782921955;
c1ncc2ncsc2n1,625,56:05600:4:Z3393401516;56:05600:4:Z4274285395;56:05600:5:Z4274272770;
O=c1[nH]nc(Cl)s1,6,56:05600:4:Z1892311800;56:05615:0:Z2442296673;56:05631:5:Z1862092102;
CN1CCC2(CCCNC2)C1,203,56:05600:4:Z2640811537;56:05600:9:Z2960097112;56:05602:3:Z2640815180;
Clc1cc(Cl)c2cccnc2c1,19,56:05600:4:Z4230004912;56:05607:6:Z1560321664;56:05619:6:Z2179551930;
Cc1n[nH]c2ncncc12,119,56:05600:4:Z3557945061;56:05600:5:Z3557631403;56:05601:6:Z3559436262;
NC1CNCC1N,138,56:05600:4:Z2873223292;56:05600:5:Z3134162176;56:05600:8:Z2860460055;
O=S1(=O)CCNCc2ccccc21,221,56:05600:4:Z3544977632;56:05600:6:Z1732745337;56:05600:8:Z1727168598;
C1CCC2(CCNC2)NC1,403,56:05600:4:Z2997771584;56:05600:5:Z3136438257;56:05600:6:Z3144547079;
CC1CNCCC1O,331,56:05600:4:Z2169960103;56:05600:6:Z3545119473;56:05600:9:Z4769757831;
CC1CC2CCCCN2C1,213,56:05600:4:Z3188519101;56:05600:8:Z3206497399;56:05601:0:Z3203209472;
O=S1(=O)NCCCN1,409,56:05600:4:Z4049507765;56:05600:5:Z4013833949;56:05600:9:Z3634263951;
Cc1coc2c(Cl)cccc12,156,56:05600:4:Z2875758598;56:05600:6:Z2644463825;56:05601:5:Z1220388623;
FC12CCCC(CC1)C2,238,56:05600:4:Z4922872225;56:05601:3:Z4921916382;56:05601:9:Z4922023603;
NC1CC2CNCC12,124,56:05600:4:Z3797521071;56:05600:7:Z3797520636;56:05601:4:Z4003549387;
O=c1[nH]c2ccc(Cl)cc2o1,117,56:05600:4:Z3797521071;56:05601:0:Z2965353592;56:05601:3:Z3627669924;
Cn1cnc2c(Cl)cccc21,58,56:05600:4:Z1698205669;56:05602:8:Z3050900754;56:05605:0:Z1698215807;
Cn1ccc2ccsc21,211,56:05600:4:Z3843304896;56:05600:5:Z4124886485;56:05601:0:Z3821078359;
c1nc2c(o1)CCNC2,386,56:05600:4:Z4263173754;56:05600:4:Z4245065815;56:05601:0:Z4262385818;
CC1=CCNCC1,210,56:05600:4:Z2016847719;56:05600:5:Z2011125396;56:05600:7:Z2294364544;
Nc1cnc(Cl)c(O)n1,39,56:05600:4:Z4980383578;56:05601:4:Z4287259875;56:05605:1:Z1558461567;
CC1COCc2ccccc21,192,56:05600:4:Z5006400292;56:05601:2:Z5007855111;56:05601:9:Z5007950765;
CC12CNCC1(C)COC2,418,56:05600:4:Z5006400292;56:05600:6:Z4128698037;56:05600:7:Z2612523963;
O=c1[nH]c2ccncc2[nH]1,32,56:05600:4:Z4153109608;56:05602:6:Z4153108168;56:05612:0:Z4153109984;
