fragment_smiles,occurences,example_ligands
Cc1ccccc1,95064,2:00200:0:Z2720867685;2:00200:0:Z3670170180;2:00200:0:Z3321546293;
Cc1nc2ccccc2s1,1226,2:00200:0:Z3835605152;2:00200:0:Z4021640616;2:00200:0:Z2910556989;
O=C1NCN2CCOCC12,63,2:00200:0:Z3254048075;2:00200:0:Z3254038606;2:00208:6:Z3789003469;
c1ccc2scnc2c1,6408,2:00200:0:Z3254048075;2:00200:0:Z3254038606;2:00200:0:Z2234074694;
O=C1CCC1,4773,2:00200:0:Z3321546293;2:00200:0:Z3384280246;2:00200:0:Z3822933111;
CN1CCNCC1=O,2619,2:00200:0:Z4493120325;2:00200:0:Z4591420939;2:00200:0:Z4506681486;
OC1CCNCC1,11995,2:00200:0:Z2669492201;2:00200:0:Z2614289727;2:00200:0:Z3054866609;
Cc1cnco1,9784,2:00200:0:Z2669492201;2:00200:0:Z4168495507;2:00200:0:Z4172663991;
c1cnoc1,79779,2:00200:0:Z3842397609;2:00200:0:Z4348781174;2:00200:0:Z2803155985;
C1CC2CNCC2O1,3609,2:00200:0:Z3634493952;2:00200:0:Z3655081836;2:00200:0:Z4924823601;
FC1(F)CC12CCCC2,1385,2:00200:0:Z3516733648;2:00200:0:Z4043125042;2:00200:0:Z3633247583;
C1CCCNCC1,20510,2:00200:0:Z3818034920;2:00200:0:Z355218868;2:00200:0:Z4057118404;
Clc1ccccc1,96887,2:00200:0:Z1998088541;2:00200:0:Z1232818292;2:00200:0:Z4207743471;
FC1CCCNC1,4821,2:00200:0:Z2275133952;2:00200:0:Z5004883130;2:00200:1:Z4448515246;
FC1(F)CCCC1,8622,2:00200:0:Z2275133952;2:00200:0:Z1432391653;2:00200:0:Z1967746549;
Cc1c[nH]cn1,4368,2:00200:0:Z3582495094;2:00200:0:Z4317429015;2:00200:0:Z2589541240;
O=C1CCOC1,1101,2:00200:0:Z3582495094;2:00200:1:Z3625299654;2:00200:3:Z3536061146;
c1ccc2cnccc2c1,4958,2:00200:0:Z4225128097;2:00200:0:Z1200965188;2:00200:0:Z3504773682;
Cc1ccc(C)nn1,1638,2:00200:0:Z2995931728;2:00200:0:Z3088866925;2:00200:1:Z2995920346;
c1ccccc1,440183,2:00200:0:Z3620964610;2:00200:0:Z3471033835;2:00200:0:Z1682355136;
OC1CN2CCC1CC2,196,2:00200:0:Z4291294807;2:00200:0:Z4296566842;2:00200:4:Z2499246409;
NC1CCC1,16190,2:00200:0:Z2873445193;2:00200:0:Z2873445196;2:00200:0:Z2873445226;
C1CCCCC1,108653,2:00200:0:Z2873445193;2:00200:0:Z2873445196;2:00200:0:Z2873445226;
Clc1cnccn1,1963,2:00200:0:Z3831051536;2:00200:0:Z2218102476;2:00200:0:Z3562117466;
c1cn[nH]c1,178127,2:00200:0:Z3297643775;2:00200:0:Z4054763411;2:00200:0:Z4055805441;
Cc1cccs1,19496,2:00200:0:Z3584316319;2:00200:0:Z2072938729;2:00200:0:Z1208138480;
C1CCNC1,264158,2:00200:0:Z3584316319;2:00200:0:Z4255472597;2:00200:0:Z1252492627;
FC1(F)CCC1,16174,2:00200:0:Z4191695271;2:00200:0:Z3152473376;2:00200:0:Z1867117581;
C1CC2CCOCC2CN1,399,2:00200:0:Z4191695271;2:00200:5:Z4200252775;2:00200:9:Z4188058123;
C1OC2CNCC2O1,706,2:00200:0:Z4157702120;2:00200:2:Z3443570914;2:00200:3:Z3629510990;
Cc1cscn1,28991,2:00200:0:Z3806735455;2:00200:0:Z1432391653;2:00200:0:Z2600232608;
C1COCCO1,9869,2:00200:0:Z3806735455;2:00200:0:Z2606142557;2:00200:0:Z3297800538;
c1cnccn1,27474,2:00200:0:Z3180039208;2:00200:0:Z2568996320;2:00200:0:Z4959789249;
c1ccsc1,119770,2:00200:0:Z3180039208;2:00200:0:Z4420884713;2:00200:0:Z1675302806;
c1cscn1,144727,2:00200:0:Z2299434160;2:00200:0:Z4340197872;2:00200:0:Z3703380884;
CC1CCC(=O)N1,1666,2:00200:0:Z2299434160;2:00200:0:Z2396396584;2:00200:0:Z4734830493;
Cc1cc(O)no1,293,2:00200:0:Z4281183585;2:00200:0:Z4285306266;2:00200:1:Z4279878084;
C1CC2CC(C2)O1,2838,2:00200:0:Z4420884713;2:00200:0:Z5022167694;2:00200:0:Z4043596567;
C1CNCCN1,56930,2:00200:0:Z1675302806;2:00200:0:Z4254933161;2:00200:0:Z4150433072;
C1CC2CCC(C1)N2,6663,2:00200:0:Z4054763411;2:00200:0:Z4055805441;2:00200:0:Z4587700724;
CC1CNCCO1,15712,2:00200:0:Z2436875169;2:00200:0:Z2436875049;2:00200:0:Z1017942442;
CC1CCOC1,11701,2:00200:0:Z1669679330;2:00200:0:Z3626589062;2:00200:0:Z3510991874;
C1CC2CCC1C2,13177,2:00200:0:Z3518847915;2:00200:0:Z3688455305;2:00200:0:Z3585278300;
FC1=CCCNC1,1595,2:00200:0:Z3791910139;2:00200:0:Z4910534533;2:00200:2:Z4991672811;
Cc1cccc(C)c1,16195,2:00200:0:Z2979414317;2:00200:0:Z3046310360;2:00200:0:Z3505988273;
C1CCOC1,139227,2:00200:0:Z2979414317;2:00200:0:Z3368094024;2:00200:0:Z1882268650;
Fc1ccccc1,127581,2:00200:0:Z3381206751;2:00200:0:Z3292957531;2:00200:0:Z3806870565;
C1CCC2(CCNCC2)OC1,472,2:00200:0:Z4448137588;2:00200:0:Z4448137661;2:00200:0:Z4447413588;
Cc1cc(C)[nH]n1,12052,2:00200:0:Z4579981175;2:00200:0:Z2365005313;2:00200:0:Z1882841871;
C1OC2CC1C2,9340,2:00200:0:Z4579981175;2:00200:0:Z4285726209;2:00200:0:Z3522644464;
c1cnsc1,22544,2:00200:0:Z2286226151;2:00200:0:Z3641137526;2:00200:0:Z2775569474;
CN1CCCC1,13189,2:00200:0:Z4255472597;2:00200:0:Z4157171828;2:00200:0:Z4254576481;
c1nn[nH]n1,21598,2:00200:0:Z4255472597;2:00200:0:Z4507599911;2:00200:0:Z4526222794;
C1CC2CC1C1CC21,1467,2:00200:0:Z2803155985;2:00200:0:Z2633513138;2:00200:1:Z2770883993;
Cc1cnccn1,9609,2:00200:0:Z2617807963;2:00200:0:Z3086279012;2:00200:0:Z4232190680;
Cc1ccco1,21697,2:00200:0:Z3383405547;2:00200:0:Z2595551394;2:00200:0:Z3604125722;
C1CC2CCNC2C1,3720,2:00200:0:Z3383405547;2:00200:0:Z4421553017;2:00200:0:Z3671653135;
CC12CC(CO1)C2,1258,2:00200:0:Z3307851899;2:00200:0:Z3654890185;2:00200:1:Z3640111073;
CC1(C)CCC1,13224,2:00200:0:Z4254933161;2:00200:0:Z2878876848;2:00200:0:Z2595565429;
Cc1cccc2cc[nH]c12,509,2:00200:0:Z3384639347;2:00200:7:Z2184659421;2:00200:9:Z1261567469;
NC12CNCC1C2,473,2:00200:0:Z3384639347;2:00200:3:Z4447987136;2:00200:4:Z3346710128;
Cc1ccnc(C)c1,4077,2:00200:0:Z3567398372;2:00200:0:Z4484657941;2:00200:0:Z275159598;
c1nnc[nH]1,27117,2:00200:0:Z3567398372;2:00200:0:Z3584254490;2:00200:0:Z4331290351;
O=c1cccc2n1CCOC2,88,2:00200:0:Z4282364155;2:00200:3:Z4280120541;2:00201:1:Z4297626827;
NC1CCNCC1,2999,2:00200:0:Z4053138333;2:00200:0:Z3099052913;2:00200:0:Z3891319052;
Cn1cccn1,105689,2:00200:0:Z1252492627;2:00200:0:Z1664892154;2:00200:0:Z4117890649;
Cn1cccc1,9799,2:00200:0:Z1252492627;2:00200:0:Z4256327268;2:00200:0:Z1984594760;
OC1CCNC1,28051,2:00200:0:Z3952824291;2:00200:0:Z3365519460;2:00200:0:Z2457675032;
C1CC2CCNCC2C1,417,2:00200:0:Z4430025967;2:00200:0:Z4180109310;2:00200:4:Z4180171645;
CC1CCCCN1,16025,2:00200:0:Z1252755351;2:00200:0:Z2902324668;2:00200:0:Z3382630296;
Cc1csnn1,3399,2:00200:0:Z2210084455;2:00200:0:Z2826833939;2:00200:0:Z3475617162;
Cc1cnc(C)c(C)n1,837,2:00200:0:Z3562326173;2:00200:0:Z1697031217;2:00200:4:Z1703843642;
c1cn2ncnc2cn1,498,2:00200:0:Z3562326173;2:00200:1:Z3650610095;2:00200:3:Z1574940052;
Cc1ccc(C)s1,4543,2:00200:0:Z3368094024;2:00200:1:Z2920096754;2:00200:1:Z3604059067;
c1ccc2occc2c1,7250,2:00200:0:Z2090294484;2:00200:0:Z3806987932;2:00200:0:Z2482985872;
C1CNC2(CC2)COC1,367,2:00200:0:Z2090294484;2:00200:7:Z2959697407;2:00200:7:Z3051911493;
CC1(C)CCC(N)C1,208,2:00200:0:Z3292957531;2:00200:5:Z3100762449;2:00200:7:Z4058290495;
O=c1cccc[nH]1,13682,2:00200:0:Z3256589812;2:00200:0:Z2972619368;2:00200:0:Z3497247041;
C1CC2CC2N1,3773,2:00200:0:Z3256589812;2:00200:0:Z2825714329;2:00200:0:Z2825273641;
c1ncc2cc[nH]c2n1,1593,2:00200:0:Z3356966056;2:00200:2:Z4081360879;2:00200:2:Z1333169815;
CC1(C)CCC(=O)N1,1095,2:00200:0:Z3544655506;2:00200:0:Z3312064836;2:00200:0:Z3589214946;
c1ccc2c(c1)CCC2,11691,2:00200:0:Z2721052021;2:00200:0:Z1359630878;2:00200:0:Z2043458278;
OC1CCC1,28796,2:00200:0:Z2721052021;2:00200:0:Z3623734311;2:00200:0:Z4065839110;
C1COCO1,8610,2:00200:0:Z3381420983;2:00200:0:Z4456211595;2:00200:0:Z4329450775;
Cc1cc(N)no1,225,2:00200:0:Z2174947947;2:00200:3:Z2481369787;2:00201:2:Z4393149644;
NC1CCC2CC12,726,2:00200:0:Z3981611097;2:00200:0:Z3102439590;2:00200:1:Z3102192266;
Oc1ccccc1,26243,2:00200:0:Z3981611097;2:00200:0:Z1827712722;2:00200:0:Z1952386143;
CC1CCCC(=O)N1,2467,2:00200:0:Z1997249177;2:00200:0:Z3840944407;2:00200:0:Z1994406646;
c1n[nH]c2c1CCCC2,4666,2:00200:0:Z3998969448;2:00200:0:Z2932854124;2:00200:0:Z2690974274;
c1nnco1,23829,2:00200:0:Z1664892154;2:00200:0:Z3497223954;2:00200:0:Z1208138480;
CC1CCCNCC1,1283,2:00200:0:Z3641821206;2:00200:0:Z4164177007;2:00200:1:Z913801112;
Cc1ccc(O)cc1,1429,2:00200:0:Z3641821206;2:00200:1:Z1446442637;2:00200:1:Z383826068;
C1COCCN1,80698,2:00200:0:Z3539806322;2:00200:0:Z3861707798;2:00200:0:Z3647967800;
c1c[nH]nn1,68447,2:00200:0:Z4929738438;2:00200:0:Z3497596767;2:00200:0:Z1496256180;
Nc1ccnnc1,269,2:00200:0:Z4929738438;2:00200:1:Z3649582731;2:00200:2:Z3558014982;
Cc1nnc2n1CCC2,607,2:00200:0:Z3548282773;2:00200:1:Z3525651232;2:00200:2:Z3531129322;
CC1CCCC1,16007,2:00200:0:Z3548282773;2:00200:0:Z3358032636;2:00200:0:Z3497596767;
CC1CC2(CNC2)CO1,405,2:00200:0:Z3806987932;2:00200:6:Z4295678888;2:00200:9:Z4092048057;
c1ccc2c(c1)OCCO2,4023,2:00200:0:Z3231426614;2:00200:0:Z4522490004;2:00200:0:Z1452040732;
C1CC2CC2C1,18277,2:00200:0:Z4005506011;2:00200:0:Z4921891409;2:00200:0:Z4230697458;
Fc1ccc2c(c1)CNC2,245,2:00200:0:Z2804747726;2:00200:1:Z4010573380;2:00200:1:Z2923148341;
Cc1cn[nH]n1,2541,2:00200:0:Z4330088222;2:00200:1:Z2222918591;2:00200:1:Z3206211921;
c1nnc2n1CCCC2,3370,2:00200:0:Z4387770245;2:00200:0:Z990503652;2:00200:1:Z3405877379;
C1=NOCC1,7439,2:00200:0:Z4387770245;2:00200:0:Z3703077393;2:00200:0:Z3620980171;
c1ccc2c(c1)NCC1(CC1)O2,73,2:00200:0:Z2966041302;2:00201:7:Z2966039982;2:00201:8:Z2957078792;
c1ncsn1,13501,2:00200:0:Z2968589858;2:00200:0:Z4228603674;2:00200:0:Z4026653220;
CC1CCCNC1,19425,2:00200:0:Z1827712722;2:00200:0:Z1952386143;2:00200:0:Z2970210677;
Cc1cc[nH]n1,21182,2:00200:0:Z4198924385;2:00200:0:Z2717911824;2:00200:0:Z4403904673;
c1ccn2ncnc2c1,2260,2:00200:0:Z4638158809;2:00200:0:Z4049321480;2:00200:1:Z4643306128;
CC1(C)COC1,1445,2:00200:0:Z4285726209;2:00200:0:Z4012628484;2:00200:3:Z4285023975;
Cn1nnc2cccnc21,392,2:00200:0:Z3207810676;2:00200:1:Z2010384275;2:00200:6:Z3614019516;
OC1CNCCC1F,704,2:00200:0:Z3207810676;2:00200:1:Z3207805844;2:00200:5:Z4342942975;
CC1Cc2ccccc2C1,639,2:00200:0:Z4036458518;2:00200:2:Z2433687990;2:00200:3:Z4448260403;
Cc1ccncn1,18829,2:00200:0:Z4232764389;2:00200:0:Z4220671668;2:00200:0:Z3479635237;
c1cncnc1,74352,2:00200:0:Z4232764389;2:00200:0:Z3018823175;2:00200:0:Z4418374923;
Clc1ccc2c(c1)CCN2,197,2:00200:0:Z3137114640;2:00200:0:Z4118877157;2:00200:5:Z2275012873;
Nc1cccnc1,2501,2:00200:0:Z4100326116;2:00200:0:Z4285472402;2:00200:1:Z2448446747;
Cc1cnc[nH]1,3485,2:00200:0:Z4331290351;2:00200:0:Z3875058792;2:00200:0:Z1523254642;
Cc1cccnc1,23189,2:00200:0:Z3799760758;2:00200:0:Z3563567692;2:00200:0:Z2718630054;
Cc1ncccc1O,126,2:00200:0:Z3799760758;2:00200:2:Z1642241503;2:00202:5:Z3799760409;
c1cnc2[nH]ccc2c1,2861,2:00200:0:Z3382163409;2:00200:0:Z2875271584;2:00200:0:Z3715324914;
Clc1ccsc1,6957,2:00200:0:Z4143945265;2:00200:0:Z4275417438;2:00200:0:Z3091753318;
CC1CCN1,5035,2:00200:0:Z3806870565;2:00200:0:Z4346293305;2:00200:0:Z4393466937;
C1CC2CCC1CC2,3877,2:00200:0:Z4556253584;2:00200:0:Z4445193690;2:00200:0:Z2843023026;
CC1CCCCC1,20478,2:00200:0:Z1359630878;2:00200:0:Z3322235167;2:00200:0:Z3608741287;
CC1(C)CCCC(O)C1,690,2:00200:0:Z3873441603;2:00200:0:Z3060083731;2:00200:1:Z3644096064;
O=S1(=O)CC2CC2C1,390,2:00200:0:Z3873441603;2:00200:7:Z3829389318;2:00200:9:Z3834125465;
CC1(C)CC1,9884,2:00200:0:Z2778342760;2:00200:0:Z2649903659;2:00200:0:Z1630834607;
Oc1cc(Cl)ccc1Cl,164,2:00200:0:Z5056066159;2:00200:1:Z4640124647;2:00200:4:Z4312372937;
O=S1CC2CNC(C2)C1,382,2:00200:0:Z5056066159;2:00200:3:Z5053277580;2:00200:5:Z5048831585;
Cn1ccnc1,27686,2:00200:0:Z4765007184;2:00200:0:Z4207388279;2:00200:0:Z3702932261;
Cc1cc(Cl)on1,711,2:00200:0:Z1576080675;2:00200:1:Z2962316282;2:00200:3:Z1787636735;
CC1CCNCC1,15434,2:00200:0:Z4595381140;2:00200:0:Z2915958186;2:00200:0:Z4622495096;
O=S1(=O)CCC1,6503,2:00200:0:Z3995508763;2:00200:0:Z3819897433;2:00200:0:Z3368082760;
O=C1CCCCN1,20447,2:00200:0:Z2932854124;2:00200:0:Z3345406354;2:00200:0:Z4113352067;
CC1(C)COCCO1,4408,2:00200:0:Z4240855302;2:00200:0:Z4460206537;2:00200:0:Z4082977313;
FC1(F)CCCCC1,9868,2:00200:0:Z2273667555;2:00200:0:Z2276995032;2:00200:0:Z2255412327;
FC1CCCCC1,9810,2:00200:0:Z4031425220;2:00200:0:Z4168881796;2:00200:0:Z4168870498;
Cc1ccccc1C,8745,2:00200:0:Z3314754681;2:00200:0:Z1240885715;2:00200:0:Z2770388767;
C1COCOC1,4186,2:00200:0:Z3314754681;2:00200:0:Z4101404696;2:00200:1:Z1677054278;
O=S1(=O)NCCC12CC2,499,2:00200:0:Z3907027990;2:00200:1:Z3804836145;2:00200:1:Z3907029314;
Cc1nn(C)cc1Cl,1092,2:00200:0:Z3842214116;2:00200:1:Z4295247826;2:00200:1:Z3367482358;
OC1CCC12CCC2,1938,2:00200:0:Z3842214116;2:00200:0:Z4325755345;2:00200:0:Z3781199806;
C1CC2CNCC2CO1,1351,2:00200:0:Z2845715935;2:00200:1:Z4419116318;2:00200:2:Z2913374892;
Cc1coc2ccc(F)cc12,221,2:00200:0:Z3368150982;2:00200:0:Z2170476703;2:00200:1:Z2850780780;
C1CCSCC1,16024,2:00200:0:Z2595551394;2:00200:0:Z4612574015;2:00200:0:Z3998378116;
OC1CCOC1,8603,2:00200:0:Z3563567692;2:00200:0:Z3543327393;2:00200:0:Z2781911519;
NC1CCNC1,5325,2:00200:0:Z3385047222;2:00200:0:Z2361763069;2:00200:0:Z2361763162;
Clc1cccnc1,20997,2:00200:0:Z2261000215;2:00200:0:Z4153341976;2:00200:0:Z2408310945;
Fc1cccc(F)c1,24326,2:00200:0:Z2261000215;2:00200:0:Z1243630319;2:00200:0:Z3510991874;
Cc1ccsc1,13468,2:00200:0:Z2212272175;2:00200:0:Z3145438743;2:00200:0:Z2802963270;
OC1CCOCC1,5639,2:00200:0:Z3497596767;2:00200:0:Z3608320414;2:00200:0:Z4387140059;
C1CC2CNCC12,8096,2:00200:0:Z4590303058;2:00200:0:Z4055408695;2:00200:0:Z4063716071;
Cc1ccnc(N)c1,247,2:00200:0:Z4640206805;2:00200:0:Z4106562246;2:00200:7:Z4640550940;
CC1(C)CC(N)CN1,287,2:00200:0:Z4175523860;2:00200:0:Z3700130356;2:00200:1:Z3639701294;
Cc1cn[nH]c1,9366,2:00200:0:Z1219373460;2:00200:0:Z4256019594;2:00200:0:Z4253851441;
CC1CCCOC1,6593,2:00200:0:Z4314314676;2:00200:0:Z1873109965;2:00200:0:Z1635808364;
c1ccn2cncc2c1,2197,2:00200:0:Z3060860732;2:00200:0:Z4194428323;2:00200:0:Z2781460495;
OC1CNCC1F,774,2:00200:0:Z3060860732;2:00200:1:Z3619239286;2:00200:6:Z3174323373;
C1CC2CCC1O2,8804,2:00200:0:Z4150433072;2:00200:0:Z3600747151;2:00200:0:Z4150432983;
C1=NCCS1,656,2:00200:0:Z4150433072;2:00200:0:Z3600747151;2:00200:0:Z4150432983;
C1NCC2CC12,17550,2:00200:0:Z3597859015;2:00200:0:Z2001327982;2:00200:0:Z3799829379;
c1onc2c1CNC2,574,2:00200:0:Z3322235167;2:00200:1:Z4110698948;2:00200:2:Z3607449307;
c1cnc2c(c1)CCN2,1076,2:00200:0:Z4132484801;2:00200:0:Z3113461256;2:00200:2:Z4296251741;
CC1CC(F)(F)CN1,1409,2:00200:0:Z3628765738;2:00200:0:Z3660166610;2:00200:1:Z3480839487;
FC1CCNC1,15398,2:00200:0:Z2444996594;2:00200:0:Z3346519784;2:00200:0:Z5058108808;
Fc1ccccc1Cl,13085,2:00200:0:Z2928470885;2:00200:0:Z4002741567;2:00200:0:Z2792515398;
Cn1nccn1,4454,2:00200:0:Z2928470885;2:00200:0:Z3492999292;2:00200:0:Z4082977313;
Cc1cnn2c1CNCC2,386,2:00200:0:Z3778195025;2:00200:4:Z3808301777;2:00200:6:Z5034982288;
CC1(C)CCCCO1,5757,2:00200:0:Z3778195025;2:00200:0:Z4405994793;2:00200:0:Z4260340517;
C1CNCCNC1,9512,2:00200:0:Z4056179575;2:00200:0:Z1186936703;2:00200:0:Z1922321513;
FC1CCC1,19364,2:00200:0:Z4056179575;2:00200:0:Z2961682761;2:00200:0:Z3796049572;
CC1CCNC1,25362,2:00200:0:Z3741109572;2:00200:0:Z2899080451;2:00200:0:Z3797800276;
Clc1ccc2c(c1)CCO2,1610,2:00200:0:Z2354387783;2:00200:0:Z3495082164;2:00200:0:Z1970568142;
Cc1cnn2cccnc12,399,2:00200:0:Z3585588899;2:00200:5:Z3559635712;2:00200:5:Z3370911719;
CC1Cc2ccccc2CN1,290,2:00200:0:Z3492999292;2:00200:3:Z4484194578;2:00200:3:Z1260483826;
Cc1csc2cncnc12,474,2:00200:0:Z5017676982;2:00200:7:Z3521150863;2:00200:8:Z1957896714;
C1CCC2(CC2)NC1,2485,2:00200:0:Z5017676982;2:00200:0:Z4828719726;2:00200:0:Z3660627105;
OC1CCCNC1,10802,2:00200:0:Z3312438551;2:00200:0:Z2664657195;2:00200:0:Z4106546727;
FC1(F)CC1,15845,2:00200:0:Z3312438551;2:00200:0:Z4272806311;2:00200:0:Z4276802863;
Cc1cnc(C)o1,1694,2:00200:0:Z4354394433;2:00200:2:Z3634498634;2:00200:3:Z3883650039;
C1CSCCN1,11083,2:00200:0:Z4354394433;2:00200:0:Z4638073651;2:00200:0:Z1283020350;
CC1CCC1,15313,2:00200:0:Z3788055130;2:00200:0:Z4992036696;2:00200:0:Z3049447904;
FC1(F)CCOCC1,2312,2:00200:0:Z3788055130;2:00200:0:Z4600516862;2:00200:1:Z3856754342;
C1CC2(C1)CC2,11333,2:00200:0:Z4278973843;2:00200:0:Z2932155223;2:00200:0:Z3830754236;
Nc1ccncn1,4267,2:00200:0:Z2878876848;2:00200:0:Z3591988918;2:00200:0:Z1731131911;
Clc1cc(Cl)c2nccn2c1,226,2:00200:0:Z4260385561;2:00200:2:Z3055094160;2:00200:9:Z1994116471;
O=c1ccnc2scnn12,439,2:00200:0:Z3562057313;2:00200:1:Z2792946305;2:00200:3:Z2615109569;
C1CNCCC2(C1)CCCO2,279,2:00200:0:Z3562057313;2:00200:2:Z3646401619;2:00200:8:Z3646406129;
Cc1ccon1,16304,2:00200:0:Z3393225326;2:00200:0:Z3053852198;2:00200:0:Z3402587301;
Cc1cncnc1,2574,2:00200:0:Z2911881591;2:00200:0:Z3011654825;2:00200:0:Z3011650708;
CC1(C)NCCS1,338,2:00200:0:Z4595153357;2:00200:5:Z4578639287;2:00200:7:Z4578640323;
O=C1NCCCc2occc21,194,2:00200:0:Z4595153357;2:00200:2:Z3370201309;2:00200:2:Z3370242268;
C1CC2NCCC2CN1,530,2:00200:0:Z4414605483;2:00200:0:Z3501724261;2:00200:3:Z4096442092;
c1ccc2nsnc2c1,1928,2:00200:0:Z4487581108;2:00200:0:Z4151827353;2:00200:1:Z3311418285;
C1NC2COCC12,765,2:00200:0:Z4314954946;2:00200:0:Z4329450775;2:00200:0:Z4329450406;
O=C1CCCN1,46494,2:00200:0:Z3568724580;2:00200:0:Z3340364567;2:00200:0:Z3527997227;
CC1OC2(C)CC1C2,592,2:00200:0:Z3442416060;2:00200:4:Z3536848665;2:00200:8:Z3520396401;
CC1(C)CCCO1,6968,2:00200:0:Z3442416060;2:00200:0:Z3649304536;2:00200:0:Z2278484844;
O=S1(=O)CCOCC1,387,2:00200:0:Z4002741567;2:00200:1:Z2811971849;2:00200:1:Z2906571403;
Fc1ccc(Cl)cc1,4106,2:00200:0:Z3967116751;2:00200:0:Z3967116744;2:00200:0:Z2220443561;
CC1CCN(C)C1,1336,2:00200:0:Z4415665429;2:00200:0:Z3192514323;2:00200:1:Z4489912784;
NC1C2CNC1C(O)C2,258,2:00200:0:Z3799722190;2:00200:6:Z3807894565;2:00200:7:Z3799727577;
c1cocn1,50691,2:00200:0:Z3513312084;2:00200:0:Z4506311471;2:00200:0:Z2843111418;
c1cc2c(o1)CNCC2,89,2:00200:0:Z4414914716;2:00201:9:Z4414907622;2:00204:4:Z4414919893;
C1CNC2(C1)CCC2,4296,2:00200:0:Z3383679034;2:00200:0:Z3793230826;2:00200:0:Z3790606509;
OC1CNCC12CC2,752,2:00200:0:Z3383679034;2:00200:1:Z3196637397;2:00200:1:Z1748046224;
Cn1cc2ccccc2n1,1057,2:00200:0:Z4224540104;2:00200:0:Z4289605366;2:00200:0:Z1930868204;
CC1Cc2ccccc2O1,1602,2:00200:0:Z3597018845;2:00200:1:Z2147297558;2:00200:1:Z2964445310;
Nc1cc[nH]n1,1150,2:00200:0:Z3888441678;2:00200:1:Z4099095977;2:00200:2:Z3724170835;
CC1(O)CCCCC1,1294,2:00200:0:Z1950018028;2:00200:0:Z2967052885;2:00200:0:Z1874189167;
Cc1nc[nH]n1,3503,2:00200:0:Z2869476578;2:00200:0:Z3797280230;2:00200:0:Z1314997423;
CC1CNC1,12944,2:00200:0:Z2869476578;2:00200:0:Z2946024220;2:00200:0:Z4192192450;
OC1CNCC1O,1261,2:00200:0:Z2717911824;2:00200:2:Z2705672364;2:00200:2:Z1414631738;
CC1CSC1,1361,2:00200:0:Z3594353686;2:00200:1:Z3393372432;2:00200:1:Z3362560685;
C1CSCS1,3180,2:00200:0:Z3594353686;2:00200:0:Z4154840682;2:00200:0:Z2928392329;
