fragment_smiles,occurences,example_ligands
c1cc2c(o1)CNC2,113,76:07600:6:PV-003398191956;76:07601:5:PV-002846168010;76:07601:8:PV-003398593805;
Fc1cccc2c1CCN2,183,76:07600:6:PV-002846054620;76:07600:8:PV-001891907546;76:07600:9:PV-002846088004;
CC1CCN(C)C1,103,76:07600:6:PV-003398192345;76:07601:4:PV-005199689092;76:07601:5:PV-003398501014;
Cc1cc[nH]c(=O)n1,5,76:07600:6:PV-002846054782;76:07609:5:PV-002847227359;76:07645:3:PV-005244307179;
Fc1ccc2c(c1)OCO2,368,76:07600:6:PV-003398192501;76:07600:8:PV-002846077660;76:07601:3:PV-001815415102;
O=S1(=O)CCOc2ccccc21,44,76:07600:6:PV-002571858960;76:07601:7:PV-002416637406;76:07602:5:PV-003398822173;
c1cnc2c(c1)CCCN2,306,76:07600:6:PV-003398193473;76:07600:9:PV-003398283837;76:07601:3:PV-002846143313;
CC1CCCN(C)C1,39,76:07600:6:PV-002571859020;76:07604:1:PV-003399382677;76:07608:6:PV-003400928959;
CC1(C)CNCCC1O,48,76:07600:6:PV-002106116732;76:07605:9:PV-002846758027;76:07608:0:PV-002847033899;
Cn1nnc2cccnc21,166,76:07600:6:PV-003398194266;76:07600:7:PV-001605953822;76:07601:4:PV-002106131842;
Cc1cn2c(C)csc2n1,76,76:07600:6:PV-002571859051;76:07600:6:PV-002313113030;76:07601:2:PV-003398380812;
CC1(C)CNCC(F)(F)C1,142,76:07600:6:PV-003398194297;76:07601:6:PV-003398529199;76:07602:3:PV-003398774173;
Oc1cccc2[nH]ccc12,44,76:07600:6:PV-003398194438;76:07600:6:PV-003398194439;76:07603:8:PV-003399260269;
CC1CNCC2(CCNC2)O1,161,76:07600:6:PV-002846055608;76:07600:9:PV-001160956915;76:07602:4:PV-000274744857;
Fc1ccc2c(c1Cl)NCCC2,41,76:07600:6:PV-002846055704;76:07602:2:PV-002846264930;76:07603:3:PV-002846410018;
CN1CCC2CCNC2C1,132,76:07600:6:PV-003398194877;76:07601:8:PV-005200230048;76:07602:0:PV-003398664374;
Fc1cc2c(cc1F)CNCC2,110,76:07600:6:PV-003398194917;76:07601:0:PV-003398320113;76:07601:2:PV-002313124346;
NC1CC2CNCC2C1,113,76:07600:6:PV-003398195198;76:07602:5:PV-003398824673;76:07602:7:PV-003398913372;
O=c1[nH]cnc2c[nH]nc12,13,76:07600:6:PV-003398195473;76:07621:8:PV-003405453002;76:07622:3:PV-003405621200;
Fc1ccc2c(c1)CNCC2,229,76:07600:6:PV-002468360947;76:07602:1:PV-003398683263;76:07602:8:PV-002468405957;
c1cc2c([nH]1)CCCC2,461,76:07600:6:PV-002846056575;76:07600:7:PV-002846067849;76:07600:9:PV-003398274743;
CC1CNc2cnccc2NC1=O,30,76:07600:6:PV-003398196828;76:07610:2:PV-003401494682;76:07616:7:PV-003403718853;
c1ccc2c(c1)CC1(CCCC1)C2,34,76:07600:6:PV-003398197191;76:07603:0:PV-002846363647;76:07609:1:PV-002847176705;
c1ccc2c(c1)Cc1ccccc1-2,111,76:07600:6:PV-002846056789;76:07600:9:PV-002846092924;76:07600:9:PV-002846092925;
Cc1ccnc2c(Cl)cccc12,57,76:07600:6:PV-002846056914;76:07601:1:PV-002468371275;76:07603:2:PV-002846394725;
Oc1ccc2c(c1)CCNCC2,39,76:07600:6:PV-003398197791;76:07603:4:PV-005201674090;76:07604:3:PV-005202681509;
Cn1ncc2nc(O)nc(O)c21,5,76:07600:6:PV-002846057154;76:07638:1:PV-002851041075;76:07654:5:PV-002853213315;
Fc1cccc2nccnc12,84,76:07600:6:PV-003398198502;76:07601:5:PV-002846167870;76:07602:1:PV-005200491622;
CC12CNCC1(C)COC2,71,76:07600:6:PV-002846057321;76:07602:0:PV-005200409793;76:07606:0:PV-002846761893;
c1nc2c([nH]1)CCNC2,105,76:07600:6:PV-002571859315;76:07601:6:PV-003398541752;76:07603:3:PV-003399106040;
Cc1cccc2[nH]cnc12,233,76:07600:6:PV-002846057473;76:07600:6:PV-003398200021;76:07601:3:PV-003398446709;
CC12CNCC1C1CCC2C1,170,76:07600:6:PV-003398199301;76:07600:8:PV-003398250616;76:07601:9:PV-003398623363;
O=C1CNc2cccnc2N1,102,76:07600:6:PV-003398199680;76:07601:6:PV-003398537237;76:07602:4:PV-003398796301;
Cc1c[nH]c2c1CCCC2,189,76:07600:6:PV-003398199701;76:07601:0:PV-003398312647;76:07602:3:PV-002846280072;
Cc1ccc2c(c1)COCC2,93,76:07600:6:PV-003398199743;76:07600:6:PV-003398199744;76:07600:6:PV-003398199745;
OC1CNC2(CCOCC2)C1,26,76:07600:6:PV-002846057987;76:07609:7:PV-005208139928;76:07610:8:PV-002847412601;
c1ncc2[nH]ccc2n1,104,76:07600:6:PV-002846058047;76:07601:8:PV-002846213675;76:07608:2:PV-002847058387;
Cc1cc(C)nc(N)n1,167,76:07600:6:PV-003398200834;76:07603:8:PV-003399269175;76:07604:9:PV-003399650623;
CC1(C)CCCC(C)(C)N1,58,76:07600:6:PV-002846058135;76:07602:7:PV-002846326279;76:07604:0:PV-002846499639;
Cc1nc2c(s1)CCCC2,150,76:07600:7:PV-002846058440;76:07600:7:PV-002571860851;76:07600:9:PV-001499068961;
CC12CNCCC1C2(F)F,224,76:07600:7:PV-003398201696;76:07600:8:PV-004004899301;76:07601:0:PV-003398339306;
CC1(C)OC2CNCC2O1,67,76:07600:7:PV-003398202025;76:07605:7:PV-005204143318;76:07607:3:PV-003400475631;
CC12CCC(C1)OC2,275,76:07600:7:PV-003398202067;76:07600:7:PV-003398202069;76:07601:8:PV-002846209133;
CN1CC2CCCC2C1,82,76:07600:7:PV-003398202302;76:07601:5:PV-005199940452;76:07602:6:PV-003398872255;
Cn1cc(Cl)c2ccccc21,73,76:07600:7:PV-003398202302;76:07602:3:PV-002846277889;76:07602:4:PV-002846290622;
CC1(C)CC2(CCC2)CN1,59,76:07600:7:PV-003398202395;76:07601:1:PV-002846125079;76:07602:5:PV-002846303251;
Cc1cc2c(=O)n(C)cnc2o1,20,76:07600:7:PV-003398202831;76:07603:2:PV-002416666688;76:07606:3:PV-005204702293;
CN1CCc2ccccc2C1=O,138,76:07600:7:PV-002520108707;76:07600:9:PV-002846096693;76:07602:0:PV-003398662758;
c1ccc2nncnc2c1,315,76:07600:7:PV-002846059070;76:07601:6:PV-002846187473;76:07602:5:PV-002209647883;
Cn1ncc2nc[nH]c(=O)c21,104,76:07600:7:PV-003398204050;76:07602:4:PV-003398784290;76:07603:0:PV-002846376327;
Clc1ccc2c(c1)CCCCN2,36,76:07600:7:PV-002846059486;76:07600:8:PV-003398242326;76:07602:2:PV-003398734666;
Cc1ncc2c(n1)CCCC2,163,76:07600:7:PV-003398205434;76:07601:1:PV-003398355874;76:07603:5:PV-005201939694;
CC1NCCc2ccncc21,43,76:07600:7:PV-002846059978;76:07601:2:PV-005199521347;76:07601:6:PV-003398539004;
Fc1cccn2cncc12,269,76:07600:7:PV-002846059978;76:07601:0:PV-002846103874;76:07601:1:PV-002846115389;
c1nnn2c1CNCC2,46,76:07600:7:PV-002416615305;76:07604:1:PV-003399383986;76:07607:0:PV-002209741347;
Cc1ccn2nc(C)nc2n1,42,76:07600:7:PV-002313113629;76:07609:3:PV-002313290528;76:07612:2:PV-001914588753;
CN1CCNc2ccc(F)cc21,104,76:07600:7:PV-002157865303;76:07601:9:PV-002571886232;76:07602:5:PV-005200797184;
C1CC12CNC2,416,76:07600:7:PV-002846060586;76:07600:8:PV-005199119483;76:07600:9:PV-005199210311;
Cc1cc2ncsc2cc1F,60,76:07600:7:PV-003398207136;76:07602:0:PV-003398652910;76:07602:6:PV-005200996522;
Cc1n[nH]c(=O)o1,262,76:07600:7:PV-003398207356;76:07601:3:PV-003398434712;76:07601:3:PV-003398434713;
Cc1noc2ccncc12,76,76:07600:7:PV-003398207793;76:07600:9:PV-002846096970;76:07601:8:PV-005200135895;
CN1CCNC(C)(C)C1=O,87,76:07600:7:PV-003398207956;76:07600:7:PV-005199023319;76:07601:3:PV-002846149064;
Cc1csc2nc[nH]c(=O)c12,96,76:07600:7:PV-002846061061;76:07603:1:PV-002846387531;76:07603:3:PV-002209665113;
O=S1(=O)Cc2ncnc(Cl)c2C1,64,76:07600:7:PV-002846061387;76:07608:3:PV-005206703828;76:07610:0:PV-002847298600;
O=C1CCON1,29,76:07600:7:PV-002468361717;76:07601:9:PV-002520134438;76:07607:5:PV-005205947821;
OC1CCOCC1O,178,76:07600:7:PV-003398209636;76:07600:8:PV-003398254396;76:07601:3:PV-003398433710;
c1nn2cnnc2[nH]1,43,76:07600:7:PV-002416615533;76:07600:7:PV-002846067770;76:07601:2:PV-002106127909;
Cc1c(F)ccc2[nH]ccc12,99,76:07600:7:PV-002468361748;76:07601:2:PV-002261375616;76:07601:9:PV-003398620505;
O=c1[nH]nnc2ccc(Cl)cc12,21,76:07600:7:PV-002313113860;76:07602:7:PV-002106157568;76:07607:3:PV-002468497621;
CC1(C)CCCC(O)C1,438,76:07600:7:PV-002846061927;76:07600:8:PV-002571862336;76:07601:2:PV-002571871279;
CC1(O)CC2(CNC2)C1,14,76:07600:7:PV-003398211379;76:07601:4:PV-002846154701;76:07616:5:PV-002848166899;
c1nc2c([nH]1)CCOC2,67,76:07600:7:PV-002209611665;76:07602:9:PV-003398957233;76:07603:6:PV-003399207700;
CC1(C)CN=CS1,25,76:07600:7:PV-002846062641;76:07600:9:PV-002157870822;76:07602:7:PV-002468402327;
OC1CC2(CCCCC2)C1,152,76:07600:7:PV-003398212239;76:07601:2:PV-005199506363;76:07601:2:PV-005199625033;
Cc1ccc2c(c1)NCCC2,51,76:07600:7:PV-002846062819;76:07603:3:PV-002846402416;76:07603:9:PV-003399308745;
FC1(F)CC2CNCC2C1,24,76:07600:7:PV-002846062819;76:07602:4:PV-005200736181;76:07610:3:PV-005208783324;
O=S1(=O)N=Cc2ccccc21,113,76:07600:7:PV-002846062948;76:07604:4:PV-002846559819;76:07607:0:PV-002846895631;
N=c1cc[nH][nH]1,60,76:07600:7:PV-003398212819;76:07604:6:PV-003399559588;76:07606:8:PV-003400317065;
Cc1ccc2scnc2c1C,165,76:07600:7:PV-002571860173;76:07600:9:PV-002157869349;76:07602:0:PV-003398652157;
O=c1[nH]ncc2[nH]ncc12,2,76:07600:7:PV-002846063133;76:07644:8:PV-002851919809;
Cc1cc(O)nnc1C,89,76:07600:7:PV-002261364495;76:07601:8:PV-005200256478;76:07602:8:PV-002468405748;
O=c1[nH]cnc2c1oc1ccccc12,11,76:07600:7:PV-003398213699;76:07605:9:PV-003400005274;76:07609:7:PV-005208211094;
CC1CCc2ccccc2N1,220,76:07600:7:PV-002846063615;76:07601:0:PV-002846108024;76:07601:1:PV-005199477696;
c1ccc2c(c1)ncc1nnnn12,30,76:07600:7:PV-003398214910;76:07601:7:PV-005200025357;76:07601:9:PV-002846220954;
CC1NCCc2ccsc21,46,76:07600:7:PV-002846064128;76:07601:3:PV-002261378469;76:07605:2:PV-005203709256;
O=C1CCNc2ccc(O)cc21,50,76:07600:7:PV-002364867271;76:07600:7:PV-002106118778;76:07604:2:PV-003399415260;
Cc1ccc2c(c1)CCN2,139,76:07600:7:PV-003398215995;76:07601:2:PV-003398392524;76:07601:3:PV-002313127842;
Cc1cc(C)n2nc(C)cc2n1,16,76:07600:7:PV-003398217136;76:07601:5:PV-003398497338;76:07608:6:PV-003400927420;
c1cc2c(o1)CCCNC2,54,76:07600:7:PV-002846064814;76:07601:2:PV-002468373169;76:07602:3:PV-003398767264;
c1ncc2c(n1)CCOC2,103,76:07600:7:PV-002846064861;76:07602:0:PV-005200271953;76:07604:0:PV-002520177539;
CC1CCCC(C)(C)N1,38,76:07600:7:PV-002846064904;76:07607:0:PV-002846906382;76:07609:5:PV-005207973934;
CC1CCC2(CCNC2)CC1,64,76:07600:7:PV-003398217584;76:07601:0:PV-003398326721;76:07601:4:PV-005199789369;
Cn1cnc2cn[nH]c2c1=O,62,76:07600:7:PV-003398217855;76:07600:7:PV-003398217856;76:07600:7:PV-003398217857;
C1CC2(C1)CCN2,308,76:07600:7:PV-003398218654;76:07600:8:PV-002106120309;76:07601:2:PV-002846126431;
Cc1cn2nccc2c(=O)[nH]1,82,76:07600:7:PV-002157866096;76:07600:8:PV-003398264424;76:07600:9:PV-002468365786;
Clc1cccc2[nH]cnc12,87,76:07600:7:PV-003398219709;76:07601:4:PV-005199697733;76:07604:2:PV-002261437108;
CN1C=NCCC1,79,76:07600:7:PV-002846065820;76:07602:4:PV-002846290006;76:07603:2:PV-003399084716;
Clc1nc[nH]n1,6,76:07600:7:PV-002209612165;76:07601:4:PV-002416630747;76:07636:1:PV-002210336842;
NC1CCNc2ccccc21,16,76:07600:7:PV-003398220468;76:07619:0:PV-002848505045;76:07626:0:PV-002849431460;
C1CCC2(CC1)CCCOC2,109,76:07600:7:PV-002106118285;76:07602:6:PV-002846314087;76:07602:8:PV-003398936813;
NC1CC2CC12,126,76:07600:7:PV-003398220905;76:07602:9:PV-003398981412;76:07603:9:PV-003399321729;
Clc1cccc2nonc12,80,76:07600:7:PV-002846066191;76:07600:7:PV-002846066192;76:07601:2:PV-003398382457;
CC1CNCC(O)C1,618,76:07600:7:PV-003398221324;76:07600:7:PV-003398221325;76:07601:1:PV-005199381280;
OC1CNCC2(CC2)C1,60,76:07600:7:PV-003398221522;76:07602:4:PV-002846287108;76:07603:8:PV-003399283625;
C1=NCC2CCCCN1C2,49,76:07600:7:PV-003398221640;76:07602:6:PV-003398854518;76:07608:3:PV-003400830172;
Oc1cnnc(O)c1,397,76:07600:7:PV-003398222487;76:07600:7:PV-003398231812;76:07600:9:PV-003398282296;
O=c1cc[nH]c2ccc(F)cc12,63,76:07600:7:PV-003398224322;76:07608:7:PV-002847131815;76:07609:3:PV-002847211302;
Cc1ncsn1,134,76:07600:7:PV-002846067436;76:07600:7:PV-002846068117;76:07601:8:PV-003398588514;
Oc1ncnc2ncccc12,70,76:07600:7:PV-002846067582;76:07601:9:PV-002846225843;76:07605:0:PV-003399666498;
c1nc2cc3c(cc2[nH]1)OCO3,50,76:07600:7:PV-002520109987;76:07603:5:PV-003399188143;76:07603:5:PV-005201954172;
CC1CNc2ncnn2C1,47,76:07600:7:PV-002846068063;76:07602:8:PV-005201134833;76:07602:9:PV-003398968368;
Oc1cc(Cl)ccc1Cl,287,76:07600:7:PV-002846068079;76:07602:2:PV-005200564879;76:07602:7:PV-002846332032;
Clc1cnc2occc2c1,119,76:07600:7:PV-003398226335;76:07604:8:PV-003399625984;76:07604:8:PV-003399625986;
O=C1COc2ncncc2N1,34,76:07600:7:PV-002846068229;76:07606:1:PV-002846775080;76:07608:3:PV-005206839755;
Oc1cccc(Cl)c1F,351,76:07600:7:PV-002468362766;76:07601:0:PV-002157873376;76:07601:1:PV-002846118451;
C1=CSCCO1,725,76:07600:7:PV-003398226978;76:07600:7:PV-003398226979;76:07601:0:PV-003398329890;
CC1(C)CCNc2ccccc21,55,76:07600:7:PV-002261365266;76:07603:1:PV-003399032021;76:07605:0:PV-003399700946;
Cc1cc(Cl)c(C)cc1Cl,80,76:07600:7:PV-001936857106;76:07600:9:PV-005199179022;76:07601:2:PV-005199578149;
Cc1ncncc1F,168,76:07600:7:PV-002846068718;76:07601:5:PV-003398494542;76:07602:4:PV-005200763345;
Clc1ccc2occc2c1,338,76:07600:7:PV-003398227875;76:07601:0:PV-002313121185;76:07601:0:PV-002571867830;
Cc1ncc2ccc(F)cc2n1,42,76:07600:7:PV-002846069004;76:07602:5:PV-003398843132;76:07606:7:PV-003400270334;
Cc1cc(O)ncn1,175,76:07600:7:PV-002846069032;76:07601:2:PV-005199631922;76:07601:3:PV-002846150026;
Nc1noc2ccccc12,154,76:07600:7:PV-002364868048;76:07601:0:PV-002846107270;76:07601:6:PV-002313131644;
CC1(O)CCCCC1,254,76:07600:7:PV-003398229085;76:07600:7:PV-003398229086;76:07600:8:PV-003398268176;
Fc1ccc2cnoc2c1,226,76:07600:7:PV-002846069345;76:07601:0:PV-002313120959;76:07601:2:PV-003398391543;
Nc1nnco1,180,76:07600:7:PV-002571861142;76:07600:9:PV-005199226289;76:07601:0:PV-002846107873;
CC1(C)CCN1,137,76:07600:7:PV-002846069381;76:07601:2:PV-002209623049;76:07601:2:PV-002261375869;
Cc1cnn(C)c1N,481,76:07600:7:PV-003398229479;76:07600:9:PV-003398298639;76:07601:1:PV-003398373517;
Cc1ccc2c(c1)N(C)CCN2,98,76:07600:7:PV-002846069637;76:07600:9:PV-003398275220;76:07602:3:PV-005200646795;
CC1(C)CCc2ccoc2C1,4,76:07600:7:PV-002846069704;76:07612:1:PV-002847577030;76:07677:7:PV-002856287214;
Cc1cccc2ncccc12,218,76:07600:7:PV-002846069851;76:07600:8:PV-002846086112;76:07601:2:PV-003398386554;
c1cc2cncnn2c1,219,76:07600:7:PV-002846070211;76:07600:7:PV-005199045562;76:07601:0:PV-003398320113;
OC1CSC1,201,76:07600:7:PV-003398232357;76:07601:4:PV-003398470072;76:07601:8:PV-003398598324;
Cn1ccc2occc21,310,76:07600:7:PV-003398232423;76:07601:0:PV-003398338958;76:07602:6:PV-003398861468;
Cc1ccc2c(c1)CCS2,196,76:07600:7:PV-002416616901;76:07601:2:PV-003398396292;76:07601:2:PV-005199562150;
CC1CNc2ccccc2O1,141,76:07600:7:PV-002416616901;76:07601:1:PV-002846121617;76:07601:2:PV-002846136064;
c1ncc2[nH]cnc2n1,425,76:07600:7:PV-002846071017;76:07601:5:PV-002846175248;76:07601:6:PV-002846182762;
Oc1nnc[nH]1,10,76:07600:7:PV-002846071029;76:07608:8:PV-002847144307;76:07614:8:PV-002158155660;
Cc1c[nH]c(C)n1,16,76:07600:7:PV-003398233619;76:07604:0:PV-002313182507;76:07609:4:PV-005207914916;
c1cnc2[nH]nnc2c1,337,76:07600:7:PV-002846071485;76:07601:2:PV-000388147534;76:07601:2:PV-000266255596;
CN1CCC2(CCCCC2)CC1,16,76:07600:7:PV-002520110558;76:07614:4:PV-005213019296;76:07625:6:PV-004007204188;
NC12CCOCC1CNC2,126,76:07600:7:PV-003398234635;76:07600:8:PV-003398249791;76:07601:0:PV-003398309849;
O=c1nccc2[nH]ccn12,17,76:07600:7:PV-002846071719;76:07603:5:PV-002846431328;76:07606:8:PV-005205228877;
Clc1cc(Cl)c2c(c1)CCO2,125,76:07600:7:PV-003398234762;76:07601:1:PV-003398352633;76:07602:3:PV-002846273214;
c1cc2c(cn1)OCO2,106,76:07600:7:PV-003398234762;76:07601:5:PV-005199809588;76:07602:0:PV-003398658154;
O=C1NS(=O)(=O)c2cnccc21,21,76:07600:7:PV-003398235088;76:07612:2:PV-003402154425;76:07632:6:PV-003409140547;
Cn1ncc2nccnc21,78,76:07600:7:PV-002846071956;76:07601:4:PV-003398447606;76:07601:5:PV-005199916487;
CC1(C)CNCC2(CCCOC2)O1,18,76:07600:7:PV-002416617083;76:07602:4:PV-002468397072;76:07618:0:PV-002365222502;
Clc1cc2ccccc2o1,243,76:07600:7:PV-002846072255;76:07600:9:PV-002416620431;76:07601:2:PV-000110380624;
FC1C2CCCCC12,164,76:07600:7:PV-003398236145;76:07600:9:PV-003398289425;76:07601:0:PV-003398338014;
CC1NCCC1=O,45,76:07600:7:PV-002846072411;76:07602:9:PV-003398969256;76:07607:2:PV-005205663749;
O=S1(=O)CCC2(CCCN2)CC1,76,76:07600:7:PV-002468363362;76:07601:0:PV-002261371054;76:07601:0:PV-003398328682;
Cn1cc2c(n1)CCCC2,558,76:07600:7:PV-001466866328;76:07601:0:PV-002571867284;76:07601:1:PV-005199406431;
Cc1c[nH]c2ccccc12,173,76:07600:7:PV-002846072475;76:07602:8:PV-002846337694;76:07603:2:PV-002846398075;
C1CCC2(C1)CNCCN2,156,76:07600:7:PV-005199016934;76:07600:7:PV-005199050791;76:07601:1:PV-005199429797;
Clc1ccc2sncc2c1,94,76:07600:7:PV-005199018523;76:07602:0:PV-002209638630;76:07602:3:PV-002364900723;
Nc1ccnc2ccnn12,200,76:07600:7:PV-005199021170;76:07600:8:PV-002846073072;76:07600:8:PV-002846075538;
C1=CCOCC1,89,76:07600:7:PV-005199030343;76:07601:5:PV-003398487141;76:07601:5:PV-003398487142;
c1ccc2c(c1)NCCC21CC1,37,76:07600:7:PV-005199035603;76:07603:4:PV-005201817143;76:07610:1:PV-005208642965;
FC12CCCCC(C1)C2,114,76:07600:7:PV-005199046769;76:07601:8:PV-005200115187;76:07602:6:PV-005200942072;
Fc1cccc2sccc12,344,76:07600:7:PV-005199050791;76:07600:9:PV-002846088543;76:07600:9:PV-002846088544;
CN1CCc2ncsc2C1,53,76:07600:7:PV-005199053669;76:07602:0:PV-005200295600;76:07603:4:PV-005201768672;
O=C1CC2CCCC(C1)N2,23,76:07600:7:PV-005199054109;76:07602:5:PV-005200864774;76:07605:5:PV-004005341404;
Fc1cnc2c(c1)OCCN2,140,76:07600:7:PV-005199055001;76:07601:2:PV-005199485963;76:07601:5:PV-005199946441;
c1[nH]nc2c1CNCCC2,30,76:07600:7:PV-005199055251;76:07611:1:PV-002158079069;76:07611:9:PV-002847557164;
c1cc2n(n1)CC1(CC1)CO2,183,76:07600:7:PV-005199059811;76:07601:4:PV-005199714041;76:07602:3:PV-005200590980;
NC1C2CCC1NC2,106,76:07600:7:PV-005199060029;76:07601:3:PV-003398424415;76:07603:1:PV-003399042006;
Cc1n[nH]c2c1CCCC2,198,76:07600:7:PV-005199060550;76:07600:9:PV-002846091706;76:07601:0:PV-002846098872;
O=c1nc[nH]c2cnccc12,83,76:07600:7:PV-005199063833;76:07601:0:PV-003398323570;76:07601:7:PV-002846199061;
O=C1CCc2sccc21,118,76:07600:7:PV-005199063833;76:07600:9:PV-005199286497;76:07602:1:PV-005200435712;
Cc1nn2ccnc2s1,250,76:07600:7:PV-005199064944;76:07601:1:PV-002261372267;76:07603:6:PV-002846443297;
C1CSCCO1,56,76:07600:7:PV-005199067975;76:07602:1:PV-002846248642;76:07602:3:PV-002846277581;
O=S1(=O)CCC2CNCCN21,43,76:07600:7:PV-005199070303;76:07600:8:PV-003398249500;76:07604:8:PV-005203128532;
c1cnc2c(c1)CCCO2,263,76:07600:7:PV-005199070588;76:07600:9:PV-003398295281;76:07602:7:PV-002846322347;
C1COCC2(C1)CNC2,29,76:07600:7:PV-005199075244;76:07601:5:PV-005199902933;76:07607:3:PV-003400480839;
Cc1ccc(C)nn1,329,76:07600:7:PV-005199083872;76:07600:9:PV-003398300621;76:07601:1:PV-002261372659;
O=C1CCC=NN1,218,76:07600:7:PV-005199083940;76:07602:1:PV-003398701912;76:07602:1:PV-003398701913;
O=S1(=O)CCCNC1,98,76:07600:7:PV-005199087753;76:07602:2:PV-003398724987;76:07602:4:PV-003398794000;
O=C1CCc2cnccc2N1,72,76:07600:8:PV-005199094304;76:07603:4:PV-002846421845;76:07605:0:PV-002106205232;
C1CNC2CNCCC2C1,369,76:07600:8:PV-005199095952;76:07600:9:PV-005199233380;76:07602:2:PV-005200548642;
O=c1nc(O)cc2n1CCC2,141,76:07600:8:PV-005199106807;76:07601:7:PV-005199957685;76:07602:5:PV-005200768139;
O=c1[nH]c2nccn2c2ccccc12,14,76:07600:8:PV-005199114498;76:07605:9:PV-002846750877;76:07612:4:PV-002847624999;
C1CCC2(CC1)COC2,66,76:07600:8:PV-005199117399;76:07600:8:PV-003398263273;76:07604:5:PV-005202775381;
O=S1(=O)CCC12CCCCC2,268,76:07600:8:PV-005199122911;76:07601:0:PV-002846105558;76:07601:1:PV-005199413130;
Cn1ccc2cccnc21,194,76:07600:8:PV-005199128569;76:07601:8:PV-002106140652;76:07601:9:PV-003398612897;
CC1NCC(=O)Nc2ccccc21,22,76:07600:8:PV-005199132990;76:07602:0:PV-005200365710;76:07604:2:PV-005202580770;
O=S1(=O)CCc2[nH]ncc2C1,143,76:07600:8:PV-005199138285;76:07600:9:PV-005199206580;76:07601:8:PV-005200114858;
C1CC2(C1)CCNCCO2,47,76:07600:8:PV-005199139028;76:07603:9:PV-003399323269;76:07605:7:PV-005204136172;
Oc1ccc2scnc2c1,56,76:07600:8:PV-005199153744;76:07608:5:PV-003400904054;76:07611:2:PV-002847457502;
O=S1(=O)CC2CCN1C2,68,76:07600:8:PV-005199154025;76:07602:1:PV-003398684300;76:07602:3:PV-004005039853;
Cc1cc(=O)[nH]c2ccccc12,94,76:07600:8:PV-005199155634;76:07601:0:PV-005199355928;76:07601:1:PV-002846118589;
CC1NCCc2ccc(F)cc21,43,76:07600:8:PV-005199155719;76:07603:8:PV-002846472271;76:07605:4:PV-002571956533;
Clc1cc2nc[nH]c2cc1Cl,100,76:07600:8:PV-005199157917;76:07602:8:PV-002846342192;76:07603:3:PV-002846408268;
O=c1nc[nH]c2[nH]ncc12,64,76:07600:8:PV-005199164500;76:07600:9:PV-005199192796;76:07603:5:PV-005201857020;
CN1CC2CCC(C1)N2,29,76:07600:8:PV-002520110753;76:07604:6:PV-005203083529;76:07605:3:PV-003399802352;
O=C1NCCCc2occc21,188,76:07600:8:PV-003398237439;76:07601:4:PV-002846153459;76:07603:1:PV-002846383955;
C1CNC2(CCOCC2)CN1,13,76:07600:8:PV-002846072962;76:07601:6:PV-002846175882;76:07603:1:PV-002846388013;
CC1(C)Cc2cccc(O)c2O1,37,76:07600:8:PV-002106119306;76:07604:2:PV-003399412258;76:07604:2:PV-003399412259;
CC1CCC(C)CC1,857,76:07600:8:PV-002468363476;76:07600:8:PV-003398262316;76:07601:3:PV-001563613569;
O=c1[nH][nH]c(=O)c2ccccc12,90,76:07600:8:PV-003398238377;76:07602:8:PV-005201107022;76:07602:8:PV-005201138257;
O=C1COC2(CCNCC2)N1,70,76:07600:8:PV-003398238576;76:07602:3:PV-003398752913;76:07603:7:PV-003399252678;
O=C1CCn2cncc2N1,12,76:07600:8:PV-002846073308;76:07600:8:PV-002846073309;76:07604:4:PV-002846558319;
C1CNC2CCOC2C1,127,76:07600:8:PV-003398238950;76:07602:2:PV-003398731524;76:07604:9:PV-003399650824;
FC1(F)CCc2[nH]ncc2C1,57,76:07600:8:PV-003398239028;76:07601:4:PV-003398471436;76:07605:3:PV-003399793771;
O=S1(=O)CC2CC2C1,186,76:07600:8:PV-003398239196;76:07601:8:PV-005200248209;76:07602:0:PV-003398665464;
Cc1ccc(Cl)nn1,62,76:07600:8:PV-003398239664;76:07602:2:PV-003398741527;76:07603:2:PV-002209662781;
c1cc2[nH]ccn2n1,99,76:07600:8:PV-002846073766;76:07601:2:PV-002846134409;76:07602:4:PV-003398787807;
Clc1nncs1,25,76:07600:8:PV-002846073779;76:07601:4:PV-005199645953;76:07603:6:PV-003399229677;
Cc1cnc2cc(F)ccc2c1Cl,12,76:07600:8:PV-002846073782;76:07616:6:PV-002848175673;76:07618:8:PV-002848472361;
CC1CNCC2(CCOC2)O1,12,76:07600:8:PV-003398240036;76:07604:1:PV-002209681417;76:07607:7:PV-002365011399;
NC1CC2CCC1O2,150,76:07600:8:PV-003398240712;76:07601:3:PV-003398414945;76:07602:1:PV-003398678678;
CC1(C)CCCCc2ccccc21,66,76:07600:8:PV-002846074343;76:07601:2:PV-002846129591;76:07605:7:PV-002846730474;
O=c1ccoc2ccccc12,364,76:07600:8:PV-002846074371;76:07600:9:PV-002846096326;76:07601:6:PV-002106136087;
Cc1ccn2ncnc2c1,83,76:07600:8:PV-003398241609;76:07600:8:PV-002416618397;76:07600:9:PV-002468367073;
Cc1cccc2c1OCC2,171,76:07600:8:PV-002157867404;76:07600:8:PV-002520112159;76:07601:3:PV-002157877318;
Clc1cnn2cccnc12,294,76:07600:8:PV-002313115794;76:07601:8:PV-002846207073;76:07602:1:PV-002846244338;
