fragment_smiles,occurences,example_ligands
Cc1cc2n[nH]c(=O)n2c(C)n1,7,76:07600:5:PV-002846040636;76:07607:9:PV-002847021000;76:07615:8:PV-005214400808;
c1cn2cncc2cn1,172,76:07600:5:PV-003398155915;76:07600:9:PV-005199179013;76:07601:0:PV-003398320918;
CC1Nc2cccnc2NC1=O,59,76:07600:5:PV-003398155916;76:07603:4:PV-002846427250;76:07603:8:PV-003399271573;
Fc1ccc2ocnc2c1,279,76:07600:5:PV-003398155970;76:07600:7:PV-002846070544;76:07601:1:PV-003398349787;
CC1CCC(O)C1,106,76:07600:5:PV-003398156066;76:07601:3:PV-003398406247;76:07601:8:PV-005200140486;
OC1COc2ccccc2C1,221,76:07600:5:PV-003398156098;76:07600:5:PV-003398156099;76:07600:6:PV-005198910526;
CC1Cc2ccccc2CN1,135,76:07600:5:PV-003398156402;76:07600:6:PV-003398187251;76:07601:7:PV-002846192689;
Oc1cc2ccccc2cn1,139,76:07600:5:PV-002846040945;76:07600:7:PV-002313113872;76:07601:2:PV-002846126906;
Cc1cc2c(=O)[nH]cnc2o1,69,76:07600:5:PV-002846041124;76:07601:1:PV-002313122359;76:07602:0:PV-002520136252;
CC1CN(C)C(C)CN1,269,76:07600:5:PV-003398157196;76:07600:8:PV-005199127689;76:07601:4:PV-005199669227;
CC1CNCC(C)N1,676,76:07600:5:PV-002468358721;76:07600:7:PV-002846064769;76:07600:9:PV-003398273819;
Cc1cc2cccc(C)n2n1,84,76:07600:5:PV-003398160000;76:07602:7:PV-003398897787;76:07602:7:PV-003398914513;
CC12CCC(C1)C(C)(C)C2,28,76:07600:5:PV-003398160527;76:07612:7:PV-003402329296;76:07613:2:PV-003402508357;
OC1CNC2(CCCC2)CC1O,22,76:07600:5:PV-003398160691;76:07604:9:PV-003399650952;76:07609:1:PV-003401112346;
O=c1cc[nH]c2ncnn12,10,76:07600:5:PV-002846042665;76:07608:4:PV-002847092048;76:07621:7:PV-002848854480;
CC1CNCC1F,126,76:07600:5:PV-003398161141;76:07602:4:PV-003398808419;76:07602:5:PV-003398835784;
C1CC2(CCN1)CNCCO2,408,76:07600:5:PV-000597581333;76:07600:9:PV-001782369362;76:07601:4:PV-003398473470;
Cc1nc2c(o1)CCCC2,50,76:07600:5:PV-002313111013;76:07601:0:PV-005199340744;76:07604:0:PV-003399353173;
Fc1ccc2c(c1)NCCC2,147,76:07600:5:PV-002416612679;76:07601:6:PV-002846180765;76:07601:8:PV-005200252679;
CC12CCC(CC1)CO2,186,76:07600:5:PV-002846043090;76:07600:6:PV-005198899721;76:07602:2:PV-002846267109;
CC1(C)CC2(CCNC2)CO1,51,76:07600:5:PV-002846043503;76:07600:9:PV-005199180252;76:07603:7:PV-005202050868;
Cn1cnc2sccc21,365,76:07600:5:PV-003398163347;76:07600:6:PV-003398179947;76:07601:1:PV-003398366879;
O=C1Cc2ccccc2CN1,77,76:07600:5:PV-002846043661;76:07601:2:PV-002846136477;76:07603:6:PV-003399193791;
C1CNCC2(C1)OCC1CC12,179,76:07600:5:PV-003398164030;76:07601:3:PV-003398424184;76:07601:6:PV-003398530677;
FC12CCC(CNC1)C2,64,76:07600:5:PV-002846043984;76:07606:5:PV-002846829477;76:07607:0:PV-002846903900;
C1CC2CCC(CN1)C2,105,76:07600:5:PV-004004877566;76:07601:7:PV-002846193995;76:07605:7:PV-002846723474;
Clc1cccc2occc12,45,76:07600:5:PV-003398165095;76:07600:8:PV-002416617871;76:07601:6:PV-003398518383;
Cc1cccc2cccnc12,605,76:07600:5:PV-003398165749;76:07600:5:PV-003398171062;76:07600:7:PV-002846062273;
Clc1cc2cc[nH]c2s1,316,76:07600:5:PV-003398165993;76:07601:0:PV-003398339756;76:07601:1:PV-005199470011;
O=C1NCCNC12CCNCC2,20,76:07600:5:PV-002846044553;76:07603:5:PV-003399169190;76:07603:9:PV-003399303679;
Cc1cncc(O)c1,117,76:07600:5:PV-002157862931;76:07602:6:PV-002571899430;76:07605:0:PV-002157954421;
O=C1NCNc2ccccc21,11,76:07600:5:PV-002846045157;76:07605:0:PV-003399675086;76:07606:6:PV-003400223405;
c1ccc2c(c1)CSCCN2,79,76:07600:5:PV-003398168174;76:07602:1:PV-003398684487;76:07603:1:PV-003399047881;
Oc1ccnc2c(F)ccc(F)c12,40,76:07600:5:PV-002106115233;76:07601:4:PV-003398456202;76:07606:8:PV-002261489799;
c1ncc2[nH]ncc2n1,492,76:07600:5:PV-003398168615;76:07600:6:PV-003398177766;76:07601:2:PV-003398394787;
FC1(F)CCc2ccccc2C1,16,76:07600:5:PV-002846045630;76:07604:2:PV-002846526837;76:07610:0:PV-003401398462;
C1=NCC2CCCCN12,122,76:07600:5:PV-003398168751;76:07600:5:PV-002846045636;76:07600:9:PV-003398289861;
C1CCC2(CC1)CCCNC2,137,76:07600:5:PV-002846045900;76:07600:9:PV-003398285695;76:07601:3:PV-003398411995;
O=c1cnc2ccncc2[nH]1,25,76:07600:5:PV-002846045986;76:07601:2:PV-002846126824;76:07612:2:PV-002847600294;
c1cc2c(nn1)CCOC2,138,76:07600:5:PV-003398169869;76:07600:6:PV-002846047656;76:07602:2:PV-003398722996;
Cn1c(=O)ccc2ccc(Cl)cc21,28,76:07600:5:PV-003398170329;76:07607:6:PV-002846983151;76:07609:5:PV-002847229950;
Cc1ccc2occ(C)c2c1,78,76:07600:5:PV-003398170477;76:07602:1:PV-003398694298;76:07602:6:PV-005201017514;
C1CC2CCNCC(C1)C2,83,76:07600:5:PV-002846046354;76:07600:6:PV-002846049213;76:07603:1:PV-002846377105;
CC1=CCC(C)=NN1,2,76:07600:5:PV-003398170622;76:07663:1:PV-002854346803;
Cc1nnc2ccccn12,653,76:07600:5:PV-003398170757;76:07600:9:PV-005199316928;76:07601:5:PV-005199831345;
C1COCC2(CC2)CN1,76,76:07600:5:PV-003398171224;76:07600:9:PV-005199313330;76:07602:6:PV-003398861984;
O=C1COc2ncccc2N1,280,76:07600:5:PV-002846046642;76:07601:1:PV-003398369853;76:07601:2:PV-003398392323;
CC1(C)CCC2(CCN2)C1,77,76:07600:5:PV-002846046760;76:07600:8:PV-002846086524;76:07601:2:PV-003398380927;
c1cc2c(s1)CCSC2,544,76:07600:5:PV-003398171911;76:07600:6:PV-003398193893;76:07600:9:PV-005199193131;
Oc1ccc2c(c1)CCCC2,271,76:07600:5:PV-002468359457;76:07600:9:PV-002846089339;76:07602:0:PV-003398654607;
c1cnc2occc2c1,842,76:07600:5:PV-002468359457;76:07600:8:PV-003398268927;76:07600:8:PV-003398268928;
C1CNCSC1,53,76:07600:5:PV-003398172123;76:07602:9:PV-002520154514;76:07606:1:PV-003400061685;
NC1CCS(=O)(=O)C1,177,76:07600:5:PV-003398172124;76:07600:6:PV-002846052950;76:07601:1:PV-003398365576;
O=S1(=O)NCc2cc(Cl)ccc21,50,76:07600:5:PV-002846046985;76:07601:1:PV-005199407890;76:07602:5:PV-002846297573;
Cc1cc2ccccc2n(C)c1=O,45,76:07600:6:PV-002846047081;76:07601:8:PV-002416638077;76:07602:9:PV-002106163240;
Fc1ccc2c(c1)CCCCO2,28,76:07600:6:PV-003398172880;76:07601:0:PV-002846105291;76:07605:1:PV-003399719837;
CC1(C)C(=O)Nc2ccccc21,86,76:07600:6:PV-002846047381;76:07601:8:PV-002846205776;76:07602:6:PV-002846312866;
O=S1(=O)CC2CCCC2C1,237,76:07600:6:PV-002846047415;76:07601:2:PV-003398377198;76:07601:3:PV-004004949967;
CC1CNCS1,30,76:07600:6:PV-003398174418;76:07601:0:PV-003398304474;76:07602:4:PV-003398816171;
O=c1[nH]c(=O)c2ccc(F)cc2[nH]1,17,76:07600:6:PV-002846047914;76:07622:2:PV-005220862029;76:07625:4:PV-002849349443;
c1ncc2c(n1)COCC2,40,76:07600:6:PV-003398174984;76:07602:2:PV-002846260718;76:07604:6:PV-002846576562;
CC1OCCc2ccccc21,109,76:07600:6:PV-002209609511;76:07600:8:PV-003398239473;76:07600:9:PV-002846087006;
Cc1cc(Cl)cn2ccnc12,79,76:07600:6:PV-003398176031;76:07603:0:PV-003399011259;76:07603:3:PV-002846410665;
C1CCC2(CC1)CNCCO2,448,76:07600:6:PV-003398176063;76:07600:6:PV-002846048463;76:07600:6:PV-001274467920;
C1CC2CCN(C1)C2,235,76:07600:6:PV-002846048534;76:07600:7:PV-002846068476;76:07600:9:PV-002846087581;
Clc1cccc2c1CC2,441,76:07600:6:PV-002520107105;76:07600:9:PV-005199201390;76:07601:6:PV-003398515864;
CC1Cc2cc(Cl)ccc2N1,100,76:07600:6:PV-002261362295;76:07602:4:PV-003398789660;76:07603:5:PV-005201844590;
Fc1cc(Cl)c2c(c1)CNCC2,89,76:07600:6:PV-002157863560;76:07602:2:PV-002520140025;76:07602:2:PV-002571890813;
NC1CCc2ncsc2C1,38,76:07600:6:PV-002846048792;76:07600:6:PV-005198987191;76:07603:8:PV-002846470180;
CC1(C)C2CCCC1C2,341,76:07600:6:PV-003398177169;76:07600:6:PV-003398192397;76:07600:8:PV-003398239571;
C1CCC2(CCCC2)OC1,211,76:07600:6:PV-002846048872;76:07600:7:PV-002571859745;76:07600:8:PV-002846085220;
c1cc2c3c(c1)CCC3CCC2,15,76:07600:6:PV-002571858054;76:07604:8:PV-003399604634;76:07606:9:PV-003400344839;
Nc1ccn2nccc2c1,43,76:07600:6:PV-003398177638;76:07607:0:PV-003400382851;76:07607:6:PV-003400589505;
Cc1cnn2cccnc12,552,76:07600:6:PV-002846049113;76:07600:7:PV-002416615539;76:07600:7:PV-003398211521;
FC1(F)CCCCCC1,314,76:07600:6:PV-002209609657;76:07600:6:PV-002364866227;76:07600:9:PV-005199212279;
Cn1c(=O)[nH]c2ccsc21,10,76:07600:6:PV-003398178168;76:07616:7:PV-003403719432;76:07617:7:PV-005216371744;
Clc1noc2ccccc12,102,76:07600:6:PV-002846049213;76:07600:9:PV-002846091777;76:07601:3:PV-002364879431;
O=C1CCNc2ccccc2N1,71,76:07600:6:PV-002846049250;76:07600:6:PV-002846049251;76:07600:6:PV-003398178260;
Cc1coc2ccc(F)cc12,210,76:07600:6:PV-002846049252;76:07600:7:PV-003398230411;76:07601:0:PV-002416621404;
O=C1COc2ccc(Cl)cc2N1,159,76:07600:6:PV-002261362380;76:07600:8:PV-002846073848;76:07601:3:PV-004004946343;
CC1CCN(C)c2ccccc2N1,21,76:07600:6:PV-002846049359;76:07605:7:PV-002846731953;76:07609:9:PV-003401355833;
NC1CS(=O)(=O)C1,85,76:07600:6:PV-003398179445;76:07601:4:PV-003398475761;76:07602:8:PV-003398945196;
CC1CCNC1C,43,76:07600:6:PV-003398179453;76:07601:0:PV-002646477270;76:07601:2:PV-002646486280;
Cc1ccc(C)c2c1CCCO2,94,76:07600:6:PV-002846049844;76:07600:6:PV-002846049845;76:07601:8:PV-003398578203;
c1cn2c(n1)CCC21CNC1,67,76:07600:6:PV-002846049910;76:07601:2:PV-002846127536;76:07601:2:PV-002846127537;
c1ncc2c3c(sc2n1)CCCCC3,28,76:07600:6:PV-002571858207;76:07600:6:PV-003398187204;76:07601:5:PV-002468378365;
CC1=CC(C)=NS(=O)(=O)N1,141,76:07600:6:PV-003398180124;76:07602:3:PV-002846273344;76:07602:4:PV-002846293140;
C1CC12CCC1(CC1)CC2,46,76:07600:6:PV-003398180190;76:07602:4:PV-003398783154;76:07611:3:PV-003401839864;
Cc1ccc2cccnc2c1C,146,76:07600:6:PV-002846050130;76:07600:7:PV-002846061867;76:07600:8:PV-003398251378;
CN1CCc2c(F)cccc2C1,4,76:07600:6:PV-003398180470;76:07600:7:PV-002846062923;76:07634:8:PV-005233691214;
Cc1nc2c(F)cccc2o1,78,76:07600:6:PV-003398180712;76:07600:6:PV-002846050265;76:07600:6:PV-003398180713;
O=S1(=O)NCCN1,128,76:07600:6:PV-003398180849;76:07602:6:PV-002106156339;76:07603:7:PV-005202089826;
Cc1cnc2c(n1)CCCC2,92,76:07600:6:PV-002846050456;76:07601:6:PV-002846188732;76:07602:6:PV-003398877398;
Fc1ccc2sccc2c1F,101,76:07600:6:PV-003398181572;76:07603:3:PV-004005135560;76:07603:3:PV-003399125924;
Oc1cc(O)ncn1,224,76:07600:6:PV-002416613865;76:07601:4:PV-002468376471;76:07602:2:PV-003398744796;
c1ccc2c(c1)CNCC1(CCC1)O2,28,76:07600:6:PV-002416613868;76:07604:4:PV-002313189268;76:07604:9:PV-003399636614;
CC1CCc2c(sc3ncncc23)C1,36,76:07600:6:PV-002416613895;76:07601:7:PV-002846201318;76:07602:0:PV-002364893545;
Fc1ccc2c(Cl)csc2c1,60,76:07600:6:PV-003398182235;76:07603:5:PV-005201851455;76:07605:0:PV-002846627050;
c1n[nH]c2c1CCSC2,275,76:07600:6:PV-002846050893;76:07600:6:PV-002846050894;76:07601:2:PV-002846134406;
CC1CCC(=O)N(C)C1,215,76:07600:6:PV-003398182380;76:07601:2:PV-003398392040;76:07601:2:PV-003398392041;
Cc1cc2scnc2s1,41,76:07600:6:PV-002209609913;76:07602:8:PV-003398925482;76:07602:9:PV-003398957726;
O=C1CCC2(CCCNC2)CN1,31,76:07600:6:PV-003398182525;76:07600:8:PV-003398244249;76:07611:5:PV-005210050205;
Cc1cccc2c(O)ccnc12,78,76:07600:6:PV-003398183023;76:07602:3:PV-002416648392;76:07606:6:PV-003400239218;
CN1CCc2ccsc2C1,133,76:07600:6:PV-002846051163;76:07600:8:PV-002846083103;76:07601:4:PV-005199749436;
c1cc2c(nn1)CCCO2,64,76:07600:6:PV-003398183139;76:07608:4:PV-003400854086;76:07609:0:PV-003401077938;
CC1(C)CNCCc2ccccc21,93,76:07600:6:PV-003398183163;76:07600:6:PV-005198900111;76:07601:7:PV-003398549684;
Nc1ncncc1Cl,15,76:07600:6:PV-002846051326;76:07610:2:PV-002847332703;76:07614:5:PV-002847895795;
Cc1coc2c(F)cccc12,46,76:07600:6:PV-002846051453;76:07602:8:PV-002846346814;76:07603:8:PV-002846477103;
C1CC2(CCO1)CCOC2,151,76:07600:6:PV-002846051581;76:07601:9:PV-003398615767;76:07602:3:PV-003398751468;
Cn1cnc2ccccc2c1=O,324,76:07600:6:PV-002846051680;76:07600:7:PV-002846062527;76:07600:9:PV-005199270554;
O=S1(=O)CCCc2ccccc21,167,76:07600:6:PV-003398184449;76:07600:8:PV-002846086109;76:07601:0:PV-002846107154;
C1CNCC2(C1)CCCO2,204,76:07600:6:PV-003398184550;76:07600:8:PV-003398263394;76:07601:9:PV-003398620187;
Cc1coc2c(C)cccc12,95,76:07600:6:PV-002846051850;76:07601:8:PV-003398601489;76:07604:6:PV-002846582235;
C1CC2(CCS1)CC2,723,76:07600:6:PV-005198853898;76:07600:8:PV-003398245796;76:07600:9:PV-003398287716;
NC1CNCCc2ccccc21,54,76:07600:6:PV-005198855860;76:07601:8:PV-002846210025;76:07603:7:PV-005202097571;
O=S1(=O)CC2(CCN2)C1,34,76:07600:6:PV-005198856799;76:07600:9:PV-002846090901;76:07600:9:PV-002846090902;
Cc1cccc2c1NCC(O)C2,73,76:07600:6:PV-005198861489;76:07605:7:PV-005204178206;76:07607:5:PV-005205955696;
Clc1ccc2ncncc2c1,44,76:07600:6:PV-005198866746;76:07601:1:PV-003398351753;76:07601:6:PV-003398506485;
CC1CNCC(C)S1(=O)=O,29,76:07600:6:PV-005198869215;76:07604:5:PV-002846570043;76:07611:7:PV-002847526240;
FC1CCC2CCC12,40,76:07600:6:PV-005198869448;76:07602:9:PV-005201316867;76:07606:8:PV-003400313452;
CC1CCNCCS1(=O)=O,35,76:07600:6:PV-005198871008;76:07600:6:PV-002846058026;76:07611:3:PV-002313332862;
CC1COC2CCCCC12,147,76:07600:6:PV-005198876499;76:07600:7:PV-003398232233;76:07600:7:PV-003398232234;
FC1(F)CNCCOC1,76,76:07600:6:PV-005198882438;76:07601:9:PV-002846219184;76:07601:9:PV-002846222557;
Clc1cncc2sccc12,167,76:07600:6:PV-005198884181;76:07600:7:PV-003398207867;76:07602:1:PV-003398701750;
CC1CC2(CCCCC2)CN1,192,76:07600:6:PV-005198893091;76:07600:6:PV-005198893092;76:07601:1:PV-003398365260;
O=c1[nH]cccc1F,27,76:07600:6:PV-005198894336;76:07601:5:PV-005199927944;76:07602:9:PV-002364912880;
Nc1ncn[nH]1,338,76:07600:6:PV-005198894854;76:07600:7:PV-002846071082;76:07601:0:PV-002846098729;
C1CCC2(CC2)NC1,342,76:07600:6:PV-005198895288;76:07600:6:PV-003398189612;76:07600:7:PV-003398223236;
OC1COC2(CCNCC2)C1O,55,76:07600:6:PV-005198895349;76:07602:8:PV-003398935095;76:07604:4:PV-003399478966;
Nc1ccns1,156,76:07600:6:PV-005198898850;76:07601:6:PV-002846175903;76:07603:3:PV-003399107203;
FC1(F)CNCc2ccccc21,92,76:07600:6:PV-005198901345;76:07601:1:PV-003398358341;76:07601:2:PV-003398396108;
Cc1ccc(Cl)s1,203,76:07600:6:PV-005198901608;76:07600:8:PV-004004900153;76:07600:9:PV-005199305776;
CN1CCCc2ccccc2C1,27,76:07600:6:PV-005198901611;76:07604:0:PV-003399344186;76:07605:7:PV-002846723866;
Cc1sc2ncncc2c1C,63,76:07600:6:PV-005198906603;76:07603:3:PV-002846401213;76:07604:1:PV-002846509360;
CC1(C)CCC1N,107,76:07600:6:PV-005198908731;76:07602:1:PV-003398707002;76:07602:9:PV-005201355101;
Cc1cccc2c1NCCN2,94,76:07600:6:PV-005198908891;76:07604:6:PV-005202926108;76:07605:4:PV-005203856579;
Cc1ccc(Cl)c2[nH]ccc12,119,76:07600:6:PV-005198910292;76:07600:6:PV-005198910293;76:07600:6:PV-005198910294;
Cc1ccnc(N)n1,559,76:07600:6:PV-005198914378;76:07600:6:PV-005198914379;76:07600:6:PV-005198914380;
Cc1ccn(C)c(=O)c1,157,76:07600:6:PV-005198918036;76:07601:7:PV-005199973449;76:07602:3:PV-002106150052;
Cc1c(F)cccc1F,173,76:07600:6:PV-005198918380;76:07602:7:PV-002846331941;76:07602:8:PV-005201110089;
Clc1ccc2c(c1)CC1CC21,55,76:07600:6:PV-005198923732;76:07601:0:PV-002846107201;76:07602:8:PV-002520152425;
O=C1CC2CNCC2N1,131,76:07600:6:PV-005198924109;76:07600:6:PV-005198988411;76:07603:1:PV-005201502679;
CC1(C)CC(=O)c2ccccc2O1,31,76:07600:6:PV-005198929029;76:07600:6:PV-005198929030;76:07601:1:PV-002261373403;
C1CC2NCC2O1,289,76:07600:6:PV-005198930400;76:07601:1:PV-003398371031;76:07601:3:PV-003398409571;
O=C1NCC(=O)N2CCCCC12,164,76:07600:6:PV-005198936083;76:07600:7:PV-005199055808;76:07603:2:PV-005201633344;
O=c1ccc2c([nH]1)CCNC2,198,76:07600:6:PV-005198936184;76:07601:3:PV-002846137332;76:07602:6:PV-003398857110;
O=c1[nH]c2cccc(Cl)c2[nH]1,190,76:07600:6:PV-005198941083;76:07601:3:PV-002846146989;76:07601:7:PV-002846199599;
Cc1ccc2c(c1)CNC2,87,76:07600:6:PV-005198942975;76:07604:0:PV-003399334128;76:07605:2:PV-002846659530;
CC1COc2ccnn2C1,316,76:07600:6:PV-005198942975;76:07600:6:PV-005198976523;76:07600:7:PV-005199046581;
Clc1n[nH]c2ccccc12,137,76:07600:6:PV-005198943288;76:07600:7:PV-005199028889;76:07601:2:PV-005199571128;
CC1(C)CCCNC1=O,342,76:07600:6:PV-005198944647;76:07600:7:PV-002846059242;76:07601:3:PV-003398439321;
Cn1cnc2c1CCNC2,144,76:07600:6:PV-005198945358;76:07600:8:PV-005199132113;76:07601:4:PV-005199668402;
Clc1cccc2cc[nH]c12,226,76:07600:6:PV-005198946684;76:07601:1:PV-005199392631;76:07602:8:PV-005201109522;
CC1(C)CC2CCOC21,27,76:07600:6:PV-005198948317;76:07608:2:PV-003400799101;76:07609:2:PV-003401145476;
FC1(F)CC2CC1CN2,37,76:07600:6:PV-005198951371;76:07601:5:PV-003398477238;76:07604:6:PV-005203019344;
Fc1cc(F)c2c(c1)CCCO2,216,76:07600:6:PV-005198953466;76:07600:6:PV-003398185571;76:07602:3:PV-003398752167;
Cc1cccc2c1CCOC2,101,76:07600:6:PV-005198957590;76:07602:5:PV-005200777374;76:07602:5:PV-005200777375;
Cn1cccc1Cl,41,76:07600:6:PV-005198958916;76:07601:1:PV-002846121104;76:07605:0:PV-003399680384;
FC1(F)C2CCCC1CC2,176,76:07600:6:PV-005198962690;76:07600:9:PV-003398287044;76:07600:9:PV-003398287046;
Oc1cccc2c1CCCNC2,65,76:07600:6:PV-005198965473;76:07601:2:PV-005199522900;76:07604:5:PV-005202790459;
O=C1COc2ccncc2N1,117,76:07600:6:PV-005198966750;76:07601:2:PV-005199504871;76:07602:2:PV-005200500847;
Clc1ncc2cc[nH]c2n1,40,76:07600:6:PV-005198968639;76:07600:7:PV-005199031079;76:07601:7:PV-005199996545;
C1=NOC2C3CCC(C3)C12,70,76:07600:6:PV-005198974039;76:07601:6:PV-003398528655;76:07602:3:PV-003398773808;
O=S1(=O)CCNC1,102,76:07600:6:PV-005198977160;76:07601:7:PV-003398577113;76:07601:7:PV-003398577114;
FC1(F)CCC2(CC1)CNC2,29,76:07600:6:PV-005198977160;76:07609:3:PV-002365043976;76:07610:8:PV-002520316257;
O=C1NCCOC2CCCNC12,150,76:07600:6:PV-005198977451;76:07600:7:PV-003398234969;76:07602:2:PV-003398740865;
C1CCC2CCC2CC1,486,76:07600:6:PV-005198978737;76:07601:0:PV-003398331529;76:07601:2:PV-005199516766;
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,20,76:07600:6:PV-005198979038;76:07607:0:PV-002846895809;76:07607:0:PV-002846895810;
Cn1cc2nc[nH]c(=O)c2c1,6,76:07600:6:PV-005198980685;76:07637:4:PV-003410787509;76:07642:7:PV-003412615854;
OC1CCC2CCC12,286,76:07600:6:PV-005198982763;76:07600:9:PV-005199303055;76:07601:1:PV-005199394738;
Cc1cc(=O)n(C)cn1,202,76:07600:6:PV-005198986415;76:07600:9:PV-003398273809;76:07601:6:PV-003398536689;
C1CN2CCOCC2CN1,41,76:07600:6:PV-005198987495;76:07602:0:PV-002106144940;76:07603:7:PV-003399245779;
Cc1ccc2cn[nH]c2n1,87,76:07600:6:PV-005198987643;76:07604:2:PV-005202495150;76:07604:5:PV-002846564871;
CC1(C)COCCCN1,30,76:07600:6:PV-005198994337;76:07601:5:PV-005199858700;76:07603:2:PV-002846388218;
O=c1cccc2n1CCCC2,59,76:07600:6:PV-005199001188;76:07602:2:PV-003398720730;76:07602:2:PV-003398720731;
Cn1ncc2cnc(Cl)nc21,25,76:07600:6:PV-005199001622;76:07601:2:PV-005199492797;76:07603:7:PV-002846460738;
C1CC12CNOC2,37,76:07600:6:PV-005199001748;76:07600:6:PV-002209610371;76:07601:2:PV-002520119438;
O=C1CCC2(CCC2)CC1,58,76:07600:6:PV-002846051882;76:07601:7:PV-005200091647;76:07602:7:PV-003398919340;
c1noc2c1CCCC2,464,76:07600:6:PV-003398185503;76:07600:6:PV-003398185504;76:07600:6:PV-002846053755;
Fc1c(Cl)ccn2nccc12,131,76:07600:6:PV-002364865461;76:07600:9:PV-002313118762;76:07601:1:PV-002846115914;
O=C1NCCCN1,773,76:07600:6:PV-002157864095;76:07600:6:PV-003398196474;76:07601:4:PV-003398452634;
FC1(F)CNc2ccccc2O1,81,76:07600:6:PV-003398186576;76:07601:8:PV-005200200006;76:07602:0:PV-003398663894;
Cc1ccn2ccnc2c1,531,76:07600:6:PV-003398186820;76:07600:6:PV-003398186821;76:07600:8:PV-005199112293;
O=c1nccc(Cl)[nH]1,32,76:07600:6:PV-002520107739;76:07600:8:PV-002313116721;76:07603:4:PV-002106172559;
Cc1cccn2nccc12,271,76:07600:6:PV-003398187344;76:07600:7:PV-005199017057;76:07600:7:PV-005199017058;
Cc1ccc2c(C)ccnc2c1,21,76:07600:6:PV-002846052876;76:07604:3:PV-002846539481;76:07606:2:PV-002846789286;
Cn1cnc2cccnc21,414,76:07600:6:PV-003398187732;76:07600:7:PV-001629972983;76:07600:7:PV-001621274380;
CC1CCC(C)(C)N1,112,76:07600:6:PV-002846053070;76:07601:2:PV-002846126436;76:07602:5:PV-002846304913;
Nc1nc2ccccc2[nH]1,235,76:07600:6:PV-002846053084;76:07601:4:PV-002846164159;76:07601:4:PV-002846164564;
O=C1NCN2CCc3ccccc3C12,3,76:07600:6:PV-002846053089;76:07616:9:PV-003403765111;76:07652:9:PV-002853001009;
Nc1ccc2c(n1)CCC2,144,76:07600:6:PV-003398188644;76:07600:7:PV-005199020889;76:07601:5:PV-003398480439;
CC12CCCCC1CN2,59,76:07600:6:PV-003398188661;76:07601:3:PV-003398409660;76:07601:4:PV-003398457718;
N=S1(=O)CCC(N)CC1,26,76:07600:6:PV-002846053360;76:07601:2:PV-003398401864;76:07603:3:PV-003399115708;
CC1CCCc2nccn21,254,76:07600:6:PV-001469453643;76:07601:1:PV-003398351527;76:07601:3:PV-002157877345;
C1CCC2(CC1)COCCN2,87,76:07600:6:PV-002364865674;76:07601:9:PV-002106143355;76:07605:0:PV-002364954876;
Fc1cccnn1,54,76:07600:6:PV-002416614323;76:07602:4:PV-002468397442;76:07602:6:PV-002416654848;
CC1(C)CCCCS1(=O)=O,41,76:07600:6:PV-002846053560;76:07603:7:PV-002416676748;76:07605:2:PV-002846657360;
Cc1nsc2ncccc12,127,76:07600:6:PV-002846053640;76:07602:7:PV-002846324461;76:07603:2:PV-002846390741;
c1cnc2c(c1)NCCC2,265,76:07600:6:PV-002846053712;76:07600:6:PV-002846055015;76:07600:9:PV-002846094503;
Nc1nccnc1Cl,43,76:07600:6:PV-002846053827;76:07602:1:PV-002846252691;76:07603:1:PV-002846386619;
CC1(O)CNC(=O)NC1=O,13,76:07600:6:PV-002846053917;76:07604:2:PV-002846524600;76:07607:5:PV-003400548948;
O=S1(=O)CCCC2(CCN2)C1,38,76:07600:6:PV-002846053932;76:07606:9:PV-005205314264;76:07613:4:PV-002847754199;
O=C1CCC2CCCN12,62,76:07600:6:PV-003398190581;76:07600:7:PV-003398212924;76:07600:7:PV-003398212925;
c1cnc2c(c1)NCCCC2,53,76:07600:6:PV-003398190708;76:07601:9:PV-003398630823;76:07601:9:PV-003398630824;
C1COCCC2(C1)CCN2,36,76:07600:6:PV-003398190708;76:07603:4:PV-003399141329;76:07605:5:PV-003399843352;
Cc1cccc2c1CCN2,173,76:07600:6:PV-003398190779;76:07601:6:PV-003398514421;76:07603:4:PV-005201706164;
CN1C(=O)CCc2ccccc21,249,76:07600:6:PV-002261363108;76:07600:9:PV-002846093167;76:07601:5:PV-002416632280;
Cc1ccc2c(c1)C(=O)NCC2,8,76:07600:6:PV-002846054247;76:07611:5:PV-003401917642;76:07613:8:PV-005212364950;
Nc1nccc(O)n1,43,76:07600:6:PV-002846054308;76:07601:6:PV-003398524583;76:07603:2:PV-002846393876;
O=c1[nH]c2cc(F)ccc2s1,26,76:07600:6:PV-002468360636;76:07601:8:PV-002209633879;76:07602:9:PV-005201214590;
O=C1CCNc2cccc(F)c21,7,76:07600:6:PV-003398191298;76:07614:8:PV-003403045930;76:07636:5:PV-003410505272;
O=c1[nH]c2cc(F)ccc2o1,233,76:07600:6:PV-002846054418;76:07601:0:PV-003398329499;76:07601:1:PV-002846114347;
Cc1ccc2c(c1)CCCO2,90,76:07600:6:PV-003398191486;76:07600:8:PV-002846084747;76:07600:9:PV-002846087603;
c1cnc2ncncc2c1,143,76:07600:6:PV-003398191803;76:07600:7:PV-002846064790;76:07601:0:PV-002846103981;
CC1CCc2ncsc2C1,214,76:07600:6:PV-002106116610;76:07601:5:PV-002313130379;76:07602:7:PV-002846336496;
