fragment_smiles,occurences,example_ligands
Cc1ccnc2scc(C)c12,46,69:06901:4:PV-003158747105;69:06905:6:PV-002753806683;69:06907:5:PV-002754052238;
CC1(C)CCC2(CCCO2)CC1,103,69:06901:4:PV-002753242673;69:06901:5:PV-002753262541;69:06902:8:PV-003159240980;
Cc1ccc2cncnc2c1,66,69:06901:4:PV-002753242703;69:06907:1:PV-002754007738;69:06909:1:PV-003161405458;
CC1CC(=O)C1,76,69:06901:4:PV-003158747655;69:06901:9:PV-002753309066;69:06903:1:PV-003159336283;
O=S1(=O)CCc2cc(Cl)ccc21,11,69:06901:4:PV-003158747785;69:06905:7:PV-003160226103;69:06928:1:PV-002144084398;
Oc1ccnc2c(F)cccc12,22,69:06901:4:PV-002753243099;69:06903:4:PV-003159437820;69:06905:1:PV-003160014746;
Cc1cccc2nn[nH]c12,238,69:06901:4:PV-002753243148;69:06903:8:PV-002753558379;69:06903:9:PV-003159606877;
Cc1cc(C)c2ncccc2c1,9,69:06901:4:PV-002505785885;69:06909:6:PV-003161573334;69:06909:6:PV-002754338884;
c1ccc2c(c1)[nH]c1ncncc12,31,69:06901:4:PV-003158749132;69:06904:0:PV-003159657867;69:06904:7:PV-003159897662;
O=S1(=O)CC2CCCN1C2,43,69:06901:4:PV-003158749143;69:06901:8:PV-004488451221;69:06904:1:PV-004490753871;
NC1CCCNCC1,15,69:06901:4:PV-002753243691;69:06903:9:PV-003159630766;69:06912:2:PV-002754684133;
O=c1ccc2c([nH]1)CCCC2O,52,69:06901:4:PV-003158750714;69:06904:8:PV-004491350830;69:06906:5:PV-002091894435;
OC1CNCC2(CCOCC2)C1,20,69:06901:4:PV-002753244348;69:06901:6:PV-003158844892;69:06910:0:PV-002754391551;
Clc1cncc2sccc12,191,69:06901:4:PV-002753244498;69:06903:0:PV-002402321328;69:06903:4:PV-002143578154;
c1cnc2c(n1)NCCO2,28,69:06901:4:PV-003158752510;69:06902:5:PV-003159153148;69:06905:7:PV-003160239904;
OC1CCNC2(CCC2)C1,52,69:06901:4:PV-002454035569;69:06901:4:PV-002505786140;69:06901:7:PV-002350544952;
Fc1cccc2c(Cl)ccnc12,34,69:06901:4:PV-002505786164;69:06907:5:PV-003160849183;69:06911:3:PV-002402492428;
Oc1ccc2c(c1)CCNC2,145,69:06901:4:PV-002753245640;69:06902:2:PV-002298803498;69:06903:6:PV-002557579805;
CN1CCCCCC1,78,69:06901:4:PV-002753245780;69:06902:0:PV-004488572171;69:06902:3:PV-002195301158;
C1CCC2(CCOCC2)OC1,117,69:06901:4:PV-002753245898;69:06902:0:PV-004488653419;69:06902:6:PV-002753408086;
Cc1ccc(Cl)c(C)c1,78,69:06901:4:PV-002753246171;69:06901:9:PV-002753319507;69:06903:5:PV-002753527432;
OC1CCCNCC1,200,69:06901:4:PV-002195282333;69:06902:2:PV-002091804802;69:06902:4:PV-002195302325;
Cc1nc[nH]c(=O)c1F,12,69:06901:4:PV-002753246262;69:06918:6:PV-002195636125;69:06921:6:PV-002557950545;
C1CC2(C1)OC1CC2C1,27,69:06901:4:PV-003158756604;69:06905:7:PV-003160243731;69:06905:8:PV-003160256228;
Clc1cnns1,52,69:06901:4:PV-002753246395;69:06907:0:PV-002753992435;69:06909:9:PV-002298961199;
CC1Cc2cc(F)ccc2CN1,53,69:06901:4:PV-002402288050;69:06901:6:PV-002505790000;69:06903:8:PV-002753560652;
c1ccc2c(c1)CC1(CCC1)C2,56,69:06901:4:PV-003158758651;69:06901:4:PV-003158758652;69:06901:4:PV-003158758653;
Cc1cccc2scnc12,121,69:06901:4:PV-002195282495;69:06902:4:PV-003159082928;69:06902:4:PV-003159082929;
c1cnc2ncoc2c1,295,69:06901:4:PV-002505786495;69:06901:5:PV-003158792220;69:06902:6:PV-003159172155;
CC1(C)CNC1(C)C,114,69:06901:4:PV-002753247594;69:06902:5:PV-002753393531;69:06904:2:PV-004490839122;
Clc1cnc2ncccc2c1,84,69:06901:4:PV-001909251720;69:06903:1:PV-002402322687;69:06903:7:PV-002753553219;
FC1(F)C2(CCNCC2)C12CC2,11,69:06901:4:PV-003158762910;69:06907:2:PV-002402407103;69:06916:7:PV-004503576091;
Cn1ccc2c(c1=O)CCCC2,18,69:06901:4:PV-003158763030;69:06907:9:PV-003160967090;69:06918:2:PV-003164515838;
NC1CNCC1N,82,69:06901:4:PV-003158763244;69:06902:5:PV-003159119938;69:06903:2:PV-003159384734;
CC1(C)CCc2ncccc2C1,107,69:06901:4:PV-003158763701;69:06901:8:PV-003158896284;69:06902:2:PV-003159015287;
Fc1ccc2c(c1)NCCN2,141,69:06901:4:PV-003158764555;69:06902:6:PV-002753409275;69:06902:8:PV-002402317021;
Oc1nc2ccccc2[nH]1,41,69:06901:4:PV-002753249387;69:06904:8:PV-002298854852;69:06905:4:PV-002753772843;
CC1(C)CCc2ccsc2C1,123,69:06901:4:PV-003158765243;69:06901:8:PV-002298795019;69:06902:2:PV-003159052921;
Fc1ccc(F)c2[nH]cnc12,3,69:06901:4:PV-002753250317;69:06910:0:PV-003161721772;69:06995:5:PV-002765744102;
O=S1(=O)CCNC2CCCC21,35,69:06901:4:PV-002247036358;69:06907:0:PV-002557648990;69:06907:0:PV-003160671897;
Fc1cc(Cl)cc2cc[nH]c12,35,69:06901:4:PV-003158772066;69:06901:4:PV-003158772067;69:06901:5:PV-002195283846;
OC1CCNCCC1(F)F,40,69:06901:4:PV-002298786891;69:06908:3:PV-003161123456;69:06910:6:PV-003161916442;
C1CC2(C1)CNC1COCC12,234,69:06901:4:PV-003158772789;69:06902:8:PV-003159249133;69:06903:4:PV-004489985417;
Oc1ccc2c(c1)NCC2,155,69:06901:4:PV-003158773599;69:06901:9:PV-003158944066;69:06902:0:PV-003158969765;
Clc1cc(Cl)c2nccn2c1,271,69:06901:4:PV-002195283321;69:06901:9:PV-002143548045;69:06902:2:PV-002195298516;
Oc1nccc2ccncc12,126,69:06901:4:PV-003158773657;69:06902:3:PV-004488826551;69:06903:2:PV-002753482922;
c1nc2c(o1)CCCC2,42,69:06901:4:PV-003158773709;69:06902:2:PV-002557549810;69:06903:0:PV-003159304215;
OC1CCCCC12CCCNC2,53,69:06901:4:PV-002753252965;69:06902:4:PV-002753382440;69:06902:9:PV-002753445491;
CC1(O)CCCC1,74,69:06901:4:PV-003158774994;69:06901:9:PV-002143546454;69:06902:5:PV-003159150930;
Fc1cccc2cncnc12,67,69:06901:4:PV-002350539019;69:06901:7:PV-002143543368;69:06902:2:PV-002557551948;
O=c1[nH]c2ccccc2s1,337,69:06901:4:PV-002753253333;69:06901:7:PV-002753291297;69:06902:3:PV-002753371630;
O=C1CCCC2CCCN12,83,69:06901:4:PV-003158775698;69:06901:7:PV-002753289684;69:06902:8:PV-003159235432;
C1=NCC2Cc3ccccc3CN12,114,69:06901:4:PV-002753253429;69:06901:4:PV-002753253430;69:06901:6:PV-002753277676;
c1ccc2c(c1)sc1ccsc12,23,69:06901:4:PV-002753253561;69:06901:4:PV-002753253562;69:06905:7:PV-002195370865;
Cc1cccc2ncccc12,245,69:06901:4:PV-003158776300;69:06901:5:PV-004488138941;69:06901:7:PV-002753287602;
CC12CC(C1)C1(CNC1)O2,80,69:06901:4:PV-002753254045;69:06901:8:PV-002753294215;69:06905:3:PV-003160104114;
CC1CCOC(C)CN1,69,69:06901:4:PV-003158777419;69:06904:8:PV-003159921136;69:06908:7:PV-003161261357;
Oc1nc2c([nH]1)CCCC2,125,69:06901:4:PV-002753254173;69:06901:6:PV-002753271982;69:06901:6:PV-002753271983;
CC1(C)Cc2ncsc2C(=O)N1,10,69:06901:5:PV-002753254417;69:06902:5:PV-003159158769;69:06916:0:PV-002755197546;
NC1CC12CCC2,35,69:06901:5:PV-002753254477;69:06907:1:PV-003160721010;69:06911:1:PV-003162096969;
O=S1(=O)CCC2CCC1C2,41,69:06901:5:PV-002753254860;69:06904:3:PV-002753629360;69:06904:4:PV-003159789700;
C1CCC2(CCCC2)CNC1,94,69:06901:5:PV-002753255729;69:06901:7:PV-003158859455;69:06901:8:PV-002753298458;
NC1CCS(=O)(=O)C2(CCC2)C1,59,69:06901:5:PV-003158784021;69:06904:1:PV-002753607438;69:06904:6:PV-003159856889;
CC1COc2cc(Cl)ccc2N1,37,69:06901:5:PV-002753256879;69:06902:2:PV-002753349052;69:06902:2:PV-003159044226;
c1nnc2n1CCCCC2,293,69:06901:5:PV-003158787014;69:06902:0:PV-002753328237;69:06902:1:PV-004488752448;
C1CCC2(CC1)NCCS2,32,69:06901:5:PV-002753258017;69:06902:4:PV-002753377125;69:06903:2:PV-003159368001;
CC1CCOCCN1,41,69:06901:5:PV-003158787821;69:06904:6:PV-002753669672;69:06905:9:PV-002753841337;
Cc1nc2ccccc2nc1C,63,69:06901:5:PV-002505788270;69:06902:6:PV-002753406801;69:06903:1:PV-004489599476;
CC12CCCNC1CCOC2,28,69:06901:5:PV-002753258922;69:06901:5:PV-004488036569;69:06902:9:PV-002753443409;
Cc1cc(N)no1,51,69:06901:5:PV-002753259163;69:06906:0:PV-002753855053;69:06909:0:PV-002754252733;
Cn1cc2nc[nH]c(=O)c2n1,12,69:06901:5:PV-002753259308;69:06905:1:PV-003160014776;69:06906:5:PV-002753925922;
CC1CNc2cccc(F)c2O1,45,69:06901:5:PV-002753259892;69:06902:2:PV-002298802950;69:06903:8:PV-004490495720;
O=S1(=O)CCCCCC1,284,69:06901:5:PV-003158792290;69:06901:6:PV-003939943594;69:06902:4:PV-003159094929;
c1nncnn1,26,69:06901:5:PV-002557536675;69:06912:5:PV-003162568021;69:06912:5:PV-002454263897;
C1=NCC2(CCC2)N1,51,69:06901:5:PV-002753260043;69:06901:7:PV-002753290249;69:06903:6:PV-002753530096;
CC1(N)CCNCC1,30,69:06901:5:PV-002753260375;69:06902:6:PV-003159148683;69:06904:4:PV-002753649884;
OC1CCCCC12CCCC2,38,69:06901:5:PV-003158793559;69:06902:0:PV-003158961590;69:06906:3:PV-004492963576;
C1CNC2(C1)CCCSC2,59,69:06901:5:PV-002298788211;69:06902:8:PV-002350566193;69:06905:0:PV-002247109173;
Fc1cc(F)c2c(c1)NCCO2,49,69:06901:5:PV-002454037984;69:06905:2:PV-002298863086;69:06905:3:PV-002143615544;
OC1CCC2NC1CCC2O,33,69:06901:5:PV-003158794848;69:06903:5:PV-004490183269;69:06906:4:PV-003160478087;
Clc1cccc2c1CCN2,120,69:06901:5:PV-003158794957;69:06901:6:PV-003158819313;69:06901:6:PV-001918142223;
C1CCCCNCCCC1,130,69:06901:5:PV-002753261191;69:06902:7:PV-002753414992;69:06902:8:PV-004489368912;
CC1NCCC1(F)F,78,69:06901:5:PV-003158796167;69:06901:6:PV-002753276415;69:06901:9:PV-002753314810;
O=S1(=O)CC2(CCNC2)C1,36,69:06901:5:PV-003158797262;69:06904:7:PV-002247103705;69:06904:9:PV-002753705833;
Fc1cccc2c1OCCNC2,64,69:06901:5:PV-002402290367;69:06902:0:PV-002753328308;69:06906:3:PV-002753891354;
O=C1CCNN1,15,69:06901:5:PV-002454038161;69:06901:5:PV-002505788792;69:06905:0:PV-002350611322;
O=C1CCCNC1,42,69:06901:5:PV-002753262078;69:06906:1:PV-002753875853;69:06906:5:PV-002143641181;
CC1CCNCC(C)O1,54,69:06901:5:PV-003158798022;69:06901:6:PV-003158824432;69:06907:5:PV-003160840885;
CC1(C)Oc2ccccc2NC1=O,44,69:06901:5:PV-003158798332;69:06901:5:PV-002753262263;69:06902:2:PV-002753348661;
CC1(C)CCC(N)C1,61,69:06901:5:PV-002753262359;69:06905:3:PV-003160089996;69:06907:0:PV-003160676774;
Cc1ccc2c(c1)OC(C)CN2,51,69:06901:5:PV-002195284811;69:06908:0:PV-002754126011;69:06911:3:PV-002195486451;
Cc1cc(C)n2ncnc2n1,117,69:06901:5:PV-004488032282;69:06901:8:PV-002753294090;69:06904:9:PV-003159955710;
c1ncn2nccc2n1,57,69:06901:5:PV-004488045639;69:06907:5:PV-004494169054;69:06910:9:PV-004497664947;
Clc1cc2c(s1)CCC2,51,69:06901:5:PV-004488050530;69:06907:7:PV-003160908106;69:06909:4:PV-002143702074;
c1cc2c(cn1)OCCNC2,37,69:06901:5:PV-004488050652;69:06903:2:PV-004489810364;69:06909:8:PV-004496604274;
OC1COC2CC1C2,17,69:06901:5:PV-004488052986;69:06910:0:PV-004496728325;69:06915:5:PV-004502377668;
c1cc2c(s1)CCSC2,435,69:06901:5:PV-004488089847;69:06901:5:PV-004488110045;69:06901:6:PV-003158833589;
CC1CNCC(C)S1=O,16,69:06901:5:PV-004488095889;69:06902:3:PV-002753371105;69:06919:5:PV-004506397302;
Cc1nn2c(c1Cl)NCCC2,10,69:06901:5:PV-004488096086;69:06919:9:PV-002755706480;69:06936:0:PV-004523156190;
CC1(C)CCCC(F)(F)C1,53,69:06901:5:PV-004488096813;69:06902:7:PV-002753414252;69:06905:4:PV-003940298046;
CC12CCC(C1)C2(C)C,196,69:06901:5:PV-004488098755;69:06902:7:PV-004489281637;69:06902:8:PV-004489374035;
Cc1ccc2cc(O)ccc2n1,54,69:06901:5:PV-004488121532;69:06908:1:PV-002754140531;69:06908:1:PV-002091927226;
C1CCC2(CC1)CCCNCC2,62,69:06901:5:PV-004488126046;69:06903:9:PV-002753576192;69:06907:6:PV-002557662684;
OC1CNCC2(CCOCC2)CC1O,28,69:06901:5:PV-004488127056;69:06904:9:PV-003159945221;69:06905:5:PV-004492214496;
CC1(C)CC2CCCNC21,10,69:06901:5:PV-004488167373;69:06903:2:PV-003159382135;69:06912:1:PV-003162419981;
Cc1cc(F)ccc1Cl,45,69:06901:5:PV-004488169967;69:06902:2:PV-003159022744;69:06909:9:PV-003161686994;
CC1(C)CC(O)CN1,34,69:06901:5:PV-004488174250;69:06904:0:PV-004490619283;69:06904:3:PV-004490883822;
Cc1cccc2cn(C)nc12,28,69:06901:5:PV-004488182141;69:06903:0:PV-002753457830;69:06908:9:PV-003161344183;
OC1CC2(CCNCC2)C1,93,69:06901:5:PV-002753263318;69:06901:6:PV-002753282287;69:06903:5:PV-004490214784;
N=S1(=O)CCNc2ccccc21,64,69:06901:5:PV-002247038285;69:06902:0:PV-002454048418;69:06904:0:PV-004490674274;
CN1C(=O)CC2CNCCC21,30,69:06901:5:PV-003158801814;69:06905:1:PV-004491775687;69:06906:3:PV-004492976456;
Cc1nc2ncccn2n1,123,69:06901:5:PV-003158801906;69:06902:5:PV-003159152712;69:06903:8:PV-004490388504;
Oc1ncnc2cc(Cl)ccc12,56,69:06901:5:PV-003158802187;69:06901:9:PV-003158933461;69:06903:1:PV-003159336320;
CC1CCC2(CCCO2)CC1,82,69:06901:5:PV-002753263816;69:06903:7:PV-004490244835;69:06904:2:PV-002298843024;
c1cnc2c(c1)CNCCC2,38,69:06901:5:PV-003158803099;69:06903:1:PV-004489665070;69:06903:6:PV-003159493444;
CC1(C)CC2CCOC21,34,69:06901:5:PV-003158803311;69:06903:1:PV-003159343843;69:06903:9:PV-003159631722;
Nc1ncnc2nc[nH]c12,79,69:06901:5:PV-003158803785;69:06902:0:PV-004488625245;69:06902:3:PV-003159068170;
Clc1cnc2ccsc2c1,147,69:06901:5:PV-003158804408;69:06901:7:PV-002753292273;69:06902:2:PV-002091804952;
OC1CCC2(CC1)CC2,35,69:06901:5:PV-003158804913;69:06907:2:PV-002754016276;69:06911:7:PV-004498488271;
OC12CCCCC1CNCC2,45,69:06901:5:PV-003158805017;69:06903:3:PV-003159405027;69:06903:5:PV-004490158088;
FC1(F)CCCNCCC1,42,69:06901:5:PV-002753265100;69:06903:2:PV-002753489222;69:06904:0:PV-002753590450;
Cn1cnc2cccc(Cl)c21,74,69:06901:5:PV-002753265158;69:06903:0:PV-002753451985;69:06905:6:PV-003160179872;
O=C1CCc2cc(Cl)ccc21,29,69:06901:5:PV-003939941815;69:06904:0:PV-003159638643;69:06906:7:PV-002402396908;
Cc1ccc(C)c(F)c1,60,69:06901:5:PV-003158806345;69:06907:3:PV-003160781168;69:06909:9:PV-003161670228;
Nc1nsc2ccccc12,2,69:06901:5:PV-002753265419;69:06901:7:PV-003158857882;
Cc1ccc(C)c2c1CCCO2,102,69:06901:6:PV-003158808720;69:06901:6:PV-003158808721;69:06908:2:PV-002754146660;
Cc1cccc2ncn(C)c12,26,69:06901:6:PV-002753266317;69:06905:8:PV-002753827882;69:06917:9:PV-002755434369;
O=C1NCNC12CCNCC2,47,69:06901:6:PV-002753266365;69:06901:8:PV-002753298363;69:06903:1:PV-002753473984;
Fc1ccc(F)c2c1CCN2,119,69:06901:6:PV-002505789521;69:06902:7:PV-003159188226;69:06902:7:PV-002298813470;
c1ccc2c(c1)CC1CC2C1,5,69:06901:6:PV-003158809684;69:06920:9:PV-002755838684;69:06945:2:PV-003173792972;
Clc1cc2c(s1)CCNC2,95,69:06901:6:PV-002350541106;69:06902:0:PV-002143549386;69:06902:4:PV-003159085652;
Clc1ccnc2[nH]ncc12,287,69:06901:6:PV-003158810663;69:06902:0:PV-004488608504;69:06902:4:PV-003159093039;
c1ccc2c(c1)CCC21CCNC1,45,69:06901:6:PV-003158810997;69:06908:3:PV-002754161999;69:06909:5:PV-004496196058;
Cc1cnc2ncccc2n1,53,69:06901:6:PV-002247038923;69:06902:5:PV-002557556700;69:06905:4:PV-002402369276;
C1CNCCC2(C1)CCC2,101,69:06901:6:PV-002298789296;69:06902:8:PV-003159240795;69:06903:2:PV-003159363305;
NC1CC12CCCCC2,37,69:06901:6:PV-002753268042;69:06914:2:PV-002754952937;69:06914:8:PV-004501563128;
CC1(C)CCc2scnc21,54,69:06901:6:PV-003158813781;69:06903:4:PV-002143578311;69:06905:9:PV-003160296845;
CC1CNCCC1=O,50,69:06901:6:PV-003158814590;69:06903:1:PV-003159348424;69:06904:2:PV-003159726263;
NC1CNC2(CCC2)C1,11,69:06901:6:PV-002753268772;69:06904:8:PV-004491346023;69:06912:9:PV-002754778855;
NC1CCNc2ccccc21,20,69:06901:6:PV-002753268936;69:06907:1:PV-004493676532;69:06909:7:PV-002754354543;
Oc1ccc2c(c1)CCCCN2,14,69:06901:6:PV-002557538148;69:06904:7:PV-003159898070;69:06919:6:PV-003165013978;
c1cnc2c(c1)NCC21CC1,11,69:06901:6:PV-002753269426;69:06902:8:PV-004489410492;69:06908:1:PV-002754141441;
Cc1cc(C)n2cccc2n1,125,69:06901:6:PV-002454039291;69:06901:6:PV-002195286476;69:06904:4:PV-003159799978;
c1cc2c3c(cccc3c1)CC2,86,69:06901:6:PV-002753269878;69:06902:7:PV-002557561821;69:06904:2:PV-002454092427;
FC1CNCC(F)C1,91,69:06901:6:PV-002753270040;69:06901:6:PV-002753278495;69:06901:9:PV-003939977326;
Cn1ncc2c(=O)[nH]ncc21,12,69:06901:6:PV-003158818404;69:06907:2:PV-003160732727;69:06920:7:PV-003165367638;
Oc1ncnc2cnccc12,52,69:06901:6:PV-002753270148;69:06905:5:PV-002753794225;69:06905:5:PV-002753794226;
Cc1ncc2c3c(sc2n1)CCC3,26,69:06901:6:PV-002753270772;69:06902:5:PV-002753390131;69:06907:4:PV-002195405775;
Oc1ccc2c(c1)CNC2,133,69:06901:6:PV-002143540915;69:06902:1:PV-003158994941;69:06902:7:PV-003159186200;
O=S1(=O)CCC12CCCCC2,234,69:06901:6:PV-002753271112;69:06902:0:PV-004488641302;69:06902:4:PV-002753381229;
c1cnc2[nH]cnc2n1,7,69:06901:6:PV-002247039522;69:06930:4:PV-002195878280;69:06952:0:PV-002092828440;
Cc1cc(C)c2ncsc2c1,42,69:06901:6:PV-002143540977;69:06904:6:PV-002557599905;69:06909:1:PV-002754275530;
Nc1csc2ncccc12,163,69:06901:6:PV-003158822630;69:06901:6:PV-003158822631;69:06901:7:PV-002143543022;
NC1C2CCCC1CC2,32,69:06901:6:PV-003158823125;69:06909:3:PV-003161463873;69:06911:6:PV-003162255861;
CC1(N)CNC1,16,69:06901:6:PV-003158824002;69:06904:4:PV-003159793227;69:06904:9:PV-003940256050;
Clc1ccc2c(c1)C1(CCO2)CC1,30,69:06901:6:PV-003158824369;69:06903:6:PV-003159514570;69:06908:8:PV-003161313685;
NC1CCCNC1=O,51,69:06901:6:PV-003158824850;69:06904:2:PV-002753612675;69:06904:2:PV-003159708183;
Cc1nc2[nH]ccc(=O)n2n1,83,69:06901:6:PV-002753272557;69:06904:4:PV-003159788415;69:06905:4:PV-003160125432;
Cc1cccc2ncncc12,27,69:06901:6:PV-002753272569;69:06915:0:PV-002350816294;69:06919:1:PV-002506150907;
c1ccc2c(c1)CCCCNC2,105,69:06901:6:PV-002753272848;69:06901:7:PV-002753283139;69:06902:0:PV-003158970454;
C1=NCC2(CCCCC2)CN1,101,69:06901:6:PV-003158826647;69:06902:0:PV-004488550834;69:06906:5:PV-002753920068;
c1cnc2c(c1)CCCO2,241,69:06901:6:PV-002753273376;69:06901:7:PV-004488331658;69:06903:0:PV-002753460773;
O=C1CC2(CCC2)NCCN1,24,69:06901:6:PV-003158827302;69:06902:0:PV-004488601033;69:06903:3:PV-002505824253;
C1=NCC2CCCCN12,146,69:06901:6:PV-003158828421;69:06901:6:PV-002753273870;69:06902:0:PV-003158958712;
CC1CCCc2ccnn21,223,69:06901:6:PV-003158828486;69:06901:9:PV-003939976089;69:06902:1:PV-002753339736;
CC1Nc2ncccc2NC1=O,29,69:06901:6:PV-002753274061;69:06914:3:PV-002754957750;69:06923:1:PV-002756131000;
O=C1CCNC2CCCCN12,63,69:06901:6:PV-002247039975;69:06902:1:PV-003159001702;69:06903:7:PV-003940146576;
Cc1ccc2c(c1)NCC2,103,69:06901:6:PV-002350542426;69:06901:8:PV-002753303789;69:06903:4:PV-003159438745;
OC1C2CNCC(C2)C1O,35,69:06901:6:PV-002753275413;69:06903:9:PV-002753571209;69:06914:3:PV-002754959969;
Oc1nccc2[nH]ncc12,130,69:06901:6:PV-002753275486;69:06901:9:PV-002753306647;69:06902:4:PV-003940026790;
O=C1CC2(CCCNC2)CN1,26,69:06901:6:PV-003939949309;69:06906:0:PV-003160325257;69:06906:4:PV-003160482032;
CN1CCCC(F)(F)C1,25,69:06901:6:PV-003158833432;69:06903:6:PV-003159517061;69:06914:6:PV-004501372743;
O=c1[nH]cncc1Cl,21,69:06901:6:PV-002753275956;69:06919:7:PV-002755677092;69:06920:4:PV-002755773510;
Cc1ncn(C)c1C,57,69:06901:6:PV-002753275973;69:06902:4:PV-002753378790;69:06902:6:PV-004489189864;
C1CC2CC3(CC3)CC(C1)N2,12,69:06901:6:PV-002753276389;69:06938:9:PV-002758230357;69:06943:3:PV-004530574552;
CC1(C)COCN1,28,69:06901:6:PV-002753276646;69:06904:5:PV-003159813973;69:06904:8:PV-002753698909;
Cc1ccn2nccc2c1,189,69:06901:6:PV-003158836539;69:06902:4:PV-003159113342;69:06903:8:PV-003159574229;
C1CCC2(C1)CCN2,57,69:06901:6:PV-002753277240;69:06903:7:PV-004490352178;69:06907:8:PV-004494502827;
Cc1cn2nncc2c(=O)[nH]1,79,69:06901:6:PV-002454040482;69:06902:8:PV-003159254617;69:06903:8:PV-002753561979;
OC1CNOCC1O,111,69:06901:6:PV-003158837834;69:06902:2:PV-003159036139;69:06903:5:PV-003159486750;
CC1CNCC2(CCNCC2)O1,95,69:06901:6:PV-000381725610;69:06904:5:PV-002753656867;69:06904:5:PV-003159819565;
CC1CNCCSC1,66,69:06901:6:PV-002753278063;69:06902:6:PV-004489161123;69:06902:8:PV-004489400421;
Cc1cc2c([nH]1)CCCC2,22,69:06901:6:PV-003158838924;69:06905:9:PV-003160307655;69:06906:6:PV-004493311802;
O=C1CCS(=O)(=O)c2ccccc21,25,69:06901:6:PV-003158838926;69:06907:6:PV-002754064232;69:06910:7:PV-002754481361;
O=c1[nH]ncc2c1oc1ccccc12,4,69:06901:6:PV-003158839041;69:06963:7:PV-003180108980;69:06981:6:PV-003186251186;
Clc1ccc2cc3n(c2c1)CCNC3,28,69:06901:6:PV-003158839256;69:06901:6:PV-003158849581;69:06905:4:PV-003160117587;
CN1C=NCCCC1,52,69:06901:6:PV-003158839452;69:06907:2:PV-002754017473;69:06907:9:PV-003160982809;
Cc1cc(Cl)c2c(c1)CCCN2,30,69:06901:6:PV-002753278495;69:06902:7:PV-002753422103;69:06902:9:PV-002753439640;
c1cc2c(cn1)NCCS2,51,69:06901:6:PV-002753278991;69:06904:9:PV-004491491372;69:06905:4:PV-002753778555;
Oc1ccc2ncoc2c1,22,69:06901:6:PV-002557539660;69:06902:7:PV-002091815983;69:06908:3:PV-004495033447;
C1=NCC2CCCN12,70,69:06901:6:PV-003158844182;69:06901:9:PV-002753317016;69:06902:1:PV-004488686977;
O=c1[nH]cns1,18,69:06901:6:PV-002753280252;69:06922:8:PV-002756089743;69:06926:1:PV-002756537370;
FC1COc2ccccc2C1,81,69:06901:6:PV-002247040920;69:06905:9:PV-003160288185;69:06906:3:PV-002753897819;
Cc1nc2ccccc2n(C)c1=O,38,69:06901:6:PV-003158845816;69:06904:2:PV-002753622906;69:06905:9:PV-002753842861;
Oc1ccc2cn[nH]c2c1,99,69:06901:6:PV-002753281181;69:06901:8:PV-002143545107;69:06902:1:PV-002091802877;
C1CCC2CNC2CC1,53,69:06901:6:PV-003158848052;69:06902:7:PV-002247062728;69:06902:9:PV-004489591841;
Fc1cccc2c1C1(CCC1)CN2,41,69:06901:6:PV-001943007187;69:06909:7:PV-001828870526;69:06911:0:PV-002754522698;
O=S1(=O)Cc2cc(Cl)ccc2N1,10,69:06901:6:PV-003158850400;69:06904:7:PV-003159880040;69:06920:6:PV-002755803578;
Cn1cc(O)cn1,45,69:06901:7:PV-002143542718;69:06903:1:PV-002505820875;69:06904:3:PV-002402347903;
Cc1ccn2ncnc2c1,73,69:06901:7:PV-002247041300;69:06902:6:PV-002247059897;69:06903:3:PV-002350576820;
O=S1(=O)CCNc2ccccc2C1,12,69:06901:7:PV-002753283013;69:06902:7:PV-003159216820;69:06910:0:PV-004496718183;
Nc1ncc2cn[nH]c2n1,77,69:06901:7:PV-002753283261;69:06902:8:PV-002753432499;69:06904:3:PV-002753628531;
O=C1CCC2CNc3cccc1c32,16,69:06901:7:PV-003158852055;69:06905:3:PV-002557614251;69:06908:8:PV-004495515909;
Clc1ccc2c(c1)CCCC2,228,69:06901:7:PV-004488190493;69:06901:7:PV-004488190494;69:06901:7:PV-004488190495;
Cn1ncc2c1NCCC2,15,69:06901:7:PV-004488194456;69:06904:3:PV-004490992170;69:06916:2:PV-002755216384;
Cc1c[nH]c2c1CCCC2,167,69:06901:7:PV-004488226912;69:06902:2:PV-002753349496;69:06902:6:PV-002753403580;
c1cn2cncc2cn1,161,69:06901:7:PV-004488230380;69:06901:9:PV-003158914404;69:06902:6:PV-003159138728;
c1ccc2c(c1)CCC21CCCNC1,22,69:06901:7:PV-004488233496;69:06901:7:PV-003158855487;69:06905:0:PV-003159981024;
CC1CCNCC1(F)F,96,69:06901:7:PV-004488251277;69:06902:5:PV-002557556840;69:06903:3:PV-002557573462;
Clc1cc2sccc2s1,318,69:06901:7:PV-004488254142;69:06901:7:PV-004488322078;69:06901:8:PV-004488492101;
Cc1csc2cccc(Cl)c12,59,69:06901:7:PV-004488257138;69:06908:9:PV-003161345164;69:06909:2:PV-004495864605;
O=C1CCc2c(F)cccc21,26,69:06901:7:PV-004488258038;69:06903:2:PV-004489892720;69:06906:6:PV-002454141879;
Nc1nc2ccccn2n1,138,69:06901:7:PV-004488263783;69:06901:8:PV-003158889828;69:06901:8:PV-002753297663;
O=C1CCNc2ccccc21,53,69:06901:7:PV-004488263865;69:06902:8:PV-003159231431;69:06902:9:PV-004489456445;
O=C1CCCn2cccc21,81,69:06901:7:PV-004488266310;69:06903:9:PV-002091840926;69:06904:3:PV-004490905478;
