fragment_smiles,occurences,example_ligands
NC1CNCCC1F,230,49:04900:1:Z3829120754;49:04900:2:Z2826464662;49:04901:0:Z3793443718;
Cc1cn2cccc(C)c2n1,231,49:04900:1:Z4170725642;49:04900:4:Z4224220349;49:04900:8:Z3667776529;
Cc1cc2cncnc2cc1C,95,49:04900:1:Z4233208208;49:04901:3:Z4435994551;49:04901:6:Z4000530913;
O=C1CCCCCCN1,356,49:04900:1:Z4178351854;49:04900:3:Z1683298663;49:04900:3:Z4469588939;
Cc1cn2c(=O)ccnc2s1,406,49:04900:1:Z4468806110;49:04900:2:Z4137992621;49:04900:3:Z2407826097;
CC1(C)CCCCC1O,383,49:04900:1:Z3647198005;49:04900:1:Z3647188466;49:04900:2:Z3647207836;
O=c1cn[nH]c2ccccc12,438,49:04900:1:Z1177440119;49:04900:2:Z1228130900;49:04900:2:Z2717082595;
O=S1(=O)CCC2(CC2)C1,381,49:04900:1:Z4649221175;49:04900:5:Z4502611840;49:04901:0:Z4507202575;
Clc1cc(Cl)cc(Cl)c1,338,49:04900:1:Z4649221175;49:04900:3:Z795327164;49:04900:8:Z3639586619;
C1CCn2nnnc2C1,1325,49:04900:1:Z4153335471;49:04900:2:Z4090908066;49:04900:3:Z3828457422;
Clc1ccnc2c1CNC2,245,49:04900:1:Z4153335471;49:04900:1:Z4154622874;49:04901:2:Z4154622183;
Clc1cccc2c1NCC2,107,49:04900:1:Z1362270835;49:04901:5:Z2869164972;49:04902:2:Z1139882355;
CC1CCCCC1C,1066,49:04900:1:Z3613715602;49:04900:1:Z4263021943;49:04900:1:Z2271125495;
O=C1COc2cccnc2N1,361,49:04900:1:Z3293567842;49:04900:3:Z4266870687;49:04900:4:Z4279303334;
CN1CCC(=O)Nc2ccccc21,131,49:04900:1:Z2645166226;49:04900:1:Z4219807240;49:04902:3:Z1313314442;
CN1CCNS1(=O)=O,59,49:04900:1:Z3796609130;49:04902:5:Z3339532542;49:04902:8:Z3796605680;
O=c1ccocc1,1295,49:04900:1:Z4997693878;49:04900:1:Z3314550384;49:04900:2:Z1421273683;
C=C1CCC1,37,49:04900:1:Z4223852164;49:04909:7:Z4256583867;49:04910:0:Z4223848954;
c1nc2c(s1)CSCC2,148,49:04900:1:Z2089563001;49:04900:1:Z2089517601;49:04901:3:Z2068300315;
Cn1cc(N)cn1,701,49:04900:1:Z3513809452;49:04900:1:Z4643274526;49:04900:2:Z4061652320;
Clc1cccc2c1CCN2,213,49:04900:1:Z3298434849;49:04900:2:Z3407995217;49:04900:3:Z4146657400;
O=C1NCCN2CCCC12,70,49:04900:1:Z3383996982;49:04905:1:Z3384000177;49:04905:1:Z3873840272;
c1ccc2nnccc2c1,670,49:04900:1:Z3383996982;49:04900:1:Z2869545925;49:04900:3:Z2777176505;
Cc1c[nH]nc1C,392,49:04900:1:Z1839802315;49:04900:1:Z3177401920;49:04900:2:Z2357653839;
O=S1(=O)CCC2(CC1)CNC2,351,49:04900:1:Z3439516138;49:04901:1:Z4350788041;49:04901:1:Z4325974820;
CN1CCNCC1(C)C,770,49:04900:1:Z2979545694;49:04900:2:Z1994608039;49:04900:3:Z1994637422;
CC1CCC2(CCNC2)C1,277,49:04900:1:Z4446132881;49:04900:5:Z2977913754;49:04900:8:Z1638709072;
C1CC2(C1)CSC2,460,49:04900:1:Z2785458533;49:04900:4:Z2785459398;49:04900:7:Z2785467242;
CC1CCSC1,707,49:04900:1:Z3176716617;49:04900:2:Z2110300133;49:04900:5:Z2258702796;
Cc1cc2cnccn2n1,391,49:04900:1:Z4230127495;49:04900:5:Z5053271761;49:04901:1:Z2143472076;
O=C1CC2(CCCCC2)CN1,795,49:04900:1:Z4080732367;49:04900:2:Z4080728665;49:04900:5:Z3668595749;
O=C1CCCc2[nH]ccc21,279,49:04900:1:Z3670750766;49:04900:1:Z3670789546;49:04901:0:Z4477739218;
C1CCC2(CC1)CCCO2,1453,49:04900:1:Z3618194195;49:04900:1:Z4298976248;49:04900:2:Z4325540330;
FC1(F)CCCOC1,1359,49:04900:1:Z4395625330;49:04900:1:Z3008067020;49:04900:2:Z4022894460;
Fc1ccncc1,477,49:04900:1:Z4450307208;49:04900:3:Z4481699111;49:04900:4:Z4481884999;
C1CC2(C1)NCCS2,188,49:04900:1:Z2965540393;49:04900:4:Z4250089785;49:04901:0:Z3610650591;
O=C1CNc2ccccc2N1,667,49:04900:1:Z4436485669;49:04900:6:Z1373861134;49:04900:6:Z1362609862;
CC1CCC(O)C1,338,49:04900:1:Z4869771272;49:04900:4:Z4830575245;49:04901:0:Z4266020398;
FC1(F)CCCC2(CC1)OCCO2,159,49:04900:1:Z3573274599;49:04900:3:Z3640036235;49:04900:3:Z3613058848;
CC1(C)CCCS1,325,49:04900:1:Z3869563201;49:04900:3:Z3175327429;49:04901:4:Z3093555384;
C1CC2COCC(C2)N1,388,49:04900:1:Z4421760370;49:04901:4:Z4344382062;49:04901:7:Z4352907936;
Cc1nnc2n1CCCC2,1354,49:04900:1:Z2804853033;49:04900:1:Z4642720582;49:04900:3:Z2810986019;
CC1CC(O)CN1,684,49:04900:1:Z1824766083;49:04900:1:Z1823531688;49:04900:3:Z2308220238;
C1=CCCC1,618,49:04900:1:Z4591712702;49:04900:1:Z3254508206;49:04900:4:Z3633447154;
Fc1ccsc1,1128,49:04900:1:Z2220157278;49:04900:4:Z3822924068;49:04900:6:Z4504845139;
O=C1CC2(CCOC2)C1,153,49:04900:1:Z4276810250;49:04901:0:Z4266836805;49:04901:5:Z4275453801;
O=C1NCCC12CCNCC2,381,49:04900:1:Z3098015451;49:04900:4:Z4896884668;49:04900:5:Z3706647548;
c1ccc2c(c1)CNCCS2,231,49:04900:1:Z2465591703;49:04901:1:Z1451668354;49:04902:5:Z4400721248;
Cn1cnc(Cl)c1,510,49:04900:1:Z4482965963;49:04900:2:Z3800806136;49:04900:8:Z3801816338;
FC1CC2CCC(C1)N2,332,49:04900:1:Z4466146950;49:04900:7:Z4407830198;49:04901:0:Z4393700751;
CC1CC2(CCC2)CN1,831,49:04900:1:Z4479003865;49:04900:1:Z4479342614;49:04900:4:Z4479016944;
O=C1NC2CCCC1CNC2,313,49:04900:1:Z4932007430;49:04900:6:Z4935466502;49:04900:6:Z4935468586;
Clc1csc2cc[nH]c12,101,49:04900:1:Z4642111727;49:04900:6:Z4639157123;49:04902:5:Z4638987980;
FC12CNCC(C1)C2,441,49:04900:1:Z4096105171;49:04900:2:Z3777170392;49:04900:8:Z4003961683;
CC1(O)CCCNC1,408,49:04900:1:Z1557643494;49:04900:9:Z1554571660;49:04900:9:Z4275606240;
Cn1ncc2c(=O)[nH]nnc21,24,49:04900:1:Z1378215979;49:04909:7:Z1376352605;49:04912:9:Z1376356168;
Cc1ccc(Cl)cc1O,73,49:04900:1:Z4839050621;49:04901:6:Z4838459991;49:04902:9:Z4837680433;
C1=NOC2(C1)CNC2,519,49:04900:1:Z4839050621;49:04900:2:Z4273094656;49:04900:5:Z4208935831;
c1cc2c(s1)CCCN2,163,49:04900:1:Z5059565981;49:04900:3:Z5060123522;49:04901:1:Z5059487040;
CN1CCC2(CC1)CNC1COCC12,100,49:04900:1:Z3609964139;49:04900:3:Z3609960167;49:04900:3:Z3609960170;
CC1CCC(C)O1,1306,49:04900:1:Z4174973892;49:04900:1:Z3503877604;49:04900:1:Z2860198731;
Cc1cc(C)c2c(c1)NCCO2,153,49:04900:1:Z4132577459;49:04900:2:Z2476582269;49:04901:1:Z2485027265;
CC1(F)CCCNC1,311,49:04900:1:Z2272944099;49:04900:5:Z2302975897;49:04901:3:Z2263956196;
CC1CCCCS1(=O)=O,1632,49:04900:1:Z3503919568;49:04900:1:Z4915993117;49:04900:1:Z3552364629;
Cc1cccc2ccccc12,547,49:04900:1:Z2931661388;49:04900:3:Z4229567130;49:04900:4:Z3641633712;
O=c1[nH]cnc2ccsc12,772,49:04900:1:Z3834496836;49:04900:1:Z3075438237;49:04900:1:Z2287734709;
c1nc2c(s1)CCCCC2,1050,49:04900:1:Z3294507523;49:04900:1:Z3861166138;49:04900:1:Z3838339269;
O=C1NCCC12CCNC2,422,49:04900:1:Z4011906970;49:04900:1:Z3996848933;49:04900:2:Z4027029828;
Cc1cc(C)n2ncnc2n1,916,49:04900:1:Z2020797012;49:04900:1:Z2012388135;49:04900:1:Z2647908186;
C1CC2(C1)CNCCO2,2427,49:04900:1:Z3861682995;49:04900:1:Z3808137427;49:04900:1:Z3907271878;
FC1(F)C2CCCCC21,2782,49:04900:1:Z2815506353;49:04900:2:Z3610951081;49:04900:2:Z3544843096;
CN1CCNC1=O,386,49:04900:1:Z2632161969;49:04901:5:Z2997433581;49:04901:6:Z4143286630;
c1cc2sccc2cn1,839,49:04900:1:Z1665537863;49:04900:2:Z3440270879;49:04900:2:Z3572764306;
O=c1cc[nH]c2ccccc12,879,49:04900:1:Z1665537863;49:04900:2:Z2984841498;49:04900:2:Z2501189133;
CN1CNC(=O)C1,13,49:04900:1:Z2830958158;49:04903:6:Z2351410387;49:04904:1:Z2830958305;
CC1CCS(=O)(=O)CCN1,259,49:04900:1:Z1872827148;49:04900:5:Z1870688215;49:04900:5:Z4255267452;
CC1CCC2(CC1)OCCO2,552,49:04900:1:Z3504128231;49:04900:1:Z3618635952;49:04900:3:Z3441532099;
O=c1cc[nH]c2cc(Cl)c(Cl)cc12,71,49:04900:1:Z4465781794;49:04900:1:Z3353409608;49:04900:3:Z3354623785;
c1noc2c1CNCC2,685,49:04900:1:Z3808365549;49:04900:1:Z3898857187;49:04900:3:Z4307687781;
CN1CCc2ccsc2C1,240,49:04900:1:Z4123959266;49:04900:2:Z4096703460;49:04901:5:Z4122984027;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,44,49:04900:1:Z3588922449;49:04902:5:Z1669907134;49:04905:8:Z1986298714;
Cc1cc(=O)n2ncsc2n1,363,49:04900:1:Z2974192964;49:04900:3:Z2771331737;49:04900:6:Z785222614;
c1cc2ccncc2cn1,710,49:04900:1:Z4224791706;49:04900:4:Z4595280625;49:04900:5:Z4599902318;
c1cc2occc2cn1,1168,49:04900:1:Z2803432121;49:04900:1:Z5059697628;49:04900:2:Z4348811260;
O=S1(=O)CC2CCCN1C2,209,49:04900:1:Z4646984786;49:04900:4:Z3833910166;49:04901:1:Z3841105183;
C1CCC2(CC1)CNC2,763,49:04900:1:Z1681711522;49:04900:4:Z4393479861;49:04900:5:Z4393869566;
Clc1cccc2scc(Cl)c12,48,49:04900:1:Z444404146;49:04902:0:Z2283117605;49:04902:5:Z317784102;
CN1CCOCc2ccccc21,24,49:04900:1:Z3790736180;49:04901:4:Z3494958940;49:04902:2:Z3506594616;
CC1CCO1,700,49:04900:1:Z4325787795;49:04900:1:Z4165004827;49:04900:3:Z4273137342;
NC1CNC1,314,49:04900:1:Z4205873883;49:04900:3:Z4203439480;49:04900:5:Z4204661812;
Clc1cc2snnc2s1,146,49:04900:1:Z3365987958;49:04900:8:Z3345732274;49:04901:8:Z4000829928;
CC1CCCC1N,298,49:04900:1:Z3796750777;49:04900:1:Z4004766509;49:04900:5:Z2605772497;
Cc1nnc2n1CCC2,789,49:04900:1:Z4338446135;49:04900:2:Z3577089743;49:04900:3:Z3561459076;
CC1(C)CNCCS1=O,275,49:04900:1:Z2869545925;49:04900:4:Z3298396235;49:04900:6:Z1572364676;
C1CCC2(CC1)CCCOC2,464,49:04900:1:Z3356948250;49:04900:5:Z4229067962;49:04900:6:Z3092951575;
CC1CCc2ccccc2O1,265,49:04900:1:Z3508285913;49:04900:4:Z3356137287;49:04901:1:Z2640870938;
Cn1ncc2c1CCC(F)C2,76,49:04900:1:Z3508285913;49:04900:2:Z3508257352;49:04902:8:Z3509563923;
Cc1cc2n(n1)CCN2,174,49:04900:1:Z4036128607;49:04900:4:Z4036117051;49:04901:9:Z4036133997;
Cn1c(=O)cc(O)c2ccccc21,63,49:04900:1:Z4503876482;49:04905:5:Z4503679609;49:04906:2:Z4503640448;
C1=CC2=NCCN2C=C1,183,49:04900:1:Z4310702875;49:04900:4:Z4310835798;49:04900:7:Z4312438499;
c1cc2c(cn1)NCCC2,456,49:04900:1:Z4228710617;49:04901:0:Z4132339571;49:04901:0:Z2876334080;
CC1(O)CCC1,806,49:04900:1:Z4198885080;49:04900:1:Z2358216474;49:04900:4:Z4199536102;
c1cc2cscc2s1,127,49:04900:1:Z2708417010;49:04902:0:Z4961260657;49:04902:2:Z3711229021;
Cc1ncccc1Cl,459,49:04900:1:Z3592309039;49:04901:2:Z1983423686;49:04901:4:Z1845731981;
C1CCC2CCOC2CC1,443,49:04900:1:Z3592309039;49:04900:2:Z4213819298;49:04900:2:Z4213622295;
c1ccc2oncc2c1,1868,49:04900:1:Z4457577681;49:04900:1:Z4266868747;49:04900:2:Z2612889947;
NC1CC2CCCCC12,157,49:04900:1:Z4059234956;49:04901:7:Z3828955484;49:04901:8:Z3828769660;
C1CCC2(C1)CNCCOC2,284,49:04900:1:Z4059234956;49:04900:2:Z1730593126;49:04900:4:Z4123277152;
O=c1cc(Cl)c2ccccc2[nH]1,84,49:04900:1:Z3817276844;49:04901:6:Z3838403747;49:04901:7:Z3817425476;
O=c1occc2ccccc12,371,49:04900:1:Z2406353426;49:04900:2:Z1972816227;49:04900:4:Z1873078037;
CC1C2CNCC12,311,49:04900:1:Z4313494575;49:04900:7:Z4316135315;49:04900:8:Z4318065045;
O=C1CCNc2ccccc2N1,457,49:04900:1:Z2177118794;49:04901:0:Z1680279403;49:04901:8:Z3092676000;
O=c1[nH]ccc2c1CCNC2,357,49:04900:1:Z3593698245;49:04901:3:Z3593717149;49:04901:5:Z3593716289;
Cc1cc2c([nH]1)CCCC2,109,49:04900:1:Z1494784172;49:04900:4:Z2970237757;49:04900:4:Z2800685603;
c1n[nH]c2c1CCCCC2,323,49:04900:1:Z1954696525;49:04900:4:Z4424362305;49:04900:4:Z4424353656;
CC1Cn2nccc2CN1,735,49:04900:1:Z3138914968;49:04900:2:Z3593312070;49:04900:4:Z3141083864;
O=C1CC2CCCCC2N1,525,49:04900:1:Z2972566400;49:04901:2:Z3369531169;49:04901:2:Z3078586732;
FC1(F)CCC2(CCOC2)CC1,207,49:04900:1:Z4575111993;49:04900:5:Z4575151644;49:04900:5:Z4629245558;
Cc1cc(N)no1,233,49:04900:1:Z2166850288;49:04900:4:Z2166711912;49:04901:4:Z2166202955;
NC12CNC(C1)C2,32,49:04900:1:Z3807954896;49:04903:1:Z3807873361;49:04905:4:Z3807905367;
Cc1ccc2sccc2c1,475,49:04900:1:Z5000765213;49:04900:3:Z2861156665;49:04900:5:Z3626184604;
CC1(C)CCc2ccsc2C1,100,49:04900:1:Z3140991397;49:04900:9:Z2987578926;49:04902:0:Z4572161778;
CC1=CCCC1,252,49:04900:1:Z1481900658;49:04900:2:Z1481447533;49:04900:5:Z1481901583;
Cc1ccoc1C,605,49:04900:1:Z3870897085;49:04900:1:Z4009427530;49:04900:1:Z2272567918;
CN1CCCC2(CCNC2)C1,374,49:04900:1:Z2219360167;49:04900:5:Z2713923514;49:04900:5:Z2973519557;
C1NCC2CNCC1C2,256,49:04900:1:Z4886431408;49:04900:3:Z4886427758;49:04900:6:Z4886427680;
CN1CCC2(CC1)CNCCO2,281,49:04900:1:Z2438297620;49:04900:1:Z2458135043;49:04900:8:Z3357530470;
CC1(C)CNCC2(CCOC2)O1,277,49:04900:1:Z1954684334;49:04900:3:Z1969633016;49:04900:5:Z1954685019;
NC1CNC2(CCC2)C1,137,49:04900:1:Z3520171907;49:04900:3:Z3520167969;49:04902:4:Z3520162110;
O=C1CCOCC1,558,49:04900:1:Z4580816663;49:04900:4:Z3865307728;49:04900:4:Z3929279663;
Cc1cnc(C)nc1,509,49:04900:1:Z2840446797;49:04900:1:Z3842047715;49:04900:2:Z2506470940;
Cc1cn2nncc2c(=O)[nH]1,62,49:04900:1:Z4097113791;49:04901:9:Z3703885896;49:04907:1:Z3357676724;
Cc1nccc2nncn12,115,49:04900:1:Z3561428122;49:04900:9:Z2347430203;49:04902:0:Z4456098674;
O=C1NCC(=O)N2CCCC12,34,49:04900:1:Z2783837003;49:04905:8:Z2783837073;49:04911:6:Z2783841700;
C1CC2OCCC2CO1,453,49:04900:1:Z3573460013;49:04900:5:Z3568050105;49:04900:6:Z3354124167;
Cc1ccnc2ncnn12,286,49:04900:1:Z1265224292;49:04900:6:Z4227716983;49:04900:9:Z4225155888;
FC1CCCCCC1,249,49:04900:1:Z3857142712;49:04901:6:Z3797476857;49:04901:9:Z4257721985;
CC1(C)CCNCCO1,366,49:04900:1:Z3317133448;49:04900:5:Z3184683437;49:04900:6:Z3317131558;
Fc1cc(Cl)c2c(c1)CCNC2,148,49:04900:1:Z4410521860;49:04900:6:Z3060354149;49:04900:6:Z3060352841;
c1nc2c(s1)CNC2,142,49:04900:1:Z4539340696;49:04900:4:Z4539328380;49:04902:7:Z4524928947;
NC1CCC2CNCC2C1,158,49:04900:1:Z3889366580;49:04901:4:Z3889365154;49:04901:5:Z3870762460;
Fc1cccc2c1OCCN2,171,49:04900:1:Z4642720582;49:04900:8:Z4213277153;49:04901:9:Z3822004129;
Oc1ccncc1,1108,49:04900:1:Z4193742455;49:04900:1:Z4104456133;49:04900:2:Z2228848700;
CC1(C)CCCc2cnc(Cl)nc21,35,49:04900:1:Z2506464163;49:04907:2:Z3395845944;49:04912:6:Z3493584221;
c1cnc2c(c1)CNCC2,1202,49:04900:1:Z4447987689;49:04900:2:Z3505929233;49:04900:3:Z3517325055;
C1CC2NCCOC2C1,658,49:04900:1:Z4056325016;49:04900:2:Z4005280455;49:04900:2:Z2718900065;
C1CC2CNCC2CCN1,430,49:04900:1:Z3313969845;49:04900:6:Z4030747796;49:04900:9:Z2452222372;
Cc1ccc2nccc(=O)n2c1,375,49:04900:1:Z2227507854;49:04900:1:Z1303195065;49:04900:2:Z1381425221;
CC1CNCC2(CCNC2)O1,150,49:04900:1:Z3517933163;49:04900:2:Z3383589367;49:04900:4:Z2842338006;
CC1(C)OCCCO1,1952,49:04900:1:Z4418985911;49:04900:2:Z2907439029;49:04900:5:Z2637394469;
Cc1nc2c(F)cccc2s1,111,49:04900:1:Z3254508206;49:04900:8:Z3842828477;49:04900:9:Z3177593022;
Clc1cccc2[nH]cnc12,108,49:04900:1:Z4623156539;49:04902:1:Z4623157314;49:04903:1:Z1557297664;
Cn1ncc2c(=O)[nH]cnc21,1080,49:04900:1:Z3714039202;49:04900:1:Z4418366186;49:04900:1:Z4274332474;
C1CC2(CCN1)CCNCC2,225,49:04900:1:Z2368560582;49:04900:3:Z4079208761;49:04901:3:Z3516262504;
Oc1ccc2c(c1)CNCC2,361,49:04900:1:Z2311021429;49:04900:2:Z3696480046;49:04900:3:Z648604540;
CC1(C)CCNCCS1=O,366,49:04900:1:Z2817279123;49:04900:2:Z4111947861;49:04900:7:Z3195671408;
OC1CNCC1O,490,49:04900:1:Z4248961679;49:04900:4:Z4133880677;49:04900:7:Z4133881584;
Oc1ccc2c(c1)CCNCC2,246,49:04900:1:Z1033307366;49:04900:8:Z3441095380;49:04900:9:Z4007502610;
Cn1ncc2c1CCCNC2,355,49:04900:1:Z2347729871;49:04900:2:Z4111012320;49:04900:3:Z4770331677;
Cc1csc2nc[nH]c(=O)c12,316,49:04900:1:Z2169221180;49:04900:2:Z4128474645;49:04900:6:Z449839474;
Oc1ccc2ccsc2n1,122,49:04900:1:Z4313177927;49:04900:4:Z4310897502;49:04901:3:Z4311491374;
NC1CCCC1O,112,49:04900:1:Z4156883049;49:04901:7:Z4056221055;49:04901:8:Z3815656678;
CN1CCN(C)C2(CCNCC2)C1,196,49:04900:1:Z5053685818;49:04901:6:Z5061150896;49:04901:8:Z5053688329;
Cc1csc2c(Cl)cccc12,25,49:04900:1:Z2219073864;49:04901:5:Z2226692741;49:04905:9:Z2978189181;
O=c1[nH]cnc2c1CCCN2,110,49:04900:1:Z2874987961;49:04901:8:Z1171346136;49:04901:9:Z4652874335;
NC1COc2ccccc2C1,227,49:04900:1:Z3674197786;49:04901:9:Z3674201048;49:04902:1:Z4216234675;
FC1(F)CNCCO1,252,49:04900:1:Z4116989757;49:04900:2:Z2949950660;49:04900:6:Z3373513005;
c1ccc2c(c1)NCCCN2,274,49:04900:1:Z4522281398;49:04900:1:Z4522251285;49:04900:2:Z4522281312;
Cn1ccc(=O)[nH]c1=O,841,49:04900:1:Z3203842713;49:04900:3:Z3362383181;49:04900:4:Z3556603902;
Cc1nnc2n1CCNC2C,304,49:04900:1:Z3591063822;49:04900:5:Z4269280123;49:04900:5:Z4888082506;
Oc1ccc(F)c2c1CCNC2,203,49:04900:1:Z4343808524;49:04900:4:Z4412949036;49:04900:4:Z4413052401;
O=S1(=O)CCC2(CCCO2)CC1,190,49:04900:1:Z3019110090;49:04900:4:Z3057275510;49:04900:4:Z3057275416;
Cc1ccc(=O)n(C)c1,352,49:04900:1:Z4109253683;49:04900:4:Z1443109086;49:04900:7:Z1441658949;
Clc1ccnc2[nH]ccc12,703,49:04900:1:Z4314441705;49:04900:3:Z3356560959;49:04900:6:Z4210775985;
CN1CCCC12CCCNC2,186,49:04900:1:Z3551207139;49:04900:3:Z3267829639;49:04900:8:Z3519235267;
Clc1cccc2c1CC2,220,49:04900:1:Z3551207139;49:04900:1:Z2711538521;49:04900:8:Z2712735938;
O=S1(=O)CCC2(CC2)CC1,609,49:04900:1:Z1962468205;49:04900:4:Z4322660247;49:04900:4:Z4043289435;
CC1CNc2cccnc21,267,49:04900:1:Z4132980603;49:04900:2:Z5013081399;49:04900:5:Z4096468768;
Cc1cc(Cl)ccn1,107,49:04900:1:Z4233476051;49:04903:1:Z3999037151;49:04903:7:Z3999048700;
C1=NOC2(C1)CCNCC2,212,49:04900:1:Z4107613311;49:04900:1:Z3647641782;49:04900:3:Z3647668670;
Cn1ncc2ncccc21,487,49:04900:1:Z4240404487;49:04900:8:Z4335228800;49:04901:1:Z4459257116;
Cc1ccncc1F,468,49:04900:1:Z4489458365;49:04900:6:Z3595556106;49:04900:9:Z3595545418;
C1CC2CNCC(C1)O2,377,49:04900:1:Z3619518271;49:04900:4:Z3091849674;49:04900:7:Z3684343733;
O=C1CCCC2(CCC2)N1,519,49:04900:1:Z4254836489;49:04900:3:Z2368922936;49:04900:4:Z3176455911;
CC1(C)OC2CC1C2,550,49:04900:1:Z3253838796;49:04900:2:Z3560362346;49:04900:5:Z3385860380;
CC1CCc2ncsc2C1,975,49:04900:1:Z3365477489;49:04900:2:Z3318025888;49:04900:3:Z3618938649;
Cc1c[nH]c2ncccc12,166,49:04900:1:Z4208522697;49:04901:2:Z3543370904;49:04901:7:Z4250121606;
CC1CC2(CCCCC2)CN1,288,49:04900:1:Z4883754181;49:04900:1:Z4883761077;49:04900:2:Z4880422210;
O=C1NCCC2CCNCC12,317,49:04900:1:Z3385086938;49:04900:4:Z4111309234;49:04900:4:Z3674130284;
CC1(C)Cc2ccc(Cl)cc2O1,73,49:04900:1:Z1971548945;49:04900:4:Z2294107057;49:04902:1:Z1971558696;
Cn1nc(Cl)cc1Cl,265,49:04900:1:Z2707592708;49:04900:3:Z3700635814;49:04900:5:Z2803797051;
CC1=CS(=O)(=O)CCO1,429,49:04900:1:Z4351643342;49:04900:3:Z4351643864;49:04900:5:Z3205817128;
O=c1ccc(Cl)n[nH]1,353,49:04900:1:Z4291923216;49:04900:2:Z2792649759;49:04900:4:Z2792248278;
Cc1nc2cncnc2s1,119,49:04900:1:Z3388851108;49:04900:5:Z5036980443;49:04902:5:Z3390711142;
CN1CCC(O)CC1,555,49:04900:1:Z4491064494;49:04900:2:Z3831467356;49:04900:8:Z4326882752;
CC1NCCCNC1=O,620,49:04900:1:Z4126564631;49:04900:2:Z3575611408;49:04900:2:Z3575615916;
c1ccc2c(c1)COCCN2,556,49:04900:1:Z4126564631;49:04900:2:Z4164181997;49:04900:5:Z3574623225;
OC1CC2COC(C2)C1O,130,49:04900:1:Z4271106618;49:04901:4:Z4271123056;49:04902:5:Z4279031125;
O=C1CCC2(CCC2)C1,365,49:04900:1:Z3578334769;49:04900:2:Z3552374451;49:04900:4:Z3524328161;
Cn1cnc2cc(F)ccc21,388,49:04900:1:Z4389754326;49:04900:2:Z2905980610;49:04900:2:Z2628717362;
CC1CC2(CCCO2)CO1,268,49:04900:1:Z3475073959;49:04900:3:Z2876864492;49:04900:3:Z2861681957;
O=S1(=O)CCC2(CCNC2)C1,373,49:04900:1:Z3585503979;49:04900:4:Z3080110610;49:04901:3:Z3392471726;
O=c1cc[nH]cn1,548,49:04900:1:Z4341701635;49:04900:2:Z1263984678;49:04900:4:Z4030620438;
CC1(C)CCNCC2CCOC21,219,49:04900:1:Z4199039345;49:04901:1:Z4325872405;49:04901:1:Z3395840127;
O=c1[nH]cc[nH]1,743,49:04900:1:Z3707163325;49:04900:2:Z2480137555;49:04900:4:Z2481061392;
CC1(C)C2CCCNC1C2,106,49:04900:1:Z3086135694;49:04901:2:Z2474535703;49:04901:6:Z2474475912;
Cn1cc(O)cn1,146,49:04900:1:Z4129299637;49:04901:4:Z4489643522;49:04902:1:Z4294227921;
O=c1cc(O)cco1,126,49:04900:1:Z4050700772;49:04900:8:Z2804992417;49:04901:2:Z3591568092;
Cc1cccc2occc12,324,49:04900:1:Z3642461433;49:04900:6:Z3518751171;49:04900:7:Z3133714326;
O=S1(=O)CCNCCN1,369,49:04900:1:Z3642461433;49:04901:2:Z3642434279;49:04902:0:Z3561956331;
c1cc2c(nn1)CCOC2,343,49:04900:1:Z4023293235;49:04900:3:Z4022830044;49:04900:6:Z4022505165;
Cc1ccc2c(c1)CC2,240,49:04900:1:Z4094300557;49:04900:9:Z2764907947;49:04901:0:Z2823877758;
C1CCC2(CC1)CCC2,4586,49:04900:1:Z3646062183;49:04900:1:Z4145080459;49:04900:1:Z4279208788;
c1ccc2c(c1)cc1n2CCCNC1,137,49:04900:1:Z2108105554;49:04901:7:Z2103749858;49:04901:9:Z2099725858;
c1nc2c(s1)CCCCCC2,132,49:04900:1:Z809209348;49:04900:6:Z1995648209;49:04902:5:Z3864606578;
C1CC2CCCN2C1,1109,49:04900:1:Z4290624364;49:04900:1:Z2966448886;49:04900:2:Z4279227823;
c1nc2sccc2s1,432,49:04900:1:Z1148675789;49:04900:9:Z3839582080;49:04901:1:Z2446642540;
c1cc2c(cn1)CNCC2,799,49:04900:1:Z3141977826;49:04900:2:Z3091615764;49:04900:3:Z4832305386;
O=C1COCCC2(CNC2)N1,191,49:04900:1:Z4265344366;49:04900:3:Z4278485697;49:04901:4:Z4265329872;
O=S1(=O)CCc2sccc2C1,282,49:04900:1:Z2717982315;49:04900:1:Z4572351527;49:04900:5:Z3566142790;
O=c1ccc2ccncc2[nH]1,75,49:04900:1:Z3556244072;49:04900:4:Z4185109703;49:04902:3:Z3556242500;
Fc1cc(F)c2c(c1)CNCC2,258,49:04900:1:Z3372791735;49:04900:6:Z1478601152;49:04901:1:Z1448900080;
Cc1cscc1Cl,501,49:04900:1:Z1840754796;49:04900:3:Z2484648722;49:04900:4:Z1919007186;
Cc1ccn2ccnc2c1C,322,49:04900:1:Z4403697993;49:04900:2:Z4129213860;49:04900:7:Z3986946801;
c1nc2c([nH]1)CCNC2,1025,49:04900:1:Z3497804850;49:04900:1:Z3497802513;49:04900:1:Z3351657524;
O=C1CCCc2oc(=O)ccc21,148,49:04900:1:Z4042694569;49:04900:8:Z3555345722;49:04901:0:Z3517176593;
c1ccc2c(c1)CCC1NCCOC21,23,49:04900:1:Z4390350574;49:04900:4:Z4424238534;49:04904:2:Z4401672514;
OC1CCCCCC1,634,49:04900:1:Z4095908377;49:04900:2:Z3361237360;49:04900:4:Z3056915823;
