fragment_smiles,occurences,example_ligands
Fc1ccc2ccccc2c1,415,49:04900:6:Z4021021458;49:04901:2:Z2844063915;49:04901:6:Z2839861647;
Cc1nc(O)cs1,35,49:04900:6:Z3095136295;49:04901:2:Z3137656484;49:04906:7:Z3095136398;
c1ccc2c(c1)cc1n2CCNC1,148,49:04900:6:Z3354840663;49:04901:6:Z4770169580;49:04902:5:Z2189511166;
O=S1(=O)Cc2ccccc2N1,206,49:04900:6:Z4178392235;49:04900:7:Z3984852569;49:04901:0:Z3841640261;
Cc1cccc2c1C(=O)NCCN2,123,49:04900:6:Z4244377388;49:04903:7:Z3083373372;49:04903:8:Z1886787200;
Cc1cccc2c1OCC2,296,49:04900:6:Z2287885748;49:04901:6:Z4054303776;49:04903:1:Z2595091837;
Nc1ncnc2c1CNCC2,234,49:04900:6:Z4012837686;49:04900:9:Z4126498673;49:04901:2:Z4011958776;
Cc1nc2cc[nH]c2s1,166,49:04900:6:Z3574777376;49:04900:7:Z3382537258;49:04901:2:Z3300222400;
Cc1cc(C)nc(N)n1,145,49:04900:6:Z4092994943;49:04901:0:Z2644980215;49:04901:6:Z3187123245;
FC1(F)CCC2CCCNC2C1,147,49:04900:6:Z4051324344;49:04902:6:Z4027560133;49:04905:6:Z4222261051;
O=C1CNC2(CCC2)CN1,143,49:04900:6:Z4849003307;49:04900:7:Z4363779749;49:04901:9:Z3883817131;
c1cnc2c(c1)NCCN2,112,49:04900:6:Z3053835795;49:04901:2:Z3053836043;49:04902:2:Z3053836878;
CC1CN(C)C(C)C(C)N1,107,49:04900:6:Z4487869420;49:04901:7:Z2817040372;49:04901:9:Z3670575933;
Cc1cnc2c(c(C)nn2C)c1Cl,53,49:04900:6:Z2851931088;49:04901:6:Z2851537234;49:04903:0:Z2851717334;
Clc1cccc2c1NCCC2,95,49:04900:6:Z4110435852;49:04902:0:Z2869615984;49:04902:6:Z4690743123;
Cn1nc(O)c2c1CNCC2,289,49:04900:6:Z3888463958;49:04901:2:Z2915457680;49:04901:7:Z4113216770;
Cc1sc2[nH]cnc(=O)c2c1C,47,49:04900:6:Z1560464110;49:04909:6:Z3208612486;49:04911:1:Z1267171715;
Fc1ccc(F)c2c1CCN2,191,49:04900:6:Z4132401627;49:04900:9:Z2231364001;49:04901:5:Z4132405551;
Cc1ccc2[nH]nnc2c1,116,49:04900:6:Z4266629527;49:04900:8:Z4266641193;49:04901:7:Z4266640533;
Fc1cccc2ccsc12,76,49:04900:6:Z1771708948;49:04901:8:Z4276094549;49:04902:1:Z3010890479;
O=C1CCCNC1,116,49:04900:6:Z3620250852;49:04903:5:Z3589136921;49:04905:9:Z4392790627;
c1cc2nccn2cn1,104,49:04900:6:Z3075379600;49:04900:6:Z3075332424;49:04902:0:Z3076273489;
FC1(F)CNCC2(CCC2)C1,241,49:04900:6:Z3706112871;49:04900:7:Z3655782206;49:04900:8:Z4278237823;
CC1CCCN(C)C1C,31,49:04900:6:Z4431350361;49:04902:5:Z4431317871;49:04904:6:Z4431332417;
C1COCC2(C1)CCCO2,445,49:04900:6:Z3366658229;49:04901:0:Z4621289491;49:04901:3:Z4620959902;
Cc1ccc2ncn(C)c(=O)c2c1,21,49:04900:6:Z2589103962;49:04901:1:Z954305946;49:04902:3:Z4236121055;
Cc1nn2c(ncc3ccccc32)c1Cl,41,49:04900:6:Z381223680;49:04901:4:Z3393567597;49:04907:7:Z2771636621;
NC1C2CCCCNC12,148,49:04900:6:Z3891834742;49:04902:4:Z3044688802;49:04902:9:Z3141635150;
NC1CCCC2CNCC12,249,49:04900:6:Z2773158733;49:04900:7:Z2394102265;49:04901:1:Z2361731132;
CC1NCCc2ccc(F)cc21,233,49:04900:6:Z3650615244;49:04901:1:Z1215177779;49:04901:4:Z1986999918;
Cc1cc(C)oc(=O)c1,224,49:04900:6:Z4105650768;49:04900:7:Z1010240284;49:04900:7:Z3083593355;
c1cc2ocnc2cn1,2,49:04900:6:Z4210158067;49:04960:0:Z4210157993;
Fc1cccc2c1SCCC2,282,49:04900:6:Z2144786334;49:04900:9:Z2772539853;49:04900:9:Z4595813536;
CN1CC2CCC1C2,273,49:04900:6:Z3594395522;49:04900:7:Z3615766324;49:04901:4:Z4271680913;
Oc1ccc2c(c1)CCCCN2,81,49:04900:6:Z3055530139;49:04902:4:Z3055529998;49:04902:4:Z4505686306;
CC1CCNC1=O,133,49:04900:6:Z2610765215;49:04900:6:Z2610768831;49:04900:9:Z2709933252;
CN1CC2CCCCC2C1,297,49:04900:6:Z3054645433;49:04901:6:Z4443288889;49:04902:6:Z3054654010;
Cc1ccc2c(c1)CNCC2(C)C,99,49:04900:6:Z1866326960;49:04901:9:Z2206490170;49:04902:8:Z2115237006;
CC1CCCC1O,783,49:04900:6:Z3701889042;49:04900:7:Z4470938036;49:04900:8:Z4141420288;
CC1(C)C2CCC13CCNC3C2,61,49:04900:6:Z3609493192;49:04901:8:Z3609496384;49:04904:0:Z3621228750;
CN1CCNC2CC21,314,49:04900:6:Z4077056439;49:04900:7:Z4090110718;49:04900:9:Z3838739306;
CC1CNc2ccnn2C1,551,49:04900:6:Z3202690823;49:04900:6:Z4471003206;49:04900:8:Z4195149183;
O=C1CCCC2CC12,291,49:04900:6:Z4319598872;49:04901:0:Z4319250541;49:04901:2:Z4324325021;
Oc1ccc2c(c1)CNC2,190,49:04900:6:Z4304274541;49:04900:8:Z2433966539;49:04901:9:Z3345002038;
Fc1ccc(Cl)c2ncccc12,130,49:04900:6:Z4563008234;49:04900:8:Z3523735730;49:04902:2:Z5053285677;
Cc1nccc(Cl)n1,190,49:04900:6:Z3395523532;49:04901:3:Z1615174629;49:04902:9:Z1462125722;
C1=CCOCC1,441,49:04900:6:Z4175813977;49:04900:9:Z4224080755;49:04901:1:Z4170165114;
c1ccc2c(c1)sc1ncncc12,51,49:04900:6:Z2033608973;49:04903:9:Z1994104633;49:04907:7:Z2000227282;
Cc1cc2n(n1)CCCN2,328,49:04900:6:Z2713745588;49:04900:8:Z4253818895;49:04900:9:Z4124488110;
Cc1cnc(N)nc1C,9,49:04900:6:Z5023226785;49:04908:7:Z4576474614;49:04921:0:Z4961613481;
C1CCC2CC2NC1,158,49:04900:6:Z4525665724;49:04900:6:Z3044157489;49:04900:7:Z4268990276;
CN1CCC2(CC1)CC(O)CN2,194,49:04900:6:Z4465673303;49:04900:9:Z4478250531;49:04902:6:Z4478257863;
Cc1csc(Cl)c1,245,49:04900:6:Z3060140446;49:04900:6:Z3060888362;49:04900:6:Z3092989779;
Cc1cc2nc[nH]c2cc1C,267,49:04900:6:Z3818569599;49:04900:7:Z3986281061;49:04900:8:Z3831033890;
Cc1cnc2c(C)cccc2c1,34,49:04900:6:Z2976512624;49:04907:4:Z2094585128;49:04909:7:Z2185976514;
C1CNCC2(C1)COCCO2,324,49:04900:6:Z2976512624;49:04900:6:Z3054192624;49:04901:1:Z2964226316;
c1cc2n(n1)NCCC2,314,49:04900:6:Z4294588783;49:04900:6:Z4293958216;49:04900:7:Z4294407371;
CC1(C)CCNCC(C)(C)N1,213,49:04900:6:Z3177666377;49:04901:2:Z4294526956;49:04902:4:Z3184024400;
Cc1c(F)ccc2[nH]ccc12,163,49:04900:6:Z3188841322;49:04901:1:Z3908072639;49:04901:1:Z3584700239;
O=S1(=O)CC2(CCNCC2)CN1,52,49:04900:6:Z3790881518;49:04905:1:Z3790880298;49:04905:8:Z3790876646;
Cc1cnnc(Cl)c1C,55,49:04900:6:Z2851358035;49:04901:0:Z3831740360;49:04903:6:Z2851294980;
C1CC2COCCC2N1,616,49:04900:6:Z4318817034;49:04900:7:Z3549661905;49:04900:9:Z2995181626;
Nc1cnc2ccccc2n1,40,49:04900:6:Z4782047616;49:04901:8:Z4402579620;49:04902:6:Z4402581652;
C1CNCC2CC2C1,219,49:04900:6:Z3140875999;49:04900:9:Z3044127249;49:04901:3:Z3551044843;
CC1(C)CCNC1=O,77,49:04900:6:Z4147874478;49:04901:3:Z4114975820;49:04903:4:Z4114988585;
Cn1c(=O)c2ccsc2n(C)c1=O,102,49:04900:6:Z4053331042;49:04902:0:Z4055064042;49:04902:8:Z4053160938;
CC1(O)CCNCC1O,71,49:04900:6:Z4961629103;49:04900:7:Z4961370704;49:04902:8:Z4959711272;
Cc1cc(F)cc2c(=O)cc[nH]c12,53,49:04900:6:Z1452816560;49:04901:3:Z2335411677;49:04902:4:Z4090011431;
N=S1(=O)CCC2(CCNC2)CC1,96,49:04900:6:Z4056320532;49:04900:8:Z4005091869;49:04901:0:Z4056320345;
Clc1ccc2c(c1)CCNC2,218,49:04900:6:Z2483000878;49:04901:6:Z2206865027;49:04901:7:Z3828955484;
Cn1ccc2sccc21,165,49:04900:6:Z3542581053;49:04901:9:Z4879907428;49:04903:7:Z4459265568;
Clc1ccc2cnoc2c1,8,49:04900:6:Z2148209251;49:04900:9:Z4134259412;49:04909:4:Z2996169763;
Cn1c(=O)c2cccnc2n(C)c1=O,122,49:04900:6:Z2454630829;49:04900:8:Z338581166;49:04901:6:Z2378327584;
Cc1ccc2ccc(Cl)cc2n1,129,49:04900:6:Z359086164;49:04900:7:Z4777372030;49:04900:7:Z3385073729;
Fc1cccc2c1NCC2,319,49:04900:6:Z4059853053;49:04900:9:Z1449713109;49:04900:9:Z3049725191;
CN1CCNS(=O)(=O)CC1,22,49:04900:6:Z4216371175;49:04900:8:Z4216371671;49:04908:3:Z4216369314;
O=c1ccoc2ccc(O)cc12,89,49:04900:6:Z4307841720;49:04901:3:Z4307488014;49:04902:0:Z4307662134;
Fc1ccc2c(c1F)NCC2,159,49:04900:6:Z4443283453;49:04901:3:Z2375148990;49:04901:5:Z4272285627;
O=C1CCNc2ccc(O)cc21,56,49:04900:6:Z3670839954;49:04902:8:Z5044417395;49:04903:1:Z2914322913;
CC1CC(N)CN1,154,49:04900:6:Z2873072289;49:04900:9:Z2776784149;49:04901:8:Z2827769242;
O=S1(=O)CCC12CCNCC2,507,49:04900:6:Z4055469885;49:04900:6:Z4986015180;49:04900:7:Z3698868423;
CC1CCNC1C,331,49:04900:6:Z1940003580;49:04900:7:Z1366385046;49:04901:0:Z3201134786;
c1cc2ncsc2s1,172,49:04900:6:Z1227036393;49:04901:2:Z1902806582;49:04901:2:Z1656639954;
Nc1ccnc2ccnn12,88,49:04900:6:Z4487594938;49:04903:8:Z4491766494;49:04906:9:Z4491697352;
NC1CNC2(CCCC2)C1,121,49:04900:6:Z4429665162;49:04900:9:Z3498715273;49:04901:2:Z3520188002;
c1ccc2c(c1)OC1(CCNC1)O2,192,49:04900:6:Z2494262890;49:04901:0:Z4084470604;49:04901:2:Z3943874945;
CC1(C)CC2(CCC2)CN1,218,49:04900:6:Z4124040441;49:04900:7:Z2644569763;49:04902:4:Z4324470707;
CN1CCCNc2cc(F)ccc21,123,49:04900:6:Z2269673984;49:04901:0:Z1961297465;49:04902:8:Z4263248397;
c1ccc2c(c1)OCCC21CC1,719,49:04900:6:Z4504214177;49:04900:6:Z1334363416;49:04900:6:Z3716543432;
Fc1ccc2oncc2c1,428,49:04900:6:Z3623720075;49:04900:7:Z2355538707;49:04900:8:Z2783722485;
c1ncn2c1CCCCC2,1,49:04900:6:Z2441702430;
C1=CNCCC1,235,49:04900:6:Z4825756333;49:04900:6:Z4829144156;49:04902:3:Z3383394487;
Fc1ccc(Cl)c2c1NCCC2,57,49:04900:6:Z1743175869;49:04902:9:Z1994243322;49:04907:3:Z1973566529;
Cc1ccnc(N)c1,244,49:04900:6:Z2997572238;49:04900:9:Z4106282223;49:04901:0:Z4254213510;
C1CCC2CNN=C2C1,19,49:04900:6:Z4257572313;49:04902:9:Z4256551133;49:04904:8:Z4255189102;
Fc1cccc2c1CCCN2,154,49:04900:6:Z1361850519;49:04900:7:Z4112647686;49:04900:8:Z1883400343;
Cc1cn(C)nn1,261,49:04900:6:Z3790408643;49:04900:8:Z3382608690;49:04900:8:Z3382622608;
Cn1ncc2c1CNC2,406,49:04900:6:Z3473181251;49:04900:7:Z3795063794;49:04900:9:Z3794239487;
FC1(F)CC12CCCNC2,414,49:04900:6:Z2474255670;49:04900:9:Z2662570458;49:04900:9:Z4110519614;
Cc1cccc2c1CCOC2,243,49:04900:6:Z5007810142;49:04901:5:Z5004770223;49:04901:5:Z5007583227;
Fc1ccc2c(c1F)CCCN2,142,49:04900:6:Z4191134476;49:04901:1:Z4200993352;49:04901:7:Z4191139630;
Cc1ccc2c(c1C)OCCC2,376,49:04900:6:Z3588124024;49:04900:6:Z3093318707;49:04901:3:Z4294639338;
CC1(C)CC(O)C1,171,49:04900:6:Z3649266933;49:04901:4:Z3547303516;49:04901:7:Z3467322163;
Cc1n[nH]cc1Cl,503,49:04900:6:Z3528812869;49:04900:8:Z3668114544;49:04901:5:Z3666789782;
C1CC2(CCC3(CC2)OCCO3)CN1,130,49:04900:6:Z4295757776;49:04901:1:Z4089638420;49:04901:3:Z3775167474;
c1cc2scnc2cn1,304,49:04900:6:Z2627162989;49:04900:7:Z2228306665;49:04901:0:Z2915052448;
Clc1cccc2nonc12,99,49:04900:6:Z3821938641;49:04901:5:Z2214082839;49:04902:0:Z2214087934;
CC1CC(C)n2ncnc2N1,111,49:04900:6:Z4364798601;49:04901:4:Z4364788729;49:04903:2:Z4364797173;
c1cnc2c(c1)CCCCN2,164,49:04900:6:Z4385545625;49:04901:8:Z3474539666;49:04902:3:Z4126746614;
c1cc2sccc2s1,613,49:04900:6:Z4326977697;49:04900:6:Z4326936347;49:04900:6:Z4317969222;
O=S1(=O)NCNc2ccccc21,176,49:04900:6:Z2004023994;49:04900:9:Z4236593863;49:04901:1:Z4310527621;
NC1CCNC2(CCC2)C1,142,49:04900:6:Z3889056900;49:04901:6:Z3808372759;49:04901:9:Z3799098521;
c1ccc2c(c1)CC1CCC2C1,82,49:04900:6:Z4153689918;49:04901:6:Z4147236306;49:04902:0:Z4153259125;
FC1(F)C2C3CCC(C3)C21,109,49:04900:6:Z3574659037;49:04904:4:Z3574654097;49:04904:9:Z4598854722;
Cc1nc2cnccc2[nH]1,171,49:04900:6:Z4147434534;49:04901:7:Z4049239203;49:04903:8:Z4147245117;
Cc1ccc2c(c1F)CCCN2,81,49:04900:6:Z4363433342;49:04900:8:Z4132544565;49:04901:5:Z4132544627;
OC1CC2CCC1CC2,191,49:04900:6:Z3337814648;49:04900:9:Z2995578980;49:04903:2:Z2982443537;
Cc1ccc2cnn(C)c2n1,405,49:04900:6:Z3339625323;49:04900:7:Z3055249553;49:04900:9:Z2792301918;
OC1CC2(CNC2)C1,162,49:04900:6:Z3057254599;49:04900:8:Z4917595709;49:04901:6:Z3057253464;
O=C1NCCCC12CCC2,89,49:04900:6:Z3180060554;49:04901:7:Z3646278093;49:04902:1:Z4082745460;
CC1(C)CNCC(O)C(O)C1,285,49:04900:6:Z4423918319;49:04901:0:Z4095394724;49:04901:1:Z3912797871;
Cc1n[nH]c(=O)o1,324,49:04900:6:Z2589453725;49:04901:6:Z2589454494;49:04902:3:Z2844412410;
CC1CCNCC1(C)O,731,49:04900:6:Z4599711883;49:04900:6:Z4474005216;49:04901:0:Z4368641279;
Cc1cc(C)c2cccnc2c1,130,49:04900:6:Z1625589713;49:04900:7:Z4198662728;49:04901:4:Z3408444278;
Fc1cccc2cncnc12,260,49:04900:6:Z1989848224;49:04900:8:Z3078746355;49:04900:9:Z1874290376;
Fc1ccc(Cl)c2c1CCCN2,57,49:04900:6:Z2999449123;49:04901:6:Z4130552628;49:04902:9:Z4376752028;
CN1CCC(=O)NC2CNCCC21,230,49:04900:6:Z4194310126;49:04900:9:Z4191698681;49:04900:9:Z4215278982;
Cc1nc(C)c2c(C)csc2n1,182,49:04900:6:Z3055505398;49:04900:7:Z3584283721;49:04901:2:Z1231578583;
C1CCC2(CC1)CNCCO2,581,49:04900:6:Z2044516520;49:04900:8:Z2703458612;49:04900:8:Z3699995461;
CC1Cc2cc(O)ccc2C(C)N1,78,49:04900:6:Z4253335010;49:04901:8:Z4253317582;49:04903:5:Z4253327121;
C1=NOC2(C1)CCNC2,303,49:04900:6:Z4343802497;49:04900:8:Z4594293293;49:04901:3:Z4353364622;
c1ncc2c(n1)OCC2,112,49:04900:6:Z4231391657;49:04901:4:Z3647382647;49:04901:6:Z3647077605;
Cc1cc(=O)n2c(n1)CCCC2,159,49:04900:6:Z4216829253;49:04901:0:Z4030544520;49:04901:7:Z4024817100;
Cn1c(=O)c2[nH]cnc2n(C)c1=O,247,49:04900:6:Z2918342736;49:04900:7:Z183210916;49:04900:8:Z344868228;
C1CCN2CC3CNCC3C2C1,199,49:04900:6:Z3103748266;49:04901:0:Z1284445217;49:04901:6:Z1256022395;
OC1CNCC(O)C1O,131,49:04900:6:Z4231837624;49:04904:1:Z2914266783;49:04904:5:Z3555033649;
Fc1ccc2ncsc2c1,376,49:04900:6:Z4218326601;49:04900:7:Z1205407422;49:04900:9:Z1642370041;
O=C1CNc2cccc(F)c2N1,114,49:04900:6:Z4217720512;49:04901:2:Z4110037648;49:04901:8:Z2319744834;
Cc1ccn2cnnc2c1,340,49:04900:6:Z1771072949;49:04901:0:Z1392036497;49:04902:0:Z1765686266;
Fc1ccc2cn[nH]c2c1,92,49:04900:6:Z1834345919;49:04905:2:Z1834340868;49:04905:7:Z3546422781;
Cc1cc2cc[nH]c2cc1Cl,133,49:04900:6:Z4883810002;49:04901:0:Z3571811872;49:04902:3:Z3191857893;
O=c1ccc2c([nH]1)CCNC2,485,49:04900:6:Z4402218170;49:04901:1:Z3612122491;49:04901:7:Z3612127650;
CC1(C)CNC2CCCC21,169,49:04900:7:Z2957390718;49:04900:9:Z2988434371;49:04901:0:Z2968841160;
CN1CCc2ccccc2CC1=O,92,49:04900:7:Z4026899807;49:04901:1:Z4000170245;49:04903:4:Z4025865618;
Nc1ncncc1Cl,76,49:04900:7:Z4026899807;49:04902:2:Z1640918372;49:04905:2:Z4576275868;
O=c1[nH]ccc2ccc(Cl)cc12,151,49:04900:7:Z4348734608;49:04901:5:Z4349474473;49:04902:0:Z3831283023;
O=S1(=O)C2CCCN1CC2,234,49:04900:7:Z4669962322;49:04900:9:Z3919490580;49:04902:2:Z3442766328;
Cn1c2ccccc2n2cnnc12,29,49:04900:7:Z1357372339;49:04900:8:Z1357369297;49:04901:5:Z2067907920;
Oc1cnc2ccccc2n1,107,49:04900:7:Z4487322475;49:04901:4:Z4489614709;49:04903:3:Z4447669913;
C1CCN2CCNCC2C1,459,49:04900:7:Z2412930450;49:04900:9:Z4276291757;49:04900:9:Z1419546656;
Fc1ccc(F)c2c1NCCO2,86,49:04900:7:Z4132573897;49:04901:0:Z4652765708;49:04902:6:Z4132576684;
CC1CNC2(CCC2)CO1,199,49:04900:7:Z2476662043;49:04901:2:Z3617788604;49:04901:8:Z4304129452;
Cn1ncc2[nH]c(=O)ccc21,139,49:04900:7:Z5051927569;49:04901:7:Z3647709574;49:04904:0:Z3049264375;
Cc1sc2ncncc2c1C,397,49:04900:7:Z354320484;49:04900:7:Z185496968;49:04900:8:Z4121933297;
Clc1cc(Cl)c2[nH]ccc2c1,42,49:04900:7:Z3944948525;49:04901:4:Z2232828082;49:04905:7:Z2308609266;
Cc1cc(=O)[nH]nc1C,256,49:04900:7:Z1745511949;49:04900:7:Z3831206172;49:04901:0:Z1779849917;
Cc1ccc(Cl)cc1Cl,223,49:04900:7:Z1340450509;49:04900:8:Z2406175370;49:04901:6:Z1636753101;
Nc1cnsc1,192,49:04900:7:Z4285923959;49:04900:7:Z4475145505;49:04900:7:Z4285534263;
Clc1ccc2c(c1)CNCCO2,148,49:04900:7:Z4525079757;49:04901:2:Z4353729882;49:04901:6:Z4420753664;
CC12CCCNC1CCOC2,217,49:04900:7:Z3916634755;49:04901:3:Z4205575166;49:04901:4:Z4906716238;
CC1(C)Cc2ccccc2N1,158,49:04900:7:Z4054896205;49:04900:7:Z3518000352;49:04902:2:Z2853982880;
C1CN2CCC(CC2)N1,163,49:04900:7:Z1840997574;49:04900:7:Z1819309486;49:04903:7:Z1819304439;
Cc1ccc2c(Cl)csc2c1,103,49:04900:7:Z1711955165;49:04902:1:Z3055184932;49:04902:1:Z3059082544;
FC1CC2CCC1C2,285,49:04900:7:Z3589126266;49:04900:7:Z3625360765;49:04901:0:Z4251762640;
CC1(C)CC2(CCN2)CC(C)(C)O1,143,49:04900:7:Z4035094300;49:04901:2:Z4031752615;49:04902:2:Z4029023322;
O=S1(=O)CCC2CCC1C2,334,49:04900:7:Z3548224136;49:04900:9:Z3578077927;49:04900:9:Z3555767648;
FC1(F)CCC2(CC1)CNC2,237,49:04900:7:Z3438734915;49:04901:9:Z3610856984;49:04902:0:Z3621344985;
CC1(C)CNCc2ccccc21,214,49:04900:7:Z4422635675;49:04901:8:Z3542270452;49:04904:1:Z4471553812;
Cc1ccc2c(c1)N(C)CCN2,142,49:04900:7:Z4128590170;49:04901:6:Z4128601561;49:04904:0:Z4128590263;
Fc1cc(F)c2cccnc2c1,250,49:04900:7:Z4825717090;49:04900:8:Z3830009842;49:04901:2:Z4871645070;
O=S1(=O)CCNCc2ccccc21,207,49:04900:7:Z1730504839;49:04900:9:Z2948861487;49:04901:8:Z1731379472;
Clc1ccnc2c1CCCN2,148,49:04900:7:Z4338577460;49:04901:0:Z4338573977;49:04903:3:Z4338576607;
O=C1CNc2ncncc2N1,85,49:04900:7:Z2691436642;49:04900:7:Z2691347466;49:04901:1:Z2691411329;
CC1CNc2ccccc2NC1=O,125,49:04900:7:Z4109137103;49:04900:9:Z1879265736;49:04901:3:Z4109143412;
Cc1[nH]nc2c1CCCC2,386,49:04900:7:Z3788513946;49:04900:7:Z3867476888;49:04900:8:Z4023258806;
CC1CCSCCN1,276,49:04900:7:Z5000872769;49:04900:7:Z2063315796;49:04900:8:Z3198045622;
NC1CNC2(CCOC2)C1,146,49:04900:7:Z3520150245;49:04902:9:Z3520151751;49:04903:1:Z3520150134;
CC1CCCC(C)(C)C1=O,62,49:04900:7:Z2498477168;49:04901:5:Z3168900405;49:04901:6:Z3646146026;
CC12CCC(CC1)CC2,84,49:04900:7:Z4488767771;49:04901:1:Z4479286683;49:04903:2:Z4460224241;
Oc1nscc1Cl,135,49:04900:7:Z4183959278;49:04901:3:Z2963776931;49:04901:4:Z2668810875;
Clc1n[nH]c2nccnc12,14,49:04900:7:Z4169147424;49:04907:3:Z4169427164;49:04913:9:Z4169422362;
Cc1cc2ncsc2cc1F,48,49:04900:7:Z4216761357;49:04903:3:Z2987456741;49:04904:2:Z4106820247;
Cc1cccc2ncoc12,110,49:04900:7:Z2179783417;49:04902:6:Z2273534687;49:04902:6:Z2771446369;
c1cc2cn[nH]c2cn1,203,49:04900:7:Z4288034442;49:04900:8:Z4289972678;49:04901:1:Z4293920913;
CC1COCc2ccccc21,199,49:04900:7:Z5006019352;49:04900:8:Z5006362412;49:04901:1:Z5007923650;
OC1CCSC1,728,49:04900:7:Z1442078238;49:04900:8:Z2269999051;49:04900:8:Z1627893731;
Clc1cc(Cl)c2ocnc2c1,54,49:04900:7:Z1219113597;49:04901:7:Z3830509135;49:04901:7:Z3560535873;
c1ccc2c(c1)ncc1cccn12,18,49:04900:7:Z2613232094;49:04912:1:Z2612459001;49:04919:2:Z2612212896;
O=C1CCc2ncccc21,139,49:04900:7:Z2143275156;49:04901:6:Z2142868728;49:04903:6:Z2142704609;
CC1(C)CNc2ccccc21,45,49:04900:7:Z3625703145;49:04900:8:Z4401764225;49:04902:5:Z4422025351;
Cc1csc2nccc(=O)n12,486,49:04900:7:Z2961967917;49:04901:1:Z2101266444;49:04901:3:Z4156313503;
O=C1CCCc2ncncc21,27,49:04900:7:Z4236474691;49:04901:6:Z2720860079;49:04902:5:Z2720859728;
NC1CNCCc2ccccc21,126,49:04900:7:Z3808305327;49:04902:3:Z3798085455;49:04903:3:Z4029140271;
CC1(C)CCNCCS1(=O)=O,380,49:04900:7:Z3195585918;49:04900:7:Z3195618990;49:04900:7:Z1897167066;
CC1(C)CNC(=O)NC1=O,56,49:04900:7:Z3211493227;49:04901:1:Z3211561625;49:04906:2:Z3211022385;
O=c1c2c(nc3nc[nH]n13)CCC2,22,49:04900:7:Z3340005153;49:04903:5:Z3340006200;49:04906:5:Z3340006036;
OC1COC2CC1C2,176,49:04900:7:Z4601296573;49:04901:8:Z4457479640;49:04902:0:Z4478348149;
Cc1cc(=O)n2ccccc2n1,78,49:04900:7:Z2168771798;49:04901:1:Z4346786468;49:04901:7:Z3653082171;
Fc1ccc2c(c1)CNC2,205,49:04900:7:Z2830411677;49:04901:8:Z4126120758;49:04902:5:Z2804745542;
Oc1cncc(Cl)c1,24,49:04900:7:Z3368827460;49:04902:7:Z3368828495;49:04902:9:Z4066050021;
c1ccc2c(c1)OCCCCO2,101,49:04900:7:Z4315808824;49:04902:0:Z3394719835;49:04902:1:Z2261151962;
Cc1nnc2[nH]ncc2c1C,108,49:04900:7:Z4419062035;49:04903:9:Z4271826992;49:04903:9:Z4271826928;
OC1CC2CNCC2CC1O,224,49:04900:7:Z3832031926;49:04901:0:Z3782561938;49:04901:2:Z3820514738;
C1CNCC2(C1)CCSCC2,236,49:04900:7:Z2291607304;49:04900:9:Z2333287899;49:04901:0:Z3471468731;
CC1CNc2cnccc2NC1=O,111,49:04900:7:Z4132440233;49:04901:3:Z3040087321;49:04905:4:Z3817525135;
Cc1cc(O)nc(O)n1,64,49:04900:7:Z1747041337;49:04904:6:Z1747045468;49:04908:8:Z1747040909;
O=C1CCc2sccc21,247,49:04900:7:Z5001452144;49:04900:9:Z5007419980;49:04901:1:Z5000743101;
Cc1cncc2nccn12,227,49:04900:7:Z4540999677;49:04901:3:Z4541074382;49:04901:4:Z4541312270;
O=C1CCOC2(CCNCC2)C1,312,49:04900:7:Z3390804799;49:04901:0:Z3316296067;49:04901:1:Z3672758295;
C1COC2(CNC2)CO1,361,49:04900:7:Z3679320585;49:04901:0:Z3612232023;49:04901:1:Z3612218292;
Clc1ccc2c(c1)cc1n2CCNC1,86,49:04900:7:Z4291126923;49:04902:1:Z2092501812;49:04902:4:Z4406203178;
CC12CNCC1CS(=O)(=O)C2,397,49:04900:7:Z3618486750;49:04901:1:Z3078162372;49:04901:1:Z3315147934;
Nc1nccc(Cl)n1,163,49:04900:7:Z2615018862;49:04901:6:Z1828987899;49:04901:8:Z2771287638;
Oc1ccc2ncsc2c1,92,49:04900:7:Z4225753291;49:04901:1:Z3517574542;49:04901:5:Z4225752425;
C1OC2CNCC2O1,384,49:04900:7:Z3620758353;49:04901:1:Z3592297505;49:04901:2:Z3602124442;
Fc1cc(F)c2c(c1)CCCC2,353,49:04900:7:Z3508622912;49:04900:8:Z4062718400;49:04900:8:Z4062717515;
N=c1[nH]ccs1,67,49:04900:7:Z1312811417;49:04901:5:Z1569965497;49:04903:8:Z1838300877;
CC1CCc2nc(Cl)ncc2C1,35,49:04900:7:Z3686394375;49:04901:2:Z2973718747;49:04910:3:Z2972880102;
Nc1ccns1,139,49:04900:7:Z4320244925;49:04900:7:Z4324514139;49:04901:6:Z5054438558;
O=S1(=O)CCc2c(Cl)cccc21,32,49:04900:7:Z3538569477;49:04900:9:Z3384092215;49:04902:5:Z3384092824;
Cc1cc(Cl)c(C)cc1Cl,69,49:04900:7:Z1148933865;49:04903:2:Z2705042158;49:04905:4:Z2863196496;
CC1CNCC(C)NC1,360,49:04900:7:Z3520072498;49:04900:7:Z3700118281;49:04901:2:Z3700119749;
O=C1CCCCCCC1,79,49:04900:7:Z3172732416;49:04902:6:Z3172735065;49:04906:1:Z3172728683;
CN1C2CNCC1C2,179,49:04900:7:Z4621065892;49:04901:2:Z4394835959;49:04901:3:Z4404590862;
