fragment_smiles,occurences,example_ligands
Cc1ncc2cnn(C)c2n1,113,347:34700:4:Z2094820420;347:34702:4:Z838107390;347:34702:9:Z729056534;
Cc1c(Cl)ccc2cccnc12,108,347:34700:4:Z4959911145;347:34700:7:Z4954185825;347:34702:5:Z4954206626;
FC1COc2ccccc2C1,165,347:34700:4:Z2917608714;347:34700:9:Z2926109663;347:34701:6:Z2918307338;
CC1(C)C(=O)NC2CCCCC21,269,347:34700:4:Z3583140317;347:34700:7:Z3558442955;347:34701:4:Z3562016376;
O=S1CCCCC1,267,347:34700:4:Z4770447685;347:34700:8:Z1564763747;347:34701:7:Z2709775648;
Fc1cnc2ccccc2c1,8,347:34700:4:Z4174099679;347:34707:5:Z4174326818;347:34721:1:Z5061597759;
NC1CCC(O)C1,48,347:34700:4:Z3384900622;347:34706:2:Z3103751153;347:34707:8:Z3099739505;
Cn1c(=O)c2sccc2n2cnnc12,124,347:34700:4:Z1010470810;347:34700:5:Z2838947181;347:34701:0:Z647063446;
FC1(F)CC2(C1)CC1(CCC1)C2,237,347:34700:4:Z4877066765;347:34700:7:Z4638904714;347:34701:0:Z4877061795;
c1[nH]nc2c1CNCCC2,203,347:34700:4:Z4118767638;347:34700:4:Z2608318387;347:34700:6:Z2608579450;
CC1CCNCC12CCCCC2,87,347:34700:4:Z1695342519;347:34700:7:Z2175693071;347:34702:5:Z3300005848;
CC1(C)CNc2ccccc21,127,347:34700:4:Z3625700551;347:34700:6:Z3625703029;347:34700:8:Z4132924159;
Fc1cc2nc[nH]c2cc1F,944,347:34700:4:Z4485988375;347:34700:4:Z2963989652;347:34700:9:Z2222890092;
OC1CCCCC12CCCNC2,159,347:34700:4:Z3520691358;347:34700:8:Z3640915765;347:34701:0:Z3640917403;
Cc1nn[nH]n1,315,347:34700:4:Z2200550876;347:34700:4:Z2183237642;347:34700:8:Z1996596748;
c1ccc2c(c1)CCC1CCC21,103,347:34700:4:Z2604820676;347:34701:4:Z2700111002;347:34701:9:Z2620328063;
Cc1ccn2ccnc2n1,146,347:34700:4:Z4307308735;347:34700:5:Z1557465566;347:34702:2:Z1524924666;
Clc1cccc2occc12,73,347:34700:4:Z2150943472;347:34700:6:Z1731942232;347:34701:1:Z1471513237;
Nc1ncnc2sccc12,5,347:34700:4:Z3389200947;347:34712:3:Z3389758053;347:34743:9:Z3389757540;
CN1CCNCc2ccccc21,525,347:34700:4:Z1438929764;347:34700:9:Z1393589133;347:34701:1:Z4380481335;
C1CC2CNCC(C1)O2,150,347:34700:4:Z3171339764;347:34700:7:Z3619517568;347:34700:9:Z3302786471;
Cc1c(Cl)cn2c(=O)ccnc2c1Cl,136,347:34700:4:Z1729125922;347:34700:7:Z391759520;347:34701:0:Z1576716722;
Cc1cc(=O)[nH]c2ccccc12,548,347:34700:4:Z5053744294;347:34700:5:Z4472401783;347:34700:6:Z2145561800;
CC1Nc2ccccc2SC1C,56,347:34700:4:Z1886433153;347:34701:9:Z1886435980;347:34702:2:Z1886436804;
c1n[nH]c2c1CNC2,545,347:34700:4:Z2640591687;347:34701:4:Z4025723949;347:34701:7:Z4491911826;
O=C1NCC2(CCCNCC2)N1,195,347:34700:4:Z4236566573;347:34700:7:Z4236584597;347:34700:9:Z4236579334;
O=C1CCC2(CCCC2)N1,52,347:34700:4:Z3873352226;347:34702:9:Z2444208539;347:34704:3:Z2444210607;
O=C1CCCc2cc(F)ccc2N1,46,347:34700:4:Z1644768070;347:34700:7:Z3781231703;347:34702:0:Z2149050088;
C1CCNNC1,31,347:34700:4:Z2143518388;347:34701:3:Z4516757147;347:34706:8:Z2481742888;
CC1CNCCC1(F)F,172,347:34700:4:Z3550564527;347:34700:6:Z2167463629;347:34702:3:Z2166993861;
NC1CCCOC1,279,347:34700:4:Z5017772170;347:34700:5:Z4066156460;347:34700:7:Z2828383585;
c1cc2c(o1)CSC2,64,347:34700:4:Z4256414360;347:34703:6:Z3573523108;347:34704:3:Z3299755976;
Cc1cc(C)n2[nH]c(=O)cc2n1,517,347:34700:4:Z1145878399;347:34700:5:Z2409969580;347:34700:7:Z1131050794;
Fc1cc(F)c2ccnn2c1,29,347:34700:4:Z3098707968;347:34708:5:Z3135677424;347:34712:7:Z3095664964;
Clc1ccc2c(c1)CNCC2,481,347:34700:4:Z4596410456;347:34700:7:Z2293383389;347:34700:9:Z2232654025;
c1c2c(cc3c1CCNC3)CCCC2,30,347:34700:4:Z3440853911;347:34710:6:Z3601579834;347:34712:6:Z3408916389;
Fc1ccc2ccoc2c1,420,347:34700:4:Z1952400431;347:34700:4:Z4491205476;347:34700:6:Z3197150667;
c1nc2c(s1)CC1(CCCCC1)CC2,28,347:34700:4:Z2295925102;347:34700:5:Z2298286903;347:34703:2:Z4265299257;
O=C1CC2(CNC2)C(O)CN1,100,347:34700:4:Z2989330072;347:34700:6:Z2989329065;347:34702:7:Z2989330557;
C1OC2CNCC2O1,110,347:34700:4:Z3872780011;347:34701:4:Z4437249217;347:34703:0:Z3434944701;
Cc1nc2n(n1)CCC=N2,49,347:34700:4:Z4503817660;347:34701:7:Z4224809897;347:34706:5:Z4224792667;
NC1c2ccccc2CC12CCNCC2,86,347:34700:4:Z4910662247;347:34701:0:Z4910664060;347:34702:7:Z4910658130;
FC1(F)Cc2ccccc2C1,102,347:34700:4:Z4391107441;347:34701:2:Z4035990586;347:34701:2:Z4035064480;
c1cc2n(c1)CCNC21CCC1,316,347:34700:4:Z4430116347;347:34701:5:Z4214768435;347:34702:0:Z4207718668;
CC1CCCC(N)C1,15,347:34700:4:Z3865075361;347:34703:1:Z3865142899;347:34707:5:Z3865745562;
OC1CCC2CNCCC2C1,245,347:34700:4:Z2278478785;347:34700:8:Z2332678308;347:34700:9:Z2307513751;
Fc1cc(F)c2cc[nH]c2c1,186,347:34700:4:Z3435273889;347:34700:9:Z4304407277;347:34701:1:Z3094263109;
Cc1ccc2c(c1)CNCCO2,272,347:34700:4:Z4307601813;347:34700:4:Z2669461872;347:34701:0:Z2091485196;
Cn1cnc2cn[nH]c2c1=O,75,347:34700:4:Z4184461099;347:34701:5:Z3687344864;347:34702:7:Z3687332056;
c1ccc2c(c1)CNCC1(CNC1)O2,85,347:34700:4:Z4212152168;347:34701:1:Z4212137846;347:34701:3:Z4212171334;
c1ccc2c(c1)OCCS2,747,347:34700:4:Z1581577644;347:34700:4:Z2454166823;347:34700:6:Z2915976436;
C1CCC2(C1)CNCCO2,525,347:34700:4:Z2648670503;347:34700:5:Z2833871790;347:34700:7:Z3359176684;
Cn1cc[nH]c1=O,301,347:34700:4:Z3726787298;347:34700:7:Z3060440255;347:34701:2:Z2785231404;
OC1CNCC12CCC2,88,347:34700:4:Z3856088810;347:34703:3:Z3856086966;347:34703:3:Z3879695411;
CC1CNc2ccccc2N(C)C1=O,354,347:34700:4:Z1884326504;347:34700:9:Z1884310578;347:34700:9:Z1884301275;
Clc1nc2ccccn2n1,102,347:34700:4:Z4088359676;347:34700:6:Z3667515571;347:34700:6:Z3668923210;
Cc1nsc2ncccc12,245,347:34700:4:Z2722134902;347:34700:7:Z2232931040;347:34700:9:Z1585052285;
O=C1NCC2CCCCN12,502,347:34700:4:Z3539771884;347:34700:4:Z3569458876;347:34700:7:Z2623762183;
CC1(C)COC1,185,347:34700:4:Z4644791270;347:34700:5:Z3694339738;347:34700:8:Z3659667170;
O=C1CNC2(CNC2)C1,118,347:34700:4:Z3625257714;347:34701:0:Z3625257723;347:34701:4:Z3625257573;
Clc1ccnc2[nH]ccc12,407,347:34700:4:Z3364392940;347:34700:4:Z3495694033;347:34700:5:Z1547290402;
Clc1ccnc2ncccc12,54,347:34700:4:Z4998828000;347:34703:5:Z4998826437;347:34704:3:Z4997702796;
Cc1ccnc(O)c1,214,347:34700:4:Z1625224279;347:34700:6:Z2225903968;347:34700:8:Z1625222697;
CC1(C)CNC2CCCC21,31,347:34700:4:Z2966544166;347:34704:0:Z4773302725;347:34704:4:Z3009790295;
Cc1ccc2nncn2c1,299,347:34700:4:Z3816620096;347:34700:8:Z3816158871;347:34701:0:Z4135779454;
c1ccc2c(c1)ccc1occc12,191,347:34700:4:Z2964272921;347:34700:7:Z4322604572;347:34701:3:Z4322604503;
Oc1cnccn1,145,347:34700:4:Z4493258025;347:34700:5:Z3782246581;347:34704:3:Z3782630155;
CC1CCCC(C)NC1,64,347:34700:4:Z1304763529;347:34700:5:Z1376800313;347:34702:7:Z1357190782;
O=C1CCOCC1,160,347:34700:4:Z3942139308;347:34700:4:Z4023913337;347:34700:5:Z2719375844;
c1ccc2c(c1)OC1(CCCC1)O2,141,347:34700:4:Z1559901599;347:34700:7:Z1583720182;347:34701:1:Z1299552223;
O=C1CC2CCC1O2,65,347:34700:4:Z5043641457;347:34700:9:Z5045664074;347:34704:7:Z5044967852;
Cc1ccc(O)cn1,175,347:34700:4:Z1659643114;347:34700:4:Z1659640602;347:34700:6:Z3474574940;
CN1CCCC2CCCCC21,115,347:34700:4:Z4502436924;347:34701:6:Z4505405666;347:34702:3:Z4634663087;
OC1CCCCC1O,248,347:34700:4:Z3672004819;347:34700:5:Z4448216382;347:34700:8:Z5026181069;
Cc1cn2ncccc2n1,433,347:34700:4:Z1873273157;347:34700:5:Z4273405309;347:34701:1:Z4339785139;
Cc1cnc2c(c1)NCCO2,173,347:34700:4:Z1884036809;347:34702:5:Z1538523641;347:34704:0:Z4656155409;
O=S1(=O)CCC12CCOCC2,222,347:34700:4:Z3613038144;347:34700:6:Z3611374220;347:34700:7:Z3613043978;
Cc1ccc2nncn2n1,465,347:34700:4:Z2601922364;347:34700:5:Z2018503060;347:34700:8:Z1984206282;
OC1CCNc2ccccc21,70,347:34700:4:Z3562531121;347:34705:2:Z3562502447;347:34705:7:Z3562528231;
CC1(C)CCNCCO1,142,347:34700:4:Z3562531121;347:34700:5:Z4508794569;347:34700:6:Z4523934679;
O=c1[nH]c2ccccc2s1,160,347:34700:4:Z4316915189;347:34700:5:Z3298276650;347:34700:9:Z1317658704;
Cn1ncc2nccnc21,108,347:34700:4:Z4316735309;347:34700:7:Z4316751486;347:34701:6:Z4312923153;
C1CC2CNC2CN1,193,347:34700:4:Z4350274177;347:34702:8:Z2413857156;347:34702:9:Z2408048962;
Cc1ncccc1Cl,170,347:34700:4:Z1722870949;347:34701:2:Z1697496021;347:34703:0:Z1722893127;
CC1CNCCC12CCNCC2,136,347:34700:4:Z4539354214;347:34701:8:Z4598474693;347:34702:0:Z4598477948;
FC1(F)CNCC2(CCC2)C1,92,347:34700:4:Z3694050494;347:34703:6:Z3706114146;347:34704:3:Z4773550791;
NC1CCC2CC12,63,347:34700:4:Z4002034686;347:34702:3:Z3790419901;347:34704:2:Z4002183061;
CC1CCNCCS1=O,170,347:34700:4:Z2481265247;347:34700:9:Z4917517376;347:34702:6:Z3546807923;
O=C1C2CCCC1COC2,380,347:34700:4:Z1245896576;347:34700:7:Z2824260530;347:34701:2:Z1767757928;
NC1CC2(C1)CC(F)(F)C2,119,347:34700:4:Z3517732054;347:34700:8:Z4061134660;347:34701:8:Z3516717121;
CC1CNC(C)(C)C(=O)N1,37,347:34700:4:Z4232382394;347:34703:7:Z4232376450;347:34703:8:Z4279622705;
c1onc2c1CNCC2,256,347:34700:4:Z5004799680;347:34700:7:Z5007780728;347:34701:0:Z5007729572;
Cc1nn(C)c2c1NCCO2,128,347:34700:4:Z1599482181;347:34700:5:Z2772617931;347:34700:5:Z2772626076;
O=C1CN=CN1,37,347:34700:4:Z606240780;347:34700:6:Z1187726069;347:34701:4:Z606245170;
c1cc2c([nH]1)CCOC2,190,347:34700:4:Z2303404156;347:34700:4:Z2303104591;347:34700:5:Z2306337810;
Clc1ccc2[nH]ccc2c1,1084,347:34700:4:Z2644050851;347:34700:6:Z1611037793;347:34700:7:Z1246536886;
C1CCC2(C1)CCC2,864,347:34700:4:Z1597777921;347:34700:7:Z3997797743;347:34700:9:Z4575086516;
Clc1ccc2c(c1)OCCCC2,181,347:34700:4:Z1594086596;347:34701:0:Z1593480977;347:34701:5:Z1595518059;
O=C1COc2cccnc2N1,197,347:34700:4:Z4994932676;347:34701:5:Z3602390608;347:34702:7:Z4326316814;
Cc1cn(C)nc1C,69,347:34700:4:Z4021016865;347:34700:4:Z3841389266;347:34705:2:Z1510003948;
Cn1cnc2ccc(F)cc21,422,347:34700:4:Z1703814199;347:34701:6:Z1174909867;347:34701:6:Z2212430809;
CN1C(=O)NC2CNCCC21,312,347:34700:4:Z4871144298;347:34701:3:Z4869624113;347:34701:5:Z4869763866;
CN1CCNc2c(F)cccc21,57,347:34700:4:Z4132162863;347:34706:8:Z4132167979;347:34707:2:Z3519154940;
Clc1ccc2c(c1)OCO2,385,347:34700:4:Z3078166861;347:34700:4:Z3369879886;347:34700:5:Z1221644876;
NC12CCOCC1CNC2,51,347:34700:4:Z4448803996;347:34701:6:Z4448811669;347:34701:7:Z4448801808;
C1CCC2(CC1)CCCC2,300,347:34700:4:Z4021186158;347:34700:8:Z3705963816;347:34701:4:Z4175355872;
C1CC2(C1)CC21CCC1,72,347:34700:4:Z4600174397;347:34700:5:Z4193486650;347:34705:6:Z5064858935;
O=S1(=O)CCc2ncccc2C1,246,347:34700:4:Z4172268321;347:34701:3:Z4177971616;347:34702:7:Z4178221627;
C1CC2CNCCN2C1,458,347:34700:4:Z4574061834;347:34700:4:Z3554721157;347:34700:5:Z4258712374;
CC1CNc2ccccc2C(=O)N1,253,347:34700:4:Z1884998112;347:34701:4:Z1578502036;347:34701:5:Z4431648458;
c1cc2c(s1)CCSC2,305,347:34700:4:Z1529383164;347:34700:5:Z1427473504;347:34700:7:Z1427290627;
Fc1ccc2c(c1F)CNCC2,296,347:34700:4:Z1452064002;347:34701:1:Z2634138115;347:34701:6:Z1451492075;
CC1(C)CNCC2CCOC2C1,222,347:34700:4:Z3315085170;347:34700:5:Z3344646692;347:34700:6:Z3613158099;
CC12CC1C2,63,347:34700:4:Z5026199636;347:34703:9:Z3535544717;347:34704:5:Z3535548549;
O=C1CCc2ccccc2C1,56,347:34700:4:Z2174389716;347:34702:0:Z2176530038;347:34702:3:Z2176530995;
C1=NCCS1,584,347:34700:4:Z2634713985;347:34701:1:Z4324763685;347:34701:2:Z2637759423;
C1CNCC2(C1)CCNCC2,308,347:34700:4:Z1863940611;347:34701:0:Z4156517948;347:34701:0:Z4477193168;
Cc1ncsc1F,25,347:34700:4:Z1568027596;347:34705:2:Z2271858209;347:34710:1:Z1839775123;
C1CC2(CCN1)COC2,276,347:34700:4:Z3101677155;347:34700:9:Z3373192599;347:34701:0:Z3600324776;
Nc1ncccc1Cl,144,347:34700:4:Z994776002;347:34701:3:Z1730509056;347:34702:5:Z1005284304;
C1COCC2(CC2)CN1,211,347:34700:4:Z1645827284;347:34701:3:Z1643575050;347:34701:5:Z1678465939;
FC1(F)CC2CNCCN2C1,141,347:34700:4:Z4064277932;347:34700:5:Z2437059955;347:34700:9:Z2457002582;
CN1CCNc2cccc(F)c21,54,347:34700:4:Z3712357279;347:34702:2:Z4503853670;347:34705:4:Z4132425128;
CC1CNC(C)(C)CO1,100,347:34700:4:Z1584594689;347:34700:5:Z1584299239;347:34701:8:Z3093831196;
Cn1cnc2nc(Cl)ncc21,36,347:34700:4:Z3718886865;347:34703:2:Z3718824712;347:34705:8:Z3718860875;
CC1CC(=O)NCCN1,262,347:34700:4:Z1306604140;347:34700:5:Z1266955573;347:34700:7:Z2059657183;
O=c1[nH]ncs1,16,347:34700:4:Z2111901663;347:34707:6:Z1749294684;347:34712:6:Z1749295563;
O=C1Cc2cc(F)ccc2N1,611,347:34700:4:Z4245378646;347:34700:5:Z2027176995;347:34700:9:Z2501949421;
CC1CCC(C)C1,78,347:34700:4:Z1742860248;347:34700:7:Z1838792539;347:34704:3:Z4467213981;
Cc1cncc2ccccc12,79,347:34700:4:Z4241471787;347:34701:7:Z4259545063;347:34702:6:Z4277090219;
Cc1cc(C)c2c(C)csc2n1,155,347:34700:4:Z1223765307;347:34701:4:Z1401844090;347:34701:8:Z3607768143;
Fc1cc(Cl)cc2cncnc12,19,347:34700:4:Z4073914583;347:34702:8:Z4069336795;347:34703:1:Z4073998713;
O=S1(=O)CCNC2CCCCN21,92,347:34700:4:Z3611243454;347:34700:8:Z3563318206;347:34703:6:Z3576621665;
C1CCC2SCCNC2C1,51,347:34700:4:Z1368776244;347:34701:1:Z4509013948;347:34704:4:Z1543044302;
CC1CCNCCS1,101,347:34700:4:Z1862916458;347:34700:7:Z1855859937;347:34701:7:Z4771581992;
FC1CC2(CCC2)C1,138,347:34700:4:Z3911679782;347:34701:0:Z4832503040;347:34701:6:Z4077241799;
Fc1ccc2c(c1)CC2,234,347:34700:4:Z3724291347;347:34700:4:Z3724291349;347:34700:4:Z1963001342;
O=C1CCC2(CCNCC2)N1,320,347:34700:4:Z4132355656;347:34700:9:Z3438938094;347:34701:9:Z5023158828;
Cc1cccc2ccnnc12,118,347:34700:4:Z3839076571;347:34700:8:Z3950402548;347:34701:1:Z4245774735;
c1ccc2c(c1)oc1cncnc12,93,347:34700:4:Z3861468455;347:34701:1:Z3089184713;347:34701:2:Z1124147205;
c1ccc2c(c1)COCCN2,802,347:34700:4:Z3589028492;347:34700:5:Z4163883245;347:34700:6:Z3294765008;
Fc1cc2c(cc1F)NCCC2,167,347:34700:4:Z1310345973;347:34701:3:Z736700152;347:34702:1:Z3693201788;
Cn1ncc2c(O)cccc21,283,347:34700:4:Z2170540392;347:34700:5:Z2177024706;347:34700:5:Z2176659556;
Oc1ccc2c(n1)CCCC2,147,347:34700:4:Z2961378084;347:34700:9:Z3787915426;347:34702:1:Z2822387565;
Cc1ccn2nc(C)cc2n1,422,347:34700:4:Z1067147552;347:34701:0:Z812212624;347:34701:0:Z1954712296;
C1=CC2(CCCNC2)Oc2ccccc21,72,347:34700:4:Z2969581901;347:34702:1:Z3606061274;347:34703:5:Z2964221214;
c1ccc2c(c1)CNOC2,111,347:34700:4:Z3085211900;347:34701:0:Z2141012340;347:34701:0:Z2278724969;
c1ccc2c(c1)CCCNCC2,185,347:34700:5:Z3138795365;347:34700:8:Z2297808746;347:34701:5:Z2278544237;
CN1C(=O)C(C)(C)Nc2ccccc21,31,347:34700:5:Z2822317638;347:34702:8:Z3000035645;347:34704:7:Z2822313550;
CC1CC2CCC1C2,417,347:34700:5:Z4318984734;347:34700:5:Z2704261944;347:34700:6:Z3997107033;
C1NCC12COC2,161,347:34700:5:Z3697650349;347:34701:0:Z3848454592;347:34701:2:Z3060952415;
CN1CNc2ccc(Cl)cc2C1=O,3,347:34700:5:Z729933866;347:34783:8:Z2830874399;347:34799:3:Z730858832;
CC1(C)OCC2(CCNCC2)CO1,377,347:34700:5:Z4907311339;347:34700:6:Z4907311507;347:34701:2:Z4907309083;
O=c1ccnc2[nH]cnn12,128,347:34700:5:Z2676715943;347:34700:6:Z2676711230;347:34700:7:Z2676715368;
C1=NOC2OCCC12,14,347:34700:5:Z4643870251;347:34703:5:Z4643960494;347:34723:1:Z4644049717;
C1CNCC2(C1)CCNC2,930,347:34700:5:Z2712671732;347:34700:5:Z4289157292;347:34700:7:Z2712126308;
Cc1n[nH]c2ccccc12,355,347:34700:5:Z3194768686;347:34700:5:Z2588909471;347:34700:9:Z2964964264;
O=C1NCCC12CCCNC2,317,347:34700:5:Z3834568713;347:34700:5:Z3840473752;347:34700:6:Z3868508127;
C1CCC2(C1)CCOC2,428,347:34700:5:Z4638201029;347:34700:5:Z4638201726;347:34700:5:Z3842267188;
CC1CC(N)CN1,21,347:34700:5:Z2776738005;347:34700:6:Z2872883220;347:34710:9:Z2827769445;
Nc1ncon1,123,347:34700:5:Z1756222672;347:34700:8:Z1482471326;347:34701:7:Z1616475109;
O=c1[nH]ccc2c1CNCC2,249,347:34700:5:Z3101364773;347:34701:0:Z4503765223;347:34702:2:Z3205933800;
Cc1n[nH]c2ccncc12,147,347:34700:5:Z4232641200;347:34700:9:Z4391047616;347:34701:4:Z4342823159;
Fc1cncc(Cl)c1,138,347:34700:5:Z4106426971;347:34700:6:Z4646446771;347:34700:7:Z4103948259;
C1COC2(CCSC2)CN1,196,347:34700:5:Z2454178478;347:34701:2:Z2433337199;347:34701:6:Z4129217472;
Clc1ccn2cncc2c1,123,347:34700:5:Z2497050566;347:34700:7:Z4574958727;347:34702:2:Z2497928283;
Cc1noc2nc[nH]c(=O)c12,7,347:34700:5:Z2769202462;347:34707:3:Z2769203433;347:34729:6:Z2769202558;
C1C2CC3CC1CC(C2)C3,322,347:34700:5:Z3623870692;347:34701:1:Z4220647190;347:34701:1:Z4090189956;
Oc1ccc2[nH]ncc2c1,35,347:34700:5:Z4313656118;347:34703:3:Z4309610505;347:34704:4:Z4311164196;
CN1CCNCC12CCOC2,355,347:34700:5:Z3043520758;347:34700:5:Z3345179324;347:34700:6:Z3042418374;
NC1CCCC1O,25,347:34700:5:Z3830814547;347:34701:6:Z4056220264;347:34706:0:Z3815195022;
c1cnc2ncncc2n1,12,347:34700:5:Z1502721202;347:34700:9:Z1502738972;347:34711:4:Z1509583632;
CC1CCCCCN1,113,347:34700:5:Z2183127614;347:34700:7:Z1204297908;347:34701:1:Z3170595519;
CC1(C)OC2CNCC2O1,189,347:34700:5:Z4612160756;347:34700:9:Z4609224328;347:34700:9:Z4612161030;
c1ccc2c(c1)CC1CCC(C2)C1,121,347:34700:5:Z2477833996;347:34700:6:Z2102906289;347:34701:7:Z2184875342;
Cc1csnn1,582,347:34700:5:Z3541088462;347:34700:6:Z3720838649;347:34700:6:Z2950702922;
O=C1NCCC12CCC2,278,347:34700:5:Z4035404278;347:34700:8:Z4153852176;347:34700:9:Z4041631284;
Cc1cc2cncnc2cc1C,56,347:34700:5:Z3775850223;347:34700:6:Z1739474568;347:34706:3:Z1702870100;
O=S1CC2CC1CN2,64,347:34700:5:Z4009263237;347:34700:9:Z2477691997;347:34701:9:Z2476665504;
c1cc2c(s1)CNC2,258,347:34700:5:Z2605977853;347:34700:6:Z4026849174;347:34700:8:Z3712904463;
FC1(F)C2CCCCCC21,406,347:34700:5:Z3701139718;347:34700:8:Z5018754772;347:34700:9:Z3470743135;
O=S1(=O)CCC2(CCNCC2)CC1,426,347:34700:5:Z2199249941;347:34701:0:Z2208062062;347:34701:3:Z2201135785;
NC1CC2(CCC2)C1,164,347:34700:5:Z3141520088;347:34700:6:Z2595794408;347:34700:7:Z3141124046;
O=C1CCNc2cnccc2N1,433,347:34700:5:Z4114866876;347:34700:5:Z4132444081;347:34701:3:Z3040192352;
CC1CCC(C)(C)CC1,49,347:34700:5:Z5065400331;347:34701:4:Z2348885246;347:34701:5:Z2353054858;
O=c1[nH]ccc2ccsc12,172,347:34700:5:Z3653740944;347:34700:9:Z4475598154;347:34701:6:Z2455984380;
Cc1cc(C)c2c(n1)CNC2,88,347:34700:5:Z4612598388;347:34700:5:Z4612596672;347:34701:2:Z4612599089;
CC1Nc2ccccc2NC1=O,543,347:34700:5:Z1457887501;347:34700:5:Z4135090157;347:34700:7:Z1882386228;
Cc1coc2ccc(Cl)cc12,195,347:34700:5:Z1739032880;347:34700:5:Z4323070943;347:34701:1:Z2144195246;
c1cnc2c[nH]nc2c1,135,347:34700:5:Z4769943397;347:34701:5:Z4771090559;347:34701:7:Z4768983215;
Cc1cc2ccccc2s1,107,347:34700:5:Z1629547373;347:34701:0:Z4157981834;347:34703:6:Z1378138016;
c1cnc2c(c1)NCCS2,112,347:34700:5:Z4112565018;347:34701:1:Z1883290107;347:34701:2:Z1262307984;
CC1CNCC(C)NC1,308,347:34700:5:Z3614951323;347:34701:7:Z3625247900;347:34701:8:Z3625246563;
CC1CCNCCS1(=O)=O,260,347:34700:5:Z1867243947;347:34700:7:Z2201902486;347:34701:0:Z1867240346;
Clc1ccc2c(c1)CCC1(CCCC1)O2,41,347:34700:5:Z4380347218;347:34701:4:Z4118460012;347:34701:4:Z4118460011;
C1CNCCC2(C1)CC2,99,347:34700:5:Z2705412183;347:34701:1:Z2722742994;347:34701:5:Z3139271808;
O=C1CCC2(CCC2)C1,128,347:34700:5:Z3534006065;347:34701:3:Z3899496132;347:34703:4:Z4596474398;
Cc1ccn2ncnc2c1,111,347:34700:5:Z2235079140;347:34700:5:Z2951980294;347:34701:8:Z4216721834;
c1ccc2c(c1)OC1(CCNC1)O2,195,347:34700:5:Z2165565883;347:34701:9:Z3575242696;347:34703:0:Z2144941219;
c1cc2c([nH]1)CCC2,101,347:34700:5:Z1616175291;347:34702:2:Z1904057315;347:34702:7:Z1616394868;
Clc1cnc2[nH]cnc2c1,17,347:34700:5:Z1419399046;347:34700:9:Z784942844;347:34704:5:Z224273878;
Cc1ccc2[nH]ncc2c1,301,347:34700:5:Z3724291487;347:34702:6:Z3724300411;347:34702:7:Z4123046016;
C1CNCC2(C1)CCCOC2,316,347:34700:5:Z3843399491;347:34700:5:Z3573288821;347:34700:6:Z1327588211;
Cc1ccnc2c1CNC2,69,347:34700:5:Z4227591266;347:34700:8:Z4227595273;347:34701:9:Z4278357514;
CC12CCC(C1)NC2,138,347:34700:5:Z4610659101;347:34701:5:Z4591170881;347:34702:0:Z4596674701;
Cc1[nH][nH]c2nncc1-2,35,347:34700:5:Z2705977607;347:34701:1:Z1888966957;347:34712:2:Z2003128508;
OC1CCNCc2ccccc21,338,347:34700:5:Z4132279225;347:34700:6:Z1648938142;347:34700:7:Z1648937386;
Cc1ncc2ccccc2n1,62,347:34700:5:Z229455966;347:34700:6:Z645600442;347:34700:9:Z1493438712;
Clc1ccc2c(c1)COCO2,177,347:34700:5:Z1184950057;347:34701:2:Z857201736;347:34702:3:Z351310102;
O=C1CC2(C1)CC1(CCC1)C2,147,347:34700:5:Z5055275034;347:34701:9:Z5043021784;347:34702:2:Z5042998059;
Cc1ncc2c3c(sc2n1)CCCCC3,17,347:34700:5:Z1697104246;347:34701:3:Z1411242328;347:34708:5:Z2094266928;
Cc1ccc2c(c1)SCC2,153,347:34700:5:Z1207707987;347:34700:6:Z3656680899;347:34701:2:Z1173204179;
Cc1c(N)cnn1C,62,347:34700:5:Z4291745465;347:34703:1:Z4286726393;347:34704:4:Z4286114596;
OC1CC2CCCC(C2)C1O,278,347:34700:5:Z4320032854;347:34700:6:Z4317548490;347:34700:6:Z4252726972;
OC1CNc2ccccc2C1,162,347:34700:5:Z2493993419;347:34700:7:Z1922567373;347:34702:1:Z1928913988;
O=S1C2CCNCC1CC2,169,347:34700:5:Z2720051144;347:34700:7:Z2810982766;347:34700:7:Z2720050019;
CC1CNc2c(F)cccc2C1,36,347:34700:5:Z4132660244;347:34703:4:Z4132661022;347:34706:0:Z2790402532;
c1ncc2c(n1)CCC1(C2)OCCO1,15,347:34700:5:Z1673418961;347:34701:4:Z1673420046;347:34704:2:Z2569559864;
O=C1CCCCc2ccccc21,512,347:34700:5:Z2371502194;347:34700:6:Z2371495886;347:34700:6:Z2371501312;
c1ccc2c(c1)CCC21CNCCO1,227,347:34700:5:Z1505874603;347:34700:5:Z2073288216;347:34700:7:Z3844938409;
c1ccc2c(c1)NCCCO2,148,347:34700:5:Z1881337102;347:34701:1:Z1538050191;347:34701:5:Z1881339807;
c1ncn2c1COCC2,253,347:34700:5:Z2969462848;347:34700:6:Z4054866822;347:34700:7:Z2979589016;
Cc1ccc2c(c1)NCC2,159,347:34700:5:Z944600852;347:34701:2:Z945238052;347:34701:2:Z1246031567;
NC1CC2(CCCCN2)C1,37,347:34700:5:Z3519184574;347:34700:8:Z3385150027;347:34704:7:Z4055461538;
Cc1cccc2ccnn12,228,347:34700:5:Z3836393165;347:34700:5:Z3947782106;347:34701:1:Z3834053669;
Cc1nnc2c3ccccc3cnn12,45,347:34700:5:Z2092884330;347:34702:5:Z2092125442;347:34705:9:Z2092447135;
