fragment_smiles,occurences,example_ligands
C1CCC2CCC2C1,314,347:34700:5:Z3899279164;347:34700:7:Z3803664367;347:34700:8:Z3853180580;
Cc1[nH]nc2c1CCCC2,291,347:34700:5:Z3788503527;347:34702:1:Z3787621984;347:34702:1:Z3788025054;
O=c1ccnc2sc3c(n12)CCCC3,153,347:34700:5:Z793776826;347:34701:5:Z2045765860;347:34702:2:Z2080676544;
CC1(C)CC2CNCC21,56,347:34700:5:Z4275200062;347:34700:9:Z3996814307;347:34701:8:Z4096318439;
Cc1cnc2c(c1)NCC2,124,347:34700:5:Z2964493602;347:34700:7:Z4132458054;347:34700:8:Z3368930721;
O=C1CCNc2ccc(O)cc21,42,347:34700:5:Z2914320381;347:34705:1:Z2914323029;347:34708:2:Z2914323637;
Cc1ccc2cc(O)ccc2n1,72,347:34700:5:Z3199066294;347:34700:9:Z4478630643;347:34700:9:Z4429913860;
c1ncc2c(n1)CCS2,53,347:34700:5:Z2771726815;347:34700:5:Z2034473796;347:34700:5:Z2771733477;
C1CC2CCNCC2CN1,228,347:34700:5:Z3102845351;347:34701:2:Z3045407023;347:34701:6:Z3060438594;
O=C1NNCc2ccccc21,12,347:34700:5:Z3345190095;347:34715:6:Z3345192071;347:34719:8:Z3345189570;
Cc1cncc(F)c1,125,347:34700:5:Z4829368080;347:34703:7:Z4826923339;347:34703:8:Z4828867484;
c1cc2ccsc2cn1,338,347:34700:5:Z4252098035;347:34701:5:Z2271710599;347:34701:6:Z2644854614;
Cc1cnc2c(c1)NCCN2C,130,347:34700:5:Z4132808818;347:34702:4:Z4341708202;347:34703:8:Z4132808203;
Cc1nc2c(C)cccn2n1,239,347:34700:5:Z3669025741;347:34701:4:Z3670776559;347:34701:7:Z3673219925;
Cc1c(Cl)cc(Cl)c2nccc(=O)n12,110,347:34700:5:Z1655451833;347:34703:4:Z1024571974;347:34703:4:Z46173332;
c1nc2c3c(ccc2[nH]1)NCCC3,34,347:34700:5:Z3584470747;347:34702:0:Z3619631602;347:34703:4:Z3584476347;
FC1CCC2CCC1N2,35,347:34700:5:Z4336305504;347:34701:5:Z4336301913;347:34701:9:Z4390769121;
c1cc2occc2cn1,831,347:34700:5:Z2822261138;347:34700:7:Z2186149269;347:34700:7:Z3263260182;
Fc1ccc2c(c1)CNCCO2,269,347:34700:5:Z1902438637;347:34701:7:Z1908335138;347:34701:9:Z2296152740;
N=S1(=O)CCNCC1,150,347:34700:5:Z3604134913;347:34701:0:Z3604132072;347:34702:4:Z2227515202;
OC1CNc2ccc(F)cc2C1,58,347:34700:5:Z5018864764;347:34701:7:Z5018863017;347:34705:9:Z5018866250;
Fc1cc(F)c2c(c1)NCCC2,124,347:34700:5:Z1180190169;347:34702:8:Z817340944;347:34703:5:Z1697033354;
Oc1ccncc1,412,347:34700:5:Z1916244681;347:34701:0:Z2373758172;347:34701:7:Z4104454675;
O=C1CCCn2nccc21,288,347:34700:5:Z3054407142;347:34701:0:Z2905964364;347:34701:2:Z2922955589;
FC1(F)C2(CCNCC2)C12CC2,90,347:34700:5:Z3101053536;347:34700:5:Z3110981115;347:34700:6:Z3209730917;
OC1C2CNC(C2)C1O,172,347:34700:5:Z3322700725;347:34702:0:Z4150491338;347:34702:3:Z3609674398;
Clc1cnc2nccn2c1,175,347:34700:5:Z4121944218;347:34701:0:Z4475605292;347:34701:0:Z4125428383;
Cc1n[nH]c2c1NCCC2,150,347:34700:5:Z3174569442;347:34700:8:Z3175778345;347:34700:8:Z3060115555;
Cc1cc2cnccn2n1,354,347:34700:5:Z4198949744;347:34700:5:Z4198429494;347:34700:6:Z4198408308;
Clc1cc(Cl)c2c(c1)CNCC2,54,347:34700:5:Z1440224599;347:34701:0:Z1443324558;347:34701:3:Z2174183300;
O=C1NCCc2c(F)cccc21,331,347:34700:5:Z3694856959;347:34701:7:Z4437163860;347:34701:8:Z2044979118;
CC1OC2CC1C2,333,347:34700:5:Z4077002882;347:34700:6:Z3352373062;347:34700:7:Z3625461586;
C1COC2(CNC2)N1,68,347:34700:5:Z3207364016;347:34701:6:Z3207364039;347:34702:5:Z3207365655;
CC12CCCCC1CN2,48,347:34700:5:Z2710214688;347:34701:9:Z2708124236;347:34704:4:Z3193751305;
CC1(C)CCc2ccccc2S1,3,347:34700:5:Z2790530830;347:34745:6:Z2790578946;347:34758:1:Z2790579225;
OC1CNCC12CCOCC2,219,347:34700:5:Z3899487832;347:34701:1:Z3842181170;347:34701:1:Z3899485658;
Cc1nc2c(F)cccc2cc1O,55,347:34700:5:Z4351105265;347:34700:7:Z4351025482;347:34700:9:Z4348336711;
O=c1cc[nH]c2cc(Cl)c(F)cc12,192,347:34700:5:Z1430608395;347:34700:7:Z1550491621;347:34700:9:Z2373575090;
Cc1cc2scnc2cc1F,125,347:34700:5:Z2360961812;347:34700:5:Z1970974258;347:34701:0:Z1954433654;
Cn1nc2n(c1=O)CCNC2,403,347:34700:5:Z1732601672;347:34700:6:Z1537411890;347:34700:7:Z1538456945;
Nc1ccc2cncnc2n1,73,347:34700:5:Z1537104456;347:34701:6:Z1537080147;347:34703:7:Z1478466808;
FC1(F)CCCCc2scnc21,35,347:34700:5:Z4260549251;347:34702:4:Z4260558181;347:34703:0:Z4246637200;
O=c1[nH]ccc2c1NCCC2,113,347:34700:5:Z2414442116;347:34702:8:Z4135919761;347:34706:6:Z3358906261;
O=C1NCCc2cncn21,143,347:34700:5:Z3202730824;347:34702:2:Z3185758521;347:34703:2:Z3199653919;
Fc1cccc2c1CCO2,494,347:34700:5:Z4483537059;347:34700:7:Z2272871232;347:34700:8:Z1647084199;
Fc1cccc2c1CNC2,150,347:34700:5:Z3139334318;347:34700:7:Z2305123854;347:34706:0:Z3133899897;
CN1CCc2ncsc2C1,327,347:34700:5:Z4633549783;347:34700:5:Z5044538998;347:34700:5:Z5043679957;
c1cnc2occc2c1,136,347:34700:5:Z3887480280;347:34702:9:Z3297074752;347:34704:2:Z3708217686;
c1ccc2c(c1)CC1CCCCC1N2,25,347:34700:5:Z1829401245;347:34708:1:Z1832924280;347:34709:6:Z4127741993;
OC1CNCC2(CCC2)C1,165,347:34700:5:Z3602683389;347:34701:0:Z3209756175;347:34701:2:Z3185460686;
c1ccc2c(c1)COC21CCNC1,198,347:34700:5:Z1716063560;347:34700:8:Z2636354755;347:34700:8:Z2456257405;
C1CCC2CCCCC2C1,392,347:34700:5:Z2066651425;347:34700:9:Z2066380608;347:34701:0:Z2071177397;
CC1CCc2c(F)cccc2C1,158,347:34700:5:Z1733371722;347:34701:6:Z1503312149;347:34701:7:Z1357115466;
O=c1cccc2n1CCCC2,365,347:34700:5:Z4111192240;347:34700:7:Z4111777464;347:34701:1:Z4108106998;
CC1(C)CC2(CCN2)CC(C)(C)O1,167,347:34700:5:Z4029008661;347:34700:8:Z4035047249;347:34701:3:Z4069193227;
Clc1cc(Cl)c2c(c1)CCNC2,75,347:34700:5:Z1368653501;347:34700:7:Z1369246027;347:34703:1:Z2185460844;
CC1(C)CCc2[nH]c(=O)ccc2C1,359,347:34700:5:Z2498105306;347:34702:7:Z1481529456;347:34702:9:Z3648787556;
O=S1(=O)CCC2(CCC2)C1,151,347:34700:5:Z4459189421;347:34700:7:Z4503159025;347:34701:2:Z4493632156;
CN1CCC2(CC1)CNC1COCC12,188,347:34700:5:Z3605117348;347:34700:5:Z3604852357;347:34700:5:Z3595387154;
CC1(C)CNCCS1=O,128,347:34700:5:Z1394784432;347:34700:7:Z1430308361;347:34701:0:Z1756330660;
c1cnc2c(c1)NCCN2,53,347:34700:5:Z3053838657;347:34702:1:Z4136229009;347:34702:3:Z4770791044;
c1ccc2c(c1)C1CCC2O1,243,347:34700:5:Z5046527831;347:34700:6:Z4574287148;347:34702:3:Z5033365142;
Cc1c[nH]nn1,371,347:34700:5:Z2314476237;347:34700:6:Z2263449652;347:34700:8:Z2254817085;
O=c1cc[nH]c2cc(F)c(F)cc12,225,347:34700:5:Z3908916742;347:34700:5:Z2957570795;347:34702:1:Z3714281564;
O=C1NCCC2CNCCN12,174,347:34700:5:Z1547513103;347:34700:6:Z1547519164;347:34701:9:Z1550817755;
Cc1oc2ccccc2c1C,91,347:34700:5:Z1732727074;347:34701:3:Z1773022404;347:34701:5:Z1732728445;
O=C1NC2CCNCC2N1,133,347:34700:5:Z3382856268;347:34701:5:Z2369990901;347:34701:5:Z2684261207;
OC12CCNCC1C2,127,347:34700:5:Z2603782047;347:34700:7:Z2617280939;347:34700:9:Z2615000453;
O=C1CC=CC=N1,58,347:34700:5:Z2903061904;347:34703:4:Z2903056910;347:34705:2:Z2903060306;
CC1(C)OCc2cnc(Cl)nc21,57,347:34700:5:Z4859023815;347:34701:7:Z2271513001;347:34703:1:Z2272026859;
Cc1ccc2occc2c1,467,347:34700:5:Z762878428;347:34700:7:Z3370982554;347:34700:7:Z2645647974;
OC1C2CCC(O2)C1O,49,347:34700:5:Z4290527909;347:34700:8:Z4291340618;347:34702:1:Z4288557543;
Fc1ccc2c(c1)NCCC2,490,347:34700:5:Z447701566;347:34700:6:Z431611894;347:34700:8:Z4132711483;
C1CNOC1,857,347:34700:5:Z3681482550;347:34700:6:Z4218482170;347:34700:8:Z3591974915;
CC1(C)CCc2ncsc2C1,202,347:34700:5:Z4209122474;347:34700:6:Z4001184687;347:34702:0:Z2362044584;
Clc1cccc2ncoc12,69,347:34700:5:Z1844524188;347:34702:3:Z1843045687;347:34702:4:Z1845000758;
C1CCC2(CC1)CCN2,370,347:34700:5:Z1595316704;347:34700:6:Z1595304595;347:34700:9:Z4402995921;
O=S1(=O)CCC2(CCCO2)CC1,261,347:34700:5:Z3782877591;347:34700:9:Z3057277513;347:34701:1:Z4414117858;
C1COCCC2(C1)CCN2,289,347:34700:5:Z4634288341;347:34701:0:Z4636248572;347:34701:4:Z4638061790;
c1nc2c([nH]1)CNCC2,574,347:34700:5:Z4325037140;347:34700:7:Z3681379700;347:34701:0:Z4961342035;
O=C1NC(=O)C2CCNCCC2N1,25,347:34700:5:Z3427285544;347:34707:5:Z3433379047;347:34707:5:Z3433376347;
CN1CCC2(CCN2)CC1,240,347:34700:5:Z2972367864;347:34700:8:Z1333618221;347:34700:8:Z3197020956;
NC1CC2(CCCCC2)C1,209,347:34700:5:Z3514198323;347:34700:7:Z3515956587;347:34701:1:Z4002115282;
c1ccc2c(c1)CC1CC21,258,347:34700:5:Z1451737210;347:34701:6:Z3660831423;347:34702:5:Z2707147361;
CC1CCNc2cc(Cl)ccc2S1,7,347:34700:5:Z1524640024;347:34721:8:Z1587750425;347:34764:7:Z1362177470;
C1CNC2(CN1)COC2,331,347:34700:5:Z4466214629;347:34700:6:Z4436943285;347:34700:9:Z4474934458;
NC1CC2CCC1C2,210,347:34700:5:Z3516051511;347:34700:5:Z3104071281;347:34700:8:Z3102580851;
Cc1ccc2ncsc2c1,131,347:34700:5:Z2858568754;347:34701:2:Z1343663363;347:34701:3:Z2957331649;
CC1CCc2[nH]c(=O)ccc2C1,23,347:34700:5:Z2879713968;347:34701:1:Z2899224308;347:34703:0:Z2879713977;
O=C1NC2CNCC1COC2,236,347:34700:5:Z4430888186;347:34701:1:Z3615121262;347:34701:7:Z4328956594;
CC1CC1C,146,347:34700:5:Z4508541048;347:34701:2:Z3614679822;347:34701:7:Z4200518951;
C1CNCSC1,173,347:34700:5:Z3293465567;347:34700:9:Z4960432898;347:34700:9:Z4935097247;
C1CCCSCC1,121,347:34700:5:Z3683823244;347:34700:6:Z3590245196;347:34701:5:Z3533396256;
C1CC2CNCC(C1)N2,417,347:34700:5:Z3649397983;347:34701:1:Z2360784167;347:34701:2:Z2439190929;
C1COCC2(COC2)N1,49,347:34700:5:Z4594850647;347:34701:4:Z4559953681;347:34701:8:Z4559959571;
Cc1cccc2c1CCCN2,377,347:34700:5:Z4129592153;347:34701:0:Z4129104578;347:34701:2:Z1882724066;
Nc1cc2ncccc2s1,25,347:34700:5:Z3697055047;347:34701:3:Z3696872131;347:34703:3:Z3696969066;
OC1CCC2NCCCC2C1,168,347:34700:5:Z3841536146;347:34702:1:Z3833539199;347:34702:3:Z3841875930;
CN1CCN(C)C2(CCNCC2)C1,397,347:34700:5:Z5059747848;347:34701:5:Z5048915466;347:34702:5:Z5059750065;
NC1CCCNC1=O,98,347:34700:5:Z3495814142;347:34701:3:Z4059976462;347:34702:7:Z3515612833;
C=C1Cn2cnnc2S1,108,347:34700:5:Z3843546793;347:34702:2:Z3839715099;347:34702:9:Z3837194982;
Cc1coc2c(C)cccc12,223,347:34700:5:Z1550534226;347:34700:6:Z3724292045;347:34700:7:Z4557713705;
CC12CCC(CC1)C2(C)C,98,347:34700:5:Z1079196914;347:34701:4:Z4080979453;347:34701:7:Z139061204;
CC1(C)CCS1(=O)=O,113,347:34700:5:Z3203015884;347:34700:5:Z3591171307;347:34700:6:Z3605563635;
Cc1cnc2ncnn2c1,189,347:34700:5:Z2628322795;347:34700:9:Z4990775007;347:34700:9:Z2624024170;
c1ccc2c(c1)NCC1CCCN21,129,347:34700:5:Z1244897006;347:34700:6:Z1533420159;347:34700:7:Z1719593246;
FC1CC1(F)F,29,347:34700:5:Z4827956533;347:34703:8:Z4825253855;347:34703:8:Z4870434308;
CC1(C)CC(O)c2ccccc2O1,126,347:34700:5:Z3581601433;347:34701:1:Z3581601053;347:34702:5:Z2962853045;
O=c1cc(O)cc2n1CCCC2,172,347:34700:5:Z4307210101;347:34700:6:Z4307751835;347:34700:9:Z4307400616;
O=C1CCC2=C(CCNC2)N1,368,347:34700:5:Z2624475741;347:34700:7:Z2621519399;347:34701:0:Z2611898768;
O=c1[nH]ccn2nccc12,576,347:34700:5:Z4193368011;347:34700:7:Z3782506487;347:34700:7:Z3783140063;
O=C1CC(O)c2cc(Cl)ccc2N1,117,347:34700:5:Z4320735262;347:34703:3:Z4325420718;347:34703:9:Z4324426740;
Fc1cc(Cl)cc2c1CNCC2,80,347:34700:5:Z3189814334;347:34701:6:Z3136446982;347:34703:2:Z4771833586;
CC1(C)NCNC1=O,28,347:34700:5:Z2830955121;347:34703:2:Z2351385318;347:34706:8:Z2830954319;
Fc1cccs1,43,347:34700:5:Z2589878357;347:34703:7:Z2589878621;347:34705:8:Z2589877137;
NC1CCC2CNCC2C1,46,347:34700:5:Z3889367733;347:34701:6:Z3889364416;347:34704:2:Z3889371623;
CC1CCS(=O)(=O)CC1,313,347:34700:5:Z3436095807;347:34700:6:Z3354201248;347:34700:8:Z3296824029;
CC1Oc2ccccc2C1C,381,347:34700:5:Z3596032400;347:34700:8:Z4417654575;347:34701:5:Z3612328501;
O=S1(=O)C2CCCN1CC2,110,347:34700:5:Z3475066345;347:34703:0:Z3437094590;347:34704:2:Z3405360613;
Fc1ccc(F)c2[nH]ccc12,181,347:34700:5:Z1222837900;347:34700:8:Z1315605738;347:34701:3:Z3204478910;
CC1(C)NCCC1O,114,347:34700:5:Z3603304868;347:34700:7:Z2187831436;347:34701:3:Z2190012947;
O=c1cc[nH]c2cc(F)cc(F)c12,159,347:34700:5:Z5001527623;347:34700:7:Z5001342186;347:34702:4:Z5000141313;
CC1CCOc2ccccc21,273,347:34700:5:Z3724291797;347:34700:5:Z3724291798;347:34701:9:Z2963750819;
O=C1CCNCCCCCN1,284,347:34700:5:Z2969137838;347:34701:4:Z4150027100;347:34701:4:Z4312022636;
O=S1(=O)CCNCc2ccccc21,402,347:34700:5:Z1833826316;347:34700:6:Z2224634251;347:34700:6:Z1727169795;
O=c1nc[nH]c2sc3c(c12)CCC3,127,347:34700:5:Z3057455318;347:34701:4:Z2647886810;347:34701:8:Z2091686240;
FC1(F)CCCOCC1,237,347:34700:5:Z3696946298;347:34700:6:Z3590634676;347:34701:2:Z5004390144;
c1cnc2c(c1)OCO2,43,347:34700:5:Z3177718876;347:34705:3:Z3177721312;347:34708:0:Z3599949021;
Nc1nnc[nH]1,169,347:34700:5:Z2639648852;347:34701:2:Z2639651095;347:34701:6:Z2639653254;
c1nnn2c1COC1CNCC12,101,347:34700:5:Z4474988542;347:34700:5:Z4474988711;347:34700:8:Z4870499488;
FC1(F)CNCCO1,78,347:34700:5:Z2948789391;347:34701:4:Z2713883128;347:34702:6:Z2949464102;
Fc1ccc2c(c1)CCC1(CCC1)O2,197,347:34700:5:Z3869581354;347:34700:5:Z3869575479;347:34701:0:Z3441926361;
O=C1CC2CCC(C1)S2(=O)=O,108,347:34700:5:Z3086443952;347:34701:5:Z3715105848;347:34702:6:Z3158786804;
C1COCC2(CCOCC2)N1,123,347:34700:5:Z3633323401;347:34703:1:Z3633342046;347:34703:3:Z3633332988;
Cc1ccc(C)c(O)c1,27,347:34700:5:Z3994065262;347:34701:6:Z4149912204;347:34705:4:Z3993953575;
C1CC2(CCN1)COCCN2,290,347:34700:6:Z3653791372;347:34700:6:Z3654459782;347:34700:7:Z3715690098;
O=S1(=O)CC2CCCC2C1,452,347:34700:6:Z4166270412;347:34701:5:Z3788342814;347:34701:5:Z3909029056;
CC1(C)CCS1,73,347:34700:6:Z2017935695;347:34701:5:Z1820594872;347:34702:0:Z4135549332;
CC1NCCNC1C,188,347:34700:6:Z2272262414;347:34700:6:Z2447986454;347:34701:4:Z1942523665;
c1cc2c(s1)COCC2,378,347:34700:6:Z4396394305;347:34701:1:Z3842181170;347:34701:6:Z2608485432;
c1ccc2c(c1)[nH]c1cnccc12,33,347:34700:6:Z4198827774;347:34703:1:Z4194975205;347:34707:4:Z4963545304;
Fc1ccc(F)c2c1OC1CNCC1O2,200,347:34700:6:Z2407953852;347:34701:7:Z2979848778;347:34701:9:Z4123895425;
Cc1cc(=O)[nH]c(=O)n1C,21,347:34700:6:Z3343390297;347:34701:1:Z3799613370;347:34702:2:Z4238070394;
CC1(C)CCc2ccc(F)cc2O1,222,347:34700:6:Z1840001661;347:34701:1:Z1438574458;347:34701:1:Z2601632510;
Cc1ccc2nonc2c1,48,347:34700:6:Z4274648503;347:34703:3:Z4274662149;347:34704:1:Z4274666571;
CC1(C)CC2(CNCCO2)CO1,370,347:34700:6:Z3319084513;347:34700:6:Z3612099919;347:34700:8:Z4299189621;
FC1CCCCNC1,232,347:34700:6:Z4934517079;347:34702:1:Z3139207110;347:34702:2:Z3018842920;
NC1CC2(CCOCC2)C1,114,347:34700:6:Z4059880171;347:34702:2:Z3381117617;347:34702:6:Z3380662130;
Clc1cc(Cl)c2cc[nH]c2c1,124,347:34700:6:Z1840426523;347:34702:9:Z1840247221;347:34703:6:Z1842284627;
Cc1cccn2nccc12,111,347:34700:6:Z3315237240;347:34700:8:Z3352000298;347:34701:6:Z3340225615;
C1CCC2NCCNC2C1,140,347:34700:6:Z3499029486;347:34700:8:Z3568415943;347:34701:6:Z3642222848;
O=c1[nH]cnc2ncsc12,40,347:34700:6:Z4216720936;347:34701:3:Z4238037139;347:34702:1:Z857679366;
O=C1CCCCc2ocnc21,37,347:34700:6:Z4369634834;347:34705:6:Z4369630009;347:34705:9:Z4369633003;
CC1CCN(C)c2ccccc2N1,154,347:34700:6:Z1909355656;347:34701:1:Z2222085833;347:34702:3:Z1362107025;
O=C1NCCCc2n[nH]cc21,10,347:34700:6:Z2789219287;347:34715:3:Z2789216432;347:34716:6:Z2789216865;
Cc1cc(C)c2c(c1)CCC2,55,347:34700:6:Z4073028375;347:34711:5:Z4035044344;347:34711:6:Z4051865451;
CC1(C)COCCC1N,94,347:34700:6:Z3103368756;347:34701:8:Z4059824824;347:34701:9:Z3101047917;
Clc1ccc2c(c1)CC1CC21,79,347:34700:6:Z2709538515;347:34700:7:Z4487648807;347:34705:2:Z2911779168;
Clc1cc(Cl)c2nccn2c1,395,347:34700:6:Z1173086217;347:34700:6:Z1175227282;347:34700:6:Z1441871402;
Oc1nscc1Cl,9,347:34700:6:Z2027454026;347:34701:5:Z2653680967;347:34722:7:Z2027437554;
NC1CNCC12CCOCC2,184,347:34700:6:Z3044976456;347:34701:4:Z3140720597;347:34702:5:Z3140706884;
Fc1cccc2c1SCCC2,203,347:34700:6:Z3362313565;347:34700:6:Z5033306584;347:34700:6:Z5033306581;
O=S1(=O)CCc2c[nH]cc21,317,347:34700:6:Z4203942552;347:34701:0:Z2175077971;347:34701:2:Z4231446273;
O=C1CCNC2CCCN12,82,347:34700:6:Z2964503563;347:34702:5:Z3314505367;347:34703:8:Z2964510175;
C1NC2CC12,107,347:34700:6:Z3837797948;347:34702:5:Z4166753696;347:34703:3:Z3838110159;
OC1C2CCCC1CC2,292,347:34700:6:Z4325946845;347:34700:7:Z3860659852;347:34700:9:Z4316873118;
CC1(C)CC(=O)NCCN1,66,347:34700:6:Z3575961832;347:34704:3:Z2951391340;347:34704:7:Z2915531858;
CC1CNCCS(=O)(=O)C1,267,347:34700:6:Z4342536291;347:34700:6:Z1873043424;347:34700:8:Z3994734569;
CC1CC(F)(F)CCN1,228,347:34700:6:Z2707125908;347:34700:9:Z3138212468;347:34701:7:Z3190611659;
CC1CCCC(=O)C1,180,347:34700:6:Z4253337667;347:34702:0:Z1546601334;347:34702:0:Z1547391931;
Fc1ccc2ncnn2c1,221,347:34700:6:Z4255764809;347:34701:0:Z5001525716;347:34701:4:Z4255748425;
c1c2c(cc3c1CCC3)CCC2,66,347:34700:6:Z4666388088;347:34704:4:Z2172184323;347:34705:0:Z2172187751;
Cc1csc(C)c1,135,347:34700:6:Z2212657384;347:34701:0:Z2775513524;347:34701:2:Z3726757790;
O=C1CCC2(CC1)CC2,214,347:34700:6:Z3835843746;347:34701:4:Z3888135158;347:34702:0:Z3839991655;
C1CCC2(CCOCC2)NC1,621,347:34700:6:Z3585717383;347:34700:7:Z4268171090;347:34700:8:Z4268184746;
Fc1cc2[nH]ccc2cc1Cl,89,347:34700:6:Z2975375352;347:34700:6:Z2722665833;347:34703:2:Z4255595092;
c1ccc2c(c1)CNCC21CCC1,93,347:34700:6:Z2069798817;347:34703:6:Z3701858811;347:34704:6:Z2069803299;
Fc1cc2c(cc1F)OCCN2,112,347:34700:6:Z4126991474;347:34700:8:Z2474401115;347:34700:9:Z4126988258;
CC1CNc2ccccc2SC1,38,347:34700:6:Z1963025740;347:34703:1:Z1511586322;347:34705:4:Z4399862273;
Cc1cccc2ccccc12,372,347:34700:6:Z4478864762;347:34700:6:Z3781652796;347:34700:7:Z3473187777;
Cc1c(Cl)cnn1C,276,347:34700:6:Z3095869427;347:34701:2:Z3151806755;347:34701:2:Z3105284121;
Cc1cc2nccn2cc1C,85,347:34700:6:Z3941855947;347:34704:4:Z3937789494;347:34704:5:Z3888641878;
Cc1ccc(F)c2[nH]ccc12,107,347:34700:6:Z2714955503;347:34701:6:Z2711250378;347:34702:0:Z2709124585;
O=c1ccc2c([nH]1)CCNC2,709,347:34700:6:Z4473695693;347:34700:7:Z4473697560;347:34701:3:Z4402220097;
Cc1cnc2n1CCC2,130,347:34700:6:Z4251575381;347:34701:2:Z4251596227;347:34701:2:Z4251596366;
Fc1cc(Cl)c2[nH]ccc2c1,52,347:34700:6:Z5058874457;347:34701:4:Z5058874428;347:34702:4:Z5063734726;
c1cc2c(nn1)CCCC2,189,347:34700:6:Z4256561932;347:34701:0:Z3845744480;347:34701:3:Z3835327074;
NC1CCCCCC1(F)F,140,347:34700:6:Z4064462693;347:34700:6:Z3517913473;347:34701:5:Z3518964666;
O=S1CC2CNC(C2)C1,75,347:34700:6:Z5053279315;347:34700:6:Z5048725226;347:34701:1:Z5053285469;
Cc1ccc(F)c2c1NCCC2,97,347:34700:6:Z1161009343;347:34700:6:Z1361845545;347:34701:0:Z1882328148;
FC1CCC(F)(F)CC1,90,347:34700:6:Z3368016877;347:34700:6:Z3354803794;347:34703:6:Z3356097288;
CC12CNCC1CSC2,84,347:34700:6:Z2968671262;347:34701:0:Z3136601712;347:34701:4:Z2966561540;
C1CC2CCC12,106,347:34700:6:Z4476780811;347:34700:9:Z4082380003;347:34701:2:Z4076217329;
CC1(C)CC2(CCNC2)CO1,211,347:34700:6:Z3869890819;347:34700:9:Z4047076627;347:34701:7:Z3867193792;
CC1(C)CNc2ccccc2C1,67,347:34700:6:Z2228893952;347:34701:2:Z4127866045;347:34702:4:Z4127865563;
O=C1CCC2(CCC2)CC1,299,347:34700:6:Z4380879785;347:34700:6:Z4344939262;347:34701:1:Z4349085624;
O=S1(=O)CCC(O)CC1,267,347:34700:6:Z3706114601;347:34701:4:Z1258059823;347:34701:6:Z1286065621;
Cc1[nH]ncc1Cl,367,347:34700:6:Z2173103803;347:34701:1:Z3156144890;347:34701:8:Z2188672148;
c1cnc2c(c1)C1CCC2N1,50,347:34700:6:Z2838811009;347:34701:4:Z1644643548;347:34701:7:Z1549859638;
OC1CNCCNC1,286,347:34700:6:Z3055418968;347:34700:6:Z3055421579;347:34700:7:Z5063488577;
Cn1c(=O)[nH]c2ncccc2c1=O,176,347:34700:6:Z2088407285;347:34701:9:Z1403998381;347:34704:1:Z1557636640;
CC1(C)C2CCCC21,85,347:34700:6:Z3078857624;347:34702:6:Z3892762307;347:34702:8:Z3083983047;
OC1CCCC1(F)F,128,347:34700:6:Z3586889252;347:34702:0:Z3551132911;347:34702:1:Z3680583243;
C1CC2COCC2CO1,280,347:34700:6:Z3052538181;347:34701:4:Z4013060422;347:34701:6:Z3093376218;
Cc1cc2c([nH]1)CCCC2,119,347:34700:6:Z2474261733;347:34701:1:Z4147366994;347:34703:1:Z1494800021;
c1ccc2c(c1)CCC21CCNC1,62,347:34700:6:Z3136963916;347:34700:6:Z3136622291;347:34700:6:Z3136324175;
Cn1ncc2cn[nH]c21,160,347:34700:6:Z2113384845;347:34701:4:Z1212628179;347:34701:8:Z2108482042;
FC1Cc2ccnn2C1,215,347:34700:6:Z3545118660;347:34701:1:Z4670229853;347:34701:7:Z4670034632;
O=c1[nH]cnc2c1CNC2,138,347:34700:6:Z4556623869;347:34701:2:Z4590137645;347:34701:3:Z4590303936;
O=C1NCCNC12CCNCC2,165,347:34700:6:Z4418923239;347:34701:2:Z4422709116;347:34703:6:Z4422710789;
C1COC2(CCC3(CC2)OCCO3)CN1,245,347:34700:6:Z3587796668;347:34700:8:Z4178253222;347:34701:1:Z3603719578;
C1CNC2(CNC2)OC1,99,347:34700:6:Z4091798157;347:34701:8:Z4091796979;347:34703:0:Z4312006385;
c1cc2c(s1)C1(CCNCC1)OCC2,172,347:34700:6:Z1621126866;347:34701:3:Z1618866276;347:34702:8:Z3097705225;
Cc1cnn(C)c(=O)c1,179,347:34700:6:Z4639089888;347:34700:7:Z4639546377;347:34701:1:Z4642544642;
Fc1ccc2c(c1F)NCC2,84,347:34700:6:Z2307674161;347:34700:9:Z2298040505;347:34701:1:Z2278767576;
CC1CN(C)c2ccccc2CN1,165,347:34700:6:Z2670976072;347:34701:4:Z2670956267;347:34702:1:Z2679280775;
Clc1cncs1,75,347:34700:6:Z1729163783;347:34701:1:Z4303476865;347:34702:3:Z1941182600;
CC1CNCC(O)C1,213,347:34700:6:Z2335296442;347:34700:6:Z4113888970;347:34701:9:Z4112882392;
CC1CCC(C)CC1,119,347:34700:6:Z982700998;347:34701:5:Z1969343871;347:34702:9:Z2712346331;
Cc1nccc2cc[nH]c12,83,347:34700:6:Z4876838221;347:34701:1:Z4876463699;347:34704:5:Z4875404751;
O=C1NC2CC(N1)c1ccccc1O2,139,347:34700:6:Z4212737933;347:34701:0:Z3789338921;347:34703:5:Z3547990899;
C1CC2CNC3(CC3)C2C1,26,347:34700:6:Z3711529376;347:34702:6:Z3694232173;347:34703:2:Z3694050975;
O=C1CCNc2ccc(F)cc2N1,196,347:34700:6:Z3468188873;347:34700:9:Z4112821878;347:34701:6:Z1883636944;
c1ccc2n[nH]nc2c1,165,347:34700:6:Z3892889370;347:34703:6:Z3892888629;347:34703:8:Z3783473559;
