fragment_smiles,occurences,example_ligands
CC1CC(F)(F)CN1,8,506:50604:3:Z5024101765;506:50605:5:Z3627060505;506:50606:7:Z3888608806;
C1CCCCCNCCCC1,4,506:50604:3:Z4770516620;506:50631:4:Z3626782412;506:50632:7:Z4150628247;
OC1CC2CNCC2C1,34,506:50604:3:Z4178895722;506:50604:3:Z4154364074;506:50613:6:Z4174120724;
c1ccc2c(c1)C1CNC2C1,9,506:50604:3:Z3867604755;506:50604:9:Z4047804702;506:50605:3:Z4642944154;
Cc1nccc2ccccc12,36,506:50604:3:Z3597879896;506:50607:2:Z3597873843;506:50612:0:Z3597867239;
Fc1cc(F)c2ncsc2c1,27,506:50604:3:Z995664678;506:50607:6:Z1832386516;506:50613:4:Z2142421631;
C1CSC2COCCC2N1,56,506:50604:3:Z1447380865;506:50605:5:Z1454092500;506:50606:3:Z1449288839;
CC1(C)C(O)C2CCCNC21,31,506:50604:3:Z2812667955;506:50604:8:Z2781714948;506:50611:2:Z4511180999;
Cc1cn2nccc2c(=O)[nH]1,57,506:50604:3:Z3187486205;506:50605:8:Z3189509675;506:50606:6:Z3194760789;
Cc1c(Cl)cnn1C,19,506:50604:3:Z3721150571;506:50610:4:Z2653431542;506:50614:5:Z4881868455;
Cc1cccc2ccn(C)c12,56,506:50604:3:Z3597098792;506:50607:2:Z4308737198;506:50616:6:Z3701841844;
CC1CNCCC1=O,69,506:50604:4:Z2018796975;506:50606:0:Z1827478930;506:50606:2:Z2018795197;
OC1CCC2CCNC12,19,506:50604:4:Z2808641201;506:50604:4:Z3660388428;506:50627:6:Z3693365314;
O=C1CCOCC1,20,506:50604:4:Z3865302198;506:50609:7:Z3865300235;506:50610:1:Z2719373818;
OC1CC2(CCNC2)C1,19,506:50604:4:Z4068815864;506:50604:8:Z4083306920;506:50607:2:Z4069686627;
Cc1ccc2c(c1)N(C)CCN2,34,506:50604:4:Z3712291082;506:50607:1:Z3712291277;506:50607:5:Z4128592327;
CC1CNC(C)C1,66,506:50604:4:Z1254298269;506:50604:9:Z2505427286;506:50605:5:Z2505403293;
c1cn2c(n1)NCCCC2,11,506:50604:4:Z4335755647;506:50612:6:Z4335753958;506:50619:0:Z4335757573;
O=C1NCCNC12CCNCC2,12,506:50604:4:Z4882248960;506:50615:7:Z4422710087;506:50624:4:Z4422710400;
Cc1cc(=O)[nH]c(=O)n1C,3,506:50604:4:Z3343387916;506:50684:7:Z3343387854;506:50687:0:Z3799617006;
CC1(C)CCc2ccc(=O)[nH]c2C1,76,506:50604:4:Z3298937141;506:50604:8:Z4917838565;506:50604:8:Z4917838564;
c1cnc2c(c1)CNCCO2,67,506:50604:4:Z2053755436;506:50605:2:Z1688408939;506:50605:3:Z1688410493;
FC1(F)C2CCCCC21,7,506:50604:4:Z3649351434;506:50609:8:Z4670197898;506:50609:8:Z2673259097;
CN1CC23CCCCC2(CNC3)C1,7,506:50604:4:Z3185080929;506:50606:3:Z3173766827;506:50609:0:Z3059690112;
OC1CCNC2CCCCC12,18,506:50604:4:Z2777480212;506:50606:0:Z2784950825;506:50608:6:Z2784948676;
Cc1cc(F)c2c(c1)NCC2,19,506:50604:5:Z2899502506;506:50608:9:Z2903056760;506:50609:4:Z3858480622;
FC1(F)C2CCCC21,9,506:50604:5:Z3588532675;506:50614:3:Z3741322653;506:50615:5:Z4503195075;
Fc1ccc2c(c1)CC1CC21,20,506:50604:5:Z2624362523;506:50609:5:Z2648052551;506:50619:8:Z2648057786;
Cc1c[nH]cc(C)c1=O,20,506:50604:5:Z3369075272;506:50615:5:Z3369064768;506:50618:9:Z3727409295;
Cc1nc2cccnn2n1,10,506:50604:5:Z2088479994;506:50607:0:Z2091323037;506:50638:9:Z2088579444;
Cc1[nH]ncc1F,7,506:50604:5:Z1835950503;506:50631:1:Z2299502829;506:50658:9:Z2994045488;
CN1CCCS1(=O)=O,2,506:50604:5:Z2668623528;506:50687:2:Z4985521707;
O=C1Cc2ccccc2CCN1,3,506:50604:5:Z3340376415;506:50664:5:Z3340376247;506:50692:1:Z3340376417;
O=C1NCCC12CCC2,36,506:50604:5:Z4096977182;506:50607:5:Z4192618712;506:50612:9:Z4035413097;
Clc1cccc2c1NCC2,10,506:50604:5:Z510151684;506:50620:6:Z1066825490;506:50626:6:Z510144968;
CC1CNc2ccccc2C1=O,9,506:50604:5:Z4344817293;506:50637:0:Z4344821685;506:50647:9:Z4344831061;
c1cnc2c(c1)CCCCN2,24,506:50604:5:Z4126755142;506:50606:5:Z2791560814;506:50616:5:Z4998348426;
O=C1C2CCCC1CC2,36,506:50604:5:Z5004110365;506:50607:3:Z4021323556;506:50609:3:Z4006997554;
c1cnc2c(n1)NCCO2,8,506:50604:5:Z4416317869;506:50618:1:Z4416324279;506:50628:5:Z4416308198;
Fc1ccc2c(c1)-c1sccc1CS2,6,506:50604:5:Z17352348;506:50606:4:Z379520850;506:50617:6:Z1542283276;
CC1Cc2cc(F)ccc2C(C)N1,85,506:50604:6:Z1571885544;506:50606:4:Z1571884992;506:50608:0:Z1571884931;
c1cnc2cc3c(cc2n1)OCCO3,8,506:50604:6:Z2094645220;506:50625:8:Z68344357;506:50634:9:Z68340187;
Clc1ccc2cncnc2c1,14,506:50604:6:Z1958451979;506:50608:9:Z285908918;506:50622:6:Z1578896722;
OC1CCCNc2ccc(F)cc21,39,506:50604:6:Z1662919116;506:50606:1:Z4148043278;506:50611:1:Z1662914512;
CC1(C)CC(C)(C)O1,1,506:50604:6:Z4518330274;
O=c1c2c([nH]c3ccccc13)CCCC2,6,506:50604:6:Z2365447484;506:50608:9:Z3339545262;506:50648:3:Z2365447585;
C1CC2CCC2CN1,23,506:50604:6:Z4172507647;506:50605:7:Z4178571408;506:50611:9:Z4178572008;
Oc1cnc2c(F)cccc2c1,9,506:50604:6:Z2914882103;506:50614:8:Z4473227237;506:50637:8:Z2891732595;
Oc1cccc2c1CCCCN2,4,506:50604:6:Z4470986557;506:50636:4:Z4470988148;506:50652:1:Z4470985308;
CC1CCC2(CNC2)CO1,11,506:50604:6:Z4964407763;506:50609:1:Z4960908099;506:50613:8:Z4964228829;
CN1C(=O)NCC12CNC2,24,506:50604:6:Z4024057660;506:50605:8:Z3996661168;506:50608:7:Z4024060347;
Oc1cccc2ccsc12,72,506:50604:6:Z1885202516;506:50604:8:Z1885548640;506:50606:1:Z1887310785;
Cn1ccc2ncccc21,36,506:50604:7:Z3519252103;506:50604:7:Z5060392326;506:50608:4:Z4013076119;
c1ccc2c3c([nH]c2c1)CCCC3,21,506:50604:7:Z4150698334;506:50609:1:Z4149521169;506:50615:9:Z4150207606;
Clc1ccc2c(c1Cl)NCCC2,5,506:50604:7:Z1885829426;506:50607:6:Z1481832473;506:50621:5:Z1481833890;
O=C1CNCC2(CC2)N1,19,506:50604:7:Z3612073759;506:50605:1:Z3316342905;506:50611:9:Z3591557810;
Oc1ccc2c(c1)CNC2,56,506:50604:7:Z4228345087;506:50609:0:Z5001136110;506:50614:4:Z3203532620;
CC1CNC(C)(C)CN1,6,506:50604:7:Z3795406700;506:50609:9:Z4421847698;506:50628:2:Z4421845519;
Fc1cccn2cnnc12,27,506:50604:7:Z4287392953;506:50605:4:Z4286995598;506:50607:6:Z4288027204;
C1CCC2CCCC2C1,62,506:50604:7:Z2147346368;506:50605:0:Z1355752978;506:50606:4:Z1519426464;
c1cc2cncnc2cn1,8,506:50604:7:Z2613935904;506:50609:8:Z2347394787;506:50610:1:Z2614145170;
O=C1CCC2=C(CCNC2)N1,118,506:50604:7:Z3138489645;506:50605:3:Z2642926854;506:50605:9:Z2642925003;
Cc1c(N)cnn1C,12,506:50604:7:Z4289589080;506:50607:5:Z4293857340;506:50609:0:Z4289608756;
Clc1cccc2ccoc12,39,506:50604:7:Z1374501497;506:50606:8:Z3723873916;506:50607:2:Z1374078649;
Cc1ccc2ocnc2n1,18,506:50604:7:Z273913748;506:50605:0:Z1651262221;506:50605:4:Z1651256637;
OC1CCNCC1(F)F,5,506:50604:7:Z2644210798;506:50605:7:Z4251019545;506:50627:4:Z2644210799;
CC1CNc2cc(Cl)ccc2O1,93,506:50604:7:Z1883174988;506:50605:0:Z1883171731;506:50605:7:Z1883174688;
CC1(C)CNCCS1,62,506:50604:7:Z1360935801;506:50607:9:Z2019617507;506:50610:8:Z1360928133;
CC1(C)CCCC1O,57,506:50604:7:Z2231623695;506:50605:3:Z2231623699;506:50606:4:Z2231624985;
CN1CCNCC12CCCCC2,13,506:50604:8:Z4062974786;506:50617:6:Z4149086873;506:50618:0:Z5024027330;
Clc1csc2cc3c(cc12)OCCO3,50,506:50604:8:Z284344420;506:50605:8:Z1185758984;506:50606:7:Z1174492981;
OC1CCCCC1O,16,506:50604:8:Z4770469224;506:50610:1:Z3205174512;506:50614:1:Z4768137358;
Nc1nnc[nH]1,92,506:50604:8:Z2639655086;506:50604:9:Z2233384334;506:50605:2:Z2713307898;
Clc1cc[nH]c1Cl,4,506:50604:8:Z395877568;506:50610:5:Z1629488892;506:50666:4:Z1817834262;
C1COC2CNCC2O1,7,506:50604:8:Z3693365286;506:50670:1:Z3714360036;506:50673:7:Z3714361435;
Fc1cc(F)c2cccnc2c1,25,506:50604:8:Z4827626910;506:50612:8:Z4579539233;506:50616:1:Z4825756127;
O=C1NCCC12CCNCC2,79,506:50604:8:Z2795277661;506:50605:2:Z2804157433;506:50605:8:Z2809471394;
CC1CNCC(O)C1,24,506:50604:8:Z4112213827;506:50604:8:Z2347294907;506:50607:1:Z4773682016;
Cn1nc(O)c2c1CNCC2,57,506:50604:8:Z3605644284;506:50609:1:Z2947481439;506:50609:7:Z2951383958;
NC1CCCC2CNCC12,17,506:50604:8:Z2451079546;506:50606:3:Z2394096638;506:50607:7:Z2466127481;
O=C1CC2CCNCC2N1,45,506:50604:8:Z4503746060;506:50605:3:Z2989159259;506:50608:1:Z2995427162;
Cc1cc(C)c2c(c1)CCCCO2,10,506:50604:8:Z4392016660;506:50612:1:Z1438606128;506:50630:9:Z1437820635;
Oc1cnc2ccccc2n1,21,506:50604:8:Z4995782055;506:50606:3:Z4488719511;506:50607:8:Z4483229150;
c1cnc2c(c1)CCCO2,53,506:50604:8:Z4472663274;506:50614:2:Z4242411269;506:50616:5:Z3438123330;
Cn1ccc2c1CNCC2,23,506:50604:8:Z4310781338;506:50606:1:Z1430658388;506:50608:7:Z1429405399;
C1COCCC2(CNC2)N1,7,506:50604:8:Z4088547930;506:50612:7:Z4088548531;506:50618:6:Z4088548818;
CN1CCCC12CCCC2,19,506:50604:8:Z3580859718;506:50604:9:Z3647038513;506:50612:0:Z3591857908;
O=C1CCn2ncnc2N1,16,506:50604:8:Z3414392704;506:50606:5:Z3177334385;506:50614:7:Z4466519794;
O=C1NS(=O)(=O)N2CCCCC12,49,506:50604:8:Z4917143328;506:50605:9:Z4917145079;506:50605:9:Z4917144923;
CC1COC2(CCC2)CN1,16,506:50604:9:Z3134697898;506:50607:2:Z2611786730;506:50609:6:Z2620899397;
Cc1cc2c(cc1C)OCCCC2,38,506:50604:9:Z1438355423;506:50607:6:Z1318857299;506:50609:1:Z1438638282;
Cc1cn2nccc2cn1,19,506:50604:9:Z2851267671;506:50609:8:Z4390660992;506:50616:6:Z2849984566;
c1ccc2c(c1)CC1(CCNCC1)C2,59,506:50604:9:Z4878904715;506:50609:4:Z4248425088;506:50609:4:Z4876961178;
CC1COC2(CCCC2)CN1,25,506:50604:9:Z3155418505;506:50609:0:Z2601655238;506:50610:0:Z2646937503;
c1cnc2ncsc2c1,72,506:50604:9:Z756977206;506:50605:6:Z237956224;506:50605:8:Z1333468058;
Cc1cncc2ccccc12,4,506:50604:9:Z3172263494;506:50634:7:Z3172265455;506:50662:5:Z3172265514;
Cc1cc(O)nc(O)n1,30,506:50604:9:Z1747036999;506:50605:4:Z1747037684;506:50606:0:Z1747049561;
Cc1cc2scnc2s1,21,506:50604:9:Z1363049453;506:50608:5:Z1363049373;506:50611:8:Z1882283903;
NC1CC2CCCC12,22,506:50604:9:Z4878977439;506:50619:6:Z3100783584;506:50619:6:Z3100783574;
Clc1cccc2c1NCCN2,18,506:50604:9:Z1720582012;506:50606:4:Z2017282109;506:50609:1:Z1796881441;
C1CNCOC1,18,506:50604:9:Z2964518407;506:50609:5:Z2964514731;506:50616:6:Z2226243256;
c1ccn2c(c1)nc1sccc12,58,506:50604:9:Z264736978;506:50605:2:Z1674857614;506:50605:9:Z23526399;
C1CNCCSC1,41,506:50604:9:Z1437637109;506:50606:1:Z816465644;506:50607:0:Z1535580580;
Cc1c(F)ccc2c1NCCC2,9,506:50604:9:Z2280126763;506:50624:3:Z2326200712;506:50639:0:Z2326201338;
Cn1ncc2c1CNCCC2,29,506:50604:9:Z4773542448;506:50611:2:Z4263800928;506:50613:1:Z4263782123;
CN1CCC2CCNCC21,22,506:50604:9:Z4081514346;506:50606:5:Z4394780784;506:50614:4:Z4394823638;
Cc1cccc2c1ccn2C,38,506:50604:9:Z3587731898;506:50607:8:Z3641782557;506:50608:4:Z3579994167;
Clc1ccc2c(c1)NCCN2,13,506:50604:9:Z3277747969;506:50611:0:Z1737584349;506:50613:3:Z1737584851;
C1=CNc2ccccc2N=C1,38,506:50604:9:Z1599107463;506:50611:0:Z1478464875;506:50611:7:Z300919184;
CN1C(=O)COC12CCNCC2,67,506:50604:9:Z3041236621;506:50606:1:Z3041607583;506:50606:2:Z3040935740;
O=C1CCNC2(CCC2)C1,15,506:50604:9:Z2873285653;506:50618:6:Z4656387711;506:50618:6:Z2950963437;
c1ccc2c(c1)NCC21CCC1,32,506:50605:0:Z1841466329;506:50606:1:Z1887208124;506:50607:2:Z2958927411;
CC1NCCc2cc(Cl)c(Cl)cc21,15,506:50605:0:Z1414697458;506:50613:5:Z1414499872;506:50616:8:Z1414801438;
O=C1NNS(=O)(=O)c2ccccc21,11,506:50605:0:Z265387530;506:50605:6:Z260109854;506:50625:2:Z729978744;
NC1CCCC12CCNCC2,9,506:50605:0:Z3519734521;506:50622:7:Z4055611926;506:50631:5:Z3519738510;
CC1(C)NC(=O)C2(CCNCC2)N1,47,506:50605:0:Z4261295336;506:50605:5:Z4261305294;506:50606:5:Z4261249752;
O=C1Cc2ccc(F)cc2N1,8,506:50605:0:Z3095732336;506:50617:6:Z3095732903;506:50623:7:Z3135493703;
CC1CC(C)NCCN1,9,506:50605:0:Z4036168492;506:50613:8:Z4036170366;506:50626:7:Z4036166932;
CC1(C)CCc2ccccc2N1,10,506:50605:0:Z4239218259;506:50637:0:Z4239229636;506:50640:5:Z2474839262;
OC1CNC2(CCC2)CC1O,17,506:50605:0:Z3841212379;506:50607:5:Z4094435660;506:50608:7:Z3839120500;
c1nc2c([nH]1)CCC2,11,506:50605:0:Z2199285782;506:50623:6:Z2199287454;506:50623:7:Z2199301336;
OC1CNC2COCC12,7,506:50605:0:Z3633498475;506:50606:6:Z3691126628;506:50646:7:Z3435247899;
C1CC2CC(CN2)N1,40,506:50605:0:Z4113572650;506:50607:3:Z4113578104;506:50608:9:Z4603205137;
FC1(F)C2CCCOC21,3,506:50605:1:Z2622628024;506:50634:3:Z2645714142;506:50657:7:Z3277931575;
CC1(C)CCCNC1=O,112,506:50605:1:Z4199398678;506:50605:2:Z4199399021;506:50605:4:Z4192750374;
Cc1cncc(F)c1,9,506:50605:1:Z4838081491;506:50612:1:Z4828624314;506:50621:0:Z4829755289;
Cc1cc2c(cn1)CCN2,32,506:50605:1:Z4132607199;506:50606:9:Z3627616571;506:50609:0:Z4115381239;
O=C1CC2CCCC(C1)C2,43,506:50605:1:Z4381660004;506:50605:1:Z4268521182;506:50606:7:Z4020835140;
c1cc2c(nn1)CCOC2,61,506:50605:1:Z4579135765;506:50610:4:Z4045303966;506:50610:7:Z4158311162;
c1ccc2c(c1)nc1n2CCN1,45,506:50605:1:Z1259568188;506:50605:6:Z333044606;506:50606:8:Z2905033354;
CC1NCCCC1O,26,506:50605:1:Z4772828679;506:50605:1:Z4772458110;506:50606:2:Z2284146480;
OC1CCC(O)CC1,37,506:50605:1:Z4329285364;506:50622:8:Z2203621080;506:50623:5:Z2231219971;
Cc1cc(=O)c2ccccc2[nH]1,9,506:50605:1:Z2034629670;506:50609:2:Z2898220935;506:50613:2:Z2034629783;
O=C1COc2ccc(F)cc2N1,61,506:50605:1:Z4466793295;506:50607:3:Z3697821673;506:50607:5:Z3715673817;
Nc1cc2c(cn1)CCC2,22,506:50605:1:Z4122026443;506:50606:8:Z4186154736;506:50618:2:Z4123073452;
C1COC2COCC2CN1,13,506:50605:1:Z3406441148;506:50606:8:Z3438932593;506:50619:9:Z3385675520;
CC1CNCCC(O)C1,23,506:50605:1:Z4051976071;506:50605:7:Z4773673899;506:50609:3:Z4051976328;
CC1(C)OCc2cncnc21,24,506:50605:1:Z4362599511;506:50608:8:Z4362607604;506:50616:6:Z4362601431;
C1=NOC2(C1)CCCNC2,15,506:50605:1:Z2902795243;506:50610:1:Z2902455462;506:50613:1:Z2902850259;
CC1(C)OC2CCCC2O1,25,506:50605:2:Z2962645642;506:50605:4:Z3627673841;506:50605:9:Z2921427496;
CC1CC(=O)c2cccc(F)c21,26,506:50605:2:Z134652596;506:50611:8:Z1516647564;506:50617:3:Z134652204;
Cn1ccn2nccc12,42,506:50605:2:Z4834447066;506:50605:2:Z4106770647;506:50614:5:Z4251158104;
CC1(C)CCCC(=O)C1,19,506:50605:2:Z5004085640;506:50626:3:Z5000933553;506:50634:0:Z5004095402;
c1ncc2scnc2n1,10,506:50605:2:Z1576519073;506:50610:3:Z1002244282;506:50611:8:Z1002189556;
Cc1n[nH]c2cncnc12,17,506:50605:2:Z2091352112;506:50622:0:Z2089539268;506:50628:1:Z2093050459;
Cc1cnn2c1CNCC2,30,506:50605:2:Z3898828196;506:50605:2:Z3898828193;506:50613:9:Z4109160302;
CN1CCNCC12CCOC2,39,506:50605:2:Z3042327169;506:50606:0:Z3043302682;506:50606:0:Z3043019728;
O=C1CC2CCCC(C1)N2,8,506:50605:2:Z3626931002;506:50608:2:Z3626931575;506:50621:3:Z3626933863;
Cc1ccncc1F,24,506:50605:2:Z4405436855;506:50605:3:Z3595550759;506:50606:1:Z3595556641;
OC1COC2(CNC2)CC1O,23,506:50605:2:Z4478130542;506:50614:8:Z4465405048;506:50615:8:Z4601224986;
OC1C2CCCC1CC2,13,506:50605:2:Z3871151846;506:50607:1:Z4317471141;506:50638:8:Z4319372881;
O=c1[nH]cnc2c(Cl)cc(Cl)cc12,28,506:50605:2:Z650411192;506:50610:3:Z650410974;506:50610:8:Z275519906;
Fc1ccc2c(c1)CCC1(CCC1)O2,8,506:50605:2:Z3610600187;506:50605:2:Z3603022341;506:50608:6:Z4347010707;
Clc1cc2cc[nH]c2s1,22,506:50605:2:Z2195775796;506:50611:4:Z2176472282;506:50615:5:Z2176472345;
O=C1CCCc2[nH]ccc21,26,506:50605:2:Z3668119924;506:50608:1:Z3667305084;506:50609:7:Z3669892729;
O=C1CCCCn2nccc21,92,506:50605:2:Z2951512957;506:50605:6:Z2950022152;506:50605:7:Z2949111218;
CC1(C)OCCC1O,7,506:50605:2:Z4887831687;506:50605:9:Z4880312795;506:50634:5:Z4887926501;
O=C1NC2CCNCC2N1,16,506:50605:2:Z3346461565;506:50613:7:Z2378762611;506:50614:5:Z2384924402;
CC1=Nc2ccccc2C12CCNCC2,46,506:50605:3:Z3357597123;506:50605:4:Z2913253349;506:50607:8:Z2836710479;
Fc1ccc2c(c1F)CCC2,22,506:50605:3:Z2500888192;506:50608:8:Z2495132680;506:50609:5:Z2496659534;
O=C1CC2(CCC2)NCCN1,17,506:50605:3:Z4180010077;506:50605:6:Z2805264227;506:50611:2:Z2805264005;
Cc1nc2c(s1)CNCC2,1,506:50605:3:Z5024158900;
OC1CCCC12CCOCC2,36,506:50605:3:Z3796201901;506:50609:1:Z3907112257;506:50610:2:Z4389319752;
CC1CCC2(CN1)OCc1ccccc12,28,506:50605:3:Z3594808965;506:50609:2:Z3624978467;506:50611:5:Z3518186220;
C1=Cc2ccccc2CCC1,31,506:50605:3:Z2646022245;506:50607:4:Z2665159977;506:50610:5:Z2626442111;
C1CNCC2(C1)CCCNC2,27,506:50605:3:Z2167029839;506:50615:8:Z2215589577;506:50617:1:Z2169854783;
c1ncc2nn[nH]c2n1,125,506:50605:3:Z921286670;506:50605:4:Z1252444879;506:50606:9:Z646390966;
O=c1[nH]c2nncn2c2cc(Cl)ccc12,4,506:50605:3:Z138199798;506:50608:7:Z729761250;506:50625:9:Z1010308118;
CC1CC(C)(C)Nc2cc(F)ccc21,2,506:50605:3:Z4360016661;506:50650:8:Z4360016840;
Oc1cccc2c1CCN2,27,506:50605:3:Z3100450813;506:50609:1:Z4269345635;506:50623:4:Z3102721525;
CC1Cc2cc(F)ccc2CN1,22,506:50605:3:Z3588046630;506:50607:4:Z4410443887;506:50609:6:Z3184436119;
Cc1cnc(C)c(N)c1,1,506:50605:4:Z3575957542;
NC1c2ccccc2CC12CCNCC2,21,506:50605:4:Z4907790989;506:50610:5:Z4910658771;506:50622:8:Z4907790778;
c1cc2c(s1)CCCNC2,69,506:50605:4:Z1147498058;506:50607:8:Z1147499032;506:50609:8:Z1147497950;
O=C1CCC(O)CN1,4,506:50605:4:Z3343394716;506:50628:4:Z4927277221;506:50631:4:Z3343385210;
Cc1ccc2c(cnn2C)n1,108,506:50605:4:Z3842623386;506:50607:3:Z3832901589;506:50608:7:Z3820008198;
CC1CNC(C)C(C)C1,52,506:50605:4:Z1828135082;506:50605:9:Z1831783930;506:50606:4:Z2011494951;
O=C1CCNC2(CN1)COC2,5,506:50605:4:Z2843019567;506:50607:7:Z2843013623;506:50646:1:Z2843021684;
Fc1ccc2c(c1)OCC2,49,506:50605:4:Z3137737383;506:50606:0:Z4404702741;506:50606:3:Z4405280835;
Clc1cc(Cl)c2c(c1)CNCC2,29,506:50605:4:Z1884576007;506:50606:6:Z2013892447;506:50608:4:Z1443327057;
CC1CC2(CCC2)CO1,14,506:50605:4:Z2951007028;506:50606:4:Z2972246250;506:50607:0:Z2968190331;
CC1CNCCC12CCCN(C)C2,65,506:50605:4:Z4344743834;506:50605:8:Z4344023138;506:50606:4:Z4422859227;
CC1NCCS(=O)C1C,49,506:50605:5:Z1236638242;506:50609:5:Z1234021086;506:50610:0:Z1233506565;
Clc1ccnc2ccccc12,18,506:50605:5:Z2027437575;506:50613:4:Z2027415516;506:50620:9:Z2194641448;
Cc1ccc2c(c1)CC(C)NC2,18,506:50605:5:Z4524599467;506:50606:8:Z4524599763;506:50609:4:Z4472082959;
CC1CNCC(C)C1N,6,506:50605:5:Z3522700055;506:50609:7:Z3522704638;506:50660:8:Z4055827732;
NC1C2CCCC1CC2,12,506:50605:5:Z4002163093;506:50606:3:Z4065917946;506:50610:0:Z4002026679;
Cc1cc2ncccc2[nH]1,30,506:50605:5:Z4875649172;506:50608:4:Z4875685551;506:50618:6:Z4875525812;
CC1(O)CCC1,22,506:50605:5:Z4769317361;506:50607:2:Z4769310596;506:50613:9:Z4198377300;
CC1(C)CCC(O)CC1,17,506:50605:5:Z4927268957;506:50613:4:Z4253477976;506:50614:0:Z4771229791;
CC1CCNC1=O,5,506:50605:5:Z2783039575;506:50630:9:Z2610771209;506:50640:1:Z2610771207;
Cc1[nH]nc2c1CCCC2,72,506:50605:5:Z3788501008;506:50606:8:Z3788513647;506:50607:2:Z3788510412;
Cc1ncncn1,93,506:50605:5:Z2214025271;506:50606:7:Z1731092303;506:50606:8:Z1725322778;
Cn1ncc2ncncc21,30,506:50605:5:Z4269630436;506:50606:4:Z4269623419;506:50611:2:Z4269657691;
Cc1cc2ncc3ccccc3n2n1,29,506:50605:5:Z1015104770;506:50606:8:Z98405664;506:50615:4:Z1724853979;
Cc1ccnc2c1CNC2,16,506:50605:5:Z4227606213;506:50609:7:Z4227581504;506:50612:3:Z4227609893;
FC1(F)CCC2CC21,2,506:50605:6:Z4351872074;506:50627:5:Z3842611217;
Cc1cccc2nc[nH]c12,35,506:50605:6:Z1685243184;506:50612:4:Z1685239478;506:50613:3:Z3925194553;
c1cc2c(s1)CCCCN2,18,506:50605:6:Z1974344194;506:50609:2:Z1974875131;506:50611:8:Z1974881022;
CC1(C)CNC1(C)C,30,506:50605:6:Z1327622774;506:50606:1:Z2192263314;506:50607:2:Z1331697712;
Cc1c[nH]c(=O)[nH]c1=O,33,506:50605:6:Z335126458;506:50607:2:Z654976156;506:50607:4:Z654977240;
Nc1ccc2c(n1)CCCC2,20,506:50605:6:Z5035447844;506:50610:0:Z4127496976;506:50620:7:Z4127361769;
Cc1cnc(C)cn1,21,506:50605:6:Z4271280904;506:50606:2:Z196180044;506:50617:1:Z4035880267;
Nc1nc2ccccc2o1,34,506:50605:6:Z4123041674;506:50606:4:Z4768827807;506:50608:9:Z4302389945;
CC1CNC2CCCCC12,47,506:50605:6:Z1644979525;506:50608:6:Z1644299537;506:50609:2:Z1644317232;
O=C1CCNCC12CCC2,16,506:50605:6:Z3434309038;506:50607:2:Z3611126195;506:50615:6:Z3611126726;
C1NC2CC12,6,506:50605:7:Z3837539629;506:50605:9:Z3837817450;506:50616:8:Z3843591733;
O=c1nccn[nH]1,11,506:50605:7:Z401650220;506:50619:2:Z841297440;506:50628:8:Z1393082490;
c1c2c(cc3c1CCCCO3)CCCC2,6,506:50605:7:Z1609385160;506:50618:7:Z1449708145;506:50629:1:Z3361881499;
O=C1CC2CNC1C2,30,506:50605:7:Z4165171834;506:50613:9:Z3808670961;506:50615:0:Z5055489264;
Cn1cnc2ncncc21,4,506:50605:7:Z3828879391;506:50633:2:Z3828715624;506:50659:1:Z4338919271;
CC1NC(C)C(C)N(C)C1=O,11,506:50605:7:Z3843259464;506:50609:4:Z4917450092;506:50625:7:Z2916924053;
CC1(C)CC2(CCN2)CC(C)(C)O1,31,506:50605:7:Z4029009982;506:50607:1:Z4068786931;506:50608:8:Z4029013609;
Cn1nc2c(c1O)CCNC2,22,506:50605:7:Z4273742953;506:50615:2:Z4273739163;506:50617:7:Z4227920899;
O=C1CCCc2cc(F)ccc2N1,30,506:50605:7:Z1930765652;506:50609:4:Z1644758204;506:50610:2:Z1644697366;
NC1CCCn2nccc21,24,506:50605:7:Z3103136792;506:50610:1:Z4176431093;506:50620:1:Z4058125239;
Cc1cccc2c1NCCC2C,8,506:50605:7:Z4126464379;506:50606:3:Z4126467211;506:50606:6:Z4126463191;
Clc1ccc2c(c1)CNC2,3,506:50605:7:Z3289965555;506:50609:1:Z3290764614;506:50676:5:Z3289652118;
CC1CNCCc2ccc(F)cc21,61,506:50605:7:Z2474527690;506:50606:9:Z2474646412;506:50607:8:Z3137079370;
CC1Nc2cccnc2NC1=O,24,506:50605:8:Z4218134432;506:50612:4:Z4126863709;506:50621:0:Z4126865118;
CC1CC(O)C(C)CN1,15,506:50605:8:Z3185465211;506:50617:4:Z3206092350;506:50617:9:Z3174343139;
C1CNCC2CCOC2C1,22,506:50605:8:Z3184789363;506:50609:1:Z3134693573;506:50613:1:Z4511264811;
NC1CCc2ccccc2NC1,6,506:50605:8:Z2605462462;506:50624:5:Z2605462336;506:50633:6:Z3364609830;
Cn1ncnc1N,17,506:50605:8:Z3623086678;506:50608:9:Z3623089141;506:50610:7:Z3623086258;
Cc1cnc2ccccn2c1=O,30,506:50605:8:Z4025453265;506:50605:9:Z4026550641;506:50606:0:Z4024818644;
CN1CCOCC12CCC2,34,506:50605:8:Z2718137778;506:50606:8:Z2710235781;506:50612:8:Z3359970920;
CN1CCNc2cc(Cl)ccc21,48,506:50605:8:Z1498535475;506:50608:7:Z1318891860;506:50609:0:Z1872332343;
Cn1ccsc1=N,10,506:50605:8:Z1151242663;506:50611:0:Z27515849;506:50625:9:Z95722010;
