fragment_smiles,occurences,example_ligands
Oc1ncccc1F,202,37:03700:0:PV-003531907066;37:03704:0:PV-003535322969;37:03704:8:PV-003536030322;
C1CNCCOC1,8718,37:03700:0:PV-002897889015;37:03700:0:PV-002897890462;37:03700:0:PV-003531912755;
CC1CCCO1,17152,37:03700:0:PV-002897889022;37:03700:0:PV-003531915789;37:03700:0:PV-002897892523;
CC1CCCC(=O)N1,1462,37:03700:0:PV-002321114821;37:03700:1:PV-002217617455;37:03700:1:PV-002897920253;
N=S1(=O)CCCC1,708,37:03700:0:PV-002321114821;37:03700:0:PV-002165866436;37:03700:3:PV-005596947485;
C1CCSC1,18938,37:03700:0:PV-002897889044;37:03700:0:PV-002897890464;37:03700:0:PV-005596100438;
c1cnccn1,26195,37:03700:0:PV-002897889044;37:03700:0:PV-003531908138;37:03700:0:PV-002897889555;
O=C1NCCC2CCNCC12,690,37:03700:0:PV-003531907207;37:03700:4:PV-003532284420;37:03700:5:PV-003532340252;
Cc1nc[nH]c1C,1308,37:03700:0:PV-002897889143;37:03700:0:PV-005596233200;37:03700:1:PV-002424622702;
Fc1ccc2cc[nH]c2c1,463,37:03700:0:PV-002424616867;37:03700:1:PV-003532023635;37:03700:3:PV-002165883393;
CC1(C)CCCCC1,9738,37:03700:0:PV-002114117288;37:03700:0:PV-002217612917;37:03700:0:PV-005596188043;
C1NCC2CC1CN2,1515,37:03700:0:PV-003531907598;37:03700:0:PV-002897894368;37:03700:0:PV-003531969604;
CC1CC1F,6057,37:03700:0:PV-003531907619;37:03700:0:PV-003531910191;37:03700:0:PV-003531910192;
c1cc2nccn2cn1,326,37:03700:0:PV-002217612827;37:03700:3:PV-002114133786;37:03700:5:PV-002528139361;
O=c1cnc2ccccc2[nH]1,313,37:03700:0:PV-002217612831;37:03700:0:PV-002165867016;37:03700:1:PV-002114126412;
C1CSCCN1,5034,37:03700:0:PV-003531907774;37:03700:0:PV-003531907775;37:03700:0:PV-003531907776;
Cn1cc(N)cn1,1362,37:03700:0:PV-003531907788;37:03700:2:PV-003532147496;37:03700:3:PV-003532181299;
CS(C)(=N)=O,4870,37:03700:0:PV-002579861125;37:03700:0:PV-003531948627;37:03700:0:PV-003531948628;
Clc1cccc2c1NCC2,158,37:03700:0:PV-003531907850;37:03701:1:PV-002217671577;37:03701:3:PV-005599548667;
Cc1cnc(C)nc1,601,37:03700:0:PV-003531908006;37:03700:0:PV-001914492717;37:03700:3:PV-005597076955;
Fc1ccc(Cl)cc1,5238,37:03700:0:PV-003531908006;37:03700:0:PV-005596126695;37:03700:0:PV-005596180944;
Cn1cccn1,70037,37:03700:0:PV-003531908007;37:03700:0:PV-001981793839;37:03700:0:PV-002897890036;
OC1CCCNC1,15228,37:03700:0:PV-003531908007;37:03700:0:PV-003531911208;37:03700:0:PV-003531911371;
OC1CC2CCC2C1O,567,37:03700:0:PV-003531908035;37:03700:3:PV-003532211901;37:03700:3:PV-003532227692;
Nc1cn[nH]c1,698,37:03700:0:PV-003531908035;37:03700:2:PV-005596820129;37:03700:5:PV-002898080721;
c1scc2c1CCC2,816,37:03700:0:PV-002897889360;37:03700:0:PV-005596222680;37:03700:3:PV-002897987318;
CC1(C)CC(C)(C)C1O,436,37:03700:0:PV-003531908042;37:03700:4:PV-002898035996;37:03700:6:PV-003532476186;
CC1CCn2ccnc2C1,151,37:03700:0:PV-003531908106;37:03700:0:PV-003531908107;37:03700:1:PV-002528116705;
c1nn[nH]n1,23318,37:03700:0:PV-003531908106;37:03700:0:PV-003531908107;37:03700:0:PV-002114117363;
C1C2CC1C2,14239,37:03700:0:PV-003531908108;37:03700:0:PV-003531914028;37:03700:0:PV-005596112183;
c1cnc2sccc2c1,1378,37:03700:0:PV-004041188137;37:03700:3:PV-002579877113;37:03700:3:PV-003532202568;
OC1CCCCC1,12386,37:03700:0:PV-002897889424;37:03700:0:PV-003531908202;37:03700:0:PV-003531908605;
CC1CCC(=O)N1C,89,37:03700:0:PV-002897889491;37:03701:1:PV-002898255232;37:03702:0:PV-002898543878;
CC1CCC(C)CC1,1142,37:03700:0:PV-003531908391;37:03700:0:PV-002165869322;37:03700:3:PV-003532163533;
CC1NCc2ccccc21,344,37:03700:0:PV-002897889508;37:03700:0:PV-002897889509;37:03701:3:PV-002528179811;
Cc1ccc(=O)[nH]c1C,193,37:03700:0:PV-003531908446;37:03701:1:PV-003532876369;37:03701:9:PV-002898516312;
CC1CC1C,20449,37:03700:0:PV-003531908486;37:03700:0:PV-003531910436;37:03700:0:PV-003531910437;
c1cnc2c(c1)CCC2,2088,37:03700:0:PV-003531908527;37:03700:0:PV-003531912026;37:03700:1:PV-003532019945;
c1ccc2ocnc2c1,3419,37:03700:0:PV-002897889579;37:03700:0:PV-002897890152;37:03700:1:PV-002114122258;
OC1CCOC1,6207,37:03700:0:PV-003531908603;37:03700:0:PV-005596167855;37:03700:0:PV-005596315713;
CC1(C)CCCC1,7394,37:03700:0:PV-002897889604;37:03700:0:PV-002897889605;37:03700:0:PV-002897891882;
OC1CCNCC1,10926,37:03700:0:PV-003531908673;37:03700:0:PV-002897898195;37:03700:0:PV-003531948056;
Fc1cncnc1,4959,37:03700:0:PV-002897889652;37:03700:0:PV-003531912026;37:03700:0:PV-005596193503;
CN1CCCC1=O,6040,37:03700:0:PV-002897889654;37:03700:0:PV-005596195399;37:03700:0:PV-005596313775;
Fc1ccc(F)cc1,5672,37:03700:0:PV-002897889683;37:03700:0:PV-002897892276;37:03700:0:PV-003531940496;
Fc1cccc(F)c1,21881,37:03700:0:PV-002897889686;37:03700:0:PV-002372871000;37:03700:0:PV-002897893451;
CC1CN=CN1,2864,37:03700:0:PV-002897889688;37:03700:0:PV-003531911413;37:03700:0:PV-002897892993;
Fc1cc(F)c2c(c1)CCC2,148,37:03700:0:PV-002897889688;37:03700:6:PV-002898091861;37:03702:0:PV-003533606210;
CC1CCNCCN1,2336,37:03700:0:PV-002897889711;37:03700:1:PV-003532004046;37:03700:1:PV-003532034255;
Cc1ccn[nH]1,14507,37:03700:0:PV-002897889731;37:03700:0:PV-005596207973;37:03700:0:PV-003531929604;
Clc1cccc2cc[nH]c12,212,37:03700:0:PV-001914492717;37:03700:0:PV-005596361215;37:03702:9:PV-005603509162;
Cc1ccc2c(n1)CCCC2,203,37:03700:0:PV-002528110851;37:03700:1:PV-003532005339;37:03700:1:PV-002114123653;
CC1(C)CNCCO1,2827,37:03700:0:PV-002528110851;37:03700:2:PV-003532086912;37:03700:2:PV-003532086913;
c1cc[nH]c1,43870,37:03700:0:PV-003531909046;37:03700:0:PV-003531909047;37:03700:0:PV-003531909048;
Cc1n[nH]c2ccncc12,285,37:03700:0:PV-003531909079;37:03700:3:PV-003532183534;37:03700:3:PV-005597038224;
c1cc2c(cn1)CNC2,312,37:03700:0:PV-003531909079;37:03700:1:PV-002321120189;37:03700:2:PV-002897974075;
FC1CCCCC1,7190,37:03700:0:PV-003531909112;37:03700:0:PV-002897892572;37:03700:0:PV-005596151523;
Cc1cnccc1O,440,37:03700:0:PV-003531909122;37:03700:2:PV-002165879619;37:03701:3:PV-002898337488;
c1cnc2ccsc2c1,3322,37:03700:0:PV-003531909163;37:03700:1:PV-002897935989;37:03700:3:PV-005596984802;
Clc1cncs1,3304,37:03700:0:PV-003531909163;37:03700:0:PV-005596117400;37:03700:0:PV-005596188307;
c1ncsn1,5713,37:03700:0:PV-003531909240;37:03700:0:PV-002897893372;37:03700:1:PV-003532007965;
CC1(C)CCC(N)CC1,193,37:03700:0:PV-003531909240;37:03700:1:PV-003531997764;37:03700:3:PV-003532226063;
Cc1nc2ccccc2n1C,291,37:03700:0:PV-002897889894;37:03700:1:PV-002897938901;37:03700:1:PV-002897938902;
c1ccc2sccc2c1,8293,37:03700:0:PV-003531909288;37:03700:0:PV-002897894660;37:03700:0:PV-002897895045;
Cn1ccccc1=O,4873,37:03700:0:PV-000589120184;37:03700:1:PV-003531994198;37:03700:1:PV-002897933326;
C1CCC2(C1)CCCN2,527,37:03700:0:PV-002897889954;37:03700:1:PV-003532000557;37:03700:2:PV-002424631135;
Cc1ccn(C)n1,6692,37:03700:0:PV-000503979539;37:03700:0:PV-003531909418;37:03700:0:PV-003531909420;
CC1(C)CC2(CCNCC2)CO1,29,37:03700:0:PV-003531909485;37:03705:2:PV-002899601587;37:03705:8:PV-002899788908;
Clc1ccsc1Cl,2833,37:03700:0:PV-003531909497;37:03700:0:PV-003531909498;37:03700:0:PV-003531909499;
Cc1cccn2ccnc12,1141,37:03700:0:PV-002897890002;37:03700:1:PV-005596429520;37:03700:4:PV-002165886086;
CC1CCNC1,62998,37:03700:0:PV-003531909620;37:03700:0:PV-005596123249;37:03700:0:PV-005596123250;
Oc1ccccc1,25403,37:03700:0:PV-002528110884;37:03700:0:PV-005596184914;37:03700:0:PV-005596223177;
Cc1cccnn1,7679,37:03700:0:PV-002114117424;37:03700:0:PV-005596243098;37:03700:0:PV-002579861682;
c1cnc2c(c1)CCNC2,521,37:03700:0:PV-003531909668;37:03700:0:PV-002897903888;37:03700:0:PV-003531964944;
CC1CNCC(C)O1,2031,37:03700:0:PV-002476363808;37:03700:1:PV-002579868800;37:03700:1:PV-002114124908;
NC1CC2CC2C1,1273,37:03700:0:PV-003531909702;37:03700:0:PV-003531962633;37:03700:1:PV-003532012889;
C1CCOCC1,52932,37:03700:0:PV-003531909702;37:03700:0:PV-003531911868;37:03700:0:PV-003531911869;
C1CC2CCCC(C1)C2,1756,37:03700:0:PV-002897890079;37:03700:0:PV-002897890080;37:03700:0:PV-002897892510;
O=S1(=O)CC2NCCNC2C1,386,37:03700:0:PV-003531909779;37:03700:1:PV-003531985748;37:03700:2:PV-005596870873;
Cc1ncc[nH]1,7715,37:03700:0:PV-002897890098;37:03700:0:PV-003531919380;37:03700:0:PV-002897896728;
C1CCC2CNCC2C1,1721,37:03700:0:PV-003531909891;37:03700:0:PV-003531909892;37:03700:0:PV-003531909893;
C1CC2COCCN2C1,172,37:03700:0:PV-003531909942;37:03701:4:PV-003533179178;37:03703:7:PV-005605497637;
Clc1ccc2cncn2c1,274,37:03700:0:PV-000507983103;37:03700:0:PV-000503771655;37:03700:0:PV-005596222160;
Cc1nnc2n1CCC2C,64,37:03700:0:PV-002897890199;37:03706:7:PV-003537623007;37:03707:0:PV-002900174613;
Oc1ccnc2ccccc12,304,37:03700:0:PV-002897890237;37:03700:2:PV-003532114405;37:03700:7:PV-002898133893;
Clc1cscn1,9380,37:03700:0:PV-002424617025;37:03700:0:PV-002897906051;37:03700:1:PV-003532005938;
O=C1CCNC2CCC12,524,37:03700:0:PV-003531910418;37:03700:0:PV-003531912764;37:03700:6:PV-003532474257;
Cc1cccc2[nH]ccc12,479,37:03700:0:PV-003531910436;37:03700:0:PV-003531910437;37:03700:0:PV-002897904061;
Cc1ccco1,22623,37:03700:0:PV-003531910449;37:03700:0:PV-003531911519;37:03700:0:PV-003531911520;
Cc1ccc2c(c1)OCO2,232,37:03700:0:PV-002372871040;37:03700:2:PV-002897959660;37:03700:4:PV-002476388741;
O=C1CCCCCN1,1878,37:03700:0:PV-004041188802;37:03700:0:PV-003531929130;37:03700:0:PV-002372873362;
Cn1ccnn1,13593,37:03700:0:PV-003531910569;37:03700:0:PV-002897891436;37:03700:0:PV-001990007682;
Cc1cc(C)on1,4105,37:03700:0:PV-002579861292;37:03700:0:PV-005596157204;37:03700:0:PV-005596229353;
Cc1ccc(C)nc1,2611,37:03700:0:PV-002897890433;37:03700:0:PV-002897899106;37:03700:0:PV-003531942556;
Cc1n[nH]c(=O)c2cccnc12,25,37:03700:0:PV-002897890445;37:03701:4:PV-002898367087;37:03711:9:PV-002901790377;
Clc1ccc(Cl)cc1,4271,37:03700:0:PV-002897890445;37:03700:1:PV-003532008420;37:03700:1:PV-005596482450;
Cc1cnc(C)s1,1809,37:03700:0:PV-002897890450;37:03700:0:PV-003531978110;37:03700:1:PV-002897925230;
CC1(C)C2CCCC1C2,758,37:03700:0:PV-002897890450;37:03700:0:PV-002897916168;37:03700:0:PV-002897917873;
Cc1n[nH]cc1Cl,1762,37:03700:0:PV-002897890489;37:03700:1:PV-003532001839;37:03700:1:PV-003532053233;
Nc1ccnc(O)c1,568,37:03700:0:PV-002897890495;37:03700:0:PV-002897904636;37:03700:1:PV-002897944422;
Fc1cccc2c1CCNC2,259,37:03700:0:PV-002897890495;37:03700:2:PV-002897967810;37:03700:7:PV-002898148258;
Cn1cccc1,11821,37:03700:0:PV-002897890522;37:03700:0:PV-002897892309;37:03700:0:PV-005596227374;
ClC1=CCC1,6228,37:03700:0:PV-002897890522;37:03700:0:PV-005596231261;37:03700:0:PV-003531961751;
CC1(C)CC2(CC2)C1,995,37:03700:0:PV-003531910806;37:03700:0:PV-003531942655;37:03700:1:PV-003532037137;
Cc1ccc(Cl)cc1F,408,37:03700:0:PV-004041188914;37:03700:1:PV-003532008433;37:03700:2:PV-003532088390;
C1CC2CC1CN2,9442,37:03700:0:PV-003531910868;37:03700:0:PV-003531913822;37:03700:0:PV-005596095420;
Fc1cccs1,5339,37:03700:0:PV-003531910868;37:03700:0:PV-003531924791;37:03700:0:PV-002897904650;
Cn1ccc2sccc21,377,37:03700:0:PV-003531910900;37:03700:1:PV-003532006928;37:03700:8:PV-003532584237;
Clc1cn[nH]c1,11393,37:03700:0:PV-002897890623;37:03700:0:PV-005596183850;37:03700:0:PV-005596183851;
FC1CCC1,30055,37:03700:0:PV-003531911046;37:03700:0:PV-003531911048;37:03700:0:PV-003531915074;
OC1COC1,5564,37:03700:0:PV-003531911046;37:03700:0:PV-003531911048;37:03700:0:PV-002897900673;
FC1(F)CCCC1,4901,37:03700:0:PV-002114117525;37:03700:0:PV-002897891404;37:03700:0:PV-005596204556;
NC1CC2CCC1C2,2033,37:03700:0:PV-003531911158;37:03700:0:PV-005596321107;37:03700:2:PV-003532106290;
c1cn2ncnc2cn1,550,37:03700:0:PV-002897890711;37:03700:2:PV-002897958648;37:03700:2:PV-002897959903;
Cc1cnon1,2299,37:03700:0:PV-003531911272;37:03700:0:PV-003531911273;37:03700:1:PV-005596528412;
FC1CCCOC1,904,37:03700:0:PV-003531911283;37:03700:1:PV-003532016794;37:03700:4:PV-003532282119;
c1cn2c(n1)CCCN2,211,37:03700:0:PV-002897890754;37:03700:3:PV-005597007075;37:03701:1:PV-003532845795;
FC1(F)CCC1,9066,37:03700:0:PV-003531911371;37:03700:0:PV-005596115552;37:03700:0:PV-003531922175;
C1COCCOC1,1723,37:03700:0:PV-003531911391;37:03700:0:PV-002476364051;37:03700:2:PV-002897972705;
C1CC2CCOC2C1,1159,37:03700:0:PV-003531911413;37:03700:2:PV-003532107484;37:03700:3:PV-002897999798;
Clc1cccc2sccc12,121,37:03700:0:PV-003531911461;37:03701:1:PV-003532887998;37:03701:4:PV-003533103241;
C1CC2CCC2C1,6456,37:03700:0:PV-003531911496;37:03700:0:PV-005596111188;37:03700:0:PV-003531933915;
CC12CCC(C)(C1)C2,60,37:03700:0:PV-002897890815;37:03702:7:PV-005603047880;37:03704:7:PV-002899440397;
Cc1ncco1,13301,37:03700:0:PV-002897890850;37:03700:0:PV-005596153741;37:03700:0:PV-001997296261;
C1NC2COCC12,2462,37:03700:0:PV-003531911585;37:03700:0:PV-003531919105;37:03700:0:PV-003531919106;
O=S1(=O)CCC1,11265,37:03700:0:PV-003531911611;37:03700:0:PV-002897896076;37:03700:0:PV-003531938173;
c1cc2c(s1)CCC2,792,37:03700:0:PV-003531911771;37:03700:0:PV-002321117869;37:03700:2:PV-003532082598;
C1CC2CNCC1C2,2817,37:03700:0:PV-003531911805;37:03700:0:PV-002424618733;37:03700:0:PV-003531964247;
Cc1ncnc(N)n1,233,37:03700:0:PV-002897890970;37:03700:2:PV-002897961625;37:03700:2:PV-002897961626;
Clc1cc2nc[nH]c2cc1Cl,88,37:03700:0:PV-002897890970;37:03703:9:PV-002899185145;37:03704:0:PV-002899203488;
CC1CNC(C)(C)C1,635,37:03700:0:PV-003531911820;37:03700:1:PV-005596417026;37:03700:5:PV-003532378285;
CC1(C)CC1N,1564,37:03700:0:PV-003531911865;37:03700:2:PV-003532115930;37:03700:5:PV-003532364349;
Clc1ccc2cccnc2c1,841,37:03700:0:PV-001915839207;37:03700:1:PV-003532026605;37:03700:2:PV-003532084209;
Cc1csc(N)c1,212,37:03700:0:PV-003531911960;37:03701:2:PV-003533003858;37:03701:7:PV-003533371433;
C1NC2CC1C2,21840,37:03700:0:PV-003531911990;37:03700:0:PV-005596131098;37:03700:0:PV-003531923506;
CC1CNC(C)(C)C(=O)N1,117,37:03700:0:PV-002897891045;37:03701:0:PV-003532782349;37:03701:5:PV-005600137599;
Fc1cccc2c1CNC2,386,37:03700:0:PV-003531912222;37:03700:1:PV-003532033263;37:03700:7:PV-002898137904;
Cc1nccs1,13402,37:03700:0:PV-002114117603;37:03700:0:PV-003531951999;37:03700:0:PV-002579863819;
O=c1[nH]c2cc(F)ccc2o1,222,37:03700:0:PV-002114117603;37:03700:0:PV-002897901249;37:03701:1:PV-002114177631;
NC1CC2CCC1CC2,473,37:03700:0:PV-003531912285;37:03700:0:PV-005596115526;37:03700:0:PV-005596279907;
Oc1cnccn1,2849,37:03700:0:PV-003531912285;37:03700:0:PV-003531940480;37:03700:0:PV-003531978597;
Cc1ccsn1,11668,37:03700:0:PV-002528111069;37:03700:0:PV-003531924792;37:03700:0:PV-003531931134;
CC1CCC(=O)CC1,265,37:03700:0:PV-002579861408;37:03700:0:PV-002897891245;37:03700:0:PV-002424617911;
OC1C2CC3CC(C2)CC1C3,34,37:03700:0:PV-002897891277;37:03702:9:PV-003534393317;37:03702:9:PV-005603596980;
Cc1cscn1,15509,37:03700:0:PV-003531912613;37:03700:0:PV-001677809887;37:03700:0:PV-003531922556;
c1ccc2c(c1)CCCS2,437,37:03700:0:PV-003531912613;37:03700:0:PV-002897906314;37:03700:3:PV-002898004041;
Cc1ccc(O)cc1F,140,37:03700:0:PV-003531912665;37:03700:0:PV-003531944096;37:03703:0:PV-003534475493;
c1cc2n(n1)CCCC2,1437,37:03700:0:PV-003531912691;37:03700:0:PV-005596206564;37:03700:1:PV-003532012034;
c1[nH]nc2c1CNC2,561,37:03700:0:PV-003531912755;37:03700:0:PV-003531981797;37:03700:2:PV-002897977605;
C1CC2(CCNC2)CN1,553,37:03700:0:PV-003531912764;37:03700:0:PV-002897909488;37:03700:6:PV-002898087640;
Clc1ccc2[nH]cnc2c1,431,37:03700:0:PV-002897891393;37:03700:1:PV-003532007516;37:03700:2:PV-002897981908;
C1CCC2(CCC2)CNC1,298,37:03700:0:PV-002424617211;37:03700:3:PV-002269379653;37:03700:8:PV-005598156611;
Cc1ccc2sccc2c1,388,37:03700:0:PV-003531912898;37:03701:2:PV-003532922230;37:03701:2:PV-002321175631;
C1CCC2(C1)CNC2,1366,37:03700:0:PV-003531912898;37:03700:0:PV-003531933451;37:03700:0:PV-003531979067;
OC1CC2CCC1C2,1894,37:03700:0:PV-003531913000;37:03700:0:PV-005596167618;37:03700:0:PV-005596175698;
Fc1cncc(F)c1,2196,37:03700:0:PV-003531913069;37:03700:0:PV-002114117974;37:03700:1:PV-002897933535;
Cn1cc(O)cn1,77,37:03700:0:PV-002321115207;37:03701:1:PV-002269424091;37:03702:0:PV-002476464706;
c1ccc2c(c1)OCO2,4151,37:03700:0:PV-003531913206;37:03700:0:PV-002897905141;37:03700:0:PV-003531950560;
Cc1ccnc(C)c1,3223,37:03700:0:PV-002897891568;37:03700:0:PV-003531920871;37:03700:1:PV-002897927852;
c1ccn2ccnc2c1,8061,37:03700:0:PV-002897891568;37:03700:0:PV-005596197750;37:03700:0:PV-002476366712;
CC1CC(C)NC(C)C1,368,37:03700:0:PV-002217613192;37:03700:0:PV-002897891581;37:03700:0:PV-002372871330;
Cc1cn[nH]c1,8646,37:03700:0:PV-003531913399;37:03700:0:PV-005596166601;37:03700:0:PV-003531919489;
Cc1cccc(Cl)c1,8658,37:03700:0:PV-003531913418;37:03700:0:PV-003531913702;37:03700:0:PV-003531915481;
Cc1ncsc1C,2014,37:03700:0:PV-002897891630;37:03700:0:PV-002114120156;37:03700:0:PV-002897911554;
O=C1CCC=NN1,227,37:03700:0:PV-003531913518;37:03700:3:PV-002897987636;37:03700:9:PV-002898190973;
Cc1ccncn1,14155,37:03700:0:PV-003531913530;37:03700:0:PV-003531913531;37:03700:0:PV-003531915246;
C1=NCC2CSCCN12,405,37:03700:0:PV-002897891670;37:03700:1:PV-002897943138;37:03700:2:PV-002897962685;
NC12CCCC1(F)CNC2,142,37:03700:0:PV-003531913630;37:03700:7:PV-003532507692;37:03701:3:PV-003533063501;
C1CCC2NCC2C1,1862,37:03700:0:PV-003531913716;37:03700:0:PV-003531926893;37:03700:0:PV-003531926894;
c1cnc2[nH]ncc2c1,3122,37:03700:0:PV-002897891769;37:03700:0:PV-003531943974;37:03700:0:PV-002897907237;
c1cc2c(cn1)OCCO2,419,37:03700:0:PV-003531913806;37:03700:1:PV-003532049756;37:03700:8:PV-002321159666;
Cc1cc(=O)[nH]cn1,1181,37:03700:0:PV-003531913944;37:03700:0:PV-003531913945;37:03700:0:PV-003531913946;
Cc1ncncc1F,1427,37:03700:0:PV-003531913980;37:03700:0:PV-003531913981;37:03700:0:PV-003531913982;
Cn1ncc2cccnc21,872,37:03700:0:PV-002897891817;37:03700:4:PV-002898050074;37:03700:7:PV-002898142292;
C1CC2(C1)CCOC2,1490,37:03700:0:PV-002114117703;37:03700:1:PV-003531987734;37:03700:1:PV-003532026833;
CC1CCCNc2ccccc21,67,37:03700:0:PV-002476364088;37:03700:0:PV-002897891873;37:03700:4:PV-003532296581;
Nc1nccs1,6197,37:03700:0:PV-003531914151;37:03700:0:PV-003531914154;37:03700:0:PV-002897904389;
c1cc2occc2cn1,1803,37:03700:0:PV-002897891892;37:03700:1:PV-002321122876;37:03700:1:PV-002897947709;
Cc1ncccn1,5486,37:03700:0:PV-002897891892;37:03700:0:PV-002897907113;37:03700:0:PV-003531965815;
Cc1cc[nH]c1,8445,37:03700:0:PV-001474851806;37:03700:0:PV-005596146475;37:03700:0:PV-003531947238;
Fc1cn[nH]c1,3884,37:03700:0:PV-001474851806;37:03700:0:PV-005596180302;37:03700:1:PV-003532000464;
Cc1csc(C)c1,3975,37:03700:0:PV-002897891929;37:03700:0:PV-005596208451;37:03700:0:PV-003531944908;
C1COC2(C1)CCC2,1656,37:03700:0:PV-002897891929;37:03700:1:PV-003532019831;37:03700:4:PV-003532241358;
O=C1CNCCN1,4081,37:03700:0:PV-003531914400;37:03700:0:PV-005596132671;37:03700:0:PV-003531924628;
Cc1c[nH]cn1,4189,37:03700:0:PV-002321115290;37:03700:0:PV-005596215546;37:03700:0:PV-005596247012;
CC1=CS(=O)(=O)CCO1,343,37:03700:0:PV-002165865444;37:03700:1:PV-003532005755;37:03700:8:PV-002898155799;
FC1(F)CNCC(F)(F)O1,513,37:03700:0:PV-002579861527;37:03700:0:PV-005596376157;37:03700:3:PV-005597030490;
Cc1ccsc1,21208,37:03700:0:PV-003531914454;37:03700:0:PV-002897892084;37:03700:0:PV-005596109875;
C1CNC2(C1)CC2,3029,37:03700:0:PV-003531914454;37:03700:0:PV-003531925372;37:03700:1:PV-002372875659;
Cc1nc2ccccc2[nH]1,925,37:03700:0:PV-003531914508;37:03700:6:PV-003532443900;37:03700:7:PV-002898125527;
O=C1COc2ccccc2N1,1262,37:03700:0:PV-002897892065;37:03700:0:PV-003531934727;37:03700:2:PV-002897956357;
Cn1c(=O)[nH]c2ccccc21,672,37:03700:0:PV-002897892117;37:03700:0:PV-002897902892;37:03700:0:PV-005596325557;
CN1CCCS1(=O)=O,747,37:03700:0:PV-003531914947;37:03700:1:PV-002897952129;37:03700:9:PV-001976549466;
Oc1cccc2occc12,278,37:03700:0:PV-002269364363;37:03700:6:PV-002165896267;37:03700:7:PV-002321154558;
Cn1cc2nc[nH]c(=O)c2n1,47,37:03700:0:PV-002897892186;37:03701:2:PV-002898290083;37:03706:1:PV-002899903779;
Cc1cnsc1,3937,37:03700:0:PV-002897892272;37:03700:0:PV-003531916289;37:03700:0:PV-002897895409;
Cn1cn[nH]c1=O,1710,37:03700:0:PV-003531915246;37:03700:1:PV-002897938878;37:03700:1:PV-002424626480;
CN1CCc2ccccc21,540,37:03700:0:PV-002897892276;37:03700:3:PV-004041276773;37:03700:9:PV-002579908878;
C1CC12CC2,3070,37:03700:0:PV-003531915283;37:03700:0:PV-003531925791;37:03700:0:PV-003531925792;
Oc1c(F)cccc1F,1292,37:03700:0:PV-002897892294;37:03700:0:PV-002579861752;37:03700:1:PV-002897919504;
c1ccc2c(c1)CCOC2,2242,37:03700:0:PV-002897892294;37:03700:1:PV-002217619082;37:03700:1:PV-002579868418;
CC1CCNCC1C,661,37:03700:0:PV-003531915315;37:03700:1:PV-003532025796;37:03700:3:PV-003532235729;
Cc1cccc2c1NCC2,219,37:03700:0:PV-003531915386;37:03700:5:PV-002269393087;37:03700:7:PV-005598023814;
Cc1ccc2ccncc2c1,169,37:03700:0:PV-003531915439;37:03700:8:PV-002898172179;37:03701:1:PV-003532872217;
CC1(C)CCCCN1,1229,37:03700:0:PV-003531915443;37:03700:0:PV-003531959497;37:03700:0:PV-002321118564;
CC1CNCC(O)C1,3390,37:03700:0:PV-003531915444;37:03700:0:PV-003531918212;37:03700:0:PV-003531918213;
C1OCC2CC12,5318,37:03700:0:PV-000534899706;37:03700:0:PV-005596167401;37:03700:0:PV-001473837027;
OC1CC2NCCC12,1121,37:03700:0:PV-003531915481;37:03700:1:PV-003532000346;37:03700:7:PV-003532507482;
O=c1cc[nH]cc1,893,37:03700:0:PV-002424617391;37:03700:1:PV-003532021840;37:03700:3:PV-002217631633;
CC1CCC(=O)NC1,354,37:03700:0:PV-003531915939;37:03700:7:PV-003532516094;37:03700:9:PV-003532665136;
CN1CCCC12CCCC2,193,37:03700:0:PV-002897892591;37:03700:3:PV-002898005263;37:03700:5:PV-002898053844;
O=C1NCCn2nncc21,204,37:03700:0:PV-003531916008;37:03701:4:PV-002898360675;37:03701:4:PV-002898369249;
Cc1ccc(C)s1,3428,37:03700:0:PV-003531916010;37:03700:0:PV-002897905592;37:03700:0:PV-003531974502;
c1nnc[nH]1,24319,37:03700:0:PV-002897892637;37:03700:0:PV-002579862052;37:03700:0:PV-002897895831;
CC1NCCCC1O,2185,37:03700:0:PV-003531916165;37:03700:0:PV-005596161471;37:03700:0:PV-003531919688;
Cc1ccc(C)cc1,4809,37:03700:0:PV-002897892717;37:03700:0:PV-005596114778;37:03700:0:PV-003531928052;
Cc1ccc(C)o1,2388,37:03700:0:PV-001696537819;37:03700:0:PV-001606165300;37:03700:1:PV-003531989404;
Cc1cc2[nH]ccc2s1,371,37:03700:0:PV-002476364223;37:03700:2:PV-002897975757;37:03700:3:PV-003532197359;
c1ccn2nccc2c1,7133,37:03700:0:PV-002476364223;37:03700:0:PV-002114120901;37:03700:0:PV-003531978877;
Fc1ccccc1F,11641,37:03700:0:PV-002897892765;37:03700:0:PV-005596138409;37:03700:0:PV-004041195371;
Cc1cccc(C)c1,14986,37:03700:0:PV-005596092407;37:03700:0:PV-005596136808;37:03700:0:PV-002897894032;
C1CC2(CC2)CN1,6048,37:03700:0:PV-005596093265;37:03700:0:PV-005596178545;37:03700:0:PV-003531926250;
NC12CCCC(C1)C2,150,37:03700:0:PV-005596094971;37:03700:0:PV-005596094972;37:03702:0:PV-005601146116;
O=C1CS(=O)(=O)CCN1,850,37:03700:0:PV-005596095361;37:03700:0:PV-005596095362;37:03700:2:PV-002897976483;
c1cnc2nccn2c1,3176,37:03700:0:PV-005596097071;37:03700:0:PV-005596210439;37:03700:0:PV-002579862863;
