fragment_smiles,occurences,example_ligands
c1cc2c(s1)COCC2,44,37:03701:0:PV-005598761558;37:03702:2:PV-002898622526;37:03708:0:PV-003538688689;
O=C1COc2cccc(F)c21,58,37:03701:0:PV-005598763335;37:03704:0:PV-005606164026;37:03714:1:PV-005631544423;
O=C1CCCc2ccccc21,347,37:03701:0:PV-005598764879;37:03701:2:PV-005599361180;37:03701:4:PV-002424691537;
O=C1NCNc2cccnc21,15,37:03701:0:PV-005598805801;37:03704:0:PV-005606165143;37:03706:4:PV-005612356231;
CC1(F)CNC1,218,37:03701:0:PV-005598808874;37:03701:5:PV-005599897574;37:03701:6:PV-005600177920;
CC1CC(C)(C)N1,141,37:03701:0:PV-005598829479;37:03702:1:PV-005601583507;37:03702:6:PV-005602778668;
C1COC2CCNCC2C1,51,37:03701:0:PV-005598830216;37:03702:4:PV-002476486719;37:03706:1:PV-002528419766;
C1CCC2(CC1)CCOC2,253,37:03701:0:PV-005598835659;37:03702:2:PV-002898625852;37:03702:3:PV-002898650879;
CC1C2Cc3ccccc3C12,11,37:03701:0:PV-005598845407;37:03703:4:PV-003534817675;37:03727:8:PV-005665806004;
CC1CCC2(CNC2)CO1,66,37:03701:0:PV-005598899899;37:03701:5:PV-005600078221;37:03704:0:PV-005606193699;
O=C1CSCN1,487,37:03701:0:PV-002898240924;37:03701:3:PV-002898334819;37:03701:6:PV-005600319332;
Cc1cccc2c1NCCCC2,105,37:03701:0:PV-002476417950;37:03701:5:PV-002114196437;37:03702:1:PV-002898595981;
CN1CC2(CNC2)C1,72,37:03701:0:PV-003532817304;37:03701:7:PV-002898448132;37:03702:3:PV-002898640860;
Cc1ccc2[nH]cnc(=O)c2c1,33,37:03701:0:PV-002898241478;37:03701:8:PV-002898503242;37:03703:0:PV-003534501227;
c1nc2c(s1)CCNC2,81,37:03701:0:PV-003532818330;37:03702:4:PV-003534009407;37:03705:0:PV-001251507579;
CC1CNCC(C)(C)CO1,200,37:03701:0:PV-002165919689;37:03701:6:PV-002114202572;37:03702:0:PV-002372972892;
C1=CCCOCC1,2,37:03701:0:PV-003532819007;37:03719:7:PV-005645558558;
OC12CCC(CC1)CC2,198,37:03701:0:PV-002898242122;37:03703:3:PV-002898971530;37:03703:5:PV-003534898442;
Clc1ccc2c(c1)NCCO2,126,37:03701:0:PV-002898242347;37:03703:2:PV-005604113669;37:03704:0:PV-002899198181;
C1CSC2(CCOCC2)CN1,55,37:03701:0:PV-002528165607;37:03703:9:PV-002424817517;37:03704:3:PV-002424835282;
c1ccc2c(c1)[nH]c1ncccc12,8,37:03701:0:PV-002898244654;37:03709:5:PV-002901009982;37:03718:2:PV-002903870323;
Cn1cc2cccc(F)c2n1,55,37:03701:0:PV-002898245579;37:03701:1:PV-002898262791;37:03701:5:PV-003533235281;
Cn1cnc2c(Cl)cccc21,32,37:03701:0:PV-002321169955;37:03706:3:PV-002899976084;37:03706:4:PV-002899985632;
Cn1c(=O)[nH]c2nccnc21,20,37:03701:0:PV-003532834280;37:03711:3:PV-002901588304;37:03715:1:PV-002902858280;
Cc1ccc(C)n1C,520,37:03701:0:PV-003532834727;37:03701:2:PV-005599297650;37:03701:3:PV-003533072906;
CC12CC3CC(CC(C3)C1)C2,58,37:03701:1:PV-002898248092;37:03701:2:PV-003532924119;37:03701:7:PV-002898472037;
O=S1(=O)CC2CCNCC2C1,87,37:03701:1:PV-002898248199;37:03702:3:PV-005601909431;37:03702:5:PV-002898724026;
Cc1cc2nccn2cc1C,93,37:03701:1:PV-003532836003;37:03701:2:PV-003533002445;37:03701:9:PV-003533532600;
O=C1C2CCCC1COC2,62,37:03701:1:PV-002898248634;37:03702:6:PV-002424749555;37:03705:3:PV-002899646794;
O=S1(=O)CC2CCN1CC2,75,37:03701:1:PV-003532837598;37:03703:7:PV-003535048953;37:03703:7:PV-003535063113;
Cc1c(Cl)ccc2ccoc12,41,37:03701:1:PV-001898097807;37:03702:3:PV-001895025560;37:03702:5:PV-002165993112;
Cc1ccc2c(c1C)OCCC2,67,37:03701:1:PV-003532838252;37:03702:2:PV-003533809642;37:03703:1:PV-002373028827;
C1CC2(CCN1)COC2,76,37:03701:1:PV-002528166571;37:03703:0:PV-002476514974;37:03703:4:PV-002899023260;
Cc1ccc2c(c1C)OCCCC2,14,37:03701:1:PV-003532840143;37:03701:1:PV-003532840144;37:03709:5:PV-003539977534;
N=S1(=O)CCC2(C1)OCCO2,29,37:03701:1:PV-002898250617;37:03702:2:PV-003533789738;37:03704:4:PV-002899337085;
CC1NCC1O,118,37:03701:1:PV-002898250630;37:03701:3:PV-002898343354;37:03702:1:PV-002898593362;
O=C1NCC2(CCNCC2)C1O,102,37:03701:1:PV-003532842776;37:03702:4:PV-003533981248;37:03703:2:PV-002898945393;
C1CNC2(C1)COC2,63,37:03701:1:PV-002898251250;37:03701:1:PV-003532855689;37:03701:7:PV-003533368003;
O=c1occc2ccccc12,129,37:03701:1:PV-002269420187;37:03702:2:PV-002269479749;37:03702:4:PV-002165987515;
O=c1[nH]ccc2ccc(F)cc12,53,37:03701:1:PV-002898253090;37:03703:1:PV-002898903677;37:03704:2:PV-002899286813;
Oc1ncnc2cnccc12,69,37:03701:1:PV-002898253123;37:03701:5:PV-002898387307;37:03704:0:PV-002899222066;
C1CNCC2(C1)COC2,134,37:03701:1:PV-003532848212;37:03701:2:PV-002269425349;37:03701:5:PV-002114194946;
Fc1cccc2cncnc12,145,37:03701:1:PV-002898253309;37:03701:3:PV-002321180738;37:03702:8:PV-003534294683;
Fc1cc(Cl)c2ncccc2c1,116,37:03701:1:PV-002898253370;37:03701:6:PV-002898432335;37:03702:9:PV-003534374052;
C1CCC2(CC1)NCCS2,62,37:03701:1:PV-002321171139;37:03701:2:PV-005599239399;37:03705:5:PV-002321392785;
Cc1cn2nncc2c(=O)[nH]1,101,37:03701:1:PV-003532850758;37:03701:2:PV-002372935405;37:03702:5:PV-002217742613;
CC1(C)OC2CNCC2O1,107,37:03701:1:PV-003532852068;37:03701:7:PV-003533409418;37:03702:3:PV-005601947388;
C1CC2CC(CO2)N1,81,37:03701:1:PV-002898254842;37:03701:2:PV-005599179753;37:03702:9:PV-002898835071;
O=c1[nH]ncc2c1CCNC2,188,37:03701:1:PV-003532853957;37:03701:6:PV-003533315159;37:03702:0:PV-003533626273;
CC1(C)CCc2nc[nH]c2C1,19,37:03701:1:PV-003532854489;37:03704:7:PV-002899428768;37:03705:7:PV-005610661270;
O=c1[nH]ncc2ccc(Cl)cc12,25,37:03701:1:PV-003532854770;37:03704:8:PV-002899459812;37:03708:6:PV-002900719668;
CC1CCCc2ccnn21,145,37:03701:1:PV-002898255806;37:03701:2:PV-002898310931;37:03701:3:PV-003533056190;
c1nc2sccc2s1,26,37:03701:1:PV-003532857862;37:03707:1:PV-003537945151;37:03707:4:PV-002900322024;
Cn1nnc2cccnc21,97,37:03701:1:PV-003532858196;37:03702:2:PV-003533824911;37:03703:2:PV-005604213783;
Fc1ccc2c(c1)OCCC2,214,37:03701:1:PV-002372927690;37:03701:3:PV-002372937164;37:03701:4:PV-003533159058;
Fc1c(Cl)ccn2nccc12,150,37:03701:1:PV-003532861169;37:03701:7:PV-003533369895;37:03701:7:PV-003533393284;
Cn1ncc2c(=O)[nH]ncc21,37,37:03701:1:PV-002898258488;37:03701:6:PV-003533341089;37:03707:1:PV-003537975724;
Cc1cc(C)c2ccc(=O)[nH]c2c1,13,37:03701:1:PV-002898258996;37:03703:5:PV-003534924569;37:03705:5:PV-002899695590;
Cc1ccc2c(c1)C(=O)CC2,25,37:03701:1:PV-002898259538;37:03708:9:PV-002900829612;37:03720:9:PV-003549523707;
C1CCC2(C1)CCCNCC2,198,37:03701:1:PV-005598950343;37:03701:3:PV-002898341576;37:03704:6:PV-002528343004;
O=c1[nH]cnc2ccc(Cl)cc12,70,37:03701:1:PV-005598981786;37:03702:5:PV-002898716321;37:03703:1:PV-002217773212;
O=C1NCCC2CCCNC12,25,37:03701:1:PV-005599022745;37:03703:8:PV-002899129717;37:03704:1:PV-002269572004;
Cc1oncc1Cl,31,37:03701:1:PV-005599031574;37:03701:4:PV-002898355529;37:03705:0:PV-003536141740;
C1CC2CNCC(CN1)C2,24,37:03701:1:PV-005599066425;37:03703:0:PV-005603769037;37:03708:6:PV-005617803165;
CC12CC(CN1)C2,107,37:03701:1:PV-002898260855;37:03701:2:PV-002898295291;37:03701:6:PV-005600187726;
CC12CC(C1)C1(COC1)O2,11,37:03701:1:PV-003532868928;37:03701:1:PV-005599078843;37:03718:0:PV-003547107472;
O=S1(=O)CCCC2(CCN2)C1,57,37:03701:1:PV-003532868962;37:03706:4:PV-002899999429;37:03706:7:PV-002900078701;
Fc1c[nH]c2ccccc12,40,37:03701:1:PV-003532869526;37:03706:5:PV-003537395545;37:03707:9:PV-003538604692;
Cc1cc(C)c(F)c(C)c1,129,37:03701:1:PV-002372928261;37:03701:4:PV-002476436838;37:03703:5:PV-003534861497;
Cc1ncc2c(C)c(C)sc2n1,73,37:03701:1:PV-002321172431;37:03701:9:PV-003533517219;37:03702:0:PV-002898565419;
Cc1cc2c(=O)[nH]cnc2s1,41,37:03701:1:PV-002898262257;37:03701:2:PV-005599165658;37:03704:1:PV-002321323951;
O=C1CCCNC1,110,37:03701:1:PV-002898264531;37:03701:5:PV-002898386535;37:03702:5:PV-005602473125;
CN1C(=O)NCC12CCNCC2,85,37:03701:1:PV-003532877883;37:03710:9:PV-003541147243;37:03712:0:PV-002901819585;
Cc1c(F)ccc2[nH]ccc12,95,37:03701:1:PV-002898265338;37:03701:1:PV-002898265339;37:03701:1:PV-002898265340;
O=S1(=O)CCCC12CNC2,172,37:03701:1:PV-002898265371;37:03701:3:PV-003533073082;37:03703:0:PV-003534504321;
C1CC2CCCC(C1)NC2,271,37:03701:1:PV-003532879965;37:03701:2:PV-002898299960;37:03701:5:PV-002898395188;
Cc1cc(C)c2ocnc2c1,135,37:03701:1:PV-003532880096;37:03701:1:PV-003532880097;37:03701:4:PV-003533149753;
CC1CCCN(C)C1,96,37:03701:1:PV-002898265886;37:03701:7:PV-002528197367;37:03703:9:PV-003535270313;
Cc1c[nH]c2c1CCCC2,115,37:03701:1:PV-002898266407;37:03701:2:PV-003532986112;37:03701:3:PV-003533023182;
Nc1ncccc1F,215,37:03701:1:PV-002898266528;37:03701:6:PV-002898414373;37:03701:7:PV-002898449049;
O=C1CCSCC1,72,37:03701:1:PV-002898266658;37:03701:2:PV-005599323167;37:03702:1:PV-005601627297;
C1CSCCO1,196,37:03701:1:PV-003532883231;37:03701:1:PV-003532883232;37:03701:6:PV-003533268572;
O=C1NCNc2cc(Cl)cc(F)c21,21,37:03701:1:PV-003532883386;37:03705:4:PV-003536526948;37:03706:0:PV-003536989300;
OC1CNCC2(CCCC2)C1,87,37:03701:1:PV-002898266846;37:03702:4:PV-002165986248;37:03703:2:PV-002580023732;
Cc1cn2ncnc2nc1C,24,37:03701:1:PV-002898267256;37:03701:4:PV-002476437073;37:03703:2:PV-002373032087;
CN1CCSCC1,1,37:03701:1:PV-002898267552;
c1ccc2c(c1)NCC1CCC2C1,23,37:03701:1:PV-002898267655;37:03701:7:PV-002898470104;37:03703:5:PV-002899037753;
Cc1n[nH]c2c1NCCC2,120,37:03701:1:PV-002217671439;37:03701:5:PV-002579938975;37:03702:5:PV-002476491937;
c1cc2n(n1)CCCNC2,201,37:03701:1:PV-002898267754;37:03701:2:PV-003533002628;37:03701:2:PV-002898312091;
C1CC2(CCSC2)CN1,155,37:03701:1:PV-003532887645;37:03705:3:PV-003536429774;37:03705:4:PV-005609735630;
CC1CNCCC12CCNCC2,39,37:03701:1:PV-003532887774;37:03701:3:PV-003533043269;37:03703:2:PV-003534633485;
OC1CC2CCCC(C1)C2,107,37:03701:1:PV-002898269592;37:03702:2:PV-002898621394;37:03702:5:PV-002898711500;
Oc1nccs1,17,37:03701:1:PV-002898269844;37:03703:0:PV-002898872415;37:03705:7:PV-002899771650;
CC1CNCCC1N,102,37:03701:1:PV-002898269944;37:03702:6:PV-002898769482;37:03706:1:PV-003537121139;
Fc1cccc2c1CCCN2,113,37:03701:1:PV-002898271178;37:03702:0:PV-002898556785;37:03704:4:PV-002899352641;
CC1CS(=O)(=O)CCCN1,100,37:03701:1:PV-002424675883;37:03702:5:PV-002424746697;37:03703:1:PV-002424774708;
Clc1cccc2ncoc12,51,37:03701:1:PV-003532896285;37:03703:3:PV-002166032555;37:03703:6:PV-003535003262;
Fc1cccc2c1OCCO2,86,37:03701:1:PV-002898272777;37:03704:3:PV-002899289979;37:03704:6:PV-002899408218;
Cc1cccc2ccncc12,91,37:03701:1:PV-002898273009;37:03703:1:PV-003534578102;37:03704:4:PV-003535690406;
FC1(F)CCNCC12CCC2,55,37:03701:1:PV-003532899973;37:03702:6:PV-002898748440;37:03703:4:PV-002899025252;
CC1(C)CCCC(=O)N1,157,37:03701:1:PV-002217672318;37:03701:2:PV-003532922491;37:03701:9:PV-002424716442;
Cc1cn2c(n1)C(C)CCC2,136,37:03701:1:PV-003532901561;37:03701:1:PV-003532901562;37:03702:2:PV-003533801455;
Cc1cc(O)nnc1C,134,37:03701:1:PV-002898273759;37:03701:4:PV-003533138524;37:03701:7:PV-002898458803;
C1CCC2(CCCC2)CNC1,226,37:03701:1:PV-002898273996;37:03701:8:PV-005600925534;37:03701:9:PV-002898509500;
Oc1nccc2cccnc12,127,37:03701:1:PV-002898274043;37:03701:9:PV-002898522451;37:03702:8:PV-002898823720;
OC1COC2(CCNCC2)C1,66,37:03701:1:PV-003532905030;37:03701:1:PV-003532905031;37:03701:4:PV-003533141580;
O=S1(=O)CC2CCC(C2)N1,300,37:03701:1:PV-003532905732;37:03701:5:PV-003533250024;37:03701:5:PV-003533250025;
CN1C2CCCC1CNC2,131,37:03701:1:PV-002898275548;37:03701:4:PV-002898366953;37:03701:7:PV-002898466269;
O=c1ccc2c([nH]1)CCCC2O,36,37:03701:1:PV-003532906590;37:03701:3:PV-002372939971;37:03706:8:PV-003537716787;
Cn1c(N)nc2ccccc21,9,37:03701:1:PV-002898275774;37:03703:4:PV-002899021149;37:03705:1:PV-002899558863;
CC1(C)CC(=O)NO1,69,37:03701:1:PV-002898275809;37:03705:9:PV-002899831809;37:03708:3:PV-002900621729;
c1cc2c(cn1)CNCC2,117,37:03701:1:PV-002898276063;37:03702:0:PV-002165966061;37:03702:3:PV-003533923747;
FC1(F)CCC2(CC1)CNC2,48,37:03701:1:PV-002424676648;37:03705:4:PV-005609711385;37:03705:9:PV-005610975526;
N=S1(=O)CC2CC1C2,42,37:03701:1:PV-003532911461;37:03706:7:PV-002900104550;37:03707:2:PV-003538002638;
O=c1occc2ccc(Cl)cc12,36,37:03701:1:PV-003532911571;37:03702:9:PV-002898867235;37:03703:2:PV-003534684326;
Fc1cc(F)c2[nH]ccc2c1,89,37:03701:1:PV-002898278478;37:03702:1:PV-002898578872;37:03705:0:PV-002899533303;
C1=NCC2(CCCCC2)CN1,250,37:03701:1:PV-002898279508;37:03701:5:PV-003533202754;37:03702:0:PV-002898550293;
Cn1ccc2cccnc21,111,37:03701:1:PV-002114177508;37:03701:5:PV-005600105641;37:03702:8:PV-002898830670;
Cc1cc(Cl)c2[nH]cnc2c1,12,37:03701:1:PV-002898280323;37:03701:4:PV-002898368925;37:03703:5:PV-002899038764;
c1cc2cc[nH]c2nn1,70,37:03701:1:PV-002898280728;37:03701:2:PV-002898300310;37:03701:9:PV-002898534949;
Oc1nccc2cncn12,70,37:03701:1:PV-003532920233;37:03702:5:PV-003534073339;37:03710:8:PV-002901418783;
c1cc2c(s1)CCCCC2,234,37:03701:1:PV-002528171435;37:03702:0:PV-002165969413;37:03702:7:PV-002373011841;
Cc1cn2c(=O)ccnc2s1,50,37:03701:1:PV-002898280886;37:03702:9:PV-003534356202;37:03703:7:PV-002899124197;
C1CCC2(CCCOC2)NC1,36,37:03701:1:PV-002528171452;37:03701:8:PV-005600790143;37:03706:3:PV-002217932927;
FC1(F)CNCCOC1,179,37:03701:2:PV-005599175248;37:03701:6:PV-002476448187;37:03702:3:PV-002898651921;
NC12CCC(CC1)NC2,60,37:03701:2:PV-005599193415;37:03703:1:PV-003534575307;37:03704:7:PV-005607991977;
CC1CCC(F)(F)CC1,281,37:03701:2:PV-005599197087;37:03701:3:PV-002898328183;37:03702:1:PV-002165970801;
Oc1ccc2c(c1)CNCC2,84,37:03701:2:PV-002898281533;37:03702:7:PV-005602874699;37:03705:6:PV-002899744370;
CC1CSCCCN1,207,37:03701:2:PV-002114177743;37:03701:5:PV-002165942977;37:03701:7:PV-002898444439;
Oc1noc2ccccc12,87,37:03701:2:PV-002898281908;37:03701:2:PV-003532947769;37:03705:2:PV-002899600222;
O=c1[nH]ccc2c1NCCC2,62,37:03701:2:PV-002165925848;37:03702:4:PV-002579987089;37:03703:1:PV-003534546624;
Cc1ccc2c(c1)NCCC2,153,37:03701:2:PV-003532924217;37:03701:2:PV-002476428947;37:03702:3:PV-002372987057;
O=c1[nH]c2cnccc2o1,44,37:03701:2:PV-002898282382;37:03702:5:PV-005602448470;37:03708:5:PV-002900670143;
CC1(C)CNCc2ccc(F)cc21,63,37:03701:2:PV-002898282409;37:03705:9:PV-002899831596;37:03706:9:PV-002900173650;
O=c1[nH]c2c(s1)CCCC2,52,37:03701:2:PV-003532926693;37:03701:2:PV-002898299517;37:03703:2:PV-002898959092;
Clc1ccc2c(c1)CCNC2,177,37:03701:2:PV-003532927036;37:03701:5:PV-002898407409;37:03701:6:PV-002269444962;
O=C1CCC(F)(F)CN1,13,37:03701:2:PV-002898283906;37:03710:9:PV-002901463689;37:03713:6:PV-003543399809;
Cc1ccc2nccc(=O)n2c1,25,37:03701:2:PV-002898284146;37:03711:0:PV-003541196342;37:03714:4:PV-003544080074;
C1COCC2(C1)CNC2,19,37:03701:2:PV-003532929499;37:03707:2:PV-005614413815;37:03710:5:PV-005622573746;
Clc1cccc2cnccc12,112,37:03701:2:PV-003532929786;37:03701:4:PV-003533111736;37:03701:6:PV-005600442144;
C1CC2(CCO1)CCOC2,83,37:03701:2:PV-002269425089;37:03701:9:PV-005601058751;37:03703:8:PV-003535137768;
Cc1cnc(C)n1C,216,37:03701:2:PV-002898285335;37:03702:8:PV-003534289424;37:03702:8:PV-003534289425;
O=S1(=O)CC2(CCN2)C1,192,37:03701:2:PV-003532937709;37:03704:2:PV-002899282669;37:03704:3:PV-002899310910;
Cc1cc(O)nc2ccccc12,65,37:03701:2:PV-002321176545;37:03701:2:PV-002372932391;37:03701:2:PV-002424678538;
Nc1ncccc1Cl,365,37:03701:2:PV-003532943192;37:03701:3:PV-005599598842;37:03701:8:PV-002898486406;
O=C1CCNC(=O)CN1,37,37:03701:2:PV-002898289728;37:03701:2:PV-002898289729;37:03704:8:PV-002899456804;
O=S1(=O)CCCc2cccc(F)c21,7,37:03701:2:PV-003532945165;37:03733:3:PV-003560026958;37:03755:5:PV-003578762911;
Cn1ccc2c1CNCC2,55,37:03701:2:PV-002898290366;37:03701:5:PV-005599979194;37:03703:9:PV-003535249013;
Cn1ccn(C)c1=O,398,37:03701:2:PV-003532945815;37:03701:3:PV-002269431563;37:03703:2:PV-002898935964;
O=C1CNC2(CNC2)C1,9,37:03701:2:PV-003532947286;37:03712:0:PV-002901823430;37:03713:9:PV-002902438944;
O=C1CCCCCCN1,65,37:03701:2:PV-002898291144;37:03701:5:PV-002898405489;37:03704:3:PV-003535559719;
CC1Cc2ccccc2CN1C,2,37:03701:2:PV-002898291627;37:03774:1:PV-002922155695;
O=C1CCOc2ccc(F)cc21,23,37:03701:2:PV-003532949080;37:03706:6:PV-003537552915;37:03709:6:PV-002114602406;
Fc1cc(Cl)cc2c1CCCC2,24,37:03701:2:PV-003532949284;37:03703:4:PV-003534829368;37:03707:8:PV-002114513242;
Cc1cc(Cl)cc2cc[nH]c12,45,37:03701:2:PV-003532949704;37:03707:3:PV-003538068136;37:03708:7:PV-003539308136;
CC1(C)CNc2cc(Cl)ccc21,132,37:03701:2:PV-002424679189;37:03701:6:PV-003533295097;37:03701:6:PV-002269449593;
Cc1n[nH]c(=O)s1,59,37:03701:2:PV-002579923439;37:03703:5:PV-002476543140;37:03703:9:PV-003535276388;
C1CNCC2(C1)CCO2,150,37:03701:2:PV-002898293077;37:03701:8:PV-005600955454;37:03702:9:PV-002898866664;
CC1CCC(F)CC1,138,37:03701:2:PV-003532956004;37:03701:2:PV-003532956006;37:03701:4:PV-003533093804;
O=c1[nH]nnc2ccc(Cl)cc12,53,37:03701:2:PV-002476426205;37:03703:0:PV-002580014126;37:03703:7:PV-005605638480;
c1ncc2c(n1)CCOC2,176,37:03701:2:PV-002898296098;37:03701:6:PV-002898417242;37:03702:9:PV-002269512553;
Cn1ncc2c(c1=O)CCNC2,31,37:03701:2:PV-003532960608;37:03706:3:PV-002899943533;37:03709:0:PV-003539561163;
CC1(C)OC(C)(C)C1O,117,37:03701:2:PV-003532961043;37:03703:2:PV-003534687792;37:03706:8:PV-002900136097;
c1ccc2c(c1)CCCNCC2,115,37:03701:2:PV-002898296355;37:03701:7:PV-002321204697;37:03702:2:PV-002528224083;
Cc1ccc2scc(C)c2c1,33,37:03701:2:PV-003532962589;37:03701:4:PV-003533115169;37:03706:6:PV-003537478079;
O=S1CC2CC1CN2,107,37:03701:2:PV-003532963284;37:03704:2:PV-005606803270;37:03704:7:PV-003535913497;
C1CC2COCC1N2,229,37:03701:2:PV-002424680048;37:03701:3:PV-005599668359;37:03701:7:PV-002424707460;
c1ncc2c(n1)CCC2,430,37:03701:2:PV-002217676194;37:03701:4:PV-003533093477;37:03701:4:PV-002579934597;
Clc1ccc2nn[nH]c2c1,32,37:03701:2:PV-002898299775;37:03708:7:PV-002900755148;37:03709:0:PV-002900844753;
CC1CC(=O)C1,132,37:03701:2:PV-003532970299;37:03701:3:PV-002898321979;37:03701:5:PV-005599998490;
Cc1cc(Cl)c2ccccc2n1,13,37:03701:2:PV-003532970630;37:03710:6:PV-003540902197;37:03719:5:PV-003548367175;
O=C1NCNc2cc(F)c(F)cc21,9,37:03701:2:PV-004041476126;37:03728:0:PV-002907067294;37:03732:8:PV-002908641407;
O=C1CC2(CCCNC2)CN1,45,37:03701:2:PV-002898300064;37:03705:9:PV-005610859703;37:03706:1:PV-005611555030;
CN1CCNc2ccccc2C1,23,37:03701:2:PV-003532971227;37:03709:8:PV-005620773321;37:03713:5:PV-003543331061;
C1CC2CCNCC(C1)N2,218,37:03701:2:PV-003532973684;37:03701:5:PV-003533221525;37:03702:8:PV-003534291256;
CS1(=O)=NCc2ccccc21,142,37:03701:2:PV-005599250974;37:03702:3:PV-005602083913;37:03702:9:PV-005603517810;
Clc1ccnc2sccc12,159,37:03701:2:PV-005599261683;37:03702:9:PV-002898838111;37:03704:4:PV-002899338413;
O=c1ccnc2scnn12,30,37:03701:2:PV-005599272218;37:03701:7:PV-003533377073;37:03705:8:PV-002476658473;
C1CSC2COCCC2N1,44,37:03701:2:PV-005599284254;37:03706:0:PV-002321420289;37:03707:4:PV-002900325558;
Cc1cnc(C)cn1,408,37:03701:2:PV-005599296937;37:03701:8:PV-003533459750;37:03701:8:PV-002476458526;
Cc1cnn2ccncc12,108,37:03701:2:PV-005599354246;37:03701:8:PV-003533504030;37:03702:1:PV-003533742069;
Cn1cc2c(n1)CCSC2,67,37:03701:2:PV-005599378322;37:03701:2:PV-005599378323;37:03702:3:PV-003533879869;
Clc1ccnn2ccnc12,84,37:03701:2:PV-002898301423;37:03703:5:PV-003534921432;37:03703:6:PV-003534982642;
Fc1ccc(Cl)c2c1CCCN2,32,37:03701:2:PV-002898301462;37:03702:5:PV-002898713035;37:03710:8:PV-003541040314;
Cc1nn(C)c(=O)[nH]c1=O,9,37:03701:2:PV-002898302832;37:03717:1:PV-002903494463;37:03750:4:PV-002914371594;
FC1(F)CCCCNC1,74,37:03701:2:PV-003532978811;37:03701:5:PV-005600123277;37:03701:9:PV-005600989979;
O=C1CCCCn2nccc21,37,37:03701:2:PV-002476427550;37:03703:7:PV-003535083128;37:03703:7:PV-005605638085;
CC1CCOC(C)C1,147,37:03701:2:PV-003532980930;37:03702:0:PV-003533630882;37:03702:3:PV-003533887125;
CN1CCc2ccccc2C1,133,37:03701:2:PV-002898304057;37:03703:2:PV-002898956926;37:03704:0:PV-003535326446;
CC1(C)C2CCC1C(=O)C2,33,37:03701:2:PV-002114181274;37:03701:3:PV-005599412196;37:03701:6:PV-002898429296;
Fc1cc(F)c2c(c1)NCCO2,57,37:03701:2:PV-002898304799;37:03704:1:PV-002373080130;37:03705:4:PV-002424894149;
Cc1cc(C)c2c(c1)NCCC2,88,37:03701:2:PV-002898304967;37:03703:4:PV-003534855259;37:03704:8:PV-002899478038;
Nc1noc2cccnc12,68,37:03701:2:PV-003532985132;37:03701:5:PV-003533196241;37:03704:1:PV-003535398065;
Fc1ccc2ncsc2c1,413,37:03701:2:PV-002424681197;37:03701:2:PV-003532996076;37:03701:5:PV-002165943036;
OC1CCCC12CCC2,78,37:03701:2:PV-002898305651;37:03701:3:PV-002898326118;37:03703:9:PV-002899180716;
O=C1CCC2(CCNC2)N1,114,37:03701:2:PV-003532987844;37:03702:1:PV-003533706796;37:03703:0:PV-003534465991;
O=C1CNC(=O)C2CCCC2N1,9,37:03701:2:PV-003532990078;37:03702:1:PV-003533691200;37:03713:1:PV-003542995791;
CC12CNCC1(C)COC2,103,37:03701:2:PV-002898307359;37:03704:0:PV-002217816534;37:03704:3:PV-005606951493;
O=C1CNc2cc(F)c(F)cc2N1,13,37:03701:2:PV-002898307701;37:03705:4:PV-002528388576;37:03713:1:PV-002528772602;
O=c1[nH]ccc2c1CCNC2,147,37:03701:2:PV-002579925725;37:03704:1:PV-005606456707;37:03704:4:PV-002476589129;
CC1(C)CNCCS1(=O)=O,142,37:03701:2:PV-003532991417;37:03701:8:PV-002898492924;37:03701:9:PV-003533514231;
Cc1cc(F)c2nc(O)ccc2c1,8,37:03701:2:PV-002372935461;37:03706:1:PV-003537127572;37:03708:0:PV-002476768214;
Cc1ccn2c(=O)ccnc2c1,30,37:03701:2:PV-003532992647;37:03701:4:PV-002424691444;37:03703:2:PV-002898962394;
O=C1NNCc2ccccc21,48,37:03701:2:PV-002898308766;37:03703:0:PV-002898876304;37:03704:8:PV-002899463223;
Cc1cc2cccc(C)n2n1,78,37:03701:2:PV-003532999508;37:03702:3:PV-003533872328;37:03702:8:PV-003534326064;
Fc1ccc2c(c1)CCCC2,429,37:03701:2:PV-002528176084;37:03702:5:PV-002898720141;37:03702:5:PV-003534056951;
Cc1cc(C)nc(N)c1,47,37:03701:2:PV-002898311141;37:03701:7:PV-002898466743;37:03702:4:PV-003534003244;
C1COC2(C1)CC2,173,37:03701:2:PV-002898311258;37:03701:3:PV-002898340195;37:03702:4:PV-003533963918;
C1CC2CC1C1CCC21,248,37:03701:2:PV-003533001811;37:03701:8:PV-003533474953;37:03701:8:PV-003533491150;
FC1(F)CC2CNCC21,77,37:03701:2:PV-002898311760;37:03701:3:PV-002898332095;37:03703:4:PV-002899006341;
Cc1ccc2[nH]c(=O)[nH]c(=O)c2c1,23,37:03701:2:PV-002898312106;37:03709:6:PV-003540057739;37:03710:1:PV-002901191144;
O=c1cc2c(n[nH]1)CCNC2,227,37:03701:2:PV-002165930476;37:03701:4:PV-002898365777;37:03701:6:PV-002217695249;
O=C1CNS(=O)(=O)CCN1,56,37:03701:2:PV-002898312981;37:03703:8:PV-002899152414;37:03706:5:PV-002900009152;
CC1CNc2ccccc2N(C)C1,38,37:03701:2:PV-003533007935;37:03706:0:PV-002166170513;37:03708:7:PV-002900735210;
