fragment_smiles,occurences,example_ligands
Clc1cccc2ccsc12,142,55:05500:3:Z2785579684;55:05501:4:Z2459573971;55:05501:9:Z2453611089;
NC1CNCC1N,151,55:05500:3:Z2874413566;55:05500:6:Z4137162617;55:05501:5:Z2872892654;
FC1(F)CCCCNC1,169,55:05500:3:Z3806909445;55:05501:3:Z3807180619;55:05501:4:Z3807591472;
c1cnc2ccoc2c1,704,55:05500:3:Z4484869391;55:05500:5:Z4266384713;55:05500:9:Z4231460722;
Fc1ccc2c(c1)NCC2,369,55:05500:3:Z4224952786;55:05500:8:Z4191067338;55:05500:8:Z4569339502;
O=c1ccnc2[nH]cnn12,44,55:05500:3:Z2817571507;55:05502:5:Z4377373009;55:05502:5:Z1033177240;
c1ccc2c(c1)oc1ccccc12,199,55:05500:3:Z4154869101;55:05500:5:Z2232752010;55:05502:1:Z2283131916;
O=S1(=O)C=CCCC1,242,55:05500:3:Z3352902132;55:05500:8:Z3297843930;55:05500:8:Z3356804815;
Cc1cnc2c(c1)NCCN2,124,55:05500:3:Z3360756819;55:05500:7:Z4505354001;55:05501:4:Z2692077423;
C1CNCCCNC1,264,55:05500:3:Z4422297605;55:05500:5:Z4387262989;55:05500:7:Z4422307436;
CC1Oc2ccccc2C1C,593,55:05500:3:Z3644330109;55:05500:3:Z4522358580;55:05500:4:Z4219981196;
c1ncn2c1CCC2,864,55:05500:3:Z3639216114;55:05500:3:Z3639223985;55:05500:4:Z2814478066;
c1cc2ncncc2cn1,274,55:05500:3:Z3009468930;55:05500:3:Z3389510574;55:05501:4:Z2960245906;
CC1CCc2ccccc2S1,25,55:05500:3:Z1441149140;55:05501:1:Z2591590461;55:05502:9:Z1626601945;
CC1(C)OC(C)(C)C1O,205,55:05500:3:Z4328836066;55:05500:5:Z4328113754;55:05500:8:Z4329041610;
CC12CCC(CC1)N2,250,55:05500:3:Z3437381116;55:05500:5:Z3598558999;55:05500:5:Z3262117693;
c1ccc2c(c1)NCCS2,579,55:05500:3:Z1530439137;55:05500:4:Z3370372215;55:05500:8:Z2330629968;
Cc1cc(Cl)c(C)cc1Cl,54,55:05500:3:Z3040526224;55:05503:7:Z2444036761;55:05503:9:Z355241082;
O=C1CCNc2ccccc21,36,55:05500:3:Z1824152634;55:05501:3:Z2304873420;55:05501:8:Z3011192973;
Cc1ccsc1Cl,275,55:05500:3:Z4961022096;55:05500:4:Z1829135697;55:05501:4:Z1829107467;
Fc1cccc2c1OCCNC2,270,55:05500:3:Z2669358846;55:05500:6:Z4487698655;55:05500:8:Z1929802543;
C1CNCC2CCCN2C1,388,55:05500:3:Z2128910530;55:05500:4:Z2770990606;55:05500:6:Z2971989009;
CN1CCC2(CC1)CNC1COCC12,97,55:05500:3:Z3395754342;55:05501:6:Z3609954186;55:05501:8:Z3741221344;
O=C1NCCC12CCNCC2,344,55:05500:3:Z4008219002;55:05500:6:Z4505364252;55:05501:1:Z2804151505;
C1CC2(C1)CC1CCOC12,297,55:05500:3:Z2772165062;55:05500:9:Z2771934070;55:05500:9:Z1510298165;
CC1CNCC(C)(C)O1,1327,55:05500:3:Z2842052873;55:05500:6:Z3190418847;55:05500:7:Z4027065943;
CN1C(=O)CNc2ccccc21,179,55:05500:3:Z4393719974;55:05500:4:Z4113501954;55:05500:7:Z3049395457;
O=C1CCNC2CCCCCN12,155,55:05500:3:Z4166596800;55:05500:4:Z3093045970;55:05500:4:Z4109039638;
Fc1ccc2c(c1F)CNCC2,242,55:05500:3:Z1446990140;55:05500:8:Z2978426152;55:05501:0:Z2634138341;
OC1CNCC2(CCCC2)CC1O,171,55:05500:3:Z3649509049;55:05501:8:Z3643915147;55:05501:9:Z3700365036;
Fc1ccc2c(c1F)NCCC2,91,55:05500:3:Z1885480672;55:05500:3:Z2453720354;55:05501:6:Z1885487447;
CC1(C)CC2(CCC2)CO1,420,55:05500:3:Z2965445038;55:05500:4:Z4192500782;55:05500:6:Z2965453080;
CN1CCCC12CCCC2,384,55:05500:3:Z3647055218;55:05500:3:Z4042107436;55:05500:8:Z4444590246;
C1CC2CC3(CC3)CC1N2,163,55:05500:3:Z2717395641;55:05500:4:Z2717406111;55:05500:9:Z2705500443;
C1CC2CCCN(C1)C2,502,55:05500:3:Z2711181251;55:05500:4:Z3382068712;55:05500:8:Z3390002689;
Clc1ccn2cncc2c1,199,55:05500:3:Z2506636417;55:05501:0:Z4056168340;55:05501:3:Z4910537182;
NC1CC2CCCC2C1,130,55:05500:3:Z4422379631;55:05501:0:Z4422385666;55:05501:4:Z4422385817;
c1nc2c(s1)CCNC2,262,55:05500:3:Z2853937445;55:05500:4:Z3046175378;55:05500:6:Z4054889818;
C1CNCC2(C1)CCOC2,428,55:05500:3:Z2842406650;55:05500:9:Z4390429028;55:05501:0:Z3694013030;
NC1CCc2nccn2C1,178,55:05500:3:Z4066401538;55:05500:4:Z3791783445;55:05501:2:Z3793010795;
OC1COC2(CCNC2)CC1O,206,55:05500:3:Z4155254204;55:05500:5:Z4155551717;55:05501:6:Z4154383556;
Cc1cc(C)[nH]c(=O)n1,571,55:05500:3:Z2645773538;55:05500:7:Z4292996117;55:05500:9:Z4295377617;
CC1(F)CCNC1,557,55:05500:3:Z4223319535;55:05500:5:Z1555608605;55:05500:6:Z4277510387;
Cc1ccnc2ncnn12,315,55:05500:3:Z2964009565;55:05500:9:Z775240284;55:05501:0:Z823152760;
CN1CC23CCCC2(CNC3)C1,191,55:05500:3:Z3578000772;55:05500:3:Z3613916078;55:05500:5:Z3613917132;
CC1CCC(C)(C)N1,185,55:05500:3:Z4324077303;55:05501:0:Z2641357388;55:05501:0:Z4487333812;
c1cn2c(n1)CCC21CNC1,66,55:05500:3:Z3267820608;55:05502:7:Z3267778069;55:05510:1:Z3267808958;
C1CC2(CN1)COCCO2,466,55:05500:3:Z2970725976;55:05500:4:Z3373551987;55:05500:4:Z2994883964;
Oc1ccnc2c1CNCC2,278,55:05500:3:Z4249636886;55:05500:4:Z4777018934;55:05501:6:Z4249672581;
NC1CC2CCC1CC2,225,55:05500:3:Z3101654724;55:05500:5:Z3019393379;55:05500:5:Z4447381543;
Cc1ccc(Cl)cc1C,468,55:05500:3:Z4339325427;55:05500:4:Z2295496390;55:05500:5:Z4165026029;
Fc1ccc(F)c2c1CCCO2,448,55:05500:3:Z2288284656;55:05500:3:Z2288284765;55:05501:8:Z3678516676;
c1ccc2c(c1)CCCCNC2,131,55:05500:3:Z3881849868;55:05500:4:Z4199556215;55:05500:5:Z3881855749;
O=C1NCC2CC1C2,201,55:05500:3:Z3559135565;55:05500:4:Z3556618695;55:05500:8:Z3567412730;
CC1CNCCC1N,218,55:05500:3:Z3018880911;55:05500:8:Z4203250595;55:05501:1:Z2440354683;
CN1CCNC(C)(C)C1,268,55:05500:3:Z3408712625;55:05500:5:Z4117742721;55:05500:6:Z3542560864;
C1CN2CCN(C1)CC2,245,55:05500:3:Z4164507541;55:05500:8:Z2225903485;55:05501:8:Z2638626565;
Fc1ccc2c(c1Cl)CCC2,22,55:05500:3:Z2480737327;55:05507:8:Z2480910429;55:05514:2:Z4152146035;
C1CC2COCC2CN1,469,55:05500:3:Z2604718707;55:05500:9:Z2647285849;55:05501:1:Z5006424165;
Cc1cc(C)n2ncnc2n1,894,55:05500:3:Z1376392342;55:05500:6:Z1652650116;55:05500:6:Z3092934028;
c1ccc2c(c1)NCCCO2,183,55:05500:3:Z4382884460;55:05500:8:Z4375201355;55:05501:7:Z2813128407;
c1cc2c(cn1)C1(CCNCC1)OC2,94,55:05500:3:Z4245487497;55:05501:3:Z4273353875;55:05502:2:Z4245475285;
c1cc2c(nn1)CCCC2,363,55:05500:3:Z3837539511;55:05500:4:Z4018098970;55:05500:4:Z4019114510;
c1cn2ncnc2cn1,245,55:05500:3:Z1646387530;55:05500:8:Z1574938927;55:05501:1:Z4456255944;
FC1(F)CCC2CC1CN2,315,55:05500:3:Z3894042035;55:05501:0:Z3056443646;55:05501:3:Z3618616270;
CC1OC2CC1C2,700,55:05500:3:Z3637704498;55:05500:5:Z3382662161;55:05500:5:Z3796286966;
C1COC2CC2O1,96,55:05500:3:Z3646693170;55:05500:4:Z3646702379;55:05501:2:Z3646686849;
O=S1(=O)CC2CCC(C2)N1,132,55:05500:3:Z2994075726;55:05500:8:Z3357615832;55:05501:2:Z2994075089;
Cc1cc(C)n2ccnc2n1,331,55:05500:3:Z4887935583;55:05500:5:Z1951229787;55:05500:6:Z2708385572;
CC1(C)CCNC(=O)c2ccoc21,111,55:05500:3:Z4023062967;55:05502:7:Z4013549775;55:05503:7:Z4013544504;
CN1CCNCC12CCOC2,390,55:05500:3:Z3042538898;55:05500:4:Z3043524053;55:05501:0:Z3345179204;
O=S1(=O)CCNC2CCCCN21,159,55:05500:3:Z3611248554;55:05500:6:Z3403045659;55:05500:7:Z3611244629;
Cc1c(F)ccc2scnc12,70,55:05500:3:Z4024714136;55:05501:2:Z3843828712;55:05502:9:Z4026361675;
NC12CC(C1)C2,78,55:05500:3:Z3144287120;55:05500:4:Z3365696132;55:05502:4:Z3138475846;
Cc1ccc2c(c1)CCCO2,436,55:05500:3:Z1960993647;55:05500:4:Z1983803883;55:05500:4:Z1952636173;
OC1C2CC(ON2)C1O,99,55:05500:3:Z4270295704;55:05501:7:Z4270262948;55:05503:8:Z4270257438;
CC1CCC2(CC2)NC1,145,55:05500:3:Z4094125279;55:05500:6:Z4094135757;55:05502:1:Z4305557988;
Cc1c(F)ccn2ccnc12,341,55:05500:3:Z4468552690;55:05500:7:Z4468546967;55:05501:4:Z4472895720;
C1NCC2CC1N2,142,55:05500:3:Z3794976241;55:05500:5:Z4343195368;55:05500:5:Z4343195370;
O=c1nccc(Cl)[nH]1,119,55:05500:3:Z2700168351;55:05500:8:Z3833383323;55:05500:8:Z3831022082;
C1=CC2(CCNCC2)Oc2ccccc21,55,55:05500:3:Z2700168351;55:05500:7:Z2837621210;55:05509:1:Z2615921497;
O=c1[nH]cnc2sc3c(c12)CCNC3,16,55:05500:3:Z3999724357;55:05508:5:Z3497276846;55:05512:8:Z3497275852;
C1=NCCCN1,124,55:05500:3:Z4245885223;55:05500:4:Z4245940495;55:05500:6:Z4245926024;
Cn1ccc2[nH]ccc21,159,55:05500:3:Z3353328777;55:05502:3:Z3643434849;55:05504:3:Z3354030417;
C1NCC2COCC1O2,427,55:05500:3:Z3199546164;55:05500:6:Z3142869102;55:05500:6:Z3142848241;
Nc1ncc2c(n1)CNC2,127,55:05500:3:Z4230056183;55:05500:4:Z4230057513;55:05501:3:Z4230050937;
O=S1(=O)CCCNCC1,950,55:05500:3:Z4214935022;55:05500:4:Z2628799843;55:05500:5:Z3381569754;
Cc1cnn2c1CCCC2,347,55:05500:3:Z4666706267;55:05500:5:Z4596315713;55:05500:6:Z4353074384;
Cc1cc(C)n2nnnc2n1,98,55:05500:3:Z1462706495;55:05501:5:Z2851642316;55:05502:4:Z1460788163;
Cc1cccc2c1NCC2,324,55:05500:3:Z1879498734;55:05500:7:Z3843494394;55:05501:5:Z1342124352;
C1CNCCC2(C1)CC2,269,55:05500:3:Z2915836039;55:05500:4:Z2707793472;55:05500:5:Z2722744646;
CC1CNCc2nncn21,406,55:05500:3:Z5048481352;55:05500:4:Z5061088398;55:05500:6:Z5051412890;
CC1NCCc2c(F)cc(F)cc21,128,55:05500:3:Z1411758890;55:05501:2:Z1411766402;55:05501:2:Z4266880725;
O=S1(=O)CCc2cccnc2C1,123,55:05500:4:Z3872973474;55:05501:0:Z4221010636;55:05502:3:Z3856713475;
CC1NCCn2nccc21,108,55:05500:4:Z5017695149;55:05501:4:Z5014486383;55:05503:6:Z5014617400;
NC1CC2CCCCC12,143,55:05500:4:Z4059800950;55:05500:6:Z3828072376;55:05501:5:Z3829454351;
OC1CC2COCC(C1)N2,449,55:05500:4:Z5024940848;55:05500:6:Z5019006589;55:05500:6:Z5019012468;
Cn1ncc2c(c1=O)CCNC2,337,55:05500:4:Z4115538983;55:05500:4:Z4199561397;55:05502:3:Z4026579455;
O=C1CCC2(CCNCC2)CC1,134,55:05500:4:Z4049666753;55:05501:0:Z4049666275;55:05501:0:Z3832823182;
OC1CNC2(CCOCC2)C1O,149,55:05500:4:Z4231948205;55:05501:2:Z4271520574;55:05502:6:Z4231950211;
C1CC2(C1)CNCC1(CCC1)O2,177,55:05500:4:Z3435513371;55:05501:2:Z4107378962;55:05501:4:Z4277573103;
O=C1CCc2ccc(Cl)cc21,142,55:05500:4:Z4639611539;55:05500:6:Z4642727515;55:05500:7:Z4642729599;
O=c1ccc2c([nH]1)CCCC2O,109,55:05500:4:Z4090471456;55:05500:8:Z2798175715;55:05504:4:Z3058219294;
c1ccc2c(c1)OCC21CCNCC1,138,55:05500:4:Z3561501424;55:05501:6:Z4271614984;55:05502:4:Z3519470393;
Cc1cc(=O)n2ccccc2n1,60,55:05500:4:Z4277279028;55:05500:4:Z2169107653;55:05500:4:Z2169269631;
Oc1cccc2cnccc12,38,55:05500:4:Z5061436094;55:05503:8:Z4226844690;55:05507:7:Z4390718599;
C1CNC2CNCC2C1,645,55:05500:4:Z4504878413;55:05500:6:Z2266402131;55:05500:7:Z4315372031;
O=S1(=O)CCC12CCCCC2,171,55:05500:4:Z4922003668;55:05500:8:Z3627768380;55:05501:4:Z3622255489;
O=c1ccc2ncccc2[nH]1,89,55:05500:4:Z2612844664;55:05500:7:Z3870043033;55:05502:2:Z4026612595;
CC1(C)CCN1,199,55:05500:4:Z2705978696;55:05500:4:Z1328066888;55:05501:0:Z4346031731;
CN1C(=O)NCC12CNC2,337,55:05500:4:Z4024056698;55:05501:4:Z4024054984;55:05501:9:Z4008857126;
O=c1[nH]cnc2c1CNCC2,173,55:05500:4:Z1494802476;55:05500:4:Z1494796896;55:05501:0:Z3082973825;
C1CCc2c(nc3n2CCNC3)C1,187,55:05500:4:Z3175271624;55:05500:8:Z3364566235;55:05501:6:Z3186151302;
Cc1csc2c(=O)[nH]cnc12,29,55:05500:4:Z1899657349;55:05500:4:Z2790292028;55:05506:4:Z2832554854;
Oc1cccc(F)c1F,58,55:05500:4:Z3392643927;55:05502:0:Z3870958356;55:05504:9:Z3807530003;
O=S1(=O)NCCn2nccc21,156,55:05500:4:Z3045404736;55:05502:1:Z3179443128;55:05502:6:Z4242494505;
CC1(C)OCC2(CCNCC2)CO1,222,55:05500:4:Z4909290427;55:05500:9:Z4908314573;55:05501:4:Z4907298799;
Oc1cccc2c1CCCNC2,203,55:05500:4:Z4908032186;55:05500:4:Z4907389467;55:05500:5:Z4907388825;
CC1(C)Cc2ccsc2CN1,82,55:05500:4:Z4123825640;55:05500:5:Z3552951470;55:05500:5:Z3052522585;
N=S1(=O)CCCCC1,579,55:05500:4:Z4003817290;55:05500:5:Z3610610438;55:05500:7:Z3594779182;
O=S1(=O)C2CCCN1CC2,236,55:05500:4:Z3474104991;55:05500:4:Z3541621414;55:05500:5:Z4686492364;
Cc1cn2c(n1)CCC(C)C2,207,55:05500:4:Z4906112927;55:05500:5:Z4906328962;55:05500:8:Z4906099349;
Cc1ccc2[nH]ncc2c1,500,55:05500:4:Z4328253347;55:05500:5:Z4082137999;55:05500:7:Z3339634374;
Clc1cnn2c1CNCC2,330,55:05500:4:Z3322197180;55:05500:4:Z3569303131;55:05500:5:Z3607277677;
CC1CNCC2(CCOCC2)O1,275,55:05500:4:Z1930105263;55:05500:7:Z2274447079;55:05500:7:Z2701725877;
Cc1cc(O)nc(O)n1,57,55:05500:4:Z1747053668;55:05501:1:Z1747048098;55:05502:9:Z1747040555;
Cc1conc1C,274,55:05500:4:Z4097188070;55:05500:6:Z2953829229;55:05500:9:Z2960242476;
CN1C(=O)CCCc2occc21,221,55:05500:4:Z3582035475;55:05500:5:Z3547375433;55:05501:5:Z3550215532;
Clc1csc2cccnc12,166,55:05500:4:Z3555439517;55:05502:1:Z3545826572;55:05502:3:Z3584304514;
O=S1(=O)NCCOc2ccccc21,17,55:05500:4:Z3500337062;55:05502:4:Z3500337265;55:05503:5:Z3500336746;
CC1COc2cscc2OC1,58,55:05500:4:Z4264203185;55:05501:6:Z3512838119;55:05504:9:Z4264566494;
Cn1cnc2c(F)cccc21,259,55:05500:4:Z3999432906;55:05500:4:Z2797583314;55:05500:5:Z4135198237;
OC1CCC2(CCCN2)CC1,329,55:05500:4:Z4832082781;55:05500:6:Z4872246589;55:05500:7:Z4869503869;
NC1CC2CCCC12,966,55:05500:4:Z4422678168;55:05500:4:Z4422678036;55:05500:7:Z3136242382;
FC1(F)CCC12CNC2,250,55:05500:4:Z3550763469;55:05501:7:Z4042907227;55:05502:1:Z2184547123;
C1CCC2NCCNC2C1,147,55:05500:4:Z3522138829;55:05500:8:Z3370921757;55:05501:3:Z3522132038;
Cc1cc(C)n2[nH]c(=O)cc2n1,136,55:05500:4:Z2770661316;55:05501:3:Z4281265960;55:05502:3:Z1315013170;
NC1CCCOC1,573,55:05500:4:Z4060412037;55:05500:4:Z3807257709;55:05500:6:Z2794568659;
CC1(C)CC(=O)c2ccccc2O1,140,55:05500:4:Z2111531501;55:05501:9:Z2789137685;55:05504:1:Z3841894051;
Clc1ccc2c(c1)CCCN2,339,55:05500:4:Z3667660494;55:05500:7:Z364174886;55:05500:9:Z4186860215;
O=c1cccc2n1CCOC2,303,55:05500:4:Z4209044730;55:05500:7:Z4281825567;55:05501:1:Z4299455248;
C1CC2(CN1)OCC1CC12,171,55:05500:4:Z3907920245;55:05500:9:Z4994971755;55:05501:2:Z4093308593;
OC1CCNCC1F,336,55:05500:4:Z2966133586;55:05500:7:Z2957192817;55:05500:8:Z2972188556;
Cc1cc2ccc(F)cc2o1,67,55:05500:4:Z4450191039;55:05501:6:Z4475290896;55:05504:6:Z4475290318;
CC1CC(F)(F)CCN1,367,55:05500:4:Z2719912785;55:05500:5:Z4410214867;55:05500:5:Z2719908217;
Cc1ncnn1C,374,55:05500:4:Z2227589647;55:05501:0:Z4213413229;55:05501:3:Z2294674074;
Clc1cc(Cl)c2c(c1)CCNC2,126,55:05500:4:Z1548637538;55:05500:5:Z1367780494;55:05500:9:Z3374800950;
O=C1NCCN2CCCC12,97,55:05500:4:Z3383993956;55:05502:6:Z3383996434;55:05503:9:Z3384004911;
O=C1CNc2ncncc2N1,82,55:05500:4:Z2691342414;55:05502:9:Z4233001129;55:05503:8:Z2691424581;
Cc1ccc(Cl)c(C)c1,102,55:05500:4:Z4013726471;55:05502:0:Z4013739155;55:05502:2:Z4051375240;
O=S1(=O)CC2(CC2)CN1,107,55:05500:4:Z3634045479;55:05501:2:Z3634206700;55:05502:9:Z3634205348;
Cn1cnc2cnccc21,467,55:05500:4:Z3615058861;55:05501:0:Z2775878737;55:05501:3:Z2962792676;
Cc1nc2c(s1)CNCC2,209,55:05500:4:Z4271161115;55:05501:2:Z4271173807;55:05501:4:Z4277715273;
Clc1cc2cc[nH]c2s1,156,55:05500:4:Z2180423399;55:05501:6:Z2180376533;55:05501:7:Z2180662265;
OC1CNCC2(CC2)CC1O,295,55:05500:4:Z4269754175;55:05500:6:Z4269720097;55:05500:6:Z3797732598;
CC1CNCCC1=O,340,55:05500:4:Z2918020130;55:05500:7:Z2113459382;55:05500:9:Z2055145208;
Cc1cc2scnc2s1,135,55:05500:4:Z1363049518;55:05500:8:Z1360834178;55:05501:0:Z1580150319;
FC1(F)C2CCNCCC21,338,55:05500:4:Z3640876991;55:05500:5:Z3640876037;55:05500:8:Z3467944857;
Oc1noc2c1CCNC2,244,55:05500:4:Z4229021825;55:05500:4:Z4229019497;55:05501:1:Z4278787836;
CC1CSCCN1,672,55:05500:4:Z3751175574;55:05500:4:Z3759913388;55:05500:4:Z1697283489;
FC12CC3CC(CC(C3)C1)C2,67,55:05500:4:Z1866480864;55:05503:3:Z1493571964;55:05503:5:Z4318216731;
C1CC2CCC1CNC2,253,55:05500:4:Z3807595056;55:05500:8:Z3911194492;55:05500:9:Z3796208734;
CC1Cc2cccc(Cl)c2O1,130,55:05500:4:Z1508269743;55:05500:6:Z2476138999;55:05500:7:Z1232848651;
c1ccc2c(c1)COCCN2,575,55:05500:4:Z4363906229;55:05500:4:Z4166587717;55:05500:7:Z4224138375;
Cc1ncoc1C,1346,55:05500:4:Z2234818265;55:05500:5:Z2706066824;55:05500:5:Z3188808401;
Cc1cccc2ncccc12,436,55:05500:4:Z2954159925;55:05500:9:Z2959374070;55:05501:0:Z3493851497;
c1ccc2c(c1)CNOC2,199,55:05500:4:Z4061697049;55:05500:7:Z2348697542;55:05501:9:Z3984395362;
Oc1cccc2c1CCN2,135,55:05500:4:Z3105511690;55:05500:7:Z3099457010;55:05501:2:Z4057903028;
C=C1NC(=O)c2ccccc21,407,55:05500:4:Z3855004151;55:05500:6:Z2488566680;55:05501:2:Z224976122;
Cc1nncc2ccccc12,75,55:05500:4:Z4049000097;55:05501:2:Z4351006458;55:05502:9:Z3083281435;
C1COC2CCC2C1,952,55:05500:4:Z3101671836;55:05500:4:Z3101671884;55:05500:4:Z4277010614;
O=c1oc2ccccc2o1,179,55:05500:4:Z3496375241;55:05500:6:Z3841977369;55:05500:7:Z3940701078;
Cc1n[nH]c2ccccc12,591,55:05500:4:Z4611974585;55:05500:6:Z1833752994;55:05500:6:Z3625749213;
Fc1cccc2c1C1(CCC1)CN2,117,55:05500:4:Z1430790695;55:05500:5:Z1438816740;55:05501:8:Z1231241848;
Nc1cncs1,160,55:05500:4:Z4289638023;55:05500:8:Z4288628304;55:05501:2:Z4289668632;
c1cnc2c(c1)NCCO2,307,55:05500:4:Z1883210829;55:05501:0:Z1883221341;55:05501:3:Z1883233071;
Cc1ccnc(N)n1,254,55:05500:4:Z1002302994;55:05501:3:Z1002266552;55:05501:6:Z4709217623;
O=c1[nH]ccc2sccc12,219,55:05500:4:Z4329538005;55:05501:2:Z4294024210;55:05501:4:Z4296309065;
O=S1(=O)NC=Nc2ccccc21,159,55:05500:4:Z1172224550;55:05500:8:Z3639217648;55:05503:7:Z3882624202;
CC1(O)CC2(CNC2)C1,398,55:05500:4:Z4152782978;55:05500:4:Z4157446301;55:05500:5:Z4154824580;
O=C1CCCc2ncccc2N1,56,55:05500:4:Z4257208261;55:05500:5:Z4255400129;55:05500:9:Z4257647705;
CN1CC(=O)Nc2cccnc21,181,55:05500:4:Z2965322933;55:05500:5:Z4178372535;55:05500:6:Z2704981066;
Cc1cnon1,1284,55:05500:4:Z4087827867;55:05500:4:Z3644266680;55:05500:4:Z2823564583;
CN1CCc2ccsc2C1,228,55:05500:4:Z4360430870;55:05501:0:Z4265254003;55:05501:2:Z4360432154;
C1CCC2(CCC2)SC1,678,55:05500:4:Z3046175378;55:05500:6:Z2962327584;55:05500:9:Z2979677249;
CC1CNCCc2ccc(F)cc21,160,55:05500:4:Z3829763153;55:05500:5:Z2485588407;55:05500:9:Z2483460603;
N=c1cc[nH]cn1,89,55:05500:4:Z4614335368;55:05500:7:Z4223490325;55:05503:4:Z4223491355;
Cc1cccc2ccoc12,542,55:05500:4:Z2407613927;55:05500:8:Z1282087687;55:05500:9:Z2762828153;
O=C1NCCNC12CCNCC2,109,55:05500:4:Z4415281442;55:05505:7:Z4422710606;55:05506:9:Z4422712642;
Cc1ccc(O)nc1,199,55:05500:4:Z3794810534;55:05501:0:Z3648296821;55:05501:2:Z3817802962;
C1CN2CCN1CC2,190,55:05500:4:Z1816928041;55:05500:5:Z4289973805;55:05500:7:Z4286586721;
Oc1ccc2c(n1)CCNC2,123,55:05500:4:Z4065970320;55:05500:8:Z4177089786;55:05501:6:Z3698750271;
C1CNCOC1,187,55:05500:4:Z5034770302;55:05501:3:Z2964518497;55:05501:5:Z2964517464;
Cc1cc(Cl)ccn1,110,55:05500:4:Z4082013322;55:05500:5:Z5059746500;55:05501:6:Z4007434400;
Cc1nc2ccc(Cl)cc2[nH]1,142,55:05500:4:Z4351000204;55:05502:0:Z4350083177;55:05502:3:Z4349269820;
CN1CCC(N)C1,172,55:05500:4:Z2384459321;55:05500:7:Z3505642366;55:05500:8:Z3137040409;
Fc1ccc2nn[nH]c2c1,262,55:05500:4:Z2003092118;55:05500:5:Z2199865222;55:05500:6:Z1873552657;
Fc1ccc2ncoc2c1,287,55:05500:4:Z1499202272;55:05500:4:Z2778856313;55:05500:6:Z4560216151;
Clc1ncc2[nH]cnc2n1,91,55:05500:4:Z2970280059;55:05501:1:Z3562075511;55:05501:2:Z2972311252;
NC1CC(O)C1,642,55:05500:4:Z4206841672;55:05500:4:Z3382567217;55:05500:7:Z4206463578;
O=C1CCCCCCC1,66,55:05500:4:Z4537961863;55:05500:8:Z3172730339;55:05502:2:Z3382250430;
C1CC2(C1)CCNCCN2,225,55:05500:4:Z2860397726;55:05500:5:Z2873119195;55:05500:6:Z2860390944;
c1cc2n(n1)CCO2,757,55:05500:4:Z4098080007;55:05500:6:Z2173481047;55:05500:8:Z3588543774;
FC1(F)CNCCOC1,387,55:05500:4:Z2165530161;55:05500:4:Z2959828985;55:05500:4:Z4508764896;
CN1CCNc2cncnc21,95,55:05500:4:Z4218308495;55:05500:4:Z4147299646;55:05500:4:Z4132911391;
C1COCC2(CCOC2)N1,245,55:05500:4:Z4509060841;55:05500:5:Z1995552782;55:05500:6:Z4214510314;
Cc1cnccc1Cl,417,55:05500:4:Z4238787927;55:05500:4:Z3807695478;55:05501:3:Z4106355466;
Cc1cc(Cl)cn2ccnc12,143,55:05500:4:Z3362425697;55:05500:6:Z3508675380;55:05501:5:Z4150376844;
Cc1c[nH]c2ncccc12,171,55:05500:4:Z3598038316;55:05502:8:Z3534907917;55:05503:0:Z3535061625;
c1ccc2c(c1)NCCCS2,211,55:05500:4:Z1116407916;55:05500:5:Z1451687605;55:05500:9:Z2764528439;
NC1CNCCOC1,209,55:05500:4:Z4447848918;55:05502:1:Z2784300857;55:05502:5:Z2773311941;
Fc1cccc2nn[nH]c12,173,55:05500:4:Z4311556658;55:05500:4:Z4311543668;55:05500:4:Z4310821303;
O=C1CCOc2ccc(Cl)cc21,166,55:05500:4:Z3052263971;55:05500:5:Z1784251829;55:05500:6:Z3052264693;
FC1CC2CC12,355,55:05500:4:Z3508960201;55:05500:5:Z3466704721;55:05500:7:Z3442571093;
C1NC2CC3CC1C2C3,319,55:05500:4:Z3578707877;55:05501:7:Z3470822513;55:05501:8:Z3521193979;
c1ccc2c(c1)CCc1ccsc1-2,62,55:05500:4:Z1170203103;55:05500:6:Z1578609816;55:05502:2:Z99237526;
Fc1cccc2ncccc12,568,55:05500:4:Z3873294219;55:05500:6:Z4352392854;55:05500:6:Z3513638873;
Cc1ccc2c(n1)CCCC2=O,136,55:05500:4:Z3540168668;55:05501:3:Z3535720379;55:05502:2:Z3584057320;
Cn1cnc2ncncc21,175,55:05500:4:Z3830421478;55:05501:3:Z4338920724;55:05501:3:Z4338919888;
CN1CC2CCNC2C1,400,55:05500:4:Z3345398694;55:05501:2:Z3621737335;55:05502:1:Z4129870354;
CC1(C)CNCC1N,220,55:05500:4:Z3045389971;55:05501:8:Z2927488006;55:05502:6:Z2899080217;
Cn1ccc2ccc(F)cc21,98,55:05500:4:Z4021672122;55:05500:4:Z2273589517;55:05500:9:Z1716150679;
Cc1ncc(=O)[nH]c1C,241,55:05500:4:Z1547734406;55:05500:9:Z4476824928;55:05501:9:Z1547072157;
CC1CC(C)(C)CN1,211,55:05500:4:Z3572853145;55:05501:3:Z3609956344;55:05501:5:Z2350237027;
CC1(C)CC(C)(C)C1O,213,55:05500:4:Z4273502365;55:05500:7:Z4265792917;55:05501:3:Z4264356291;
Fc1ccc2cnoc2c1,457,55:05500:4:Z4273502365;55:05500:4:Z4275897291;55:05500:7:Z3517788453;
CN1CC2CCC(C1)N2,188,55:05500:4:Z2916152632;55:05501:4:Z3475158378;55:05502:4:Z2951747708;
