fragment_smiles,occurences,example_ligands
Clc1ccn2ncnc2c1,224,55:05500:4:Z2192764190;55:05500:9:Z2192768105;55:05501:2:Z2179781216;
Fc1cc[nH]c1,241,55:05500:4:Z3204182847;55:05500:5:Z4417620763;55:05500:6:Z2220693786;
Oc1nccc2ccncc12,122,55:05500:4:Z3529814712;55:05500:9:Z5008100358;55:05500:9:Z4041537298;
CC1CCn2nccc2C1,397,55:05500:4:Z4229019497;55:05500:5:Z2456862339;55:05500:9:Z3056463849;
Cn1c(=O)ccc2ccccc21,734,55:05500:4:Z3842229938;55:05500:4:Z3842230285;55:05500:5:Z4042108236;
C1CCC2(CC1)CNCCS2,240,55:05500:4:Z5004278760;55:05501:1:Z3843621238;55:05501:6:Z2957327965;
O=C1CCNCCN1,799,55:05500:4:Z2798292778;55:05500:5:Z4430209417;55:05500:6:Z4430205233;
CC1CCc2c(sc3nc[nH]c(=O)c23)C1,22,55:05500:4:Z429079984;55:05504:7:Z405939248;55:05507:5:Z2358644788;
C=C1CCCCN1,60,55:05500:4:Z4220927475;55:05501:5:Z4279217073;55:05503:0:Z4279215895;
Cc1nc2ccccc2[nH]c1=O,92,55:05500:4:Z4220927475;55:05500:6:Z2288699695;55:05503:9:Z1927665615;
CC1CCNc2ccccc21,273,55:05500:4:Z1361917377;55:05500:8:Z4112385815;55:05501:0:Z4109937518;
CC12CCOC1CC2,11,55:05500:4:Z4537067290;55:05502:8:Z3640244947;55:05503:4:Z4195862887;
O=C1CCC=NN1,178,55:05500:4:Z2790017688;55:05500:7:Z2790061044;55:05501:3:Z2790032102;
O=S1(=O)CCCc2cccc(F)c21,67,55:05500:4:Z3807303321;55:05500:8:Z2790623738;55:05500:8:Z3361903005;
FC1CCCCCC1,265,55:05500:4:Z3807303321;55:05501:0:Z3805841369;55:05501:3:Z3842051522;
Clc1cccc2ncsc12,59,55:05500:4:Z3607016160;55:05501:1:Z3607022398;55:05506:5:Z3627845634;
Cc1ccc2c(c1)CNC2,265,55:05500:4:Z3310780507;55:05501:1:Z3510716672;55:05502:0:Z1961785163;
CC1=CCNC(=O)N1,102,55:05500:4:Z2357418508;55:05501:1:Z1285646067;55:05501:9:Z3011096108;
Cc1cccc2c1CC(C)(C)NC2,72,55:05500:4:Z2778182621;55:05501:9:Z3700840596;55:05503:3:Z3700841517;
C1CC2CC3(CC3)CC(C1)N2,90,55:05500:4:Z4194244438;55:05500:9:Z4200084703;55:05501:5:Z4200088958;
CC1(C)CC2CCCC21,24,55:05500:4:Z2591028349;55:05504:7:Z3508891598;55:05512:5:Z2591025367;
Clc1cnc2[nH]ccc2c1,104,55:05500:4:Z3009092152;55:05501:6:Z3008759004;55:05503:2:Z3009240702;
c1c2c(nc3c1CCC3)CCCC2,16,55:05500:4:Z3885801264;55:05516:0:Z371308668;55:05516:5:Z3774439888;
Cc1nc[nH]c(=O)c1C,80,55:05500:4:Z4386530429;55:05500:9:Z1665862640;55:05504:2:Z3650462721;
CC1CNCCc2ccc(Cl)cc21,173,55:05500:4:Z4292475663;55:05500:4:Z4294888005;55:05500:8:Z3605093954;
C1CC2(CCN1)CNC1COCC12,190,55:05500:4:Z3394729507;55:05501:3:Z4054263700;55:05502:9:Z3365227052;
C1CC2CC1NN2,124,55:05500:4:Z3360234444;55:05503:4:Z2719099979;55:05504:5:Z2719105171;
C1CCN2CCNC(C1)C2,177,55:05500:4:Z4249822728;55:05501:8:Z4490725468;55:05502:3:Z4249778071;
Cc1cc(C)c2c(c1)NCC2,209,55:05500:4:Z1879480565;55:05500:6:Z1879468762;55:05500:6:Z4109357047;
CC1CC2(CC2)C1,262,55:05500:4:Z3585344829;55:05500:9:Z3539125571;55:05502:3:Z4264602217;
Cc1nc2c3c(ccc2[nH]1)NCCC3,50,55:05500:4:Z4066279333;55:05500:5:Z3584776058;55:05501:5:Z4066280352;
Cn1ncc(Cl)c1Cl,266,55:05500:4:Z3187393454;55:05500:7:Z3077966689;55:05501:1:Z3199091738;
CC1CCC(=O)CN1,298,55:05500:4:Z2923280062;55:05500:4:Z2962585454;55:05501:0:Z3054113201;
c1cc2n(n1)NCCC2,298,55:05500:4:Z4286599619;55:05500:5:Z4292603809;55:05501:1:Z4289940837;
CC1CCC(O)CN1,1773,55:05500:4:Z2840391368;55:05500:4:Z2295261264;55:05500:4:Z2295261265;
Fc1cccc2c1NCCO2,176,55:05500:4:Z1883919291;55:05501:7:Z1434437188;55:05502:2:Z1883929567;
O=C1NCC2(CCCNCC2)N1,144,55:05500:4:Z4236587220;55:05502:3:Z4271596706;55:05504:2:Z4236589635;
c1cc2c(cn1)N1CCC(C1)N2,137,55:05500:4:Z3294676683;55:05502:8:Z4106843188;55:05503:3:Z4271892808;
CC1=CC(C)n2ncnc2N1C,145,55:05500:4:Z1873534882;55:05500:6:Z4220242935;55:05500:7:Z3795461374;
CN1CC2(CCCNC2)CC1=O,283,55:05500:4:Z3532485973;55:05500:7:Z3561458115;55:05501:0:Z3628538497;
C1CC2(C1)CNC1COCC12,211,55:05500:4:Z3060594230;55:05501:0:Z3176041839;55:05501:9:Z3659013903;
Nc1nnc[nH]1,193,55:05500:4:Z2639650407;55:05500:4:Z2639656164;55:05500:7:Z2234620549;
Cc1cc(C)c2cc[nH]c2c1,294,55:05500:4:Z3613438102;55:05500:6:Z2488725509;55:05501:4:Z1748262385;
Cn1cnc2cc(F)ccc21,401,55:05500:4:Z4253353614;55:05500:9:Z1464284046;55:05501:0:Z2166419402;
O=C1CCC(F)(F)CN1,53,55:05500:4:Z4253353614;55:05503:3:Z4257336841;55:05504:8:Z4255486769;
Cc1ccc2cccnc2n1,505,55:05500:4:Z2094370725;55:05500:6:Z4032214203;55:05500:7:Z4076689399;
CC12CCCC(C1)OC2,353,55:05500:4:Z4277111709;55:05500:8:Z3637567652;55:05501:4:Z4273522250;
FC1CNCCOC1,228,55:05500:4:Z4079976670;55:05500:5:Z4079977871;55:05500:6:Z4079982615;
Cc1cc(=O)n2ncsc2n1,357,55:05500:4:Z3562075743;55:05500:6:Z1961934964;55:05500:7:Z646058554;
O=c1[nH]c2c(s1)CCCC2,58,55:05500:4:Z991581774;55:05502:2:Z4663247078;55:05502:7:Z2613486876;
Cc1nn[nH]c1C,64,55:05500:4:Z2917072416;55:05501:1:Z2917053947;55:05505:4:Z2917056941;
Cc1ccc2c(C)nn(C)c2n1,495,55:05500:4:Z2644640636;55:05500:4:Z3585018619;55:05501:0:Z3369890999;
c1cnc2c(c1)CCCCC2,82,55:05500:4:Z2373154335;55:05501:6:Z2828846933;55:05502:1:Z2373173756;
C1CNCC2(C1)CCCOC2,374,55:05500:4:Z3373551987;55:05500:9:Z3574106178;55:05500:9:Z4442657342;
c1nnn2c1CCCC2,428,55:05500:4:Z4382861735;55:05500:5:Z3835544881;55:05500:6:Z3860091316;
OC1CC2CCCC(C2)C1O,182,55:05500:4:Z4326068499;55:05502:8:Z4325582107;55:05502:8:Z4324857161;
CC1CCCCCN1,277,55:05500:4:Z3784872623;55:05500:5:Z3181299216;55:05500:6:Z3136805487;
O=c1[nH]ccn2nccc12,445,55:05500:4:Z3784872623;55:05500:6:Z3205506004;55:05500:8:Z3784877785;
CN1CCC(=O)NC2CNCCC21,239,55:05500:4:Z4192229382;55:05500:7:Z4194316023;55:05502:6:Z4200320412;
Cc1cc(F)c2c(c1)CCNC2,215,55:05500:4:Z3577906641;55:05502:2:Z3078977916;55:05502:9:Z3175835924;
C1CC2CCNCC2CN1,264,55:05500:4:Z3346614122;55:05500:5:Z3141374982;55:05501:3:Z3384273500;
CC12CNCCC1C2(F)F,392,55:05500:4:Z4401581290;55:05500:6:Z4255272182;55:05500:9:Z4234214024;
c1cc2[nH]nnc2cn1,109,55:05500:4:Z4150831363;55:05505:7:Z3837536678;55:05507:1:Z3792458438;
OC1CCNCc2ccccc21,289,55:05500:4:Z1623205744;55:05500:6:Z4210769977;55:05500:9:Z3543129915;
Clc1cnn[nH]1,239,55:05500:4:Z4284020674;55:05500:6:Z3991261701;55:05501:0:Z4280405704;
Cc1nn(C)c2sccc12,372,55:05500:4:Z3563340236;55:05500:5:Z2394839454;55:05500:6:Z4995051078;
O=c1ccnc2nc[nH]n12,86,55:05500:4:Z4385361406;55:05501:1:Z4385691303;55:05501:8:Z4187810377;
Cc1cc(Cl)cc2[nH]ccc12,109,55:05500:4:Z3297303391;55:05501:0:Z4883809516;55:05501:5:Z4267741979;
Oc1cc(Cl)cc(Cl)c1,236,55:05500:4:Z4887242339;55:05501:5:Z4310725862;55:05501:8:Z1385841197;
CC1(C)CCCC2(C1)OCCO2,43,55:05500:4:Z4258411164;55:05503:0:Z4257946112;55:05503:5:Z4257862675;
FC1CC2CNCCN2C1,247,55:05500:4:Z4214634668;55:05500:5:Z4074517378;55:05500:6:Z3354885433;
O=C1NCC(=O)N2C1CCC21CCC1,6,55:05500:4:Z4379907267;55:05527:3:Z4379909566;55:05531:1:Z4379912512;
FC1(F)CC2(CNC2)C1,147,55:05500:4:Z1483930379;55:05500:4:Z2271470048;55:05500:9:Z3298942301;
FC1(F)CC12CCOCC2,484,55:05500:4:Z3794919492;55:05500:4:Z4268693350;55:05500:6:Z3612037488;
Cc1cn2cc(Cl)ccc2n1,78,55:05500:4:Z3670924424;55:05502:0:Z3555251167;55:05504:0:Z1832826823;
CC1(C)CC2CCC1C2,284,55:05500:4:Z4325286671;55:05500:6:Z3194182147;55:05500:6:Z3194182150;
Fc1ccc2c(c1F)NCC2,181,55:05500:4:Z4117923230;55:05500:5:Z2778503932;55:05501:4:Z2298041319;
O=S1(=O)CCC(F)C1,9,55:05500:4:Z4575949699;55:05516:2:Z4573183063;55:05534:8:Z4594617761;
Oc1cccc2ccsc12,117,55:05500:4:Z4026429225;55:05500:6:Z2643742485;55:05503:3:Z1885776434;
C1COCC2(C1)CNC2,367,55:05500:4:Z4562132202;55:05500:5:Z4964105212;55:05500:5:Z4525673108;
C1COC2CNCC2N1,484,55:05500:4:Z4509948404;55:05500:6:Z2369993869;55:05500:7:Z2839935634;
Cc1ncc(C)c(C)n1,105,55:05500:4:Z1425934290;55:05501:5:Z1425977778;55:05501:8:Z1425884664;
CC1(C)CC(=O)NCCN1,224,55:05500:4:Z2915528143;55:05502:0:Z2915531371;55:05502:5:Z4128854203;
Nc1cnc(Cl)nc1,117,55:05500:4:Z3391515485;55:05501:6:Z4109580736;55:05502:4:Z3560146558;
c1cnc2nn[nH]c2c1,253,55:05500:4:Z2027562912;55:05500:4:Z2027566594;55:05500:5:Z4048248446;
ClC1=CCC1,157,55:05500:4:Z4612587042;55:05502:5:Z4326355321;55:05502:5:Z4319377041;
Clc1cccn2ccnc12,567,55:05500:4:Z4027216640;55:05500:8:Z4013606922;55:05501:3:Z3380382292;
OC1CC(O)C12CCCNC2,237,55:05500:4:Z4027216640;55:05500:6:Z4027200361;55:05501:4:Z4027206487;
C1CC2(CCOCC2)C2(CC2)N1,182,55:05500:4:Z3660751747;55:05500:9:Z3711516007;55:05500:9:Z3694396448;
OC1CCNCC12CCOCC2,287,55:05500:4:Z4272224959;55:05500:4:Z3646943348;55:05500:5:Z4211309952;
CC1CCN2NC=NC2=N1,36,55:05500:4:Z3313600677;55:05505:2:Z3313598565;55:05506:4:Z4155733049;
c1ccc2c(c1)COC21CCCCC1,76,55:05500:4:Z4353261543;55:05501:0:Z4486900994;55:05502:0:Z4601793423;
C1CCC2(C1)COCCN2,206,55:05500:4:Z1591559451;55:05500:8:Z3542431251;55:05500:9:Z1544002980;
CC1CNCC2(CCCCC2)O1,199,55:05500:4:Z2494737279;55:05501:8:Z4118370717;55:05502:4:Z4106291143;
Clc1ccc2c(c1)OCCCO2,278,55:05500:4:Z3789489596;55:05500:9:Z3019330120;55:05502:2:Z2796158981;
OC1CCNC2CCCCC12,237,55:05500:4:Z3577437515;55:05500:5:Z2784945422;55:05501:7:Z4442640135;
O=C1Nc2ccccc2S(=O)(=O)N1,31,55:05500:4:Z2589157784;55:05504:8:Z4306915906;55:05505:0:Z1346687969;
Cc1nc2cc(Cl)ccc2s1,105,55:05500:4:Z2998504696;55:05501:2:Z1971509545;55:05501:5:Z1956752242;
CC1CCC2(CC1)OCCO2,524,55:05500:4:Z3009406230;55:05500:9:Z3582572241;55:05501:6:Z1608388514;
Fc1ccc2[nH]ccc2c1Cl,113,55:05500:4:Z3207262672;55:05500:8:Z2715226003;55:05501:4:Z2700217173;
Cn1c(=O)c2ccsc2n(C)c1=O,115,55:05500:4:Z2365410624;55:05500:5:Z2277832404;55:05502:4:Z4053788465;
Clc1cnn2cccnc12,382,55:05500:4:Z2278140936;55:05500:5:Z3669214193;55:05500:9:Z2308760764;
O=C1NCCc2cncn21,171,55:05500:4:Z3190212951;55:05501:4:Z3189044607;55:05502:0:Z3203715325;
FC1CCCC(F)(F)C1,50,55:05500:4:Z4217075420;55:05500:4:Z4217076278;55:05502:3:Z4214335806;
Fc1cccc2c1OCC2,317,55:05500:4:Z1264497265;55:05500:5:Z4024148401;55:05500:5:Z1280529299;
CN1CC2CNCC2C1,448,55:05500:4:Z1907507721;55:05500:6:Z2974541436;55:05500:8:Z1905752671;
CC1CNCCS1,692,55:05500:4:Z4887987038;55:05500:5:Z2634507373;55:05500:8:Z2221742158;
CC1CCC2(CCNC2)CC1,197,55:05500:4:Z1246786842;55:05500:6:Z1635301596;55:05500:9:Z3443798488;
Cc1cc2c(cc1Cl)NCC2,106,55:05500:4:Z4182639367;55:05501:9:Z4356352594;55:05502:2:Z4113026498;
Oc1cc(O)ncn1,105,55:05500:4:Z2911176272;55:05503:2:Z3585711556;55:05503:5:Z3702868675;
Oc1nc2ccccc2s1,135,55:05500:4:Z4998447748;55:05500:6:Z4998215790;55:05501:4:Z4998147191;
O=C1CCc2cc(Cl)ccc21,168,55:05500:4:Z3365642086;55:05500:8:Z2480914944;55:05501:0:Z3084360409;
NC1CC(F)C1,434,55:05500:4:Z3701064330;55:05500:4:Z3795873404;55:05500:4:Z3795955757;
Cn1ncc2c(O)cccc21,184,55:05500:4:Z2174614873;55:05500:6:Z4256890898;55:05500:8:Z2172373943;
CN1CCNC(=O)C1,150,55:05500:4:Z1631301348;55:05500:5:Z1629457044;55:05500:5:Z2635872209;
O=C1CCC2CC12,441,55:05500:4:Z3170593068;55:05500:5:Z2904821150;55:05500:5:Z2918667713;
Cc1csc2ccc(Cl)cc12,103,55:05500:4:Z1926554162;55:05500:5:Z1919517432;55:05500:6:Z1996856336;
Cc1cn2nc(C)sc2n1,555,55:05500:4:Z3938532207;55:05500:5:Z2899337193;55:05500:6:Z3833766820;
C1CCCCCC1,590,55:05500:4:Z3322531751;55:05500:8:Z3630118559;55:05501:0:Z4118469947;
CC1(C)CN=CS1,133,55:05500:4:Z2705887039;55:05500:9:Z1410047934;55:05501:5:Z3842573823;
Cc1cnn2ccc(Cl)nc12,100,55:05500:4:Z3558976344;55:05502:1:Z3558008125;55:05504:5:Z4576335921;
CN1CCC2(CNC2)C1,55,55:05500:4:Z3415506979;55:05502:7:Z3414742222;55:05503:9:Z2830303284;
CC1(C)CNc2cccnc2N1,103,55:05500:4:Z4870429550;55:05502:3:Z4870421616;55:05502:9:Z4870434661;
O=S1(=O)CCNCC12CCCCC2,215,55:05500:4:Z3791692845;55:05501:0:Z3539270544;55:05501:0:Z3374633004;
Cc1cccc2c1CCCO2,297,55:05500:4:Z2829713840;55:05500:5:Z2712484043;55:05500:8:Z2814886041;
c1cc2ccsc2[nH]1,366,55:05500:4:Z2968191095;55:05500:9:Z4171001850;55:05501:2:Z4054206532;
c1ccc2c(c1)CCC1(CCC1)O2,189,55:05500:4:Z2718015998;55:05500:8:Z1408712408;55:05501:1:Z1651697034;
c1n[nH]c2c1C1CCC(C2)N1,99,55:05500:4:Z4229012531;55:05500:5:Z4293360540;55:05500:8:Z2961160585;
Cc1coc2c1CCCC2,21,55:05500:4:Z4391919828;55:05502:7:Z2105904777;55:05512:0:Z3640428919;
FC1(F)CC12CNCCOC2,379,55:05500:4:Z4601043636;55:05500:4:Z4575544550;55:05501:2:Z4601035755;
CN1C2CNCC1C2,197,55:05500:4:Z4393613854;55:05500:5:Z4394836790;55:05500:6:Z4394863175;
CC1CC(C)(C)N1,102,55:05500:4:Z941868788;55:05501:0:Z2493428661;55:05501:2:Z4515484667;
Nc1c(Cl)ncn2cnnc12,11,55:05500:4:Z4122164209;55:05500:4:Z4169091157;55:05511:2:Z2613972017;
O=C1CCC2CCCC2C1,233,55:05500:4:Z3354470388;55:05500:6:Z3370564734;55:05502:3:Z3367674570;
c1nc2c(s1)CSCC2,153,55:05500:4:Z3354470388;55:05501:1:Z2227048361;55:05501:3:Z2068300567;
Fc1cc[nH]n1,160,55:05500:4:Z3584594187;55:05501:5:Z3712550583;55:05501:9:Z3526126021;
O=S1CC2CNC(C2)C1,271,55:05500:4:Z5053288142;55:05500:9:Z5049863510;55:05501:9:Z5048486302;
Cn1cnc(N)c1,170,55:05500:4:Z4286972386;55:05500:7:Z4289468880;55:05502:6:Z4294247277;
Oc1cccc2sccc12,303,55:05500:4:Z2485620158;55:05500:5:Z3367748893;55:05500:7:Z1903551337;
Clc1ncc[nH]1,148,55:05500:4:Z3587547255;55:05501:2:Z3628923212;55:05501:4:Z4094943025;
C1=Cc2ccccc2CN1,53,55:05500:4:Z4591693009;55:05500:6:Z352534200;55:05502:5:Z3058446565;
OC1C2CCC(O2)C1O,138,55:05500:4:Z4288582099;55:05500:7:Z4295439572;55:05502:0:Z4599558501;
Oc1cccc2ocnc12,8,55:05500:4:Z4210204738;55:05512:6:Z3639190264;55:05516:9:Z3639187756;
Cn1c(=O)oc2ccc(F)cc21,116,55:05500:4:Z2997831980;55:05501:5:Z4403401057;55:05502:1:Z2841133913;
O=C1CCC2(CCCNC2)CN1,309,55:05500:4:Z4296175942;55:05500:7:Z4050696090;55:05500:8:Z4023980547;
NC1CCCC2CC12,222,55:05500:4:Z3495653146;55:05500:8:Z4063955254;55:05501:1:Z3495663199;
OC1CC2CNCC2CC1O,227,55:05500:4:Z3820515568;55:05500:7:Z4305506762;55:05502:3:Z3832031398;
Cn1ncnc1O,132,55:05500:4:Z4768432238;55:05501:6:Z4771450582;55:05503:0:Z4771282267;
Cn1c(=O)c2nc[nH]c2n(C)c1=O,45,55:05500:4:Z1786868468;55:05501:9:Z1873116254;55:05509:4:Z1579732482;
OC1CC2CCCC12,403,55:05500:4:Z3442895117;55:05500:6:Z3625648596;55:05500:7:Z3597410611;
CN1CCNCCC1(C)C,342,55:05500:4:Z4178050704;55:05500:5:Z3474390937;55:05500:6:Z2916424173;
Clc1ccc2ccncc2c1,294,55:05500:4:Z4178050704;55:05500:5:Z4045348738;55:05501:9:Z3627889591;
Cc1ccc2c(c1)CCCC2,625,55:05500:4:Z2131916936;55:05500:4:Z2202669716;55:05500:4:Z2118630511;
Fc1cc2c(cc1F)SCCC2,32,55:05500:4:Z4196138874;55:05501:4:Z1439067303;55:05505:0:Z1582749367;
Clc1nncs1,124,55:05500:4:Z4262337559;55:05501:7:Z4235737439;55:05502:4:Z4267941478;
Fc1ccc2c(c1F)CCCN2,110,55:05500:4:Z4200995589;55:05500:8:Z4191134415;55:05501:0:Z4200996347;
Clc1cccc2c1CCO2,213,55:05500:4:Z2801434533;55:05501:3:Z2207010169;55:05501:6:Z2157349651;
O=C1NCCCNC12CCC2,173,55:05500:4:Z3207339935;55:05501:1:Z3207344644;55:05502:0:Z3207340320;
Clc1cccc2c1CNC2,237,55:05500:4:Z2140724148;55:05500:5:Z2107174749;55:05500:9:Z2928445987;
c1cc2c(s1)CCCCC2,220,55:05500:4:Z3828197267;55:05500:7:Z3360271172;55:05502:9:Z4218921072;
Cc1ncc2c(n1)CCNC2,392,55:05500:4:Z4020554034;55:05500:5:Z3100103574;55:05500:7:Z741075032;
Cc1cn2c(=O)ccnc2s1,389,55:05500:4:Z3138373996;55:05501:4:Z3597800294;55:05501:4:Z2955192810;
CC1(C)COCCC1N,162,55:05500:4:Z3139812110;55:05501:2:Z3831018200;55:05502:0:Z4004737836;
Fc1ccc2c(c1)NCCCS2,96,55:05500:4:Z4132272374;55:05500:5:Z4132275392;55:05501:0:Z4132272427;
c1cc2cn[nH]c2cn1,203,55:05500:4:Z4287454168;55:05500:7:Z4187578101;55:05501:0:Z4295896607;
Cn1ccc2ccsc21,196,55:05500:4:Z4124886770;55:05500:6:Z3840014008;55:05501:0:Z4880334332;
c1cnc2ncsc2c1,209,55:05500:4:Z4316802324;55:05500:7:Z4329300335;55:05500:8:Z4316786296;
C1CC2C(C1)C1OCCC21,53,55:05500:4:Z2898694598;55:05502:9:Z4229555004;55:05502:9:Z2898614319;
O=C1CC=CC=N1,87,55:05500:4:Z2898901477;55:05501:4:Z2903063087;55:05503:4:Z2898898767;
NC1CCC2(CCC2)NC1,149,55:05500:4:Z4448413663;55:05500:9:Z4422373431;55:05501:0:Z4387270553;
O=c1[nH]cnc2c(Cl)c(Cl)ccc12,12,55:05500:4:Z4000134596;55:05506:0:Z4000135120;55:05511:3:Z4000132177;
Cc1c[nH]c2c1C(=O)CCC2,283,55:05500:4:Z2203301737;55:05500:8:Z1529599770;55:05501:2:Z1252234077;
Fc1cnc2c(c1)CCN2,170,55:05500:4:Z4132707802;55:05500:4:Z4132698188;55:05501:3:Z2863157856;
CC1CC2CCC(C1)S2,431,55:05500:4:Z3384903762;55:05500:5:Z4604072685;55:05500:5:Z3998333760;
CC1CCc2ccsc2S1(=O)=O,225,55:05500:4:Z2187708879;55:05500:5:Z2153798563;55:05501:8:Z2763943709;
Oc1cncc2ccccc12,140,55:05500:4:Z3060526205;55:05500:8:Z4215147706;55:05500:8:Z2635216284;
Oc1ccc2[nH]ccc2c1,130,55:05500:4:Z3391722360;55:05500:7:Z3206992510;55:05501:0:Z3197399944;
C1=COCC1,55,55:05500:4:Z2651511175;55:05501:8:Z4256933735;55:05502:2:Z4081099636;
c1cnc2c(c1)CNCCO2,161,55:05500:4:Z2906776770;55:05501:0:Z2274327966;55:05501:4:Z1713408929;
CC1(C)CC(O)c2ccccc21,125,55:05500:4:Z3669044117;55:05503:6:Z2224663511;55:05503:7:Z4059303458;
CC1CNCC(C)(C)CO1,347,55:05500:4:Z5001265685;55:05501:4:Z3551058314;55:05501:8:Z3316907311;
Cc1cccc2ccn(C)c12,74,55:05500:4:Z3645806988;55:05500:9:Z3645806544;55:05501:2:Z3645806854;
FC1CC1(F)F,238,55:05500:4:Z4826797140;55:05500:7:Z4836958081;55:05500:9:Z4827141332;
C1CN2CCC(CC2)N1,158,55:05500:4:Z1819377683;55:05500:8:Z2917717101;55:05501:0:Z4431785787;
Cc1cc(=O)n2ccsc2n1,156,55:05500:4:Z2068972223;55:05501:2:Z2861585578;55:05501:8:Z3577588013;
Fc1ccc2c(c1)CC1CC21,209,55:05500:4:Z3053363430;55:05500:7:Z2610605632;55:05501:3:Z4215174534;
Cc1noc2ccncc12,127,55:05500:4:Z4191742295;55:05501:9:Z4188581271;55:05503:7:Z4191575295;
O=S1(=O)CCNC2CCCCCN21,93,55:05500:4:Z3645002486;55:05500:9:Z5006700529;55:05501:3:Z3715398968;
CC1(C)CCCC1O,321,55:05500:4:Z3817420049;55:05500:5:Z2231621570;55:05500:9:Z2231622251;
O=c1cc(Cl)c2ccccc2[nH]1,67,55:05500:4:Z3817420049;55:05501:0:Z3817433032;55:05503:1:Z4871479145;
OC1COC2(CNC2)C1O,285,55:05500:5:Z4142598153;55:05501:1:Z4142659682;55:05501:3:Z4142713235;
Cn1ccn(C)c1=O,338,55:05500:5:Z2890913223;55:05500:6:Z2907829110;55:05500:9:Z2914973624;
O=c1c2ccccc2nc2n1CCC2,61,55:05500:5:Z3056701442;55:05502:4:Z3633563970;55:05503:9:Z3408822684;
C1CCC2(CCCNC2)NC1,299,55:05500:5:Z3384985675;55:05500:6:Z3519132214;55:05500:8:Z3143660298;
CN1Cc2ccccc2CC1=O,137,55:05500:5:Z2691248389;55:05500:8:Z2691141510;55:05501:0:Z2691411538;
CC1NCCS(=O)(=O)C1C,289,55:05500:5:Z1681861953;55:05500:5:Z4205846509;55:05501:2:Z3008585436;
CN1CNC2(CCCCC2)C1=O,12,55:05500:5:Z3629914979;55:05501:8:Z3996172320;55:05504:0:Z900464336;
C1OCC2CC1N2,128,55:05500:5:Z4379891129;55:05500:6:Z2143062449;55:05501:2:Z2712146774;
O=C1NS(=O)(=O)c2cccc(F)c21,27,55:05500:5:Z2991634853;55:05504:8:Z1994033372;55:05513:1:Z1994021041;
O=S1(=O)CC2(CCN2)C1,340,55:05500:5:Z3702309339;55:05500:6:Z3597074000;55:05500:6:Z3597470281;
Oc1ccc2ccsc2n1,110,55:05500:5:Z4312457015;55:05500:5:Z4311407454;55:05502:7:Z4309764860;
Cc1n[nH]c(C)c1Cl,498,55:05500:5:Z4573646085;55:05500:5:Z1195759566;55:05500:6:Z2482141042;
Cn1c(=O)c2[nH]cnc2n(C)c1=O,250,55:05500:5:Z3702728224;55:05501:1:Z1963883645;55:05501:9:Z1954977169;
Fc1cc2nc[nH]c2cc1Cl,46,55:05500:5:Z4022485261;55:05503:0:Z4311746358;55:05503:5:Z3053438443;
O=c1ccc2cc(Cl)ccc2[nH]1,150,55:05500:5:Z3656883276;55:05501:1:Z2141166601;55:05501:5:Z3602826142;
C1CC2CCC(C2)N1,246,55:05500:5:Z3821308895;55:05501:3:Z4213232242;55:05502:8:Z3838868728;
Nc1cc2ccccn2n1,102,55:05500:5:Z3626415813;55:05502:0:Z3603218231;55:05502:5:Z3356487083;
C1COCC2(C1)CC2,627,55:05500:5:Z4213510083;55:05500:5:Z4483132792;55:05500:7:Z4961427792;
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,29,55:05500:5:Z2588936297;55:05500:6:Z3019402486;55:05503:0:Z2991352880;
Nc1cncc(F)c1,141,55:05500:5:Z4487524002;55:05501:2:Z4483501858;55:05501:9:Z4492735000;
CC1(O)CCNCC1O,71,55:05500:5:Z4971492367;55:05500:8:Z4961977985;55:05500:8:Z4964130028;
CN1CCCC12CCNC2,255,55:05500:5:Z3366465053;55:05500:5:Z4422622966;55:05500:5:Z4110531396;
CC1CCCC(N)C1,120,55:05500:5:Z3888616349;55:05500:5:Z3864286576;55:05500:8:Z4215442644;
O=C1CCCNC1,138,55:05500:5:Z3589145273;55:05500:8:Z3589150329;55:05501:0:Z3620252868;
O=S1(=O)CCNC2CCCN21,215,55:05500:5:Z3593397674;55:05500:6:Z3590182759;55:05500:6:Z3659709104;
Nc1ccc2ccccc2n1,153,55:05500:5:Z4229892600;55:05500:9:Z5036867776;55:05500:9:Z5036867807;
O=C1NCCc2c(F)cccc21,116,55:05500:5:Z4664057933;55:05500:5:Z2815105356;55:05500:9:Z2044987043;
Cc1cc(=O)n(C)nc1C,298,55:05500:5:Z1841118145;55:05501:2:Z4095310526;55:05503:0:Z3060910082;
Clc1ccc2c(c1)CCNC2,220,55:05500:5:Z1841118145;55:05500:5:Z1845268078;55:05501:6:Z4017878629;
FC1(F)CC12CNC2,551,55:05500:5:Z4084542875;55:05500:7:Z2500361931;55:05500:7:Z2494661660;
C1COC2(CCOCC2)CN1,412,55:05500:5:Z2634143247;55:05500:6:Z1493569494;55:05500:7:Z4267197081;
Cc1n[nH]c2cnccc12,175,55:05500:5:Z3356412610;55:05501:2:Z5020958531;55:05502:2:Z4049824040;
CN1CCC(=O)Nc2ccccc21,111,55:05500:5:Z1973330626;55:05500:5:Z1312605619;55:05501:2:Z1977372816;
CC1(C)CC=CCC1,6,55:05500:5:Z3368343789;55:05512:1:Z3339994500;55:05537:3:Z3277279717;
Cc1ccc2c(c1)C(=O)CCO2,2,55:05500:5:Z2618250487;55:05565:9:Z3347545190;
