fragment_smiles,occurences,example_ligands
C1CCCOCC1,1789,47:04700:0:Z1765256276;47:04700:0:Z1603504505;47:04700:1:Z3652328327;
Cc1ncnc(N)n1,85,47:04701:3:Z3392898759;47:04702:4:Z2770001218;47:04703:2:Z3342749403;
CN1CCn2cnnc2C1=O,125,47:04701:3:Z3204298013;47:04702:7:Z3870348809;47:04703:0:Z3204296476;
Nc1cncnc1Cl,113,47:04701:3:Z4055338184;47:04701:4:Z3613449593;47:04701:6:Z3646366980;
CN1NC2(CCNCC2)NC1=O,13,47:04701:3:Z4232673067;47:04704:2:Z4232673707;47:04711:5:Z4232674530;
Clc1cnc2ncsc2c1,68,47:04701:3:Z4232673067;47:04701:6:Z3828869088;47:04701:8:Z5061157559;
CC1CC(O)CCN1,254,47:04701:3:Z4324760168;47:04701:4:Z2781988465;47:04701:5:Z2777312603;
Cc1ncnc2[nH]ncc12,82,47:04701:3:Z2974811091;47:04701:9:Z2850849573;47:04703:1:Z3396006071;
O=c1cc(O)cc2n1CCOC2,71,47:04701:3:Z4513359089;47:04704:6:Z4324533053;47:04704:6:Z4327009224;
c1ccc2c(c1)CC1CCCCC1N2,27,47:04701:3:Z1832923194;47:04703:2:Z1933383074;47:04707:9:Z2600438465;
CC1COCc2ccccc21,186,47:04701:3:Z5007733896;47:04701:4:Z5007691110;47:04702:1:Z5006599242;
Cn1ncc2c(O)cccc21,171,47:04701:3:Z2334832635;47:04701:9:Z1938351987;47:04702:9:Z2175828772;
Oc1ccnc2ncnn12,63,47:04701:3:Z4770428058;47:04703:1:Z4769101905;47:04703:4:Z4769932446;
CC1CN2CCC1CC2,67,47:04701:3:Z3554922140;47:04701:5:Z2914205204;47:04702:0:Z4448334029;
Cn1cc2nc[nH]c(=O)c2c1,11,47:04701:3:Z3500226803;47:04706:8:Z4925092707;47:04719:4:Z3500226221;
CC1(C)Cc2ccccc2C1N,12,47:04701:3:Z3790778245;47:04708:5:Z4387277655;47:04711:5:Z2998255010;
OC1CNCC1F,235,47:04701:3:Z3672878229;47:04702:0:Z3316967427;47:04702:7:Z3174627343;
Fc1cc(F)c2c(c1)CCO2,232,47:04701:3:Z4491643723;47:04701:5:Z4492390007;47:04702:1:Z4484357132;
Cc1coc(=O)c2ccccc12,119,47:04701:3:Z4220982915;47:04706:1:Z2497866053;47:04707:4:Z2506711793;
Cc1ccc2c(c1)CCS2(=O)=O,154,47:04701:3:Z4250633316;47:04702:1:Z3354778720;47:04702:7:Z3344475564;
O=S1(=O)CCC2(CC1)CNCCO2,162,47:04701:3:Z3091561564;47:04701:5:Z3142607994;47:04702:9:Z3091564229;
Fc1cc(Cl)cc2cncnc12,79,47:04701:3:Z4232808360;47:04702:0:Z4074852698;47:04703:2:Z4073887008;
Oc1ccnnc1,115,47:04701:3:Z3045326053;47:04701:5:Z3046812273;47:04702:0:Z3048291837;
c1nc2c(s1)CC1(CCOCC1)CC2,37,47:04701:3:Z2298289598;47:04705:6:Z2298289339;47:04707:9:Z2298290347;
FC1(F)CCCc2ccccc21,30,47:04701:3:Z3780826823;47:04702:2:Z3780713363;47:04704:0:Z4391382535;
CC1CCCC(=O)NC1,86,47:04701:3:Z3639555148;47:04703:9:Z3639303311;47:04708:8:Z3639753535;
Cc1ccc2c(c1)C1CN(C)CCC1N2,50,47:04701:3:Z3695866876;47:04701:3:Z1940142407;47:04702:9:Z3090125586;
NC1CC(F)(F)C1,162,47:04701:3:Z3513185885;47:04701:5:Z3515809989;47:04702:5:Z3512919069;
O=S1(=O)CCNCCCCN1,290,47:04701:3:Z3713492838;47:04701:9:Z3657915118;47:04701:9:Z3657962850;
Cc1cc2cncnc2[nH]1,98,47:04701:3:Z4991619876;47:04702:2:Z3246663576;47:04702:4:Z4991651210;
C1CC2(C1)CCC21CCC1,146,47:04701:3:Z4579981223;47:04702:2:Z4600995781;47:04702:2:Z4579940145;
c1ncc2c(n1)NCC2,66,47:04701:3:Z4330708080;47:04703:3:Z4330700462;47:04704:2:Z4330705484;
Clc1ccsn1,292,47:04701:3:Z3667842324;47:04701:4:Z1791227257;47:04702:1:Z4243333088;
Nc1cc2n(n1)CCCNC2,83,47:04701:3:Z3439316732;47:04701:4:Z3681491822;47:04701:9:Z3438877292;
Cn1ncc2c(=O)[nH]ncc21,14,47:04701:3:Z3254955419;47:04703:5:Z3339877514;47:04708:4:Z3339878165;
NC1C2CCCCNC12,133,47:04701:3:Z3045800376;47:04703:6:Z4208584835;47:04705:1:Z3044819595;
O=C1CS(=O)(=O)CCN1,219,47:04701:3:Z4236666556;47:04701:3:Z4236666138;47:04701:7:Z2953171081;
Cc1nc2c(F)cccc2s1,106,47:04701:3:Z3177593402;47:04703:0:Z3599882420;47:04704:3:Z3093452333;
NC1CCOC2(CCNCC2)C1,152,47:04701:3:Z4431593977;47:04701:8:Z3384662721;47:04702:1:Z4028731166;
NC1CCCC2(CCC2)C1,129,47:04701:3:Z4063319692;47:04703:3:Z3795553861;47:04703:6:Z3791942253;
CN1C2CNCC1C2,170,47:04701:3:Z4394832423;47:04702:2:Z4394862424;47:04703:1:Z4473613732;
CC1(C)CC2(CNC2)C1,217,47:04701:3:Z3438108411;47:04701:4:Z3612214283;47:04701:6:Z4178228855;
Cc1ncc(C)c(O)n1,37,47:04701:3:Z4456201317;47:04702:4:Z4230109846;47:04702:5:Z4226317292;
CC12CCCCC1CN2,180,47:04701:3:Z2708900244;47:04701:5:Z2915832901;47:04703:0:Z4488655268;
Fc1ccc2[nH]cnc2c1F,79,47:04701:3:Z4312238929;47:04701:4:Z4458791659;47:04701:5:Z3584784157;
Cc1cc2cccc(C)n2n1,268,47:04701:3:Z3985277156;47:04701:7:Z3815068841;47:04701:7:Z3856067009;
Cc1ncc2ccc(F)cc2n1,73,47:04701:3:Z4191935500;47:04701:6:Z4191860762;47:04702:5:Z4191627651;
FC1CCCC2(C1)OCCO2,106,47:04701:4:Z4563207694;47:04701:9:Z2974468365;47:04702:0:Z2974198198;
O=c1[nH][nH]c(=O)c2ccccc12,175,47:04701:4:Z4769030236;47:04702:0:Z2305163063;47:04703:1:Z4770539086;
Nc1ccc(Cl)nn1,54,47:04701:4:Z3391285099;47:04701:8:Z3393733214;47:04702:1:Z3391617485;
CC1CC(O)C1,246,47:04701:4:Z4563774067;47:04701:6:Z4181286828;47:04703:6:Z4141324366;
CC1(C)CCc2ccccc2CC1,63,47:04701:4:Z2828871828;47:04702:5:Z1995563519;47:04703:4:Z1974387868;
Nc1ccnc(N)n1,68,47:04701:4:Z2828871828;47:04701:4:Z4472946851;47:04702:5:Z4289176660;
CC1(C)CCC(N)C1,147,47:04701:4:Z3105559736;47:04703:9:Z4059068235;47:04705:1:Z3350680428;
CC1(C)CNCCc2ccccc21,120,47:04701:4:Z4273794892;47:04701:5:Z4921908521;47:04701:8:Z4292660066;
O=c1[nH]cnc2cccc(F)c12,44,47:04701:4:Z2016975366;47:04703:4:Z1328986824;47:04709:5:Z2217478607;
O=C1CC2(CCOCC2)NCCN1,53,47:04701:4:Z2791537892;47:04702:5:Z2791511561;47:04707:8:Z3516496174;
Cc1nc2ccc(O)cc2c(=O)[nH]1,26,47:04701:4:Z4149063107;47:04701:4:Z4148583218;47:04701:4:Z4145149514;
Cc1ccc2c(ccn2C)c1,88,47:04701:4:Z3915147240;47:04704:0:Z4087696189;47:04707:0:Z3872646348;
Clc1cccc2scnc12,51,47:04701:4:Z2998320774;47:04701:9:Z1849043921;47:04702:6:Z2905236087;
c1ccc2c(c1)CNCC1(CCC1)O2,99,47:04701:4:Z2884928792;47:04702:9:Z2884928078;47:04703:1:Z2884928501;
CC1CCCC(O)C1,360,47:04701:4:Z3537577025;47:04701:5:Z2906291637;47:04702:1:Z1286199631;
Clc1cnsc1,91,47:04701:4:Z3497757136;47:04702:2:Z3362072175;47:04702:5:Z3364052081;
Nc1cnon1,48,47:04701:4:Z4771917707;47:04702:8:Z4769656192;47:04704:3:Z4770172097;
C1CCC2CCNCC2CC1,144,47:04701:4:Z3604208620;47:04702:0:Z3816875665;47:04702:3:Z4209185858;
CC1CNc2ccccc2N(C)C1=O,107,47:04701:4:Z1315509770;47:04702:3:Z3297826915;47:04703:4:Z4314797216;
O=C1Cc2ccccc2CN1,87,47:04701:4:Z4506168703;47:04701:6:Z4238701249;47:04703:0:Z4238663990;
Cn1cc(Cl)ncc1=O,90,47:04701:4:Z3558226071;47:04702:3:Z3558052816;47:04703:0:Z3559537675;
C1COC2(CCC3(CC2)OCCO3)CN1,81,47:04701:4:Z3641351674;47:04701:4:Z3520724684;47:04701:6:Z3561937325;
CN1Cc2ccccc2CC1=O,109,47:04701:4:Z3639900887;47:04705:4:Z2699555759;47:04705:8:Z2691142552;
Cc1ccc2cc(F)ccc2n1,160,47:04701:4:Z4028915614;47:04702:3:Z2010803233;47:04704:2:Z4076421316;
Cn1c(=N)sc2ccccc21,65,47:04701:4:Z786057068;47:04701:4:Z1382718761;47:04702:9:Z3075604848;
c1n[nH]c2c1C1CCC(C2)N1,114,47:04701:4:Z2915774995;47:04701:8:Z2951583669;47:04701:9:Z4293360288;
CC1CC(C)NC(C)C1,216,47:04701:4:Z4101059515;47:04701:7:Z5053743034;47:04701:7:Z5053767939;
C1CCC2(CC1)COCCN2,225,47:04701:4:Z2298312174;47:04701:7:Z2298310724;47:04702:0:Z2298312261;
Cc1cnnc(Cl)c1,48,47:04701:4:Z5047259499;47:04702:4:Z4332931255;47:04703:6:Z4332930838;
CC1CN(C)C1,63,47:04701:4:Z3873914178;47:04705:3:Z3539363495;47:04706:6:Z3539366800;
c1cn2nccc2nn1,5,47:04701:4:Z3500100761;47:04710:2:Z3500102773;47:04736:5:Z3500101533;
O=C1NCCc2cncn21,159,47:04701:4:Z3614575693;47:04701:8:Z4055822498;47:04702:4:Z3204162627;
OC1CC2CCC1CC2,188,47:04701:4:Z2989344955;47:04701:6:Z2972319048;47:04701:9:Z3192150231;
Cn1nc2c(c1N)CNC2,42,47:04701:4:Z3558805896;47:04716:7:Z3844895373;47:04717:9:Z2654951326;
Cc1cncn1C,219,47:04701:4:Z3293674190;47:04701:7:Z2193981631;47:04701:8:Z2047684925;
Cc1cn2cccc(Cl)c2n1,8,47:04701:4:Z3710790748;47:04713:7:Z4562272410;47:04735:8:Z3710790863;
Cc1cc(C)c2cccnc2c1,129,47:04701:4:Z3475070072;47:04703:1:Z5058225518;47:04705:4:Z3701120756;
Oc1cncnc1,145,47:04701:4:Z4446278809;47:04703:3:Z4134426391;47:04706:3:Z4187973243;
Cc1cc(=O)c2ccccc2[nH]1,19,47:04701:4:Z3499834330;47:04708:7:Z2365122684;47:04728:7:Z2898222460;
CC1NCCC1N,90,47:04701:4:Z3364472053;47:04703:9:Z3365714798;47:04704:4:Z4208821981;
Clc1cnc2ccsc2c1,170,47:04701:4:Z3876112271;47:04701:8:Z4154344029;47:04703:7:Z4079982152;
O=S1(=O)CCC2CCCCN21,49,47:04701:4:Z4253358360;47:04702:4:Z4257245504;47:04703:0:Z4907144949;
Cc1nn2c(O)ccnc2c1C,6,47:04701:4:Z4458684515;47:04721:6:Z4458729102;47:04731:1:Z4458700225;
C1COCC2(C1)CCNC2,455,47:04701:4:Z2926750103;47:04701:6:Z2045843298;47:04702:2:Z2504180303;
OC1CC2CCC(C1)C2,182,47:04701:4:Z3790397530;47:04701:5:Z3652102505;47:04701:9:Z3652116190;
CC1OCC2(CCCO2)C1C,181,47:04701:4:Z2878199027;47:04701:8:Z2862518266;47:04702:0:Z3496946729;
c1cnc2c(c1)NCCCC2,136,47:04701:4:Z4126716039;47:04702:2:Z4664339791;47:04703:9:Z2791588099;
CC1NCCC1O,702,47:04701:4:Z3835473105;47:04701:4:Z3835467952;47:04701:4:Z3835467913;
Cc1ccc2c(c1C)NCCC2,71,47:04701:4:Z4455807520;47:04705:6:Z2816392355;47:04707:0:Z2326154952;
Clc1cc2c(s1)C1(CCNCC1)OCC2,40,47:04701:4:Z3879160164;47:04702:8:Z3879160824;47:04704:3:Z3892853282;
Cc1cncc2ccccc12,139,47:04701:4:Z4267699466;47:04702:2:Z4274746230;47:04702:2:Z3873638441;
Clc1cncc2sccc12,153,47:04701:4:Z4577672036;47:04701:4:Z4577739860;47:04701:9:Z4228805672;
CN1C(=O)NCC12CCNCC2,255,47:04701:4:Z2704761867;47:04702:7:Z3784425483;47:04703:7:Z4064253260;
O=S1(=O)CCc2[nH]ncc2C1,73,47:04701:4:Z5055084427;47:04702:0:Z5045404656;47:04703:3:Z5045188116;
FC12CC(C1)C2,126,47:04701:4:Z3569144211;47:04701:5:Z3048132903;47:04701:7:Z3047322369;
Clc1ccc2[nH]ccc2c1Cl,125,47:04701:4:Z2187966049;47:04702:4:Z3641392200;47:04703:7:Z1542524686;
CC1CCc2c(sc3nc[nH]c(=O)c23)C1,22,47:04701:4:Z2769056257;47:04719:0:Z4427217976;47:04720:3:Z152450446;
O=c1cc(Cl)[nH]c(=O)[nH]1,47,47:04701:4:Z1607791930;47:04702:5:Z1624948315;47:04703:2:Z3789889664;
Cc1cccc2[nH]c(=O)sc12,13,47:04701:4:Z2442456165;47:04706:1:Z2442458337;47:04708:8:Z4236429635;
Nc1ccc2cncnc2n1,103,47:04701:4:Z2010766542;47:04702:6:Z1607209256;47:04704:8:Z2273488357;
Cc1nc2scc(C)c2c(=O)[nH]1,119,47:04701:4:Z26761077;47:04701:8:Z4126076141;47:04702:7:Z4125999644;
Fc1cc2nccnc2cc1F,124,47:04701:4:Z1687532599;47:04701:5:Z3395973751;47:04701:6:Z3833831822;
Oc1ccc2c(n1)CCNC2,138,47:04701:4:Z4058429932;47:04701:9:Z4063243618;47:04702:8:Z4058884584;
O=S1(=O)CC2(CCC2)CN1,92,47:04701:4:Z3796839857;47:04701:7:Z3796889555;47:04702:4:Z3796856798;
O=C1NCC2(CC2)C(=O)N1,27,47:04701:4:Z3211328606;47:04702:8:Z3211131001;47:04703:0:Z3211170105;
O=C1CCCC2CC12,282,47:04701:4:Z4317437829;47:04702:4:Z4960877154;47:04703:3:Z4325002375;
Nc1nc2ccccc2[nH]1,162,47:04701:4:Z4292217499;47:04701:5:Z4307296839;47:04703:0:Z4307850321;
O=c1[nH]c2ccncc2o1,9,47:04701:4:Z4522069775;47:04723:3:Z4522071714;47:04728:1:Z4522072005;
c1cnc2cnoc2c1,103,47:04701:5:Z4403941104;47:04701:7:Z4403942743;47:04702:0:Z4466056805;
Cc1ccc2c(c1)CCCCO2,58,47:04701:5:Z4391681326;47:04705:5:Z3360851012;47:04706:2:Z3361771901;
c1cnc2[nH]ccc2n1,148,47:04701:5:Z3793282336;47:04703:1:Z3999411859;47:04703:4:Z3837812148;
c1ncc2occc2n1,59,47:04701:5:Z4232161834;47:04701:8:Z4226720342;47:04702:2:Z4223832632;
C1CCCCNCCCC1,98,47:04701:5:Z3641753892;47:04704:7:Z3522087622;47:04705:1:Z4609035036;
Oc1ccc2ncoc2c1,85,47:04701:5:Z3343521103;47:04701:9:Z2602237186;47:04702:0:Z4621491460;
Cc1ccoc(=O)c1,101,47:04701:5:Z4262833005;47:04705:3:Z4266677942;47:04705:3:Z4235929040;
C1CNCC2CC2C1,209,47:04701:5:Z3045092084;47:04701:7:Z4204795269;47:04701:7:Z3044283580;
O=c1cnc2cc(F)c(F)cc2[nH]1,16,47:04701:5:Z1171233474;47:04702:4:Z1171233287;47:04710:2:Z1227789886;
C1CNC2CCC3(CC2C1)OCCO3,79,47:04701:5:Z3610549232;47:04702:3:Z3385755698;47:04703:6:Z4110609725;
CC1(C)CNc2ccccc2S1,65,47:04701:5:Z4112543660;47:04701:5:Z4112544830;47:04702:2:Z1883276217;
Nc1cncnc1,115,47:04701:5:Z2094772059;47:04701:5:Z1570957904;47:04701:5:Z3079069397;
CC1NC(C)C2CCCCC12,95,47:04701:5:Z5020495598;47:04701:9:Z4478945149;47:04702:6:Z4456343533;
NC1CC2(C1)NCCN1CCCC12,73,47:04701:5:Z3498455298;47:04705:6:Z3040205330;47:04706:5:Z3040326629;
O=c1cc(Cl)c2ccccc2[nH]1,72,47:04701:5:Z3817607255;47:04702:0:Z3817330224;47:04708:5:Z3817449990;
Cn1cnnc1N,16,47:04701:5:Z2503959145;47:04701:8:Z2503951791;47:04705:4:Z1429715748;
O=C1COCc2ncsc21,118,47:04701:5:Z3627754562;47:04701:8:Z4216876310;47:04702:0:Z3520755577;
O=c1ccc2ccc(Cl)c(Cl)c2[nH]1,77,47:04701:5:Z3050412928;47:04705:3:Z3050830408;47:04705:7:Z3051103390;
Fc1ccc2cncnc2c1,154,47:04701:5:Z4232002871;47:04702:3:Z1730841745;47:04703:0:Z3561953973;
O=c1cc2c(c[nH]1)COCC2,30,47:04701:5:Z4217066562;47:04701:7:Z4217070039;47:04702:1:Z4238183883;
c1ccc2c(c1)COC21CCCCC1,69,47:04701:5:Z4353264807;47:04702:7:Z4353262903;47:04704:0:Z4170268767;
O=c1cc[nH]c2ccsc12,18,47:04701:5:Z1273002262;47:04710:6:Z1552005069;47:04720:0:Z3799156847;
c1cc2c(s1)C1(CCNCC1)OCC2,123,47:04701:5:Z3076610156;47:04701:6:Z1620018438;47:04702:3:Z2364357143;
Cc1cccc2nccc(=O)n12,145,47:04701:5:Z3518981578;47:04701:8:Z1185973135;47:04702:9:Z1176633147;
O=C1CCCc2c[nH]nc21,26,47:04701:5:Z2898239980;47:04706:8:Z2898240417;47:04709:2:Z2898240983;
Cc1[nH]c2ncncc2c1C,150,47:04701:5:Z2433393307;47:04702:7:Z4923489014;47:04702:9:Z2433296732;
CC1NCCc2cc(Cl)c(Cl)cc21,63,47:04701:5:Z2181331971;47:04702:6:Z4643057842;47:04704:6:Z1414294877;
c1ccc2c(c1)ncc1cccn12,28,47:04701:5:Z2615254362;47:04705:9:Z2612929537;47:04716:4:Z4185105778;
Oc1ccc2ncncc2c1,84,47:04701:5:Z3559040473;47:04702:7:Z3560603398;47:04703:8:Z3556650577;
CC1(C)NCc2scnc21,125,47:04701:5:Z3386025975;47:04703:1:Z3519495673;47:04703:2:Z4144705418;
CC1CNCCc2ccc(Cl)cc21,246,47:04701:5:Z3605084552;47:04701:5:Z2801916402;47:04703:0:Z3322014767;
O=C1COc2ccc(F)cc2N1,116,47:04701:5:Z3633291534;47:04703:8:Z3701452525;47:04704:6:Z3697819431;
O=C1c2ccccc2-c2ccccc21,24,47:04701:5:Z4922291322;47:04703:7:Z2849796816;47:04704:8:Z57679579;
c1cc2c(cn1)CNC2,128,47:04701:5:Z2502075295;47:04702:6:Z2777228808;47:04702:8:Z2959722119;
Cc1ccc2c(c1)C(=O)NCCN2,52,47:04701:5:Z5058964315;47:04701:5:Z5058964287;47:04701:5:Z5058957408;
C1CC2CC(C1)C2,12,47:04701:5:Z2771896456;47:04703:1:Z3625273052;47:04707:0:Z3625273039;
Cc1cc2cccc(C)c2s1,48,47:04701:5:Z2370622508;47:04703:3:Z4278321615;47:04708:0:Z2371648313;
Cc1csc2ncsc12,7,47:04701:5:Z2817155812;47:04701:5:Z4377132418;47:04731:2:Z4652770031;
C1CC12CNOC2,193,47:04701:5:Z3587273912;47:04702:8:Z3186849733;47:04702:8:Z3587244771;
C1CC2CN(C1)CCO2,287,47:04701:5:Z2282628883;47:04702:0:Z2282628433;47:04702:1:Z4271907906;
Cc1cnc2ccccn2c1=O,48,47:04701:5:Z4026305125;47:04705:6:Z4026470415;47:04705:6:Z4025992115;
Clc1ncc[nH]1,154,47:04701:5:Z3582642370;47:04701:9:Z3526585707;47:04703:0:Z4188166270;
O=C1CCCc2ocnc21,36,47:04701:5:Z4258183371;47:04701:8:Z4258176757;47:04704:5:Z4258180545;
Cc1ccc(Cl)nn1,55,47:04701:5:Z2873143521;47:04709:3:Z4654300421;47:04711:3:Z4400316510;
Cc1nscc1Cl,141,47:04701:5:Z2109674178;47:04702:0:Z2293402150;47:04702:2:Z2868890095;
NC1C2CCC3C(C2)C13,2,47:04701:5:Z4447512048;47:04766:5:Z4448232653;
Cc1cnc2n1CCC2,355,47:04701:5:Z3508219283;47:04701:6:Z4251558975;47:04701:7:Z4251561321;
CC12COC(OC1)OC2,19,47:04701:5:Z5053543857;47:04722:2:Z4265587598;47:04728:7:Z4266558912;
Nc1nc(O)c2c(n1)CNC2,45,47:04701:5:Z4829324979;47:04704:7:Z4275828971;47:04711:5:Z4275825728;
CC1CNCC2(CCCCC2)O1,160,47:04701:5:Z2501104389;47:04702:0:Z2506669672;47:04703:6:Z2774930885;
Oc1ncnc2cnccc12,49,47:04701:5:Z3561968767;47:04702:2:Z3558421746;47:04704:2:Z3555952468;
Cc1cc2scc(C)c2cc1C,69,47:04701:5:Z1892109552;47:04707:3:Z1890008429;47:04710:5:Z2098666862;
O=c1[nH]c(=O)c2cccnc2[nH]1,133,47:04701:5:Z1577092876;47:04703:9:Z2464291843;47:04704:0:Z1291054537;
CC1CCC2OCCC2N1,55,47:04701:5:Z2012620610;47:04703:7:Z2774236403;47:04704:4:Z2600669317;
Clc1csc2sccc12,105,47:04701:5:Z3060054241;47:04703:9:Z375680610;47:04704:3:Z2916463389;
Oc1cccc2c1CCCNC2,205,47:04701:5:Z4909146866;47:04701:6:Z4907390891;47:04703:6:Z4907385990;
O=C1NCCC2CCCN12,374,47:04701:5:Z4151264055;47:04701:5:Z4152168779;47:04702:0:Z4177080447;
CC1Cc2cc(F)ccc2C(C)N1,72,47:04701:5:Z4917620344;47:04703:2:Z3542730916;47:04705:3:Z2483092073;
O=C1CC2COCCC2=NN1,3,47:04701:5:Z4187345410;47:04737:4:Z4187345558;47:04752:7:Z4187350264;
C1=CCCNCC1,74,47:04701:5:Z2265069638;47:04704:7:Z2601212085;47:04707:1:Z3052360328;
CC1(C)CCNCC(C)(C)C1,107,47:04701:5:Z2645366264;47:04701:9:Z2645364071;47:04702:7:Z2606418195;
Cc1cc2c(cc1C)OCCCC2,21,47:04701:5:Z4342551807;47:04701:5:Z4169206308;47:04707:2:Z1569533958;
C1CCNOCC1,225,47:04701:5:Z3694487738;47:04701:7:Z3641778823;47:04702:2:Z2475286326;
Cc1nccc2nncn12,121,47:04701:5:Z2347585739;47:04701:8:Z1262405576;47:04701:9:Z2701027477;
Nc1ncc2c(n1)CNC2,109,47:04701:5:Z4230038770;47:04703:1:Z4230029161;47:04704:8:Z4275419468;
CC1CNc2ccc(F)cc2O1,156,47:04701:5:Z2222152884;47:04701:8:Z2069250457;47:04705:0:Z3407298480;
Cc1ccnc2nc(O)[nH]c(=O)c12,59,47:04701:5:Z1313308091;47:04702:2:Z1313060664;47:04705:2:Z1903337567;
OC1CNc2ccc(F)cc2C1,95,47:04701:5:Z5018030591;47:04701:9:Z5018030835;47:04702:1:Z5018030698;
Nc1ccnnc1,68,47:04701:5:Z3650736274;47:04704:1:Z5023233258;47:04706:2:Z3556682442;
Oc1ccnc(O)n1,88,47:04701:6:Z2003166552;47:04703:1:Z2631558333;47:04703:6:Z3536521137;
Cn1cnc2c1CCNC21CCNC1,51,47:04701:6:Z3498156767;47:04702:4:Z3505403868;47:04705:2:Z3523017004;
CC1CCN(C)c2ccccc2N1,86,47:04701:6:Z4147110629;47:04701:6:Z4147110490;47:04701:6:Z4147110630;
Cc1[nH]c2nc[nH]c(=O)c2c1C,25,47:04701:6:Z3500634446;47:04703:8:Z3500630914;47:04710:9:Z3500634580;
O=C1NS(=O)(=O)c2c(Cl)cccc21,32,47:04701:6:Z1994036368;47:04701:7:Z3341395256;47:04702:3:Z1994045492;
O=c1[nH]ncc2sccc12,12,47:04701:6:Z2994095463;47:04712:3:Z2994097532;47:04719:0:Z3064939866;
Cc1cccc2c1CNCCN2,15,47:04701:6:Z2369975809;47:04703:0:Z4204284636;47:04705:3:Z2369975390;
Fc1ccc2c(c1Cl)NCCC2,41,47:04701:6:Z4377026359;47:04702:6:Z4377026300;47:04704:6:Z4377026282;
CC1(C)CCc2ccnnc21,50,47:04701:6:Z4234447235;47:04705:5:Z3870396164;47:04706:6:Z3870396831;
C1CC2CNCC(C1)NC2,176,47:04701:6:Z3795285016;47:04702:1:Z4003494056;47:04702:9:Z4314338362;
c1cc2cscc2s1,114,47:04701:6:Z3626978310;47:04703:8:Z2711538506;47:04705:0:Z3611612221;
Cc1ccc2ncncc2c1,280,47:04701:6:Z4311620165;47:04701:6:Z4311523181;47:04701:6:Z4312983599;
Nc1cnc(Cl)nc1,105,47:04701:6:Z3558316357;47:04703:4:Z3393415892;47:04703:7:Z3557716936;
Oc1cnnc2c(F)cccc12,68,47:04701:6:Z4308501681;47:04704:8:Z4222928454;47:04704:8:Z4307465297;
CC1(C)CNC(=O)c2ccoc2C1,89,47:04701:6:Z3874243892;47:04701:8:Z2843125606;47:04704:6:Z2826356598;
NC1CCCCNC1,148,47:04701:6:Z3635178863;47:04702:6:Z3699851558;47:04702:9:Z4055915349;
Cc1nc2n(n1)CCC=N2,97,47:04701:6:Z4224820943;47:04703:9:Z4224795820;47:04704:3:Z4224818569;
O=c1ccc2cc(F)ccc2[nH]1,140,47:04701:6:Z3604307081;47:04702:3:Z1239070066;47:04702:8:Z2334993124;
Fc1cnc(Cl)nc1Cl,79,47:04701:6:Z2699327153;47:04702:6:Z2699379202;47:04703:8:Z3395490690;
Clc1ccc2c(c1)NCCO2,148,47:04701:6:Z4319590487;47:04702:2:Z1265457103;47:04702:9:Z1882929264;
c1ccc2c(c1)COC21CCNC1,177,47:04701:6:Z2851090843;47:04701:8:Z2092465733;47:04701:9:Z3938264579;
Clc1cc(Cl)c2c(c1)CCCN2,17,47:04701:6:Z2319156040;47:04701:8:Z4131998070;47:04702:8:Z1505167659;
NC1CCCC2CC12,246,47:04701:6:Z3518565039;47:04701:9:Z4217139599;47:04702:5:Z3548729553;
CC1(C)CS(=O)(=O)CCN1,73,47:04701:6:Z2627394856;47:04701:6:Z2063149764;47:04702:1:Z2193844170;
Cc1cccc2c1C(C)CC2=O,73,47:04701:6:Z288603666;47:04701:7:Z344900640;47:04701:9:Z2360663201;
CC1(C)CCCC(N)C1,24,47:04701:6:Z2926741103;47:04703:8:Z2926818715;47:04704:6:Z2926785385;
O=C1NCCCc2ncsc21,107,47:04701:6:Z4150813248;47:04702:2:Z3244359076;47:04704:4:Z4029063735;
O=C1CCNc2ccc(O)cc21,62,47:04701:6:Z2914322394;47:04704:7:Z3203279366;47:04705:4:Z2914320406;
Cc1ccc(F)c2c1CCNC2,164,47:04701:6:Z3573539129;47:04701:6:Z3654951081;47:04702:4:Z3553873192;
OC1CC(O)C12CCCNC2,245,47:04701:6:Z4027109131;47:04702:1:Z4027111777;47:04702:1:Z4023348478;
Cc1cc(O)cc(=O)o1,46,47:04701:6:Z4351195601;47:04702:1:Z4351196078;47:04703:1:Z4351193130;
O=C1CCNC2CCNCC2N1,153,47:04701:6:Z4134334631;47:04702:3:Z4138925891;47:04702:8:Z4145169480;
O=S1(=O)CCNC2CCOCC21,118,47:04701:6:Z2960295449;47:04701:6:Z3052562351;47:04703:1:Z2305454137;
O=C1CNS(=O)(=O)N1,84,47:04701:6:Z4458823324;47:04701:6:Z4458823486;47:04704:7:Z4917149689;
Cc1nnc2n1CCNC2,64,47:04701:6:Z2609920401;47:04702:3:Z3351731061;47:04703:4:Z2489472430;
CC1(C)NC(=O)C2(CCNCC2)O1,219,47:04701:6:Z3624737663;47:04701:6:Z3624738393;47:04701:8:Z3624742505;
CC1CC2CNCC2N1,151,47:04701:6:Z2828513745;47:04702:4:Z2828506866;47:04702:4:Z4054857329;
C1CCC2CNN=C2C1,12,47:04701:6:Z4256090976;47:04701:9:Z4256271937;47:04705:2:Z4251637894;
Cc1cnn2ccncc12,78,47:04701:6:Z3828935499;47:04704:4:Z3830549161;47:04704:8:Z4234195874;
