fragment_smiles,occurences,example_ligands
Cc1nc2ccccc2n(C)c1=O,70954,193:19303:9:PV-006646478990;193:19304:4:PV-003885679299;193:19304:7:PV-003885716112;;
CC1(C)CCNCCS1(=O)=O,36959,193:19303:9:PV-006646487235;193:19316:4:PV-006652972718;193:19322:0:PV-002187214920;;
CN1CCC2(CC1)CC(O)CN2,21589,193:19303:9:PV-006646489546;193:19305:4:PV-006647344640;193:19311:0:PV-003035441159;;
O=C1NCCC12CCNC2,42193,193:19303:9:PV-006646497569;193:19328:2:PV-003889787931;193:19332:2:PV-003036864886;;
O=S1(=O)CCNCC(F)(F)C1,30017,193:19303:9:PV-006646506184;193:19306:7:PV-006647966913;193:19314:6:PV-006652081844;;
Cc1ccc2[nH]nnc2c1,23631,193:19303:9:PV-006646513203;193:19304:8:PV-006646938752;193:19306:3:PV-006647732438;;
O=C1NCC2CNCCN12,72442,193:19303:9:PV-006646516876;193:19305:8:PV-006647523052;193:19311:0:PV-004137481774;;
Clc1cc2[nH]ccc2o1,22849,193:19303:9:PV-006646529153;193:19304:2:PV-006646634852;193:19304:8:PV-006647053470;;
c1ccc2c(c1)CNCC1(CNC1)O2,43487,193:19303:9:PV-006646531834;193:19306:2:PV-003885988654;193:19307:4:PV-004137308465;;
Clc1ccc2oncc2c1,7052,193:19303:9:PV-006646533745;193:19337:2:PV-006663652949;193:19349:5:PV-004139284623;;
O=C1CC2CNC1C2,37870,193:19303:9:PV-006646537679;193:19306:8:PV-003886080678;193:19311:1:PV-003886818896;;
C1COC2CCC2C1,96627,193:19303:9:PV-006646553485;193:19303:9:PV-006646553486;193:19303:9:PV-006646553487;;
Cc1cccc2ncccc12,219510,193:19303:9:PV-006646555181;193:19304:6:PV-001567515864;193:19304:8:PV-006646940575;;
O=S1(=O)CCCC2(CCN2)C1,27801,193:19303:9:PV-006646571306;193:19308:8:PV-006649067630;193:19317:3:PV-006653396562;;
O=C1Nc2ccccc2S(=O)(=O)N1,10098,193:19303:9:PV-006646572012;193:19305:4:PV-006647263520;193:19314:5:PV-006652004161;;
NC1CNC2(CCOCC2)C1,13019,193:19303:9:PV-006646589620;193:19306:6:PV-006647957035;193:19357:9:PV-006674235960;;
Clc1ccc2[nH]cc(Cl)c2c1,21822,193:19303:9:PV-006646589743;193:19305:3:PV-002187041158;193:19306:0:PV-006647554162;;
CC1CC(=O)Nc2ccccc2N1,59071,193:19303:9:PV-003885578069;193:19305:8:PV-002601045496;193:19307:9:PV-006648598065;;
c1cnc2cnoc2c1,25518,193:19304:0:PV-003034964584;193:19305:2:PV-003885788561;193:19305:2:PV-003035046663;;
CC1CNCC2(CCCC2)O1,32954,193:19304:0:PV-002445777725;193:19304:1:PV-003034977566;193:19309:2:PV-003035323220;;
Clc1cc(Cl)c2c(c1)CNCC2,16021,193:19304:0:PV-002342279381;193:19309:4:PV-006649349986;193:19312:8:PV-006651131834;;
Oc1ccc2c(c1)CNC2,28903,193:19304:0:PV-002187026977;193:19305:5:PV-002290544214;193:19319:2:PV-003888219155;;
FC(F)=C1CCNCC1,36391,193:19304:0:PV-004137149264;193:19304:0:PV-003034972779;193:19308:6:PV-003886398209;;
Nc1cnc[nH]1,14882,193:19304:0:PV-002290528860;193:19304:0:PV-003034968347;193:19304:6:PV-003885689761;;
Fc1cc(Cl)c2ncccc2c1,6743,193:19304:0:PV-003034968668;193:19309:4:PV-006649396519;193:19354:7:PV-004139531384;;
c1cnc2nc[nH]c2c1,37765,193:19304:0:PV-002394031709;193:19304:0:PV-003034972600;193:19306:4:PV-003886007813;;
CC1CNCC(C)(C)CO1,42529,193:19304:0:PV-003034969036;193:19308:3:PV-003886326750;193:19310:0:PV-006649649991;;
Cc1cc2[nH]ncc2c(=O)n1C,8859,193:19304:0:PV-002445778396;193:19308:3:PV-002135326361;193:19308:6:PV-003886397825;;
C1CNCOC1,39576,193:19304:0:PV-003885591898;193:19307:1:PV-003035180926;193:19310:1:PV-002290593076;;
Cn1ccc2ncncc21,15129,193:19304:0:PV-003034969716;193:19317:1:PV-004137768668;193:19321:7:PV-003036154098;;
CN1CCC2CCNC2C1,39777,193:19304:0:PV-003885592591;193:19307:9:PV-003886270205;193:19312:6:PV-003887076937;;
c1[nH]nc2c1CCC2,50461,193:19304:0:PV-003034970053;193:19312:8:PV-003035558176;193:19315:2:PV-006652315917;;
CC1CCNc2ccccc2S1,20336,193:19304:0:PV-002187027567;193:19337:8:PV-003891444996;193:19339:3:PV-006664739278;;
c1nc2cc3c(cc2s1)OCCO3,4570,193:19304:0:PV-004137150948;193:19325:6:PV-003036417720;193:19326:5:PV-006658136527;;
Cc1c(N)cnn1C,25284,193:19304:0:PV-003034971113;193:19304:7:PV-003035016459;193:19318:0:PV-003035910177;;
OC1COC2(CCNC2)CC1O,29440,193:19304:0:PV-003885596011;193:19305:8:PV-003885900634;193:19308:0:PV-004137341632;;
CC1CC2(CNC2)CO1,36114,193:19304:0:PV-003034972444;193:19304:3:PV-004137163302;193:19304:9:PV-003035034319;;
Cc1ccc(=O)[nH]c1,97036,193:19304:0:PV-002445778927;193:19305:8:PV-006647521761;193:19307:3:PV-003035189049;;
C1=NOC2CCCCC12,52221,193:19304:0:PV-003885601192;193:19307:9:PV-003886264025;193:19315:7:PV-003887619395;;
c1n[nH]c2c1NCCC2,55710,193:19304:0:PV-003885602067;193:19304:8:PV-003885735179;193:19306:1:PV-006647657651;;
c1cc2c3c(c1)CNCC3CCC2,12555,193:19304:0:PV-002238778689;193:19325:2:PV-002601246448;193:19338:9:PV-002549636857;;
O=c1ccc2cc(Cl)ccc2[nH]1,41678,193:19304:1:PV-004137153957;193:19304:2:PV-006646649012;193:19304:2:PV-006646687691;;
Nc1ccc2cccnc2n1,54535,193:19304:1:PV-003885607776;193:19304:2:PV-006646692033;193:19304:2:PV-006646692034;;
c1cnc2c(c1)NCCO2,38135,193:19304:1:PV-003885608009;193:19307:8:PV-003886248440;193:19309:2:PV-003886484955;;
NC1CCNc2ccccc21,5936,193:19304:1:PV-003885610798;193:19306:4:PV-006647840618;193:19312:4:PV-003035534597;;
C1CC2COCC3(CNCOC3)N2C1,12798,193:19304:1:PV-002445779584;193:19304:1:PV-002497532694;193:19366:6:PV-002549925032;;
Oc1ccc2c(c1)CCCN2,14688,193:19304:1:PV-003034977099;193:19304:3:PV-003034988818;193:19306:4:PV-003886007055;;
CC1CNCC(=O)N1C,60735,193:19304:1:PV-003034977237;193:19306:0:PV-006647547461;193:19306:3:PV-006647735924;;
O=C1NCCc2ncccc21,32523,193:19304:1:PV-003885612181;193:19304:6:PV-003885691452;193:19304:7:PV-003885721730;;
Cc1nc2ccccc2cc1O,13033,193:19304:1:PV-003034977566;193:19306:5:PV-003035142489;193:19306:5:PV-003035142490;;
c1ccc2c(c1)C1CCC2C1,4744,193:19304:1:PV-003885613188;193:19307:0:PV-003886109272;193:19309:4:PV-003886532254;;
Fc1ccc(F)c2c1CCCO2,63247,193:19304:1:PV-003885614051;193:19304:1:PV-003885614052;193:19307:1:PV-003886143607;;
Cc1ncn(C)n1,43599,193:19304:1:PV-003885614742;193:19304:3:PV-003885643088;193:19305:1:PV-003885786324;;
CC1CNc2ccc(F)cc2O1,22236,193:19304:1:PV-003034978652;193:19325:2:PV-003036396011;193:19328:6:PV-006659270574;;
O=C1CCNC2(CCC2)C1,22880,193:19304:1:PV-002445779908;193:19307:7:PV-003886229390;193:19337:5:PV-006663833400;;
CC1CCN(C)C1=O,11789,193:19304:1:PV-003885617632;193:19306:0:PV-006647615171;193:19308:5:PV-003886377382;;
Cc1cc2scc(C)c2cc1C,22430,193:19304:1:PV-004137157672;193:19304:1:PV-004137157673;193:19306:4:PV-004137264860;;
CC1(O)CCS(=N)(=O)CC1,14532,193:19304:1:PV-004137158167;193:19316:3:PV-006652896567;193:19324:3:PV-006657038451;;
Cc1ccc2c(c1)CCC2,72741,193:19304:1:PV-003034981817;193:19306:4:PV-003035127603;193:19306:4:PV-003886004619;;
CC1(C)CCc2ccnnc21,9537,193:19304:1:PV-003034981872;193:19313:5:PV-003035607685;193:19314:2:PV-003035655630;;
C1=Nc2ncnn2CC1,2623,193:19304:1:PV-003034981880;;20:02005:3:Z4250839865;
Cc1nc(N)cc(=O)[nH]1,10585,193:19304:1:PV-003885624006;193:19329:1:PV-003889939388;193:19338:5:PV-003891556631;;
C1CC2CSCC2C1,92498,193:19304:1:PV-004137158861;193:19304:1:PV-004137158862;193:19305:5:PV-003885844724;;
O=C1CC2(CCC2)CN1,64672,193:19304:1:PV-002290531046;193:19305:6:PV-003035077748;193:19308:3:PV-003886328067;;
Fc1cccc2scc(Cl)c12,17363,193:19304:1:PV-002549277155;193:19304:2:PV-006646753929;193:19308:2:PV-006648777191;;
Cc1ccc2c(c1)NCC(C)O2,20156,193:19304:1:PV-003885626230;193:19311:3:PV-003035455257;193:19315:3:PV-003035729075;;
CC1CCOCN1,23660,193:19304:1:PV-003885626892;193:19304:4:PV-004137168137;193:19311:9:PV-003886947912;;
FC1(F)CC2(CCNC2)C1,35470,193:19304:1:PV-006646600579;193:19315:9:PV-003887652171;193:19318:6:PV-003888115953;;
Cc1ccc2[nH]ccc(=O)c2c1,24215,193:19304:2:PV-006646603617;193:19306:5:PV-002238804238;193:19308:9:PV-002497582681;;
Clc1cccc2nsnc12,21414,193:19304:2:PV-006646608741;193:19308:4:PV-006648814761;193:19319:5:PV-006654577207;;
Clc1ncc2oc3ccccc3c2n1,2907,193:19304:2:PV-006646616131;193:19306:9:PV-006648050840;193:19355:2:PV-006672900029;;
O=C1CNCC2CCCCN12,38281,193:19304:2:PV-006646620811;193:19305:2:PV-003035051110;193:19310:5:PV-003035407056;;
Cc1nc2n(n1)CCNC2,40476,193:19304:2:PV-006646632241;193:19319:3:PV-002549434385;;
C1CSC2(CNC2)N1,14957,193:19304:2:PV-006646633209;193:19319:7:PV-006654663484;193:19320:6:PV-006655152695;;
O=S1(=O)CCCc2cc(F)ccc21,18069,193:19304:2:PV-006646634852;193:19311:8:PV-006650597066;193:19313:4:PV-004137593754;;
CC1(C)CSCCN1,22713,193:19304:2:PV-006646640851;193:19307:1:PV-004137295392;193:19316:7:PV-004137747030;;
Cc1nnc2n1CCNC2C,29867,193:19304:2:PV-006646666865;193:19309:3:PV-002238833458;193:19327:9:PV-002497779160;;
O=C1CNc2cc(Cl)ccc2N1,4005,193:19304:2:PV-006646670329;193:19305:1:PV-006647141575;193:19308:2:PV-006648715590;;
Fc1cc(Cl)cc(Cl)c1,42096,193:19304:2:PV-006646695919;193:19319:2:PV-002601184786;193:19320:4:PV-006655036907;;
NC1CCn2nccc2C1,17734,193:19304:2:PV-006646696302;193:19315:0:PV-003887509485;193:19317:0:PV-006653241508;;
Cc1ncc2ccsc2n1,32441,193:19304:2:PV-006646703115;193:19305:5:PV-002601041808;193:19310:4:PV-002187094175;;
Clc1ccc2ncc3cncn3c2c1,4404,193:19304:2:PV-006646707403;193:19304:9:PV-003885747584;193:19307:1:PV-002238810262;;
Clc1cnc2ccccc2n1,15295,193:19304:2:PV-006646708699;193:19307:6:PV-006648445098;193:19310:6:PV-006649998943;;
O=C1CCOc2ccc(Cl)cc21,34745,193:19304:2:PV-006646714175;193:19304:2:PV-006646714176;193:19304:2:PV-006646714177;;
CC1(C)CNCCS1=O,32350,193:19304:2:PV-006646714423;193:19308:1:PV-006648681030;193:19313:7:PV-004137603837;;
NC1CCS(=O)(=O)C2(CCC2)C1,11080,193:19304:2:PV-006646726337;193:19311:1:PV-004137485262;193:19313:0:PV-006651154650;;
Fc1ccc(Cl)c2c1NCCC2,8527,193:19304:2:PV-006646735746;193:19304:2:PV-006646735747;193:19304:2:PV-006646735748;;
FC1(F)CCNCC12CCC2,28067,193:19304:2:PV-006646737419;193:19312:3:PV-003887043936;193:19313:7:PV-003035623392;;
FC12CCOCC1CNC2,47696,193:19304:2:PV-006646737820;193:19308:8:PV-003886420549;193:19314:3:PV-003887374562;;
c1ccc2c(c1)CCCC21CCCNC1,7375,193:19304:2:PV-006646741126;193:19307:7:PV-002601064810;193:19316:4:PV-006652932653;;
C1COCC2(C1)CNCCO2,65119,193:19304:2:PV-006646742890;193:19306:7:PV-004137278223;193:19325:7:PV-004138170146;;
C1CNC2(C1)CCSCC2,29491,193:19304:2:PV-006646750190;193:19308:1:PV-004137345363;193:19316:4:PV-006652955766;;
CC1CCNC2(CC2)C1,19194,193:19304:2:PV-003034984616;193:19305:3:PV-003035063180;193:19318:7:PV-003888151812;;
Fc1cccc2ncsc12,18998,193:19304:3:PV-002135283503;193:19312:5:PV-002601114948;193:19315:3:PV-002445896180;;
Nc1ncc2c(n1)CNCC2,18195,193:19304:3:PV-002135283512;193:19311:4:PV-002342357196;193:19321:2:PV-002394210831;;
Oc1ccc2c(c1)CNCCC2,22673,193:19304:3:PV-004137160987;193:19308:1:PV-003886300611;193:19315:0:PV-003887498500;;
Fc1cc2nc[nH]c2cc1Cl,7716,193:19304:3:PV-004137160991;193:19305:5:PV-002342295310;193:19314:8:PV-006652123029;;
CN1CCCNC1=O,28152,193:19304:3:PV-003034985274;193:19312:7:PV-004137559414;193:19323:5:PV-003888960732;;
C1Cc2[nH]nnc2CN1,43165,193:19304:3:PV-003034985476;193:19304:9:PV-003035025612;193:19306:1:PV-002549297167;;
O=C1CCc2cc3c(cc21)CCC3,10439,193:19304:3:PV-003034985545;193:19314:2:PV-003035655292;193:19320:2:PV-003036058633;;
Cc1ccc2c(c1)CC(C)NC2,18289,193:19304:3:PV-003034985586;193:19304:3:PV-003034985587;193:19312:3:PV-003035531037;;
Cc1cccc2ncn(C)c12,14735,193:19304:3:PV-002290531550;193:19304:6:PV-003885704271;193:19310:7:PV-003886755016;;
C1CC2CNCC1O2,151849,193:19304:3:PV-003034986418;193:19304:9:PV-003035027006;193:19315:6:PV-003035746996;;
CC1(C)CNC(=O)C1,94625,193:19304:3:PV-003885635652;193:19305:7:PV-006647498854;193:19305:9:PV-002497550908;;
Nc1nc2ncccc2s1,29404,193:19304:3:PV-004137161930;193:19305:9:PV-003885930096;193:19306:0:PV-006647624346;;
Cn1ncc2cc(F)ccc21,137705,193:19304:3:PV-003034986761;193:19304:6:PV-003035011772;193:19304:7:PV-003035014715;;
c1ccc2c(c1)CCC21CC1,54139,193:19304:3:PV-002601029237;193:19305:3:PV-002187042125;193:19308:6:PV-001502318954;;
Cc1cccc2c1NCC2,46352,193:19304:3:PV-002497534427;193:19304:8:PV-006646948370;193:19307:1:PV-002497564182;;
Cn1c(=O)cc(O)c2ccccc21,24229,193:19304:3:PV-003034989468;193:19304:7:PV-003035016877;193:19319:0:PV-003888206331;;
C1=COCCN1,18151,193:19304:3:PV-003885643794;193:19304:3:PV-003885643795;193:19304:3:PV-003885643796;;
OC1CCNC2(CCC2)C1,28701,193:19304:3:PV-003885644119;193:19313:8:PV-004137612449;193:19325:3:PV-002497752078;;
c1ccc2c(c1)CC1(CCNCC1)C2,17270,193:19304:3:PV-003034991168;193:19306:8:PV-003886076460;193:19308:7:PV-003035287991;;
CC1CNCCN(C)C1,21979,193:19304:3:PV-003034991541;193:19347:4:PV-003037882804;193:19353:7:PV-003894184101;;
CN1C(=O)NS(=O)(=O)c2ccccc21,2063,193:19304:3:PV-002238781484;193:19314:7:PV-002394142692;193:19335:8:PV-002187356503;;
CN1CCC2(CCCCC2)CC1,12268,193:19304:3:PV-002135284651;193:19310:8:PV-002135352484;193:19341:1:PV-006665694568;;
FC1(F)CCC2CCCNC2C1,12390,193:19304:3:PV-003034992507;193:19312:4:PV-006650875028;193:19324:2:PV-003889101329;;
Cc1cc2c(c(=O)[nH]1)CCCN2,17688,193:19304:3:PV-003885652653;193:19318:9:PV-004137848716;193:19324:2:PV-004138095704;;
CC1(C)CC(C)(C)C1N,16666,193:19304:3:PV-003034993157;193:19304:6:PV-003035006791;193:19308:1:PV-003035245229;;
CC1(C)CC(=O)CN1,2969,193:19304:3:PV-003034993326;193:19312:7:PV-003887099446;193:19319:6:PV-003036015060;;
CN1C(=O)CCOc2ccccc21,48220,193:19304:3:PV-004137167130;193:19304:5:PV-006646830485;193:19308:0:PV-003886273869;;
OC1CC2NCCC12,55246,193:19304:3:PV-003885654894;193:19306:9:PV-003886097409;193:19311:5:PV-006650411894;;
O=C1CCC(=O)NC1,5692,193:19304:3:PV-003885655234;193:19307:6:PV-003886211197;193:19307:6:PV-003886211198;;
CC1Sc2ccccc2NC1=O,39724,193:19304:3:PV-004137167316;193:19305:7:PV-006647424040;193:19311:0:PV-004137478571;;
CC1NCCc2ncccc21,31869,193:19304:3:PV-003034994077;193:19318:6:PV-003035952503;193:19320:0:PV-006654861542;;
c1ccc2nc3c(cc2c1)CCC3,25367,193:19304:3:PV-002187031250;193:19308:4:PV-003035268191;193:19312:9:PV-002187120146;;
C1COC2(CC2)CN1,45764,193:19304:4:PV-003034994692;193:19306:4:PV-003035133114;193:19309:9:PV-003886628213;;
Cn1ncc2c(O)cccc21,81138,193:19304:4:PV-002549279371;193:19304:9:PV-002238787742;193:19305:2:PV-002290541797;;
Cc1ncc2cnn(C)c2n1,20818,193:19304:4:PV-003885663633;193:19370:0:PV-002394715031;;
NC1CC2CCCC12,110090,193:19304:4:PV-004137170672;193:19304:4:PV-004137170673;193:19309:5:PV-003886538532;;
Cc1c2ccccc2nn1C,27615,193:19304:4:PV-003885667922;193:19307:9:PV-006648616139;193:19311:8:PV-006650646049;;
Cc1ccc2nc(C)cn2c1,18892,193:19304:4:PV-003034998768;193:19311:7:PV-003035484460;193:19313:7:PV-003035618610;;
CC1COCCCN1,43987,193:19304:4:PV-003885668993;193:19305:0:PV-003885781446;193:19316:8:PV-002705965741;;
CC12CNCC1C1CCC2C1,23261,193:19304:4:PV-003885670427;193:19308:3:PV-003886334529;193:19309:9:PV-006649605993;;
CC1NCCc2sccc21,15729,193:19304:4:PV-004137172174;193:19328:7:PV-002446033631;193:19352:9:PV-002291034630;;
CC1CCC2CN=CN2C1,5013,193:19304:4:PV-004137172178;193:19323:8:PV-003036302550;193:19328:0:PV-004138275909;;
O=c1[nH]cnc2c1CNC2,35511,193:19304:4:PV-003885673473;193:19305:6:PV-003885873461;193:19306:4:PV-003886014194;;
FC=C1CCCC1,38245,193:19304:4:PV-003885679821;193:19305:0:PV-003885761509;193:19306:8:PV-003886085938;;
Cn1ccc2c1CNCC2,20861,193:19304:4:PV-003035003377;193:19305:9:PV-003035096389;193:19307:0:PV-006648157075;;
C1CCC2(CC1)CCCNCC2,14813,193:19304:4:PV-003885680150;193:19323:5:PV-002342482697;193:19337:6:PV-002446125494;;
CC1CC(=O)CCN1,11847,193:19304:4:PV-003885680160;193:19307:4:PV-002290563904;193:19309:9:PV-003035372574;;
CN1C2CCCC1CNCC2,19194,193:19304:5:PV-004137174775;193:19316:1:PV-006652828873;193:19328:2:PV-003036598952;;
Cc1cncc(O)c1,30950,193:19304:5:PV-002135286533;193:19305:3:PV-002187041587;193:19306:8:PV-003035158232;;
Cc1ncc2c(C)c(C)sc2n1,19908,193:19304:5:PV-006646758864;193:19338:7:PV-006664425118;193:19339:9:PV-004138833990;;
Clc1ccno1,29273,193:19304:5:PV-006646761871;193:19305:6:PV-004137225836;193:19311:6:PV-004137505625;;
c1cnc2c(c1)C1(CCC2)OCCO1,3797,193:19304:5:PV-006646766709;193:19318:8:PV-006654144428;193:19320:0:PV-006654847339;;
Clc1ccc2c(c1)COCO2,17081,193:19304:5:PV-006646767548;193:19316:7:PV-004137746562;193:19358:7:PV-004139717020;;
CC1NCCCC1(C)C,29567,193:19304:5:PV-006646779004;193:19305:6:PV-003035083536;193:19313:6:PV-006651523446;;
C1CC2(CCO1)OC1CC2C1,3246,193:19304:5:PV-006646782289;193:19329:5:PV-006659754590;193:19337:5:PV-003037221405;;
Cc1c(Cl)ccc2[nH]ccc12,68938,193:19304:5:PV-006646800360;193:19305:2:PV-004137206279;193:19310:9:PV-003886787856;;
NC1CC(=O)C1,22721,193:19304:5:PV-006646801374;193:19306:0:PV-006647565437;193:19338:0:PV-006664066358;;
Clc1noc2ccccc12,15974,193:19304:5:PV-006646806466;193:19304:5:PV-006646845473;193:19307:0:PV-006648119793;;
c1cnc2scnc2n1,17748,193:19304:5:PV-006646822004;193:19307:0:PV-006648113328;193:19314:2:PV-003035654100;;
Nc1nccc(Cl)n1,26876,193:19304:5:PV-006646837456;193:19305:6:PV-002290545483;193:19305:8:PV-006647535726;;
O=S1(=O)CC2CC1CN2,37303,193:19304:5:PV-006646837778;193:19312:2:PV-004137536249;193:19339:6:PV-006664915399;;
Oc1ccc2c(c1)OCCN2,3945,193:19304:5:PV-006646839865;193:19333:2:PV-006661573173;193:19358:2:PV-006674407680;;
c1ccc2c3c(oc2c1)CCNC3,12501,193:19304:5:PV-006646841630;193:19312:4:PV-006650879539;193:19316:1:PV-003035784431;;
OC1CCCc2ccccc21,46705,193:19304:5:PV-006646848335;193:19310:1:PV-002445842704;193:19314:8:PV-003887463962;;
c1cn2c(n1)NCCCC2,10618,193:19304:5:PV-006646850017;193:19362:9:PV-003038924500;193:19367:4:PV-004140128127;;
CC1(C)OC(C)(C)C1O,25445,193:19304:5:PV-006646850254;193:19307:0:PV-003035169741;193:19310:2:PV-006649756480;;
FC12CCCCC(C1)C2,11895,193:19304:5:PV-006646864153;193:19305:8:PV-006647520073;193:19309:0:PV-006649126594;;
FC1(F)CNCCSC1,36879,193:19304:5:PV-006646866045;193:19306:0:PV-006647558411;193:19309:7:PV-006649489733;;
c1ccc2c(c1)NCC21CCOCC1,15943,193:19304:5:PV-006646866045;193:19327:0:PV-006658401062;193:19388:5:PV-004141120563;;
CN1CCNC(=O)C1,26278,193:19304:5:PV-006646868074;193:19316:3:PV-002497659886;193:19355:3:PV-002291059090;;
CC1Cc2ccccc2C(=O)N1,995,193:19304:5:PV-006646871584;193:19322:4:PV-003036210363;;
Cc1nc2nccnc2s1,10610,193:19304:5:PV-006646872953;193:19337:2:PV-006663633421;193:19352:4:PV-006671441557;;
Fc1cc2ncccc2cc1Cl,4440,193:19304:5:PV-006646879781;193:19321:8:PV-003036167349;193:19327:4:PV-006658567788;;
Clc1cc2cncnc2[nH]1,16013,193:19304:5:PV-006646880685;193:19307:1:PV-002394064413;193:19330:0:PV-002446048557;;
CC1Nc2ncccc2NC1=O,11274,193:19304:5:PV-006646902089;193:19304:9:PV-003035024771;193:19313:9:PV-006651642005;;
O=C1CC2CCCC2N1,39344,193:19304:5:PV-006646907396;193:19305:0:PV-003035037164;193:19306:3:PV-006647756951;;
CC1(F)CC2(CNC2)C1,31481,193:19304:6:PV-003035004486;193:19359:0:PV-004139730883;193:19370:8:PV-003897150795;;
Oc1ccc(F)c2[nH]ccc12,58333,193:19304:6:PV-003885683306;193:19308:6:PV-003886403566;193:19308:8:PV-006649057684;;
CC1NCCc2cc(F)ccc21,20167,193:19304:6:PV-003035005048;193:19311:1:PV-002290603751;193:19312:0:PV-002342363514;;
CN1CCCC2(CCNC2)C1=O,35840,193:19304:6:PV-003885684637;193:19314:6:PV-003887432482;193:19334:5:PV-003890871036;;
O=C1NCCCC1(F)F,47304,193:19304:6:PV-002394037399;193:19307:3:PV-002497565758;193:19310:0:PV-006649713686;;
Nc1cc(=O)[nH]c(=O)[nH]1,63191,193:19304:6:PV-002601032286;193:19306:3:PV-006647787465;193:19307:2:PV-004137302180;;
CC12CCC(C1)C(C)(C)C2,2429,193:19304:6:PV-003885688002;193:19315:9:PV-004137707025;193:19318:1:PV-003888040500;;
Nc1onc2c1CNCC2,15214,193:19304:6:PV-003035007416;193:19305:8:PV-003885911466;193:19331:2:PV-004138424657;;
CC1(C)CN=CS1,19209,193:19304:6:PV-002187033301;193:19312:1:PV-006650677399;193:19320:5:PV-002549447773;;
O=C1CSc2ncncc2N1,23346,193:19304:6:PV-004137178420;193:19312:6:PV-003035551920;193:19325:4:PV-003889291309;;
C1CNCNC1,9987,193:19304:6:PV-002135287417;193:19311:8:PV-006650650793;193:19319:2:PV-002290686228;;
CC1(C)CC2(CC2)c2ccccc2O1,14991,193:19304:6:PV-003885698386;193:19304:7:PV-003885720766;193:19305:5:PV-003885852431;;
Fc1c[nH]c2ccccc12,41050,193:19304:6:PV-004137179225;193:19307:2:PV-004137303218;193:19308:6:PV-003886393570;;
c1cnc2c(c1)ccc1cc[nH]c12,6297,193:19304:6:PV-003885700458;193:19331:4:PV-006660699751;193:19333:9:PV-003890763473;;
CC1(C)CCNCCO1,42256,193:19304:6:PV-002238784608;193:19311:2:PV-006650298115;193:19312:3:PV-002601112973;;
C1=Cc2ccccc2NCC1,14133,193:19304:6:PV-003885703301;193:19308:2:PV-006648764299;193:19310:9:PV-006650177812;;
Cc1ccc2c(c1)CNC(C)(C)C2,10084,193:19304:6:PV-004137181284;193:19308:6:PV-003035277883;193:19309:6:PV-002187086649;;
Cc1cc(N)[nH]n1,57789,193:19304:6:PV-003885706615;193:19305:9:PV-002497550908;193:19310:4:PV-003035399718;;
Cc1ccc2ncoc2c1,6050,193:19304:6:PV-003035014161;193:19309:5:PV-003035343584;193:19347:8:PV-006669088747;;
C1CCC2CC2NC1,44696,193:19304:7:PV-003885709293;193:19305:5:PV-003885849969;193:19307:8:PV-003886258614;;
Clc1ccc2c(c1Cl)CCN2,10382,193:19304:7:PV-002497538570;193:19305:7:PV-006647475395;193:19313:1:PV-006651278987;;
FC1(F)CC12CCOCC2,46045,193:19304:7:PV-002187034545;193:19353:6:PV-006672028135;193:19388:0:PV-003040608053;;
OC1CCNCC1F,42883,193:19304:7:PV-003885714187;193:19318:0:PV-002135427310;193:19327:8:PV-003889717943;;
C1CC2COCC1N2,47882,193:19304:7:PV-003885714327;193:19320:2:PV-003888403190;193:19359:3:PV-003895180226;;
C1CCC2(CCCOC2)NC1,17423,193:19304:7:PV-002394039184;193:19307:5:PV-006648397095;193:19309:0:PV-002187079709;;
c1nnc2n1NCCC2,14664,193:19304:7:PV-003035018317;193:19311:1:PV-003035451762;193:19330:0:PV-003036717016;;
Cc1ccc2c(=O)[nH][nH]c2n1,47756,193:19304:7:PV-004137185654;193:19304:7:PV-004137185655;193:19304:7:PV-004137185656;;
O=C1CCC2(CC1)CC2,41254,193:19304:7:PV-003035020186;193:19306:7:PV-003886064537;193:19327:3:PV-003036535812;;
Cc1ccc2c(O)ccnc2c1C,18978,193:19304:7:PV-003885723980;193:19310:5:PV-003886722953;193:19310:5:PV-003886722954;;
Cc1ncccc1O,31006,193:19304:7:PV-001914059335;193:19308:3:PV-003886350006;193:19308:6:PV-003035285315;;
c1ccc2c(c1)CCc1cnoc1-2,23499,193:19304:7:PV-003885725662;193:19305:6:PV-002187044083;193:19308:2:PV-003886320977;;
NC1CCNCC1(F)F,19327,193:19304:7:PV-004137186925;193:19338:9:PV-003891639692;193:19344:3:PV-003892580273;;
OC1CCNC12CCCCC2,25824,193:19304:7:PV-002549283293;193:19304:7:PV-002601034702;193:19319:7:PV-006654612710;;
c1ccc2c(c1)NCCCN2,42613,193:19304:7:PV-003885731219;193:19310:5:PV-003886722491;193:19314:4:PV-004137637994;;
CC1CNc2ccccc2N(C)C1=O,20759,193:19304:7:PV-003035023895;193:19311:3:PV-004137495627;193:19316:2:PV-003035793487;;
c1ccc2c(c1)NCC21CCCC1,10543,193:19304:8:PV-006646921549;193:19307:7:PV-002394069874;193:19316:1:PV-002290654741;;
CC1N=CN2CCCC12,5365,193:19304:8:PV-006646922118;193:19318:2:PV-006653907340;193:19319:2:PV-006654436390;;
CC1(N)CCC1,23749,193:19304:8:PV-006646927507;193:19325:7:PV-003889354634;193:19339:7:PV-003891777733;;
OC1CCC2(CCCN2)CC1,29035,193:19304:8:PV-006646934336;193:19318:8:PV-006654189380;193:19334:1:PV-006662096375;;
