fragment_smiles,occurences,example_ligands
Clc1cccc2occc12,12163,193:19304:8:PV-006646939746;193:19318:7:PV-002290682580;193:19322:4:PV-002342472235;;
CC1CCCC2CN=CN12,8343,193:19304:8:PV-006646942006;193:19305:2:PV-004137206050;193:19322:4:PV-003888784316;;
CC12CNCC1(C)CSC2,33124,193:19304:8:PV-006646955254;193:19304:8:PV-006647021316;193:19307:3:PV-006648296627;;
O=c1[nH]cnc2[nH]c3cccc(Cl)c3c12,1398,193:19304:8:PV-006646955772;193:19329:4:PV-004138340643;193:19362:6:PV-003038903072;;
C1=CCCNCC1,18580,193:19304:8:PV-006646956526;193:19332:8:PV-006661378824;193:19377:3:PV-003898272801;;
CC1(C)CNC(=O)c2ccccc2O1,21335,193:19304:8:PV-006646958031;193:19306:1:PV-006647695055;193:19308:1:PV-006648638843;;
O=C1CNc2cccnc2N1,62031,193:19304:8:PV-006646960099;193:19306:0:PV-006647576542;193:19306:8:PV-003886088049;;
Clc1ccc2c(c1)CCC1(CCCC1)O2,5530,193:19304:8:PV-006646977496;193:19304:8:PV-006646977497;193:19309:8:PV-002135341266;;
CC1(C)CNCC(C)(C)N1,34821,193:19304:8:PV-006646985964;193:19305:8:PV-002445797437;193:19306:2:PV-002187050613;;
O=S1(=O)NCC2CNCCN21,29380,193:19304:8:PV-006646988890;193:19307:6:PV-002549312867;193:19312:5:PV-002549363669;;
CC1CSc2ccccc2CN1,16133,193:19304:8:PV-006646997204;193:19311:8:PV-006650541716;193:19317:0:PV-006653261804;;
c1cnc2c(c1)CCCCC2,8972,193:19304:8:PV-006647004517;193:19307:0:PV-003886103739;193:19317:1:PV-003887863497;;
FC1(F)CCC2CCCC2C1,23212,193:19304:8:PV-006647015250;193:19308:8:PV-006649068696;193:19315:5:PV-006652554069;;
Cc1c(Cl)cccc1Cl,37729,193:19304:8:PV-006647024216;193:19311:8:PV-006650634018;193:19322:2:PV-006655930949;;
CC1(C)OC2(CCCNC2)NC1=O,25797,193:19304:8:PV-006647031987;193:19307:8:PV-006648483929;193:19314:4:PV-004137640639;;
Clc1ncc2nc[nH]c2n1,15707,193:19304:8:PV-006647032339;193:19316:2:PV-002342407435;193:19320:7:PV-002601199540;;
CN1CCNc2cc(F)ccc21,22178,193:19304:8:PV-006647045236;193:19305:8:PV-003035092076;193:19306:0:PV-002445799666;;
N=S1(=O)CC2(CNC2)C1,7224,193:19304:9:PV-006647065518;193:19308:2:PV-006648775543;193:19311:5:PV-006650393480;;
CC1Cc2ccccc2CCN1,1981,193:19304:9:PV-006647065947;193:19308:6:PV-003886382846;193:19326:4:PV-003889480493;;
C1CCC2(CC1)COCCN2,28718,193:19304:9:PV-002497540120;193:19312:0:PV-002549358836;193:19312:9:PV-003887130393;;
c1cc2c(cn1)NCCO2,29293,193:19304:9:PV-002549283747;193:19325:4:PV-003036410558;193:19328:1:PV-004138278565;;
Fc1cccnn1,11081,193:19304:9:PV-002187036194;193:19323:6:PV-003888996292;193:19327:2:PV-003036529154;;
C1CCC2(CCCC2)CNC1,20603,193:19304:9:PV-004137190237;193:19312:3:PV-003035529053;193:19313:4:PV-003035602280;;
FC1(F)CC2CNCC2C1,34879,193:19304:9:PV-003035026425;193:19305:8:PV-004137236401;193:19312:3:PV-003887029472;;
CC1CCN(C)c2ccccc2N1,13620,193:19304:9:PV-003035026931;193:19306:3:PV-002238802163;193:19311:8:PV-006650641333;;
Nc1cncnc1Cl,23764,193:19304:9:PV-004137190758;193:19305:1:PV-006647198798;193:19315:9:PV-004137712135;;
Cc1nc2cnccc2n1C,11940,193:19304:9:PV-003885741700;193:19305:0:PV-003035039097;193:19323:7:PV-003889007088;;
OC1CCOC2(CCNCC2)C1,29471,193:19304:9:PV-002394040830;193:19312:6:PV-003035551372;193:19347:6:PV-002187478626;;
Oc1cccc2c1OCO2,21007,193:19304:9:PV-002549284197;193:19305:8:PV-002601045094;193:19306:1:PV-002445799675;;
O=C1NCC2CCCC1N2,16953,193:19304:9:PV-003035028538;193:19316:0:PV-003887683760;193:19321:6:PV-003036150220;;
CC1CNc2ccccc2C(=O)N1,17559,193:19304:9:PV-004137192179;193:19335:2:PV-003891003573;193:19356:5:PV-003894689680;;
C1CNCC2CCOC2C1,42376,193:19304:9:PV-003885747767;193:19308:8:PV-003886424983;193:19325:5:PV-006657596903;;
Fc1cc2c(cc1F)NCC2,29263,193:19304:9:PV-003885749716;193:19312:9:PV-003887124860;193:19320:9:PV-003888521150;;
Fc1cccc2c1NCCO2,18923,193:19304:9:PV-003885750914;193:19306:3:PV-006647798713;193:19311:1:PV-004137488810;;
c1cnc2c(n1)CCNC2,43483,193:19304:9:PV-002238787564;193:19310:3:PV-003035394064;193:19312:3:PV-003887023340;;
Cc1nccc2c1OC(C)(C)OC2,56407,193:19304:9:PV-003885752134;193:19304:9:PV-003035031353;193:19307:3:PV-002445812455;;
Cc1ncnc2c1CNCC2,21411,193:19304:9:PV-003885752224;193:19315:0:PV-003035707160;193:19333:0:PV-003036919154;;
Cn1cc(O)cn1,15101,193:19304:9:PV-002135290804;193:19306:1:PV-002290550416;193:19315:7:PV-003035758892;;
Oc1ccc2c(c1)OCC2,34754,193:19304:9:PV-003885754373;193:19305:0:PV-003885771067;193:19305:0:PV-003885771068;;
CC1(C)CNc2ccc(Cl)cc21,11111,193:19304:9:PV-004137194107;193:19307:1:PV-003035174963;193:19310:2:PV-002290593355;;
Fc1ccncc1Cl,25968,193:19304:9:PV-002187037133;193:19306:6:PV-006647938046;193:19306:6:PV-006647938047;;
CN1CCNC2CC21,40895,193:19304:9:PV-004137194149;193:19305:3:PV-003885813247;193:19307:7:PV-003035221030;;
Clc1cccc2ncsc12,9807,193:19304:9:PV-002187037182;193:19310:0:PV-006649629374;193:19314:8:PV-006652098153;;
Cc1ccc2c(=O)[nH]cnc2c1,666,193:19304:9:PV-003885756373;193:19317:2:PV-003887886620;193:19322:2:PV-003888752169;;
CC1CCC2(CCNC2)C1,28480,193:19304:9:PV-002445788249;193:19305:0:PV-002135291249;193:19305:9:PV-002238797401;;
CC1(C)Cc2ccsc2CN1,11470,193:19304:9:PV-004137194788;193:19315:7:PV-002290650962;193:19317:5:PV-003887928041;;
Cc1nc2ccccc2nc1C,94293,193:19304:9:PV-002601036552;193:19305:3:PV-003885815319;193:19305:5:PV-002549291271;;
OC1CCCCC12CCCNC2,24289,193:19304:9:PV-003035034499;193:19316:3:PV-003887736706;193:19323:0:PV-003036246189;;
CC1(C)CNCC(O)C1,34316,193:19305:0:PV-002187037539;193:19314:3:PV-003887370130;193:19317:2:PV-002187164935;;
NC1C2CNC1C(O)C2,25271,193:19305:0:PV-003885761443;193:19307:1:PV-003886122869;193:19309:9:PV-004137428987;;
Cc1ccnc2nc(O)[nH]c(=O)c12,12935,193:19305:0:PV-002497541626;193:19310:2:PV-001849623194;193:19319:9:PV-003036036934;;
CC1(C)Cc2ccc(Cl)cc2O1,7832,193:19305:0:PV-002135291457;193:19308:2:PV-006648791113;193:19309:6:PV-004137416578;;
Cc1c[nH]cc(C)c1=O,18860,193:19305:0:PV-003035036038;193:19310:7:PV-002290599340;193:19311:7:PV-002238857881;;
O=c1ccc2c([nH]1)CCCC2O,30822,193:19305:0:PV-003885764927;193:19305:1:PV-006647157066;193:19306:5:PV-002187053451;;
O=S1(=O)CCC2(CCNCC2)CC1,26445,193:19305:0:PV-002497541900;193:19307:9:PV-006648580379;193:19311:0:PV-002394104074;;
c1ccc2c3c(oc2c1)CCCC3,7458,193:19305:0:PV-003885767194;193:19305:0:PV-003885767195;193:19312:6:PV-002497621899;;
O=C1CCC2(CCNCC2)N1,38438,193:19305:0:PV-004137197578;193:19305:8:PV-002290547949;193:19318:2:PV-006653901017;;
OC1CCCCCC1O,24112,193:19305:0:PV-003035039767;193:19305:1:PV-003035044746;193:19317:7:PV-002135423537;;
O=c1[nH]c2ccccc2s1,61575,193:19305:0:PV-002342291081;193:19307:8:PV-006648522774;193:19308:7:PV-003886412130;;
CC1CNCC1(F)F,83848,193:19305:0:PV-003035041872;193:19305:7:PV-006647485525;193:19306:4:PV-003886011343;;
Cn1cnc(N)c1,25805,193:19305:0:PV-003885779670;193:19306:7:PV-003886058258;193:19319:9:PV-003888350292;;
Cc1nc2c([nH]1)CNCC2,26519,193:19305:0:PV-003885780478;193:19307:1:PV-003886123193;193:19307:1:PV-003886127037;;
c1nnc2n1CCOC2,176792,193:19305:0:PV-003885784509;193:19307:1:PV-002135313852;193:19310:8:PV-006650056808;;
CN1CC(=O)Nc2cncnc21,8744,193:19305:1:PV-003035044624;193:19329:7:PV-003036694811;193:19336:0:PV-003037117972;;
CC1CCNCC12CCCCC2,16357,193:19305:1:PV-003885788004;193:19317:7:PV-003035892901;193:19320:0:PV-002135447705;;
O=C1CCNc2ccc(F)cc2N1,14286,193:19305:1:PV-006647075953;193:19308:4:PV-003886354224;193:19312:8:PV-003035561241;;
C1COC2(CCN1)CCSCC2,27693,193:19305:1:PV-006647096085;193:19341:0:PV-004138890657;193:19346:5:PV-006668406360;;
Cc1ccnc(Cl)n1,7334,193:19305:1:PV-006647108321;193:19322:5:PV-006656149353;193:19346:9:PV-006668574188;;
CN1CCN(C)C2(CCNCC2)C1,23595,193:19305:1:PV-006647108707;193:19309:7:PV-006649516069;193:19321:8:PV-006655746363;;
NC1CCNC12CCC2,18096,193:19305:1:PV-006647116765;193:19313:3:PV-006651371920;193:19315:1:PV-006652260979;;
O=C1COc2ccncc2N1,24622,193:19305:1:PV-006647128535;193:19305:4:PV-006647355026;193:19310:6:PV-006649995038;;
O=S1(=O)CCC2(CCNCCO2)CC1,16319,193:19305:1:PV-006647128773;193:19306:0:PV-006647556493;193:19322:8:PV-006656195215;;
CC1(C)Cc2ccccc2NC1=O,10107,193:19305:1:PV-006647139958;193:19309:0:PV-006649140842;193:19310:0:PV-006649715943;;
CC1(C)Cc2ncsc2C(=O)N1,13717,193:19305:1:PV-006647150848;193:19324:7:PV-006657260384;193:19325:4:PV-003036408529;;
O=S1(=O)CCc2c(Cl)cccc21,3187,193:19305:1:PV-006647156808;193:19330:7:PV-006660250083;193:19348:1:PV-006669219569;;
CC1(C)CCCC(=O)N1,64094,193:19305:1:PV-006647163488;193:19305:3:PV-004137215436;193:19312:0:PV-003035505897;;
Cc1cc(Cl)cc(C)c1O,11208,193:19305:1:PV-006647170637;193:19308:4:PV-006648795275;193:19311:8:PV-006650530470;;
CC1CNC(=O)CN1,43253,193:19305:1:PV-006647180369;193:19305:1:PV-006647180370;193:19305:7:PV-006647508404;;
O=S1(=O)CCNCc2ccccc21,29257,193:19305:1:PV-006647181382;193:19310:0:PV-006649646616;193:19310:4:PV-004137451646;;
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,14643,193:19305:1:PV-006647196837;193:19334:0:PV-006661973703;193:19345:5:PV-003892776902;;
CC1CNCC1N,57248,193:19305:1:PV-006647202423;193:19311:5:PV-006650435979;193:19311:5:PV-006650435980;;
O=C1CCCc2oc(=O)ccc21,21588,193:19305:2:PV-006647215417;193:19305:6:PV-003035075545;193:19313:3:PV-006651396846;;
O=C1NCC2(CCCNCC2)N1,19282,193:19305:2:PV-006647217416;193:19315:2:PV-006652378619;193:19322:8:PV-006656263639;;
CC1(C)NCc2cn[nH]c21,21466,193:19305:2:PV-006647219422;193:19307:6:PV-006648439282;193:19310:8:PV-003886782489;;
CN1CC2CCCNC2C1,33208,193:19305:2:PV-002445790277;193:19305:5:PV-003885844073;193:19308:6:PV-002290577485;;
N=S1(=O)CCCc2cc(F)ccc21,6932,193:19305:2:PV-003035046790;193:19318:5:PV-006654042259;193:19325:2:PV-006657512801;;
c1ccc2nocc2c1,12567,193:19305:2:PV-003035046880;193:19349:1:PV-003893394379;193:19351:2:PV-002498020230;;
Cc1ncns1,9500,193:19305:2:PV-003035047164;193:19321:0:PV-006655354737;193:19342:9:PV-003037581010;;
O=C1CCCNCC1,22393,193:19305:2:PV-003035048549;193:19319:0:PV-003035978017;193:19319:6:PV-004137883579;;
CN1CCNc2ncccc2C1,17774,193:19305:2:PV-003885797230;193:19307:2:PV-006648233174;193:19315:0:PV-003887510430;;
C1CC2CCC(CN1)C2,33624,193:19305:2:PV-002601038936;193:19308:4:PV-003035270163;193:19313:0:PV-003035574036;;
Cc1ccnc2cccnc12,10790,193:19305:2:PV-003035050694;193:19307:4:PV-004137307254;193:19338:9:PV-006664473861;;
FC1(F)Cc2ccccc2C1,28989,193:19305:2:PV-004137207101;193:19306:8:PV-003035154488;193:19306:8:PV-003035156825;;
Cc1ccc2c(c1F)CCCN2,13281,193:19305:2:PV-003035051348;193:19306:2:PV-003035122808;193:19315:0:PV-003035710560;;
Cc1cnc2c(C)cccc2c1,4969,193:19305:2:PV-003885804167;193:19305:2:PV-003885810627;193:19305:4:PV-006647272986;;
Cn1ncc2c1CCC(F)(F)C2,69377,193:19305:2:PV-003885805286;193:19306:8:PV-003886079263;193:19306:8:PV-003886079264;;
Oc1ccc2ncsc2c1,15826,193:19305:2:PV-003035052494;193:19311:0:PV-003886813932;193:19312:9:PV-003035565594;;
CN1CCC2CCC(C1)N2,33934,193:19305:2:PV-003885809077;193:19305:9:PV-003885934026;193:19306:4:PV-006647811740;;
c1cc2n(c1)CCNC21CCC1,24172,193:19305:3:PV-003035054972;193:19306:8:PV-003886085384;193:19318:7:PV-004137843653;;
Clc1ccc2c(c1)CCCS2,15876,193:19305:3:PV-002135294578;193:19309:2:PV-002601080169;193:19309:4:PV-006649392490;;
CC1Cc2sccc2C(C)C1,7071,193:19305:3:PV-004137210759;193:19305:3:PV-004137215946;193:19306:9:PV-004137287194;;
OC1CC2COC(C2)C1O,11929,193:19305:3:PV-003885819100;193:19312:9:PV-003887138726;193:19318:9:PV-003888175152;;
C1CC2(COC2)N1,27534,193:19305:3:PV-003035057630;193:19309:3:PV-006649293830;193:19313:8:PV-003035624748;;
FC1(F)CCCNCCC1,4781,193:19305:3:PV-003035057680;193:19329:1:PV-004138326395;193:19338:0:PV-006664035488;;
c1cc2c(cn1)N1CCC(C1)N2,12389,193:19305:3:PV-003035058205;193:19319:9:PV-003888343262;193:19330:0:PV-003036721628;;
CC1(C)CCCCS1(=O)=O,20013,193:19305:3:PV-002445792146;193:19309:4:PV-006649406228;193:19316:7:PV-002290660958;;
OC1CC2CCC(C1)C2,24391,193:19305:3:PV-003035058766;193:19306:0:PV-006647629795;193:19308:3:PV-003035262862;;
O=C1CCOc2ccc(F)cc21,26779,193:19305:3:PV-002290542800;193:19311:3:PV-002445853561;193:19311:3:PV-002497606647;;
C1CC23CNCC12COC3,23590,193:19305:3:PV-003035059346;193:19305:5:PV-003035066771;193:19306:2:PV-002135304572;;
CC1Cc2cc(F)ccc2CN1,19894,193:19305:3:PV-002445792355;193:19306:3:PV-002601050898;193:19306:8:PV-003035155716;;
Cc1cnc2scnc2c1,18746,193:19305:3:PV-002445792408;193:19307:0:PV-002187058681;193:19308:5:PV-002445825229;;
CN1CCc2c(F)cccc2C1,1134,193:19305:3:PV-003885827343;193:19333:6:PV-004138535969;;
c1ccc2c(c1)OC1(CCCCC1)O2,10295,193:19305:3:PV-002187041579;193:19305:9:PV-004137238313;193:19319:5:PV-003888269138;;
OC1CSC=N1,4434,193:19305:3:PV-004137214035;193:19313:1:PV-003887165689;193:19338:7:PV-003891596478;;
Fc1cc2cncnc2cc1Cl,1928,193:19305:3:PV-003885829075;193:19313:1:PV-003035578872;193:19325:1:PV-004138143884;;
CC12CCC(CC1)CN2,11120,193:19305:3:PV-003885829773;193:19307:0:PV-003886114083;193:19323:4:PV-006656522738;;
C1CC2OC1C1CCC21,12690,193:19305:3:PV-003885830386;193:19319:2:PV-003888214982;193:19345:6:PV-003892796475;;
CC1(C)CCc2scnc21,20021,193:19305:3:PV-002445792797;193:19307:0:PV-002549306181;193:19310:4:PV-002290595368;;
Cc1ccc2c(c1F)CNCC2,27650,193:19305:3:PV-002187041907;193:19305:9:PV-002238797602;193:19306:5:PV-004137265515;;
CC1=NNCC1,64218,193:19305:3:PV-004137215531;193:19317:1:PV-003887871265;193:19317:1:PV-003887871266;;
CC1(C)CCCS1(=N)=O,9943,193:19305:3:PV-004137215655;193:19319:1:PV-006654407596;193:19329:4:PV-003036674678;;
O=c1[nH]ncc2cc(Cl)ccc12,2105,193:19305:3:PV-003885834616;193:19308:9:PV-003035300181;193:19347:7:PV-003037900768;;
CN1CCC2(CCNC2)C1,52044,193:19305:3:PV-003885835883;193:19307:2:PV-003886148590;193:19311:1:PV-003886819205;;
NC12CCOCC1CNC2,27997,193:19305:3:PV-003885836249;193:19305:5:PV-003885856643;193:19310:5:PV-003886721892;;
Cc1cc2cc[nH]c2cc1F,17031,193:19305:4:PV-002290543727;193:19305:5:PV-002394047078;193:19306:4:PV-003886010447;;
CC1CN(C)C(=O)CN1,56581,193:19305:4:PV-002601041246;193:19307:4:PV-003886179884;193:19312:4:PV-006650868685;;
c1nc2n(n1)CCNC2,42616,193:19305:4:PV-003035064735;193:19319:4:PV-006654443814;193:19347:0:PV-003893045861;;
CC1CNc2ccccc2NC1,2809,193:19305:4:PV-003885838597;193:19375:8:PV-006683463862;193:19397:1:PV-004141526354;;
O=c1cnc2ccc(Cl)cc2[nH]1,2179,193:19305:4:PV-002394046559;193:19313:3:PV-006651362863;;
c1cc2c(o1)CCCNC2,54025,193:19305:4:PV-003885839857;193:19306:2:PV-002238801744;193:19307:2:PV-003886155744;;
Fc1ccc2c(c1)CCN2,45429,193:19305:4:PV-002445793308;193:19315:9:PV-002238901062;193:19316:5:PV-003887766315;;
CC1CNc2cc(Cl)ccc2SC1,2590,193:19305:4:PV-006647229716;193:19330:7:PV-006660331937;193:19336:0:PV-006663061802;;
Fc1cncnc1Cl,25668,193:19305:4:PV-006647247968;193:19313:0:PV-006651217406;193:19314:2:PV-006651863803;;
OC1CCCc2cccnc21,8045,193:19305:4:PV-006647261277;193:19306:0:PV-006647610866;193:19307:6:PV-006648423711;;
FC1(F)CCNCC12CCOC2,32536,193:19305:4:PV-006647267633;193:19305:6:PV-002342297265;193:19307:6:PV-003035212691;;
NC1CCC2(CC1)CNCCO2,28850,193:19305:4:PV-006647271137;193:19305:4:PV-006647271138;193:19331:3:PV-006660678832;;
C1CC2(CCN1)CCSCC2,27415,193:19305:4:PV-006647271727;193:19306:2:PV-003885969238;193:19306:8:PV-004137280316;;
CN1CCCNS1(=O)=O,9883,193:19305:4:PV-006647289673;193:19310:0:PV-004137433738;193:19357:0:PV-006673805960;;
O=C1NC2CCC1CC2,20438,193:19305:4:PV-006647290905;193:19325:5:PV-003889319957;193:19343:2:PV-006666673361;;
Fc1cc(F)c2scnc2c1,9349,193:19305:4:PV-006647303170;193:19313:1:PV-006651270014;193:19319:4:PV-006654493051;;
CN1CCCNc2cc(F)ccc21,20506,193:19305:4:PV-006647310863;193:19306:1:PV-004137249712;193:19319:0:PV-003888203565;;
Cc1cnn2ccc(Cl)nc12,13587,193:19305:4:PV-006647321189;193:19305:7:PV-006647483337;193:19306:0:PV-006647573513;;
O=c1[nH]cnc2ccc(Cl)cc12,15870,193:19305:4:PV-006647325672;193:19315:5:PV-003035741672;193:19317:7:PV-003035887785;;
C1=Cc2ccccc2OC1,33258,193:19305:4:PV-006647353311;193:19312:3:PV-003887026173;193:19315:2:PV-006652392223;;
O=S1(=O)NCCC12CC2,55153,193:19305:5:PV-006647370470;193:19305:7:PV-006647384401;193:19306:0:PV-006647615975;;
OC1CNCC2(CC2)CC1O,29223,193:19305:5:PV-006647370654;193:19313:1:PV-003887172989;193:19325:0:PV-003889223093;;
FC1(F)CCC2(CCNC2)CC1,22527,193:19305:5:PV-002549290238;193:19316:6:PV-006653067142;193:19318:6:PV-003035950449;;
NC1CC12CCCCC2,44086,193:19305:5:PV-003885845940;193:19323:4:PV-006656603602;193:19327:2:PV-004138235991;;
Cc1cccc2[nH]c(=O)sc12,2700,193:19305:5:PV-003885846224;193:19320:1:PV-001916353066;193:19392:2:PV-002498445576;;
c1ccc2c(c1)[nH]c1cnccc12,22348,193:19305:5:PV-003035068148;193:19307:4:PV-003886173028;193:19310:3:PV-003035395285;;
CC1NCCCO1,19929,193:19305:5:PV-003885847344;193:19305:5:PV-003885847345;193:19310:7:PV-003886745582;;
Cc1ccc(C)c2[nH]ccc12,158085,193:19305:5:PV-003035068617;193:19305:5:PV-003035068618;193:19305:9:PV-003035099046;;
O=S1(=O)CCNC2(CCC2)C1,13482,193:19305:5:PV-004137219801;193:19364:3:PV-006677604248;193:19368:4:PV-004140172781;;
O=C1CCCC2CNCC2N1,34179,193:19305:5:PV-003035069424;193:19305:6:PV-002342296792;193:19311:1:PV-003035446516;;
Cc1ccc2c(c1)CC(C)C2,22909,193:19305:5:PV-002394047261;193:19306:7:PV-002601054468;193:19309:6:PV-003886573263;;
C1CCC2(CC1)NCCS2,9615,193:19305:5:PV-004137221297;193:19306:0:PV-006647650805;193:19309:7:PV-004137418532;;
Fc1ccc2c(c1F)CNCC2,30717,193:19305:5:PV-003885854978;193:19309:1:PV-003886478128;193:19309:2:PV-003886506469;;
Fc1ccc2c(c1)CCCS2,26001,193:19305:5:PV-003035073587;193:19306:4:PV-003886000377;193:19311:8:PV-004137517315;;
Nc1nc(O)c2c(n1)CNC2,8203,193:19305:6:PV-003035074295;193:19310:5:PV-003035409935;193:19343:1:PV-003037598081;;
Fc1ccc(F)c2c1OC1CNCC1O2,13005,193:19305:6:PV-003885862690;193:19306:7:PV-003886061817;193:19314:0:PV-003887330365;;
CC1(C)CCC(=O)c2ccccc21,26806,193:19305:6:PV-003035075000;193:19307:5:PV-006648399808;193:19310:8:PV-003035428534;;
O=C1Nc2ccccc2C1O,15549,193:19305:6:PV-002497547760;193:19308:4:PV-002445824355;193:19311:0:PV-002187100238;;
Cc1ncc2scc(C)c2n1,9554,193:19305:6:PV-002445794749;193:19319:9:PV-002601192337;193:19328:1:PV-002549524443;;
CC1(C)CCC(C)(C)c2ccccc21,15876,193:19305:6:PV-003885864914;193:19309:5:PV-003035341903;193:19313:7:PV-002290629941;;
c1ncc2c(n1)CCOC2,79387,193:19305:6:PV-003885865716;193:19311:5:PV-002290607089;193:19311:7:PV-003035492638;;
C1CNCSC1,48695,193:19305:6:PV-002187044085;193:19312:6:PV-002290618450;193:19314:1:PV-002497636628;;
Cc1cc(F)c2c(c1)CCNC2,27668,193:19305:6:PV-002290545687;193:19306:7:PV-002549303562;193:19310:4:PV-002445844600;;
O=C1NCC2(CCNCC2)N1,38239,193:19305:6:PV-003035078246;193:19306:0:PV-006647620256;193:19309:1:PV-006649190712;;
CC1(C)OCOC1(C)C,9953,193:19305:6:PV-003885873570;193:19317:4:PV-003035874317;193:19318:1:PV-003035914908;;
O=C1CC2CCC(C1)S2(=O)=O,14274,193:19305:6:PV-002187044355;193:19336:4:PV-002239114323;193:19340:9:PV-004138881524;;
CN1CCNc2cccc(F)c21,21117,193:19305:6:PV-003035079142;193:19308:4:PV-003035266358;193:19310:7:PV-003035424889;;
Cc1cc(Cl)c2c(c1)CCNC2,18927,193:19305:6:PV-003885875248;193:19307:1:PV-002445811080;193:19307:7:PV-002342319507;;
Fc1cc(F)c2c(c1)CNCC2,31337,193:19305:6:PV-002342296969;193:19305:6:PV-003035084286;193:19317:8:PV-002238921404;;
O=c1[nH]c2ccccc2c2sccc12,9886,193:19305:6:PV-003885878295;193:19313:4:PV-003887210623;193:19315:3:PV-003887545896;;
C1CNCC2(C1)CCO2,41538,193:19305:6:PV-003885878818;193:19307:8:PV-006648480582;193:19313:4:PV-006651427301;;
CC1OCCC1O,48895,193:19305:6:PV-002601043788;193:19307:7:PV-003035224307;193:19320:1:PV-004137905433;;
Oc1ccc2cccc(O)c2c1,16951,193:19305:6:PV-003035081399;193:19306:4:PV-003035131495;193:19307:9:PV-002394072315;;
O=c1[nH]cnc2cc(F)c(Cl)cc12,3191,193:19305:6:PV-002135298575;193:19352:8:PV-003038246273;193:19367:7:PV-006679330171;;
Cc1n[nH]c2c1NCCC2,32428,193:19305:6:PV-002238795461;193:19305:6:PV-002342297682;193:19306:1:PV-002238799361;;
C1COCCON1,37665,193:19305:6:PV-002290546519;193:19308:0:PV-002187068616;193:19330:8:PV-003890242417;;
C1CNCC2(C1)COCCO2,35028,193:19305:6:PV-003885887758;193:19320:2:PV-002445947333;193:19320:8:PV-003888516571;;
CC1(C)CNCCCO1,45824,193:19305:6:PV-003885888279;193:19317:4:PV-003887914085;193:19319:3:PV-003888235955;;
c1ccc2c(c1)CC1(CC1)C2,17500,193:19305:7:PV-003035084630;193:19309:1:PV-003035313235;193:19319:6:PV-003888293092;;
CN1CC2CCCC2C1,48208,193:19305:7:PV-004137230807;193:19318:1:PV-003888033027;193:19331:7:PV-006660838042;;
Cc1nccc2cc[nH]c12,26657,193:19305:7:PV-003885891448;193:19311:1:PV-003886823521;193:19313:5:PV-003887240571;;
Cn1ncc2c(=O)nc[nH]c21,3910,193:19305:7:PV-002549293034;193:19324:4:PV-003036340432;193:19325:0:PV-003036378806;;
Cc1ccc(C)c2ncccc12,63489,193:19305:7:PV-003885892201;193:19312:0:PV-003886984775;193:19313:7:PV-003887278481;;
Cc1cn(C)nn1,36223,193:19305:7:PV-002135299212;193:19328:1:PV-003889758043;193:19342:7:PV-003892286278;;
CC1CCCCCN1,41097,193:19305:7:PV-003885893326;193:19312:5:PV-003887061096;193:19330:6:PV-003036754789;;
CC1(C)CNc2ccccc2S1,7216,193:19305:7:PV-006647402218;193:19317:0:PV-006653275071;193:19318:6:PV-004137833999;;
OC1CCC(O)C1,33815,193:19305:7:PV-006647404883;193:19306:6:PV-006647857531;193:19308:0:PV-003886293906;;
CC1(C)CCC2(CCC2)CC1,3505,193:19305:7:PV-006647429479;193:19336:9:PV-006663510425;193:19337:2:PV-006663648968;;
c1cnc2cncnc2c1,21185,193:19305:7:PV-006647434699;193:19309:3:PV-003035330786;193:19311:6:PV-003035476221;;
FC1(F)CCCC2CNCC21,23063,193:19305:7:PV-006647449487;193:19308:5:PV-006648926571;193:19308:8:PV-006649037016;;
CC1(C)CCc2ccccc2N1,9221,193:19305:7:PV-006647462903;193:19323:0:PV-003888900255;193:19331:9:PV-003890424824;;
O=S1CCCC1,39315,193:19305:7:PV-006647464693;193:19319:1:PV-006654322526;193:19328:9:PV-006659447766;;
O=C1NC2CCCC1CNC2,33393,193:19305:7:PV-006647470208;193:19316:6:PV-003887784852;193:19328:1:PV-003889772177;;
CC1CN2CCCC2CN1,39420,193:19305:7:PV-006647472745;193:19311:0:PV-002187100713;193:19313:6:PV-006651470541;;
Fc1ccc2ncnn2c1,15218,193:19305:7:PV-006647478168;193:19311:0:PV-002342353458;193:19318:0:PV-002187172892;;
N=S1(=O)CCCC2(C1)OCCO2,9799,193:19305:7:PV-006647484823;193:19305:7:PV-006647484824;193:19305:7:PV-006647484825;;
Cc1nn(C)c2[nH]ncc12,17207,193:19305:7:PV-006647485070;193:19308:7:PV-006648982643;193:19325:1:PV-002342499430;;
CC1(C)CCNS1(=O)=O,9958,193:19305:7:PV-006647495272;193:19377:0:PV-004140579160;193:19395:4:PV-006693569235;;
CN1CCC(=O)NC2CNCCC21,29327,193:19305:8:PV-006647512683;193:19336:6:PV-006663347731;193:19345:4:PV-003892756874;;
Clc1ncc2[nH]cnc2n1,16226,193:19305:8:PV-006647523343;193:19316:3:PV-006652879637;193:19317:5:PV-002187168161;;
