fragment_smiles,occurences,example_ligands
FC1(F)CNCCO1,615,1:00100:4:Z2705304736;1:00100:5:Z2952718670;1:00100:5:Z4116985923;
CC12CCC(CC1)C2(C)C,180,1:00100:4:Z3541363103;1:00100:4:Z3179244580;1:00101:5:Z4326502061;
OC1CC2N=CNC2C1,52,1:00100:4:Z3301946711;1:00101:5:Z3301945830;1:00105:0:Z4168493992;
Clc1cnc2ncsc2c1,173,1:00100:4:Z3828128953;1:00102:1:Z3829219869;1:00102:1:Z4027471193;
Fc1ccc2[nH]cc(Cl)c2c1,76,1:00100:4:Z2080067563;1:00102:5:Z3206010307;1:00103:4:Z2283452788;
O=c1[nH]ccn2cnnc12,181,1:00100:4:Z2837863623;1:00101:0:Z4256712846;1:00101:0:Z2834733388;
CC1(C)CCC12CCNC2,235,1:00100:4:Z4169147102;1:00102:4:Z4184197947;1:00102:5:Z4172452188;
Cc1ccc2ccc(C)nc2c1,42,1:00100:4:Z3539105338;1:00101:1:Z3384643392;1:00104:9:Z383820006;
Oc1nccc2ccncc12,64,1:00100:4:Z3545990978;1:00100:4:Z3542158475;1:00102:2:Z3523163122;
Nc1ccnc2ncnn12,151,1:00100:4:Z4289938532;1:00100:5:Z4293608950;1:00100:6:Z3558133516;
CC1CNCC(=O)N1C,664,1:00100:4:Z3548127879;1:00100:4:Z2004924762;1:00100:5:Z2979853744;
O=C1CCNCCCCCCN1,107,1:00100:5:Z2783202248;1:00102:2:Z2827839041;1:00102:4:Z3053644331;
O=S1(=O)C2CCCN1CC2,129,1:00100:5:Z4424169345;1:00100:7:Z3575328257;1:00100:9:Z3583838108;
CC1CCCC(C)N1C,132,1:00100:5:Z3806253890;1:00102:4:Z4449879111;1:00103:1:Z3805768766;
CC12CNCC1(C)CSC2,338,1:00100:5:Z3591574135;1:00101:4:Z3561876841;1:00101:5:Z3639770905;
Cc1cc(C)c2[nH]ccc2c1,52,1:00100:5:Z3296251000;1:00101:2:Z3298019233;1:00101:4:Z3354642150;
O=c1oc2ccccc2o1,154,1:00100:5:Z3819309079;1:00101:1:Z3948028523;1:00101:5:Z3819307248;
OC1CCC12CCNC2,513,1:00100:5:Z4025191141;1:00100:6:Z3997266447;1:00100:9:Z4009158292;
O=C1NCCC12CCCNC2,267,1:00100:5:Z3836883783;1:00100:6:Z3833043824;1:00101:2:Z3868503184;
CC1(C)C(O)C2CCCNC21,206,1:00100:5:Z2771400588;1:00100:9:Z2781706237;1:00101:3:Z2781716288;
CC1CNc2cccnc2O1,105,1:00100:5:Z2191289198;1:00101:6:Z4114516536;1:00102:1:Z4114510729;
O=S1(=O)CC2CC1CN2,438,1:00100:5:Z4266502446;1:00100:9:Z3392590649;1:00100:9:Z4597817515;
CC1CNCCC1=O,623,1:00100:5:Z3352784090;1:00100:6:Z3511391110;1:00100:6:Z1952956731;
Nc1cncnc1,104,1:00100:5:Z1666002103;1:00101:1:Z1486410790;1:00101:4:Z2700267410;
c1ccc2c(c1)OCCS2,489,1:00100:5:Z2457312071;1:00100:6:Z1391773884;1:00100:8:Z2647911803;
Cc1sc2nn[nH]c(=O)c2c1C,34,1:00100:5:Z4526218242;1:00103:1:Z2991592749;1:00105:8:Z1465168529;
O=c1cc2c(n[nH]1)CCNC2,189,1:00100:5:Z2703268467;1:00102:2:Z3311135695;1:00102:7:Z1724782226;
Oc1ccnc2c1CNCC2,130,1:00100:5:Z4249641449;1:00100:8:Z3393857885;1:00101:5:Z4249644110;
Clc1cnc2nccn2c1,200,1:00100:5:Z4123558143;1:00100:6:Z4123715586;1:00100:9:Z4492806016;
Nc1nc[nH]n1,586,1:00100:5:Z2716842805;1:00100:5:Z4502059079;1:00100:6:Z4047056021;
O=C1CCc2c(F)cccc21,48,1:00100:5:Z3433729930;1:00104:2:Z3790529625;1:00105:0:Z2095600320;
Fc1ccc2c(c1)CCN2,301,1:00100:5:Z2166801714;1:00100:9:Z3354176889;1:00102:1:Z4284106023;
O=S1(=O)CCC2(CC1)CNCCO2,65,1:00100:5:Z3079147627;1:00103:5:Z3079146286;1:00104:7:Z3317119696;
c1cc2sccn2n1,303,1:00100:5:Z4570684976;1:00100:5:Z3351202781;1:00100:9:Z4230207675;
c1cnc2ncsc2c1,324,1:00100:5:Z4272708440;1:00100:6:Z4313171517;1:00100:6:Z4313044833;
O=c1[nH]cnc2sc3c(c12)CCCC3,19,1:00100:5:Z2720382276;1:00118:2:Z3497244819;1:00124:2:Z241524002;
FC1(F)C2CCCC1CC2,334,1:00100:5:Z4460439108;1:00100:5:Z4508382695;1:00100:5:Z4462661186;
Fc1ccc2c(c1)C=CCO2,5,1:00100:5:Z1537150615;1:00107:5:Z1664813399;1:00140:3:Z1664525461;
CC1CCC(C)(C)CN1,309,1:00100:5:Z3916536630;1:00100:5:Z3916531646;1:00101:1:Z3337513431;
C1COC2CNCC2O1,615,1:00100:5:Z4329040001;1:00100:5:Z4230487438;1:00100:8:Z4491854162;
NC1CNCC(F)C1,393,1:00100:5:Z3831997357;1:00100:5:Z3832000887;1:00100:7:Z4910460543;
CC1=NOC2(CNC2)C1,460,1:00100:5:Z3896149946;1:00100:7:Z3586270565;1:00101:6:Z3586284316;
c1cc2c(nn1)CCOC2,209,1:00100:5:Z4022092184;1:00100:6:Z4022184022;1:00100:7:Z4020405698;
O=C1CCC=NN1,188,1:00100:5:Z3996053660;1:00102:3:Z2789942170;1:00104:1:Z3629904079;
Cc1ncc(C)c(Cl)n1,1,1:00100:5:Z3996053660;
CC1CCn2nccc2N1,120,1:00100:5:Z4335772330;1:00101:9:Z4335768528;1:00104:1:Z4335773170;
c1cn2c(n1)CNCC2,486,1:00100:5:Z3184710494;1:00101:3:Z4288279306;1:00101:4:Z3620211229;
CC1=Nc2ccccc2C1(C)C,54,1:00100:5:Z4306682812;1:00101:2:Z4467640190;1:00101:2:Z4307179810;
Cc1cccc2c1CCC2,663,1:00100:5:Z4153587938;1:00100:5:Z3856697432;1:00100:5:Z2755557206;
OC1CCCOC12CNC2,275,1:00100:5:Z3815051038;1:00100:7:Z3817805429;1:00101:4:Z3817804499;
C1CC2CCC1C1CNCC21,38,1:00100:5:Z2643407236;1:00104:6:Z2581097777;1:00107:5:Z4983944347;
Cc1noc2ccncc12,242,1:00100:5:Z4229025871;1:00100:5:Z4232599256;1:00100:5:Z4226798892;
OC1CCNCC1F,668,1:00100:5:Z2957196691;1:00100:5:Z3369446575;1:00100:6:Z4489527365;
CC1OCCCO1,397,1:00100:5:Z1853199793;1:00100:9:Z3503645995;1:00101:0:Z1851196005;
Cc1cccc2cncnc12,151,1:00100:5:Z4119134325;1:00100:9:Z3774056453;1:00101:5:Z3396170055;
NC1CCC12CCNCC2,263,1:00100:5:Z4119134325;1:00101:2:Z4448363726;1:00101:4:Z4113550786;
Oc1cccc2ccsc12,85,1:00100:5:Z1884005862;1:00101:5:Z2092425569;1:00105:0:Z2178031565;
NC1CCC2CNCC12,305,1:00100:5:Z2447568749;1:00101:0:Z3498246188;1:00101:0:Z2722393341;
Cn1cnc2c3c(ccc21)NCCC3,17,1:00100:5:Z3378964287;1:00100:5:Z3378952300;1:00112:5:Z3378960772;
N=c1cc[nH][nH]1,93,1:00100:5:Z2568542876;1:00100:7:Z1528240826;1:00105:3:Z1956971128;
FC1Cc2ccnn2C1,305,1:00100:5:Z4570296520;1:00100:9:Z3577883053;1:00101:6:Z3537591058;
O=C1CCCC12CCNCC2,174,1:00100:5:Z3555309940;1:00101:1:Z2604447560;1:00103:2:Z2621704245;
O=S1(=O)CCNc2ccccc2C1,39,1:00100:5:Z4647782729;1:00104:4:Z4923039598;1:00106:6:Z4402167647;
c1cc2c([nH]1)CCC2,405,1:00100:5:Z4055308407;1:00100:6:Z1615962970;1:00100:8:Z1904048206;
CC1Cc2cc(Cl)ccc2N1,78,1:00100:5:Z3316636701;1:00102:2:Z4117365063;1:00103:4:Z3059976523;
OC1CC2CCCC(C1)C2,198,1:00100:5:Z4517176453;1:00100:8:Z4406754908;1:00101:8:Z4398711895;
CC1(C)CNCC2(CCCOC2)O1,50,1:00100:5:Z1961359923;1:00101:7:Z1962113622;1:00103:7:Z2776414571;
Nc1cnc(Cl)nc1,189,1:00100:5:Z3391427031;1:00100:7:Z4919099280;1:00101:3:Z3393643373;
Cc1cn2cccc(F)c2n1,85,1:00100:5:Z3668484471;1:00100:8:Z3665173534;1:00101:1:Z3634998010;
C1CC2(CCN1)COC2,576,1:00100:5:Z3389207576;1:00100:8:Z3054840915;1:00100:9:Z4143790524;
Fc1cnc2c(c1)CCN2,151,1:00100:5:Z4431720571;1:00100:8:Z4335203884;1:00101:5:Z4132696824;
c1noc2c1CNCC2,379,1:00100:5:Z4306342775;1:00100:6:Z3820478087;1:00101:8:Z3879527530;
Fc1ccc2[nH]ccc2c1F,82,1:00100:5:Z2335011091;1:00100:5:Z1615980501;1:00100:9:Z1616294565;
FC1(F)CC12CCCNCC2,245,1:00100:5:Z3395517583;1:00100:6:Z3345534070;1:00100:9:Z3519583160;
CC1CC(C)NC(C)C1,350,1:00100:5:Z3092748164;1:00100:5:Z3637888730;1:00100:6:Z3518887832;
NC1CCCCNC1,395,1:00100:5:Z3699860682;1:00100:5:Z3639321919;1:00101:0:Z4205394612;
CC1CNS(=O)(=O)C1,180,1:00100:5:Z3317108052;1:00100:7:Z2288507631;1:00103:2:Z1950086853;
C1C2CC3CC1CC(C2)O3,85,1:00100:5:Z4003405440;1:00100:9:Z3667288781;1:00103:4:Z3750973864;
c1cc2c(cn1)CCN2,406,1:00100:5:Z3049029676;1:00100:6:Z3520613960;1:00100:6:Z3520613926;
CC1=NOC(C)C1,976,1:00100:5:Z4230125225;1:00100:6:Z3656874463;1:00100:6:Z4083906477;
Cc1n[nH]c2c1CNCC2,345,1:00100:5:Z4142198349;1:00100:5:Z4112092390;1:00100:7:Z4112099091;
Cc1csc2ccncc12,83,1:00100:5:Z4230380768;1:00103:3:Z4227822656;1:00104:1:Z4456322604;
CC1COc2ccnn2C1,188,1:00100:5:Z5006994324;1:00101:7:Z5014708345;1:00101:8:Z5008313969;
CC1(C)COCCCN1,303,1:00100:5:Z3711367919;1:00100:5:Z3652801567;1:00100:6:Z3711380578;
CC1(C)NCNC1=O,58,1:00100:5:Z3493041256;1:00102:2:Z2830956178;1:00107:5:Z3789004822;
Cc1cc(C)c(Cl)cn1,56,1:00100:5:Z3493041256;1:00103:1:Z3503848065;1:00107:0:Z3501225166;
O=C1CCC2CNCC12,137,1:00100:5:Z4591226711;1:00100:6:Z4590945849;1:00101:8:Z4591310982;
c1cc2nccnc2cn1,334,1:00100:5:Z4390643373;1:00100:8:Z2654410129;1:00100:9:Z2654652253;
Cn1ncc2cc(F)ccc21,86,1:00100:5:Z3614448126;1:00101:0:Z3352515990;1:00102:0:Z3381676158;
c1cnc2c(c1)NCCO2,205,1:00100:5:Z1883222605;1:00100:5:Z4889444775;1:00100:7:Z1725589232;
Cc1cnc2c(c1)NCCN2,92,1:00100:5:Z4293336155;1:00100:9:Z2692081739;1:00102:5:Z2692082381;
c1ccc2c(c1)C1CCC2O1,273,1:00100:5:Z5035048568;1:00100:6:Z2813539971;1:00100:7:Z1700843841;
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,12,1:00100:5:Z2917949549;1:00106:8:Z80556350;1:00125:0:Z2234604225;
Cc1cc2c(cc1C)OCC2,198,1:00100:5:Z1718552660;1:00100:6:Z1274074618;1:00100:8:Z1716655921;
NC1CCC(F)(F)C1,417,1:00100:5:Z3795217107;1:00100:8:Z4878778216;1:00100:8:Z3777228388;
CN1C2CCCC1CNC2,371,1:00100:5:Z4276364820;1:00100:8:Z4614934650;1:00100:9:Z4215631126;
c1ccc2c(c1)CC1CCCCC1N2,4,1:00100:5:Z1831788733;1:00112:3:Z1831789957;1:00135:9:Z1831791175;
CC1CCNCCS1=O,444,1:00100:5:Z2312761158;1:00100:5:Z3804260273;1:00100:7:Z2820398516;
Cc1ccc(C)c2c1CCCO2,99,1:00100:5:Z3547855590;1:00100:5:Z3547855580;1:00106:3:Z3080205491;
C1COC2(CC3CCC2C3)O1,83,1:00100:5:Z3383681853;1:00101:1:Z4907134794;1:00102:3:Z3383682143;
Cc1ccc2scc(C)c2c1,64,1:00100:5:Z3899478077;1:00100:5:Z4142662114;1:00101:0:Z2141621615;
O=S1(=O)CC2(CCC2)CN1,113,1:00100:5:Z3796883677;1:00101:5:Z3800307815;1:00101:8:Z3796840203;
CC1(C)CCCC(=O)N1,563,1:00100:5:Z2638790107;1:00100:7:Z2703467515;1:00100:8:Z2761119607;
O=c1[nH]c2c([nH]1)CNCC2,354,1:00100:5:Z4009824301;1:00100:8:Z4027021694;1:00100:9:Z4027024964;
O=C1CCOc2ccccc2N1,121,1:00100:5:Z2303550741;1:00100:9:Z3626835902;1:00100:9:Z3615963126;
Oc1noc2c1CCNC2,275,1:00100:5:Z4274596969;1:00100:9:Z4231275176;1:00102:6:Z4254471693;
Cn1nncc1Cl,23,1:00100:5:Z3484504834;1:00104:5:Z4999794403;1:00104:7:Z4224094097;
Fc1ccc2c(c1)OCCC2,327,1:00100:5:Z2224371489;1:00100:8:Z2715737201;1:00100:8:Z4209505543;
Oc1cc(O)ncn1,121,1:00100:5:Z3612093525;1:00102:8:Z4036332289;1:00103:3:Z2906660866;
O=C1NCCC2CCNC=C12,47,1:00100:5:Z4368808436;1:00104:9:Z4368818057;1:00104:9:Z4662853692;
C1CCC2(CCCNC2)NC1,248,1:00100:5:Z3143670096;1:00100:6:Z3364668420;1:00101:1:Z3342474027;
Cn1cccc1Cl,245,1:00100:5:Z4214050682;1:00101:5:Z4213929315;1:00101:7:Z4215125587;
CC1Cc2cc(F)ccc2C(C)N1,37,1:00100:5:Z2774063666;1:00106:4:Z3876411035;1:00108:3:Z1571884766;
O=C1CC2CCCCC2N1,294,1:00100:5:Z4406767323;1:00100:7:Z4325205612;1:00100:7:Z4325205611;
C1NCC2C1C1COCC21,283,1:00100:5:Z2705620941;1:00100:5:Z2698535920;1:00100:8:Z2973634329;
O=C1CCc2ccc(F)cc2N1,138,1:00100:5:Z4394607100;1:00101:0:Z3384648596;1:00101:1:Z4254528872;
Fc1cccc2c1CCCC2,313,1:00100:5:Z3820229061;1:00100:6:Z4138615730;1:00101:3:Z3820226108;
FC1CCc2ccccc2C1,129,1:00100:5:Z2853582771;1:00100:7:Z2853582927;1:00100:8:Z5034742011;
Clc1csc2ccccc12,333,1:00100:5:Z2994851009;1:00100:8:Z2684218389;1:00100:8:Z4179377248;
O=C1NCC2CC1C2,234,1:00100:5:Z4213200012;1:00101:2:Z3573573677;1:00102:2:Z3551900387;
CC1(C)CNc2cccnc21,165,1:00100:5:Z4029738636;1:00101:8:Z4275525034;1:00104:1:Z4028351168;
O=S1(=O)CCCNC1,196,1:00100:5:Z4029738636;1:00101:6:Z3381785421;1:00102:2:Z3385810402;
C1CC2(CCN1)CNC1COCC12,48,1:00100:5:Z4230907223;1:00101:6:Z4207113723;1:00103:0:Z4269919555;
O=c1[nH]c2c(c(=O)[nH]1)CNC2,89,1:00100:5:Z3660404413;1:00102:7:Z4232614275;1:00103:2:Z3715478505;
Cc1ccc2c(c1F)CNCC2,123,1:00100:5:Z3141274062;1:00100:5:Z3698721197;1:00101:2:Z3559949960;
NC12CCOCC1CNC2,243,1:00100:5:Z4448805793;1:00102:3:Z4444723719;1:00102:8:Z4448809443;
Fc1cnc(Cl)nc1Cl,201,1:00100:5:Z2699327714;1:00101:4:Z2699731177;1:00101:4:Z2699122655;
O=S1(=O)CCC2(CCNC2)C1,222,1:00100:5:Z3346087166;1:00100:7:Z3101874238;1:00100:8:Z3319381603;
O=c1cn[nH]c2ccccc12,100,1:00100:5:Z2927183905;1:00101:5:Z2184866439;1:00103:5:Z1177962989;
Fc1ccc2c(c1)CC2,387,1:00100:5:Z1960608892;1:00100:7:Z3604018580;1:00100:7:Z1960601303;
NC1CNc2ccccc2C1,97,1:00100:5:Z3111346812;1:00105:4:Z2569857018;1:00106:4:Z4315307654;
O=C1NS(=O)(=O)c2ccccc21,75,1:00100:5:Z1272920991;1:00101:2:Z1440429518;1:00102:4:Z3831143814;
Cc1cc(=O)n2ncsc2n1,280,1:00100:5:Z3774280697;1:00101:5:Z1765543327;1:00102:2:Z3883700470;
CC1Cc2ccc(F)cc2C1,122,1:00100:5:Z4021334687;1:00101:9:Z1376117884;1:00102:8:Z1376118054;
Cc1cccn2cnnc12,88,1:00100:5:Z4294238565;1:00100:6:Z4292144549;1:00102:4:Z4289175951;
Cn1ccn2cnnc2c1=O,138,1:00100:5:Z3204457337;1:00100:7:Z2836686312;1:00101:1:Z3313890680;
CC1(C)CC2(CCNC2)CO1,206,1:00100:5:Z3879821994;1:00101:4:Z3775199377;1:00101:8:Z4274174192;
O=c1[nH]nc2n1CCOC2,39,1:00100:5:Z3339793216;1:00106:5:Z3339796301;1:00109:3:Z3339792149;
Clc1cccc2cc[nH]c12,124,1:00100:5:Z5034087459;1:00101:5:Z5034655654;1:00102:4:Z5034663692;
Cc1cc(C)c2c(c1)CCCO2,98,1:00100:5:Z3186605936;1:00100:5:Z3186605930;1:00111:1:Z4641261819;
C1CCC2NCC2C1,585,1:00100:5:Z4026063853;1:00100:6:Z2851749759;1:00100:8:Z2642402153;
Nc1ncc(N)c(Cl)n1,87,1:00100:5:Z3831402088;1:00100:9:Z3019438206;1:00102:0:Z3648990075;
CC12CNC(CO1)C2,569,1:00100:5:Z3009666065;1:00100:5:Z2966248541;1:00100:6:Z4413363549;
Clc1cnn2c1CNCC2,360,1:00100:5:Z3592993380;1:00100:6:Z3607285862;1:00101:2:Z3322194410;
Cc1ccc2c(c1)CNCC2(C)C,35,1:00100:5:Z1517585507;1:00101:3:Z1299133575;1:00105:0:Z1152162077;
Clc1ccc2nccnc2c1,112,1:00100:5:Z2698985931;1:00102:5:Z4641927336;1:00102:7:Z2699772978;
Cn1ncc2ncccc21,223,1:00100:5:Z2998255699;1:00100:6:Z2973531506;1:00100:6:Z2981310742;
c1nc2c([nH]1)CCNC21CCCCC1,8,1:00100:5:Z3314009120;1:00106:3:Z4268342740;1:00121:5:Z3314007718;
OC1CCC12CCOCC2,255,1:00100:5:Z3581967804;1:00100:7:Z2955208192;1:00101:2:Z2928886207;
O=c1[nH]cc[nH]1,410,1:00100:5:Z2233413891;1:00100:6:Z4075417638;1:00100:6:Z2603651155;
CC1OCCc2ccccc21,114,1:00100:5:Z2853525737;1:00100:6:Z2870641820;1:00101:7:Z2842106603;
NC1C2CCC1NC2,351,1:00100:5:Z4157163063;1:00100:6:Z4153415964;1:00100:8:Z4152207827;
Cc1cc2ncncn2n1,225,1:00100:5:Z3827999407;1:00101:4:Z3828589924;1:00101:6:Z4027344798;
Cc1cc2ncsc2cc1F,44,1:00100:5:Z4216761728;1:00100:9:Z4312053907;1:00104:3:Z2987457253;
Cc1ncccc1N,295,1:00100:5:Z4662234170;1:00100:8:Z4484410533;1:00101:3:Z4486523036;
c1n[nH]c2c1CCSC2,239,1:00100:5:Z4150290750;1:00100:7:Z4150442680;1:00101:7:Z4266025276;
NC1CC2CCCC2C1,144,1:00100:5:Z4422379724;1:00101:8:Z4422378865;1:00102:3:Z4422383210;
CC1(C)CCCCC1O,421,1:00100:5:Z3562096389;1:00100:6:Z4211314387;1:00101:3:Z3647197312;
CN1CC2(CNC2)C1,271,1:00100:5:Z4218022628;1:00101:4:Z4217988006;1:00101:5:Z4505887951;
O=c1nc[nH]c2ccccc12,80,1:00100:5:Z4513522014;1:00100:5:Z4513525272;1:00102:0:Z1899613058;
NC1CCCc2ccccc21,227,1:00100:5:Z3383063498;1:00100:6:Z3632749710;1:00100:8:Z3142845007;
O=c1[nH]cc(Cl)c(=O)[nH]1,144,1:00100:5:Z4304250157;1:00100:6:Z4304348323;1:00102:0:Z4302288764;
CN1CCC(N)C1,271,1:00100:5:Z2451069740;1:00100:6:Z2465208042;1:00100:9:Z2383341777;
O=S1(=O)CCc2sccc2C1,83,1:00100:5:Z2230880361;1:00100:5:Z4424271563;1:00103:9:Z1433452043;
Cc1ncc(Cl)c(C)c1Cl,27,1:00100:5:Z4338993315;1:00105:1:Z4338994050;1:00105:5:Z4338993285;
O=C1NCC2(CCCC2)C(=O)N1,19,1:00100:5:Z3211421873;1:00109:2:Z3211578895;1:00114:3:Z3211311394;
CC1CNCC2(CCNC2)O1,82,1:00100:5:Z3383589862;1:00101:1:Z3807710274;1:00101:3:Z4054872418;
CN1C=NCC(C)(C)C1,82,1:00100:5:Z3630493446;1:00103:3:Z3301831327;1:00104:4:Z3301831409;
CC1Oc2ccccc2O1,20,1:00100:5:Z3593437040;1:00111:5:Z1938451292;1:00127:9:Z4320705182;
C1CC2(C1)CCNCCN2,197,1:00100:5:Z3888403771;1:00101:2:Z4054881439;1:00101:9:Z4054880993;
C1Cc2[nH]nnc2CN1,79,1:00100:5:Z4973846337;1:00101:7:Z2219190827;1:00102:7:Z4128282601;
Cc1cc(=O)n2c(n1)CCCC2,22,1:00100:5:Z4032971066;1:00104:5:Z4029718305;1:00112:9:Z4027974725;
Cc1cc2nc(Cl)ncc2s1,78,1:00100:5:Z2612277513;1:00101:0:Z2612355212;1:00101:7:Z4629576329;
Fc1cc(F)c2ccoc2c1,66,1:00100:5:Z3356113851;1:00100:6:Z3520980069;1:00101:2:Z3360745645;
Clc1cccc2c1CC2,278,1:00100:5:Z2700355754;1:00101:3:Z3702706214;1:00101:3:Z2708390411;
C1CC2CCNC(C1)C2,160,1:00100:5:Z4055273796;1:00100:7:Z3142766736;1:00101:9:Z4208637896;
Clc1ccc2sccc2c1,296,1:00100:5:Z4979502244;1:00100:7:Z4971680987;1:00101:0:Z1359636332;
C1CCC2(CCNC2)CNC1,146,1:00100:5:Z3134364999;1:00100:8:Z4002789417;1:00101:0:Z3829254757;
Cc1ncc2ccc(F)cc2n1,27,1:00100:5:Z4234159999;1:00107:5:Z4191843604;1:00107:7:Z4191997471;
Cc1cnn2c1CNCC2,361,1:00100:5:Z3808300614;1:00101:1:Z4295751736;1:00101:7:Z3898829767;
NC12COC(C1)C2,150,1:00100:5:Z4063176435;1:00101:2:Z3697603566;1:00103:4:Z3696789584;
O=c1cccc2n1CCOC2,103,1:00100:5:Z4298394757;1:00101:0:Z4250198999;1:00105:0:Z4240901064;
CC1CCO1,361,1:00100:5:Z4536363025;1:00101:4:Z4273148918;1:00101:5:Z4166928161;
C1=NCCO1,442,1:00100:5:Z4249637732;1:00101:0:Z4250186930;1:00101:6:Z5014562696;
O=c1[nH]ccn2nccc12,279,1:00100:5:Z4198969763;1:00100:7:Z4193367300;1:00100:7:Z4193367306;
FC1(F)CCCCCCC1,94,1:00100:5:Z3337676822;1:00101:5:Z3611568537;1:00101:6:Z3611568561;
O=C1CCNc2ccccc21,38,1:00100:5:Z4263434901;1:00101:3:Z1493018288;1:00101:7:Z4451085224;
CC1NCC(=O)Nc2ccccc21,50,1:00100:5:Z4925238153;1:00103:2:Z4930668195;1:00104:1:Z4925251685;
c1cnc2c(c1)NCCCC2,69,1:00100:5:Z4377637927;1:00101:1:Z2791613961;1:00101:2:Z2791605012;
NC1CNCC(F)(F)C1,1012,1:00100:5:Z4421978239;1:00100:5:Z4176447672;1:00100:5:Z4422014700;
O=C1CCSCC1,293,1:00100:5:Z4469461441;1:00100:9:Z4457637781;1:00102:0:Z4469451865;
Fc1cccc2c1CNCCO2,120,1:00100:5:Z4635499895;1:00100:5:Z2773067372;1:00101:7:Z4164519489;
Cc1cc(C)oc(=O)c1,210,1:00100:5:Z4344357047;1:00100:6:Z4106855410;1:00101:4:Z4106042562;
Fc1cccc2c1OCCC2,405,1:00100:5:Z2837777496;1:00100:5:Z4042126497;1:00101:9:Z4614862666;
Fc1ccc2c(c1)OCCNC2,125,1:00100:5:Z2699437497;1:00101:7:Z4267827404;1:00102:0:Z3361088733;
Cc1cccc2ccsc12,197,1:00100:5:Z3383911669;1:00102:7:Z2485574936;1:00102:7:Z2165886036;
C1CCNC2(CC1)CCNCC2,72,1:00100:5:Z3799383321;1:00100:6:Z3776764818;1:00101:4:Z4004874563;
Cc1nccnn1,10,1:00100:5:Z4216896080;1:00102:7:Z4216895856;1:00102:7:Z4216894773;
CC1NC(C)C(C)N(C)C1=O,135,1:00100:5:Z2913563363;1:00100:9:Z3086049610;1:00102:1:Z2873621382;
O=S1(=O)CC2(CCCC2)CN1,75,1:00100:5:Z3796932620;1:00102:9:Z3796935412;1:00103:0:Z3800320961;
Cc1ccc2nccc(C)c2c1,40,1:00100:5:Z2408329522;1:00103:2:Z4469113807;1:00115:9:Z2033145266;
CC1(C)C2CCC1C(=O)C2,119,1:00100:5:Z4004588346;1:00102:3:Z3639802180;1:00103:2:Z4004588976;
CN1CC2(C)CNCC2(C)C1,181,1:00100:5:Z2951604853;1:00101:2:Z2681834254;1:00101:3:Z3360890435;
Oc1ccc2c(c1)OCCO2,79,1:00100:5:Z2774355138;1:00102:3:Z2826476144;1:00107:4:Z4352829446;
OC12CCCCC1CNCC2,274,1:00100:5:Z4329404556;1:00101:4:Z4329406874;1:00101:6:Z4329399606;
CN1CC2(CCNCC2)C1,127,1:00100:5:Z3820469422;1:00102:1:Z3879509197;1:00102:7:Z3879501588;
CN1CCC2(CC1)CNCCO2,121,1:00100:5:Z2458128926;1:00104:9:Z2601595512;1:00105:6:Z2642210225;
NC1CC2COCC(C1)C2,63,1:00100:5:Z3119802708;1:00108:2:Z3639587910;1:00109:1:Z4205365141;
Fc1ccc2c(c1)CCCC2,708,1:00100:5:Z3802195694;1:00100:5:Z3802195590;1:00100:5:Z3781268014;
Cc1ccnc2ncnn12,183,1:00100:5:Z1558479848;1:00100:5:Z1551615255;1:00100:7:Z1391408355;
C1CCC2CCC(C1)N2,77,1:00100:5:Z3519322780;1:00104:0:Z3794805434;1:00104:0:Z4593655118;
Cn1cnc2sccc21,269,1:00100:5:Z4076789149;1:00100:5:Z4076794543;1:00100:8:Z4076389781;
Nc1ncncc1F,204,1:00100:5:Z4456262551;1:00102:0:Z3004893360;1:00102:2:Z2180267895;
C1CCC2(CC1)CCCOC2,235,1:00100:5:Z3318883800;1:00100:6:Z3209001480;1:00101:2:Z3508869430;
O=S1(=O)CCNc2sccc21,124,1:00100:5:Z4264277828;1:00101:9:Z4264225347;1:00101:9:Z4278202888;
C1COCCC2(COC2)N1,219,1:00100:5:Z5034998638;1:00102:2:Z4094575963;1:00102:4:Z4436930395;
CC12CCC(C)(CC1)O2,181,1:00100:5:Z4405925202;1:00100:9:Z4406427027;1:00101:0:Z4398293283;
Clc1cccc2c1CCNC2,282,1:00100:5:Z4782447019;1:00100:8:Z4638175465;1:00101:7:Z5020499833;
Cc1cn2c(=O)ccnc2s1,174,1:00100:5:Z3364105886;1:00100:9:Z2920818702;1:00101:9:Z1610189440;
Cn1c(=O)[nH]c2ccccc21,427,1:00100:5:Z5017863420;1:00100:8:Z5017862699;1:00101:1:Z2781812375;
C1CNCCC2(C1)CCCO2,265,1:00100:5:Z4295389118;1:00100:8:Z3678466067;1:00101:4:Z3622721749;
Cc1n[nH]c2c1CCCC2,565,1:00100:5:Z3359101776;1:00101:0:Z4599734897;1:00101:0:Z4473994765;
OC1COC2(CCNCC2)C1O,97,1:00100:5:Z4560046255;1:00101:2:Z4560215488;1:00101:3:Z4539471989;
C1CC2(CCN1)CCSCC2,219,1:00100:5:Z2838624789;1:00100:7:Z4215502558;1:00101:0:Z2854611172;
c1cc2sccc2[nH]1,1032,1:00100:5:Z3205912436;1:00100:7:Z2965892488;1:00100:7:Z3497703968;
c1nc2c(o1)CCCC2,449,1:00100:5:Z2834647398;1:00100:6:Z2834660356;1:00100:7:Z4314588297;
