fragment_smiles,occurences,example_ligands
Cc1nn[nH]c1C,161,1:00100:4:Z2917064005;1:00100:6:Z4293759329;1:00101:8:Z2917053872;
OC1CNCC12CC2,702,1:00100:4:Z2948885185;1:00100:4:Z4450920307;1:00100:6:Z1870407530;
Cc1nccc2nncn12,152,1:00100:4:Z1262416573;1:00100:7:Z2479434951;1:00101:6:Z3395962752;
CC1(C)CC2CC(C)(CN2)C1,154,1:00100:4:Z219096516;1:00101:4:Z4286878558;1:00101:4:Z3372289317;
C1CCC2(C1)CCN2,568,1:00100:4:Z4152887353;1:00100:5:Z2779799716;1:00100:5:Z2774833498;
O=c1[nH]ccc2cccn12,89,1:00100:4:Z4327030941;1:00101:9:Z4323662110;1:00110:0:Z4324306862;
c1ccc2c(c1)C1CCC2NC1,24,1:00100:4:Z2843362845;1:00101:3:Z2852099803;1:00106:0:Z3313875117;
Cc1cc(=O)[nH]c(C)n1,289,1:00100:4:Z2184665409;1:00100:4:Z4465871501;1:00100:8:Z1579318643;
O=c1ccoc2ccccc12,229,1:00100:4:Z3637268030;1:00100:4:Z3056905132;1:00100:4:Z1997300860;
O=C1CCCc2sccc21,196,1:00100:4:Z4504939173;1:00100:8:Z2297759133;1:00101:2:Z4380289702;
O=c1[nH]cnc2scnc12,22,1:00100:4:Z3514375964;1:00102:9:Z3514381321;1:00108:8:Z3514375860;
CC1(C)CNc2cc(F)ccc21,85,1:00100:4:Z4207210870;1:00104:0:Z2837643224;1:00104:5:Z2484409822;
Clc1cccc2ncccc12,394,1:00100:4:Z3185403327;1:00100:7:Z4032029219;1:00101:3:Z3340275954;
Cc1cc2c(=O)n(C)cnc2o1,33,1:00100:4:Z144329526;1:00112:8:Z4332814814;1:00116:5:Z1416280484;
Fc1cncnc1Cl,294,1:00100:4:Z3390771461;1:00100:7:Z4191761475;1:00101:0:Z3391463747;
CC1=NOC2(CCC2)C1,282,1:00100:4:Z4177089679;1:00100:8:Z3667983904;1:00101:2:Z4465590030;
Clc1cnc2ccsc2c1,144,1:00100:4:Z2440904251;1:00100:5:Z2456637802;1:00100:5:Z2456636666;
c1ccc2c(c1)nc1n2CCC1,27,1:00100:4:Z2716960932;1:00110:6:Z1997758611;1:00112:4:Z2648064637;
O=S1(=O)CCC(O)CC1,286,1:00100:4:Z3835704319;1:00100:5:Z2955267633;1:00101:0:Z1887705530;
O=C1C2CCCC1CC2,370,1:00100:4:Z4219200960;1:00100:4:Z4020541505;1:00100:7:Z4022508155;
c1nc2n(n1)CCCN2,621,1:00100:4:Z2381910917;1:00100:6:Z2624135394;1:00101:1:Z2254972089;
C1CNCC2(C1)OCCO2,381,1:00100:4:Z3695940424;1:00100:4:Z2773308503;1:00100:7:Z3514124175;
CC1CCCCS1(=O)=O,1247,1:00100:4:Z2622215204;1:00100:5:Z2596364257;1:00100:7:Z3642065410;
Cn1ccc(N)c1,326,1:00100:4:Z3228215679;1:00100:5:Z4209697711;1:00100:6:Z4214856303;
c1cc2scnc2[nH]1,334,1:00100:4:Z4486099013;1:00100:6:Z4429176245;1:00101:0:Z4487120446;
C1CCC2(CCOCC2)NC1,174,1:00100:4:Z3093452955;1:00102:3:Z3620021322;1:00102:9:Z3620021194;
Oc1cccnn1,339,1:00100:4:Z4347137414;1:00100:9:Z1940198661;1:00101:2:Z3600296219;
c1cc2c(s1)CCCN2,179,1:00100:4:Z5060158277;1:00100:5:Z5060148423;1:00100:7:Z5060143771;
C1CCC2CCOC2CC1,303,1:00100:4:Z3595703135;1:00100:6:Z3817846484;1:00101:0:Z3053268450;
Fc1cc2c(cc1F)NCCC2,81,1:00100:4:Z2869010121;1:00101:2:Z3338192467;1:00101:9:Z4029838152;
Cc1ccc2c(c1)OC(C)CN2,116,1:00100:4:Z1883158168;1:00100:4:Z1352722215;1:00100:5:Z1483714010;
C1CCC2(CC1)CSC2,123,1:00100:4:Z3358980070;1:00102:1:Z3358927750;1:00102:8:Z3363021992;
C1=NOC2CCCCC12,392,1:00100:4:Z4112747727;1:00100:7:Z4030490374;1:00101:0:Z4109354299;
CC1CCCc2ccccc21,331,1:00100:4:Z997448780;1:00100:9:Z1608373905;1:00101:1:Z1725564059;
O=c1[nH]cnc2c1COCC2,130,1:00100:4:Z2472901251;1:00102:3:Z2834725149;1:00102:5:Z2833299112;
CC1CSCCCN1,473,1:00100:4:Z3087731882;1:00100:5:Z4517176453;1:00101:0:Z2973938408;
O=C1CC2CCC1O2,238,1:00100:4:Z5044317359;1:00100:6:Z5043953369;1:00100:8:Z5055212544;
CC1(C)CC2(CCC2)CN1,218,1:00100:4:Z3358462792;1:00100:6:Z2792451240;1:00101:7:Z2914254157;
OC1CCCC12CCOCC2,58,1:00100:4:Z3805163589;1:00105:7:Z3907116269;1:00106:0:Z3781184627;
CN1CCCC2CNCCC21,237,1:00100:4:Z1987174425;1:00100:8:Z3238947807;1:00101:9:Z2018670199;
c1cnc2c(c1)N1CCC(C1)N2,42,1:00100:4:Z4364835310;1:00106:2:Z4364827139;1:00110:7:Z4132745789;
Oc1nc2ncccc2o1,100,1:00100:4:Z4576395811;1:00101:1:Z4229706395;1:00101:2:Z3347151822;
FC1(F)CCOc2ccccc2C1,10,1:00100:4:Z4255588619;1:00120:3:Z4256895488;1:00121:7:Z4256469045;
O=c1[nH][nH]c(=O)[nH]1,143,1:00100:4:Z2906011603;1:00101:2:Z2964708367;1:00103:7:Z4094129153;
Cn1ccc2cc(Cl)ccc21,159,1:00100:4:Z4096939793;1:00100:9:Z4209134892;1:00102:2:Z3855650719;
c1nn2cnnc2[nH]1,148,1:00100:4:Z2227159785;1:00100:5:Z2919098928;1:00100:5:Z2919098604;
CC1NCN(C)C1=O,738,1:00100:4:Z2454604439;1:00100:5:Z2950548578;1:00100:6:Z3861857347;
Cc1nc2c([nH]1)CNCC2,278,1:00100:4:Z4226495066;1:00100:4:Z4663264164;1:00100:4:Z4663264094;
CC1CSCCO1,658,1:00100:4:Z4470243121;1:00100:7:Z4935343424;1:00100:7:Z4931808059;
Cc1nn(C)c2c1NCCS2,119,1:00100:4:Z3297893366;1:00101:0:Z4282106106;1:00101:2:Z3049226227;
Cc1nccn2nccc12,191,1:00100:4:Z4994678482;1:00101:1:Z4991908076;1:00101:4:Z4995025148;
Cc1ccc(F)cc1C,437,1:00100:4:Z4437195258;1:00100:6:Z5059941457;1:00100:7:Z4124558517;
O=C1CCNN1,57,1:00100:4:Z3321518851;1:00101:2:Z3322748466;1:00104:4:Z3322752568;
Nc1cnn2c1NCCC2,91,1:00100:4:Z4421241173;1:00102:1:Z2867083544;1:00102:6:Z2867082181;
C1CCC2CCNCC2CC1,116,1:00100:4:Z3394376380;1:00102:3:Z3862966294;1:00102:3:Z3607313723;
C1CCCOCCC1,213,1:00100:4:Z4151951477;1:00100:4:Z4155206338;1:00100:5:Z4151946518;
Clc1cccc2ncsc12,20,1:00100:4:Z2814408463;1:00106:8:Z3251317032;1:00120:0:Z4664009728;
CC12CCC(C1)C2,74,1:00100:4:Z4455327400;1:00100:9:Z4455343419;1:00104:3:Z4455224436;
OC1CC2CNCCN2C1,394,1:00100:4:Z3554661865;1:00100:4:Z2504417089;1:00100:4:Z4100275119;
Clc1ccnc2ccccc12,143,1:00100:4:Z3856031276;1:00101:2:Z2581256162;1:00101:2:Z2277485860;
C1CCOC2(CC1)CCNC2,217,1:00100:4:Z4154331310;1:00101:2:Z4156013764;1:00101:5:Z4187050955;
CC1CCSCCN1,602,1:00100:4:Z1847582579;1:00100:7:Z4906413455;1:00100:8:Z1843706467;
CC1C=CNC(=O)N1,29,1:00100:4:Z1010309508;1:00103:5:Z4249638851;1:00106:0:Z1082784452;
CC1(C)OC2(CCCNC2)NC1=O,62,1:00100:4:Z3651322346;1:00102:7:Z3521732396;1:00102:9:Z3521732373;
Cc1cc(Cl)cs1,423,1:00100:4:Z3578681209;1:00100:6:Z3542331495;1:00101:2:Z4255712017;
C1CC2(CCO2)CN1,225,1:00100:4:Z4229758512;1:00100:6:Z4229768505;1:00100:8:Z3620519570;
NC1CCc2ccccc21,548,1:00100:4:Z3248235260;1:00100:4:Z2377564962;1:00100:6:Z3888414507;
O=C1CC2CCCC(CN1)N2,216,1:00100:4:Z3323827437;1:00101:0:Z3800060769;1:00101:6:Z3395984448;
Nc1nc2ccccc2o1,295,1:00100:4:Z4769589046;1:00101:6:Z4304258099;1:00101:6:Z4302933050;
Oc1ccc2ncccc2c1,64,1:00100:4:Z4226807436;1:00101:1:Z4225159660;1:00102:7:Z4228333339;
c1cc2ccsc2s1,426,1:00100:4:Z3292228143;1:00101:2:Z3196296087;1:00101:4:Z4420973288;
Cn1ccc2[nH]ccc21,161,1:00100:4:Z3355825208;1:00101:3:Z3608422618;1:00101:6:Z3370905571;
Fc1ccc2cccnc2c1,367,1:00100:4:Z2273641217;1:00100:8:Z2434505428;1:00102:3:Z3060699502;
CC1(C)CC(C)(C)C1O,248,1:00100:4:Z4455328679;1:00100:4:Z3662377469;1:00101:7:Z3662375579;
Oc1cc(Cl)cc(Cl)c1,271,1:00100:4:Z2661957990;1:00101:0:Z2077736614;1:00101:8:Z4313922535;
O=C1CCCc2ncccc21,285,1:00100:4:Z2358717942;1:00100:7:Z2961692750;1:00100:9:Z5061136791;
CC1(C)CCCC1=O,190,1:00100:4:Z2345803290;1:00100:4:Z2349396676;1:00101:6:Z2345663431;
Fc1cc2c(s1)CCOC2,145,1:00100:4:Z2201551001;1:00101:5:Z2201355180;1:00101:5:Z2201349920;
CN1CCOCc2ccccc21,20,1:00100:4:Z3506591102;1:00107:9:Z3506592421;1:00111:2:Z3506589215;
O=c1[nH]cnc2[nH]ccc12,38,1:00100:4:Z1899619626;1:00100:7:Z1955028261;1:00102:3:Z1899616011;
C1=NOCCN1,7,1:00100:4:Z2497868211;1:00120:3:Z1383307618;1:00128:3:Z1450897057;
Cc1ccc2c(c1)NCC2,288,1:00100:4:Z1148822630;1:00101:0:Z1881255633;1:00101:2:Z942910532;
C1CCN2CCNCC2C1,421,1:00100:4:Z1338060201;1:00100:5:Z1950999442;1:00100:6:Z908776124;
c1ccc2c(c1)C1CCC2N1,312,1:00100:4:Z2272257720;1:00100:5:Z2363968529;1:00100:9:Z1996853095;
Fc1ccc2c(c1)OCCO2,94,1:00100:4:Z5055436673;1:00101:3:Z5045506537;1:00103:1:Z5044132746;
N=S1(=O)CCOCC1,273,1:00100:4:Z3369592703;1:00100:7:Z3582889314;1:00101:1:Z4350578383;
CC1CSc2ccccc2CN1,91,1:00100:4:Z1732759065;1:00100:9:Z1994086394;1:00103:4:Z1733293286;
OC1CNCC2(CCOCC2)C1,150,1:00100:4:Z2852467679;1:00101:0:Z2852499356;1:00101:3:Z2975360043;
Oc1cccc2c1CCNC2,216,1:00100:4:Z2720652638;1:00100:5:Z2697753834;1:00100:8:Z4712618144;
Nc1ncnc2ccccc12,259,1:00100:4:Z1564455161;1:00100:5:Z2493876944;1:00101:6:Z2927342691;
CC1CC2(CCCCC2)CN1,244,1:00100:4:Z4883754557;1:00100:4:Z4883761436;1:00101:4:Z4888962476;
Nc1ccnc(Cl)n1,207,1:00100:4:Z4984430562;1:00100:4:Z4350722958;1:00102:4:Z4349363586;
c1ccc2c(c1)CCC1CCC21,46,1:00100:4:Z2648024119;1:00101:7:Z2618368427;1:00102:0:Z3077613835;
O=S1(=O)CCC2(CC2)C1,299,1:00100:4:Z4834463376;1:00101:0:Z4719701465;1:00101:4:Z4405988912;
Clc1ccc2cnccc2c1,158,1:00100:4:Z3352082387;1:00101:7:Z3501171256;1:00102:6:Z3348169741;
FC1(F)CCc2[nH]ncc2C1,98,1:00100:4:Z4537982968;1:00100:4:Z4537983723;1:00100:4:Z4537981323;
O=c1cc[nH]cc1,545,1:00100:4:Z4106108252;1:00100:5:Z3541996058;1:00100:6:Z2911621686;
CN1Cc2ccccc2C1,393,1:00100:4:Z4236631069;1:00100:6:Z4262733783;1:00100:7:Z4235996465;
C1NCC12CSC2,661,1:00100:4:Z4456035145;1:00100:7:Z3175448507;1:00100:8:Z3057936750;
Cc1cc(=O)cc[nH]1,639,1:00100:4:Z1313440813;1:00100:6:Z3499911493;1:00100:6:Z3905879925;
Cc1ccc2cccc(F)c2n1,92,1:00100:4:Z3891166946;1:00101:7:Z2475079475;1:00102:4:Z1439356688;
CC1CNCC1N,1166,1:00100:4:Z4054987902;1:00100:4:Z4054184139;1:00100:4:Z4670943646;
Cc1cnc2n1CCNC2,206,1:00100:4:Z4505888542;1:00100:9:Z3587695518;1:00101:5:Z4285384850;
Cc1ccn(C)c1,1027,1:00100:4:Z1787139338;1:00100:4:Z2643725027;1:00100:5:Z3550518643;
CC1(C)CCC(O)CN1,382,1:00100:4:Z3822120487;1:00101:0:Z4492380439;1:00101:1:Z4094643925;
c1cc2c(cn1)NCCCC2,78,1:00100:4:Z4870902707;1:00102:7:Z4870919439;1:00103:4:Z4870915692;
CC1CCN=CN1,127,1:00100:4:Z3301845371;1:00102:1:Z3301845834;1:00102:6:Z3301843510;
c1cnc2nccnc2c1,704,1:00100:4:Z2783728071;1:00100:4:Z2782121069;1:00100:9:Z3395714851;
FC1CC2CNC1C2,234,1:00100:4:Z3828000124;1:00100:5:Z3913589555;1:00100:9:Z3831545280;
O=c1cccco1,333,1:00100:4:Z4213710682;1:00100:5:Z4210228527;1:00100:7:Z4295051892;
O=C1NCC(O)C(=O)N1,78,1:00100:4:Z3211474665;1:00100:6:Z3211356679;1:00100:8:Z3210945706;
CC1CCCNS1(=O)=O,357,1:00100:4:Z3348088809;1:00101:7:Z3298911464;1:00101:8:Z3357701854;
c1ncc2[nH]ncc2n1,293,1:00100:4:Z4647130784;1:00101:0:Z4876395437;1:00101:4:Z4875775512;
CC1=CCc2ccccc2O1,52,1:00100:4:Z2917758612;1:00100:9:Z3058884156;1:00101:0:Z1269812489;
CC1CCC(=O)CC1,284,1:00100:4:Z3590902063;1:00100:4:Z3589361959;1:00100:6:Z2274397633;
c1cc2c(s1)CCCCN2,155,1:00100:4:Z1974344209;1:00100:5:Z1974883236;1:00101:3:Z3353947242;
FC1(F)CNCCOC1,507,1:00100:4:Z2275296415;1:00100:8:Z4152556588;1:00101:3:Z2151078760;
O=S1(=O)NCCCN1,338,1:00100:4:Z4341513106;1:00100:7:Z3795148341;1:00100:9:Z3952800308;
Oc1ncccn1,79,1:00100:4:Z2982732315;1:00100:9:Z2982743876;1:00102:6:Z2982737633;
C1=NOC2(C1)CCNCC2,74,1:00100:4:Z3562111619;1:00100:9:Z3647633570;1:00100:9:Z3534068910;
Clc1cc(Cl)c2nc[nH]c2c1,30,1:00100:4:Z2218830098;1:00101:0:Z2219779289;1:00102:0:Z2494398645;
CC1CNCCN(C)C1,254,1:00100:4:Z1753526564;1:00101:5:Z5000454677;1:00101:5:Z1130379761;
Cc1nn(C)c2sccc12,223,1:00100:4:Z3563340427;1:00101:1:Z453642150;1:00101:2:Z4268430202;
CC1CN=CNC1,139,1:00100:4:Z3301938831;1:00100:7:Z3301938187;1:00102:2:Z3301938986;
OC1CC2COCC(C1)N2,338,1:00100:4:Z5019019708;1:00100:5:Z5019735380;1:00100:7:Z5019009312;
Oc1ccc2c(c1)NCC2,173,1:00100:4:Z4232080795;1:00100:8:Z4232065734;1:00101:0:Z4232081609;
Clc1cnc2n1CCCC2,202,1:00100:4:Z2956501201;1:00102:3:Z2956404187;1:00104:2:Z2958795388;
O=C1CCCc2ccncc21,168,1:00100:4:Z2475560409;1:00100:9:Z2771608561;1:00100:9:Z2771868210;
Cc1cccc2ccn(C)c12,11,1:00100:4:Z3645802234;1:00104:5:Z3645805033;1:00104:5:Z3645809148;
O=S1(=O)CC2(CNC2)C1,388,1:00100:4:Z4123866122;1:00100:5:Z3052651498;1:00100:6:Z2911925329;
Fc1ccc2c(c1)NCC2,333,1:00100:4:Z2363420321;1:00100:5:Z3667077573;1:00100:6:Z2504986852;
c1cnc2c(c1)OCC2,139,1:00100:4:Z4257647572;1:00101:0:Z4255472606;1:00101:0:Z4256380893;
CS1(=O)=NCc2ccccc21,39,1:00100:4:Z4611071365;1:00101:7:Z4611069779;1:00101:7:Z4611069782;
CC1CNc2cnccc21,217,1:00100:4:Z4230367398;1:00100:5:Z4212604668;1:00103:8:Z3713229213;
Nc1ncnc2[nH]ncc12,45,1:00100:4:Z1720688195;1:00104:2:Z3395689314;1:00107:5:Z1720688295;
Cc1coc2c1C(=O)CCC2,92,1:00100:4:Z443832924;1:00100:6:Z3093339389;1:00101:1:Z2088130608;
Cc1ncc2cnccn12,4,1:00100:4:Z4313358309;1:00100:4:Z4342125364;1:00102:2:Z4297317851;
CC1(C)CCC(C)(C)NC1,112,1:00100:4:Z4311762190;1:00100:5:Z4204450262;1:00103:5:Z3359931904;
O=C1CCCNC1,403,1:00100:4:Z3620252836;1:00100:4:Z3589145572;1:00100:5:Z3589140547;
OC1CNCC2(CCC2)C1,396,1:00100:4:Z3209768203;1:00100:6:Z3080019342;1:00101:0:Z3209766241;
Clc1cccc2c1OCCCC2,69,1:00100:4:Z1577428122;1:00103:8:Z4207043846;1:00105:3:Z1594776765;
Fc1cncc2ccccc12,185,1:00100:4:Z3518192769;1:00101:6:Z3404025133;1:00101:9:Z3558516106;
CC1CCS(=O)(=O)N1C,262,1:00100:4:Z4912878943;1:00100:4:Z4912878944;1:00100:4:Z3578635693;
Cc1cc2cccc(C)c2[nH]1,68,1:00100:4:Z4912993264;1:00100:9:Z4913162163;1:00102:8:Z4914711398;
N=c1cc[nH]cn1,38,1:00100:4:Z4223514383;1:00103:2:Z4223504025;1:00103:6:Z4223496500;
Clc1n[nH]c2ccccc12,122,1:00100:4:Z4998790563;1:00100:5:Z1570974130;1:00101:9:Z1570974017;
Cc1cc(Cl)cc(C)c1O,52,1:00100:4:Z3822350467;1:00100:4:Z3822355328;1:00100:4:Z3820792591;
Cc1nc2c(F)cccc2s1,87,1:00100:4:Z3341242120;1:00102:2:Z5001293013;1:00102:2:Z3093451938;
CC1CNC(=O)NC1=O,48,1:00100:4:Z3211139251;1:00102:6:Z2993497280;1:00103:8:Z2897840665;
Cc1csc2cncn12,239,1:00100:4:Z4351769203;1:00100:7:Z4123953970;1:00101:3:Z3842351923;
Cc1ccc2ccc(O)cc2n1,38,1:00100:4:Z4225723037;1:00110:1:Z4226338057;1:00117:6:Z4226929845;
C1NCC2COCC1C2,190,1:00100:4:Z4225723037;1:00101:2:Z4205100620;1:00102:3:Z1687505425;
C1CC2CCCC(C1)C2,688,1:00100:4:Z3604428100;1:00101:0:Z4176373201;1:00101:3:Z4489755669;
C1CC2(C1)CSC2,807,1:00100:4:Z4324830266;1:00100:6:Z3362503437;1:00100:8:Z3590045329;
Cc1cccc2c1NCC2,267,1:00100:4:Z1879504037;1:00100:5:Z1342124695;1:00100:5:Z2072254834;
CC1CNCCNC1,551,1:00100:4:Z2601065597;1:00100:7:Z2208136780;1:00100:8:Z4117897919;
C1=NC2CCCCC2S1,127,1:00100:4:Z4491326339;1:00101:2:Z4225602996;1:00102:0:Z4225565934;
OC1CC2CNCC1C2,305,1:00100:4:Z4870033811;1:00100:7:Z4537206209;1:00100:7:Z3659392799;
CN1CCC2(CCNCC2)C1=O,138,1:00100:4:Z1888934876;1:00100:6:Z1895025986;1:00100:7:Z4060095842;
Cc1cc(F)cc2c1NCC2,123,1:00100:4:Z4908778998;1:00100:7:Z4907373911;1:00100:7:Z4907376389;
O=C1CCCn2nccc21,184,1:00100:4:Z2906178921;1:00100:6:Z3179393165;1:00100:6:Z3170771525;
O=C1NCCNC12CCC2,238,1:00100:4:Z3057105108;1:00100:6:Z4100990755;1:00100:8:Z4346947863;
O=C1COC2(CNC2)CN1,169,1:00100:4:Z4228480676;1:00103:1:Z4278523105;1:00103:2:Z4228475654;
OC1COC2CC1C2,234,1:00100:4:Z4448651530;1:00100:9:Z4478357900;1:00101:1:Z4478360718;
C1CCC2(C1)CCCOC2,502,1:00100:4:Z3394794776;1:00100:6:Z3318030882;1:00100:6:Z4317148357;
OC1CC(O)C12CCNCC2,161,1:00100:4:Z4232016474;1:00101:3:Z4232017585;1:00101:4:Z4271561354;
NC1C2CNC1C(O)C2,262,1:00100:4:Z3799709112;1:00100:8:Z3799717416;1:00100:9:Z3799725475;
Cc1ncc2c(C)c(C)sc2n1,110,1:00100:4:Z1272445517;1:00100:6:Z2233919977;1:00100:8:Z2861564617;
O=C1Cc2cc(F)ccc2N1,91,1:00100:4:Z4886987744;1:00100:4:Z3643788290;1:00100:4:Z3646325844;
c1cc2n(n1)CCCNC2,499,1:00100:4:Z3344715835;1:00100:4:Z3345364567;1:00101:0:Z3513459606;
FC1(F)CNCCCCNC1,169,1:00100:4:Z3669333039;1:00101:1:Z3808302799;1:00101:4:Z3808302759;
Cc1cccc2c1CCOC2,99,1:00100:4:Z5004661102;1:00100:8:Z5006465147;1:00102:9:Z5007249973;
c1nc2c([nH]1)CCOC2,248,1:00100:4:Z4236579359;1:00101:1:Z3093064300;1:00101:2:Z3255679070;
Cc1noc2ncncc12,284,1:00100:4:Z3831110439;1:00100:8:Z3396130741;1:00100:9:Z3342232886;
NC1CNCC1N,491,1:00100:4:Z3517954875;1:00100:7:Z3793835882;1:00101:0:Z3365316217;
c1ccc2cnncc2c1,372,1:00100:4:Z4224732969;1:00100:4:Z4233521036;1:00100:9:Z1689438846;
Clc1ccc2c(c1)COCO2,86,1:00100:4:Z2837235777;1:00100:6:Z1167109900;1:00103:3:Z1997939344;
O=c1[nH]cnc2cccnc12,153,1:00100:4:Z3870223064;1:00101:1:Z2850559629;1:00102:0:Z2850689075;
O=C1CCNC2(CN1)COC2,59,1:00100:4:Z2843016998;1:00101:6:Z2994529150;1:00102:2:Z2952293216;
CN1CC2CCCCC2C1,166,1:00100:4:Z3641772619;1:00100:7:Z4523346361;1:00100:8:Z3054652505;
O=S1(=O)CCC2(CC1)CNC2,163,1:00100:4:Z3615049565;1:00100:8:Z3392077784;1:00101:1:Z3396138846;
CC1(C)C(F)C1(C)C,282,1:00100:4:Z3866025446;1:00100:9:Z3667942838;1:00102:2:Z3672132222;
O=S1(=O)CCCC2CNCC21,252,1:00100:4:Z2994852251;1:00100:6:Z2977915097;1:00100:7:Z2989220826;
CN1CCNc2cnccc21,167,1:00100:4:Z2497410131;1:00100:5:Z2632885662;1:00100:5:Z4870291794;
CC12CCC(C1)C(C)(C)NC2,66,1:00100:4:Z2851553157;1:00101:6:Z2876244668;1:00101:8:Z2914960882;
CC1CNCC(C)S1=O,459,1:00100:4:Z3939877523;1:00100:5:Z3527736770;1:00100:7:Z3353302825;
O=C1CC2(CCNCC2)C(O)CN1,48,1:00100:4:Z4579518865;1:00104:6:Z3654470514;1:00105:0:Z3654462504;
CC1(C)CNc2ncccc2O1,10,1:00100:4:Z4127263762;1:00112:5:Z4127254141;1:00113:0:Z4127256678;
C1CC2CCOC2O1,123,1:00100:4:Z4013752166;1:00102:2:Z4013749492;1:00103:3:Z4013739806;
N=S1(=O)CCCCC1,601,1:00100:4:Z3837880013;1:00100:9:Z3610609768;1:00101:0:Z3795142936;
Cc1cc2c(cn1)CCN2,240,1:00100:4:Z4132614949;1:00100:6:Z3520741693;1:00101:2:Z4132607467;
Clc1ccc2cncnc2c1,157,1:00100:4:Z2967422854;1:00100:6:Z2614347164;1:00100:6:Z2348346709;
CC1(O)CNOC1,514,1:00100:4:Z3587228914;1:00100:5:Z3620131303;1:00100:6:Z3620131050;
O=c1[nH]cnc2c1CNC2,214,1:00100:4:Z4513297526;1:00100:5:Z4595002582;1:00100:7:Z4595003109;
FC1(F)CCC2CCCC2C1,79,1:00100:4:Z4165884366;1:00100:4:Z4164592403;1:00103:8:Z4165042996;
OC1CNCC2(CC2)CC1O,167,1:00100:4:Z4278676151;1:00100:6:Z4269709158;1:00101:1:Z4274336373;
Cc1ccc2c(c1)ncn2C,88,1:00100:4:Z4314187731;1:00101:6:Z1708310450;1:00105:2:Z2226368766;
C1CNC2CCC2N1,330,1:00100:4:Z5017948946;1:00100:9:Z5017949229;1:00100:9:Z5017991472;
C1CC2COC(C1)O2,168,1:00100:4:Z4195928043;1:00101:9:Z4196031073;1:00103:4:Z4196069125;
CC1CNCC(C)NC1,483,1:00100:4:Z3700120602;1:00100:4:Z3700117525;1:00101:4:Z3700119026;
Fc1cc(Cl)cc2c1CNCC2,97,1:00100:4:Z3316766734;1:00103:9:Z3316767110;1:00104:2:Z4084519877;
CC1CC(F)(F)CCN1,527,1:00100:4:Z2780813484;1:00100:7:Z4431892574;1:00101:3:Z2973713813;
c1cc2cncnn2c1,451,1:00100:4:Z3558034855;1:00100:6:Z3560623534;1:00100:6:Z3557021705;
C1CCC2(C1)CC1CCOC12,168,1:00100:4:Z4431543203;1:00101:1:Z3154816167;1:00101:3:Z2302959332;
Cc1cc(C)c2c(C)c[nH]c2c1,28,1:00100:4:Z4115868438;1:00100:4:Z3383215753;1:00107:9:Z3354536591;
C1CC2(CCOC2)N1,586,1:00100:4:Z3670379354;1:00100:4:Z4292247079;1:00100:5:Z4130457862;
CC1(C)OCc2ccccc21,182,1:00100:4:Z4639333428;1:00101:4:Z4638995651;1:00101:6:Z4643591598;
Cc1nc2ncccn2n1,368,1:00100:4:Z3077336381;1:00100:6:Z3076472498;1:00102:2:Z4395076401;
Cc1cc(=O)cc(C)[nH]1,23,1:00100:4:Z4075874807;1:00111:8:Z2168900140;1:00119:4:Z4640068231;
Cn1ncc2[nH]c(=O)ccc21,58,1:00100:4:Z3052066257;1:00101:6:Z3052086571;1:00102:5:Z3611533873;
C1CC2CCCC(C1)S2,115,1:00100:4:Z4213115501;1:00100:4:Z4197852093;1:00100:9:Z4231220537;
Oc1cnncn1,58,1:00100:4:Z3923474198;1:00102:5:Z4236337212;1:00102:6:Z3923474398;
OC1CCOC2(CCNCC2)C1,102,1:00100:4:Z3878100017;1:00101:8:Z2976068583;1:00102:5:Z2954750938;
C1COC2COCCC2N1,273,1:00100:4:Z2964871824;1:00100:5:Z2956309909;1:00100:5:Z2964862167;
CC1CC2CNCC2N1,255,1:00100:4:Z2828501996;1:00100:8:Z3134026744;1:00100:8:Z2828515518;
Cc1ccc2c(c1)CCNC2,197,1:00100:4:Z2149707684;1:00101:2:Z1844307191;1:00101:5:Z2774094913;
CC1CC2CNCCN2C1,357,1:00100:4:Z4031923565;1:00101:1:Z4027523623;1:00101:2:Z4034786786;
Cc1cc(C)c2c(n1)CNC2,91,1:00100:4:Z4611052765;1:00101:1:Z4611052475;1:00102:9:Z4615154429;
Cc1csc2ccc(Cl)cc12,42,1:00100:4:Z2284917922;1:00104:2:Z1994803973;1:00107:7:Z4178973977;
CN1CNc2ccccc2C1=O,16,1:00100:4:Z1460166347;1:00117:9:Z3253994352;1:00136:4:Z355466856;
NC1CC2CCCC(C1)N2,186,1:00100:4:Z2391201211;1:00101:3:Z3003938036;1:00101:8:Z2447429330;
Cn1cnc(=O)cc1N,39,1:00100:4:Z3638747737;1:00102:8:Z3638746358;1:00103:8:Z3638747834;
Cc1ccc2ncsc2n1,248,1:00100:4:Z2932508793;1:00100:6:Z3393786449;1:00100:7:Z2932509432;
CC1(C)CCNC1=O,91,1:00100:4:Z4114984827;1:00100:4:Z4114973797;1:00100:4:Z4114991096;
Cc1cc(=O)[nH]nc1C,212,1:00100:4:Z392412486;1:00100:5:Z2643423877;1:00101:0:Z451475422;
c1ccc2c(c1)CC1CCC(C2)C1,38,1:00100:4:Z2099603443;1:00103:2:Z2102906538;1:00104:1:Z2772353408;
Cc1ccc2cn[nH]c2c1,235,1:00100:4:Z3197958013;1:00100:9:Z4998165690;1:00101:1:Z5004351634;
CC1CCCCC1=O,443,1:00100:4:Z1952997592;1:00101:1:Z1590772423;1:00101:6:Z3874831404;
