fragment_smiles,occurences,example_ligands
C1CC2CCC(C1)OC2,174,100:10000:3:Z2979736213;100:10001:1:Z3009717146;100:10001:4:Z2966176415;
Cc1ccn2cnnc2c1,362,100:10000:3:Z1392038376;100:10000:8:Z1767426215;100:10001:0:Z2234150386;
O=C1Nc2ccccc2C12CCCCC2,117,100:10000:3:Z4419058053;100:10001:8:Z3628466808;100:10002:2:Z3640122764;
O=C1CCC2(CCC2)C1,331,100:10000:3:Z3644739346;100:10000:3:Z4577230951;100:10001:0:Z3532844060;
O=C1CCNC2CCCN12,197,100:10000:3:Z3314505036;100:10000:7:Z2964504712;100:10001:2:Z2964505363;
CN1CCNC2(CCOCC2)CC1,242,100:10000:3:Z3043675602;100:10000:4:Z4118585395;100:10000:9:Z4147260109;
c1n[nH]c2c1CCSC2,205,100:10000:3:Z4150902502;100:10000:8:Z4144318488;100:10001:1:Z4149131210;
Cc1ccc(C)c(F)c1,195,100:10000:3:Z3593865932;100:10001:2:Z2951187310;100:10002:8:Z3593866534;
C1CC2COCC12,638,100:10000:3:Z3583829172;100:10000:3:Z3191451568;100:10000:6:Z3612709547;
c1ccc2c(c1)CCC1(CCNC1)O2,252,100:10000:3:Z3077153160;100:10000:5:Z3137737429;100:10001:3:Z2174889398;
Clc1cnccn1,892,100:10000:3:Z1439569589;100:10000:4:Z2958592185;100:10000:5:Z805387044;
c1ccc2c(c1)OCC21CCCNC1,151,100:10000:3:Z3831518012;100:10001:8:Z4086996275;100:10001:9:Z3892811584;
CC1NC(C)C2CCCCC12,84,100:10000:3:Z4601225707;100:10000:6:Z4478948237;100:10000:6:Z4506913102;
Cc1cccc2c1OCC2,263,100:10000:3:Z2268790591;100:10000:6:Z4420860021;100:10000:6:Z2718069608;
CC1(C)CNCC2CCOC2C1,295,100:10000:3:Z3396002698;100:10000:4:Z3613163967;100:10000:5:Z3679429956;
Cc1ccc[nH]c1=O,885,100:10000:3:Z4137258146;100:10000:3:Z1522878026;100:10000:4:Z1522873879;
CN1CCC2(CNC2)C1,177,100:10000:3:Z4271626489;100:10000:7:Z3053753335;100:10001:8:Z2766054745;
C1CC2CCC1C21CC1,63,100:10000:3:Z4875567707;100:10001:5:Z4516991702;100:10003:1:Z4460285916;
O=c1cc[nH]c2ccncc12,108,100:10000:3:Z2632542671;100:10000:3:Z2641733153;100:10000:5:Z2487815160;
Nc1nc[nH]n1,285,100:10000:3:Z2202243080;100:10000:3:Z2233490712;100:10000:6:Z4921985745;
C1Cc2[nH]nnc2CN1,489,100:10000:3:Z4062375456;100:10000:5:Z2214106329;100:10000:5:Z4455941802;
Cc1c(Cl)cccc1Cl,164,100:10000:3:Z1521952415;100:10001:2:Z1521942543;100:10002:3:Z4345483825;
Cc1cc2nc[nH]c2cc1C,388,100:10000:3:Z4049050708;100:10000:4:Z3985291705;100:10000:6:Z3791743069;
FC1CCC(F)(F)CC1,348,100:10000:3:Z4279063035;100:10001:5:Z3295909476;100:10001:6:Z4596203753;
Fc1ccc2[nH]nnc2c1,295,100:10000:3:Z1771215159;100:10000:5:Z2781938075;100:10000:6:Z4271644895;
O=S1(=O)CC2CCN1CC2,114,100:10000:3:Z3646350921;100:10000:7:Z3646233377;100:10000:9:Z4170720633;
Cc1nccc(N)n1,502,100:10000:3:Z2632129348;100:10000:4:Z1890834701;100:10000:7:Z4460100733;
C1CCC2(CC1)CCCN2,690,100:10000:3:Z3795058459;100:10000:5:Z4029546902;100:10000:7:Z3798164674;
CC12CC3CC(C1)CC(C)(C3)C2,24,100:10000:3:Z3583114047;100:10003:2:Z3872051989;100:10016:5:Z4106835677;
Cc1cc(C)c2cncn2n1,5,100:10000:3:Z51407320;100:10023:4:Z1460256928;100:10031:2:Z1913718989;
FC1CNCC12CCC2,706,100:10000:3:Z3515005526;100:10000:5:Z3339840621;100:10000:8:Z4168667014;
c1cc2c(cn1)CCN2,250,100:10000:3:Z4307382985;100:10000:9:Z1909268226;100:10001:2:Z1647979374;
C1CCC2(C1)CCCN2,1230,100:10000:3:Z1928738746;100:10000:3:Z3795055532;100:10000:3:Z3795055533;
CC1(C)OC2CCC1C2,185,100:10000:3:Z5043928016;100:10000:3:Z5045504864;100:10000:6:Z5044028317;
O=C1COc2ncccc2N1,490,100:10000:3:Z1575572791;100:10000:4:Z1870554038;100:10000:5:Z4151432164;
CC1Cn2nccc2C(=O)N1,259,100:10000:3:Z3637251202;100:10000:3:Z3637237089;100:10000:3:Z3637211137;
Cc1cnc2ccccc2n1,616,100:10000:3:Z2217809905;100:10000:3:Z3830957540;100:10000:3:Z1675375091;
Cn1nc2c(c1O)CCNC2,218,100:10000:3:Z4227904032;100:10000:4:Z4227919998;100:10000:5:Z4227900685;
c1ncc2[nH]ncc2n1,157,100:10000:3:Z4435816673;100:10000:5:Z4875375352;100:10003:5:Z4435813957;
CC1CCOc2ccccc21,381,100:10000:3:Z3173885021;100:10000:9:Z3104531360;100:10001:3:Z2964494353;
c1cnc2ncoc2c1,206,100:10000:3:Z4472781551;100:10000:5:Z4293287124;100:10001:6:Z2149013202;
Cc1nn2c(ncc3ccccc32)c1Cl,59,100:10000:3:Z1096970052;100:10003:5:Z1554697083;100:10005:3:Z221520432;
Clc1ccc2cn[nH]c2c1,86,100:10000:3:Z3537733297;100:10000:7:Z4250676713;100:10001:2:Z3529804373;
Cc1cccc(Cl)c1C,255,100:10000:3:Z2439516665;100:10002:0:Z4462031859;100:10002:3:Z1647426722;
Cc1cc2[nH]ncc2c(=O)n1C,46,100:10000:3:Z4106131366;100:10003:7:Z4165198176;100:10012:2:Z2911871516;
Cc1ccnnc1,1209,100:10000:3:Z4645828335;100:10000:4:Z4410546997;100:10000:5:Z4621164154;
Cc1cccc(C)c1F,866,100:10000:3:Z3494759679;100:10000:3:Z1564069354;100:10000:6:Z1545499779;
NC1CCSC2(CCC2)C1,175,100:10000:3:Z4207553256;100:10000:4:Z4208992859;100:10000:4:Z4208055770;
C1COC2(CC2)CN1,242,100:10000:3:Z4032311751;100:10000:4:Z3855921425;100:10000:5:Z4032305894;
O=c1ccc2cccnc2[nH]1,279,100:10000:3:Z3656665307;100:10000:9:Z3707217405;100:10001:2:Z4012649133;
CC1(N)CCNCC1,158,100:10000:3:Z2825827919;100:10000:6:Z2447945713;100:10001:2:Z2451539369;
O=C1Nc2ccccc2C1(F)F,274,100:10000:3:Z3603166576;100:10000:3:Z3603166606;100:10000:3:Z3603175999;
Nc1ncc2c(n1)CCNC2,146,100:10000:3:Z1927951875;100:10000:5:Z4875897049;100:10002:1:Z3051383962;
CN1C(=O)c2ccccc2S1(=O)=O,179,100:10000:3:Z648263230;100:10000:5:Z3589958031;100:10001:6:Z1408400806;
Cc1cncc(F)c1,335,100:10000:3:Z4870407518;100:10000:6:Z4848861716;100:10000:8:Z4825716248;
NC1CCCC2CC12,161,100:10000:3:Z4060208033;100:10000:5:Z3549442421;100:10000:9:Z4059114854;
O=c1[nH]cnc2c1CNC2,187,100:10000:3:Z4526199907;100:10000:6:Z4582634610;100:10001:9:Z4602665316;
CC1(C)CCC(C)(C)c2ccccc21,13,100:10000:3:Z1769533210;100:10007:5:Z3843015264;100:10007:8:Z1882790716;
O=C1CCCc2cc(Cl)ccc2N1,93,100:10000:3:Z2792380925;100:10001:3:Z3359926976;100:10001:8:Z3780879340;
FC1(F)CC2(C1)CC1(CCC1)C2,511,100:10000:3:Z4462733343;100:10000:4:Z4577412272;100:10000:5:Z4879193233;
O=C1NCC2CNCCN12,609,100:10000:3:Z4227331698;100:10000:4:Z1572208185;100:10000:4:Z1370796078;
O=S1(=O)CCc2ncsc2C1,189,100:10000:3:Z2335379688;100:10001:6:Z2335379436;100:10002:9:Z2624364081;
O=C1NCC2NCCCC12,330,100:10000:3:Z4489619639;100:10000:4:Z2995126269;100:10000:5:Z2989256672;
FC1(F)CCC2CC1CN2,271,100:10000:3:Z3056452587;100:10000:5:Z3094406336;100:10001:4:Z3583495805;
c1cc2scnc2cn1,243,100:10000:3:Z3612957408;100:10000:3:Z3366580160;100:10000:8:Z4078778097;
Cc1cccc(Cl)c1F,30,100:10000:3:Z3856131793;100:10000:5:Z3843781281;100:10000:7:Z4419064562;
C1COCC2(C1)CCNCC2,582,100:10000:3:Z4609192802;100:10000:6:Z4609356259;100:10000:7:Z4609304367;
C1CC2COCC2N1,570,100:10000:3:Z4602661516;100:10000:5:Z3633643846;100:10000:6:Z3521586276;
NC1CC2CC2C1,191,100:10000:3:Z2784038915;100:10000:7:Z4056483148;100:10002:6:Z3793087665;
C1CCNNC1,73,100:10000:3:Z2639167108;100:10000:8:Z2627845820;100:10002:3:Z2488781736;
O=C1CC2(CCCNC2)CN1,385,100:10000:3:Z2173417107;100:10000:3:Z1275876702;100:10000:5:Z1276944633;
C1CC2(CCOCC2)C2(CC2)N1,172,100:10000:3:Z5014210243;100:10000:9:Z3643846828;100:10002:0:Z3711522264;
c1[nH]nc2c1CCNC2,241,100:10000:3:Z4641062833;100:10000:4:Z4641948236;100:10001:5:Z4641058688;
O=c1cc2c(n[nH]1)CCOC2,189,100:10000:3:Z1251386457;100:10000:9:Z4385202511;100:10000:9:Z4320013528;
c1cnc2nn[nH]c2c1,261,100:10000:3:Z4096532994;100:10000:4:Z2357805591;100:10000:7:Z2027643057;
C1COC2(CCSCC2)CN1,386,100:10000:3:Z4042185023;100:10000:7:Z3102890250;100:10001:5:Z3619252915;
CC1CCC(C)C1,297,100:10000:3:Z1590254080;100:10001:2:Z2601387927;100:10001:3:Z4380794407;
C1CC2(CCSC2)CN1,287,100:10000:3:Z3601958282;100:10000:7:Z3601957844;100:10002:1:Z3302387769;
CC1CNc2cccnc2O1,250,100:10000:3:Z4114518667;100:10000:4:Z4114518883;100:10000:9:Z4704848220;
CC1NCCc2ccc(O)cc21,161,100:10000:3:Z4404009014;100:10000:6:Z3948379173;100:10001:3:Z3193536420;
CC1CNCC2(CCC2)O1,328,100:10000:3:Z2438353976;100:10001:0:Z2433347528;100:10001:0:Z4410177353;
CC1(C)CNCc2cccc(F)c21,113,100:10000:3:Z4317583891;100:10002:4:Z4329429796;100:10003:5:Z4317583964;
NC1CCCNC1=O,171,100:10000:3:Z4059008188;100:10000:5:Z3516538369;100:10002:8:Z3515199599;
CC1CCOCCN1,246,100:10000:3:Z2044214571;100:10001:5:Z1589226953;100:10003:2:Z1591707533;
Cc1ccc2c(c1F)CCCN2,86,100:10000:3:Z4132546884;100:10001:4:Z4654832612;100:10003:5:Z4132547944;
OC1CCC2NCCCC2C1,267,100:10000:3:Z4049693532;100:10000:9:Z3831122632;100:10001:0:Z4049693501;
CC1CNCCOC1,826,100:10000:3:Z4200911278;100:10000:4:Z4194817625;100:10000:6:Z4629072391;
Cc1ccc(Cl)cc1Cl,201,100:10000:3:Z2436008514;100:10000:9:Z1587838699;100:10001:2:Z3619778968;
CC1NCCn2ccnc21,311,100:10000:3:Z3620351837;100:10001:1:Z4152361860;100:10002:0:Z3591083835;
Oc1cc(Cl)ccc1Cl,153,100:10000:3:Z4047208146;100:10000:8:Z4414657510;100:10001:1:Z4313421402;
CC1CNCC(C)C1O,372,100:10000:3:Z4771747645;100:10000:3:Z3602356364;100:10000:5:Z2645349407;
Cc1cn2c(n1)C(C)NCC2,322,100:10000:3:Z4126146767;100:10000:5:Z2404423105;100:10000:6:Z2383122622;
c1occ2c1CCOC2,355,100:10000:3:Z2966119169;100:10000:4:Z4154132546;100:10000:4:Z3612487163;
O=C1COC2CCNCC2N1,405,100:10000:3:Z3883106006;100:10000:3:Z3833062347;100:10000:5:Z5035011665;
CC1CNCc2cncnc21,209,100:10000:3:Z3363364790;100:10000:7:Z3363372297;100:10002:9:Z3516557389;
c1nc2c([nH]1)CCOC2,363,100:10000:3:Z4445138515;100:10000:5:Z4350674061;100:10000:7:Z3598454300;
Cc1cc2scnc2s1,116,100:10000:3:Z4613884418;100:10000:7:Z1747028407;100:10002:4:Z1542924502;
Cc1ccc2cnn(C)c2n1,455,100:10000:3:Z1333249979;100:10000:4:Z2852306350;100:10000:5:Z2706279843;
C1CNC2(CCN1)CC2,124,100:10000:3:Z4285756524;100:10000:5:Z3879918434;100:10000:5:Z3879918367;
CC12CCCCC1CN2,147,100:10000:3:Z2710624874;100:10000:4:Z2722631626;100:10001:2:Z2812551672;
c1n[nH]c2c1NCCC2,452,100:10000:3:Z5018182124;100:10000:9:Z5024930360;100:10001:0:Z5018571591;
CC1COCC(C)N1,269,100:10000:3:Z4115753074;100:10000:8:Z4115762119;100:10001:2:Z2479392520;
CC1(C)CNCc2cn[nH]c21,187,100:10000:3:Z4959819763;100:10001:6:Z3370675265;100:10001:9:Z4276344595;
c1nnc2n1CCS2,7,100:10000:3:Z1696950666;100:10008:0:Z1614833547;100:10027:4:Z1614814994;
O=C1NC2CCCC1C2,382,100:10000:3:Z3607547151;100:10000:5:Z3572437246;100:10000:6:Z3590352901;
CN1CCOCC12CNCOC2,170,100:10000:3:Z3611152459;100:10000:4:Z4124853028;100:10000:9:Z3621380718;
Cc1ccc2c(c1C)CCCN2,91,100:10000:3:Z4179215704;100:10000:6:Z4186212285;100:10000:6:Z4169997054;
Cn1ccc2c(c1=O)CCNC2,184,100:10000:3:Z5063571601;100:10000:6:Z5058944337;100:10001:2:Z5061677424;
O=C1CC2CCCC(C1)N2,126,100:10000:3:Z3626933267;100:10000:9:Z3626941039;100:10003:7:Z3622174624;
Fc1cc2c(cc1F)NCC2,242,100:10000:3:Z1898340732;100:10002:1:Z421693686;100:10003:1:Z1879467700;
CC1(C)COC2(CCNCC2)OC1,278,100:10000:3:Z2218500299;100:10000:8:Z3177681255;100:10001:0:Z3647244889;
CC1(C)CC(O)CCN1,247,100:10000:3:Z4167143142;100:10000:5:Z3711809832;100:10000:9:Z3711816201;
Cc1cccc2ncoc12,126,100:10000:3:Z1961347874;100:10001:5:Z1765646265;100:10002:8:Z3353091018;
O=c1[nH]c2c(c(=O)[nH]1)CNCC2,106,100:10000:3:Z4240434851;100:10000:6:Z4240413029;100:10000:9:Z4231516286;
Cc1cc(C)cc(F)c1,604,100:10000:3:Z2639567793;100:10000:7:Z2581123562;100:10000:8:Z2711360344;
NC1CCOC2(CCC2)C1,188,100:10000:3:Z4216304304;100:10000:6:Z3105398340;100:10000:7:Z4157577548;
Cc1cc(=O)n2ccsc2n1,215,100:10000:3:Z3321729994;100:10000:4:Z2067078364;100:10000:6:Z2077476585;
Cc1n[nH]c(=O)o1,244,100:10000:3:Z2907726994;100:10000:4:Z4897087790;100:10000:9:Z2837395915;
CC1OC2CCC1C2,373,100:10000:3:Z4540787538;100:10000:3:Z4600787672;100:10000:6:Z4609476004;
Oc1cccc2occc12,288,100:10000:3:Z1892799897;100:10000:5:Z2880354563;100:10000:6:Z1892387793;
Cc1cc2ccccc2nc1C,138,100:10000:3:Z3078060657;100:10001:1:Z3775845071;100:10001:1:Z1901819377;
O=S1(=O)N=CNc2ccccc21,59,100:10000:3:Z3370713252;100:10000:6:Z4505693960;100:10000:6:Z3370712114;
Fc1cccs1,197,100:10000:3:Z2589879920;100:10000:6:Z3860183262;100:10000:6:Z3774419795;
CC1CCCCCCN1,76,100:10000:3:Z4012814890;100:10002:1:Z4642917038;100:10003:0:Z4333644421;
Cc1nc(=O)cc[nH]1,230,100:10000:3:Z4295391235;100:10001:1:Z4286091828;100:10001:9:Z4294268780;
Fc1c(Cl)ccc2ccoc12,80,100:10000:3:Z4907793530;100:10002:4:Z4446385299;100:10002:6:Z4406778231;
Cc1cncnc1N,47,100:10000:3:Z2970647355;100:10000:4:Z2971843178;100:10001:8:Z2975429057;
CC1OCCC1F,219,100:10000:3:Z3084722129;100:10000:3:Z3204381816;100:10000:6:Z3203297373;
O=C1NC2(CNC2)Nc2ccccc21,126,100:10000:3:Z3703014017;100:10000:6:Z3703024374;100:10002:7:Z3651975989;
O=S1(=O)CCCc2cc(F)ccc21,199,100:10000:3:Z4407042776;100:10000:6:Z3649132830;100:10000:8:Z3522557903;
O=S1(=O)CCNC2CCOCC21,141,100:10000:3:Z3052562189;100:10001:4:Z2313528008;100:10003:2:Z3202462631;
O=S1(=O)CCC2(CCN2)C1,247,100:10000:3:Z3435608656;100:10000:3:Z3613105873;100:10000:7:Z3437005417;
Clc1ccnc2cnccc12,121,100:10000:3:Z4325155441;100:10000:4:Z4323726975;100:10000:5:Z4317675632;
Cc1ccc2c(c1)SCC2,235,100:10000:3:Z2394556698;100:10001:7:Z3611006196;100:10002:2:Z2299296983;
Cc1ccc2cc(F)ccc2n1,216,100:10000:3:Z3078317475;100:10000:4:Z2185926746;100:10001:2:Z4076808904;
Cc1nc2c(C)cccn2n1,277,100:10000:3:Z4575497355;100:10000:3:Z3899170474;100:10001:4:Z3643655842;
Fc1ccc2ccccc2c1,363,100:10000:3:Z3041598698;100:10000:6:Z2844560211;100:10000:6:Z2860065505;
Clc1ncc2c(n1)COCC2,108,100:10000:3:Z3648403335;100:10000:6:Z3647366672;100:10000:6:Z3831394318;
FC=C1CNC1,90,100:10000:3:Z4876147716;100:10001:7:Z4878887909;100:10002:3:Z4880190134;
CC12CCC(=O)N1CCN2,208,100:10000:3:Z4277798200;100:10001:5:Z4266347751;100:10001:6:Z3626910019;
C1CCN2CCNCC2C1,458,100:10000:3:Z908771438;100:10000:6:Z1623510777;100:10001:4:Z1797158690;
O=C1CNC2(CN1)COC2,45,100:10000:3:Z2842163139;100:10000:4:Z2842156820;100:10003:7:Z2842162968;
CC1CC2CCCCN2C1,214,100:10000:3:Z3205355785;100:10000:6:Z3203040545;100:10000:9:Z3203977107;
Oc1ccc2c(c1)CCNC2,633,100:10000:3:Z4244561133;100:10000:6:Z3059895683;100:10000:8:Z4185559950;
CN1CCCC2CNCCC21,427,100:10000:3:Z2000930271;100:10000:4:Z4319953087;100:10000:8:Z1747163245;
O=c1cc(O)cc2n1CCCC2,192,100:10000:3:Z4307765361;100:10001:0:Z4307913782;100:10001:0:Z4307401426;
C1CC2CNCC2CN1,810,100:10000:3:Z2927389645;100:10000:4:Z4207755392;100:10000:5:Z3555715689;
CC1CCC(F)(F)CN1,188,100:10000:3:Z3105866881;100:10000:3:Z3174538919;100:10000:4:Z3057053818;
O=C1NCC2CCCCN12,321,100:10000:3:Z3105866881;100:10000:4:Z2647262373;100:10000:9:Z2602495738;
O=C1CCNCC12CCC2,283,100:10000:3:Z3407031295;100:10000:4:Z4126337421;100:10000:7:Z4490685270;
c1ccc2c(c1)NCCCO2,203,100:10000:3:Z2275103657;100:10001:5:Z1492232291;100:10001:6:Z4111101884;
O=S1(=O)CC2CNCC(C2)C1,332,100:10000:3:Z4028224201;100:10000:6:Z4043510631;100:10000:9:Z4034846701;
CC1CCc2nncn2C1,270,100:10000:3:Z4324989667;100:10000:6:Z4323924925;100:10000:7:Z4326850891;
CC1CCOC2(CCC2)C1,320,100:10000:3:Z4324989667;100:10000:4:Z4195375100;100:10000:9:Z2998926114;
Cc1ccnc2sccc12,14,100:10000:3:Z4364525480;100:10002:4:Z4364526075;100:10002:4:Z4364525630;
CC1=CCNCC1,223,100:10000:3:Z3942109377;100:10000:8:Z2166003446;100:10000:9:Z2015842973;
O=S1(=O)C2CCCN1CC2,198,100:10000:3:Z3468851209;100:10000:3:Z3439645209;100:10000:5:Z3607945561;
Cc1nn(C)c2c1S(=O)(=O)NC2=O,15,100:10000:3:Z4537174258;100:10015:6:Z4889144693;100:10017:8:Z4537175723;
Cn1c(=O)n(C)c2ccccc21,859,100:10000:3:Z4481735167;100:10000:4:Z3838925620;100:10000:5:Z1608495758;
c1cc2c([nH]1)CCCC2,464,100:10000:3:Z4471562061;100:10000:4:Z2072353995;100:10000:4:Z3439801438;
Nc1ccnc2ncnn12,90,100:10000:3:Z4296248050;100:10000:5:Z4289018260;100:10000:8:Z4288984986;
FC1(F)CCC2CCCNC2C1,147,100:10000:3:Z4296248050;100:10000:8:Z4153847989;100:10001:4:Z4000390135;
O=c1[nH]cnc2c1oc1ccccc12,133,100:10000:3:Z1428283149;100:10000:6:Z2841549473;100:10001:1:Z2279766531;
CN=S1(=O)CCC2(CC1)CNCCO2,243,100:10000:3:Z3416611416;100:10000:6:Z3416610780;100:10001:4:Z4115103819;
Cc1c(N)cnn1C,161,100:10000:3:Z4292183379;100:10000:6:Z4286223562;100:10000:6:Z4286808319;
c1cc2c([nH]1)CCOC2,231,100:10000:3:Z3060141556;100:10000:3:Z3060887295;100:10000:3:Z3209123250;
C1CNCCC2(C1)CCC2,136,100:10000:3:Z3611174657;100:10001:3:Z3611170637;100:10003:1:Z3611171573;
CC1COCC2CCCN12,548,100:10000:3:Z4589979501;100:10000:3:Z4589979518;100:10000:6:Z4602513316;
Cc1ncnc2cccc(F)c12,30,100:10000:3:Z4344528817;100:10000:6:Z4344523586;100:10003:0:Z4344525776;
CC1CN(C)C(=O)CN1,398,100:10000:3:Z1779539068;100:10000:8:Z1781169598;100:10001:0:Z3135290937;
CC1CC(C)NC(C)C1,171,100:10000:3:Z5025893003;100:10002:5:Z3173963164;100:10003:4:Z3092747403;
Cc1ccc2cn[nH]c2c1,232,100:10000:3:Z4997459100;100:10000:5:Z3353291854;100:10001:2:Z4999310344;
CC12CCC(C1)NC2,208,100:10000:3:Z4591386239;100:10001:2:Z4591288857;100:10001:3:Z4591062498;
O=c1[nH]cnc2cnccc12,245,100:10000:3:Z2178281646;100:10000:7:Z2232295949;100:10000:8:Z1746444737;
O=S1(=O)CCn2cccc2C1,285,100:10000:3:Z4021357920;100:10000:5:Z4023288948;100:10000:8:Z4040190602;
C1COC2(CCNC2)CN1,388,100:10000:3:Z3815947875;100:10000:3:Z3383691852;100:10000:4:Z3365829643;
CC1OCC2(CCCO2)C1C,254,100:10000:3:Z3132281277;100:10000:3:Z2860644257;100:10000:8:Z2876879381;
CC1NCCCNC1=O,500,100:10000:3:Z3132281277;100:10000:3:Z2860644257;100:10000:4:Z2966748773;
OC1CCC2(CCNC2)CC1,366,100:10000:3:Z4471214900;100:10000:4:Z4450302737;100:10000:9:Z4471209008;
NC1CCCCCC1(F)F,195,100:10000:3:Z3522464770;100:10000:8:Z3518008420;100:10001:2:Z4028769621;
C1CC2(C1)CC21CCC1,298,100:10000:3:Z4539346890;100:10002:0:Z4604476134;100:10002:1:Z4193487871;
Oc1nc2ccccc2s1,86,100:10000:3:Z4998845498;100:10000:3:Z4998449867;100:10000:3:Z4999349685;
O=C1CCC2(CCNC2)N1,362,100:10000:3:Z3568435541;100:10000:3:Z3568339097;100:10000:4:Z3602031340;
c1cc2cn[nH]c2cn1,140,100:10000:3:Z4292915284;100:10000:6:Z4175618084;100:10001:7:Z4614335535;
c1nc2n(n1)CCC2,86,100:10000:3:Z2834654611;100:10002:1:Z2841931791;100:10004:4:Z3880428239;
Nc1nnn[nH]1,114,100:10000:3:Z4109206782;100:10001:4:Z4110716131;100:10001:7:Z4110710710;
c1nc2c([nH]1)COCC2,121,100:10000:3:Z3362462794;100:10001:3:Z3292362304;100:10003:4:Z3363562432;
FC1CCCC(F)(F)C1,32,100:10000:3:Z4207717271;100:10003:4:Z4216991716;100:10005:7:Z4213582386;
Cn1ncc2cccc(O)c21,205,100:10000:3:Z2176665119;100:10001:5:Z2172908726;100:10003:2:Z4077306985;
Cc1[nH]ncc1Cl,528,100:10000:3:Z4378300663;100:10000:3:Z3574954314;100:10000:4:Z2174554432;
C1CNCC2(C1)CCCO2,338,100:10000:3:Z3092791654;100:10000:7:Z4143226498;100:10001:0:Z4147187999;
c1ccc2c(c1)CCC1CC21,290,100:10000:3:Z1473414490;100:10000:7:Z1472867163;100:10001:2:Z2098813617;
Cc1cc2ccccc2[nH]c1=O,285,100:10000:3:Z3699911487;100:10000:4:Z2958098496;100:10000:7:Z2919473427;
CC1COc2ccccc2CN1,238,100:10000:3:Z2224265041;100:10001:0:Z1643364272;100:10001:1:Z1643294330;
c1ccc2c(c1)COCCN2,659,100:10000:3:Z1940736809;100:10001:3:Z4224136239;100:10001:4:Z2711465090;
Clc1ccc2c(c1)CCCC2,268,100:10000:3:Z3576244235;100:10000:3:Z3576644483;100:10001:2:Z3836192704;
Cc1cc2ccc(F)cc2o1,107,100:10000:3:Z4475291262;100:10000:6:Z4449774702;100:10001:8:Z4475290149;
FC1(F)CCc2[nH]ncc2C1,309,100:10000:3:Z4540023971;100:10001:4:Z4541439458;100:10001:7:Z4541352493;
CC1(C)CCCC(C)(C)C1,273,100:10000:3:Z2659831368;100:10000:4:Z4523929052;100:10000:5:Z2621565353;
Clc1cnn2cccnc12,389,100:10000:3:Z3652636462;100:10000:8:Z2282583079;100:10001:0:Z3669462157;
NC1CCOC2(CCNCC2)C1,197,100:10000:3:Z3384667913;100:10001:0:Z3384674747;100:10001:8:Z3384667408;
CC1(C)CCCC1O,250,100:10000:3:Z4062526257;100:10000:7:Z2231625308;100:10002:0:Z2231617686;
C=C1CCCCN1,33,100:10000:3:Z4220933548;100:10001:2:Z4220926876;100:10003:8:Z4220928183;
Cc1ncc(Cl)cn1,261,100:10000:3:Z2644344887;100:10000:3:Z2646368506;100:10001:5:Z3058939079;
OC1C2CNCC(C2)C1O,227,100:10000:3:Z4140262275;100:10000:5:Z4143124851;100:10000:5:Z4234047814;
CN1CNC(=O)C12CNC2,290,100:10000:3:Z3440917959;100:10001:2:Z3571170828;100:10001:4:Z3614840729;
NC12CCC(C1)OC2,202,100:10000:3:Z3795200298;100:10000:3:Z3699559899;100:10000:8:Z4214466937;
Cc1cc(C)n2[nH]c(=O)cc2n1,258,100:10000:3:Z4055173984;100:10000:3:Z4055275927;100:10000:3:Z1557123900;
C1CCC2CCC2CC1,319,100:10000:3:Z3839896903;100:10000:8:Z3561554494;100:10000:9:Z3786033880;
Cc1cc(=O)n2nccc2[nH]1,272,100:10000:3:Z3627904792;100:10000:5:Z3637585942;100:10000:7:Z3608598180;
CN1CCC2CCC(C1)N2,233,100:10000:3:Z2922838710;100:10001:5:Z2898516951;100:10001:6:Z3569888901;
Cc1ccc2c(c1)COCC2,262,100:10000:3:Z5013040486;100:10001:7:Z5007864146;100:10002:1:Z5007289098;
FC1(F)C2CCCOC21,797,100:10000:3:Z4273979191;100:10000:4:Z4256366479;100:10000:5:Z3628015602;
Clc1ccc2ccncc2c1,280,100:10000:3:Z3354098143;100:10000:4:Z4178126016;100:10000:6:Z4170136268;
Cc1ccc2c(c1)CCCC2,567,100:10000:3:Z2224414860;100:10000:5:Z2111591654;100:10000:5:Z2205122520;
CC12CCCN1S(=O)(=O)CC2,593,100:10000:3:Z3581671000;100:10000:3:Z3581671006;100:10000:8:Z3470043426;
c1ccc2c(c1)NCC1(CC1)O2,169,100:10000:3:Z4244055686;100:10000:6:Z4350572409;100:10001:0:Z4244027062;
Cc1ccc2ccc(F)c(F)c2n1,51,100:10000:3:Z1849604784;100:10002:4:Z2506660724;100:10005:2:Z1849684021;
Cc1nccc2ccccc12,284,100:10000:3:Z3000297942;100:10000:5:Z3695388469;100:10001:3:Z4122478181;
Nc1ncc2c(n1)CC1CCCC2N1,77,100:10000:3:Z4272321104;100:10001:6:Z4272362497;100:10002:8:Z4254630039;
O=S1(=O)CCCc2cc(Cl)ccc21,118,100:10000:3:Z4266926264;100:10001:6:Z4484497140;100:10002:6:Z2879442497;
CC1CNCC(O)C1,451,100:10000:3:Z4152282108;100:10000:3:Z4152417973;100:10001:7:Z2347531286;
Cc1cc2c(cnn2C)c(=O)n1C,52,100:10000:3:Z4087513045;100:10000:3:Z2999538089;100:10004:4:Z2873302372;
O=C1CSc2ncncc2N1,201,100:10000:3:Z4225452481;100:10000:5:Z4229393775;100:10000:5:Z4081339080;
CC1COC(C)C1,234,100:10000:3:Z2192227461;100:10000:7:Z3058432681;100:10000:8:Z4086906857;
