fragment_smiles,occurences,example_ligands
Oc1ccnnc1,76,100:10001:5:Z3051771631;100:10002:6:Z3050034706;100:10005:2:Z3049579389;
O=C1NCCCNC12CC2,148,100:10001:5:Z3582909478;100:10001:5:Z3088405960;100:10001:8:Z2966938239;
Clc1cc(Cl)c2c(c1)CCC2,109,100:10001:5:Z1895492055;100:10001:6:Z3346071727;100:10002:8:Z3998429633;
Cn1cnc2ncnc(O)c21,61,100:10001:5:Z3718916282;100:10004:2:Z3718930989;100:10005:0:Z3718916125;
Nc1cc2n(n1)CCNC2,18,100:10001:5:Z4273587622;100:10003:6:Z4273571095;100:10005:4:Z4273572998;
Nc1ccnc(O)c1,55,100:10001:5:Z4285979797;100:10003:8:Z4289514285;100:10006:0:Z4292967973;
O=S1(=O)CCCNc2ccc(Cl)cc21,83,100:10001:5:Z4132380769;100:10002:5:Z4132381144;100:10002:9:Z4132381887;
NC12CCCC(C1)C2,41,100:10001:5:Z4215496645;100:10002:2:Z2825141647;100:10002:8:Z3505785583;
O=C1NC2CC(N1)c1ccccc1O2,40,100:10001:5:Z4444732317;100:10004:1:Z3547948976;100:10004:8:Z3548046670;
Cc1cnc(C)n1C,66,100:10001:5:Z4444732317;100:10003:6:Z4455141404;100:10005:0:Z4455128194;
CC1(C)CNc2ccccc21,134,100:10001:5:Z4473356325;100:10002:3:Z4101409186;100:10002:8:Z3625701751;
Cc1cc(Cl)ccn1,48,100:10001:5:Z4002568577;100:10008:3:Z4002678834;100:10014:5:Z4002737181;
CC1(C)Cc2ccccc2NC1=O,78,100:10001:5:Z3818259601;100:10002:0:Z4279627414;100:10003:3:Z3818364767;
OC1CNCC2(CC2)CC1O,334,100:10001:5:Z4269752089;100:10001:6:Z4256157560;100:10001:8:Z4269727194;
Cc1cc(=O)n2[nH]cnc2n1,23,100:10001:5:Z2660798609;100:10002:6:Z4385322566;100:10005:4:Z4385322666;
Cc1cc(C)c2c(c1)NCCO2,131,100:10001:5:Z2485030305;100:10002:7:Z4132580533;100:10004:2:Z2488889853;
FC1CC2CCC1C2,184,100:10001:5:Z3625361176;100:10002:6:Z4272281572;100:10002:9:Z3540830800;
OC1CCc2ccccc2NC1,103,100:10001:5:Z3715494771;100:10003:0:Z3715498274;100:10003:7:Z3715499148;
O=C1CCC2NCCN12,50,100:10001:5:Z3085748030;100:10003:6:Z3085746877;100:10009:6:Z4243963492;
C1CC2(C1)CCC21CCC1,93,100:10001:5:Z4455323429;100:10003:3:Z4600993066;100:10004:1:Z4586311613;
N=S1(=O)CCC2(C1)OCCO2,150,100:10001:5:Z4508376002;100:10001:7:Z3652718014;100:10001:7:Z4130048681;
O=C1CNc2cccnc2N1,104,100:10001:5:Z4768989841;100:10002:9:Z4771902612;100:10004:1:Z4768508626;
Cc1nn(C)c2c1C(=O)CCN2,107,100:10001:5:Z4366613095;100:10001:9:Z3798339134;100:10004:8:Z4366609470;
Cc1ncnnc1C,346,100:10001:5:Z2612692089;100:10002:2:Z2699564755;100:10002:8:Z1765209679;
C1CCONC1,211,100:10001:5:Z1796461827;100:10001:7:Z4431481158;100:10003:0:Z4021776182;
Oc1nccc2cccnc12,154,100:10001:5:Z4324743423;100:10001:8:Z4127451931;100:10002:8:Z4324987768;
C=c1sc(=C)n(C)c1=O,9,100:10001:5:Z1272796313;100:10011:8:Z2568992880;100:10011:9:Z1728610448;
Clc1ccc2nccc(Cl)c2c1,13,100:10001:5:Z1663805405;100:10010:2:Z2317216704;100:10010:6:Z3761809459;
Cc1cccc2c1NC(=O)C2,17,100:10001:5:Z4999926447;100:10008:8:Z4277717633;100:10013:5:Z4277717066;
Cn1nncc1N,76,100:10001:5:Z4284252503;100:10002:8:Z4285921274;100:10003:1:Z4285742327;
CC1(C)CNCC(O)C1,170,100:10001:5:Z2802975925;100:10001:7:Z3987102028;100:10002:0:Z2802975876;
c1ccc2c(c1)ncc1cccn12,12,100:10001:6:Z2613899956;100:10015:8:Z2975134024;100:10020:7:Z2612376135;
O=S1(=O)CCN2C=CC=CC2=N1,14,100:10001:6:Z1959727585;100:10011:3:Z1990252834;100:10022:9:Z2159536377;
Cc1ncc2ccc(F)cc2n1,81,100:10001:6:Z4191829961;100:10003:0:Z4191845769;100:10003:7:Z4233537776;
c1nc2c(s1)CSCC2,89,100:10001:6:Z2908184078;100:10001:7:Z3549559929;100:10002:5:Z2089531457;
Nc1ncc2nc[nH]c2n1,3,100:10001:6:Z4211998281;100:10017:3:Z2983053331;100:10047:6:Z2983052205;
O=S1(=O)CC2(CC2)CN1,68,100:10001:6:Z5042923257;100:10001:8:Z3634200278;100:10001:9:Z3634203032;
Fc1ccc2c(c1Cl)CCC2,16,100:10001:6:Z2480747251;100:10004:3:Z2480704952;100:10006:3:Z2480659810;
c1cc2n(c1)CCNC21CCC1,298,100:10001:6:Z4214905916;100:10002:0:Z4095950611;100:10002:1:Z4214794349;
CC12CCC(CC1)C2(C)C,170,100:10001:6:Z513737436;100:10002:0:Z3718786186;100:10002:0:Z3687349149;
CC1(C)CC(N)CCN1,112,100:10001:6:Z5060182241;100:10001:8:Z4643295553;100:10005:3:Z4643303251;
Oc1cnnc2c(F)cccc12,67,100:10001:6:Z4307332012;100:10005:7:Z4226506966;100:10007:2:Z4306322369;
O=C1NCCNCC1(F)F,278,100:10001:6:Z3184152677;100:10002:1:Z3672799068;100:10002:1:Z4308236333;
C1CC2CC3(CC3)CC1N2,96,100:10001:6:Z4228930769;100:10001:8:Z2701981362;100:10002:7:Z2717401144;
c1ccc2c(c1)CC1(CC1)C2,146,100:10001:6:Z4114090579;100:10002:0:Z4580088439;100:10002:1:Z4114100866;
CC1CC2(C1)OCCO2,84,100:10001:6:Z4481138197;100:10004:3:Z4481390113;100:10004:8:Z4481867771;
FC1(F)CCCc2ccccc21,17,100:10001:6:Z4447331411;100:10002:1:Z3780696836;100:10006:8:Z3780720765;
Cc1ncn(C)n1,76,100:10001:6:Z3994375687;100:10003:4:Z1667550047;100:10003:9:Z4998161040;
Fc1ccc2c(c1)CCCS2,213,100:10001:6:Z1184017323;100:10002:8:Z3509466370;100:10003:5:Z2866833097;
C1CNCC2(C1)CCNCC2,281,100:10001:6:Z2447949627;100:10001:8:Z2606010273;100:10002:2:Z3046682018;
Cc1nc2n(n1)CCC=N2,109,100:10001:6:Z4603077618;100:10004:8:Z4224810424;100:10005:7:Z4224822232;
O=c1[nH]cnc2sc3c(c12)CCC3,235,100:10001:6:Z1715485714;100:10002:2:Z2654570827;100:10002:2:Z4204323178;
Fc1c(Cl)ccc2c1CNCC2,106,100:10001:6:Z3391131733;100:10002:1:Z3060345826;100:10003:0:Z3078971350;
Cn1ncc2c1CCS(=O)(=O)C2,112,100:10001:6:Z5034871038;100:10004:3:Z5033531033;100:10004:4:Z5046793301;
OC1CCCCCCC1,22,100:10001:6:Z3359541252;100:10003:2:Z3359457789;100:10016:7:Z3359887975;
Cc1cc(N)n[nH]1,105,100:10001:6:Z4148108294;100:10002:4:Z3888892638;100:10003:1:Z4476780426;
CC1(N)CNC1,29,100:10001:6:Z4054591898;100:10004:6:Z3132531721;100:10012:0:Z3132557309;
CC1CCc2c(F)cccc2C1,167,100:10001:6:Z1354994037;100:10002:0:Z1357113937;100:10005:0:Z3439837000;
Cc1cnc2ncccc2n1,64,100:10001:6:Z3390849531;100:10005:4:Z4109251340;100:10006:9:Z4391137411;
CC1CCC(C)(C)CC1,190,100:10001:6:Z3584940801;100:10001:7:Z3365555213;100:10002:4:Z2854250768;
O=C1NCC(O)C(=O)N1,11,100:10001:6:Z3211220030;100:10002:4:Z3463250630;100:10022:8:Z3211297022;
c1ccc2c(c1)CNCC21CCCC1,96,100:10001:6:Z2207259175;100:10001:7:Z2228116653;100:10001:8:Z2604088640;
Cc1cn2c(C)csc2n1,45,100:10001:6:Z3652545696;100:10005:0:Z3393953882;100:10007:3:Z4042650768;
c1cnon1,201,100:10001:6:Z3596880215;100:10001:7:Z3469034533;100:10002:6:Z2691607269;
OC1CNCC(O)C1O,83,100:10001:6:Z2914266670;100:10001:6:Z2914269543;100:10002:8:Z4266236670;
O=C1NC(=O)C2CCCC2N1,106,100:10001:6:Z3433389128;100:10001:6:Z3433389127;100:10001:6:Z3211170076;
Oc1ccnc2ncnn12,70,100:10001:6:Z4770535943;100:10003:2:Z4771237102;100:10003:4:Z3484564601;
Cc1ccc2ccsc2n1,20,100:10001:6:Z2999320812;100:10003:5:Z4271156158;100:10008:9:Z4664123322;
C1=NCCC1,198,100:10001:6:Z2893545327;100:10001:7:Z4086597971;100:10002:3:Z2892420850;
OC1C2CCC(CC2)C1O,129,100:10001:6:Z4934255817;100:10003:3:Z4934430004;100:10003:4:Z4934100241;
O=c1[nH]ccc2cc[nH]c12,36,100:10001:6:Z1176154508;100:10003:2:Z1429865429;100:10005:5:Z2364928809;
Cc1ccc2c(Cl)csc2c1,77,100:10001:6:Z2962344727;100:10002:7:Z2283024611;100:10003:8:Z4582533145;
Cc1cccc2cn[nH]c12,118,100:10001:6:Z3665557384;100:10002:0:Z4352816046;100:10002:2:Z3667304590;
c1ccc2c(c1)[nH]c1ncncc12,33,100:10001:6:Z3043892517;100:10002:6:Z2271540375;100:10006:8:Z4192115557;
Clc1cccc2ncoc12,115,100:10001:6:Z3835628649;100:10001:9:Z1842802267;100:10002:0:Z2706040551;
O=C1COC=NN1,57,100:10001:6:Z3602998888;100:10004:3:Z3741149805;100:10005:4:Z3602999547;
C1CNCC2CC2C1,183,100:10001:6:Z3045782150;100:10003:5:Z3044213711;100:10004:0:Z3140879987;
CC1CCCCCN1,184,100:10001:6:Z3181355010;100:10001:9:Z3843367885;100:10002:1:Z1205099954;
O=C1Nc2ccccc2OC1(F)F,122,100:10001:6:Z4028295231;100:10002:1:Z2222734639;100:10003:3:Z2209676297;
Cc1cccc2c1CCOC2,239,100:10001:6:Z5006408710;100:10002:2:Z5006074147;100:10002:4:Z5006081013;
Cn1ncc2c1CCC(C)(C)C2,231,100:10001:6:Z5037951970;100:10001:7:Z5034359195;100:10002:3:Z5034821897;
c1ccc2c(c1)ccc1ncsc12,6,100:10001:6:Z1530272128;100:10019:3:Z241372478;100:10049:4:Z4371856017;
NC1CCCNCC1,101,100:10001:6:Z3699827110;100:10001:7:Z3639317700;100:10002:2:Z3699820781;
Cc1cccn2ncnc12,51,100:10001:6:Z4228430049;100:10001:9:Z4227954531;100:10002:1:Z4229182999;
Cc1nc2sccc2c(=O)[nH]1,54,100:10001:6:Z2868617106;100:10002:7:Z136516992;100:10004:3:Z1264116196;
CC1CCNc2c(O)cccc21,82,100:10001:6:Z1704443218;100:10002:7:Z2198257910;100:10006:8:Z3544549636;
CN1CCCNc2ccc(F)cc21,163,100:10001:6:Z4126941235;100:10002:2:Z4570071806;100:10002:6:Z2956250575;
c1ccc2c(c1)CCC21OCCO1,133,100:10001:6:Z4455369710;100:10002:0:Z3360055342;100:10005:3:Z4256468578;
Clc1ccc2ncncc2c1,67,100:10001:6:Z4391710053;100:10001:8:Z3829690512;100:10003:4:Z3829772786;
CC1(C)CC(=O)NCCN1,137,100:10001:6:Z2915532356;100:10004:1:Z4136029321;100:10005:1:Z2918646032;
O=S1(=O)CC2CCC(C1)N2,165,100:10001:6:Z3615020761;100:10002:4:Z3565143282;100:10003:2:Z3621752222;
O=C1COC2(CCNC2)CN1,19,100:10001:6:Z3727401343;100:10001:6:Z2851775147;100:10016:2:Z2852520132;
FC1(F)CCOc2ccccc2C1,26,100:10001:7:Z4258195293;100:10002:6:Z4930921198;100:10008:9:Z4252560440;
Nc1ncncc1Cl,57,100:10001:7:Z1874004414;100:10003:8:Z1640914452;100:10007:7:Z4158164587;
Clc1cc(Cl)c2cc[nH]c2c1,151,100:10001:7:Z1843184085;100:10002:2:Z3713328575;100:10002:4:Z1842278444;
Clc1nc2ccccn2n1,126,100:10001:7:Z3668989770;100:10002:1:Z3670682610;100:10003:2:Z3667306893;
C1NCC2C1C1COCC21,147,100:10001:7:Z2709758744;100:10001:9:Z4113412738;100:10001:9:Z2699503092;
Cc1ccc2ncsc2c1,120,100:10001:7:Z240141550;100:10003:4:Z3879384883;100:10003:9:Z3342206558;
CC1CCC(N)CN1,147,100:10001:7:Z4116293097;100:10002:6:Z4113577392;100:10003:0:Z4116296583;
Clc1cnns1,218,100:10001:7:Z267331840;100:10002:0:Z4311686668;100:10002:0:Z106467768;
CC1CNc2cc(F)c(F)cc2O1,89,100:10001:7:Z4127001495;100:10002:1:Z3000778625;100:10002:5:Z4127006842;
CC1(C)COC=N1,44,100:10001:7:Z4271943899;100:10002:8:Z4275744266;100:10003:9:Z4262828112;
Cc1ccnc2nc(O)[nH]c(=O)c12,79,100:10001:7:Z1319581654;100:10004:0:Z1633616839;100:10007:8:Z1312995713;
NC1=CCNN1,27,100:10001:7:Z3053956853;100:10004:0:Z3366051467;100:10014:5:Z2961663803;
c1ccc2c(c1)CC1CCC2C1,76,100:10001:7:Z4154683305;100:10002:4:Z4153688694;100:10002:9:Z4153076205;
CN1CC(=O)Nc2cncnc21,71,100:10001:7:Z4212180084;100:10006:7:Z3557923446;100:10007:0:Z3556474772;
O=S1(=O)CCNC2CCCN21,184,100:10001:7:Z3590185361;100:10002:4:Z3596668791;100:10002:6:Z3405550999;
Clc1ncc2[nH]cnc2n1,58,100:10001:7:Z3562316485;100:10003:4:Z3079518348;100:10003:9:Z2967502833;
C1CC2C3CCC(O3)C2C1,14,100:10001:7:Z3833359753;100:10009:3:Z3836059161;100:10011:1:Z3836058633;
Oc1ncnc2ccccc12,68,100:10001:7:Z1685463079;100:10004:5:Z4446221336;100:10004:8:Z1685460989;
c1ccc2c(c1)CNCc1ccccc1-2,71,100:10001:7:Z2725393655;100:10002:0:Z1015207456;100:10003:7:Z3381194926;
FC1(F)Cc2ccccc2C1,191,100:10001:7:Z4035074257;100:10003:1:Z4614498492;100:10003:8:Z4034985734;
CC1(C)CNCc2ccc(F)cc21,108,100:10001:7:Z4424100110;100:10003:0:Z4421931910;100:10003:7:Z4923669415;
O=C1Cc2cc(Cl)ccc2N1,131,100:10001:7:Z4232689782;100:10001:7:Z4200241643;100:10002:3:Z4226510803;
Cc1conc1C,202,100:10001:7:Z3585470768;100:10002:6:Z2955414897;100:10003:5:Z4913405494;
Cc1ccc2c(C)cc(=O)[nH]c2c1,12,100:10001:7:Z2769141189;100:10024:9:Z2041887610;100:10027:0:Z917016748;
Oc1cnc2c(F)cccc2c1,72,100:10001:7:Z4096711635;100:10001:7:Z4186288798;100:10003:7:Z4094580749;
O=C1CCCNC1,71,100:10001:7:Z3589142123;100:10002:7:Z4166662514;100:10003:8:Z3589142994;
CC1CC(=O)CCN1,80,100:10001:7:Z2999517318;100:10001:8:Z2873150570;100:10003:0:Z2919712176;
c1cc2c3c(c1)CNCC3CCC2,105,100:10001:7:Z3437316410;100:10002:7:Z3601363193;100:10003:5:Z3568236087;
Clc1nnc2ccccn12,23,100:10001:7:Z3816298207;100:10008:2:Z4387841849;100:10011:0:Z3816295972;
Clc1cccc2[nH]cnc12,100,100:10001:7:Z3172541456;100:10002:2:Z1391164168;100:10002:5:Z1542030157;
Cn1c(Cl)cc2cc(Cl)c(Cl)cc21,27,100:10001:7:Z3540215256;100:10004:9:Z4212015285;100:10006:2:Z3546072028;
CC12CCC(CC1)CN2,24,100:10001:7:Z3615285927;100:10003:5:Z3615286694;100:10003:7:Z3615297312;
Cc1cc2cnccc2[nH]1,95,100:10001:7:Z4204063517;100:10002:4:Z4206006513;100:10003:6:Z4404779202;
Cc1cc(C)c(C)c(C)c1,20,100:10001:7:Z2438045931;100:10011:2:Z1168965349;100:10019:8:Z1767857796;
Cc1cn(C)nn1,164,100:10001:7:Z3362122314;100:10002:2:Z3293295704;100:10002:2:Z3362732524;
Nc1ccnc2ccnn12,87,100:10001:7:Z4459079706;100:10001:8:Z4490211139;100:10004:8:Z4487511085;
C1CC2COC(C1)O2,31,100:10001:7:Z4195897473;100:10005:5:Z4196031604;100:10005:5:Z4195906674;
Cc1oc2ncncc2c1C,48,100:10001:7:Z1227840350;100:10003:3:Z2671186337;100:10004:0:Z2315083002;
Oc1ncnc2nccnc12,45,100:10001:7:Z4387186543;100:10015:4:Z4228936000;100:10017:7:Z4224823354;
Oc1cccc2c1CCCNC2,215,100:10001:7:Z4907388378;100:10001:9:Z4907392320;100:10003:0:Z4907384314;
Cc1cc(=O)n(C)c2ccccc12,9,100:10001:7:Z3633924623;100:10013:2:Z4216611848;100:10025:3:Z3800243292;
c1cc2c3c(c1)CCC3CCC2,138,100:10001:7:Z4192744770;100:10003:4:Z2435372004;100:10003:5:Z2353350723;
Fc1cccc2c1CCCN2,144,100:10001:7:Z4112635233;100:10001:7:Z4112634644;100:10002:0:Z1883403114;
Cc1cccc2ncsc12,44,100:10001:7:Z1957715925;100:10011:3:Z1957947715;100:10011:3:Z1957974226;
Cc1ccc2c(c1)NCCN2C,158,100:10001:7:Z4048248519;100:10002:1:Z4128579235;100:10002:3:Z4295874996;
C1CC2(CO1)CC1(C2)OCCO1,136,100:10001:7:Z4275338320;100:10001:9:Z2956551588;100:10003:6:Z3010588546;
CC1CCc2ncccc2N1,78,100:10001:7:Z4649902349;100:10003:1:Z4649905570;100:10003:6:Z4649903034;
C1CCC2(CNC2)NC1,33,100:10001:7:Z3318398961;100:10004:3:Z3318398371;100:10006:9:Z4101116854;
Nc1ncc2ccccc2n1,89,100:10001:7:Z4304530686;100:10003:9:Z4305605538;100:10005:2:Z4302199435;
CC1CCc2ccccc2S1,14,100:10001:7:Z1986575226;100:10003:6:Z2927093468;100:10010:6:Z1612045439;
C1CCNC2(CC1)CCNCC2,145,100:10001:7:Z5058117687;100:10003:3:Z4056176951;100:10004:9:Z3799390002;
CC12CCC1CCN2,132,100:10001:7:Z3520750442;100:10001:9:Z3591696929;100:10002:6:Z4996609586;
Clc1ccc2[nH]cc(Cl)c2c1,82,100:10001:7:Z1443774500;100:10002:3:Z1506585167;100:10005:6:Z3615052007;
CC1CNC(=O)CO1,30,100:10001:7:Z2065940192;100:10005:2:Z2059530745;100:10006:5:Z3764638208;
Cn1[nH]cc2c(=N)ccnc1-2,9,100:10001:7:Z2184417460;100:10004:4:Z2996166457;100:10005:9:Z2184418404;
OC1CCNc2ccccc21,27,100:10001:7:Z4216330210;100:10014:5:Z2956482409;100:10017:0:Z2956473153;
O=C1CCc2c(F)cccc2N1,6,100:10001:7:Z4169272507;100:10014:4:Z3484591976;100:10018:5:Z3506011021;
O=c1[nH]cnc2cccc(F)c12,29,100:10001:7:Z1328992248;100:10007:5:Z1135598773;100:10007:8:Z1135599409;
CN1CC(C)(C)Nc2ccccc21,24,100:10001:7:Z4686304197;100:10004:0:Z2823803523;100:10004:1:Z4385583916;
C1CCC2CNN=C2C1,26,100:10001:7:Z4258473113;100:10008:9:Z4255490571;100:10013:2:Z4252327821;
O=C1NC(=O)C2Cc3ccccc3C2N1,19,100:10001:7:Z3463145781;100:10004:6:Z3463173834;100:10005:6:Z3427567968;
Cc1csc2cccc(Cl)c12,37,100:10001:7:Z2581186414;100:10003:8:Z3621395106;100:10012:2:Z1374972544;
OC1CCCNc2ccccc21,29,100:10001:7:Z3469051105;100:10002:5:Z4268559899;100:10002:9:Z3617021339;
CN1CCCNS1(=O)=O,45,100:10001:7:Z3357297530;100:10003:7:Z3357299559;100:10004:8:Z3357300654;
CC1CNc2cccnc2N1,90,100:10001:7:Z2692039080;100:10001:8:Z2692062117;100:10002:0:Z4870365002;
O=C1NCCCNC12CCC2,169,100:10001:8:Z3318132203;100:10002:7:Z3207340121;100:10004:9:Z3619593938;
CC1NCCn2c(Cl)ccc21,96,100:10001:8:Z2499412352;100:10002:5:Z2233330095;100:10004:0:Z2499410090;
CC1CCC2(CCN(C)CC2)O1,92,100:10001:8:Z2927594713;100:10003:3:Z2927825233;100:10005:1:Z2927127728;
O=c1ccc2c([nH]1)CCCC2O,150,100:10001:8:Z2828132030;100:10002:4:Z2800639417;100:10003:5:Z4003982617;
c1c2c(cc3c1CCCCO3)CCCC2,13,100:10001:8:Z2378040040;100:10004:1:Z1449724525;100:10008:9:Z1449723590;
Nc1nccnn1,63,100:10001:8:Z4474088961;100:10002:9:Z3836106869;100:10004:8:Z4164271610;
O=c1[nH]cnc2cc(O)ccc12,5,100:10001:8:Z1689188354;100:10019:0:Z1816997711;100:10019:2:Z1689190540;
CC12OCC(CO1)CO2,45,100:10001:8:Z4264695027;100:10002:4:Z4278325266;100:10003:2:Z4264688130;
NC1=Nc2nc3ccccc3n2CN1,6,100:10001:8:Z1551983096;100:10035:6:Z94793499;100:10043:3:Z1681152682;
C1CC2(C1)CNC1COCC12,160,100:10001:8:Z3619193014;100:10002:8:Z3151785472;100:10002:8:Z3152100015;
Cc1ccnc(O)n1,37,100:10001:8:Z3158756596;100:10003:7:Z3098470251;100:10004:7:Z3181777359;
Oc1cnsn1,43,100:10001:8:Z4024581426;100:10004:3:Z2797652713;100:10008:4:Z4424229107;
Oc1cnccc1Cl,110,100:10001:8:Z1688524140;100:10001:9:Z4770126188;100:10009:5:Z4961152888;
Cn1ncc2c1CNCCC2,236,100:10001:8:Z4263804450;100:10002:1:Z4263798003;100:10002:6:Z4263793175;
Cc1cc2nc(Cl)ncc2s1,31,100:10001:8:Z4456152682;100:10008:9:Z4615122363;100:10009:9:Z2611275679;
C1CC2(C1)CC1(CNC1)C2,79,100:10001:8:Z4079143358;100:10006:3:Z4078270817;100:10007:7:Z4070087547;
Cn1cnn(C)c1=O,77,100:10001:8:Z4446161902;100:10002:0:Z4645972961;100:10002:8:Z4645981763;
c1nc2cc3c(cc2s1)OCO3,60,100:10001:8:Z3603158910;100:10002:4:Z3243930237;100:10004:6:Z3603156808;
c1cc2c(s1)CCCN2,114,100:10001:8:Z5059514993;100:10002:3:Z5060021054;100:10002:6:Z5059509547;
CC1(C)NCCC1=O,86,100:10001:8:Z4203683536;100:10002:5:Z4203170974;100:10003:0:Z4203189566;
Clc1cc2nccnc2cc1Cl,34,100:10001:8:Z2093558884;100:10006:1:Z1642806588;100:10007:8:Z1642913188;
ClC1=CCCC1,47,100:10001:8:Z4248441328;100:10003:1:Z1784383959;100:10004:9:Z3907170650;
CC1=CCCCC1,90,100:10001:8:Z5004091938;100:10002:2:Z5006685806;100:10003:1:Z5006275088;
Cc1cc(O)no1,69,100:10001:8:Z4284020877;100:10007:9:Z4281455025;100:10008:3:Z4284238738;
CC1CSc2ccccc2C1,15,100:10001:8:Z3509579238;100:10014:4:Z1589857454;100:10015:4:Z1626600265;
Cc1nn(C)c2c1NCCO2,191,100:10001:8:Z1882311726;100:10001:8:Z1407869077;100:10002:6:Z4147358219;
CC1(C)CNCc2ccoc2C1,170,100:10001:8:Z4490358371;100:10002:3:Z3950517691;100:10004:8:Z4269504646;
c1ncc2c(n1)CCCS2,53,100:10001:8:Z3559423892;100:10003:5:Z3558176539;100:10004:8:Z3560455129;
Cc1cc2ccc(F)cc2s1,43,100:10001:8:Z4876886081;100:10002:1:Z4876885219;100:10006:5:Z4879190518;
CC1CNc2cc(F)ccc2C(=O)N1,50,100:10001:8:Z1886751695;100:10003:2:Z1886761230;100:10004:6:Z4114570430;
ClC1=CCCCC1,78,100:10001:8:Z1579282319;100:10002:0:Z740768208;100:10004:2:Z1459459756;
Cc1nn(C)c2cnc(Cl)nc12,57,100:10001:8:Z4991680101;100:10003:4:Z4991758802;100:10003:6:Z4991810423;
NC1C2CCCCNC12,89,100:10001:8:Z4055223134;100:10002:5:Z3044331073;100:10004:0:Z3141630385;
Fc1cc2[nH]cnc2cc1Cl,169,100:10001:8:Z4413174251;100:10002:1:Z4352028797;100:10003:1:Z3833237868;
Cc1ccc2c(C)cc(O)nc2c1,71,100:10001:8:Z3609815869;100:10002:2:Z3609815763;100:10003:2:Z3522983515;
Cn1ccn2nccc2c1=O,248,100:10001:8:Z4023221901;100:10001:9:Z3907190583;100:10002:4:Z3907191997;
ClC1=CCC1,67,100:10001:8:Z4476095176;100:10001:9:Z4318229148;100:10002:8:Z4745382715;
O=c1cc(O)cc2n1CCOC2,113,100:10001:8:Z4327003207;100:10002:2:Z4320721612;100:10004:5:Z4324895381;
Cc1nn(C)c(=O)[nH]1,15,100:10001:9:Z4137550598;100:10006:5:Z4134216555;100:10017:3:Z4137554367;
Nc1onc2c1CNCC2,87,100:10001:9:Z3370137925;100:10002:9:Z3370131963;100:10003:8:Z4276235681;
CC1C(=O)Nc2ccccc21,27,100:10001:9:Z2445844117;100:10002:8:Z3815045477;100:10007:3:Z3143305858;
CC1(C)CCCC1N,79,100:10001:9:Z3103475962;100:10002:3:Z3386263464;100:10003:7:Z3103207476;
Fc1cccc2c1OCCN2,147,100:10001:9:Z4305600716;100:10002:0:Z4339986029;100:10002:2:Z4127406216;
Nc1ccc2ccccc2n1,130,100:10001:9:Z4127251231;100:10002:1:Z4329861778;100:10002:3:Z4128320676;
O=c1[nH]cncc1Cl,73,100:10001:9:Z5023280958;100:10002:3:Z3395723650;100:10003:8:Z2092380957;
O=C1NCCNC12CCCCC2,75,100:10001:9:Z4256066372;100:10003:4:Z4888518347;100:10004:2:Z4255583914;
CC1CNCCSC1,207,100:10001:9:Z2958990803;100:10001:9:Z3198077113;100:10001:9:Z1850112373;
O=C1CCNC2CCCCN12,268,100:10001:9:Z3584333722;100:10002:3:Z3407453989;100:10002:7:Z3091986131;
Fc1cnc(Cl)nc1,89,100:10001:9:Z4246988695;100:10002:6:Z4246971748;100:10002:9:Z4246983824;
CN1C=CCN(C)C1=O,13,100:10001:9:Z2178785370;100:10013:7:Z2357394458;100:10020:5:Z1330856456;
O=c1ccc2c([nH]1)CCCCC2,278,100:10001:9:Z3093151907;100:10002:0:Z1616310295;100:10002:4:Z4232023636;
c1ccc2c(c1)CCc1scnc1-2,10,100:10001:9:Z68599344;100:10022:1:Z3513381482;100:10035:3:Z1650822973;
C1CCN2CC3CNCC(C3)C2C1,171,100:10001:9:Z4871546458;100:10002:2:Z4834805923;100:10002:2:Z4834801800;
Clc1cccc2scnc12,36,100:10001:9:Z2814370951;100:10003:7:Z1839816567;100:10006:8:Z2871347382;
CC1CC=NN1,48,100:10001:9:Z2224047409;100:10002:4:Z2331562442;100:10002:9:Z4290111166;
CC1(C)CC2CC(C)(CN2)C1,165,100:10001:9:Z2169232719;100:10002:0:Z3836591913;100:10002:5:Z1075023790;
CC1CNCCCN1,313,100:10001:9:Z1252228193;100:10001:9:Z2911518544;100:10001:9:Z3865745498;
Cn1cnc2c1CCC1NCCCC21,127,100:10001:9:Z3584462182;100:10002:2:Z3344599447;100:10003:7:Z3584461111;
Oc1ccc2ncsc2n1,8,100:10001:9:Z4224364509;100:10002:9:Z4224364998;100:10017:0:Z4224376050;
Cn1ccc2c(=O)n3ccccc3nc21,65,100:10001:9:Z1787481415;100:10007:4:Z3055085609;100:10008:3:Z4154863130;
C1CNc2nn[nH]c2C1,120,100:10001:9:Z1204688544;100:10003:4:Z4762239656;100:10004:5:Z2172811412;
O=C1CCCNCC1,105,100:10001:9:Z3633079837;100:10002:1:Z3633072125;100:10002:5:Z3633084608;
CC12CCCCC1Nc1ccccc12,29,100:10001:9:Z3191097956;100:10005:7:Z3207508464;100:10009:5:Z4132537420;
Cn1ccc(=O)c2ccccc21,188,100:10001:9:Z3606767063;100:10002:2:Z2778499558;100:10002:6:Z3644910597;
Fc1cc(Cl)cc2c1CCCC2,105,100:10001:9:Z2299206330;100:10002:2:Z4106076045;100:10004:9:Z2292340726;
OC1CSC=N1,48,100:10001:9:Z4267437588;100:10009:2:Z5053758289;100:10011:0:Z4268347332;
Nc1cc2ncccc2s1,51,100:10001:9:Z3697038167;100:10002:2:Z3698473111;100:10003:1:Z3698139242;
