fragment_smiles,occurences,example_ligands
CN1CC2CCCCC2C1,394,94:09400:3:Z3104968136;94:09400:3:Z3187255523;94:09401:4:Z3192277955;
c1noc2c1CNCC2,844,94:09400:3:Z4227028516;94:09400:3:Z3682348890;94:09400:5:Z3879530198;
OC1CNCC(O)C1O,74,94:09400:3:Z2914267383;94:09402:9:Z2914265364;94:09406:1:Z2914267203;
O=C1CCOc2ccc(Cl)cc21,246,94:09400:3:Z3201712494;94:09401:0:Z2803816906;94:09402:6:Z3056848232;
C1CC2(CO1)OCCO2,226,94:09400:3:Z4973922436;94:09400:9:Z3496085542;94:09401:0:Z3568321291;
Cc1cc(C)n2nc(C)cc2n1,340,94:09400:3:Z2721979193;94:09400:5:Z1730162629;94:09400:7:Z3856877163;
Cc1csc(C)c1C,236,94:09400:3:Z2215713911;94:09400:6:Z3569469968;94:09401:2:Z4080804744;
C1CCC2(CC1)COCCN2,206,94:09400:3:Z4116538221;94:09401:7:Z4116541195;94:09401:9:Z4570035966;
OC1CC2CCC(C1)N2,724,94:09400:3:Z2184299302;94:09400:3:Z3699021010;94:09400:4:Z3518865904;
CN1CCCCCC1=O,1172,94:09400:3:Z4391572195;94:09400:3:Z4487509862;94:09400:4:Z4932439705;
Clc1ccnc2ncccc12,148,94:09400:3:Z4998819156;94:09400:7:Z4998820013;94:09400:9:Z4998832093;
Clc1ccc2ncoc2c1,66,94:09400:3:Z3520340505;94:09402:4:Z3595456973;94:09402:7:Z3638792594;
CC1CNCCC(F)(F)C1,194,94:09400:3:Z4511223168;94:09400:5:Z4008485150;94:09400:6:Z3649066437;
Cc1cccc2ccoc12,524,94:09400:3:Z4219913740;94:09400:3:Z3136040978;94:09400:4:Z2911690361;
NC1CNCC12CCOCC2,257,94:09400:3:Z3347018208;94:09401:1:Z3140731482;94:09401:1:Z4055194525;
Cc1nc2c(o1)CCCC2,427,94:09400:3:Z2927811979;94:09400:6:Z4115060007;94:09400:6:Z3049765963;
c1cc2c(cn1)OCCC2,594,94:09400:3:Z1644422511;94:09400:5:Z2823405869;94:09400:7:Z1842324036;
O=C1CNC(=O)CN1,176,94:09400:3:Z3180021800;94:09400:5:Z3210494530;94:09400:7:Z3538343970;
C1=NOC2CNCC12,497,94:09400:3:Z4194480113;94:09400:3:Z4201100826;94:09400:5:Z4194474989;
NC12CCC(CC1)NC2,22,94:09400:3:Z4005628591;94:09415:1:Z4005621477;94:09418:9:Z4005000204;
CC12CCC(CC1)C2(C)C,184,94:09400:3:Z2199272551;94:09400:6:Z1931785083;94:09401:6:Z3701371155;
FC1(F)CCCOCC1,387,94:09400:3:Z3598028332;94:09400:3:Z3444314503;94:09400:7:Z4508265250;
CC1(C)CCCCS1,212,94:09400:3:Z3992747481;94:09400:7:Z2999208636;94:09400:7:Z4150019895;
OC1C2CCCC1CNC2,538,94:09400:3:Z4997506411;94:09400:3:Z4111568180;94:09400:5:Z1453098851;
Cc1cccc2scnc12,224,94:09400:3:Z4415570899;94:09400:5:Z2771451177;94:09401:0:Z3184526508;
CC1(C)CNc2ccccc2S1,78,94:09400:3:Z4112545857;94:09400:8:Z1883271348;94:09402:4:Z1883269902;
Cc1sc2ncncc2c1C,658,94:09400:3:Z3651955908;94:09400:4:Z3828029221;94:09400:4:Z1183915849;
Cc1ccn2cncc2c1,219,94:09400:3:Z3368984991;94:09400:7:Z4089990449;94:09401:1:Z2911193332;
CC1=NOC2(CNC2)C1,309,94:09400:3:Z3392627593;94:09400:3:Z3175710219;94:09400:5:Z3187500317;
c1cnc2ncncc2c1,219,94:09400:3:Z1502718964;94:09401:0:Z3834160589;94:09401:1:Z2861096861;
Clc1ncccn1,817,94:09400:3:Z3176657783;94:09400:3:Z2792294427;94:09400:4:Z5064399342;
CC1CCCCCCN1,81,94:09400:3:Z4042443500;94:09402:2:Z3996837643;94:09404:3:Z4011637273;
O=c1[nH]cnc2ncsc12,52,94:09400:3:Z4238039035;94:09402:7:Z1416547550;94:09404:2:Z4458826475;
CC1(C)CNC(C)(C)C1O,188,94:09400:3:Z4490410449;94:09400:5:Z3657009581;94:09400:9:Z3657717924;
Cc1nnc2n1CCNC2C,351,94:09400:3:Z3591071755;94:09400:4:Z3320472697;94:09400:7:Z3440008921;
CN1CC2(CCNC2)C1,203,94:09400:3:Z2637417571;94:09400:5:Z1937211633;94:09401:4:Z2637411179;
CC1(C)Nc2ccccc2NC1=O,123,94:09400:3:Z1856023434;94:09401:1:Z1796864905;94:09402:3:Z4998657631;
Cn1cnc2cc(F)ccc21,429,94:09400:3:Z1276056068;94:09400:5:Z1276054859;94:09400:5:Z3533597403;
OC1CNCCC1F,235,94:09400:3:Z3207816685;94:09400:9:Z4909120093;94:09401:5:Z3318309115;
c1scc2c1CCC2,433,94:09400:3:Z3788334589;94:09400:3:Z3909000635;94:09400:4:Z3787483794;
Nc1nc(N)c2c(n1)CCNC2,28,94:09400:3:Z4329227242;94:09402:1:Z4329229139;94:09405:9:Z4329227325;
CC1=CC(C)n2ncnc2N1C,224,94:09400:3:Z1843093565;94:09400:5:Z1987236651;94:09400:7:Z4640562076;
ClC1=CCCC1,51,94:09400:3:Z1461743692;94:09401:1:Z1544974723;94:09401:4:Z1565334400;
Clc1ccc2[nH]cnc2c1,1030,94:09400:3:Z4643291948;94:09400:5:Z3103477291;94:09400:5:Z1225145796;
Cc1ccc2c(c1)CC(C)NC2,125,94:09400:3:Z4472080922;94:09400:4:Z4472080353;94:09400:4:Z4476265715;
C1COC2CCC2C1,692,94:09400:3:Z3586070184;94:09400:3:Z3093328463;94:09400:5:Z3620059949;
Fc1ccc2sccc2c1F,84,94:09400:3:Z4609023660;94:09400:9:Z4609057301;94:09403:4:Z4541526863;
Cc1c(N)nc[nH]c1=O,9,94:09400:3:Z4385287340;94:09425:5:Z2613796122;94:09426:5:Z2365249876;
FC1(F)C2CCCCCC21,793,94:09400:3:Z3184394513;94:09400:4:Z4615384630;94:09400:4:Z3626020547;
NC12CCOCC1CNC2,150,94:09400:3:Z4453735153;94:09402:5:Z4448805196;94:09404:0:Z4448811221;
Cc1cc2c(cn1)CCN2,215,94:09400:3:Z3627620619;94:09400:3:Z4132606258;94:09401:1:Z4132608356;
O=C1CCC2CNCC12,163,94:09400:3:Z4590956758;94:09401:5:Z4591082173;94:09404:2:Z4591318655;
O=C1CCC2CNCCC2N1,567,94:09400:3:Z2645265605;94:09400:3:Z2599741234;94:09400:4:Z3472559502;
C1CNCC2(C1)CCN2,55,94:09400:3:Z1886237127;94:09400:9:Z1872804273;94:09401:7:Z2063322222;
Cn1ccc(N)c1,106,94:09400:3:Z4214228603;94:09400:3:Z4206137195;94:09400:9:Z4204281049;
CC1COc2ccccc2C1,560,94:09400:3:Z5050889289;94:09400:3:Z1659063471;94:09401:5:Z1920686333;
NC12CCC(CC1)C2,161,94:09400:3:Z3102083119;94:09400:3:Z3699454439;94:09400:3:Z3138272409;
FC1CNCCOC1,227,94:09400:3:Z4203691221;94:09400:6:Z4084663788;94:09400:6:Z4185240521;
FC1(F)CNCc2ccccc21,159,94:09400:3:Z1466166955;94:09400:5:Z3844623866;94:09400:8:Z3525299337;
Nc1ncc2ccsc2n1,115,94:09400:3:Z3851235583;94:09401:0:Z332602928;94:09401:6:Z1630599927;
C1=NCCN1,305,94:09400:3:Z3648495245;94:09400:5:Z4423752455;94:09400:8:Z4263000731;
Cc1ccnc2c(Cl)cccc12,107,94:09400:3:Z2771856027;94:09402:0:Z2763595365;94:09402:3:Z2773026372;
C1CC2(CN1)OCC1CC12,116,94:09400:3:Z3778006252;94:09401:9:Z4043192592;94:09402:8:Z3879857401;
O=C1CCc2ccccc2C1,37,94:09400:3:Z2174360322;94:09400:6:Z4221911615;94:09405:7:Z2656057918;
CC1NCCc2cccc(F)c21,215,94:09400:3:Z3842610351;94:09400:3:Z4487509862;94:09401:2:Z3535888450;
Fc1ccc2[nH]cc(Cl)c2c1,168,94:09400:3:Z2962777862;94:09400:9:Z746451326;94:09400:9:Z4055398735;
Cc1n[nH]c(N)n1,265,94:09400:3:Z4252111700;94:09400:8:Z3411073277;94:09401:0:Z4066468696;
CC1NCCc2cc(F)ccc21,162,94:09400:3:Z1239621252;94:09400:6:Z3842609666;94:09400:8:Z1879916029;
Cc1nc[nH]c(=O)c1C,117,94:09400:3:Z3891302039;94:09400:3:Z3891300203;94:09401:3:Z2368448688;
CC1COC(C)CN1,679,94:09400:3:Z3622741980;94:09400:3:Z2882610475;94:09400:4:Z2975853833;
CC12CCC(CC1)OC2,302,94:09400:3:Z4260993885;94:09401:8:Z3435531512;94:09401:9:Z4261298354;
c1cnc2ncoc2c1,214,94:09400:3:Z4907293839;94:09400:8:Z4560002868;94:09401:6:Z2149005336;
Cc1ccc2c(c1F)CNCC2,161,94:09400:3:Z3102178565;94:09400:9:Z3185956928;94:09401:0:Z3384270906;
CC1(C)CNC(=O)C1,693,94:09400:3:Z3597408486;94:09400:4:Z4112585759;94:09400:4:Z2914790958;
CN1CCn2nccc2S1(=O)=O,298,94:09400:3:Z3208092147;94:09400:4:Z2960419651;94:09400:7:Z3200830316;
C1COCC2(CC2)N1,1366,94:09400:3:Z4388335633;94:09400:5:Z4156923450;94:09400:6:Z4614519088;
Nc1ccc2c(n1)CCC2,169,94:09400:3:Z4124933976;94:09400:5:Z4123085067;94:09400:7:Z4470628777;
CC1(C)CCCCC1O,331,94:09400:3:Z3571337939;94:09400:3:Z3588864646;94:09400:6:Z3647188686;
O=c1ccoc2ccc(Cl)cc12,265,94:09400:3:Z90996101;94:09400:7:Z3383723915;94:09400:9:Z901860204;
Cn1cnc(N)c1,107,94:09400:3:Z4294401466;94:09401:9:Z4286760351;94:09402:8:Z4294362411;
c1cc2n(c1)CCSC2,507,94:09400:3:Z4145527808;94:09400:3:Z4020334216;94:09400:7:Z4021596749;
C1CC2CNCC2CN1,880,94:09400:3:Z3136040978;94:09400:3:Z3136085395;94:09400:4:Z3811590123;
O=S1(=O)CCC2(CCN2)C1,268,94:09400:3:Z4272361150;94:09400:3:Z3613107243;94:09400:5:Z4218336693;
CC1CNCC(C)C1O,330,94:09400:3:Z2603498883;94:09400:9:Z2628805212;94:09401:3:Z2620067742;
C1CC2(CCN1)CNCCO2,374,94:09400:3:Z3364028058;94:09400:7:Z3383798664;94:09400:9:Z3383797422;
c1cn2cncc2cn1,293,94:09400:3:Z3354771741;94:09400:6:Z4218089867;94:09401:2:Z3356982747;
Fc1cn[nH]c1,714,94:09400:3:Z2908834891;94:09400:4:Z4639515699;94:09400:4:Z4639464327;
Oc1cn[nH]c1,1420,94:09400:3:Z1127371712;94:09400:5:Z1960372774;94:09400:6:Z1371201662;
CN1CCNCCC1=O,175,94:09400:3:Z4003416669;94:09401:2:Z2646324162;94:09401:3:Z2780333909;
CC1(C)CC2CCCOC21,505,94:09400:3:Z2221628072;94:09400:7:Z1597771302;94:09400:8:Z3509722782;
c1cn2c(n1)SCC2,1020,94:09400:3:Z4913017151;94:09400:4:Z2812631815;94:09400:6:Z3442133408;
Cn1ccc2cncnc21,399,94:09400:3:Z3391561022;94:09401:2:Z4097031560;94:09401:4:Z4025804326;
CN1CCNCC12CCOC2,417,94:09400:3:Z3042234665;94:09400:3:Z3386105513;94:09400:9:Z3043525827;
Cc1n[nH]cc1Cl,377,94:09400:3:Z3503997070;94:09400:3:Z3669918790;94:09400:3:Z3347623603;
Cc1ccc2ccsc2c1,154,94:09400:3:Z2454401945;94:09402:2:Z2647265841;94:09402:4:Z1961984537;
O=S1(=O)CCC2(CNCCO2)C1,291,94:09400:3:Z2454401945;94:09400:8:Z2973060223;94:09401:5:Z3659456420;
Cc1cc(=O)[nH]n1C,275,94:09400:3:Z295893702;94:09400:6:Z3838054442;94:09403:0:Z729762440;
c1cnc2cn[nH]c2c1,421,94:09400:3:Z3352454445;94:09400:7:Z3907154150;94:09400:7:Z3907145111;
NC1CC2(CCCCC2)C1,491,94:09400:3:Z3511703086;94:09400:6:Z4002438122;94:09400:7:Z3699978674;
CC1CSc2ccccc2N1,107,94:09400:3:Z1884578740;94:09402:4:Z1884558733;94:09402:6:Z1457962128;
O=c1[nH]ncs1,35,94:09400:3:Z3799652525;94:09401:9:Z1749296198;94:09404:3:Z1749296253;
Fc1ccc2ncncc2c1,104,94:09400:3:Z1233940861;94:09401:0:Z2973329593;94:09403:5:Z1638224496;
Cc1ccnnc1,1150,94:09400:3:Z4400878512;94:09400:3:Z4488527077;94:09400:4:Z4380497120;
Clc1ccn2cc(Cl)nc2c1,291,94:09400:3:Z3093423212;94:09400:4:Z2162783437;94:09401:5:Z2636085395;
c1cnc2cncnc2c1,81,94:09400:3:Z3556921223;94:09405:3:Z4782753368;94:09407:9:Z3833272772;
OC1CNC2(CCOCC2)C1,284,94:09400:3:Z3626468778;94:09400:3:Z3593329909;94:09400:8:Z3518545837;
c1cc2[nH]ccn2n1,277,94:09400:3:Z5013390850;94:09400:3:Z5013387472;94:09400:3:Z1677356682;
NC1CC2(CC2)C1,287,94:09400:3:Z4002105520;94:09400:3:Z3514180867;94:09401:4:Z4216161680;
O=C1NCCC12CCCNC2,384,94:09400:3:Z3883090519;94:09400:7:Z4274926872;94:09400:9:Z4003665942;
c1cc2c(cn1)OCO2,350,94:09400:3:Z1691973653;94:09400:5:Z1696476955;94:09400:5:Z1696312733;
CC1CNCCSC1,206,94:09400:3:Z1852034621;94:09401:0:Z4394975503;94:09402:2:Z4507915438;
Fc1cccc2c1SCCC2,251,94:09400:3:Z1881657431;94:09400:3:Z808744168;94:09400:4:Z2796146470;
CC1(C)CNC1(C)C,144,94:09400:3:Z4349255059;94:09400:3:Z1480271279;94:09400:5:Z4021282097;
Fc1cc2cc[nH]c2cc1F,373,94:09400:3:Z4471189280;94:09400:4:Z4281248524;94:09400:7:Z3053955914;
c1nnc2n1NCCC2,119,94:09400:3:Z4270743261;94:09400:8:Z4270770829;94:09401:1:Z4603187247;
CC1(C)CC2CNCC21,170,94:09400:3:Z3997123168;94:09400:9:Z4025145435;94:09401:8:Z4508494737;
Clc1ccc2c(c1)NCC2,293,94:09400:3:Z942270018;94:09400:4:Z941394220;94:09400:5:Z3667075695;
NC1CC2CNC(C1)C2,134,94:09400:3:Z4055076161;94:09401:1:Z2997728719;94:09401:9:Z2997778052;
CC1(C)CC(=O)c2ccc(=O)[nH]c2C1,156,94:09400:3:Z3384437759;94:09400:6:Z4468718588;94:09400:9:Z4209492434;
Fc1c(Cl)ccn2nccc12,158,94:09400:3:Z3297011925;94:09400:6:Z3298946120;94:09402:4:Z4612102496;
OC1CNCC2(CCCC2)C1,265,94:09400:3:Z3321657364;94:09400:3:Z3601757665;94:09400:5:Z3517354773;
Cc1ccc2c(c1)NCC(C)O2,167,94:09400:3:Z2632385658;94:09401:1:Z4112458611;94:09403:9:Z1329924808;
OC1CC2(CNC2)C1,117,94:09400:3:Z4216633463;94:09401:6:Z3205464091;94:09402:4:Z3057255715;
CC1CCCCC1=O,356,94:09400:3:Z1549906926;94:09400:5:Z1590687915;94:09400:7:Z2299010326;
Cc1nn(C)c(=O)[nH]c1=O,7,94:09400:3:Z4216866187;94:09409:4:Z4216867856;94:09422:7:Z4216869066;
NC1CC(O)C1,375,94:09400:3:Z4212670347;94:09401:9:Z3380856301;94:09401:9:Z4204522140;
C1CCC2(C1)CNCCOC2,359,94:09400:3:Z1726346392;94:09400:5:Z4867661267;94:09400:6:Z4342973619;
Cc1ccn(C)c1,368,94:09400:3:Z1786845728;94:09400:5:Z1787227460;94:09400:5:Z1787095856;
Cn1c(=O)c2[nH]cnc2n(C)c1=O,473,94:09400:3:Z2972478132;94:09400:6:Z1796797467;94:09401:5:Z19358273;
Cc1cccc(F)c1C,111,94:09400:3:Z4349679573;94:09401:9:Z4348438638;94:09407:1:Z4350425343;
CC1CC(O)CCN1,186,94:09400:3:Z3140258372;94:09400:5:Z4917581861;94:09401:1:Z2781990783;
CC1(C)CCc2ccsc2C1,77,94:09400:3:Z2975437439;94:09400:4:Z3092952674;94:09403:7:Z2981739802;
Cc1cncnc1Cl,158,94:09400:3:Z3870598191;94:09400:8:Z4026459929;94:09404:0:Z2770068550;
CC1OC2(C)CC1C2,136,94:09400:3:Z3606457944;94:09401:8:Z3437043406;94:09402:1:Z3503997050;
FC1CC2CCC(C1)N2,194,94:09400:3:Z4466127416;94:09400:7:Z4466121806;94:09400:7:Z4466129604;
O=C1CC2(CCCNC2)CN1,433,94:09400:3:Z2715901713;94:09400:8:Z1396496988;94:09401:2:Z1301041496;
Cc1cc2ccccc2[nH]c1=O,271,94:09400:3:Z4417868136;94:09400:6:Z2909208956;94:09400:6:Z4279598145;
Fc1cc(F)c2ccoc2c1,146,94:09400:3:Z4231652298;94:09401:7:Z4572738376;94:09402:3:Z3298400190;
OC1CC2NCCC12,201,94:09400:3:Z4402439281;94:09400:4:Z4394139331;94:09401:1:Z4477298828;
CC1CNCC(=O)N1C,432,94:09400:3:Z2007216263;94:09400:5:Z1999953767;94:09400:6:Z3154181525;
OC1CCC2NC1CCC2O,331,94:09400:3:Z4265970220;94:09401:0:Z4269648652;94:09401:2:Z4269599581;
CC1COC2(CCCC2)CN1,249,94:09400:3:Z2599448982;94:09400:7:Z3095448694;94:09400:8:Z2646939623;
O=C1NCC2(CCNCC2)C1O,232,94:09400:3:Z3623165434;94:09400:9:Z3623165002;94:09401:8:Z3623159168;
O=C1CCNC2(CCC2)C1,223,94:09400:3:Z2950590102;94:09400:3:Z2949621647;94:09400:4:Z4304139468;
CC1CC(C)C(C)O1,565,94:09400:3:Z2715340423;94:09400:3:Z2708292801;94:09400:3:Z2708726322;
CC1CNCc2cncnc21,203,94:09400:3:Z4435914507;94:09400:4:Z3363381789;94:09400:6:Z4324885000;
FC1(F)CNCC2(CCC2)C1,202,94:09400:3:Z3695230062;94:09400:3:Z3651776354;94:09400:6:Z4111574061;
O=C1NCCC12CCCN2,273,94:09400:3:Z2806660456;94:09400:4:Z4135684849;94:09401:1:Z3998193601;
CN1CCNCC12CC2,303,94:09400:3:Z4329675161;94:09400:3:Z4329672245;94:09400:4:Z4314081657;
FC1(F)CCC12CNC2,202,94:09400:3:Z2205496889;94:09400:8:Z2184548376;94:09401:0:Z2184542609;
CN1CCNC1=O,305,94:09400:3:Z4195512997;94:09400:7:Z4143284697;94:09401:2:Z4133961551;
C1CNCC2(C1)CNC2,301,94:09400:3:Z4122632314;94:09400:3:Z4028884917;94:09400:4:Z4028882142;
CC1CNc2ccccc2N(C)C1,179,94:09400:3:Z4125157379;94:09400:8:Z4125162913;94:09401:4:Z4125165988;
Cc1cn2nncc2c(=O)[nH]1,78,94:09400:3:Z3353222714;94:09400:4:Z3362257873;94:09400:9:Z3298893701;
Cc1cccc2c1CNCC2,231,94:09400:3:Z1892947019;94:09400:5:Z2434923074;94:09400:6:Z3176286509;
c1[nH]nc2c1COC2,178,94:09400:3:Z5053295605;94:09401:2:Z5001515104;94:09401:3:Z5001451153;
Cc1cc2ccc(Cl)cc2cn1,19,94:09400:3:Z4872221952;94:09403:5:Z4872212277;94:09404:1:Z4872220504;
O=c1ccc2cccnc2[nH]1,228,94:09400:3:Z3558420156;94:09400:6:Z3560587594;94:09401:4:Z4071627377;
C1CC2CCNCCC2C1,108,94:09400:3:Z4468220999;94:09401:0:Z4603972215;94:09401:7:Z4403367413;
C1CNC2(CC2)COC1,150,94:09400:3:Z2090295800;94:09400:4:Z4917540922;94:09401:7:Z2885060190;
c1ccc2c(c1)CCS2,1041,94:09400:3:Z3567931255;94:09400:3:Z1229140564;94:09400:4:Z2362154203;
C1CC2(C1)OCC1CC12,472,94:09400:3:Z2965696104;94:09400:3:Z2965693550;94:09400:3:Z2972371526;
Cc1sc(C)c2c(=O)[nH]cnc12,6,94:09400:3:Z2762585747;94:09411:2:Z3253741494;94:09430:3:Z2762585894;
CC1NCCS1,129,94:09400:3:Z2714481189;94:09400:3:Z2714474902;94:09400:8:Z2714478246;
O=S1(=O)CCC2(CCNCC2)CC1,296,94:09400:3:Z4137911777;94:09400:6:Z2263716557;94:09400:7:Z2208046849;
NC1CCC2(CCC2)CC1,195,94:09400:3:Z3132741887;94:09400:3:Z4061041156;94:09401:5:Z4062438481;
CC1CNc2cccnc21,226,94:09400:3:Z4096468716;94:09400:4:Z4132976525;94:09400:4:Z4000451998;
Oc1ccnc2ccccc12,445,94:09400:3:Z2782737771;94:09400:9:Z4142087854;94:09400:9:Z2729637482;
Cc1nsc2ncccc12,260,94:09400:3:Z2331860061;94:09400:4:Z4574164033;94:09400:4:Z1222668557;
Cc1ncnc2ccc(F)cc12,47,94:09400:3:Z4344520939;94:09404:7:Z4344517406;94:09408:6:Z4344515501;
Cc1[nH]ccc(=O)c1O,210,94:09400:3:Z4290190780;94:09400:4:Z4293519492;94:09400:5:Z4291057900;
C1OC2(CNC2)C2CC12,276,94:09400:3:Z3560369262;94:09400:5:Z3597411252;94:09400:8:Z4230737353;
O=C1NCCc2occc21,247,94:09400:3:Z3047436922;94:09400:4:Z3053299504;94:09400:5:Z4971837293;
Cn1c(=O)c2ccn(C)c2n(C)c1=O,141,94:09400:3:Z4220613998;94:09400:5:Z2284264344;94:09400:5:Z1391269686;
CC1CSC1,245,94:09400:3:Z3679632179;94:09400:4:Z3684312094;94:09400:6:Z3434389922;
C1CCC2(C1)CCCNC2,303,94:09400:3:Z4059539207;94:09400:3:Z3545976710;94:09400:5:Z3518747100;
Cc1coc2c(F)cccc12,206,94:09400:3:Z4248439345;94:09400:3:Z4248461517;94:09400:9:Z3057049651;
Cc1cnn2c1CCCC2,347,94:09400:3:Z4002693008;94:09401:0:Z4146641739;94:09401:1:Z4007507709;
C1CC2(C1)CC21CC1,209,94:09400:3:Z4487360112;94:09402:3:Z4487362825;94:09402:5:Z4240732942;
CC1CNC(=O)CN1,208,94:09400:3:Z4343647247;94:09400:5:Z4456333947;94:09400:8:Z4352700802;
C1CC2CCNC2N1,72,94:09400:3:Z3620072534;94:09401:8:Z3080233308;94:09405:9:Z3145392870;
O=C1NCCCC1(F)F,459,94:09400:3:Z3613261655;94:09400:8:Z3806755089;94:09400:8:Z3171738640;
Cc1cc(C)cc(F)c1,579,94:09400:3:Z3818783936;94:09400:4:Z1966692669;94:09400:4:Z4960194650;
Cc1n[nH]c2cncnc12,124,94:09400:3:Z2091268428;94:09402:5:Z2090283746;94:09403:6:Z2092887631;
O=C1COc2ccccc2CN1,152,94:09400:3:Z2927036726;94:09400:3:Z2930650409;94:09401:3:Z2917098987;
CC12CCCCC1CN2,155,94:09400:3:Z2722656375;94:09400:8:Z2815785361;94:09401:0:Z2710161802;
Cc1cc(C)[nH]c(=O)n1,638,94:09400:3:Z4289041804;94:09400:3:Z4294374981;94:09400:3:Z2646208071;
c1cc2c3c(c1)OCCN3CCN2,201,94:09400:3:Z4132139331;94:09400:5:Z1576469186;94:09401:6:Z4769476292;
Cc1[nH]nc2cccc(Cl)c12,114,94:09400:3:Z4326863605;94:09400:4:Z4320476585;94:09400:5:Z4319247231;
Cn1ccc2ccc(F)cc21,198,94:09400:3:Z1892846029;94:09400:4:Z4591356731;94:09400:5:Z1716149816;
Cc1ccc2c(c1)NCCN2,86,94:09400:3:Z3644227779;94:09402:6:Z3712529171;94:09403:9:Z4132176678;
Fc1ccc2c(c1)CNCCO2,286,94:09400:3:Z1908347927;94:09400:8:Z1908346570;94:09401:1:Z3877010927;
Cc1cc(N)n[nH]1,70,94:09400:3:Z4146884940;94:09400:4:Z4150615077;94:09401:1:Z4150390781;
C1COC2(CCCC2)OC1,276,94:09400:3:Z4906784488;94:09400:4:Z4906784559;94:09400:4:Z4906795991;
Cc1nc2cc(Cl)ccc2[nH]1,124,94:09400:3:Z4476349593;94:09400:4:Z4492611992;94:09400:8:Z4479140994;
OC1CCNC2(CCC2)C1,253,94:09400:3:Z2370731621;94:09400:6:Z2371233690;94:09401:2:Z4924083842;
OC1CNOC1,80,94:09400:3:Z3696998041;94:09400:8:Z3848352035;94:09401:2:Z3848350897;
c1ncc2c(n1)NCCCC2,45,94:09400:3:Z3557615192;94:09401:5:Z3559446494;94:09404:9:Z3561015075;
Cc1ccc(Cl)cc1Cl,248,94:09400:3:Z3364696413;94:09403:0:Z4211102172;94:09403:2:Z2707632030;
C1COC2(CCNC2)CN1,394,94:09400:3:Z3364696413;94:09400:5:Z3383639880;94:09400:9:Z3383689857;
C1NCC2C1C1COCC21,156,94:09400:3:Z2697921248;94:09401:7:Z2717840076;94:09402:5:Z2705622685;
C1Cc2nn[nH]c2CN1,333,94:09400:3:Z4117830710;94:09400:4:Z3866158621;94:09400:5:Z2839089826;
CC1CNCCC1O,270,94:09400:3:Z2118851714;94:09400:3:Z4269026475;94:09400:7:Z2120260544;
CC1Oc2ccccc2O1,155,94:09400:3:Z2171247627;94:09400:9:Z2027693510;94:09401:1:Z3175485502;
O=S1(=O)CCC2(CCNCCO2)CC1,170,94:09400:3:Z3521474001;94:09400:6:Z3648035342;94:09401:0:Z5039757508;
OC1CCC2CC1CN2,227,94:09400:3:Z2967081879;94:09400:7:Z3582935696;94:09401:2:Z2949679291;
O=C1CNC2CCNCC2N1,241,94:09400:3:Z3057968248;94:09400:3:Z3727426778;94:09401:1:Z3364165938;
Fc1ccc(Cl)c2c1NCCC2,56,94:09400:3:Z4665223117;94:09403:0:Z4111858459;94:09404:3:Z2869843554;
OC1CC2CCC2C1O,223,94:09400:3:Z3661305224;94:09400:8:Z3640420162;94:09400:9:Z3888939607;
c1ccc2c(c1)CCSC2,588,94:09400:3:Z2455858604;94:09400:4:Z4613880464;94:09400:8:Z4282095068;
CC1CN(C)c2ccccc2CN1,126,94:09400:3:Z2676835240;94:09402:8:Z4022488592;94:09403:0:Z2670988153;
C1CC23CNCC12COC3,144,94:09400:3:Z3058006457;94:09400:6:Z3316130578;94:09400:7:Z3133228653;
O=c1nc2c(c[nH]1)CCCC2,17,94:09400:3:Z3633981376;94:09402:2:Z3633986085;94:09408:8:Z3633984534;
Cc1cn2nccc2c(=O)[nH]1,139,94:09400:3:Z3204022605;94:09401:4:Z3203158924;94:09402:6:Z3191734274;
c1cc2n(n1)CCN2,228,94:09400:3:Z3100706610;94:09401:9:Z2999709835;94:09402:3:Z5005286933;
O=c1ccc2c([nH]1)CCSC2,278,94:09400:3:Z3950277175;94:09400:9:Z4638489244;94:09401:4:Z3835812304;
C1CC2(C1)CCNCCS2,256,94:09400:3:Z4111944110;94:09400:7:Z2334897985;94:09401:3:Z2359071026;
CC1CC(C)n2ncnc2N1,109,94:09400:3:Z3547517959;94:09401:8:Z4364794266;94:09402:9:Z3547517503;
CC1CC(N)C1,208,94:09400:3:Z3514660657;94:09400:3:Z3522627085;94:09400:5:Z3522634600;
CN1CCc2ccsc2C1,259,94:09400:3:Z4122867674;94:09401:1:Z4960563408;94:09401:3:Z4122348296;
c1nn2cncc2s1,90,94:09400:3:Z3828639033;94:09402:0:Z3830585246;94:09402:0:Z3830585128;
Cc1ccc(C)c2c1CCCO2,480,94:09400:3:Z3099286908;94:09400:3:Z3788027252;94:09400:3:Z3571898754;
c1ncc2c3c(sc2n1)CCCCC3,31,94:09400:3:Z3342309677;94:09401:8:Z4449733918;94:09401:9:Z1414168403;
O=C1CCNCCCN1,366,94:09400:3:Z3189657771;94:09400:4:Z3055415869;94:09400:6:Z3174572445;
CN1CCC2(CCNCC2)C1=O,396,94:09400:3:Z2828764453;94:09400:4:Z1888601451;94:09400:7:Z1893396204;
C1CC2(CNC2)N1,422,94:09400:3:Z3553458784;94:09400:5:Z4115625462;94:09400:7:Z2911963679;
O=S1(=O)CC2CCNC2C1,265,94:09400:3:Z4136702515;94:09400:3:Z4304768283;94:09401:1:Z3209648231;
