fragment_smiles,occurences,example_ligands
c1cnccn1,30336,53:05300:0:Z1662795592;53:05300:0:Z4223607825;53:05300:0:Z1547990593;
Nc1cnccn1,658,53:05300:0:Z4223962389;53:05300:1:Z4999579284;53:05300:2:Z2434499058;
Cc1cccc(F)c1,11287,53:05300:0:Z2507211977;53:05300:0:Z3363229850;53:05300:0:Z2772510425;
FC1CCNCC1,3933,53:05300:0:Z2507211977;53:05300:0:Z3127420279;53:05300:0:Z4194527460;
Cn1ccnc1Cl,1101,53:05300:0:Z2507211977;53:05300:1:Z2874821828;53:05300:2:Z2928294624;
Oc1ccccc1Cl,1832,53:05300:0:Z2780510086;53:05300:0:Z2273609383;53:05300:0:Z1669252176;
c1cc2sccn2n1,182,53:05300:0:Z3351168608;53:05300:1:Z3648420716;53:05300:2:Z3347654129;
Clc1cccc2c1CCO2,234,53:05300:0:Z3188903174;53:05300:4:Z3444099556;53:05301:8:Z2362984827;
O=c1[nH]nc2n1CCCC2,867,53:05300:0:Z3054186086;53:05300:1:Z3050906819;53:05300:2:Z3680369387;
C1CC2(C1)CNC2,5305,53:05300:0:Z4859748803;53:05300:0:Z3968586434;53:05300:0:Z3908036336;
Fc1cc(F)c2c(c1)CCN2,204,53:05300:0:Z1460977739;53:05300:2:Z2098480143;53:05300:3:Z4169633935;
FC1(F)CCCNCC1,1723,53:05300:0:Z3639616288;53:05300:1:Z3550772054;53:05300:1:Z4511102397;
Cn1cc2c(n1)CCCC2,3379,53:05300:0:Z5012733927;53:05300:0:Z4293554350;53:05300:0:Z2803583770;
O=C1CCCCC2CCCN12,247,53:05300:0:Z3548635450;53:05300:3:Z3583324713;53:05300:4:Z3555135620;
C1COCC2(C1)CCNC2,443,53:05300:0:Z3548635450;53:05300:0:Z2043854148;53:05300:2:Z4076589471;
OC1CNC1,9212,53:05300:0:Z1918541788;53:05300:0:Z4207573709;53:05300:0:Z3584630602;
c1ncc2ccsc2n1,1305,53:05300:0:Z1918541788;53:05300:0:Z2947525962;53:05300:1:Z1401251561;
FC1(F)C2(CCC2)C12CC2,467,53:05300:0:Z4154771932;53:05300:6:Z4153121145;53:05300:7:Z4223517816;
Cc1cocn1,7889,53:05300:0:Z4311407733;53:05300:0:Z4275267275;53:05300:0:Z1838454543;
Oc1ccc2ccsc2n1,123,53:05300:0:Z4311407733;53:05302:4:Z4312569767;53:05303:2:Z4313573756;
c1cc2n(n1)CCC2,2875,53:05300:0:Z4214846614;53:05300:0:Z2802081011;53:05300:1:Z3370607257;
FC1CNC1,4448,53:05300:0:Z4214846614;53:05300:0:Z3784651964;53:05300:0:Z3784649079;
Cc1ncc2c(n1)CCCC2,1121,53:05300:0:Z1218175073;53:05300:0:Z2504610196;53:05300:2:Z3982181717;
O=C1NC2CCC1C2,470,53:05300:0:Z3054701345;53:05300:3:Z3054697687;53:05300:5:Z3583272235;
Cn1cnc2cncnc21,710,53:05300:0:Z4313418462;53:05300:3:Z1272596801;53:05300:4:Z3830078382;
O=C1CCc2ccccc2CN1,251,53:05300:0:Z4313418462;53:05301:2:Z4317041589;53:05301:3:Z4329418099;
O=C1CCCCN1,25705,53:05300:0:Z2801214342;53:05300:0:Z3353273227;53:05300:0:Z3048848269;
FC1CCNC1,12146,53:05300:0:Z3392305308;53:05300:0:Z2222550223;53:05300:0:Z2012224937;
CC1(C)CNCC(C)(C)O1,376,53:05300:0:Z3646224353;53:05300:2:Z3558336198;53:05300:2:Z1796340543;
C1CCC2(CC1)CCC2,4609,53:05300:0:Z4477906965;53:05300:0:Z4382531577;53:05300:0:Z4276841916;
Cc1c[nH]nc1C,385,53:05300:0:Z3204327742;53:05300:1:Z1322772457;53:05300:4:Z872990478;
O=c1cc2c(n[nH]1)CCCC2,659,53:05300:0:Z3666775121;53:05300:1:Z3195992784;53:05300:7:Z4000066278;
C1COC2(CCOCC2)CN1,406,53:05300:0:Z1829385235;53:05300:3:Z2017799045;53:05300:6:Z2770009185;
Cc1ccnn1C,9689,53:05300:0:Z1558765610;53:05300:0:Z1831951474;53:05300:0:Z1554101558;
C1CC2CCC1C2,13213,53:05300:0:Z1994728523;53:05300:0:Z4830346622;53:05300:0:Z3892656560;
Cc1nnc2n1CCCC2,1259,53:05300:0:Z2500976854;53:05300:0:Z4639333320;53:05300:1:Z3049453739;
OC1CCOCC1,6394,53:05300:0:Z2909336079;53:05300:0:Z3094644998;53:05300:0:Z3094645576;
OC1CCNCC1,16697,53:05300:0:Z3830264449;53:05300:0:Z3203909847;53:05300:0:Z2871131988;
c1cnc2nccn2c1,2091,53:05300:0:Z3830264449;53:05300:0:Z1091581400;53:05300:1:Z3674067387;
O=S1(=O)CCC2(CCN2)C1,326,53:05300:0:Z3613105523;53:05300:1:Z3613107957;53:05300:7:Z4272356271;
Cn1ncc2cccnc21,1957,53:05300:0:Z2769777927;53:05300:0:Z1738124474;53:05300:1:Z2769421394;
C1CC2CNC(C1)C2,2555,53:05300:0:Z3611181062;53:05300:0:Z4079884906;53:05300:1:Z4129825491;
CC1CCCC(C)(C)C1,859,53:05300:0:Z3101945090;53:05300:3:Z3049464012;53:05300:4:Z1444269022;
Cn1ccc(=O)[nH]c1=O,886,53:05300:0:Z3101945090;53:05300:1:Z1890711473;53:05300:2:Z3339715212;
Cn1ccc2c1CCNC2,659,53:05300:0:Z5047502581;53:05300:1:Z4421261644;53:05300:2:Z4421417550;
CC1(C)CCC1,10060,53:05300:0:Z1696246802;53:05300:0:Z3438628175;53:05300:0:Z3694886045;
C1CCC2(CCC2)OC1,3756,53:05300:0:Z1696246802;53:05300:0:Z3835587469;53:05300:0:Z5045591175;
C1CC2CCC1O2,6375,53:05300:0:Z2272917698;53:05300:0:Z3876284834;53:05300:0:Z4314105147;
C1CC2CC12,2107,53:05300:0:Z3540334271;53:05300:0:Z3630064563;53:05300:0:Z3493463989;
O=S1(=O)CCCN1,6112,53:05300:0:Z3540334271;53:05300:0:Z928850408;53:05300:0:Z961660738;
Cn1ccnn1,14241,53:05300:0:Z4006979705;53:05300:0:Z3370989964;53:05300:0:Z2289695636;
CC1(C)CCNC1,7326,53:05300:0:Z1353216970;53:05300:0:Z3390751240;53:05300:0:Z3794130408;
CC1CN(C)CCN1,237,53:05300:0:Z1166177525;53:05300:4:Z2047533836;53:05301:1:Z4205879122;
O=C1CCCCCCN1,393,53:05300:0:Z2099308358;53:05300:0:Z1131571712;53:05300:0:Z795019706;
Cc1ccn[nH]1,30375,53:05300:0:Z4466307391;53:05300:0:Z1538125125;53:05300:0:Z2872421779;
c1ccc2occc2c1,12675,53:05300:0:Z4466307391;53:05300:0:Z3365875919;53:05300:0:Z2590196571;
c1cnc2[nH]ncc2c1,2377,53:05300:0:Z3547033593;53:05300:0:Z2800153896;53:05300:0:Z2953802546;
CC1(C)CCCS1(=O)=O,788,53:05300:0:Z4128500522;53:05300:0:Z3712266869;53:05300:1:Z4076944465;
Cc1c[nH]cn1,3447,53:05300:0:Z3552236168;53:05300:0:Z3360578414;53:05300:0:Z4055267468;
Cc1ccn2nccc2n1,759,53:05300:0:Z3906999602;53:05300:0:Z4907401849;53:05300:1:Z4910651716;
C1CC2(C1)CCOC2,3188,53:05300:0:Z3906999602;53:05300:0:Z3805608333;53:05300:0:Z2876649583;
c1noc2c1CCCC2,1718,53:05300:0:Z2138818607;53:05300:0:Z2110994214;53:05300:0:Z2956854365;
O=c1[nH]cnc2[nH]ncc12,378,53:05300:0:Z1552217575;53:05300:1:Z1743948561;53:05300:2:Z3500212214;
C1CC2(C1)CNCCO2,2497,53:05300:0:Z1552217575;53:05300:0:Z4285740789;53:05300:0:Z3907340557;
C1CC2CCNC2C1,3427,53:05300:0:Z4022902099;53:05300:0:Z4447882706;53:05300:0:Z2952369775;
C1CCC2CCOC2CC1,471,53:05300:0:Z4959518233;53:05300:1:Z3440570410;53:05300:6:Z3590131047;
C1CC2(CCO1)CC2,1864,53:05300:0:Z3630266575;53:05300:0:Z1338188495;53:05300:0:Z3622038520;
CC1=NNCC1,224,53:05300:0:Z3539509043;53:05300:1:Z1376387366;53:05300:9:Z2334991224;
c1cnncn1,493,53:05300:0:Z4117773123;53:05300:0:Z2615744418;53:05300:3:Z4387954394;
C1CNCOC1,197,53:05300:0:Z2964515168;53:05300:1:Z3570777608;53:05300:5:Z2964517962;
C1CC2CCOCC2CN1,407,53:05300:0:Z4200264266;53:05300:1:Z4200275045;53:05300:4:Z4200255172;
O=C1CNCCN1,14455,53:05300:0:Z4223906778;53:05300:0:Z3526096706;53:05300:0:Z4484839289;
CC1CC2(CCNCC2)CN1,193,53:05300:0:Z4203765410;53:05300:0:Z3382919946;53:05300:9:Z3793314614;
OC1CCOC2(CCNCC2)C1,257,53:05300:0:Z2954747074;53:05300:1:Z2963107423;53:05300:5:Z2954740567;
Clc1ccc2[nH]cnc2c1,919,53:05300:0:Z2954747074;53:05300:0:Z2299756522;53:05300:1:Z3297174447;
O=c1[nH]c2ncccc2o1,294,53:05300:0:Z1530610358;53:05300:1:Z1559722695;53:05300:7:Z2437037694;
Cc1nc2ncccn2n1,440,53:05300:0:Z1660002452;53:05300:3:Z3077743944;53:05300:3:Z3075303787;
C1CCC2CCCCC2C1,728,53:05300:0:Z4223607825;53:05300:1:Z4995092435;53:05300:4:Z4291067622;
Cc1ccno1,13941,53:05300:0:Z5047543368;53:05300:0:Z3344753251;53:05300:0:Z3218729327;
Clc1ccc2c(c1)OCCC2,724,53:05300:0:Z5047543368;53:05300:3:Z4324494362;53:05300:5:Z2645587746;
Cc1ccc(O)cc1,1287,53:05300:0:Z1956865830;53:05300:0:Z2282901248;53:05300:3:Z4288346254;
O=C1CCC12CCC(F)(F)CC2,182,53:05300:0:Z5033369300;53:05300:6:Z5033370873;53:05301:2:Z5033369998;
CC1CCCNS1(=O)=O,358,53:05300:0:Z3381435408;53:05300:4:Z2994164286;53:05300:5:Z3357701454;
Cc1cc(C)c2ccsc2n1,231,53:05300:0:Z1547990593;53:05300:0:Z1899278881;53:05300:3:Z3087238879;
NC1c2ccccc2CC12CCNCC2,30,53:05300:0:Z4906326648;53:05303:8:Z4908113841;53:05305:9:Z4907791225;
Cc1ccc[nH]1,3852,53:05300:0:Z4122375818;53:05300:0:Z4124394580;53:05300:0:Z4475138565;
C1CC2COCCN2C1,1539,53:05300:0:Z4122375818;53:05300:0:Z3340785220;53:05300:0:Z2159040427;
Cc1ccc2c(c1C)NCCC2,68,53:05300:0:Z4128167689;53:05302:1:Z4128166739;53:05303:9:Z2326153957;
FC1CCC1,11314,53:05300:0:Z3699933070;53:05300:0:Z3699947877;53:05300:0:Z3568077971;
Cc1c(Cl)ccc2cccnc12,170,53:05300:0:Z4954207089;53:05301:6:Z4959617387;53:05301:6:Z4970719905;
O=c1ccnc[nH]1,4244,53:05300:0:Z4382531577;53:05300:0:Z4106553447;53:05300:0:Z4665582861;
Cc1cc(=O)n(C)nc1C,265,53:05300:0:Z2781495463;53:05301:3:Z3624525937;53:05301:8:Z3790246640;
O=S1(=O)CCNCCCCCN1,187,53:05300:0:Z3322041894;53:05300:5:Z3605419569;53:05301:4:Z3605445943;
CC1CCOC1,6609,53:05300:0:Z3056340216;53:05300:0:Z3621602568;53:05300:0:Z2803842302;
Cc1ccc2ccnn2c1C,261,53:05300:0:Z3908076013;53:05300:4:Z2959023115;53:05300:9:Z3009360041;
c1cnc2ncccc2c1,1038,53:05300:0:Z4064795718;53:05300:0:Z4064797286;53:05300:4:Z2910242784;
Cc1ccc2nccnc2c1,248,53:05300:0:Z3384190434;53:05300:5:Z3195506868;53:05301:9:Z3083656953;
C1COC2COCC2CN1,417,53:05300:0:Z3609430470;53:05300:0:Z3806484844;53:05300:0:Z4457319933;
c1cn2c(n1)COCC2,2007,53:05300:0:Z2973549516;53:05300:0:Z4199353447;53:05300:0:Z4137407840;
FC1(F)CCC2(CCNCC2)C1,231,53:05300:0:Z4350958441;53:05300:0:Z3878871264;53:05300:4:Z3783251064;
CC1(C)CC1,6275,53:05300:0:Z3702356319;53:05300:0:Z3702418556;53:05300:0:Z3438035545;
c1cn2c(n1)CCC2,3566,53:05300:0:Z2282735409;53:05300:0:Z2499899863;53:05300:0:Z4086534280;
C1CNCCSC1,1695,53:05300:0:Z816464184;53:05300:1:Z2779381621;53:05300:1:Z2346728270;
O=C1Cc2ccccc2N1,2831,53:05300:0:Z2214678386;53:05300:0:Z2891855177;53:05300:0:Z927583828;
c1ccc2c(c1)CCC2,19242,53:05300:0:Z4279235907;53:05300:0:Z2457085412;53:05300:0:Z1072337630;
O=C1CCC2CNCC2N1,386,53:05300:0:Z3570461345;53:05300:2:Z3597570036;53:05300:2:Z3629458198;
Cc1ccsc1,9234,53:05300:0:Z3048848269;53:05300:0:Z4478131121;53:05300:0:Z1652201832;
Oc1cnc2ccccc2n1,116,53:05300:0:Z4460224726;53:05300:2:Z4468359931;53:05301:5:Z4484319612;
CC1CC(O)CN1,684,53:05300:0:Z4345437500;53:05300:3:Z3521468323;53:05300:4:Z1823482931;
Cn1ncc2c(=O)[nH]cnc21,1081,53:05300:0:Z3438035545;53:05300:3:Z1576885599;53:05300:5:Z1224140027;
c1nc2c(s1)CCCC2,3814,53:05300:0:Z3694829211;53:05300:0:Z3381958692;53:05300:0:Z3380614390;
O=c1[nH]ccs1,941,53:05300:0:Z2772559734;53:05300:0:Z1764178078;53:05300:1:Z2776086690;
c1ccc2c(c1)CCCO2,10576,53:05300:0:Z2772559734;53:05300:0:Z1219879866;53:05300:0:Z1951518648;
CC1CCCN1,19447,53:05300:0:Z2473782816;53:05300:0:Z3164509855;53:05300:0:Z2722435321;
c1ccc2[nH]cnc2c1,13520,53:05300:0:Z2473782816;53:05300:0:Z1872892900;53:05300:0:Z2776802656;
NC1CCNCC1,2886,53:05300:0:Z2927409408;53:05300:0:Z4886301750;53:05300:0:Z3134815745;
FC1CCCCC1,6800,53:05300:0:Z2457085412;53:05300:0:Z3058223676;53:05300:0:Z1969776114;
c1cn2c(n1)CCCC2,9700,53:05300:0:Z1494907639;53:05300:0:Z2643646830;53:05300:0:Z1864148593;
c1ccc2c(c1)CCCN2,10498,53:05300:0:Z4151196254;53:05300:0:Z3833207067;53:05300:0:Z1232863016;
O=C1NCCC2CCNC=C12,93,53:05300:0:Z4368808326;53:05300:3:Z4368810759;53:05302:5:Z4368814672;
c1csnn1,4610,53:05300:0:Z2709313765;53:05300:0:Z4184381109;53:05300:0:Z4098606489;
Cc1cccc(C)n1,3236,53:05300:0:Z4387170596;53:05300:0:Z3611580765;53:05300:0:Z3590702261;
Clc1cn[nH]c1,8138,53:05300:0:Z4487650679;53:05300:0:Z3667615132;53:05300:0:Z5035596069;
c1ccc2c(c1)CCCCC2,2120,53:05300:0:Z3369207085;53:05300:2:Z3878155251;53:05300:3:Z4468824981;
c1cc2c(o1)CSC2,299,53:05300:0:Z3369207085;53:05300:1:Z3605714670;53:05300:1:Z4648723874;
CC1(C)CCOCCN1,209,53:05300:0:Z4181306913;53:05300:2:Z4386134505;53:05300:2:Z4181311981;
Cc1ncccn1,7716,53:05300:0:Z1958678509;53:05300:0:Z1098862434;53:05300:0:Z4062224994;
Cc1ccc2c(c1)CCO2,535,53:05300:0:Z1461765769;53:05300:2:Z2957534306;53:05300:4:Z4069581256;
c1cnc2c(c1)NCC2,389,53:05300:0:Z1461765769;53:05300:7:Z4648148565;53:05301:3:Z4462881523;
CC1(C)OCCCO1,1921,53:05300:0:Z1673541674;53:05300:0:Z3175029502;53:05300:1:Z4504738319;
C1CC2CSCC2C1,852,53:05300:0:Z3659510319;53:05300:0:Z3787453069;53:05300:2:Z3638919055;
O=c1[nH]cn[nH]1,1912,53:05300:0:Z1894525624;53:05300:1:Z1766172174;53:05300:1:Z2789380967;
C1CC2(CCN1)CNC2,662,53:05300:0:Z4259907964;53:05300:5:Z3393937972;53:05300:5:Z4029363827;
c1nnco1,25985,53:05300:0:Z3775894035;53:05300:0:Z3633602168;53:05300:0:Z1560110272;
c1cnc2c(n1)CCC2,592,53:05300:0:Z3775894035;53:05300:0:Z4378742169;53:05300:0:Z3897812761;
C1COCN1,209,53:05300:0:Z2913754557;53:05300:2:Z4262788534;53:05300:5:Z4218198105;
CC1CCCCN1,15118,53:05300:0:Z1205585190;53:05300:0:Z2506216846;53:05300:0:Z4152967654;
CN1CCCCC1=O,3875,53:05300:0:Z2384861259;53:05300:0:Z2782020604;53:05300:0:Z2774894959;
c1nnc2n1CCOCC2,249,53:05300:0:Z3061491944;53:05300:4:Z3062637806;53:05300:8:Z2523804088;
c1ccc2nccnc2c1,2716,53:05300:0:Z1669604200;53:05300:0:Z1040244890;53:05300:0:Z1260342033;
O=S1(=O)CCCC2CNCC21,526,53:05300:0:Z2979405855;53:05300:4:Z2989220207;53:05300:4:Z2995241180;
OC1CCCCC12CCCNC2,249,53:05300:0:Z3533426924;53:05301:2:Z3520692744;53:05302:0:Z3520690591;
Cc1ccc2occc2n1,292,53:05300:0:Z1682742442;53:05300:8:Z2027247249;53:05301:5:Z4050969903;
C1CC2(CCN1)OCCO2,833,53:05300:0:Z4127560999;53:05300:1:Z340442636;53:05300:2:Z3634046819;
c1ccc2cnccc2c1,9688,53:05300:0:Z2804343751;53:05300:0:Z4328692861;53:05300:0:Z2333824201;
Oc1cnccc1Cl,120,53:05300:0:Z1688553764;53:05302:9:Z1734084808;53:05304:1:Z1688550181;
C1CC2(C1)OCC1CC12,685,53:05300:0:Z2978380583;53:05300:1:Z2949743548;53:05300:3:Z4485375970;
c1ccc2sncc2c1,2291,53:05300:0:Z3787932887;53:05300:0:Z3787932884;53:05300:0:Z4104220289;
CC1CCCCC1(C)C,136,53:05300:0:Z3787995347;53:05301:6:Z3899030046;53:05301:7:Z4305544349;
Cc1ccn(C)n1,12568,53:05300:0:Z1689462513;53:05300:0:Z3637535776;53:05300:0:Z2285921658;
C1CC2(CC2)CO1,2917,53:05300:0:Z1689462513;53:05300:0:Z3818432158;53:05300:0:Z4277417541;
C1CC2(CC3CCC2C3)N1,101,53:05300:0:Z4402869776;53:05300:9:Z4465671151;53:05301:8:Z4408150215;
Cc1ncnc2c1CNCC2,220,53:05300:0:Z4227849874;53:05301:0:Z4273685110;53:05301:5:Z4227870423;
NC1CC2CCC(C1)C2,583,53:05300:0:Z2441470533;53:05300:2:Z4643394707;53:05300:2:Z4643394644;
Cc1ccc2nncn2c1,336,53:05300:0:Z4290323188;53:05300:5:Z4289609868;53:05300:6:Z2912228063;
O=S1(=O)CCCCC1,8806,53:05300:0:Z4290323188;53:05300:0:Z4644309862;53:05300:0:Z1272415532;
Cn1nccc1Cl,3957,53:05300:0:Z2706682086;53:05300:0:Z1667524706;53:05300:0:Z3621862243;
O=C1CCC1,2858,53:05300:0:Z2706682086;53:05300:0:Z3496301270;53:05300:0:Z3054027729;
FC1(F)CCCC1,5560,53:05300:0:Z3633602168;53:05300:0:Z2773126563;53:05300:0:Z2978932210;
C1CC2CCC(CN1)N2,1227,53:05300:0:Z2595866848;53:05300:0:Z3697779405;53:05300:1:Z3407579491;
C1CC2CCC(C1)C2,1066,53:05300:0:Z4921932106;53:05300:0:Z4267102412;53:05300:2:Z4271618211;
NC1CC2(CCC2)C1,628,53:05300:0:Z3350538010;53:05300:1:Z4878808007;53:05300:3:Z2503779902;
Cc1ccoc1,7145,53:05300:0:Z2435369135;53:05300:0:Z4255841795;53:05300:0:Z2435697168;
Fc1ccccc1Cl,16164,53:05300:0:Z4488542831;53:05300:0:Z3651506549;53:05300:0:Z2407687722;
C1CC2CCC(CN1)S2,354,53:05300:0:Z4488542831;53:05300:0:Z3473278807;53:05300:1:Z2706119073;
O=C1CCc2ccccc2N1,4389,53:05300:0:Z3716091866;53:05300:0:Z3576628050;53:05300:0:Z3434034620;
OC1CCC2CCNC12,719,53:05300:0:Z3716091866;53:05300:0:Z3576628050;53:05300:3:Z2723093881;
CC1CCCC(C)O1,2967,53:05300:0:Z1560110272;53:05300:0:Z3551463352;53:05300:0:Z2997500312;
OC1CCCCC1,18347,53:05300:0:Z2357997647;53:05300:0:Z4259414134;53:05300:0:Z1523799961;
CN1CCNCC1,17059,53:05300:0:Z3516046932;53:05300:0:Z3048876802;53:05300:0:Z3503295241;
c1ccc2c(c1)CC1CC21,589,53:05300:0:Z2706402801;53:05300:3:Z3603093172;53:05300:6:Z2918403360;
Oc1cccc(Cl)c1F,118,53:05300:0:Z3502198201;53:05300:1:Z3052059672;53:05301:2:Z3052105263;
Cc1csc(C)n1,3564,53:05300:0:Z3437627914;53:05300:0:Z2905667169;53:05300:0:Z4265816705;
c1cnc2[nH]ccc2c1,3514,53:05300:0:Z3504045749;53:05300:0:Z5052568898;53:05300:0:Z2951706991;
Cc1cc(C)on1,9622,53:05300:0:Z1072337630;53:05300:0:Z2498415829;53:05300:0:Z1509970683;
C1NCC2CC12,13212,53:05300:0:Z4145359450;53:05300:0:Z3795319337;53:05300:0:Z4109326349;
c1ccc2ncncc2c1,2899,53:05300:0:Z3389025427;53:05300:0:Z3383428773;53:05300:0:Z2066966829;
O=S1(=O)CCCC1,13702,53:05300:0:Z3389025427;53:05300:0:Z2872337876;53:05300:0:Z2874896344;
c1ccc2c(c1)COC21CCNC1,196,53:05300:0:Z4105416560;53:05300:0:Z2465926451;53:05300:7:Z1717063344;
Clc1ccc2sccc2c1,439,53:05300:0:Z4971681904;53:05300:1:Z4979508419;53:05300:7:Z1901539733;
C1CC2CNCC12,6598,53:05300:0:Z2621548274;53:05300:0:Z3835864783;53:05300:0:Z3891837713;
c1ccc2c(c1)COC2,4162,53:05300:0:Z3591878516;53:05300:0:Z1563210128;53:05300:0:Z2493486347;
c1cc2ccsc2cn1,881,53:05300:0:Z3381958692;53:05300:0:Z3796915259;53:05300:0:Z3383346473;
Cc1cc(=O)[nH]cn1,2369,53:05300:0:Z4302153125;53:05300:0:Z2862521201;53:05300:0:Z4285058092;
Cc1ncccc1Cl,455,53:05300:0:Z3696449392;53:05300:2:Z1645620665;53:05300:5:Z3696452954;
FC1CCOCC1,1241,53:05300:0:Z2820649939;53:05300:0:Z2851310078;53:05300:1:Z2883677074;
c1nc2c(s1)COCC2,1880,53:05300:0:Z4124394580;53:05300:0:Z1798541190;53:05300:0:Z5054456369;
Cc1nccs1,14343,53:05300:0:Z3618569744;53:05300:0:Z2232353626;53:05300:0:Z2783177682;
O=S1(=O)C2CCCC1CC2,993,53:05300:0:Z3191449495;53:05300:2:Z2873946959;53:05300:2:Z2872986963;
C1CNCC2(C1)COC2,529,53:05300:0:Z3191449495;53:05300:0:Z3209054775;53:05300:4:Z3209062387;
Cn1ccc2ccccc21,5384,53:05300:0:Z4412506558;53:05300:0:Z3060657182;53:05300:0:Z3640761099;
C1CC2(CCO1)CCOC2,1465,53:05300:0:Z2851987378;53:05300:0:Z4271593943;53:05300:2:Z3341920708;
Clc1ccc(Cl)s1,984,53:05300:0:Z4489953036;53:05300:2:Z4003858563;53:05300:2:Z1676159544;
c1cnc2oncc2c1,1096,53:05300:0:Z1686880051;53:05300:0:Z3054955557;53:05300:0:Z4611435706;
c1cc2ncsc2s1,179,53:05300:0:Z1686880051;53:05300:2:Z1227037648;53:05300:3:Z1639109044;
CN1CC2CNCC2(C)C1,439,53:05300:0:Z2964313109;53:05300:0:Z3671971220;53:05300:2:Z3054195301;
Cn1ccc(Cl)n1,1081,53:05300:0:Z2223768940;53:05300:1:Z3368764210;53:05300:1:Z2660639592;
CC1(C)CCC(C)(C)O1,1343,53:05300:0:Z2963009206;53:05300:0:Z3191482409;53:05300:0:Z3299605732;
Oc1ccccc1F,2971,53:05300:0:Z2963009206;53:05300:0:Z2184844148;53:05300:1:Z4884222709;
C1COCC2(CN1)COCCN2,315,53:05300:0:Z3493757931;53:05300:8:Z5004647723;53:05300:9:Z3639481989;
Clc1cccc2c1OCC2,271,53:05300:0:Z2919510523;53:05300:0:Z1408649235;53:05301:3:Z1408725377;
CC1CNC(=O)C1,885,53:05300:0:Z2962528475;53:05300:0:Z3368263925;53:05300:1:Z4237912791;
OC1CCCNC1,9869,53:05300:0:Z2962528475;53:05300:0:Z2645369006;53:05300:0:Z2954334872;
C1COC2(CNC2)CO1,334,53:05300:0:Z4406921096;53:05300:1:Z4486255736;53:05300:6:Z3595479724;
Cc1ncc[nH]1,8665,53:05300:0:Z1616165292;53:05300:0:Z1408649235;53:05300:0:Z1920064701;
CC1CNC1,9257,53:05300:0:Z3804176678;53:05300:0:Z2185958006;53:05300:0:Z4118304557;
O=C1Nc2ccccc2C1(F)F,207,53:05300:0:Z4028926162;53:05300:0:Z3608260946;53:05300:8:Z3821985936;
OC1COC2(CNC2)CC1O,251,53:05300:0:Z4478131121;53:05300:0:Z4482775852;53:05301:1:Z4478140687;
c1n[nH]c2c1CCCC2,6981,53:05300:0:Z2500584698;53:05300:0:Z2879285615;53:05300:0:Z4643526171;
CC1(O)CCNC1,502,53:05300:0:Z3525251145;53:05300:1:Z2951325332;53:05300:2:Z3993850233;
Cc1ccc2c(c1)CC(C)NC2,113,53:05300:0:Z4462884176;53:05300:3:Z4472081787;53:05300:8:Z4448526901;
OC1CNCC(O)C1O,145,53:05300:0:Z4128702379;53:05300:3:Z2914270510;53:05301:0:Z2950917194;
Cc1csc2nccn12,966,53:05300:0:Z1559927326;53:05300:0:Z3839203886;53:05300:0:Z4105304776;
Clc1cccc2c1OCCN2,218,53:05300:0:Z1559927326;53:05300:2:Z4113100140;53:05301:4:Z1884097240;
O=C1CCCc2ccccc21,2313,53:05300:0:Z4109984610;53:05300:0:Z3915513748;53:05300:1:Z1651613887;
c1ncc2nc[nH]c2n1,5590,53:05300:0:Z4773485727;53:05300:0:Z4772540343;53:05300:0:Z4773681814;
C1CC2CCC2N1,2478,53:05300:0:Z4773485727;53:05300:0:Z3519832200;53:05300:0:Z5021796341;
O=C1CCCCC1,4123,53:05300:0:Z4642133543;53:05300:0:Z4642126148;53:05300:0:Z4302943752;
CC1CCCCS1(=O)=O,1718,53:05300:0:Z3557443882;53:05300:0:Z3563198621;53:05300:0:Z2581295969;
Cc1ccc2cc[nH]c2c1,1234,53:05300:0:Z1126940369;53:05300:0:Z2589898062;53:05300:0:Z979597228;
O=C1Nc2ccccc2C12CCCCC2,59,53:05300:0:Z2722435321;53:05300:0:Z4385689304;53:05301:1:Z1439216980;
Cc1nncs1,5137,53:05300:0:Z3815439412;53:05300:0:Z910214374;53:05300:0:Z3977371143;
Cc1noc2ncccc12,1318,53:05300:0:Z3915493090;53:05300:0:Z2460246550;53:05300:0:Z4109162800;
CC1(C)CCC(O)CC1,849,53:05300:0:Z3915493090;53:05300:0:Z2813672776;53:05300:1:Z3484149679;
C1=NOC2C3CCC(C3)C12,198,53:05300:0:Z4143541307;53:05300:4:Z4137805091;53:05300:9:Z4143416228;
Fc1cccc2c1CNCC2,955,53:05300:0:Z4231871066;53:05300:0:Z4059515118;53:05300:1:Z1732927908;
O=c1[nH]cnc2ccncc12,59,53:05300:0:Z4227774613;53:05302:0:Z4231468783;53:05302:0:Z4226920286;
FC1(F)CC12CCC2,4549,53:05300:0:Z2603860238;53:05300:0:Z4399369447;53:05300:0:Z3312588421;
C1CNCC2(C1)CCSCC2,247,53:05300:0:Z2603860238;53:05300:1:Z4111427328;53:05300:3:Z2279685143;
Cc1nc2ccccc2s1,1651,53:05300:0:Z4581846985;53:05300:1:Z1857378918;53:05300:1:Z3867435248;
c1ccc2c(c1)OCO2,11851,53:05300:0:Z1098862434;53:05300:0:Z3883825199;53:05300:0:Z3337883102;
Cn1ccc2cccnc21,328,53:05300:0:Z2802796566;53:05300:8:Z4256593923;53:05301:5:Z4993691749;
O=C1COc2cccnc2N1,290,53:05300:0:Z3602388459;53:05300:0:Z3652892752;53:05300:6:Z4278401111;
