fragment_smiles,occurences,example_ligands
O=C1CCC(F)(F)CN1,62,53:05300:3:Z4252325724;53:05303:7:Z4253517660;53:05305:1:Z4255329550;
CC1(C)CC2(CCCCC2)CO1,199,53:05300:3:Z2979130517;53:05301:2:Z3303903373;53:05301:5:Z2979132418;
CC1COC(C)(C)OC1,378,53:05300:3:Z4906768327;53:05300:5:Z4909062681;53:05300:6:Z4906771371;
Clc1ccc2ocnc2c1,96,53:05300:3:Z2850684191;53:05302:3:Z649291498;53:05304:1:Z2829838279;
Cc1nn(C)c2[nH]ncc12,127,53:05300:3:Z1205112455;53:05300:3:Z2705350355;53:05302:3:Z1205108284;
Fc1c(Cl)ccc2c1CNCC2,122,53:05300:3:Z3175178339;53:05300:9:Z4208566855;53:05302:7:Z3619133462;
NC1CNCC12CCC2,240,53:05300:3:Z3045398285;53:05300:4:Z3278129915;53:05300:8:Z3278066899;
C1COC2(CCSCC2)CN1,338,53:05300:3:Z3060936313;53:05300:3:Z3391259985;53:05300:9:Z3060930888;
C1CC2CCNCC2CN1,274,53:05300:3:Z3045541780;53:05300:3:Z3364220215;53:05300:5:Z3141372256;
Cc1n[nH]cc1O,165,53:05300:3:Z1489642297;53:05302:3:Z2584770170;53:05303:6:Z2932483273;
O=S1(=O)Nc2cccc3cccc1c23,31,53:05300:3:Z980366020;53:05301:4:Z606074316;53:05308:2:Z749639626;
c1cnc2scnc2n1,118,53:05300:3:Z3598676622;53:05301:9:Z3598691845;53:05302:5:Z4335222747;
O=S1(=O)CCC2(CCCCO2)CC1,76,53:05300:3:Z3641400745;53:05302:9:Z3509430437;53:05304:6:Z3509432287;
Cc1cccc2c1CC(C)(C)NC2,52,53:05300:3:Z2714081871;53:05300:9:Z2285098746;53:05301:0:Z3552160608;
c1ccc2c(c1)CCCCCN2,110,53:05300:3:Z2269924411;53:05301:0:Z1892425373;53:05301:8:Z2994327720;
CC1(C)CNCC1(F)F,268,53:05300:3:Z4491442894;53:05300:7:Z4192034282;53:05300:9:Z5045285709;
O=c1[nH]c2ccc(Cl)cc2[nH]1,67,53:05300:3:Z4610038856;53:05301:5:Z4610040448;53:05301:5:Z4610039735;
Fc1cc(Cl)c2c(c1)CCNC2,152,53:05300:3:Z3060352777;53:05300:6:Z4628833578;53:05301:1:Z3060355331;
Fc1cnc2ccccc2n1,97,53:05300:3:Z3395608058;53:05301:9:Z2770548670;53:05303:8:Z2770520467;
CN1CCC2(CNC2)C1,72,53:05300:3:Z4215653172;53:05301:1:Z3415435093;53:05301:4:Z3578167615;
C1NCC12CSC2,222,53:05300:3:Z4503757403;53:05301:5:Z3057943915;53:05301:6:Z3057946323;
CC1CCNC1C,309,53:05300:3:Z3298129472;53:05300:5:Z1366383476;53:05300:6:Z1466749922;
CC1NCNC1=O,222,53:05300:3:Z3999238415;53:05300:4:Z4457288281;53:05302:1:Z4273282234;
CC1(C)CCCS1(=N)=O,107,53:05300:3:Z4055676152;53:05300:3:Z3829610658;53:05301:0:Z4777157504;
Oc1cnccn1,421,53:05300:3:Z3778648241;53:05300:3:Z3778668457;53:05300:5:Z3842452611;
c1ccc2c(c1)CC1(CCCN1)C2,118,53:05300:3:Z2803031278;53:05300:7:Z3046755943;53:05300:7:Z3046776783;
O=S1(=O)CCNCCCCN1,303,53:05300:3:Z3653286703;53:05300:4:Z3695217721;53:05300:5:Z4985748853;
CC12CCC(C1)C(C)(C)NC2,74,53:05300:3:Z4511166164;53:05302:0:Z2914961403;53:05302:5:Z2914961878;
C1CC2(CCO1)CCO2,806,53:05300:3:Z4343644474;53:05300:4:Z4341624946;53:05300:6:Z4240346076;
CC1CNC1C,220,53:05300:3:Z2278043328;53:05300:6:Z2868541046;53:05301:1:Z2713933524;
CC1(C)CCc2ncsc2C1,412,53:05300:3:Z3356783681;53:05300:4:Z4107250725;53:05300:5:Z3385351993;
Cc1coc2ccc(Cl)cc12,303,53:05300:3:Z2640804959;53:05300:3:Z2640770227;53:05300:3:Z2641174710;
OC1CCc2ccccc2NC1,74,53:05300:3:Z3715501381;53:05300:5:Z3715502046;53:05300:7:Z3715503578;
CC1(C)CNCC2(CCOC2)O1,292,53:05300:3:Z2716628019;53:05300:7:Z3139287738;53:05301:2:Z1951647783;
Cn1cnc2ccncc21,677,53:05300:3:Z2225091443;53:05300:3:Z4506575586;53:05300:4:Z4460105109;
CC1CSC1,432,53:05300:3:Z3783092011;53:05300:4:Z3405497436;53:05300:6:Z3594373645;
Cc1nc2cc(F)c(F)cc2[nH]1,121,53:05300:3:Z3567288726;53:05301:0:Z3172337361;53:05301:0:Z2289575146;
c1scc2c1CCCC2,276,53:05300:3:Z3654612648;53:05300:8:Z4410114007;53:05301:0:Z4294958618;
Fc1cc(Cl)cc2c1CCCC2,77,53:05300:3:Z2363067883;53:05300:9:Z2974377469;53:05301:9:Z3356479584;
CN1CCC(N)C1,156,53:05300:3:Z4145184136;53:05300:8:Z2464777303;53:05300:9:Z4066136060;
CC1(C)CC(=O)NCCN1,201,53:05300:3:Z2918644812;53:05300:4:Z4304289924;53:05300:8:Z2918645139;
Clc1ccc2c(c1)NCC2,322,53:05300:3:Z999713248;53:05300:4:Z2767292438;53:05300:7:Z1174307170;
CC1CC2(CC2)C1,284,53:05300:3:Z3526506010;53:05300:4:Z3537054253;53:05300:5:Z3508634143;
Fc1cccc2c1CCCC2,628,53:05300:3:Z3656554772;53:05300:3:Z4071596360;53:05300:6:Z2282536523;
c1ncc2c(n1)CCCCC2,271,53:05300:3:Z3090190011;53:05301:2:Z3603023709;53:05301:5:Z3603013588;
C1CCC2(CCOCC2)NC1,297,53:05300:3:Z4294650239;53:05300:4:Z4211600704;53:05300:8:Z3319478129;
Clc1csnc1Cl,198,53:05300:3:Z2477464784;53:05300:5:Z4094728735;53:05300:9:Z3207196507;
Cc1ccnc2nc(O)[nH]c(=O)c12,36,53:05300:3:Z1410146801;53:05302:2:Z1749039325;53:05307:3:Z1712206955;
O=c1ccocc1O,290,53:05300:3:Z3645175132;53:05300:3:Z2103191865;53:05300:7:Z1232772621;
O=S1(=O)CC2(CCNCC2)C1,329,53:05300:3:Z3798125409;53:05300:7:Z3096071100;53:05301:6:Z3659699587;
CC1(O)CCCNCC1,381,53:05300:3:Z1944179332;53:05300:4:Z4491529560;53:05300:9:Z1944182314;
CC1(C)OC2(CCNCC2)NC1=O,225,53:05300:3:Z3519919106;53:05301:1:Z3519917565;53:05301:2:Z4231725795;
Cc1nc2[nH]ccc(=O)n2n1,48,53:05300:3:Z4129138723;53:05301:5:Z4219778851;53:05301:9:Z4126013205;
CC1(C)CCCC1N,125,53:05300:3:Z3292974994;53:05303:1:Z4175943245;53:05303:6:Z3100668902;
OC1CC2CCC1NC2,148,53:05300:3:Z2859749831;53:05300:4:Z2859959316;53:05303:3:Z3843555756;
O=C1CC2(CCN1)CCOC2,211,53:05300:3:Z3299316658;53:05300:5:Z4668920627;53:05300:8:Z3573800602;
Cc1cc(Cl)cc2c1NCCC2,56,53:05300:3:Z2235296745;53:05302:9:Z1883605735;53:05303:6:Z4112791414;
Cc1n[nH]c(=O)o1,316,53:05300:3:Z4353117033;53:05300:6:Z2834877977;53:05301:8:Z3208572406;
CC1(C)C2CCC1C(N)C2,70,53:05300:3:Z3515796757;53:05303:7:Z3515905355;53:05306:3:Z3830247952;
FC1(F)CC2(C1)CC1(CNC1)C2,189,53:05300:3:Z4478604366;53:05300:8:Z4457512137;53:05301:0:Z4483116385;
CN1CCn2nccc2C1,701,53:05300:3:Z3578182237;53:05300:5:Z2764745279;53:05300:5:Z2844387048;
ClC1=CCOCC1,263,53:05300:3:Z4472382263;53:05300:4:Z4289447097;53:05301:6:Z4293364055;
Cc1n[nH]c2c1CCCC2,816,53:05300:3:Z4089953445;53:05300:4:Z4257700038;53:05300:4:Z4111668153;
C1CCCCNCCC1,173,53:05300:3:Z2778479175;53:05300:7:Z3519605636;53:05301:3:Z2286948384;
Clc1cc2c(cc1Cl)OCCN2,52,53:05300:3:Z2673232731;53:05304:5:Z4128900669;53:05305:0:Z2150069915;
Clc1cc[nH]c1Cl,196,53:05300:3:Z1401773229;53:05300:6:Z2863344256;53:05300:7:Z3411803278;
C1=CCCC1,555,53:05300:3:Z2270286055;53:05300:6:Z3254393429;53:05301:1:Z2712946635;
CC1CC(F)(F)CCN1,418,53:05300:3:Z4022520893;53:05300:5:Z4385674882;53:05301:1:Z3360547669;
c1cc2c(s1)CCCCC2,254,53:05300:3:Z2373696517;53:05300:7:Z1239076259;53:05301:4:Z112322300;
O=C1NCCc2ncccc21,210,53:05300:3:Z4642774500;53:05300:4:Z4638090118;53:05300:4:Z4636049909;
Fc1cnc2c(c1)OCCN2,200,53:05300:3:Z5043786547;53:05300:4:Z5035218949;53:05301:8:Z5035220436;
c1cn2ncsc2n1,505,53:05300:3:Z1642724996;53:05300:4:Z3078350101;53:05300:5:Z1764988061;
Cc1ccc(Cl)c(O)c1,109,53:05300:3:Z3912053107;53:05300:7:Z3798096472;53:05301:0:Z3820722592;
Cc1csc(C)c1,793,53:05300:3:Z2871878804;53:05300:4:Z2774222523;53:05300:5:Z3339984714;
Clc1cccc2scnc12,49,53:05300:3:Z1849043712;53:05301:6:Z1839816409;53:05305:6:Z2998320719;
Cc1c(F)ccc2scnc12,92,53:05300:3:Z4026432046;53:05301:1:Z4025953985;53:05302:8:Z4026182776;
CC1CNc2ncnn2C1,107,53:05300:3:Z4668992768;53:05301:7:Z3086593100;53:05303:0:Z3494707953;
CC1CCC(=O)C1,328,53:05300:3:Z3198716951;53:05300:3:Z3184892191;53:05300:7:Z3367686111;
Cc1csc2cnc(N)nc12,66,53:05300:3:Z4435921470;53:05303:6:Z4456207899;53:05304:3:Z4435889120;
Cn1ncc2c1CCC(F)C2,83,53:05300:3:Z3508405960;53:05300:4:Z3509208461;53:05300:8:Z3509294103;
Cc1ccc2c(C)noc2n1,323,53:05300:3:Z4572237849;53:05300:5:Z4051251433;53:05301:1:Z3799359253;
Cc1ccc2c(C)nn(C)c2n1,512,53:05300:3:Z2477202070;53:05300:6:Z2153184848;53:05301:0:Z3654628988;
OC12CCC(CC1)CC2,318,53:05300:3:Z4027655954;53:05300:4:Z4349986413;53:05300:5:Z4356343332;
Cc1cc(C)c(C)o1,320,53:05300:3:Z3367324892;53:05300:4:Z2932902093;53:05300:4:Z972633450;
Clc1cnc2n1CCCC2,351,53:05300:3:Z4014003297;53:05300:4:Z2958452949;53:05300:7:Z3364116208;
c1cn2nccc2cn1,1285,53:05300:3:Z4227616206;53:05300:4:Z3383731496;53:05300:4:Z2770643678;
CC1(O)CNC1,144,53:05300:3:Z2829298957;53:05301:3:Z1875142747;53:05302:6:Z1906653337;
Cc1nc2c([nH]1)CNCC2,322,53:05300:3:Z4226481226;53:05300:5:Z4272758400;53:05301:4:Z4226478502;
c1cc2c(cn1)OCO2,450,53:05300:3:Z1696325987;53:05300:4:Z2638558319;53:05300:9:Z2449226035;
Cc1n[nH]c2ncccc12,831,53:05300:3:Z3799092504;53:05300:5:Z2957995914;53:05300:6:Z3627560124;
C1CC2CCC(C1)S2,1227,53:05300:3:Z2960397663;53:05300:4:Z2929703504;53:05300:4:Z2965401800;
O=S1(=O)CCNCC12CCCCC2,219,53:05300:3:Z2363705682;53:05300:6:Z1505937336;53:05300:8:Z2007958208;
Clc1ccc2c(c1)COC2,359,53:05300:3:Z2720108149;53:05300:6:Z2646285409;53:05301:1:Z2496125611;
O=C1CCNCCCCCCN1,230,53:05300:3:Z2820070468;53:05300:8:Z4635385781;53:05300:9:Z3706717873;
OC1CC2CCCC(C2)C1O,189,53:05300:3:Z4326564222;53:05300:4:Z4327009231;53:05301:5:Z4320411818;
CC1CCCC(=O)C1,384,53:05300:3:Z1567346181;53:05300:4:Z2800514675;53:05301:1:Z2783054784;
C1CC2COCC(C1)C2,361,53:05300:3:Z3882935247;53:05301:2:Z3815741434;53:05301:2:Z3836331657;
CC1CCN(C)CC1,676,53:05300:3:Z1633801769;53:05300:4:Z2819360496;53:05300:5:Z3843495390;
Cn1c(=O)c2c(ncn2C)n(C)c1=O,55,53:05300:3:Z2973409746;53:05306:1:Z3561515546;53:05306:1:Z2970822682;
C1CNC2CC2N1,128,53:05300:3:Z2917387894;53:05300:4:Z3383818118;53:05300:7:Z2920044123;
Cc1coc2c(C)cccc12,291,53:05300:3:Z4331667965;53:05300:5:Z4085204105;53:05301:0:Z3614916143;
O=S1(=O)CCC2CCCN21,344,53:05300:3:Z4166103615;53:05300:5:Z3839893863;53:05300:6:Z4143480769;
O=c1cc2c(n[nH]1)CCC2,174,53:05300:3:Z3203990698;53:05302:9:Z3083739871;53:05303:0:Z3196276216;
Nc1ccncc1,639,53:05300:3:Z4211882409;53:05300:5:Z3385351993;53:05300:5:Z3141092194;
CC1(C)CC(=O)Nc2ccccc21,26,53:05300:3:Z4608835176;53:05300:3:Z3832944783;53:05300:3:Z4608838662;
Cc1ccc2cnccc2n1,70,53:05300:3:Z2613663789;53:05300:3:Z3870296975;53:05301:5:Z3869902760;
Cc1ccc(F)c2occc12,168,53:05300:3:Z4004091063;53:05302:3:Z4085483945;53:05302:4:Z4422382034;
O=C1COc2ccc(F)cc2N1,139,53:05300:3:Z3701452343;53:05300:7:Z3715683289;53:05300:9:Z3697822074;
CN1CC2CCC1C2,274,53:05300:3:Z3588994474;53:05300:5:Z3589140836;53:05301:2:Z4305040160;
OC1COc2ccccc2C1,396,53:05300:3:Z3625547430;53:05300:3:Z3625549399;53:05301:0:Z3561189459;
Cc1ccc(C)c(F)c1,221,53:05300:3:Z1892949432;53:05300:4:Z4437157534;53:05300:9:Z1892946612;
O=C1CCC2(CCCC2)N1,67,53:05300:3:Z4398677403;53:05304:1:Z2444208834;53:05305:1:Z4459070595;
c1cc2c(cn1)OCCNC2,134,53:05300:3:Z1645645726;53:05300:5:Z3299741306;53:05301:1:Z2839570579;
Cc1cc(C)n2cccc2n1,236,53:05300:3:Z3051416087;53:05301:0:Z3048976473;53:05301:3:Z3596616257;
O=C1CC2CCNCC2N1,430,53:05300:3:Z2995186179;53:05301:0:Z2989157038;53:05301:0:Z4022762095;
Cc1c[nH]c2c1C(=O)CC(C)(C)C2,97,53:05300:3:Z1959127698;53:05301:0:Z2098706746;53:05303:5:Z1155732528;
Fc1cc(F)c2c(c1)OCCC2,188,53:05300:3:Z5060284921;53:05300:8:Z5058439197;53:05301:6:Z5054691309;
CC1CCN(C)CCN1,371,53:05300:3:Z1196493024;53:05300:4:Z2712487906;53:05300:7:Z2770596095;
Clc1ccc2nccnc2c1,92,53:05300:3:Z2699753092;53:05301:0:Z4876522810;53:05301:4:Z3078744634;
O=C1CCSc2ccccc2N1,327,53:05300:3:Z2932611747;53:05300:8:Z3575212062;53:05301:0:Z4392827014;
Fc1cc(Cl)cc(Cl)c1,343,53:05300:3:Z1870123947;53:05300:8:Z1973647625;53:05301:0:Z2207719507;
Cn1ccc(=O)c2ccccc21,111,53:05300:3:Z3609908396;53:05300:6:Z3136039390;53:05300:8:Z3060268562;
FC1(F)CCC2(CC1)CNC2,240,53:05300:3:Z3788725428;53:05301:3:Z3395815586;53:05301:5:Z4178225781;
Cc1c(Cl)cnn1C,568,53:05300:3:Z2849756837;53:05300:4:Z2371876606;53:05300:4:Z2372269722;
FC12CCC(CC1)C2,554,53:05300:3:Z3699125748;53:05300:5:Z5051999604;53:05300:6:Z4278112657;
Clc1cccc2cc[nH]c12,238,53:05300:3:Z5034799783;53:05300:6:Z5034098389;53:05300:8:Z4406640077;
N=S1(=O)CCC2(CC1)OCCO2,93,53:05300:3:Z4350793140;53:05300:5:Z3339984714;53:05301:0:Z3623217171;
Cc1ccn2cnnc2c1,307,53:05300:3:Z4287446979;53:05300:4:Z2234150580;53:05300:7:Z4293719200;
Oc1cccc2c1CCN2,138,53:05300:3:Z4591672627;53:05300:5:Z3132911295;53:05300:6:Z4591651024;
Cc1cccc(C)c1Cl,305,53:05300:3:Z3143359661;53:05300:8:Z2356013644;53:05301:0:Z1439279535;
Fc1ccc2oncc2c1,397,53:05300:3:Z4577306979;53:05300:7:Z5008863433;53:05300:9:Z4054045473;
Oc1ccn[nH]1,226,53:05300:3:Z3095631316;53:05301:4:Z4970562145;53:05301:5:Z2881706682;
Cc1cc2cnccn2n1,426,53:05300:3:Z4198985936;53:05300:7:Z4200206342;53:05300:7:Z4199596724;
CC1CNC2(CC2)C(=O)N1,319,53:05300:3:Z4394378783;53:05300:5:Z4394388867;53:05300:7:Z4296944567;
CC1NCCc2c(F)cc(F)cc21,129,53:05300:3:Z1540214871;53:05300:8:Z2794455828;53:05300:9:Z3604928168;
FC1CCC(F)(F)CC1,390,53:05300:3:Z3356225498;53:05301:1:Z3382532509;53:05301:2:Z4471536399;
O=C1CC2CCCC2N1,394,53:05300:3:Z4192133523;53:05301:4:Z4199461317;53:05302:6:Z4199453716;
Fc1cc2cc[nH]c2cc1F,290,53:05300:3:Z2884912246;53:05300:4:Z4305053249;53:05300:6:Z4281848340;
CC12CC(C1)C1(COC1)O2,11,53:05300:3:Z4003687067;53:05315:1:Z3593029569;53:05325:5:Z3468926231;
Clc1ccnc(Cl)n1,38,53:05300:3:Z4961634695;53:05300:4:Z4229048758;53:05302:9:Z3620254399;
Cc1cc2c(cc1C)NCC2,201,53:05300:3:Z4271082303;53:05301:4:Z2596081559;53:05301:5:Z2077469303;
c1ccc2c(c1)ccc1ncsc12,6,53:05300:3:Z2189139023;53:05301:8:Z392525492;53:05317:6:Z1389473120;
Fc1cnccc1Cl,580,53:05300:3:Z4279145768;53:05300:4:Z3584537750;53:05300:4:Z2204416481;
CN1CCCCc2ccccc21,168,53:05300:3:Z4206043920;53:05303:7:Z2290339160;53:05305:0:Z3360268241;
CC1=CCn2ncnc2N1C,77,53:05300:3:Z4392480513;53:05302:3:Z1715256912;53:05303:1:Z4332195320;
Cn1c2ccccc2c2ccsc21,65,53:05300:3:Z952652472;53:05302:9:Z853059324;53:05303:7:Z4563891830;
c1ncn2c1CNCC2,1019,53:05300:3:Z2177238191;53:05300:5:Z3104214120;53:05300:5:Z2184119862;
CC1CC2CCCCN2C1,163,53:05300:3:Z3185505976;53:05301:1:Z3201740288;53:05301:6:Z3195571776;
O=C1CC2CCCC(CN1)N2,343,53:05300:3:Z3323830195;53:05300:5:Z4295036977;53:05300:7:Z3612850356;
Fc1cnc2cccnc2c1,350,53:05300:3:Z2072412287;53:05301:2:Z2091705194;53:05301:2:Z2207555802;
CC1(C)C2CCC13CCNC3C2,78,53:05300:3:Z3609496518;53:05300:7:Z3609493593;53:05302:9:Z3594800331;
Cc1cn2nccc2c(=O)[nH]1,161,53:05300:3:Z3185385833;53:05300:8:Z3168431155;53:05301:3:Z3597357009;
O=c1cc[nH]c2ccnn12,273,53:05300:3:Z3517152335;53:05300:4:Z3590746404;53:05300:5:Z4000436368;
Cn1ncc2cnncc21,66,53:05300:3:Z4338926516;53:05301:4:Z4338923105;53:05301:6:Z4338924219;
FC1CC2CC2C1,277,53:05300:3:Z4179150726;53:05300:6:Z4172436040;53:05300:8:Z4179140766;
Cn1cnc2c3c(ccc21)NCCC3,83,53:05300:4:Z3584255986;53:05300:7:Z3378966537;53:05301:6:Z4066234563;
Cc1cnc(Cl)o1,175,53:05300:4:Z4293932360;53:05300:8:Z4286863947;53:05300:9:Z4772172377;
Nc1cc2n(n1)CCNC2,42,53:05300:4:Z4273573313;53:05300:4:Z4273571776;53:05311:2:Z4273590197;
Clc1ccc[nH]1,127,53:05300:4:Z3203381478;53:05301:8:Z3202232217;53:05302:2:Z3204543160;
c1ccc2c(c1)CCC1(CCNCC1)O2,79,53:05300:4:Z3203381478;53:05301:2:Z2951094567;53:05302:6:Z3510641375;
O=c1[nH]cnc2ncsc12,62,53:05300:4:Z3638555654;53:05301:1:Z432163186;53:05301:3:Z4216717455;
C1CC2CC1C1CCC21,94,53:05300:4:Z2978307410;53:05303:0:Z3137313082;53:05304:2:Z3844930588;
Cc1n[nH]c2ncncc12,120,53:05300:4:Z3560272706;53:05301:2:Z3830768795;53:05301:5:Z5061113764;
Cc1cn(C)nc1C,158,53:05300:4:Z2365127739;53:05302:2:Z2089368891;53:05303:1:Z1145064418;
Cc1ccc2nccc(C)c2c1,169,53:05300:4:Z2033365603;53:05300:6:Z4178527676;53:05301:3:Z2033109304;
c1ccc2c(c1)Cn1nncc1CN2,45,53:05300:4:Z4128378603;53:05301:9:Z1819487560;53:05302:6:Z4128395493;
CN1CCNC(C)(C)C1=O,325,53:05300:4:Z3372937164;53:05300:4:Z3372936191;53:05300:4:Z3372942990;
OC1CCC2CCCNC2C1,213,53:05300:4:Z4094471005;53:05300:4:Z3787437260;53:05303:1:Z4295861712;
CN1CCNc2ccc(F)cc21,252,53:05300:4:Z4308982914;53:05301:2:Z4319643697;53:05301:2:Z4319643700;
Cc1cnc(C)nc1,483,53:05300:4:Z2840426226;53:05300:5:Z2505717373;53:05300:5:Z4991871616;
N=S1(=O)CCCc2ncncc21,100,53:05300:4:Z3828199922;53:05301:4:Z3830278131;53:05301:8:Z3829519033;
Cn1ccc(=O)[nH]1,90,53:05300:4:Z3339830636;53:05300:7:Z4491551034;53:05302:3:Z3339521023;
NC1CCCC12CCNCC2,193,53:05300:4:Z3493570509;53:05300:9:Z3414711870;53:05301:3:Z3795035949;
Fc1cc(F)c2c(c1)CCNC2,208,53:05300:4:Z3755657608;53:05300:8:Z3344244636;53:05301:2:Z3588264561;
Fc1ccc(Cl)c2ncccc12,139,53:05300:4:Z3588136839;53:05300:7:Z3045390242;53:05300:8:Z4050022867;
CN1CCOCC12CCC2,126,53:05300:4:Z2698134926;53:05300:8:Z5037925864;53:05301:6:Z4887864514;
CC1CC(O)C(C)CN1,295,53:05300:4:Z3175742937;53:05300:5:Z3105692118;53:05300:9:Z4410341247;
CC1(C)CC(C)(C)O1,135,53:05300:4:Z4517022912;53:05300:5:Z5054829315;53:05301:0:Z4516767376;
C1CC2(CN1)OCCO2,1144,53:05300:4:Z4517022912;53:05300:6:Z3048380997;53:05300:6:Z2789644112;
CC1CC2(CCC2)CO1,524,53:05300:4:Z2978049626;53:05300:4:Z2976780644;53:05300:6:Z4124425765;
Oc1nccc2ccncc12,124,53:05300:4:Z4053379980;53:05301:8:Z4225189804;53:05302:5:Z3552838906;
CC1(C)NCCO1,193,53:05300:4:Z1316746335;53:05301:0:Z4079695936;53:05301:6:Z1742662927;
C1CC2CNCC2CCN1,438,53:05300:4:Z3621047503;53:05300:8:Z2452224749;53:05300:9:Z4054045473;
OC1C2CNCC1C2,120,53:05300:4:Z3619524229;53:05300:7:Z3206616099;53:05300:8:Z3843554633;
Cc1cn2ncnc2nc1C,161,53:05300:4:Z2792945274;53:05301:0:Z3079685452;53:05301:7:Z1252379852;
C1CC2CNCC(C1)O2,365,53:05300:4:Z3099995445;53:05301:1:Z3091843625;53:05301:1:Z3176021919;
CC1OC2(C)CC1C2,250,53:05300:4:Z3509334302;53:05300:4:Z4013671910;53:05300:4:Z4596302669;
CC1(C)CCc2[nH]ncc2C1,182,53:05300:4:Z5037340151;53:05300:7:Z5034764059;53:05301:1:Z5034984733;
C1CC2CNCC2N1,784,53:05300:4:Z2362871612;53:05300:4:Z4347264891;53:05300:7:Z4116213300;
O=c1[nH]cnc2c(F)cccc12,17,53:05300:4:Z4611487538;53:05300:8:Z2918925333;53:05308:7:Z3341786703;
c1cnc2ncncc2c1,256,53:05300:4:Z3830700247;53:05300:7:Z3830257543;53:05301:4:Z4027467151;
CC1CNc2cccnc2N1,125,53:05300:4:Z5014127977;53:05301:2:Z4870372387;53:05301:9:Z2692038082;
c1ncc2c(n1)OCCO2,57,53:05300:4:Z5047758653;53:05300:6:Z5047755638;53:05301:7:Z5047754244;
C1CC2(CCN1)CCO2,153,53:05300:4:Z4971908507;53:05300:4:Z4971908363;53:05300:4:Z4971940801;
CC1(C)CCCC1O,288,53:05300:4:Z2231616887;53:05301:0:Z4062526238;53:05301:3:Z2231626478;
Nc1ccnc(O)c1Cl,57,53:05300:4:Z4295642587;53:05300:8:Z4294066946;53:05302:2:Z4288208044;
CC1CCOC(C)CN1,324,53:05300:4:Z4308243705;53:05300:4:Z3205627614;53:05300:4:Z4468367329;
c1ccc2c(c1)OCC21CCNCC1,114,53:05300:4:Z3628903603;53:05300:8:Z3569644862;53:05300:9:Z3628908624;
CC1(C)NCCC1N,143,53:05300:4:Z5005126140;53:05301:1:Z4996441242;53:05302:0:Z4996533237;
OC1CNCCOC1,347,53:05300:4:Z2479669055;53:05300:6:Z2264808059;53:05300:9:Z2712491529;
Cc1n[nH]c2sccc12,19,53:05300:4:Z2641231465;53:05301:0:Z344840840;53:05303:7:Z1697809140;
O=C1CCC2=C(CCNC2)N1,421,53:05300:4:Z2704960742;53:05300:6:Z2642925920;53:05300:6:Z2601778115;
CC1CS(=O)CCN1,59,53:05300:4:Z4573066529;53:05303:7:Z4573062813;53:05304:2:Z4573066374;
Cc1ccnc2c1CCN2,194,53:05300:4:Z4126685080;53:05300:7:Z4126700213;53:05300:8:Z4126697186;
Cc1ccc(F)c2c1CCNC2,176,53:05300:4:Z3654960501;53:05301:0:Z4666431458;53:05301:1:Z4107636190;
OC1Cc2ccccc2C1,2031,53:05300:4:Z1240800555;53:05300:4:Z3353665687;53:05300:4:Z2631098523;
Cc1cnnc(Cl)c1C,54,53:05300:4:Z4185151756;53:05306:7:Z3562019715;53:05309:5:Z2850440475;
Cc1cc2c(cc1O)CCNC2,190,53:05300:4:Z5008872201;53:05300:6:Z3585660208;53:05301:7:Z3603454412;
Clc1cc(Cl)c2c(c1)CCO2,77,53:05300:4:Z4182903360;53:05300:5:Z4114171992;53:05301:5:Z4118408275;
O=C1CNC2(CCNCC2)N1,132,53:05300:4:Z3521558312;53:05300:7:Z3511046008;53:05301:0:Z3521553296;
Cc1c(Cl)ccc2c1CNCC2,123,53:05300:4:Z2778665627;53:05300:4:Z2778487306;53:05302:3:Z2778475700;
Clc1ccc2c(c1)CCCCS2,6,53:05300:4:Z1956587686;53:05322:0:Z3780936294;53:05330:4:Z1440549387;
Cc1cn2cc(Cl)nc2s1,212,53:05300:4:Z3798787364;53:05300:5:Z4471045766;53:05301:1:Z3868067252;
O=c1[nH]cnc2ccc(Cl)cc12,154,53:05300:4:Z3498926639;53:05300:7:Z1259386535;53:05301:0:Z790348228;
Fc1cccc2c1NCC2,333,53:05300:4:Z4062768704;53:05300:6:Z3193549840;53:05301:0:Z1450515924;
Cn1ncc2c(O)cccc21,185,53:05300:4:Z3848946166;53:05301:8:Z3060112219;53:05302:2:Z2093382784;
CC1(C)CNCC(C)(C)C1O,335,53:05300:4:Z4601841202;53:05300:5:Z4599957431;53:05300:7:Z4584390357;
C1CC2CCNCC2C1,254,53:05300:4:Z4879778255;53:05300:8:Z4598774405;53:05301:0:Z4474761628;
C1CC2(CNC2)N1,317,53:05300:4:Z3645914254;53:05300:7:Z2911900273;53:05300:9:Z4028677679;
CC1CCCC1=O,407,53:05300:4:Z4947747585;53:05300:4:Z4948149436;53:05300:4:Z4948154511;
CC1CCCCCN1,229,53:05300:4:Z1205517970;53:05300:5:Z3580582375;53:05300:8:Z2269070243;
Clc1cccc2c1OCCNC2,148,53:05300:4:Z5007029213;53:05300:6:Z5007030787;53:05302:0:Z5017702705;
Cc1nsc2ncccc12,308,53:05300:4:Z1523467982;53:05300:7:Z982450948;53:05300:8:Z1275923974;
Cc1cnn2c1OCCC2,385,53:05300:4:Z3567753492;53:05300:5:Z4054871739;53:05300:8:Z2254579562;
O=S1(=O)CCCCCC1,404,53:05300:4:Z3553492254;53:05300:4:Z4666431955;53:05300:8:Z3555460184;
