fragment_smiles,occurences,example_ligands
Cc1nc2cccnc2s1,171,3:00300:4:Z4399046921;3:00301:0:Z4153089165;3:00301:8:Z4153080969;
CC1CNc2cnccc2NC1=O,23,3:00300:4:Z3040093475;3:00301:8:Z4132434066;3:00302:3:Z4276674598;
Cc1ccc2c(C)noc2n1,185,3:00300:4:Z3391526372;3:00300:7:Z3870451495;3:00301:2:Z3391895473;
O=S1CC2(CNC2)C1,571,3:00300:4:Z4403635568;3:00300:4:Z4467003062;3:00300:5:Z4523214649;
O=C1CC2CCCC(C1)N2,157,3:00300:4:Z3626930978;3:00300:8:Z3630385406;3:00300:8:Z3630385401;
NC1CC(O)C12CCC2,236,3:00300:4:Z4175416445;3:00300:4:Z4448024294;3:00300:8:Z4174883104;
Oc1ccnc(O)n1,81,3:00300:4:Z1426867028;3:00301:4:Z1303012033;3:00301:5:Z1974008260;
C1CNCCC2(C1)CCO2,89,3:00300:4:Z3830534456;3:00300:6:Z4270359888;3:00301:6:Z3830534299;
Cn1cnc2sccc21,276,3:00300:4:Z3853805981;3:00300:8:Z4075950579;3:00301:6:Z4420847896;
Clc1n[nH]c2nccnc12,26,3:00300:4:Z4169145574;3:00312:5:Z4169147099;3:00313:7:Z4562204229;
Fc1cccc2c1OCCO2,81,3:00300:4:Z3803015542;3:00300:4:Z3802119344;3:00300:4:Z3803014471;
Clc1cccc2occc12,60,3:00300:4:Z1472492576;3:00302:2:Z2868777747;3:00303:1:Z2312497386;
CC1CCNc2ccccc21,157,3:00300:4:Z2448444543;3:00300:4:Z2448444666;3:00300:4:Z2448444551;
Fc1ccc2[nH]nnc2c1,214,3:00300:4:Z4263685949;3:00301:4:Z4053320277;3:00301:5:Z4054894187;
C1CCC2CC2NC1,249,3:00300:4:Z4055187326;3:00300:7:Z4525666540;3:00301:0:Z3140543500;
C1CNCC2CC2C1,273,3:00300:4:Z3140886509;3:00300:9:Z3140896449;3:00301:3:Z3140862908;
Cc1nn2ccnc2s1,236,3:00300:4:Z4181948205;3:00300:7:Z3357826329;3:00300:7:Z4090410691;
C1COC2(CCCC2)OC1,197,3:00300:4:Z4907136835;3:00302:1:Z4907136599;3:00302:7:Z4908507478;
C1=Cc2ccccc2NCC1,78,3:00300:4:Z1887119214;3:00301:0:Z3669180738;3:00302:1:Z2998164377;
CC1CS(=O)(=O)CCN1,1043,3:00300:4:Z4271867226;3:00300:4:Z4271866183;3:00300:4:Z4261918919;
OC1CCNCC12CCOCC2,136,3:00300:4:Z3646940601;3:00301:5:Z3646954446;3:00302:1:Z3521311655;
NC1CS(=O)(=O)C1,144,3:00300:4:Z3514075065;3:00302:2:Z3830502282;3:00302:9:Z4539272634;
Clc1cccc2ccoc12,260,3:00300:4:Z2950795201;3:00300:5:Z1374449460;3:00301:0:Z2959293919;
O=C1COC2(CNC2)CN1,157,3:00300:4:Z4228499469;3:00300:5:Z4228503988;3:00301:2:Z4232876562;
O=C1NCCn2nncc21,87,3:00300:4:Z3820116628;3:00301:9:Z3937977854;3:00304:7:Z3842365890;
FC1(F)C2CNCC1C2,412,3:00300:4:Z3054828775;3:00300:8:Z3389206188;3:00300:9:Z4117012431;
Clc1cccc2c1CCCC2,115,3:00300:4:Z2351125819;3:00304:4:Z2995288206;3:00305:3:Z3360741277;
O=S1(=O)Cc2ccccc2C1,125,3:00300:4:Z3363600618;3:00302:5:Z2643172251;3:00303:7:Z2614215100;
C1CCC2(CC1)COCCO2,260,3:00300:4:Z3794774562;3:00300:8:Z3395397591;3:00300:8:Z3298231399;
Cn1ccc2cncnc21,187,3:00300:4:Z4025420539;3:00300:7:Z4456078435;3:00301:1:Z4025762543;
c1ncc2c(n1)CCCCC2,246,3:00300:4:Z3076455348;3:00300:4:Z2506483450;3:00301:2:Z1486577193;
O=S1(=O)NCC2CNCCN21,209,3:00300:4:Z2963141911;3:00300:5:Z4203933892;3:00301:3:Z2963134865;
Oc1ccc2ccoc2c1,102,3:00300:4:Z2954111121;3:00300:7:Z4353435246;3:00301:2:Z3651931171;
Clc1cccc2ncoc12,116,3:00300:4:Z3317905153;3:00301:0:Z1842960212;3:00305:2:Z2176112012;
CC1CNCCSC1,708,3:00300:4:Z2002362246;3:00300:5:Z1853263487;3:00300:6:Z1852028817;
Cc1nn(C)c2ccccc12,110,3:00300:4:Z2187574678;3:00300:8:Z3363140366;3:00302:4:Z3201075672;
CC1(C)OC(C)(C)C1O,182,3:00300:4:Z4328366540;3:00300:5:Z4328150834;3:00300:8:Z4328868225;
O=S1(=O)CC2(CCN2)C1,429,3:00300:4:Z3621768014;3:00300:5:Z3629883792;3:00300:8:Z3396151248;
Cc1cc(Cl)cc2cc[nH]c12,61,3:00300:4:Z4467003062;3:00301:0:Z1730760570;3:00303:1:Z2285253865;
CC1CCCC2(C1)OCCO2,72,3:00300:4:Z3639930048;3:00301:9:Z3639743230;3:00303:8:Z4863681483;
CC1CC2CCCCC2N1,206,3:00300:4:Z3046337596;3:00300:7:Z1289582107;3:00301:0:Z1505535856;
c1ccc2c(c1)OCCS2,477,3:00300:4:Z4884180327;3:00300:4:Z2266870456;3:00300:6:Z4392559001;
Cc1cnc(C)n1C,119,3:00300:4:Z4455215740;3:00300:5:Z4455276687;3:00302:8:Z4455205426;
c1[nH]nc2c1CNCC2,210,3:00300:4:Z3700646103;3:00301:2:Z2465183587;3:00301:3:Z2439196125;
OC1CNC2(CCOCC2)C1,136,3:00300:4:Z3626473298;3:00300:6:Z3878550732;3:00301:2:Z3518552534;
CC1CNc2cnccc2O1,73,3:00300:4:Z4651295107;3:00300:8:Z4556814292;3:00301:3:Z4651292509;
Clc1ccc2nccnc2c1,111,3:00300:5:Z4158210200;3:00301:3:Z3774053184;3:00301:3:Z3632693433;
C1CC2CC3CC1CC2C3,68,3:00300:5:Z4293629599;3:00303:3:Z2840454074;3:00303:5:Z2828148813;
O=c1[nH]ccc2c1CCNC2,201,3:00300:5:Z3393326029;3:00301:2:Z3593711777;3:00302:1:Z3530648707;
c1ncc2c(n1)COC2,390,3:00300:5:Z3561390096;3:00300:6:Z4343232799;3:00300:7:Z3076629636;
Fc1cc(F)c2cc[nH]c2c1,71,3:00300:5:Z4303639127;3:00300:7:Z3509106924;3:00305:4:Z4304215233;
c1c2c(cc3c1OCCO3)CCC2,21,3:00300:5:Z4171438439;3:00301:0:Z3776881364;3:00306:2:Z4258938430;
O=C1C2CCCC1CNC2,92,3:00300:5:Z2438635056;3:00301:8:Z2438404233;3:00302:4:Z2435797980;
OC1CC2CNCC2CC1O,156,3:00300:5:Z3867149650;3:00301:8:Z3842274078;3:00304:2:Z3808413425;
Cc1ccc2ocnc2c1,264,3:00300:5:Z3493723548;3:00300:5:Z3493720427;3:00300:5:Z2368265797;
O=c1ccoc2ccccc12,199,3:00300:5:Z1610372617;3:00300:5:Z4403541428;3:00300:7:Z3060314881;
Cc1cc(F)c2c(c1)NCC2,50,3:00300:5:Z4064078133;3:00305:5:Z3019515256;3:00308:0:Z2904279146;
Cc1cn2nncc2cn1,14,3:00300:5:Z3637618967;3:00300:6:Z4341496184;3:00301:0:Z3637617694;
Cc1coc2c(F)cccc12,80,3:00300:5:Z437584530;3:00301:9:Z2718844580;3:00304:0:Z3855932687;
Oc1cccc(Cl)c1F,133,3:00300:5:Z3053202323;3:00300:7:Z3049511692;3:00302:2:Z3054211122;
Clc1cnc2ncsc2c1,158,3:00300:5:Z3830602660;3:00300:7:Z3829752117;3:00301:7:Z3828373908;
c1cnc2ncncc2n1,58,3:00300:5:Z2040403526;3:00303:0:Z1502795848;3:00305:6:Z1502725201;
Fc1cc(Cl)cc2c1CNCC2,95,3:00300:5:Z4139548753;3:00301:2:Z4771015428;3:00302:2:Z3384270483;
Nc1cnn2c1NCCC2,91,3:00300:5:Z4886290802;3:00302:6:Z4429568352;3:00304:6:Z4421231517;
FC1(F)CC2CNCC2C1,416,3:00300:5:Z4154319501;3:00301:2:Z4158027601;3:00301:3:Z4183584834;
Cc1cccc2cn(C)nc12,12,3:00300:5:Z4223757020;3:00333:7:Z3710784469;3:00340:1:Z3710784624;
Cc1nn(C)c(=O)[nH]c1=O,33,3:00300:5:Z4216869102;3:00301:3:Z3848184326;3:00313:9:Z4216870694;
c1n[nH]c2c1NCCC2,270,3:00300:5:Z4216989831;3:00300:7:Z4247709710;3:00301:0:Z5019102923;
Cn1cccc1Cl,265,3:00300:5:Z4216989831;3:00301:5:Z4231954252;3:00301:6:Z4230572083;
NC1CNCC(O)C1,343,3:00300:5:Z3797192070;3:00300:5:Z3797202774;3:00300:9:Z3714590354;
Cc1cc(C)n2nccc2n1,205,3:00300:5:Z1538996769;3:00301:2:Z4000683905;3:00301:8:Z2778236808;
CN1CCC2(CCN2)CC1,225,3:00300:5:Z1602401196;3:00301:4:Z2974714647;3:00301:7:Z4005260522;
Cc1cc(F)cc2c1NCC2,128,3:00300:5:Z4907371072;3:00302:5:Z4908810887;3:00302:8:Z4907371243;
Cc1cn2c(n1)C(C)NCC2,198,3:00300:5:Z3520778874;3:00300:7:Z4410410223;3:00300:7:Z4115400413;
Oc1ccc2c(c1)NCCC2,127,3:00300:5:Z3867733441;3:00301:8:Z3867730766;3:00301:9:Z3867731736;
CC1(C)NC(=O)C2(CCNCC2)N1,52,3:00300:5:Z4270955197;3:00306:3:Z4261287131;3:00306:3:Z4261293446;
O=S1(=O)CC2CC1C2,472,3:00300:5:Z4141789570;3:00300:5:Z4144466819;3:00300:6:Z4168399009;
O=C1C2CCCC1COC2,168,3:00300:5:Z1246735050;3:00300:6:Z1610274654;3:00301:5:Z3060704145;
CC1CC(O)CC(C)N1,144,3:00300:5:Z4194142548;3:00302:7:Z4436938445;3:00302:7:Z4436823976;
Oc1ccncc1F,333,3:00300:5:Z1819983419;3:00301:0:Z1816200714;3:00301:6:Z3584988288;
Fc1ccc2c(c1)NCC2,295,3:00300:5:Z2996387368;3:00300:5:Z2449123002;3:00300:9:Z1130029135;
CC1(C)CC2(CCNCC2)CO1,123,3:00300:5:Z4274115282;3:00300:8:Z4085779179;3:00302:6:Z4274115720;
CC1(C)OCc2ccccc21,176,3:00300:5:Z4638952891;3:00300:8:Z4643596298;3:00300:9:Z4645021245;
CC1(C)CC(C)(C)O1,242,3:00300:5:Z4516369709;3:00300:6:Z5008213768;3:00301:7:Z4518321208;
Cc1cn2c(n1)CCC2,41,3:00300:5:Z4999839259;3:00304:4:Z4999775105;3:00308:8:Z3347119604;
OC1CNC2(CCC2)C1O,234,3:00300:5:Z4004819948;3:00301:3:Z4026893150;3:00301:9:Z4423955918;
CC1CNc2cccnc2O1,83,3:00300:5:Z3299919471;3:00303:0:Z3083018949;3:00304:5:Z1498744321;
Nc1nccc(O)n1,109,3:00300:5:Z3393635186;3:00301:1:Z3388468866;3:00301:2:Z4456201599;
c1nc2c(s1)CSCC2,123,3:00300:5:Z2089509610;3:00300:8:Z2089506917;3:00301:0:Z2089514511;
Clc1ncc2cc[nH]c2n1,95,3:00300:5:Z3558670005;3:00302:7:Z4234393515;3:00304:4:Z3558984072;
CN1CCNCC12CCOC2,267,3:00300:5:Z3042519825;3:00301:0:Z3345170599;3:00301:2:Z3391458387;
c1cnc2c(c1)CCOC2,474,3:00300:5:Z3668571582;3:00300:5:Z5064390162;3:00300:5:Z5064372362;
CC1CNC2(CCC2)CO1,250,3:00300:5:Z4149383438;3:00300:6:Z3382997995;3:00301:4:Z2476038549;
NC1CNC2COCC12,190,3:00300:5:Z3522541877;3:00300:9:Z3522538573;3:00301:3:Z3522542401;
Cc1n[nH]c(=O)o1,428,3:00300:5:Z2589449152;3:00300:5:Z3207053821;3:00300:6:Z2918460817;
Cc1cc2n(n1)CCCC2,208,3:00300:5:Z4138371739;3:00300:5:Z4147827906;3:00300:6:Z4144742326;
Cc1cc2[nH]ccc2s1,227,3:00300:5:Z4055685237;3:00301:0:Z3296542328;3:00301:2:Z4055886719;
Cc1cc(C)c(C)cc1C,199,3:00300:5:Z4123215528;3:00301:0:Z4124202380;3:00301:4:Z2218702038;
C1CCC2(CC1)CCOCC2,198,3:00300:5:Z4342910522;3:00300:8:Z2362437852;3:00300:9:Z2707422542;
Clc1cccc2cn[nH]c12,214,3:00300:5:Z4485519608;3:00302:8:Z1550630530;3:00303:4:Z1938391065;
O=C1NCCNc2ccccc21,108,3:00300:5:Z2599901776;3:00303:2:Z1786282543;3:00304:7:Z4110230300;
CC1CNc2ccccc21,394,3:00300:5:Z1631623569;3:00300:6:Z2766181534;3:00300:8:Z2824897049;
Cc1ccn2ccnc2n1,57,3:00300:5:Z1524924493;3:00303:5:Z2906526780;3:00303:8:Z2223633862;
c1ccc2c(c1)nc1n2CCC1,24,3:00300:5:Z431879308;3:00301:4:Z1185805996;3:00305:0:Z1664522486;
CN1C(=O)Cc2ccccc21,358,3:00300:5:Z4387762112;3:00300:6:Z4487440180;3:00301:7:Z3138330416;
c1cc2c(o1)COC2,380,3:00300:5:Z5006888722;3:00300:6:Z4267990091;3:00300:6:Z4266796844;
CN1CCCNCCC1,332,3:00300:5:Z4218380436;3:00300:6:Z4218349288;3:00300:9:Z4270120128;
CC1CCC2NCCCC2C1,105,3:00300:5:Z1396642391;3:00302:0:Z3100660576;3:00302:9:Z4540200847;
O=C1NCCC2CCNC=C12,43,3:00300:5:Z4368810956;3:00306:2:Z4368814636;3:00307:3:Z4368808334;
C1CC2(CCOCC2)C2(CC2)N1,101,3:00300:5:Z3700334774;3:00303:0:Z3711512121;3:00304:0:Z3643850046;
CC1(C)CCc2ccccc2O1,236,3:00300:5:Z2952607180;3:00301:1:Z2331223004;3:00301:7:Z1420728483;
Fc1ccc2[nH]ccc2c1Cl,46,3:00300:5:Z4211382302;3:00300:9:Z3140349062;3:00301:4:Z2755343200;
Fc1ccc2c(c1)CC2,339,3:00300:5:Z3715589075;3:00300:7:Z4467005743;3:00300:7:Z2783468198;
Fc1cc(F)c2c(c1)CCO2,96,3:00300:5:Z4492783292;3:00301:9:Z4481330666;3:00303:9:Z4460473093;
C1CC2CNCC(C1)O2,509,3:00300:5:Z4127554945;3:00300:5:Z3206562249;3:00300:9:Z3584299970;
CN1CCNC(=O)C12CCNCC2,67,3:00300:5:Z4455751633;3:00301:8:Z4472777752;3:00303:2:Z4451764641;
Cc1ccc(Cl)cc1Cl,167,3:00300:5:Z3819626760;3:00300:9:Z1481127126;3:00301:8:Z4932059979;
C1CCC2(CC1)CCCNCC2,49,3:00300:5:Z2274199781;3:00301:1:Z1817821019;3:00301:6:Z2179751903;
Fc1ccc2[nH]ncc2c1,194,3:00300:5:Z4039742096;3:00301:2:Z3356475990;3:00301:7:Z3355699450;
Oc1nc2ccccc2s1,96,3:00300:5:Z4998376348;3:00300:9:Z4999185745;3:00301:1:Z4999164280;
c1cc2c(nn1)CCN2,111,3:00300:5:Z3374347930;3:00300:9:Z4117852422;3:00301:4:Z4117853937;
O=c1[nH]cccc1Cl,372,3:00300:5:Z1464599847;3:00301:1:Z1768620580;3:00301:3:Z1166925387;
CC1(O)CNC1,578,3:00300:5:Z2033421536;3:00300:9:Z1875160040;3:00300:9:Z1875129915;
c1ccc2c(c1)C1CNC2C1,152,3:00300:5:Z3867610340;3:00301:2:Z3787693197;3:00302:8:Z3880895952;
OC1CCC12CCNCC2,762,3:00300:5:Z4215443117;3:00300:6:Z4256181168;3:00300:9:Z4259508584;
Cc1[nH]nc2c1CCCC2,242,3:00300:5:Z3806393427;3:00300:9:Z3867485042;3:00301:1:Z3806395739;
Fc1cccnn1,92,3:00300:5:Z3086347339;3:00300:8:Z2999895852;3:00303:8:Z4662693778;
C=C1CC(N)C1,23,3:00300:5:Z4168902138;3:00302:4:Z4168898193;3:00309:6:Z4168897988;
CC1(C)CCC(O)C1,266,3:00300:5:Z4935236316;3:00301:4:Z4475401295;3:00301:9:Z4475396670;
CC1CC(=O)c2cccc(F)c21,9,3:00300:5:Z4215988197;3:00308:1:Z2982662763;3:00308:2:Z2168898672;
O=c1occc2ccccc12,130,3:00300:5:Z2407595094;3:00300:8:Z3641518524;3:00301:5:Z2407605300;
Cn1ncc2c1CCC(F)(F)C2,82,3:00300:5:Z4962067000;3:00300:7:Z4613931832;3:00301:3:Z4962067150;
c1nc2c([nH]1)CCC2,81,3:00300:5:Z2199300146;3:00301:3:Z2720776398;3:00306:1:Z2274927813;
Cc1sccc1N,308,3:00300:5:Z4471190164;3:00301:1:Z4295088848;3:00301:3:Z4291487800;
Cc1cccn2cnnc12,131,3:00300:5:Z4290316022;3:00300:9:Z4294663210;3:00300:9:Z4294662938;
O=S1(=O)CCC2CNCCN21,253,3:00300:5:Z4317661077;3:00301:3:Z4329608402;3:00301:3:Z4329608401;
C1NCC2CC1O2,385,3:00300:5:Z3010006251;3:00300:5:Z2919541870;3:00300:8:Z2953567014;
O=C1CCC(F)(F)CN1,117,3:00300:5:Z4258356133;3:00301:5:Z4251555334;3:00302:8:Z4257192790;
Clc1ccnn2ccnc12,94,3:00300:5:Z4227419941;3:00300:5:Z4228957397;3:00300:6:Z4233401707;
O=S1(=O)C=CNC=C1,283,3:00300:5:Z4161013016;3:00300:8:Z4005597655;3:00301:0:Z4022972402;
Cc1nc2cccnc2[nH]1,374,3:00300:5:Z4242377899;3:00300:5:Z4242356850;3:00300:5:Z4242339632;
Cc1ccc2cc(Cl)ccc2n1,57,3:00300:5:Z4144718346;3:00300:8:Z2440418647;3:00303:3:Z2927158312;
CN1CCC(=O)NC1=O,33,3:00300:5:Z3339650670;3:00305:2:Z4414773168;3:00306:4:Z3339651259;
Oc1ccc2c(c1)CCNCC2,156,3:00300:5:Z1234749276;3:00301:1:Z1697271310;3:00301:3:Z4167002987;
Cc1nc2ncccc2[nH]1,140,3:00300:5:Z4230925754;3:00300:5:Z4225261456;3:00301:9:Z4224229093;
Clc1cccc2c1CNCCO2,98,3:00300:5:Z5014484628;3:00301:8:Z5017673147;3:00302:6:Z5007001551;
Clc1ccc2[nH]ccc2c1Cl,53,3:00300:5:Z4142292308;3:00301:4:Z952647918;3:00305:1:Z3708982057;
Cc1ccc2c(c1)OC(C)CN2,85,3:00300:5:Z1352722216;3:00300:5:Z2800462829;3:00302:0:Z2493666036;
CC1(C)CNCCNC1,338,3:00300:5:Z3063729038;3:00300:6:Z4970816227;3:00300:8:Z4004391380;
O=c1[nH]ccc2c1CNCC2,233,3:00300:5:Z3317169191;3:00301:0:Z4140513335;3:00301:0:Z4294448742;
Oc1cnccn1,687,3:00300:5:Z3781380779;3:00300:7:Z3805871146;3:00300:7:Z3785188173;
C1=NCCC1,32,3:00300:5:Z2907237316;3:00306:4:Z2892509135;3:00308:5:Z2890986884;
OC1CCCC12CCOCC2,58,3:00300:5:Z4232982859;3:00300:8:Z4092641836;3:00306:8:Z3907114192;
c1ccc2nnccc2c1,428,3:00300:5:Z3541378049;3:00300:6:Z2755408991;3:00300:8:Z3708747611;
Oc1ncnc2ccccc12,15,3:00300:5:Z2158660693;3:00302:9:Z2923853297;3:00302:9:Z1797416338;
OC1CCCCC12CCCC2,150,3:00300:5:Z4231489294;3:00300:6:Z3831422150;3:00300:7:Z4090516958;
C1CC2CC(CN2)N1,333,3:00300:5:Z4113598866;3:00300:5:Z4029268142;3:00300:8:Z4122304929;
c1cc2n(n1)CC1(CC1)C2,216,3:00300:5:Z3634049130;3:00300:6:Z3696780612;3:00300:7:Z3664909107;
Cc1cc[nH]c1C,403,3:00300:5:Z3712133379;3:00300:5:Z4224626954;3:00300:5:Z3656580022;
c1n[nH]c2c1CC1CC21,273,3:00300:5:Z3369360524;3:00301:3:Z3352298277;3:00301:4:Z3383704835;
CC1Cc2ccc(F)cc2O1,110,3:00300:5:Z4213729332;3:00300:9:Z2105866219;3:00301:6:Z2362979761;
c1cc2c(cn1)NCCCC2,76,3:00300:5:Z4132762377;3:00303:1:Z4870910049;3:00303:7:Z4870912599;
O=C1CC2CCCC(CN1)N2,237,3:00300:5:Z3612848828;3:00301:0:Z4026427544;3:00301:6:Z3612856927;
Cc1ccc2sccc2c1,294,3:00300:5:Z2927343737;3:00300:8:Z3060327812;3:00301:0:Z2713332264;
CC1(C)CC(=O)c2ccccc2O1,30,3:00300:5:Z3292791031;3:00304:3:Z2077380883;3:00305:0:Z2613683285;
Cc1[nH]c2nc[nH]c(=O)c2c1C,18,3:00300:5:Z3500635606;3:00307:3:Z3500633808;3:00308:4:Z3500635344;
Cc1cccc(F)c1C,221,3:00300:5:Z4348382570;3:00301:6:Z4575557833;3:00301:6:Z4575758226;
CC1(C)CCNCCN1,203,3:00300:5:Z3383422060;3:00302:1:Z4204521389;3:00302:8:Z4156624499;
O=C1NCCCc2n[nH]cc21,30,3:00300:5:Z2789213815;3:00304:9:Z2789213714;3:00308:2:Z2993798345;
c1ncc2c3c(sc2n1)CCCCC3,15,3:00300:5:Z274938710;3:00316:5:Z1185871626;3:00316:9:Z644911966;
Cc1ncc(F)c(C)n1,332,3:00300:5:Z3079969910;3:00300:7:Z1446827300;3:00301:0:Z4313451670;
C1CCC2(CC1)CSC2,117,3:00300:5:Z3509344602;3:00302:2:Z3359548597;3:00310:9:Z3359139418;
CC1CCCN(C)C1C,66,3:00300:5:Z4431306019;3:00304:4:Z4431278755;3:00306:0:Z4431403008;
Cc1cccn2cccc12,102,3:00300:5:Z4055715793;3:00300:7:Z4211708962;3:00301:1:Z4468781190;
Cc1cn2nccc(C)c2n1,257,3:00300:5:Z4227423922;3:00300:6:Z3832471932;3:00301:1:Z4018618936;
c1n[nH]c2c1C1CCCC(C2)N1,64,3:00300:5:Z4261557175;3:00302:5:Z4271063143;3:00305:7:Z4271076404;
OC1CNCc2ccccc21,5,3:00300:5:Z164209844;3:00334:7:Z1540853278;3:00343:7:Z4265257886;
CC1(C)CCC2(CCCO2)CC1,13,3:00300:5:Z4451296266;3:00310:0:Z4451111237;3:00316:7:Z3367599398;
Cn1c(=O)cc(Cl)[nH]c1=O,18,3:00300:5:Z2234013047;3:00312:3:Z2993756525;3:00315:6:Z2993752646;
Cc1ccc2cc[nH]c2c1,615,3:00300:5:Z2141631992;3:00300:9:Z4205271343;3:00301:1:Z4039801870;
Fc1ccoc1,517,3:00300:5:Z4023148596;3:00301:2:Z4022001642;3:00301:2:Z4470739401;
c1[nH]nc2c1CCNC2,247,3:00300:5:Z4641049154;3:00300:8:Z4641054155;3:00301:2:Z4641058819;
O=C1NCCC2CCCNC12,176,3:00300:5:Z2843336436;3:00300:7:Z2843327224;3:00301:5:Z3313874598;
Clc1cccc2c1OCCCO2,171,3:00300:5:Z1273197973;3:00301:0:Z1129633973;3:00302:0:Z3889168863;
CN1C(=O)NC2CNCCC21,247,3:00300:5:Z4283021252;3:00301:2:Z4872279535;3:00301:4:Z4869790490;
O=C1NC2CCCC1C2,177,3:00300:5:Z3366576128;3:00300:6:Z3590325327;3:00301:3:Z3620320239;
Fc1cnc2c(c1)NCCC2,135,3:00300:5:Z4621622715;3:00301:0:Z4974119982;3:00301:5:Z4621401769;
CC1CCOC2(CCC2)C1,137,3:00300:5:Z2876890568;3:00300:9:Z4410099318;3:00301:6:Z2924691286;
FC1(F)C2CCCC1CCC2,91,3:00300:5:Z5052949816;3:00301:4:Z4448010551;3:00301:8:Z4447680022;
CC1(C)CCCC(C)(C)N1,245,3:00300:5:Z2898420939;3:00300:5:Z2501177098;3:00300:9:Z3184012582;
CC1(C)CNCCS1(=O)=O,461,3:00300:5:Z3102060251;3:00300:7:Z2412806323;3:00300:7:Z1400816008;
Clc1cnn2cccnc12,215,3:00300:5:Z3670791524;3:00300:5:Z3672039140;3:00300:8:Z4256912393;
O=C1NCCOC2CCCNC12,173,3:00300:5:Z4315077087;3:00300:5:Z2840577373;3:00300:5:Z2803543478;
O=c1cnc2cccc(Cl)c2[nH]1,12,3:00300:5:Z4236543244;3:00304:7:Z4236543512;3:00313:6:Z4236544744;
NC1CCC(F)(F)CC1,105,3:00300:5:Z4474542832;3:00300:9:Z4875873839;3:00301:0:Z4875874296;
NC1CCSC2(CCC2)C1,132,3:00300:5:Z4209044141;3:00301:4:Z4208087922;3:00301:6:Z4430126114;
CC1(O)CC2CCC1C2,529,3:00300:5:Z3874771380;3:00301:2:Z5054993802;3:00302:0:Z4608859117;
CC1OCC2(CCCO2)C1C,38,3:00300:5:Z2860646125;3:00304:6:Z2876874563;3:00305:3:Z2884395360;
FC1(F)CNCc2ccccc21,91,3:00300:5:Z1499078182;3:00300:9:Z2270803914;3:00302:4:Z4226249577;
Fc1cc(F)c2[nH]cnc2c1,68,3:00300:5:Z4080801571;3:00300:5:Z4080801796;3:00300:5:Z4080801814;
NC1CCNC2(CCC2)C1,168,3:00300:5:Z3799093613;3:00300:7:Z3799074382;3:00301:2:Z3807868523;
O=C1NCCc2occc21,185,3:00300:5:Z3054791643;3:00302:9:Z4399242032;3:00303:4:Z3521511115;
Oc1ncc[nH]1,291,3:00300:5:Z3049082002;3:00301:3:Z3048934765;3:00301:3:Z4469419125;
CN1CNC(=O)C1,47,3:00300:5:Z2830958303;3:00302:8:Z2351409231;3:00304:4:Z3254044893;
O=S1(=O)CC2CCCC2C1,415,3:00300:5:Z4414918782;3:00300:8:Z3827901755;3:00300:9:Z3909045601;
Clc1ccc2c(c1)CCCC2,308,3:00300:5:Z2722439211;3:00300:5:Z2722427484;3:00301:0:Z2720401279;
c1ccc2c(c1)CCSC2,356,3:00300:5:Z1273583770;3:00301:0:Z1997355853;3:00301:1:Z3998969559;
Cc1ccnc(F)n1,203,3:00300:5:Z2861062405;3:00301:7:Z2861049206;3:00302:1:Z2861260416;
Fc1cccn2cncc12,140,3:00300:5:Z2707577058;3:00301:0:Z2826238834;3:00301:1:Z4582182274;
O=S1(=O)CCN2CCNCC2C1,124,3:00300:5:Z2722264194;3:00301:6:Z3356074202;3:00302:0:Z4062850250;
c1cnc2c(c1)CCCN2,600,3:00300:5:Z4350784313;3:00300:6:Z4203428536;3:00300:8:Z4126394335;
O=C1CCCc2ccncc21,134,3:00300:5:Z2479082004;3:00300:7:Z2479273156;3:00302:1:Z2479172925;
C1CCC2(CCSCC2)OC1,136,3:00300:5:Z4003842840;3:00301:3:Z1583022945;3:00304:5:Z3817089036;
FC1(F)C2(CCC2)C12CCNCC2,73,3:00300:5:Z3099069321;3:00300:9:Z3319136089;3:00301:0:Z3209754456;
OC1COC2(CCNC2)CC1O,128,3:00300:5:Z4234067576;3:00300:8:Z4154388515;3:00300:8:Z4154385578;
CC1(C)CCCNCC1,409,3:00300:5:Z1260503598;3:00301:3:Z3514831529;3:00301:7:Z2825265254;
C1CNC2(CN1)COC2,139,3:00300:5:Z4429928622;3:00302:4:Z4429928123;3:00302:8:Z4429931372;
FC=C1CCOCC1,371,3:00300:5:Z4879260046;3:00300:6:Z4875969563;3:00300:6:Z4876151422;
OC1CCC2CNCC2C1,644,3:00300:5:Z4193962642;3:00300:5:Z4193939464;3:00300:8:Z4642872823;
Fc1cc2ncsc2cc1F,159,3:00300:5:Z3392038757;3:00301:0:Z4185268932;3:00301:5:Z3393964199;
Fc1cccc2c1CCNC2,383,3:00300:5:Z3382451925;3:00300:6:Z2356805782;3:00300:7:Z4275927055;
FC1(F)CC2(CCOC2)C1,223,3:00300:5:Z4492258474;3:00302:0:Z4492206580;3:00302:2:Z4887362190;
Cc1ncc2ccccc2n1,165,3:00300:5:Z2771916298;3:00301:7:Z1966653722;3:00302:3:Z4641795426;
CC1CNc2ccccc2N(C)C1=O,19,3:00300:5:Z1547466837;3:00300:5:Z1517700638;3:00300:5:Z1260549902;
CN1CCC2(CCCNC2)C1,156,3:00300:5:Z2601095750;3:00303:0:Z3052262504;3:00303:4:Z4062843649;
O=S1(=O)CCNC2(CCC2)C1,134,3:00300:5:Z4255319382;3:00301:3:Z4255322507;3:00302:6:Z4031705296;
