fragment_smiles,occurences,example_ligands
CC12CCCC(C1)OC2,226,3:00300:1:Z3637569323;3:00300:3:Z3509270391;3:00300:5:Z3443673592;
C1CC2CNC2C1,1150,3:00300:1:Z4384044429;3:00300:1:Z1431961321;3:00300:2:Z1851600455;
CC1CC(C)OC(C)C1,275,3:00300:1:Z3671210834;3:00300:2:Z3631580973;3:00300:3:Z3697788757;
CN1CC2CCC1CC2,175,3:00300:1:Z2911038108;3:00300:2:Z3848465004;3:00300:3:Z3848469492;
O=C1CCCC2CC12,350,3:00300:1:Z4227993948;3:00300:6:Z4327054200;3:00300:8:Z4326241121;
Fc1cc2c(cc1F)CCC2,167,3:00300:1:Z4113655874;3:00300:4:Z4109917888;3:00300:6:Z4476841828;
CC1(C)CCNC(=O)C1,522,3:00300:1:Z3082623256;3:00300:2:Z4254399711;3:00300:3:Z3348017972;
CN1C2CNCC1C2,509,3:00300:1:Z4403176312;3:00300:5:Z4622828371;3:00300:6:Z4394867695;
CC1=NOCC1C,974,3:00300:1:Z4934139444;3:00300:1:Z4934139445;3:00300:2:Z4932136276;
Cc1nn(C)c2[nH]ncc12,97,3:00300:1:Z4934139444;3:00300:1:Z4934139445;3:00300:5:Z1498382539;
Cc1[nH]c(=O)sc1C,600,3:00300:1:Z2716991648;3:00300:1:Z4216064891;3:00300:2:Z1568029368;
O=C1CCC2=C(CCNC2)N1,237,3:00300:1:Z3301730437;3:00300:5:Z2569749037;3:00301:0:Z2581050132;
NC1CC2(CCC2)C1,842,3:00300:1:Z3140968552;3:00300:1:Z3518667067;3:00300:1:Z3518666855;
Cc1nc2ccccc2cc1O,14,3:00300:1:Z4221306809;3:00325:2:Z4135263078;3:00325:4:Z4134098912;
C1CC2CNCC(C1)C2,1549,3:00300:1:Z2070294130;3:00300:1:Z5058163576;3:00300:2:Z5060490468;
O=c1[nH]ccc2ccsc12,183,3:00300:1:Z2456210365;3:00300:5:Z2739838512;3:00300:9:Z3611440974;
Cc1nccc(N)n1,850,3:00300:1:Z4451182207;3:00300:2:Z3586145843;3:00300:7:Z4536419731;
O=C1CCC2CCNC1C2,337,3:00300:1:Z3078525494;3:00300:2:Z3393946519;3:00300:8:Z3139838809;
O=c1nc[nH]c2[nH]ncc12,94,3:00300:1:Z3078525494;3:00301:8:Z2465868441;3:00305:2:Z1840430887;
C1CC2CNCC2CO1,1261,3:00300:1:Z2477280562;3:00300:3:Z3006963864;3:00300:3:Z4591714295;
O=S1(=O)CCC2CCCN21,277,3:00300:1:Z4017927906;3:00300:1:Z4019152096;3:00300:6:Z4256787321;
CC1CNCC1O,2079,3:00300:1:Z1564289677;3:00300:1:Z1565076383;3:00300:2:Z1565082270;
c1ccc2c(c1)NCCO2,1270,3:00300:1:Z4048241346;3:00300:2:Z4536363495;3:00300:5:Z4112430118;
CC1CNC(C)(C)C1,892,3:00300:1:Z1321287746;3:00300:1:Z1319977504;3:00300:2:Z1320252315;
NC1CC2CCCC(C1)C2,123,3:00300:1:Z2368490279;3:00300:1:Z2362379701;3:00302:2:Z2377854466;
c1cnc2ncsc2c1,340,3:00300:1:Z4313254754;3:00300:3:Z4313342874;3:00300:7:Z4272702994;
c1ncc2c(n1)CNCC2,338,3:00300:1:Z3575380791;3:00300:2:Z2946636776;3:00300:3:Z1188636675;
O=c1[nH]cnc2c1CNCC2,108,3:00300:1:Z1615346551;3:00300:2:Z4108598038;3:00300:9:Z1549907671;
FC1CCCCNC1,319,3:00300:1:Z3518494558;3:00300:2:Z4204751308;3:00300:5:Z3346547980;
O=C1COC2(CCNCC2)N1,280,3:00300:1:Z3041276757;3:00300:9:Z3364973703;3:00301:2:Z3041584670;
CN1CC2CCC(C2)C1,66,3:00300:1:Z2926363213;3:00301:2:Z2928590092;3:00305:7:Z2925135362;
Cc1ccc2ccnn2c1C,108,3:00300:1:Z4465157284;3:00300:3:Z2959391848;3:00301:5:Z3140862028;
CC1(C)CC=NO1,965,3:00300:1:Z4465157284;3:00300:2:Z3660861147;3:00300:2:Z4465135934;
CC1(C)CCCC(=O)N1,598,3:00300:1:Z2019115445;3:00300:1:Z2312469055;3:00300:1:Z2019102630;
C1CCNNC1,491,3:00300:1:Z2639168109;3:00300:3:Z4906467524;3:00300:3:Z2639165153;
C1CC2NCC2CN1,663,3:00300:1:Z4862862743;3:00300:2:Z4860175069;3:00300:3:Z4210539092;
CC1CS(=O)(=O)C1,1853,3:00300:1:Z4112260185;3:00300:2:Z3393330781;3:00300:2:Z4994851229;
C1CCn2nnnc2C1,1303,3:00300:1:Z4001855741;3:00300:1:Z3873015549;3:00300:1:Z3873431403;
Nc1ncccn1,1636,3:00300:1:Z4266093760;3:00300:2:Z1798407248;3:00300:2:Z3229600957;
Cc1cc(=O)[nH]c(=O)n1C,71,3:00300:1:Z3799618426;3:00301:3:Z3799616974;3:00301:6:Z3513685670;
Cc1nccc(O)n1,850,3:00300:1:Z5054210362;3:00300:2:Z2974148816;3:00300:2:Z2967661777;
Clc1cccnn1,1265,3:00300:1:Z2026796470;3:00300:2:Z2409574558;3:00300:2:Z4668688640;
OC12CCNCC1C2,692,3:00300:1:Z2615175166;3:00300:1:Z2974536724;3:00300:3:Z3053289462;
Cc1cccc2c1NCC2,283,3:00300:1:Z2294199414;3:00300:6:Z1879498304;3:00302:7:Z2021658663;
Cc1cnn2ccccc12,183,3:00300:1:Z3949363818;3:00300:5:Z4571574256;3:00300:6:Z3837094479;
c1cc2n(n1)CCNC2,2703,3:00300:1:Z5017577591;3:00300:1:Z4027429762;3:00300:1:Z2390076731;
CN1CCNCCC1=O,392,3:00300:1:Z2646328219;3:00300:2:Z4311679236;3:00300:5:Z2851820617;
c1cc2nccn2cn1,225,3:00300:1:Z3562141361;3:00300:1:Z3562322313;3:00300:1:Z3077950053;
Cc1n[nH]c(C)c1C,505,3:00300:1:Z4232246441;3:00300:2:Z4226896593;3:00300:2:Z2760471203;
CN1CCOCC12CNCCOC2,77,3:00300:1:Z4346224329;3:00301:2:Z3621784628;3:00301:5:Z3345593962;
Cc1cc(N)ncn1,287,3:00300:1:Z4919523932;3:00300:1:Z4919524559;3:00300:3:Z2970043691;
CC1CC2(CCNC2)CO1,40,3:00300:1:Z4919523932;3:00300:1:Z4919524559;3:00301:9:Z4919523736;
CC1(C)Nc2ccccc2NC1=O,19,3:00300:1:Z4376515031;3:00301:4:Z2494304807;3:00303:9:Z2494308883;
Cc1c[nH]c(C)c1,1066,3:00300:1:Z4184167551;3:00300:3:Z4112852387;3:00300:8:Z2297543130;
Cc1cc(N)n(C)n1,367,3:00300:1:Z3567419197;3:00300:1:Z2032933908;3:00300:5:Z2032618713;
O=S1(=O)C2CCCN1CC2,139,3:00300:1:Z4349141948;3:00300:1:Z3536828070;3:00300:2:Z3583907541;
Cc1cn[nH]c1C,893,3:00300:1:Z2785541589;3:00300:1:Z2804820654;3:00300:1:Z2089158674;
Cn1ncc2cnc(Cl)nc21,111,3:00300:1:Z4343687884;3:00301:0:Z3832669001;3:00301:0:Z3649538551;
c1cc2c(s1)CNC2,255,3:00300:1:Z2606053075;3:00300:1:Z4060267240;3:00301:1:Z4057393537;
Clc1ccc2c(c1)CCNC2,209,3:00300:1:Z2606053075;3:00300:9:Z3876943742;3:00301:1:Z3828955473;
C1CC2(C1)OCCO2,501,3:00300:1:Z2975543216;3:00300:4:Z4116277639;3:00300:5:Z2922052099;
C1NCC2CNCC12,919,3:00300:1:Z4053813676;3:00300:2:Z2448030469;3:00300:2:Z3382437257;
CC1CNCC(N)C1,351,3:00300:1:Z4208228042;3:00300:1:Z4215564539;3:00300:3:Z4212158977;
CC1CCS(=O)(=O)N1,470,3:00300:1:Z2924679078;3:00300:3:Z2957079498;3:00300:4:Z4039740099;
c1cnc2c(c1)COCC2,1090,3:00300:1:Z4138307180;3:00300:1:Z3507739267;3:00300:3:Z3805643748;
c1cc2ccsc2s1,486,3:00300:1:Z3194090522;3:00301:3:Z3204380694;3:00301:3:Z3347576292;
c1nc2n(n1)CCNC2,480,3:00300:1:Z1728549511;3:00300:3:Z1721044049;3:00300:6:Z2069537148;
Cc1ccc2c(c1)CCS2,158,3:00300:1:Z4478003411;3:00300:3:Z4270255118;3:00300:4:Z3198065125;
c1cnc2ncccc2c1,772,3:00300:1:Z3612193479;3:00300:2:Z3562153680;3:00300:2:Z4230231354;
c1nc2n(n1)CCCN2,598,3:00300:1:Z4313422437;3:00300:2:Z4313409629;3:00300:8:Z3295966860;
C1CC2(C1)COCCN2,1294,3:00300:1:Z3298972914;3:00300:3:Z4116126526;3:00300:7:Z3632967499;
c1ccn2nncc2c1,985,3:00300:1:Z3552332626;3:00300:3:Z3702820282;3:00300:4:Z3557641835;
OC1CC2CNC1C2,1064,3:00300:1:Z3613079729;3:00300:1:Z3613080421;3:00300:2:Z3621582625;
Cc1cccc(Cl)c1F,117,3:00300:1:Z3774439113;3:00300:8:Z4047177916;3:00301:3:Z3856131360;
C1CCC2(C1)CCCN2,1176,3:00300:1:Z4207167921;3:00300:2:Z2926743414;3:00300:3:Z2276892426;
c1ncc2c(n1)CCNCC2,223,3:00300:1:Z1786011156;3:00300:4:Z1930024302;3:00300:6:Z2498262173;
CC1CCc2ncnn21,509,3:00300:1:Z2643521433;3:00300:2:Z2591605807;3:00300:5:Z2603198398;
O=C1CC2CCC(C1)S2(=O)=O,62,3:00300:1:Z3166611994;3:00304:7:Z3202355539;3:00305:6:Z3340074181;
C1CNC2CCNC2C1,298,3:00300:1:Z4312655371;3:00300:3:Z4080809445;3:00301:1:Z4029418038;
O=S1(=O)CC2(CC2)CN1,154,3:00300:1:Z3634208715;3:00300:6:Z3634220575;3:00300:8:Z4216630050;
C1CC2(C1)CNCCN2,231,3:00300:1:Z3551186339;3:00300:5:Z3364732502;3:00301:7:Z3385155111;
Cc1cccc2[nH]ccc12,503,3:00300:1:Z1265079484;3:00300:1:Z3359215950;3:00300:2:Z1511676088;
Cc1cc(Cl)cs1,399,3:00300:1:Z3535815983;3:00300:4:Z3578681470;3:00300:4:Z3741234916;
c1scc2c1CCC2,1033,3:00300:1:Z4413213018;3:00300:2:Z3698065420;3:00300:2:Z3741281567;
CC1CCO1,340,3:00300:1:Z4158546173;3:00300:1:Z4167163892;3:00300:2:Z4536363495;
C1CCC2(CC1)COC2,599,3:00300:1:Z2871306477;3:00300:1:Z2871312272;3:00300:1:Z2871328426;
Nc1ccncc1,1378,3:00300:1:Z2824896002;3:00300:1:Z4422290154;3:00300:2:Z3046883623;
c1cnc2nn[nH]c2c1,241,3:00300:1:Z2027668121;3:00300:3:Z2457397554;3:00300:9:Z2358035474;
Fc1ccco1,579,3:00300:1:Z2958434085;3:00300:1:Z2982723990;3:00300:3:Z3612209167;
NC1CNCC1N,507,3:00300:1:Z3517954482;3:00300:5:Z3365316233;3:00300:9:Z3134161750;
CC12CCCC(CN1)C2,319,3:00300:1:Z3744428612;3:00300:2:Z3571277469;3:00300:8:Z4299066962;
Cc1ccc(=O)[nH]c1C,317,3:00300:1:Z3537211279;3:00300:7:Z3579368415;3:00301:1:Z3541895637;
Cn1ncc2c(=O)[nH]nnc21,42,3:00300:1:Z2852529715;3:00307:6:Z3499687463;3:00323:5:Z4611457224;
C1COC2(CCOCC2)CN1,243,3:00300:1:Z3540877804;3:00300:4:Z3801806405;3:00300:5:Z2011210615;
C1CNCC2(C1)CNC2,485,3:00300:1:Z3066757612;3:00300:4:Z2937104500;3:00300:5:Z4122634554;
O=S1(=O)CCCN1,3614,3:00300:1:Z4934088947;3:00300:1:Z4224031743;3:00300:1:Z3055909571;
O=C1CCCC2CCCN12,208,3:00300:1:Z4414692623;3:00300:7:Z4423733145;3:00301:5:Z4423645664;
Oc1ccc2c(c1)CCCC2,474,3:00300:1:Z3612764686;3:00300:2:Z1571301527;3:00300:5:Z3296821063;
C1CC2CCCC2C1,2239,3:00300:1:Z4179166780;3:00300:2:Z3509652950;3:00300:2:Z4277074144;
C1COCC2(CC2)CN1,534,3:00300:1:Z1643568506;3:00300:1:Z1645303794;3:00300:2:Z4273717143;
Fc1cc(F)c2c(c1)CCC2,244,3:00300:1:Z5054094678;3:00301:3:Z3054606126;3:00301:6:Z3138768794;
Fc1ccc2c(c1)CCCC2,733,3:00300:1:Z2331276548;3:00300:1:Z2331529362;3:00300:1:Z2331269167;
Cc1cccc2c1CCCN2,219,3:00300:1:Z1204312970;3:00301:3:Z1881672897;3:00301:4:Z2800097198;
Cn1cc2n(c1=O)CCCC2,130,3:00300:1:Z2594986411;3:00300:1:Z2312973683;3:00300:8:Z3054466154;
CC1=NOCC1,2408,3:00300:1:Z2877358469;3:00300:3:Z2879336321;3:00300:4:Z3711970021;
OC1CNCC1F,713,3:00300:1:Z3060864186;3:00300:3:Z3079067672;3:00300:7:Z3391243908;
c1cn2cnnc2cn1,1055,3:00300:1:Z1576581661;3:00300:1:Z2444615494;3:00300:1:Z2358726658;
OC1CNc2ccccc2C1,145,3:00300:1:Z1928910857;3:00300:2:Z4314765780;3:00301:0:Z4644017168;
CC1CNCC(C)NC1,468,3:00300:1:Z3700122429;3:00300:6:Z3498629880;3:00301:1:Z3520065030;
CC1(N)CCNCC1,484,3:00300:1:Z4643093630;3:00301:1:Z2773155227;3:00301:1:Z2451540287;
Clc1cn2ccsc2n1,574,3:00300:1:Z2112536058;3:00300:1:Z2066058198;3:00300:1:Z1471737479;
CC1CNCCS1=O,751,3:00300:1:Z2879032049;3:00300:2:Z2221950545;3:00300:2:Z3536042395;
Clc1cncc2sccc12,136,3:00300:1:Z2879032049;3:00300:8:Z2967002368;3:00300:8:Z2862526139;
OC1CNOC1,628,3:00300:1:Z3588956079;3:00300:2:Z4128133508;3:00300:5:Z3553882312;
CC1CC(N)C1,1158,3:00300:1:Z3795482855;3:00300:1:Z3513002133;3:00300:3:Z3512251311;
Fc1ccc2cnoc2c1,192,3:00300:1:Z3795482855;3:00300:7:Z4199094744;3:00300:8:Z2770611199;
Oc1cccc2ocnc12,22,3:00300:1:Z3639192346;3:00302:0:Z3639192320;3:00306:8:Z3639190207;
CC1CC2CCC(C1)S2,448,3:00300:1:Z3620372859;3:00300:1:Z3078717295;3:00300:6:Z3591497917;
c1cnc2nc[nH]c2c1,363,3:00300:1:Z4226923440;3:00300:2:Z4234120469;3:00300:3:Z4227774867;
c1nc2c(o1)CCCC2,460,3:00300:1:Z3255109554;3:00300:1:Z2794731096;3:00300:1:Z4906568518;
C1CCC2(CNC2)OC1,858,3:00300:1:Z4859506761;3:00300:4:Z4859977207;3:00300:4:Z4464568007;
Clc1ccc2c(c1)CCN2,212,3:00300:1:Z2089158674;3:00300:9:Z3470813944;3:00301:2:Z4118874199;
CC12CCC(CO1)C2,2147,3:00300:1:Z4264695121;3:00300:2:Z3579593919;3:00300:2:Z4456222837;
CC1CCNCCN1,775,3:00300:1:Z3364752306;3:00300:2:Z4233615849;3:00300:2:Z4185253484;
O=c1ccc(F)c[nH]1,291,3:00300:1:Z1878396115;3:00300:2:Z5033588475;3:00300:4:Z5034872064;
Cc1cc(C)[nH]c(=O)n1,347,3:00300:1:Z3255227470;3:00300:4:Z4328357440;3:00300:5:Z2457278418;
C1OC2(CNC2)C2CC12,332,3:00300:1:Z3696879576;3:00300:3:Z2980151018;3:00300:3:Z3393631112;
CC1(C)CCCC(O)C1,682,3:00300:1:Z3644114216;3:00300:4:Z3505403331;3:00300:6:Z4429747046;
Cc1csc2cc(F)ccc12,102,3:00300:1:Z2101823534;3:00301:2:Z3363859493;3:00301:2:Z3363261662;
Cc1nc2nccnc2s1,158,3:00300:1:Z4959665481;3:00300:6:Z4961511494;3:00301:6:Z4959663312;
O=C1CCc2ccccc2CN1,69,3:00300:1:Z4317034164;3:00302:8:Z4329414813;3:00305:1:Z4329417747;
C1CC2(CCSC2)CN1,549,3:00300:1:Z3601990992;3:00300:2:Z3395306038;3:00300:4:Z3601950356;
O=S1(=O)CCNCC(F)(F)C1,260,3:00300:1:Z5060300925;3:00300:3:Z5061326649;3:00300:5:Z5049914351;
Cc1ncnc2ccccc12,243,3:00300:1:Z2851559251;3:00300:9:Z1014245864;3:00300:9:Z2851634267;
Fc1ccc2c(c1)CCO2,560,3:00300:1:Z2003015137;3:00300:6:Z1251746992;3:00300:6:Z1438681291;
C1COC2(C1)CCNCC2,1110,3:00300:1:Z3101875044;3:00300:1:Z4971853559;3:00300:3:Z3337456326;
CC1NCCc2sccc21,207,3:00300:1:Z4249653882;3:00300:3:Z3045399312;3:00301:5:Z1822589625;
CC1CCNCCS1(=O)=O,414,3:00300:1:Z4644015389;3:00300:3:Z4203734162;3:00300:7:Z1864163285;
c1ccc2c(c1)C1CCC2N1,295,3:00300:1:Z4265590101;3:00300:1:Z4422514024;3:00300:7:Z2015251677;
C1=NOC2CNCC12,335,3:00300:1:Z4448455170;3:00300:9:Z4448460314;3:00300:9:Z4201082694;
Cn1ccc2ccccc2c1=O,197,3:00300:1:Z3841884652;3:00300:1:Z4083565911;3:00300:4:Z2004311862;
Cc1cccn(C)c1=O,513,3:00300:1:Z3552524151;3:00300:4:Z3539144299;3:00300:8:Z4229570383;
Cc1cc(F)cc2c1NCCC2,51,3:00300:1:Z1952223562;3:00303:1:Z1362100322;3:00305:5:Z1161008156;
Cc1cccc2c1OCC2,213,3:00300:1:Z4045806976;3:00300:4:Z2269386250;3:00301:1:Z3044701521;
Cc1ncc2cnn(C)c2n1,208,3:00300:1:Z3990015045;3:00300:9:Z785204268;3:00300:9:Z3832232687;
C1CC2(CCN1)CCN2,313,3:00300:1:Z3382883916;3:00300:1:Z4204310378;3:00300:3:Z3698040221;
C1COC2COCC2CN1,423,3:00300:1:Z3609449769;3:00300:2:Z3609424478;3:00300:2:Z3998023741;
C1COC2CNCC2N1,420,3:00300:1:Z3363856388;3:00300:4:Z3639184591;3:00300:5:Z4229161941;
Cn1ncc2cncnc21,496,3:00300:1:Z3205444809;3:00300:4:Z1396700081;3:00300:5:Z4220058433;
CC12CCC(CN1)C2,691,3:00300:1:Z3205444809;3:00300:1:Z5059965995;3:00300:2:Z3056781860;
Clc1cc[nH]c1,917,3:00300:1:Z4254853161;3:00300:7:Z1667057276;3:00300:9:Z2164151915;
Clc1ccc2ncsc2c1,144,3:00300:1:Z2998337600;3:00304:2:Z3393494831;3:00304:3:Z2970072709;
C1CC2CNCCN2C1,796,3:00300:1:Z2310003929;3:00300:3:Z2953028583;3:00300:4:Z4603329466;
CC1CCCNC1C,680,3:00300:1:Z1305885334;3:00300:4:Z2362261096;3:00300:4:Z2464327597;
CC12CNCC1(C)COC2,419,3:00300:1:Z2603071952;3:00300:2:Z2606368455;3:00300:8:Z2603073983;
C1CCNC2(CC1)CCNCC2,64,3:00300:1:Z3808392861;3:00302:3:Z3776764249;3:00302:9:Z3776766012;
Cc1nc(C)c(C)[nH]1,62,3:00300:1:Z3678058675;3:00302:4:Z3304427657;3:00303:6:Z4187798138;
Cc1cn2cccc(C)c2n1,100,3:00300:1:Z3640793108;3:00301:8:Z3698320425;3:00301:8:Z3698248586;
Nc1nn[nH]n1,113,3:00300:1:Z3049121720;3:00304:9:Z3053853947;3:00307:3:Z3590243061;
CN1CNCC1=O,850,3:00300:1:Z4118674474;3:00300:3:Z3699666414;3:00300:7:Z4769955955;
C1CC2(CCS1)CNC2,513,3:00300:1:Z3700761187;3:00300:1:Z3672622295;3:00300:2:Z3344561514;
CC1COc2ccccc2C1,259,3:00300:1:Z5048188181;3:00300:1:Z1652936096;3:00301:4:Z2174415206;
O=c1nc2c(c[nH]1)CCCC2,25,3:00300:1:Z3633979415;3:00304:2:Z3633979793;3:00304:8:Z3633978826;
CC1CNC2(COC2)CO1,210,3:00300:1:Z4883813158;3:00300:2:Z4883812361;3:00300:5:Z4883819363;
NC1CNC2(CCCC2)C1,162,3:00300:1:Z3510835399;3:00300:5:Z3498716578;3:00302:4:Z3498720893;
C1CCC2(CCCNC2)NC1,222,3:00300:1:Z3639246900;3:00300:3:Z3143665159;3:00300:5:Z3143669662;
FC1(F)C2(CCC2)C12CC2,364,3:00300:1:Z4154773149;3:00300:1:Z4154769403;3:00300:3:Z4138521011;
O=c1ccc2c([nH]1)CCC2,277,3:00300:1:Z1306742460;3:00300:1:Z1600406319;3:00300:9:Z1375885620;
CN=[SH](C)=O,280,3:00300:1:Z4310045076;3:00300:3:Z3633087777;3:00301:2:Z3356423037;
Cn1ccc(Cl)n1,1535,3:00300:1:Z4210515457;3:00300:2:Z3598276189;3:00300:4:Z2221676616;
C1COC2(CCSCC2)CN1,214,3:00300:1:Z3619252411;3:00300:6:Z3559962292;3:00300:6:Z3316983922;
c1cnc2c(c1)NCCO2,188,3:00300:1:Z1337320601;3:00301:4:Z1883230334;3:00302:3:Z4393698785;
Cc1csc2cncn12,232,3:00300:1:Z3834653239;3:00300:8:Z4045513025;3:00301:9:Z3841679129;
Cc1ccncc1O,189,3:00300:1:Z2909052918;3:00300:8:Z2912908299;3:00302:3:Z3368469170;
C1CCC2(CC1)CCOC2,220,3:00300:1:Z3341567576;3:00300:1:Z3857318519;3:00300:1:Z3679868763;
c1cc2c(cn1)N1CCC(C1)N2,93,3:00300:1:Z3583216283;3:00300:4:Z3583213482;3:00300:6:Z3583219783;
FC1CC2CCC1C2,439,3:00300:1:Z4258762821;3:00300:4:Z4255804954;3:00300:7:Z4256396849;
C1=CC2=NCCN2C=C1,213,3:00300:1:Z4312642411;3:00300:5:Z4309667629;3:00300:5:Z4312191151;
C1CNCCC2(C1)CCCO2,237,3:00300:1:Z3646404008;3:00300:9:Z3522422542;3:00301:0:Z3646404499;
O=C1CC2CNC(C1)C2,231,3:00300:1:Z4180990701;3:00301:4:Z4181016192;3:00301:5:Z4492914111;
C1=NCC2(CC2)N1,185,3:00300:1:Z3861946975;3:00300:3:Z3861938502;3:00301:7:Z3861949414;
O=C1NCNC12CCNCC2,141,3:00300:1:Z4277954440;3:00301:2:Z4272187758;3:00301:4:Z4225684298;
CC1CCS(=O)(=O)C1,896,3:00300:1:Z4213583035;3:00300:3:Z4230886013;3:00300:3:Z3504036609;
OC1CNCC2(CCC2)C1,393,3:00300:1:Z3209760562;3:00300:6:Z3783526059;3:00300:7:Z3585312065;
c1ccc2c(c1)NCC1CCC2C1,21,3:00300:1:Z4157652549;3:00300:1:Z4157652528;3:00300:1:Z4157652531;
CN1CC2CNCCN2C1=O,253,3:00300:1:Z1903462026;3:00301:0:Z4227347958;3:00302:1:Z2179787894;
Clc1ccn2cncc2c1,144,3:00300:1:Z2499995364;3:00300:7:Z3857108827;3:00301:1:Z3642866984;
c1n[nH]c2c1CCCN2,675,3:00300:1:Z5034286980;3:00300:2:Z5034437354;3:00300:2:Z3358111639;
c1ccc2c(c1)NCCCO2,127,3:00300:1:Z4481791103;3:00300:5:Z2474368102;3:00300:6:Z1881329597;
NC1CC(F)(F)C1,300,3:00300:1:Z4064858494;3:00300:3:Z3799695712;3:00300:8:Z3516662477;
O=C1CC2CCC(CN1)N2,320,3:00300:1:Z1337869466;3:00300:9:Z1674648793;3:00301:1:Z3049392257;
Fc1ccc2c(c1)CCN2,279,3:00300:1:Z4118879613;3:00300:1:Z2012541052;3:00300:4:Z2016055853;
Clc1cc2cc[nH]c2s1,217,3:00300:1:Z2297987765;3:00301:2:Z2180313431;3:00301:6:Z3208975537;
Nc1ccon1,235,3:00300:1:Z4205967357;3:00301:0:Z4208889783;3:00301:3:Z4205116663;
Nc1ccn[nH]1,1601,3:00300:1:Z3586629755;3:00300:2:Z2906193188;3:00300:2:Z2222635513;
C1CC2(C1)CCNCCO2,421,3:00300:1:Z3586629755;3:00300:5:Z3093738779;3:00300:6:Z3701946957;
c1cc2cnccc2cn1,274,3:00300:1:Z3828971951;3:00300:8:Z4109583693;3:00301:8:Z3829740205;
CC1(C)COCCC1N,139,3:00300:1:Z3099279010;3:00302:3:Z3100120294;3:00302:4:Z4056423040;
Cc1nnn[nH]1,768,3:00300:1:Z3517147639;3:00300:1:Z3518667067;3:00300:3:Z3548220640;
O=S1(=O)CCC2CNCC2C1,206,3:00300:1:Z3055320747;3:00300:2:Z3315035283;3:00300:8:Z3315034228;
CN1CCNc2ncccc2C1,52,3:00300:1:Z2691587189;3:00301:6:Z4126839052;3:00310:6:Z2691586834;
Cc1n[nH]c2cncnc12,283,3:00300:1:Z3832640435;3:00300:2:Z2089741335;3:00300:9:Z2092091749;
C1CCC2(CC1)CCCCC2,245,3:00300:1:Z3680844530;3:00300:8:Z2669276092;3:00301:0:Z3496149886;
CN1CNC(=O)C12CNC2,270,3:00300:1:Z3614841031;3:00301:6:Z3614830570;3:00301:7:Z3614832837;
Cc1cc2n(n1)CCCN2,184,3:00300:1:Z4666881400;3:00300:5:Z3055357529;3:00301:5:Z3055362470;
C1CCC2(C1)COCCN2,261,3:00300:1:Z3522586063;3:00300:3:Z3525245797;3:00302:6:Z4263699236;
CC1(C)CCCC(C)(C)O1,735,3:00300:1:Z3506463840;3:00300:1:Z3647416972;3:00300:2:Z3562102934;
CC1CC(O)C1,603,3:00300:1:Z4121096668;3:00300:2:Z4140356793;3:00300:5:Z4285907722;
Cc1cc(F)n(C)n1,524,3:00300:1:Z2959293995;3:00300:4:Z4913382107;3:00300:4:Z4913363118;
O=c1ccc2cc(F)ccc2[nH]1,47,3:00300:1:Z1401140864;3:00300:1:Z4467611871;3:00300:6:Z1365737503;
C1CC12CNOC2,546,3:00300:1:Z3186952842;3:00300:5:Z3587251720;3:00300:6:Z3587252469;
CC1(C)OCC2CC21,751,3:00300:1:Z4132522144;3:00300:2:Z2813884151;3:00300:6:Z4176021583;
OC1CCC2CC1CN2,382,3:00300:1:Z2977681042;3:00301:6:Z2957723611;3:00301:7:Z2967086539;
Fc1ccc2c(c1)OCCNC2,121,3:00300:1:Z2723306409;3:00302:6:Z2827434518;3:00304:0:Z3383354800;
Cc1[nH]c2ncncc2c1C,106,3:00300:1:Z2433948483;3:00302:9:Z2861569515;3:00306:5:Z4375112514;
Cc1coc2ccccc12,870,3:00300:1:Z1843060951;3:00300:1:Z1847343730;3:00300:1:Z1177669800;
CC1CCC(C)(C)CC1,358,3:00300:1:Z3351912056;3:00300:3:Z2335103933;3:00300:5:Z2719710615;
FC1(F)CNCCNC1,307,3:00300:1:Z4436906808;3:00300:5:Z3293188033;3:00300:6:Z3342432459;
Cc1ccnc(N)n1,539,3:00300:1:Z2977984640;3:00300:1:Z3561257044;3:00300:7:Z3522481632;
C1CC2CCC1NO2,381,3:00300:1:Z4871439535;3:00300:2:Z2840850825;3:00300:2:Z3053746723;
C1CC2(CCN1)CCOC2,979,3:00300:1:Z3135699997;3:00300:1:Z4205346278;3:00300:2:Z3391250104;
Fc1cc2cncnc2cc1F,96,3:00300:1:Z4343919544;3:00301:8:Z1267763701;3:00302:9:Z3832042535;
Cc1nc2scc(C)c2c(=O)[nH]1,25,3:00300:1:Z4595524580;3:00300:1:Z4127231074;3:00303:2:Z4128798387;
CC1CCC(F)(F)C1,670,3:00300:1:Z3078912778;3:00300:2:Z3569902642;3:00300:2:Z3060001033;
CC1OCCc2sccc21,136,3:00300:1:Z2917992424;3:00300:2:Z4639258911;3:00301:0:Z2801453487;
CC1CCC(C)NC1,1116,3:00300:1:Z4155800376;3:00300:1:Z2825512392;3:00300:2:Z3309547331;
NC1CCOc2ccccc21,19,3:00300:1:Z3506221811;3:00304:2:Z2905396049;3:00306:5:Z2905390701;
Cc1ccc2c(c1)ncn2C,82,3:00300:1:Z3076700116;3:00301:4:Z2020925131;3:00301:5:Z2917611271;
O=c1ccnc2scnn12,466,3:00300:1:Z2976776614;3:00300:2:Z883132050;3:00300:5:Z1252444185;
Cc1cccc(O)c1C,576,3:00300:1:Z2850888966;3:00300:2:Z4039679649;3:00300:6:Z3193075619;
