fragment_smiles,occurences,example_ligands
NC1CNCC12CCS(=O)(=O)CC2,48,90:09002:2:PV-006624237611;90:09002:8:PV-003032137566;90:09009:8:PV-003033065812;
C1CN2CCOCC2CN1,88,90:09002:2:PV-006624237887;90:09005:5:PV-003879192253;90:09006:4:PV-006628475302;
O=c1cc(O)nc2ccccn12,14,90:09002:2:PV-006624242552;90:09010:4:PV-003033137471;90:09025:9:PV-003035197018;
Cc1ccn2ncc(C)c2n1,36,90:09002:2:PV-006624247018;90:09005:0:PV-003032418467;90:09008:5:PV-003032884072;
C1CCC2(C1)CCCOC2,140,90:09002:2:PV-006624247576;90:09002:3:PV-002600579593;90:09005:2:PV-002186638909;
Cc1cc(=O)cc2n1CCC2,11,90:09002:3:PV-006624296376;90:09027:3:PV-003035387924;90:09061:1:PV-003898265704;
Cc1cccc2c1NCC(O)C2,75,90:09002:3:PV-006624298579;90:09002:5:PV-006624567645;90:09003:8:PV-006625751100;
O=C1NCC2CCC1N2,117,90:09002:3:PV-006624300679;90:09002:3:PV-006624300680;90:09004:7:PV-006626695003;
c1[nH]nc2c1CNCCC2,78,90:09002:3:PV-006624301064;90:09002:5:PV-002186582367;90:09005:0:PV-003032416062;
Oc1n[nH]c2c1CCCC2,168,90:09002:3:PV-006624326164;90:09002:4:PV-006624382985;90:09003:0:PV-006624969516;
Cc1ncsc1F,37,90:09002:3:PV-003878089006;90:09005:3:PV-006627421423;90:09006:0:PV-002341907826;
O=c1ccc2ccc(Cl)c(Cl)c2[nH]1,36,90:09002:3:PV-003878089380;90:09002:6:PV-003878207376;90:09007:7:PV-002290190851;
c1ccc2c(c1)NCCCS2,45,90:09002:3:PV-003878089886;90:09011:0:PV-006633177608;90:09011:9:PV-003881390382;
CN1C(=O)CNCc2ccccc21,62,90:09002:3:PV-002445329740;90:09005:8:PV-002341904028;90:09006:3:PV-002341915007;
O=C1NCNc2cc(F)c(F)cc21,4,90:09002:3:PV-003032060356;90:09067:1:PV-003040680301;90:09070:0:PV-003041065047;
CC1CNc2ncnn2C1,41,90:09002:3:PV-003878098362;90:09004:1:PV-002238366729;90:09009:4:PV-003880534208;
Fc1cc(Cl)cc2c1CCCC2,53,90:09002:3:PV-003878098478;90:09008:8:PV-003880324803;90:09009:7:PV-003880639260;
FC1CC2(CNC2)C1,19,90:09002:3:PV-002134832314;90:09012:7:PV-006634965631;90:09036:9:PV-002446039160;
c1cn2ncnc2cn1,77,90:09002:3:PV-003878099135;90:09002:8:PV-003032136129;90:09002:8:PV-003878290054;
Fc1cccc2c(Cl)ccnc12,30,90:09002:3:PV-003032061817;90:09004:8:PV-003032394842;90:09005:1:PV-003879051615;
O=S1(=O)CC2CCCN1C2,66,90:09002:3:PV-003032061837;90:09002:6:PV-003032105849;90:09008:2:PV-004135668395;
CC1(C)CC(O)c2ccccc21,23,90:09002:3:PV-003878101209;90:09007:7:PV-002290192040;90:09010:3:PV-003880838764;
C1CC2(CCN1)COC2,52,90:09002:3:PV-003032062613;90:09015:9:PV-003033871268;90:09017:8:PV-006640033952;
OC1CCc2cc(F)ccc21,58,90:09002:3:PV-002238329944;90:09005:4:PV-003879175289;90:09006:2:PV-002497164063;
C1CSC2CCC2N1,45,90:09002:3:PV-003878106127;90:09002:9:PV-003878307187;90:09003:1:PV-003878369909;
c1cnc2c(c1)C1(CCNCC1)CO2,16,90:09002:3:PV-003878107900;90:09006:4:PV-003879499847;90:09012:6:PV-006634719407;
CC1(C)CC(C)(C)C12OCCO2,8,90:09002:3:PV-003878109322;90:09011:3:PV-006633533379;90:09018:1:PV-006640377346;
Cc1cc(O)ncn1,188,90:09002:3:PV-003032066147;90:09002:6:PV-003878200986;90:09005:7:PV-003879266433;
Cc1ccnc2c(Cl)cccc12,68,90:09002:3:PV-003032066147;90:09002:4:PV-003032079874;90:09008:2:PV-003880132274;
Clc1nncs1,21,90:09002:3:PV-003032066698;90:09002:3:PV-003032066699;90:09008:7:PV-003032916777;
Clc1cc(Cl)c2c(c1)NCCC2,40,90:09002:3:PV-003032066882;90:09002:6:PV-003032105565;90:09005:0:PV-003032427388;
Cc1csc2ncccc12,52,90:09002:3:PV-003878116583;90:09009:4:PV-003880530200;90:09011:1:PV-003881111368;
CC1(C)CCCC(=O)N1,119,90:09002:3:PV-002548827459;90:09004:3:PV-003032334962;90:09004:7:PV-006626771452;
O=S1(=O)CC2CCN1C2,71,90:09002:3:PV-003878116906;90:09002:4:PV-006624402504;90:09003:0:PV-003878347707;
O=c1ocnc2c(F)cccc12,10,90:09002:3:PV-003032068632;90:09016:8:PV-003033992012;90:09018:2:PV-003034182886;
CC1CCNCCO1,118,90:09002:3:PV-002290081963;90:09004:7:PV-003878915611;90:09005:0:PV-006627044546;
c1cnc2c(c1)OCCN2,175,90:09002:3:PV-003878118893;90:09003:8:PV-003878624492;90:09003:9:PV-003032273764;
NC1CNCCC1F,20,90:09002:3:PV-004135122379;90:09003:9:PV-003878637883;90:09025:8:PV-006648172473;
Fc1ccncc1Cl,117,90:09002:3:PV-003032069414;90:09004:5:PV-003032349774;90:09004:5:PV-003032349775;
CC1CNC(C)(C)C(=O)N1,72,90:09002:3:PV-003878121867;90:09006:6:PV-006628654243;90:09011:6:PV-006633763528;
O=c1ccnc2sccn12,156,90:09002:3:PV-001499124401;90:09003:6:PV-003878549947;90:09003:7:PV-003032243383;
Clc1cc2snnc2s1,93,90:09002:3:PV-003878124538;90:09002:9:PV-006624885826;90:09002:9:PV-006624885827;
O=C1COC2(CCNCC2)N1,127,90:09002:3:PV-003878124886;90:09002:8:PV-003878278363;90:09004:4:PV-003878807453;
CC1(C)CCCS1(=N)=O,29,90:09002:3:PV-003032071682;90:09002:5:PV-006624524251;90:09009:4:PV-003033007912;
Cc1cc(C)c2c(n1)NCC(=O)N2,23,90:09002:4:PV-003878126015;90:09003:7:PV-003878592955;90:09003:9:PV-003878631872;
c1ncn2c1COCC2,10,90:09002:4:PV-002393585201;90:09049:7:PV-003038370767;90:09077:6:PV-002239873407;
O=c1cc[nH]c2c(F)cccc12,12,90:09002:4:PV-003032072437;90:09005:1:PV-003032438465;90:09009:6:PV-003033033191;
CC1(C)CCC2(CCC2)CC1,47,90:09002:4:PV-003032072650;90:09006:9:PV-003879681910;90:09014:8:PV-003033720498;
c1cnc2ncncc2n1,11,90:09002:4:PV-003878128170;90:09025:8:PV-003886158759;90:09034:3:PV-004138091181;
Cc1cnc2ncnn2c1,90,90:09002:4:PV-000501635855;90:09003:8:PV-006625829084;90:09003:9:PV-003878635868;
Cc1ccc(Cl)c(C)c1,53,90:09002:4:PV-003878129007;90:09008:1:PV-003880086403;90:09010:8:PV-003033197206;
Nc1nn2c(=O)ccnc2[nH]1,17,90:09002:4:PV-002445331933;90:09007:0:PV-002238425544;90:09007:0:PV-003032683965;
FC1(F)CCC2(CCCO2)CC1,14,90:09002:4:PV-003878130557;90:09013:6:PV-006635917448;90:09014:0:PV-003882121567;
Clc1ccc2[nH]cc(Cl)c2c1,69,90:09002:4:PV-004135125421;90:09002:4:PV-006624470116;90:09002:4:PV-006624470117;
O=C1Nc2ccccc2C1O,48,90:09002:4:PV-003878131963;90:09002:4:PV-003878131964;90:09003:1:PV-003032170440;
C1=NCC2Cc3ccccc3CN12,80,90:09002:4:PV-003032074289;90:09002:4:PV-003032074290;90:09004:3:PV-003032334705;
O=C1C2CCCCC1CCC2,38,90:09002:4:PV-003032074627;90:09004:8:PV-002238379780;90:09014:8:PV-002497339074;
CC1COc2ccccc2N1,93,90:09002:4:PV-002497085128;90:09002:6:PV-006624640310;90:09003:0:PV-006624974226;
CC1CNCO1,175,90:09002:4:PV-003878135885;90:09002:4:PV-003878135886;90:09002:4:PV-003878135887;
Cc1ccc2c(c1)NCNC2=O,6,90:09002:4:PV-003878136397;90:09026:8:PV-003886479870;90:09031:6:PV-003888152205;
Cc1cc(=O)[nH]n1C,33,90:09002:4:PV-002238331988;90:09011:8:PV-003033332835;90:09013:7:PV-002549060392;
CC1COc2cscc2OC1,16,90:09002:4:PV-003032076267;90:09008:0:PV-003880050168;90:09008:2:PV-003032844729;
N=S1(=O)CC2CC1C2,34,90:09002:4:PV-003032076457;90:09011:6:PV-004135986056;90:09018:4:PV-003883609596;
CC1CNc2cccnc2N1,39,90:09002:4:PV-003878137530;90:09005:6:PV-003879225078;90:09007:8:PV-006629880824;
CN1CC2CNCCN2C1=O,58,90:09002:4:PV-006624365225;90:09003:6:PV-006625636091;90:09004:6:PV-003032371984;
Cn1cnc2nc(Cl)ncc21,33,90:09002:4:PV-006624375443;90:09003:6:PV-006625700587;90:09007:3:PV-006629504902;
CC1(C)CNCCS1(=O)=O,133,90:09002:4:PV-006624376135;90:09002:8:PV-003032136703;90:09003:2:PV-003032187053;
c1cc2n(n1)CCCCO2,108,90:09002:4:PV-006624390635;90:09002:4:PV-006624390636;90:09002:4:PV-006624390637;
C1OC2C3COC2C1N3,27,90:09002:4:PV-006624391644;90:09005:3:PV-006627450804;90:09007:0:PV-006629169912;
OC1CCNC12CC2,38,90:09002:4:PV-006624400165;90:09002:7:PV-006624783346;90:09003:0:PV-003032160173;
CC1NCCC1=O,62,90:09002:4:PV-006624405991;90:09004:6:PV-006626600993;90:09009:2:PV-003032986370;
Fc1cc(F)c2scnc2c1,38,90:09002:4:PV-006624417313;90:09003:9:PV-003032278541;90:09004:4:PV-003032339560;
CC1COC(C)(C)OC1,197,90:09002:4:PV-006624417313;90:09002:7:PV-006624778802;90:09003:3:PV-006625291791;
OC1C2CC(NN2)C1O,34,90:09002:4:PV-006624431132;90:09007:4:PV-003032735504;90:09009:4:PV-003033006055;
O=C1CC2CCCC(C1)N2,28,90:09002:4:PV-006624434469;90:09005:8:PV-003032533401;90:09012:5:PV-003033425687;
CC1CNC2(COC2)CO1,37,90:09002:4:PV-006624443855;90:09004:8:PV-003878944545;90:09005:5:PV-006627553386;
O=C1CNC(=O)c2ccccc2N1,156,90:09002:4:PV-006624445224;90:09002:5:PV-006624551131;90:09004:6:PV-006626638861;
Cc1nc2c(s1)CNCC2,32,90:09002:4:PV-006624446307;90:09012:7:PV-003033452574;90:09021:1:PV-003034561612;
O=C1Nc2ccccc2OC1(F)F,27,90:09002:4:PV-006624446929;90:09012:2:PV-003033388064;90:09014:3:PV-003882220954;
O=C1NCCn2cccc21,18,90:09002:4:PV-006624475339;90:09004:8:PV-003032387500;90:09006:4:PV-006628556095;
Fc1ccc2c(c1)CCCCO2,51,90:09002:4:PV-006624477382;90:09010:3:PV-002445493859;90:09019:2:PV-006641479666;
CC1CNCc2ccccc2O1,67,90:09002:4:PV-002600580566;90:09002:7:PV-003032111892;90:09002:7:PV-002445339267;
O=C1NC2CCC1C2,100,90:09002:4:PV-002290083195;90:09004:5:PV-002548870681;90:09005:0:PV-006627044610;
Cn1cc2n(c1=O)CCCC2,79,90:09002:4:PV-002497085459;90:09004:3:PV-003878773478;90:09005:4:PV-002238392366;
O=c1nccc2[nH]ccn12,12,90:09002:4:PV-003878140002;90:09020:2:PV-003884224450;90:09020:6:PV-003884358848;
Cc1cc(C)c2nccc(O)c2c1,30,90:09002:4:PV-003878140034;90:09003:6:PV-002497109376;90:09004:0:PV-003878665164;
O=C1NCNc2ccccc21,21,90:09002:4:PV-003032077398;90:09015:6:PV-003033837798;90:09024:3:PV-003034986283;
NC1CC2(CCCCC2)C1,134,90:09002:4:PV-003878146201;90:09003:7:PV-003878570294;90:09003:8:PV-006625783506;
O=S1(=O)CCNc2cccnc21,11,90:09002:4:PV-004135130267;90:09021:2:PV-006643563146;90:09027:3:PV-003886661936;
OC1CCC2(CC1)OCCO2,38,90:09002:4:PV-002497086026;90:09008:7:PV-002238461534;90:09008:9:PV-006630925674;
C1CC2(CCN1)COCCN2,25,90:09002:4:PV-003032081523;90:09006:0:PV-003032557980;90:09014:2:PV-004136227488;
Cc1sc2nccn2c1C,178,90:09002:4:PV-003032082719;90:09002:6:PV-003878209448;90:09003:6:PV-003878529164;
Cc1ncc2ccc(F)cc2n1,36,90:09002:5:PV-003032083864;90:09003:6:PV-003032229964;90:09004:6:PV-003878889222;
OC1CCc2ccccc2NC1,16,90:09002:5:PV-003878157069;90:09005:2:PV-006627210526;90:09027:8:PV-006650360196;
CC1CN(C)CCN1C,51,90:09002:5:PV-002445333604;90:09003:0:PV-006624982952;90:09003:2:PV-006625262290;
Nc1cc2n(n1)CCNC2,6,90:09002:5:PV-003032084868;90:09002:5:PV-003032085743;90:09035:9:PV-002187267557;
CC1CCc2c(O)cccc2N1,42,90:09002:5:PV-003878159736;90:09004:6:PV-003878889768;90:09006:9:PV-003879671433;
Cc1ccn2c(=O)ccnc2c1,58,90:09002:5:PV-002445333730;90:09003:3:PV-003878442191;90:09005:7:PV-003879275210;
Cc1ccc2c(c1F)CCCN2,66,90:09002:5:PV-003032085602;90:09004:3:PV-003032332007;90:09006:3:PV-003032598606;
O=C1CC2(CCCCC2)C1,62,90:09002:5:PV-003878162465;90:09005:0:PV-003879020812;90:09013:0:PV-006635242208;
Cc1ccc(F)c2c1NCCC2,36,90:09002:5:PV-003032086807;90:09004:4:PV-003032346367;90:09011:7:PV-003881312388;
O=C1NCC2CCCCN12,37,90:09002:5:PV-003032086903;90:09010:3:PV-006632441458;90:09020:0:PV-006642361936;
Cc1cnc2n1CCC2,46,90:09002:5:PV-003032086982;90:09003:0:PV-006625088234;90:09003:4:PV-003878470734;
Fc1c(Cl)ccc2c1NCCC2,46,90:09002:5:PV-003032087842;90:09002:5:PV-003032091127;90:09003:1:PV-003878371578;
Fc1cccc2c1CCCCO2,9,90:09002:5:PV-003032088395;90:09023:5:PV-006645902100;90:09024:5:PV-003885702111;
C1CNCCC2(C1)CC2,114,90:09002:5:PV-003032088865;90:09002:5:PV-003032089203;90:09004:8:PV-002290133021;
c1ncc2c(n1)NCCN2,47,90:09002:5:PV-003878170721;90:09005:2:PV-003879097836;90:09007:1:PV-003879764753;
Cc1ccc2c(c1)NCCCO2,48,90:09002:5:PV-003878171181;90:09004:0:PV-003878699823;90:09011:8:PV-002238525780;
OC1NCCCC1F,27,90:09002:5:PV-003032089887;90:09005:7:PV-003032511172;90:09006:2:PV-003032585631;
ClC1=CCCc2ncccc21,19,90:09002:5:PV-003032089894;90:09006:3:PV-003879484260;90:09016:1:PV-003033893591;
Cc1cc2ncc3ccccc3n2n1,26,90:09002:5:PV-003032090396;90:09002:5:PV-003032090397;90:09004:3:PV-002445371764;
CC1(C)CC2(CCC2)CO1,74,90:09002:5:PV-002393588046;90:09005:1:PV-003032443572;90:09005:8:PV-002238401897;
O=C1CCc2ccccc2CN1,89,90:09002:5:PV-003878175983;90:09004:2:PV-003032320383;90:09005:5:PV-003879185986;
c1cn2c(n1)NCCCC2,26,90:09002:5:PV-003878176114;90:09003:7:PV-004135251535;90:09008:2:PV-003032849552;
CN1CCNC2(CCCCC2)C1,50,90:09002:5:PV-003878176669;90:09002:6:PV-006624607030;90:09002:8:PV-006624843853;
Fc1ccc(F)c2c1NCCO2,65,90:09002:5:PV-003032092199;90:09005:5:PV-001811340545;90:09007:9:PV-003032806217;
O=S1(=O)NCC12CCOCC2,16,90:09002:5:PV-003032092261;90:09006:1:PV-003032569054;90:09018:8:PV-003034263219;
CC1(C)Cc2ncsc2C(C)(C)C1,32,90:09002:5:PV-002497087868;90:09005:9:PV-003879316426;90:09007:5:PV-006629520934;
CC1Cc2cccc(Cl)c2O1,57,90:09002:5:PV-002548831319;90:09004:3:PV-003878798162;90:09006:8:PV-002290174216;
Nc1ncon1,72,90:09002:5:PV-002134837420;90:09004:6:PV-006626638571;90:09007:6:PV-003879902007;
CC1(N)CNC1,21,90:09002:5:PV-003878184273;90:09005:4:PV-003879156802;90:09015:5:PV-003882626352;
Clc1ccc2ccsc2c1,150,90:09002:5:PV-003878184670;90:09003:1:PV-003878372360;90:09004:7:PV-003878909631;
CC1CC(C)(C)CN1,107,90:09002:5:PV-002704796096;90:09002:9:PV-003878320700;90:09005:0:PV-006627130879;
c1cc2n(n1)NCCC2,57,90:09002:5:PV-003032096257;90:09005:0:PV-006627123103;90:09008:3:PV-003032863968;
O=C1Cc2cc(F)ccc2N1,125,90:09002:5:PV-003878190002;90:09004:3:PV-002497123908;90:09005:8:PV-006627922780;
CC1(C)CCC(=O)c2ccccc21,41,90:09002:5:PV-006624512694;90:09003:0:PV-003032158780;90:09003:0:PV-003032158781;
O=c1cc2n(c(=O)[nH]1)CCOC2,40,90:09002:5:PV-006624514071;90:09003:3:PV-006625426738;90:09004:9:PV-006626856500;
O=c1[nH]c(=O)c2ccccc2s1,10,90:09002:5:PV-006624515932;90:09003:9:PV-003032270487;90:09005:0:PV-002134886755;
CC1(C)CNc2cnccc21,81,90:09002:5:PV-006624521222;90:09002:8:PV-004135161044;90:09004:7:PV-003032382674;
CC1=NC(C)CS1,44,90:09002:5:PV-006624524369;90:09002:7:PV-003032120083;90:09015:2:PV-006637452918;
Cc1cn2c(n1)CCC(C)C2,43,90:09002:5:PV-006624524998;90:09008:3:PV-006630354483;90:09014:1:PV-006636254797;
O=C1CCC2(CCC2)C1,83,90:09002:5:PV-006624531675;90:09002:9:PV-003878319579;90:09007:2:PV-003032720758;
Cc1ccc2c(c1)C(=O)NCCN2,9,90:09002:5:PV-006624532299;90:09040:4:PV-006663199040;90:09058:3:PV-006681358031;
Cc1ccc(O)cc1F,10,90:09002:5:PV-006624540230;90:09004:9:PV-003878996760;90:09022:0:PV-003884845369;
Cn1ccc2c1CNCC2,45,90:09002:5:PV-006624541690;90:09004:8:PV-003032389438;90:09006:6:PV-006628651553;
O=C1CCOCC1,81,90:09002:5:PV-006624546089;90:09003:2:PV-006625256005;90:09014:2:PV-006636437384;
CC1OC2(CCNCC2)NC1=O,51,90:09002:5:PV-006624546564;90:09003:1:PV-003878393385;90:09004:2:PV-003878761961;
CN1C(=O)NS(=O)(=O)c2ccccc21,6,90:09002:5:PV-006624547451;90:09009:6:PV-002186728470;90:09020:6:PV-003034493641;
Cc1nc2ccccc2c(=O)[nH]1,128,90:09002:5:PV-006624551188;90:09002:6:PV-003032098254;90:09003:6:PV-006625734601;
C1=CNCCC1,77,90:09002:5:PV-006624571174;90:09003:2:PV-006625196249;90:09004:2:PV-003032322708;
Oc1n[nH]c2c1CNCC2(F)F,94,90:09002:6:PV-006624586556;90:09003:0:PV-006625036012;90:09004:7:PV-006626754917;
Fc1cncnc1Cl,84,90:09002:6:PV-006624589721;90:09006:4:PV-006628440488;90:09006:7:PV-006628734417;
c1cnc2c(c1)C1(CCC2)OCCO1,17,90:09002:6:PV-006624603410;90:09004:6:PV-006626595947;90:09010:1:PV-006632331847;
O=C1CCNC(=O)CN1,8,90:09002:6:PV-006624604735;90:09004:5:PV-003032355809;90:09004:5:PV-003032355810;
C1COC2CCC2C1,137,90:09002:6:PV-006624606054;90:09002:6:PV-006624606055;90:09007:4:PV-004135587295;
CC1(C)CCNCCS1,82,90:09002:6:PV-006624609596;90:09005:4:PV-003032473996;90:09005:8:PV-003032526438;
O=C1CCSc2ccccc21,76,90:09002:6:PV-006624631634;90:09008:2:PV-003032855531;90:09010:6:PV-003033173801;
Fc1cccc2c1SCCC2,54,90:09002:6:PV-003032097263;90:09002:7:PV-003032114067;90:09003:5:PV-003878504159;
Cc1cnc2c(n1)CCCC2,76,90:09002:6:PV-003032097407;90:09004:4:PV-006626413927;90:09004:7:PV-003032377746;
Clc1ccc2c(c1Cl)OCCC2,50,90:09002:6:PV-002238335338;90:09004:4:PV-003878811624;90:09010:4:PV-004135869327;
C1CC2CCNCCC2C1,91,90:09002:6:PV-003032098118;90:09003:0:PV-003032157612;90:09003:0:PV-003032158720;
Fc1cccc2cncnc12,92,90:09002:6:PV-002548832073;90:09004:9:PV-002445383124;90:09005:0:PV-003032426637;
O=C1CNCC2COCCN12,88,90:09002:6:PV-003032098480;90:09003:4:PV-003878465016;90:09003:4:PV-003878465017;
Cc1ccc(C)n1N,62,90:09002:6:PV-003878193970;90:09003:5:PV-003878527791;90:09006:2:PV-003879442843;
O=S1(=O)CC2CCC(C2)N1,94,90:09002:6:PV-003878195309;90:09004:5:PV-003878838396;90:09004:8:PV-003878970511;
Cn1c(=O)[nH]c2nc[nH]c2c1=O,61,90:09002:6:PV-003878195417;90:09002:9:PV-006624868561;90:09005:6:PV-003879234933;
c1n[nH]c2c1CSCC2,281,90:09002:6:PV-003878195540;90:09003:2:PV-003878403515;90:09003:2:PV-003878412579;
Cc1ncnc2c1CNCC2,39,90:09002:6:PV-003878196259;90:09004:1:PV-003032296956;90:09006:5:PV-003032615533;
O=c1[nH]c(=O)c2ncccc2[nH]1,11,90:09002:6:PV-003878197807;90:09002:6:PV-003878200090;90:09011:9:PV-003881397406;
NC1C2CCC1NC2,101,90:09002:6:PV-003878197958;90:09004:8:PV-003878955159;90:09005:1:PV-003879061155;
Cn1c(=O)c2c[nH]nc2n(C)c1=O,3,90:09002:6:PV-002238335746;90:09008:4:PV-002548952376;90:09065:6:PV-002446628209;
Nc1nnc2ccccc2n1,14,90:09002:6:PV-003878199212;90:09005:3:PV-003032466470;90:09006:6:PV-003032637598;
Clc1ccc2ncoc2c1,11,90:09002:6:PV-003032100710;90:09013:4:PV-003033539607;90:09017:9:PV-003034141361;
CC1(C)CCNCCS1(=O)=O,50,90:09002:6:PV-003032100951;90:09012:0:PV-004136018081;90:09013:1:PV-002393805615;
C1NC2CC12,73,90:09002:6:PV-003878200757;90:09003:6:PV-003878535081;90:09003:6:PV-003878535082;
Cc1cc(C)n2cncc2n1,8,90:09002:6:PV-003032101352;90:09037:7:PV-003890222262;90:09092:7:Z2928026529;
CC1=CC(C)=NS(=O)(=O)N1,125,90:09002:6:PV-003032101496;90:09003:6:PV-003032238660;90:09006:3:PV-006628324410;
Oc1cnc2cc(F)ccc2c1,86,90:09002:6:PV-003032103047;90:09002:6:PV-003032103048;90:09003:9:PV-003032271746;
CC1CCNCC1O,113,90:09002:6:PV-003878207675;90:09002:6:PV-003878207676;90:09002:7:PV-006624698299;
Cc1csc2cnc(N)nc12,43,90:09002:6:PV-003878209692;90:09005:9:PV-003879317855;90:09006:0:PV-006628032093;
c1cc2c3c(c1)CCC3CCC2,38,90:09002:6:PV-002548833209;90:09005:9:PV-003879348007;90:09011:3:PV-002342016696;
CC1CNc2c(O)cccc2C1,30,90:09002:6:PV-002497089888;90:09002:7:PV-006624785221;90:09006:3:PV-002290162807;
Cn1cnc2c1CCOC2,26,90:09002:6:PV-003878213806;90:09021:8:PV-006644173241;90:09023:6:PV-003885394054;
Clc1ccno1,48,90:09002:6:PV-003878213812;90:09004:8:PV-003878972227;90:09006:6:PV-003032632293;
Cc1ccc(C)c2[nH]ccc12,64,90:09002:6:PV-003878213892;90:09005:1:PV-003032427813;90:09007:4:PV-003032749916;
CC1(O)CNOC1,55,90:09002:6:PV-002341838602;90:09004:2:PV-002341870668;90:09008:3:PV-003032858985;
c1ccc2c(c1)cc1n2CCNC1,46,90:09002:6:PV-003878214218;90:09006:3:PV-003879474056;90:09011:5:PV-003881267534;
O=C1CC2CCC(C1)S2(=O)=O,34,90:09002:6:PV-002238336696;90:09006:4:PV-002290164103;90:09007:4:PV-002238434530;
Clc1c2c(nc3ccccc13)CCCC2,10,90:09002:6:PV-003032106988;90:09010:2:PV-003880808187;90:09054:3:PV-006677215461;
C1CC2CC(CO2)N1,32,90:09002:6:PV-003032107209;90:09003:0:PV-002445345042;90:09011:4:PV-003033273268;
c1ccc2c(c1)CNCC21CC1,103,90:09002:6:PV-003878216672;90:09002:9:PV-003032141547;90:09003:5:PV-006625520017;
CN1CCCNCC1=O,84,90:09002:6:PV-003878218632;90:09004:6:PV-003032366383;90:09004:8:PV-003032396718;
O=C1CCCc2ocnc21,5,90:09002:6:PV-003032108417;90:09045:8:PV-003037847898;90:09060:1:PV-003039757141;
CC1CNCC2(CCC2)O1,91,90:09002:6:PV-003032108810;90:09004:4:PV-003032347428;90:09007:6:PV-003032763237;
C1CCC2(CC1)CSC2,13,90:09002:6:PV-002497090340;90:09009:7:PV-003880634969;90:09015:4:PV-003882587178;
CC1CC(=O)c2ccccc21,6,90:09002:6:PV-003878220680;90:09041:5:PV-003037274993;90:09059:3:PV-003039644892;
CN1CCCNC1=O,49,90:09002:6:PV-003032109210;90:09004:8:PV-003032402148;90:09004:8:PV-003032402149;
Cc1cc(C)c2c(c1)CCCO2,173,90:09002:6:PV-003878222659;90:09002:6:PV-003878222660;90:09007:7:PV-003879962652;
O=S1(=O)CCC12CCCC2,57,90:09002:6:PV-002548833906;90:09002:9:PV-002134845011;90:09002:9:PV-002290094142;
C1CC2OC1C1CCC21,18,90:09002:6:PV-003878224597;90:09009:7:PV-003880633979;90:09011:6:PV-006633771723;
Fc1ccc(F)c2ncccc12,95,90:09002:6:PV-003032110909;90:09002:7:PV-003032112179;90:09002:8:PV-002445339581;
O=c1[nH]nnc2c(Cl)cccc12,20,90:09002:6:PV-003032110987;90:09009:9:PV-003033071708;90:09012:4:PV-002290288583;
CC1CNCCC(F)(F)C1,75,90:09002:6:PV-003032111155;90:09003:8:PV-006625841793;90:09005:9:PV-003032545187;
Cc1nc2ncccc2[nH]1,45,90:09002:7:PV-003032111994;90:09003:3:PV-003032194618;90:09013:1:PV-003881798540;
O=c1[nH][nH]c(=O)c2ccccc12,85,90:09002:7:PV-003878228324;90:09004:7:PV-006626774187;90:09006:1:PV-006628141166;
CN1CCCC12CCNCC2,39,90:09002:7:PV-002341839467;90:09005:8:PV-003879300402;90:09006:7:PV-003032651904;
Oc1ccc2ncncc2c1,79,90:09002:7:PV-003032112325;90:09003:4:PV-003032214828;90:09005:0:PV-003879022999;
CC1Cc2cccc(Cl)c2C1,135,90:09002:7:PV-003878231740;90:09002:7:PV-003032113449;90:09007:9:PV-003880006655;
Cc1cc(O)nnc1C,113,90:09002:7:PV-003032113612;90:09005:1:PV-003879073676;90:09006:7:PV-002186668280;
FC1(F)CCC2(CCNC2)CC1,40,90:09002:7:PV-002238337806;90:09004:2:PV-003032322646;90:09004:3:PV-002393625311;
CC1(C)CCCc2ccoc21,5,90:09002:7:PV-003032114055;90:09015:9:PV-003033864513;90:09028:5:PV-003035551140;
Oc1nc2c([nH]1)CCCC2,117,90:09002:7:PV-003032114101;90:09002:9:PV-003878316018;90:09003:6:PV-003032237006;
Cc1cc(Cl)c2c(c1)CCNC2,96,90:09002:7:PV-003878233960;90:09002:7:PV-002393592494;90:09003:7:PV-003878573779;
CC1(C)CC(C)(C)CC2(CCN2)C1,37,90:09002:7:PV-003032114337;90:09004:9:PV-003032411358;90:09006:9:PV-003032679368;
OC1C2CC3CC(C2)CC1C3,14,90:09002:7:PV-003032114577;90:09002:9:PV-003032139984;90:09009:8:PV-003033063132;
Clc1ccc2c(c1)COC2,86,90:09002:7:PV-002341839983;90:09006:5:PV-003879540144;90:09007:9:PV-003880034243;
Cn1[nH]c(=O)cc1Cl,3,90:09002:7:PV-003032115223;90:09075:4:PV-003041778048;90:09092:1:Z4134227324;
Cn1ncc2c1CC(C)(C)CNC2,41,90:09002:7:PV-003878236664;90:09004:1:PV-006626098932;90:09013:5:PV-002290310104;
Cc1cncc2nccn12,91,90:09002:7:PV-003878237162;90:09004:3:PV-003878773984;90:09004:4:PV-006626391389;
O=c1[nH]cnc2cn[nH]c12,22,90:09002:7:PV-002134840787;90:09002:9:PV-006624871656;90:09005:6:PV-006627651876;
CC1CC(O)CN1,118,90:09002:7:PV-002186587253;90:09002:7:PV-003032122851;90:09002:9:PV-002548838917;
CC12CCC(CC1)CN2,27,90:09002:7:PV-003032116750;90:09005:1:PV-003879070355;90:09012:1:PV-003881451980;
