fragment_smiles,occurences,example_ligands
OC1CC2CNCc3cccnc3N2C1,39,90:09013:6:PV-003033571837;90:09016:4:PV-003033938727;90:09016:4:PV-003882932621;
Clc1ccc2c(c1)COCO2,29,90:09013:6:PV-002238562589;90:09019:2:PV-006641493601;90:09019:2:PV-006641493602;
O=c1cnc(Cl)c[nH]1,3,90:09013:6:PV-006635909844;90:09023:3:PV-003034853705;90:09079:9:PV-003042377154;
O=S1(=O)CC2CCCC(C2)C1,4,90:09013:7:PV-003881999026;90:09059:2:PV-003897626793;90:09062:2:PV-003898644972;
N=S1(=O)CCC2(C1)OCCO2,27,90:09013:8:PV-003033592335;90:09018:6:PV-006640944445;90:09019:2:PV-003034307144;
CC=C1CCCC1,1,90:09013:8:PV-003033593178;
Fc1cc2nccnc2cc1F,51,90:09013:8:PV-006636002756;90:09015:5:PV-002186849627;90:09015:6:PV-002238601878;
Clc1ccnc2c1CCCC2,9,90:09013:9:PV-003033601426;90:09045:4:PV-006668160212;90:09059:8:PV-003039712336;
c1cc2n[nH]nc2cn1,3,90:09013:9:PV-003033602292;90:09023:1:PV-004137047368;90:09026:4:PV-003886344534;
O=S1(=O)CCCNc2ccc(Cl)cc21,16,90:09013:9:PV-003033603577;90:09015:1:PV-003033758489;90:09021:0:PV-003034537591;
C1CCNC2(CC1)CCNCC2,23,90:09013:9:PV-003882077553;90:09019:6:PV-003884023460;90:09023:6:PV-003034889380;
C1CC2CCC1NO2,21,90:09013:9:PV-002497321512;90:09017:3:PV-003883238187;90:09020:9:PV-003034530873;
Cc1ccnc2c1CCC2,10,90:09013:9:PV-003033611414;90:09019:6:PV-003884041444;90:09029:9:PV-003035738915;
Nc1cnc2ccccn12,4,90:09013:9:PV-003882093662;90:09038:3:PV-003890436619;90:09071:0:PV-003901658601;
O=C1NCCNc2cc(F)c(F)cc21,10,90:09014:0:PV-006636233493;90:09022:2:PV-006644544812;90:09048:9:PV-006671833234;
O=c1[nH]nnc2cc(F)ccc12,25,90:09014:0:PV-003033615181;90:09015:6:PV-002186850751;90:09016:6:PV-002600871804;
O=c1[nH]c(=O)c2cn[nH]c2[nH]1,10,90:09014:0:PV-003882104750;90:09022:7:PV-003885068208;90:09047:3:PV-003038042862;
Cc1csc2c(C)cccc12,3,90:09014:0:PV-003882120599;90:09063:0:PV-003898899726;90:09094:6:Z4876116833;
CC1(C)Cc2ncsc2C(=O)N1,21,90:09014:1:PV-003033630764;90:09029:2:PV-006651673446;90:09034:7:PV-003036367628;
FC1(F)CC2CNCCN2C1,49,90:09014:1:PV-006636255751;90:09018:4:PV-006640659617;90:09018:5:PV-002135165675;
CN1CNC2(CCCCC2)C1=O,2,90:09014:1:PV-006636273348;90:09098:2:Z3337567240;
C1C2CC1C1(COC1)O2,11,90:09014:1:PV-003882151293;90:09022:5:PV-003885024232;90:09026:5:PV-003035272949;
c1ccc2c(c1)CC1(CCCN1)C2,37,90:09014:2:PV-002238574369;90:09016:5:PV-002393875602;90:09022:9:PV-002290501644;
O=c1[nH]cnc2cc(F)c(Cl)cc12,20,90:09014:2:PV-002342076221;90:09017:9:PV-002290401154;90:09021:0:PV-002445712240;
OC1CC2CNCC2C1,70,90:09014:2:PV-003882187717;90:09017:4:PV-003883283648;90:09017:4:PV-003883283649;
Cc1cc(C)c2c(c1)CCCCO2,15,90:09014:2:PV-003882190169;90:09014:9:PV-003033736365;90:09015:3:PV-003882562007;
Cc1cc2nc[nH]c(=O)c2s1,11,90:09014:2:PV-003882197790;90:09022:0:PV-003884840544;90:09048:4:PV-003038192070;
C1=NOC2(C1)CCC2,10,90:09014:2:PV-006636442554;90:09024:6:PV-006646975654;90:09030:2:PV-003887649675;
O=c1[nH]ncc2nn3ccccc3c12,9,90:09014:3:PV-003033655087;90:09023:0:PV-003034811304;90:09029:1:PV-003035629527;
CC12CC(C1)C1(CCC1)O2,32,90:09014:3:PV-003033662307;90:09014:4:PV-006636625581;90:09014:4:PV-006636625582;
O=c1[nH]ncc2c(Cl)cccc12,4,90:09014:3:PV-003033663539;90:09055:1:PV-003896207047;90:09068:6:PV-003040876063;
OC1CC2(CNC2)n2ccnc21,25,90:09014:4:PV-003033668269;90:09014:4:PV-003033668270;90:09017:4:PV-003883280459;
Cc1[nH]c(Cl)c2cn[nH]c(=O)c12,4,90:09014:4:PV-003033670182;90:09032:8:PV-003036117221;90:09065:4:PV-003899730705;
C1CCc2nc3n(c2CC1)CCNC3,21,90:09014:4:PV-002497331992;90:09031:2:PV-002187172245;90:09064:0:PV-003040266032;
O=C1CCC2CCCCC2N1,56,90:09014:4:PV-003882256778;90:09014:5:PV-003882299981;90:09015:2:PV-003882530222;
O=c1[nH]c2ccccc2c2sccc12,30,90:09014:5:PV-003033683221;90:09014:5:PV-003033683223;90:09015:8:PV-002342109274;
Fc1cc(F)c2c(c1)NCCC2,33,90:09014:5:PV-003033688266;90:09014:7:PV-003033707335;90:09033:9:PV-003888944553;
Cc1ccc2c(c1)C(O)CO2,3,90:09014:5:PV-003033691297;90:09057:5:PV-006680468551;90:09078:2:PV-003042159369;
Clc1cccc2n[nH]cc12,1,90:09014:5:PV-003882296669;
Cc1ncc2c3c(sc2n1)CC(C)CC3,19,90:09014:5:PV-003882302734;90:09015:3:PV-003882540030;90:09024:1:PV-002394029329;
Oc1ccnc2c(F)cccc12,12,90:09014:6:PV-003882315587;90:09037:9:PV-003890304883;90:09038:2:PV-003890380748;
Fc1cc(Cl)c2c(c1)CCC2,8,90:09014:7:PV-003882355180;90:09028:8:PV-003887201753;90:09051:0:PV-003894803349;
Cc1ccc2c(c1)C(=O)NCC2,12,90:09014:7:PV-006636981997;90:09016:7:PV-006639054835;90:09025:3:PV-003035116812;
Cc1ccc2c(O)ccnc2c1,5,90:09014:8:PV-003882367056;90:09017:8:PV-003883418141;90:09026:7:PV-003886449415;
CC1(C)CC(=O)CN1,13,90:09014:8:PV-003033719478;90:09015:1:PV-003882479917;90:09023:0:PV-003034808377;
OC1CNCC2(CCOCC2)C1,37,90:09014:9:PV-003882408034;90:09020:0:PV-006642339547;90:09022:1:PV-002342237952;
O=c1[nH]cnc2c(Cl)cccc12,13,90:09014:9:PV-003882408433;90:09030:8:PV-002497667510;90:09041:2:PV-002394381582;
CC1CCCC(=O)NC1,9,90:09014:9:PV-003033736280;90:09038:8:PV-003036910998;90:09045:2:PV-003037763582;
Cn1ncc2cnc(Cl)nc21,30,90:09014:9:PV-006637145148;90:09017:9:PV-003034130615;90:09020:4:PV-003034469725;
CN=S1(=O)CCC2(CC1)CNCCO2,25,90:09014:9:PV-006637160266;90:09018:6:PV-006640850194;90:09041:1:PV-003037221483;
Cn1c2ccccc2n2cnnc12,4,90:09014:9:PV-003882412369;90:09042:7:PV-003037428894;90:09046:8:PV-002239243265;
CC1C(=O)N(C)c2ccccc21,2,90:09014:9:PV-003882417686;90:09024:7:PV-003885765418;
c1c2c(cc3c1CCCCO3)CCC2,9,90:09014:9:PV-003882417979;90:09041:9:PV-003037322047;90:09055:2:PV-003896231972;
CC1C2CC3CC(C2)CC1C3,5,90:09014:9:PV-003882420807;90:09028:3:PV-003887010523;90:09041:1:PV-003891393631;
c1ccc2nc3c(cc2c1)CCCC3,16,90:09015:0:PV-003882438494;90:09033:8:PV-003888889303;90:09042:3:PV-003891822185;
O=c1[nH][nH]c2c1CCNC2,6,90:09015:0:PV-003882439021;90:09065:0:PV-003040399526;90:09078:6:PV-003042206207;
O=c1cc(O)cn[nH]1,20,90:09015:0:PV-003033750068;90:09023:5:PV-003885347675;90:09023:5:PV-003885347676;
Nc1cnc[nH]1,17,90:09015:0:PV-002290340923;90:09018:8:PV-003883758092;90:09021:5:PV-002445723188;
Nc1cn2ccncc2n1,5,90:09015:0:PV-003033753282;90:09030:0:PV-003035743736;90:09044:2:PV-003892457678;
CC1(O)CCNCC1O,15,90:09015:0:PV-006637306125;90:09024:4:PV-006646791610;90:09052:7:PV-006675706438;
O=c1cc2c(n[nH]1)-c1ccccc1OC2,5,90:09015:1:PV-002290342116;90:09030:1:PV-001916384896;90:09040:9:PV-003037199547;
Cc1cc(Cl)c2c(c1)CCCCO2,3,90:09015:1:PV-003882502676;90:09028:1:PV-003886931735;90:09088:0:PV-003907477835;
NC1CCCCCC1,4,90:09015:2:PV-003882511428;90:09033:0:PV-003888605123;90:09081:1:PV-006704548272;
OC1CCCNc2ccccc21,5,90:09015:2:PV-002445594420;90:09021:9:PV-003884791221;90:09076:7:PV-002188104876;
Nc1c[nH]c2ccccc12,2,90:09015:2:PV-006637406583;90:09058:5:PV-003039537869;
O=C1CCc2ccccc2C1,11,90:09015:2:PV-006637470598;90:09015:9:PV-006638148331;90:09023:1:PV-006645368062;
Cc1ccnc2nc(O)[nH]c(=O)c12,29,90:09015:2:PV-003033782079;90:09021:7:PV-006644060410;90:09021:7:PV-006644060411;
FC1(F)CCC2(CCCCN2)CC1,14,90:09015:3:PV-003882539229;90:09039:8:PV-006662532688;90:09041:1:PV-006663760015;
O=C1CN=Cc2ccccc2N1,2,90:09015:3:PV-003033787525;90:09099:5:Z4918766670;
Fc1c(Cl)ccc2cccnc12,5,90:09015:3:PV-003033795232;90:09016:5:PV-003033955219;90:09028:8:PV-003887172529;
NC1CCNCC1(F)F,27,90:09015:3:PV-006637570087;90:09016:4:PV-003882924185;90:09020:3:PV-003884248316;
Nc1nnn[nH]1,19,90:09015:3:PV-006637594414;90:09030:7:PV-003035839492;90:09034:2:PV-002238983086;
CN1C2(CCNCC2)CCS1(=O)=O,22,90:09015:4:PV-003033800800;90:09015:4:PV-003033802430;90:09021:3:PV-003034579162;
O=S1(=O)Cc2cc(Cl)ccc2N1,9,90:09015:4:PV-003882608744;90:09030:0:PV-004137691656;90:09043:3:PV-003892165970;
Oc1ccc2sccc2c1,2,90:09015:5:PV-003882615999;90:09017:3:PV-003883246856;
C1COCC2(CCOCC2)N1,29,90:09015:5:PV-003033816797;90:09027:5:PV-006649905666;90:09029:5:PV-006652021157;
CC1NCCS(=O)(=O)C1C,31,90:09015:5:PV-006637800107;90:09017:9:PV-003034136441;90:09029:5:PV-006651933208;
c1ccc2c3c(sc2c1)CCCC3,6,90:09015:6:PV-003882652795;90:09015:6:PV-003882652796;90:09022:9:PV-003885149750;
Cc1ccc2c(Cl)cc(Cl)cc2n1,5,90:09015:6:PV-004136352158;90:09015:6:PV-002290353327;90:09015:7:PV-006637925950;
O=S1(=O)CCNCN1,1,90:09015:7:PV-003033838447;
Clc1cccc2c1CCOC2,5,90:09015:7:PV-003033840335;90:09029:8:PV-003887512704;90:09043:8:PV-003037577802;
O=C1CNCC2(CCC2)N1,4,90:09015:7:PV-003882700737;90:09056:5:PV-003896666322;90:09064:7:PV-003899492866;
FC1(F)CCCCc2ccccc2C1,4,90:09015:7:PV-003033849313;90:09025:4:PV-003035135732;90:09035:6:PV-003036496985;
O=C1NCNC12CCCCC2,12,90:09015:8:PV-003882720911;90:09037:6:PV-003890198581;90:09051:1:PV-003894824245;
Oc1c(Cl)cccc1Cl,3,90:09015:8:PV-003882720911;90:09043:6:PV-003892256456;90:09056:4:PV-003896647235;
CN1CCNS1(=O)=O,19,90:09015:8:PV-006638059898;90:09017:5:PV-003034086406;90:09020:3:PV-006642531677;
CN1CNC2(CCCC2)C1=O,2,90:09015:8:PV-003033863315;90:09098:9:Z2654352408;
c1ccc2nc3c(cc2c1)CCC3,27,90:09015:9:PV-003033866374;90:09016:0:PV-002393864729;90:09017:1:PV-003034028150;
Cc1cc(C)c2nccc(C)c2c1,2,90:09015:9:PV-003882748953;90:09033:0:PV-003888612040;
O=c1[nH]ncc2c3n(cc12)CCCC3,3,90:09015:9:PV-003033873505;90:09046:0:PV-003037871697;90:09083:1:PV-003905802100;
O=c1nc2cccccc-2[nH]1,8,90:09015:9:PV-003033873820;90:09029:5:PV-004137643367;90:09052:6:PV-006675477588;
O=c1[nH]ccc2ccc(F)cc12,24,90:09015:9:PV-003033878276;90:09026:8:PV-003035321429;90:09030:4:PV-006652945035;
C1CC2(CCN1)CCO2,22,90:09015:9:PV-006638137651;90:09019:7:PV-006641932062;90:09039:1:PV-006661775098;
c1ccc2c(c1)COC21CCCCC1,13,90:09016:0:PV-003882781537;90:09027:5:PV-003035413960;90:09060:7:PV-003039829866;
CC1(C)CCc2nc[nH]c(=O)c2C1,7,90:09016:0:PV-002135113241;90:09024:8:PV-002238790432;90:09032:3:PV-003036055463;
O=c1[nH]cnc2[nH]ccc12,7,90:09016:0:PV-003033883150;90:09028:7:PV-006651190096;90:09031:0:PV-003035873886;
CC1CC(N)CCN1,14,90:09016:0:PV-003882807574;90:09025:7:PV-006648138486;90:09058:4:PV-006681528304;
C1CNC2CCC3(CC2C1)OCCO3,17,90:09016:1:PV-003882821266;90:09034:5:PV-003889135460;90:09046:9:PV-003893378627;
C1CC2(CCO1)OC1CC2C1,5,90:09016:1:PV-003882834445;90:09029:9:PV-003035733643;90:09033:4:PV-003888767696;
CC1CC(=O)NC(=O)N1,7,90:09016:1:PV-003033903342;90:09056:9:PV-003896805221;90:09078:3:PV-003042168798;
FC1(F)CC12CC1CCC(C2)N1,16,90:09016:2:PV-003033914134;90:09073:1:PV-006696289480;90:09077:4:PV-006700686783;
O=S1(=O)CCNC2CCCCN21,49,90:09016:2:PV-002393869369;90:09023:1:PV-003034828141;90:09023:1:PV-003034828142;
CC1(C)Cc2ccccc2C1N,7,90:09016:3:PV-006638486051;90:09039:9:PV-003890993119;90:09046:1:PV-003893104154;
Clc1nsc2ccccc12,3,90:09016:3:PV-006638556090;90:09018:8:PV-003883751347;90:09079:0:PV-003042261437;
CC1(C)CCCc2ccsc21,10,90:09016:4:PV-003882921972;90:09016:4:PV-003882921973;90:09016:4:PV-003882921974;
NC1CCC2(CCOCC2)NC1,17,90:09016:4:PV-003882925610;90:09037:8:PV-006660412495;90:09038:3:PV-003036844155;
Cc1cn2ncnc2nc1C,25,90:09016:4:PV-003882937019;90:09017:0:PV-006639267009;90:09018:0:PV-002186900869;
O=C1NCNC12CCCC2,11,90:09016:4:PV-006638748915;90:09018:7:PV-004136635019;90:09034:5:PV-003889136520;
O=C1NCCNc2ccsc21,6,90:09016:5:PV-002497373742;90:09046:9:PV-003893389263;90:09050:9:PV-006673732953;
Cc1cccc2c1NCCC2C,36,90:09016:5:PV-003882964155;90:09021:2:PV-003034572096;90:09021:2:PV-003034572097;
CC1(C)CC(=O)c2ccc(=O)oc2C1,21,90:09016:5:PV-003882964617;90:09029:0:PV-003035608363;90:09068:8:PV-003900900385;
Nc1ncnc(Cl)n1,7,90:09016:5:PV-003882968346;90:09029:4:PV-002497639530;90:09034:9:PV-003036401013;
Cc1csc2ccncc12,14,90:09016:5:PV-003033956315;90:09019:9:PV-003034396744;90:09027:7:PV-003035437035;
C1COC2(CC3CCC2C3)O1,18,90:09016:6:PV-006638776099;90:09020:4:PV-003884296997;90:09035:8:PV-006658361955;
CC1(C)CC2(CNCCO2)CO1,55,90:09016:6:PV-006638908072;90:09026:1:PV-003035228928;90:09034:4:PV-002187237421;
Cc1cc(N)n[nH]1,12,90:09016:6:PV-003882995744;90:09037:1:PV-003890026072;90:09043:2:PV-003892133856;
NC12CCC(CC1)CC2,7,90:09016:6:PV-003882996960;90:09035:6:PV-003889507012;90:09036:7:PV-003889878878;
Cc1ccc2c(=O)[nH][nH]c2n1,12,90:09016:6:PV-003883003094;90:09016:7:PV-006638952835;90:09016:7:PV-006638952836;
Cc1csc2c(=O)[nH]cnc12,6,90:09016:6:PV-002600872225;90:09027:4:PV-006649850688;90:09029:8:PV-003887529153;
CC1(C)CNC(=O)c2c[nH]nc2C1,2,90:09016:7:PV-003033973096;90:09060:7:PV-003039829051;
FC12CNCCC1CNC2,19,90:09016:7:PV-003883041714;90:09018:4:PV-003883616168;90:09022:1:PV-003884874065;
CC12CCOC1CC2,17,90:09016:7:PV-003883043413;90:09017:9:PV-003883421732;90:09020:0:PV-004136759621;
FC1(F)CCC2(CC1)CNC2,38,90:09016:7:PV-006639032979;90:09022:6:PV-003885045858;90:09023:1:PV-006645391714;
Cc1nc2cccc(Cl)c2nc1C,19,90:09016:8:PV-003033987212;90:09029:1:PV-003035626813;90:09039:6:PV-003037026623;
CC12CC3CC(C1)CC(F)(C3)C2,19,90:09016:8:PV-003883067857;90:09018:0:PV-003034146303;90:09027:3:PV-003035387114;
Cn1ncc2c(=O)[nH]ncc21,5,90:09016:9:PV-006639179381;90:09028:0:PV-003886918102;90:09059:5:PV-003897710729;
Cc1cn2cccc(Cl)c2n1,13,90:09016:9:PV-003883098206;90:09017:3:PV-003883229902;90:09029:9:PV-003887561165;
CN1CCNC(=O)C12CCNCC2,37,90:09016:9:PV-003883099680;90:09018:6:PV-006640887607;90:09019:4:PV-003034337882;
CN1CC2CC(C1)N2,11,90:09017:0:PV-003883141248;90:09039:7:PV-003890904708;90:09078:7:PV-003904295901;
CC1CC(O)CC(C)N1,12,90:09017:0:PV-006639332064;90:09017:0:PV-006639332065;90:09047:4:PV-006670234598;
Nc1nc(=O)cc[nH]1,3,90:09017:1:PV-003034026998;90:09017:7:PV-003034115484;90:09070:5:PV-003041134149;
C1CN2CCC(CC2)N1,27,90:09017:1:PV-003034028812;90:09020:7:PV-003034510836;90:09025:5:PV-006647939689;
CC12CCNCC1C2(F)F,37,90:09017:1:PV-002393886605;90:09028:2:PV-002601110448;90:09030:7:PV-002497665743;
c1ccc2c(c1)NCC21CCOCC1,23,90:09017:1:PV-002290384116;90:09024:4:PV-006646833365;90:09092:1:Z3516612697;
FC12CNC(C1)C2,18,90:09017:1:PV-003034035908;90:09017:9:PV-003034128417;90:09049:3:PV-003038315715;
Cc1cc(=O)[nH]c2[nH][nH]c(=O)c12,6,90:09017:1:PV-003883187982;90:09019:6:PV-003884009024;90:09036:2:PV-003889725522;
Cc1cn2nncc2cn1,10,90:09017:2:PV-003883191069;90:09031:2:PV-003888008113;90:09031:9:PV-003035999133;
CN1CCCC12CCOCC2,62,90:09017:2:PV-003883195399;90:09024:6:PV-003035028664;90:09026:7:PV-006649108603;
Cc1cc2c(cnn2C)c(=O)n1C,9,90:09017:2:PV-002238634935;90:09060:0:PV-002343017750;90:09092:4:Z4506246248;
Nc1cc2c(s1)CNCC2,7,90:09017:2:PV-003034042089;90:09025:3:PV-003035111858;90:09026:2:PV-003035235802;
Cc1csc2ncsc12,6,90:09017:3:PV-003883221296;90:09032:6:PV-002238951721;90:09032:6:PV-002290702635;
Cn1ccc2nc[nH]c(=O)c21,8,90:09017:3:PV-003034054480;90:09018:8:PV-003034252943;90:09048:4:PV-003893911094;
c1ccc2c(c1)CCOC21CCNCC1,20,90:09017:3:PV-003883237971;90:09056:3:PV-006679349020;90:09064:2:PV-003040298851;
Cc1ccc2c(c1)CC(=O)N2,7,90:09017:3:PV-003883255623;90:09020:6:PV-006642876370;90:09032:1:PV-003888319344;
Cn1c2c(ccc1=O)CCCC2,53,90:09017:3:PV-006639575368;90:09018:3:PV-003883587063;90:09028:2:PV-002342362786;
c1ccc2c(c1)NCC1CCCN21,22,90:09017:3:PV-006639608474;90:09022:6:PV-006644994181;90:09033:9:PV-003036258758;
O=C1Nc2ccccc2C12CCNCC2,18,90:09017:4:PV-003034066937;90:09050:8:PV-003894755819;90:09092:3:Z3633194997;
Cc1cc2c(=O)[nH]ccn2n1,18,90:09017:4:PV-003883266107;90:09017:9:PV-003883457652;90:09020:3:PV-003034457486;
Cc1cccc2c1C(=O)CO2,4,90:09017:4:PV-003883289286;90:09046:0:PV-003037877348;90:09092:7:Z428856638;
C1NCC2CC1O2,7,90:09017:5:PV-003883304378;90:09093:1:Z4000924900;90:09093:5:Z2932562029;
FC1(F)CNC12CCC2,3,90:09017:5:PV-003883304654;90:09033:5:PV-003888797362;90:09046:8:PV-003893365598;
c1ccc2c(c1)CCC1(CCNCC1)O2,23,90:09017:5:PV-006639770290;90:09037:4:PV-003036731427;90:09043:0:PV-003892044191;
CC1CNc2ccccc2C(=O)N1,29,90:09017:6:PV-003883328878;90:09030:2:PV-002497654894;90:09030:4:PV-003887725115;
Cc1ccc2ccsc2n1,6,90:09017:6:PV-002135145949;90:09054:5:PV-003039000798;90:09096:7:Z4271159866;
CC1(O)CCOC1,15,90:09017:6:PV-003883335840;90:09022:1:PV-003884876974;90:09022:2:PV-003884916402;
CN1CCC2(CCCNC2)C1,28,90:09017:6:PV-002445643642;90:09032:7:PV-006655249597;90:09032:7:PV-006655349805;
Oc1nccs1,10,90:09017:6:PV-003034097276;90:09035:9:PV-003036526329;90:09060:7:PV-003039831827;
O=c1ccc2ccoc2[nH]1,10,90:09017:6:PV-002238644028;90:09024:2:PV-002601027660;90:09045:0:PV-003892747613;
c1ccc2c3c([nH]c2c1)CCCC3,7,90:09017:6:PV-003034101016;90:09058:2:PV-003897264946;90:09095:1:Z3794129908;
O=c1[nH]c(=O)c2cc3c(cc2[nH]1)COC3,4,90:09017:6:PV-003883360243;90:09043:2:PV-003892107791;90:09050:5:PV-003894642205;
O=S1(=O)CC2(CC2)CN1,10,90:09017:6:PV-006639882714;90:09038:5:PV-006661111424;90:09048:3:PV-003038174353;
CC1(C)COCC(=O)N1,22,90:09017:7:PV-006639916479;90:09018:7:PV-003883723634;90:09023:0:PV-003885201578;
Cc1cccc2c1OCC2=O,5,90:09017:7:PV-003883382133;90:09019:7:PV-003034378520;90:09059:5:PV-003039675996;
Cn1c(=O)c2ccccc2n(C)c1=O,26,90:09017:8:PV-002186896644;90:09025:2:PV-003885954125;90:09027:0:PV-002342337891;
Cc1ccc2[nH]c(=O)[nH]c(=O)c2c1,12,90:09017:8:PV-003034124719;90:09032:4:PV-006654945351;90:09038:4:PV-003036860607;
O=c1[nH]ncn2cccc12,12,90:09017:9:PV-003034129794;90:09033:3:PV-003888719901;90:09033:3:PV-003888719902;
O=c1[nH]cnc2cc(F)c(F)cc12,8,90:09017:9:PV-002549146327;90:09030:4:PV-003035792199;90:09033:2:PV-003036176047;
C1=CNCCCC1,3,90:09017:9:PV-003034137084;90:09075:4:PV-003041787436;90:09079:9:PV-006703304884;
C=C1CCc2ccccc21,2,90:09017:9:PV-003034138404;90:09041:2:PV-003037236524;
C1CC2COC(C1)O2,8,90:09018:0:PV-006640299304;90:09036:0:PV-003889667018;90:09045:7:PV-003892995472;
CC1CNc2ccccc2CN1,7,90:09018:0:PV-003883478177;90:09032:8:PV-003888569391;90:09038:8:PV-003890622244;
c1c2c(cc3c1OCO3)CCCC2,14,90:09018:0:PV-003034152797;90:09026:2:PV-003035245549;90:09030:3:PV-003035789509;
Cc1nc2sccc2c(=O)[nH]1,6,90:09018:0:PV-003883490766;90:09020:9:PV-006643156987;90:09038:7:PV-003036904349;
CC1(C)Cc2ccccc2NC1=O,14,90:09018:1:PV-003883504311;90:09032:9:PV-003888600416;90:09035:7:PV-003036505952;
O=c1[nH]cnc2ccoc12,12,90:09018:1:PV-003883518435;90:09022:6:PV-003885034220;90:09031:0:PV-003035882347;
C1COCC2(COC2)N1,16,90:09018:1:PV-006640356065;90:09041:8:PV-006664584552;90:09043:9:PV-006666676849;
Clc1ccc2cnoc2c1,2,90:09018:1:PV-006640406104;90:09044:1:PV-006666978538;
CC1(C)CCCc2cccnc21,4,90:09018:2:PV-003034170736;90:09076:6:PV-003903560883;90:09093:3:Z4455282890;
O=C1c2ccccc2CC12CCNCC2,21,90:09018:2:PV-003883533500;90:09023:7:PV-002342270480;90:09041:4:PV-006664062341;
CC1(C)CC(O)c2ccccc2O1,19,90:09018:2:PV-003034175548;90:09052:6:PV-002549860191;90:09086:4:PV-002447055016;
O=C1CC2CCc3ccccc3C2=NN1,3,90:09018:2:PV-003034180000;90:09030:3:PV-003035784543;90:09046:9:PV-006669788344;
CC1C=CCC1,6,90:09018:3:PV-006640566624;90:09019:5:PV-006641838832;90:09048:7:PV-006671595265;
O=S1(=O)CCC2CCCCN21,9,90:09018:3:PV-003883579610;90:09049:5:PV-003894273728;90:09055:9:PV-003039196374;
CC1(C)CCCNS1(=O)=O,6,90:09018:3:PV-003034193374;90:09043:3:PV-006666063136;90:09058:2:PV-003039498688;
O=c1[nH]cnc2scnc12,7,90:09018:5:PV-003883645557;90:09031:9:PV-006654451209;90:09033:6:PV-003036222748;
N=S1(=O)CCCc2ncncc21,20,90:09018:5:PV-003883664155;90:09036:3:PV-003889764853;90:09039:1:PV-006661679619;
Clc1nnc2ccccn12,9,90:09018:6:PV-003034225169;90:09021:6:PV-003034617136;90:09052:2:PV-003038705502;
Cn1cnc(=O)c2[nH]cnc21,7,90:09018:6:PV-003034227980;90:09034:1:PV-003036290751;90:09053:6:PV-003038888075;
C1CC2(CO1)CC1(C2)OCCO1,12,90:09018:6:PV-006640851423;90:09040:3:PV-002342611530;90:09071:3:PV-002394998847;
Cc1cc2c([nH]1)CCCC2,25,90:09018:7:PV-003883700492;90:09018:7:PV-003883700493;90:09022:1:PV-003884868232;
C1NC2CC1C1CC21,30,90:09018:7:PV-003883728119;90:09020:4:PV-003884305146;90:09022:5:PV-003885017869;
c1cc2c(nn1)CCC2,40,90:09018:7:PV-006641040123;90:09019:7:PV-003034375224;90:09019:7:PV-003034375225;
Clc1sc(Cl)c2c1CCCC2,4,90:09018:8:PV-006641112041;90:09056:3:PV-004140140614;90:09056:5:PV-004140161220;
CC1=CC=CCC1,3,90:09018:8:PV-003883731416;90:09054:9:PV-003896138305;90:09099:1:Z4251677310;
Cc1cc(C)c2ccc(=O)[nH]c2c1,4,90:09018:8:PV-003034249219;90:09037:9:PV-003036793146;90:09047:1:PV-003038020499;
Cn1[nH]c(=O)c2ccccc2c1=O,6,90:09018:8:PV-003034252932;90:09038:7:PV-003036905265;90:09048:1:PV-003038155405;
C1COCCNN1,24,90:09018:8:PV-002393921039;90:09044:7:PV-006667557427;90:09046:0:PV-002497979628;
Cc1cc(=O)n2ccccc2n1,6,90:09018:8:PV-002238668023;90:09029:1:PV-002135382505;90:09094:1:Z2276921175;
c1cnc2c(c1)CCCCC2,13,90:09018:9:PV-003883775966;90:09018:9:PV-002342172570;90:09023:7:PV-003034900968;
C1=CCSCC1,1,90:09018:9:PV-003034268162;
c1nc2c([nH]1)CCNC21CCCCC1,7,90:09019:0:PV-002135174649;90:09035:9:PV-003036524303;90:09036:5:PV-002187279367;
Cc1nc2cccc(Cl)c2o1,4,90:09019:0:PV-003034284628;90:09026:2:PV-003035236711;90:09047:1:PV-003893474729;
CC1COCCCN1,72,90:09019:0:PV-002290423858;90:09021:8:PV-002705596690;90:09026:4:PV-002705791869;
O=C1NCc2[nH]ncc21,2,90:09019:1:PV-003883842025;90:09088:6:PV-002602349715;
Cc1csc2nc3n(c(=O)c12)CCC3,19,90:09019:1:PV-003883847170;90:09019:1:PV-003883847171;90:09076:9:PV-003903679342;
Cc1cc2nncn2c2ccccc12,5,90:09019:1:PV-002393927261;90:09034:1:PV-003036287294;90:09046:1:PV-002601476909;
O=C1CCC2Sc3ccccc3N12,27,90:09019:1:PV-002290424857;90:09024:2:PV-003034967609;90:09039:2:PV-006661931878;
O=C1CC2(CNC2)n2ccnc2N1,13,90:09019:1:PV-002238674171;90:09025:8:PV-002549308383;90:09042:0:PV-002187393399;
C1CN2C3CCC(C3)C2CN1,16,90:09019:1:PV-003883864358;90:09020:8:PV-006643035177;90:09022:0:PV-004136944004;
O=C1CCNc2ccc(Cl)cc21,5,90:09019:1:PV-003034301289;90:09032:5:PV-003036080104;90:09040:2:PV-003037110318;
O=C1Cc2cccc(Cl)c2N1,8,90:09019:2:PV-003883875432;90:09021:8:PV-006644146133;90:09023:0:PV-003885187593;
O=c1[nH]cns1,7,90:09019:2:PV-003883876120;90:09036:4:PV-003036598220;90:09036:4:PV-003036598221;
